0.00488412+0.0491512j 0.050605+0.0334717j 0.0284758-0.0425172j -0.0826555+0.0823401j 0.011125+0.0356359j 0.0138444+0.0442492j -0.00616958+0.13197j -0.0296951+0.0812093j 0.0113918-0.0225437j 0.0260534-0.00526838j -0.049511-0.0359992j -0.0237497+0.0130784j -0.027125-0.0108415j 0.0427373+0.0114636j 0.00789583+0.0616423j -0.01079+0.0443474j -0.0145705+0.0244657j -0.0112353-0.00924768j 0.0469512-0.00633125j -0.00920632-0.0971262j -0.0113869+0.0156622j 0.0121764+0.0361706j -0.0337292+0.0731456j -0.0341769+0.045707j 0.0343667-0.0398737j -0.149443-0.0824941j -0.0394177-0.0217278j 0.0532588-0.0449016j 0.0440054-0.0162213j -0.00323705+0.0670444j 0.00715076+0.133078j 0.0122779+0.028332j 0.0607431+0.00755061j -0.0811835+0.0977297j 0.0350853+0.0463551j 0.0565793+0.0519532j -0.0920501-0.0585808j -0.0141189-0.0259318j 0.00310916-0.0603631j -0.00547378+0.092283j 0.0873664-0.0501492j 0.0784751+0.0445527j -0.113052-0.0769947j -0.00683263-0.0327717j -0.0114052+0.0264993j -0.096167-0.123376j -0.0583481-0.134362j -0.0228747+0.0450573j -0.0897442-0.0547467j -0.0542686-0.108089j 0.0265321-0.0231233j 0.0267097+0.0164291j 0.0309201+0.0254177j -0.0595096+0.00903588j 0.0039057+0.0354301j -0.00860491+0.0162046j -0.00859521-0.0255713j -0.00302897-0.041606j 0.0102024-0.014246j 0.00112541+0.0312507j -0.00473235-0.0146237j 0.0101392-0.0323618j -0.0599657+0.0105303j -0.0102714+0.0254369j -0.0231111-0.0181389j 0.0190396-0.00456855j -0.0111653-0.00470909j -0.00106169-0.00105209j 0.00125349-0.0660696j 0.0117071-0.00257729j -0.00797086+0.0494538j 0.0130265+0.00924444j -0.0201994+0.00563842j -0.0560898+0.0205649j -0.0301369-0.0312856j 0.0281426-0.0572079j 0.0706657+0.0651896j -0.0257087+0.0140956j -0.0133945+0.00996082j 0.174696+0.00145951j 0.0879626-0.0677343j 0.0102805+0.0887389j -0.0873044+0.0525815j 0.0925669+0.0239447j 0.0462589+0.142866j 0.00938253-0.0766294j -0.0410356-0.0240724j -0.0265486-0.0113024j 0.0540754-0.020956j -0.0944557-0.0288786j -0.0054281+0.117339j 0.0322574+0.0680868j -0.00342959+0.0256491j -0.150146+0.00275918j -0.0922329-0.170864j 0.166527+0.0134533j -0.153049-0.256598j -0.17054-0.0924582j 
-0.00553745-0.000397767j 0.0117528-0.00535947j 0.00622326+0.0160624j 0.0141657-0.0258116j -0.0548767+0.0179382j 0.0212991-0.0509473j 0.122478+0.00366493j -0.0104477+0.0761114j 0.0185599+0.031401j -0.0430745+0.0377182j 0.169003+0.00386299j 0.0271-0.19676j -0.110963+0.150001j 0.0840349+0.120103j 0.0212815-0.165645j -0.0965914+0.0206395j -0.0738385+0.0537991j 0.116032-0.0120028j 0.123051-0.0780294j 0.0935611-0.0327904j 0.165379+0.255514j 0.019628+0.0632931j 0.013119+0.100863j -0.035261-0.0225991j -0.263795+0.0685392j 0.102103+0.0569067j 0.00605533-0.0910122j -0.112408-0.0989398j 0.153691+0.0972522j 0.154465+0.210407j -0.0406741-0.0422338j -0.0703749+0.186578j -0.156472-0.159955j 0.161339-0.0218559j -0.0456121-0.0219798j -0.0173631+0.0227064j 0.131326-0.0136109j -0.0193661-0.0362445j 0.0233103-0.084885j -0.10944+0.0626912j 0.00639264+0.00971638j -0.00685051-0.0522186j 0.0628452-0.0457407j 0.0121798+0.0119504j -0.0243224-0.0271931j 0.019113-0.00963323j 0.0344082-0.005809j -0.037731+0.00405548j 0.00761201+0.0542534j 0.000546051-0.0319241j 0.00288482+0.0233867j -0.0218615-0.046265j 0.0290369+0.0133673j 0.00928996-0.0400045j 0.00617049-0.0276234j 0.00636746+0.0183731j 0.00687423+0.0547211j -0.0139709-0.0529759j 0.0299353+0.0227791j -0.0137089-0.0281781j -0.00914864+0.0168223j -0.0220023-0.058965j -0.0452001-0.0220304j 0.0121372-0.0238262j 0.0326989+0.0107576j -0.0171697+0.00906814j -0.0434805-0.0520536j 0.00944262+0.0117496j 0.0153466-0.000848312j 0.0247368-0.0085688j -0.0108694-0.0391665j -0.0260128-0.0249937j -0.0155558-0.0237702j 0.00836524-0.0255351j -0.0203367-0.0136648j 0.0021707-0.035396j -0.00795207+0.0234902j -0.00342538-0.0208146j -0.00357695+0.00993807j -0.00368332+0.0146757j -0.0119291-0.00540093j 0.00443848+0.0185332j 0.0112573-0.0144333j 0.0398056+0.0135695j -0.0172178+0.0194259j 0.0294076+0.00853129j 0.000396949+0.00893322j -0.00798746-0.0110502j -0.0199765+0.00764663j 0.00107484+0.00944502j -0.0286089+0.00487499j -0.000208839-0.0312979j 0.02765+0.0108514j -0.00923472+0.0184455j -0.0122138-0.0105009j -0.0192015-0.0190611j -0.0124739-0.00723157j 0.0131757+0.0196273j 
0.0240204+0.000666567j -0.0267522+0.0360554j -0.0648184+0.00887996j -0.0505412+0.0771843j 0.011127+0.0132123j 0.0623429+0.044583j -0.0628954-0.00879929j -0.0470396-0.05808j 0.0172215+0.0710234j 0.0641853+0.0435314j 0.0784432+0.162318j 0.216363-0.0531498j 0.0552653+0.128601j 0.149571+0.0182507j -0.0328903-0.243356j 0.195111+0.110204j 0.106592-0.0397163j 0.179306-0.0120801j 0.0306748+0.0926316j -0.172676-0.0093783j 0.11315+0.254976j -0.0215725-0.106807j 0.00621725+0.0282141j -0.077412-0.0562145j 0.117906-0.00652328j 0.0705798-0.0752541j 0.14054+0.091799j -0.0225362-0.0617239j -0.0435602-0.00375996j 0.145283-0.126447j 0.0430555+0.0813522j 0.199932+0.0399786j -0.0999903-0.166836j -0.0797409-0.064907j -0.115202-0.0801126j -0.109147+0.0766509j 0.0263705+0.025827j -0.105925+0.0802113j 0.083094-0.00709448j 0.0564279-0.0174698j -0.0560174-0.0924761j -0.0513799+0.0159737j 0.0557216+0.00203299j -0.0684244+0.00376148j 0.079559+0.0223442j 0.0135334+0.0759904j 0.0192814+0.0178569j 0.0453307+0.000341579j -0.0404033+0.0190033j 0.0400269-0.0460694j 0.00371053-0.0560728j 0.026623-0.0495502j -0.00324193+0.0568725j 0.0549239+0.0306441j 0.0256611+0.0181035j -0.0626679-0.0322279j -0.000997965+0.0621544j -0.0250985-0.03759j 0.0129136+0.0585931j 0.00975638-0.0311679j -0.0331703-0.00241822j 0.0131062+0.025212j 0.00368807+0.0441988j -0.0218914-0.0543497j 0.0100284-0.0129423j -0.00329902-0.0284443j -0.0149716-0.0310523j -0.00581544-0.0520607j 0.0138103-0.00884139j -0.0139867-0.0472963j 0.0022916-0.00720827j 0.0170004-0.00694351j 0.00706559-0.00841613j 0.0162625+0.00932033j 0.00872222+0.027839j 0.00222222-0.00963875j -0.0129411+0.00861657j 0.0215269+0.0187214j 0.000112991+0.0166172j 0.00112563-0.00854523j 0.00844514-0.00295997j -0.0110426-0.0153705j -0.0131235-0.00621002j 0.0157518-0.0114664j -0.00789507+0.0318155j -0.0565086-0.034827j -0.00164717+0.0293577j 0.0220431-0.0114628j 0.000685797-0.0263074j 0.000535227+0.0178647j 0.0252087+0.00688084j 0.0213163+0.0226919j -0.0329099-0.00974825j 0.00211688-0.00814176j -0.00714634-0.0208465j 0.0378395+0.0199772j -0.00476412-0.0211313j -0.024138-0.0286565j 
0.0727233-0.0450099j -0.009757+0.0607251j -0.0925235+0.0297315j 0.0744375+0.130431j 0.074905+0.010692j -0.0390583+0.100512j -0.1864-0.108066j 0.0997982-0.157167j 0.00781669-0.0203814j 0.0503387-0.0125107j 0.022335-0.0612452j 0.0763268-0.112996j 0.0299967-0.0055558j -0.15506+0.147608j -0.0719702-0.131905j 0.12788-0.20787j 0.0468941+0.118698j -0.245236-0.0180282j -0.125928-0.051264j 0.0151141+0.0105117j -0.104048+0.089883j -0.163843+0.071012j 0.0291438-0.00600466j -0.038754+0.122794j 0.122667-0.138414j -0.0260849+0.10183j 0.0095734-0.102775j 0.0488994+0.110526j 0.110032-0.128919j -0.0772796+0.0820936j -0.1188+0.0634352j 0.0211117-0.0843376j -0.0352012-0.0261623j 0.0943368+0.00660762j 0.0561364-0.112157j 0.00845306+0.00319039j 0.0680404-0.00546858j 0.0406932+0.129699j 0.123294+0.0176451j -0.0200556-0.04322j -0.0385732-0.077895j -0.157988+0.0769232j 0.0616988-0.079418j 0.0828932+0.0044207j 0.0652917-0.015958j 0.0592261+0.144895j 0.0168131+0.0770503j 0.0901935+0.0179654j 0.0589539+0.00954689j 0.0274858+0.0709902j 0.0292866+0.0185361j -0.0260448+0.0157644j -0.0167117-0.0192156j 0.0176076+0.0216035j -0.0815965-0.0468323j -0.015447-0.0407831j 0.0203101+0.0122315j -0.0107914-0.0123039j 0.017311+3.79206e-05j -0.0233544-0.00446375j 0.048952+0.0718303j -0.00160767+0.00424559j 0.00536549-0.0192018j -0.00579513-0.00394573j 0.00112935+0.0141091j -0.0273524-0.00321501j -0.0203091-0.0103093j -0.0433279+0.0145871j -0.0207729-0.0273387j 0.0144924+0.00386409j 0.00652454-0.0138126j -0.00484185-0.000441522j 0.00299339-0.0025862j 0.0159284-0.0142086j 0.00601156+0.0036076j 0.0239655+0.0101471j 0.0119195+0.0597604j 0.024629+0.00186478j -0.0231318+0.0215769j 0.0256595-0.0103503j 0.0216799+0.0231743j -0.0232009+0.0120831j -0.00866681+0.00923916j -0.0191314+0.0245595j 0.00314959+0.0413078j -0.0209208-0.015435j -0.00649365+0.0049572j 0.013802-0.0445561j -0.00781852+0.0217897j 0.0105975+0.025967j 0.0415334-0.00108795j 0.0143062+0.0496127j 0.00430908-0.0322331j -1.61939e-05+0.0019831j -0.0598298-0.0342654j 0.0381916-0.0167737j -0.0409211-0.0550889j -0.00372374+0.0103522j 
-0.0188097+0.0312932j -0.0589125+0.00833975j -0.0109078-0.0929153j -0.0523997+0.022439j 0.0422003+0.0319793j -0.111725-0.0372199j 0.0513418-0.224011j 0.17749+0.0181885j 0.00977488-0.067672j -0.0554472+0.0603255j -0.0953528+0.0726345j 0.0586346+0.166425j 0.045637-0.078209j 0.042576+0.0704943j 0.119521-0.0646876j -0.0172157-0.0613792j 0.235275+0.0665862j 0.0132507+0.091851j -0.0765204+0.104919j -0.0635854+0.0750837j 0.167703-0.0270695j -0.0773855+0.126489j 0.207346-0.114914j -0.0540033-0.0446863j -0.0640163-0.0205782j -0.00836202-0.0451287j 0.000566515-0.0571155j 0.157662+0.0279491j -0.115767+0.0674122j 0.0288127+0.0920083j -0.10109-0.116568j -0.0262417-0.0396458j 0.0182813+0.05273j -0.00694032+0.00313846j -0.119307+0.0585496j 0.0619089-0.00518973j -0.00289725-0.108166j -0.00727794+0.034721j 0.0165283+0.068451j -0.005588-0.0360178j 0.0933738+0.0267407j 0.0275132-0.0443721j 0.101382+0.00509395j -0.0154469+0.0717141j 0.013745+0.160848j -0.103501-0.0117559j -0.11238-0.0149767j 0.0490002+0.118448j 0.125223-0.00108696j -0.0262745+0.0174646j -0.0341112-0.00752455j -0.0196076+0.0357294j -0.0301264-0.0834661j 0.0308697+0.0372279j 0.0474731+0.039515j 0.0250993-0.0738135j -0.0471234-0.00484713j 0.0262476-0.0216846j 0.00294219-0.0126705j 0.0242707+0.00359587j -0.00589494-0.0153251j -0.0286041-0.00204247j -0.0144454-0.00385485j -0.0304135-0.043069j -0.0278511-0.00270064j -0.0242589+0.00182775j 0.00540008+0.0339203j 0.0062095-0.00293138j 0.0336989-0.0167161j -0.016628-0.041561j 0.0164276+0.0139097j -0.0198282-0.0651647j 0.0130633+0.038359j -0.00253249+0.0117434j 0.00456654+0.0230513j -0.00154462-0.0067098j 0.0371162-0.0293615j -0.00965563+0.00644086j -0.000173118+0.00716768j 0.00412328-0.0295925j -0.0134118-0.0385079j 0.0156368-0.0147902j 0.000974739+0.0352617j 0.00739485-0.00243456j 0.0359889-0.00257119j 0.00598157+0.00160606j 0.00968373+0.0204133j -0.0303174+0.0163314j 0.00867381-0.0030443j -0.0225428+0.00684534j 0.000135098+0.029384j -0.00954763-0.0361298j -0.00477365-0.0131854j -0.0341013-0.0063046j 0.0508061-0.00131778j 0.0302661+0.0423356j 0.0216632+0.00673365j -0.0429728-0.047514j 
0.0200525-0.101332j 0.0305383-0.0272122j -0.0988401+0.135356j 0.146722+0.0183196j 0.0127445-0.0687477j 0.0683889-0.0643671j 0.0562758-0.0241053j 0.0160955+0.0082767j -0.0464448-0.0525875j -0.00205395+0.0225011j 0.0367421-0.0348453j -0.000272589-0.0253197j -0.0928562+0.166613j -0.0613766+0.0829304j -0.0498085+0.00466727j 0.0394157+0.0112713j -0.073507+0.0528795j -0.115872-0.0502326j -0.00631903+0.0544947j 0.0649688-0.00127638j -0.175672-0.00980207j 0.0111834-0.0531757j -0.113667+0.0339792j 0.0780675+0.0115948j -0.00903441+0.0489882j 0.0321795-0.118596j 0.00157885-0.0451762j -0.00114453+0.0888431j 0.0732372+0.00176716j -0.0609365-0.0634928j -0.134818+0.0537172j -0.103287+0.190548j 0.0417286+0.203871j 0.0178833-0.0868847j -0.109126+0.0513577j -0.012009-0.00904742j 0.0232686+0.0352322j 0.216054+0.0683865j 0.186907-0.170765j 0.0404796+0.16689j -0.0278254-0.00754623j -0.019838+0.121353j -0.000477932+0.119773j -0.122827-0.0531217j 0.082641+0.0180898j -0.00303371+0.0262304j -0.0886628-0.00781464j 0.0410662+0.159835j -0.0333657+0.0110927j -0.0890456-0.0427469j -0.00595857-0.15189j 0.0559168-0.0507742j 0.0626186-0.0680581j 0.0423304+0.0253975j -0.00524394+0.038698j 0.0812271-0.0749453j 0.0019615+0.0232865j 0.029858+0.0225223j -0.0361121+0.00372565j 0.0422954+0.0440255j 0.000454921+0.000810345j -0.00166012-0.0149494j 0.0104016+0.035247j -0.0245557-0.0409351j -0.0177716-0.0436735j 0.0214639-0.0178575j -0.0117075+0.0362057j -0.0496322-0.0695803j 0.0138379+0.0332533j 2.34573e-05-0.0584657j 0.00663214+0.0319268j -0.0240014-0.0492269j 0.0581262+0.0554365j 0.0210612+0.0744854j 0.029306+0.0550839j 0.0179748+0.02582j 0.0343845-0.0616381j 0.042111+0.052924j 0.0289241-0.00702284j -0.0160173-0.0399637j -0.0507516-0.0559549j 0.0306661-0.0148848j 0.0655328+0.107554j 0.027573-0.0594592j 0.0524068-0.0201232j -0.0485407-0.0331305j 0.0146054-0.00507681j -0.0536468-0.0117768j -0.00896062-0.0506823j 0.0310274+0.0209838j 0.00369939-0.00104448j 0.0476642+0.0141181j -0.0760227-0.011074j 0.00425772-0.0398113j 0.0635968+0.0236566j 0.0107502+0.0862528j 0.0812111+0.0382174j -0.0706865-0.06694j 
0.0187421-0.0264618j -0.0204297+0.0963372j -0.136747-0.0272507j -0.103969+0.134307j 0.0481628+0.0160355j 0.0208732+0.00201915j 0.00117831+0.0535253j -0.0130237+0.118996j 0.087282-0.043807j -0.0197051+0.0467587j 0.008344-0.00656629j 0.00941031+0.00969263j -0.0167397-0.0140419j 0.0705184+0.0704581j -0.0144386-0.0468529j 0.0957065-0.0135547j 0.0664967+0.0160305j -0.0133029+0.0700181j -0.00897337+0.0308591j -0.063971-0.07837j -0.0393124+0.135102j -0.0874864+0.0689416j 0.00748442+0.0753065j -0.0804496+0.0502907j 0.127852-0.0703031j -0.0322509-0.144313j 0.0136121-0.112076j 0.153347-0.0428181j 0.0510519+0.0175072j 0.00889722+0.157577j 0.0512731+0.215072j 0.034168-0.0383649j 0.0644279-0.0252788j -0.14228+0.136046j 0.0334139-0.023875j 0.12141+0.092439j -0.191949-0.0524771j -0.0261588+0.0571982j 0.0630083-0.0107545j -0.0425449+0.116431j 0.0712316-0.155353j 0.0243223+0.0254072j -0.128544-0.120782j -0.00806193-0.0363669j -0.00748079-0.0368497j -0.0914576-0.0626623j -0.04549-0.178642j -0.118678+0.0363485j -0.00116366+0.0183876j 0.0267963-0.125212j 0.0937443-0.0113708j 0.0275728+0.0533693j 0.0609061+0.0720588j -0.0206125+0.0298929j -0.0341011+0.0942195j 0.00600461+0.105552j 0.0172042-0.00993534j 0.0226267+0.07364j -0.0133782-0.0431708j -0.00485798-0.0139457j -0.0122599-0.0618934j 0.023265-0.0649857j -0.0342067-0.00175834j 0.0211394+0.0362068j -0.063853-0.0611706j -0.00663686-0.0162817j -0.014999+0.0403105j 0.0214973+0.051029j 0.0121676+0.102643j 0.00634002-0.0363269j 0.0131571+0.00946374j 0.00631993+0.0130961j -0.0240209-0.0696486j 0.0283837+0.0100232j 0.0312262+0.0085487j 0.0382019+0.0173773j -0.0619089-0.0619788j -0.00877805-0.0569247j -0.0102738-0.0730904j -0.0640056+0.000664641j 0.00581845+0.0547297j -0.0103038-0.0439184j 0.0640906-0.0440235j -0.0181787-0.0672017j -0.0598195-0.100109j -0.0366447+0.00149222j 0.060867+0.00660939j 0.00922714+0.0213636j -0.0171618-0.024509j -0.00600481-0.0185011j 0.0545673-0.00504534j -0.0570273+0.0114942j -0.041648-0.0382164j 0.0727193+0.0147413j 0.0132679+0.0949739j -0.0664291-0.0154147j 0.0801634+0.0760244j 0.0813697+0.0381767j 
0.0421743-0.0201862j 0.00537065-0.0463276j -0.023323+0.0314627j 0.0505558+0.0211261j -0.0139168-0.0148771j 0.0197469+0.00331561j 0.0259849-0.028883j 0.00114246-0.0036881j 0.000144914+0.00562909j -0.0260362+0.0121338j -0.00343394+0.0111968j -0.0339654+0.0265334j -0.0188612-0.00587833j 0.00886696+0.0103694j 0.0723619-0.0213889j 0.0238391+0.0216679j -0.00440953-0.0202246j 0.0186501+0.0114314j -0.0398768-0.00951958j -0.0529956-0.0143583j -0.0436996+0.0414333j -0.0575304-0.0493533j -0.0197103+0.0496128j -0.0255152+0.0201517j 0.0256186+0.0549791j 0.0128008-0.110389j 0.0021004-0.046787j 0.0311052+0.0453239j 0.00297308+0.00523165j 0.0363215-0.0313388j 0.0656179+0.0473593j -0.00512841-0.0291819j 0.0437978+0.0283651j -0.0379547-0.0199261j -0.12696-0.0498792j -0.0464666+0.0334555j -0.0555186+0.0983824j -0.0230798-0.0181529j 0.0414964+0.0217183j 0.0726651+0.00411912j -0.100955-0.0380555j -0.0248194+0.161114j -0.0276741+0.0766438j -0.0136554-0.0361288j -0.0301968-0.0164046j 0.049107-0.0291292j 0.0176459-0.0169182j 0.0589387+0.0151153j -0.0230504+0.000587681j 0.0308722-0.00519859j -0.0253242-0.0310158j -0.00615715-0.0200343j -0.0149654+0.072615j -0.00219423-0.032874j 0.0111716+0.0764311j 0.00132058-0.0212881j 0.0573139-0.0965361j -0.0248946-0.00536848j -0.000933247-0.00578401j 0.00533875+0.0876678j 0.0589497-0.0962383j 0.0677372-0.0126712j 0.00269193-0.0275625j 0.041513-0.0287183j 0.114205-0.0783436j -0.0139903-0.0366079j 0.0558793-0.0619531j -0.00138688-0.0952793j -0.0443328-0.00438144j -0.0368616+0.00107708j 0.00257036+0.0215371j 0.086926+0.032106j 0.000240718-0.0281469j 0.0669269-0.0176304j 0.00917903+0.0297616j -0.0300028+0.0673525j 0.0627949+0.0385161j -0.163969-0.130585j -0.0625244+0.0294717j 0.00852679-0.100816j 0.016453-0.072048j 0.020429-0.0820615j -0.15691-0.0355043j -0.121392+0.105973j 0.0277956+0.0824623j 0.0194642+0.0557993j 0.0633506+0.101773j 0.0284618-0.00798702j -0.0471015+0.0627907j -0.062397+0.0317382j -0.0773908+0.114769j -0.0588625-0.22952j 0.168137+0.0237667j -0.121462+0.0306116j 0.110683-0.0581834j -1.57895e-05-0.0834236j -0.042642-0.0017079j -0.0488337-0.0554313j 
-0.00160892-0.0399027j -0.0417795+0.0257342j -0.0596996-0.015339j -0.033041+0.0147268j 0.0477299+0.0105765j 0.00568606-0.00284489j -0.0262669-0.0188834j -0.0257846-0.0128015j -0.0199663+0.00190667j -0.00618693-0.0259325j -0.0150379+0.0188358j -0.00606569-0.00292637j 0.0326314+0.00143504j 0.00286488-0.0269472j -0.049603+0.0168966j -0.00405489+0.000541609j -0.00287983+0.0464097j -0.00843775+0.0372196j 0.0356341-0.0181869j 0.00565141+0.0432883j 0.0544636+0.0389381j -0.0323899+0.0366219j -0.00567942+0.00175716j 0.034667-0.00903003j 0.0209478-0.0109681j 0.0233213+0.00589934j -0.0587202+0.00376447j -0.00762137-0.0510686j -0.0194778+0.0278655j -0.0591701-0.0201245j 0.0470167+0.0313053j -0.0722457-0.0484875j -0.0013286-0.00883435j -0.00735794-0.0206034j 0.0282642+0.0287352j -0.0168665+0.0978113j -0.0618205-0.0471413j -0.0712355-0.0169963j -0.0141948+0.0417648j 0.010046+0.0164679j 0.0689069-0.163496j -0.0599787-0.0710445j -0.0431281-0.0653048j 0.0207421-0.010529j 0.0731432-0.0258855j -0.0415512+0.0268051j -0.0772165-0.00886384j 0.000870361+0.0664065j 0.069107-0.0334533j -0.0536572-0.00946387j 0.0183634+0.000184475j 0.00547451+0.0132058j -0.0308728-0.0254743j 0.0404015-0.0576017j 0.0427999-0.0185233j -0.0124512-0.00132559j -0.0103692+0.0157135j -0.00405736+0.0486852j -0.0108141-0.00542535j 0.0245496-0.0736464j -0.0378326-0.0284067j 0.0460819+0.0476605j -0.034094-0.0858467j -0.0748198-0.0147393j -0.0206161-0.0353293j -0.0240474-0.0042166j -0.0535196-0.010515j -0.114371+0.140162j 0.0805893+0.0793776j 0.0285665+0.0506448j 0.0299019-0.025947j 0.0475832-0.124119j 0.0200869-0.0523425j 0.0143704-0.111536j -0.0531566+0.0347385j 0.00562452+0.103193j 0.127268-0.0243999j 0.0331989+0.0892609j 0.0523353-0.0157516j -0.0292434+0.00871678j -0.150093-0.0503005j -0.110211-0.0555642j -0.141472+0.161756j 0.146272+0.124317j 0.0514074-0.00474835j 0.0814964+0.107844j 0.0593032+0.00889869j 0.0220149-0.020431j 0.00927434-0.108323j 0.0341722-0.00774898j -0.210395-0.139121j 0.214687-0.135873j 0.000910779+0.24965j -0.101343-0.0674653j 0.0121679-0.0764355j -0.114935+0.0577414j 0.0474004+0.0522441j -0.042189+0.00571466j 
0.0487138-0.021104j -0.00799517-0.0442844j 0.00541529+0.0202513j 0.0065033+0.0539006j -0.0135658+0.0168342j -0.0150442+0.0405775j -0.0407149-0.0605824j 0.00247772-0.0531298j -0.0502778-0.0330173j -0.00617826-0.0191193j -0.0282358-0.00685458j 0.00972082-0.0105083j 0.0661699-0.00897203j -0.000472749+0.0339693j -0.0061801-0.0173753j -0.0289995-0.000151529j -0.0158206-0.0149234j -0.0106346-0.0187476j -0.0293611-0.0272853j 0.0114929+0.0214381j 0.0153842-0.004421j -0.0374555+0.0246413j 0.0438684+0.0289484j -0.0187197+0.000624574j -0.0282934-0.00200632j -0.0125549+0.0107765j 0.0131952-0.0565224j 0.0197615+0.0182073j 0.0111982-0.012712j 0.000168905+0.0119312j 0.00319987+0.0193147j -0.0323598+0.00390505j -0.0019806+0.0456792j 0.0126849-0.0158141j -0.0440348+0.016526j 0.00254686+0.0648724j -0.0180988-0.0318287j -0.0380718-0.05006j 0.00761166+0.0319708j 0.016016+0.0122491j 0.0266124-0.0996215j -0.112242+0.0173134j 0.00701823-0.00178182j 0.0455227+0.0124563j 0.0235424+0.00189839j 0.052557+0.0416688j -0.0441892+0.0338618j 0.0785267+0.0165658j 0.047391-0.0206392j -0.0350908+0.0376023j 0.0293797-0.0319139j 0.0463777+0.0126662j -0.0499005+0.0592222j 0.0826702-0.0438525j 0.0765778+0.0161714j 0.0343922-0.026831j 0.0681044-0.045623j -0.0870879-0.145469j 0.122572-0.0374913j 0.0708384+0.0877029j 0.00450687-0.007271j 0.0343471-0.100401j -0.0354119-0.103589j 0.10702-0.0283605j 0.0676916-0.0153125j 0.00941409+0.0114023j 0.0232456-0.0128852j -0.0227382+0.0365816j -0.0367446+0.00175308j -0.0797191+0.070042j -0.0304766+0.145161j 0.0117892+0.026159j -0.0764045+0.0866085j -0.0121544-0.13811j -0.0245209-0.11604j -0.00937957-0.102228j -0.0398778+0.0172992j -0.24825-0.0335392j 0.0715524+0.157303j 0.0644035-0.0205273j 0.0946065-0.0492246j 0.0981438-0.017284j 0.186217-0.0831453j 0.0157522-0.130514j -0.0437563-0.0687449j 0.0172606+0.0242904j 0.0328369-0.0150907j -0.0836655-0.0280122j -0.059894+0.0119903j 0.00458067+0.036062j -0.118363+0.0737694j -0.0811427-0.130299j 0.0672481-0.0142227j -0.0298236+0.127085j 0.0630363-0.0474491j -0.0349799-0.0217531j -0.0216878+0.0203616j -0.0119055-0.0466962j 
0.0389637-0.0360972j -0.0207277-0.026155j -0.0435438-0.000401753j 0.0304096+0.0192962j 0.0179239+0.00448262j -0.0193929-0.0242363j 0.0412077-0.0190998j 0.0191038+0.00256932j 0.0302756+0.0127089j -0.0249871+0.0177651j 0.00900325+0.0121701j 0.0276282-0.00585773j 0.00410705-0.00349434j -0.00110037-3.94125e-06j -0.00183507+0.0231942j 0.00962827+0.0060154j 0.0148399-0.0107151j -0.000704053-0.004345j -0.028759+0.029257j 0.0306503+0.0195253j -0.00229887+0.0374185j -0.0117398+0.0215079j 0.00623116-0.02236j -0.0568683-0.0702529j 0.0335335-0.0391307j 0.00398714+0.00306073j -0.038721-0.026376j 0.00766737+0.0146296j -0.0308005-0.00391543j -0.00406414+0.0271912j -0.00674046-0.0057796j -0.0127986-0.00207558j 0.0459373-0.0153797j -0.0254025-0.014569j 0.00282928-0.048935j 0.0423569-0.0126786j -0.0174204-0.0372287j 0.00991783+0.0549698j 0.0250235+0.000430893j 0.0349887+0.0052805j 0.0451965-0.0327425j -9.54528e-05-0.00866932j -0.0229548+0.0133131j -0.0663406-0.0039976j 0.0431479-0.0488805j 0.00448535+0.0152204j -0.00591454-0.00703866j 0.0160992+0.013875j -0.0140359-0.00177341j 0.00787916-0.0543298j 0.0106949-0.0685835j -0.0495292+0.0415993j 0.00901272-0.0436469j 0.0284633-0.00855859j 0.0657197-0.078925j 0.0122972-0.0479237j 0.0386365+0.0562556j -0.0547429+0.0384955j 0.0541041-0.068938j -0.011439+0.042852j -0.0333112+0.0138513j 0.00365965-0.0229849j 0.0464544+0.0704534j -0.0753354+0.0122311j 0.0295507+0.0261275j 0.155377+0.114509j 0.0534444-0.0669262j -0.00909767-0.0576111j -0.0040673+0.0462348j -0.169465+0.0740202j 0.00243064-0.0412437j -0.0483451-0.0771778j -0.0690478-0.0472524j -0.231803+0.0312512j -0.0824687-0.149177j -0.140329+0.0615148j 0.0675871-0.184922j 0.0325471-0.146266j 0.0948336+0.176972j 0.00893471+0.0130614j 0.0219877-0.149479j -0.131581+0.0771409j -0.020128-0.0226389j 0.00073171+0.00439462j 0.00798532-0.0328778j 0.101463-0.0826981j -0.202373-0.0638462j -0.112401+0.300455j 0.168723+0.0864936j -0.00575773-0.151718j -0.0288261-0.0733889j -0.0274898+0.00117737j 0.0500715+0.0614094j -0.0152816+0.0187709j 0.0601611+0.00153915j 0.0547652+0.0512621j 0.0076393+0.0426546j -0.0488681+0.00705037j 
