-0.0482602-0.0653324j -0.0100454-0.00756049j 0.093605+0.0729625j -0.0185757+0.171549j -0.0452659-0.0610594j 0.057338+0.0928895j 0.226654+0.00136905j -0.0994691+0.0148969j -0.0696996+0.043094j 0.0256032-0.0234674j -0.0356798+0.0735148j 0.0365374-0.0014487j 0.0713492+0.0522251j 0.152796+0.0239874j -0.179858+0.147998j 0.0109397-0.050375j -0.00236343-0.0176436j -0.0882625-0.00984879j 0.0868857-0.0385228j 0.0450609+0.0195536j -0.0384463+0.0493015j 0.00585369-0.121958j -0.0164239+0.0607622j -0.00473933-0.0444846j 0.0475047+0.0367387j 0.0401793+0.0777654j -0.0659186-0.00817425j -0.00518912-0.0203719j -0.0242408+0.071144j -0.12119-0.00929146j -0.0165226-0.00292213j 0.0529745-0.013043j -0.0477444+0.0103169j -0.00445144-0.035897j -0.00758037-0.00752506j -0.0369331+0.0433468j -0.00978989-0.0563296j 0.0134416-0.00805699j -0.0234557-0.118183j 0.010815+0.0061444j 0.00723241-0.00626047j -0.0250971-0.0260527j -0.0247781+0.0415505j -0.0155454-0.00961603j -0.0196698-0.0256165j 0.00880233+0.00681575j -0.00013802-0.013175j 0.0419098-0.0021543j 0.0267474+0.00831161j 0.0366372-0.0347594j -0.00188659+0.00302659j 0.010777+0.00914486j 0.0208782-0.00778888j 0.0262707-0.0124585j 0.0310827-0.0185668j 0.013631-0.0157836j -0.0155998-0.030379j 0.0326807+0.0298212j 0.0191629+0.0352133j 0.0229612-0.0542239j 0.0255564+0.0199544j 0.00684555-0.0250735j -0.0500547+0.0154133j -0.0195047-0.0244036j -0.0159995-0.0617879j -0.00278415+0.0417494j -0.0294694+0.0106055j 0.052376-0.0203815j -0.0209722+0.0552856j 0.0109805+0.018195j 0.00141893-0.0125006j 0.00928828+0.0162303j 0.0329835+0.0507635j 0.0127552+0.0808837j -0.00847369+0.0403145j 0.0226071-0.0264517j -0.027404-0.0502017j 0.0380848-0.00865354j -0.0131691-0.0147123j 0.00411796-0.0189998j 0.0672278+0.0174072j -0.0683051-0.00698336j 0.0136441-0.00438968j 0.0253515+0.00412994j -0.0308113-0.0205417j 0.0451126+0.0302706j 0.0132895+0.0225602j -0.010792-0.00571646j -0.0625978-0.0519441j 0.0406245+0.0437278j 0.084554-0.0564374j -0.00572732-0.0348701j -0.019424-0.00974692j -0.14184-0.119962j -0.0656469+0.0486452j 0.101665+0.180206j 0.0540438-0.0254744j 
0.0406066-0.014611j -0.0184738-0.0610124j -0.000796855+0.0185544j -0.00361262-0.00706811j -0.0227319+0.026455j -0.0314395+0.00262537j -0.012333+0.0327134j 0.029332-0.0260311j 0.0157262+0.0120891j 0.0358117+0.0186153j -0.0249137-0.0492021j -0.0413674+0.0497728j -0.0306015+0.0224779j 0.0368753+0.036019j 0.0250882+0.00851816j 0.0847587+0.0263205j -0.0153688+0.0934422j -0.0982085-0.107761j 0.0807204-0.106378j 0.0374729-0.102152j 0.00185849-0.150801j 0.100717+0.0309163j -0.177828-0.0276334j 0.0436201-0.0503062j -0.0394255+0.0753254j 0.138598-0.0175725j 0.12428-0.00287888j -0.0188506+0.138161j 0.0787259+0.0751863j 0.0343794+0.147557j 0.169887+0.049307j -0.121427-0.083953j -0.0219899-0.159262j 0.0287201-0.0191575j -0.0621066-0.069447j 0.0127037-0.128924j 0.0776219-0.0544238j -0.115952+0.0161855j 0.171234+0.0675422j 0.0488907+0.0538383j -0.0384075+0.0481778j -0.0171059-0.0636474j -0.0875602-0.103332j -0.0219909+0.00230504j 0.0958565-0.0111244j -0.010374+0.0495927j 0.0206394+0.0309499j -0.0859885+0.0253031j -0.0354625-0.0254517j -0.0423735-0.0662311j -0.0226211-0.00476071j -0.00638115+0.0252105j -0.00257124+0.0158551j -0.0374125+0.0984114j -0.029071+0.0380589j -0.0129195+0.0125144j 0.0234854-0.0187512j -0.014055+0.0289405j -0.0279013+0.0708616j -0.00424691+0.0067471j -0.0348428+0.0209894j -0.0215515+0.0353845j -0.0249415-0.0346048j -0.00755089-0.0281525j -0.0150647+0.0171288j 0.0117813-0.0033365j -0.00914472+0.0256109j 0.0054726+0.0348698j -0.00157675-0.00522452j -0.00278484-0.00873756j 0.02946-0.0101221j 0.00884958-0.000707695j 0.0126116-0.0325881j 0.00615474-0.0246186j 0.00587267+0.0176798j -0.00286249+0.0106488j 0.000702267-0.043327j 0.0365676-0.0214546j -0.00195627+0.0368624j -0.0145283-0.0368495j -0.035494+0.00226548j -0.0166772-0.0446356j 0.0263292+0.00286638j -0.00471245+0.0253609j -0.0166752+0.0234318j -0.0283327-0.0104266j -0.0607548-0.0143288j 0.0177909+0.0540836j 0.0431985+0.0142438j 0.0333721-0.0273588j 0.0211496-0.00200147j 0.0246741-0.0199126j -0.0389934-0.0528581j -0.0343469-0.0252865j 3.23503e-05+0.0420571j 0.0138348+0.00175425j -0.0358163-0.0133401j 
0.00170771-0.0523816j -0.0577958+0.0478638j 0.0665497+0.0074931j -0.00192913+0.0457242j 0.0456068+0.0426828j 0.020303-0.0686967j -0.00804128+0.0152451j 0.0878713+0.0251021j 0.0322072-0.0159216j 0.030314+0.0324102j 0.00216565+0.00098432j 0.0126458+0.0105158j -0.00481035+0.00660504j -0.00503585+0.00196414j -0.019402-5.90844e-05j 0.0136215+0.00373168j 0.0074659-0.000955258j -0.0423942+0.134927j -0.236546+0.0408805j -0.00555871+0.035238j -0.0406826-0.259706j 0.268389+0.237492j -0.0581139+0.0459202j -0.226974+0.209099j -0.0158963+0.116941j 0.0495188-0.136824j 0.18503-0.0995995j 0.145047+0.220452j -0.183572-0.0292342j 0.262007-0.0548047j -0.0283233-0.21786j 0.0134178+0.0585637j -0.00533496+0.0141515j 0.0606326+0.00877473j 0.0809733-0.0255464j 0.0372076+0.0339867j -0.0360446+0.0379651j 0.0149429-0.0060082j -0.0186185+0.066618j -0.0123407+0.0139846j 0.0370364-0.0111222j -0.0972284+0.0765733j -0.0618383+0.141587j 0.0234594+0.00987129j -0.112424-0.0456002j 0.00701386-0.0740458j 0.0323816+0.0923644j -0.0502743-0.0876494j -0.0415312+0.0116574j -0.0724727-0.0155183j -0.0927245+0.0137558j 0.00838673+0.0110224j -0.00976834-0.0110112j -0.0596851-0.0222343j -0.0255019-0.0115518j -0.0137017-0.0392008j 0.00613186-0.0489814j 0.0122685+0.0193759j -0.0130969+0.0241808j -0.011332-0.0331629j -0.0166308+0.025972j -0.00566466-0.00630954j -0.03959+0.00966846j 0.0413441+0.0205176j -0.00592846-0.0205538j 0.0108459+0.0202858j -0.0441381+0.0150275j -0.0175148-0.0126523j -0.0110753+0.0304959j -0.0172214-0.00280817j -0.0164195-0.0217639j -0.0134817+0.00518706j -0.012135+0.0118242j -0.00218232+0.0153776j -0.013963+0.00579j -0.0222908+0.00208177j 0.0178501-0.0123524j -0.0038336-0.0168659j 0.00990793+0.0119662j -0.00154022+0.000164873j 0.00878106+0.00346347j 0.0391278-0.00770909j 0.0131823-0.0036918j 0.0111684+0.0103015j 0.00189435-0.0266383j 0.0442056+0.00410847j 0.0109703-0.020144j -0.0227631-0.0253379j -0.0123813-0.0527826j -0.0184876-0.0257539j -0.0505824-0.000979797j -0.000911683+0.0137599j 0.00319966+0.0131261j -0.0218182-0.000195534j -0.00144621-0.00661637j -0.000313847+0.00480314j 0.00061127-0.00916253j 
0.00368587-0.0793092j -0.0340058+0.00432344j -0.00151866+0.0138098j -0.045217+0.0289618j 0.00859521+0.00633358j -0.00306284+0.010351j -0.0178058+0.0320996j 0.0394503-0.0145321j -0.0116375-0.0237838j 0.00933331-0.0098932j 0.0186169-0.046287j -0.0421731-0.0372596j 0.0131044-0.00915181j -0.0144178-0.000109362j 0.0280807-0.030134j -0.00588625-0.0972989j 0.0958908+0.00272282j -0.150683+0.0798736j -0.0870423-0.158359j -0.075272-0.0621469j -0.0648426+0.0609229j -0.0826865-0.0613595j -0.0204577+0.016872j -0.0236491+0.0831687j 0.00941098+0.128605j -0.0887645+0.179679j -0.234855+0.0441567j 0.0675429+0.0681367j -0.0151492+0.172941j -0.211788+0.0468882j 0.0423109-0.0456416j 0.173093-0.0742176j -0.0634414-0.00465517j 0.0167254-0.0688204j -0.00313599+0.000835985j -0.1489+0.0220224j -0.08003-0.110625j 0.0691898+0.090475j 0.121391-0.193896j 0.046599-0.0532738j 0.0780882+0.0521775j -0.0735589-0.0548271j -0.0680967+0.0744476j -0.00650663+0.0429401j 0.00213209-0.162906j 0.064468+0.02815j -0.0102512+0.0162715j 0.0584946+0.113487j -0.00751978+0.0354135j -0.00900522+0.0414024j -0.00645459+0.00546286j 0.0180128+0.00877647j 0.0102859+0.0121884j 0.0543454+0.0491125j 0.020085+0.029495j 0.0130373-0.000160249j 0.00437703-0.0228627j 0.028114-0.0199934j 0.0100414+0.00859428j 0.0434972+0.0135598j 0.0229092+0.00778503j 0.0175503+0.0132351j -0.0235652+0.000656427j -0.0423171-0.00889045j 0.0296775+0.00494855j 0.0139334-0.0488607j 0.0242103-0.0130855j 0.051356+0.00569769j 0.00733102-0.0320357j 0.0219571-0.00643757j 0.0111872-0.00530988j 0.026248-0.00392895j 0.00619947-0.00984059j -0.00689917-0.00346477j 0.0108684-0.0124635j 0.0303489-0.0282657j -0.0422247+0.0123112j -0.0217535-0.0186332j -0.0173794+0.000107811j -0.0319644+0.000231077j 0.00783969+0.00406754j -0.0532125+0.0370003j 0.0254777-0.0144893j -0.014351-0.030025j 0.051578+0.0348735j -0.0142844+0.0191142j -0.00374403+0.0571609j 0.0575118-0.00984888j -0.00431549-0.0364962j -0.0287257+0.0158479j 0.00342347-0.0136826j -0.0347159-0.0496236j -0.0207935+0.0204475j 0.0100033+0.0380601j 0.011981-0.0166044j -0.0488031-0.0164839j 0.00569207+0.0124522j 
0.0393003-0.0240171j 8.55972e-05-0.00911904j -0.00867419+0.0110755j -0.0487983-0.010202j -0.00599666+0.00207496j 0.00318005+0.0210113j -0.00561722-0.00694808j -0.019005+0.00544726j -0.0156131+0.018409j 0.00862958-0.0147181j 0.00816603+0.0139472j -0.0139221-0.00444006j 0.00442924-0.0186901j -0.00515605+0.00345921j 0.00573281-0.0207012j 0.040973-0.00876846j 0.00150613+0.0538762j -0.0903793-0.042568j 0.0420882-0.0402571j -0.0375261+0.0173175j 0.0404608-0.0379436j 0.113097+0.0884476j -0.0469067-0.0155768j 0.0576385+0.020351j 0.0589365-0.0716583j 0.0382876-0.0522763j 0.0952003+0.0223699j -0.00163432-0.005372j 0.0784435+0.148207j -0.00663891-0.0785856j -0.0700751+0.000329489j 0.106663-0.124641j -0.0756703+0.114442j -0.167959-0.0708487j 0.00938021+0.116799j 0.0142149-0.118236j -0.0148559-0.0804495j -0.115812+0.00568978j -0.0136336+0.0886871j 0.075655+0.0648441j -0.0584392+0.0707343j 0.017331-0.118776j -0.0950407-0.0893279j 0.0128358-0.00535804j 0.0673388-0.0602383j 0.0258466+0.0189956j -0.0933808+0.0730799j -0.012944-0.0473608j -0.0476576-0.00307758j -0.0112776-0.00797357j -0.081902-0.0156226j -0.00528762+0.0112404j -0.0141401+0.00653711j -0.0575311-0.0355706j -0.0263113-0.00618426j -0.0429568-0.00331411j -0.0166877+0.0554101j -0.103906+0.00107545j -0.045043-0.0253588j -0.0548691-0.0284293j -0.0500989-0.0251056j -0.0639552+0.00949244j 0.035801+0.0147142j 0.0149505-0.017569j -0.000152099-0.0246441j 0.00233188-0.0113758j -0.056565-0.0479212j -0.0658274+0.00479954j 0.00324474-0.0123916j -0.0275398+0.0469816j -0.0149119+0.00186841j 0.0135772+0.0185374j -0.0645573+0.0153774j 0.0719904-0.016672j 0.0449723-0.011445j -0.0699895-0.0414641j 0.0420247+0.0258697j -0.074831+0.0149101j -0.0348793-0.05845j 0.0374916+0.0711037j 0.032615+0.0780109j 0.0115984+0.00188142j -0.0796185-0.0109442j 0.00437541-0.0806945j 0.040897+0.00555178j -0.0239318-0.0434638j -0.00179111-0.00506304j -0.0357247-0.0441559j -0.0918943-0.0623709j -0.115925+0.160574j -0.0733738+0.0897145j -0.0355638+0.0244071j 0.0386048+0.0405942j 0.0615142+0.0512119j 0.0747576-0.0252812j -0.0652033-0.0592778j -0.015839-0.0224482j 
-0.00785315+0.0436081j -0.0203365+0.0282085j 0.00349034+0.00760613j -0.00423972-0.0104213j -0.00751889+0.00430166j 0.00998504-0.00198459j 0.0191013-0.0279269j -0.000232329+0.0109429j -0.00545157+0.00847413j 0.0175402+0.0117171j -0.00474826-0.0148037j -0.0236935+0.011051j -0.015866-0.014099j -0.0181554+0.00386339j 0.0161492+0.00564182j 0.00427449-0.0133244j 0.00882355-0.0402297j 0.0180686+0.00337329j -0.0352564-0.0356142j 0.00947754+0.0188607j 0.0416761-0.0572806j -0.00752876+0.0616137j -0.00241523-0.0195561j 0.00853257+0.0187118j -0.0065236+0.0263291j 0.000104892+0.0635516j 0.00863517-0.0136073j -0.0137678+0.0137037j -0.0985905+0.0193895j -0.0215887-0.00146384j 0.0255387+0.000857635j 0.0372576+0.063858j -0.0232516+0.0594571j -0.0370401+0.0168252j 0.045195+0.0153797j 0.0227038-0.0089627j -0.0287677-0.0190985j 0.0129374+0.0507895j -0.0194053-0.00333166j 0.0705866-0.0260245j 0.0557056+0.063224j 0.00281479-0.0618282j -0.105482+0.0437873j 0.0216126-0.0117863j -0.0220805-0.0378425j -0.0276914+0.0348438j -0.0399824-0.0343337j -0.0442736-0.0129133j -0.0584421+0.022786j -0.0206017+0.0191676j -0.0434286+0.0363065j -0.000719791+0.0788472j -0.0717061+0.00634281j -0.00716949+0.0323204j -0.0395511+0.0987261j -0.0360456+0.0125609j -0.0164925-0.0164282j -0.0155827-0.0178724j -0.00786257-0.0555229j -0.0305664-0.0097746j 0.0325119+0.0449718j 0.00321411+0.0127662j 0.0248264+0.0963172j -0.0620989-0.00224983j 0.0273106-0.0685767j 0.0624718-0.0498107j 0.0026399-0.158443j -0.00569968-0.0134721j 0.0374167-0.0154282j 0.0642843+0.0819948j 0.0712511+0.0591836j -0.00248231-0.013091j -0.0509341+0.0255886j -0.0311807+0.0792327j 0.0804911+0.07141j 0.204298+0.0702629j -0.060295+0.029627j -0.0504054-0.0622369j 0.00496038-0.0797128j 0.00418574-0.0541138j 0.00752302-0.0417962j -0.0323145+0.0609186j -0.0572269+0.0237139j 0.0837215+0.0333814j -0.0574703-0.0344852j -0.0843777-0.0218502j 0.127303+0.0384194j -0.0734392-0.0335009j -0.030739+0.290983j 0.177206+0.0250306j 0.1034-0.0361183j -0.00686595+0.0197792j 0.0825006+0.11855j 0.0415238-0.094496j -0.0297958+0.0241924j 0.029748-0.00464074j 0.065932+0.0381319j 
-0.00130966-0.00847519j 0.0235592-0.00655483j -0.0423584-0.0044629j -0.0307754-0.0296636j 0.000739056-0.00118877j -0.0264672-0.00467209j -0.0452701+0.00717599j -0.00364013+0.0117313j 0.0297023+0.012889j -0.0131197-0.00547261j 0.00973045+0.0165818j 0.000871648+0.0227499j -0.0218077+0.0278554j -0.0372483-0.0247974j 0.0356948+0.0054929j 0.0287428+0.0242761j -0.0253856+0.0154268j 0.0331471-0.0256603j 0.0085699+0.0317137j -0.00399687-0.0152857j -0.0015094-0.00396461j 0.011129+0.00936838j -0.0275901-0.00500029j 0.00626792-0.0234115j -0.0171786-0.00968834j 0.0187862-0.0508515j 0.0429925+0.0078254j -0.0158749+0.00153511j 0.0558909-0.0355812j 0.0754326+0.0414406j 0.0193263+0.0108271j -0.0558631-0.00633397j 0.0382431-0.064158j 0.0365303+0.0319946j -0.0163923-0.00397789j 0.0358242+0.000261326j 0.0485035+0.0271213j 0.00539288-0.0165801j 0.0303627+0.0777825j 0.00903431+0.0329563j -0.0679761-0.0374371j 0.00827582+0.0314554j 0.0438428-0.0316748j -0.0536286+0.0789083j 0.0299621+0.0873851j -0.136989+0.0949382j 0.0237127+0.022285j 0.0181305-0.0324012j -0.0226126-0.0153628j -0.00359143+0.0132491j 0.0219785+0.0121509j -0.0425064+0.0491933j 0.0166232-0.0138247j -0.0147048+0.0596809j -0.0476006-0.101413j -0.0412126-0.00880291j 0.0279996-0.00691832j -0.0521021+0.026782j -0.0267686-0.00212389j 0.00244986+0.124806j 0.0337525+0.0911727j -0.0171236+0.0132203j 0.0677489+0.0303541j 0.0887622-0.17132j 0.033692-0.053089j -0.0181772-0.11467j -0.071014-0.0310087j 0.0815248+0.00318825j -0.103971-0.0127629j 0.0525475+0.0605213j -0.0551034+0.021932j -0.0594521+0.00746343j 0.10927+0.15482j 0.0347945+0.030335j 0.0133798-0.0498549j 0.0557554-0.121583j 0.0187961-0.139208j -0.0989872-0.0449223j -0.12875+0.0225076j 0.0253218-0.038051j 0.0345379-0.00388601j -0.142816+0.00073329j -0.0323073+0.00761213j 0.0302472-0.0263031j 0.0994702-0.0172397j 0.0228721-0.085733j 0.181273+0.17075j 0.160297-0.145119j -0.0694046-0.102271j -0.0243955-0.0238051j -0.0724924-0.0692076j -0.141048-0.199583j -0.0224782+0.11126j -0.0640146-0.019968j -0.0515163+0.00503733j -0.00266182+0.0369747j -0.0204441-0.0126725j 
0.0119461-0.0142222j 0.0299242-0.0189234j 0.00109992+0.0271222j -0.0335902+0.00365815j 0.0101078-0.00267806j 0.00925366+0.00177315j 0.016578+0.0101355j -0.0062454-0.00747559j -0.0135+0.0256912j -0.0228779-0.0283187j -0.0235869+0.0198575j -0.00379967-0.037209j -0.00905203+0.0164087j 0.0339047-0.0200563j -0.0739841+0.0147543j 0.0269071+0.0113188j 0.0366101+0.0265128j -0.0126913-0.0354848j 0.0575939-0.00796564j -0.00483978-0.0429642j -0.0366829+0.0285315j -0.0212638-0.0688286j -0.0306299+0.0166997j -0.00576811-0.0301166j 0.0192067+0.01781j 0.00511796-0.0251985j -0.0328334+0.0291273j -0.00640421-0.00401812j 0.0910537+0.017161j -0.0352447+0.0741758j 0.0508313+0.0170609j -0.0348617-0.0540332j 0.0307521-0.0845669j 0.0249451-0.02596j -0.0670539-0.0356854j -0.053671-0.0422726j 0.0767048+0.0337275j -0.00345522+0.0157523j 0.0682613-0.0356564j 0.0169769+0.0297945j 0.0288016-0.0173016j -0.0257937+0.0331795j 0.0515698-0.019785j 0.0629797-0.0129554j 0.0884767+0.00265343j -0.0189214+0.105695j 0.0488337+0.00608464j 0.0157141+0.0280822j -0.00154175+0.0491729j 0.0143952+0.0392854j 0.00483873+0.0014728j 0.0111918+0.0646372j -0.0114618-0.0374406j 0.0627361-0.0379128j -0.0325269+0.146159j 0.0525308+0.0372852j -0.03187+0.0665654j -0.00643839+0.0142596j 0.0101482-0.0519231j 0.00621558-0.0215321j 0.0475362+0.126127j 0.138915+0.0437145j -0.0730896+0.0433979j 0.0400664+0.0701333j 0.0625407+0.00865896j 0.0491354+0.00440979j 0.00940945-0.0373524j -0.0382215+0.0718503j 0.0684445-0.0146952j -0.0600976+0.0706719j -0.089313-0.14333j -0.00522963+0.067347j -0.117494+0.0381768j -0.0771486-0.0323229j 0.0343678-0.0588366j 0.0312562+0.145373j 0.0278371+0.0803584j 0.0182053-0.0730299j -0.164057-0.024064j 0.0683124+0.0497108j 0.076396+0.0939613j 0.0877571+0.00236475j 0.00577168-0.00820794j 0.0622149-0.0245589j 0.0536589-0.115944j -0.0736529+0.0223869j 0.140617-0.151706j -0.170855-0.153414j 0.0998474-0.077395j -0.0413736-0.11088j -0.137835-0.00584028j 0.00674487+0.115264j 0.0840503+0.165441j -0.11183+0.0590295j 0.0429946+0.0584175j 0.000620749+0.0224491j -0.0397564-0.058636j 
0.00656803+6.17922e-06j -0.00422859+0.0194225j 0.0202709+0.0124513j 0.00348566-0.00964698j -0.00857492+0.0334985j 0.0121352+0.00533055j 0.00331206+0.0154863j 0.011163-0.0322502j -0.0109518+0.00967714j 0.0167464+0.00319184j 0.00297021+0.0298003j -0.0194813+0.0117624j 0.0401494-0.0493378j -0.0136789-0.0299469j 0.0314143-0.0142158j -0.0323019+0.00884415j 0.0174602-0.0192446j -0.00886804-0.0087932j -0.00712105-0.00165741j -0.0249506-0.0109605j -0.0227132+0.0305028j -0.0625859-0.0259903j -0.0168957-0.0328636j 0.0254172-0.0296232j -0.0270359-0.00572851j 0.0107357-0.022339j 0.0104276+0.0479152j 0.00865844-0.0394365j 0.0470124+0.0178868j -0.00374109-0.0223234j -0.000825987-0.021897j -0.028812+0.0423385j -0.0365988-0.0101223j 0.000494729+0.0650082j -0.0142915+0.029659j 0.00240679+0.00701799j 0.000360135+0.0108051j -0.0278108+0.0151136j -0.0174457-0.0252384j 0.0332099+0.0304044j 0.0384465+0.023874j -0.0225927-0.0109146j 0.0315591-0.00375539j 0.0489487-0.00510749j 0.0514054+0.0145953j -0.0319737-0.000304645j 0.0387878+0.022527j -0.0625154+0.104786j -0.0256275-0.0567124j -0.0543221+0.038803j 0.0450669+0.0080479j -0.0185684-0.0130602j -0.120132+0.0352606j 0.0439133-0.0283944j -0.00979981+0.02164j 0.0347276+0.00708976j -0.0546161-0.0383687j -0.024307+0.151357j 0.00838396-0.148492j -0.0490551-0.0478269j 0.0157444+0.0305983j 0.0245795-0.113772j -0.0107602-0.0343783j 0.0363191+0.0607339j 0.0128116-0.00163845j -0.127064-0.0197905j 0.12454+0.000803257j -0.0138081+0.097202j 0.0683834+0.0535654j 0.0934893-0.00907617j 0.125847-0.0050755j -0.102152+0.0101797j -0.201961-0.0796098j 0.0251756+0.0167005j -0.00703437+0.184671j -0.21473+0.0424994j 0.101475-0.036737j -0.115214+0.167222j -0.0920586-0.136217j -0.117721-0.0159037j -0.0645712+0.158611j -0.0699844-0.0315177j -0.0402583-0.170004j -0.147192+0.0266412j -0.141135+0.115884j 0.0855596+0.0334454j 0.026512-0.0791065j 0.0105418+0.0398795j 0.0506384-0.0285267j -0.12775+0.0101044j 0.00712839-0.00578188j 0.0176608+0.0380068j -0.038096+0.0209924j 0.079508+0.0253875j 0.0217468-0.0495205j -0.0328001+0.00449201j -0.00112685-0.0138157j 
0.00629321-0.00833942j -0.039186+0.0171913j 0.0173669-0.0104951j 0.00798887+0.031353j 0.0197486-0.0214844j 0.026444+0.00821293j 0.0196975-0.00488686j 0.00494186+0.0264147j -0.0343105+0.0199801j -0.00799806+0.0102631j 0.0123118-0.00342797j -0.00698027+0.0193584j 0.00643122+0.0293038j 0.0277749+0.0266333j -0.0381561+0.00096069j 0.0295354-0.0524061j 0.00394009+0.0102893j -0.0158548+0.017961j -0.0417952-0.0065587j -0.0360175-0.0126698j -0.0226311+0.0235779j -0.0846744-0.0173189j 0.00548759-0.0207099j 0.0158358-0.0419727j -0.0562867-0.00466415j 0.0384742+0.0187256j -0.0184372+0.0129895j -0.0122509-0.0336947j 0.0198043+0.0106227j -0.0170884-0.0152034j 0.0288189-0.0277099j -0.0150568+0.0677172j -0.0179275-0.0344602j 0.0071637+0.057901j -0.0410125+0.00132444j -0.0368527+0.00146555j -0.0320738-0.075117j 0.0155911+0.0117108j 0.0480168-0.0219482j 0.0178497-0.0115652j -0.0260503+0.0342195j 0.0272465-0.00578598j 0.00897685-0.0297353j -0.0299997-0.0214066j -0.00654101+0.00149062j 0.0234841+0.0486981j 0.048187+0.0389926j -0.0891696+0.0539612j -0.052575+0.0649545j -0.0717233+0.00735872j 0.134576-0.0086215j -0.00990477-0.0416381j 0.0230034-0.0598231j -0.0647868-0.0807j 0.0752227-0.0727824j 0.0285991+0.00745915j -0.0245416-0.0155726j -0.0860887-0.0246177j -0.00704015+0.0701055j -0.0802344+0.0218299j -0.0516789-0.00927697j -0.0605051+0.0611337j 0.146759-0.11693j -0.0744487+0.0337814j -0.0395146-0.0180435j -0.0356648+0.0629616j -0.110899-0.101587j -0.044512-0.0762093j -0.0990086-0.0487019j -0.141803-0.0530878j -0.0448924+0.109633j 0.0293466+0.16027j -0.0392597+0.0347498j 0.000946509+0.175233j 0.0500337-0.0654007j -0.0603692-0.0328745j 0.0419117-0.0195293j -0.187944+0.00857779j 0.0581339-0.190492j 0.0147892+0.0112991j 0.0613336+0.104587j 0.0210697-0.0679445j 0.0405749+0.200973j 0.160446-0.126777j -0.0076227+0.014387j 0.0655489-0.0450915j 0.109769+0.017238j 0.0746297-0.0293979j 0.0893364+0.083364j -0.00904968-0.0128733j 0.0309262-0.0214843j -0.0240841+0.0197433j 0.0549361-0.0235202j 0.116569+0.012666j 0.0616933-0.05551j -0.0514942-0.0150238j 0.0125212+0.00969201j 
-0.0357577+0.030226j 0.0311989-0.036798j -0.0071849-0.0300199j 0.0292492-0.0125991j -0.00568893-0.0568461j -0.0212174-0.0092972j 0.00372928-0.00929103j -0.0215546-0.00350092j -0.0182741+0.0069696j 0.00187901+0.02596j 0.00783975-0.00695491j 0.0167232+0.0166521j -0.00776288+0.00268702j -0.0151899-0.00156258j -0.0118057+0.0204388j -0.0399981+0.046951j -0.0187166+0.0102189j -0.014232-0.02393j 0.0313902+0.0204088j 0.0223338+0.00507601j -0.02922-0.0196118j 0.00542042-0.0631709j -0.0260366-0.0214071j -0.0365168-0.012271j 0.0123219+0.0112616j -0.0139309-0.0433729j -0.0248884+0.0501828j 0.020656+0.020391j 0.040784-0.0160673j 0.00916269-0.0266169j 0.0212017-0.0282927j -0.000534301+0.00501723j 0.00715936-0.0102846j 0.0169809+0.0231522j 0.0421601-0.0384478j 0.00491474+0.0027231j 0.00364622+0.0429533j -0.0183547-0.0445154j 0.0510181-0.00733025j -0.0452284-0.0829924j -0.00266811+0.0489589j -0.0644274+0.00746769j 0.00600247+0.0384711j -0.0165938-0.0549978j -0.0365315-0.0640286j 0.0396729-0.0249718j -0.0328276+0.0165927j -0.0255254+0.00510913j -0.0629259-0.0125529j 0.058749-0.0493465j 0.0551929-0.000453237j -0.0181997+0.0169461j -0.0346411+0.103458j 0.0183863-0.148092j 0.0544908+0.00635135j -0.123942+0.0470311j -0.00928585-0.138739j 0.231447-0.0408741j 0.050142-0.0918033j 0.162616+0.163338j 0.0483401-0.0459275j -0.0151754+0.091677j 0.19032+0.0779682j -0.0735394-0.114879j 0.0712103+0.0848396j 0.0710204+0.115585j 0.0258459+0.0373168j -0.065057+0.014948j -0.180836-0.0154136j 0.0637889+0.110905j -0.106468+0.115196j 0.0188904-0.0346836j 0.0644441-0.0514421j -0.0491449+0.045855j 0.0436067-0.118224j -0.106428-0.0128648j 0.15273-0.0424371j -0.066436+0.0795983j -0.101258+0.109295j -0.031095+0.185631j 0.0312272+0.180114j 0.0250254+0.0572504j -0.190149+0.0591947j 0.0463238+0.173842j 0.0187961+0.0683522j 0.0577966+0.0217898j -0.115956+0.0668477j 0.0383394+0.0100313j 0.0988137-0.0120734j -0.0243115-0.0506156j 0.0273562-0.011824j -0.0506102+0.0265203j -0.0440273-0.034062j -0.00642223+0.0583824j -0.0157121+0.0453332j 0.030098+0.0136557j -0.0426795-0.00599675j 
