-0.0035108-0.00324596j 0.00319-0.00409378j 0.00054045-0.00515213j -0.00397718-0.001613j -3.78579e-05-0.00176184j -0.00233735+0.00258335j 0.0045407+0.00225467j -0.000617234-0.00401871j 0.000576035+0.000288197j 0.000190376+0.00134357j 0.00103492+0.00199155j -0.00593475+0.00159837j -0.000719946-0.00408519j 0.00185663+0.00248887j 0.0013682-0.000306214j -0.00121676+0.000164511j -0.000951044+0.00104612j -0.000547775-0.00027462j 0.00213723-0.00260951j -0.00145297-0.000517389j 0.000610813-8.63499e-05j 0.00163246+0.00123875j -0.000340376-0.00418838j 0.00221131+0.000336862j -5.58149e-06+0.00183872j -0.00164911+0.000247288j 0.00117641-0.000437841j 0.000449732+0.00030286j 0.00131781-0.000324545j 0.000203989+0.00144328j -0.00187592+9.81007e-05j -0.000679045-6.09665e-05j 7.30482e-05+0.00110928j -0.000936164-0.000124978j -0.0010232+0.000239639j 0.000500943-0.000484269j -0.00141333-5.5798e-05j 0.000648544+0.00112119j -5.13668e-05-0.000211925j 0.000589351+0.0011757j -0.000641531-6.22822e-05j -0.000271417+0.000848108j 0.000364967-0.000848477j -0.000297993-0.000404566j -0.000558231-0.0005611j 0.000701956+0.000628199j 0.000179416+0.00149704j 6.57788e-05-0.000323176j -0.000604364+0.000412508j 0.000152037+0.00060018j 4.95607e-05-0.00100972j -0.000724671+0.00107009j -0.000200421-0.000385526j 0.000718847-0.000892675j 0.00160213-0.000837603j -8.97789e-05+2.83945e-05j 0.000317171-0.000140389j 0.00312347+0.00330832j 0.00135245-0.00461616j 0.00132479-0.000954494j 0.000947035-0.00186469j 0.0034287+0.00265902j -0.00279442+0.00123366j -0.00184621+0.00270326j 0.00322428-0.000825018j 0.00248372+0.00379178j -0.00144504+0.000409395j -4.29026e-05+0.00361511j 0.00210616-0.00234067j 0.00225994+0.000504349j -0.00059343+0.00144796j 0.00200047-0.00122176j -0.00188303-7.27534e-06j 0.000400712-0.00377663j 0.00349286+0.00274028j 0.010538+0.00532162j 0.00533733-0.0117578j 
-0.00291467-0.000867094j 0.00174141+0.000744954j 0.000780051+0.000708807j -0.00119617-0.000382329j -0.00120167-0.00104572j 0.00257367+0.00110979j 0.00145385-0.000529758j -0.00258726+0.000219358j 0.0022408+0.00185318j 0.00202209-2.03099e-05j 0.000621089+0.000764597j 0.00207635-0.00094613j -0.00125843+0.00110686j -0.00237403-0.00549589j -0.00263451-0.00140456j 0.00275395-0.00112528j -0.000328203-0.000579729j -0.00262122+0.00141611j -0.000659349+0.00361976j -0.0010742+0.00246276j -0.00061296+7.23752e-05j -0.00209094-0.00176163j 0.000619422+0.0044831j -0.00235043-0.00146466j -0.00122035+0.0021867j -0.0004422+6.25142e-05j 0.00062761-0.00239599j -0.0066956-0.000911641j 0.000633436-0.000742042j -1.24596e-05+0.00143348j -0.00257526-0.00556085j -0.00262341-0.00101863j 0.00481431-0.00268829j -0.00217767+0.00171927j 0.000202816+0.00363093j -0.00405421-0.00189844j 0.00482823-0.000190095j -0.00198647-0.000316629j 0.00310091+0.00133736j -0.00173354-0.000615661j -0.000624027-0.000181709j 0.00061339-0.00239184j -0.000258979-0.0009681j 0.00219656-0.000215975j -0.00355402+0.00541604j 0.00141035+0.00554719j 0.000981403-0.00476883j 7.85229e-05+0.00376377j 0.0039666+0.00183731j -0.000637338-0.00661677j 0.00336924+0.00228577j 0.000702858-0.000738436j -0.00506756+0.00443786j -0.000316734-0.000260143j -0.00747301-0.000306835j -4.64265e-06-0.00387417j -0.00242381+0.000782392j 0.00374978+0.0017391j 0.00273811+0.00450937j -0.00479077+0.00197245j -0.00084782+0.00228858j -0.000621316-0.00293029j 0.00587819+0.00295805j -0.000835946-0.00297688j 0.00236317-0.0037928j -0.00188089-0.000490068j 0.0017342+0.00256989j 0.00392652+0.00184088j 0.000764424-0.00246169j 0.00144161+2.36099e-05j -0.00193968+0.00299988j -0.00137065+0.000151127j -0.000635444-0.00175431j 0.003364-0.00126301j 0.00135527+0.000237828j 0.000299925+0.00204235j -0.00238699+0.00013379j 
-0.000214416-0.00122106j -0.000652078+0.000406872j -0.000860024-0.000641513j -0.000157861-0.00155423j 0.00038261-0.000768605j 0.000295935+0.00178119j -0.000534241-0.000256508j -0.00220307-0.00343214j -0.000263966+0.00111194j 0.00154198+0.000186491j -0.00167424+0.000388359j 0.00143974+0.00031441j -0.000937965-0.000445498j 0.000971925+2.93529e-05j -0.00232406-0.000791454j 0.000590128-0.000535676j -0.000356168-0.00249659j -0.000750796-0.00173544j 0.000774341-0.0016672j 0.00152823+0.00209298j 0.00126499-0.000245591j -0.00044357-0.000238693j 0.000422191-0.00269486j -0.00113737+0.000332367j 0.00538622-0.00339838j -0.000509314+0.000449463j -0.00363865-0.000245634j -0.000485052-0.00546591j -0.00402604-0.0028752j -0.00157353+0.00331815j 0.00599043-0.00293315j -0.00689397-0.00343291j -0.000898227+0.00196448j -0.0066196-0.00218619j -0.00367313+0.00241864j -0.00374462-0.00110595j 0.00531512-0.000389078j -0.00411438-0.0038862j -0.00238434+0.00310867j -0.00542109-0.0020858j 0.00930642-0.00168787j 0.00128982-0.000487431j 0.00600418-0.00345451j 0.00370042-0.000553268j 0.0062435-0.00400932j -0.000667762+0.000218084j 0.0063508+0.00180284j -0.00397902+0.0022559j 0.00329091+0.00319455j -0.0032459+0.00193701j -0.00215888-0.00103373j -0.00441314+0.0041788j -0.00447924+0.00158577j -0.00131436-0.00136622j -0.00360326-0.00222814j 0.00660587-0.000643202j 0.000926948-0.000387765j 0.000976276-0.00192855j -0.00412057+0.00123251j -0.000618782-0.000989478j 0.00539161+0.000536292j 2.99954e-05-0.00226058j 0.000769066-0.00193499j -0.00525931-0.001003j -0.000390287+0.00232558j 0.00311961+0.00088688j -0.000700197+0.00108279j -0.00219488-0.00067015j -0.000876374-0.00135766j -0.00232772-0.00100532j -0.000191546-0.00202083j 0.00373091-0.000620529j -0.000591164+0.00057923j -0.000761047-0.000702456j -5.485e-06-0.000287621j -0.0016507-0.00171095j 0.00230851-1.5655e-05j 
0.000568134+0.00171873j 0.00200224+0.00163405j 0.00103713-0.000120079j -0.00115726-0.00038234j 0.000413942+0.000223753j 0.000402757-0.0022977j 6.40609e-05+0.00115227j 1.94438e-05+0.000678044j 0.000464732-6.66752e-06j 0.00226593-0.000104101j -0.00164532-0.00125726j -0.000188991+0.00024976j -0.000166949-0.000728647j -0.0014125+0.000868246j 0.00346873+0.000120256j -0.000315216+0.000651335j 0.000676991+0.00104425j 0.000977883+0.00146679j -0.00613086-0.000133435j -0.00509938+0.00207588j -0.001209+0.00176632j -0.00385533+0.00178976j 0.00126709+0.000513675j 0.00225443-0.00404928j 0.00110685-0.00372619j -0.00307732+0.000492474j 0.00166914+0.000329991j -0.00191781-0.00384165j -0.00203835+0.00179297j -0.00159198+0.00274178j 0.00166384+0.0035573j -0.00346675+0.00134855j 0.00453173+0.00128776j 0.002353+0.00067322j -0.00116901+0.000274456j -0.00215514-7.58936e-05j 0.00195741-0.000783675j -0.000528023-0.00189377j -0.00155146-0.0019916j -0.00419382-0.00411092j -0.00189829-0.000424428j 0.000741432+0.000391606j 0.00501685+0.000233575j 0.000905054-0.00054004j -0.00464318+0.00232175j 1.8728e-05+0.000919641j 0.00511874-0.00130345j 0.0033272+0.00173503j -0.00153179+0.00102375j -0.000247741-0.00109484j -0.00246152-0.00116201j 0.000284753+0.000530899j 0.00285727+0.000105272j 0.00242192+0.000871574j -0.00450243-0.00573255j 0.00148808+0.00240738j 0.000156445+0.00308434j 0.0041408-0.00373884j 0.00148334-0.000263738j -0.00536278-0.000105808j 0.00101231-4.40209e-05j -0.00171354-0.00288963j -0.00204029+0.000392036j 0.00556051+0.00239517j 0.00202769-0.00130715j -0.000504677-0.00164852j 0.00160761+0.00170501j -7.0939e-05-0.00100913j -0.000205491-0.000342844j 0.000905646+0.00188377j -0.00117467+0.00103291j -0.00227023-0.000680034j 0.000878716+0.000110676j -8.59971e-05-0.000283512j -0.000993888-0.000542859j 0.00157422+0.000693811j -0.00131316+0.00136659j 
0.000768237+9.89429e-05j -0.00071969-0.000733702j 0.00179664-4.75416e-05j 0.00223197+0.00160734j 0.00131839+0.000439619j 0.00107081+0.00101294j -0.00181419-0.000500115j 0.00280207+0.000210307j 0.000907481+0.000653467j 0.000290231+0.000278563j 0.000548913-0.000747507j 0.00104291-0.000209375j 0.00231002+0.00105233j -0.00303126+0.000940083j 0.000559472+0.00174015j 0.000436317+0.0014463j -0.00249878-0.00050243j -0.00187285+0.00205435j -0.00292887+0.000885842j 0.00195094+0.000532619j 0.0035204-0.000423703j 0.00276665-0.00135883j 0.00218452-0.00123704j 0.00459689+0.00231437j 0.00763309+0.00371276j -0.000386092-0.00253837j -0.00304089+0.00325152j 0.00151011+0.00104663j 0.000649523+0.000120333j -0.00264463+8.15185e-05j 0.00271877-0.00140969j 0.00407243-0.000834205j 0.00321114+0.00177027j 0.00289756-0.00260549j 0.00149618+0.000319324j 0.00685764+0.000352219j 0.008246-0.00111443j -0.00443539+0.00229403j 0.00245368-0.00164253j -0.00641206+0.000725103j 0.000352987+0.00226404j -0.00311674+0.00235383j 0.00252757+0.00119079j 0.00241285+0.00124985j 0.00147738-0.00134595j 0.00216101-0.00727344j 0.000739524+0.00185994j 0.0041213-0.00376771j 0.00525148+0.00233641j -0.00714484-0.000395899j -0.0032961-0.00236399j 4.94358e-05+0.000504751j -0.00446793+0.00156146j 0.00290834-0.00535113j -0.00290749+0.00360601j -0.00831908-0.00383686j -0.00347515-0.00124631j 0.00121263-0.00154381j -0.00195724-0.00195727j 0.00577444+0.00365255j -0.00171697-0.001226j -0.00232839+0.00113702j 0.00306854-0.00364999j 0.00680786+0.00216675j -0.00363946-0.00193037j 0.00101521-0.000250805j 0.00292131-0.00199072j 0.00530967-0.00173808j 0.00267167-8.6921e-05j 8.87036e-05+5.87048e-05j 0.00145167-0.00154563j 0.000275534-3.35033e-05j -0.000899648+0.000622796j -0.000285721+0.000280218j 0.00291997-0.00117703j 0.00343839-0.00340515j 0.0014023+0.000336861j 
-0.000468794+0.00139443j -6.95952e-05-8.8224e-05j -0.000984798+0.000626129j 0.00279036-0.000524401j -0.00157303+0.000546996j 0.000765247-0.0022931j 0.000830388-0.00213411j 0.00130173-0.00158359j -0.00149602-0.00110434j -0.000780623+0.00086801j 0.00151222-0.00150385j 0.00322151-0.00129776j 0.00122047+0.000484678j 0.0015814+0.000914582j 0.00199819+1.0242e-06j 0.0012744-0.00339867j 0.00151482+0.00101952j -0.000557127-0.00170156j -0.00374396+0.00278173j 0.00248636-0.00127805j 0.000207361-0.00300031j -0.000996802-0.00155821j 0.000483426+0.000415089j 0.000205614-0.00112626j 0.00329163-0.00210126j -0.0021665-0.000509108j -0.00310817-0.00147862j 0.00107886+0.000427021j 0.00338647+0.00109012j -0.000944006+0.00340358j -0.00109127+0.00666466j 0.000424292-0.0013828j 6.41318e-06-5.14798e-05j 0.0012126+0.00230303j -0.00134855+0.00139431j -0.00227879+0.000462768j 0.00186434-0.00193892j 0.0028891-0.00142029j 0.00176566+0.000848573j -7.01857e-07+0.00356626j -0.00078777+0.000797898j 0.00183571+0.00391765j 0.00691356+0.00182301j -0.00458434-0.000731402j 0.00359845+0.00181834j -0.00858314+0.00140988j -0.00257577-0.000141311j 0.00283244-0.0031231j -0.000786191+0.00462761j -0.000343515-0.00202191j 0.00556272-0.00344754j 0.00025296+0.00090225j -0.000849761+0.000240239j 0.00377273+0.00215961j 0.00427784-0.00276176j 0.00136533-0.00292525j 0.00392319+0.00189376j 0.00231764-0.00253592j -0.00487274-0.0062234j 0.00445168+0.000436611j -0.00157521+0.00286738j 0.00140488+0.00207466j 0.00579879+0.00158185j 0.00138363+0.00243201j 0.00226221-0.00383022j 0.00131401-0.00175958j 0.00172324+0.00100702j 0.00194673+0.00152483j 0.00174522-0.00317115j 0.00283783-0.000542118j -9.59283e-05+0.00196094j 0.00176297+0.00143279j -0.000397838+0.00330798j 0.00310276-0.00284779j 0.000486009-0.00232107j -0.000351219+0.00138898j 0.000499724-0.00120372j 
0.00173802-0.00137942j -0.00105336-0.000804527j -0.000743295-0.000685995j -0.00102665+0.000613359j -0.000413696+0.000644758j -0.00101211+0.000301497j -0.0012331+0.000516884j -1.92856e-05-0.000373478j -0.00240443+0.00190469j -0.00278771+2.15358e-05j 0.00130365+0.000349523j 0.00245619+0.00177955j -5.1905e-05-0.00189309j -0.000970231+0.000223319j -0.00391871+0.000759349j -0.00116841-0.000731811j -8.25425e-05+0.00202913j 0.000952051-0.00164577j 0.000740881-0.000678038j -0.0012786+0.00184265j -0.00253781+0.00019683j -0.00155215+0.00113402j -0.0019261-0.000276042j -0.00265722+0.00278732j -0.00267481+0.00459641j 0.00138022-0.000367852j -0.00166658+0.0021524j -0.00165914+0.00180163j -0.000281451+0.00322551j 0.00195903-0.00248703j 0.000852797+0.00323102j -0.00324607-0.001365j 0.000638464+0.00318902j 0.00701627+0.00227354j -0.000421543+0.00183062j -0.0013317-0.00155535j 0.00355583-0.00104239j 0.000622926-0.000914954j -0.000148459-0.000414681j 0.0069508+0.00601122j 0.004246+0.00264431j 0.00376894+0.003851j 0.000568876+0.000819344j -0.00526523+0.00157034j 0.000517114+0.00127606j 0.0001888-0.000369361j -0.000982699+0.00390734j -0.00205481+0.00175453j -0.00196545-0.000724676j 0.0017377+0.00505926j 0.00707441+0.00141706j -0.00222412-0.00495651j 0.000945706+0.00310974j -0.000622357-0.00787511j 0.00408151+0.00362579j 0.00483196+0.00702523j 0.00341479-0.00309518j 0.00460211+0.00117266j -0.002155-0.00168998j -0.00160462-0.00453722j 0.00274185+0.000796155j 0.0033497+0.00426822j -2.52613e-05-0.00271989j -0.00414352-0.00514523j -0.00263585+0.00179806j 0.00031042+0.000180475j 0.00152675+0.00047923j 0.000614322+0.00278201j 0.000981842-0.00326308j -0.00467061-0.00128391j 0.000365638-0.00112557j 0.00315092-0.000760509j -0.00057111-6.46283e-05j 0.00035641+6.34756e-05j -0.00181474+0.00187771j -0.00337164-0.00131179j 0.00220835+0.000191453j 
0.000130381+9.69408e-05j 0.00118935+0.000421533j -9.48201e-05+0.000273981j 0.000588296-0.000322747j -0.00167477-3.01139e-05j 0.000396909+0.000709051j 0.000726847+0.00123457j 0.000896154+0.0010855j -0.0046279-0.00265104j 0.00115865+0.000867826j 0.00229485+0.00270232j -0.00330569-0.000594866j 0.00302063-0.00183402j 0.000552424+0.000800882j 0.00438433-0.00203054j 0.00182361+0.00194391j 0.000714495-0.00103384j 0.000295229+0.000456892j -0.00137351+0.00238527j -0.00168342-0.00301701j -0.00042434+0.00257722j -0.00240925+0.00209905j -0.00477839-0.00183259j 0.00056823-0.000384414j -0.000238699-9.66834e-05j 0.000282183+4.07969e-05j 0.00265031+0.00202465j 0.00300411+0.00548502j -0.00137294+0.00181828j -0.0037268-0.00238439j -0.00277916+0.00305717j 0.00163499-0.00312965j -0.000352603+0.00352523j -0.00125071-0.000893293j -0.0019524-0.00255262j -0.00387344-0.00108077j -0.00211993-0.00336756j 0.00192136+0.00145766j -0.00374896-0.000186005j -0.00239652+0.00438424j -0.000977591+0.000784484j -0.00288128+0.000344264j -0.000677518+0.00307155j -0.00114409+0.000239448j 0.000197435-0.00039355j 7.43101e-05-0.00241442j -0.000695518+0.00905663j 0.00232103-0.00251596j -0.00713992+0.000995427j -0.00170257+0.00082075j 0.00834126+0.000194023j -0.00375149+0.00366885j 0.00277623-0.000223762j 1.68742e-05-0.00441692j -0.00159505+0.00138816j 0.00301566-0.00178913j -0.00338122+0.0042995j 0.00466547+0.00233162j 0.00257632-0.00119644j -0.000389552-0.00141117j -0.00374243-9.07339e-05j 0.000300048+0.0040831j 0.000100912-0.00310759j 0.00017339+0.000409331j 0.00400325+0.00113275j -0.00143689+0.0018945j -0.000710152-0.00129432j -0.00388729-0.00203406j 0.00159078-0.000390213j 0.00319095-0.00253445j 0.00051941-0.000191923j -0.00276658-0.00103797j -0.00137308-0.000815772j 0.00331307-0.00136035j -0.00077451-3.89916e-05j 0.000233848-0.000857531j -0.00207527+0.000200679j 
0.000731146-0.000786249j -0.000932941-0.00253471j -0.000698037-0.00132836j -0.000476884+0.00217753j 0.000756974-0.000981772j 0.000541527+0.000253692j 0.00275949-0.000644426j -0.000396212-0.00213621j -0.00181321+0.00129719j 5.77709e-05-3.67821e-06j -0.0004841+0.000285351j -0.00115053+0.0019899j -0.00144989-0.0014333j 0.00120666+0.00180675j -0.00415321-0.00209692j 0.00248708-0.0016838j 0.000474306+0.00304104j 0.00315324+0.000705635j 0.00109467+0.0036029j -0.00212498+0.00246959j 0.0019088-0.000279915j 0.00146882+0.00149991j -0.000641984+0.003592j -0.00396431-0.000659007j 0.00435712-0.000930167j 0.00161524+0.00349102j -1.54679e-05+0.000874769j 0.0041639-0.00301444j 0.000892607+0.00113609j 7.34047e-05+0.00510408j 0.00722481+0.000475854j 0.00217128-0.000734489j 0.00198166-0.00731775j 0.00165496-0.000397842j 0.00111765+0.00215898j -0.00188719-0.00073053j 0.00165379+0.000401917j -0.00163037+0.00585314j -0.00557726+0.00197257j 0.00418174-0.00303666j -0.00242304+0.000226199j -2.52179e-05-0.00302977j 0.00107284-0.00392092j 6.56577e-05-0.00125905j 0.00188742+0.00536659j -0.00127364+4.87148e-05j 7.16404e-05-0.00409221j -0.00250957-0.00398016j -0.00221401+0.00122229j 0.00197509-0.000179654j 0.0036964+0.00175468j 0.00465221+0.00320116j -0.000530289+0.00112838j -0.00635029-0.00101596j -0.00166604+0.00027434j 0.00284148+0.00162374j 0.00212892+0.00349409j 0.00371889+0.00303723j 0.00167743-0.00232637j 0.00570465-0.001216j -0.0028608-0.00292541j 0.00298537+0.00028829j -0.00380514+0.000913292j 0.00169519-0.00621535j -0.00295439+0.00121695j -0.00185348+0.00308354j 0.000455578+0.00324243j -0.00274803+0.000615811j 0.00355751-0.0014624j -8.18633e-05+0.00111749j 0.00234644+0.00244059j 0.0020581+0.00233501j -0.000324381-0.00233558j 0.00129833-0.000714968j 0.000392302+0.00143125j -0.0017532-0.000625236j 0.00170313+0.00125328j 
-0.000755468-0.000427609j 0.00064372+0.000949264j -0.000409796-0.000102072j -0.00129399-0.00172623j -0.000976032+0.000588763j -0.000106877-0.000805685j -0.000816309-0.00149026j -0.000236935+7.36748e-05j -0.000602944+0.000722571j 0.00176365+0.00156119j 0.00238146+0.00229329j -0.000956896+0.000890976j 0.00305938+0.000716277j -0.000606171-0.00146137j -0.000465013-0.000664242j -0.00290161-0.00195402j -0.000131523+0.000157488j -0.00568214-0.000518507j -0.00258376+0.000149274j -0.000230066-0.00121034j -0.00233014-0.00129417j -0.00318814-0.00397273j -0.00128771-0.000783629j -0.00157504+0.00232073j 0.00384471+0.0051223j -0.00168084-0.000893666j -0.00164912+0.0023121j -0.000108571+0.00420334j -0.00158076-0.00240046j 0.0051975-0.000203234j 0.00268931+0.00546568j -0.00200411-0.00288546j -0.00346508-0.0001903j -0.00395073+0.00466073j -0.00011572+0.00041723j -0.00122196-0.000652061j -0.000314469-0.00430799j 0.000161351+0.00291289j -0.000209255-0.000933524j 0.00128126-0.000483953j -0.000641453-0.00256956j 0.00160825-0.00272954j -0.00223596+0.00215518j 0.00308612-0.000512409j 0.00182426+0.00431717j 0.0079126+0.00425708j 0.00151964+0.00406087j -0.00119719+0.000165267j 0.00711368-0.00483495j 0.00490866-0.00353441j 0.00208423-0.00137055j -0.00146822+0.00182656j 0.00484343+0.00585772j 0.00348522-0.000883518j 0.00309302+0.00112935j -0.00211083-0.00162297j 0.00128915+0.00132029j -0.000697573+0.00396479j -0.00141915+0.0038819j 0.000191176-0.0020005j 0.00460595+0.000737499j 0.000460151-0.00146669j 0.00234182-0.00384823j -0.000960222+0.00426943j -0.00334473+0.000951575j -0.000774791-0.000974111j -0.00161809+3.06038e-06j 2.88154e-05+0.000181677j -0.000985329-0.000836442j 0.00365002-0.00104833j 0.000219747-0.000979588j 0.0048403-0.00132609j 0.0027793-0.000834315j 0.00122792+0.000813578j -0.00217286+4.53262e-05j -0.000752291+0.000799708j -0.00147672-0.00139731j 
-0.0018591+0.000391173j 0.00123999+0.00285031j -0.000611132-0.000284492j -0.00281644-0.00184892j 0.000436377-0.0010825j -0.00118033-0.00051798j -0.00110358+0.000708578j -0.000907194-0.00172634j 0.00137273-0.00129015j -0.000643996+0.00230614j 0.00176588+0.000846459j 0.000890259-0.000435129j 0.000539434-0.000113592j 0.00283661+0.000819398j 0.000176701+0.000210695j -0.00394376-0.000764157j -0.00132413+2.71139e-05j -0.00306725-7.42775e-05j -0.000734579-0.00241131j 0.00180538-0.000899922j -0.00166179-0.00232529j 0.000610152-0.000612425j -0.00326708-0.00201186j 0.00253927-0.00159401j -0.00123832-0.00170917j -0.00144574+0.000152698j -0.00176917+0.00298807j -0.00317786-0.00310295j -0.00120814+0.00087472j 0.0026527+0.00281971j -0.00622245+0.00326663j 0.000583154+0.000116247j -0.00804017-0.00236487j -0.00143169-0.00110759j -0.000783595-7.21498e-05j -0.00203131-0.000997528j -0.000676875-0.000484237j -0.0030159-0.000651639j 0.00170112-0.00236021j -9.41529e-05-0.00529586j 0.00438634+0.00111771j 0.00296555-0.00200604j 0.000461098-0.00336936j -0.00342028-0.000218043j -0.000693539-0.000221425j -1.8512e-05+0.0012142j -0.00806406-0.00420228j 0.000843583+0.00143928j 0.00251856+0.00205393j -0.00407878+0.00234956j -0.00142306-0.00159881j -0.0054415-0.0023748j 0.000722293+0.00236961j 0.00259363+0.00174931j 0.00114879-0.0016638j 0.00178687+0.00329106j -0.00459171-0.00274534j -0.00218941-0.000374445j -0.00178038-0.000788298j 0.00535732-0.00234665j 0.00563036-0.00255617j -0.00233233-0.000934027j 0.0070571-0.00148158j -0.00340641-5.01374e-05j 0.00126637+0.00341967j -0.00393524-0.00055j -0.0059298-0.000184468j -0.000267859-0.00150873j 0.00252945+0.00101212j 8.65666e-05+0.000304226j -0.00285192-0.000225069j 0.00164727-0.00115745j 0.000704467-8.10675e-05j 0.00241792-0.00144901j 0.000715302-0.000613188j -0.000796522+0.000424468j -0.00347312+0.000472152j 
-0.00229327-8.29189e-06j 0.000418224-0.000947728j 0.00071459+6.39519e-07j 0.00170629+0.00119552j 0.000328764-0.0011671j 0.00112028-0.000875314j 0.000946034-0.00112855j 0.000488431-0.000638679j 0.00462533-0.000932393j -0.000845877+0.000400078j 0.0014608-0.002047j 0.00239983-0.000726249j 0.00122174-0.00278023j 0.000327355-0.00212746j -0.000996496-0.000422822j 0.00240759-0.00180595j 0.00251499+0.000497437j -0.00210414+0.00368438j 0.00292316+0.00138439j 0.00368013-0.00136041j -0.00143215-0.00103894j -0.0014338-0.00421995j -0.00025205+0.00702957j 0.00171997-0.00301368j 0.00645892-0.000142593j 0.00130477-0.00419363j 0.00168422-0.00145729j 0.00575495+0.00292975j 0.00100588-0.00207721j -0.0019454-8.1806e-06j 0.0051461+0.00455008j -0.00354346-0.0038433j -5.90089e-05+0.0045107j 0.000230866+0.00257008j 0.00527385-0.00297461j -0.00207419+0.00285195j -0.00292052+0.00216862j 0.000409194+0.002346j 0.00406924-0.00131475j 0.00255671+0.00412623j 0.00117601-0.00242189j 0.00736008-0.000897798j 0.00248146+0.00465304j 0.00570107-0.000555528j 0.00315832-0.000160967j -0.00375418-0.00234053j 0.000456129+0.000518174j -0.00333914-0.00337878j -0.000403515-0.00688837j -0.00559124+0.00210007j -0.00158212-0.000373151j 0.000572057+0.00230025j -3.72182e-05-0.00751164j -0.00351633+0.000649667j -0.00263739+0.00276466j 0.00399273+0.000826515j -0.00225512-5.46298e-05j -0.0055755+0.00109243j 0.00227749-0.000889982j 0.00152921-0.000821467j 0.0034555-0.000763915j 0.00401901+0.000946485j 0.000238102-0.0022333j 0.00148691+0.00184226j 0.00209638+0.00237578j -0.0031784-0.00152781j 0.000199267+0.00356215j 0.00136539+0.00160298j -0.00206475+0.000989531j 0.00120825+7.71042e-06j -0.000634301+0.000712982j 0.00247732+0.00037978j -0.00151218+0.00129269j 0.00272728-0.00115337j 0.00176309-0.00252638j 2.17262e-08+0.000988564j -0.000599001+8.95841e-05j 
-0.00194883+0.000969945j 0.000696897+0.000193336j 0.000789021-0.000399983j 0.00108891-0.00185003j -0.000388475-0.000801752j -0.000691123-0.00258561j -0.000137811-0.000479081j -0.000632856-0.00126253j 0.000216374-0.00356746j 0.000544486+8.24484e-05j 0.000993764+0.000359269j -0.000571357-0.00288364j -0.00150765-0.00081508j 0.00240478+0.00255721j -0.00173117+0.000614882j 0.000452459-0.00137966j 0.00191464-0.00131776j 0.000211893-0.000823525j 0.00193959-0.000422775j 0.000666143-0.00419256j -0.000939627+0.00262361j -0.00193672+0.00132319j 0.00102263-0.0052334j -0.00203421+0.000696395j 0.000903303-0.000533502j -0.000550647-0.000221217j -0.00335107-0.00391153j 0.00117448+0.00100888j -0.00244069-0.00424466j -0.00460844+0.0011981j 0.00227013-0.0015556j -0.00181969+0.000950209j 0.000476712-0.000779613j 0.00557812+0.00325116j -0.00246094-0.000610581j 0.00072779+0.00100336j 0.000369794+0.00750602j -0.000759994-0.00207826j -0.00387535-0.00414434j 0.00610947+0.00106375j 0.00172161-0.00253513j -0.00206301-0.00540312j 0.00176336+0.00205454j -0.00506547-0.00260864j 0.00528256-0.00231493j 0.00368056+0.00032896j 0.00487906+0.000457981j -0.00247105+0.00283854j -0.00709186+0.000578606j 0.00100382-0.00052867j 0.00450941+0.00657809j 0.000707351-0.003007j -0.00367516+0.00446723j 0.00191825-0.00300765j -0.00283116+0.00277871j -0.000857624-0.000489861j -0.000108306-0.00135602j 0.000989675+0.0049356j 0.00490489-0.00576827j 0.000156796+2.84394e-05j 0.00268158+0.000727832j -0.000604072-0.00274975j 0.0011319+0.000442179j -0.00188065-0.00171159j -0.000400103+0.000216047j -0.00403336+0.00196617j -0.000761501+0.00128575j -0.00103786-0.000452515j 0.00427046+0.000970974j 0.00345679-0.000751942j -0.000512185-0.00127865j 0.00129988+0.000111613j 0.00160683+0.00152793j 0.00237011-0.00231073j -0.00312409-0.00240041j 0.000390417+0.000245929j -0.00108316-0.000501534j 
