-0.000997583-0.00153218j -0.0015814+0.00129149j 0.00107634+0.00347868j -0.00344173+0.000590906j 0.000923173+0.00129448j -0.00223797-0.00213125j -0.00215394+0.000993936j -0.00209555-0.000241211j 0.00019519-0.000271708j -0.00131004-0.000234513j 0.00134367-0.00284785j 0.000435417-2.90009e-05j -0.00153413+0.00242489j -0.000176453+0.00166412j -0.00152317+0.000363848j 8.89108e-05-0.00176972j 0.00160434-0.000746771j 0.00222339+0.00269336j -0.000899096+0.000312177j -7.93407e-06-0.000416058j -0.00178886+0.000510239j -0.001833-0.000348305j 0.00158425+0.00104626j 0.0020804+0.000562409j -0.000972312-0.000374928j 0.00142073-0.000200843j -0.00213592+0.000335533j 0.00160153+0.00191903j 7.6307e-05+0.00169589j 0.000130198-0.000674579j 0.00112902-6.72713e-05j -0.00180056+0.000148432j -0.00228713+0.000455528j -0.00162856+0.00168868j 0.000124298+0.000309598j -0.000351497+0.000337974j -0.00142932+0.000564236j 0.0023351+0.000712638j -0.000579028+0.00140993j -0.00348508+0.00256319j -0.00185579-0.00076124j 0.000984736-0.000123581j -0.00127118+0.00221663j -8.09646e-05+3.90596e-05j 0.00107176-4.67589e-05j -0.00168815+0.00108372j -0.000844787-0.00106199j 0.00097979-0.000263169j -0.000408266-0.000144232j 0.00131941+0.00118152j -0.00126817+0.00192024j -0.000227006-0.00188522j -0.00110505-0.000355849j -0.000862398+0.00143054j 0.00101729-3.74787e-06j 0.000520168+0.00222841j -0.000287319+0.000157045j -0.00194436+0.00135648j 0.00201943-0.000590906j -0.000367297-0.000459858j -0.00118931+0.000333852j 0.0012644-0.00223699j -0.000765657+0.000288814j -0.00119293-0.00366304j 0.000883131+0.00227928j 0.00077915-0.00250639j -0.00147565-0.00475228j -0.00446228-0.00214835j -0.00548143+0.00222598j 0.00108964+0.00540727j -0.013334+0.00492268j -0.00503129-0.0131515j 
0.00473315+0.00109472j 0.00118231-0.00503284j 0.00297307-0.00298155j 0.0025071+0.0031551j -0.00142248+5.15953e-05j 0.00336518-0.00302434j -0.00462644-0.00230339j 0.00362964-0.00540658j -0.00232133+0.00013445j 0.000162554+0.000285826j 0.000618691-0.00206504j 0.00348457-0.000461618j -0.00120726+8.64909e-05j -0.00392908-0.00409052j -0.00485068-0.00104548j -0.00358864+0.00407293j -0.00305417-0.00210352j -0.00525273-0.00238876j -0.00357689+0.00105684j 0.00354782-0.00101333j 0.00242961-0.00428391j 0.00576575-0.000943082j -0.00257485-0.0018236j -0.000539564+0.00280461j -0.0018212-0.00460994j -0.000164442+0.00550589j 0.00508653-0.00380537j -0.00132516-0.000597974j 0.00147005+8.99219e-05j -0.00136664+0.00503029j 0.00700142+0.00246033j 0.000924969-0.00214488j 0.00137511-0.00413928j 0.00298765+1.48448e-05j -0.00380045-0.000875563j 0.00263122+0.00281136j -0.000808569-0.00188638j -0.00103362-4.25888e-05j -0.00315622-0.00232075j 0.00163493+0.00175278j 0.00207319+0.0070635j 0.0021282-0.00173427j 0.00174421+0.000111567j -0.00171867-0.00717795j -0.002372-0.001146j -0.000361358+0.00086579j 0.000416792+0.00121928j 0.0011548+9.64049e-05j -0.00202805+6.86594e-05j -0.00137364+0.000414849j -0.000461002+0.00261488j -0.00014095+0.00045902j -0.00178141+0.000508289j -0.00351807-0.00141229j 0.00251922+0.000258227j 0.00353236-0.0030168j 0.00340645-0.00183203j -0.000889661-0.00112157j -0.000477269-0.00280606j 4.0343e-05-0.000907366j 0.00103846-0.000312965j -0.000271871+3.99758e-05j 0.00219961+0.000667894j 0.00125167-3.8592e-05j -0.00409722-0.000492636j -0.000291326-0.00102056j 0.000664628-3.33089e-05j -0.00276713-0.00353361j 0.000155923-0.000797713j -0.00173331-0.000963536j -0.000346526+0.00230497j -0.00198292-0.000380897j 
-0.00299916+0.00163095j 0.00152988+0.00301192j 0.000323583-0.00108219j 0.000657791+0.00110736j 0.00284329-0.00126331j 0.00668583+0.000381188j -0.00180013-0.00631014j 9.05615e-05-0.00503923j 0.000606387+0.00176997j 0.00200439-0.00285902j 0.00429342+0.00152909j -0.00483739+0.00140996j 0.00011008-0.00010076j -0.00158575+0.000252817j -0.0032129-0.00129093j -0.00383973+0.00307283j 0.00227265-0.0074932j -0.00105226+0.00385826j 0.00275716+0.00140773j 0.00734456+0.00391564j -0.00294067+0.00346952j 0.00821492+0.00278398j 0.00107802-0.0042222j -0.000279328+0.00522855j 0.000472019-0.00184522j -0.00207195-0.00208442j 0.00401339+0.000398314j -0.0030481-0.000945282j -0.00215786-0.00038476j -0.000729627+0.00010338j -0.0028639-0.00193606j -0.00475502+0.000710531j -0.000245613+0.000723876j -0.000367102+0.0045243j -0.00132476-0.00394208j 0.0021174+0.00344172j 0.00369958-0.00279896j -0.00148153+0.0025303j 0.0041765-0.00196848j 0.00300551-0.00113108j -0.0025742+0.000883765j 0.00330385-0.00235149j -0.00144892-0.00517676j 0.00310262-0.00608532j 0.00111519+0.00198941j 0.00105914-0.00290793j 0.00242295-0.000918011j 0.000622634+0.00433295j 0.00136207-0.0044506j -0.00146721+0.00155678j -0.00143804-0.00158464j 0.000780669-0.000507519j -0.00125268-0.00065294j -0.00222519+0.000864431j 0.00532476+0.00370717j 0.00131513-0.000201006j 0.00247363-0.000946762j -0.00349241-8.62351e-05j -0.00133418+0.00393116j -0.00165746-0.0021008j -0.00311302+0.000419015j 0.00242079+0.00167944j -0.000991913+0.00285103j 0.00143199-0.000793854j -0.000975375+0.00136642j 0.000571894-0.00370935j -0.00390195-0.00178785j -0.00280509+0.00263203j 0.00167103+0.000489436j -0.000177741-0.00133945j -0.00121614-0.00084887j 0.000859043-0.00126759j 
0.00158828-0.00251916j -0.0026006-0.00169841j 0.00147611-0.00244411j 0.00256333+0.00119226j -0.0041735-0.00291954j 0.00667743-0.00333326j 0.00127748-0.00877758j 0.00737304+0.00553802j 0.00209902-0.000482993j -0.000109126+0.000624069j -0.00362672+0.00245368j -0.00462938+0.00201254j -0.00148222+0.000299659j -0.00351573-0.00581365j -0.000120631+0.00262361j 0.00187353+0.00576243j -0.00244213+0.00464359j 0.00115326-0.000791913j -0.00449331+0.00274092j 0.000652315-0.00365396j 0.00166955-0.00210788j 0.00808632+0.00352036j -0.0031151+0.00228402j -0.00699186+0.00429465j 0.000315519-0.00134518j 0.00334747+0.00291152j 0.00163389+0.00581893j -0.000889353+0.00269724j -0.000193543-0.00203424j 0.00650606-0.0017238j 0.00191495-0.000655034j 0.0022688-0.00377804j -0.000675961-0.00134417j -0.00334807+0.00517316j 0.00906193+0.00209198j 0.00225948+0.0103119j -0.00107274+0.00529178j 0.00430867+0.000387808j 0.00401714+0.0007637j -0.00020818+0.00492549j -0.0031538+0.0013238j 0.00163286-0.000592484j -0.00344351-0.00232169j -0.000120427-0.00626692j -0.00117953-0.00493016j -0.0014098-0.00221965j 0.000760977-0.000804263j 0.00105029+0.00037021j 0.00146481-0.00192508j -0.000226047-0.00407681j 0.00562434-0.00152834j -0.00322569+8.2711e-06j -0.00247656+0.00086171j 0.000174749+0.00056151j 0.00304385-0.00085164j 0.00854131-0.00328269j 0.00513987+0.00287807j 0.000716864-0.00218148j 0.00206958-8.49689e-07j 0.00251467+0.00226197j -0.000889497-0.00604985j -0.00228593+0.00241504j -0.00029178+0.00672108j 0.00440385+0.00139813j 0.00345978-0.00387508j -0.000596861-0.00125932j -0.00324178+0.00398954j 0.00376013+0.00256578j 0.00140466+0.00439369j 0.00510096-0.00154665j -0.000430037-0.00134112j 0.00130312-0.000524673j 
0.000145742+0.00834351j 0.00807729-0.000555531j 0.00471983-0.00624297j 0.00578878+0.00616484j 0.00502588+0.00639418j -0.00467387+0.00143611j -0.00254931+0.00307965j 0.00366497-0.00859354j -0.00800727+0.00182881j 0.00477382+0.00577387j 0.00186188+0.00421795j 0.000691995+0.00404019j -0.00148251-0.0056128j 0.0020079-0.00539015j -0.00288979+0.00255517j -0.00580063-0.00184606j 0.000489025-0.00579846j -0.000142355+0.00530686j 7.67594e-05-0.00413433j 0.00657385-9.04762e-05j -0.00161395+0.00127602j 0.00582371+0.000237624j 0.00343249+0.00238931j -0.00179137-0.00385458j -0.00301569+0.00123763j 0.00187714+0.00200891j -0.00386523-0.00297634j -0.00233329+0.0065039j -0.00548735+0.00206361j -0.00242883+0.00105581j -0.00186581-0.00290389j 0.00353887-0.0022135j -0.000145893-0.000951093j 0.00451088-0.000359909j 0.00489377-0.00244571j -0.00425559-0.0028577j 0.000753215+0.000198419j -0.00342124+0.0069254j 0.000379366+0.002638j -0.00239464+0.000391287j 0.00200623-0.000920807j -0.000331265-0.00222256j 0.000624706-0.00243237j -0.00383047-0.00542115j 0.00479905-0.0020187j 0.00177305-0.00271818j -0.000683343-0.00093675j 0.00301002+0.00243502j 0.00357931-0.00399089j 0.00350139-0.000810931j -0.00109507+0.00142322j 0.0092765-0.00142178j -0.00159781-0.002196j 0.00156834+0.000426756j 0.00317009+0.0015205j 0.00399053+0.00326245j -0.00080973+0.00855365j 0.000679623+0.00438008j 0.00494705+0.00052188j -0.00191567-0.00123008j 0.00628534+0.00399083j 0.00165748-0.00346895j 0.00132671-0.00710197j -0.00600557+0.00605619j -0.00671106-0.00634313j 0.00470781+0.00220779j 0.00809521+0.00212643j 0.00402478-0.00668212j -0.00136743+0.00152023j 0.00193092-0.000386449j 0.00242093+0.00188594j -0.00197017+0.00207753j 
-0.0040992+0.00235485j 0.0022227+0.0039829j -0.00126348-0.00410175j 0.00549743-0.000904953j -0.00029919-0.00504627j 0.0026474-0.00197489j -0.0011981+0.00088665j -0.00218215-0.000159645j -0.000320774-0.0049497j -0.00698485+0.000458549j -0.000798631-0.00540788j 0.00533358-0.000190921j -0.00334949-0.00224199j 0.000512698-0.000687851j 0.00326468+0.00115858j 0.00173446-0.000535555j -0.00115812+0.00284151j -0.000103835-0.00274929j -0.00356499+0.00102558j -0.000993336-0.00016372j 0.00122887-0.00170948j 0.000433601-0.00129966j 0.00282636-0.00106197j 0.00216775-0.0002859j 0.000998854-0.00101735j -0.00402276+0.000703639j 0.00143977-0.000185404j -0.0020741-0.00122995j 0.00268849+0.00540135j 0.000327988-0.00178031j 0.00268449+0.00236099j 0.00183344-0.00174554j 0.00221409-0.00428138j 0.00237112-0.00274632j 0.00194495+0.00166618j 0.00135026-0.00283487j -0.00127046-0.00271998j -0.00201926-0.00197937j -0.00276193+0.00285544j -4.71145e-05+0.00161244j -0.000255365+0.00667342j 0.0052673-0.000715023j -0.00113079-0.00039467j -0.000549262-0.00110702j -0.00268372+0.00114328j 0.000337705+0.00107259j 0.00271676-0.000607265j -0.00418497-0.000161626j -0.00341594-0.00295144j 3.29665e-05+0.00117256j 0.00244857-0.000787901j 0.00255068+0.00175151j -0.00103939-0.00255835j -0.00342072-0.000503795j 0.00156874+0.00465185j 1.26793e-05-0.00148539j -0.00119449-0.000274435j -0.000655196-0.00353722j -0.00389893+0.00200773j -0.00111855-0.000369285j 3.94913e-05-0.00237104j 0.00185408+0.00104048j -0.00223772-0.00176252j 0.00110397+0.000925762j -0.0014364+0.00199476j 0.000830201-0.00538858j -0.006309-0.000331383j -0.000535455+0.00610982j 0.00332555+0.00316279j 0.00330146-0.00265993j 0.0011114-0.000981004j 0.000812888+0.000871116j 
-0.00364873-0.00294268j -0.00305305+0.00374358j -0.000197801+0.00180738j -0.00158378-0.000631609j 0.00167678+0.000588551j -0.00182812+0.00326103j 0.00336929+0.00345486j -0.00347623+0.00135513j -0.0014066+0.000106908j -0.002857-0.000828125j 0.00386066-0.00149814j -0.0016836-0.00333456j -0.00466959-0.0018361j -0.00414759-0.000803221j 0.00206716-0.00700177j -0.00266587+0.00573689j -0.00240985-0.000457784j -0.0040229-0.000690167j 0.00182802+0.00279916j -0.00218682+0.00164974j 0.000504894-0.000243456j -0.00254151+0.000948488j -0.00145544+0.00363151j 0.00316138+0.00290682j 0.00134798-0.00294264j 0.000538612-0.00134039j 0.00403187-0.00272724j 0.000370469-0.00342122j -0.000674348+0.00142003j -0.00471942+0.00208578j 0.00438252+0.00287347j -0.00200624+0.000751887j -0.000837411-0.00320051j 0.0011846+0.0020748j -0.00272177-0.00100034j 0.00138168-0.00329805j -0.00302388-0.00549767j -0.00144094-0.000994457j -0.00304017+0.0010426j -0.00233078+0.000273965j 0.000427382+0.00400128j 0.00300846+0.000914882j 0.00108487+0.00516471j 0.00591196+0.00239698j -0.00446455+0.0028387j -0.000595923-0.00125812j 0.00302006-0.00173007j 0.000648684-0.000655114j -0.00250144+0.00223425j 0.0019632+0.00219463j -0.00268339+0.00171499j -0.00371528+0.000408257j 0.000854017+0.00232524j 0.00141806-0.00207105j -0.000511522+0.000497128j -0.0020623+0.00041783j -0.00169569-0.00409677j -5.83698e-05+0.000151079j -0.00296572+0.000827222j -0.00208755-0.000296713j -0.00425921-0.00157987j 0.000732118+0.00528331j 0.00181833+0.00254791j 0.00627849-0.00466791j 0.000443792+0.0045648j 0.000465298-0.00391915j -0.00373213-0.00540892j -0.00525612+0.000556454j 0.00143287+0.000860354j -0.000315226-0.00139762j -0.00228265-0.000913894j 0.000905308-0.00212659j 
0.00149926-0.0020048j -0.00203451-0.00143747j -0.00152435-0.000584842j 6.06026e-05-0.00129563j 4.33356e-05+0.00226043j -0.000816403-0.00224049j -0.00276394-0.00199572j 0.00313764-0.000337039j -0.000664206-0.00359499j -0.00317099+0.00412114j -0.00729685-0.00303741j 0.0047438+0.000697439j 0.00551082-0.00118121j 0.00100663+0.00408345j 0.00321507+0.01182j 0.00723288-0.00241993j -0.00231246+0.00912999j 0.00326411-0.00709839j -0.00543467-0.00351104j -0.00766593-0.00316063j 0.00128849-0.00261603j -0.000621305-0.00350071j 0.00185408-0.00161056j -0.00155638-0.00232245j 0.000623796+0.00441863j -0.00339784+0.000337686j -0.00448371+0.00190546j -0.000720558+0.00101045j 0.0021222+0.00290768j 0.00780222-0.00214499j -0.000183782+0.00543994j 0.00918699-0.00336494j 0.00381284+0.000410838j -8.62459e-05-0.00728652j -0.00245458+0.00371422j 0.00150018-0.00272624j 0.00251139+0.0047741j 0.000725014-0.00755686j -0.00495083+0.000615254j 0.00338151-0.00564596j -0.000798258-0.00246732j 0.000259125+0.00167402j -0.000548384+0.00037992j -0.00723351-0.00161886j -0.00102387-0.00121585j -0.00506536+0.00192585j 8.82625e-05-0.00180109j -0.00350675-0.00384344j -0.00314401-0.00146344j -0.00464507-0.00115054j -0.00157156-0.00210696j 0.00735579+0.00237496j 0.00109372-0.000429146j 0.000427006+0.00387936j -0.00724269+0.00133824j -0.000610994-0.000842603j -0.00206243-0.0019811j -0.000132498-0.0050807j -0.00187371-0.00539248j 0.00242055-0.0038152j -0.00320987+0.00375903j 0.000273284+0.000601266j -0.00193808-0.00383202j -0.00323315+0.00217084j -0.00278692+0.00121066j 0.000803877+0.0011784j 0.00012312-0.00156731j -0.00238192+0.00275697j 0.000811774-0.00137228j -0.00155063+0.000396181j -0.00118798+0.00230904j -0.00232568-0.00130938j 
0.000816972-0.00249959j -0.00250084-0.000640201j 0.00323472+0.00242083j -0.00316436+0.00366888j 0.00381671+0.0027403j -0.000832049+0.0011875j -0.00126638-9.32233e-05j -0.00147595-0.00338375j -0.000946615+0.00450546j 0.00337907+0.00079426j -0.0008942-0.00192962j 0.000870221-0.00176881j 0.000961657-0.00246939j 0.00108346+0.00168342j -0.000292704+0.00247224j -0.00106825-0.00159673j -0.00120776-0.000994195j -0.00194604-0.00129331j -0.00174815+0.000290304j -0.00119666+0.00146181j -0.00209301-0.00165055j -0.0014328-0.00266933j 0.000848743-0.00254629j 0.00141756+0.000828333j 0.000695054+0.000805188j -0.00200536-0.000787075j 0.000438128-0.00203553j 0.00037594-0.00256074j -0.000932128+0.00147978j -0.000898143+0.00238846j 0.00316371+0.00246582j -0.000226741-0.00140556j 0.00185014+8.9384e-05j 0.0014955-0.00210592j -0.00417685-0.00245801j 0.000448907-0.00307515j 0.00198232-0.000413454j -0.000232186-0.00384841j -0.00266489+0.000551717j 0.00374313-0.00377972j 0.00077685-0.00108733j -0.00109738+0.000993905j 0.00230497+0.000612609j -0.0027989+0.00140125j -0.000789309+0.00167468j -0.00221339-0.000745395j -9.17907e-05-0.000763434j -0.000945892-0.00118329j -0.00316004+0.000938249j -0.00397845-1.1522e-05j -0.00541433+0.000681106j 0.00167072-0.00238566j 0.00126444+0.00150417j 0.00266818+0.00118042j -0.00409384-2.02767e-06j -0.00231721+0.00067161j -0.000134548-0.00338665j -0.000280279-0.00123586j -0.0014581-0.0031932j -0.000154155-0.00226224j -0.00130076+0.00604024j 0.000423309-0.00124681j -0.00297006-0.0008307j -0.00240687+0.00119419j -0.000162042+0.00354564j -0.000634185+0.00382959j 0.00290309-0.00256259j -0.00370986-0.000368215j -0.00368264-0.00327142j -0.00379491+0.00467541j -0.000482963-0.000389358j 0.000441697-0.000420179j 
-0.00267207-0.00308113j -0.00317782+0.00268383j 0.00204699+0.00132949j -0.00138371+0.00167175j -0.000352032+0.000955721j 0.000691842+0.000266024j 0.00262229-0.000799891j -3.92281e-05+0.00349563j -0.00114131+0.00200544j -0.000144051+0.00244985j -0.00281887-0.000715843j -0.00195881-0.00201811j -0.002702-0.00299399j -0.00252698-0.00199007j 0.0032431+0.000745292j 0.00167304+0.00471559j -0.00305084+0.00304873j -0.000703664-0.00294863j -0.00272807+0.000505068j -0.00335513-0.00140118j -0.000274909-0.00406984j -0.0015271-0.00162397j -0.00331366+0.00173302j -0.00224091+0.00183235j 0.00219366+0.000543339j 0.0017898-0.000672537j -0.000982301+0.00214575j 0.00166991-0.00177821j -0.00212701+0.000108399j 0.000278656+0.00100853j 0.00335226+0.000801395j 0.00289464-0.00237694j 0.00112409-0.000756246j -0.00219055-0.000815971j -0.000812079+0.00089371j 0.00104387+2.75823e-05j -0.00168647+0.00152148j 0.00174241-0.00293253j -0.00122968+0.00131569j 0.000391844-0.0026207j 1.1295e-05-0.00214914j -0.00120557+0.00171063j 0.00137005+0.00236269j -0.00149919+0.0018154j -0.0018917-0.00129392j -0.0033846+2.08762e-06j -0.000238811-0.000822961j -0.00114763-0.00249796j -0.00129941+0.0033027j -0.00166316-0.00129077j -0.00107118+0.000890431j -0.00194919-0.00145418j 0.00102369+0.0019383j 0.00299124+0.000912692j -0.00363572-0.000500879j -0.000354337-3.80878e-05j -0.000427402-0.00231698j 0.000452182-0.00159955j -0.0011094-0.00128407j 0.000577991+4.65526e-05j -0.00133932+0.000377883j -0.00122489+0.000798736j -0.00154147+0.00120348j 0.0012268-0.00110824j 0.00267008+0.00367879j -0.00207965+0.00270369j 0.000809644-0.000682032j -0.00213998+0.000495782j -0.00267941-0.000675007j -0.00108273+0.00319616j -0.00216356-0.00142129j 0.00147291-0.00212919j 
-0.00230187+0.00115412j 0.000981515+0.00231j -0.00511876-0.000454564j -9.64911e-05-0.00513069j -4.68248e-05+0.00240423j -3.26852e-05+0.000907201j 0.00151308-0.00123248j -0.000470476+0.00167624j -0.000225256-0.000792502j -0.000156138+0.000189277j -0.000551436+0.00560297j -0.00712672-0.000568223j 0.00535679-0.00236128j -0.00236605+0.00335289j 0.00442512+0.00372813j 0.00270866+0.0060695j -6.84935e-05+0.0026828j 0.00205887-0.000641657j 0.00376703-0.00241083j -0.00280229+0.00126457j 0.000113042+0.0030658j 0.00387112+0.00222121j 6.69654e-05+0.00233126j -0.00324938+0.000906278j 0.00249756+0.004433j 0.00188064-0.00479702j -0.0022562+0.00345559j -0.00138542+0.00271128j -0.00399877-0.0019579j 0.00357066-0.00337028j -0.00656974+0.00182589j 0.00443756-3.81257e-05j -0.000567727+0.00241257j -0.00182798+0.00118947j -0.00100191+0.000120324j 0.00067873-0.000712355j 0.00311138+0.000352636j -0.00156352-0.000285561j 0.00136148-0.00271914j -0.000666491-0.00543654j -0.00164199-0.00483788j 0.00172322-0.000871392j -0.00244958+0.000369963j 0.00183766-0.00312445j -0.00206053-0.000112992j -0.00323874-0.000417834j 0.00151295-0.00612977j 0.00118714+0.000528484j -3.84782e-05-0.00291244j -9.6044e-05+0.000335908j -0.00265778-0.00424478j 0.00392268+0.00190872j 0.000811317+0.000690826j 0.00195333+0.00418853j -0.000613114+0.00130238j 5.72363e-05+0.00229513j -0.00276221-0.00137581j -0.00256472-0.00169236j 0.000494116+0.00106564j 0.000614323-0.00321231j -0.00881185+0.00093038j 0.00144028+0.00615447j 0.000336419+0.002702j 0.00390056-0.00221139j -0.00176854+0.00218941j 0.00230994-0.00525153j -0.00570598-0.0051526j -0.00495555+0.00313487j 0.00116752+0.000366288j -0.000693506-0.000687047j -0.0043467+0.00190774j -0.00191501-0.00437481j 
-0.00419385+0.000491651j 0.000400351+0.00423845j -3.63015e-05-0.0011578j 0.00175954-1.03167e-05j 0.000703628-0.000609928j 0.000172105-0.00178582j -0.00224402-0.000371915j 0.000685183-0.00220832j -0.00245007-0.00583228j -0.00624183+0.00298839j -0.000682509-0.00598192j 0.00732842+0.00119211j -0.0026054+0.00160934j -0.000354719+0.00236803j -0.000485451+0.00172556j 0.00284545-0.00260775j 0.000260388-0.00110615j 0.000930597-0.0024543j -0.00258269-0.00246483j -0.000588751-0.00264298j -0.00193748-0.00380254j -0.000585992-0.00138603j 0.00117285-0.00197018j 0.00192758+0.000499281j -0.00202672-0.00196411j -0.00380002+0.0023385j -0.00328112-0.00149945j -0.00253572-0.000170393j 0.00313884+0.00330811j -0.00119606+0.000455003j 0.00142078-7.60472e-05j 0.00197598-0.000674772j 0.00158854-0.000136393j -0.00103248-0.00550484j -0.00288178+0.00022479j 0.00313882-0.00244721j -0.00234743+0.0023088j 0.0027094-0.0024696j -0.00342837+0.00196593j 0.00249042-0.00129794j -0.000940733+0.00268878j 0.000960267+0.00145262j 0.000736457-0.000362281j -0.00107443-0.00153406j 0.00345658+0.00148118j -0.000617936-0.000756116j 0.000141636+0.00424636j -0.00173708-0.00116287j -9.78018e-05-7.92562e-06j -0.00131964+0.00193002j 0.000138038+0.00106448j 0.00282261+0.00440744j -2.00473e-05-0.00173677j -0.00442022-0.000679155j -0.00233653+0.00174539j -0.00241158-0.00163063j 0.000314187-0.00127209j -0.0009935-0.000541591j -0.00205549-0.00158846j 0.00170402-0.0030182j 0.00242343-0.00164555j 0.000886897-0.00363257j 0.00311473-0.00587218j -0.00451105-0.00238036j -0.0021684-0.00119929j 0.000657998+0.000357814j 0.00256947+0.000125859j 0.000974447-0.00178164j 0.00197147-0.000513801j -0.000610316-0.00236145j -0.00100767+0.00214997j -0.00227431-0.00104692j 
0.00188128+0.000501602j 0.000406509-0.00191709j 0.00516052+0.00354034j -0.00420623+0.00468411j -0.00287702+0.00398559j -0.00099425-0.00211037j 0.0012992-0.00265505j 0.00425659+0.00411471j -0.00247444+0.00345564j 0.00388864+0.00464286j -0.00311107+0.00527269j -0.0073353-2.49957e-05j 0.00481192-0.00180066j -0.000569287+0.000974239j -0.000663318+0.00372636j 0.00313756+0.00250324j -0.00206334+0.00496683j -0.000977399+0.00133948j -0.000376585-0.00101894j -0.00274769-0.00164393j 0.000133949-0.000426721j 0.00423699+0.002057j -0.0015176+0.00248861j -0.0042538+0.000863213j -0.000250555+0.00340172j 0.00361803+0.00113109j -0.00455993+0.000601872j -0.00134117+0.00595834j -0.00202937-0.00278875j 0.00668252-0.000649414j -0.000636255+0.00150309j 0.00342334-0.00233828j 9.67957e-06+0.00276686j -0.00122044+0.000359239j 0.00287065+0.00180932j -0.00106246+0.00237712j 0.00175434+0.00617307j 0.00189991-0.00221572j -0.000361953-0.000645632j 0.000293779-0.00209127j 0.000751428-0.00516836j -0.00167104-0.00024268j -0.000872571-0.00118787j -0.00442173-0.00418601j 0.00165925-0.00261888j -0.00260538-0.00132206j -0.00162859-0.00274666j 0.00207971+8.92458e-05j 5.83228e-05+0.000299228j -0.0014821-0.00314124j -0.00164807-0.00127393j 0.00503095-0.000335098j 4.13794e-05+0.00124694j 0.00418351+0.00403398j -0.00165919-0.00170197j 0.00226856+0.000193825j 0.00047148+0.00232679j -0.00124737+0.000813044j 0.00293754-0.00225314j 0.00183037-0.00264433j -0.00209198+0.00321239j -0.000130045-0.00166763j -0.000673197+0.000618759j -0.00305856+0.000937143j 0.00169201-0.00272885j 0.000388504+0.00277849j 0.00125552+0.00111107j 0.00112511+0.000150155j -0.00219199-0.000408546j -0.000237226+0.00254177j -0.000783061+0.000944618j -0.000980423-0.000830988j 
0.00102005-0.00285632j -0.00291645-0.000879448j -0.00132172-0.00308372j 0.00325135-0.00143362j 0.001587-0.00180219j 0.00227672+0.00140399j 0.00117338-0.00222013j 0.000415225-0.000207959j 0.00115458-0.000878362j -0.00217368-0.00155122j 0.00261685-0.00286494j -0.000601793+0.000715586j -0.00704447-8.58278e-05j -0.00220983-0.00411403j -0.000821077-0.00440837j -0.00599404+0.00172479j 1.39e-05-0.00426909j -0.000533999-0.000128048j 0.00043997+0.00415784j 0.00287424+0.00328651j -0.00220961+0.00321545j 0.00100232+0.00344557j 0.00228238-0.000372563j 0.00240771+0.00147016j 0.00213641-0.00487137j -0.00363799-0.000714984j 0.00616472+0.000160898j -0.000440002-0.00453047j 0.0032904+0.00389535j -0.00481311-0.000301302j 0.00261012-0.00160821j -0.00458024-0.000100135j -0.000315247-0.0051281j 0.00135213+0.00312494j 0.00300756-0.00382792j -0.000671808+0.00127462j -0.000485995-0.00640143j -0.00258428+0.00192342j 0.00164238+0.00304446j -0.000848996+0.00455431j -0.0028743+0.0053866j 0.00426039+3.33926e-05j -0.000237747-0.00170299j 0.00669702+0.00237688j -0.00330883+0.00291581j 0.00245248-0.00205761j 0.00223384+0.000776931j -0.00165157+0.00254753j -0.000303472-7.70667e-05j 0.00170843+0.00193326j 0.00142552+0.00118022j -0.00545355-0.00162248j -0.00136152-0.000136521j -0.00131008-0.00414426j 0.00324747+0.00232437j 0.00257805+0.000213395j 0.00146176+0.000516333j -2.70803e-05-0.00142465j -0.00281145+0.00151174j -0.0012287+0.00243375j 0.000915317-0.00361676j -0.00168728+0.00376947j -0.00113693+0.0051153j 0.0057302+0.00133852j 0.000577417+0.00236944j -0.000591613-0.00328901j -0.00291822-8.5415e-05j -0.000823435+0.00199137j 0.00141231+0.00625517j 0.00625867-0.00129815j 0.00092686-0.00129763j 0.00118989+0.000972002j 
