-0.0139511-0.0115488j -0.003357-0.00942212j 0.00645454+0.00238481j 0.0104239+0.0146841j 0.00574353+0.00620301j -0.00152721-0.00761539j 0.000683844+0.00906024j -0.00109089-0.00192727j 0.00250267+0.00359205j 0.00763892+0.00956385j -0.00115425-0.00707253j -0.000539064+0.00952694j 0.01109+0.0165947j 0.000965086+0.00970521j 0.00634736+0.00651887j -0.00524755-0.00887518j 0.000621341+0.00324014j -0.000567861-0.0101169j 0.00597243-0.000391408j -0.00466512-0.00721032j 0.00362139+0.00603984j -0.00494015-0.00320687j -0.00362876+0.00364602j -0.00878429+0.000325648j -0.00664829+0.000629809j -0.00575654+0.00750333j -0.0194317+0.00604415j 0.00523935-0.0161875j 0.0204004-0.00719888j 0.00533051+0.0130854j 0.0387175-0.0059442j -0.00382954+0.0393559j -0.00716876-0.0056288j -0.00849207+0.0143331j -0.00182243+0.00107515j 0.00511071-0.0021465j 0.00382473+0.00269931j -0.00367565+0.00618989j 0.00182024-0.00114941j 0.000425456+0.0031705j -0.00113634+0.00162207j -0.00593263+0.00125472j -0.00984166+0.00479981j 0.0127461-0.00784979j -0.00555706+0.00260438j -0.0050851+0.00285291j 0.00655609-0.00769605j -0.0094441+0.00196587j 0.00720246-0.00242444j 0.00800076-0.00717101j -0.00740265+0.00329202j -0.00530309+0.0013058j 0.00371587+9.56895e-05j 0.00908396+0.0019461j 0.00475454-0.00532285j 0.00595311-0.000710922j 0.00267238+0.00269914j -0.0134878-0.00436592j 0.0020365-0.000519906j -0.00365138-0.00150739j 0.00204818-0.0057677j -0.000848576+0.00898707j -0.0145989-0.0095135j 0.00367984-0.00468153j 0.00163963+0.00435765j -0.00470393+0.00312993j -0.00348225+0.000708784j 0.00701746-0.00173142j 0.000710442-0.0018199j -0.00832413-0.00443666j -0.0181717+0.0204188j -0.0348935-0.00935241j 
-0.00173769+0.00173912j 0.00236153-0.00115257j 0.00676229+8.62767e-05j -0.0130948+0.00545228j 0.0274645-0.00727469j 0.0135-0.00168088j 0.00703867-0.00258041j 0.00340149+0.000257864j -0.0346015+0.00078571j -0.00559896+0.005131j -0.0165813+0.00727831j 0.0125569-0.00183889j 0.00106076-0.00538128j -0.00369263+0.00550306j 0.047419+0.00347536j -0.0148036-0.0043812j 0.00381821-0.000155177j 0.00765217+0.00487015j -0.0264428-0.00411675j 0.00614847+0.00177859j 0.00767194+0.00130621j 0.0070521+0.00144799j -0.00119893-0.000996216j -0.0095407-0.00295569j 0.00743502+0.00386646j -0.0111206-0.00354568j -0.00437457-0.00065736j 0.00315245+0.000229043j 0.0022496-0.00184819j 0.00371774+0.00257403j -0.00674306+0.000571611j 0.00270738-0.00437717j 0.0018029-0.00247832j -0.00549926+0.00288105j 0.00448274-0.00104376j 0.00020473-8.08207e-05j 0.00188087-0.000527684j -0.00107376+0.00143949j -0.000739271-0.00104127j -0.000322722+0.00132918j -0.00123305-0.00150927j -0.00160768-4.04478e-05j -0.00127294-0.000334049j 0.000587049+0.000323672j -0.00113279+0.000408787j 0.00236346-0.000190801j -0.00256262+0.00109365j 0.000573142-0.00108472j -0.000589682-0.000917912j -8.91277e-05+0.000865614j -0.000628388+0.000868387j 0.00274038-0.00119064j -0.000139193-0.00129877j -0.000186671+0.000776441j 0.00222106+0.000683584j -0.0011285-0.000925525j 0.00113264+0.00142924j -0.000321361-0.000708j -0.00115897+0.000192927j 0.000380737-0.000439232j 0.000561639+0.000501684j -8.75198e-05-0.00282571j -2.25676e-05+0.00122089j -5.37505e-05-0.00168922j -0.00130987-0.000857541j 4.73388e-05+0.000792944j -0.00305753-0.00146919j 0.000661593-0.000305082j -0.00118262-0.00233509j -0.00327153+0.000761j -0.00208762-0.00250202j 0.00344708-0.00170652j 
0.00620271-0.0005214j 0.00805551+0.00543988j 0.00329021-0.00489913j 0.0016451-0.00529842j 0.00807388-0.00476897j 0.00103384-0.00213592j -0.000872385-0.00117412j -0.0144874+0.00895227j -0.00981044-0.00253801j -0.00387738-0.00140238j -0.019875-0.000264408j 0.00896748-0.00189269j 0.00780657-0.000698286j 0.00538569+0.00228696j 0.0028047-0.000260062j -0.0150968-0.00194616j -0.00282689-0.00116124j -0.0143718+0.00520064j 0.0144813+0.00322329j -0.0121278-0.00354763j 0.000288109-0.00059482j -0.018576-0.000792291j -0.00464564-0.00821279j 0.00648916+0.00152516j -0.00901195-0.00230975j 0.0196591-0.000327732j 0.00476851+0.00729789j -0.0170082-0.0175126j 0.0272136-0.00349681j 0.0237252+0.00849765j 0.0172034-0.00205284j -0.00315137+0.00562802j -0.000482893+0.00242458j -0.00411715+0.000164305j 0.00251095+0.00023294j -0.00316461+0.00241941j -0.00531539-0.000389196j -0.00226685-0.0010236j -0.00509531+0.000219634j -0.00601213+0.00284463j 0.00169595-0.00453657j 0.00444223-0.0026476j 0.00148196-0.000530705j 0.00128938+0.00451316j 0.000212971+0.000613279j 0.00168709-0.00258637j -0.000208254+0.00168175j 0.00238442+0.0030989j -0.00309436+0.00196608j -0.00139864+0.00185525j 0.00303126+0.000747155j -0.00173947+0.00592536j 0.000973983+0.00319907j 0.00374539+0.000178041j -0.00556536+0.00213792j -0.00119616+0.00181797j 0.00186789-0.00354395j -0.00248183-0.00103997j -0.000813859+0.000343346j -0.00384135-0.00125002j 0.0039684+0.00601991j 0.00292575+0.00581753j 0.000213685+7.38143e-05j 0.0039161+0.00726808j -0.00288323+0.000721732j 0.0097043-0.000197038j 0.00660028+0.00346024j -0.0121929+0.00963481j 0.000436012+0.0015048j 0.0185879+0.0018371j 0.02534+0.00310657j -0.00728661+0.0233357j 
0.00602671+0.00755247j -0.00779708+0.000857988j 0.00961597+0.00111323j -0.004018-0.00625345j -0.0121229+0.00104123j -0.00497258+0.00271027j 0.000899795-0.00432904j 0.00885306-0.00245423j 0.00841246-0.000165109j -0.00517536-0.0051009j -0.00849197+0.0022113j 0.00496174+0.000661075j 0.0178785-0.00368311j 0.00775743+0.000445876j 0.00444141-0.00391327j -0.00720181+0.00529961j 0.00045812+0.00152491j 0.00291404+0.00399962j 0.00577055+0.00026636j -0.0168992+0.00231195j 0.00820735-0.00245133j 0.000513497+0.00369747j -0.0140712-0.00605876j -0.023645-0.00292662j 0.00505078-0.000686164j -0.0120935+0.000988536j -0.0193441+0.0048085j 0.00271115-0.00288175j -0.0117522+0.00137385j 0.0202083-0.00170322j 0.0042592-0.00381968j 0.0200419-0.00446576j -0.00740013+0.00114404j -0.00483479+0.00186721j -0.0028145+0.0026521j 0.00125359+0.00128056j -0.00155172+0.00200455j -0.00226325-0.00316585j 0.00156728-0.0020784j -0.000565204-0.00100398j 0.00359719+0.00091155j -0.00170024-0.00273888j 0.000768477-0.00197472j 0.000940596+6.19541e-05j 0.00248597-0.00162955j -0.00103335-0.000843543j -0.000530498-0.000748821j 0.00614273+0.00122802j -0.0021667-0.000859354j 0.00238653+0.00247987j -0.000309454-0.000121773j 0.00242628-0.00634306j 0.000232528-0.00144107j 5.87618e-06-0.000127684j 0.0002828+0.00433038j 0.0023491-0.00223542j -0.00364046+0.000860972j -0.000546031+0.00111493j -0.00400327+5.12105e-05j -0.0010973+0.0017799j 0.00441666+0.00454889j -0.0048339-0.010747j 0.000481396+0.00846507j 0.000170925+0.00378451j -9.23397e-05-0.00289062j 0.00195061-0.00190038j -0.017393+0.00511933j -0.00703429-0.0077181j 0.0121457-0.0026491j -0.00429586+0.00243755j 0.00826767-0.0234717j 0.0263367+0.00262199j 
-0.00342244-0.00105569j 0.00413876+0.00775595j -0.00308493-0.000159371j 0.0130296+0.00197672j 0.0085549+0.00764598j 0.00361765-0.00767118j 0.00696444-0.000485644j -0.0124861-0.00727849j 0.00200427+0.0121848j 0.00443832-0.00114545j -0.0129663+0.0020486j -0.00571872+0.0032562j 0.000453522+0.00494569j -0.00493601+0.0042816j -0.00299899+0.00131574j -0.0108441+0.00444942j -0.0167435+0.00535172j -0.00631871+0.000180592j 0.00508487-0.00973775j -0.00164032-0.000380552j 0.000580183+0.00409174j 0.0121547+0.0168858j 0.00697178-0.00394071j -0.00372852-0.0149032j 0.00148218-0.00321168j -0.00644047-0.00429108j -0.0100663-0.0106643j 0.051245-0.0269629j -0.00140911+0.0137863j -0.0135154+0.00582625j -0.00867641-0.0150798j 0.00492444-0.0027917j -0.00453761+0.0108275j 0.0167022+0.000901424j 0.0145356-0.000953426j -0.000918196-0.00203341j 0.00766879+0.000527669j -0.00949728+0.00847005j 0.0064094-7.87786e-05j 0.00573608+0.00325653j -0.00181708-0.00596627j -0.00695886-0.0010654j -0.0023934-2.52406e-05j -0.000174167-0.00348131j -0.00279682-0.000658231j 0.00115771+0.00420392j -0.000478176-0.00416766j -0.00131677-0.000675793j 0.00330415-0.000133018j 0.00177348-0.00449904j -0.00286713+0.00420922j 0.0124813-0.000218032j 0.00128256+0.00251067j -0.0024844+0.000475188j 0.00307289-0.00300828j 0.00476576+0.00116422j -0.0158152+0.00509157j 0.00610665-0.00290127j -0.0028401+0.00482614j 0.00535986-0.00498635j -0.00831358+0.00566523j 0.00278618-0.0115583j 0.0107492+0.00609416j -0.0080436+0.0102204j 0.00777112+0.00528139j 0.00340672-0.00492756j -0.00043244+0.00480264j 0.00403135-0.00800079j 0.00837947-0.033107j -0.0371022-0.0161448j 0.000419779+0.00815531j -0.00327536+0.00516402j 
0.00438225-0.00852116j -0.00651761+0.00412306j 0.00489468-0.00750799j -0.00818396+0.00742847j -0.0014543+0.0039952j 0.00840375+0.00301684j -0.00629807+0.0103476j 0.00141677-0.0117393j -0.00713448+0.00242076j 0.00145716+0.00686129j 0.0110829-0.012764j -0.00306949-0.0102951j -0.00600636-0.00061012j 0.000355498-0.00550071j 0.00260881-0.0119846j -0.00378754-0.00145506j -0.00350257-0.0120908j -0.00282826-0.0121754j 0.00256149-0.00456193j 0.00189304-0.0089632j -0.00246305-0.0070046j 0.00891716+0.0161077j 0.00939584+0.0151352j 0.00523118+0.00247913j -0.00271875-0.023236j 0.0155634+0.00677795j 0.0295542-0.0244902j 0.0186254+0.00816215j -0.0160439+0.0149213j -0.0128001-0.0253686j 0.0107787+0.0178093j -0.0187459+0.00770669j 0.00327669-0.014116j -0.0201306+0.00115088j -0.00678363-0.00157393j 0.00346147+0.00301275j -0.00657109+0.000102552j -0.000711887-0.0044994j -0.000591527+0.00202638j 0.00171786+0.00166477j -0.00854593+0.000725128j 0.00222712-0.0047844j 0.000110586-0.00285607j 0.00519343-0.00109299j 0.00405727-0.00195468j -0.0016929+0.00244074j 0.0020826-0.00787387j -0.00508439+0.00379861j 0.00418188-0.00244071j -0.00317087-0.00270535j -0.00213124+0.000341764j 0.0139421+0.00701449j 0.000707177-0.00174852j -0.00518266-0.00772675j -0.016938+0.0017264j 0.00985685+0.00735531j -0.0141184+0.000442267j -0.00185758+0.0147567j 0.00362237-0.00705085j -0.0126116+0.00627668j -0.00501358+0.00381195j -0.00587722+0.00192226j 0.00112487+0.00183919j 0.00543404+0.00428585j 0.0165547-0.000779705j 0.00319182-0.0118288j 0.00504552+0.0145964j -0.000395988-0.0208971j 0.0233943+0.0100602j 0.00964572-0.0107465j 0.00576315-0.00841757j -0.00145181-0.00663377j 
0.00254306-0.00569108j 0.00511725-0.00137816j 0.000281752+0.00418633j -0.00682779+0.00783439j -0.00529223+0.00999419j -0.00622786-0.00116515j -0.00511014-0.00152455j 0.00114031-0.00826172j 0.00475034+0.00576846j -0.00891753+0.00569659j -0.00407962+0.00738686j 0.00707954-0.00167369j 0.00506941-0.000660543j 0.00546634+0.00460398j 0.000592969-0.00442015j -0.00259221-0.00072071j 0.00252762-0.00308048j -0.0041829-0.00141572j -0.00277758-0.00784148j -0.0105564+0.0161809j 0.00854834+0.00711829j 0.0129793-0.0040137j 0.00378151-0.00373944j -0.00976191-0.000854314j -0.0197641-0.00478568j -0.0111861-0.0300033j -0.00865643-0.0118752j 0.00119393+0.00870895j -0.00683476+0.00477188j -0.00815908-0.0164144j -0.0329119+0.00650655j -0.0124674-0.0291943j 0.0116699-0.00538149j 0.000143228-0.0155141j -0.0013454+0.00468772j -0.00657368-0.00602764j -0.00533042-0.0128305j 0.00662534-0.00719442j 0.0040733-0.00226389j -0.00514073-0.004514j 0.00470564-0.00303689j 0.0088044+0.00722181j 0.00403402+0.00361995j -0.00525048+0.00695497j -0.000771684+0.00308099j 0.00491852+0.00106691j 0.000700675+0.00228184j -0.00339223+0.00707093j -0.00114172-0.00401222j -0.00297382-0.000860529j 0.000736912+0.00492707j -0.00456825+0.00702632j -0.000774712+0.00268607j 0.00405767+0.0063853j -0.00343297-0.0184494j -0.00299546+0.0102439j 0.00560942-0.00469169j -0.00484094-0.000897885j -0.000576223+0.000961067j -0.000272784-0.00526104j -0.00687423-0.00497187j 0.00732513-0.0162231j -0.0112373+0.00465765j -0.00105538-0.00578433j 0.0021089-0.00426616j -0.000412536-0.01239j 0.00617262-0.00166732j -0.00588516+0.0151215j -0.0151068-0.00468807j 0.00889265-0.0107607j 0.00342912-0.00559348j -0.0131519+0.0126151j 
-0.00231238-0.000648179j 0.000121117-0.00819499j -0.00354038+0.00156063j -0.0022617-0.00586278j -0.00263102-0.00606333j -0.000128083+0.00129649j -0.0019225+0.00142666j 0.00189051-6.85128e-05j -0.00944061-0.00342823j -0.00643658+0.00149744j -0.00455451-0.00488038j 0.00776002-0.00224465j -5.25862e-05-0.000449819j 0.0112256-0.00294596j -0.0097853-0.00741271j 0.00308939-0.00352303j 0.00210944-0.00465486j -0.00374349-0.00437845j 0.0105273-0.0110537j -0.0175294-0.00684713j -0.00307704-0.0147534j -0.0211663+0.0156447j -0.0146327+0.0029639j 0.00194755+0.00686871j -0.00730505+0.00926576j -0.0237265+0.00835554j 0.00343434-0.013741j 0.0133774+0.0253461j -0.015903-0.0155804j 0.00265392-0.0218365j -0.00758228-0.0194861j 0.026454-0.00629034j 0.00465971+0.00951525j 0.00338716-0.0026152j -0.0050855-0.00653454j -0.00126632-0.00890006j 0.00639567-0.00139897j 0.00161779+0.00251032j -0.00476651-0.00419222j -0.00161355-0.00527619j 0.00533054+0.00806345j 0.00110196+0.0130754j -0.00165089+0.00526487j -0.000846248+0.000224655j 0.00360068-0.000196179j -0.00165916+0.000218675j 0.00141753+0.00406807j -0.00784106-0.0084459j -0.000342227+0.00107426j -0.000596016-0.00458959j -0.00431618-0.0017677j -0.00800448-0.00939861j -0.00780323-0.00328553j -0.00792817+0.00077948j -0.00457135-0.00615616j -0.00118716-0.00710963j -0.000652296+0.0129511j 0.00337861+0.000370408j 0.00205687+0.00429802j -0.00499107-0.00633841j -0.00114381+0.00504819j -0.0118427-0.00504259j 0.00512542-0.00448047j -0.00485228+0.0203264j 0.00920244+0.0112317j -0.0100697+4.64481e-05j 0.0117148-0.0120771j 0.000446979+0.00722056j -0.00380133+0.021754j 0.00250609-0.0120435j -0.0117703+0.00784651j -0.00178852+5.82193e-05j 
0.0023644+0.000392964j -0.00153018-0.00223859j 0.00222147+0.00273787j -0.00211549+0.00389371j 0.00211908+0.00802651j -0.00805478-0.0105137j -0.00375907+0.00165015j 0.000877996-0.00358932j -0.000511179+0.00300723j -0.00195879-0.00284621j -0.00114325-0.00278628j 0.00656661-9.66614e-05j 0.0028426+0.00689741j -0.00555125-0.00653227j -0.0108274+6.90545e-05j 0.00624008+0.0260865j -0.0075938+0.000191779j 0.00600367+0.0111089j -0.000702723+0.0123788j 0.00774632+0.00343416j -0.000360915-0.00169125j -0.0140313+0.0125603j -0.00928506-0.0025828j -0.00550123+0.0182211j 0.0269696-0.0248043j 0.00655629-0.0326338j 0.00175442-0.00258766j 0.00760169+0.00531637j -0.0100417-0.00815671j -0.000263166-0.0112791j 0.00655701+0.000959082j 0.0017628+0.00313211j -0.00586139-0.00531934j -0.00322452+0.00269218j 0.00702599-0.00101908j -0.00638163+0.00463952j -0.0117162+0.00250425j 0.0083014+0.000512485j 0.0125053+0.000482977j -0.00471555-0.00362851j 0.000685497-0.00212313j 0.0034706-0.00188921j 0.00669308-0.00339027j -0.0209954-0.000167128j -0.00321338-0.000472363j -0.000465172+0.00164308j 0.00862047-0.00134755j -0.00985659-0.00140011j -0.00311739-0.00240726j 0.00299479-0.0051193j -0.000240275+0.00545742j -0.00199555-0.00791913j -0.00185495+0.00284106j 0.00569987+0.00326542j 0.00568965-0.000351687j -0.00123859-0.00465292j 0.000913004+0.00785613j -0.00841429-0.00640324j -0.00938958-0.00682561j -0.00907451-0.00374284j 0.00107328+0.00145743j -0.00266287+0.00764451j -0.00405431-0.00121152j 0.0144379+0.0145747j 0.00844819-0.00878131j -0.0190486-0.0184438j -0.0165331-0.000328607j 0.00525571+0.0186985j -0.00124074+0.000926914j -0.00435264+0.00239639j 0.00104321-0.00444811j 0.00284938-0.0038419j 
0.00177389-0.000588342j -0.00332395+0.00979544j -0.000646234-0.00250333j -0.00151698+0.009955j -0.00641995+0.00963821j 0.00719315+0.0018677j 0.00261665+0.00159273j 0.00878096-0.0101535j -0.00796052+0.00882695j 0.00205709+0.00195373j -0.0039408+0.000325919j -0.00422487-0.00114197j -0.00149751-0.00343827j -0.00670709+0.00503777j 0.011616+0.00153864j -0.00924058-0.0112588j 0.000453829-0.00363325j -0.0036518-0.00655488j 0.0141591-0.00100125j 0.00477897+0.00974085j 0.00637556+0.0164249j -0.025169-0.00537983j 0.0137534+0.0130326j 0.0137639-0.0219487j 0.0131394+0.0130864j -0.00199682-0.00368006j 0.00854892-0.000455091j 0.0309894+0.0247601j -0.0128101-0.000548747j -0.00127614-0.0074607j 0.00734633+0.00139554j -0.00514649+0.00359912j 0.000249725-0.00285981j -0.00343103-0.00262186j -0.00316813-0.00435255j 0.00565548+0.00235411j 0.00109536+0.000292081j 0.000456791+0.00306241j -0.00693724-0.00790401j 0.00145391-0.000404371j -0.00431403+0.00126455j -0.00360708-0.002515j -0.00264796+0.000418187j 0.00794186-0.00106595j -0.00300154+0.00104227j 0.00491324-0.0024445j -0.00763278-0.00672897j 0.0123396+0.00605304j -0.00197279-0.0025676j 0.00370788+0.00180467j 0.00784383+0.0072j 0.0041795-0.00586865j 0.00355223-0.004085j 0.00782391-0.00131988j 0.00720018+0.00933288j 0.00307866-0.00500483j 0.00859259+0.0231325j -0.00125216-0.000702323j 0.00672323+0.00276225j 0.00765322+0.015094j -0.000223806-0.00582928j 0.00419274+0.00297536j -0.00340092-0.0119928j -0.00308985+0.00247435j -0.00099151-0.00845507j -0.00210372+0.0190088j 0.00144748-0.0105025j -0.0116444+0.00678627j -0.00744984+0.00408092j -0.00758151+0.00839969j 0.00388391-0.00476201j -0.00211201-0.00139435j 
0.00112454-0.00312445j 0.000759076-0.00286319j 0.00397097-0.00156144j 0.00341639+0.00050819j 0.00982896-0.000419046j -0.0112386-2.46865e-05j -0.00670682-0.00401467j -0.00239299+0.00828896j 0.0026577-0.0101755j -0.00314537+4.46321e-06j 0.000486901-0.00322113j 0.00121813-0.00361936j -0.00545164-0.00926656j 0.0100912+0.0228061j 0.00933925+0.0163514j 0.0074476+0.0123736j 0.00134677-0.0151476j 0.00807827-0.0113643j 0.00181283+0.00284663j 0.00471335+0.000709749j 0.00588165-0.0236398j -0.00619825+0.00894408j 0.00276789-0.00579349j 0.00496977-0.0185072j -0.00162052-0.0333186j -0.0255492-0.00119382j 0.00569971+0.00957526j -0.0058333-0.00236955j 0.00162783-0.00267238j 0.00274555-0.00227372j -0.00248307+0.0017768j -0.00151395-0.00275847j -0.0023365-0.00046435j 0.00497094+0.00494762j 0.0072677+0.00384753j -0.00338911+0.00252992j -0.0118432-0.00596742j 0.00381283+0.0024656j 0.0011837+0.00526194j -0.000580756-0.00419656j 0.00566955-8.14128e-05j 0.00503288+0.00497632j -0.00307697+0.002844j -0.00214533-0.00644386j 0.0113848-0.00153224j 0.0137545+0.0022789j 0.00185408-0.00104972j 0.00302586+0.00233682j 0.0212914-0.000732991j 0.0047593+0.00717355j -0.00173325+0.00905467j 0.00682565-0.00478213j 0.00523603+0.00480409j 0.000117165+0.00971073j -0.0044943+0.005806j -0.00742587+0.00040867j 0.00201958-0.00149108j 0.01138-0.00466137j 0.00653657-0.00636957j 0.00805449+0.0140346j 0.00733811+0.00696799j -0.00911981-0.00381278j -0.0108921-0.0175221j -0.0103294+0.000752705j -0.00116069-0.00435618j -0.00471233-0.00420651j 0.00630093+0.0104765j 0.00457186+0.00999353j 0.00114223-0.00616141j 9.599e-05-0.000631286j -0.00195683-0.000109307j -0.000436105-0.000231583j 
0.00123983-0.00278281j 0.00650241-0.00365252j 0.00299148+0.00427456j 0.00277711-0.0055206j 0.00250141-0.00534868j -0.00274664+0.00442918j -0.00364551-0.00327515j -0.0024416+0.00324413j 0.00838512-0.00627693j -0.00356425+0.00614059j 0.00882028+0.0166185j 0.00537625+0.00110862j 0.00154055+0.00181849j 0.00617471-0.00894091j 0.00919416-0.0189016j -0.00775037+0.00170815j 0.0111061+0.00816287j 0.00818241+0.000478217j 0.0105434-0.0141336j 0.0207374-0.00940327j 0.0265889+0.00693138j -0.00729622-0.00504381j 0.00596257-0.0138443j -0.0236218+0.00881449j 0.00930726+0.00500657j -0.0158812+0.00559997j 0.0122308+0.00238007j 0.00128651-0.00150233j 0.00651855-0.0105851j 0.0159637+0.00933249j -0.0105934+0.00154376j -0.00821485-0.0083908j 0.000393736+0.000948376j 0.00767853+0.000342604j 0.000414276+0.00761521j -0.00345279+0.000734765j 0.0014016-0.00608935j -0.00306604-0.0027932j 0.00210465-9.79914e-05j 0.00015227-0.00125641j 0.0002486-0.000464414j 0.0028956+0.00286926j 0.00273374-0.00161636j -0.000561105+0.006347j -0.00591286-0.00279643j -0.00737064+0.00938995j 0.00194122-0.00435195j -0.00504728+0.015267j -0.00741334-0.00892039j -0.00735969+0.0099517j -0.00356171+0.00481109j -0.00187435-0.00785876j -0.0025518+0.00425236j -0.0129714+0.0181802j -0.00216217+0.0101838j 0.00211504+0.0100387j -0.00307766+0.00544231j 0.00136471-0.000982637j -0.0109802+0.00537671j -0.0157185+0.0149783j -0.00318756-0.00187291j 0.00122973+0.00642155j 0.0130595-0.00314635j 0.00175679-0.00709929j 0.00953324-0.0061452j 0.00530108+0.00622944j 0.00293845-0.00830606j -0.00182378+0.00243914j 0.00181325-0.0136618j 4.03896e-05-0.00234031j -0.000926572-0.000725828j -0.00189892+0.00653062j 
0.000801635-0.00125455j -0.00268258+0.00354497j 0.00344889-0.0042774j 0.0001737+0.00241722j 0.00505231+0.000162097j -0.00723038+0.00582283j 0.00127684+0.00321068j -0.00471076-0.000528868j 0.00584772-0.00342137j -0.00119569+0.00275176j 0.00213848+0.0055623j 0.00220665+0.00188904j 0.0123564-0.011951j -0.0213982-0.00774437j -0.00663622+0.00131213j 0.0183318-0.0178492j 0.014456+0.0103861j 0.0136798+0.000318815j 0.0130055+0.00176368j 0.00486816-0.00571934j 0.0113652+0.0208389j 0.0152155-0.0105036j -0.00167065+0.0176816j 0.02423+0.0106812j -0.0137094-0.00374672j -0.0230758-0.00262578j -0.00232051+0.00462844j -0.00306063-0.000617421j -0.00255649+0.00371887j -0.00285927-0.00320945j 0.00222529+0.00185172j -0.000470349+0.000417759j -0.00251902-0.00332745j -0.0036631+0.00184195j 0.00298221+0.00412505j -0.00371433-0.000585694j -0.00129065-0.00571974j -0.000251802+0.00540265j -0.000409464+0.0116365j 0.00117293-0.00220496j -0.00560273-0.00144534j 0.00213221+0.000135902j 0.00443099+0.00228425j 0.00311937-0.0162175j -0.00954765-0.00727674j -0.00974548-0.00444169j -0.00117736+0.00144777j 0.00173444-0.0099727j -0.00529991-0.0155522j 0.00169664-0.00192912j -0.00121795-0.0043699j 0.00327224-0.00435286j 0.00104191-0.0135192j -0.00616014+0.00305343j 0.00142438+0.00545236j 0.0106663+0.00958313j 0.00291276-0.00759047j 0.00309037-0.0162849j 0.00530402-0.00831307j 0.00416887-0.0164723j -0.00864376-0.00406879j -0.00526271+0.00637326j -0.00189509+0.00929777j -0.00798755+0.0106669j 0.00113507-0.00235359j 0.00947408-0.0127214j 0.00505716-0.00596388j -0.00668197+0.00496728j 0.00150638-0.00190658j 0.00126363-0.00197283j -2.07388e-05-0.000645292j -0.00186263-0.00202803j 
-5.82105e-05+0.000623699j -0.00190968+0.00266533j -9.86282e-05-0.00160515j -0.00232267-0.00375316j -0.00033266-0.00405391j -0.000396978+0.00762186j 0.000430974+0.00797279j 0.000374981-0.00800271j 0.00952549+0.0134752j -0.00874874+0.00159762j -0.0138817-0.00156257j -0.0132692-0.0080512j 0.0131506+0.00711404j 0.0280083-0.00290472j 0.0189884-0.000382035j 0.022613-0.00532511j -0.013317+0.0120226j 0.00239131+0.009184j 0.0126283+0.00458815j 0.00821811+0.0112653j -0.0296427+0.00473668j 0.0196679+0.0218551j -0.00521863+0.00860641j -0.00890003-0.00143809j -0.0233188+0.00477695j -0.0104873+0.000784982j 0.00314205+0.00128946j -0.0017309+0.0024148j -0.00247405+0.001864j -0.00272749-0.00120621j 0.00129142-0.000238013j 0.000832389+0.00190939j -0.000564127-0.00211254j -0.00842264-0.00100276j -0.00181777+0.00212173j 0.000168737+0.00062941j 0.00353228-0.00570977j -0.00265921+0.00180155j 0.00798158+0.0085244j 0.00421625+0.00289868j 0.00542537+0.00562725j 0.00126817+0.000272874j -0.00541622-0.00363731j -0.000992195-0.0124355j 0.0079335+0.0130558j 0.00877127+0.0209378j -0.00432698-0.00635809j -0.00324377-0.00543878j -0.0125999+0.0114035j 0.00492462+0.00479151j -0.00445345-0.00420522j -0.00072568+0.000638545j -0.00652639+0.00159268j 0.00567814+0.0134242j 0.0066461+0.000147593j 0.00378942-0.0123437j -0.00745336-0.00456652j -0.00386762-0.00217313j 0.00711377+0.00435763j -0.00430678+0.0117569j -0.00368176+0.0159225j 0.00628095-0.00413122j 0.00303573-0.0127577j 0.00745089+0.0168766j 0.00377403-0.00461119j 0.00738563-0.00658474j -0.00210049-0.000236678j -0.00674761+0.00177522j 0.00320307+0.000301244j 0.000850584-0.00266837j 0.00172828-0.000631088j -0.000480137-0.000915891j 
