0.000908696+0.00201361j -0.00201346+0.000815352j 0.000773985+0.000209353j -0.000998917+0.00064636j -0.000823704-0.00142284j 0.000680519+0.000698924j 0.000236375+0.000766961j -0.000782349+0.000511818j 0.000735553+0.000111099j -2.80235e-06-0.00104806j -0.000125897+0.000567812j -0.000556746-0.0015187j 0.000300697-0.000861823j 0.00108538-0.000426415j -0.000503354+0.000490392j 0.000255725-0.000846659j -0.000356913+7.00804e-05j 3.13283e-05-0.000552635j 0.000550079+0.000297337j -0.000326955+0.000408756j -5.20571e-05-0.000764099j 0.000528366+0.000631306j -0.0010433+0.000161932j -0.000447483+0.000595601j 0.000451435+0.000397084j -0.00118716+0.00137779j 0.000140456+0.000609533j 4.59384e-05-0.000624784j 0.00176823-0.000680035j -0.000109053+0.000737296j 0.00148083-0.000310514j -0.00112115-0.000642504j -0.00111239+0.000527114j 0.00069987+0.000176241j -0.00109475-0.000933748j 0.000655068-0.00130228j -0.00122408+0.000291647j -0.00140572-0.00052493j 0.000131438+0.000325623j -0.00147957-0.000857475j -2.44137e-05+3.61411e-05j 6.66736e-05+0.000616749j -7.54843e-05-0.000876219j 0.000632688+0.000263512j -0.00098806-0.000478293j -0.000991871+0.000474959j 7.63748e-05-0.000746376j 0.000553988+0.00123917j -0.000407194+0.000908969j 0.000654734-0.000247811j 0.00149544+0.0017727j 0.000100077+0.00200529j -0.00121253+0.0014905j 0.000659559+0.00102987j -0.00301338-0.00440464j -0.00442836+0.00311023j 
0.00406977+0.0006591j -0.000355199+0.00415662j 0.00110493-0.00108786j -0.000428787+0.000111918j 0.000582247-0.00586958j -0.00297627+0.00468392j -0.00198533+0.0023191j -0.00371824+0.00331436j 0.00624307+0.000552391j -0.00151634+0.00263234j -0.00192423-0.00124277j -0.00506894+0.00166741j -0.00361644-0.00185477j -0.0002215-0.00111185j -0.00565334+0.00361917j 0.00597897+0.00341257j -0.00183683-0.000539969j 0.00395718-1.88883e-05j -0.00322805+0.000901087j 0.00188854+0.00491419j 0.0034189-0.00233828j 3.92909e-06+0.000543414j -0.000254755-0.000726923j -0.0010184+0.00560034j 0.000224679+0.00550463j 0.0031411+0.00179478j 0.000462968+0.000736299j 0.0002996+0.00192796j 0.0019118+0.00403221j -0.000839793+0.000895911j -0.00259135-0.000380194j -0.00168249-0.00337427j -0.00113405+0.000105245j 0.00249301-0.00207983j -0.00248746+0.00261097j -0.00290124+0.00182607j -0.000431319-0.00155593j -0.00489686+0.000645095j -0.000845641+0.00251649j 0.00356654-0.000491387j -0.00084285+0.0029944j 0.00012946-0.00374015j -0.000347495+0.000984725j -0.000359873+0.00180654j 0.00370037-0.0031696j -0.00471426-0.00223335j 0.000932595+0.000543532j 0.000611793+0.000524306j 0.00128935+0.00237268j 0.00139777+0.000862086j 0.00108732+0.00323953j -0.00135193+0.00280347j -0.00400935-0.00243685j -0.00283577+0.00300579j -0.00184356-0.00133073j -0.00123259+0.00184692j 
0.00356972-0.00171737j 0.00165566+0.00348151j -0.00020367+0.00188148j -0.000765987+0.00105433j -0.00462589-0.00147937j 1.29322e-05+0.00253123j -0.00290846+9.19032e-05j -0.00393148-0.00351713j -0.00457411-0.00444264j 0.00284574-0.00201465j -0.00254705+7.35702e-05j 0.0081181-0.00390796j 0.00540146-0.00234156j -0.00270005+0.00363598j 0.000272378-0.000885178j 0.00090343-0.000500936j -0.00459036-0.000520957j -3.36637e-05+0.0047656j 0.00963862-0.00249922j -0.00166919+0.00140926j 0.00119327+0.0033401j 0.000453386-0.00516903j -4.47936e-05-0.00528626j 0.00466831-0.00215154j -0.00061736+0.00123497j -0.000492595-0.00156257j -0.00137678-0.00376038j 0.00140899-0.00125502j -0.00527475+0.00408084j 0.00159352-0.000441237j -0.00164598-0.00508454j 0.00207549+0.0010445j -0.00109926-0.00488667j 0.0010434-0.000314624j 0.0032758+0.00132124j 2.25256e-06+0.00424032j 0.00392707+0.00162244j 0.00112868-0.00679298j -0.00136817-0.00188657j -0.000454416+0.0014475j -0.000170597+0.000145949j -0.00134166-0.00152106j -0.00226987-0.00483092j -0.00586018+0.000665249j 0.00304701+0.00169601j 0.00205438+0.00177708j 0.00571537+0.00227903j -0.00186757-0.00132172j -0.00140971+0.0044051j -0.00131869-0.00132311j 0.00272413+0.000750705j 3.09033e-05-0.00165803j 0.000100894+0.00307398j 0.00194389+9.34508e-05j 0.00202431+0.000297963j 0.000496063-0.00215395j 
-0.00161088+0.00601736j -0.00588735-0.001812j 0.00320124+0.00217384j -0.00587909+0.00272806j -0.000299894-0.00701721j 0.00172779+0.00138998j 0.00114392+0.00451017j -0.00110641-0.00114674j -0.00066701-0.0016084j -0.00332587-4.02601e-05j -0.00439112+0.00478882j -0.00574595-0.00300885j 0.00440953-0.00155642j 0.00485882+0.00243835j 0.00142695+0.00196838j -1.16356e-06-0.00225488j 0.004068+0.00441137j 0.00179968+0.00170465j -0.00391631+0.00218926j 0.00148982+0.00192236j 1.48958e-05-0.00244405j 0.00292054+0.00174147j -0.000243889+0.0025698j -0.0015158-0.000179956j 0.00239061+0.00115651j -0.00505457+0.00128027j 9.48433e-05+0.00290586j 0.00144765-0.000548979j -4.34268e-05-0.0033823j 0.00279575+0.00241066j -0.00083925-0.00190025j 7.89019e-05+0.00309222j 0.00163044-0.00445895j 0.00463277+0.00653539j -0.00158438+0.00308618j -0.0013691+0.00636108j 0.00205304-0.00105291j 0.00336426-0.000570457j 0.00289336-0.00131949j 0.00338126-0.000183923j 0.000915251+0.000599386j -0.00142609-0.000878742j -0.0034061-0.00112929j 0.000859347+0.00218451j 0.00204345-0.00225765j -0.00226078-0.000521589j 0.000191954-0.00213842j 0.00597554-0.00286613j 0.00181933+0.00280156j -0.000554748+0.00434213j -0.00173439+0.0034733j -0.000569444+0.00473568j -0.00297341+0.00141205j 0.000850673+0.000842372j -0.00421688-0.000779892j -0.000972856+0.00457011j 
0.0013103+0.00019028j 7.03653e-06+0.00120379j 0.000418864+0.0011373j -0.0033145+0.0010112j -0.00151004-0.00194633j 0.00283534+0.00285238j 0.00051716+0.000816223j 0.0036357-0.000918435j -5.53866e-05+3.68801e-05j -0.000113465+0.00303404j -0.00167773+0.00176923j 0.00131828+0.00182704j 0.00167635+0.00376826j -0.00129137-0.00165445j -0.00232545-0.00625441j -0.00254492+0.000637196j 0.000536191+0.000966913j 0.00371391+0.000793389j -0.0028893-0.000313723j -0.0020682-0.00101041j -0.00326492-0.00185733j 0.00192214+0.00119592j -0.0049993-7.00581e-05j -0.00666634-8.29376e-05j -0.00207233+0.00112328j -0.0015803+0.00415788j 0.00289827+0.00341034j 0.00314489+0.00112363j -0.00232116+0.00274638j 0.00507418+0.0020417j 0.00393252-0.00291496j 0.000881619+0.00169366j -0.00135149+0.00573781j -0.00106302+0.00525857j -0.00240797-0.00139176j -0.0032886-0.00174057j -0.000577166-0.000911259j -0.00324744+0.00396538j -0.00207684+0.00277101j 0.00123963+0.0042399j 0.000883514-0.0025943j 0.00525727+0.00018569j 0.00168156-0.00264333j 0.00296467+0.000547429j -0.00379507+0.00354637j 0.0028977-0.000499859j -0.000939147+0.00190586j 0.000531918+0.00336816j -0.00129336-0.00294385j -0.00236435-0.0024607j -0.000524572-0.00212474j -0.00310524+0.000752278j 0.000353157-0.00132845j 0.00126801-0.000167404j 0.000524466-0.00117935j -0.00141998-0.000644504j 
-0.000504939+0.000534011j -0.000489744-0.000358576j 0.000761541+0.00012362j 0.000273529-0.000884522j 0.00286739+0.00117369j 0.000124237-0.000197913j -6.9295e-06+0.00150095j 0.000415049+0.00103356j 0.00105125+0.000397697j -0.00146281+0.000755176j 0.000414721-0.00160896j -0.00149831+0.000247603j 0.00203233+0.000327273j -0.000125701-0.000684783j -0.00155232-0.000299107j 0.000437698+0.00197324j -0.00259477+0.00216696j 0.000443672+0.000893704j 0.000978242-0.000566026j 0.000941075+0.00182255j -0.000474657+0.00111663j -0.00131657+0.000859615j 0.000501383+0.00103042j 0.000575489-0.000999662j -0.00405061+0.00200832j 4.74927e-05+0.000467356j -0.00123251+0.00234405j 0.000472201-0.000190482j 3.89619e-05-0.00115375j -0.00224204-0.000266826j 0.000457426-0.000899109j 0.00302393-0.000351431j -0.00049734-0.00314801j 0.000190917-2.9498e-05j 0.00161035-0.000716317j -0.000457376-0.00127077j -0.00069283-0.000658592j -0.0015193-0.00107646j 0.00173085-0.00165061j -0.00358769-0.0020041j -0.000704582-0.00284898j -0.000374113-0.00238758j 1.05398e-05-0.000621176j 0.00225511-0.000205616j -0.000423981-0.00205968j 3.09482e-05+0.000205007j 0.00124012+0.000414697j -0.00131713-0.000975098j 0.0014001+0.000545414j -0.000289662+0.000918773j 0.000295481-0.000118099j 0.000634603-0.00058312j 1.75205e-05-0.000141818j -0.00103063+0.000455988j 0.000576573+0.000675914j 0.000759126-0.000549802j 
0.00152346+0.00532052j -0.00532915+0.00135718j 0.00200113-0.000229146j 0.00060931+0.00291918j -0.000686863-0.0023606j -0.00172545-0.0028624j 0.00189519-0.0018804j -0.00101601+0.000129424j 0.00316631-0.00411261j 0.0015585-0.000519136j 0.00108913+0.000385894j -0.00126935+0.000671803j 9.96561e-05-0.00356085j -0.0040554+0.0011007j -0.00478935+0.00630008j 0.0041342+0.000819175j -0.00180155-0.000483572j -0.000120266-0.00034827j 0.00215868+0.0014416j -0.00320389+0.00512537j 0.00414143+0.00674692j 0.00287442-0.000609185j 0.00314391-0.00422764j 0.00389961+0.00466127j -0.000935694+0.000484844j 0.00040246-0.00422057j -0.00446523+0.00446429j 0.00468704+0.000205899j 0.00954266+0.000759839j -0.00643415-0.0019176j -0.00210544+0.000194151j 0.00307168-0.0028394j -0.00126657+0.00301243j -0.00340265-0.00632142j -0.003426-0.00021947j 3.92334e-05-0.00423152j -0.00307862-0.00501327j -0.00571757+0.00362615j -0.000380132-0.0005004j -0.00129306+0.00318868j 0.000273821-0.000530175j -0.000573692+0.00101281j 0.00192452+0.000444805j -0.000467995+0.00300654j 0.00218773-0.000808789j -0.00176918-0.00275351j -0.00233245-0.00257188j 0.00310054+0.00281375j 0.00294443-0.0012565j 0.00133909+0.0002435j -0.000980324-0.000204515j -0.00155696+0.000138744j 0.000763821-0.00038828j 0.000971866-0.000143301j -0.000253291-0.000595938j -0.000748146+0.000157225j 
-0.000437872-0.00138665j 0.00132929-0.000332695j 0.000184309+0.00150299j -0.000791634-0.000846019j 0.000949342+0.00387946j 0.00178068+0.000832394j -0.0012489-0.000177357j 0.00296782+0.00113863j 0.00013333+0.00540087j 0.00248536-0.00312643j 0.00472622-0.00226449j 0.00298597+0.00187218j -0.000681222+0.00251063j 0.00432723-0.000668666j -0.00284525-0.000262741j -0.00158319+0.00256926j -0.000434258+0.00137587j -0.00122-0.00489356j -0.00214705-0.00184225j 0.00270455-0.00208386j 0.00182456-0.0013114j -0.00332787+0.00177596j 0.000689788+0.00541012j -0.000120094+0.000382662j -0.000214899-0.000370946j 0.00206702+0.00156914j 0.00422302-0.00231778j -0.00155433+0.00291738j -0.00200203+0.00132904j -0.000436956+0.00220397j -0.000689939+0.00295j -0.00296762-0.0010981j 0.00229387-0.00075806j 0.000323367-0.000880603j 0.00250908-0.000496825j 8.23206e-05-0.000216451j 0.000219366+0.000913948j 0.00188381+0.00099522j -0.00101487-4.03644e-05j -0.000355044-0.000373837j -0.00107638-0.000279918j 0.000130308+0.000138711j -0.00023387+0.00183975j 0.000318405-0.000951001j -0.000399604+0.00150867j 0.000288984+0.00185697j 0.000230958+0.00196888j -0.00052564-0.00140213j -0.000308276+0.00122511j -0.00210979-0.000230412j 0.00122374-0.00120039j 0.000733704-0.000136872j 0.0010365+0.000768966j 0.00036535-0.00101137j 0.0025677+0.000599361j 0.000676086-0.00255549j 
0.00108629+0.000725535j -0.000886284+0.001159j 0.00127775+0.00329273j -0.00266058+0.00129389j -0.000378418+0.00229654j -0.000100522-0.000884053j 0.000116779-0.00168276j 0.00081736+0.00010915j -0.00242961+0.00362931j 0.000784025+0.00121102j 0.0031553+0.00130231j -0.00155161-0.00143598j 0.0009616+0.00391445j -0.00129398-0.00346342j 0.000620017-0.000184057j 0.00266807+0.0004289j -0.00402632+0.00101788j -0.000637498+0.00199808j -0.000908781+0.001319j -0.00228617-0.00054852j -0.00246583-0.00407686j -0.000807325-0.000129508j -0.00132323-0.00226186j -0.00128735-9.95943e-05j -0.00524333+0.00133553j 0.000928183+0.00129407j 0.000157951+0.000551002j 0.00360148+0.00140635j 9.24657e-05+0.000280816j 0.00144548-0.00173652j 0.0041778-0.0011175j 0.00102406+0.000519007j -0.00276432-0.00160135j -0.0011409+0.00179837j -0.00052252-0.000338848j -0.00146103-0.00102669j -1.47084e-05+0.00127311j -0.00362744+0.0025299j 0.00172003-0.000100223j 0.0017072-0.00266425j 0.00044884+0.000529492j 0.000348026-0.00104621j 0.00317934-0.00159114j 0.00403053+0.00349775j 0.000153311+0.000954392j 0.00286578+0.0018396j -0.00184884+0.00130486j 0.001222-0.000919989j -0.000118817+0.00274081j -0.00150631-0.000109891j -0.00167693-0.000932648j -0.00142218-0.00336789j 0.000750924+0.00119212j 0.00173361+0.000792289j -6.50531e-05+0.000584533j 0.000577803-7.50717e-05j 
0.000395572+0.00153006j -0.00127683+6.96661e-05j -0.00424567-0.00615327j 0.00512811-0.00308107j -0.00064273+0.000572011j 0.00291493+0.00171167j -0.00129898-0.00209735j 0.00576484-0.00812785j -0.00803626-0.00480794j -0.000145755-0.000564767j -0.000152542+0.0111921j 0.00293094+0.00185323j 0.00569931+0.0019682j 0.00320549-0.00438042j 0.00338938-0.00204512j 0.00105318-0.000581002j 0.000270626+0.000647284j -0.00421352+0.00234077j 0.00313154-0.000836376j -0.0026473-0.00187669j -0.000622086+0.00496527j 0.00445285+0.000354872j -0.0012892-0.00354123j -0.000811623-0.00138916j -0.00310425-0.00274768j 0.000993258-0.00285316j -0.00415187+0.000102989j 0.000429182-0.00189876j -0.0008586-0.00256676j 0.000418784-0.00272509j 0.000386686+0.00113169j 0.00184524+0.00175458j -0.00193724-0.000911846j -0.0017398+0.00124834j -6.08461e-07-0.00120634j 0.00315574-0.00362021j -0.00170961-0.00177952j 0.00597467+0.000919327j 0.00232537-7.07717e-05j -3.88289e-06-0.00183472j 0.000308126-0.00276249j 0.000964003+0.00145025j 0.00411397-0.00170072j -3.75827e-05-0.00093413j -0.00123701+0.00540553j 0.00340457+0.00103737j -0.00125863+0.00282523j 0.000456606-0.00045333j -0.00407823-0.000966667j -0.00339167-0.000480903j -0.00280589-0.00285316j 0.00107331-0.000793923j 0.00173447-0.00093642j -0.000419134-0.00298195j 0.00322967+0.0010308j 0.000911805-0.00313674j 
-0.000600968+0.00218911j -0.00222534-0.000468929j -0.00326356-0.00151236j 0.00164961-0.00372494j 0.00206731+0.00362758j 0.00284682+1.8069e-06j 0.000122969+0.00136515j 0.00349513+0.00352908j 0.00214973-0.000274703j -0.00108114+0.0040773j -0.00150681-0.00319064j -0.00386991+0.000602555j 0.000743094+0.00485705j -0.00345249+0.000567605j -0.00302557+0.0016315j 0.000266959-0.00377582j -0.00279097+0.00184053j -0.00187269+0.000523946j -0.00231208+0.00281311j -0.000844366+0.00560023j -0.00214027+0.000515305j -0.000334052+0.00260176j -0.00184391+0.00210488j 0.00458269+0.000604996j -0.00067427+0.000646269j -0.00155273-0.00305984j -0.00260273-0.000413799j 0.000965555+0.000460298j -0.00188891-0.000610183j -0.00248891+0.000446832j 0.000362013-0.00125279j -3.27794e-05+0.0010623j 0.000512463-0.00217668j -0.000719019-0.00232876j -0.00107482+0.0015966j 0.00171777-0.000190715j -0.00127135-0.00131703j 0.000558107+0.00176769j 0.00180793-0.000222044j -0.000726428-0.0046653j 0.00179732-0.000284367j -0.00255218-0.00207008j -0.00151835-0.00427741j -0.000159164-6.8522e-05j 0.00103284+0.000123785j -0.00085648+0.00301707j 0.00297935+0.000235269j 0.000745714-0.00079779j -0.00315811+0.00268182j -0.000487096-0.00341848j 0.00339078-0.00010238j 0.00104661-0.000676078j -0.000638166+0.000128481j -0.0005348+0.000502234j -0.000390936-0.000486297j -0.000261319+0.000359487j 
0.00411306+0.00470874j -0.00464475+0.00395504j 0.000658041+0.00342279j -0.00412651+0.00149791j -0.000886195-0.00492325j 0.00108424+0.000853312j -0.00200775+0.00356914j -0.00455617-0.000923141j 0.00416262-0.00196991j 0.00165622-0.00553257j -0.00189453+0.00331914j -0.00107685-0.00142058j 0.00150403+0.00193782j 0.00368506+0.00114055j 0.00298179+0.00328735j -0.00133337+0.00396458j -0.00578671-0.00220923j 0.00269203+0.00299674j -0.00187869+0.00620817j 0.000144883+0.00251822j 0.00423502+0.000866124j 0.00304634-0.00363736j -0.000712501-0.00170443j 0.00297329+0.00309722j -0.00224304-0.000891013j -0.00217456+0.00138536j -0.00153273+0.00444205j 0.0011477+0.00290012j 0.00479857+0.00438635j 0.000154451-0.00228627j -0.000174801+0.0019521j -0.00186552+0.00395338j -2.84548e-05+0.000965786j -2.25272e-05-0.00105568j -0.000461643+0.00381906j 0.000253547-0.00485069j 0.000325372-0.00230254j -0.000628479+0.00251106j 0.00114989-0.00122642j 0.00142252-0.00171486j 0.00286053-0.000323277j -0.000803744+0.0027749j -0.000828914+0.00109446j 0.00231802+0.0076634j 0.00495043-0.00410353j -0.00293775-0.00145315j 0.000649036-0.0028029j 0.00410228+0.00200863j 0.00381353+0.00185431j -0.000267272+0.000293451j 0.000549506-0.000123704j -0.00238341+0.00177067j -0.00305445-0.0018002j -0.00076639+0.0030844j -0.00387188-0.000277645j -0.000359275+0.00371757j 
8.96879e-05+0.0025123j -0.0026412+0.000104454j -0.00270739+0.00028806j 0.000874388-0.00174424j 4.87559e-07+0.00516638j 0.00698602+0.000428808j -0.0028006+0.00464989j -0.00216249-0.00105501j -0.000949891+0.00334377j 0.0039845+0.00326269j 0.00110606+0.000639692j -0.00246654-0.0016644j 0.00170972+0.00290342j -0.00637293+0.00281781j -0.000934252+0.0050358j 0.00135208-0.00654355j -0.000175108+0.000874109j -0.0019567+0.00244043j -0.00406532+0.00224552j 0.00077836-0.00215137j -0.00262599-0.000758461j 4.02701e-05+0.000763977j -0.00254925-0.00130464j 0.00326627+0.00149596j 0.00340389+0.00263772j 0.000808864-0.00219331j 0.000125812-0.00220468j 0.000730458-0.00119735j -8.15683e-06+0.00230098j 0.00146439+0.00120226j 0.00440852-0.0014379j -0.000683648+0.000532918j -0.00133958+0.00174458j -0.00225937-0.0027383j -0.0052735-0.00271553j 0.00116914+0.000796698j 0.000378133+0.00557418j -0.000338654+0.00303721j -0.00337832-0.00172388j 0.00370486-0.000524783j -5.33044e-05+0.0013864j -0.00563798+0.0018345j 0.000345732-0.00395333j 0.00145137+0.00111768j 0.0010991+0.00151028j 0.0024167-0.00101949j -0.00321606-0.00159426j 0.00170602-0.00266796j 0.00103788+0.00129714j -0.00190382-0.00203678j 0.00257548-0.00114892j -0.00168583+0.00304481j -0.00101011-0.00224972j -0.00103855+0.000226877j 0.00103089+0.000578873j 0.000548535-0.00104794j 
-0.000416969-0.00539253j 0.00542524-0.000288292j -0.00134965-0.0062198j 0.00695808-0.00258574j 0.00461099+0.00220366j -0.00508504-0.00419409j 0.0015431-0.00450068j -0.00138847-0.00171813j -0.0102551+0.00404891j -0.00471851+0.00764741j 0.000265442+0.00342833j -3.42133e-05-0.00729418j -0.00293946+0.00751152j 0.000413263-0.00695151j 0.00142869-0.00131862j 0.00180773-0.00145746j -0.00447904+0.000841888j -0.00376197-0.00227753j -0.00597303-0.00359685j 0.00425816-0.00715608j -0.00398879-0.00437559j 0.00062052+0.00111598j -0.00424424+0.00567647j -0.00161607-0.00119183j 0.00190105-0.00186339j 0.00311202+0.00287797j -7.72858e-05-0.00459197j -0.00858022-0.000908513j -0.00275641+0.00374167j 0.00453625-0.00151944j 0.00195176+0.00285101j -0.000393616+0.00192425j 0.00268037+0.000326592j 0.00191648-0.000705372j 0.00335963-0.00120509j -0.000618117-0.00412032j -0.00135033+0.00418499j 0.00150966-0.00123966j 0.00125815+0.00016577j 0.000718182-0.00303644j -0.00150638-0.000325056j -0.00449257-0.00366874j 0.00168811+0.00129976j 0.00233171-0.00163388j -0.00347606+0.00130018j 0.00104347+0.00166539j 0.000311545+7.29704e-05j -0.00326314+0.00101421j -0.00144807-0.000283317j -0.000378826-0.000323359j -0.000542301-0.00130315j 0.000764757-0.00405208j 0.00367904+0.000460548j 0.000107148-0.00220204j 0.00286686-0.000234264j -0.000120073-0.00290166j 
-0.00133997+0.00191433j -0.00190874-0.00132869j -0.00019324+0.00098948j -8.67714e-06+0.000291242j 0.00249689+0.000124412j 0.00145366-0.00473887j 0.00158003+0.00248798j -0.00137562-0.00387029j -0.00230061-0.00611459j -0.00431906+0.00140903j -0.00294825+0.000866901j 0.00325338-0.00186328j 0.000222593+0.00239233j 0.000721103-0.00164408j -6.16739e-05+0.00294478j 0.00268118-0.00118816j -0.00148872-0.00203436j -0.00360158-0.00109585j 0.00193828+0.00228382j 0.000642415-0.00143438j -0.00203173+0.00125814j 0.00283995+0.00176739j 7.23867e-06-0.000431105j 8.59721e-05+0.000769315j 0.00279302-0.00165684j -0.00128555+0.000254964j -0.00288079-0.00197882j -0.000292531+0.000452768j 0.00118179+0.000248253j 0.00201806-0.00110631j -0.000486991-0.00304367j 0.00143157+0.00123341j 0.00314807-0.000111304j -0.0006564+0.00239466j -0.00165349+0.00126135j -0.00231681-0.00308303j -0.000570903-0.00185571j 0.000172461-0.00217242j 0.0014796+0.000555009j -0.000773332+0.00139453j -0.00435031-4.1492e-05j 0.000765128-0.00341987j 0.000351077+0.0018659j -0.00041208-0.000620589j -0.000244774-0.00185666j -0.00206541+0.00239541j 5.59494e-06-0.00150669j 0.00310262+0.00219936j 0.000175161+0.00335022j -0.0040028-0.00114229j 0.000526093-0.00321558j -0.00095553+0.000960513j -0.000208569+0.000535741j 0.00140541-0.000311667j 0.00098109+0.00102078j 0.000886122-0.00110397j 
-0.00157067-0.001559j 0.00151501-0.00116528j 0.00632812+0.00250688j -0.0030211+0.00431023j 0.00496912-0.00151845j -0.0020303-0.00073868j -0.0030213+0.00119579j 0.000382627-0.000512402j 0.00315677-0.00125129j -0.00140178-0.00163578j -0.00337575-0.00372009j -0.00538386+0.000559301j -0.00276261-0.00053255j -0.0019005+0.00296136j 0.00284923+0.00173085j -0.00585448+7.12292e-05j -0.00130664-0.000338624j 0.00471243+0.00196499j -0.000686103+0.00302164j -0.000537002+0.000731819j 0.00091014-0.00282003j 0.00248422-0.00726158j 0.00102929-0.000742823j 0.00374836+0.0009456j 0.00147967+0.000646508j -0.000949092+0.00313466j 0.0012151+0.00361733j -0.00156804+0.000271361j -0.000743265+0.00232944j 0.00302875+0.000473118j 0.00170254-0.00103729j -0.00138804+0.00341286j -0.00234739+0.000389404j 0.00110666-0.000694944j 0.00199603+0.00234342j -0.000885256+0.000651845j 0.00112358+0.00292707j -0.00249122-0.00191978j 0.000123994-0.00150793j 0.000536497+0.00078996j 0.000750018-0.000856023j 0.000444796+0.00128465j -0.0004233+0.000903536j -0.000567178+0.00393226j 0.000874122-0.00204072j -0.002796+0.00125063j 5.64901e-06-0.00107131j 0.00188969+0.00139627j 0.00109257+0.00293842j 0.000413232-0.000548123j 0.00181485+0.00105728j -0.000746709-8.725e-05j -0.00180265-5.0863e-05j -0.000376185+0.0028235j -0.000642707-0.00118604j -0.000994455+0.000607106j 
0.000104775+8.39924e-05j 5.35577e-06-7.43717e-05j -0.000781546-0.00407601j 0.00403428-0.000422136j -0.00150891-0.000849939j -0.000420526+0.00211356j -0.00124878+0.000358016j -0.00129699+0.000994213j 0.00400225-0.000831183j -0.00203757+0.000673596j -0.000203633-0.00373131j 0.00256092-0.0016562j -0.00162294+0.00246897j -0.00325281-0.000209122j -0.00252592-0.002593j -0.00304321-0.00405069j 0.000191253-0.00299248j -0.000261304-0.00204374j 1.59479e-05-0.00111801j 0.000769213+0.00229687j -0.00259851+0.000312981j 0.00227635+0.00125098j -0.00156119+0.00418181j -0.000376274+0.00132937j 0.000643386-0.00315742j -0.00155159-0.000729949j -0.00150886+0.000535494j -0.00104944-0.00126619j 0.0032831+0.00157672j -0.00210295+0.00121624j 0.000233514+0.00123651j -0.00149264+0.00139941j 0.0045027+0.0026181j 9.83947e-05-0.00159373j 0.000879356+0.00134839j 0.00119574+4.50605e-05j -0.00242122+0.00117978j 0.00130467-0.000263954j -0.000352534+0.00143448j -0.000587385-0.000895682j 0.00455552-0.00129644j -0.000145838+0.000848945j -0.00120043+0.000200653j -0.000808149+0.000312271j 0.000678555-0.0039389j -0.00251706-0.00186618j 0.000681516+0.000236222j -0.000658931+0.00084871j 0.00266424+0.000520849j -0.00130855+0.00193105j -0.000499612+0.000106445j 0.000107571+0.000884258j 0.00218591-0.000372734j -0.0010617-0.00265746j -0.000650975+0.000740691j 0.00062243+0.000794377j 
-0.000226372-0.00336235j 0.00353516-0.000154852j -0.00238269-0.00677905j 0.00797502-0.00486839j 0.00608366+0.00712047j 0.00201143-0.000388273j -0.00215329-0.000912539j 0.00446016-0.00139653j -0.00194616+0.00451845j 0.00172351-0.00158526j 0.00194222-0.000123207j 0.00231923-0.00120784j -0.00145407+0.0044568j 0.000228848-0.00332233j 0.00158196-0.00438379j -0.00204001-0.00195584j 0.000837263+0.00142795j -0.00187881-0.00630896j -0.000449384-0.0025416j 0.000706516-0.00527983j -0.00279087-0.00306177j 0.00244343-0.00113996j -0.00182224+0.0043233j -0.0027193-0.00214767j 0.00146689-0.00330822j 0.0036201+0.000699439j -0.00048692-0.00384163j -0.00383373+0.000475893j 0.000528818+0.00329537j -0.00161205-0.000684548j 0.00245249+0.0032571j -0.00235357+0.000789425j 0.00455506+0.00369187j -0.000445897+0.00102702j 0.00727599+0.00373439j 0.000864989-0.00296165j -0.0012943+0.00262352j 0.00376019-0.00204587j 0.000397794+0.000954782j -0.000388727-0.00260393j 0.00226288-0.00117643j 0.00337401-0.000634335j -0.00240405+0.00122269j 0.00159073-0.00162268j -0.00261671+0.00319007j 0.00690665+0.00028876j 0.00174115-0.00267232j -0.000673927-0.00123616j -0.00178826-0.000500741j -0.000498247-0.00060484j -0.00158367-0.00060354j -0.00111539-0.00369281j 0.00529016+0.00139628j 0.00181716-0.00445638j 0.00389157+0.000458218j 0.000312568-0.00394355j 
