0.000388128+0.00147646j 0.00135019-0.000200618j 8.10766e-05-0.00122787j -0.00145857-9.66521e-05j 0.000160999-0.0008601j 0.000193244-0.000678945j 0.00198864+0.00167538j -0.000470906+0.00207215j 0.000896321+0.000596052j -0.00026326-0.00051289j 0.00101946-0.000354069j 0.000507452-0.000612541j -0.000136778-2.2818e-05j 0.000761106-0.000668278j -0.00129389+0.00095175j -0.0010998+0.00110399j 0.000895896-0.000606055j 0.000944493-0.000421348j 5.84636e-05-0.000161098j 0.00089013-2.73006e-05j 0.000406109+0.000188909j 0.000752383+0.000742685j 0.00170691+0.000924502j -0.00160557+0.00109947j 0.000424465-0.00130802j -0.00105704-0.000371105j -0.00111028-0.0012579j 0.00024791-0.000380675j 0.000171209-0.000602045j 5.44121e-05-0.000575758j -0.000604262+0.000709707j -1.97533e-05-0.00011154j -0.000604-0.000768998j 0.000678567-0.00136661j 0.000176045+0.0008643j -0.000762812+0.000554278j 0.00154341+8.73389e-05j -0.000318909+0.000793707j -0.00126749+0.00159051j -0.000943567-0.000263476j 0.000264836-0.000158636j -0.00110615+0.00242777j -0.00136584+0.000284646j -0.00175539+3.90715e-06j 0.000343657-1.88062e-05j -0.000664966-0.000113443j -0.000786583+0.00135495j 0.000929373-0.000491194j -0.00248012-0.000660142j -0.00041123-0.00147218j 0.0021762-0.000844753j -0.00136715+0.000289447j -0.00155822-0.000620594j 0.000867503+0.00101243j 0.00160229+0.00126726j -0.000646734-0.000283508j 0.000218737+0.000125277j 0.000893386+0.00107289j -0.000285077-3.65511e-05j -0.00132842-0.00103574j 0.000851164-0.00116163j 0.00192318-0.00199354j 7.30127e-05+0.000696343j 0.00207483+0.00167899j -5.00306e-05+0.00250794j -0.000349731-0.00034468j 0.00295567+0.00030585j 0.00199775+0.00257198j 0.000755103+0.00286865j 0.00193607-0.000248051j -0.00394008-0.00720893j -0.00735036+0.00408814j 
0.00261383+8.94911e-05j 0.000221679-0.00268523j 0.000602873+0.00183831j 0.0034763-0.00179391j -0.00272606-0.0025588j 1.14142e-06-0.00110487j 0.00139252-0.00030435j -0.000571065-1.14709e-05j 0.000307144-0.000680217j 0.00156481-0.000568783j 0.0011292+0.000410611j -0.00201785-0.000586232j -9.70404e-05-0.00224881j -0.000371336+0.000297978j 0.00202934-0.00273318j -0.000462211-3.48688e-05j 0.000226031+0.000147184j 0.00117251+0.000114412j 0.000668046+0.00117936j -0.000411815+0.000282838j 4.75898e-05+0.00114203j -0.000843095-0.00152858j -0.00179204-0.000488896j -0.000380322+0.0008935j 0.00140899+0.00157777j 0.00114204+0.000857342j 0.00198149-0.000895608j 0.000432309-0.000541826j 0.00114534-0.000435183j -0.000633666-0.00165646j 0.000795705+0.00189238j 0.00134533+0.00178929j -6.47574e-06-0.000915727j 0.000780089+0.00213534j 0.000622116-4.53415e-05j 0.00280275+0.00118736j -0.00227515-0.00051026j -0.00160811+0.00142643j 0.000544068+0.00011118j -0.000452648+0.00319821j 1.44998e-05-0.00255937j -0.000914639+0.00189875j 0.00144251+0.00188778j -0.00138681+0.000291457j -0.000867927+0.00144229j 0.000434132+0.00141584j -3.26389e-05+0.00204383j 0.00148192-0.000579947j -0.000607247-0.000307929j 0.00028313+0.000858278j 0.00325367+0.00011594j -0.000676814-0.00387365j -0.00161029+0.00299526j -0.00159794-0.00338143j 2.62026e-05-0.000592678j 0.000201891-0.000691168j -0.00047931+0.00319683j -0.0024549-0.00116192j -0.00385655+0.0025453j -0.00108562+0.00197019j -0.00141221+0.00343326j 0.000364988+0.00210182j -0.0032569+0.00116624j -0.000400254+0.0010652j 0.0035789+0.000751314j -0.00135771+0.0039847j -0.00345193-0.00493864j 0.00233654-0.000263505j -0.00363631-0.00377798j -0.0050238+0.00268172j 0.00229976-0.00291381j -0.00254376-0.00248315j 
0.00118257+0.0015436j 0.00159516-0.00125001j -0.000159124+0.00180941j 0.00187335+0.000212088j -0.000177723+0.000254278j 0.00100403+0.000802387j -0.00127842+0.000401256j 0.00145796+0.000955687j 0.000883315-0.0012919j -9.78314e-05+0.000137886j -0.000885047-0.00188454j 0.0010037+3.72934e-05j 0.00156943+0.000190717j 0.000686069+0.000150511j 0.00206888+0.000373732j 0.000553657-0.00153163j -0.00100041+0.00100348j -0.000336422-0.000652792j 0.000306067-0.00102208j 0.000169009+0.00126623j 0.000199348-0.00086323j 0.00112807-0.000321106j 0.000964341+0.00115464j 0.00191834+0.000122655j -0.000845404+0.000115923j 0.000935466+0.000200319j -0.000236019+0.00160927j 0.000592917+0.00133443j -0.000478656+0.00229166j -0.000595196+0.00035476j 0.000751299-0.000906349j 0.000925058+0.000826858j 0.000105646+0.00122589j 0.00116594+0.00102315j 0.0012755+0.00140945j 0.00123207-0.000125476j -1.56386e-05+0.000146738j 3.82508e-05+9.6357e-05j -4.11956e-05-0.000622212j -0.000103506+0.00246933j 7.76089e-05-0.0022469j -0.000819872+0.00113896j -0.00124409+0.00223398j -0.000824408+0.000736015j -0.00231211+0.00152372j 0.000308007-0.000119248j -0.00131254+0.00306047j 0.00185059-0.000808047j -0.00162203+0.00101148j -0.00180207-0.000977207j 0.00354628+0.000284518j -0.000772263-4.43741e-05j -0.00353126-0.000699633j -0.00219785+0.00187295j -0.000727575+0.000107124j 0.00021177+0.00117141j 0.000175744+0.000872789j -0.000467144-0.00155723j 0.00083044+0.000375207j 0.000409516+0.000978854j 0.000618254-0.0016507j -0.0020865+0.000617659j -0.000918897-0.00106258j 0.00259042+0.000899984j 0.00357775+0.0042173j -0.00238949+0.000697174j 0.00159819-0.00106197j -0.00390477+0.00571621j -0.00528371-0.00512344j -0.00475485+0.00479352j -0.00557185-0.00236222j -0.00230407+0.00533228j 
0.00235039+0.00500089j 0.00540895-0.0025808j 0.000581943+0.00428733j 0.00479369-0.00172591j -0.00731525-0.00209419j -0.000152197+0.00259158j -0.000694924-0.000316819j -0.000359515+0.00232184j 0.00251371-0.0020263j 0.00162265+0.000506313j 0.00046752-0.00133956j -0.000332779-0.00109799j 0.0014115-0.00144108j -0.00111354+0.00225147j 0.00388758-0.00253207j -0.000865909+0.000221395j -0.00149174-0.00193081j 0.00145986+0.000264294j 0.000432148-0.00068246j -0.00107145+8.30268e-05j -0.00226083+0.00213798j 1.09381e-05-0.000943382j -0.00210489-0.00117769j -0.000127291+0.000227952j 0.000778019+0.00358214j 0.0019272-0.000125689j 0.00274499+0.000176178j -0.00158537+0.000158546j 0.00132768-0.00223773j 0.000739885-0.000487185j 0.000595676+0.000758127j 0.000939047+0.00294079j 0.000356176+0.000581015j 0.00220087+0.00474408j 0.000490806-0.000849623j 0.00191042-0.00123949j -0.00158956-0.00216469j -0.000594508+0.000170818j 0.00261185-4.35023e-06j 0.00310309+0.00269841j -0.00106296-0.000834685j -0.00115319-0.00170719j 0.00401832+0.00148688j 0.00108635+0.00201024j 0.00289347+0.00224424j 0.00255441+0.000631962j 0.00111655+0.000425058j -0.000200119-0.00157004j 0.00140309+7.86384e-05j -0.000833658+0.00273189j 0.00158295+0.000932952j -0.000119591-0.00547608j 0.000922813+0.00230125j -0.00235108+0.00198159j 0.000496374-0.000173796j 0.00203931+0.00095041j 0.00186817+0.00198254j -0.00114085-0.00202173j -0.001606+0.00581996j -0.00499364+0.0021023j 0.00180804-0.00161677j -0.0014234+0.000998742j -0.00203012+0.00460698j 0.00582941+0.000107151j 0.005638+0.00340101j 0.00174758+0.00318084j -0.00484878+0.00348393j -0.00873805+0.0032407j -0.00453411-0.00773222j -0.004233+0.000612009j -0.00224817-0.000810834j -0.000996027+0.00223784j 
-0.00229853-0.00233303j -0.00234775+0.00197249j 0.000232272-0.00194249j -0.00254811+0.00210704j 0.00221556+0.00310822j 0.000940686+0.000167327j -0.000613171-0.00142456j 0.000727814-0.000708226j -0.0015143+0.00032067j -0.00149531-0.001664j -0.000742577-0.00122236j 0.000920167+0.00142942j -0.00175273+0.000702231j 0.000604163-0.000140571j 0.000209633+0.00122487j 0.00101378+0.000502265j -0.00132143-0.000357512j 0.000382787+0.00015813j -0.00105354-0.000701735j -0.000340365-0.000501613j -0.00137428-0.00143941j 0.000889694+0.000389987j 0.000791778+0.000531991j 0.000835303-0.000454467j -0.00180849-0.000219075j 0.00142169+0.0014365j 0.0010754+0.000651953j 0.0019063-0.00045677j -0.00209826-0.0014795j 0.000273199+0.00117038j -0.000840021-0.000950021j -0.00129411-0.00144252j 0.000634944+5.56097e-05j 0.000462925-0.000181165j -0.00177041+0.00111167j 0.000934026-0.00143636j -0.00255959+0.00162985j 0.000461694+0.00312884j 0.000805111+0.00106165j -0.00121881+0.000405616j -0.00165926+0.00114242j 0.00157361+0.00102596j -0.0019208-0.000576966j 0.001183+0.00286101j 0.000732812-0.00184919j 0.00213697-0.00142619j -0.0005649+0.000686335j 0.00290853+0.00334149j -0.000127045-0.00180314j -0.000342754-0.00160606j 0.00347278+0.00231493j -0.00510694-0.000809353j -0.000699848-0.00139907j -0.00163086+0.00053542j -0.000616999+0.000762489j -0.00143356+0.00171159j -0.00101329-0.000932889j -0.00128022+0.000776786j 0.000514886-0.0026149j 0.0035858-0.000383288j 0.00173407+0.000829813j -0.00135367-6.88295e-06j 0.00100417+0.000582879j -0.00243934-0.000434093j -0.00385232-0.00174622j 0.00564777-0.00398709j 0.00309597+0.00478222j 0.0009477-0.00132988j 0.00449514-0.000888859j -0.00455868-0.00479095j 0.000816228+0.00494267j 0.00549583-0.000664501j 
0.00101125+0.00289749j 0.00271893-0.00101906j 0.00157562+0.000726607j 0.0014329-0.00131021j -0.000527197-0.00153382j -0.000352927+0.00138227j 0.000309711+0.000844886j 0.00132411+0.0017308j 0.00167133-0.000995442j 3.81591e-05+0.000824219j -0.00187269-0.00146217j 0.000563069-0.00114498j 0.00167713-0.00154932j 0.00158094+0.000686965j -0.00156584-0.000661762j 0.000566219+0.00073641j -0.000158576-0.000790771j 0.000919801-0.000922635j 0.0020194-0.00149248j 0.00233566+0.000413331j 0.000343663+0.00118394j 0.00121245-0.000252741j -2.88186e-05-0.00111172j 9.43543e-05+0.00090471j 0.00173847-0.00138807j 0.000976786-0.00110699j -0.00143123-0.000812155j -0.000719436+0.00156927j 0.00142938+0.000171088j 0.00100344-0.00225856j -1.88454e-05+0.000612055j 0.00339164+0.00104335j -0.0012073+0.00137057j 0.00268777+0.00140959j 0.0029654+0.000627048j 0.000645625+0.00107962j 0.00217816-0.00143938j -0.000398042+0.000919892j -0.00185894-4.41889e-05j 0.000704647+0.00134536j 1.68683e-05-0.00140977j 0.000426044+0.00424381j 0.00169763+0.00301006j -0.00312503+0.000536622j 0.00118414+0.00284329j -0.000773967+9.00923e-05j -0.000117486+0.00184361j -0.000272441-0.00415765j -0.00134985+0.00168487j -0.00132734+0.000185511j 0.00270064-0.00187748j -0.00149567+0.000169851j -0.00188368+0.00480113j 0.000937232+0.00243934j 0.00194979-0.00292606j 0.000851319+0.000255843j -0.00203261+0.00153979j -0.000441874+0.00275878j 0.00155341-0.000303517j -0.000932988+0.00533774j -0.00431692+2.40117e-05j -0.00384112+0.00133707j -0.00226741-0.00129692j -0.000673852-0.00219851j 0.00301637-0.000154866j 0.00210191-0.000839737j 0.00226818-0.000239369j 0.0028072-0.00453407j 0.0095877-0.00160746j -0.00282235-0.00664163j 0.00465646-0.00541328j -0.0051833-0.00454213j 
-0.00570354+0.00121297j 0.000975704+0.00564024j 0.00212479-0.00132442j -0.0020614-0.00308972j -0.000728155+0.000639613j -0.00322197+0.000556617j -0.00091603-0.00219306j 0.00183392+0.000963779j 0.00068136-0.000779455j 0.000123148+0.00156023j -7.15332e-05-0.00131415j -0.00147064-0.000510505j 0.000452986+0.000436867j -0.000782411-0.00123544j -0.00234275+4.3078e-05j 0.000815624+0.000595142j -0.000827298+8.33072e-05j 7.06784e-05-0.00134418j -0.00262242+5.15026e-05j 0.00116049+0.000398639j -0.000277616+0.00270932j 0.00363765-0.00223173j 0.000592092+0.000596628j 0.000883924+0.00245621j 0.000101966-0.000547432j 0.000556266-0.000932342j 0.0011986+0.00125652j -0.000493318-0.00268926j -0.00154209-0.00035107j -0.00128001-0.00163469j -0.00128456-0.000759441j -0.000865813-0.00270177j 0.00185253-6.54446e-05j -0.000554924-0.00376832j -0.00174591+0.00118431j -0.00209334-0.000806779j -0.000482205+0.00378402j -0.0015194-0.000236214j -0.000912657-0.000642865j -0.00366981+0.00185742j -0.00258046+0.00121008j -0.0005586-0.00201908j 0.00014709-0.00186999j 0.000161385+0.00267923j 0.000434046-0.001945j -0.000285658-0.000284507j -0.00184544-0.00100383j 0.00328965+0.00023725j -0.00623068-0.00100061j -0.00113355-0.00448643j 0.00250176+0.000900572j -0.00447913+0.00181352j -0.00087672-0.00328653j 0.00150458-0.000375918j -0.00295105+0.00274122j 0.00258636+0.000921829j 0.000898369-0.00202981j 0.000375006+0.00212122j -0.000461227+0.00108616j 0.00124872-0.00223452j 0.001305-0.00227957j 0.00252547+0.00246431j -0.000539318+0.000117088j 0.00163971+0.00266432j -0.000994427+0.00172165j -0.00629906+0.00440038j -0.00144882-0.00204851j 0.00468386+0.00623139j 0.00299106+0.00190406j -0.00307026-0.00565514j -0.0098226+0.00155124j 0.00143967+0.0104079j 
-0.00227469+0.00273783j 0.00276666+0.00227846j 0.00241343+0.00176892j 0.00268921-0.00250949j -0.00130192-0.00111812j -0.000515741+0.000690675j -0.000726526-0.00130172j 0.00027093-7.05903e-05j 0.00109881-0.000363497j -0.000312049+0.00203227j -0.000629032+0.00144547j -0.00138472-0.00196416j -0.000216282+0.00059169j -0.00110836+0.00138824j -0.00168102-0.00120856j -0.000457673+3.65266e-05j 0.000163582-0.000314931j -0.00160851+0.000330638j -0.000706262-0.000190305j -0.00148889+0.000502118j 0.000272377+0.00138333j 0.000953759-0.00189104j -0.000821221-0.000316059j 0.00123444-0.000106029j 0.000817641+0.000507557j -0.0012001-0.00094839j -0.00109746+0.00145122j -0.00175698+0.000698887j 2.00311e-05+0.000156866j -0.000283318-0.000450823j 0.00190767-0.000566992j -5.38987e-05-0.000783311j 0.00084081+0.00146148j -0.000665345-0.0014593j 0.000225161-0.00227048j -0.000788393-1.53553e-05j 0.00160968-0.00104306j 0.000127819-0.00103967j -0.000338907-0.000168328j -0.000330425+0.00041296j 0.000438316+0.000599314j -0.000134178-0.00232351j 0.00227193-0.00226004j 0.00160254-0.00211426j 0.00162438-0.00138024j -0.000328983+0.000164035j 0.000476784-0.00206713j -0.00291263-0.000149922j 0.00250938+0.000772403j -0.00119769-0.000765595j -0.00226746+0.000376193j 0.0027081-0.00141801j 0.00151626+0.00100307j 0.00212067+0.000838735j -0.00189476-0.00242469j 0.000247597-0.000948431j 0.00141484+0.000452182j -0.000554384-0.00272887j -0.00020757+0.00137327j -0.000310474-0.00190356j 0.00147543-0.000143753j 0.000574806-0.000286854j -0.000195986-0.00147111j -0.00122196-0.000329857j 0.00107395-0.00237942j -0.00425556+0.00194907j -0.0029567-0.00369693j 8.97829e-05+7.46514e-05j -0.00345201+0.00190292j 0.00362243+0.00237414j 0.000616134-0.00115348j -0.00135157-0.000613426j 
0.00156181+0.00335219j 0.00331165-0.00160884j 0.000337729+0.00131424j 0.00268713-0.00146338j -0.0027565-0.00189248j -0.0017075+0.00176573j -0.000354783-0.00214928j 0.00104378+0.0017869j 0.00181526-0.000279952j 0.000132458+0.000634095j -8.03865e-05-0.00139576j -0.00123138-0.000172699j 0.000393595-0.0010119j 0.000185984+0.000168324j -0.000711893-0.00254097j 0.000943808-0.000117359j -0.000673045+6.69722e-05j 0.000137388-0.000648104j 0.00138426+0.000547177j -0.000213801+8.30066e-05j 0.000633522+0.00155851j 0.000834821-0.00131217j -0.000576432-0.000527847j 0.000565926+0.000865895j 0.00118205+0.000583013j 0.00106882+0.000819068j 0.000309511+0.000677881j -5.96929e-05+0.000671634j 0.000350705-0.000920169j -0.000625234-0.00140631j 0.00111541+0.00135873j 0.0026329+0.000804385j -0.00150002+0.000508095j 0.000380866-0.000340413j 0.00153775-0.00111224j 0.00266135+0.00121679j -7.83532e-05-0.000287091j -0.00156518+0.000879647j 0.000571662-0.00144743j -5.74012e-05+0.00254431j 0.00115957-0.00220096j -2.55301e-06+0.00239762j 0.00310891+0.00309231j -0.00231735+0.00018809j 0.000948758+0.00123597j 5.70043e-05+0.00128562j 0.000161234+0.000384644j -0.000750121-0.00339001j -0.000872371-0.000542009j 0.000312553+0.000189252j 0.00302192-0.00235482j -0.0013318-0.00232011j -0.0023308+0.00406273j -0.0010376-0.00134853j 6.09505e-05+0.000105192j -0.00202555-0.000101845j -1.93657e-05+0.00310489j -0.00203075+0.00131641j -0.00401464+0.00254779j -0.00121722+0.0027217j -0.00272145+0.0037625j -0.00198265+0.000960627j -0.00273194-0.000224705j -0.000937713-0.00149207j 0.00400147-0.00034711j -0.000646632+0.00612112j -0.00410883-0.0056529j 0.00743982-0.00240628j -0.00159511+0.000188651j -0.00384775+0.00210999j 0.00497028-0.0069111j -0.00635881-0.00514226j 
0.0056597-0.000167333j -0.000130542-0.0057055j 0.00408739+0.000681337j 0.00282466-0.00406364j -0.00474046-0.00488101j 0.00238773+0.00341132j 6.24499e-05+0.00500237j -0.00191899+0.00271769j 0.00330693-0.000446255j 0.00273776+0.000482576j 0.00226779-0.00121539j -0.000118391-0.00185034j 0.00299913-0.0013936j -5.52271e-05+0.00144344j 0.00448807-0.000343245j -0.0015926-0.000396539j 0.00143304-0.000359881j 0.00253205-1.21212e-05j 0.00236353+0.00148055j 0.000920751+0.00138261j -0.00032721+0.00133886j -0.000833079+1.24048e-05j -0.00102266+0.000963146j -0.00255373+0.00136403j -0.00144483+0.00025765j 0.0018306-0.00128405j 0.00014166-0.00260017j -0.000176992-0.00140215j 0.00300741+0.00219404j -0.000844367-0.00174607j -0.00188049+0.00240968j 0.00132065+0.00413135j -0.00123808-0.00182544j 0.00313315+0.00443085j 0.00223276+0.00486716j 0.00183578+0.00384077j -0.000351201-0.00134953j -0.000777263+0.00432946j -0.00169931+0.00307084j -0.00205936+0.00271873j -0.00142568-0.00341012j -0.00486735+0.00619014j -0.00242203+0.00814149j -0.00176287+0.000482251j -0.00228963+0.00512925j 0.000155245+0.00229887j -0.0017033+0.00477041j 0.00579076+0.000732409j -0.00477241+0.00146013j -0.00114196+0.00351421j 0.00590661-0.00100055j -0.000202975-0.00380074j -0.00443299-0.000866276j -0.000680957-5.24879e-05j 0.00560454+0.00022817j -0.00134869+0.000808135j -0.000116827+0.000624486j 0.00145447+0.000480241j -0.00152695+0.00297667j -0.00806222+0.00206653j -0.00329404-0.000861383j 0.000147275-0.000302602j -0.00791372+0.00322396j 0.00501356+0.00456495j 0.00325564+0.00384055j 0.00823509+0.000486026j 0.00670653+0.00546518j -0.00180752+0.00617594j -0.00553042-0.0107634j -0.0108633+0.00595133j -0.00604966-0.00742838j -0.00680969+0.00597055j 
0.000388786-0.00636025j -0.00590027-0.000794459j -0.00468698-0.00191097j -0.00401457+0.00685667j 0.00406968+0.00396527j 0.00085979-0.00498874j 0.0007236-0.00168242j 0.00123732-0.00478102j -0.00496233+0.00168605j -0.00253366-0.0044192j 0.0027221-0.000637609j -0.00116609+0.00151934j -0.0043283-0.00139288j -0.00197202-0.00315207j 0.00493944+0.000820008j 0.00245833+0.000825461j -0.00270948+0.00128596j 0.000153487+0.00116849j -0.00137055+0.00133996j -0.00517197-0.00118434j -0.00418863-0.00363478j -0.00276285-0.000881694j 0.000156815+0.00359519j -0.000201853-0.00105391j -0.000969787+0.000660117j 0.00158425+0.00350247j 0.00608542+0.00177878j 0.00200262-0.00131027j -0.00152296-0.000761171j 4.52609e-05+0.00427613j -0.000627546-0.00199084j -0.00266124-0.000161905j -0.000501976-0.000846807j -0.00173544+0.0047907j -0.000620268+0.00039565j 0.00307496-0.00126855j -0.00432151-0.000662131j 0.00141427-0.00241352j 0.00353107-0.000345423j 0.00525379-0.00236461j 0.0029513-0.00406164j 0.00345596-0.00949362j -0.00278049-0.000113081j 0.00166842+0.000768169j -0.00220721-0.00373291j 0.00410237-0.00127656j 0.00227632+0.0010588j -0.00179201+0.00510399j 0.00126978-0.00166679j 0.00601713+0.00145645j -0.00619479-0.00149543j -0.000889117+0.00045397j 0.00706644+0.000887987j -0.000751814-0.0014031j -0.00139751+0.00456736j -0.00136261-0.000421579j 0.00184519-0.00189567j -0.00120062+0.00257701j -0.00093442+0.000574187j 0.00111287+0.00305833j 0.0010545+0.00198038j -0.00477257-0.000987525j 0.00402856+0.00113497j -0.000307818-0.0046097j 6.38556e-05-0.00126958j -0.00253459+0.00190246j -0.00628357-0.00506958j 0.00214763-0.000517418j -0.00346659-0.000651856j -0.000133821-0.000949492j 0.00478156+0.00795372j 0.00788068-0.00468199j 
-0.00296302-0.00414266j -0.00389557+0.00331212j -0.00245254-0.00275422j -0.00578238+0.000795997j -0.00168696+0.00312556j -0.000165691+0.00142931j -0.00153821-0.000114469j 0.00221-0.00142981j -0.000644884+0.00147803j -0.00223056+0.000816641j 0.000471533+0.000554845j 0.000496535+0.00148283j -0.00180525+0.000201528j -4.32784e-05-0.0036832j 0.00172738+0.00375764j -0.00124286+0.000483424j -7.58853e-05+0.00154044j -0.000233703-0.001633j -0.00103912-0.00202619j -0.000747343-0.000763561j 0.00255521-0.000796699j -0.00128314-0.000159283j 0.000953948+0.00141932j 0.000692777-0.00178902j -0.00201962-0.00228142j -0.00268409-0.000176808j -0.000548886-0.00123326j 0.000281969+0.000517436j 0.000781698+0.00197181j -0.000975562-0.00010429j -0.00141573-0.000995275j -0.00306639+0.00163289j -0.000324958-0.000625343j 3.50616e-05+0.000996254j 0.000507755+0.00209656j -0.00283883+0.000994961j 0.00129569-0.001658j 0.00168558-0.00305688j -0.000212231+0.000550055j 0.00284723+0.00101242j 0.000987526-0.00202972j -0.00109921-0.000318253j -0.00407218+0.000344933j -0.00122987+0.00263606j -0.00121229+0.00150273j -0.0027957-0.00248513j 0.00100366+0.00454632j -0.00501426-0.00200868j -0.00115917+0.00432343j 0.00132521-0.000494617j -0.00247823-0.00222973j 0.00223791+0.00409771j -0.00193305+0.000344508j -0.00307526+0.00602179j 0.000661984+0.00209139j 0.00129273-0.000409954j 0.000157158-0.00151124j 0.000819951+0.00344384j 0.00238467-0.00632128j 0.00474931+0.00299963j -0.00280642+0.00285686j -0.00789068-0.0025156j -0.00152024-0.00210152j 0.00298667-0.00610568j 0.00611141+0.00123201j -0.00182464+0.00264826j 0.00261319-0.00370538j 0.00225237+0.00202237j 0.00258097-9.95337e-05j 0.00216772-0.000354869j 0.0041798-0.00547893j -0.00583281-0.00419607j 
0.000453965-0.00150508j -0.0011973-0.000935634j 0.00082956+0.000629759j -0.00063131+0.00206027j 0.000330453+0.00216682j 0.000304699+0.000510381j -0.0011277-0.00101683j -0.000792839+0.000316373j 0.000428842-0.000157129j 5.7716e-05+0.000214822j 7.59986e-05-0.000112062j 8.50846e-05+0.00109394j -0.003486+0.000534533j -0.00063228+0.000890852j 0.00255496-0.00102729j 0.000280356+0.00412411j -0.00153171+0.000895046j -0.000401622+0.00143046j -0.000603771+0.000633922j -0.00252008+0.000964226j -0.0032578-2.10724e-05j 0.000309745-0.00182415j -0.0015593+0.00125799j 0.000902501+0.000996981j 0.0015018-0.00051609j -0.000432265+0.00102879j 0.000185962-0.000386741j 0.00181282-0.00121848j -0.000230722-0.00163463j 0.00119787+0.00222155j 0.0008222-0.000590497j -0.000941014+0.000890148j 0.00144304+0.00252158j 0.00158477-2.74275e-05j 0.00323697-0.00177311j 0.00369511-0.00201379j 0.000167908-0.00274219j -0.000354192+0.00190409j 0.00199913+0.00180007j 0.00246174+0.000770923j 0.000133707-0.0026622j 0.00396481-6.18827e-05j 0.00125444+0.00161106j -0.00062275+0.000618546j 0.00397703+0.000277823j 0.0017911-0.00167513j 0.00425122-0.000596911j -0.00403985+0.00192218j 0.00205751+0.000643833j -0.000664478+0.0015334j -0.000687221-0.000505435j -0.00376865-0.000944509j 0.00260291+0.00595821j 0.00402121+0.00387753j 0.00271811+0.000495661j -0.000768283-0.000829538j -0.000536505-0.00119064j 0.000508316+0.00408277j 0.0018131+6.15764e-05j -8.70136e-05+0.00169268j 0.004143-0.00163802j -0.00611011+0.000113497j 0.00255215+0.000853853j -0.00420855-0.00421257j 0.00190424-0.00718516j 0.00182736-0.0039342j 2.06169e-05-0.003413j 0.00324009-0.00343534j 0.00621121-0.000820205j -6.74499e-05-0.00712213j 0.0099432-0.00116237j -0.00112252-0.00977581j 
0.00121532+0.000813338j 0.000676925-0.00115283j -0.0026412-0.00440549j -0.00410591+0.00401898j 0.000703363-0.000316843j -0.00111762+0.00167961j -1.29159e-05-0.00256165j 4.79309e-05+0.00135237j 0.000587405-0.000868006j 0.0010468-0.00126328j -0.00108201+0.00187041j 0.00368099-0.00173916j 0.000175166+0.000265276j 0.000616891+0.00134197j -0.00101677-0.00142204j -0.000643121+0.00127494j 0.00197996-0.000651819j 0.000666855+0.000502468j -0.000560979-0.000749825j -0.00118166-0.00187148j -0.00152404-0.00275966j 0.00161412+0.00296898j 6.79612e-05+0.000795332j -0.000121815-0.000676787j 3.14373e-05+0.00117123j 0.00132508-0.000390844j 0.000315876+0.000706223j -0.000367677+0.000601229j 8.74543e-05-0.00188393j 0.00208871+0.00161516j 0.00193953-0.00098386j -0.000448542+8.7615e-05j -0.00105581+0.00123753j 0.00134703+0.00180615j -0.00135669-0.00146021j 0.000937904-0.00369592j 1.21946e-05-0.00106213j 0.00204392-0.0011771j -0.000896532-0.000497974j -0.00025747-0.00465531j 0.000524435-0.00306285j 0.00117216-0.00252172j 0.00190193-0.00209813j -0.000319005-0.000511584j -0.000506776-0.000340211j 0.00101281+0.000499259j 0.00111374-0.00352704j -0.00340248+0.00206949j 0.00383796-0.00433826j 0.00330224+0.000752028j -0.00535863+0.000808707j 0.00372085-0.00313776j 0.00355845-2.85293e-05j 0.00101982-0.00278906j 0.00157475-0.00118052j -0.00692826-0.000517818j 0.00132103-0.000755145j -0.00106041-0.00191543j -0.000283977+0.00261301j -0.00412787-0.00210584j 0.00369472-0.000175907j 0.00112427-0.00461621j 0.000463153+0.000173103j -0.00198727+0.00229986j -0.0037475-0.00384534j -0.00291535+0.00207861j -0.00421867-0.00499698j 0.000854838-0.00148976j -0.0106679-0.00165101j 0.000353565+0.00876906j 0.00517785+0.00564482j 0.00576627-0.00541705j 
