0.176391+0.0867161j 0.0868013-0.178j 0.218462+0.124588j -0.138556+0.249813j 0.183665+0.117803j -0.00334472+0.15219j -0.0542586+0.0986883j -0.118462+0.161882j 0.0976538-0.0807969j 0.0592635+0.0487647j 0.123161-0.0366077j -0.0788506-0.0592977j -0.0249518+0.00950684j -0.0730326-0.0118534j 0.156496-0.00795325j -0.0925962+0.0197005j -0.0243526-0.00930085j 0.0540323+0.0485634j -0.0404265+0.0969776j 0.117413-0.00903821j -0.0169538-0.00397189j -0.103957-0.118196j -0.102193-0.0422535j 0.0765677-0.0307415j -0.144547-0.145062j 0.00481381+0.185239j 0.0538452-0.244261j 0.224185-0.0087306j -0.0388152-0.323949j 0.321505-0.0393722j 0.176952-0.125641j 0.122422+0.176257j -0.0684774-0.108857j -0.113154+0.0713024j 0.0541404+0.050535j -0.00954257+0.069788j -0.0400313+0.0472921j -0.0628528+0.0168582j 0.039197-0.00525355j 0.0251531+0.0114049j -0.0398378-0.00434697j -0.0264007-0.0376464j -0.0133693-0.0225775j 0.0109275-0.0116934j -0.00798488-0.0118867j 0.00524763+0.00883154j -0.0116055-0.025438j 0.0230418+0.0067361j -0.00415636-0.00696922j 0.00788261+0.00583071j -0.000244882+0.000652955j 0.0158015-0.0310549j 0.00362249-0.00474271j -0.00744836-0.00329844j 0.012452+0.0198082j 0.00391004-0.0131366j -0.00400864+0.0141554j 0.00776486-0.00768972j 7.90174e-05+0.00409775j -0.000548415-0.00044931j 0.0179744-0.00305372j -0.0103583-0.0203775j 0.0106498+0.00678515j 0.00977266-0.0197423j -0.00783282+0.0094113j 0.000907478-0.0143587j -0.0207013+0.0127855j 0.0177985+0.0151363j -0.0115148+0.0321155j 0.0297558+0.00917713j -0.00253363+0.042248j -0.0419932-0.00230574j 
0.00136895+0.000528794j -0.000606524+0.00107301j -0.00224833-0.00188174j -0.0014185+0.00292271j 7.66007e-05-0.000647188j -0.000689918+0.0021867j 0.000846596-0.00108411j -0.00123406-0.00186147j -0.00629598-0.00216412j 0.000596637-0.00125841j -0.000518269+9.46476e-05j 0.00113598-0.00193257j 0.00260383-0.00325108j -0.00498186-0.00509455j 0.00231025+0.000198428j 0.000968072+0.000324545j 0.00609292-0.000270392j -0.00175344+0.000543904j 0.000405137+0.000284429j 0.00210957+0.00212725j 0.00202027-0.000604425j -0.000528175+0.00271002j 0.00058117-0.00192968j -0.00161487-1.59649e-05j -0.00189641-0.000550847j -0.000939528-0.00153655j -0.00171612+0.0006918j 0.000553854+0.00096053j 0.000329045-0.000102677j 0.000578943-0.000720904j 0.00052885-0.000579819j -0.000457366-0.000863652j 0.000820819-0.000407003j -0.00047956-0.000460233j -0.000133683+0.00121843j 0.000363404+0.00102968j 0.000179843+0.00346914j 0.00124268-0.0021238j -0.00140383-0.00217325j 0.00373648-0.000745808j 0.00312536-0.00488705j 0.00208745+0.00306688j -0.00131417-0.000789525j 0.00216674-0.00238887j 0.00349454+0.0054155j 0.00205936+0.0055121j -0.00055489+0.00132831j 0.000867123+0.00097161j 0.00117238+0.00473475j -0.000102784-0.000856087j -0.00188378+0.00233458j 0.000471572-0.000643911j -8.50183e-05-0.00122043j 0.00613618-0.00386156j 0.00117686+0.00100976j -0.00123651+0.00310043j 0.00207801+0.00357378j 0.00170332+0.00234635j -0.000177636+0.000415058j -0.000330832-0.0032836j -0.00268768-0.0016878j 9.3877e-05+0.0040362j 0.000716266+0.00174701j 0.00242157-0.00161299j 0.000155566-0.00105966j -0.00040991-0.0013093j -0.000176495+0.000398796j 0.000319985-0.00309536j -0.000491865+0.000855121j 0.00109889+0.00156725j -0.000267236-0.000552518j 0.000165166-0.000239624j 
0.00087926-0.00152612j -0.000383856+0.000873304j -0.002469+0.00201033j -0.000197215+0.00349662j -0.00401845-0.00205479j 0.00588967+0.00236493j 0.000133274-0.00792391j -0.00219596+0.00266752j -0.00110402+0.00167422j -0.000451099-0.00199299j 0.000796661+0.000836536j 0.0009817+0.000337119j 0.00174545-0.00053546j 0.00224326+0.00352864j 0.00337604+0.00109087j 0.000375358-0.00217151j -0.000866769+0.000851569j -0.00482947+0.00468711j -0.00199167-0.000515536j 0.00273696+0.00129937j -0.000408971-0.00136769j -0.00358896-0.0023702j -0.000409878+0.00099427j -0.00134314-0.00165662j -0.0018671+0.000146328j 0.000353296-0.00220852j 0.00131058+0.00115741j 0.000692955-0.00138508j -0.000635228-0.000238971j 0.00164154+0.00013856j -0.000960406-0.000431987j -0.00128212+0.00091915j -0.00111577+0.00173611j -0.0018763+0.0013099j -0.00294671+0.00545126j 0.00305272+0.000592262j -0.0010785-0.00017285j -0.00184426+0.00048018j -0.00428302-0.00209607j 0.000165104-0.000365144j 0.000500665-0.00158803j 0.00195557-0.000746927j -0.0051051-0.000200596j 0.00286927+0.00271943j -0.00145212-0.0011042j 0.00174663-0.00413695j 0.00358358-0.000302083j 0.000917709-0.000908688j -0.000916981+0.0016911j -0.0015152+0.00238779j 0.000270202-9.53799e-05j -0.00396951-0.00135545j 0.0016785+0.000197669j 0.000882319-7.1527e-06j 0.00166702+0.000193585j -0.000980502+1.13942e-05j 0.00203445-0.00152623j 0.00603092-0.00338159j -0.00150215+0.00127918j 0.00138372-7.36297e-05j -0.00121116+0.00246002j -0.000535419+0.000737857j 0.00112361+0.00201653j -0.000675161+0.00194173j -0.000889566-0.00199092j 0.00206128-0.000927496j 0.00238127+0.00105884j 0.00163654+0.00198121j -0.000229868+0.000775854j -0.00130803-0.00131779j -5.97434e-05-0.000126576j 0.000756421+0.000258979j 
0.00182279-0.000612396j -6.44751e-05+0.00139451j -0.00307528+0.00137904j 0.00212108+0.0031146j -0.0018176+9.42213e-05j 0.000111504-0.000933078j 0.000303118+0.00170011j 0.000778234+0.000105596j 0.00091805+0.00304641j 0.00131848-0.00221571j -0.00477621-0.000185575j -0.00113332-0.0023425j -0.00114372-0.00164537j -0.00308712+0.000546067j 0.00566888-0.000999368j -0.00027564-0.000489374j 0.00301142-0.00348979j 0.000500393-0.00289005j 0.00101129+0.00504367j -0.00258479-0.000717532j -0.00295289-0.00209311j 0.00236868-0.000953631j -0.000562664+0.00176289j 0.000920598+0.00683136j -0.00208048+0.000405613j -0.0015695+0.000517706j -0.00187975+0.00368863j 0.00311228+0.00148931j 0.000939279+0.000410878j -0.000711887-0.00128989j 0.0014786-0.00140231j -0.00128631-0.000789419j 0.00152943-0.00178794j 0.00226526+0.00356711j 0.00197422+0.0012722j 0.00101612-0.00365883j -0.00218792-0.00277848j 0.000733922-0.00312071j 0.0031838-0.00325521j -0.000197909-0.00015246j 0.000602307-0.000231785j -0.000727128-0.0022666j 0.00684268-0.00112617j -0.000607323-0.00123775j 3.38509e-05-0.0021469j 0.00234758+0.00171157j 0.00033516-0.000163074j 0.0018144+0.00149754j 0.000740616+0.00261285j -9.55552e-05+0.00108238j -9.34829e-05-0.00289389j 0.0024928+0.00373529j 0.00397697+0.00252036j -0.00158215-0.000742442j 0.000719546+0.00337914j -0.00187822-0.000702781j -0.00194773-0.00263112j 0.00164693-0.00179493j -0.00031413+0.000738116j 2.98786e-05-0.00110313j 0.00161418-0.000316225j -0.000671693+0.000974911j 0.0010356-0.00220914j -0.000693486-0.00116489j -0.000510746+0.000970645j -0.000636193-0.00130585j 0.0007965+0.000883615j -0.00156741-0.000803883j 0.00119797-6.58148e-05j 0.00089779+0.00106605j 0.000351927+0.000577401j -0.000993566-5.7922e-07j 
-0.00152203-5.51802e-05j -0.000818093-0.000290828j 0.00273755-0.0013449j -0.000715296-0.0018365j -0.000550765-0.000616143j 0.00103282+3.11674e-06j 0.000636724-0.00326815j -0.00152353+0.00265688j 0.000918212+0.00155531j 0.00017344+0.000135991j 0.00355067-0.00231016j 0.00174438+0.000517936j 0.00191+0.0040021j 0.00274728-0.000123782j -0.00138456-3.69675e-05j -3.82662e-05+0.000275719j 0.000969126-0.000500242j -0.00184582+0.000872312j 2.40013e-05-5.42588e-05j 0.00202233+0.00109351j -0.0011886-0.00088254j 0.000539213-0.000887044j -0.000249567+0.000193821j -0.00146748-0.00207307j 0.000422-0.00215717j 0.000901681-0.000881084j 0.000296373-0.000185767j -0.000869373+4.04025e-05j -0.000689883-0.00113537j -0.000547755+4.77038e-05j -0.000374597+0.00098487j 0.000120805+1.44208e-07j 0.00108877+0.000737167j -0.00120149-0.00218567j 0.00176523-0.000115356j -0.00122143+0.000795017j 0.00112798+0.00393439j 0.000402578+0.000282147j -0.00654212+0.00140766j 0.00527407+0.000511455j 0.000199774-0.000919595j -0.00102539+0.00404791j -0.00505369-0.00322963j -0.000337055+0.00121681j -0.000762618+0.00255126j 0.00118527-0.00391083j 0.000520641-0.000309131j 0.00310942+0.000693116j 0.00273847-0.00101331j -0.00198411+0.000977518j 0.000994244+0.00489739j 0.00233425-0.0044542j 0.000473207-0.00405721j 0.00429455+4.04806e-06j 0.00149842-0.00387026j 0.00281561+0.00185097j -0.000304901+0.00539211j 7.09604e-05+9.72169e-05j 0.00231037+0.00104164j -0.00395779-0.000355188j -0.00257363+0.00167442j -0.000247546+0.00283437j -0.00299671+0.00207744j 0.00273894+0.00176843j 0.00153187+0.00151473j -8.9542e-05-0.000746868j 0.000221289-0.000668391j 0.000602129+0.00133683j -0.000712341-0.00105777j -0.000423987-0.00093431j 0.000370535+0.00027173j -0.000391004+0.000310757j 
0.00132764+0.00140879j -0.000633234-0.00199396j -0.00128974-0.0025166j -0.00347839+0.000504906j 0.00180693-0.00297938j 0.000466741+0.00092451j 0.00205426+0.000600671j -0.000929749-0.00158522j -0.000544203+0.00214422j 0.000508789-0.00123406j -0.00274942+0.00224271j -0.00229422+0.00174971j -0.0028318-0.00335981j 0.00221134+0.000413815j -0.00166754-0.00260541j -0.00208243-0.000416329j -0.000782182-0.00307858j 0.00176143+0.000971312j -0.00253973+0.00137249j 0.000147778+0.00150686j 0.000630683-0.000227154j -0.000310492-0.000636336j -0.0019245-0.00291131j 0.0033595+0.00147624j -0.000337621+0.000595232j -0.000709371+0.00270874j 0.00025144-0.000709521j -0.000498856+0.00182283j -0.00205929-0.00104695j -0.00270411+0.000531998j 0.00160787-0.000452825j 0.00145253+0.00055204j 0.0015334+0.00224896j -0.00439621+0.00161087j -0.00176779+0.00373005j 0.000385959+0.0033722j 0.000591498+0.00275079j 0.000898244+0.000700422j -0.00181326-0.00075642j 0.00227689+0.00129025j -0.00434845-0.00195799j -0.00225502-0.00207237j 0.00103855-0.00218105j 0.00101495+0.00182331j 0.00515873-0.00185134j 0.00445513-8.80306e-05j 0.001728+0.000967122j 0.00187149-0.00354237j -0.00325634+0.0011779j 0.00166999-0.00255213j -0.00240628-0.00527631j -0.000633562+0.00176711j 0.00236668+0.00224142j -0.00573878-0.00101271j 0.00220131+0.00271111j -0.00121077-0.00074944j 0.00117306-0.00301734j 0.00470577-0.00165576j 0.000287653-0.00150622j 0.0034319-0.0030975j -0.00224304-0.00118914j 0.0011856+0.000578578j 0.00127371-0.00343091j 0.000476807-0.000162476j -0.0043879-0.00113123j -0.000221742+0.00063936j -0.000878169+0.000445021j -0.00185142-0.00197671j 0.00293931+0.00054653j 0.000250219+0.00205968j 0.000522977+0.0019581j -0.00222072+0.00149272j 
0.0016655+0.000552085j -0.000324774+0.00186586j -0.0043411+0.000334759j 0.00142629+0.0038703j 0.000910028-0.00280928j -0.00278229+0.00560756j 0.00626897+0.00274394j -0.00295126-0.00348124j -0.0042656+0.00271161j -0.000854486+0.00402363j 0.00270487+0.00266696j 0.000163531+0.00045826j 0.00172189-0.00296109j -0.000679032+0.0045268j 0.00182097-0.000249114j 0.00155346-0.00152449j 0.00140867+0.00124287j -0.00027673+0.000859987j -0.000324355-0.00246846j 0.00316074+0.000562874j 0.000949424+0.00406775j -0.00134625+0.00104052j -0.00322052-0.000604072j 0.00190542-0.00585555j 0.00413801+0.00110988j 0.00142771+0.00445548j -0.0023419+0.00119856j -0.000792959+0.00115364j 2.98222e-05+0.00165501j 0.00400967+0.000735633j 0.00196927-0.000482342j -0.000404571-9.23171e-05j 0.00133789-0.00150486j 0.000934298-0.000260985j 0.000704723-0.00106186j -0.00171414+0.00303179j 0.00160145+0.00272424j 0.00231479+0.000168202j -0.00387069+0.00127463j 0.00396006-0.000454762j -0.00202706-0.001561j -0.00136169+0.00253061j 0.00012393-0.00227115j 0.000908507+0.000916172j -0.0014537+0.00187086j -0.000225233-0.00328936j -0.000227342-0.000716742j 0.00327774+0.00117332j 0.00158831+0.000434512j -0.000935998+0.000778968j 0.000220877+0.00142549j -0.000399001-0.00143475j 0.00085987-0.00113272j 0.00284489+0.000582248j -0.000890734-0.0023494j -0.000110192-0.000196177j -0.000677409+0.000446225j -0.000547379-0.00102094j 0.00114365+0.00059354j -0.00111748-0.000141277j -0.00153032+0.0014353j 0.00132582+0.00175721j -0.00179877+0.00134524j 0.00134321+0.000841148j 0.000760558+0.000598016j -0.00101175+0.000768503j 0.000259102+0.00051393j 0.00134077-0.00158035j -0.00122673-0.00174923j -0.000557959+0.000897552j 0.000670838+0.000823639j -0.000441133-0.000114329j 
-0.00405468-0.00128092j -0.000847312+0.00175156j 0.00239787+0.0016762j 0.000456658-0.000530091j -0.00133247+0.000554283j -0.00145667-0.000985225j -0.00343803+0.00194437j -6.30209e-06+0.00125455j -0.00146132-0.00427001j -0.001664+0.000379956j 0.00223933+0.00190937j -0.000886962-0.000189634j -0.00187701+0.000244012j 0.00160989-0.000431124j -0.00287689-0.000856379j -0.00240183-0.000602558j -0.0024348+0.00275424j -0.000964675+0.00286553j 0.000323533-0.0037854j -0.00227419+0.00135057j 0.00148699+0.00133416j -0.00199595+0.0024037j 0.00181612-0.00204415j 0.00151734-0.00293153j 0.00195999+0.00285895j 0.00119205-0.000651573j 0.00153796+0.00115973j -0.000466205-0.00440754j -0.00262731-0.00137986j 0.00151435+0.0024509j -0.00218747+0.00134447j -0.0011841+0.00012366j 0.00337764+0.00102475j 0.00040162+0.0022148j 0.0035362-0.000336196j 0.00375493-0.00481147j -0.00310819-0.00534293j 0.000525651-0.00352103j 0.00253749+0.00109682j -0.00436677+0.00238154j 0.00378235+0.00418965j -0.000770282+0.000770893j 0.000698969+0.00334163j -0.00173461+0.00329463j -0.00371761+0.00180987j -0.00426906+0.000304959j -0.0015685+0.00107976j -0.00585771+0.00118159j -0.00308061-0.000161492j -0.000869706+4.13364e-05j 0.00022262-0.00014269j 0.00150139-0.000301142j -0.00124103-0.000725614j 0.00249374+0.00524477j -0.000255757-0.00170015j -8.17067e-05-0.00119702j -0.00319984+0.00209395j -0.00387447+0.00209303j 0.00215854+1.14025e-05j 0.000589444+0.0026024j 0.00311398+0.000834409j -0.00373165-0.00186896j 0.00125421+0.00303753j -0.00279478+0.000667656j 0.00423921+0.00315095j 0.000204143-0.000677605j 0.00292222-0.00193284j 0.003304+0.00487424j -0.00166731+0.00188092j -0.00136244-0.00212539j -0.00113381-0.00391117j 0.00495635-0.00117579j 
-0.000741418+0.000535608j -0.000141556-0.000676141j 0.0018025-0.000532846j -0.000755457-0.00235431j 0.000474034+0.00072752j -0.000942026-0.00114869j -0.00062314-0.000767013j 0.00254382+0.00110524j 0.00523748-0.000132054j -0.000126603+0.000424732j -0.000562369-0.00252212j 0.000751723+0.000406661j 0.00248799+0.00414379j 0.00343897-6.40882e-05j -0.000803205+0.00161915j 0.000482068+0.000624142j -0.00243809+0.000404323j -0.000626692-0.00221126j 0.000585485-3.27235e-06j -0.00126406-0.00145786j -0.00142733+0.00103407j -0.0010529-0.00273029j 0.00142846+0.00149546j -0.000169124+0.000190462j -0.000176317-0.00106333j 0.000451656-0.000708454j 5.47748e-05-0.00155096j -0.000475895+7.15831e-05j 0.000657191+0.000260377j -0.000110997+0.000265424j 7.75485e-05+0.000466537j 0.000813832-2.10016e-05j -0.000859934+0.000344657j -0.000546798-0.00117672j -0.000852421-0.0009272j -0.00160003-0.00075724j 0.00189425+0.00323613j -0.00231527+0.00137329j -0.00393194-0.0011179j 0.00166872-0.00251939j -0.0031301-0.00301132j 0.00219356-0.00179289j -0.00329598+0.00058928j 0.000344206-0.00143907j 0.00226693-0.000698463j 0.00190092+0.000803423j 0.000306896+0.000873837j -0.000394446-0.00150184j 0.00222496-0.00134073j -0.00146338-0.00211065j 0.00108778+0.00169008j -0.00122158+0.000245128j -0.000698709-0.00252024j -0.00243009-0.00416926j 0.00277542-4.28552e-05j 0.00122068+0.0027882j 0.00311975-0.000850052j 0.00338922-0.00239631j -0.000960943+0.0012146j -0.00160139-0.00140795j -0.000509892+0.000560963j 0.0024448+2.11309e-05j -1.67278e-05-0.00103895j -0.000417047+0.000881415j -0.00049367-0.00051126j 1.52488e-05+0.000582246j -0.000781749-0.000881147j -0.000749118-0.000877845j 0.00103552+0.00032613j 0.00023484-0.000217076j 0.000126176-0.00010743j 3.98902e-05-3.49704e-05j 
-0.000272792-0.00115124j -0.00031784+0.00208828j -0.00032434+0.00297383j 0.00232066+0.00101113j -0.00235482+0.000807691j -0.00130134+0.00110168j -0.000554439+0.00119085j 0.00174074-0.000271179j 0.00187312-0.00202227j -0.00059539+0.00254199j 0.000527744-0.000458498j 0.0010626-0.00116551j 0.00280528+0.0022394j 0.00157879+0.00261012j 0.00296058+0.00343515j 0.00104038-0.00126284j -0.00192514+0.00501624j -0.00124473-0.000973823j 0.000153102-0.00225684j -0.00316088-0.00130066j -0.000387622+0.00197461j -0.0022352-0.000667895j 0.0012292+0.00318327j -0.000456923-0.0023025j 0.0023381+0.000975628j 0.00185201-0.000725947j -0.000650559+0.00047565j 8.61758e-05-0.00110202j 0.00106055+0.00199989j 0.00408708+0.000142622j -0.000662023+0.000499929j -0.00142514-0.000905639j 0.000928647-0.00158686j 0.0044508-0.000522871j 0.00267868-0.00279505j -0.000304862-0.00262845j 0.00170814-0.00102606j -0.00133828-0.00119408j 0.000849547+0.000462892j -0.00157749-0.00251955j -0.00071039+0.00162239j 0.00176478-2.04298e-05j -0.000207683+0.00204996j -0.00114378-0.00164631j -0.00186138+0.000481817j -0.00260038+0.00130698j 0.000254705+0.000917085j -0.00238648+0.00253634j 0.00200892-0.00353922j -0.0012737+0.00114794j 0.00247202+0.003349j 0.000667058-0.00104953j -0.00141035-0.00325762j 0.000464903+0.000139173j 0.000479079-0.00188253j 0.00112402+0.00299636j -0.000528351+0.00209161j -0.00453484+0.00026043j -0.000767747+0.000497016j -0.00318319+0.000797722j 0.00244706+0.00216223j 0.00146355-0.00251028j -0.0012727+0.0016699j -0.00119536+0.000688825j 0.00265874+0.00140663j -0.000403967+0.00115825j 0.000376764-0.00103265j 0.000219081-7.4917e-06j -0.00118528-0.000863377j -0.000334298-0.00123088j -0.000286125-0.00106509j 0.00154994-0.00129053j 
-0.000327709-5.94732e-05j 0.000200847+0.00156397j -0.00164735+0.00039953j 0.00193787+0.00207373j -0.00199064+0.00132743j 0.00115548-0.00161206j -0.00141313-9.72775e-05j -0.000287716+0.000453191j -0.00051459-0.00265298j 0.00139008-0.000606718j -0.0018723+0.000359184j -5.14082e-05+0.000814329j -0.000488557-0.00282503j 0.00280517-0.0035613j 0.00240552-0.000720996j -0.00214474+0.00145194j 0.00299214+0.00321119j 0.00187241+0.00172186j -0.000354622+0.00354505j 0.000931058+0.00217232j -0.000397352+0.000447098j -0.00106154+0.00123103j -0.000103072+0.00187295j -0.000403809+0.00157061j -0.000471585-0.00123009j -0.000364147-0.00138674j 0.000373545+0.00110877j 0.000692198+0.000391899j -0.000308428+0.000702184j 0.000827504-0.000818063j 0.000554311+0.000232356j -0.00080431+0.000339463j 0.00289555+3.20503e-05j -0.00126537+0.00244388j 0.000837651+0.000215859j 0.00450976-0.00133675j 0.000339234-0.00200956j 0.00191465-0.00112773j 0.0050439+0.00438296j -0.00135363+0.00253021j -8.61113e-05+0.00143017j 0.000981273+0.0023601j -0.00214118-0.000494536j 0.00139364-0.00211539j -7.43995e-05+0.00462021j -0.00474363-0.000369148j 0.00312937-0.000626225j 0.00399869+0.00310382j -0.00145922-0.00218385j 0.0012201+0.00227927j -0.000747795+8.79528e-05j -0.00369512+0.00160846j -0.00256359+0.00166322j 0.00428228-0.000191553j -0.003212-0.00184609j 0.000857033-0.00269944j 0.00305376+0.00388087j -0.00125176+0.00397972j -0.00179846-0.00394304j 0.00359008+0.00179891j 0.00224847+3.09508e-05j -0.00273181-0.000576485j 0.00240026-0.000226738j 0.00242768-0.00189586j 0.00149673-0.000120784j -0.00100539-0.00165016j 0.000888658-0.00165122j 0.00304047-0.00107102j -0.00101075+0.00192872j -0.00233441+0.00139549j 0.000804719-6.95667e-05j 1.69694e-05+0.000250266j 
0.00138481-0.000222609j 0.00263966-0.00267802j 0.0030587+0.00313666j 0.00325617-0.00466266j 0.00317408+0.000927531j -0.00261153+0.00051946j 0.00522191+0.000398957j 0.000728297-0.00264826j 0.00398944-0.00217148j 0.00211964+0.00218338j -0.000636759-0.00133285j 0.00192785+0.00209406j 0.00298093+0.00277283j -0.00271309-0.000600794j 0.00124194+0.00103937j 0.00519557+0.0021613j 0.000374632+0.00317643j -0.000152156-0.0056715j 0.00386774+0.00153611j 0.00137614-0.00106669j -0.00117219+0.00174336j 0.00292914-0.00235765j 0.00084758+0.00497139j -0.00144315-0.00031829j -0.000211698-0.00393748j 0.000214046+0.000478274j -0.00114925-0.00258158j 0.000512768+0.00277593j 0.00679635+0.00216971j -0.00141706-0.00376974j 0.00145336-0.00123813j 0.00153274+0.000824327j -0.00510743+0.0023987j 0.00141575-0.00266716j -0.00252996-0.000114755j -0.000236217+0.0016577j 6.3457e-05-0.000697756j -0.000990849+0.00309409j 0.00489627-0.000436087j -0.00555887+0.000520049j 5.53236e-05-0.000292452j 1.40554e-05-0.000299662j 0.00239585-0.00254758j 0.00254716-0.00274258j -0.00364389-0.00137983j -0.000222198+0.000763685j 0.00225506+0.000217839j -0.000896738+0.0055638j 0.00185267+0.00123071j 0.000433556+0.001996j -0.00369479-0.000380032j -0.0033729+0.00254267j 0.000221778+0.00262053j -3.75178e-05+0.00258832j 0.00112859+0.00196519j -0.00173062+0.00110204j -0.00204271-9.63164e-05j -0.00064611-0.000708145j -0.0028859-0.00197827j 0.00219624+0.000722516j 0.00124994-0.000418779j -0.00191778-0.0024286j 0.00375228-0.00175747j 0.00141567+0.000946098j -0.00481602-0.00235201j 0.000662377-0.000200346j 0.000726953+0.00232016j 0.000243269-0.000664644j -0.00145217-0.000920579j -0.00198865+0.000161911j 0.000769783+0.00346075j -0.00429723-0.000711429j 
0.000482338+0.000964642j 0.00141573-0.000735312j 0.00193724-0.00343593j -0.0001196-0.000168358j -0.000250927+0.00110803j 0.00491542+0.00113739j 0.00186433-0.00276816j -0.00193519-0.00205782j 0.00146425-0.00100714j 0.00033083-0.000303387j -0.0018797+0.00239556j -0.0028202+0.00233863j -0.00255484-0.00430754j 1.8411e-05-0.000186734j -2.01641e-05-0.00171761j -0.00010958+0.00153463j -0.00148243+0.00121098j 0.0018608+0.00186784j -0.00115943+0.0021164j 0.00213024+0.0018489j 0.000888043+0.000389419j 0.0011399-0.000469251j -0.00105472+0.000307554j 0.000930769+1.32851e-05j -0.00182244-0.00208884j -0.000119163+0.000109712j 0.00117779-0.00166069j 0.000867409+0.00212433j 0.00108411-0.00181167j -0.0026183-0.00243239j 0.000884069-0.000409224j -0.000275571+0.00170683j -0.0018062-0.00277411j -0.00133106-0.00367495j -0.00101578-0.00263193j -0.00397486+0.00307348j -6.03037e-05+0.00328205j -0.002274+0.0046571j -0.00458753+0.00357721j -0.000175195-7.01922e-05j 0.000578876+7.98943e-05j -0.000620533+0.00388833j -0.00358237-0.00330872j 0.000488714+0.0025257j -0.00201157+0.000848454j -0.00270487-0.00587736j 0.00167839-0.00303098j 0.00621063+0.000195036j 6.20312e-05-0.00410938j 0.000209398+0.00306237j -0.000336041-0.000105133j -0.00154613-0.0037642j -0.00135569+0.00167943j 0.000649945+0.00167213j -0.00227043-0.00316979j -0.000724113-0.00311377j 0.00163428+0.000918315j -0.00162819-0.0018033j 0.00122222-0.000925298j 0.000884799+0.00179179j -0.000324985+0.000288761j -0.000853303+0.00276067j 0.00165016+0.000660014j 0.00447526+0.00163634j -0.00354365-0.00135243j 0.00102182-0.000185295j -0.000286442+0.00154085j 0.00119282-0.000212651j 0.000880107-0.000610107j -3.39871e-05+0.000687124j 0.000994367+0.00135638j -0.00255475+0.00141033j 
-3.87606e-05-0.000544711j 0.000307292-0.00102935j 0.00152211-0.00139758j -1.87544e-05-0.00309567j 0.00257895+0.00246267j -0.000493038-0.0015432j -0.00241236+0.000324402j 0.00054062+2.63346e-05j -0.000877557-0.000893748j -0.0012748+0.00017052j -0.000737892+0.00137988j 0.000335678-0.00196818j 0.000991905+0.000298097j -0.00124268+0.00205679j 0.00110471-0.00185187j -0.000164325-0.00183222j 0.000354706-0.000895826j -0.0017223+0.00113354j 0.0011101-0.00153724j -0.000677763-0.00015708j -0.0012771+0.000543515j -0.0011515-0.000152315j 0.00279041-0.00134999j 0.00138687+0.00135082j -0.000633469+0.0024278j -0.00189073+0.000659005j -0.000357616-0.000700747j -0.000716348-0.000964001j 0.000658188-0.00205468j -0.00145269-0.000301092j -0.000666506-0.000340576j 0.000424443-8.81477e-06j -0.00222365-0.00365607j 0.000754298-0.00159688j -0.00330937-0.00423848j -0.000237052+0.00105109j 0.000113531-0.000794727j -0.000288874-0.000960084j 0.00312095-0.00115282j 0.00128668-0.00153791j 0.000434666+0.00397533j 0.00106747+0.00213536j -0.000866731-0.00291325j 0.00165853+0.000723661j 0.00222279-0.00688863j 0.00191991-0.000282193j 0.00256443+0.000283598j -0.000178444-0.000628067j -0.0032802+0.00299592j -0.00276436-0.00183756j -0.00311803+0.00044084j 0.0012477-0.00161182j 0.00063434+0.00104628j -0.000189925+0.00482747j 0.000714409-0.000134687j 0.000956439-6.81885e-06j 0.0021809-0.000894396j 0.00129303+0.00265302j -0.00507019-0.000512925j -0.00121544+0.000204703j -0.000365159-0.00160028j -0.000695416-7.29911e-05j -0.00300394-0.00165273j 0.000143474-0.000673145j -7.91892e-05+0.00131437j 0.00138437+0.000954906j -0.0016205+0.00156633j -0.00293299+0.000484694j 0.000827074-0.00285358j 0.0025236+0.000818151j -0.000214067-0.000441987j -8.25903e-05+0.000779527j 
