0.0873195-0.291501j 0.292114+0.084278j -0.000602652+0.15413j -0.16463-0.00955712j -0.00864978+0.120175j 0.0561529+0.0726299j 0.120086+0.0434731j 0.11349-0.108588j 0.087098+0.0749677j -0.0375065-0.0236518j -0.114566+0.0149707j 0.0578033+0.0489669j 0.056033-0.191053j 0.0332759+0.0971823j 0.0570302+0.0747126j -0.00172363+0.0747712j -0.155934+0.0542869j 0.016793+0.0884355j -0.0646325+0.0278741j 0.156868+0.00322597j -0.126023+0.039471j -0.108967+0.0530354j 0.054691-0.0343535j 0.0675377+0.0627821j -0.0247587-0.0316951j 0.100761-0.0450345j 0.046793+0.00940523j 0.0381407+0.151827j -0.0129436-0.0377145j -0.0177954-0.0140075j -0.0994817-0.0907131j -0.0356739-0.0302441j -0.0262622-0.0295267j -0.0530649+0.0289681j -0.0525174-0.11792j -0.161435-0.0673295j -0.100783-0.0628099j 0.0520134-0.00646195j -0.00400054+0.16377j -0.0662985-0.0437224j 0.0135248-0.0876171j -0.0383354+0.0231149j 0.0908301-0.119087j 0.0788554-0.157656j -0.0190722-0.0152227j -0.0946675-0.0359027j 0.0248646+0.0298676j -0.0647664+0.0421478j -0.109864+0.0500441j 0.0731788+0.0927146j 0.0133339-0.0255848j 0.0261412+0.0739744j -0.144045+0.166088j 0.152863+0.135093j 0.285114-0.00202367j -0.00447172-0.284595j 
-0.00950076-0.00747535j 0.00743242-0.00916211j -0.00562081+0.00225568j -0.00257143-0.00310486j 0.00613478-0.00882979j -0.00757381+0.00193549j 0.0138082+0.0018825j -0.00302888-0.0127321j -0.0114758-0.00508701j -0.00916287-0.0188225j -0.00349195+0.011417j -0.005707+0.00191076j 0.00629773+0.00821263j 0.006137-0.0123648j 0.0159933-0.00894805j -0.00717403-0.00569254j 0.00507313-0.00794535j 0.00288992+0.0130296j -0.000709855-0.00347446j 0.001644-0.00613745j 0.0131036-0.00127672j -0.00159093-0.00186878j 0.0040193+0.0049878j 0.00101942+0.0099843j -0.00627133+0.00445031j -0.000547919+0.000478957j 0.0116226+0.000901913j -0.0012738+0.00735799j -0.000976659+1.42795e-05j -0.00692348+0.00494836j 0.00227338-0.0114595j 0.000847049-0.00348537j -0.000504355-0.00203726j -0.00303468+0.00234556j -0.0024473+0.00442625j 0.0150656-0.00159205j -0.0062251-0.00875951j -0.00740853-0.0137588j -0.0167368+0.000656049j 0.00104396+0.00440475j 0.00678728+0.00771454j -0.0128704-0.002408j -0.0101228+0.010021j 0.00357494-0.00838693j -0.00750488+0.000619733j -0.00378275-0.00671345j 0.0147848-0.01019j 0.00399746+0.00886647j -0.00456197-0.0117329j -0.00741856+0.00820265j 0.0114317+0.000507766j -0.00521887-0.0120078j 0.0174842-0.000846551j 0.000925563-0.0170371j 0.00428518+0.00891402j 0.00910476-0.00478949j 
-0.00680409-0.00324847j 0.00328883-0.00664354j -0.00426597-0.00445909j 0.00477999-0.00250449j 0.0175221+0.00133955j 0.0142806-0.0173227j -0.002264-0.0237995j -0.0184256-0.0119493j 0.00311793-0.000727614j -0.0126334-0.00998212j -0.0160058+0.0056333j 0.0081508-0.00948942j -0.00279844-0.0162223j -0.00166065+0.00581446j 0.00331007-0.0019778j -0.00947171+0.00483855j -0.010196-0.0113018j -0.000737406+0.0061048j 0.00133767-0.00372683j -0.00470088-2.86636e-05j -0.00119093+0.00154054j -0.0018363-0.00552546j -0.000910037+0.0135968j -0.0065124+0.00339775j 0.00400388+0.0098222j 0.0133963-0.00473858j 0.00765716-0.00550707j 0.00346261+0.00271679j 0.00137882-0.000702104j 0.000250302+0.00816797j 0.0147019-0.00295852j -0.00431593+0.00687022j -0.00933295-0.00163281j -0.00436771-0.00802426j -0.000123533-0.0042285j 0.0119095-0.00134335j -0.00956567-0.00739054j -0.000993286+0.000108885j -0.00653236+0.00162384j 0.0110279-0.00727983j 0.00685158+0.00862995j 0.000136089+0.00263647j 0.000426364+0.0129147j -0.000390657+0.0141307j -1.74469e-05+0.00963797j 0.0167424+0.00161828j -0.00623114+0.00101678j 0.00732047+0.000761962j -0.0202476+0.00476308j -0.00571169+0.0317222j 0.0258448+0.0128167j 0.00994277-0.0103689j -0.00196129+0.000343293j 0.000362381+0.00141768j 0.00423171+0.0009881j 0.00106541-0.00449989j 
0.00613162-0.00795463j 0.00810303+0.00614853j 0.00426905-0.00818511j 0.0105984+0.00353123j -0.00767817-0.0154238j -0.00788191+0.00664342j 0.00112103-0.00762773j -0.0128403+0.00120649j -0.00335107+0.00979924j -0.0155011-0.000771017j -0.00467791+0.00587552j 0.00175289-0.00869783j 0.00147478-0.00524338j -0.00666189-0.0108888j 0.0113746+0.00544803j 0.00266988-0.00587321j 0.0135078-0.00752503j -0.00435221+0.0063451j 0.0199883-0.00737411j -0.0017076-0.00192607j 0.000485647+0.00053371j 0.002021+0.00190378j 0.00343655-0.00698146j -0.00569343-0.000949697j 0.00133644-0.0135507j 0.00460736-0.00844299j 0.00518973+0.00720843j -0.00348488+0.00883925j 0.00655238+0.00914202j -0.0087288-0.00977402j -0.00296718+0.0101131j 0.000974055+0.00117821j 0.000762799+0.00801479j -0.00719846-0.00965189j -0.00933315-0.00219489j -0.00555276+0.00959315j -0.000527535-0.000850982j 0.0097586-0.011403j -0.00374865+0.0126567j 0.00710841+0.00471926j 0.00511768+0.00222223j -0.019349-0.000586998j 0.0169648+0.0109037j -0.012464+0.00939343j 0.0227768+0.0167479j 0.00132718-0.02499j 0.012114-0.0167134j 0.0119112-0.00194771j 0.00509439+0.00358176j -0.00452506-0.00671097j -0.00374432+0.00997312j 0.00823497+0.00100938j 8.98875e-05+0.00705315j 0.00613439-0.000398289j -0.00414612+0.00278057j 0.00259372+0.00410867j 
-0.00603096+0.00206335j -0.00201164-0.00580908j -0.00348823+0.00893981j -0.00974844-0.00173163j 0.0130782+0.0037392j 0.00122903-0.0103815j 0.00190529+0.00277659j 0.00233871-0.00717541j -0.00255653-0.00936531j 0.0065726-0.00616519j 0.000132365-0.00343216j 0.000871337+0.00276016j 0.000873355+0.00376654j 0.00598648+0.00224753j -0.00469278-0.00448826j -0.00166023+0.00221354j -0.00660667+0.00268131j -7.45554e-05-0.00128562j -0.0107186+0.00697086j 0.000269929+0.000208968j 0.00375888+0.000796762j -0.000424101-0.00147983j -0.000744188+0.00972465j 0.00273647+0.00355772j -0.00101062+0.0103635j 0.000745901+0.00479269j -0.000490862-0.0031757j -0.00028243-0.00472798j -0.00370302-0.00516485j 0.00639113+0.00496071j 0.00312045-0.0108438j 0.00031858-0.00207729j -0.00457155-0.0063016j 0.00408722+0.00389086j 0.00454495+0.00102489j 0.00704426-0.0064248j -0.00459081-0.0033541j -0.00381908+0.00549467j -0.00616571-0.0084371j -0.00583628-0.00384891j -0.00201996+0.00336862j 0.00808368-0.00456007j -0.0147697-0.000875283j 0.00790602-0.00909243j -0.0187078-0.00270179j 0.00463524+0.0133732j -0.000892302+0.00902415j -0.00529105+0.00716197j -0.0103264-0.00281324j 0.0025836+0.0100734j 0.00503918-0.00587855j -0.00596637-0.00104577j 0.00461805-0.00643766j -0.00553671-0.00498706j 0.00147023+0.00129729j 0.00140411-0.00169913j 
-0.0030778+0.00274435j -0.0029845-0.00330539j 0.00123455-0.00515679j 0.00417797+0.000954724j -0.00107184-7.18865e-05j -0.00204853+0.00303266j 0.00151449+0.00347212j 0.00384372-0.00182338j 0.00084668+0.00253315j -5.2917e-05-0.00109376j -0.00266512+0.000498455j 0.0024559+0.000347402j -0.00277944-0.00309984j -0.00195316+0.00271314j -0.000746185+7.71024e-05j -0.002191+0.00069843j -0.00283375+0.00364596j 0.00345704-0.000165197j 0.00209561-0.000999722j 0.00245332-0.00148182j 0.00182151-0.00281362j -0.0021995-0.00319109j 0.00201895-0.00117642j 0.000264094-0.00431761j 0.00215881+0.0011866j -0.00297914-0.00255418j -0.000438128+0.000901535j -0.000173513-0.000583971j -0.00323237-0.0014616j -0.00217844+0.0012035j -0.00146274+0.000745324j -0.00449138+0.000385122j 0.00104249+0.00344887j 0.00139214+0.00266602j 0.00252304-0.00192494j 0.000359801-0.00333746j 0.00233386+0.00108458j 0.00042133-0.00082516j 0.00375785-0.000358727j 0.00100532+0.00318308j 0.00282177+0.00106422j 0.000215169-6.11983e-05j 0.00148316+0.00115963j -0.000105099+0.00182338j -0.000816827-0.00196519j 0.0018388+0.000623651j -0.00119864+0.000996864j 0.000236914-0.00295539j 0.00134772+0.0010138j 0.00121067-0.000286112j -0.00131008-0.00267661j -0.00122216+0.00122334j -0.00463792-6.90317e-05j 0.000301993+0.00516736j 0.00702127-0.000270918j 4.45463e-05-0.00688574j 
-0.00284203-0.00402753j 0.00393806-0.00304002j 0.0040395+0.000373721j -0.00110507+0.00425677j 0.000664278+0.000360012j -0.000975318-0.000243971j -0.00135225+0.00133939j 0.00131065+0.00133969j -0.00113245+0.000229005j 0.00124346-0.000259714j -0.000769844-0.000163531j 0.000282823+0.000245875j -0.000666741-0.00171426j -0.00120383-0.000388219j 0.00089495-0.000250461j -2.02556e-05-0.00127296j -0.00207262+4.42163e-05j 0.000515977+0.00143642j 0.000712939+0.000331722j 0.000779708+0.000586258j 0.00200267+0.00120696j 0.000873606-0.00155197j 0.000541742+0.000750892j 0.00161409-0.000622415j -0.000834802+0.000729133j 0.000646334-0.00209353j 0.000153637+0.00106046j 0.000496139-0.0011233j -0.00028675-0.00221665j -0.00124592+0.000332451j -9.1984e-05-0.000805139j -0.00102595-0.000948293j -0.000436992+0.000722165j -0.000689264+0.000680012j 0.000442054+0.00120343j 0.0021482+0.000529308j 0.000435084+0.000523296j 0.00133013-0.000359529j 0.000734359+0.00123326j -0.00137287+0.00150704j 0.000568663+0.00116385j -2.88923e-06-0.0001665j -0.000356685+0.000138244j -0.000290751-0.000621598j -0.000142111-0.00150124j -0.000765144-0.000155797j -0.000573452-0.000256409j 0.00081812-0.00161515j 0.00137833+0.000976099j 0.00092025+0.00100784j 0.00216819-0.000731709j -6.56486e-05-0.00165979j -0.00306691-0.001774j -0.0014298+0.0032402j 0.00347209+0.0044179j 0.00449517-0.00344261j 
-0.00345522+0.00594195j -0.00682039-0.00370172j 0.00169243-0.00760854j 0.00524853+0.00282556j -0.00123404+0.00143708j -0.00118295+0.00170523j -0.00571774+0.00619764j 0.0059941+0.00361396j -0.00102008+0.00249053j 0.000323955-0.00378068j -0.0029855+0.00467921j 0.00358721+0.00358482j -0.000842068-0.00430906j -0.00126667+0.00121268j 0.00100723+0.000694531j -0.00437032+0.000245636j -0.00159121+0.00376106j 0.00642567+0.00123856j 0.0023936+0.00137551j 0.00154825-0.000123193j 0.000247684-0.00328321j -0.00608769-0.00476859j -0.000476601-0.00457271j -0.00109574-0.00617339j 0.00278002+0.000814714j -0.00183944-0.00172206j -0.00143852+0.000155792j -0.00109596-0.00325521j -0.00400728+0.00231794j -0.00209052+0.00303494j -0.0022394+0.00283179j -0.00273707+0.00236081j 0.00170415+0.00239492j 0.000857535+0.00169837j 0.00214362-0.00309655j 0.000764096-0.00329692j 0.0047736+0.000873848j -0.0017007+0.00134372j 0.00231903-0.00193086j 0.00387411+0.00204874j 0.00128512+0.00121262j 0.00294952+0.00108714j -0.000689355+0.00213351j -0.00141007+0.00256951j 0.000161461-0.00248202j 0.00141405-0.0016634j -0.000265425+0.00128287j -0.00107828-0.000541647j 0.00350753-0.00105961j -3.03671e-05-0.000624098j -0.00269475+0.000890219j 0.000698116+0.000303429j -0.00124823-0.00371215j -0.0016624+0.00116269j -0.000241646-0.00258728j -0.00213719-1.16356e-05j 
0.0017441+0.00632849j -0.00573095+0.00156757j -0.00268639+0.00172843j -0.000446387-0.0045421j -0.0031001-0.00392691j 3.54179e-05+0.00191623j 0.00211835-0.00744261j -0.00764008+0.000759525j 0.0021548-0.00244921j 0.00201409+0.00165674j -0.00367721-0.00152548j -0.00943779-0.00351111j 0.00248591+0.00635075j 0.00133042+0.000934471j -0.00587193+0.000446969j 0.00290271-0.000954882j 0.00585145-0.00410006j -0.00245547+0.000277895j -0.00199265+0.00398719j -0.0056198+0.00264427j -0.00180785+0.00304212j 0.00336981+0.00330599j -0.00296977-0.00230045j -0.00014676+0.00632193j 7.5445e-05+0.000726717j 0.00138557+0.00637342j -0.00156923-0.00766148j 0.00210002+0.00211009j 0.00376222+0.00395078j 0.00284795-0.00469576j 0.00173213+0.00225211j 0.00291465+2.0262e-05j -0.00315119-0.00142604j -3.02848e-05-0.00164617j -0.00207493+0.00348653j -0.00401479+0.00518319j -0.0014821+0.00360831j -0.00562284+0.000920674j -0.00234001-0.0017214j -0.000589098-0.001749j -0.00455235+0.00219972j -0.000545271+0.00274288j -0.00432815+0.00121496j 6.72087e-05+0.00190332j 0.00449533+0.00154952j 0.00341482+0.00197674j -0.00188333+0.00142119j 0.00458683-0.00148939j 0.00247527+0.000515625j -0.00222367-0.00236264j 3.78119e-05-0.000441989j -0.00446173+0.00136996j 0.00281616-0.00105767j -0.000524298-0.00190329j -0.00445696-0.00133344j -0.00190121+0.0047356j 
0.00113315-0.00889343j 0.00946989+0.00149434j -0.00412965+0.0101865j -0.00742795-0.00321283j 0.00457628-0.00133441j -0.000183055-0.00524141j 0.00308379-0.00270657j -0.00374844-0.0035573j -0.000447427-0.00141431j -0.00142519+0.00360137j 0.00511347-0.00476494j 0.00216912+8.29307e-05j 0.00262431-0.000789056j 0.000460406-0.00270292j 0.0027718-0.00248285j 0.00217833-0.000645438j -0.00363343-0.00363423j -0.00429505-0.000287996j -0.0018719-0.000472191j 0.00153885-0.00232227j 0.00231498-3.30063e-05j 0.00601071+0.00150927j 0.00399154+0.00553266j 0.00416334+0.00140972j -0.0025254-0.00155815j 0.00260231-0.00475712j 0.00101519+0.00448831j -0.000749117+0.00150607j 0.00183856-0.00637841j -0.000951608-0.000885518j -0.00152346-0.00604912j -0.00111784-0.00421065j -0.00210388+8.63844e-05j 0.000253734-0.000748325j 0.00299722+0.00320299j 0.00484117-0.00247852j -0.00292125+0.000134412j 0.0030151-4.25382e-06j 0.000142548+0.00601573j -0.00495928+0.00235856j 0.000505389+0.00182789j -0.000365526+0.000926187j 0.00133151+0.00152564j -0.000717732-0.000837934j 0.00342991-0.000285119j -0.00146018+0.00270875j -0.00202916+0.00262786j 0.000547968+0.00239817j 8.59715e-05-0.00340648j -0.00184062-0.00427173j 0.000599424-0.000705184j -0.00409147-0.00126049j -0.00689935+0.00499984j 0.00357071+0.00518326j 0.00743094-0.00092759j -0.00183723-0.00723629j 
0.00232774+0.00278843j -0.00300844+0.00222101j 0.00725214-0.0031329j 0.00191665+0.00625315j -0.00358461+0.00188498j 0.00352375+0.00485624j 0.000595905-0.00209j -2.54518e-05+0.000883156j 0.000413702+0.00485682j -0.00117106+0.000412111j -0.00179619+0.0021547j -0.00168085-0.000669033j 7.44192e-05+0.00186998j -0.000249773+0.00147335j -0.00294207+0.000470761j 0.00121976-1.916e-05j 0.000273922-0.000214632j 0.00280445-0.00817876j 0.00387072-0.00172691j 0.00272324+0.00137725j -0.00381124+0.00121424j 0.00601131+0.00338121j -0.00164073+0.00305223j -0.00135167-0.00365788j 0.000912706-0.00285085j -0.00127513-0.00140283j -0.00300825+0.00316193j 0.00154698+0.00143052j 0.00394128+0.00210266j 0.000346951-0.000682399j 0.00470056+0.000284258j -0.000447418-0.000536734j 0.00517203-0.000908439j 0.00450328-0.000764832j -0.00389196+0.00125021j -0.000682323+0.00425335j 0.00031316-0.000276277j 0.00374486+0.00580231j -0.00104847+0.00100352j -0.000249812-0.00183718j -0.00120975+0.000609032j 0.000569407-0.000928664j 0.00409782-0.00110022j 0.00103489+0.000770575j -0.00492834-0.00198448j -0.000330239-0.00112393j 0.00238816-0.00123746j 0.00258624+0.00153443j -0.00316359+0.00327689j 0.00419553+0.00472771j 0.000992115-0.00241027j 0.00043422-0.000604562j 0.00487181+0.0013625j 0.00104262-0.00362528j -0.00350397+0.00369408j 0.00430783+0.00338934j 
0.00119394-0.00140135j 0.00148356+0.00108655j 0.000275244+0.00178j -0.00123526-0.000324435j -0.00132841+0.00209937j 0.00368327+0.00310161j 0.00343765-0.00348012j -0.00122079-0.0012791j 8.51332e-05-0.000910155j 0.00113656-0.000476096j -0.00149101+0.000403875j -0.00195863-0.000798761j -0.00272373+0.000472953j 0.0015715-0.000677053j -0.00119417+0.00184182j -0.0031033+0.000629334j -0.00130864-0.00114355j -0.00186969+0.00232084j 0.00164399+0.00072979j -0.000683166-0.00162477j 0.000596023+0.0028346j 0.00268033-0.00119061j 0.000615053+0.00180063j 0.000898491+0.00134368j -0.00114897+0.00113411j 0.00216501-0.00100613j -0.000344804-0.00203549j 0.00320517+0.00151705j 0.00158413-0.00113458j -0.000196323-0.00159199j 8.79035e-06-0.00213864j 4.40658e-06-0.00108875j -0.00129082+0.00065656j -0.00316214-0.00185071j 8.77971e-05+0.00161896j -0.000401716+0.00237212j 0.000559353+0.000213528j 0.000980788-6.54917e-06j -0.00106415+4.68568e-05j -0.00159104-0.00105043j 0.000525767+0.000364825j -0.000870048-0.00247525j -0.000171646+0.00108671j 0.000868331+0.0013172j -0.000165889-0.000812107j 0.00145821+0.00182847j -0.000755794+0.00043229j 0.00315267-0.00314979j 0.00140512-0.000888781j -0.00117218-0.000687841j -0.000187618-0.00364153j -0.00579965+0.00237317j -0.00149905+0.00126718j 0.00197997+0.00112467j 0.00309752+0.000401648j 0.000163545-0.00272163j 
0.00436778-0.00037417j 0.000771796+0.00371597j -0.00455449+0.0060081j -0.00402027-0.00642612j -0.00132651-0.00455928j 0.00285895+0.00282558j 0.00529284-0.0126656j -0.00953696-0.00326878j 0.00638289-0.000872443j 0.00453689+0.00566859j -0.00209114-0.000667755j -0.0127524+0.00477566j 0.00679965+0.00456497j 0.00284848-0.000670493j -0.00712915+0.00169519j 0.00405143-0.00347948j -0.00235059-0.00505195j -0.00634032-0.00466524j 0.00010058+0.00487476j 0.00336295-0.00189652j -0.00242306+0.00982534j 0.0170573-0.00208397j 0.00608868+0.00218285j 0.00435284+0.00372648j -0.00399974-0.00201942j -0.000505121-0.000842677j -0.00133575+0.000918118j 0.00864131+0.00798738j 0.00595462-0.0059695j -0.000415804-0.00823195j -0.00052849-0.00794938j -0.00179068-0.00249093j -0.000948071+0.000189667j 0.00378706-0.00661413j 0.000882409+0.00938269j 0.00257022+0.00096567j -0.00061163+0.00366177j 0.00537027+0.00423013j 0.00164558+0.00461819j -0.00565977+0.006475j -0.000695125+0.0088803j -0.000371239-0.00156772j 0.000642534-0.000960228j 0.00185097+0.00248888j 0.00156869-0.00361894j 0.00492531+0.00416219j 0.00167323+0.00365481j 0.014436-0.00362589j 0.00531696-0.00339344j -0.00900696-0.00333676j 0.00613485-0.00362261j -0.0158226-0.00199546j -0.00461514+0.0062348j 0.00942371+0.00493434j 0.00758129-0.00358503j -0.00478915-0.00664788j 
-0.00211526+0.00558529j -0.00607482-0.00226707j -0.000762658-0.00595294j 0.00434472-0.00274007j -0.00652541-0.00286568j 0.000617401+0.00742254j 0.00410046-0.00179484j -0.0017642-0.00336883j 0.00342277-0.00627102j 0.00233438-0.00949385j -0.00943923+0.00884349j -0.0124189-0.000513521j -0.00694491+0.00840915j -0.001526+0.00819796j -0.00804087+0.00734886j 0.00421596+0.000435521j 0.00979629-0.00282212j 0.00917874+0.00709782j 0.00736199+0.0107964j -0.00923886+0.0060378j 0.0107303+0.0140964j -0.0073604+0.00639018j -0.0181003-0.00567521j 0.00588896+0.00991038j 0.00507314+0.00674314j 0.00804355+0.0102919j -0.0132496-0.0204326j 0.0108051-0.00681283j 0.00700877+0.00957632j -0.00112094-0.0101402j 0.00568683+0.0107975j 0.00582363-0.00213386j -0.00609664+0.00426359j -0.00759703+0.00434553j -0.00544776+0.0072405j -0.0125031+0.0155326j -0.00457832+0.00524385j -0.009443+0.00705938j -0.01186-0.00604544j -0.00066324-0.0061393j -0.00404747+0.00332972j -0.00338816+0.00461966j -0.00861988+0.00110014j 0.00190278-0.00353105j 0.000761779+0.00262566j 0.00329005-0.00704304j -9.13547e-05-0.00292584j -0.00293807-0.0213754j 0.000871345-0.00610171j -0.00150056+0.0129242j -0.000311888-0.00832654j -0.00569863+0.0178572j -0.00214211-0.00147538j 0.000499042-0.00207319j 0.00149728+0.00734754j 0.00797474-0.000519868j 
-0.00133025-0.00173225j 0.00189068-0.000992181j -0.00340357+0.000574463j -0.000658835-0.00190024j 0.00357705-0.00525864j -0.00941644-0.00657111j -0.00365131+0.00752203j 0.00157695+0.000744117j -0.00162489-0.00122443j -0.00195975+0.00398294j 0.00666772-0.00635596j 0.0106886+4.9341e-05j 0.00266358-0.00612077j -0.00591692+0.00119139j 0.00604486-0.00127561j 0.00572207-0.00452583j 0.00532686+0.00223476j 0.000465367+0.00979006j -0.00391936+0.00120742j -0.0042088+0.00392018j 0.00807312-0.00773105j -0.0204127+0.00612967j -0.00890971-0.00748732j 0.00311646+0.00475999j 0.00129599+0.000432917j 0.00602976+0.00842167j -0.000513616-6.46919e-05j -0.00913171-0.012481j -0.00647474+0.0039521j -0.0056496+0.00526088j -0.00355911+0.00980713j 0.0038105+0.00253329j -0.0049609+0.00140268j -0.00313642+0.00787181j 0.00389454-0.00818984j -0.00518407-0.00207924j 0.00172928+0.000459513j -0.00999417-0.00873784j 0.00175023-0.00219588j 0.00530443+0.000887861j 0.00427532+0.000506115j 0.00163452+0.00910325j -0.0126611+0.00295967j -0.00694575-0.00617331j 0.00950714+0.00441586j -0.00450258-0.000310127j -0.0036223-0.00103694j -0.0176293+0.0043836j -0.00227759-0.00188962j 0.00619224+0.0047134j 0.00412073+0.00137174j 0.011237-0.00490377j -0.00503217+0.00267607j -0.000171951+0.00434962j -0.0052835+0.000507861j 0.000748477+0.00474136j 
-0.00105194+0.00188554j -0.00238039-0.00118989j 0.000784556-0.00359051j 0.00224209-0.00211233j -0.0074815-0.00573473j -0.00465039+0.0034079j -0.00446309+0.0012899j -0.00108904+0.00285233j 0.00867353+0.0011358j 0.000847193+0.00224112j -0.00165763+0.00534196j -0.000577552+0.0105925j 0.011497-0.00383959j 0.0032647+0.00497317j -0.00403099+0.00413033j 0.00834019-0.00433515j -0.000906368+0.000765182j -0.00229786-0.0119066j -0.00225646-0.000212292j 0.00837482+0.000564392j -0.00725757+0.00494685j 0.00840572+0.00161315j -0.0014358-0.00186988j -0.00428931-0.00463604j -0.00427223-0.00640024j -0.00646865+0.00429841j -0.000414411+0.0110913j 0.00410263+0.00633022j 0.00464278-0.00330075j -0.00481741-0.000398266j 0.00369393-0.00096335j -5.15794e-05+0.00281539j 0.00813134-0.00602101j 0.0116556-0.00437316j -0.00432943+0.00294955j -0.00282901+0.0016956j -0.0020986+0.00170683j 0.00799143+0.00331859j 0.00444564-0.00462766j -0.00159482+0.000480485j 0.00608967+0.00789058j -0.000464308-0.000173756j 0.0020567-0.00688151j -0.00237829-0.0080041j -0.0112909+0.000996449j -0.000509425-0.0015085j 0.0108251-0.00711824j 0.010126+0.00202096j -0.00528883+0.00451012j 0.00050994+0.012237j 0.0113473-0.00145567j -0.000548131-0.00428992j 0.00158033-0.00256622j -0.00164601-0.000491205j 0.00543595-0.000955092j -0.000234225-0.00523061j 
-0.00175896+0.00145917j -0.00175246-0.00154592j 0.00778087-0.00489489j 0.00403623+0.00696343j -0.00280051+0.0064953j 0.00762726+0.0047514j 0.000177323-0.000614468j 0.00437432+0.000903001j -0.000947541+0.0082158j -0.00331456+0.00368076j 0.00416315+0.000687254j 0.00644902-0.00261478j -0.00692513+8.5234e-05j 0.00308712-0.00254651j 0.000644293+0.0019256j -0.00692766+0.00828437j -0.00149136+0.00588601j -0.000710339+0.00421642j 0.000104128-0.00600558j -0.000632743-0.00488325j 0.00199056-0.0001959j -0.00598186+0.000788097j 0.00697873+0.00489854j -0.00558693-0.00118317j -0.000227988-0.000726623j 0.000669581-0.00289027j -0.000961718+0.00392645j 0.00188648-0.00296091j -0.000646212+0.00190207j -0.00165381+0.00380389j 0.00324553-0.00552193j 0.00237491+0.00128291j 0.0051524-0.00326627j -0.00962046+0.00191128j -0.00484194-0.00228278j -0.00166424+0.00262774j 0.00223484-0.00360236j 0.00554611-0.00862896j -0.00132567-0.00206998j -0.000505165-0.00775012j -0.000188909-0.00508381j -0.00610973-0.0113189j -0.00161498+0.00163027j 0.00547903+0.00344322j -0.00427402-0.00398818j -0.000569804-0.00190831j 0.00270966-0.000292696j -0.00265163+0.0082142j -0.00649141+0.00185667j 0.00263448+0.0020565j -0.00716156-0.000215448j 0.00233898+0.00580078j 0.00455307-0.00858103j -0.00933605-0.00407842j -0.00112945+0.00159396j 0.00231765+0.0008556j 
-0.000821549-0.00162176j 0.00142445-0.000281614j 0.00350475-0.00194662j 0.000594907+0.00456294j 0.00102937+0.00277643j -0.00408313+0.000241367j 0.000326351+0.013395j 0.0123609+0.00212113j -0.0150439+0.00486312j -0.0127799-0.0222116j -0.00922702+0.0139018j -0.0049651-0.00781314j -0.00397351+0.00450213j -0.000123648-0.00335411j 0.00742497-0.00315984j -0.00322874+0.00575722j -0.00251156-0.00411064j 0.00232502-0.0108916j 0.00410209-0.00829577j -0.00146002-0.00176241j -0.00766322+0.00440991j 0.00583952-0.0101285j -0.00596968+0.0017891j -0.0107506-0.0103918j 0.00930224+0.00175613j -0.0113858-0.00599918j 0.00391924-0.00624999j 0.00480373+0.00876537j 0.00482554-0.000402392j 0.00492239+0.00369232j 0.000233337+0.00522585j -0.0109942+0.00144754j 0.000400417+0.000718734j 0.0015938-0.00687807j -0.00120771-0.00335809j 0.000689301-0.00233074j -0.011314-0.00139626j 0.0061041+0.0154226j -0.00232754+0.00284594j 0.00176448-0.00333688j -0.00766973-0.00465963j 0.00800984+0.00444515j 0.0157218-0.0147997j -0.00186562-0.00667331j -0.0169259+0.0128629j -0.000665711+0.00291841j -0.00712288+0.00251297j -0.00760454-0.0165223j 0.00665119+0.00279169j 0.0021375-0.00292121j -0.00327604+0.00381096j 0.00801076+0.000856414j 0.00964554-0.00375197j -0.00459674-0.0102345j -0.00184987+0.00498636j 0.00559883+0.00134554j 
-0.00428036-0.00210678j 0.00198775-0.00390699j 0.00201552-0.00617515j 0.00430226+0.0044182j 0.000772813+0.00730389j 0.00187624+0.00112208j 0.00320176+0.00465806j 0.00101278-0.00278764j 0.000219271-0.0132029j -0.00167799-0.00513819j 0.000491022+0.00803994j 0.00085512+0.00558893j -0.00147593+9.41417e-05j 0.00475951+0.00878518j -0.00480183-0.00338937j -0.00167798+0.00280509j -0.00363382+0.00209258j 0.00872064-0.0111361j -0.00087807+0.00603809j 0.00539701+0.00567312j -0.00357153-0.0020984j 0.000924347-0.00730245j -0.00106423-0.00182662j -0.00269283-0.00010558j -0.000696804+0.000305695j -0.00614787+0.00111129j -0.00351184-0.0073467j -0.00640606+0.00627055j -0.00493192-0.00138996j 0.0098999-0.00908745j 0.00413851+0.00137928j 0.00264246-0.000156715j 0.00396039-0.000171704j 0.00798594-0.00120284j 0.00283301+0.00713154j 0.00227074-0.00789631j -0.000944061+0.00308907j 0.00105321+0.00872376j -0.00508148-0.00454884j -0.00177315+0.00225872j -0.00451295-0.00543516j 0.00384187-0.00118081j 0.00651218-0.00635599j 0.000874491+0.00471521j 0.0074998+0.00786454j -0.00161392-0.0132809j 0.00607577-0.0101815j 0.00339851-0.00320077j -0.00158268-0.000709547j -0.00258288+0.00133961j -0.00173462+0.00492543j 0.00415569+0.00102708j 0.00437251-0.00188356j -0.00186705-0.00523983j -0.00081751+0.00250582j 0.00280132+0.000384108j 
