-0.0517316-0.0710783j -0.0861842-0.109856j 0.0289355-0.158916j 0.0170727+0.0119164j -0.0434588+0.0719695j -0.00787721+0.0525101j -0.0117774+0.000866906j 0.0952403-0.059189j -0.0248816+0.0436302j 0.0208596-0.00351324j 0.0115298+0.00509688j 0.00363704+0.0101988j 0.0445913+0.00997141j -0.0283797+0.0070413j -0.0164887-0.000663089j -0.0334414+0.018377j -0.033076+0.00873588j -0.00420144+0.0180072j -0.0253175+0.00549774j -0.0347309+0.019744j -0.0362125+0.00526807j -0.00382179-0.0212257j 0.0293542+0.0133383j 0.00295972+0.0258554j 0.0217168+0.018999j -0.00215929-0.019545j 0.0654738+0.0616869j 0.0492095-0.0107367j -0.0312963-0.0121391j 0.0116197+0.0334229j 0.0154148-0.0113624j -0.00212468-0.0703516j 0.0117815+0.0604594j 0.0540901-0.12159j 0.0672908+0.0690629j 0.0323649+0.0108549j -0.0476038-0.075275j 0.193768-0.00820475j -0.0422271-0.0868637j 0.0113966-0.0287028j 0.0780109+0.0248877j 0.0680544+0.0584614j 0.045495+0.103965j 0.0412943-0.0407621j 0.0059808+0.038999j -0.0270112-0.0531898j 0.031146-0.0349154j -0.00276803-0.0457761j 0.0729146-0.0256873j 0.00584356+0.0316341j 0.0416798-0.00387374j -0.0533045+0.0148983j -0.0112247-0.0151791j -0.0457183+0.0164891j -0.0187215-0.0214836j 0.0482571+0.00787236j 0.0220284+0.0163491j 0.0474514-0.0104719j -0.0225536-0.000379372j -0.00309661+0.0101519j 0.0231602-0.00512435j 0.00322208+0.0152934j -0.0308501-0.0302278j -0.00805159-0.00495816j -0.0220596-0.027738j -0.00174577+0.0048341j -0.030062-0.0303377j -0.0530252-0.00923774j 0.0165638+0.00561614j -0.0596761+0.0252318j -0.0132565+0.00303187j -0.00212941+0.016386j 0.0347768+0.0416185j 0.02142+0.0348065j 0.00914793+0.0334045j -0.0296167-0.0329546j -0.0162354-0.00406668j 0.0411204-0.00135682j -0.0112476+0.0152699j -0.0477722-0.0188911j 0.0763903+0.0478643j -0.000105462+0.0217936j -0.0533367+0.00194398j -0.0469022-0.0346563j -0.0605399-0.0811459j -0.00227281+0.0665186j 0.100865+0.163452j 0.168004-0.0841327j -0.0629236+0.122026j -0.110274+0.0121257j 0.0455325-0.13643j 0.0541684+0.0896657j -0.176394-0.0429339j -0.0148515-0.000455001j 0.062655-0.0116151j 0.143296+0.0599421j 0.0604308+0.0141111j -0.119442-0.143859j 
0.0148589-0.0259906j 0.062373+0.0088816j -0.0251399+0.0174577j -0.00257624+0.00821652j 0.0014508-0.0257182j 0.00473463+0.00643759j -0.00847493-0.00943017j 0.005078-0.0122744j 0.0166814+0.00264271j 0.0117102-0.00058216j 0.000445627-0.0163077j -0.0180488+0.0244696j 0.00127938-0.000476652j 0.0235721-0.021338j -0.014139+0.0193559j 0.0195781-0.00460688j 0.0175914+0.0113862j 0.0218956+0.00641677j -0.0185297-0.00215853j 0.0180396+0.0103001j 0.0257926+0.0341263j 0.00360191-0.0162452j -0.0146291-0.0255588j -0.00959922-0.00809094j -0.0307135-0.00404628j 0.0161553-0.0408046j 0.0188481+0.0235477j 0.0158044-0.0106485j 0.00462586+0.0248333j -0.0307043+0.0168925j 8.32199e-05+0.0330998j -0.0211186-0.00178941j 0.0187937+0.0270189j -0.0051861+0.0547566j 0.0340652-0.0338661j -0.0122374+0.0201574j 0.0185545+0.00220504j -0.0094956-0.0145388j 0.00652358-0.0178916j 0.0111618+0.024384j -0.0250743+0.00268491j 0.00765275-0.0420317j -0.0133324+0.0373535j -0.0141754+0.0134561j 0.0279076-0.0227183j -0.0202169-0.00142871j -0.0431078+0.00394714j -0.0110815+0.0358057j 0.0521518-0.0318966j 0.0421889+0.0181584j 0.0405282+0.0309413j -0.0437667+0.0603719j -0.0431028-0.00884573j 0.0198691-0.0379543j 0.0342736+0.0230858j 0.036557-0.0534716j 0.030932-0.0129353j -0.0203068-0.0116311j -0.0317029+0.0395494j -0.0080033-0.0394907j -0.0890887+0.0337027j 0.0781232-0.152926j -0.0986914-0.0207562j 0.0380904-0.0259153j -0.0406077+0.0167079j -0.00456432-0.111858j -0.0391076+0.0562257j -0.032133-0.0620844j -0.0315309-0.0562071j 0.0592096-0.0656818j 0.0280014+0.0394417j -0.102305+0.123627j -0.0252589+0.0513848j -0.0136739-0.0953624j -0.102117+0.127649j 0.151653+0.196361j -0.0100575-0.0611218j 0.0792168-0.0693337j 0.0840665-0.0719342j -0.0733528+0.160779j 0.125169-0.0414794j 0.0229406+0.00167442j -0.0636559-0.073872j -0.0587391+0.0690675j 0.090664-0.198156j 0.222624+0.0725482j -0.0459048-0.0365341j -0.200288+0.108725j -0.0487403-0.0497559j 0.0253137+0.00874553j 0.0866997-0.101227j 0.0197366-0.115107j 0.00374211-0.121037j -0.0588375-0.0588672j 0.017564+0.0679875j -0.00038997-0.0412708j 0.0166885-0.0120828j 0.0597901-0.0582414j 
-0.00362493+0.00140707j -0.0303876-0.00528667j 0.0158054+0.00828721j 0.0233459-0.0267545j 0.0116238+0.0198311j -0.0113839+0.00269636j -0.0164067-0.00814454j 0.00936746-0.00468848j 0.00191244-0.0149731j -0.00460237+0.0064797j 0.0136675-0.00395897j 0.0146658+0.00380721j -0.0089804-0.0144448j -0.00211293+0.0113799j 0.0050761-8.88127e-05j -0.00330063+0.00549658j -0.00483784-0.0140625j 0.0127332-0.0220445j -0.0141237+0.00796473j -0.0154273-0.027778j -0.0308074-0.024833j -0.00648115-0.0191586j -0.00568065+0.028577j -0.0154241+0.00355143j -0.00544044+0.0162666j 0.010955+0.0106908j 0.0127231+9.29239e-05j -0.00444861+0.00402972j 0.00517009+0.0124931j 0.000388239+0.0158101j 0.00431897+0.0319529j 0.0187526-0.0449158j -0.000283385-0.00944518j 0.00423376-0.0137875j -0.0266328+0.0188567j -0.015052-0.00867356j 0.00608725-0.00840987j 9.05767e-05+0.00768829j -0.0057521+0.018887j -0.00702584-0.00103416j 0.0184708-0.00676009j -0.0149345+0.0251538j -0.0223135-0.00339888j 0.0238479-0.0211209j -0.0167059+0.00656869j -0.0207102-0.00373228j 0.0606116-0.00850432j 0.0111315-0.0245603j -0.0285218-0.0060613j 0.00075175-0.0300438j 0.0124749-0.065686j -0.0170186-0.018509j 0.0131767+0.0529131j 0.0123192+0.0284397j -0.00167048+0.0685216j -0.0253526+0.0280561j -0.00499511+0.00737593j -0.0277933+0.0515561j 0.0433391+0.000314215j -0.073716-0.00542734j -0.0498644-0.0223245j -0.0251526+0.0465753j 0.0612584-0.0249545j 0.0589109+0.101999j -0.022802-0.118727j -0.0989959+0.0516095j -0.0186948+0.0113727j -0.0305575-0.0313446j 0.0458945-0.016001j -0.0635837+0.00705796j 0.128194+0.162184j -0.0134827+0.161861j 0.00999035-0.098481j 0.064401-0.10974j -0.144497+0.0205744j 0.0809479-0.196475j 0.156844-0.00515355j -0.069836+0.0611354j -0.0647076+0.054533j 0.0881798+0.116155j 0.0217964+0.0773371j 0.0364458-0.117235j 0.000556124-0.0229744j -0.038319+0.298767j -0.0617173-0.165208j -0.0922005-0.116215j 0.108343-0.0345919j 0.107479+0.154381j 0.0998748-0.0961361j 0.0392134+0.0457198j -0.00586987+0.0341544j 0.0319184+0.104137j -0.00035286+0.0956355j 0.0893257-0.0953117j -0.0145813-0.0140136j 0.0196388+0.0838385j 0.00439469+0.0118531j -0.0107971+0.0178832j 
0.0303952-0.0139368j 0.00353186+0.0180821j -0.0158259+0.0137589j -0.00657368+0.0299759j -0.00936691-0.00386036j -0.0268291+0.0350712j -0.0182502-0.0231101j 0.0304178-0.0215272j -0.0215552-0.0152291j -0.00332241-0.010938j 0.0197215-0.00546038j -0.0226077+0.0193352j 0.00245179-0.00739353j 0.0238397-0.00352816j -0.00826628+0.00164105j -0.0233222+0.0154669j -0.0117308+0.0157897j -0.0143485-0.010809j 0.0180739-0.0122351j -0.0113536-0.00399071j -0.0145455-0.0113254j 0.0141666-0.037178j 0.0185374+0.01121j -0.00618022-0.00760775j -0.0114546+0.00911998j 0.00309059-0.00195422j -0.0428485-0.00787031j 0.0141534-0.0177118j -0.0568707+0.0159914j 0.0226929-0.0173929j -0.00491626-0.0489738j 0.0231929+0.0399339j -0.00149158-0.0256579j 0.0249194-0.0317272j -0.0120772-0.00917288j -0.01521+0.0141559j 0.0187281+0.028652j -0.00122501-0.0149487j 0.0175691-0.0156231j 0.0194296-0.0106538j 0.0118999+0.027722j 0.00425587-0.0047991j -0.0153866+0.00264171j -0.0260819+0.0318938j -0.0395328+0.0167296j 0.00409356-0.0246494j -0.0198512-0.00314324j -0.00440498+0.0321643j 0.02698-0.0350439j 0.0422185-0.053841j -0.0109996-0.0707126j -0.0645553-0.0335865j -0.0445798+0.00742392j 0.00589779+0.0957526j 0.0495802+0.0280355j 0.0249828+0.0116741j 0.0648807-0.0205047j -0.0166153+0.0218933j 0.0561259+0.00214243j -0.0650638-0.0226759j -0.0429656+0.0298102j 0.059214-0.0781269j 0.0397636+0.0801288j -0.00506092-0.0269624j 0.0104531+0.0293394j -0.0459622-0.053355j 0.00365677-0.124467j 0.0736476-0.0633714j 0.0686827+0.0696634j -0.0432273+0.121995j 0.0644879-0.0871877j 0.00686513-0.0733154j 0.0499409-0.247471j 0.00643866+0.0547907j -0.0923364+0.0862863j 0.015515+0.0456301j 0.0858496+0.0191562j -0.00474708+0.0113265j 0.176463+0.0382182j -0.0721643-0.110363j 0.122893-0.114903j 0.0546138-0.0521927j 0.0657898-0.102255j 0.0494421-0.0977266j -0.0681568-0.0656971j 0.128089+0.0569503j 0.211899+0.127049j -0.051192+0.184767j 0.159604-0.0175221j 0.0741992-0.118563j 0.04777-0.112388j 0.0572429+0.055255j -0.00559621-0.0282129j 0.00573369+0.00971431j 0.0185934+0.0256844j 0.0277554-0.0227659j -0.00966337+0.0415107j 0.00510535-0.0157331j 
-0.00254554+0.000182935j 0.0194419+0.00850836j -0.0135846-0.0219242j -0.0192295+0.0404815j 0.0133236-0.00647796j 0.00283121+0.0484793j -0.0174933-0.0121148j 0.00376194-0.0024703j -0.0029996+0.0230687j 0.0286558+0.006668j -0.0277741+0.0164454j -0.0380369-0.00817943j -0.00280046+0.0156616j 0.00667579-0.000425928j 0.00370348-0.00432015j 0.0146356+0.00308826j 0.0107489+0.01438j -0.0182718+0.0132934j -0.0194666-0.0197353j 0.00248378+0.0278268j 0.0108474+0.000671174j -0.00801567-0.00141066j -0.0110629-0.00185615j 0.00416175-0.0208763j 0.0345138-0.0207756j -0.0116348-0.0135063j 0.0155699-0.0233915j 0.011679+0.0227324j -0.00770311-0.00743033j 0.0330234-0.0212375j -0.0203329+0.00189102j -0.00542309-0.000664136j -0.0023987-0.0172846j 0.0257459+5.38484e-05j 0.0281982-0.0113919j -0.0027272-0.00341624j -0.00538739-0.00269601j -0.0519389+0.00979519j -0.0188413-0.0615287j 0.0154456-0.0237551j -0.002681+0.0266625j 0.0143839-0.00622449j 0.031291-0.0129648j -0.024631+0.0301619j 0.00504473+0.0421936j 0.032453-0.0253338j -0.0378253-0.000659045j 0.0132907+0.0735748j -0.0855321-0.0280652j 0.0440444+0.0361048j -0.0137119+0.0990237j 0.0534913-0.0024878j 0.0196279-0.0613865j 0.000116022+0.00421577j 0.119515+0.014505j 0.056362+0.049019j -0.0176112-0.0572265j 0.000373899+0.0104768j -0.000562559+0.000586355j -0.00707478-0.038918j -0.0186687-0.0194992j -0.0472251-0.0486313j 0.0377065-0.061992j 0.0060169+0.0500358j 0.0329658+0.0941729j -0.0248252+0.0143608j 0.160205+0.0390128j -0.194479-0.0246068j 0.0478514+0.140437j -0.0337805+0.112795j -0.17732+0.0324055j 0.169659-0.0373336j 0.071732+0.0727243j 0.0711312-0.0193195j -0.0263064-0.0507007j -0.0567769+0.0155564j -0.068767+0.136034j 0.126781+0.0207947j -0.0935713+0.0787117j -0.0476624+0.0765081j 0.0704345+0.0988167j 0.0295057-0.0430143j -0.0551748-0.129417j -0.148772+0.0132242j 0.0278457+0.00941595j -0.0439641-0.0468528j 0.0248843-0.0576624j 0.159743-0.0874478j -0.140427+0.0198748j -0.0503262+0.00935939j 0.0333715+0.0100221j 0.00700544+0.00781863j -0.106413-0.0196837j -0.104457+0.0541507j -0.00752128-0.00287682j -0.0517167-0.102013j 0.0066896-0.018631j -0.00901449-0.00228202j 
-0.000978624-0.015212j -0.00759256+0.0112821j -0.0327578-0.0269709j -0.0286563+0.0283407j 0.00105965-0.0081431j -0.0135478+0.00735637j 0.00500787+0.00139266j -0.0121003-0.00943775j -0.0453585-0.00978981j -0.0193936-0.0040144j -0.00856033+0.0172773j -0.0132371-0.000949994j 0.0270311+0.0343051j 0.013889-0.0165102j -0.00146781-0.0103569j 0.0214005+0.0113532j -0.038149+0.0111103j -0.0168966-0.0149832j -0.0075001-0.0160815j -0.0276258+0.018314j -0.0143541-0.0163609j 0.0366051+0.0290754j -0.0135983-0.00557371j -0.0378344+0.0180001j 0.0381482+0.00554332j 0.0291266+0.0377769j 0.00476648-0.054074j 0.0152012+0.0136544j -0.0291345+0.0174278j -0.00914665+0.0298321j -0.0229668+0.00195793j 0.0173011-0.0261314j -0.000916435-0.0121375j 0.00024526+0.00130794j -0.00335954-0.00887551j -0.00655224+0.00520366j -0.00412872+0.0311391j 0.0165692+0.0025288j 0.0282961-0.0029791j 0.015922-0.00676503j 7.78857e-05+0.023962j 0.0145135-0.00187541j 0.00408422-0.0262275j -0.0412982+0.01725j -0.0144522+0.0117074j 0.0413442-0.0130868j -0.0338807+0.00844457j -0.0326677+0.0112332j -0.00148812+0.0122273j -0.0267932-0.0473098j -0.0561261+0.0235368j 0.00342539-0.0228036j -0.0226051-0.0424967j -0.0159928+0.0116175j 0.0220122-0.0982879j 0.0275295+0.00572898j 0.042942-0.0175197j 0.0515657+0.0226003j 0.0190638+0.0512671j -0.0464102-0.00272335j -0.00853892+0.086407j 0.00151499+0.0748215j -0.0458277-0.0371883j -0.130339+0.0382826j 0.112521-0.00100125j -0.0934747-0.0257389j -0.151262-0.0390122j -0.0278545+0.119644j 0.0439347-0.204224j 0.0168064-0.0302223j 0.00344887-0.134351j 0.0130371+0.137372j -0.147872+0.0356214j 0.145276-0.0266794j 0.118348+0.0254875j 0.0546019-0.148888j 0.0536836-0.041048j 0.17426+0.0963884j 0.0912722+0.107417j -0.125384+0.0549381j -0.0615755+0.0472016j 0.107325-0.0797781j 0.118506-0.0412774j -0.0246477+0.0346302j 0.00560918-0.0630692j 0.158527+0.0174601j 0.0663307+0.129526j -0.207664+0.000210022j 0.0201526+0.105279j -0.00115703-0.0870241j -0.0108184-0.0941117j -0.0185944-0.00273415j -0.0169575-0.00690384j -0.0263193+0.112435j -0.017315-0.0431626j 0.0104308-0.0627495j 0.00533315+0.00647371j -0.0425864+0.000623941j 
0.00717779-0.0221996j 0.032255-0.00857506j -0.00885091-0.0570512j -0.0280638+0.0136028j 0.00271603-0.0357021j 0.0443759+0.00658669j 0.00544987-0.0064967j -0.00507486+0.0115184j -0.0030765+0.0192424j -0.00958492+5.39274e-05j 0.0106833-0.00674102j -0.0216133-0.015683j 0.00560323+0.0195669j 0.0168417+0.0222314j -0.0194706+0.0189961j 0.00325169+0.0301178j -0.0172179+0.015267j -0.0149451+0.0273292j 0.00494995-0.0120813j 0.0114074+0.0344564j 0.00558669-0.0112892j -0.0166195+0.00444014j 0.00794106+0.0240359j -0.00375595-0.0193985j -0.00552192+0.0156991j 0.0135962+0.00643855j 0.023923-0.0286921j 0.012384-0.0335516j -0.00450325+0.0416063j 0.00633259-0.012589j 0.0214096-0.0155669j 0.0189515-0.0108829j -0.0187109-0.0225487j 0.00932906+0.0108579j 0.0141906-0.0222423j 0.0166034-0.00231411j 0.00342172-0.00949203j -0.0273081-0.00637208j 0.042598-0.0456799j 0.0106241+0.00382522j -0.0220759+0.0287254j 0.0131513-0.0181331j 0.00837091-0.00641272j -0.000669256-0.0109828j 0.0420561+0.00287578j -0.000255546+0.0231414j -0.0579756-0.0021474j 0.0442911+0.0206007j 0.0176587-0.0159607j -0.0502334+0.0362059j -0.0167243+0.055973j -0.0423674-0.0396263j -0.0438592-0.0598348j 0.050575-0.0267435j -0.0247737+0.0614442j -0.00942374+0.0149922j 0.0835838-0.0216873j 0.0682563-0.0295808j -0.0209441+0.062317j 0.115241-0.00710237j 0.0523339+0.0216628j 0.0789355+0.0612963j 0.0300328-0.01127j -0.0274722+0.0218465j 0.0256977+0.0718737j 0.0256269+0.173732j 0.0349504+0.0500271j -0.0769235+0.00352935j 0.0686462-0.0314816j 0.0815752+0.182087j -0.0134202+0.0567185j 0.0593677+0.0946845j 0.22621-0.210059j -0.0924413-0.190355j 0.0791269+0.00315119j -0.0950906+0.0478516j 0.0302929+0.0166809j 0.147007-0.0240129j -0.121422+0.0182298j 0.00792723-0.215244j 0.136057+0.171364j 0.11219+0.101098j 0.0133876-0.0551863j 0.205968-0.067501j -0.133384+0.0212155j -0.0374688-0.169966j 0.101518+0.0926519j -0.0375828+0.128643j -0.00115491-0.143348j -0.0508467-0.00355201j -0.00899066-0.0653609j 0.0379284-0.00828513j -0.0448465+0.0391853j -0.0912407+0.121842j -0.00730289-0.0220344j -0.0320953-0.0628037j 0.0169478-0.00924135j -0.0120363-0.0407649j 
-0.0308753-0.0142028j 0.0278734-0.00662604j 0.00189227-0.0179856j -0.00578688-0.0384008j 0.0310881-0.00356702j 0.0129008-0.0078792j 0.000664362+0.00195731j -0.0209457+0.00590303j -0.00408021-0.0155001j 0.0025899+0.00566103j -0.0138255+0.00859716j 0.00210955+0.0179541j 0.0314231+0.0192513j 0.0197059+0.0246709j 0.000998254-0.00189125j 0.0323778+0.0323931j 0.0192466+0.0027937j 0.00240804+0.00628922j -0.0338578-0.0185238j 0.00271755-0.0149424j 0.00845692-0.0203404j 0.0226806-0.0297109j -0.0362372-0.0167692j 0.00466488+0.00018405j -0.0203171-0.00484569j -0.0206808-0.0134915j 0.0174869-0.0382641j -0.0200884+0.00380593j -0.0101473-0.0315926j -0.00343061-0.0137705j -0.00536881-0.00733868j 0.0109625+0.0105838j -0.0102731+0.000170689j -0.00932233-0.00300693j -0.0106362-0.00047274j 0.00943744-0.0142049j -0.00168536-0.00791132j -0.000323239-0.00164249j 0.0195096+0.010633j -0.00044096+0.012263j -0.0136294-0.0154549j 0.00443301-0.000566343j 5.92487e-05-2.96544e-05j 0.0122719-0.0500247j 0.0440872-0.0252766j -0.0164177+0.0202126j 0.0259082-0.00794694j -0.0371914-0.00586828j -0.0259056-0.0164234j -0.0384803+0.01331j -0.0158075-0.00368951j 0.0486133+0.033502j -0.0297788-0.00180925j -0.00534975-0.00542953j -0.0168166+0.0571667j 0.0295618+0.0666887j 0.0404427+0.0690665j -0.00219375+0.0510718j -0.0268571+0.00810907j -0.0608934-0.183186j -0.0111921+0.0932649j -0.012704-0.0187083j -0.0479136-0.0607143j 0.0143693-0.0253373j 0.0823595-0.049391j -0.206239+0.0527333j -0.127706-0.0313485j -0.00859796+0.0271292j 0.0291954+0.0328482j 0.0666864+0.140514j -0.0472734+0.0218192j -0.180324-0.24708j -0.0671943-0.0323079j 0.0317333+0.14244j 0.160934+0.0137733j 0.0136513-0.150456j 0.076889-0.0610596j 0.103878-0.0395658j -0.229031+0.0260023j -0.0105955+0.0103396j -0.1343-0.0317007j 0.0761807+0.0240385j 0.0559468-0.0044335j -0.143325-0.089516j -0.00401871+0.0929085j -0.0318899-0.052285j 0.0277965+0.014649j -0.0444873+0.00981198j -0.0488038-0.0590942j -0.0371148+0.0665598j 0.0126661+0.030606j -0.00727669+0.073426j -0.0265431+0.0278896j 0.014852+0.0284232j -0.0260644+0.011581j -0.00146737+0.0691007j 0.0467064-0.0291407j 0.00877186-0.0263286j 
-0.0031192+0.0105705j -0.0057691-0.00315714j 0.0118006+0.007506j 0.00715361+0.0149343j -0.0176016+0.0178065j 0.0235746-0.013j 0.00640078+0.0174171j -0.00530738-0.0104789j 0.0217593+0.00399505j -0.0182638-0.00491556j 0.0169067+0.00506006j 0.036396-0.0141403j -0.00337027-0.00796807j -0.00463761+0.000878737j 0.0276749+0.0227342j 0.00278093+0.00122758j 0.0168932-0.00156103j 0.017972+0.0108942j -0.0508562+0.00601788j -0.0277677+0.0284478j 0.0415384+0.0255289j -0.00931185-0.00625382j -0.0103912+0.0132745j 0.0224851-0.0149213j 0.0177761-0.00958978j -0.0352095-0.0405227j -0.0060027+0.014452j 0.0055401-0.00710389j -0.0210521-0.0174171j -0.00539638-0.0217895j -0.0212066-0.00485464j 0.00857361+0.00914662j 0.00573775+0.0181698j -0.0175046+0.00733677j 0.00615807-0.000538642j -0.0195635+0.00112659j 0.0142921-0.014929j -0.0330997-0.00622612j -0.00461491-0.0205852j 0.000501252+0.000694801j 0.00201256-0.00140569j -0.00290456-0.00224066j 0.0153201+0.0110265j 0.00533394+0.0103007j 0.00719739+0.0169978j 0.0140818-0.00221933j -0.0494603+0.00699406j 0.060897-0.0157601j -0.00419764+0.0152064j -0.0211675+0.0221138j -0.0236425+0.0201657j -0.120921-0.00291044j 0.0809771-0.00450309j 0.111962-0.0168295j -0.000287605+0.0303902j 0.0267134+0.00461464j -0.0399571-0.0365526j 0.0394267-0.0430411j -0.0270908+0.00661848j -0.166782-0.0252837j -0.023584-0.0520021j -0.1196-0.084304j 0.035039+0.00283545j -0.162505-0.0312427j 0.073457+0.15089j 0.0228886-0.010717j 0.0576385+0.0829452j -0.0512763+0.000141347j 0.206099+0.13629j -0.0261888+0.0169723j -0.0188002+0.04138j -0.130774-0.0354792j -0.00587094-0.0803498j 0.179529-0.0880634j -0.0322362+0.0635151j 0.00641652+0.0390628j 0.0601279+0.0167602j -0.0625912-0.0329582j 0.0965225+0.026006j -0.0551401-0.0806721j -0.0181444-0.0285804j 0.0572526+0.0140254j -0.0621853+0.0189693j -0.153451-0.00407937j 0.0637745-0.0143926j 0.0456916-0.0174186j 0.0796608-0.0677824j 0.0778593+0.0496825j 0.109234-0.0758956j -0.0426069+0.00663228j -0.0171182+0.0517881j 0.0268502-0.0725038j 0.00314364+0.0144378j -0.0272647-0.0374249j 0.0111233-0.00710368j -0.0125505-0.0298893j -0.00615252-0.0126804j 0.00104594+0.0173811j 
0.00884984-0.0136645j -0.0174303+0.00810049j -0.00246415-0.0235797j -0.00526401+0.00140202j -0.0110492-0.0263413j -0.0104188+0.0158932j 0.00365982-0.0333601j 0.0254892+0.0180946j -0.0110266+0.0112501j -0.0337997-0.0146131j 0.0475789+0.00709006j -0.00510582-0.0193181j -0.00293617-0.00571587j -0.0205992+0.0159726j -0.0309749-0.0109656j -0.0176069-0.00558034j 0.00831355-0.00784536j 0.000933914+0.00596174j 0.0243599-0.0128648j -0.0397508+0.00316255j -0.00252115-0.0360237j 0.0311121+0.0231865j -0.0416462+0.0286337j 0.000838159+0.0197928j -0.0141175-0.0326166j 0.0055411-0.0188j -0.0066191+0.0156034j 0.000599681+0.019983j -0.0023019+0.0165994j -0.00920212+0.0191846j 8.6291e-05+0.0155228j 0.0122383-0.0038131j -0.0131604-0.0222719j 0.00789263-0.0189445j -0.00825732-0.00145763j 0.0108177-0.00527797j -0.0009046+0.0141271j 0.0112166+0.0113142j 0.00687203+0.00362038j -0.00590989-0.0157862j -0.00161997+0.00835588j 0.00918946+0.00855361j -0.0129295-0.010547j -0.0142346+0.013875j -0.0253142+0.0185674j 0.0192581-0.0173523j 0.000771894-0.0200283j 0.0188202+0.0219134j 0.00103542-0.0107211j 0.0589451+0.00420321j 0.0548522+0.011981j -0.0271948-0.0624637j -0.0450565-0.0508384j 0.0104665+0.0185535j -0.0569229-0.00268721j -0.033589-0.101858j 0.0557275+0.0312328j 0.000144492-0.0144954j -0.0733269+0.0243452j 0.124241+0.0657662j 0.0671085-0.0930366j -0.0201677+0.108818j -0.0272542-0.0348977j -0.0993173+0.152088j 0.0995265-0.234815j -0.117618+0.0846192j -0.111289+0.0379107j 0.252759+0.126496j 0.0212758+0.0736747j 0.116191-0.0619512j 0.0325259-0.109155j -0.131702+0.0812744j 0.0702807-0.00592413j 0.0273376-0.175469j -0.0325943-0.0492055j -0.0220638+0.0960268j -0.154758+0.0235916j -0.0635756+0.0516327j 0.00626422-0.0223723j -0.105007-0.145897j -0.147713-0.0191348j -0.103299+0.0533888j 0.0305448-0.0356707j 0.040107-0.0712563j 0.0196131+0.047968j 0.0292612-0.0560765j -0.0246924-0.01314j -0.0755716-0.0695035j 0.0609007-0.0186288j 0.0586986-0.01256j 0.0546964-0.0527755j 0.0120709+0.0504113j -0.0299148-0.00470007j -0.0409588+0.0355276j 0.015166-0.0197209j -0.0159285-0.0121749j 0.00985547+0.034777j -0.0200922+0.0111919j 
0.0154216-0.00409033j 0.00607228+0.00576738j -0.00818712+0.0230019j 0.0142381+0.00719799j 0.0209583+0.00684323j -0.038788+0.00730466j -0.0153931-0.00881229j 0.00950371+0.0183304j -0.0157533+0.0155602j 0.0215958-0.0120479j 0.00986043-0.0191853j 0.000168104-0.0330122j 0.00982574-0.0166283j 0.0192703+0.0163501j 0.0219637-0.00201764j -0.00659772-0.0382962j 0.0412097+0.00347835j 0.0256689-0.0307306j 0.0241791+0.0107897j -0.0408658+0.00129628j 0.026881+0.00606114j -0.00275778+0.0246697j 0.0148387+0.00951652j 0.0140705-0.000480884j 0.0255615-0.00966683j -0.00180575-0.0206827j 0.00627362+0.00354525j -0.0129703+0.00310181j 0.0104223+0.010512j -0.00920577-0.005319j -0.00474438-0.00833984j 0.00965141-0.013106j -0.00942144-0.00182075j -0.0131758-0.00962827j -0.00425104+0.00576416j 0.00217275-0.0146599j -0.0173561+0.00477111j 0.00635784+0.0158671j -0.00687743+0.00195638j 0.00048406-0.00769397j 0.00945499-0.00678447j -0.00459182+0.0045517j -0.0149948+0.0078133j -0.00777259+0.0119044j -0.0182379+0.0164374j -0.00300872-0.0296636j 0.0463549+0.0186049j -0.0575836+0.012813j -0.0117259-0.00921481j 0.0431646+0.0446098j -0.00191274+0.0479017j 0.0132532+0.0113909j 0.00280601-0.0106916j 0.0908037-0.0471266j 0.0196572+0.0186246j 0.0772493-0.0171526j -0.0221301-0.0326445j -0.0282402-0.118396j -0.0761777+0.0275969j -0.0514585+0.060856j 0.0326201+0.103568j -0.04395+0.0518072j 0.07382+0.144467j -0.188146+0.0757309j 0.107625+0.0157563j 0.154012+0.0770536j 0.0108592-0.144436j 0.0488971+0.0523188j -0.0194338+0.0422386j 0.140945-0.00528135j -0.246587+0.00718677j 0.0110319-0.0214644j 0.0706929-0.0491946j 0.00925612-0.134208j 0.111914-0.0967092j 0.116122+0.00673732j 0.199119+0.0869494j 0.0796437-0.118196j -0.087773-0.0475493j 0.0679234+0.00158884j -0.00319269+0.118856j 0.104257+0.0368264j -0.00902287+0.060265j -0.0492775+0.122269j 0.0914916+0.0220183j -0.00954325+0.0593952j 0.0663059+0.0638336j 0.0217464-0.0276803j -0.0205032+0.00140378j -0.0165119-0.0495116j 0.0381442-0.0351373j -0.04104+0.0159257j -0.0600488-0.0267962j 0.0479422-0.013026j -0.024065+0.0101887j -0.00717137-0.0276275j -0.0108082+0.00484104j 0.0198098+0.00218549j 
