0.00792501+0.0347958j 0.020537+0.00407966j -0.0198298+0.00821535j 0.0166861+0.0520389j 0.00471824+0.00738375j 0.0027388-0.0284298j -0.0260881+0.0115285j 0.0102149-0.0181766j 0.0233872+0.0511346j 0.00740572+0.0388244j -0.00622848-0.036631j -0.00494223-0.0166621j 0.0158656+0.0421294j 0.00853304-0.00757264j -0.0102876-0.0274868j -0.0281029-0.0245255j -0.0133664-0.00541327j 0.000978734+0.0232714j -0.0133436+0.0047016j -0.0264303+0.0309074j -0.000625308+0.033227j 0.0196285+0.00499585j 0.00197566+0.0341047j -0.0174823+0.0135746j 0.0192026-0.00572159j -0.0130231+0.0115114j 0.0107534-0.0213798j 0.0219983+0.0530069j -0.0183239-0.0582655j -0.0122967-0.0172244j -0.0165448+0.0165309j -0.0103159-0.0347256j -0.0152466-0.00897275j 0.0166815+0.0485085j 0.00387957+0.00690768j -0.0194195+0.00764245j 0.0302333+0.0141502j 0.00820933-0.0191686j -0.035814-0.0209251j -0.0202715-0.0204151j 0.0103176-0.0331277j -0.0263537+0.0258865j 0.0479184+0.0230133j -0.00332177-0.0427858j -0.0125193+0.0589705j 0.00831178-0.0639133j -0.035616-0.040074j -0.00420571+0.112813j 0.00659044+0.00812074j 0.0203465-0.00893795j -0.0576487-0.00719774j 0.0413507+0.147646j -0.0364757+0.0572601j 0.0111332+0.060548j 0.0295771-0.0785061j 0.0258915-0.0678697j -0.0352536-0.00388332j -0.0243008+0.00153782j 0.00463667-0.048541j 0.0449701-0.0384277j 0.0752702-0.000586502j -0.0260857+0.000763617j 0.0453685+0.0438625j 0.0265146+0.017437j -0.000737484-0.0479956j 0.0320517+0.0919616j -0.00424377-0.0474452j 0.00156703+0.116919j -0.0123314-0.0312555j 0.00273288+0.0128398j 0.0404007-0.0228295j 0.00791942+0.0154721j -0.0110939-0.0348183j -0.00547554+0.00621234j -0.0117026-0.0175098j 0.0200977+0.0301315j -0.0131658-0.0326907j 0.0168676+0.0156791j 0.0120131+0.0132247j -0.0258241+0.0205153j 0.0226173-0.0249209j 0.000728873+0.0536193j -0.00332268+0.0187407j -0.0188684-0.00281169j -0.00252764-0.000981749j -0.00555739-0.00360288j 0.0268297-0.0171261j 0.0199215+0.019572j -0.00874896-0.0253342j 0.0160531+0.0470911j 0.00803092-0.00270702j 0.0355565-0.0151849j -0.0178327+0.052989j -0.0421549+0.077927j -0.0256526-0.295308j 
0.0208398-0.00346012j -0.00343818-0.0082027j 0.0165274+0.000456838j -0.0100192-0.0107396j 0.0716207-0.000864529j -0.0293631-0.00280352j -0.0231197+0.0184106j 0.0337794+0.00684389j -0.0236693+0.0196578j -0.00493718-0.0280013j -0.0191277+0.0387444j -0.0224355+0.023933j 0.0369709-0.0112618j 0.000857496-0.00279833j 0.00809667+0.000859866j 0.00582704-0.00306222j 0.00443103+0.020491j 0.00177644-0.0155087j 0.0104961+0.000488752j -0.0226003+0.0225936j 0.0261567+0.0119051j -0.0312976+0.005381j 0.0579245-0.0149979j -0.0232219-0.000303763j 0.02198+0.0253395j 0.0135082+0.0356656j -0.0467446+0.00197674j 0.0166557-0.00696174j -0.021001+0.00177261j -0.0280508-0.00976816j 0.0218004+0.0565571j -0.00029692+0.061427j 0.0580708+0.113655j -0.00144638+0.0615131j 0.00498008-0.0491352j 0.0237371+0.00999483j 0.00681452-0.0206513j 0.0211352-0.0628858j -0.0359587-0.130432j 0.0145405+0.0409721j -0.0549605+0.0235253j -0.0920653-0.0154365j -0.0247167+0.00517741j -0.0102704-0.00767803j 0.0153933-0.00882494j -0.0456015-0.00727243j -0.00562796+0.000834056j -0.0345638+0.00425213j -0.00120762-0.0060242j 0.00721045-8.46724e-05j -0.0283669-0.015682j -0.0264265-0.00785297j -0.0176721-0.0434049j 0.00398597+0.0103938j -1.99229e-05-0.0120082j -0.00693983+0.0198506j 0.00366002-0.00370675j 0.0199588+0.0149264j -0.0191418-0.0139309j -0.0011397-0.00200911j -0.0145782-0.00805582j 0.00762704+0.0317385j -0.00807736-0.0353912j -0.0175497+0.00731801j 0.0185341-0.00180506j -0.00406289-0.0254014j -0.023146+0.000429773j 0.0170109-0.00295742j 0.0235502+0.00902795j 0.0204288+0.00566126j 0.00454882-0.00281224j 0.0229833-0.0169942j -0.10416-0.0261268j 0.0153833+0.00856568j -0.0219898-0.00186794j 0.0068757-0.0311104j 0.0121908+0.00354741j 0.0238619+0.0227953j -0.0066863+0.0224221j -0.0185974-0.00696758j 0.0431454+0.00418496j -0.00383254+0.0240017j -0.00827425+0.0120187j -0.0339776-0.000268248j -0.00276249+0.000978363j 0.0216768-0.00731638j -0.00463602-0.00839433j -0.000435395-0.0155931j 0.0191681-0.00115019j 0.00253831-0.00187988j 0.00382919-0.00596746j -0.0104626+0.00360485j -0.00619296-0.00511198j -5.87282e-05+0.00883323j -0.00677145+0.0064505j 
-0.00171504-0.0115371j -0.00687821-0.00563847j 0.00587953+0.00722611j 0.00211363-0.0139809j 0.0149089-0.0387823j -0.0282911-0.0422793j 0.0129742+0.0097776j -0.076436-0.00480018j -0.0182322-0.0243341j -0.0309103+0.00804206j 0.000606636-0.0152418j -0.00309756+0.0381311j 0.0120312+0.00992166j 0.019305+0.00261497j 0.000415076-0.0219131j 0.0101143-0.00151384j 0.0101215-0.00278274j 0.0162316-0.000656975j -0.0297846-0.025901j -0.016026+0.0248347j -0.0497169+0.0216001j 0.0177035+0.00740263j 0.0045991+0.0201583j 0.013079+0.0550685j 0.00174776-0.0180989j 0.0631042+0.0399733j -0.0818952-0.0243464j -0.00387283+0.0192454j -0.0122998+0.00354738j -0.104676-0.0321279j -0.0928438+0.0346349j 0.166389+0.140681j 0.0224506+0.0989763j 0.0579222-0.00182185j -0.0132157-0.0263187j 0.00275339+0.0105566j -0.105062-0.00187038j -0.000203573+0.0224756j -0.0251481-0.023507j -0.0993237-0.00366338j 0.0840117-0.0594134j 0.127892-0.0646409j 0.0616686-0.0240107j 0.0692577+0.0107981j -0.0932171+0.0177491j 0.0889814-0.0410914j -0.00143624-0.00564903j 0.0632057-0.00249871j 0.0358864-0.00462784j -0.0228025-0.00927829j 0.0402857-0.0333604j -0.0143125-0.0119327j -0.0242521-0.0168957j -0.0246029+0.0145522j -0.0273847+0.00627198j -0.0520235-0.00670108j -0.0317145-0.00682944j -0.0268091+0.00299703j 0.00288369+0.0129546j 0.0180587-0.0177646j -0.0186424+0.022439j -0.0123277+0.0122813j -0.0149986-0.0274389j 0.00845882+0.00784687j 0.0211736-0.0193154j -0.00976058-0.00177056j -0.00806416+0.0114442j -0.00109687+0.0155347j -0.00657237+0.0104689j 0.00772878+0.00446813j 0.0140527-0.0117565j -0.033689-0.0212854j -0.00609216-0.00775421j 0.0137902-0.00217088j 0.00186128+0.0115949j -0.00329721+0.000527249j 0.0234681-0.0061763j 0.0275679-0.000869156j 0.0181418+0.0117832j -0.0227951-0.0229802j 0.00230512+0.0016238j -0.0174516-0.00514936j 0.0239991-0.00813871j 0.031633-0.0233881j -0.00107069+0.00800819j -0.0217846+0.0318123j -0.0151267+0.0184661j -0.00983711+0.0138479j -0.0101627-0.00239983j 0.00413238-0.00466194j -0.00531318+0.000902085j 0.0121611+0.000497103j 0.000903645+0.00647164j 0.00771389-0.00552652j 0.00804155-0.00321681j 
0.0108693-0.00534598j -0.00276175-0.00751441j 0.038524+0.0104951j 0.00022365-0.0185595j 0.0238516+0.00863084j -0.0206133+0.0394282j -0.0185581-0.00829545j 0.0415078+0.00671167j -0.0543033-0.0122256j 0.0262032-0.0601791j -0.0471852-0.0159321j -0.0281695-0.0149258j -0.00230327-0.0251347j -0.0242811+0.00927103j 0.0185901+0.0381821j -0.0191348-0.0040415j 0.00819591-3.75687e-05j -0.046765+0.00773547j 0.0332751+0.00591396j -0.0148429+0.0117329j -0.0105416+0.0188843j -0.0385323+0.00574769j 0.031757-0.0414834j 0.0171241-0.0329601j -0.020385+0.0179714j -0.0198568-0.00070274j 0.00124015+0.0388015j 0.01725-0.0142519j 0.0182786+0.0171107j 0.0249924+0.0110069j 0.0188165-0.0185131j -0.045396-0.105613j -0.0191361+0.0420642j -0.0485639+0.0163532j -0.0387412+0.00645278j 0.021818+0.0566897j -0.0336387+0.0376306j 0.0857471-0.0983553j -0.174303-0.0326869j 0.0113852+0.0206983j 0.0459754-0.0302587j 0.15203-0.0824261j 0.220392-0.080923j -0.0990209-0.0161289j 0.0419549+0.021161j 0.0971093-0.0692658j 0.00978649+0.00247735j 0.0301883-0.00131333j -0.00523707-0.00536641j 0.0185802-0.00895234j 0.0226736-0.0362074j 0.00170605-0.00740913j -0.00682447-0.0246603j 0.0359723+0.00729249j -0.0383326+5.41271e-05j -0.00108745+0.0230698j 0.0303789+0.0132323j -0.0188429+0.0103848j 0.00310359-0.00550785j 0.0179184-0.00685699j -0.00698929-0.00694143j 0.011651+0.0121112j -0.0085314+0.00642137j 0.00380733-0.0042569j 0.00691965+0.0153571j -0.00796484-0.000523136j -0.0119176-0.0163103j 0.0217017-0.0141001j -0.00590318+0.00894152j 0.00263004-0.0146141j 0.00737314+0.0216864j -0.0131853+0.0238218j 0.00277172-0.0109638j 0.0137443-0.0302337j -0.00534057-0.0106667j 0.0028771-0.00118464j 0.0146507+0.00239835j 0.00855108+0.00550753j 0.0198465+0.0109309j -0.0187261-0.00489967j 0.0233303+0.00373866j -0.0140821-0.0290398j 0.00360813-0.0284428j -0.0166448-0.0194087j -0.0164064-0.00369467j 0.0117814-0.0151181j -0.0287007+0.0143541j 0.0407355-0.0636641j -0.0129463+0.0358113j 0.00250106+0.00085709j 0.0086599-0.00353321j -0.00187449-0.00276201j 0.0180763-0.011074j -0.0112222+0.019208j -0.00626642+0.0112265j 
0.00180142+0.00051826j -0.000139161+0.00523571j -0.0476006-0.0492732j -0.0252522+0.0114948j -0.00262131+0.0321955j -0.00633364+0.0113164j -0.0144258+0.0250665j 0.0626411-0.00571865j 0.00556451+0.0537354j 0.0225702+0.0166623j 0.031816+0.102068j 0.0243454+0.0155055j 0.00268222-0.00407613j 0.0184723-0.00633282j -0.0448802-0.0617412j 0.0212598+0.042016j -0.00544042-0.0123997j 0.0169332-0.0259547j 0.0448718+0.00957937j -0.0277057+0.0437006j 0.0206427-0.012519j -0.0394861-0.0181632j 0.00253821-0.00190378j -0.0095288-0.0280898j 0.0128708+0.0404972j 0.00698206-0.00115376j 0.0269538-0.0201176j -0.0121501+0.0276508j -0.0110608-0.0612444j 0.0938174+0.0112735j 0.140161+0.0505582j -0.049979-0.011012j -0.0187196-0.0645948j 0.0262714-0.0355183j -0.00789536+0.00200375j -0.0518646-0.0157628j -0.0538906-0.0429224j 0.0684189-0.0545741j 0.0204194+0.0519007j 0.0235699+0.0299385j 0.0777566+0.0172682j 0.174232-0.0145503j 0.112854-0.0128214j -0.0280711+0.0548017j -0.0214382-0.0172412j 0.00539612+0.00559818j -0.0258724+0.00779039j 0.00261691-0.0252684j 0.00426229+0.00321179j 0.00183094-3.72224e-05j 0.0161408-0.0020418j 0.000930562-3.1137e-05j 0.00382315+0.0181155j -0.00154591-0.023755j 0.0193158+0.0212426j 0.00584212+0.0022267j -6.95995e-05-0.0146082j 0.00438287+0.00296807j -0.0158145-0.00956295j 0.016071+0.0231753j -0.00494611+0.000164928j 0.00202396+0.006628j -0.0117633+0.00441841j -0.0149849+0.00758593j -0.0379095-0.00192493j -0.000718776-0.00709274j -0.0277135-0.00851388j -0.0119198+0.0236789j -0.00261967-0.0245968j 0.00184697+0.0182179j -0.0279829-0.0234154j -0.000403418-0.00041655j 0.0120061-0.0154173j 0.0453893+0.0119816j -0.0103384+0.0185016j -0.00734085-0.0283707j -0.00383125+0.00608671j 0.0149603-0.0209936j 0.00872838-0.029722j -0.00414765-0.00489535j 0.01821-0.0286616j 0.0133991-0.0108673j -0.0108487+0.00219569j -0.0076421-0.00506096j 0.00760977-0.000974094j -0.0149146-0.00246556j -0.0083483+0.012965j 0.00882681+0.0378455j -0.00431165+0.00102579j -0.00120873+0.000870309j 0.00234418+0.00179109j -0.000824697+0.011573j 0.00215373-0.000999945j -0.000217011-0.00190562j 0.00185014+0.00842696j 
0.0107239-0.00699238j -0.00672314+0.0026466j -0.0161279-0.00596638j -0.029448-0.00724472j 0.0214055-0.0539342j -0.0211516-0.0443439j 0.0292261+0.0217629j 0.0930902+0.042863j 0.0493922+0.0384689j 0.0391563-0.0186173j 0.037044-0.0413707j -0.0106702-0.0190726j 0.0634852+0.0221894j -0.0103143-0.0297679j -0.0117454+0.0586464j 0.0153669+0.00900154j 0.00357109-0.0149163j -0.0423336+0.040682j 0.00522085+0.0211891j -0.0171956-0.0339309j 0.00174302+0.0306457j -0.0245612-0.0122838j 0.0400566-0.01457j 0.0204602+0.0733321j -0.00756008-0.01794j -0.0148249+0.0483331j 0.0198552+0.00529495j 0.00623971+0.00421198j -0.0357955+0.013426j 0.0987198-0.00824134j 0.0951654+0.0697835j -0.0636349+0.131678j -0.0202908+0.106857j -0.00500297+0.0860431j -0.00840227-0.0182128j -0.00964212-0.0594942j -0.0612808-0.000555504j 0.0821885+0.108542j 0.0090789+0.0188854j -0.0155097+0.0277033j 0.014956+0.0109923j 0.0470583-0.00608201j 0.00227414+0.0135494j -0.0372385-0.0382179j -0.00921832-0.00386j 0.0171475-0.0229869j -0.0107422-0.00746412j -0.0393643+0.00398961j 2.79432e-06+0.00262713j 0.0149633+0.0220146j 0.00267909-0.0173246j 0.0291218+0.00790259j 0.00924822-0.00468053j -0.00170262-0.000642467j 0.0200375+0.017553j 0.0265187+3.33338e-05j 0.00540866+0.00964368j 0.00975142-0.00812503j -0.0143416-0.0052422j 0.00220811+0.00276263j 0.000772295-0.0114928j 0.00693044+0.00829484j -0.000941796-0.0197392j -0.016446-0.00410051j -0.0177742+0.00481693j -0.00692911-0.00184858j -0.000345155+0.0112401j 0.0208012+0.0226554j 0.0120525-0.00467884j -0.00788749-0.0139262j -0.0102195-0.0240858j 0.0108169+0.00119537j 0.0110705+0.0114937j -0.0260379-0.0111541j -0.0206299+0.0200917j 0.0137211+0.00316308j 0.00699092+0.0109896j -0.0105536+0.0181329j 0.00122139+0.0434002j -0.0135794-0.0126668j -0.00914569+0.0365936j -0.00299358+0.0169754j 0.0260471-0.0138013j -0.00377231-0.0119669j -0.0121956-0.0017591j 0.00412178-0.00500816j -0.0102907+0.0113559j 0.00381051-0.00571187j 0.0103059+0.0123081j 0.00543561-0.00125035j 5.31448e-06-0.00342149j -0.0129502-0.00480571j 0.00309613-0.00680148j -0.00316833-0.00359917j -0.00262203+0.00492873j 
-0.00328193-0.00150919j 0.00966697+0.00297877j 0.0041459+0.0298698j -0.0229519-0.00854058j 0.015174-0.00821117j 0.0109936+0.0339831j 0.0444512-0.00353563j -0.040722+0.0235162j 0.017674-0.00198968j -0.00540812+0.0349048j 0.0713225+0.025026j 0.0371056-0.0073816j 0.0128703+0.00326994j -0.0136719-0.0256719j -0.0289937-0.0592004j -0.0370905+0.0128967j -0.0223567-0.0150557j -0.0560184-0.0151442j -0.0266701+0.0622618j 0.034625-0.0441593j -0.000671847+0.0316995j 0.0304734-0.0349901j 0.00467178-0.0208471j 0.0106961-0.0255715j 0.0217498-0.0483061j -0.0147881-0.0148928j -0.0225493-0.00606733j -0.042455+0.00499878j 0.0696496+0.0169362j -0.0752309-0.00083002j -0.130616+0.013391j 0.0508326+0.0589823j 0.0446155+0.0328304j -0.0262095+0.113682j -0.0913886+0.011718j -0.00589844-0.112388j 0.0351655+0.0659732j 0.0551385+0.11378j -0.0922119+0.0367756j 0.0166473+0.0156231j -0.0316258+0.0294855j -0.049497+0.00913236j 0.0496538-0.0047513j -0.0626789+0.0224977j 0.0649041-0.0115208j -0.00426122+0.0327653j 0.00968639-0.0121568j 0.00425811-0.0223877j -0.0172864-0.0260656j 0.00153645-0.00710907j -0.00895674+0.0326371j 0.00609298+0.00828847j -0.00163758+0.0395222j 0.0186017-0.00352885j -0.0146196-0.00188066j -0.00812334-0.0115073j -0.0239599-0.0322242j -0.0287215-0.00910859j 0.0151982-0.00124234j 0.0116716+0.00949571j 0.00500756-0.00141175j 0.017433-0.0112217j -0.0145957-0.0210806j -0.0139474+0.0126254j 0.0337448+0.00917702j -0.0159731-0.00421958j -0.0277767+0.00348404j 0.0142205+0.0153783j 0.00181382+0.00825227j 0.0142982+0.0265656j -0.0453361-0.0130872j 0.0440968-0.00589967j 0.0375905-0.000300176j 0.0150518-0.00561643j 0.00510015+0.00987446j 0.0196979+0.000298841j -0.0236797-0.00613811j 0.00618751-0.00662274j 0.024759+0.00263559j 0.0013373+0.0024737j 0.00470419+0.00418175j 0.0234449+0.00563066j -0.0219339-0.0132232j -0.00810697-0.00261495j -0.00705208-0.00798813j 0.0058657-0.0250815j 0.0153699-0.00268305j 0.0166816-0.0206301j -0.00373055+0.0163274j 0.00156222-0.000864371j 0.00656699-0.00283714j -0.00163311-0.00616034j 0.00342578-0.0151026j -0.00675494+0.00703357j -0.00385009+0.00427929j 
-0.0293522-0.00939493j 0.0146985+0.0335495j -0.00497204+0.0265909j 0.0265624+0.0144245j -0.0557039-0.0689755j 0.0642453+0.0451214j 0.0442408+0.0250431j -0.0615522+0.00244001j 0.0266623-0.00898097j -0.0597507-0.0421633j 0.0311501-0.0614374j -0.0308956-0.0981194j 0.00237511+0.0507553j 0.0657134+0.0201223j 0.0320762+0.0504243j 0.0087772+0.0253668j -0.00317028-0.0147367j -0.00661707+0.00309918j 0.0196739+0.0566049j 0.0677421-0.00939696j -0.0179791+0.00827926j 0.0145959-0.0139946j -0.0951412-0.0910375j 0.00576371+0.0429527j -0.0159038-0.026088j -0.00811821+0.0421921j 0.0760436+0.00927136j 0.0305681-0.00884916j 0.0578594+0.0489596j -0.028981-0.0266424j -0.0747443+0.00994584j -0.019717-0.0017275j 0.0332762+0.00368735j 0.0646046-0.0855953j -0.0245469+0.0221688j -0.0569138+0.00759468j 0.14219+0.0573197j 0.0309503+0.027488j -0.0178864+0.00286639j -0.00714368-0.0383235j -0.00296607+0.00242992j -0.0195666-0.00502881j 0.0107572+0.0349813j -0.0609712-0.0155951j 0.0395164+0.0195998j 0.0138889-0.00416821j 0.0196676+0.00637338j -0.00480772+0.00855709j -0.0255843-0.00291294j -0.00285923-0.00104992j -0.00177122-0.0196505j -0.00234014+0.00979299j 0.0100618-0.00781761j 0.0122017+0.0246612j -0.0337502-0.0188772j -0.0129359+0.00201116j 0.0132658+0.0109321j 0.00882361-0.000950184j 0.0130061+0.00618131j 0.0155626+0.000426587j -0.0300483-0.00722236j 0.0155649+0.0107309j 0.00330228+0.000293171j -0.00170093-0.008205j 0.0255312+0.0175816j -0.0208457-0.00876392j 0.0296285-0.00281387j -0.0107122-0.0199257j -1.99557e-05+0.0119805j 0.00531917-0.0064202j 0.0321619+0.0115366j -0.0132853-8.67898e-05j -0.0195629+0.0133879j -0.0174164-0.0120436j 0.0132336-0.00105029j 0.0181408-0.0226911j -0.00844517-0.00547481j -0.0163476+0.00108868j 0.0115377-0.00175977j -0.0213223-0.0215566j 0.0132129-0.0157133j 0.00792407+0.00857162j -0.00706579+0.00558197j 0.00119956+0.00256953j -0.0024045-0.00797719j 0.00996371-0.0172176j 0.00257925+0.00484226j -0.000403791+0.0377171j 0.00088972+0.0068111j -0.00137992+0.00135229j 0.00206357+0.000114152j -0.00452864-0.000818875j -0.00274654-0.0154076j -0.00849815-0.0162069j 0.00530903+0.0043941j 
-0.00668329-0.0112807j -0.0237815-0.0100093j 0.0466657+0.00850128j 0.0173026-0.00484925j -0.029384-0.04002j -0.0209849+0.0426604j -0.0144441+0.0181055j 0.00903742+0.0359959j -0.0436946+0.0177315j 0.0568711-0.0704025j -0.0512221+0.00225287j -0.0591995-0.0281853j -0.00312025-0.0118101j -0.0478894+0.033161j -0.0182486-0.0293904j 0.0410068+0.0363695j 0.00157075+0.0252825j 0.0334125-0.00235281j 0.0339622+0.0696157j -0.0139874+0.0528063j 0.0175703+0.0309318j 0.012546-0.0118382j -0.0119068-0.0689422j 0.0435717+0.0152767j 0.00591727+0.0304321j 0.0270191+0.0398604j 1.33779e-05+0.026008j -0.0511137-0.005808j 0.0722956+0.0175547j 0.0412374-0.00850431j -0.0172555-0.00741651j 0.0141485-0.121771j -0.0698652+0.0304282j 0.0884133-0.073259j 0.0631255-0.0227543j -0.000929044+0.0888131j -0.0419915+0.0229728j 0.0348206-0.118296j 0.0919839-0.0943107j -0.0299141-0.00568958j -0.0354538-0.00332604j -0.0543119-0.0305623j -0.0129135+0.00528232j 0.0678326-0.0438911j -0.0168269+0.0300489j 0.0044289-0.0509829j -0.0224476+0.00494712j 0.0188898+0.0272729j 0.0188947-0.00706394j -0.0112325-0.0141653j -0.0151811-0.035559j 0.0277122+0.00811761j 0.0264773-0.0382752j -0.00249639-0.00582655j 0.0322089+0.00903155j -0.0135206+0.00799599j -0.00250873-0.00230738j -0.0274106-0.00133653j 0.0212099+0.0330203j 0.00294804+0.0148859j -0.0250306-0.0139018j -0.00867817+0.0137691j -0.0232543-0.00401517j -0.0125821+0.0163582j -0.0107735+0.0191984j -0.00359249-0.00194077j -0.00893385-0.020592j 0.0238321-0.00490572j 0.0424393+0.0170849j -0.00186236+0.00211464j -0.00720085+0.000159754j -0.0139154+0.0206064j -0.00727863+0.00875565j -0.0290068-0.0103596j -0.0220551+0.0215609j -0.00432585-0.0152404j 0.00534049+0.00856052j -0.0102964-0.00507819j -0.0256844-0.00419707j -0.00183883+0.0376691j -0.0109794+0.0378623j -0.00883466-0.0390036j 0.0349735-0.0109942j 0.00498804-0.0178542j -0.00671084+0.0113115j -0.00673806+0.0286056j -0.00351762+0.00310938j 0.000445717+0.00264029j 0.000884361-0.0167261j 0.00710715-0.0071608j -0.0077242+0.0054878j 0.0104446+0.00903236j 0.00994962+0.023677j 0.0174999+0.00534807j 0.00325563+0.0060033j 
0.00991368+0.00341061j 0.00360695-0.00824964j 0.00958141+0.00128315j 0.00011068+0.00609274j 0.0459906+0.0227459j -0.00422222-0.00245839j -0.00882018-0.00911437j -0.00136204-0.00176625j 0.0079685+0.011454j -0.00126672+0.0230927j 0.0158216+0.0191721j -0.0217642+0.0209596j 0.0325825+0.0240459j 6.11476e-05+0.0213638j -0.0086939-0.0579272j 0.0198017+0.00402564j 0.0124508-0.00140564j -0.0184304-0.00269545j 0.0185954+0.032997j -0.00710813-0.0287121j -0.00399062+0.0102339j 0.0070186-0.00640705j 0.0265789-0.00457171j -0.0209931-0.0259035j 0.0472276+0.0193268j -0.00961555-0.0208828j -0.0247242-0.0318738j -0.0422048+0.0159335j 0.0245981-0.0279852j -0.023302-0.0218548j -0.0267678-0.0543807j -0.0545581-0.110152j -0.00727048-0.14999j -0.00903475-0.110676j 0.00786455+0.0363961j 0.0192856+0.0410253j 0.0469139-0.0177138j -0.0930042-0.073895j -0.0710652+0.0532739j 0.266252-0.109006j 0.0971258-0.0116758j -0.0105335+0.00630705j 0.0563637+0.00589875j -0.00451177+0.0268922j 0.0150402+0.000928774j -0.0517258+0.0241332j -0.0049341+0.0302566j -0.0186506-0.00185272j 0.00249435-0.00140107j -0.015653-0.0054754j -0.0046394+0.0274298j -0.00230911-0.0028569j -0.0115972+0.0227747j -0.0187306-0.0117222j 0.00170688+0.0134594j -0.018255+0.00208495j -0.0124998+0.00877595j -0.000834065-0.00798563j 0.0328476+0.0367848j -0.0312926-0.0161481j -0.0103008+0.00344554j -0.0205996-0.0130837j -0.00932523-0.00521319j 0.0275666+0.0143757j -0.0122754+0.0229134j 0.0475363+0.0120428j 0.00443072-0.00138194j -0.0233652+0.00983309j 0.000205969-0.0170388j -0.0193875-0.0074651j 0.0416352-0.00613684j -0.0351983+0.00735745j 0.0124488-0.00644439j 0.00449329+0.00368961j -0.00107963-0.00690516j -0.011368-0.0229171j -0.00218545+0.00206586j -0.0325996-0.0081188j -0.00693608+0.00568683j 0.01901+0.00514721j -0.00275644-0.0097283j -0.00575021+0.00811303j -0.0318416+0.0233082j 0.0117318+0.0218858j 0.00535431-0.00467061j -0.00121679+0.0014636j 0.00783958-0.00408888j 0.00216262-0.00877955j 0.00388849-0.00298786j 0.00157199+0.00368361j -0.00111984+0.00482087j -0.00576258+0.00185189j -0.00867129+0.0179925j -0.00293444+0.00748266j -0.000970541-0.00429917j 
-0.0114003-0.00545357j -0.00890791+0.00351211j 0.00149385+0.0035632j 0.00650442-0.00181561j -0.0525328-0.0303143j -0.00533048-0.00278821j 0.000763524+0.00975264j -0.0005433+0.00360936j -0.00552691-0.0124118j 0.00355769-0.0256884j -0.0227089-0.0220312j -0.00676279-0.0301248j -0.0199426-0.007636j -0.0157441-0.012153j 0.00920845+0.0412979j -0.0041966-0.00554158j 0.00283749+0.0125777j 0.0352883+0.00431258j 0.000890632-0.0175954j 0.00144335+0.0241137j 0.0138359-0.0108395j 0.00440507+0.0115973j -0.0310185+0.0013156j 0.0376863+0.0360597j -0.0248219-0.0108801j 0.0246655+0.0208601j 0.0282548+0.0234766j 0.0178699-0.0285622j -0.00406985+0.0325292j 0.0401239+0.012646j 0.035352+0.0243461j -0.0302686+0.0788316j -0.0485389+0.122219j -0.0163784+0.0940748j 0.067125-0.0443332j 0.0235115-0.0275626j -0.00804825+0.00627829j -0.107335+0.107999j -0.0351385-0.0180629j 0.316259-0.0771542j 0.132655-0.0564658j 0.000311547-0.00720209j 0.0120705-0.0154001j 0.0396953-0.039547j -0.00698798-0.000275124j -0.0477375+0.00023124j -0.00653774-0.0271699j -0.00801988+0.0127971j 0.0104247+0.000302063j -0.00220448+0.00566258j -0.00733906-0.0236625j -0.0100655+0.0126278j -0.00727007-0.0201223j -0.0047886+0.0131565j 0.00203795-0.00831028j -0.0086488+0.00653361j -0.00040364-0.00491085j 0.0171796+0.00525876j -0.0165269-0.0270766j 0.0189185+0.020871j 0.0140265-0.0098217j 0.0086377+0.0124637j 0.0153197+0.00456314j -0.0413648-0.0109159j 0.0253888-0.0159809j -0.0346201-0.0126583j 0.00265561-0.0119477j 0.0293444-0.0370502j 0.0159308+0.00511731j 0.0136875+0.00607642j -0.0219429-0.0111647j 0.0249688-0.0084408j -0.0225634-0.0203923j -0.00383818-0.0029905j -0.0219084-0.0167912j 0.0254488-0.019798j 0.0292672-0.0154161j -0.00664175-7.88489e-05j -0.00633888+0.0261483j 0.00479527+0.00425924j 0.00821608+0.00528334j 0.00939414+0.000894305j -0.00295491+0.0295716j 0.017521-0.0225369j 0.00631375+0.00181876j -0.00542036+0.0192696j 0.00811772-0.0113267j 0.00032073+0.00489517j 0.0124977-0.0222441j -0.00320121-0.00327599j -0.0018748-0.00118026j 0.000883271+0.00448193j -0.00399234+0.00503902j 0.00860737-0.00719532j 0.00442915-0.00126406j 
