0.0297227+0.00158682j 0.0734146-0.0107824j -0.0652532+0.00554913j -0.0285512-0.00155803j -0.028237-0.0016691j -0.00519429+0.00160412j 0.0119833-0.00148776j 0.00348481-0.00109428j 0.0322922-0.000977264j -0.0237966+0.00305505j 0.0673213-0.000363377j -0.00786622+0.00191945j -0.241806-0.00296216j -0.0720802+0.00552982j -0.000577997-0.00231624j -0.0678351+0.00289227j 0.090019-0.0050925j -0.00481253-0.00650723j 0.0325217-0.00080481j 0.00332596+0.00158174j 0.0375491-0.000167202j -0.00804149+0.00102638j -0.0186991+0.000959702j -0.000833639+0.00683142j 0.0159872+0.00494283j 0.00279008-0.00275368j 0.0701822-0.00267308j 0.0191116+0.000530232j -0.00124571+0.00207579j -0.00853827-0.000701202j 0.001038-0.00243629j 0.000381016+0.00132746j 0.017372+0.00358535j 0.0302928-0.000504283j -0.0030439-0.00683109j 0.0202201+0.00564966j -0.0529375+0.00292307j 0.0459466-0.00390481j 0.0666183-0.00642543j -0.0652008-0.00159989j 0.0637867+0.0025187j -0.0306288-1.16741e-06j 0.0880726-0.00849659j 0.0881451+0.000894675j 0.0863349-0.0110662j -0.254268-0.0111485j 0.0123617-0.0426827j -0.017347-0.00117344j 0.0237184-0.0114277j 0.0175517+0.00834412j 0.00782172-0.00615922j 0.00628696+0.00239708j -0.0226919-0.00308807j -0.0607118-0.0159619j 0.0452941+0.00448498j -0.0390111-0.00486531j -0.017184-0.0114j -0.00301413+0.00543826j -0.0477163-0.0239988j 0.0932911+0.00202151j 0.0449778-0.0200523j 0.00148643-0.0227997j 0.00862585-0.0306325j 0.080907+0.0589938j 0.0297088+0.00352873j -0.0350327-0.000637188j -0.27111+0.0229731j -0.329654-0.118207j 0.273607-0.0725475j 
-0.0163322-0.00142822j -0.0467792-0.00752622j 0.0729646+0.00844092j -0.00252556+0.00186283j 0.0447549+0.00715589j 0.0887157+0.00447701j 0.00171609+0.0063777j -0.0153997+0.00134637j -0.126941-0.00244267j 0.310773-0.00656947j 0.257029+0.00463216j 0.109814-0.00296753j 0.113463-0.0010686j 0.0835872-0.00094861j 0.0592907-0.00652992j -0.0201796-0.0095797j 0.0165104+0.0146138j -0.00481809-0.00458825j 0.0355946-0.0181101j -0.0641517+0.00993975j -0.0168016-0.0179975j -0.0237894+0.0107434j -0.0140771+0.00185027j 0.010134-0.0127953j 0.00975263-0.00456046j 0.0203843-0.0098641j -0.00253113+0.00574004j -0.0246668+0.0011079j -0.0133712-0.00844075j -0.00434877+0.000216697j 0.00089092+0.000264634j 0.00881742-0.00605583j -0.0284914-0.00864976j -0.0137426-0.0126838j 0.0712068-0.00862935j -0.0519031-0.00251081j -0.0954045+0.00738494j -0.0701419+0.00816407j 0.140644+0.0185956j -0.0412033-0.00088011j 0.0571368-0.0071493j -0.0391058-0.0297979j 0.102387+0.0242274j 0.0309806+0.00977252j 0.0428353-0.00976335j -0.0503927+0.0126431j -0.0194327-0.027244j 0.00309537-0.00156396j 0.00664258-0.00667349j 0.0164255-0.00177508j 0.005051+0.000445638j 0.00793221+0.0036374j -0.00635171-0.00869787j 0.00169432+0.00354421j 0.0540436+0.00779654j 0.0122124+0.0142558j 0.0437522+0.00521108j 0.0110357+0.0047077j -0.00989028+0.0149968j -0.00878301+0.00134447j 0.01722-0.00661397j -0.00503231-0.0334373j -0.0538031-0.0478365j 0.00181449+0.0293619j -0.000986396+0.00166621j 0.00818419+0.0101493j 0.0214063+0.0482477j 0.113639-0.0602019j 0.0212201-0.0486634j 
-0.0189853-0.0011628j -0.0486484+0.0077107j 0.00258782-0.00896056j -0.00102695-0.0108285j 0.0588624+0.00209542j -0.155218+0.00301414j -0.0159113-0.00198346j -0.028609+0.000791718j -0.249782-0.000853194j -0.421431-0.00102148j 0.437948-0.00100181j 0.141681+0.00201225j 0.0978119-0.00272226j -0.0452153+0.0033013j -0.0500837-0.00501978j 0.0477474+0.0056183j -0.00244145-0.00791327j -0.0450959+0.0101896j 0.105746+0.00380875j 0.0348088-0.0160646j 0.00182066+0.00505478j -0.0123651+0.00465098j 0.0184917+0.000693826j 0.0657599-0.00384642j -0.0439674+0.010476j 0.0101812-0.012208j -0.0600661+0.00847656j -0.00516169-0.00235024j 0.00936412-0.00049707j -0.00360304+4.12399e-05j 0.0141491+0.00159749j 0.038337+0.00677458j -0.0590814-0.00160302j -0.0293628+0.00529134j 0.123987-0.0064725j -0.0173268-0.00150329j 0.0843389-0.00235793j -0.0751333-0.0161996j 0.0325256+0.00520937j 0.0240341+0.00785187j -0.137662+0.00611335j -0.0442394+0.00879191j 0.0491846+0.00212302j -0.0594198+0.0064376j -0.0524724+0.00306481j 0.00415928+0.00243235j -0.0199769-0.0150292j 0.00699264+0.00115243j -0.027953-0.000998737j -0.0127115+0.00451031j -0.00225836-0.000576461j 0.00326689+0.00121372j -0.0182944-0.00162109j -0.0294301+0.0089679j 0.0166317-0.00906982j -0.0523983+0.0161224j 0.0544367-0.00749629j 0.00473245-0.0322036j 0.0254316+0.0454475j -0.0383147-0.0132816j -0.00836909+0.0390939j -0.00527517-0.00902324j -0.0653036-0.0198887j -0.00702747-0.0299894j 0.0210084-0.00553512j 0.0122403+0.0167432j 0.0153334+0.0322521j 0.0177315+0.0123966j 0.0890839+0.00483421j 
-0.00286594-0.00860177j -0.0121026+0.00275705j 0.0287052-0.00899229j 0.0233262+0.0129979j 0.193296+0.00494612j 0.0892283+0.00675511j -0.129172-0.00121151j -0.257637-0.00394973j -0.0364587+0.00374351j -0.18092-0.00317919j -0.000237065+0.00847375j 0.187758-0.00202206j -0.0863915+4.35796e-05j -0.0406315-0.00704569j 0.0533561+0.00494993j 0.0727343-0.0094786j 0.0569098-0.00577435j -0.0642158+0.00020247j -0.011191+0.0032094j 0.012193+0.0165038j 0.0272487-0.0080745j 0.0234868-0.0117744j 0.0393442-0.0109197j 0.011156-0.00526104j -0.00177681-0.0169807j -0.0202226+0.0119845j -0.0143157-0.0037572j -0.0046873+0.000144464j 0.0389937-0.00325765j -0.00645487+0.000928169j -0.00843326+0.00330346j -0.0706111+0.0143156j -0.0748798-0.0222659j -0.0318909-0.0120068j 0.0123923-0.00819203j 0.011184+0.00224963j 0.0390144+0.0181836j -0.0859236+0.0276993j 0.111194+0.00103527j -0.0760024+0.000299387j 0.0337474+0.0225005j -0.0265274-0.0146835j -0.0341579-0.0156427j 0.0433424-0.000663523j 0.0547246+0.00395573j 0.0261791-0.000216962j -0.020201-0.0101686j 0.00595898-0.0128369j -0.0111039+0.000819477j 0.00669047+0.0153359j -0.0137895+0.00514771j -0.0143158+0.00654968j 0.000495699-0.00996402j 0.00105636-0.0348544j 0.0106431+0.000168943j -0.0264543+0.00425675j -0.00640226+0.0336308j 0.00471592+0.000609768j -0.000518353+0.0262743j -0.0301426-0.0173153j 0.0269938+0.0188135j 0.0198343+0.0143001j -0.0152134+0.0371776j -0.0118241+0.0413229j -0.00513929+0.0122974j 0.00300838-0.000626805j 0.0325781-0.0787713j -0.0769528-0.0321766j -0.0738299+0.0692971j 
-0.019874-0.00249374j 0.0114647+0.00412517j 0.0733643-0.00724022j 0.129093+0.0051883j 0.0662011+0.000443938j -0.023074+0.00075499j 0.0862944-0.00121868j 0.138438+0.00312516j 0.133543+0.00207286j -0.131099-0.00310306j 0.264876+0.00143635j 0.0813916-0.000863246j -0.0397057-0.0113522j -0.0850582+0.00502144j -0.00976208+0.00654481j 0.00859624-0.00523125j -0.00811132-0.00722079j -0.0121664-0.00632355j -0.00493129+0.00517516j -0.0178536-0.000729181j 0.00718989-0.0096672j 0.0487943+0.0103229j -0.0239261-0.00587338j 0.0499092-0.00445526j 0.0150804+0.00111371j 0.0333845-0.0104687j -0.0517435-0.00162169j -0.0519462+0.00558898j -0.000498983-0.000972685j 0.0268314+0.00266754j -0.0238254-0.0011542j 0.0276834-0.0214291j 0.00573576+0.0169737j -0.0245865+0.00421727j 0.0109705+0.0132088j -0.0840087+0.0059154j -0.052197+0.0184079j -0.0279674-0.0104361j 0.0673917-0.0129991j -0.0740857-0.0185928j -0.051829-0.0188689j -0.0814058-0.0449777j -0.0145597-0.00035717j -0.00255542-0.00540243j 0.0131401+0.00231266j -0.0250894-0.0161034j 0.00686497+0.0022268j 0.00380093-0.000305805j -0.0254991-0.00776382j -0.00782971-0.00695634j 0.00166916+0.00641836j 0.0116483+0.0098944j -0.00195037-0.0120169j -0.00855591+0.000168759j -0.00158189+0.00330019j 0.00342352-0.0170591j 0.00678979-0.0168624j 0.0334579+0.0298853j -0.0125324-0.0173813j 0.0629939+0.000770725j 0.0142942-0.0392248j 0.0375494+0.0639011j 0.0519156-0.00717128j 0.00692764-0.0168307j 0.00470525-0.00128744j 0.0063909-0.0045713j -0.0103976-0.0280433j -0.0120065+0.014622j -0.0816269+0.0329093j 
-0.0594897-0.00296925j 0.0135367-0.000519897j -0.0252696+0.00725717j 0.0267022-0.00151585j -0.115888-0.00154998j -0.156989-0.00182456j -0.132654+0.000381797j -0.104853+0.0031965j 0.208944-0.00517917j -0.433654-0.0060442j -0.199783-0.00168561j 0.0550056-0.00197796j -0.0415086-0.00460767j 0.0178464+5.56033e-05j -0.0845845-0.00511278j -0.0254551-0.00397412j 0.00350281+0.00263311j -0.013653-0.00878059j -0.0658696-0.00458004j 0.0843324-0.00197593j -0.0324324-0.00691447j 0.0502965-0.00103506j -0.000577995+0.00788067j 0.0421159-0.0044982j -0.00747813+0.0212375j -0.0123554-0.0141704j -0.0163457+0.0171768j -0.0299709-0.0275554j 0.0254131+0.0010813j 0.000893205+0.00654905j 0.039065+0.00651326j 0.103237-0.00357672j 0.123511-0.00867305j 0.132489+0.00992411j 0.0664802+0.00409105j -0.0349377+0.00452431j 0.0189741+0.0130234j 0.069599+0.00902544j 0.0272901+0.0017565j 0.0225761-0.00475737j 0.0455011-0.0245428j -0.0570583-0.0153896j 0.0252275-0.0147329j -0.00606337-0.0109301j -0.00322293+0.0133626j -0.00793877+0.000142542j 0.0168115+0.00195487j 0.00324092+0.0125633j -0.00167083+0.00453263j -0.0119133-0.012887j 0.0116598-0.0104433j -0.018761-0.015453j 0.00653833+0.0203974j -0.003824-0.00294441j -0.0301484-0.0151935j -0.0217119-0.0194155j -0.0334008-0.00230744j 0.000319562-0.0143201j 0.0162328-0.0295949j 0.0134296+0.0096852j -0.0223359-0.0247341j 0.0023148-0.0463731j 0.0307762-0.0152354j 0.0502168+0.0681567j 0.00679792+0.0097503j -0.00359621-0.0110588j -0.00807703-0.00422615j 0.0714302-0.035957j -0.0449158-0.0189199j 
0.0472844+0.00926084j 0.049294-0.000563742j -0.00780134-0.00544628j 0.139743+0.000478644j 0.0442677+0.00168318j 0.00722396+0.000531688j 0.225705+0.00291749j 0.287901-0.00237324j 0.199084-0.00208696j -0.00377826-0.00598815j 0.0814957-0.00098289j -0.260869+0.00150179j -0.100441+0.000840943j 0.0408733-0.0010079j -0.0363466+0.00390965j 0.0280529-0.00317626j -0.0427376+0.00153767j 0.0349508-0.00152361j -0.0363622-0.00209001j -0.0483832-0.00942205j 0.0264204-0.00214954j 0.048313+0.00912208j -0.069459-0.00955263j -0.0215927+0.00550843j 0.026315+0.00549919j 0.0239131-0.00526659j -0.0470178+0.00253086j -0.00919396+0.0105549j -0.0128364+0.00118856j 0.0222773-0.00503466j -0.0388968-0.00275975j 0.0456957-0.00463196j 0.0303649+0.00211036j -0.00729382-0.00315685j -0.051956+0.00286629j -0.0332425-0.000717889j -0.0562976+0.0111189j -0.000186363-0.00553152j -0.00455817-0.00359702j -0.0729212-0.00289026j -0.0265329-0.00656258j -0.0354548-0.00851449j -0.0420672-0.00923219j -0.0467053-7.47573e-05j 0.0281123+0.00787847j 0.00598292-0.00290347j -0.0215062-0.015515j 0.0101949+0.00177891j -0.0176293-0.00494053j -0.0103247-0.000436266j -0.000264431+0.0226717j 0.0137917+0.0273599j 0.00422468-0.041851j 0.00587962+0.0319116j -0.0252925+0.00512033j 0.0481102+0.0114869j -0.0326367+0.00632509j 0.00501389-0.0220832j -0.0138533+0.0787506j 0.0503031+0.00719414j -0.0234316+0.0315079j 0.0653729-0.030394j 0.0467016-0.00370957j -0.0067961+0.0393774j -0.000520418+0.00236149j -0.00268308+0.0233922j -0.0212835-0.0166588j -0.0125459+0.0432388j -0.0412949+0.00511746j 
0.0286695-0.00233228j 0.0582898-0.000958746j -0.0791358+0.00358284j -0.195024+0.000318111j 0.0254562-0.00535651j 0.0781285-0.00166561j 0.302785-0.00058288j -0.181045-0.00063815j -0.51323-0.00323125j -0.0510065-0.00323577j -0.0154922-0.00108423j -0.252012+0.00206774j 0.0600544-0.00424971j 0.0900661+0.00184502j 0.0704406-0.00479466j -0.0413407+0.0034812j -0.0471351+0.00210957j -0.0207475-0.0103646j 0.0120049-0.00412669j 0.0539178-0.00780323j 0.0432058-0.00420976j -0.0577854+0.00973745j 0.00717926-0.0024123j -0.00853876+0.0173224j 0.0829956+0.00606198j -0.10137+0.000638306j -0.000451278+0.0110894j 0.0924352-0.0123072j 0.0252649-0.00593902j -0.0342684+0.00215482j 0.0118552+0.00671634j 0.0633444+0.000923047j 0.020306+0.00834473j -0.0374091+0.000266376j -0.0141225+0.00602345j 0.0639955+0.00360785j -0.0176133+0.00381051j -0.0067184+0.00751065j 0.0867515-0.00790876j 0.0469081-0.0133683j 0.0393703-0.0141657j 0.0208211-0.00917138j -0.0102054-0.00534957j -0.0145444-0.0081386j 0.00340554+0.0123013j 0.0135759+0.0132266j 0.0139917-0.0142059j -0.0136387+0.00217474j -0.00428435+0.00178975j 0.00220234+0.00190152j -0.0123595+0.00848579j 0.00550001+0.00924958j -0.00312255-0.014231j -0.0139086-0.031518j -0.00676403-0.00220395j 0.0465096-0.0197995j -0.00945196+0.0344027j 0.00544825+0.0263098j 0.00465172+0.00526696j 0.0232916+0.000654254j 0.0448215+0.000371593j 0.0123807+0.0157064j 0.0416517+0.0245174j 0.0187502+0.00641603j 0.00914356+0.00307481j 0.00286134+0.00642903j -0.0228714-0.0249504j -0.0288699+0.00734698j -0.0357695+0.00155394j 
-0.0280635-0.00753083j -0.0402565-0.00141878j -0.00177776-0.00177443j -0.0870827-0.00283041j -0.00870636-0.00252078j 0.0155108+0.00493147j -0.204068-0.00182549j -0.238739-0.00278597j -0.0938213-0.0033641j -0.00624105+0.00285085j -0.223413-0.00165829j 0.210395-0.000921838j 0.0220558-0.00095666j -0.0301111+0.00188854j 0.0218577-0.000691819j -0.00810849+0.00271309j 0.0290252-0.00275228j -0.0225116-0.00238862j 0.0148094+0.00297166j 0.0343093-0.00298212j -0.0156645-0.00605914j -0.0285872+0.00415345j 0.0487976-0.00632842j 0.00397726+0.0111879j -0.0231312-0.00691324j -0.0114233+0.00869355j 0.0314651-0.00655283j -0.000797972+0.0227014j 0.00929432+3.74531e-05j -0.0141014-0.00496561j 0.0171599-0.00518955j -0.0460827-0.0212415j -0.02937+0.0217174j 0.02159+0.000222029j 0.0390774+0.0103636j 0.0387237-0.000498609j 0.0415447-0.0115701j -0.0178989-0.00960179j 0.0147784-0.0140791j 0.043048-0.0176579j 0.0152356-0.00137602j 0.0373126-0.00534311j 0.00867293+0.0160051j 0.0166751-0.00545959j 0.00377669+0.00620138j -0.0119569+0.010687j 0.00287474+0.00698813j 0.00339955+0.0149373j 0.0146988-0.00188969j 0.00532414-0.0115547j -0.00202734+0.0271084j -0.0112614+0.0280753j 0.00635103-0.0392648j 0.00803864+0.0329704j 0.0170983+0.0134818j -0.0392347+0.00905685j 0.0136278-0.0121138j -0.0170895+0.00726879j 9.43882e-05+0.0273781j -0.0392198+0.0052835j 0.0160189-0.00883557j -0.0465296-0.0351754j -0.056217+0.0101288j -0.00486866+0.00838978j 0.00217328-0.00829506j 0.000144007+0.0106613j 0.0251112+0.000796416j 0.00915837-0.0354283j 0.038677+0.000558586j 
-0.0186263-0.00290211j -0.0223159+0.0112961j -0.0456745-0.00826302j -0.123672-0.00728224j -0.00244526-9.80177e-05j -0.1348+0.00219381j -0.00225158-0.0033743j 0.156639+0.000890481j 0.065655+0.000387826j 0.247172+0.000386409j -0.204269+0.00339881j -0.039155+8.73804e-05j 0.185546-0.00751766j -0.150676+0.00308556j 0.016887-0.00466753j 0.0276637+0.00294274j -0.0337662-0.013003j -0.0014354+0.00615691j 0.0292821+0.000844904j 0.0132423+0.000637221j -0.0709275+0.00348328j -0.0536053+0.00162218j 0.01984+0.0115417j 0.0166592-0.0165154j 0.00691153-0.00720639j 0.0235211-0.00775071j 0.011752+0.00724712j -0.0121204-0.0185763j -0.00483309-0.0137958j -0.0164979+0.00218599j 0.0227651+0.0210661j 0.0100678+0.0109263j 0.00600564+0.00972196j -0.00484071+0.00546236j 0.0680423-0.012628j -0.0360767+0.0103228j 0.0436578+0.000260004j -0.0339982-0.0159518j 0.0267774+0.00668363j 0.00881396-0.010379j -0.0188929+0.00460616j 0.0126204-0.0109007j 0.0267592+0.00304353j -0.00869792-0.00131326j -0.00474187+0.0202213j -0.00165566+0.0236541j -0.0144515-0.00645219j 0.00825035-0.00461982j 0.000231825+0.000607866j 0.0197009+0.00108609j 0.00447855-0.0047206j -0.00244217-0.0138954j 0.00331164+0.019165j 0.00845032+0.021938j 0.0265839-0.00800313j -0.00931428+0.0182071j 0.0243015-0.00724737j -0.00396967-0.0118222j -0.0147366+0.00995175j -0.0140996-0.0256365j 0.00377664-0.00773958j -0.0594127-0.00398767j -0.0224184+0.0147493j -0.0538535+0.00716452j -0.0101339+0.00727967j 0.0049087-0.00771195j 0.031376-0.0259135j -0.111996-0.00631225j 0.0179564+0.0406977j 
-0.00985909-0.00274215j -0.0175823-0.00356051j 0.0416954-0.00420619j 0.0791996+0.00569525j 0.0538452-0.0023485j 0.0763623+0.000747964j -0.0258073+0.0024331j 0.000100983-0.00685141j 0.130155-0.00127992j 0.147456+0.000737221j 0.052527-0.00344446j 0.117371-0.00114074j -0.081433-0.000713987j 0.00754174+0.0041161j 0.0109066+0.0117969j -0.0081015+0.000941984j 0.0144605-0.00612675j -0.00912498-0.00737804j -0.00587045+0.0375601j -0.0200545+0.00573558j -0.00368396+0.00509502j 0.0153152+0.00914014j -0.0119553+0.00920156j 0.00987004-0.0060253j -0.0132824+0.0120002j 0.0207361-0.0069483j -0.0186624-0.00547124j -0.0169039-0.00452048j -0.00531544+0.00551232j 0.010332+0.000611999j -0.0136901-0.00759545j -0.0224122-0.00788127j -0.00500582+0.0182556j -0.0107494+0.00314675j -0.0131884+0.00815788j -0.0145531-0.00118463j -0.0118479-0.00524401j -0.0110376-0.00722049j -0.00549428-0.0152321j -0.0125964-0.0138948j -0.00484034-0.00543811j -0.0049949-0.00968696j 0.0082712+0.00769718j 0.00380849-0.00454026j 0.0117477+0.00858115j 0.00189591+0.0074607j -0.00745208+0.00414743j 0.00490776+0.0308876j -0.00281339+0.00225928j 0.00327004-0.00587515j 0.000528744-0.0140336j -0.00515806-0.0247844j -0.000928228+0.0244025j 0.000666785-0.0442104j 0.0161068-0.0179654j -0.00280362-0.00351124j 0.00645918+0.0404732j 0.00418168-0.0385378j -0.00123623+0.0152914j -0.00114838+0.00408058j -0.0143737+0.0405493j 0.0085077-0.0053415j -0.0209223+0.00403574j -0.00195042-0.00529498j -0.004073-0.000633144j -0.000844234+0.0113036j 0.00298696+0.00251085j 0.0248747+0.000659414j 0.0172942+0.00262859j 
-0.0343776-0.0111257j -0.0245969+0.00283168j 0.0610792+0.00419197j 0.0169373+0.00202026j 0.0396844-0.00747851j 0.0124263-0.00609631j -0.0904821-0.0024807j 0.0499425-0.000519677j 0.0924194-0.00325032j 0.200755+0.0012809j 0.0442521-0.00159138j 0.202975+0.00228502j -0.130502-0.00477852j -0.0261045-0.000949926j 0.027151-6.76359e-05j -0.0757578+0.0118234j 0.0220425-0.00525468j -0.0524027-0.000815131j 0.0134931+0.0114406j -0.013816+0.0034251j -0.0251643+0.0116288j -0.0263036-0.0036048j 0.0309967+0.0155956j 0.040632+0.00365489j 0.0225732+0.0100827j 0.00824537+0.000333348j -0.0292874+0.00589393j 0.0214141-0.0379618j 0.00905805-0.00274828j -0.00191562+0.00361619j -0.00618176+0.014644j 0.0228953+0.0267195j 0.0314746-0.0149406j -0.0261894+0.00314177j 0.00197312-0.00661873j -0.00234943+0.00674414j 0.0297778-3.09367e-05j 0.0115297+0.0127797j 0.0249056+0.00352417j 0.0449322-0.00311784j -0.00411888-0.00795778j -0.000469164+0.0109534j 0.0115789-0.0151936j 0.0111789-0.00962786j 0.000255007+0.0165479j 0.019018-0.000755723j 0.0023195-0.0041404j 0.00383021+0.0175132j 0.007169+9.91807e-05j 0.00417254+0.00185383j 0.00571304+0.0223459j 0.0014448+0.0477231j -0.00260739-0.0608371j -0.0110169-0.00855583j 0.0247029+0.00872485j 0.000939575-0.0166642j 0.014765+0.0126369j 0.00330131+0.0311984j -0.00655707+0.0282855j -0.00769478+0.010924j -0.0137911+0.0146529j -0.00524338+0.0151316j -0.0187854+0.0183399j 0.0163444-0.0314107j -0.00239573+0.00461719j 0.000559069+0.020428j 0.000530222-0.00597049j 0.0340552-0.00954621j 0.014044+0.00869369j 
-0.00389226+0.0090916j 0.0297531+0.00299859j -0.0603079-0.00429866j 0.018775+0.00180616j -0.211771+0.00512937j 0.0656491+0.00287213j 0.111355+0.00214813j -0.208549-0.00711429j 0.00809369+0.00247337j -0.124161-0.000732017j -0.0260892-0.0014483j -0.143393-0.0027954j 0.156986+0.00335854j 0.0300457+0.00284303j -0.0320171+0.00215823j 0.0405414-0.00826989j -0.0164937-0.00179939j 0.0669099-0.00153193j -0.0322304+0.0185199j 0.0420715+0.00743614j 0.0166963-0.000763412j 0.0278489+0.00231794j -0.0598379+0.00713105j -0.0228875-0.0283616j -0.008823+0.00435648j 0.00299207-0.00638586j 0.0222825-0.00349814j -0.0438878-0.000532283j 0.00483331+0.00880557j -0.000263814+0.00110829j 0.0224444-0.0121443j -0.0216926-0.0064299j -0.00998822+0.00334821j 0.0188076+0.00758639j 0.00391068-0.00765443j 0.0164916-5.91877e-05j -0.0367864+0.00189393j 0.0132981-0.00640631j -0.0213169+0.0127624j -0.0127642+0.0186194j -0.0011133+0.0135388j -0.00451725-0.00225122j -0.00145962-0.00068518j 0.000450636+0.0093576j -0.0133907-0.0173693j -0.0203729-0.00847531j 0.00623204-0.0148899j -0.000136462+0.086288j -0.0130432-0.0143654j -0.00603645-0.028505j 0.00234999-0.0228579j -0.000495743+0.0160705j 0.00825878-0.0225805j 0.00681123+0.0120942j -0.0172656+0.0102869j -0.00143378+0.0121469j -0.00448585-0.0126582j 0.00647244+0.00992537j -0.00365189+0.0116951j 0.00723377-0.010018j 0.00318267-0.00111855j -0.0176472-0.00262301j 0.0200096-0.00870308j -0.00643421+0.0114103j -0.0060894+0.00218221j -0.000628801+0.0112405j -0.00446369-0.000353939j -0.0349535+0.0172851j -0.0018483+0.00114815j 
0.118632+0.0122023j -0.0262481-0.0207544j -0.100014-0.00400344j -0.139855-0.00080618j -0.110925-0.00462135j -0.197136-0.00401177j -0.523483+0.00058706j 0.189329-0.000611676j -0.14206-0.00291879j -0.0179157-0.00334756j -0.00206396+0.00284396j -0.256902-0.000702107j 0.112485-0.00511686j -0.125017+0.00117213j 0.00115727+0.0166989j 0.0245185-0.00161963j 0.0580357-0.00640729j 0.0025854-0.00246552j 0.0577354-0.0173343j -0.0576766-0.0081924j 0.0082917+0.00548197j -0.016872-0.00143189j 0.102656+0.0030206j -0.0632723-0.00533631j -0.0382897+0.00878777j -0.0287489-0.00737856j 0.0238732-0.00485695j 0.116816-0.00096281j -0.0137239-0.00166129j -0.00534625+0.00393735j -0.0339688+7.76941e-05j 0.0154856+0.00410016j -0.0997419-0.0113288j 0.0521281-0.0119071j 0.00683779+0.0150309j -0.0403696-0.00795955j -0.0254884+0.00354442j -0.0215313-0.000829392j -0.0538402-0.0165586j -0.0706389-0.00270459j 0.00620247-0.00236721j 0.0209661+0.00134986j -0.0309845+0.0030054j -0.00769032+0.00997006j 0.00858869+0.000898654j -0.00236134-0.00951442j -0.0296957-0.0119948j 0.0089701+0.0217845j 0.0190025-0.0193043j 0.0084563-0.0029638j 0.0109344-0.00923945j -0.00966454+0.0024991j 0.00215784-0.00567051j 0.00664683-0.00925849j -0.0374046+0.00371315j -0.00165582+0.00548539j -0.0506694-0.000103542j -0.0563098-0.0178436j -0.000157924+0.00955429j -0.012875+0.0153102j 0.00772005+0.0259768j 0.0526072+0.0148785j 0.0483295-0.025113j 0.00350209-0.00559053j -0.00153801+0.000968879j -0.00278539+0.00798607j -0.0145655+0.0115067j -0.0171789-0.000334137j -0.0558419-0.0307965j 
-0.0230426+0.00383115j 0.00710423+0.00391223j -0.195657-0.0116842j 0.17319-0.01037j -0.227834-0.00272355j 0.225802+0.00415312j 0.0882599-0.0015398j -0.528351+0.00673263j 0.189152-0.00567742j 0.165959-0.00226404j 0.13242+0.00312743j -0.06878+0.0042452j 0.0140949-0.00558823j -0.0792185-0.00316032j -0.0867631-0.0013448j 0.011164+0.00481787j 0.0724688-0.0141204j 0.0683995+0.00822472j -0.0588977-0.0265832j -0.0265634-0.0160487j 0.0441675-0.000332822j 0.000851701+0.00627911j 0.00593679-0.0039361j -0.00503662+0.00529469j -0.0622569-0.0126341j -0.0319069-0.00175566j -0.000925446-0.00302616j 0.00835874+0.00122925j 0.00370169-0.010676j 0.00422554+0.00134331j 0.0131185+0.0134145j -0.0179814+0.00678613j -0.00386488-0.00296944j 0.0190265-0.00421506j 0.0322363+0.000460091j 0.0254679-0.000910153j -0.00698894+0.00517679j 0.0771695-0.00812449j -0.00531452-0.00291472j -0.00982847-0.00306448j -0.0418414-0.00762337j 0.0101207+0.00363637j -0.0217737-0.0109282j 0.0070526+0.0015503j -0.0303954+0.0193894j -0.0240953-0.00705729j -0.000962112-0.00157261j -0.00802942-0.0148579j 0.0262501-0.00475515j -0.00473674+0.00521374j -0.00418733+0.00523165j 0.00418601-0.00524029j 0.00725901+0.00464038j -0.00352272-0.00428205j -0.0247586-0.0087563j 0.0374886+0.00228604j -0.0305851-0.0234227j 0.0147704-0.0200458j -1.864e-05+0.00604333j 0.00486805+0.0145413j 0.0124454+0.0189219j -0.00180877+0.0167698j 0.0546574-0.0234963j 0.0251581-0.0252444j -0.0136364-0.00424668j -0.0043229-0.00638578j -0.0175803+0.0106503j 0.00860845+0.0189324j -0.042638-0.0125961j 
