-0.145289+0.17239j -0.176545-0.152311j -0.0727967+0.166789j 0.181459+0.065739j 0.0941777-0.125278j 0.0374435-0.0795278j -0.116448-0.167786j 0.174225-0.106771j 0.0337887+0.00935553j -0.181579-0.156145j 0.0511489-0.117982j 0.0274765+0.00632411j 0.0509438+0.169729j -0.0821098+0.0109511j 0.0347373+0.0345247j -0.115363+0.00439061j 0.0711728+0.0178933j -0.158115+0.246259j -0.0160106+0.147366j 0.0621334+0.10055j 0.147142-0.0593362j -0.177095-0.00538924j 0.0745425-0.0218859j -0.111013-0.0915025j 0.0610951+0.0904522j 0.0224225-0.016985j 0.247169+0.073803j -0.0336628+0.227166j 0.0622327-0.152128j -0.17174-0.0684158j -0.0870617-0.268383j -0.275539+0.0918598j -0.0679862+0.0999746j -0.0949828-0.0739088j -0.0516491+0.029896j -0.00790662+0.0130163j -0.0329178+0.061296j 0.074402+0.0399109j 0.00362486-0.0530396j 0.0202832+0.00896435j -0.0178838+0.00117026j 0.00282122+0.00480874j 0.020724-0.0202356j 0.0128631-0.0327934j 0.00852622+0.0149815j -0.0239916-0.0153373j -0.00963727+0.00963723j 0.0208778+0.0207586j -0.00951541+0.00103076j 0.00781835-0.01645j 0.0176621+0.0131987j -0.0260833+0.0229805j 0.0325528-0.011271j -0.0191572+0.00737642j -0.0049276-0.0276944j -0.00724607+0.00996998j -0.00371861+0.0127293j -0.00917039+0.00834961j -0.0301278-0.0241104j -0.0128328-0.0115014j 0.0135975+0.0109081j 0.0172319-0.0283794j 0.0166501+0.0188722j -0.0153833+0.00581778j -0.00784989-0.000163689j -0.000169319-0.0289748j 0.025292-0.00989875j 0.00571975+0.00355404j 0.0266144+0.00141707j 0.00395911+0.0287866j 0.0668556-0.012045j -0.00949251-0.0656846j 
0.00238788-0.00579358j 0.00571059+0.000601346j -0.00182762-0.00241579j -0.00493089-0.000433919j 0.000233259+0.00113559j -0.00154881+0.000707006j -0.00104192-0.00062904j 0.000705711-0.000285224j -0.00102075+0.000910219j 0.00138394+9.22028e-05j -1.00363e-05+0.0014323j -0.00140104+0.000717901j -3.81236e-05-0.00082722j 0.000267455+0.00181766j -0.00118326-0.00125272j -0.00077971+0.00103092j 0.00113631-0.00169693j 0.000348035-0.0032576j 0.00163585+0.000237483j -0.00169205+0.00252372j -0.000552897+0.00156672j 0.00226545+0.00287521j 0.000626979-0.00344137j -0.00204646-0.00171139j -0.000493792-0.000355168j 0.000196998-0.000497157j 0.00303317-0.00346473j 0.000304519-0.000130807j 0.00139636+0.00236567j 0.000671431-0.00309466j -0.00362013+0.000792918j 0.0031367-0.000750577j -0.00367659+0.00232936j -0.00698648-0.000937415j 0.000416204+2.77204e-05j -0.0043567-0.00251296j -0.000186487-0.00440647j -0.00037052-3.81661e-05j -0.00376815+0.00520971j 0.00411269-0.00215449j -0.00243434-0.00224352j 0.0012296+0.00297246j -0.00197781+0.000718125j -0.00333478+0.000333301j 0.0011158-0.000624726j 0.00235653+0.00128575j -0.00404009-0.00684616j -0.00451705+2.62016e-05j 0.00170708+0.00369485j -0.00269047-0.00295022j -0.00155295-0.00267476j 0.000889561+0.00134172j 0.0043482-0.00248619j -0.00157716-0.00549071j -0.00326193-0.00350899j -0.00426579-0.0100177j -0.0111586+0.0016208j -0.00155916+0.000719321j 0.00494902+0.000382101j -0.00520737-0.00406483j 0.00184673-0.00683308j 0.00195502-0.00391618j -0.0014606-0.00225456j 0.0021022+0.00156657j -0.00532621+0.00576242j -0.000109675+0.000546662j -0.00629279+0.00921083j 0.00264321-0.000351804j -0.0099787-0.00258496j -0.00176197-0.00225914j -0.0104625-0.00338142j 0.000987548+0.00638833j 
0.00185612-0.00644248j 0.00462434+0.0010202j -0.00028381-0.00468613j -0.00315151-0.000793832j 0.00154309+0.000263926j -0.00146992+0.00131093j -0.00202893+3.51442e-05j 0.000594273-0.000236848j 0.00108883+0.000171916j 0.00306125+0.000436889j -0.00231685+8.5641e-05j -0.00147721-0.00079228j -0.00179827-0.00158707j 0.00187392+0.00105931j 0.000158674-0.00193849j -0.00105897-0.000328595j -0.00105424-0.000730716j 0.0015016+0.000323051j 0.000863083-0.000203084j -0.00324807+0.00146932j 0.000997838-0.00117441j 0.00450418+0.00114052j 0.000959256-0.00141172j -0.00179245-0.0018791j -0.000517951+0.00219742j 0.00189104-0.00133026j 0.00308719-0.00326673j -0.000216435-0.00235267j 0.00183785+0.00286575j 0.000407639-0.000747317j -0.00581992+0.000746893j 0.00403469-0.00340095j -0.0040549+0.00222175j -0.00332521-0.00165153j 0.00309335-0.00475373j 0.000606794-0.00293554j 0.000694519+9.17086e-05j -0.00307202-0.00198126j -0.00217752+0.0019501j -0.00407005-0.00115987j -0.00228219+0.0016943j -0.00118367+0.00330632j 0.00254388-0.00138535j -0.000133573-0.000747468j -0.00509465-0.000324871j 0.00312674-0.0015784j 0.000519249-6.46619e-05j -0.0010763+0.000549111j -0.000204748-0.0005757j 0.00362826-0.00157442j -0.00495054-0.00368926j 0.00486544+0.00312224j -0.00124849-0.00166936j -0.00143123-0.00240485j -0.000724948+0.00344227j 3.40586e-06-0.0047437j -0.00477195+0.00701616j 0.00104253+0.00106574j 0.00524756-0.00329792j -0.00281381+0.00315859j 0.00382658-0.00183505j 0.000547378-0.00107138j -0.00120706-0.00451479j -0.00186947+0.000638349j -0.00248796+1.19834e-05j -0.00320553+0.000519641j -0.00447086+0.00277014j -0.00134061+0.00377868j -0.0049771-0.00590698j -0.00521849+0.00151825j -0.00680153-0.00112327j 0.000957583+0.00402898j 
-0.00128008+0.00121133j 0.000822551-0.00168735j 0.000272707+0.00187721j 0.00330179-0.00138764j 0.000401041+0.000376753j -0.00226599-0.00123753j -0.000235992+0.00111077j 0.000890513+0.00286269j 0.000543168+0.000180849j 0.000458823+0.00113888j -0.00162858+0.000113841j 1.27375e-05+0.000703472j -0.000863293+0.00132562j -0.0010168+0.000972582j -0.000637286-0.0010402j 0.00111091+0.00130104j -0.000553519+0.00130001j 0.000443527+0.00150075j -0.000171291-0.00185196j 0.00308297+0.00317174j 0.00100615-0.00229446j 0.00153191-0.000970978j -0.00152363+0.00333434j -0.00125827+0.0018458j -0.00231378+0.000542172j -0.000628119+3.5976e-06j 0.000162942+0.000132848j 0.00328746-0.00272569j -0.000457589-0.00114257j 0.000333112-0.00351779j 0.00467682-0.00282824j 0.00227157+0.000790331j 0.00307063-0.00398334j 0.000583336-8.45684e-05j 0.00341945-0.00108918j -0.000926795-0.0061788j 0.00249543+0.00319676j 0.00476833+0.00280688j -0.00480403-0.000706877j -0.00060192+0.000161536j -0.00276364-0.00446163j 0.00196276+0.00214841j -0.000243469-0.00315424j 0.00215734+0.00285931j 0.00327488-0.000563875j 0.00229136+0.00270749j 0.0017444-0.00215627j 0.00280369+0.00336789j 0.00113291-0.000669975j -0.00416884+0.00220963j -0.00124994-0.000832152j 0.000810422-0.00716845j -0.000682801-0.00537966j -0.00380173-0.00260046j -0.00676808+0.000604901j -0.0112222-0.00179592j 0.00235973+0.00304894j 0.000821492+0.00710326j -0.0013684+0.00104977j -0.00348302+0.00642848j 0.00210481-0.00549503j 0.00301979-0.000116045j -0.00163927-0.00150044j -0.00534946+0.00232449j -0.00669728-0.00121861j 0.00483399-7.69543e-05j -0.00407688-0.00602054j -0.00299486+0.00468713j 0.00655778-0.00395199j -0.00250242-0.000122292j 0.00110771+0.00125184j 0.00580838+0.00265671j 
0.000408116-0.0021985j 0.00294429-0.000257215j 0.000569415-0.000791011j -0.0026401+0.00103899j -0.000501041+0.000895591j 0.00111461-0.00252308j 0.00218587+0.000270939j -0.000766978-0.00028325j 0.00174376-2.40484e-05j -0.00108707-0.00318827j 4.18786e-05-0.00142642j -0.00115038-0.000926326j -0.000423065-0.00155795j 0.000775214-0.00151883j 0.00131754-0.00109529j -0.00151353-0.00073439j -0.00081857+0.00116776j 0.00217131+0.000491267j 0.00106112-0.00241856j -0.00195944-0.00240289j 0.000135606+0.00120949j 0.000175663-0.00280508j -5.68029e-07+0.000760029j -0.00114884+0.00349699j 0.000911943-0.000953233j -0.00404951+0.00131126j 0.00125018-0.00151314j 0.00248243+8.47944e-05j 0.00171298+0.000808581j -0.00101568-0.00152067j -0.000627836-0.000767584j 0.00195796+0.00147828j -0.00288858+0.00106737j -0.00597185-0.00136028j -0.00105196+0.00262772j -0.00304722+0.00409677j -0.00397009-0.000180765j -0.00445017-0.00184429j -0.000873633-0.0011164j -0.000209738-0.00111995j 0.000427641+0.0030382j -0.00309318+0.00238723j -0.00227509+0.00293084j -0.00482014+0.000261822j 0.00320433+0.00114979j 0.000299281-0.00802561j 0.00408072+0.00357865j -0.00161597-0.00179595j -0.00270232+0.000672071j 0.00273489-0.00598073j -0.00211205-0.00187646j -0.00219629-0.00125042j 0.00150515+0.000390421j 0.000908649-0.00627414j -0.000939969+0.0035218j 0.00253188-0.001165j -0.000573252+0.00256493j 0.00838986-0.00211364j 0.00351184-0.00453485j 0.00247292+0.0074456j 0.0025786-0.00245657j -6.47841e-05-0.000570382j -0.0032093-0.002961j -0.000781894-9.661e-05j -0.00586518-0.00249143j -0.00168599+0.00201641j 0.000332206-0.000499852j 0.00229265+0.00301345j -0.00400723-0.00298946j 0.000680341-0.00414998j -0.00306577+1.09023e-05j 0.00187023+0.00426298j 
-0.000564825+0.00964027j -0.00678078+0.0015732j 0.0012745+0.00144872j 0.00564804+0.00115794j -0.00263354-0.000381749j 0.00373735-0.00076537j 0.00391857-0.0020726j 0.00420974-0.000910748j 0.000540904-0.00164338j -0.00377171+0.000556134j 0.00154444-0.00440055j 0.00182305-0.00100671j 0.000321812+0.00154147j -0.00134045-0.00124878j -0.000491876+0.00109842j 0.00242745-0.00217319j 0.000453111+0.00321047j 0.000906875+0.00929157j -0.00252418-0.00242102j 0.00254326-0.00245122j 0.000310082+0.00060989j -0.00155217-0.00323366j -0.00248969+0.00700295j -0.000772173+0.00367599j -0.0035612+0.00313934j 0.00270958+0.00416593j -0.00139218+0.00112916j -0.00167234-0.00281872j 1.79893e-05-0.00243069j 0.00182874-0.00106548j 0.00868593-0.00480747j -0.00335884+0.0042733j 0.00442717-0.000413012j 0.00365515+0.00146085j -0.00699182+0.00319434j 0.00391804+0.00302689j -0.000652492-0.00165037j 0.00144496+0.00203209j 0.00327693-0.000599658j 0.000363473+0.00331796j 0.00377102+0.00155212j 0.00152165-0.0041015j 0.000107756+0.000406126j 0.00173258-0.000650185j 0.00323465-0.00274196j -0.00847754+0.00196251j 0.0017529+0.00316662j -0.00201183+0.00156162j 0.00537578+0.000445722j -0.00230632-0.00238833j 0.000211502-0.000634699j 0.000905285+0.0048788j -0.00241834-0.00191476j -0.0023685+0.00608296j 0.00355866-0.00361135j 0.00017281-0.0017315j -0.00227224-0.00173643j -0.0054679+0.00226745j -0.00562003-0.00745907j -0.000547335-0.00223839j 0.00182759+0.00735333j 0.00182609-0.000735218j 0.00592572+0.00522732j 0.00400257+0.00460883j 0.00539681-0.003867j -0.00628386-3.38145e-05j 0.00346469+0.00720259j 0.00453618-0.00328108j 0.00124732+0.00177884j -0.00303287+0.00530538j 0.00637301-0.00649109j -0.000656498-0.00766329j 
0.00109922+0.00249816j -0.000822699-0.00165567j 0.000481272+0.00293287j 0.00216452-0.000655051j 0.000327472+0.000123567j 0.00120936-0.00214669j 0.00382249+0.00184103j -0.000816239-0.000166822j -0.000159004-0.000675308j -0.00188002-0.00266854j 0.00084575+0.000164689j 0.000158768+0.000338973j 0.00174186+0.000385828j 0.000256541+0.000244351j -0.00150396-0.00213531j 0.000879248+0.000336306j -0.00156928+0.000762898j -0.000510657-0.000777238j 0.000185131-0.00189869j 0.000796448+0.000640223j -2.86999e-05+0.0020345j 0.00167331-0.0013259j -0.00065614+0.000518891j -0.00225357+0.00296554j 0.000875977-0.000647993j -0.00197858+0.00108679j 0.00102179-0.00025959j 0.00119317+0.000417014j -0.00101428+0.00223736j 0.0010655+0.00029029j 0.000869584-0.0035387j 0.00406255-0.0022523j 0.000921721-0.00275461j 0.00157107+0.000225454j -0.00032288+0.00309346j -0.00109918+0.0034887j -0.00238313+0.000179972j -0.00134086-0.00231262j -0.000831196-0.00116794j -0.00226979-0.000199845j 0.00126843+0.00260157j -0.00154736-0.000618394j -0.00103321+0.00032204j -0.0013559-0.000599671j 0.00155842-0.00154668j 0.000211436-0.00498245j 0.00284809+0.00625784j -0.000129813+0.000209614j -0.00128046-0.000438237j 0.00300258-0.00370489j -3.94664e-06-0.000730676j -0.00244375-0.000628838j -0.000688184-0.000831319j 0.00299781-0.00270938j 0.00230408+0.00285564j 0.00147279+0.00111502j -0.000579908+0.00151509j 0.00611924+0.000523288j 0.000873513-0.00108409j 0.00167678+0.00168943j 0.00253752+0.00299625j 0.000741922-0.002993j -0.000823574-0.00259622j 0.000910243-0.000197073j -0.000119402-0.00094325j -0.00139043+0.000352104j 0.00224958+0.00114477j 0.00192176+0.000755417j 0.00360609+0.000382434j 0.000415706+0.00155428j 0.00186389+0.000755444j 0.000666627-0.00198102j 
-0.000754068+0.0066j -0.00303232-0.00315746j 0.000388351+0.00361247j 0.00616729-0.00318352j 9.95106e-05+0.000252845j -0.00059266+0.000340479j 0.00252347+0.00134971j 0.0016539+0.000627678j -0.00195579-0.00150413j -0.00222749+0.00151506j 0.00116837+0.00241918j 0.000254621+0.00153742j 0.00281793+0.00159204j 0.00140367+0.00266566j -0.0029932-0.00234657j 0.00511655+0.00119471j 0.00160049+0.00184821j -0.00361519+0.00140333j 0.000646589-0.000469701j 0.00398268+0.00388595j 0.0017647-0.000258337j 0.0031526-0.00144932j -0.00211108+0.00239293j -0.00329699+0.00109672j -0.00351551+0.00285414j 0.0024599+0.000482269j 0.000888651-0.00114536j 0.00132533-0.00148908j -0.00321002+0.000240923j 0.00314007-0.000271276j 0.00451999-0.00504259j 0.00649316-0.0028917j 0.00294585-0.00449825j 0.00672423-0.000315486j -0.000526098+0.000176396j 0.00125247-0.00318693j 0.00371976+0.00107747j 0.00556466+0.0018603j -0.0012637+0.00114929j 0.00139369+0.00283265j 0.00123749-0.00392468j 0.00314616-0.00231017j -0.00034502+0.000708104j 0.00499931+0.00122357j -0.0030369-0.000431076j 0.00224682+0.00195604j -0.000772421-7.20805e-05j 0.00361685+0.000151783j 0.00198584-0.00480224j -0.00316127+0.00374359j 0.00413237+0.00013207j -6.69111e-05-0.00100978j 3.0149e-06-0.00413804j -0.00448003+0.00752916j 0.00218383-0.000340523j -0.0036869-0.000735288j -0.00151376+0.00168138j -0.00519335+0.00285894j 0.000607336-0.000114604j -0.00463694-0.00253309j 0.00315945+0.00125137j -0.00422749-0.00239269j 0.00199451+0.00543452j -0.000451219+0.000371508j 0.000416889+1.03631e-05j 0.00144139-0.00362798j 0.00238814-0.00169171j 0.00081835+0.001114j 0.00459396+0.00142181j -0.000944046+0.00372223j 0.00425667+0.000621018j 0.00219461-0.00707078j 
-0.00385479+0.000675015j 0.00107343-0.00318589j 0.00159583-0.00193122j 0.00164849-0.00128909j -0.000246835-0.00142676j -0.00104579+0.00145604j -0.00365535-0.000640198j 0.00431353-5.86783e-05j -0.00092903+0.000865544j 0.00144051+0.00224792j 0.000776454+0.00207558j 0.00112224-0.00107884j 0.00337814+0.00265881j -0.000273746+0.00236446j 0.00100673+0.00090505j 0.00115409+0.0011497j 0.00139274+0.000292201j -0.00148081+0.000340519j 0.000141602+0.000268942j 0.00443896-0.000642747j -0.00156539-0.00213593j 0.00158184+0.000579107j 0.00277449-0.00102194j 9.96139e-05+0.00106457j -0.00259546+0.00318287j -6.53104e-05-0.00268241j 0.000157863-0.00232212j -7.60178e-05+0.000570959j 0.00288125-0.00341031j -0.00462247-0.000977672j 0.00255394-0.00120962j 0.000783709+0.00222265j -0.00325881+0.00263268j 0.00060887-3.42311e-05j 0.000924028-0.00487825j -0.000336527-0.00636229j -0.00108355+0.00592866j 0.000685735+0.00106857j 0.000456629-0.00154717j 0.00458462+0.00363314j -0.00462302-0.00312839j 0.000604858-0.00162878j -0.00237975+0.00186853j 0.000151225+0.000562589j -0.00309451+0.00110399j 0.00528337-0.00586695j -0.0059335-0.00076825j 0.00519761+0.00257461j 0.000932549-0.00303638j 0.00059103+0.00114895j 0.0046336-0.00145576j 0.000736505-0.000732351j 0.00272994+0.00522576j -0.0055938-0.00144832j -0.00307652+0.000802638j -0.00154601+0.00187422j 0.0018409+0.00498197j 0.0035375-0.00229991j 0.0104483-0.00447003j -0.00314925+0.00132062j 0.00642258-0.00503737j -0.00759407-0.00056534j -0.00428035+1.22183e-06j -0.00199769-0.00108185j -0.00447792-0.00334722j 0.00481126-0.0004297j 0.00578505-0.00472159j 0.00186873+0.00180595j -0.00489497-0.00662572j 0.00309022+0.00412655j -0.00191551+0.000550773j 0.00326828-0.0033533j 
-0.00146467+0.00359713j -0.00298733+0.00173422j 0.00205787+0.00202338j -0.00167751+0.00350087j -0.00100136-0.00221995j 0.000903431+0.000152688j -0.00205893-0.00204045j 0.000635727+0.00123177j 1.4851e-05+0.00235135j -0.00120603+0.000555421j -0.000198346-0.00221709j 0.00114179+0.0008343j 0.00026445+0.000192106j -0.00295333-0.00153354j 0.00448687+0.00631101j -0.00104236-0.00044044j 0.00260345-0.00218677j -0.000575551-0.000807137j -0.000258138+6.64593e-05j 0.00258327-0.00592159j -0.000166186+0.00317817j -0.00651126+0.00310522j -0.000150984+0.00169388j 0.00646356-0.00120778j -0.000279451-0.00211803j -0.00178466+0.00071867j -0.00290785+0.00706097j -0.00341262-0.00288559j -0.00235213-0.00464949j -0.0073616-0.00115526j 0.00457681+0.00218614j -0.0127208+0.00779967j 0.00452377-0.00434815j 0.000533736+0.00463416j 0.00168422-0.00289921j -0.000141467+0.00221709j -0.000772518+0.001103j 0.00774982-0.000719267j -0.00244725+0.0013423j -0.000977795+0.000504226j -0.00136507-0.000474404j 0.00718135-0.00050495j -0.00459834-0.000103894j 0.00142975-0.00113818j 0.000298829-0.00283374j -0.00225936+4.82729e-05j 0.00344545+0.00117866j 0.00410935-0.000938527j 0.00205784-0.00134184j -0.00691876-0.000604499j -0.000417855+0.00164594j -0.000723226-0.00293207j -0.00513319-0.00648296j -0.00271711+0.0070339j 0.000494666+0.00154066j -0.00728375+0.00224208j 0.00155597-0.00119596j 0.00494065+0.00598334j -0.00455214-0.00265041j 0.00154905+0.0041891j -0.00025767-0.00289176j 0.00239578-0.00401664j -0.000146673+0.00411549j 0.000498627-0.00340204j -4.69024e-05-0.000518181j 0.00389923-0.00195853j -6.83265e-05+0.00356056j 0.0014907+0.00446708j 0.0119254-0.00464603j -0.00485011-0.00648708j 0.0076641-0.0029748j 0.00578499+0.00467804j 
0.000202008+0.000553275j 0.00179053-0.000106005j 0.00324248-0.00138673j 0.0032831+0.00118314j -0.000402426-0.00126667j 0.0023195-0.00156832j 0.000813975+9.13106e-05j 0.00379583+0.00208702j 0.00266645-0.00039074j -0.00269923-0.00104094j 0.000125264-0.000457866j -0.00109314-0.00294314j 0.000679117+0.00144901j -0.00240938-0.00216817j 0.00219196-0.00124883j -0.00353072+0.00222914j 0.00143452+0.00164323j 0.0019556+0.00150422j -0.00259279-0.00455384j 0.00286999-0.00421067j -0.00199314-0.00286114j -0.001479-0.00114346j 0.00342923+0.00108622j 0.00265745+0.00677185j -0.00155866-0.00225164j -0.00546853+0.000683888j -0.000299705-0.00150557j 0.00350152+0.00273362j 0.00817263+0.00157403j -0.00446792-0.00198001j 0.00914311-0.00735851j -6.99204e-05+0.00417235j -0.00317469+0.00393853j -0.00420397+0.00239116j 0.000126116-0.000891966j 0.00237728-0.00155445j -0.00532999+0.00407299j -0.000375631-0.000379827j -0.000229194+0.00100627j -0.00125062-0.00149275j -0.00426512+0.00245144j -0.00289976+0.00108633j 0.00272335-0.000145321j -0.00197963+0.000180223j -0.00148387+9.87667e-05j -0.00077601-0.00321608j -0.00499041-0.000204667j 0.00069942+0.00251191j -0.00137296-6.82018e-06j -0.00146921-0.000955372j -0.000707514-0.00109309j 0.00292283+0.0022348j 0.00417906-0.00112023j -0.00103038-0.00421643j -0.000305539-0.00149338j -0.00575376-0.00149041j 0.000218742+0.00472309j 0.00093663+0.00183943j 0.000754817+0.000742516j -0.00317646-0.000283018j 0.00108941-0.00643092j 0.00258763+0.00327139j -0.00124516-0.0024723j 0.000172997+0.00299848j 0.00168931+0.00363705j 0.00349362+0.00354666j -0.00368254-0.000522172j 0.000280558-0.00362417j -0.00220616-0.00818759j -0.00459281+0.00423551j -0.00493967-0.00524441j 0.00256709+0.000129654j 
-0.00532914-0.000876027j 0.00197687-0.00809031j 0.000264603+0.00165196j 0.00331251-0.00293159j 0.00210034+0.000423728j -0.00324263+0.00137391j -0.00268224+0.00113096j -0.000274039+0.00239023j 0.00251729-0.00150407j 0.0016067-1.21941e-05j 9.36164e-05+0.00153488j 0.000464055-0.00120638j -0.000617438+0.00146602j -0.00156598+0.000214314j -1.60468e-05-0.00257107j 8.22206e-05+0.00348916j -0.00250746+0.00302085j 0.000534922+0.00300966j -0.0014802-0.0024465j 0.00485586+0.00258165j -0.00221353-0.00757826j 0.00562315-0.00484751j 0.00225561+0.00163474j -0.00340055+0.00441323j -0.000687757+0.00366088j -0.00288909-0.00106356j 0.00247448-0.0036978j 0.00383134-0.00304227j -0.00117997-0.00389979j -0.00277389-0.00430463j 0.000472212-0.00358678j 0.00809677-0.00173865j -0.00144689-0.00160015j 0.000125938-0.00284274j 0.0048508-0.00321624j 0.000517068-0.00285046j 0.00325034+0.00429551j 0.00514659-0.000788309j 0.000155325-0.00232596j -0.00319988+0.00369337j 0.00136256+0.00376895j 0.00376676-0.00081054j -0.0020576+0.000278478j 0.00396939+0.00298988j 0.00367731-0.000479218j 0.000668997-0.00512919j 0.00260856-0.00221022j 0.00435455+0.00116517j -0.000813734+0.000259887j -0.00166193-0.000239928j -0.00290927-0.000986337j -0.00246408-0.00344088j -0.00704881+0.000958813j -0.0018908+0.00251225j -0.00358969+0.0052395j 0.000888974+0.00377046j 0.00417493-0.00278848j 0.00494368+0.00284875j 0.00278-0.00623132j 0.0111691+0.00622534j -0.00364768-0.00192135j 0.00414323-0.000607357j -0.000959691-0.00530068j 0.00150529+0.00120692j -0.00347138-0.00395284j 0.0029149-0.0049253j 0.00446638-0.00497163j 0.00205669+0.00845118j 0.00425645-0.00769929j -0.00263228-0.013522j 0.00269807+0.00546619j 0.0115716+0.00196136j 
-0.000688571-0.00297667j 0.00365082-0.00398452j -0.00184464+0.000394657j 0.00022675+0.000610942j 0.0021361+0.000550267j -0.000757253+0.0034845j -0.00318958+0.00257615j 0.00152687+0.00128394j -0.000593789-0.000713302j 0.00238382+0.00165215j -0.001435+0.00344624j -0.000432736+0.0017221j -0.000643927+0.00189369j -0.000866938+0.00165941j -0.00182949-0.0019174j 0.00122811+0.00162597j 0.00124711-0.00310805j -0.00125662-0.000847277j 0.000261283-0.0015022j 0.00470178+0.00676348j -0.00137741-0.00148083j 0.0040602+0.00436671j -2.17486e-05-0.00263254j -0.00414382-0.00131299j -0.00110825+0.00291857j 0.00138593-0.00291131j 0.000648847-0.0039364j 0.00030462-0.00129199j 0.0016725+0.00230691j -0.00348137-0.00452476j -0.00183025-0.00213218j 0.00529013-0.0026534j -0.000721654+0.00192592j -0.0033907+0.00209635j 0.00108186-0.00100755j -0.00185687-0.00437563j -0.000820907+0.00278489j 0.00760669-0.00316562j 0.00028189+0.002089j -0.00219794-0.00177277j -0.00287678+0.000428955j 0.00117945+0.00166327j 0.00177317-0.000639048j -0.000431606-0.000142663j 0.000800131+0.000134151j -0.00134617+0.0001321j -0.00829069-0.00471355j -0.00130837+0.00216483j -0.00332773+0.00149613j -0.00469847+0.00170206j -0.00675716-0.000468963j 0.00389258+0.00247145j 0.00114229-0.00204694j 0.000980484-0.0013186j -0.00308575-0.00353643j -0.0105921-0.000332595j 0.000432025-0.000110508j 0.000170709+0.00643527j -0.00499207+0.00045594j 0.00187654+0.00242556j -0.00535736-0.00384444j 0.00704461+0.00307966j -0.000276486-0.00289193j 0.00496539+0.00207419j -0.000274877+0.0010359j 0.00512844-0.00218666j -0.00347303+0.000552118j 0.00551704+0.00136329j -0.00546724-0.010473j -0.00672344-0.00247384j -0.00874694-5.92723e-05j 0.00654852+0.00312786j 
0.00288515-0.00712721j 0.00279454+0.00050859j -0.00109935-0.00147308j -0.00269326+0.000550623j 0.00237277-0.000394093j 0.00152337-0.00290952j 0.00182687+0.00282381j -0.00451195-0.00135049j 0.000613321-0.00188586j -8.16803e-05-0.00349005j -0.00234645+0.000315281j -0.00143376+0.0015256j -0.00244032-0.00166668j 0.00117925+0.000902147j -0.00393015-0.00343374j -0.00227437+0.00085352j -0.00253446+0.00020202j -0.000309144-0.0019989j 0.000825466+0.000846141j -0.00712301+0.0064905j 0.00390928+0.00363413j 0.00475559+0.000425012j -0.00275965-0.00408331j -0.00354807-0.00205049j 0.00223459-0.000410521j 0.00341151+0.00122063j 0.0018473-0.00615808j -0.00126969+0.000970241j -6.1531e-05+0.00685473j 0.0012085-0.000191709j -0.00980031+0.00389908j 0.00521201-0.00653095j -9.0489e-05+0.00142829j -0.00263274-0.00161408j -9.9202e-05+0.00328777j -0.000282006+0.000117277j -0.0051667-0.00228792j -0.00263124-0.00575501j 0.00221832+0.00321698j 0.00299547+6.52628e-06j 0.00225554+0.00309178j -0.00321905+0.000504047j 0.00136301+2.77219e-05j -0.00620968+0.000401336j -0.0036267+0.00208213j -0.0033961-0.00115809j -0.00692078-8.74904e-05j -0.00221579+0.00221985j 0.00269796+0.00244942j -0.00195287-0.00786j -0.00387303+0.00154999j 0.00910651+0.00648389j 0.00271708-0.00386181j -0.00437514+0.000947136j 0.00111581-0.00269582j -0.000195228-0.0058505j -0.00707274+0.00645674j -0.0020303+0.00156744j 0.0011974-0.00905914j -0.00236585-0.00361986j 0.00377414-0.00231891j 0.00107701-9.6031e-05j -0.00294865-0.00207905j 0.00449361+0.00185017j 0.00275416-0.00397738j -0.00640698+0.000265322j 0.00232944+0.0110682j 0.00271693-0.00965875j -0.0145303-0.00629828j -0.00883737+0.00224951j -0.0131587-0.00263255j -0.00130326+0.00246522j 
