-0.00297364-0.00578606j 0.00159613+0.021801j -0.00471604+0.0155088j 0.00133991-0.000329878j 0.000848555+0.00267921j 0.000250239+0.0416463j -0.00625828+0.0182632j 0.000294623+0.0287374j 0.00498343+0.0157877j 0.0167502+0.040327j 0.016577-2.84703e-05j 0.00810737-0.0545537j 0.0483897-0.0310566j -0.0560391+0.0694288j 0.0148019+0.0543737j -0.0183377+0.00559979j -0.00594823+0.0129007j -0.00109166+0.0042225j 0.0233942-0.00924733j 0.0157973-0.01262j 0.0165295-0.0107181j 0.0211409-5.1072e-05j 0.0190811-0.00167218j 0.0121325-0.00433716j -0.00952662-0.00584601j -0.014506+0.0154509j 0.00464503-0.00619717j 0.0222721-0.00440695j -0.0123676+0.0070561j 0.0155362-0.00661043j -0.0284797+0.000350946j 0.0064363-0.00398119j 0.0334874+0.00927124j 0.0264262+0.00559575j 0.0340988+0.0189394j -0.0197759-0.0142647j 0.0246815+0.0086558j -0.00403444+0.000460781j 0.00879277+0.00785272j -0.0106398+0.00153669j -0.00373093+0.00167941j 0.00871322+0.00382267j -0.00472304-0.0114889j -0.00384533-0.000526861j 0.00373583-0.0074372j 0.00489079-0.00501822j 0.0044495+0.00307842j 0.0106295+0.00111184j -0.00250207-0.011846j 0.00143896-0.00626031j -0.00268502+0.000860657j -0.0102428-0.00497532j -0.00611155+0.0140264j 0.00461013+0.00236112j 0.00900191-0.00824219j 0.0108072+0.00845327j 0.00171258+0.00372905j 0.0035412-0.00598442j 0.000888343-0.00301686j -0.00975649+0.00137231j -0.012064+0.00536271j 0.0132181+0.00493457j 0.000238567-0.00440823j -0.00791475-0.00266095j 0.0117599-0.0103901j -0.00253235+0.00333313j -0.00289562+0.00660875j 0.00645974+0.00984871j -0.0115889+0.0108899j 0.000265692+0.0020245j 0.00599183-0.000382765j 0.00447702+0.00385513j -0.0170331-0.000854013j -0.00525493+0.00990828j 0.0079254+0.0128386j -0.00677325-0.00144322j 0.00219981-0.000127263j 0.00674775-0.000299938j 0.00019186-0.0059842j 0.00341363-0.00314191j 0.00647799+0.0183558j 0.00584427-0.00921287j -0.00182954-0.00116202j -0.00577326-0.00231085j 0.0213617+0.00809672j 0.00291302+0.00601578j 0.00434577+0.00631222j -0.00194399+0.0018572j 0.00716461-0.0080676j 0.00888063+0.00653443j 0.0136559+0.0132691j -0.0110607+0.0177942j -0.00458414-0.000330924j -0.0159559-0.00328918j -0.00992445+0.0190328j 
0.0153611-0.00752426j 0.0388443+0.000784532j 0.0473165-0.0037184j -0.0397682-0.00307917j -0.0127872+0.00484646j 0.0713706-0.0053179j -0.0578584+0.0128164j -0.0148247-0.00774805j 0.0833648-0.00048954j 0.084656+0.00482757j 0.0907605-0.00144041j -0.0874162-0.00141592j -0.022204+0.00225335j -0.0298194-0.000717508j -0.0185084-0.00211301j 0.0180139-0.00261157j 0.0260858-0.000721214j 0.0186266-0.00130945j 0.000316808-0.00150449j -0.0069025-0.00094994j -0.00508968-0.000940779j -0.00117659-0.00130572j -0.00272999-0.00125585j -0.000284431+0.000199332j -0.00127482+0.00103921j -0.000283999+0.00103568j -0.00192021+7.73141e-05j 0.00456164+0.00115448j 0.0209292+0.00212007j 0.0172985+0.0016965j -0.0179516-0.000456932j 0.00767415+0.00214233j 0.00121099+0.000965448j 0.00627447+0.000906641j -6.67505e-05+0.00127803j 0.00770863+0.00113731j -0.00933756+0.000817994j -0.00236743+0.0011106j -0.0152145+0.00227548j 0.0103544+0.00170218j -0.00198418+0.00602402j -0.00906857-0.0012654j 0.00856598-0.0017209j 0.00253926+0.00161661j 0.00353372-0.00116055j 0.00735539-0.00790425j 0.00307481+0.000141982j -0.0070429-0.00189475j 0.004844+0.000275384j 0.00115756+0.00189184j -0.00739026-0.00547016j 0.00699931-0.00034278j 0.0091794+0.00547173j -0.00275059+0.00349076j 0.00347439-0.00437926j -0.011236+0.00724487j 0.00247315+0.00429405j 0.00201244-0.0113167j -0.00607774+0.00842069j -0.0104884+0.00552525j 0.0244696-0.0101439j 0.0046867-0.0145358j 0.00314251+0.00652804j -0.0186844-0.027261j -0.00776575+0.0158806j 0.0146026+0.00224771j 0.017103-0.00568115j 0.00958404+0.01359j 0.00168209-0.00605664j -0.00465007+0.00522316j 0.00915204+0.0098504j 0.00349029+0.0101239j -0.00768334-0.00201035j -0.00586406+0.0060025j 0.00791215-0.00369918j 0.00308708-0.00394041j -0.00942745-0.00419714j 0.000622896-0.00237231j 0.000107173+0.022246j 0.00234537+0.0115031j -0.0101017+0.0159453j -0.0145441+0.00931767j 0.00547029+0.00654235j 0.000135122+0.00795791j -0.00607153+0.000362075j 0.00958699+0.00968139j 0.0201198+0.0177746j 0.00586586-0.00894388j -0.0058267-0.0037032j -0.000291083-0.00362393j -0.00304702-0.000446467j 0.00238741+0.00368501j -0.00466835-0.00268993j 0.00753801-0.00226611j -0.00933592-0.00480719j 
-0.030306+0.00784919j -0.0373314-0.00338928j -0.0518724+0.00444773j 0.0319501-0.000211377j 0.0339683-0.00924312j -0.0919308+0.00374427j 0.0633253-0.00622211j 0.0475354+0.00379146j 0.0369977-0.00250513j -0.0736216-0.0016654j 0.0899816-0.0014839j 0.0537738+0.000516723j 0.00105826-0.000405784j 0.0277644+0.000916599j 0.00356545+0.00135125j -0.0275271+0.00286292j -0.0217525+7.90164e-06j -0.015268+0.00167054j 0.00158307+0.00161553j 0.00192968+0.000503418j 0.00672983+0.000847311j -0.00402633+0.00162342j 0.00584529+0.00107289j -0.00115077-8.66761e-05j 0.00618084+0.000488087j 0.00708023+0.000843523j -0.0112839-0.00122488j 0.00204106+0.00148602j -0.0209687-0.00176204j -0.0077248+0.000331105j 0.00938594+0.00161449j 0.000711756-0.00149305j 0.0123317+0.000243477j -0.0125571-0.00103394j 0.00370584-0.00123868j -0.00412683-0.00130601j 0.00982759-0.000299397j 0.00701867-0.00196164j 0.0141-0.00212154j -0.00865685-0.000328664j -0.00136351-0.00635634j 0.00928877+0.0017029j -0.00555903+0.000563629j -0.00434385+0.00106017j -0.0115888+0.00214944j -0.00545215+0.00889979j 0.000528744-0.00256109j 0.0102653-0.000913531j -0.0048611-0.000645974j -0.00385992-0.00266659j 0.00651443+0.00124756j -0.0132085-0.00552153j -0.00209866-0.00889552j 0.00304698+0.00187957j 0.0107039-0.00599836j -0.00550135+0.00540422j -0.00709171+0.00625231j -0.00785595+9.72787e-07j 0.0094827-0.00251415j -0.0140174-0.00863391j 0.0193553-0.00786823j -0.000331314-0.0254543j -0.0131688+0.00378062j -0.00689383-0.000875583j 0.0376625-0.01641j 0.00833873+0.0389064j -0.00322733-0.0298176j -0.0251185-0.0174231j 0.0137776-0.0051762j -0.0135463-0.00216913j -0.00643343+0.00850437j 0.00286931+0.00303332j 0.00199211-0.00645933j -0.0017585+0.0406975j 0.0174396+0.00615736j -0.00439896+0.00879913j -0.0217695+0.00964671j 0.0194923-0.00794914j 0.0124899+0.0092915j 0.00445913-0.0102455j -0.00591743-0.0211564j 0.000235475+0.00884682j 0.0232088+0.00426559j 0.015329+0.00488614j 0.00185325-0.00351053j -0.000900985-0.00161074j -0.0112574-0.004367j 0.00979444+0.0145059j 0.0037159-0.00302931j -0.00113021+0.00255748j 0.00282845+0.00119492j -0.00257371-0.00530256j 0.00592166+0.00294005j -0.00944303+0.000920163j 0.00620006+0.00503848j 
-0.0282791+0.00211013j -0.004372-0.00568876j 0.0122839-0.00718048j -0.101955+0.00161356j 0.0514214-0.0171005j -0.125613+0.00125123j -0.0819042-0.00041162j -0.0372478-0.00420455j -0.0627611-0.00766205j -0.0426027+0.00504827j 0.00141837-0.00548077j -0.0183511+0.00143648j -0.0281698+0.000485831j 0.0107992+0.0032303j -0.0160759+2.97255e-05j -0.0213875+0.000962582j 0.000626499-0.00180461j 0.0104872-0.000285934j 0.0251181-0.00111516j 0.00701168-0.00285589j 0.00891605+0.000274425j -0.00995269-0.000525228j -0.000420998+0.000789283j 0.00413503+0.000356068j 0.00173364-6.41019e-05j 0.0158138+0.00135186j -0.00489093-0.00196117j -0.0119823-0.00113142j 0.0028498+0.00102363j -0.000718896-0.0015473j 0.00378674+0.000974257j -0.00655769-0.00095202j 0.0169419-0.000103862j 0.00180372+0.000596819j 0.00204304+0.000635677j 0.0121795-0.000531417j 0.00336917+0.00156182j 0.00834917-0.00159626j 0.00179295-0.000346202j -0.00221559+0.00428867j -0.0144295+0.000827067j -0.00734069+0.00290394j 0.00130745+0.00218925j -0.0280767+0.0119802j -0.0100051+0.000980077j -0.00721267+0.0110523j 0.00810893+0.00474614j -0.00221224-0.0101941j 0.00743936+0.00747517j -0.0191878-0.0144933j -0.00754583+0.00504233j 0.00185671-0.0197152j -0.0206218-0.00181611j -0.00182827+0.000747423j -0.0201084+0.00874522j -0.00605569-0.00148568j 0.0305193-0.00327756j 0.0145652-0.007848j -0.00386482+0.0040933j 0.00393865+0.0329296j -0.0107321+0.0183164j 0.00750187+0.0246872j 0.019195+0.0188827j -0.00159218-0.00174422j -0.00419233+0.00125147j -0.0120857-0.0138693j -0.00216395-0.0113825j -0.00226581-0.00643566j 0.00833672-0.00154328j -0.00805885-6.78077e-05j 0.00365342-0.0100131j -0.00274457+0.00338643j 0.00803401-0.0138487j 0.00676321-0.00870309j 0.00143154+0.0047785j 0.00152095-0.00995599j -0.00132035+0.00231884j -0.0108408+0.000997773j -0.0010086+0.00620848j -0.00353734-0.0199041j 0.0180795+0.00678016j -0.00844116-0.0019235j 6.90903e-05-0.0104707j -0.000371913+0.00541779j -0.00177746+0.000976362j 0.00176203+0.00450477j -0.00350514-0.00336606j 0.0128807+0.0111489j 0.0030137+0.000786628j -0.00285448+0.000397417j 0.00137609+0.0031964j -0.00128988-0.000632915j -0.00126972-0.00266235j -0.00339018-0.00264556j -0.0058873+0.000913867j 
0.021844-0.00406152j 0.0193195+0.00187084j 0.0423351-0.00475098j -0.0386478+0.00261391j -0.0945025+0.00679729j -0.0206277+0.00473884j -0.0653842-0.00057654j 0.0760883-0.0026719j -0.0170162-0.00262642j -0.0138142+0.000215143j -0.00200536-0.00115833j -0.0190779-2.58079e-05j 0.00432479-0.000521908j -0.0104441-0.000675315j 0.00118085-0.000965552j 0.0157189-0.00155694j 0.00986293-0.000266495j 0.00923426-0.00122804j 0.00378622-0.001441j 0.00913915-0.000783971j -0.00551069-5.18975e-05j -0.00407848-0.00185195j -0.00721334+0.00181897j -0.00504257-0.00182649j -0.00316871-0.000230009j -0.00153782-0.000663516j 0.00868294+0.000965517j -0.00775571-0.00167433j 0.00495079+0.000656859j 0.00407564+0.000344529j 0.00211172-0.000106037j -0.00433534+0.000416795j 0.00133228-0.000260164j 0.00764619+0.000779341j -0.00475035+0.000535672j 8.29188e-05+0.00078677j -0.0064851-8.57111e-05j -0.00456856+0.00113623j -0.0067201+0.000895103j 0.00358965+0.000106116j -0.000686184+0.00423179j -0.00727335-0.000481895j 0.00259597+0.000834652j -0.00636357-0.000233687j 0.0102912-0.00584771j -0.0127381+0.00164229j -0.00336244+0.00593649j -0.00822847-0.00011483j -0.00892239+0.00861487j -0.023967+0.0067147j 0.0159514+0.0083011j 0.0155415-0.0104922j -0.00571549+0.00391582j 0.0164987-0.0165097j 0.0252946+0.0162787j 0.0111416+0.00395534j -0.000261563+0.00838798j -0.0132318-0.00777049j -0.00443384-0.0382689j 0.00581228-0.00247291j 0.00668663-0.00804459j 0.00347-0.00697173j -0.00751176-0.00807462j -0.00391953+0.00366423j 0.0176629-0.00279995j 0.0059093+0.0252987j 0.017701-0.035693j -0.0242807+0.000110877j -0.00111844+0.0123114j -0.0131218-0.0153642j -0.00339158+0.0243231j 0.0298044+0.0147792j 0.0164903-0.00977313j 0.00586558-0.00609991j 0.00813259-0.00333644j 0.00931083+0.00767168j -0.00283356-0.000432594j 0.0103211+0.0108377j -0.00540117-0.00482524j -0.00653223-0.00208243j 0.00722147+0.00429041j -0.00232803-0.00281804j -0.00459493-0.00234432j -0.000679688+0.00268706j -0.000813914+0.00287105j 0.00130137+0.00250042j -8.41845e-05-0.000667493j -0.00101125-0.000940419j 0.000241416+0.00171941j 0.000929392-0.00112055j -0.00112632-0.0005528j 0.000832084+0.00215213j -0.00401181-0.00228673j 0.00570165+0.000238746j -0.0013893-0.00266702j 
-0.0894367+0.0107795j -0.0308406-0.0106759j -0.147979+0.0158653j 0.0464101+0.00124295j -0.00892433+0.00216209j -0.00990771-0.00726263j -0.0461919-0.00688764j -0.00224571-0.000288206j 0.0351371+0.00827046j -0.0130981+0.000546713j -0.00898206-0.000865046j 0.00643395+0.00010465j -0.0269691+0.000379473j 0.0187794+0.0033755j -0.0114439+0.00198334j -0.0575403+0.00506679j -0.0120753-0.00119178j -0.0293182+0.00373565j -0.00237086+0.00269488j -0.00336055+0.000300624j -0.0112633-0.000741015j 0.0184019+0.000227198j 0.0204858+0.00195887j 0.00209228-0.000288094j 0.00221715-0.00249035j 0.00323359+0.000258165j -0.00183611-0.000858794j -0.00122125+0.00107309j -0.0152251-0.00192905j -0.0100701-0.00100257j 0.00749191+0.00130745j 0.014052-0.000701387j -0.00200283-0.000586231j -0.00705283-0.00210085j 0.0149727-2.03297e-05j 0.0106777-0.00150467j 0.0128313+0.00130305j 0.0200289-0.00432409j 0.0122524-0.00195076j -0.00810669+0.00416478j -0.00476893-0.0128003j 0.020412-0.00128709j -0.0137975-0.0021234j -0.00273432+0.00113557j 0.0165871-0.00465797j -0.00171621+0.000134789j -0.0186957+0.000114113j 0.00536767+0.0105849j 0.0199928+0.00290931j 0.00852875-0.00615445j 0.00848943+0.0150518j -0.00262187+0.0131331j -2.15844e-05+0.00254332j -0.0074174-0.0162416j -0.0134474-0.00779369j -0.00655663-0.00872064j 0.0119809-0.0174776j 0.00106578-0.00480952j 0.00278375+0.0141238j 0.00474864+0.00767752j -0.00217716-0.00201074j 0.00609414+0.00475191j 0.00691661+0.0118556j 0.00170799+0.00119175j -0.0115472+0.0159894j 0.00824872-0.00925443j 0.00769279+0.00424068j 0.00251815+0.0260327j -0.012125+0.0127466j 0.00923237-0.0148233j 0.0168873-0.00779391j 0.0111167+0.00476004j 0.00446364+0.0157743j -0.0121373+0.00619895j -0.00848186-0.0106015j -0.0110095-0.00735918j 0.0140215+0.00471373j 7.44192e-05-0.000517273j 0.0086267+0.000248859j 0.00102393-0.00887738j -0.00505764-0.012745j -0.00164569+0.00191078j 0.00669983+0.00425122j -0.00202919-0.00686589j 0.00490041-0.00325406j -0.00418056-0.00980344j -0.00663537-0.000584245j 0.0056079+0.00510311j 0.00106469-0.00213745j -0.0038086+0.00159137j 0.00173285+0.00277174j 0.000595061-0.00296843j 0.00998496+0.00616272j -0.0132478-0.00355183j -0.00402608+0.00519143j 
-0.121319-0.00134007j 0.0880919-0.0236074j -0.0483267+0.0168596j -0.0411157-0.0121567j 0.0169874-0.00324195j -0.0433095+0.00520248j 0.0314108+0.00220424j 0.0169139-0.00377062j -0.0200664+1.95823e-06j -0.0283461-0.00202826j -0.00457519-0.00273997j -0.0310148+0.0018311j -0.0128155-0.00303139j -0.00293657+0.00379306j -0.0162371-0.00475282j -0.0707888+0.00323533j 0.0503944-0.00654447j 0.00235331+0.00168931j -0.0073971+5.63247e-05j -0.00634597-0.00188159j -0.0196266-0.00179339j -0.00278553+0.00276233j -0.000557375+0.00120981j 0.00343189-0.00146581j 0.00714641+0.000414961j 0.00309086+0.00209431j -0.00707901-0.0019626j -0.00916693-0.00135465j -0.00812856-0.00146029j 0.000184203-0.00148646j -0.00328596+0.00130465j 0.0169325+0.00128988j -0.00202114+0.000155247j 0.00792367-0.00110286j 0.00971112+0.00180746j 0.0148416+0.00157641j -0.0147184+0.0013874j 0.0281998-0.00740168j -0.0110781+0.00155927j 0.0195235+0.0108108j -0.0104487-0.00443839j 0.0157794-0.00476712j 0.00836832-0.0113177j -0.00796431+0.0127864j -0.0125693-0.0082019j -0.0252933+0.00209247j -0.00846132-0.0181796j 0.0166021+0.000318478j -0.0123945+0.00792892j -0.0293023+0.00129711j 0.0019309+0.00786914j -0.0158837-0.0297926j 0.0104001-0.0189229j 0.00295837-0.0074479j 0.0142033+0.0151595j -0.00653574+0.0128488j -0.00331114+0.0187195j 7.56914e-05-0.00529429j 0.00188157-3.95889e-05j -0.00320977-0.0238487j -0.000214911+0.00111128j -0.000602366-0.00616785j -0.0040025+0.00586085j -0.00172469+0.00282913j 3.73548e-05-0.00571606j -0.0019764+0.000866559j -0.00238982+1.5161e-05j -0.00312567+0.00219292j 0.00189702-0.0015336j -0.000137071-0.00838952j 0.00663901-0.0113269j -0.00538478+0.000992198j 0.00390083+0.00271946j -0.000959386+0.000157095j -0.00246371-0.000975784j -0.00656327-0.0075638j 0.00617235-0.00154776j -0.0022287-0.00175412j 0.00347137+0.00437811j 0.00345912-0.0141243j 0.00273898+0.00393654j -0.00278779+0.00495231j -0.00111411+0.00552555j -0.000965875-0.00429713j 0.00525739+0.00150858j -0.000136491-0.00858522j 0.00106029+0.00342623j 0.00961688+0.00512647j -0.00641489-0.00396749j -0.00377893-0.00324429j -0.00292681+0.0021315j 0.0034294-0.00063142j 0.00611102+0.00526714j 0.00142056-0.00486732j -0.0110651-0.00192961j 
0.049565-0.017028j 0.109225-0.00368506j -0.0702254+0.0279487j -0.0364842+0.0146082j 0.0648763+0.00338484j -0.0267894-0.00425206j 0.0145926-0.000911449j 0.0482679-0.00254937j -0.00941854-0.00199916j 0.0168673-0.00457512j -0.00681331-0.000202773j 0.00228755-0.000567791j 0.00582625-0.00234687j -0.0115454-0.00364206j -0.000645619-0.00222364j 0.0236298-0.00428733j 0.0603725-0.00399602j -0.019056+0.00110817j -0.0137077-0.000187004j 0.0116918-0.000165168j -0.00134507-0.00329772j -0.00795374-0.000969465j 0.00224906+0.000874237j 0.00581557+0.00116824j 0.00494975+0.00240365j -0.00535936-0.00049221j -0.00110834-0.000722142j -0.00182359-0.000871683j 0.00566897-0.000130566j 0.00492125+0.000439682j -0.00382707-0.000553608j -0.000676778+0.00153874j -0.00320959-3.5187e-05j 0.00962685+0.000994198j -0.00800366+0.000549411j -0.00895+0.00120335j -0.00919263-0.00103875j -0.0029659-0.000925407j -0.0198707+0.00602069j 0.0156261-0.00149418j 0.0235293-0.000903791j 0.0167258-0.0175038j -0.0112004-0.00230879j -0.0255028+0.00338564j -0.0117548+0.00372667j 0.0183115+0.00116438j -0.0089689-0.00865239j 0.0126281+0.0274528j 0.015521+0.0197378j 0.00806281-0.0154004j 0.00723917-0.0186244j -0.015132-0.00214408j 0.0276056+0.00357853j 0.00236599+0.00589436j -0.0151137-0.0158033j 0.00306339+0.0138169j 0.00760386-0.0257411j -0.00279202-0.00142179j 0.000367744+0.0132148j 0.000315486-0.0166727j -0.00752531-0.00854005j -0.001275+0.0183999j -3.9543e-05+0.0109815j -0.00419794+0.0050713j 0.000432912-0.00596976j -0.004293-0.00170892j -1.80433e-05-0.00323977j -0.00520266-0.00380939j 0.00602564-0.00593744j 0.00384214-0.00695826j -0.000418699+0.00324163j 0.000461241-0.00231681j 0.000336848+0.00353464j 0.000963258+0.0012838j 0.0063739+0.000684265j -0.00279849-0.00653211j 0.00560778-0.000472363j 0.00377829+0.00733853j 0.000157954+0.00064584j 0.00055001+0.00185854j -0.00167984+0.00289308j -0.00102853+0.00106578j -0.00274116+0.00135199j -0.00488162-0.00307829j -0.000285735+0.00317773j 0.00127754-0.000733477j 0.00337333+0.00239422j -0.00186298-0.00108964j -0.00193068+6.08785e-06j 0.00128595-0.00192626j -0.002224-0.00118125j 0.00174554+0.00294912j -0.00285061-5.75112e-05j 0.00681445+0.00123823j 0.0015873-0.00300771j 
0.0132368+0.0160463j 0.0702944-0.0181109j 0.0319981-0.0100315j 0.00300141+0.0149531j -0.0110838+0.000892062j 0.0301985-0.0124516j 0.00934111+0.00597797j 0.0170905-0.00213746j 0.0156521-0.00503194j 0.00323163-0.0122263j -0.0123624-0.00346863j 0.0285246-0.00450233j -0.0457472-0.00424466j 0.3464-0.042275j -0.0781926-0.0538766j 0.0128118+0.0184429j 0.00024878-0.017347j -0.0262913-0.00960795j -0.0248947-0.0114517j 0.00297756+0.00158621j 0.0107571+0.000648795j -0.0262268-0.00942994j -0.0192435-0.00673135j 0.00250453-0.000113226j 0.00458635+0.00380972j -0.0266505-0.00540215j 0.00957672+0.00260785j 0.0113825-2.35171e-05j -0.000826985-0.000213041j 0.0221731+0.00480476j -0.0104926-0.00367678j -0.0336641-0.000262312j -0.0185321-0.00334623j 0.00389343+0.00484223j -0.154186-0.00953659j -0.126886+0.0152237j -0.381047-0.0114898j -0.0567679-0.00637941j -0.0484945-0.00063838j 0.0522365-0.000427454j 0.0118668-0.00434905j -0.000965637+0.0067575j 0.035026-0.00200845j 0.0140934-0.00229201j 0.0052925-0.00161446j -0.0324375-0.00298964j 0.00568237+0.00352245j -0.0057975+0.00171617j 0.00864266-0.0047327j 0.00166557-0.00525162j 0.00704077+0.00278499j 0.00440869-0.0020641j 0.0117879+0.00492559j -3.04159e-05+0.00184961j -0.0179956-0.00459512j 0.00782502+0.00326651j 0.00626145+0.00103458j 0.000690879+0.00376275j -0.000209914-0.0025445j -0.000680274+0.00543338j 0.00907797+0.00362102j -0.006208+0.00119324j 0.00159381-0.00442346j 0.00901459-0.000816955j -0.00120386-0.00531207j 0.0022231+0.00030244j -0.00347635+0.00240399j -0.00236798+0.00500084j -0.00749376+0.00232985j -0.0121313+0.00217937j -0.0142012-0.00152831j -0.0033345+0.00734206j -0.00429883-0.000794448j -0.00361353+0.00315449j -0.00677223+0.00235944j 0.00430795+0.00072046j -0.00360623-0.00832012j 0.00563291-0.00248127j 0.00863495-0.00312961j -0.0225612+0.0179618j 4.59505e-05-0.000423743j 0.0142917+0.00174233j 0.00235525+0.00148763j -0.0100005-0.013097j -0.0210346+0.0207283j 0.0100039+0.0265702j 0.0168682-0.0142347j -0.0170873-0.0251171j -0.0137037+0.0112745j 0.0050217-0.0277135j -0.0197541+0.0174846j 0.0184613+0.00264201j -0.0129536+0.0127606j 0.146889+0.03495j 0.0804631-0.0398936j 
0.0709008-0.0185621j -0.0123802-0.0167719j -0.00722338-0.0103329j 0.041416-0.0103945j -0.0101379+0.00509137j -0.0137972-0.00837373j 0.0203505-0.0103445j -0.00420163-0.00562884j 0.00240191-0.00264048j -0.0418582+0.00788088j -0.0183418+0.00901413j 0.00564372-0.00223519j -0.0647648+0.020358j -0.0971009-0.0549235j -0.345689+0.0389385j 0.00526753-0.0175646j -0.010677-0.0184911j -0.0140524-0.0102648j 0.0222745+0.00735767j 0.0205156+0.00645792j 0.0245941+0.00882151j 0.0264599+0.00364384j 0.0151453+0.00363966j -0.00105996+0.0016929j -0.0210527-0.00397997j -0.0178246-0.00538182j -0.022954-0.00400906j 0.0258321+0.00515161j -0.0389653-0.00500242j -0.0144459-0.00055966j 0.031665+0.00391642j -0.0436531-0.00911488j -0.0138414-0.00383956j -0.0983402-0.00550189j -0.0303573-0.0088744j -0.383703-0.0117105j 0.140669-0.0136431j -0.0432396-0.000446676j 0.0639818+0.0064072j -0.00629479+0.00463741j 0.0512019-0.00168064j 0.00419561-0.00221915j -0.0160345-0.00839597j 0.00751463-0.00460362j -0.0328115-0.00494504j -0.0142289+0.0052408j -0.00537527+0.000124758j 0.00883795-0.00610008j -0.0208327+0.00257144j -0.0026504-0.00181324j 0.0211806-0.00366706j 0.000586476+0.00168205j -0.00856359-0.000621365j 0.00606505-0.00415921j -0.0128159+0.00721404j 0.00883524+0.00295717j -0.00599624-0.00219768j 0.00519289-0.00168279j -0.00810208+0.00360675j -0.00172519+0.00156607j 0.00211252+0.0040295j 0.0108381-0.00378579j 0.0130259-0.00185299j -0.00198384+0.000971225j -0.00823498-0.00204597j 0.00690053-0.00110401j 0.00671007+0.00123506j -0.00124795+0.00256069j -0.00351344+0.00540621j -0.00279349-0.00123022j 0.00817719-0.00443729j -0.00441484+0.00787627j 0.000512489-0.0107055j -0.00455364+0.00197436j -0.00557355+0.00121779j 0.00843759-0.00683061j -0.00433383+0.00684245j -0.000233693-0.00461087j 0.00653911-0.00356952j 0.00992501-0.00094863j 0.0179852+0.00364431j 0.00344058-0.00857948j 0.0162369-0.00146093j 0.00824085-0.00055226j -0.00984099-0.0227365j -0.0187141+0.0127508j -0.00378527-0.0306808j -0.0230155+0.0112667j 0.016312+0.00395007j 0.0198397-0.0156344j 0.000571251-0.021194j -0.0146236+0.0215754j -0.00920469-0.00728402j -0.0791742+0.0394918j 0.146882+0.034796j 
0.0349506-0.0339334j -0.0680142+0.00740991j -0.0150975-0.00230788j 0.0427606-0.0205252j 0.0160393+0.00144576j -0.0166839+0.00261691j 0.0679757-0.0264255j 0.0259122-0.00792634j -0.0189509+0.0019628j -0.0791713+0.0359414j -0.0177368+0.0173361j -0.217862+0.00976893j -0.387677+0.114233j -0.00649113-0.00892028j 0.284208+0.058224j -0.0024053-0.0360279j -0.0282019+0.00672383j -0.00744445-0.000647851j 0.0171029+0.0160172j 0.00962724+0.00420981j 0.0136908+0.00732689j 0.0263506+0.0152045j 0.0144826+0.00619484j -0.00745317-0.00288282j -0.0158223-0.00784688j -0.0156992-0.00673787j -0.0348617-0.011623j 0.0215053+0.00940717j -0.06061-0.0152763j -0.0335273-0.00557418j 0.0509081+0.00967108j 0.00464292-0.00738236j -0.0495841-0.00534821j -0.258109-0.0291781j -0.175996-0.0314227j 0.0827744-0.00865911j -0.0210812-0.00771718j 0.00556527+0.00228041j 0.0383001+0.0080831j -0.0217205+0.00209402j 0.0254285+0.00351725j 0.00779371-0.000728015j -0.0045036-0.00406883j 0.018037+0.00138238j -0.0242485-0.00156812j -0.00337681+0.00431504j 0.00539333+0.000974765j 0.00509099+0.000148623j -0.00631542-0.00762321j -0.0162444-0.00240945j 0.0183525-0.00203713j 0.00397953-0.00353913j 0.00649604+0.00374176j 0.0091862-0.00333749j -0.0208757+0.0024591j -0.00958459+0.00850934j 0.00345866-0.00456102j -0.00292471-0.00116359j -0.00828573+0.0012311j 0.00699881-0.00205688j 0.00883016-0.00262876j -0.00290075+0.0032856j 0.0060263+0.00206472j 0.00358654-0.0009694j -0.00787878-0.0074144j 0.00940914+0.00186293j 0.00444892+0.00845614j -0.00631753+0.00586043j -0.0131654+0.00471626j -0.0145119-0.00996219j 0.0123041-0.00280907j -0.0248451+0.00835477j 0.0195426-0.0106074j -0.00912168+0.00788095j -0.0157956+0.00373435j -0.00213178+0.00913691j -0.0190443-0.0021525j 0.00281371-0.0242316j -0.0113772-0.0104113j -0.0276319+0.00568285j -0.0181538+0.00397538j -0.0114749-0.00849334j 0.0046644+0.0288231j 0.0160438-0.00319423j 0.00239507+0.0189626j -0.00272584+0.033921j -0.00296914+0.0174109j -0.00119205-0.00300908j -0.0108204+0.00774433j 0.00702422-0.0289162j -0.00665127-0.00414229j -0.00335316-0.0462321j 0.0753684+0.00842777j -0.011572+0.00358721j 0.0202344+0.00870927j 
