2.41662e-13+0.17579j 5.88684e-14+0.0438473j -8.19562e-14-0.0601124j 9.53867e-14+0.0704983j 1.15317e-13+0.0838355j -1.30807e-14-0.00945734j 9.52854e-14+0.0691154j 5.59878e-14+0.0404826j -1.43756e-13-0.104894j -1.24058e-13-0.0895708j 3.22655e-14+0.0249649j 9.36785e-14+0.0704937j 3.96234e-14+0.0294595j 1.96975e-13+0.144701j -8.26449e-14-0.0565572j 7.56575e-14+0.0641453j -8.82995e-14-0.0570016j -1.14745e-13-0.077434j -2.24642e-12-0.0198801j 1.01174e-14+0.00282587j 1.22103e-14+0.00783216j 1.44221e-13+0.0925197j 2.10931e-15-0.0312824j -4.98968e-15-0.00450915j 1.06261e-14+0.00180448j -1.55969e-13-0.107622j -4.08594e-14-0.0367807j 1.01417e-13+0.0769867j -6.75089e-14-0.011891j -1.77129e-16-0.00153191j 9.24138e-14+0.0664621j 1.36902e-14+0.013132j 2.55876e-14+0.0208285j 8.32767e-14+0.0579605j -6.4846e-14-0.0457384j 1.60609e-15+0.000858411j -9.28638e-14-0.0709043j -3.50762e-14-0.0338933j -2.74946e-14-0.0223281j -1.15739e-14-0.00877909j 2.67898e-14+0.0313094j -1.171e-13-0.0726047j 8.19185e-14+0.0595611j 2.69265e-14+0.0204881j -3.15578e-14-0.0233283j 4.91634e-14+0.0354809j 2.17027e-14+0.0161191j 7.97002e-14+0.0581912j -1.358e-13-0.0981895j 2.78951e-14+0.0208522j 6.30217e-15+0.00480252j -8.11274e-14-0.0591919j 5.93806e-14+0.0432007j -1.50586e-13-0.109737j 2.7297e-13+0.136351j 1.20738e-14-0.00508386j 
2.98471e-16+0.000388196j -5.32406e-15-0.00345878j 7.09878e-16+0.000159769j -2.72717e-15-0.00178139j 4.21193e-16+0.000347017j -6.26443e-15-0.00389571j -2.32306e-15-0.00176548j -2.56772e-15-0.00120236j 2.909e-15+0.00173788j 3.77611e-16+0.000138093j -6.17984e-15-0.00339318j -4.38855e-15-0.00257299j -2.01964e-16-6.38415e-05j -6.30525e-15-0.00409626j -5.0674e-16-1.0693e-05j 2.74636e-15+0.00195862j -7.82355e-16-0.00027013j 7.47742e-15+0.00416509j 5.36253e-14+0.000469877j -1.22434e-15-0.00069553j 2.098e-15+0.000911998j 4.99828e-15+0.00265118j 3.51164e-16+0.000999982j 3.67859e-15+0.0022488j -9.71755e-16-0.000677071j 3.26102e-15+0.00196199j -7.29179e-16-9.67578e-05j -7.21347e-15-0.00453438j -3.2673e-15-0.000993828j 1.1625e-15+0.00102455j -2.8044e-17-3.47823e-05j 3.38794e-15+0.00240052j 1.87504e-15+0.00094605j -8.70949e-16-0.000529019j -5.22799e-15-0.00347751j 4.51412e-15+0.00266837j 1.00406e-16+0.000129853j -1.86001e-15-0.00135695j 1.76352e-15+0.00127728j -4.23472e-15-0.00155442j -2.1159e-15-0.000902087j 9.88624e-17-4.76411e-05j 2.69446e-15+0.00152819j 2.52663e-16+0.000175015j 4.71207e-15+0.00269241j -1.47177e-15-0.000707046j 2.94395e-15+0.00165543j 3.96329e-15+0.00242776j 4.14695e-15+0.0020241j -4.33145e-15-0.0026907j -1.45219e-15-0.00139016j 3.34678e-15+0.0021086j 1.3373e-15+0.00074645j -3.21566e-16-0.000137453j 5.16825e-16+0.000265105j 3.89711e-15+0.00242406j 
1.71509e-17+0.00332182j 4.67042e-16-0.000745071j -2.92871e-17-0.00569774j 1.62335e-16-0.00107794j -1.47325e-17+0.00119807j 3.89876e-16-0.000458866j 2.65748e-16-0.00276823j 1.82734e-16+0.00442009j -2.81254e-16-0.000388852j -7.11297e-17-0.00258713j 4.0872e-16+0.00155937j 3.71517e-16+0.00101589j 2.29041e-16+0.000615684j 5.15287e-16-0.00314796j -1.60052e-16+0.0026199j -6.53234e-16+0.00161493j 5.29318e-16+0.000939021j -4.83402e-16-0.00332867j 8.79867e-14+0.000795194j 1.48745e-16-0.00148439j 5.11811e-17-0.000750508j -7.12198e-17+0.000473543j -2.62617e-15+0.00210252j 1.52382e-15+0.00588421j 5.45987e-16+0.000658486j -8.31869e-16-0.00097417j -2.62923e-16-0.000305319j 6.88228e-16+0.000676881j -6.93248e-15-0.00254782j 1.19286e-16-0.000870451j -5.79056e-17-0.000502247j -1.64502e-17+0.0041219j 4.58931e-16-0.00226742j -3.29637e-16-0.00231501j -7.85914e-17-0.00562905j -8.06149e-16+0.000259967j 2.96831e-16+0.00124508j 5.57219e-16-0.00115314j 6.23966e-17+2.70873e-05j 2.16621e-15+0.00248449j -1.27553e-15+0.0014316j -1.98308e-15-0.00464042j -2.12839e-16-0.00345094j -2.35937e-17+0.00240531j -1.69341e-16+0.00028681j 1.1649e-16+0.0022842j -2.18696e-16+0.000569095j -2.93097e-16+0.00124899j -3.87025e-16-0.00560118j 3.19137e-16+0.00108123j 1.52034e-16-0.00500521j -2.2637e-16+0.000872811j -6.9886e-17-0.00137511j 2.25518e-17-0.0013921j 2.60692e-15+0.00344306j 3.71366e-16+0.00276812j 
-5.3094e-16+0.00598038j 5.46766e-16+0.000722777j 7.60959e-16-0.00375509j -7.64611e-17+0.0029536j -1.23971e-16+0.00178317j 9.90362e-16+0.000793029j 1.93009e-16+0.00530471j 2.99232e-17-7.94345e-06j -3.2572e-16-0.00323312j -1.45095e-16-0.00159419j -2.56065e-16-0.00320058j 9.47677e-17+0.000777016j -6.57097e-16-0.000198801j -1.32685e-16+0.00417386j 9.57092e-17-0.000146243j -5.91208e-16+0.00399221j -4.67448e-16-0.000610803j -1.16455e-15-0.000307737j -1.86323e-13-0.00167568j 1.48765e-15-2.44219e-05j 1.05135e-15+0.00281642j 1.37227e-16+0.0032034j -1.60492e-15+0.00164685j -1.18951e-16+0.000647319j -3.20951e-16-0.000438703j -9.40854e-16-0.00277724j 1.3669e-15-0.00553538j -8.03477e-16+0.00398377j 4.15009e-15+0.00153166j 1.11533e-15-0.00269427j -5.20763e-16+0.00441365j -4.49217e-16+0.00158913j -6.52818e-16+0.00130227j -1.30836e-16+0.00371727j 7.63057e-16+0.000670826j 6.17698e-16-0.000330637j 5.5002e-16-0.00382364j 1.2049e-15-0.0012248j 2.69863e-16-0.0015007j -3.9782e-15-0.00491156j -1.12747e-15-0.00136936j -1.50676e-15-0.00135779j -3.873e-16+0.00241449j 9.52352e-16-0.000368084j 1.11355e-16+0.00291419j -3.2768e-16+0.000699943j 6.69697e-16+0.00293378j -8.3158e-16+0.00287886j 1.66463e-16-0.00203167j 7.48267e-16+0.00216636j 4.43675e-16+0.00425498j -3.55765e-16-0.00249422j 6.366e-17+0.000624943j 9.02331e-16-0.00650517j 1.83989e-15+0.0032593j -1.23654e-16+0.00063565j 
-1.87958e-15-0.00489526j 1.27368e-15+0.00241079j 2.07311e-15+0.00408871j -3.7741e-18-0.000870237j -5.40154e-16-0.0013372j 2.85536e-15+0.00379022j 3.74274e-16-0.00153629j 1.22309e-16+0.000373144j -7.53504e-16-6.08087e-05j -3.65402e-17+0.000295962j -4.05352e-16+0.000951365j 3.9967e-16+0.00058552j -1.77303e-15-0.00236762j -3.08161e-16-0.00151967j 1.08974e-15+0.00166916j 6.26471e-16-0.000799169j -1.45274e-15-0.00166883j -3.29769e-15-0.00416088j 8.19212e-15+8.70831e-05j 4.8418e-15+0.00542602j 2.10277e-15+0.00197911j -2.82826e-15-0.00412422j -5.987e-16+0.00152413j -2.39414e-15-0.00294024j -2.02111e-15-0.00204291j -1.63209e-15-0.00162607j -9.75513e-16+0.00015344j -3.28151e-16-0.00123098j 1.23683e-14+0.00337629j 6.12726e-16+0.00250673j -1.89795e-15-0.0041243j -3.43688e-16-0.00165501j -3.99574e-16-0.00162383j -1.67155e-15-0.00383845j 2.56677e-15+0.003122j 1.09106e-15+0.00152805j 7.94159e-16+0.00282024j 1.49265e-15+0.00411887j 2.58065e-16+0.00166914j -2.56503e-15-0.0010998j -6.66103e-16+0.00053706j -2.4349e-15-0.00196821j -1.40368e-15-0.00287906j 2.64193e-15+0.00400938j 2.40075e-18-0.00136814j -1.05526e-15-0.00161543j 1.66566e-15+0.00105624j -2.39057e-15-0.00451662j 5.19736e-16+0.00121128j 2.03209e-15+0.00209652j 1.19902e-15-0.000148639j -1.02718e-15-0.000764856j -1.1075e-16-0.000434678j 2.63503e-15+0.00593583j -3.53518e-15-0.00288984j -2.41332e-15-0.00318213j 
2.87645e-16-0.000101377j -1.80097e-16+0.00121517j -3.19153e-16+4.2138e-05j 7.55502e-17+0.000477756j 1.20204e-16+0.00063022j -6.07177e-16-0.00286068j -3.33579e-16-0.00286697j 8.92768e-17+0.00114648j 6.17776e-17-0.000476422j -1.66468e-17-0.000739782j 3.54718e-16+0.00183303j 9.39182e-17+0.000470035j 2.09183e-16+0.000490975j 3.382e-17-2.37587e-05j 1.75626e-16+0.00143322j -6.12444e-17-0.00143212j 4.50614e-16+0.000463856j 1.08432e-15+0.000956347j 2.34615e-13+0.00210669j -8.35681e-16-0.000228955j -4.58305e-16-0.000567403j 2.48538e-16-0.000191204j 2.76936e-15-0.00219394j -8.18312e-17+0.000428966j 2.40962e-16-0.000191872j 3.56819e-16+0.00089964j -6.52399e-16+0.000579672j 6.13205e-16-0.000471266j -1.23844e-14-0.00413195j -2.55042e-16-0.000116168j 5.7508e-16+0.00164781j 2.85042e-16+0.00178447j -4.58728e-17-0.00039702j -5.72271e-17-0.0007329j -3.94517e-16+1.97299e-05j -5.45431e-16-0.000910493j -6.78919e-17+0.000485187j -6.69682e-16-0.000388328j 1.64819e-16+0.0023544j 1.22783e-15+0.00135078j 9.03332e-16+0.000170698j 1.34678e-15+0.00185067j 4.91497e-16+0.00199393j -6.67312e-16-0.001364j -1.37072e-16-0.000433211j 1.88756e-16-4.96147e-05j -3.53164e-16-0.000284676j 4.33845e-16+0.00144101j -3.46379e-16-0.00147066j -5.89874e-16-0.0031984j -4.59845e-16-0.002897j 3.52656e-17-0.000464691j 8.41019e-18+0.000198701j -3.96475e-16-5.08707e-05j 3.47311e-16+0.0005263j 9.49556e-17-0.00169774j 
2.56316e-16-0.00153454j -6.43205e-16+0.00184603j 2.58231e-16+0.000924464j -3.02499e-16+9.22222e-06j -6.84712e-17-2.80436e-05j 4.27506e-16-0.0010007j 5.00996e-16-0.000938677j -1.40651e-16+0.00253777j -7.15083e-17-0.000811483j 1.8605e-16-0.000766539j -2.65536e-16-0.000405762j -1.06852e-16-0.00220481j -2.09421e-16+0.000550324j -3.6799e-16+0.000301562j -8.32942e-17+0.000952927j 4.73387e-16-0.00172192j 4.26388e-16+0.000240935j 1.39183e-15-0.00121869j 2.00759e-13+0.00180956j -6.48849e-16-0.00122329j -1.30431e-16+0.000442689j -4.19977e-17-0.00265867j 3.76581e-15-0.00181797j 4.7543e-16+0.00227368j 3.82867e-16+0.00361463j -8.06516e-17-0.000403342j -7.65735e-16+0.00154177j 3.91129e-16-0.00222366j -5.33889e-16-0.000522508j -3.94239e-16+0.000752959j 1.3648e-16+0.00136775j 2.66456e-16+0.000264562j -3.41127e-16-0.00103097j 7.12437e-16-0.00146139j -2.56745e-16+0.00100537j -1.33874e-16+0.00175678j -1.72307e-16+0.00104602j -5.59949e-16-0.00134819j 5.77803e-16-0.000727881j 1.54296e-16+0.00104875j 1.65482e-15+0.000490357j 1.4413e-15+0.00344247j 2.41614e-16-0.000279093j -4.20547e-16-0.00133315j 2.1297e-16-5.19084e-05j 1.10746e-16+0.000222275j 9.41723e-17+0.00177658j 2.25906e-17+0.00317216j -8.14515e-17-0.000532558j 4.05139e-16-0.00165089j 6.38167e-16+0.000238658j 1.57995e-16-0.000346916j 1.4989e-16+9.13171e-06j 2.88671e-16+0.00119745j -8.06596e-16-0.000961794j 1.9583e-16-0.00269386j 
-3.81972e-16+0.000805264j 8.13244e-16-0.00164601j -3.31509e-16+0.00203754j 5.00507e-16-0.00197977j 1.44896e-16-0.000601727j -7.70538e-16+0.00306434j -8.69216e-16+0.00374915j 1.63389e-16+0.000907537j 2.80475e-17-0.000925792j -3.82607e-16+0.00158634j 3.07244e-16-0.00151925j 2.94446e-16-0.00241969j 2.23886e-16-0.000227726j 6.84197e-16-0.00207622j 3.47331e-16-0.000795903j 1.39383e-17+5.87715e-06j -1.87498e-16+0.00386367j -8.3245e-16+0.00576048j -6.75301e-14-0.000621618j -1.76871e-16-0.0049103j 3.0388e-16-0.000923201j -3.90863e-16+0.000106668j -5.76209e-15+0.00330619j 9.84931e-16+0.000782798j -7.79313e-17+0.00315338j -1.10585e-16+0.00138481j 5.79185e-16+0.0009981j -4.53485e-16-0.000821788j 1.19128e-14+0.00447282j 5.09717e-16-0.00117771j -2.44227e-16+0.00204569j -3.5473e-16+0.000836599j 1.20245e-15-0.00390013j -3.59288e-16+0.00497631j 8.03711e-16-0.00225297j 3.3306e-16-0.000656065j 5.21291e-16-0.000175863j 2.16692e-15-0.00669159j 3.56799e-16+0.000155648j -3.53724e-16-0.000447008j 5.91452e-16+0.000883487j 1.14169e-15+0.000942572j -1.89767e-16+0.00101048j 8.51286e-16-0.00451315j -1.58454e-16+0.000485044j -2.96851e-16+0.00188355j -6.75252e-17+0.00143779j -7.6509e-17+0.00234508j 1.91148e-16-0.000947277j -6.58209e-16+0.00230822j -1.03774e-15+0.00534619j -2.56368e-16+0.000879834j -2.30254e-16+0.00109514j -3.92603e-16+0.00230529j 3.46995e-16+0.000701485j -4.77698e-16+0.00117216j 
-4.991e-16+0.000216433j -2.83505e-16+0.00272332j 2.19856e-16-3.44529e-05j -1.4238e-16+0.00164315j -2.21145e-16+0.00107276j -6.39311e-17-0.00193139j -2.9592e-16-0.00271992j -1.4748e-16+0.000885717j 2.26328e-16-0.00133226j 6.49651e-17-0.00171037j -6.07468e-17+0.00209651j -2.3642e-16+0.00173976j -2.3119e-16-0.000367775j -3.71567e-16+0.00204134j 2.37019e-16+0.00203553j -7.25182e-17-0.00160576j -2.6325e-16-0.00175377j -1.14963e-17-0.000933082j 9.55436e-14+0.000860783j 4.25292e-16+0.00298801j 9.13891e-17-0.000325589j -1.85004e-16+0.000947348j 2.8493e-15-0.0021427j -9.52078e-16-0.00174026j -3.75881e-17-0.00217119j 1.19241e-16-0.00130117j -2.69323e-16-0.000891954j 2.09675e-16+0.00205448j -1.30645e-14-0.00442236j 1.91238e-16+0.000442947j -7.65934e-17+0.00177004j -4.22554e-17+0.000715909j -9.43235e-17-0.000246541j -7.57839e-16-0.00210939j 2.26657e-16+0.00301662j 5.03452e-17-0.00205784j 1.00904e-16-0.000935941j -5.79665e-16+0.00343493j -4.07287e-16+0.00245292j 6.66996e-16+0.000631923j 3.84767e-16+0.000940876j 6.94009e-16+1.34095e-05j -1.57688e-16+0.00144965j -4.79545e-17+0.0006502j 6.7808e-17+8.41839e-05j -2.42084e-16-0.00156717j -7.21087e-17-0.000938609j -1.87375e-16-0.00116959j 2.14522e-16-0.00229843j -1.87687e-16-0.00216862j -1.20435e-16-0.00330209j 8.35282e-17-0.00196235j -1.32165e-16-0.000207473j 3.17322e-16-0.000497962j -3.92724e-16+0.000655869j -1.20819e-16-0.00276512j 
6.93647e-16+0.00454516j -1.68903e-16+0.00151652j -5.27482e-16-0.0036523j 1.00323e-16+0.00251828j 2.42545e-16+0.00239581j -1.60069e-17-0.00290898j 2.73135e-16-0.00071772j 1.05458e-16+0.0013525j -2.47085e-17-0.00156431j -6.5546e-17-0.00178722j -4.63657e-18+0.00161638j 1.92645e-16+0.00263688j 1.71905e-16+0.00160629j 2.00027e-16+0.00361729j -2.157e-16+0.000724864j 9.89227e-18+0.00129286j 5.3192e-17-0.000780101j -2.71889e-16-0.00128859j 1.10086e-14+0.000102259j -6.40907e-18+0.00101032j -1.63554e-16-0.00116197j 9.91458e-16+0.00326025j 3.53507e-15-0.00247421j 7.68303e-17+0.000807347j 2.17628e-16-0.00155629j -4.79315e-16-0.00196536j -3.30123e-16-0.00213195j 2.79598e-16+0.00231048j -1.31204e-14-0.00447532j 1.3585e-16-0.00141034j 2.38128e-16+0.00286403j -3.65455e-17+0.00197665j -1.25943e-16+0.00191345j -4.97658e-17+0.00049108j -6.24067e-16+0.000242645j -1.72818e-16-0.0025083j -1.37341e-16-0.00179473j -3.41901e-16+0.00139861j -4.00233e-16+0.000358503j 3.9086e-16+0.000365529j -7.07404e-16-0.000273981j -1.03442e-15-0.00135527j 1.83169e-16+0.00261396j -5.7257e-17+6.11688e-05j -1.5746e-16-7.68314e-05j 3.62996e-16+0.000682304j -6.82549e-17-0.000764056j 2.43221e-16+0.00146499j -3.16387e-16-0.00337653j 1.20154e-16-0.00184036j -5.55783e-17-0.00301265j -5.09225e-17-0.00180603j 8.71266e-17+0.00024024j -6.2354e-16-0.00497361j 2.67694e-15+0.0035107j 8.07367e-16-0.00034487j 
9.63838e-18+0.00139905j 1.32894e-16-0.00238512j -2.54724e-16-0.00112808j 7.61147e-17-0.000733801j -2.05809e-17+0.000412141j -1.65597e-16+0.000171832j -4.11066e-17+0.000668839j -2.06523e-16-0.0011916j 1.60057e-16+0.00241037j 3.49821e-17+0.000742628j 6.85891e-17-0.000600107j 1.00764e-16+0.000549539j 7.9085e-17-0.000177948j 4.73333e-17-0.00138455j -1.50233e-16-0.00222003j -1.97284e-16+0.00129392j -6.88803e-17+0.000121302j -7.6179e-17-0.000865657j -1.05021e-13-0.000944332j -2.31562e-16-0.00242095j 3.18621e-17+0.000827924j 1.6134e-16-0.000168033j -1.08183e-15+0.000851608j 4.58427e-16+0.00166857j -1.14456e-16+0.00074601j 3.73889e-16+0.00230501j -8.14481e-17+0.000777648j 1.41048e-16-0.00298658j 5.96422e-15+0.00200216j -4.40357e-16+0.000202826j -9.8233e-17-0.0015975j -1.43828e-16-0.001441j -1.28184e-16+0.00312134j 9.1292e-17+0.00112693j -3.67464e-16-0.00528337j -1.26111e-16+0.00336181j 6.06398e-17-8.61211e-05j 7.56235e-16-0.00395413j 2.87657e-16-0.000391495j -5.68575e-16-0.00071871j -6.20481e-16-0.00121922j -4.73332e-16-0.000298253j -8.25738e-17+7.22318e-05j 3.89655e-17+0.0012789j -9.1859e-18-0.00251715j 1.34934e-17+0.00219187j -1.68213e-16+0.000937843j -4.43644e-17+0.0020097j 1.7798e-16+0.00263188j -7.76225e-17+0.000524266j -1.53338e-16+3.95586e-05j 8.01656e-17+0.00170168j -7.32105e-17+0.00110177j -3.00673e-16-0.00118606j 1.08676e-15+0.00113444j 4.36315e-16+0.00279599j 
1.08764e-16+0.000707905j -2.78859e-16+0.000605675j -1.18024e-16+0.00451613j 1.32614e-17-0.00104319j -1.81145e-17+0.000977901j 6.26209e-17+0.00344827j 1.77223e-16+0.0027169j -2.1677e-16+0.00108671j 1.92379e-16-0.000928144j 1.60502e-16+0.00074461j -1.12404e-16-0.00146072j 2.56689e-17-0.000737597j -8.44783e-18-0.00159774j -1.06178e-17-0.000488875j -2.15496e-16-0.000918907j 2.95506e-17+0.000857466j 2.23761e-17+0.000337477j -9.05624e-17+0.0016069j -1.68761e-13-0.00151952j -1.24027e-16-3.73158e-06j 7.88465e-17+0.0010992j 3.89182e-17-0.000203694j -3.4799e-15+0.00249193j 2.59985e-16-0.00118618j -1.4727e-16+0.00102597j 4.32931e-16-0.00070434j 6.33378e-16+0.000212786j -3.90429e-16-0.00419157j 1.77365e-14+0.00615667j -7.75959e-16+0.00165123j -1.72839e-16+0.000664717j -2.12972e-16-0.00112085j 4.03994e-16-0.00106698j 8.42647e-16+0.00265527j 6.80182e-17-0.00143714j 7.34462e-17+0.00237598j 2.12809e-16-0.000145566j 2.41268e-16-0.00459335j -9.53712e-17+0.00207481j -2.00731e-15-0.00292505j -1.34248e-16+0.000573227j 1.99086e-16-0.000726308j -2.9321e-17+0.00236841j 4.91568e-17-0.000249412j -5.26064e-17-0.00213399j 9.05493e-17+0.00145028j 2.84876e-18+0.0036221j -2.35334e-17+0.00200945j 3.01084e-16+0.000641861j 1.13675e-16+0.00195166j 1.47365e-16+0.00413777j 1.16898e-16-0.000593724j -1.23886e-17+0.00284143j -2.04428e-16+0.0036461j 7.00529e-16+0.00144874j 4.22489e-16-0.00161272j 
-4.10197e-16+0.00291402j 1.3413e-15-0.00623035j 7.41781e-16-0.00525421j -1.33751e-16+0.000411542j 4.69281e-18+0.000233572j 4.33867e-16-0.00376283j -1.65768e-17+0.000991333j 7.29314e-16-0.006414j -7.7381e-16+0.00655211j -3.3375e-16+0.00258038j 2.16605e-16-0.00278564j -3.28148e-16+0.00129153j -3.38212e-17+0.00067861j 7.54076e-18-0.000942088j 1.83925e-16-0.00418692j -8.23449e-16+0.00308204j -2.00643e-16-0.00062785j -1.76906e-16+0.000958605j -2.76348e-13-0.00249159j -2.11061e-17-0.00332019j 3.02528e-17+0.000983714j 4.81875e-16+0.00313926j 9.43632e-16-0.000505996j -2.62574e-16+0.00198719j 1.852e-16-0.00173942j -2.7087e-16+0.0057313j 3.35592e-16-0.00127896j 6.78294e-17-0.00262946j -1.36979e-15-0.000789687j 2.7842e-16-0.00173171j 1.78766e-16-0.0017792j -3.87232e-17-0.00265243j -2.71356e-15+0.0100292j -4.57787e-16+0.00216949j -1.12895e-16-0.00645956j -1.05654e-16+0.00336761j 3.46153e-16-0.00257522j 8.64307e-16-0.00254252j 4.71181e-16-0.00218814j -1.72124e-15-0.00249141j -7.96169e-16-0.00480263j -1.35101e-15+0.000895472j -2.30347e-16+0.00163037j -2.33445e-16+0.00172159j 1.08551e-16-0.00131903j -1.15443e-16+0.00174776j 2.56969e-16-0.00107021j -5.17837e-17+0.00222092j -6.83717e-16+0.00747734j 1.83168e-16-0.00152154j 2.3335e-16-0.001056j -3.11317e-16+0.0033148j 7.92445e-17+0.000589897j 1.00796e-15-0.00792117j 1.38583e-15+0.000635729j -5.29798e-16+0.00725079j 
9.55976e-17-0.00403979j -3.50083e-16+0.00217933j -1.22691e-16-0.000219964j 3.42856e-17+0.000882042j -7.90877e-18-0.00222178j -8.53235e-17+0.00214874j -1.27688e-17+0.000987049j -8.92795e-17+0.000117695j -4.79502e-18+0.000500361j -2.92879e-17+0.00144076j 4.3797e-17-0.000687773j 8.58082e-17-0.00112124j 4.8858e-17-0.000623509j 1.41139e-16+0.000645383j 3.22323e-18+0.00185866j 4.02226e-16-0.00167791j 1.4897e-16+0.00120017j -2.52051e-16-0.00274457j 9.77938e-14+0.000885222j 2.93769e-16+0.000132666j -1.05626e-16+0.00199234j -8.87171e-16-0.00538654j 7.63176e-16-0.000401329j 2.2008e-16+0.000469487j -7.64858e-17+0.00191986j -2.50218e-16+0.000735356j 4.91395e-16-0.00106794j -1.74671e-16+0.00112441j 3.46597e-15+0.00135693j 5.67314e-16-0.00158098j -1.65913e-16-9.55419e-06j 8.08217e-17-0.00134843j 2.61421e-18+0.000290426j -7.32388e-18-0.00109451j 2.75394e-16+0.00443687j 2.73619e-16+0.000273111j -1.94197e-16+0.00119129j 3.72837e-17+0.00119835j -9.39595e-17-0.00192195j -1.01721e-15-0.00115781j 7.90863e-16-0.0017959j 9.84364e-16+0.00399022j -8.55118e-17-0.00219582j 1.54371e-16-0.00072724j 5.43585e-17+0.000332615j -7.34956e-17-0.0002814j -7.96372e-17+0.00115338j -1.02973e-16-9.63817e-05j 7.85082e-17+0.00175125j 2.04971e-17+0.000963238j -8.72676e-17+0.00276331j 4.42779e-17-0.000819637j -4.29614e-17-0.00174006j -1.20998e-16+2.67624e-05j -2.87068e-15-0.00397131j -5.17148e-16-0.00244778j 
1.44265e-16+0.00169011j 1.85208e-16-0.00153278j -2.69957e-16-0.00667141j -1.7974e-16+0.00169883j 4.71838e-17-0.00150948j 2.92277e-16+0.00109523j -1.75137e-16+0.00300503j 3.04649e-16-0.00216977j -6.12553e-17-0.000843381j -2.44311e-16-0.00139427j 3.47521e-16-0.000480003j 2.15179e-16+0.000862737j 4.05515e-17+0.00135625j -1.27426e-16+0.0030017j 2.7919e-18-0.00142031j -3.08172e-16+0.00131165j -2.31333e-16-0.00116028j -9.18977e-16-0.00380693j -1.48267e-13-0.00132683j 3.09192e-16-0.000593083j -2.7391e-16-0.000288942j 3.07369e-16+0.00137359j -6.81662e-16+0.00056276j 3.35407e-16+0.000415187j 2.86687e-17-0.000232409j -6.38508e-16-0.00220133j 9.79699e-16-0.00188928j -8.34068e-17+0.00944601j -4.99766e-15-0.00137466j 1.29389e-15-0.00270824j -1.72017e-16-0.00138039j 5.50451e-17-0.000754532j -2.1814e-16+0.000138944j -3.74987e-16-0.000573458j -2.46157e-16+0.0020343j -7.11546e-17-0.00267545j -3.56806e-16-0.00195135j 3.95439e-16+0.00531463j 1.8246e-16-0.00670533j 1.73436e-15+0.0017305j -7.51751e-16+0.000177766j -2.11145e-15-0.00244427j -5.20515e-16-0.00573907j 4.18085e-16+0.00135897j -1.91305e-17+0.00397481j 1.72142e-17-0.0014494j -3.04476e-16-0.00404461j -4.83291e-16-0.00424863j -5.82841e-16-0.001268j 3.95441e-16+0.00374678j -4.12482e-16+0.000756165j 4.42419e-17+0.000174634j -1.13148e-16-0.00377138j 1.88112e-16-0.00580913j 2.2982e-16-0.000951657j 2.3562e-16+0.00425759j 
-2.58005e-16-0.00228665j 1.43365e-16-0.000851392j 4.376e-16-0.00159311j 1.01016e-16+0.00243263j -3.48522e-17-0.00239323j -4.53508e-16-0.00302593j 7.39033e-17+0.00371904j -2.47362e-16-0.00459819j 8.69825e-17+0.00047611j 2.21227e-16+0.00185787j -4.88903e-16-0.00567845j -3.17497e-16-0.0036721j -4.90295e-17+0.000871007j 1.28707e-16+0.00255397j -7.7265e-17-0.00077836j -2.0047e-16+0.000977876j 9.42162e-17+0.000460548j 1.08488e-15+0.00223457j 1.40422e-13+0.00125735j -4.04677e-16-0.00145224j 3.43643e-16+0.00386169j -2.2383e-16-0.00153951j 3.08452e-15-0.00222626j -1.4521e-16+0.000342457j 3.16524e-16+0.00158359j 2.04783e-16+0.00201786j 6.81437e-16-0.00333837j -1.016e-15+0.0018082j -2.04665e-15-0.000540483j 7.17984e-16-0.00307934j 4.86865e-16+0.00258026j -1.34716e-16-0.00031189j -4.73816e-16+0.00393778j 4.09143e-16+0.0017168j 5.84368e-16+0.00546516j 9.07741e-16+0.00100512j -2.80235e-16-0.00144541j -2.44648e-16+0.00135036j 3.29423e-16-0.00445586j -4.07262e-15-0.00428401j 6.49604e-16-0.00472983j 2.79355e-15+0.00766883j 8.37131e-16+0.00141436j -4.52844e-16-0.00359768j 1.52925e-16+0.00550335j -5.80922e-17-0.00227407j 5.42676e-16+0.00135635j 7.55273e-16+0.00282904j 7.26983e-16+0.00574146j -5.68632e-16-0.00218597j 4.41707e-16+0.00573744j -5.05382e-17-0.000189377j 3.04433e-16-0.00145696j -1.08303e-16-0.00586097j -3.38077e-15-0.0048619j -1.10737e-15-0.000187407j 
