-6.65707e-13-0.183806j -2.63831e-14-0.183052j -1.06024e-14+0.0976474j 7.28381e-15-0.122151j -3.1929e-15+0.0706069j 6.34518e-15-0.0237762j 8.522e-15-0.13321j 6.62074e-15-0.044902j 8.47862e-15-0.235009j 9.94831e-15+0.161854j -2.94248e-15-0.12108j 3.89941e-17-0.0504591j -3.74234e-15+0.126014j 1.4769e-14-0.230485j -1.07484e-14+0.234809j 2.84637e-15-0.0630244j 4.41572e-14-0.160656j 1.03236e-14+0.0860784j 1.53888e-14-0.0147645j -1.14736e-14+0.134522j -1.77449e-14-0.121936j 6.93106e-16-0.0249903j 1.41146e-14-0.124856j -8.30442e-16-0.117892j -1.18062e-14+0.034748j -2.68986e-15-0.0990812j -4.90147e-15-0.0694657j 6.30524e-14-0.132596j 4.56731e-16+0.10852j 1.48017e-14+0.0375853j -1.82333e-14+0.00128022j 6.50853e-15+0.0567779j 7.9939e-14-0.00524111j 1.66998e-14-0.0415292j 4.23351e-14-0.0582343j -7.78411e-14-0.00826096j -2.87892e-15-0.0444965j 1.02773e-14-0.116949j 2.50289e-14-0.0575892j -6.40336e-15-0.0132896j -7.03833e-15+0.0136911j 4.56725e-14-0.0574114j -7.74999e-16-0.078042j -2.30306e-15-0.0069515j 1.53175e-14-0.131637j 4.3095e-15-0.0268421j 1.02036e-14+0.0219853j 6.6629e-15-0.0431718j 4.96093e-15-0.0385184j 2.58455e-14+0.0161598j 5.39071e-15+0.0143461j 1.40174e-15-0.00484348j -1.37501e-15+0.0378199j -1.54653e-14+0.0111834j -8.35598e-15+0.0469065j 2.36226e-15+0.0808217j -9.23755e-15-0.00118155j -2.28195e-15-0.0117911j 4.3301e-16+0.000681049j -1.55175e-15+0.0193028j -2.13826e-15+0.0227462j -3.52002e-15-0.00612731j -2.92442e-15+0.0351487j -1.0909e-15+0.0731403j -2.67341e-15+0.0282597j 5.60703e-15-0.03236j -1.07183e-14+0.0356769j -7.10871e-15-0.00719921j 2.3954e-15-0.0537569j 8.19335e-15-0.138625j -3.64502e-15+0.036436j 1.90306e-15+0.024194j -8.6055e-15+0.110931j 6.13632e-15+0.0132577j -4.07257e-15-0.148081j 6.6736e-15+0.149069j -1.47104e-13-0.083802j 
1.06326e-14+0.00315163j 8.08241e-16-0.000760321j 2.46708e-16-0.000711015j -2.565e-17-0.000158513j 3.42324e-17-0.00219858j 5.11097e-17-0.000609998j -1.45524e-17+0.000578154j 1.81551e-16-3.61719e-05j 3.14215e-16-0.00123057j 1.4222e-17+0.000206246j -1.68454e-16-0.000921596j -3.19152e-17+0.00125867j 4.76505e-17+0.00105059j 4.65065e-17-0.000803753j 9.1472e-17-0.00183948j -9.85961e-17+0.00208831j -3.67181e-16+0.000955736j -2.47484e-16+0.00164394j 5.9969e-17-0.00106876j -5.47444e-17+0.000162115j 3.79545e-16+0.000954486j -9.07997e-17+0.000322698j -2.31438e-16+0.00272962j -1.52385e-17+0.000447867j 1.79878e-16-0.00023756j -2.81662e-16-0.000522003j 3.24949e-17-0.00172609j -2.55033e-16+0.00013319j 1.62801e-17+0.00126553j -5.25398e-16-0.00122546j 2.79729e-16-0.000168107j 3.38119e-16-0.001004j -1.30715e-14+0.00128403j -1.47806e-16-0.000704456j -2.84329e-16+0.000806867j -4.15846e-15-0.000559958j 9.10991e-16+0.00253289j -6.65031e-16+0.000293914j 8.18285e-16-0.000718455j 8.51393e-16-0.000870286j -1.94134e-16+0.000823475j 1.13104e-16-0.000163849j 2.26093e-16+0.000179937j -8.1422e-17-0.000584795j 6.18982e-17-0.0026596j 5.23525e-16-0.000530361j 1.15581e-15-0.00150581j 2.2267e-17+0.000110283j -1.45596e-16-0.00267873j -2.8476e-15-0.00229478j -1.35269e-15-0.000177371j -9.42169e-16-0.00449315j -2.45995e-16+0.000819751j -6.57668e-16+0.00154733j -4.11774e-16-0.00101932j 1.13887e-17-0.00131769j -8.06938e-15-0.000860424j -6.88298e-17-0.000880549j -1.05081e-16-0.00112552j 1.48775e-16+0.00178197j -6.66006e-18+0.000878242j 1.01004e-16+0.000869234j -5.21457e-17-0.000411719j -1.29344e-16-0.00271247j -3.40356e-17-0.00169021j -1.63378e-17-6.74187e-05j 3.04696e-16-0.00142594j -1.08065e-15-0.00146423j 2.05253e-17+0.00225706j 1.57511e-16-0.00083857j 5.51661e-17-0.000624812j -9.64124e-17+0.00106681j -1.27333e-16+0.000570748j -5.81981e-17-0.00191672j -9.3345e-17+0.00165329j 4.00643e-17-0.00273489j -1.78165e-15-0.00135272j 
8.35461e-15+0.002294j -1.69505e-17+0.00307502j -1.39004e-15+0.00715762j -2.3355e-16+0.000905412j 2.82603e-16-0.00244123j 6.89687e-16-0.00451732j 5.89996e-16-0.00339204j -4.07012e-16+0.00273267j -7.9952e-16+0.00504009j -7.14253e-17-0.00155635j 1.03126e-16-0.0019578j -2.17621e-17+0.00132191j -1.72818e-16+0.000771997j -1.2297e-16-0.000255555j 1.84092e-16-0.000332771j -6.24387e-16+0.00359428j -6.30541e-16-7.55486e-05j -1.03052e-15+0.00465311j 9.52622e-16-0.00335795j 1.90589e-16-0.00139658j -2.13579e-16+0.00147366j 9.4224e-16-0.00568191j -9.02217e-16+0.00298981j 3.56442e-16+3.2079e-05j 1.59851e-19+0.000770544j -7.32142e-18+0.000103473j -2.07299e-16+0.000719005j -2.2535e-15+0.00283672j -1.06532e-15+0.00326485j 8.50945e-17+0.00328538j -3.70714e-16+0.00194203j 1.16806e-15-0.00634706j -1.17858e-14+0.000876233j -2.47551e-16-0.00179999j -9.35103e-16+0.00233973j -8.87355e-15-0.00113667j 1.38073e-15+0.00392745j -3.36027e-16-0.00355656j 2.97457e-15-0.00344228j 1.46054e-15-0.000922639j 1.69387e-15-0.00471363j -1.91733e-15+0.00161544j -1.53352e-16-0.00150343j -1.15945e-16-0.000181548j 6.67365e-16-0.00425281j -5.69572e-16+0.00105046j 7.41082e-17+0.000842062j -2.85027e-16+0.00111677j 3.50295e-16-0.00479513j -1.00288e-15+5.09676e-05j -4.73376e-16-0.00403874j -6.77885e-16-0.00168551j 4.57747e-17+0.00190115j 3.13094e-15-0.00406241j 1.64142e-15-0.00746025j 2.05009e-17+0.00131881j -1.58236e-14-0.00173592j -8.14196e-17-9.24379e-05j 7.31064e-18-0.00140059j 2.16023e-17+0.00189143j 4.42253e-17-0.00136506j 6.07601e-17-0.00242845j -1.07578e-15+0.00653311j 6.67683e-16-0.00633517j -2.56104e-16+0.00035238j 1.52348e-16-0.00160552j -4.75662e-16+0.00160628j -1.68254e-15-0.00374872j -6.27917e-16+0.00453102j 8.72065e-17+0.000496513j -7.95876e-16+0.00685658j -1.21442e-16+0.0018486j 3.7217e-16-0.00232136j 6.24828e-16-0.0035705j 4.51128e-16-0.00402705j -1.74093e-16-0.00445724j 9.22533e-15+0.00583896j 
9.00478e-15+0.00253211j 5.74781e-16+0.000131766j -6.32389e-16-0.00329469j 1.13173e-16-0.000281377j -2.30013e-16-0.00115438j -2.15104e-16+0.00105317j 1.63682e-16-0.000192789j 3.94583e-17+0.000921192j -7.20328e-18+0.00151479j -6.29638e-16-0.00276307j 7.20331e-16+0.00484955j 3.71472e-16+0.00453954j -3.98884e-16-0.00271476j 2.39227e-16+0.00112131j -4.3236e-16-0.00273341j 5.37012e-17+0.0026637j -7.90887e-16+0.00554437j -8.6851e-16-0.000246016j -7.8271e-21+0.00158818j -5.01613e-17-0.00327444j 5.38925e-16+0.0021511j 1.16997e-16+0.00218382j 4.15756e-16-0.000637456j 5.07829e-16+0.00323418j -8.4134e-17-0.000492271j -6.84361e-16-0.000917921j 2.31366e-16+0.000404232j -1.25619e-15+0.00339763j -1.02881e-15-0.00240276j -1.46031e-16-0.000305328j -1.79154e-16-0.000723761j -3.5634e-16-0.00127573j 1.07681e-15-0.000173897j -3.5863e-16-0.000722018j -6.63591e-16+0.00150442j -2.14981e-14-0.00264401j 3.09988e-16+0.00208469j -6.84947e-16+0.00220227j 1.04437e-15+0.000115334j 2.46144e-15-0.00151263j -2.34252e-16+0.00145887j -6.24364e-16+0.000608337j -1.7344e-16-0.00280199j 4.59256e-16-0.000437697j 5.01565e-17-0.00410816j 3.74013e-16-0.00229723j 3.54125e-16-0.00047189j 5.91102e-16+0.00305769j 7.92225e-17+0.000891186j 1.17686e-15+0.00103112j 4.22033e-16-0.000588549j 9.88122e-17+0.000542406j -1.18633e-16-2.95867e-05j -9.62243e-16+0.00307523j -2.6432e-16+0.0009681j -3.58757e-16-0.00156051j 3.20058e-14+0.00338984j 4.05241e-16+0.00408316j 1.08314e-16-0.00262235j -3.23603e-16+0.00120525j 9.69905e-17+0.000816583j 1.12375e-15+0.00548733j -6.54674e-16-0.00627286j 1.07369e-16-0.00108044j -4.83475e-16-0.00398073j 2.8802e-17+0.000844653j 2.68798e-16-0.00375015j 1.63092e-15+0.00209288j 9.73115e-17-0.00300228j 1.26125e-16+0.00238281j -2.60668e-16-0.00213961j 4.38091e-16+0.00445114j 1.98509e-16-0.000169622j 1.19397e-16+0.00113045j 6.29264e-16+0.000525653j 1.77559e-16-0.00260519j -4.92357e-15-0.00293267j 
-3.60265e-15-0.000864959j -3.79086e-16+0.000872956j 3.12747e-15+0.006435j -7.32692e-16-0.00163245j 6.42218e-16+0.00100786j 1.13952e-15+0.00259457j -7.05364e-16-0.00217715j 8.16603e-17+0.00185082j 5.53415e-16+0.00371153j 1.34732e-15+0.000417445j -1.26859e-15-0.000588629j -3.53073e-16+0.000332305j 1.62743e-15+0.00241198j -9.61711e-16-0.00052516j 2.02085e-15+0.004472j 3.89181e-16+0.00123584j -7.70204e-16+0.000451526j 1.59799e-15+0.00272229j -3.10529e-16-0.00114604j 8.52541e-16+0.00103426j -7.93566e-16-0.000769898j -6.40146e-16-0.00127753j -1.26147e-15-0.00354528j -7.5772e-16-0.000899158j 7.30045e-16+0.000902419j 1.73228e-15+0.00257305j -4.25084e-16-1.81861e-05j -1.06424e-15+0.000272099j 1.44878e-15+0.00312244j 3.53949e-15+0.00426631j 4.00526e-17+0.00131397j 4.88851e-16-0.00154295j -1.79131e-14+0.00179878j -4.29672e-16-0.00119028j 5.35976e-17+0.000688795j 1.35775e-15+0.000179216j 7.09736e-16+0.00106661j -1.57864e-15-0.000554349j 2.01253e-16-0.00108745j 3.27489e-15-0.00428839j 2.08576e-16-0.00151821j -1.07459e-15+0.000821959j -3.17996e-16-0.00110759j -1.06421e-15-0.00151198j -8.62343e-16-0.00267655j 2.30231e-16+0.00161345j 2.70264e-16+0.00140526j -1.76869e-15-0.00438155j -1.72823e-15-0.00334407j 4.89613e-15+0.00352633j 3.2038e-16-0.00212602j 1.03371e-15+0.00316782j 7.37516e-16+4.72011e-05j 2.08962e-17-0.000854312j -1.33905e-15-0.00366561j 9.61898e-16+0.001965j -1.14189e-14-0.00118009j -5.42792e-16+0.00114781j -1.12776e-15-0.00276365j 2.65439e-15+0.00552673j 2.11131e-16-0.00120409j -1.02419e-15-0.00072015j 1.12488e-15+0.000877179j -1.43619e-15-0.00348761j 3.67024e-16+0.000278445j -4.51167e-17+0.0002617j 5.31443e-16+0.000905549j -4.54896e-15-0.0040922j -5.4993e-16-0.0014725j -5.12808e-16+0.0015799j 5.37047e-16+0.00133619j -1.21929e-15-0.00118948j -9.38391e-16-0.00290749j -5.91544e-16-0.000784043j -3.77825e-15-0.00782615j -3.71395e-16-0.00163165j 5.22026e-15+0.00243717j 
-8.58401e-16-1.7767e-05j -1.26969e-16-0.00294574j 7.03616e-16-0.000719373j -8.70345e-17+3.19681e-06j 1.73982e-16-0.000615996j 3.17241e-16-0.00252579j -2.47816e-16+0.00251772j -1.29361e-16-0.00189546j -6.26635e-18-0.00541827j 8.08817e-16+0.00434612j -5.94918e-16-0.0051711j -4.16162e-17-0.000820108j 5.0973e-16-0.000109973j -2.6334e-16-0.00420165j 4.44415e-16-0.0031597j -1.79219e-16+0.00163344j -7.04608e-16+0.00133533j 1.3224e-16+0.00304278j 3.00058e-16-0.00099704j 5.45867e-17+0.00273224j -1.79134e-16-0.000434181j -5.54917e-17-0.000401635j -3.00544e-16+0.000594413j -2.71742e-17+0.00103344j -2.28336e-16+0.00202857j -5.29168e-16-0.00439253j -2.2817e-16-0.00305903j 1.06503e-15-0.00291356j 8.30006e-16+0.000544486j 1.36127e-15+0.000492279j -2.54989e-16-0.00201156j 8.9488e-17-0.00292602j -2.08962e-15+5.24706e-05j 6.19971e-18-0.000460017j 4.78249e-16-0.000416207j -6.72403e-15-0.00082239j 1.32723e-15+0.00277809j -6.16335e-16-0.0019324j 5.459e-16-0.00169009j 2.18644e-15-0.00262628j -4.21694e-16+0.00296735j 8.89839e-16-0.00153188j 5.36064e-16+0.000617977j -3.87428e-16-0.00202691j -2.36759e-16+0.000840479j 5.33184e-16-0.00165542j 3.51886e-16-0.00141676j -3.168e-16+0.00389352j -2.77703e-16-0.000425915j -5.48036e-17-0.00166201j -3.42871e-16+0.00444788j -1.50063e-15-0.00663023j -9.93777e-17+0.00230191j -2.14213e-16-0.00106802j -3.09825e-16+0.0016237j 9.61877e-17-0.000806756j 5.30938e-15+0.00061984j -7.56636e-17-0.0041599j -2.50022e-16+0.0023247j 3.55754e-16-0.0013519j -6.57358e-16+0.00555523j -1.88629e-16-0.000896786j 2.19923e-16+0.00272533j -3.48348e-16-0.00057039j 8.35876e-17+0.000902746j 1.78865e-16-0.00220325j -4.02645e-18+0.000247154j -1.39202e-15-0.00166721j -2.49068e-16+0.00380048j -1.9507e-16-0.00567957j 2.54131e-17-0.000347525j -1.72314e-16-0.00184804j -1.72566e-16+0.00325503j -2.98849e-16-0.00240868j -2.84218e-16+0.00409997j 1.42884e-16+0.00162324j -2.55988e-15-0.00148405j 
-8.931e-15-0.00232969j -9.52799e-16-0.00301734j 2.6323e-16-0.00162964j -1.55109e-16-4.42106e-05j 2.06591e-16+0.00234226j 3.62375e-16+0.00394754j -2.18366e-16+0.000400524j -3.97703e-16-0.00470152j -4.18192e-16-0.00372537j 6.78043e-16+0.00226691j 2.02401e-16+0.00214134j 1.57028e-16+0.000859109j 3.50718e-16+0.00155235j -2.2669e-16-0.000842064j 3.92969e-16+0.000642154j 1.40851e-16-0.000546421j 1.18977e-16-0.000655478j 4.38261e-16+0.000621606j -7.73748e-17+0.00253241j 2.18978e-16+0.000218477j -4.51958e-16-0.000872599j 1.04063e-16+0.00240599j -3.6487e-16-0.00217725j 3.06791e-17+0.00119197j 2.27662e-16-0.00107222j 5.7912e-16+0.00295877j -1.08592e-16-0.00014303j -6.30807e-17-0.000209694j 1.45984e-16-0.000167417j 1.64477e-15+0.00277239j -5.9964e-16+0.000493712j -3.96327e-16+0.00500575j 1.37908e-14-0.00116264j -6.38284e-17-0.000288515j 9.37771e-17-0.000353344j -2.5832e-14-0.00312361j -1.18872e-15-0.000875796j 2.54627e-16+0.00199197j -1.94601e-15+0.00205651j 1.15479e-15-0.00129971j -1.23918e-16+0.00260245j 2.47702e-15-0.00343381j 1.8903e-16+0.000351174j -1.78939e-16+0.000328143j -2.6731e-16-0.000324003j 3.21696e-16-0.00178265j 3.69203e-16-0.00121922j 1.34264e-16+0.00135125j -8.10029e-17+0.00179255j 1.2434e-15+0.000444339j 4.21391e-16+0.000598091j 2.10259e-16+0.000347326j -4.79061e-17+3.63619e-05j -8.18895e-16+0.00160515j -7.7753e-17+0.00172435j -3.88001e-18-0.000930066j 1.14231e-14+0.00121759j 1.20318e-16+0.000530361j -5.28178e-16-0.00142928j 9.42536e-17-0.00099316j 7.03876e-17+0.00179116j 4.11205e-16+0.00161886j -2.92762e-16-0.00284527j 5.01962e-17+0.00329134j -1.66918e-16-0.00202948j 1.2788e-16+0.00145162j 2.84919e-17-0.00121522j 1.77607e-15+0.00293364j -6.86481e-16-0.00644328j -4.50511e-16-0.00288548j -4.53774e-16-0.0043164j 6.53342e-17-0.000298189j 3.61456e-17+0.000827039j -1.6975e-17+0.00121523j -3.30127e-16+0.000713948j 7.2161e-16+0.00320814j -7.6368e-15-0.0041205j 
4.87932e-15+0.00116509j 4.49603e-16+0.00356201j 5.51643e-16+0.00185256j -1.1254e-16+0.000597253j 1.98005e-17+0.000331523j 1.86606e-16+0.000168963j -3.92343e-17+0.00265298j 2.53545e-16+0.00354413j 3.53363e-16+0.0060464j -7.39877e-18-0.00138879j -1.16442e-16-0.00227527j 3.80421e-17-0.00232497j -3.69451e-17-0.00128252j -2.01447e-16+0.00190254j 6.02768e-17-0.0006136j 2.02552e-17-0.000269464j -1.72702e-16+0.00130243j 1.75295e-16-0.000385411j 8.50088e-17-0.00222194j -1.33163e-16+0.000668762j 1.3659e-16+0.000299113j -1.31881e-17-0.00133975j -1.25309e-16+0.000210401j -8.16086e-17-0.00058211j 1.57908e-16+0.000833736j 3.32431e-16+0.000389727j -1.19635e-17+0.000800641j -3.99945e-16+0.00119746j 2.79636e-16-0.000159551j -1.12692e-16-0.000723538j 3.03256e-16-0.000732098j 6.69162e-16-0.00171763j -1.68345e-14+0.00163325j 2.05413e-16+0.000145946j 3.42235e-16-0.000533628j 3.01147e-14+0.00368088j 8.37254e-16+0.000978278j 7.55006e-17+0.000265262j -6.18413e-16+0.000398101j 1.54927e-15-0.00119572j 4.51604e-16-0.00170201j -2.53081e-15+0.00341914j -2.77141e-16+0.00131171j -3.68163e-16-0.000598866j -4.50722e-16+0.00412045j -7.80637e-16+0.00251866j -9.79683e-16+0.00175875j -5.77847e-16-0.00409552j -2.84549e-16-0.00033942j 6.95038e-16+0.000813815j 3.82704e-16-5.41134e-05j 1.07274e-15+0.00379425j 4.2899e-16-0.000730188j 8.70057e-16-0.000944976j -1.65044e-16-0.00286148j 1.41369e-16+0.00037066j -1.58848e-14-0.00169994j -1.22337e-16-0.0012222j 1.07473e-16+0.00278346j 7.69593e-16+0.00151511j 4.27851e-17-0.000284007j -1.65278e-16-0.00208106j 1.94881e-16+0.00225719j -4.80848e-16-0.000939262j 1.80861e-16+0.0023578j 1.14852e-17-0.00113808j -5.16914e-16+0.00263727j -2.50306e-15-0.00358905j 6.03949e-17+0.00363743j 2.03548e-16+0.00369743j 1.79261e-16+0.00107895j -2.83327e-16-0.00443069j -2.53164e-16-0.00249955j -1.66621e-16-3.43091e-06j -6.50812e-16-0.00124648j -8.02434e-16-0.00130447j 7.63531e-15+0.00430852j 
5.25717e-15+0.00140786j 8.1331e-16+0.000513889j 1.38365e-15+0.00280549j -1.74034e-16-0.00183304j 1.96938e-17-0.00137396j 1.91662e-16+0.000800999j 3.15468e-17-0.000375652j 7.92157e-16+0.00336899j 1.01925e-15-3.7342e-05j 6.95435e-16+0.00232069j 8.94219e-17+0.000367972j 6.45569e-17+0.00185332j -8.69943e-18+0.000139354j -2.59123e-16-0.00198024j 2.37758e-16+0.00112566j -8.9171e-17+0.000835418j -8.57209e-16+0.00298553j 4.37064e-16+0.00303549j -1.49644e-16-0.000837818j 6.3633e-17+0.00135902j -9.1906e-17+8.42936e-05j -4.00098e-16-9.83472e-05j -7.88029e-17-0.000508396j -1.49863e-16-0.000818149j 1.7748e-16+0.00154563j -4.11627e-17-0.00163085j 5.44859e-17-0.00232494j -9.56145e-16+0.00133241j 6.86114e-16+0.00252439j -2.40542e-16-0.0013303j 2.24851e-16-0.000485735j -4.05921e-16-0.00243974j -7.21935e-15+0.000621826j -1.59074e-16-0.00147494j 1.03552e-16+0.0010957j 7.1717e-15+0.00082929j 1.26757e-15+0.00242194j -1.31299e-15-0.00152411j 1.43828e-15-0.00209874j 4.33377e-15-0.00429187j -2.08509e-16+0.00138744j -1.50881e-15+0.00197601j 1.72793e-16-0.00066317j -5.27248e-16-0.00197072j -1.38418e-16-0.00416007j 2.86106e-16-0.00197069j 1.47575e-15-0.000137727j -9.65748e-16-0.00399688j -1.11264e-15-0.00327479j -1.37788e-15-0.00100162j -1.04526e-15-0.00016857j 1.32734e-16-0.00185777j 1.10674e-16+0.00150297j -4.83458e-16+0.00131714j -1.40045e-15-0.00266151j 4.26633e-16+0.00146635j -1.70618e-15-0.000143103j -5.36927e-16-0.000990419j -4.00722e-16-0.00166469j 1.65574e-15+0.0051263j -2.46451e-16+0.00153729j 3.67035e-16+0.00235714j 7.02435e-16+0.00013252j -1.21047e-15-0.00474354j 4.16277e-16-6.56936e-05j -1.33438e-19+0.000325911j 2.0464e-16-0.00358262j -3.03442e-15-0.00352816j 5.3773e-16+0.00241066j 5.68318e-16+0.000752328j 5.75723e-16+0.000430739j -5.87551e-16+0.000431725j -5.5338e-16-0.000581335j -4.44226e-16-0.0018676j -1.47825e-15-0.00343283j -9.17433e-16-0.00320271j 2.83967e-15+0.000970063j 
5.33909e-15+0.00153316j 6.23478e-17+0.00177991j -6.16063e-16-0.00474222j 1.24629e-16-0.00166934j 7.79716e-17-0.00431379j -7.06023e-17-0.000612041j -1.26979e-16-0.000670824j -5.10784e-16+0.00480608j -6.43839e-16-0.00404244j -1.75336e-16-0.000851313j 1.7234e-16-5.13257e-06j 1.11268e-16+0.00174502j 6.71414e-17-8.39982e-05j 1.14879e-16+0.0011389j -3.9445e-17+0.0012889j -2.71826e-17-0.000383602j -6.1822e-16+0.00443392j -8.15338e-16-0.00333968j 3.42041e-16+0.00186877j 1.36473e-16+0.00191177j 8.45978e-16+0.00171036j 3.01061e-16+0.00117652j -3.20597e-17+0.00224837j -1.25448e-16-0.00143931j -5.66573e-16+0.00158294j -8.42849e-16-0.00528904j 3.25941e-16-0.00278318j -1.48769e-16+0.000229046j 6.75921e-18-0.00360478j -1.86958e-15-0.00530575j 9.0192e-16-0.00151103j 1.35707e-15-0.000377064j -2.00943e-14+0.00203897j 3.56838e-16-0.000473107j 2.02246e-16-0.000510799j 1.33353e-14+0.00165326j 8.96453e-16+0.00185834j 2.37182e-16-0.00248342j 1.65224e-15-0.00187418j -1.73284e-15+0.00144973j -1.27356e-16+0.000545549j -1.54222e-15+0.00133956j 1.35786e-16-0.000474539j 2.8663e-16-0.000247425j 3.25918e-16-0.00275055j 8.88667e-17+0.000948249j 7.53134e-16-0.00151524j 7.79131e-16+0.000885573j 5.57781e-16-0.00111563j -3.02477e-15-0.00265351j -1.0399e-15+0.00103316j -1.65461e-15-0.00548932j -5.22386e-16+0.00145487j -1.10797e-15+0.00199436j 1.86833e-16+0.00275576j -6.98289e-17+0.000763088j 5.16933e-15+0.000543685j 9.53354e-17-0.000849575j 1.70159e-17-0.000469139j -5.10714e-16+0.00099665j 1.79017e-16-0.000203194j 7.87102e-17+0.000558602j -4.13493e-16-0.00318253j 5.76881e-16-0.0025827j -4.303e-16-0.00230557j -9.35975e-18+0.00122682j 6.63022e-16-0.00397539j -1.04712e-15-0.00269036j -4.4172e-16+0.00572708j -3.40272e-16+0.00137512j -2.92075e-16-0.000785638j 4.18628e-16+0.0044737j 3.64196e-16+0.00106853j 2.3124e-16+7.2883e-05j 7.47175e-16+0.00213305j 4.47092e-16-0.00269611j 2.61098e-16+0.000253788j 
6.05479e-15+0.001884j 2.3899e-16-0.00104866j -2.21194e-16-0.00177268j 2.17966e-17+0.00210038j 3.17217e-17+0.000780411j -3.02855e-17-0.0034667j -1.07841e-16+0.00303374j -2.32453e-16-0.00222277j -3.03708e-16+0.003871j -3.59601e-16-0.0026043j -3.07008e-16-0.00341557j -2.72259e-17-0.00087537j 1.17021e-17-0.00347077j -6.00036e-17-0.000464859j 7.64732e-17-0.00624182j -3.17062e-16+0.004226j -6.45847e-16+0.00160402j -6.83347e-16+0.00100407j 2.91511e-16-0.00326705j 1.6988e-17-0.00371499j 8.91954e-16+0.00365247j 7.2576e-17-0.000298052j -3.88117e-16+0.00237207j 2.72717e-16+0.00253854j 2.44907e-16+2.48569e-05j 2.1742e-18+0.00123475j 7.15255e-17+0.000974301j -1.08821e-15+0.00218044j -4.4307e-16-0.000790907j -1.25357e-15-0.00299955j 8.17539e-16-0.000256545j 5.74713e-16-0.00373221j -1.47709e-14+0.00132181j -3.51152e-16+0.000611868j -1.02309e-15+0.00172678j -4.72494e-15-0.000587778j 1.65616e-16+0.00167589j -1.07448e-15+0.003064j 1.21137e-15+0.000264882j 2.02763e-15-0.00106929j -2.55887e-17+0.000917763j -2.51361e-15+0.00277822j -1.03642e-16-0.000633528j 2.91066e-16-0.00088771j 1.51903e-16+0.00133834j 2.21273e-17+0.000541321j 7.47163e-17-0.00103231j 5.08937e-16+0.00097585j 2.06502e-16+0.005957j 2.24558e-15+0.00130433j 9.54003e-16+0.000980349j -2.29042e-16-9.58e-05j 3.62297e-17-0.000442553j -4.14921e-16+0.00204008j 1.02583e-16-0.00235427j -1.95768e-16-0.00227171j 1.44918e-14+0.0015462j 6.91283e-16+0.00200944j 7.68338e-16+0.00518228j -6.60434e-16-0.00418965j -4.50639e-16+0.00578522j 4.9576e-16+0.00220473j -3.34612e-16-0.00310732j 2.65122e-16+0.00276871j 1.25743e-17-0.00237401j 2.62148e-16-0.0047794j -8.83024e-16+0.00550756j 1.95308e-15+0.0030152j -1.31823e-16-0.00211551j -2.18652e-16-0.000592259j -1.32738e-16-0.000678072j 1.54053e-16-0.00170383j 1.55091e-16+0.000388161j 1.74606e-17+0.00086841j 5.21326e-16+0.00432167j 3.96691e-16+0.00142543j -2.72613e-15-0.00140086j 
1.18427e-14+0.00323521j 1.46261e-15+0.00261627j 1.51348e-17-0.00213031j 3.98011e-16+0.00118085j -1.44684e-16-0.00226784j 3.69877e-16-0.000391994j 4.76566e-16+0.00368322j 1.27616e-16+0.00189658j 5.27768e-16+0.0020116j -7.81397e-16-0.00278078j -7.12667e-16-0.00453625j -3.83556e-16-0.00267709j 2.66883e-16+0.000687763j 7.31861e-16+0.00275713j -5.47142e-16-0.00314358j 4.40107e-17+0.0018185j 1.70123e-16+0.000136469j -4.62006e-16-0.000890863j 2.72516e-16-0.0010184j 2.06642e-17+0.00133257j 3.77942e-16+0.000489053j -1.84317e-16-0.00132297j 4.35926e-16+0.00536362j 1.27203e-16+0.00137108j -1.45032e-16-0.000180259j -4.56424e-16-0.00224946j 7.29921e-17-0.00136143j 8.117e-16+0.000240913j -6.14514e-16-0.00343714j 1.87197e-15+0.00193672j -5.32672e-16-0.00199481j 1.67232e-15-0.000144561j -2.56157e-14+0.00259966j 2.83019e-16-0.00031813j 3.14184e-16-0.00141465j 1.93215e-14+0.00228406j 2.52683e-15+0.00397085j -8.10706e-17+0.00106751j 5.19919e-16-1.68054e-05j -1.92944e-15+0.00212671j -4.15195e-17-0.00308039j 8.27871e-16-0.000963934j 4.13682e-16+0.00148792j 2.29526e-16+0.00199718j 2.90963e-16+0.00378869j -3.72651e-17+0.00441405j -7.73049e-16-0.000948664j 1.30191e-16+0.00360661j -1.93147e-17-0.00225848j -3.68445e-15-0.00236928j -9.78898e-16+0.000229372j -3.74303e-16-0.000981151j 2.70499e-16-4.13588e-05j 4.94107e-16-0.00178658j -8.89347e-17-0.000752286j -4.44478e-16-0.00270042j -2.50947e-14-0.00264146j -4.14751e-16-0.00283935j 5.73027e-16+0.00293772j -6.96326e-16-0.00279275j -8.57553e-17-0.0014567j -1.3361e-15-0.00454176j 5.82853e-16+0.00141903j 2.22977e-16+7.83835e-06j -1.27868e-16-4.52679e-05j 2.73533e-16-0.000187961j -3.87922e-17+0.0031376j -2.45874e-15-0.00321944j 6.0443e-16+0.00628442j 1.05481e-16+0.00143249j -2.56778e-16-0.000596763j -6.29981e-16-0.00274902j -3.93806e-16-0.00081629j -2.22046e-16-0.000857392j 6.44842e-16+0.00383647j -3.84181e-16-0.00184772j 4.6549e-15+0.00224351j 
