-0.00118869-0.173618j -0.138492-0.00870818j -0.0175433-0.12243j 0.0268357-0.174666j -0.0852542+0.073162j -0.0312997-0.22922j 0.158777-0.132989j -0.280506-0.0250505j 0.0373963+0.254952j 0.0718091+0.0845576j 0.210168+0.203047j -0.0832595-0.0275526j 0.118977-0.1306j -0.081285+0.163571j 0.172618-0.229596j -0.000781908+0.170072j -0.110855-0.0630234j -0.0609706+0.216867j -0.260842-0.0183949j -0.0844194-0.198736j -0.0428853+0.0474419j -0.078025-0.0490283j -0.0328243-0.016198j -0.0601006-0.0116924j 0.049798-0.00161082j -0.0147227+0.0128179j -0.128089-0.0288446j 0.264974+0.0376348j 0.206698-0.0564622j 0.0112686-0.00940197j -0.101802-0.00860482j -0.0162408-0.0403311j 0.00405337-0.0228118j -0.0594843-0.0586989j -0.0384487-0.0360192j 0.0410674-0.0725035j 0.0926399-0.0312583j 0.0580739+0.0219204j 0.0209649-0.00673131j -0.0330766-0.00676719j 0.0140658-0.00390539j -0.0303658+0.0282223j 0.0165916-0.0118744j 0.00374281-0.0131699j -0.00160607+0.0278677j 0.0259021+0.00976353j -0.0163228+0.00457927j -0.00221765-0.018407j 0.0138778+0.022294j -0.00212138-0.0317457j 0.00576892+0.000355666j 0.00718106+0.0168165j 0.00465774+0.0329789j -0.0161681+0.0241331j 0.00723625+0.00597291j 0.000297128-0.017544j -0.000210027+0.0268691j -0.0349752-0.0131121j 0.00893471+0.00536466j 0.0116913-0.00767104j 0.0180461-0.0020795j 0.00907127+0.0131716j -0.00154904+0.0158883j 0.0106831-0.0148194j -0.00215463-0.00151104j -0.00171178+0.0182337j -0.0152671-0.00242635j -0.0131254-0.00759076j 0.00236647+0.00346494j 0.00796798+0.00859199j -0.00753833-3.69582e-05j 0.00143167+0.0148065j -0.0260095+0.0208879j 0.0253433-0.00553093j -0.00827061-0.00880526j 0.0253423+0.00501707j -0.00724401+0.00165115j -0.0110057+0.00653294j 0.00880079+0.00665j 0.0117845+0.0114042j -0.0089784+0.0131236j -0.0110971-0.0204596j 0.00159685+0.00720826j -0.0118093+0.00306037j 0.00580033+0.0101123j -0.0231039-0.0207609j 0.00941654+0.0122563j -0.00375899-0.0092773j -0.00156619+0.00456136j -0.00465687+0.0205737j 0.0316198-0.00311199j -0.00590799+0.0133825j 0.00101109+0.0103172j -0.0262872-0.0285455j 0.0276008-0.0235645j 
-0.0216477-0.00547939j 0.000840965+0.027847j 0.0219315-0.0253923j 0.000730818+0.00241192j 0.0362923-0.0207362j 0.025216+0.0275744j 0.0117931+0.0360742j -0.000590811+0.0230756j 0.000518069-0.0238689j 0.0283779-0.02137j -0.00152795+0.0171306j 0.000421269-0.0097379j -0.00166884-0.0116552j 0.0140541-0.000377191j -0.0206466-0.0126602j -0.00590236-0.00537108j 0.00273208-0.0161047j 0.00283251-0.00153005j -0.00796216-0.000880884j -0.00226141-0.003494j 0.0226793+0.0154328j 0.0592374-0.0315811j -0.00266028+0.0156903j 0.0170365+0.0303446j 0.0041466-0.0594422j -0.0377832+0.009868j -0.000918458+0.013738j -0.0214671+0.00732334j 0.0329003-0.00361332j 0.00815749-0.0141501j -0.0353294-0.00642305j 0.00569081-0.0208527j -0.0215463-0.0401716j -0.0619799-0.0258618j -0.0213099-0.011428j -0.0490029+0.0217872j -0.0222637+0.00502705j 0.0353649+0.0101337j 0.0568654-0.0714455j 0.0538345-0.0227258j 0.0078467+0.00455214j -0.0593273+0.061304j 0.00355669-0.0109336j 0.052286-0.0166874j 0.0244902+0.0562812j -0.0823999-0.00197583j -0.103057-0.0323867j 0.0641984-0.0252839j -0.0725428-0.0516901j 0.0393905-0.078496j 0.0691561+0.0407284j -0.0217419-0.0468176j -0.0465938-0.0304898j 0.0222962+0.0275648j 0.0508667+0.0430409j 0.0864758+0.0560026j -0.0974516+0.102574j -0.0913127-0.0989342j -0.020766+0.0727874j 0.029297-0.0166978j -0.0275023+0.0261269j -0.0311967-0.0064003j -0.022346-0.0793661j -0.045333+0.000105433j 0.0695433-0.00788581j 0.055138-0.00285693j 0.00421206-0.0117501j -0.0194978+0.0623002j 0.0241634+0.122421j 0.0313+0.0044357j -0.00885068-0.0754399j 0.0450734-0.0335219j -0.0502002-0.146904j -0.0384199-0.0442533j -0.0728391-0.0047285j 0.0428189+0.0405979j 0.0169345-0.0677718j -0.0333501+0.0211268j -0.0098441+0.0473991j -0.0573573+0.0232401j -0.0925923+0.0505393j 0.0181568+0.0820405j 0.0164027-0.0597251j -0.00373327-0.0108235j -0.0728001+0.0910891j 0.0228223-0.0319222j -0.0339123+0.0712973j 0.0551314-0.00509288j 0.0956828-0.0151299j 0.126579+0.0501318j 0.040009-0.10782j 0.0486444-0.0535636j 0.0500731+0.0401802j -0.0545884+0.013013j -0.019303-0.0634987j 
-0.0331632-0.0275987j -0.0207524+0.0423008j 0.0199937+0.0283043j 0.0261263-0.00096027j -0.0285738+0.0658783j -0.0327722-0.0251547j -0.0305025+0.0103911j -0.0165077-0.0331446j -0.0210204-0.00563312j 0.0137679+0.0238929j -0.0201872+0.00906843j 0.0107045-0.0253263j 0.0190981-0.0051833j 0.0243011-0.0398828j -0.000741003+0.0297916j 0.00878388+0.0243795j -0.000757415+0.0142757j -0.0126714-0.0179562j 0.0208312+0.0271835j 0.0141907+0.0173075j -0.0495805-0.00354283j -0.0392079+0.0122738j -0.0408657+0.0197203j 0.013806-0.0091734j 0.00832473+0.00992083j 0.0109319-0.00875964j -0.0282725+0.00865304j 0.0172346+0.0102231j -0.0463843-0.0304067j -0.00199629-0.0120709j 0.0440006-0.017183j 0.00187094-0.00459544j -0.00910022+0.00558294j -0.0238284-0.017025j -0.0332986-0.0283573j -0.0329797-0.0228907j 0.0467086-0.0222269j -0.0170241-0.0559946j 0.0103462+0.0566856j 0.0237291-0.0792164j -0.0171381+0.0561246j -0.0416353+0.0200796j -0.0256135-0.0231094j -0.0413578+0.00662822j 0.00877711+0.0197912j 0.02759-0.00332021j 0.0440133+0.021431j -0.0505853-0.0210591j -0.0248385+0.00435437j 0.0755676+0.0277576j 0.0779194+0.0350134j -0.0219597+0.00690869j -0.0472479-0.0343907j 0.00349405+0.0173069j 0.0353562-0.0390445j 0.0158549+0.0301413j -0.0705233+0.0667794j -0.02887-0.0179117j -0.0108402+0.0233251j 0.012231+0.0503489j -0.0464368-0.0333898j -0.00829187+0.00808458j -0.0343419+0.0105356j 0.00713919+0.0220398j -0.0262729+0.0373256j -0.0183084+0.0219443j -0.0317906+0.00576103j 0.0229605+0.0345435j -0.0438527+0.0487109j -0.0093323-0.0797326j 0.0406816-0.0454468j 0.0631052+0.0368319j -0.00618679+0.0295222j 0.00356991+0.0135853j 0.00254537+0.0619476j 0.0460419+0.0879389j 0.0518201+0.0177405j -0.0280238+0.0105212j 0.0237451+0.00470064j 0.0444645+0.0323881j -0.0164673+0.0592226j 0.023617-0.0144869j 0.00999152-0.0819221j 0.0260342-0.00977007j 0.0338913-0.0299002j -0.0405323+0.00925659j 0.075947-0.0679362j 0.0237188+0.00195317j 0.00722068+0.00919054j -0.0443972+0.00616043j -0.0947281-0.00379163j 0.0346063+0.0110122j 0.010408-0.0892499j -0.0663564-0.0819875j 0.0774979-0.0588049j 
-0.0168687-0.0331342j -0.0229647+0.0260223j 0.00288594+0.0288759j 0.0176546+0.000279374j -0.0385315+0.0377031j -0.0153831-0.0290318j -0.0251403+0.00605846j -0.0215967-0.0122668j -0.00394672-0.00460699j -0.00419521+0.00408771j -0.0129136+0.0162712j 0.0125015-0.0103683j 0.0166748+0.0148223j 0.0211937-0.00610076j 0.00740277+0.0167325j 0.00366174+0.0184201j -0.00304129+0.00876295j -0.00878951-0.0164091j 0.0111236+0.0203303j 0.00145907+0.0142598j -0.0173092+0.00317845j -0.00588149-0.00370763j -0.0366807+0.0189614j 0.038427-0.0253422j 0.0107355+0.0110465j 0.00473167+0.00819954j -0.0163777-0.0127358j 0.018466+0.00127993j -0.0281195-0.0162041j -0.00977675-0.0124949j 0.0411041-0.0128605j 0.0158522-0.00301091j 0.0145516+0.0124974j 0.00364985+0.0209795j -0.0117642-0.00142317j -0.0229104-0.000191097j 0.0637321-0.0384358j -0.00736853-0.0146922j 0.0397024+0.0409633j 0.048411-0.0714262j -0.00152685+0.0465j 0.0188184-0.0270248j -0.00863654-0.00444178j -0.0270273-0.023256j -0.0140086-0.00116396j 0.0193658+0.0118028j 0.0552334+0.0250406j -0.0248796+0.00450938j 0.00317216-0.00472144j -0.0214301-0.00966563j 0.0271507+0.0235078j -0.00993616+0.0192184j -0.000259064+0.0310232j 0.0021153-0.0213585j 0.00980466+0.00142524j -0.01248+0.0364353j 0.00737447+0.0278574j 0.0256163+0.0192488j 0.0319059-0.0280471j 0.0270337+0.0929465j -0.0192338-0.0487136j 0.0195193-0.0102736j -0.0813783+0.0147434j -0.0120781+0.00324616j -0.00220224+0.0323474j -0.00333599+0.0309598j -0.0270738-0.00801066j -0.00526659-0.038662j -0.0377859+0.000493622j -0.0595464+0.0110676j 0.0168602-0.048593j 0.0277037-0.00197554j -0.00378677+0.0321844j 0.00701068-0.0349214j 0.0230883+0.034311j -0.010819+0.0229233j 0.0231675+0.0523213j 0.00396682+0.00628522j 0.0177471-0.0440036j 0.0509718-0.000765889j 0.0112664-0.0153943j -0.00740206-0.0341959j -0.00273279-0.0814348j 0.0426592+0.00392353j 0.0519155+0.00367713j -0.0186248+0.0115694j 0.0187794+0.000166837j 0.0416074+0.00333272j 0.0927033+0.0112843j -0.0613212-0.0233811j -0.0286851+0.018822j -0.00289189+0.0353133j 0.014489-0.0718615j -0.0376867-0.0578911j 0.0488796-0.0433258j 
0.0140758+0.00447416j 0.00276193-0.0151454j 0.00184456+0.00494207j 0.0025857-0.00504505j -0.00292307+0.00351857j -0.0231912-0.0183464j 0.00811393+0.000224138j 0.00627849+0.0145713j 0.00309779-0.00250499j 0.0104572+0.00940784j -0.00868555-0.00286525j -0.00767844-0.0101975j -0.0120305-0.0133046j -0.00244134-0.0102435j -0.000793458+0.00852551j -0.014031-0.00887264j -0.00732535+0.000128364j -0.0026996-0.00451178j -0.00196194+0.00492077j 0.00194206+0.00175332j 0.0224635-0.000806212j -0.0119202-0.000104114j -0.00643006-0.0145478j 0.0107983-0.00829156j 0.00453601+0.0042876j 0.00330639+0.00814346j 0.0128252+0.0123338j -0.010977-0.00225366j 0.0125312+0.0160978j 0.00539594+0.0208538j -0.00729931+0.0125202j 0.0176443-0.0107075j -0.00166615+0.000430848j -0.00307873-0.00127075j -0.000606685+0.00522645j -0.00027426-0.0103161j -0.00288029+0.00210812j -0.00472687-0.00731294j -0.00222787+0.0012194j -0.000489678-0.00107252j 0.0170638-0.00669109j 0.0160064-0.0164982j -0.0135517-0.0214284j -0.00159-0.0195278j 0.0211433-0.0332121j 0.0262099-0.0219432j -0.00522+0.00608815j 0.0249481+0.0156243j 0.00186268+0.0232956j 0.0131801-0.010444j -0.0117821-0.00225708j 0.0184369-0.00641103j 0.0027049+0.000992351j -0.00542262+0.00467159j -0.00892812-0.0126611j -0.0137161+0.00426887j 0.00145683-0.00832501j 0.0181069+0.016751j -0.00622732+0.011635j 4.98768e-05+0.00951811j 0.00721574+0.00326992j 0.000360264+0.0047099j -0.0156256-0.00776482j -0.00438367+0.0194016j 0.00389708+0.0239519j 0.0200721-0.0315211j 0.0152255+0.00551726j 0.0323267+0.00698318j -0.0256926+0.0174509j 0.011808+0.0332945j -0.00227077+0.00645802j -0.0341342+0.0132554j 0.00301962+0.0123306j 0.00815612+0.00431821j -0.00808803-0.0203466j 0.008327+0.00447768j -0.0166028-0.00793111j -0.0247224+0.00464329j -0.0140046+0.0224498j 0.0227309+0.00889517j 0.00318329-0.00759305j -0.00919056-0.0296884j -0.00464435+0.00324512j 0.0138245-0.0103909j 0.0122134+0.00554356j -0.00216705+0.00877841j 0.000176245+0.00723195j 0.00384141+0.00160424j -0.0036041-0.000619065j 0.0028363-0.00409673j 0.00576606+0.0127303j -0.00776772-0.00341587j -0.0124469+0.00229108j 0.0140125+0.00514739j -0.00732802+0.0141765j 
-8.02448e-05+0.00694457j 0.0074236-0.00342934j 0.00627767-0.00564518j 0.0026194-0.0150338j 0.0114366-0.0166827j -0.00253003+0.00248197j -0.00921068-0.0098502j -0.00126663-0.00295319j -0.00852593-0.000310402j -0.00991623+0.00607j 0.0114286+0.0049811j -0.00144392-0.0165454j -0.00380052+0.0102651j 0.0100367+0.00555138j -0.00798648+0.00257056j -0.0217676-0.0128891j 0.00947488+0.0188116j 0.00138081-0.00350163j -0.0253231-0.0114867j 0.0129328+0.0186783j -0.00626786+0.00174026j -0.00255813+0.00462939j -0.00231812+0.00473275j -0.00439079-0.000133743j 0.000113255+0.007539j -0.00440291+0.0073651j 0.00268183-0.00183127j -0.0076322-0.0150988j -0.00963882-0.00271966j -0.0053806-0.0114202j -0.0012855-0.00376471j -0.00503232-0.00034052j -0.00198998-0.00507781j 0.00194926-0.00889723j -0.003193+0.00646256j 0.00376795+0.00477201j -0.00425842+0.0061731j 0.00167252-0.00428168j -0.00303639+0.00171197j 0.0012122-0.00347615j -0.0116022+0.00391857j -0.00831742+0.00675306j 0.00395438+0.0172311j 0.00393404+0.00996626j -0.00802875+0.0122492j -0.0205588+0.00503226j -0.00139985+0.00216501j -0.00744518-0.0126509j 0.00115971-0.0145646j -0.0115406+0.0044131j 0.00192206-0.00656022j -0.000665715-0.000878047j 0.0043847-0.0118505j 0.00197421-0.000101724j 0.00551904+0.00633459j 6.46502e-05-0.00502057j 0.00433137-0.00590438j -0.0067789-0.00575364j -0.00842039-0.00775304j -0.0112411-0.0108356j -0.00561209-0.00806611j 0.00277793-0.00334468j 0.00376186+0.00134384j 0.00866751-0.0171577j -0.0018401-0.0147995j -0.0101873+0.0193129j -0.0119106-0.00807757j -0.017203-0.0055182j 0.0181496-0.0119874j -0.00541156-0.0123594j 0.00186913+0.00665417j 0.0140215-0.0110061j 0.00519711-0.0120908j -0.000678213-0.0093297j -0.000644985+0.00683521j -0.0152779-0.00433459j 0.00642662+0.000823272j 0.0180431+0.00116914j -0.000607498-0.00842786j 0.00068137-0.00300186j 0.00614715+0.00287981j -0.00487833+0.0134612j 0.000929859+0.00531221j -0.00834152+3.63889e-05j -0.005075-0.00547648j 0.000272043+0.00625618j -0.00163961-0.00606434j -0.00462616-0.00203253j 0.00586323+0.00129623j 0.00424637-0.00942214j -0.00947997+6.83267e-05j 0.00162478-0.00171295j -0.00348424+0.00750448j -0.00362136+0.0111498j -0.0104208+0.00460721j 
-0.00302166-0.00385657j -0.00630941+0.00318225j -0.00753592-0.0170262j -0.00584508-0.0152796j -0.015642+0.0088316j -0.00767764+0.00959794j 0.00271376+0.00254268j 0.0102719-0.00470606j 0.00775548-0.0149088j 0.000596923-0.00201814j 0.0155363-0.00716704j -0.00152632-0.0167791j 0.00759562-0.00888852j -0.0204544+0.0165318j 0.00534563+0.00748568j -0.00802948+0.0147243j 0.0238985-0.00192025j -0.00463672-0.00753046j 0.000184942+0.0138661j -0.00753977-0.00011582j 0.00287386-0.00105903j 0.00243486-0.00882136j -0.00343465-0.00135995j -0.00233735+0.000284742j 0.00107765+0.000345421j -0.000401489-0.00822882j 0.00747195-0.00243971j -0.00560308+0.0110163j -0.010677-6.7339e-05j -0.00269761-0.00245444j 0.00732309+0.00327183j -0.000937184+0.00582964j 0.00217949+0.00813551j 0.0027536+0.00318359j 0.00369375-0.00564185j -0.00493458+0.00526141j 0.00799538-0.0021357j 0.000495569+0.00166671j 0.00236108+0.00240668j 0.00309756+0.000562611j -0.00244084-0.000480093j -0.00858594-0.00333192j 7.18472e-05+0.00408733j -0.00299549-8.04079e-05j 0.0122478-0.00223155j 0.0068846+0.00192253j 0.00411649+0.0123419j 0.00307204-0.000383781j 0.00682001+0.00160378j 0.00408695-0.0067493j 0.000590748-0.00722846j -0.00193472+0.0018047j -0.0123634-0.00484722j -0.00419177-0.00569088j 0.000765627+0.00115081j 0.000419684+0.00113234j 0.00113652+0.0133838j 0.00113476+0.00320035j 0.0102901-0.00350651j 0.00694881+0.00428605j 0.00100452-0.000929415j -0.00232764-0.00112118j -0.00353755+0.00122374j 0.00106434+0.00437774j 0.000227739+0.00536128j -0.00183241+5.15153e-05j -0.00437379+0.00301926j -0.00237497-0.00124292j -0.00253715+0.00383676j -0.0112434+0.00432011j -0.00321431-1.91905e-05j -0.00751062+0.00620948j -0.00269045+0.00549035j 0.00271688+0.00187459j -0.00124998-0.00561169j 2.88985e-05+0.0143991j 0.00821229+0.0140252j 0.00734713-0.011255j 0.00484043-0.00138026j 0.000147702-0.00839259j -0.000600675-0.000917601j 0.00263917-0.00121684j -0.000190359-0.00701391j -7.86511e-05+0.00145273j -0.000405231-0.000726357j -0.0014592-0.000606776j 0.00589533-0.00226515j -0.00223971-0.00133073j 0.00256706+0.000755882j -0.00521209+0.00519494j 0.0037967-0.00461239j 0.00662037+0.00185949j 0.00436099-0.00513337j -0.00519911-0.00239924j 0.00569527-0.00784745j 
-0.00448495+0.00807959j 0.0108506+0.0020295j -0.00962335-0.00831152j 0.00393233-0.00807134j -0.016085-0.00653175j -0.000112305+0.0127762j 0.0133586-0.0150084j 0.00722236-0.0199143j 0.00151787+0.00313436j -0.00366951+0.00579598j 0.011065-0.0080022j -0.00112138+0.00322179j 0.0193967-0.00831235j 0.0120788-0.00240645j -0.00125799-0.00222673j 0.00942901-0.00857774j -0.00699462+0.0168038j -0.00983951+0.00860181j 0.0012703-0.00606764j 0.00438755-0.00730713j 0.018884-0.00688886j 0.0159832+0.00701791j -0.00956712+0.0123763j 0.0116768+0.00859606j 0.00588367-0.0218081j -0.00871967+0.0177777j 0.000545209+0.00590838j -0.00647753+0.00269025j 0.00328056+0.0106129j 0.0131293-0.00587026j -0.0159729-0.00925632j -0.00517723-0.00236828j 0.0170252-0.00676811j -0.00754333-0.0125965j 0.000101068+0.00598726j 0.0128455-0.00297363j -0.00572888+0.00300921j -0.00457016-0.0023444j -0.0120014-0.00661246j -0.00201429-0.00603157j 0.0155665-0.000868542j 0.0105173+0.021439j -0.0110355+0.00565679j 0.0107282-0.0135657j -0.0306621-0.0112034j -0.0379238-0.0175018j -0.022312-0.0302855j -0.0397248+0.00390241j -0.0159365-0.0103383j -0.00578456+0.00955967j 0.00380922+0.0406018j 0.02278+0.0192153j 0.0155454-0.00231697j 0.0178093+0.0123911j 0.00833027+0.00693878j 0.0116117-0.00594117j -0.00661492-0.0208576j 0.000493973-0.00392974j -0.000520881-0.00371575j -0.00259513+0.000260763j 0.0041032+0.0012216j 0.00578051-0.0025787j 0.00213011+0.00743316j -0.00593363-0.0131334j 0.00300091-0.00395031j 0.0202603-0.0271073j 0.0152933-0.0132362j 0.0196657+0.00275594j -0.00875953-0.0182966j 0.021332-0.0133607j 0.0204824-0.0107305j 0.0229607-0.014767j -0.0115555+0.00278564j -0.00711881-0.0161203j 0.0218464+0.0271227j -0.00356591-0.0301346j -0.00493311-0.0464733j -0.0221097+0.0180539j -0.0198725+0.012009j -0.00615618+0.0145466j 0.00419745-0.0118059j -0.0188604-0.00494244j 0.0054674-0.00174636j 0.00785383+0.00338313j 0.00481645-0.0132553j 0.00816723+0.00433941j -0.00238362+0.00730864j -0.0114135-0.00237154j 0.00728248+0.00117425j 0.00582076-0.00250025j -0.0038992-0.00678316j -0.000199215-0.00181173j 0.004747+0.00569295j 0.0023976+0.00665758j -0.00617741+0.000393919j 
-0.010167-0.0283093j -0.024615+0.0102936j 0.00289207+0.0179887j 0.0130489+0.000712162j -0.0188394+0.00334059j -0.0174686-0.00119516j -0.0154234-0.00412485j -0.00335044-0.0106119j -0.00515412-0.00851587j 0.00290377+0.00292582j -0.0114202+0.00812246j 0.00696252-0.00287913j 0.0124452+0.00221167j 0.0172776-0.00388982j -0.000428465+0.00711105j 0.000479909+0.00154611j -0.00807221+0.0137385j -0.00555635-0.0058276j 0.00282565+0.00827249j 0.00361129+0.00621294j 0.000851718+0.00315056j -0.0031103-0.00156263j 0.00331316-0.0277661j 0.00348734+0.00280381j -0.0106017-0.00788846j 0.00319406+0.00538578j -0.00652749-0.00673019j 0.00502364+0.00840929j -0.0122747-0.0242528j -0.00196344+0.00402606j -0.00192399+0.00428602j 0.00534145-0.00776111j 0.0154251-0.0137547j -0.00372182+0.00676903j -0.00321063+0.00563347j -0.00876288+0.00802751j 0.0153783+0.00611932j -0.0138893+0.0086373j 0.0127535+0.0189289j -0.000748612+0.0203679j -0.0109652+0.0167799j 0.00452218-0.00324188j -0.0144044+0.00401408j -0.043895+0.00646522j -0.00456984-0.00158425j 0.0312308+0.0029108j 0.0457237+0.00503513j -0.0346914-0.0048248j 0.00325896+0.0133664j 0.00432686+0.0172439j 0.0465155+0.0107159j -0.00535295+0.0237149j -0.0166199+0.0258282j 1.05403e-05+0.00110413j 0.0210984-0.0219588j -0.0150462+0.0581391j -0.00801398+0.0376018j 0.0110261+0.0107134j 0.0201712-0.00444747j 0.0281744+0.00330262j -0.0205678+0.0128709j -0.0500537-0.00499823j -0.0151705+0.0455384j -0.00549973+0.0427452j -0.00813294+0.0354263j -0.0138221+0.0482332j 0.0236886-0.0160891j -0.00509437+0.0190301j -0.0245044+0.00576659j -0.0238952-0.0351147j -0.00299507-0.0169249j 0.0247655+0.0194537j -0.0196222+0.0452009j -0.0324676+0.0184575j 0.00887189+0.00878328j 0.0198697-0.00590124j 0.0018389-0.00676137j -0.0116895-0.00116526j -0.0109991-0.0226794j 0.00871681-0.0108956j -0.0218974-0.0176804j 0.0373813-0.0156513j 0.0254331-0.0387048j -0.0528737-0.0265571j 0.00532259+0.0350967j 0.016282-0.0131994j 0.0197963-0.0237547j -0.0173076-0.000986792j -0.0399036+0.00416525j -0.0178991+0.011408j -0.00382811-3.57663e-05j 0.0118962+0.000785967j -0.00386174-0.0334698j -0.0149162-0.0362884j 0.0326295-0.0110142j 
0.0115812-0.00359522j -0.00664986-0.0097386j -0.00471809+0.000330866j 7.76263e-05+0.00141539j -0.000777328+0.00306568j 0.000843295-0.00295301j -0.00731018-0.00499348j 0.000406869-0.00796781j 0.00397516+0.00249709j -0.00343457+0.00803196j -0.000595687-0.0071859j 0.00255001+0.000142769j 0.00204728+0.00316497j 0.00290905+0.004535j -0.00193321+0.000788183j -7.57777e-05+0.000127282j 0.00114323+0.00143266j 0.00222695-0.00291431j -0.00376128-0.00134355j 0.00593976-0.00176259j -0.00864383+0.0114757j -0.00526157+0.0212484j -0.00319306+0.00374157j -0.0205847-0.00544606j 0.00778203+0.0102189j 0.00526786-0.00231192j 0.000914299-0.00666291j -0.00493657-0.00725811j 0.00980431+0.0043675j -0.00870362+0.00151049j 0.00291071+0.00607585j -0.00320809+0.00574508j 0.00239512+0.0138953j -0.000142534-0.00724141j -0.000162639-0.0110227j 0.000281757-0.0162721j -0.0101161+0.00573999j -0.0174418-0.00719651j 0.0243933+0.0206633j -0.00959427+0.0145626j -0.00472513-0.016043j -0.00403822+0.000545383j 0.00309116-0.00952545j -0.00160546-0.00700132j -0.00447852+0.00393581j -0.00428422-0.0103985j -0.00598411-0.0202069j -0.00372101+0.0115573j -0.0119764+0.00987154j -0.0113495+0.0180588j -0.0236403-0.0305439j 0.00798937-0.026523j 0.0120429+0.0129025j 0.0133139+0.00195472j -0.033483+0.021949j -0.00764304-0.00387063j 0.0143848+0.00600071j -0.00653054+0.00161834j -0.0191914-0.00134144j 0.00896451+0.00675861j 0.0236151-0.0115958j -0.00118407+0.0031108j 0.0022511+0.0226126j -0.00944615-0.000957148j -0.00549229+0.00296239j -0.00566027+0.011813j -0.000868057+0.0046272j -0.0160846-0.00530467j 0.00386493+0.0133158j 0.00351637+0.000692407j 0.00432755+0.00513255j 0.00407759-0.0174824j -0.00361636+0.00422368j -0.00249575+0.0145843j 0.00303425-0.0127822j -0.00496191-0.0405919j 0.013586+0.00557765j 0.00158436-0.00413378j 0.0181676+0.00765692j 0.0131343+0.00332j 0.000466663+0.00658936j -0.0135329-0.01378j -0.005456-0.0199249j 0.0384063+0.00307904j 0.0195159+0.0385269j -0.0141949+0.0179981j -0.00448307+0.0277627j 0.00120579-0.00767847j 0.0068221-0.00929385j 0.00469378+0.00578156j -0.00172987+0.0165157j -0.00904719+0.000487695j 0.00451581-0.0229111j 0.0353049-0.00133817j 0.000295279+0.0165115j 
0.011834+0.00586755j -0.00112956-0.00946022j -0.0070179-0.000240781j -0.00463562+0.0105123j 0.000456295-0.010805j 0.00862399+0.000583144j -0.00271337-0.00343092j 0.00723452-0.0104524j 0.00494161+0.00817105j -0.0092902+0.0121156j 0.00597224-0.021035j 0.00251029+0.00644077j 0.00896244-0.00339503j -0.000692682-0.0015724j -0.00408958-0.00274578j 0.00189679+0.00746919j 0.00753572+0.0038879j 0.00341766+0.00457493j 0.000428022-0.00306548j -0.000147865+0.0138699j -0.0106653-0.00267717j -0.0112967-0.00810368j -0.00738741-0.013121j 0.000858516+0.0124249j 0.00123418+0.0046326j -0.00199+0.0150535j 0.00228604-0.00844686j -0.000590111+0.00199372j 0.00131456-0.00392131j -0.00166893-0.00240777j -0.00307747+0.000633055j 0.00656347-0.000570394j -0.0027994-0.000520584j 0.00119018-0.0110136j 0.00181016+0.00767486j 0.0084363-0.0057445j -0.00396373+0.0150344j 0.00964157-0.0190006j 0.0115671+0.034433j 0.00181819+0.00535707j -0.0136098-0.00688988j -0.00270736-0.00837925j -0.00690037-0.000515638j -0.0260316-0.0198648j -0.00418477+0.00128711j -0.000814007+9.22523e-05j 0.00710152-0.0018664j 0.00609892-0.000575842j -0.000977842-0.0132799j -0.000586598-0.00169285j -0.00840165-0.0140333j 0.00811819+0.00638787j 0.00868411-0.000869246j 0.00536237+0.0121637j -0.00159969-0.0210848j -0.0240021+0.0176747j -0.00289647-0.00523977j 0.00725298+0.0104383j 0.00501945+0.00173787j -0.0180277-0.00562696j -0.0208173-0.0168779j -0.0201329+0.0122543j -0.0241043+0.0211152j 0.0212418+0.00519522j -0.0103679+0.0167575j -0.00762491+0.0168707j -0.0193253+0.00229467j 0.00228276-0.00237191j -0.00523029+0.00424543j -0.00521007-0.00408177j -0.0141186+0.00175484j 0.00553135-0.00339932j 0.00123467+0.00377917j -0.0107085-0.00283501j -0.0014598-0.00754473j -0.00648253-0.0185818j -0.000790794-5.75838e-05j 0.00474446+0.00676097j -0.000196274-0.0102114j 0.0195492-0.00497002j 0.00465996+7.62349e-05j -0.0165941-0.00789627j 0.00876723-0.0208544j 0.00202331-0.0211736j 0.0314285+0.0188556j 0.0111694+0.0207773j 0.00626359+0.0116083j -0.00383623-0.00419965j 0.00274785+0.000815559j 0.00784223+0.00282153j 0.0107974+0.0203637j -0.00523722-0.00653837j -0.0549167-0.000356032j 0.00856693+0.0179092j -0.0311257+0.0203071j 
