-0.00476234+0.00573029j 0.0041589+0.0065888j 0.00459105-0.00192948j -0.00207116-0.00553848j 0.00347033+0.00600083j 0.011868+0.00314461j -0.0029265-0.00727922j 0.00454581-0.0106907j -0.0119261+0.00694012j -0.00850362-0.00242166j -0.00353111+0.000339772j 0.00982047+0.00563376j 0.00679144-0.00346458j 0.00726288+0.00251629j -0.00806861-0.00783994j 0.000849084+0.0108257j -0.00446693-0.0114035j -0.0119748+0.00707631j 0.000857983-0.00128206j 0.000893461-0.0030842j 0.00604936+0.00871088j -0.000133707+0.00511379j -0.00674554+0.00688454j 0.0138115-0.0145329j -0.00466255-0.00926737j -0.00683491-0.0073665j -0.00114292+0.00893406j 0.00404168-0.00322129j -0.000420542+0.00619706j 0.0016828-0.00183774j 0.00645146+0.002317j -0.00946858-0.00284998j -0.0011473+0.00279085j 0.00667216-0.00183865j 0.00979496-0.00161322j 0.00750389+0.000326306j 0.00147581+0.000545988j -0.00483551+0.00385419j 0.00287898+0.00822306j -0.00023123+0.00644627j 0.00313673-0.00207832j 0.000623638-0.00499262j 0.000732922-0.00814481j -0.00633613+0.00439764j 0.00576966+0.0134377j -0.000579909+0.00521065j 0.00379914+0.0088307j -0.00114395-0.00363639j 0.000240876+0.00420765j -0.00672272-0.00381548j 0.00866856-0.00170298j -0.00140252-0.00117749j 0.00768724-0.0058013j -0.00702152-0.00212494j 0.0039372-0.00029918j 0.00099593+0.00304171j -0.00598402-0.00105697j 0.0019894+0.00194765j 0.00276948+0.000306354j 0.00550206-0.00418302j -0.00426009+0.00131429j 0.00139278-0.000719561j -0.00323349+0.00509195j -0.000758859-0.0047319j 0.00140642+0.00497884j -0.000264667+0.00160074j -0.00446312-0.00095093j -0.00163837-0.00527911j 0.000683965-0.00039252j 0.000317581+0.0037773j -0.00491077+0.000681069j -0.00062012-0.00238229j -0.000185193+0.000752555j -0.00228472-0.00786908j -0.00231237+0.000751958j -0.000216732-0.000202066j -0.00479307-0.00135797j -0.00377953-0.00104866j 0.0027332-0.0010486j -0.00471502-0.00268973j 0.00111833+0.000151739j 0.0017462-0.00461317j 0.00198316-0.00566648j 0.000373568-0.00134681j 0.00145684-0.0013238j -0.00277977+0.000531567j 0.000385891-0.00461559j -0.000221653-0.00152867j 0.00347944-0.00540972j -0.00289704-0.00199051j -0.00478137+0.00268736j 0.00739147+0.00022832j 0.00168327-0.00851764j 0.0170841-0.0121685j 0.00834411+0.0178475j 
0.00295519-0.00227643j -0.00299072+0.000408683j 0.00133803-0.000843008j 5.99984e-05+0.00851134j -0.00241598+0.00163129j 0.00183178-0.0106054j 0.00424417+0.0090001j -0.00377843-0.0039558j -0.00233066+0.00798833j -0.00133659+0.015802j -0.00262465+0.0112822j 0.00126948+0.00893912j -0.00740106-0.00669241j -0.00178984+0.00688025j 0.00381318-0.00167118j -0.00163714-0.00171826j -0.00469166+0.000907093j 0.000454867-0.00297314j -0.0119296-0.0187815j -0.00157827+0.00360822j 0.00220594-0.0105137j -0.00651367-0.00272933j -0.00609603+0.00236592j -0.00125004-0.00750903j 0.00866154+0.00768135j 0.00271151+0.00804043j -0.00743722+0.00359318j 0.00497636-0.00197067j 0.0026862+0.00849812j -0.00148544-0.00283149j -0.00377155-4.25843e-05j 0.000694115-0.000835197j 0.0121805-0.00497917j -0.00879802+0.00314171j -0.000706009-0.00160552j 0.00543422+0.000850584j -0.00735333-0.00432246j -0.00176197+0.00351172j 0.00149214+0.00493736j 0.00635664-0.00275682j 0.00125524-0.000750702j -0.00401842-0.00126991j 0.00246657-0.00388345j -0.00108941-0.00394099j 0.00381332-0.00325724j 0.00212511-0.000898576j 0.00065399+0.00460141j 0.000938163+0.00339102j 0.00556587-0.00174875j -0.00380932+0.00528302j -0.00562456-0.00242814j -0.0044729+0.00304176j 0.000258889-0.00108585j 0.0024358-0.000268652j 0.00122192-0.00210353j 0.000756379+0.00720055j -0.000534582+0.00511755j -0.00272756+0.00203183j 0.00373758-0.0032016j -0.00178718-0.00652393j -0.00451287+0.00250647j -0.00324478-0.00152756j -0.0022823+0.00344472j -6.67562e-05+0.000763515j 0.00715395+2.18445e-05j -0.00170496-0.000473817j 0.000210073+0.00462612j -0.00328614+0.00139684j -0.00181875-0.00234831j -0.00276976+0.00572253j -0.00408915+0.00585954j 0.00471531-0.00787672j 0.00269427+0.000502715j 0.0086422-0.00286309j -0.0011088-0.000953564j 0.00347331+0.00127121j -0.00837865-0.00187035j -0.00454117+0.00303955j 0.00272372-0.00413539j 0.00401275-0.00759201j -0.00266037+0.000941821j 0.00108678-0.00110943j -0.00403735-0.00239901j 0.00283779+0.000162193j 0.00455049-0.000941146j 0.00152634-0.0052358j 0.00330388+0.000597996j 0.00473667-0.00452718j 0.00500944-0.000152349j -0.00474598+0.00268665j -0.00163125+0.00157595j 0.00243287-0.00055793j 0.00298669-0.000246204j 0.000845761-0.00405574j -0.00240255-0.00305181j 
0.00238056-0.00048582j 0.00338866+0.00198839j -0.00593147+0.00173902j -0.00653673-0.00726282j 9.76242e-05+0.00288885j 0.00403218+0.0130025j 0.00126223-0.00950653j -0.00400082+0.00560789j 0.00515378+0.00121067j -0.00132363-0.00149415j 0.00571337+0.00148463j 0.000399767+0.00963445j 0.00152216-0.00769896j -0.000537146-0.00138914j 0.00580786+0.00722622j 0.000489154-0.00866599j 0.00859997+0.00949116j 0.000715334+0.00613031j 0.0102972-0.00791459j -1.73115e-05+0.0028061j -0.000751569-0.00763103j 0.00315841-0.00256199j 0.00130889+0.00437221j -0.00358538+0.00651585j -0.00275783-0.000162326j 0.00379168+0.00253855j -0.000280492+0.00284621j 0.0103412+0.000936566j -0.00577231-0.000350902j -0.00293966+0.00731355j 0.00903028+0.00479662j 0.000959318-0.000543879j 0.00152049-0.00117649j -0.00734474+0.00406892j 0.000486154+0.00575459j 0.00436501+0.0007621j -0.00328231+0.00021164j -0.00239967+0.00848726j -0.00546844-0.00343135j 0.00539125-0.00444724j -0.00192763+0.00159693j 0.00695101-0.000712943j -0.00917668-0.00017036j 0.00150761+0.00167727j 0.000167725-0.00273279j -0.003966-0.00175967j -0.00338254+0.0040029j -0.00312208-0.0023811j 0.000147766+0.000961722j 0.00403979-0.000117922j 0.00574778+0.00338863j 0.006343+0.000605351j -0.00514913+0.00316378j -0.00249613-0.00031589j 0.00244031-0.00100154j 0.0018433+0.00222348j 0.00742299+0.00326607j 0.00213306+0.00258564j 0.00147716+0.00149264j -0.00415846-0.00216696j 0.00528484-0.00109556j -0.00551366-0.00296359j 0.00369994+0.00373434j -0.0015944+0.0027738j 0.00609572-0.000895335j -0.0121888+0.00183359j 0.00141469+0.00225222j -0.00241093+0.000940997j -0.0069827-0.00560354j 0.00570131+0.00326252j 0.00309805+0.00337191j 0.00134265-0.00570146j 0.00506527+0.00287067j 0.00524325-0.00120816j -0.00688729-0.00497757j 0.0045587+0.00330182j -0.0076245+0.00226163j -0.00851343-0.00418376j 0.000826271-0.0066679j -0.0031626-0.00503518j 0.000377086-0.00151889j -0.0017181-0.00273022j -0.00502868-0.000799251j 0.00161476+0.000269497j 0.00323298-0.00413385j 0.000642141-0.00243645j -0.00381198+0.000483713j -0.00135043-0.00353707j 0.0017346-0.00171321j -0.00119291+0.00027783j -0.00392804-0.00428197j 0.00118598-0.00111212j 0.000114564-0.00252882j 0.00187766+0.00192853j 0.000464519+0.00409721j 
0.000795552+0.00576246j 0.00393496+0.000994057j 0.00150889+0.00217092j -1.23654e-05+0.00227962j 0.00293875-0.00194646j 0.00165285-0.0180911j -0.00226193+0.00357067j -0.000412168+0.00431386j 0.00342686-0.0095489j 0.00547781-0.00458334j -0.00264085+0.00896031j 0.00106357-0.0015171j 0.000313811+0.0204942j -0.00156363-0.00308426j 0.00862057+0.00186846j -0.00105251+0.0250973j 0.00430438+0.0127875j 0.00752526+0.00802934j -0.00240791-0.00380501j 0.00515614+0.00421084j 0.00085907-0.00808667j -0.0044988-0.00370114j -0.00331731-0.000750329j -0.00236034+0.00808153j 0.0049362-0.00642688j 0.0015044-0.00688146j 0.00297913+0.000590729j 2.74251e-05+0.00360611j -0.00135867+0.00586662j -0.00365851-0.00274269j -0.00438496-0.000743604j 0.00105753-0.000390657j -0.0057792+0.0029562j -0.00384723-0.00315846j 0.00185957-0.00751837j -0.00162228+0.000414921j 0.00523175-0.00636155j -0.0103412-0.00914783j -0.0021613-0.0105814j 0.00303999+0.00149379j 0.000250166+0.00484692j 0.00562218-0.00191173j -0.00563283-0.000573765j 0.00470972+0.00494906j 0.00106674-0.00221244j 0.000569968+0.00687438j 0.00402728+0.000311561j 0.000984875-0.00078538j -0.00247879-0.00183863j 0.00215675+0.00331401j 0.00476935-0.00298767j -0.00171269+0.00577182j -0.000584641+0.000435774j -0.00272169+0.00121718j -5.92137e-06+0.00564878j 0.000439609-0.00198615j 0.000575486+0.0003232j 0.00265794+0.000347246j 0.00537575+0.00333166j 0.000282473-0.00329436j 0.000561886-0.000609365j -0.00348338-0.000998876j 0.00443502+0.0042855j 0.000285839+0.00294736j 0.00436319-0.00344408j -0.00104487-0.00318093j -0.0014342-0.000134482j -0.000123742+0.00526052j 0.000295499+0.000276886j 0.00362997-0.00193619j -0.00270741-0.000570125j -0.00139929-0.000881775j 0.00141378-0.000411936j 0.00137037-0.00155694j 0.000886421-0.00352243j -0.00245062-0.000697307j -0.00406727+0.00296093j -0.00369124-0.00384493j -4.85134e-06-0.00187127j 0.00557137-0.00130878j 0.00251138-0.00350869j 0.00287479-0.00345125j -0.000651208+0.000325174j 0.00130709-0.000814504j 0.00301672-0.00132724j -0.000211548+0.00277631j 0.000472385-0.00276912j 0.00217318-0.00210314j 0.00911097-0.0020868j -0.00163817-0.0023475j 0.00301132-0.00186788j 0.00264126-0.00079997j 0.0031235-0.00168834j 0.00216128+0.00247598j -0.00222982+3.35369e-05j 
-0.000218509-0.00235264j -0.000173779+0.000180264j -0.00116621+0.0030574j 0.00286525+0.000401622j -0.00370338-0.00689172j -0.00395481-0.00922364j 0.00379528+0.00378674j -0.00300248+0.001695j -0.00564433-0.0111088j -0.00706226-0.000713929j -0.00206199-0.00611322j 0.000916121-0.0078082j -0.00857145+0.0037338j -0.00293578+0.00107793j 0.0015755-0.00559758j -0.00345614+0.00674268j -0.00155889-0.00722558j 0.00020699-0.00667371j 0.0033003+0.0140197j -0.00162302-0.000338716j 0.00317256+0.0108266j -0.0101791+0.0015144j 0.00227123-0.000271611j 0.00207705-0.0024468j 0.00294726+0.00200391j -0.00853091+0.00139082j -0.00377633-0.00109133j -0.00293426+0.00417348j 0.00660395-0.00155261j -0.00905754+0.00130084j 0.00318614-0.00322257j -0.00127967+0.000704561j -0.00311033+0.00177463j -0.00955792+0.00159696j -0.00613859+0.00058795j 0.0103346+0.000956828j -0.00664996-0.00328782j 0.00416012+0.00591647j 0.000321154-0.00207357j -0.00180468-0.00320268j 0.00242516+0.00268719j -0.00955029-0.00241816j 0.003016+0.00153573j 0.00237555+0.00435482j -0.000827221-0.000256901j 0.00323586+0.00607682j 0.000810247+0.00292823j -0.00151478+0.00617658j -0.00333542-0.00970231j -0.00240464+0.000245234j -0.00153206-0.00214741j -0.00183945-0.0012711j 0.00311288+0.00783283j 0.00024814-0.000880867j -0.000202708+0.00168369j -0.00124944-0.000500397j -0.00344099-0.00272583j 0.0032195+0.00355729j -0.00164163+0.00137638j 0.00258792-0.00464675j -0.000861675-0.000916063j -0.000349968+0.000103249j -0.00256499-0.00156323j -0.00149645+0.0031111j 0.0016948+0.00662902j 0.00124432+0.00552578j 0.00119728-0.00337268j -0.000264133-0.000497531j -0.000631348-0.00210598j 0.00117107-0.00186007j -0.00140519+0.000776542j 0.00115493+0.00312654j 0.000912194-0.00242508j -0.000935438-0.00267033j -0.00341077-0.0036867j -0.000361149-0.0041685j 0.00102448+0.000398364j -0.000414865+0.00268253j -1.95495e-05+0.00174587j -0.00212649-0.00173486j 3.53599e-05+0.00254694j 0.00138633-0.000668931j -0.00265905+0.00416549j 0.000742822-0.00186143j 0.0013352-0.00342907j 0.000484106+0.00226045j -0.000750897+0.00466179j 0.000304044+0.000722675j 0.000743122-0.00180347j -0.000635194+9.87535e-05j -0.00123848+0.00287375j -0.000849928+8.45366e-05j 0.00123529-0.00153774j -0.00117048+0.000533769j -0.0010565+0.00154633j 
-0.00146621-0.00639605j 3.97698e-06+0.00165997j -6.08004e-05-0.000326639j -0.0070612-0.00190493j 0.0018358-0.00263521j 0.00304727+0.00349454j -0.00495272+0.00213545j 0.00457072-0.00132441j 0.00565836-0.00466728j 0.00240098+0.00385209j 0.00434771+0.0018207j 0.00534864-0.00595388j -0.00265144+0.018513j 0.00127654+0.000499078j 0.00579378+0.000671283j -0.000968437+0.00558967j 0.00278241+0.00119113j 0.000418127-0.00325453j 0.00134253-0.00137586j -0.00086081-0.0027211j 0.000516294+0.00144346j 0.000728742+0.00277343j -0.00012122+0.00224195j -0.00478781-0.00093205j 0.00292886+0.00186202j 0.00639108+0.00598663j -0.00622125-0.00547866j 0.00696605+0.0028493j 0.00290441+0.000365303j 0.00984845-0.00683754j 0.00038797+0.000180044j -0.00123058+1.60842e-05j 0.00420975+0.00278088j 0.0072201-0.00347133j 0.0031437-0.00482464j -0.0116534-0.00635042j 0.00395235+0.000156675j -0.00492129-0.00816678j 0.000614734-0.00171292j 0.00184186+0.00553163j 5.33263e-05-0.00314607j 0.00728053-0.00395122j -0.00361503-0.00125303j 0.000611568+0.00121882j 0.000309847+0.00146852j -0.00429692-0.00444327j -0.0072081+0.00702564j -0.00280426+0.00345405j -0.00301768+0.000166567j 0.0049943+0.00564967j 0.00850213+0.000826384j 0.00397628+0.00101388j -0.0043398-0.00158277j -0.00198106+0.00300902j -0.00672751+5.63974e-06j -0.00361474+0.00516971j -0.00175015-0.000296526j -0.000124526+0.00323957j 0.00257791+0.00177201j 0.00912076-0.002425j -0.00259049+0.00278088j -0.00220602-0.00223025j 0.00395708+0.000111092j -0.00481068-0.00208307j 0.00855553+0.00153906j -0.00258472-0.00241435j -0.000489585-0.000205718j 3.56138e-05+0.00037955j -0.0025034+0.00384203j 0.00431793-0.000518277j -0.00816409+0.00114665j -0.00265988-0.00114383j -0.00155443-0.00164326j -0.00258077-0.00273801j -0.0117434-0.00769241j 0.00217838-0.000652761j 0.00571446+2.08554e-05j -0.000984163-0.00606379j -2.19944e-06-0.00165414j -0.00852326-0.00348662j 0.0026709+0.000628157j -0.00357537-0.000234492j 0.00233028+0.00168387j -0.0014923-0.00011113j -0.00540113-2.7688e-05j 0.000450424+0.00050047j 0.00396602-0.00279935j 0.00143788-0.00147585j -0.00584272-0.00414594j 1.68191e-05+8.52576e-05j -0.00431123+0.00114234j -0.002681+0.00455088j -7.45838e-05+0.000421566j -0.00317033-0.00183722j -0.00119706+0.00165998j 
0.00204929+0.00104627j -0.00239979-0.00218689j 0.00264939+0.0108549j 0.00393068-0.000620122j -0.00943953-0.0106541j 0.00208261+0.0109457j -0.00824891-0.0112164j -0.00132298-0.005386j 0.00146118-0.00226474j 0.00140696+0.00307441j -0.00172119+0.00685678j 0.00339065+0.0026984j 4.57429e-05+0.00110112j -0.00489875-0.00242412j -0.00415364-0.000417579j 0.00385673-0.00501231j 0.00577865+0.00279415j 0.00446564+0.00318624j -0.0111703-0.00395755j 0.00404185+0.00108519j -0.00788697-0.00482569j -0.00524032+0.000914958j 0.000266106-0.00786187j -0.00425131-0.00133306j -0.00133461-0.00654479j 0.00339305-0.000465425j 0.00762499-0.00299284j -0.00585957-0.00537405j -0.00323606+0.00629821j 0.00301013-0.00413721j -0.00374791-0.00301024j -0.000512561-0.000899717j -0.00314698-0.00142634j 0.00821267-0.00288443j 0.00418096-0.00167951j 0.000732402+0.00393996j 0.00548347+0.00111699j 0.00564566+0.000510568j -0.00174311-0.00298988j -0.000743023-0.00669932j 0.00200654-0.00483549j -0.0045247-0.00320362j 0.000566674-0.00146564j -0.00152488-0.00611243j 0.000834219+0.00563557j -0.00612734-0.00015068j -0.00274948-0.00150447j 0.00470516+0.00236537j 0.00464262-0.00145792j 0.00365256+0.00913971j -0.00258414-0.00310695j -0.000162463-0.000136468j 0.000164454-0.00372053j -0.00257367-0.0047156j 0.00383123+0.00432433j -0.0074243+0.00421831j 0.00701871-0.00704411j 0.00531292+0.0013464j 0.00307543-0.00360089j -0.00535356+0.00283548j -0.000165281-0.000968271j -0.00252643-0.00626857j 0.00158301-0.00232082j 0.0061465-0.000848523j 0.00594559+0.0042907j 0.000378683-0.00191311j -0.00260107+0.000210298j 0.00122372+0.00162248j -0.00568988-0.00103363j -0.00369496+0.00154713j -0.00154216+0.00264632j 0.00334529-0.00376879j 0.000600314-0.00301409j -0.00173374+0.00251176j -0.0147967-0.00618171j 0.00374238+0.00213367j -0.00521147-0.0028138j -0.000466889-0.00141983j -0.00335501-0.00150965j -0.0056754-0.00631408j 0.00271909-0.00307856j -0.000902959-0.00492211j -0.00144358-0.000461787j 0.0011368+7.82334e-05j 0.00459235+0.000633022j -0.00319971-0.000385112j -0.0045889+0.00308632j -0.00409122-0.000599725j 0.00350011+0.000632143j 0.00140513+0.00189472j -0.00179141-0.00388114j 0.0010191-0.00159021j 0.000930326-0.00115791j 0.000243343+0.00202534j -0.000172843-0.00159982j 
-0.000246024-0.00120255j 0.00036815+0.00134555j -0.00291119-0.00447773j -0.000910627-0.00257213j 0.00474317+0.0058109j -0.00176931+0.00238299j 0.00340174+0.00222714j -0.000219219+0.00359178j 0.000282816+0.00119373j -0.00475405-0.00434844j 0.00691592-0.00836215j 0.00156516-0.00532481j 0.00583697-0.00525726j -0.0203368+0.00833354j -0.0175316+0.0037888j 0.0101924-0.00136261j 0.0152564-0.00772596j 0.00528674-0.00470211j -0.00962469+0.00561095j -0.000694466-0.00261464j -0.00775265+0.00380297j 0.00495256+8.49047e-05j 0.00253188-0.000269362j 0.00234955+0.00199415j -0.00388316-0.000129271j 0.000411881+0.00643815j 0.0016042+0.00750485j 0.00061739+0.00352934j 0.00118009+0.00212104j 7.75441e-06+0.00143853j 0.00413795-0.00154339j -0.00387095-0.00134446j 0.00101139-0.00474823j -0.0034157+0.0085896j -0.00270828-0.00468213j 0.000887921-0.00394959j -0.00497893+0.000742485j -0.000659069-0.00695429j -0.00292578-0.00331985j -0.00225569-0.00172786j 0.000174415-0.00587604j -0.000925868-0.00382572j 0.000235808-0.00283765j 3.99378e-05-0.00538453j -0.000489086+0.00117236j 0.00316251+0.000305083j 0.00342828+0.0133486j 0.00377263+0.00593886j 0.000882925+0.00991294j 0.000565954+0.0187663j 0.000529492-0.01117j -0.0017344+0.00614875j -0.00322869+0.000116313j 0.00203996+0.00159946j -0.000865954+0.0135591j 0.00120662+0.00494119j -0.00202203-0.00217468j 1.39672e-05+0.00713092j 0.00135348-0.00256087j -0.00480404+0.00843821j 0.00182209-0.00624196j -0.00117286-0.00506527j -0.00352651-0.00108239j 0.00156418-0.00108086j -0.00496124+0.000254544j -0.00238651+0.00614217j 0.00153609-0.000907301j -0.00084887-0.000730239j -0.000377205-0.00880363j 0.00114598-0.00211552j 0.00811081-0.0113121j 0.000816819+0.00566783j 0.00108435+0.00309152j 0.00381906-0.00672691j 0.00795259+0.0060558j 0.00200807-0.00989989j -0.00181252+0.00564892j 0.00166516-0.00265503j 0.00210785-0.00221636j 0.0014576+0.00228261j -0.00165541-0.00413343j -0.00111198+0.00276823j -0.00437523-0.000854246j 0.00120119-0.000796759j 0.00190723-0.00335105j -0.000913083+0.00189969j -0.00086502-0.000505313j -0.00179995+0.000363826j 0.000329219-0.00100481j 0.000346126-0.000887552j -0.00168852+0.003081j -0.00196047-0.00108169j 0.000930618-0.000323613j -0.00131763-0.00121414j -0.000626758+0.00112786j 
0.000534615-0.00141016j 0.000180244+0.000266045j -0.000726481+0.000144168j 0.00195943+0.00221739j -0.00224133-0.00918873j 0.000193726+3.90606e-05j 0.00513046-0.00141416j -0.00679282-0.00204397j -0.00555825-0.00808001j -0.011664-0.00855083j 0.00612993+0.00979974j 0.00387969-0.00834423j -0.00638165+0.0119825j -0.00642693-0.00361816j 0.00324597-0.0076903j 0.00229853+0.0205722j 0.00652284+0.00190628j -0.000333458+0.000185759j 0.0039682+0.00292978j -5.53868e-05+0.000992219j 0.00318035+0.00325007j 0.00540862-0.00549546j 0.00389678-0.00312238j -0.00238014-0.00105081j 0.00610734-0.000132288j 0.00418787-0.00241378j 0.0133797-0.00240807j 0.00161712+0.00436196j 0.0045281-0.00176084j 0.00891534+0.00162195j 0.00260374-0.00113503j -0.00257352-9.11688e-05j -0.0101553+0.000478226j 0.0109209+0.00157411j 0.00639191+0.00066473j -6.57092e-05+0.00393666j 0.000606034-0.00194252j 0.00994685+0.00473942j 0.0135616+0.00236447j -0.00840979+0.00437789j -0.00700652+0.000332628j -0.00950094+0.00258541j -0.00175893-0.00105215j -0.00851505-0.0052928j -0.00342501-0.00203841j 0.000220637-0.00444559j -0.00156398+0.00570141j -0.00987286-0.00339388j 0.00220844+0.00679691j 0.00963319+0.00510139j 0.00495864-0.000577255j -0.000134099-0.00231001j 0.00461946+0.00136117j 0.00150098+0.00200495j 0.000819119+0.00245212j 0.00126225-0.000568991j -0.00132879+0.00221147j -0.00257928-0.0045551j -0.00361794-0.00321933j -4.28199e-05+0.00081253j 0.00134327+0.00125748j 0.00193223+0.00465194j -0.00351013+0.00332643j -0.00341165-0.00105608j 0.00108072+0.00339181j -0.00605539+0.0012071j 0.00682307+0.00378135j -0.00155757-0.00238317j -0.00506689-0.0014727j 0.00168457+0.0074003j 0.000347527+7.75708e-05j 0.000552261-0.00366079j 0.00322082+0.00700778j 0.0012138+0.000473525j 0.00493073+0.00289702j -0.00286487-0.00254993j -0.00343612-0.00105808j -0.000474077+0.00820279j 0.00174252-0.00378369j 0.0025058-0.00523848j -0.00178372-0.000373639j 0.00200761+0.00150121j -0.0018965+0.000478409j -0.000532017-0.000531244j -0.000800889-0.00352654j -4.0903e-05-0.00127769j 0.000724475+6.97633e-06j 0.00190092-0.000842977j -0.000633675+0.00135807j -0.000532001-0.000479925j 0.000550918+0.00268145j -0.00178416-0.0015431j -0.000591857+0.00129874j -0.000678836-0.00138228j -0.000783368+0.00211614j 
0.000342977-0.0051812j 0.00123466+0.000365551j 0.00527654+0.0106906j -0.00179986+0.00820756j -0.00534518-0.012496j -0.00496843+0.00494041j -0.00480993-0.00512881j -0.00100422-0.0008222j 0.00163437+0.000965217j 0.00862247+0.0129106j -0.00546032-0.00574839j 0.00901126+0.0054462j 0.00067825-0.00547539j -0.00970298+0.00577442j -0.00559596-0.00459922j -0.0160552-0.0126653j -0.000421808-0.00409099j -0.00233805-0.00541873j 0.00727943-0.00586983j -0.00121273+0.003768j -7.87796e-05-0.00334851j -0.00376601-0.00864265j -0.00195721+0.00206674j -0.00461997-0.00585159j -0.00437146-0.001734j -0.000585615-0.00379617j -0.00554891-0.0074082j -0.00505993-0.00335521j -0.00187973-0.00346299j -0.00674245+0.00167065j -0.00198784+0.00407784j 0.00154785+0.00146039j 0.0070638+0.00713284j -0.00511459-0.00711716j -0.000841586-0.000371952j -0.00156317-0.00541012j 0.00206852+0.00157283j -0.00156253-0.000460368j -0.00555413-0.00768401j -0.000325552+0.00162527j 0.00368529-0.00388513j -0.00227413-0.000651101j 0.00456894+0.00275707j 0.000577247+0.000711452j 0.00573968+0.00149244j 0.00190006-0.00382555j 0.00381034+3.37071e-05j 0.00658497+0.00696633j -0.00253219-0.000905102j 0.000167938+0.00242245j -0.00630481+0.00024699j -0.00105339-0.00399928j 0.00142407-0.00310741j -0.000440467-0.00591561j 0.00280091+0.0046337j 0.0046265-0.00424252j -0.00487988+0.00343j 0.000500262-0.00310691j 0.00358788+0.00500463j -0.00322629-0.00627227j -0.000102394+0.00233329j 0.00115962-0.00276139j -0.00565607+0.00503984j 0.0013589-0.00042745j -0.00271057+0.00175516j 0.000578276-0.00465596j 0.00235902+0.00102176j -0.000101642+0.00120654j 0.00065946-0.00483672j 0.00210859+0.00493732j 0.00567228-0.00547424j 0.00110198+0.00141004j -0.00102615+0.00131987j 0.00472688-0.00089794j 0.00917854-0.00157745j 0.000341845-0.003462j -0.00562384+0.00117988j -0.0010698+0.00543691j 0.00350229-0.00768267j 0.00858816-0.00864295j 0.00118965+0.00571229j 0.00224852-0.00307604j -0.00364229+0.00517546j 0.00164775-0.00240841j 0.00407171+0.000492679j 3.67247e-06-0.00138719j 0.0023049-0.00605266j 0.00273267-0.0037663j 0.00301491-0.00120772j -0.0019314-0.00254918j 0.00206745+0.00483853j -0.00150728+0.00205883j 0.00135725+0.00192555j 0.000185572-0.00214186j -0.00340414+0.00412317j 
-0.000925349+0.000874217j 0.000845991-0.00182223j 0.00185125+0.00342006j -0.00398994-0.000865329j -0.00275297-0.00570181j 0.00390827+0.0023076j -0.000166597-0.00472387j -0.000607604-0.00165043j 0.00209221+0.000978359j 0.00389983+0.00422785j -0.0285+0.00386818j -0.00225195+0.00511981j -0.0173493+0.000538545j -0.00730685-0.000420059j -0.0128877+0.00334967j -0.00581645-0.00238156j -0.0046572-0.00150469j -0.00868984-4.22938e-05j 0.00850495+0.00100608j -0.00352677+0.00190211j 0.008918+0.00191173j 0.000211978+0.00125548j 0.00722122+0.00259632j -0.000363337-0.0016976j 0.00470621+0.000798049j 0.00120967-0.00559243j -0.00206362-0.0083058j 0.000476497-0.00269899j -0.00907947-0.00762347j 0.00566981+0.000162047j -0.0024335+0.00189169j -0.000516519+0.000553558j 0.00292441+0.00759515j -0.000736358-0.0102703j 0.00411769+0.00617144j -0.0020999+0.00110176j 0.0035859+0.000597244j -0.00138973+0.00697787j -0.000628511+0.00142279j 0.00309617-0.000627517j 0.003267+0.0050128j 0.00421145+0.000534788j 0.000108108+0.00125829j 0.00233444-0.0016204j -3.10449e-05-0.000756224j -0.00170007+0.00169339j -0.000577129+0.00514891j -0.000118105+0.00756553j 5.34434e-05+0.00879051j 0.0023976+0.0135969j -0.00198087-0.00820897j 0.00392322+0.00416838j 0.00298921-0.00237059j -0.00256758+0.00512497j 0.00249285+0.00775087j 0.00235197+0.00474084j 0.0039864-0.00255091j -0.00445575+0.00733182j -0.00259352+0.000885191j 0.0080053+0.00813139j -0.000685993+0.000949857j -0.000330572+0.00777861j 0.00370938-0.00429448j -0.00105814-0.000535033j 0.0010418+0.00557322j -0.00179634-0.00186206j 0.000919552-0.00321345j -0.000495735-0.000592458j -0.000260246-0.00237788j 0.00121157-0.00140174j -0.00267168-0.0067057j -0.000220757+0.00744055j 0.00270377-0.00052856j 0.00287184+0.00038124j 0.00149244+0.000912654j -0.000835708+0.00466204j -0.00102311+0.00173432j -0.00578738-0.00151144j 0.00195205+0.00551373j 0.00513407+0.00683075j -0.000639916+0.00267321j 0.0028221+0.00116928j 0.00524664-0.000933343j -0.000506646+0.00230091j -0.00279626+0.00370754j 0.00139595-0.000384415j 0.00187855+0.00155408j 0.00452588+0.00318215j -0.00234656-0.000229441j 0.00114945+0.00100874j 0.000610503-0.00385365j -0.00061993+0.000886525j -0.00171911-0.000838909j 2.08021e-05+0.00118866j 0.00156307-0.00173241j 
