0.0259328-0.0513206j 0.107686-0.0700099j -0.0581604-0.012265j -0.0948489-0.0148463j -0.0491569-0.034238j -0.045478+0.00695205j -0.0238895-0.0446049j 0.0213604+0.0369995j -0.0188565-0.0107841j -0.045506-0.0516375j -0.0331191+0.0142774j 0.00666965+4.46784e-05j -0.00873168-0.017871j -0.00319255+0.0289238j 0.0100057-0.0229302j -0.00978692+0.026077j 0.0102669+0.023966j 0.0182787+0.0199638j 0.0316945-0.0089895j -0.0762574-0.0126893j -0.0321781+0.0121359j -0.000988106+0.0382435j 0.0147503+0.0370609j 0.0551095-0.0742714j -0.0233208-0.0808853j -0.0534256-0.0173373j 0.011651+0.0016867j -0.0371301+0.0473859j -0.0651165+0.0523566j 0.0452833-0.0611673j -0.0374927+0.00791028j -0.00616078-0.00235523j -0.0389201-0.0133275j -0.0676945-0.0174757j 0.0152797+0.00421265j 0.0123056-0.00407929j -0.0410243-0.00242277j -0.0480078-0.0703847j 0.0116804+0.0108916j 0.00157657+0.0233694j -0.017691+0.00325352j 0.00856305-0.0110378j 0.00361801-0.0120831j 0.00383102+0.0390984j 0.00127149+0.0115651j 0.00658273-0.0207232j 0.00313603-0.033087j 0.0082452+0.0244962j 0.0118745+0.011534j 0.00233043+0.0501894j -0.0129108+0.0218932j -0.00957732+0.0438038j 0.00760621-0.0371182j -0.0247548-0.00124657j 0.0426991-0.0578446j -0.0333701+0.0721533j 0.0210357-0.00689309j -0.0325108-0.0280055j 0.0117771+0.00789293j -0.05823+0.00991332j 0.119721+0.00862923j 0.0621805-0.0774848j -0.0699009-0.0636048j 0.0318639+0.10927j -0.0930931-0.00661801j -0.0545807+0.109919j 0.00481552+0.10542j 0.0323165-0.00835541j 0.0467412-0.00878641j 0.0494442-0.14191j -0.0404261+0.00936874j 0.114796-0.139294j 
0.000225415+0.0168638j 0.0133144-0.00930921j -0.00533375-0.00674768j 0.0102355+0.00240379j 0.00095439+0.00120672j 0.0106979+0.00133317j 0.0138953+0.00689186j -0.00252344-0.00569456j 0.0182284+0.00190284j -0.010189-0.00055938j 0.00409131+0.00394646j 0.012043+0.00287578j 0.00651245+0.00227181j 0.00376382-0.0054177j -0.00198294-0.0085225j -0.01594+0.000337335j -0.0114738-0.00317169j -0.00247274+0.00410428j -0.00818847+0.00205479j -0.00151911+0.00318447j 0.0106467-0.00607372j 0.00368664-0.00487225j 0.00110447-0.00318201j 0.000181629+0.00591141j 0.00221411+0.00634965j 0.00209097+0.00240527j -0.00194123+0.00490833j -0.00214354+0.00206733j 5.96059e-05+0.0120145j 0.000613458-0.00500397j -0.00675855-0.00908006j 0.00172577+0.011776j -0.0203399+0.00871773j -0.00488399-0.0089823j -0.0235869+0.00808931j -0.00795666+0.0109418j -0.0154189-0.0115398j 0.00716547+0.00108719j -0.0184436+0.0244121j -0.00747453+0.0123462j -0.021685+0.00286208j -0.000381909-0.00865695j 0.013873+0.00358817j 0.00843828+0.0247316j 1.09035e-05-0.0161897j 0.0113611+0.0442977j -0.0138088-0.0108006j -0.0227-0.00566166j -0.0195734-0.00114123j 0.00195468+0.0268287j -0.0253541-0.0198174j -0.00359164-0.00447205j -0.0137963+0.0112982j -0.0235523-0.026907j 0.00810715-0.0123703j -0.0255405-0.0184953j 0.010955-0.00178045j -0.00131235-0.00710613j -0.00720497+8.81774e-05j -0.00362082-0.00420331j -0.00573687-0.00338049j 0.0063852+0.00940182j -0.00219713-0.0146483j -0.00193459+0.013135j -0.0141977+0.00587146j -0.00012888-0.00120281j -3.55857e-05+0.0184807j -0.0074249+0.00735823j -0.00102214+0.00403366j 0.0166987-0.00347562j -0.0129825-0.00955181j -0.00374475+0.00294479j 
0.00599782-0.0174026j -0.00512882-0.0141726j 0.0182021+0.00947233j 0.00861201-0.0215031j 0.0120388+0.0139801j 0.00054118-0.00979014j 0.00715707-0.00201917j 0.0212511+0.00744934j -0.00308373-0.00298272j -0.007253-0.0160309j -0.012029+0.00445673j -0.00378988-0.00424749j 0.00699929+0.0105597j 0.00298682-0.00332545j 0.00292509-0.0109992j -0.00108766-0.000923203j 0.0022542+0.00174258j 0.00448588-0.00707836j 0.00189429-0.00821323j 0.000935012+0.00769959j 0.00274933-0.00296814j 0.00244308-0.000584995j -0.0032879+0.00135153j -0.00527873-0.00531423j -0.00618849+0.00865565j -0.00641196+0.00306446j 0.00472407-0.00139516j -0.00244406+0.00182968j 0.00312386-0.00531258j -1.81668e-05+0.00115028j 0.00799672-0.00141858j 0.00902545-0.00958007j 0.00299868-0.0170494j -0.00322811+0.017574j 0.0291221-0.00642806j 0.0222896+0.00181652j -0.0147078-0.00670992j 0.00378382-0.0226768j -0.0150944+0.0103646j -0.0110239+0.0115031j 0.0139843+0.0130841j 0.00946293+0.0105459j 0.00339774-0.00552867j 0.00594276-0.0108392j -0.0223348-0.00759622j 0.0175404+0.0124485j 0.00780848+0.00485241j -0.00890737-0.0164945j -0.00463995+0.00341829j 0.000815461+0.000251098j -0.00861097+0.00420343j 0.0154425-0.00808305j -0.00249854-0.0087701j -0.00708106+0.0018838j 0.00700554-0.00399624j -0.0135742-0.00304711j 0.0102275-0.0109288j -0.000236315-0.00495825j 0.00515471-0.0011554j -0.00593287+0.00103202j 0.00171577-9.15649e-05j -0.00871866+0.00427115j -0.00307846+0.00287326j 0.00481224-0.000195624j -0.00492569-0.00616263j -0.0018838+0.00924188j -0.00624117+0.000861908j -0.00486472-0.00361864j 0.00293364-0.00298664j 0.000574948-0.00371667j 0.0022458-0.00232163j -0.00879308-0.00475562j 
-0.0042972-0.0110852j 0.00267226+0.0101445j 0.0141377+0.0174545j 0.00229718-0.00976204j 0.00186093+0.00946893j 0.00931891+0.0236559j 0.0144954+0.00519935j 0.00691318-0.0101253j -0.00112661+0.00737816j -0.0271788+0.00548074j 0.00190983+0.00430243j 0.00602436-0.00847448j 0.0133284-0.00963479j -0.00484881-0.00154196j -0.00919848-0.00702164j 0.00614454-0.000956326j 0.000568926+0.00288968j -0.00106221+0.00751386j 2.37116e-05-0.00017783j 0.00355772-0.00347078j 0.0073132-0.00293995j 0.00286791-0.00189032j 0.00532612+0.00194046j -0.00621202+0.00976355j 0.0025815-0.00556102j -0.000616563+0.00397036j -0.0120202+0.00799207j -0.00170654+0.00353652j -0.00504634+0.00414429j 0.00113942+0.00760737j 0.00321152-0.000606286j -0.00091185-0.00295406j 0.0015893+0.0121667j -0.00263755+0.00776207j -0.00607339+0.0241467j 0.000612911-0.0275513j 0.00532987+0.0157792j -0.00223634+0.0121235j -0.00340219+0.0103302j 0.0458138+0.00245613j -0.00950542+0.0171506j 0.0392418-0.00140291j 0.0030477-0.0071837j -0.015195-0.0398376j 0.0142498+0.00601176j 0.0296942+0.00584863j 0.00586844+0.00223175j 0.0140619-0.000943284j -0.00844557+0.0282301j -0.00186791-0.00115514j -0.00650455+0.0262515j -0.00955416+0.00433509j 0.00803462+0.00488505j 0.00883492+0.00841836j -0.0156095+0.0204325j 0.0151987+0.00325472j 2.44268e-05-0.00204011j -0.0126983+0.000595559j 0.00365307+0.0142541j -0.00560836-0.00236897j 0.00992953+0.0104131j -0.00173076-0.00240464j 0.00399999+0.0011784j 0.0110545+0.00324211j -0.00820428+0.00625076j 0.0104686+0.0062103j 0.0180478+0.00275677j -0.00816769+0.0033488j 0.0117498+0.00479283j -0.0079079-0.00087728j 0.00919087+0.00591785j -0.000399381-0.0106281j 
0.00422866+0.0112764j -0.00371258-0.0147086j 0.00403014-0.00824431j 0.0105488-0.0111658j 0.000388915-0.00193098j -0.00092393-0.00632025j 0.0212439-0.00909082j -0.0219277-0.00615654j -0.00246168-0.0178971j 0.00750784+0.00943442j 0.00820161-0.0142592j -0.00488635+0.0140307j -0.0173331-0.011432j -0.00337157+0.00814169j -0.000424628-0.00516726j -0.00723437+0.00468715j -0.00902074-0.000567493j -0.0097203-0.00280748j -9.03457e-05+0.00541317j -0.00836239-0.00907644j -0.00667748-0.00476758j -0.00444651-0.0063845j -0.00556181-0.00272041j 0.00189395-0.00144357j 0.00297215-0.00516233j -0.00144625-0.00163967j 0.00148202-0.0095963j -0.0104027+0.00430762j -0.0129164-0.00109741j 0.00884644+0.00886197j 0.00910317-0.00709474j -0.00333249-0.0111315j -0.00241785-0.00213525j -0.0125593+0.00627784j 0.00284739-0.0068803j -0.0101193-0.00289962j -0.00664099+0.00051718j 0.0122494-0.00445374j -0.00829909+0.00511821j 0.00737461-0.010837j 0.0114321+0.0114291j -0.0122956+0.00168218j 0.0195358-0.0223446j 0.0111567-0.00408078j -0.0107379-0.0236599j 0.0235637-0.00686654j 0.000668754-0.000749782j -0.0156264-0.0236771j -0.00247787+0.00732681j 0.00958734+0.0148139j -0.00930659+0.00621147j 0.0222229-0.000978065j -0.0121842+0.0050717j 5.21738e-05+0.00940389j 0.00475067+0.00319201j -0.0204846+0.00530152j 0.00461529-0.0105187j -0.0048724-0.00359634j -0.000244094+0.0069526j -0.00515091+0.00513564j -0.000703396-0.00364987j 0.00420948+0.00404063j -0.00686175-0.000578494j 0.00697009+0.00359461j -0.0120201+0.00471605j -0.0046808+0.00395792j 0.00297425+0.00814387j -0.00760943+0.00130497j 0.00689679+0.00345273j 0.00509035-0.00425337j -0.00113303-0.0085361j -0.00386827-0.00629653j 
-0.00954767+0.00133095j 0.00978098-0.0146352j 0.00102085+5.51402e-06j -0.0094056-0.00327362j 0.0338043-0.00568435j -0.00587544-0.00219439j 0.00147928+0.00106413j -0.00934162-0.00565438j -0.0165887-0.0108091j 0.00716835-0.0013047j -0.0220551+0.00619345j -0.00435329+0.00832246j -0.00107067+0.0152068j 0.0184111+0.00346097j 0.00271956+0.00896374j -0.00542156+0.00251493j 0.00650038+0.00450698j 0.000706587-0.0103965j -9.9189e-05-0.00751618j -0.00836572-0.0023251j -0.000581019+0.0040713j -4.70539e-05-0.000221616j -0.00373795+0.00276589j -0.00570659-0.00784123j 0.000236127-0.00166792j -0.00897683-0.00575901j 0.00177177-0.00360721j -0.00835153-0.00421084j -0.0135681+0.00175927j -0.0152693-0.00279662j 0.0137192-0.00198722j -0.00473077+0.00198721j -0.00636901+0.00992996j 0.00732985-0.0197726j -0.0161497+0.0178196j -0.0105812-0.00698664j 0.00235506-0.00603021j 0.0297885+8.19037e-05j -0.0156379+0.0277827j 0.0269602+0.0100906j -0.0185867-0.00899734j 0.00663595-0.0112132j -0.0194561-0.0146859j -0.0219417-0.00610164j -0.00160084-0.0301012j -0.00769663+0.0317097j -0.0328328-0.0072246j 0.0200497+0.0108345j 0.0100594+0.013304j -0.0119943+0.0111863j 0.00887286+0.000257188j -0.00522951-0.00145988j -0.00119529-0.00999514j 0.00529222+0.00326206j -0.0132771+0.0113832j 0.00114497-0.00315435j 0.00527392+0.00455996j -0.00667307+0.00987273j -0.00416986+0.00390949j -0.00388531+0.00630484j 0.00426087-0.003408j -0.000684217+0.00315921j -0.00166169-0.0158596j -0.00127522+0.00485146j -0.0195191+0.011977j 0.00558876-0.0101106j 0.0156793+0.00164478j -0.00854779+0.00322766j 0.00392881+0.00912252j 0.00460682+0.00973879j -0.00497157+0.00310295j -0.00722364-0.0027532j 
0.0132709-0.0070522j 0.00766921+0.014356j 0.0196069+0.00231635j 0.0162163-0.00986328j 0.000307407+0.0227843j 0.00513862-0.00255765j 0.00456739-0.00593487j 0.00203694-0.000418428j -0.00292941+0.00984103j 0.00261443+0.00682196j 0.00222321-0.00632512j 0.00839849+0.00194834j 0.00259469+0.00185785j 0.00492118+0.00240836j 0.000563371-0.00832361j -0.00359979-0.00316879j 0.00165908+0.000722973j 0.00215888-0.00735367j -0.00349392-0.00465754j 1.02871e-06-0.00280685j 5.88612e-05+0.000349932j -0.000561664-0.0051078j -0.00349527-0.00253254j -0.0034982-0.00422858j -0.00107544+0.00153945j -0.00675456-0.00788949j -4.32782e-05-0.000824298j -0.00229468-0.00570877j 0.000518505+0.000832366j -0.000625992-0.000580819j 0.00122966-0.000415482j 0.00104491+0.00376413j 0.0204318+0.00467056j -0.0158432+0.000924593j -0.00233946-0.0176935j 0.0201969+0.0153904j 0.0316054+0.0052073j -0.00898329-0.00583142j 0.00854313-0.0110715j -0.0367757-0.0317854j 0.020048-0.046883j -0.0105335-0.0360128j -0.0523448-0.0114147j -0.00479987+0.0255067j -0.00745284-0.00265702j -0.0260977+0.0211897j 0.00162769+0.0154154j 0.00194915+0.00665482j 0.0246353+0.00713831j 0.0226112-0.0003414j 0.00358329-0.0282731j -0.00392092+0.00463633j -0.000494559+0.0165857j 0.003892-0.00464956j 0.00485466+0.00270026j 0.00501233-0.00470284j 0.00764564+0.00887302j -0.00649242+0.00392929j -0.00318481-0.00370757j -0.0108634+0.0110667j 0.00511854-0.00786745j -0.0116836+0.0104724j -0.00340466+0.00272563j -0.00815924+0.0110916j -0.0100644+0.00915398j -0.00215533-0.000910143j 0.000726865-0.0061332j 0.00623556+0.000777152j -0.00597497-0.00687821j 0.00166619+0.00122107j -0.00738988+0.00130694j 0.00131194+0.008873j 
-0.00351864+0.0029494j -0.0136353+0.00394249j 0.00194023+0.0178916j 0.00485621-0.0273614j 0.00820494+0.0170711j -0.0112762-0.0115714j 0.0127296+0.0014178j 0.0111207-0.00297267j -0.00422207-0.0121746j 0.00641706+0.0126864j -0.00913827-0.00692255j 0.00026323-0.0119644j -0.0022366-0.00208315j -0.00213746-0.00207612j -0.00181746+0.00514546j -0.000911492+0.00685141j -0.0082112-0.00255438j -0.00124761+0.00685268j 0.000152558-0.00412698j -0.000169804-0.00338613j -0.00135734+0.00393153j -0.00101582+0.00603751j 0.000615383+0.00738668j -0.00248805+0.00302824j 0.00405314-0.00524075j 0.00210578-0.00329714j -0.00206986+0.00156322j -0.00193512-0.00019692j 0.00122946+0.00100023j -0.00172908-0.0010222j -0.00658392+0.0105322j 0.00899238+0.00262693j 0.00910786-0.00154129j 0.0022103+0.00741439j 0.0173052+0.00445375j 0.0150671+0.004016j -0.0213643-0.00876375j -0.0261916+0.00193998j -0.00629396-0.00143597j -0.0365019+0.0328362j -0.00301995+0.00841616j -0.0176067+0.0431097j 0.0374215+0.0134004j 0.0239805-0.00319921j -0.00457391+0.00542953j -0.00105648-0.00703661j 0.000784886-0.00364085j -0.0102002-0.00335835j -0.0137082-0.0285444j -0.0108619-0.0056267j -0.0148688-0.00142261j -0.00790574+0.00370603j 0.0102018-0.0093102j -0.00295704+0.00207418j -1.16947e-05-0.0102602j -0.00177557+0.000201211j 0.00456017-0.00294246j 0.0111768-0.00427523j -0.0064298-0.0126264j 0.00344237-0.00643166j -0.00397701+0.0023656j -0.00044383+0.00552476j 0.00386984+0.000550516j -0.00765207-0.00635305j 0.00369762-0.0109802j -0.00487834+0.000539316j -0.0153444-0.00229144j -0.000101924-0.00201121j -0.0024201-0.00226175j 0.00206845-0.00808649j 0.00386653-0.00369765j 0.00551914-0.00379975j 
0.00395934+0.0115087j -0.00733055-0.00015165j 0.00948-0.00625274j -0.0135109+0.00279983j 0.00206938-0.0122997j 0.00184181-0.00962434j 0.0143948+0.0114569j 0.00303351-0.000571524j 0.00943816-0.00506669j 0.00396316+0.00226287j 0.00171199-0.0123321j 0.000257271-0.0011144j -0.00966288-0.012823j -0.00156775+0.00558954j 0.00154911-0.0057856j 0.000809576-0.00345098j -0.0089483-0.00802917j -0.00513435-0.00015301j 0.00248673+0.00222307j -0.000874564+0.00345364j 0.00284371-0.00544311j 0.00026357-0.00308393j 0.00570013-0.00321169j 0.00111733+0.00196518j -0.00196668+0.00484145j -0.00297446+0.00722779j -0.0051939+0.000647472j 0.000745919+0.00112017j -2.26654e-05-0.00273282j 0.00285012-0.00457266j 0.00217185+0.000805843j -0.00355371+0.00323238j -0.0114542+0.00952049j 0.017581-0.0120185j 0.00466903+0.0263768j -0.00876347+0.0064428j -0.0144663-0.0203355j -0.00228287+0.00719692j -0.0259534+0.00582053j -0.0258712+0.0439007j -0.0454827+0.0030078j 0.0284121+0.0186201j -0.0306058+0.0309516j -0.0500531-0.010987j -0.00347116-0.0165122j -0.0392905+0.0179049j 0.00994691+0.00503816j 0.0243186+0.0249663j 0.0131224+0.0148863j 0.00494594-0.0172441j 0.0121001-0.00752567j -0.00942316-0.0191013j 0.00112379-0.0285139j 0.0082063-0.0152929j 0.00503414-0.00504891j -0.0113004-0.000160665j 0.00707627+0.00164584j 0.0085849+0.00828601j 0.00116113-0.00477909j 0.00133891-0.000297295j 0.00102667+0.000453254j -0.00661415-0.00072087j 0.0157423-0.00432466j -0.00484191-0.00906407j 0.00493458-0.00266451j 0.00925146-0.00490701j -0.0132166-0.00221031j -0.0050916-0.00249498j -0.00575676+0.00470969j -0.00173692+0.00378926j -0.00294592+2.74893e-05j -0.00306509+0.00515088j 
0.0135738-0.0277315j 0.0182123+0.000663869j -0.00542658-0.0100319j -0.0230426+0.00547911j -0.00549213+0.00516804j 0.0010657+0.00766324j 0.00263297+0.00719771j -0.011415-0.00331133j -0.00387136+0.0057116j -0.00139831+0.00182692j -0.00588891-0.00345547j 0.00625102-0.00245507j -0.00300821-0.0038937j 0.00179191+0.00500042j -0.00821067-0.0177957j 0.00571964+0.00176836j -0.00290414+0.00158848j -0.00189454-0.00944958j 0.00813115-0.00427648j -0.00647376+0.00546922j -0.000482144-0.00384502j 0.00157271-0.0036364j -0.00757208-0.00315606j -0.00116967+0.00105004j 0.00199549+0.000593214j -0.00290787-0.00425075j 0.00236231-0.00550069j -0.00233037-0.0019695j -0.0127942-0.00164604j -0.0182516+0.00879996j 0.00363833-0.00445404j -0.00677425-0.00574749j -0.0135713+0.0170297j 0.0154124-0.016524j 0.0291224-0.00230895j 0.00975972-0.0284762j -5.27337e-05-0.020077j 0.0306424-0.024594j 0.0221887-0.00466811j 0.0221445+0.0106307j -0.0212257-0.00231052j -0.0189863-0.00679244j 0.0127327-0.0266234j 0.0121711+0.0309803j 0.0122385-0.0294996j 0.00539155-0.0185388j -0.0479088-0.0315215j -0.0171272+0.00885622j 0.00450976-0.0136696j -0.0127295+0.0110043j -0.00703465-0.00552332j 0.0106813+0.000359242j 0.00562146+0.00693844j -0.00104851-0.00251795j -0.00231984-0.000606728j 0.00698149+0.00723567j -0.00366262-0.00473811j -0.00143001+0.0048795j -0.00987041+0.00176144j 0.00680967+0.00472109j -0.00653882-0.0121908j 0.00173545-0.0122316j -0.0035169-0.0107672j 0.0113337+0.0011982j -0.00586275+0.00642892j -0.00185559-0.0157926j 0.0126404-0.0130054j 0.00790953-0.00448801j 0.00115607-0.00362638j -0.0128451+0.0232597j 0.000347755+0.012307j -0.0158048+0.000383713j 
0.00124234-0.00956652j 0.00219071+0.00953665j 0.000189853+0.00430735j 0.020029-0.0140393j -0.0198233+0.0248574j 0.0118829+0.0061722j 0.0131821+0.000792915j -0.00125655+0.000626705j -0.000706236+0.002988j -0.00265596+0.0118238j -0.0012061+0.0070748j 0.00453937-0.00878571j 0.00681329+0.00724566j 0.00863941-0.00202273j 0.00587055+0.00293154j -0.00517272-0.000260434j 0.00161152-0.000720072j -0.00209866-0.00250095j 0.00310289-0.00677066j 0.00129544-0.00166147j 0.00290772+0.00351397j 0.000511192+0.00245852j -0.00642754+0.00597869j -0.0024015-0.00053541j -0.00105522-0.000850209j 0.00432588-0.00398712j 0.00747948-0.00266005j -0.00394861+0.0011736j 0.000425489+0.000834953j -0.00262198+0.00830463j 0.00100927+0.00512583j 0.016612-0.00693519j 0.00983512-0.0194318j -0.0215738+0.01412j 0.0438609-0.0414074j -0.0397934-0.00576306j -0.024968+0.00223741j 0.0046113-0.00698309j -0.0193368-0.0272184j 0.0258001-0.0302985j 0.017201+0.043517j 0.0251075+0.0192862j -0.024188-0.0123691j -0.039541+0.0292276j -0.0260648-0.022301j -0.026388+0.00781374j 0.0139166+0.00937807j 0.00452126-0.00727665j 0.0119259+0.0300155j -0.00365904-0.0142756j 0.000655728-0.0125248j 0.034132-0.0107053j -0.0118611-0.0189137j -0.0057869-0.0077161j 0.0146773-0.0100119j -0.0151887+0.0138986j 0.00544525-0.00884686j 0.0025291+0.00488942j 0.00209798+0.0209781j 0.00739978-0.00211305j -0.0147861-0.000146847j 0.0121692+0.00268583j -0.0118051-0.000389667j 0.0218546-0.00679346j 0.00741263-0.00586393j -0.00968713-0.0110448j -0.00596194-0.00145232j -0.00373302+0.00386955j 0.000491223-0.00549725j -0.00501544-0.0115747j 0.00654525+0.00302292j 0.0118633+0.00364037j 
-0.0270658+0.00280033j 0.00820734-0.0163726j -0.00196169+0.00753118j 0.0281371-0.01766j -0.00748876-0.00331374j -0.0135447+0.00578884j -0.00923005-0.003808j 0.000525963-0.00248934j 0.0019278-0.0016925j 0.00870824+0.00343557j -0.00726436-0.00504397j 0.0023941-0.00538159j -0.00227277-0.00735595j 0.000720167-0.00306672j -0.00815817-0.00137426j 0.000322171+0.00145726j -0.000483847+0.00117328j -0.00715715+0.00171083j 0.00122762+0.000632495j 0.00224977-0.000292262j 0.00105136-0.00744936j -0.00267901+0.00369167j -0.00214005+0.00114449j -0.00225459+0.00971033j 0.00796465+0.00277337j 0.00933318+0.000710689j 0.00323522+0.00289425j -0.00414138+0.00417894j -0.00528422-0.0016j -0.00399811-0.00557976j 0.00291794+0.00336196j 0.00729284-0.00857928j 0.0264424-0.00239974j 0.00302317+0.0310196j 0.0185579+0.00651703j 0.0108238-0.0207597j -0.009178+0.00812849j -0.0283505-0.00970565j -0.000650865+0.0130126j -0.00612173-0.012983j 0.00966761-0.00489521j 0.0107201+0.0146209j -0.029882+0.00998087j -0.0196095+0.00746327j 0.00407132+0.0197643j 0.0179039+0.0193989j 0.0367443-0.00167116j -0.0142359+0.0054075j -0.00586604+0.0172952j 0.00055807-0.00093629j -0.00163651-0.000918363j -0.0031287+0.000669416j -0.0118102-0.00207999j -0.00444478-0.00104617j 0.00181127-0.00232792j -0.00623079-0.00898642j 0.00301568-0.00492314j -0.00312812-0.00829862j -0.0054954+0.0024301j -0.00510726-0.00682725j 0.00989439+0.00978781j 0.0036708+0.0122632j 0.00162547-0.000761946j -0.00938196+0.0093858j -0.0165632-0.00484209j -0.00185507+0.00848302j -0.00569432+0.0143116j -0.00951626-0.00596351j -0.00255821+0.00934464j 0.00435437-0.00775424j 0.0038948-0.0127364j 0.00300447-0.00924766j 
0.0166892-0.00645189j 0.0138897+0.0135086j -0.00476457-0.0153094j -0.00484542-0.0224033j 0.0149383-0.00276464j 0.0111248-0.00788461j -0.0062475-0.00102012j -0.00784111+0.0195417j 0.00865011-0.00598892j 0.00644803+0.00555414j 0.00459287-0.00466731j 0.000502781-0.00601188j -0.0023258-0.00531862j -0.00168347-0.00373218j -0.00101077+0.0126571j -0.00160369+0.0061608j 0.00115095+0.000979021j 0.00226383+3.41139e-05j 0.000582377-0.00264772j 0.00281314+0.00181657j -0.006456+0.00059251j -0.00383647+0.00305643j 0.00224906+0.00122759j 0.00878312-0.00289827j 0.00158058+0.00285312j 0.00525435-0.00532992j 0.000631786+0.00139167j 0.00901472-0.00389147j 0.0121841+8.21435e-05j 0.00774261-0.0126962j -0.00368198+0.00466427j -0.00479438+0.00572026j 0.00993109-0.013369j 0.00806573-0.00943961j -0.00937593+0.00238483j 0.00166145+0.00961001j -0.00791256+0.0104731j -0.00760716+0.00451421j -0.0121672+0.0078461j 0.0084952-0.00238611j 0.0056367+0.0210322j 0.00139091+0.00869122j 0.00857749+0.0037956j -0.0109813+0.00105727j -0.0194543-0.00132479j 0.00392699-0.00228312j -0.00647533+0.0067742j 0.00696554-0.00792528j -0.000200869+0.00719132j -0.000618205+0.0056615j 0.000309213+0.0133079j 0.00971358-0.00446242j 0.000347901-0.00489352j -0.00212397-0.00118479j 0.000393858-0.00684488j 0.00558708+0.00611396j -0.00196245-0.00254722j -0.00397469-0.00846244j 0.000684372-0.00483347j 0.00301891+0.00294166j -0.00467893+0.00187518j 0.0101432+0.00169402j -0.00282879-0.000874621j -0.000624464+0.00166352j 0.00799483-0.00311684j -0.00043796+0.00449421j 0.000534739+0.0103174j -0.00219426-0.00109929j -0.00309361+0.00692533j 0.0103574-0.00238871j -0.000590578-0.00733443j 0.00836293+0.00234107j 
0.0156387+0.0147707j -0.0179269+0.0135623j 0.0119444+0.00886442j -0.00713545-0.0207312j 0.00508445+0.00418976j 0.00669211-0.00125957j 0.0208587-0.00859495j 0.010933+0.0048117j -0.0190198-0.000837769j -0.00209869+0.00537232j -0.00234076-0.00664625j 0.0107933+0.0135296j 0.000449577+0.00695428j -0.00422011-0.00028099j 0.00369999-0.00777122j 0.00494378+0.00051671j -0.00832211-0.00459512j 0.000819389+0.000515439j 0.000228378-0.00062492j -0.000973725+0.00526238j -0.00258763+0.00518531j 0.000302068+0.00446923j 0.0054703-0.00886947j -0.00490995+0.000455609j 0.000845176+0.00270694j -0.00189961-0.0023372j -0.00954864+0.00921311j 0.002525-0.000414607j -0.00496559+0.0104149j 0.00245425-0.0100342j -0.000684537-0.00652258j -0.00237091+0.0125514j -0.0122306-0.0107505j 0.0065308-0.0116934j -0.00171069-0.0101864j 0.0176606-0.0101717j 0.00149102-0.00172938j 0.00694019-0.0358951j 0.0183005+0.0157744j 0.0221488+0.0126759j 0.0165632-0.00926162j -0.00685289+0.0108741j -0.0126852-0.00828911j -0.000917176+0.0102348j -0.0189875+0.0154653j -0.0154366+0.0124074j 0.00998473+0.00604431j 0.000190087+0.0115121j -0.00959069-0.0162609j -0.0117113-0.0129272j 0.00244841+0.00264498j -0.00177453-0.0006424j 0.000633579-0.00845285j 0.00296859+0.0023795j -0.000865584-0.00522848j -0.0016686-0.010253j -0.00543992+0.00529477j 0.0142469-0.00839868j 0.00766727-0.0136381j -0.000555349-0.00644514j 0.00240723+0.00599428j 0.000557273-0.00349177j 0.00643011+0.00463638j -0.0112697-0.003608j -0.00290869-0.0110992j -0.00704727+0.00729023j -0.00709676-0.00363319j 0.00711024-0.0137981j -0.00709132+0.00443316j 0.00285253+0.00161973j -0.0089975-0.00368363j -0.00535329+0.000934926j 
