-0.0065102+0.00266966j -0.00442218-0.00464237j 0.00376785+0.00348106j 0.00514089-0.00220254j -0.00147485-0.000870298j -0.000882639-0.00267384j 0.00540502-0.00128957j 0.00178197+0.00289699j 0.00152172-0.000116536j -0.00102907-0.000410058j -1.99065e-05+0.00159694j 0.00409929-0.000800485j -0.000782158-0.00304941j -0.00200053-0.00118597j 0.000868454-0.000877624j 0.000294322+0.000852181j 0.000121254+0.000593683j -4.70875e-06+0.00175156j 0.00192398-0.000784717j -0.000990601-6.99695e-05j -0.000857914-8.42665e-05j -0.00304475-0.000676534j 0.000485988-0.00197553j -0.00111817-0.000929607j 0.000418972+0.000330221j -0.00142979-0.00140679j 0.00231342-4.00015e-06j -0.000458732+0.00088461j -0.000911682+0.000590221j -0.00152661-2.3082e-05j -0.00270488-0.00106396j -0.000474625+0.000805408j -0.000501537-0.000478241j 0.00082712-0.000132681j 0.00132407-0.00218027j 0.00149483+0.000228696j -0.000147358+0.000341555j 0.00141977+0.00172459j 0.00115256+2.44145e-05j -0.000314495-0.000451417j -0.00030593+0.000159875j 0.00295324-0.000456742j 0.000100004-0.00177882j 0.00245922+7.73799e-06j -0.00255419+0.001992j -0.00295309-0.00223807j -0.00248127+0.00198741j 0.00182518+0.0014821j -0.00427138-0.000447952j 0.00228285-0.00511675j 0.00625875+0.0017784j -0.000511665+0.00290972j -0.00835678+0.00791519j -0.0104205-0.00558877j 0.0289382+0.0330109j 0.303655+0.00485671j 
-0.000656877+0.00361897j -0.00397555-3.04052e-05j 0.0096819+0.00257455j -0.00203439-0.0124308j 0.0176974-0.00142813j -0.0536695+0.00905621j 0.0680789+0.0115168j 0.0347255-0.00354348j 0.0143954-0.00475736j 0.0112652-0.00521174j 0.0364721+0.00630107j 0.220459-0.0165453j 0.0485615-0.00196567j -0.0368388-0.00367133j -0.00316528-0.00095942j -0.0104756+0.00499485j -0.0057424-0.00148431j -0.0079965+0.000131933j 0.0198479-0.00534381j -0.00427078-0.00343781j -0.00677466+0.00392886j 0.0090562-0.00438621j 0.0184331-0.00591896j 0.00751267-0.00148408j -0.00646387+0.00104975j 0.001349-0.00242883j -0.00458016+0.00310299j -0.0131-0.000588252j -0.00200527+0.000989893j -0.000745871-0.00175572j -0.0015575-0.00259042j 0.00167731-0.00207053j -0.0063608+0.0017716j 0.0052773-0.00235656j 0.00575708+0.00130219j -0.00394715+0.00532108j -0.00246378+0.000277979j -0.00577944+0.00376118j 0.0060654-0.0018322j -0.00191264-8.61855e-05j -0.00266161+0.00111529j 0.000489214-0.00178946j 0.000410841+0.00182317j 0.00160153+0.00154978j -0.00178191+0.00266662j 0.0011487+0.00102478j -0.000597173+0.000360642j -0.000428219+0.00349681j -0.00487903-0.00277454j 0.00611335-0.00271581j 0.00219087+0.00116315j 0.0011077+0.00130219j -0.00553076-0.000663075j 0.00252074-0.00252157j -0.00507416+0.00303991j 0.00509607+0.00230985j 
-0.00851013+0.00332094j -0.00315755-0.00631528j 0.00173158+0.00654861j -0.00068781-0.000490796j -0.0499875+0.00599983j 0.0232882+0.00639169j -0.0198937+0.00368624j -0.00364246+0.011597j -0.0254099+0.00241916j -0.0156443-0.0132475j -0.213358+0.0084855j 0.0254204+0.00695777j 0.0109229-0.00514486j 0.0109817-0.00277443j -0.000716056-0.00137078j -0.022455-0.00325499j -0.00503736-0.00147419j -0.00209043-0.00208002j 0.000555379+0.00193763j 0.0194005-0.00583064j -0.0122327-0.00144083j 0.00189556-0.00244531j 0.00635339-7.04396e-05j 0.00363045+0.0010241j 0.00977886+0.00246074j 0.0123888-5.45716e-05j 0.00516398+0.00020182j -0.00186953-0.00307229j -0.00339858-0.00138783j -0.00264381-0.0022507j 0.00282756-0.00342118j 0.0076186+0.00153522j -0.00135911-0.00151208j -0.000590882+0.000375191j 0.00118367+0.000690612j -0.00930534+0.00108694j 0.00113177-0.00121176j -0.00338135+0.00098859j -0.000379683+0.000694955j -0.000969408+0.00116471j 0.00724847+0.00102719j 0.0037596+0.00129317j 0.00623085-0.000292926j -0.00944103+0.0014526j -0.00569777-0.00136289j -0.00571089-0.00263024j -0.0101714+0.00199529j 0.000756731+0.00220225j 0.00911469-0.00166356j -0.00239594+0.00420817j -0.00477701+0.000490781j -0.0062577+0.000669864j 0.00552697-0.00227216j 0.00268588+0.00136408j -0.00611733+0.000671094j 0.000326698+0.00376663j 
0.00422652+0.00565745j -0.00919244+0.00467338j -0.0133035-0.00247536j 0.0165054+0.003472j -0.0187968-0.00280229j 0.0257162-0.00309047j -0.00809399-0.00873126j -0.0134112+0.00283779j -0.00275741+0.016662j -0.225273+0.00666089j 0.0099223+0.0101169j 0.0169286-0.00224232j -0.016759-0.00286875j -0.0106244+0.00562012j -0.0146212+0.00503846j -0.0106723+0.0023766j -0.00344095-0.00109891j -0.0110302+0.00200726j 0.00049434+0.00247831j -0.0179481-0.00208669j 0.00424445-0.00252225j -0.0104273+0.000608893j -0.00719547+0.000421748j 0.00637141-0.00166226j 0.00949237-0.0024977j 0.00386955-0.00476595j -0.0012226-0.00297819j -0.00433006+0.00329277j -0.00523946+0.00138794j -0.00512247+0.00251538j -0.00565801+0.000766672j 0.00495407-0.00326669j -0.00140409+0.000364637j 0.000756219+0.00160995j -0.000319285-0.00215732j 0.00328591-1.26489e-05j 0.00234709-0.00439981j 0.00394305-0.00140151j -0.00141109+0.000268857j 0.0012511+0.00218122j 0.00755767-0.00279607j 0.000828552+0.00144982j 0.00265806-0.00360695j 0.00136896+0.00387221j -0.00533594+0.00139966j -0.00708056+0.00113721j 0.00638215+0.00482316j 0.00570785-0.00350889j 0.00244091-0.0022195j 0.00549717+0.00218622j -0.00231525+0.000689905j 0.00160918+0.000628711j -0.00635587-0.00093396j 0.00282506-0.00321335j 0.00173204+0.00192926j 0.00367719-0.00127555j 
-0.0045622+0.00372321j -0.0024016-0.00190196j -0.0437697-0.00519034j -0.0251988-0.00357727j 0.0819154-0.00888979j 0.000949788-0.0137574j 0.0179134-0.00433366j -0.000383631-0.0170246j -0.215849+0.0013167j 0.00979879-0.00944766j -0.0193418+0.00321071j 0.00130461-0.000636566j 0.0012436+0.00278654j -0.0298781-0.00373885j -0.0223813-0.00537396j 0.00313424-0.000847688j 0.00653388+0.000947155j -0.00327053-0.00136519j -0.00871702+0.000147061j 0.00143332-0.00356802j 0.0105961+0.00445616j 0.000267761-0.000261776j -0.00232145-0.00129869j -0.00147193+0.00261346j -0.00129975-0.000372253j 0.00558987+0.000896705j 0.00545673-0.0026712j -0.0056986-0.000404789j -0.000642239-0.00130208j -0.00374758+0.000707262j -0.00284847+0.0001888j 0.00454107+7.72314e-05j -0.000979726+7.91832e-05j -0.0055392+0.00145704j 0.00482444-0.00112451j 0.00411231+0.000670015j 0.0112059+0.00266203j 0.00499001+0.00035095j 0.00104699+0.000132228j -0.00527138-0.00130943j -0.000200827+0.00114094j -0.00626522-0.00167487j 0.00212543+1.58613e-05j -0.00538297+0.00177657j 0.00192915-0.00178531j 0.00108733+8.36688e-05j -0.00662309+0.00346031j 0.00839391+0.000220946j -0.000672519+0.00049292j -0.00406229+0.00108784j 0.00226429-0.000980413j 0.00206044+0.00313874j 0.00114125-0.00483431j 0.00728362+0.00150377j 0.00122376+0.000219246j 0.000251211-0.00104376j 
-0.00310797-0.00118765j 0.0014981-0.00212135j -0.0470984-0.0174438j 0.107581-0.00829109j 0.00517564+0.0123771j 0.00785181-0.0015811j -0.00390863+0.0152687j -0.227415+0.00722601j -0.0301537-0.00338521j -0.00650615+0.00165712j 0.0162186+0.0055543j -0.0105838+0.00475377j 0.0179069+0.00631388j 0.00229631+0.00650055j -0.00511574+0.00376848j 0.00451919+0.00265765j -0.00206613-0.00054031j -0.00110677-0.000624139j -0.00790343+0.00418696j -0.00775096-0.00165357j 0.0171938+0.000235593j 0.0016457+0.00135439j -0.00292309+0.00157262j 0.00489158+0.00222541j -0.00647806-0.000816847j 0.00280009+7.49279e-05j -0.00732411-0.00179977j -0.00261231-0.0025545j 0.000759317-0.000805929j 0.00552003+0.00152666j 0.004451+0.000507665j -0.00378058-0.00181991j -0.000738216+0.000784872j 0.000341459+0.0029486j -0.000138287-0.000781062j 0.00495502-0.00148841j 0.00749858-0.000748838j -0.000473381-0.00187733j 0.0017056-0.000150346j -0.00267008-0.00072081j -0.00107454+0.000386461j -0.00971229+0.00122376j 0.000161491+0.000674655j 0.00353777+0.00183264j 0.0011268-0.00105638j 0.00676938+0.000880129j 0.00638608+2.22634e-06j -9.52996e-05-0.00319456j -0.000685451-0.000212002j 0.00112905+0.000445489j -0.000204693-0.0010424j 0.00619196+0.000875549j -0.00626843-0.00290284j 0.00622977-0.00251427j -0.00318069-0.00319696j -0.00556181+0.00140857j 
0.00022148-0.0103206j 0.00938924+0.00128438j -0.0864824+0.00822562j -0.0411436-0.0170923j -0.035094+0.00702351j 0.00520797+0.0164885j -0.253861+0.0115179j 0.0172397-0.00273238j -0.00297782-0.00153605j -0.00753869+0.000339998j -0.00625669+0.00181015j -0.00944018-0.00383753j -0.0236342+0.00562616j -0.00808659+0.00300878j -0.00823486+0.00260864j -0.008127+0.00201278j 0.00317077-0.00402953j 0.00461161+0.000386464j -0.0119411-0.00300351j 0.00071379-0.00310493j -0.0018521+0.00376008j -0.00198171+0.00089224j -0.00716934+0.000475961j -0.00730076+0.00207655j 0.00504954-0.00147386j 0.00111325+0.000709753j 0.00243179-0.00192263j 0.00793483-0.0010884j -0.000122856+0.00151816j -0.00329442+0.00244109j -0.00226088+0.00270905j 0.00652232-0.00264889j -0.00115066-0.00166085j -0.00683904+0.000832495j -0.00134471-0.000692506j 0.000712037+0.00200709j -0.00110855+0.000757689j 0.00525044-0.00159978j -5.53829e-05+0.00170249j 0.00312545+0.000934552j 0.00327903-0.00110368j -0.00113632-0.00352347j -0.0025516+0.000700428j -0.00391107+0.00163975j 0.00243336-0.000513198j -0.00333897+0.0024995j 0.00230785+0.00274895j 0.00686915-0.000367781j 0.000130174+0.00065053j -0.00192483+0.00185747j -0.00198513+0.000440839j -0.00140253-0.000687845j 0.00684446-0.000630504j -0.000919738+0.00376277j 0.00606079-0.0031214j -0.00537197-0.00299625j 
0.0152128+0.000240783j 0.00768029+0.016569j 0.00741463-0.00188709j 0.0160348-0.00608192j 0.00132295+0.0223693j -0.257774+0.00719439j 0.00668794-0.00994659j 0.00818391-0.00191052j -0.0141162-0.00444664j 0.00447305-0.0019957j 0.00480344+0.00445425j 0.0184571-0.00331735j -0.00433439-0.00211571j -0.00501323+0.00443032j -0.00802551-0.00144565j 0.00531993-0.00223359j 0.0123194-0.000200405j -0.00275098+0.00170482j 0.00908915-0.00548587j -0.000547196-0.00293639j 0.0025575+0.00187611j -0.000475688+0.000267189j -0.00138021-0.00324436j -0.000873096-0.00215239j -0.00281342+0.00149843j -0.00309932+0.00173565j -0.00101346-0.00157905j 0.000683618+0.00237726j -0.00394398-0.00156342j -0.00126566+0.0012326j -0.00424583-0.000561945j 0.00281871+0.000970409j 0.00343686+0.000470404j 0.0006948-0.00236379j 0.00211227-0.00148014j -0.000873121+0.00181476j 0.00688956+0.000417986j 0.00411252+0.0011195j -0.00188982-0.000595204j -0.00650282+0.00176024j 6.39729e-05+0.00277955j 0.00322587-0.00105459j -0.00285882-0.00128208j -0.000732874+0.000464804j 0.000640527+0.00107107j -0.00256196+0.00189749j -0.0029169+0.00133505j -0.000357603+0.00245963j -0.00265377-0.00136943j -0.00263608-0.000510645j 0.00137553-0.00475337j 0.00878919+0.00111485j -0.00676573+0.00212774j -0.0028388-0.00265767j 0.0061744+0.00081584j 0.00251693-0.00397961j 
0.0111999+0.0129757j -0.013155+0.000203348j -0.0707824+0.013704j -0.015015-0.0153086j -0.281311+0.0127924j 0.00868358-0.0141645j 0.0173089+0.00293931j 0.0107251+0.00437533j 0.0117536-0.00564027j 0.00422217+0.00335073j -0.0196386+0.00450986j -8.23069e-05+0.00518149j -0.00330601-0.000385556j -0.014889+0.000608223j 0.00153618-0.00185864j 0.0010484+0.00308491j -0.00157237+0.00364612j -0.00146685-6.06039e-05j 0.00603237+0.00158235j 0.00838288-0.00213598j -0.00705001+0.0029611j -0.000585312+3.28001e-05j 0.00472015-0.00121511j 0.00285572+2.74452e-05j 0.000668856-0.00159475j -0.00356573-0.00113527j 0.00591205-0.00154594j -0.000995603+0.0003163j 0.00525348-0.00115497j -0.0044145+0.000732857j 0.00107212-0.00128678j -0.000321262+0.000480137j -0.00189297+0.000595086j 0.00187511-2.6974e-05j 0.00230872+9.99324e-05j -0.00330977+0.0011188j -0.00341728+0.00321071j -0.0011848+0.00180189j 0.000643165-0.00052852j -0.00101422-0.00241498j -0.0047115+2.50285e-05j 0.00147401-7.33959e-05j 0.00286475-0.00161311j -0.00380505+0.000739109j -0.0011604+0.00103207j -0.00540929-0.00018173j -0.00218456+9.48053e-05j -0.00217071+0.000259588j 0.00498346-0.00161519j -0.000366901-0.00136146j 0.00818694+0.000872253j -0.00524878+0.00463561j 0.000588113-0.00314252j 0.00539334-0.000378957j 0.000451539+0.003095j 0.00455816-0.000567593j 
-0.033072-0.0159379j -0.080972+0.00777923j -0.019107+0.0234691j 0.274641-0.00692864j 0.0156861+0.00653006j -0.0028819+0.00336345j 0.00692756+0.00689774j -0.0221265+0.00688586j 0.00930173+0.00313116j 0.000735613+0.00450647j 0.00448436-0.000903658j 0.00179588+0.00408799j 0.0107263-0.00118536j 0.00414455+0.00111317j -0.00116539+0.00169j -0.00382812+0.00287703j -0.00109607-0.00184197j -0.00245895-0.000367986j 0.00287928+0.000780211j 0.000250383-0.00300798j -0.000694114-0.00176072j 0.00116005-0.00047724j 0.00528438+0.00105168j -0.000234182-0.000287423j -0.00359985+0.00115024j 0.000856654-0.00157161j -0.00414133+0.00132067j -0.000452738+0.00051376j -0.00342432+0.000234092j 0.00487634+0.000478206j 0.00123984-0.000970089j -0.00330579-0.00122519j 0.00125424-0.00144694j 0.000414287-0.000416414j 0.000968997+0.000498529j 0.00215398+0.00273992j 0.000768761-0.000303457j -0.0037993+0.000846117j 0.000101951+0.00082241j 0.00149982+0.00128506j -0.000775878+0.000885511j 0.00162422+0.000615869j -0.00219941+0.00129145j 0.00551153+0.000392543j -0.00149326-0.000916057j 0.00833027-0.00131942j -0.00216778-0.0020214j -0.000584821+0.00263072j -0.00571615-0.000221389j 0.0047413-0.000133728j -0.00655403+0.00150086j 0.00128653-0.0038283j -0.00274251+0.00177053j -0.00184408-0.00122294j -0.00680363+0.0024259j 0.00431579+0.00405613j 
-0.0811322+0.00827656j 0.0328347+0.0163079j -0.283348+0.00950222j -0.0231621+0.0204419j -0.011774+0.00803216j -0.00620774-0.00225437j -0.01687+0.00434095j -0.0110936-0.00837861j -0.00960087+0.00459324j -0.0088776+0.00194137j 0.000481245+0.00283015j -0.00874406+0.00180809j 0.000493697+0.00528923j -0.00209039+0.00259471j -0.00299334-0.00025625j -0.0047129-0.000782795j 0.00373253-0.000927896j 0.00070451-0.000884854j -0.00195002+0.00176927j 0.00599083-0.000780457j 0.00293319-0.000521705j 0.00175992+0.000897307j -0.00301871+0.00292834j 0.0009121+0.000155013j -0.000897295-0.00186887j 0.00314068-0.000251163j -0.00148044-0.00246552j -0.00115987-0.000291226j 0.000421965-0.00152455j -0.00223165+0.00325602j 0.00172846+0.000464088j 0.00327055-0.00223559j 0.00317632-2.93927e-06j 0.000147179+0.000430723j -0.000709362+4.95707e-05j -0.00639436+0.00178223j -0.000196048+0.000364385j -0.00114065-0.0017246j -0.00246744+0.000329731j -0.00274588+0.000832337j -0.00135464-0.000191034j -0.00142841+0.000735792j -0.00165551-0.00119016j -0.00282424+0.00327636j 0.00249647-0.000569047j 0.00132174+0.00410903j 0.00374991-0.00109926j -0.00519534+1.89893e-05j 0.00206081-0.00319441j -0.000710724+0.00213025j -0.00249798-0.00324459j 0.00632851+0.000582098j -0.00234016-0.00125721j 0.00274121-0.00121704j -0.00416094-0.0040283j -0.00666647+0.00232123j 
-0.0277234+0.0329237j -0.304205+0.0048854j 0.00900385+0.00851679j 0.0157937-0.00566315j -0.00538088+0.000323872j -0.0014138-0.0053074j 0.00927478-0.00150733j -2.88033e-06+0.00327056j 0.00176739+0.00142181j -0.00473703+0.00108858j 0.000972551+0.00307917j 0.00446531-0.000636687j 0.00111067-0.00212027j -0.00290328-0.000576994j 0.00178389-0.00116469j -0.00179435+0.00149311j 5.82628e-05+7.93323e-05j 0.000930707+0.00165683j 0.00174434+0.000647482j 2.41156e-05+9.44299e-05j 0.00100662-0.00133166j -0.00434778+0.000227347j 0.000702819-0.000486797j -0.00108369-7.58285e-05j -0.00117212-0.000202473j 0.000184638-0.00228491j 0.00117764-0.000949505j -0.00170311-0.000335745j -0.00132184+0.000623728j -0.0010756+0.00144921j -0.000856755-0.00138523j -0.000881942-0.00027619j -0.00138624-0.000865394j 0.00356239+0.000152212j 0.000479744-0.00214116j -0.000545063+0.000515139j 0.000200266-0.00076162j -0.000115277+0.00120726j 0.00400691-0.000546099j -0.000463206-0.000688887j -0.00136449+0.000503451j 0.00216282+0.000260091j -0.00052687-0.00154502j 0.00447908+0.00100348j -0.00421818+0.00275625j -0.00235176-0.00107857j 0.000619678+0.000543534j -0.000699394+0.000971546j -0.00457771-0.00120014j 0.00349149-0.00385243j 0.00463768+0.000558026j 0.00132663+0.000984309j -0.00459329+0.00365043j -0.00536559-0.00247832j 0.00728541+0.002855j 0.00478097-0.00468696j 
0.304406-0.00494972j -0.0278186+0.0328461j 0.0157763-0.00577526j -0.00876319-0.00847078j -0.00057433+0.00309024j -0.00926689+0.00166848j -0.00156196-0.00542622j 0.0052574-0.00020961j 0.00273121-0.0014491j 0.000946848+0.0025053j 0.00556667-0.00101135j -0.000900616-0.00261056j -0.00320342-0.000572164j -0.00149665+0.00182337j -0.00178085-0.000787118j 0.00197157+0.000808995j 3.20685e-06+3.82169e-05j 0.00317717-0.000685878j 0.00125791-0.0013516j 0.000550614-5.75287e-05j -0.00210388-0.00022034j -0.000333003+0.00244813j -0.000679936-0.00057741j -0.000206488+0.000503677j -0.000688498+0.000790025j -0.00375333+0.000382745j -0.00165186-0.000442023j -0.00115764+0.00118931j 0.000890755+0.000680053j 0.00251382+0.000243036j -0.0024305+0.000775754j -0.000680917+0.000689434j -0.00184977+0.000981173j 0.00102571-0.00213159j -0.00381253+5.27646e-05j 0.000651884+0.000159924j -0.00139509+5.89299e-05j 0.00194918-6.43315e-05j -0.000244697-0.00220186j -0.00131674+0.000381566j 0.000634159+0.000729598j 0.000745742-0.00135718j -0.00286218+0.000547447j 0.00259436-0.00284398j 0.00425671+0.00203424j -0.00207777+0.0014337j 0.0011449-0.00035414j 0.00147834+0.000267797j -0.00275458+0.00287898j -0.00620086-0.00159241j 0.00141486-0.00275292j 0.0019375-0.000852646j 0.0057171+0.00242504j -0.00463487+0.00343401j 0.00478583-0.00468895j -0.00726965-0.00285109j 
