-0.0171659+0.0329265j 0.0206163+0.019768j -0.0109168+0.0621858j 0.0451553-0.000352186j -0.00853622-0.0113939j 0.00225627+0.0110357j 0.00759817+0.0350085j -0.0261245+0.0228959j -0.0408791-0.0551223j -0.031451-0.00635657j 0.00770433+0.0139733j -0.0119946-0.0190455j 0.0119056+0.00432113j 0.0244065-0.000885325j 0.0131691+0.0140796j -0.00759071+0.013245j -0.0197372+0.00334652j -0.00932794-0.00856145j 0.017955-0.00423063j -0.0153432-0.0138189j -0.0267035-0.011343j -0.00658247+0.00191863j -0.00114661-0.00894238j -0.00396622-0.01186j 0.000271591-0.0115915j -0.0133773+0.0136806j 0.00721532+0.00161542j -0.00889625+0.00162347j 0.00058019-0.000765453j -0.00512958+0.0090241j 0.00328339-0.0160503j -0.0114259+0.0227863j 0.0293567-0.0030304j -0.0181654-8.12765e-06j -0.0163848-0.0157724j 0.00640366-0.01411j -0.0048356-0.0177133j -0.0239945+0.01163j 0.000430086+4.96408e-05j -0.00363712-0.0126758j -0.0188204-0.0174078j 0.0152726+0.0109093j 0.000873365+0.000513713j -0.00702726-0.0291886j -0.0108132-0.00107268j -0.0277466-0.00947255j -0.0100843+0.00612672j 0.00109043+0.0115749j 0.0237734+0.0167476j 0.0222266-0.0197113j -0.00811415+0.00699437j -0.00724662-0.0112419j 0.0302669-0.012536j 0.00764932-0.0257176j -0.00210337-0.0136481j 0.0141525-0.0312664j -0.000410777-1.94062e-05j -0.00156146-0.00382172j -0.00154605+0.0153083j 0.00512938-0.0345301j -0.00442335-0.0116727j -0.0168124+0.00342768j 0.0220863+0.0173323j -0.00633456-0.0032809j -0.0256842-2.76442e-05j -0.00720791-0.00527761j 0.0104762+0.000826014j 0.0125592-0.00505284j -0.00316206+0.00530771j -0.0123906-0.0116883j 0.0195026-0.0110142j 0.00934463+0.00727066j 0.00958375+0.0111191j -0.00768847+0.0194622j 0.0207088+0.0188107j -0.00762449+0.0145129j 0.0012615+0.0350405j -0.00465016-0.0102637j 0.0192095+0.00233906j 2.03982e-06-0.0217922j -0.0210785+0.00321395j 0.0107127-0.00505614j -0.0186664-0.0018833j 0.0143891-0.00750916j 0.00668173-0.0198796j -0.0115314+0.0276173j -0.0355506+0.0304275j 0.00383102+0.00998061j -0.0629942-0.0679858j -0.00106252-0.0092204j 0.0024981-0.000200508j -0.0465767-0.0122731j 0.0302404+0.0799828j -0.0359076+0.00387587j -0.00344718-0.0370984j 
0.0182746-0.0264415j -0.0240558-0.0162146j 0.024516-0.0218151j -0.0182197+0.000367672j -0.0745659+0.0343915j 0.0309572+0.0624213j 0.0313347-0.0101207j -0.0267329+0.00754172j 0.0328184+0.00328541j -0.115435+0.00733268j -0.0477164+0.0803196j -0.000187232+0.0472732j 0.00841402-0.0100087j -0.0212044-0.0644949j -0.0323035+0.063169j -0.000763209-0.0597187j -0.0122141+0.0134671j -0.0184985-0.0124797j -0.0193614+0.0189652j 0.0394679-0.0213749j 0.0298277-0.0189301j 0.0183706-0.0222586j -0.0436963+0.00644443j 0.0178025+0.0068073j -0.00533258+0.0148815j 0.0290131+0.0310757j 0.088696-0.000379403j 0.000712873+0.103129j 0.0814508-0.0339627j 0.109217-0.0150787j 0.033682+0.0505501j -0.00096628-0.0242813j 0.0159563+0.0465892j -0.0507783-0.00839629j -0.0019618-0.00461655j 0.00347132+0.0185164j 0.010362+0.00947386j 0.0266178+0.0406654j -0.0193988+0.03054j 0.021271-0.0338819j 0.0359078+0.0389784j -0.023981+0.0433072j -0.0200157-0.0342316j -0.0195615+0.026388j -0.0176377-0.0257139j 0.0385981-0.0161412j -0.0153754+0.00215374j -0.0132799+0.0548772j -0.0190004+0.0216543j 0.00332285+0.00694693j 0.0370238-0.00215863j 0.0125761+0.0183894j 0.0566294+0.0463569j 0.00708625-0.00129552j -0.00361103-0.0447003j 0.0336907+0.00818927j 0.0171279+0.00455981j 0.0198483-6.06534e-05j -0.0135688+0.0167299j -0.0654201-0.0193913j -0.00209124+0.0576873j 0.026445+0.0615357j -0.0181653+0.042935j -0.0628995-0.000631198j 0.00914158-0.0386417j 0.0079503+0.0278649j -0.0228624+0.0332478j -0.0432421-0.0319132j -0.0118604+0.0471251j -0.00659026-0.0236274j -0.00428906+0.0456864j 0.0166443+0.00766624j 0.00439076+0.0730287j 0.0117555-0.0308624j 0.00384646-0.0048619j -0.0425906+0.0118577j 0.0731783-0.0467489j 0.0317055-0.0296419j -0.00930711-0.0477011j 0.0218202+0.0251839j -0.0068536+0.0130373j 0.0342402-0.0424995j 0.0425416-0.0756711j -0.0249948+0.0431713j -0.0520283+0.0324091j -0.0285495-0.0319467j 0.014016+0.00391749j 0.020906+0.00477889j -0.0318148-0.00210342j 0.0390999-0.0299897j -0.0256798-0.0346314j -0.0225813+0.0177513j 0.0303327+0.0201981j 0.011081-0.034894j 0.00778054+0.00813557j 
0.0201655-0.0207687j -0.0215873-0.0158346j 0.0402995-0.0416164j -0.0369325-0.0373038j -0.0144672+0.0146558j 0.00989239+0.00751343j 0.00684226-0.0217189j 0.0194071-0.0165497j 0.0198908+0.0668911j 0.00836372-0.00435706j -0.0466034+0.00221058j 0.00340179+0.0155975j -0.000615739+0.0174084j -0.044192-0.00504843j -0.0327164+0.0146552j -0.0145394-0.00735153j 0.0199373-0.0250839j 0.0224012+0.0201434j 0.00653122-0.0216085j 0.01982+0.0192313j 0.00441038-0.0340946j 0.0220948-0.0313455j 0.00744487+0.000292098j 0.0223545+0.0310698j 0.00965147+0.00844055j 0.0421552+0.00228586j 0.00884366-0.0090009j 0.0393196+0.0223735j -0.0193788+0.0138693j 0.0261441-0.0195243j -0.010315+0.0230735j -0.0119656-0.0735968j -0.0226769-0.00823919j -0.0310226-0.0054183j 0.0366519+0.0147418j 0.0149404+0.0260528j 0.0124998+0.0349676j 0.0260546-0.013333j -0.0093954+0.0239454j 0.0111934-0.0005769j 0.00978911+0.0187801j -0.0442642+0.0114204j -0.02968-0.0224529j -6.88045e-05+0.0208778j 0.0125566-0.0164003j 0.0258346+0.0361834j 0.0277421-0.0077517j -0.000281554-0.0196912j -0.0323462+0.0288187j -0.0481728+0.00643336j 0.020424+0.0060944j 0.0255627-0.0318824j -0.00304777-0.000607146j -0.0273999+0.0422871j -0.0133679-0.0149939j -0.0117411+0.0415038j -0.0487544+0.004513j 0.000344469+0.0126352j -0.000235919-0.0246356j 0.0127378-0.0245966j 0.00403397-0.021011j 0.00769454-0.00519243j 0.00300421-0.0194321j 0.02932+0.0217722j 0.0218063+0.0184048j 0.00439891-0.0134233j 0.00576324+0.00790132j 0.00252548+0.0426582j 0.00474105+0.00756313j -0.0315938-0.0237324j -0.0130743+0.0126388j -0.0317053+0.00807913j -0.0168001+0.0230984j -0.00174546+0.0202858j 0.0282693-0.0199084j -0.00573552-0.013927j 0.0051571+0.00619406j -0.0433752-0.00497265j -0.0035424+0.0108415j -0.00172077+0.0211029j -0.0335653+0.0296801j -0.0523026-0.0476936j 0.0193616-0.00306992j -0.0211539+0.0276438j 0.0455653+0.016742j -0.00710236-0.01018j 0.00994593-0.0169517j -0.00487313+0.01605j 0.0478913-0.0135417j 0.00110893+0.0065659j 0.00208031-0.000924343j 0.0568485-0.000661813j -0.0270557-0.0360016j 0.00018335+0.0113209j 0.0133267+0.0338103j 
0.00803052-0.0167908j -0.0130872-0.00861042j 0.0353986-0.029255j -0.0188-0.0140033j 0.00338757+0.00191428j -0.00718773-0.00780459j 0.00573108-0.0349598j 0.0548576-0.00517112j -0.00325146+0.0624742j 0.0222893+0.0272378j -0.0204206-0.00821963j 0.0190178-0.00792256j -0.00949005+0.0225947j -0.0316362-0.00532832j -0.0203336-0.0234977j 0.00846494-0.00794149j 0.0242231-0.0264136j 0.010194+0.00324408j 0.0205352-0.0304924j 0.00877555+0.0235029j -0.0124895-0.0156635j -0.00667153+0.0025593j 0.0454381+0.0166365j 0.0161457+0.0279749j 0.0138541+0.0143239j 0.00121975-0.0023144j -0.0053243-0.01446j -0.0185932-0.0277024j -0.0335646+0.00368873j -0.035919+0.0189394j -0.0243916-0.00503625j -0.00488571-0.0319071j -0.0319567-0.0215849j 0.0070523-0.0190853j 0.0489824+0.0469213j 0.00837018-0.00644273j 0.0327775+0.0266593j 0.00350945-0.0290864j -0.0078479-0.0328527j -0.0064773+0.0351402j 0.00806039-0.00207242j -0.028479-0.0100244j 0.00118274-0.0154079j 0.000465001+0.00322815j -0.0425889+0.0166292j -0.0192954+0.0331246j 0.0572188-0.0143546j -0.025465-0.0355999j -0.0289731+0.0373928j -0.00818715+0.00736551j -0.00265172+0.0158537j 0.01353-0.0747435j 0.0276305-0.00332436j -0.00961145-0.00141231j -0.0483574+0.038227j -0.0287262+0.0233695j -0.0304536-0.00207064j -0.0124851+0.00292835j -0.0360164+0.00742727j 0.0177528-0.0329913j -0.0313428-0.0598085j 0.00778034-2.28418e-05j 0.0136223+0.0174366j 0.0363472-0.0251895j 0.000325012+0.015229j -0.0241363+0.000674239j -0.0045883+0.011567j 0.0184877+0.0427499j -0.0217052+0.0119682j 0.0145544-0.0465734j 0.0115834-0.00190505j -0.0308348-0.0157389j 0.00328735-0.0229911j -0.0276917-0.0296014j 0.0596461-0.0114687j 0.0214935+0.029772j -0.0241404+0.00487816j -0.0452182+0.03569j 0.0180557-0.00372772j 0.0350707-0.012592j 0.0200316-0.00350103j -0.0265885-0.00305263j -0.0622768-0.0236172j -0.0164734+0.0116764j 0.0974584+0.00756403j -0.0295936-0.027186j 0.0186759-0.00616229j 0.0155007-0.00114851j 0.0188599-0.00788149j 0.00128498+0.0360186j 0.0401195+0.00902214j 0.0127851+0.0141265j 0.00552003-0.0176609j -0.00885075+0.0034299j -0.0155751+0.000485263j 
-0.000743435-0.0147302j -0.0148154-0.0040901j -0.0178295+0.0570104j 0.0813354+0.0174894j -0.00644609+0.0357577j 0.019446-0.00523346j 0.0616493+0.0154111j -0.000569012-0.0720547j 0.0152314-0.00549983j 0.00416931-0.0140419j -0.048867-0.0395167j 0.00784219+0.0730578j 0.111317-0.0341686j 0.0401143-0.00397093j -0.047885-0.0078385j -0.021569-0.0386457j 0.00526103-0.0274645j 0.0512356+0.0299353j 0.00777856-0.087229j -0.033885+0.0394366j -0.0444839-0.0976396j -0.0303991-0.040408j -0.039333-0.000256584j -0.0156096+0.102913j 0.0937023-0.0540082j 0.0496193-0.035894j 0.0226167-0.0766501j 0.0532789+0.0413231j 0.0233765+0.0424628j -0.00718457-0.0139024j -0.0136856+0.023999j 0.00573937-0.00199196j 0.0565667-0.0912449j 0.0538927+0.0715494j 0.0153716+0.0698462j 0.0855394-0.00944978j -0.0130138-0.0513549j 0.0665651+0.0131799j 0.0135342+0.0153712j -0.0126467-0.0496794j -0.0140486-0.0205761j -0.0906546+0.00355454j 0.0607742-0.0696089j 0.0908096+0.0317444j 0.0184977+0.029699j 0.0661716+0.0019243j 0.0240291+0.0276207j 0.0249951-0.000639285j 0.0492363-0.0137123j 0.00470885+0.0393889j -0.0150077-0.0366539j 0.0308416-0.028743j 0.0245514+0.0132843j 0.0976233-0.0516024j 0.0732919-0.0317091j -0.0754207-0.0174184j -0.0761433+0.00296199j -0.0906684-0.0408421j 0.0256112+0.016729j 0.0417515-0.0532444j -0.0411008+0.0190553j 0.0777817-0.0145647j 0.0539745+0.0752775j 0.0120446-0.0870336j 9.02146e-05-0.00145073j -0.048873-0.113745j 0.0230349+0.00884498j 0.00683113-0.0210677j -0.0409622-0.0659029j -0.0284247-0.0272624j 0.00940072+0.0147762j -0.00682497-0.00194071j -0.0386804-0.0181465j 0.024415+0.0365087j 0.0067554-0.0360983j -0.00275269+0.0441587j 0.0275053+0.0453322j 0.0277899+0.0451643j -0.0399548-0.0264295j 0.00402609+0.0617779j 0.0127912+0.0273793j -0.0169662+0.048796j 0.00975784+0.00124549j -0.0309058-0.012987j 0.00145101-0.0847769j -0.0513695-0.00358588j -0.013605-0.0134737j -0.0105874+0.0184821j 0.0338616+0.00202491j -0.037139+0.0198973j 0.0078247+0.0326309j 0.0023636+0.072634j 0.0303155+0.00657659j -0.0104198-0.011087j 0.00394916-0.0142727j 
0.00524643-0.0396519j -0.0333775-0.0043374j 0.0337208+0.00735892j -0.0036168-0.0279648j -0.0399188+0.0183753j 0.0130224+0.0102988j 0.0817804-0.00548657j -0.0205257-0.0175005j 0.015937+0.00772632j -0.0152105-0.0270904j -0.0472664+0.00163997j -0.0199358+0.048519j 0.0565314-0.00673663j 0.000158684+0.00798585j -0.00783845-0.000304318j -0.0134372-0.0680621j -0.00037456+0.00835363j 0.0227901+0.0367063j 0.0261621-0.0288551j 0.0270714+0.0213034j -0.00949922-0.0505495j 0.00456615-0.0494109j -0.0122312+0.0165667j 0.0218341+0.0584645j 0.0181122-0.00172326j 0.0545203-0.00250248j 0.049827-0.0438646j 0.0463+0.0438931j -0.0103648+0.0377034j 0.039093-0.0262351j 0.00152388+0.0723149j -0.0337201-0.0786597j 0.0109009-0.0344064j -0.0609655+0.0190191j 0.0711823+0.0594958j 0.0669769+0.0145411j 0.0153335-0.0248802j 0.033048-0.0095285j -0.0249717+0.0282239j -0.0347151-0.0046528j 0.0191178-0.00193107j -0.0995135+0.0567607j -0.0159748-0.0286362j 0.0648704+0.0348802j 0.0276205-0.000684702j 0.0204925+0.0156059j 0.0205135+0.0841474j 0.00978584+0.0393198j -0.011959+0.0191662j -0.0307434+0.0158704j -0.0363897-0.0224936j 0.0498305-0.0224898j 0.0053206-0.0102834j 0.0279668-0.00163868j 0.0390262-0.0389036j -0.019676+0.0031609j -0.0452102+0.0148225j -0.0177671+0.00223819j 0.0441737+0.0271205j 0.0605478-0.0756119j -0.0233663+0.0321033j -0.00651149-0.0216851j -0.0188266+0.0188782j -0.0261843-0.0373755j 0.029017+0.0103737j -0.0141445-0.0105706j -0.0210451-0.00631511j -0.0022659+0.041756j -0.00466602-0.0152089j -0.00968352-0.0385942j 0.0194885+0.025788j -0.00830902+0.0139219j 0.010629+0.0856942j -0.00373392+0.0257301j 0.0637894+0.0236781j 0.0121817-0.0048233j -0.0101587+0.0259161j -0.00881441+0.0116723j -0.0159319-0.00992138j -0.00157086+0.0419149j -0.0388668-0.0113333j -0.0505415+0.000360928j 0.0321776-0.012974j 0.00736322-0.00861587j 0.00623074-0.0131683j 0.00907024+0.00152099j 0.0105793-0.00789198j -0.0320606+0.0336285j -0.0426528+0.0545553j 0.00303115-0.00291554j 0.00731321+0.0161193j 0.0319423-0.00310505j 0.0143418-0.0444698j 0.010675-0.0313812j 0.0327877+0.00949389j 
0.0095364+0.00394937j 0.00534841-0.00987277j 0.00414088+0.0174703j 0.0200194-0.00857351j -0.00426918+0.0587413j 0.04168+0.0154724j -0.027478-0.014927j 0.0417782-0.0589716j 0.0309211+0.102054j 0.121569-0.0644037j -0.161803-0.0852769j -0.0403077+0.0655506j 0.0762795-0.0284653j 0.0155439-0.0220377j -0.115704+0.0640617j -0.119091+0.117479j 0.044629+0.0646519j 0.0158788+0.0148338j 0.170921-0.0947397j -0.00837574-0.138625j -0.0818829-0.250492j -0.0273874-0.20593j -0.12579-0.0597835j 0.016745+0.139188j 0.1392-0.252174j 0.0912254+0.0736912j 0.00770509-0.0880639j 0.310467+0.118091j -0.0496159+0.109257j 0.0208203+0.0505035j -0.0781522-0.109839j 0.050175-0.0732996j 0.100403-0.0782622j 0.168432+0.0400082j 0.068356-0.0879781j -0.161215+0.0487226j -0.0335995-0.115728j -0.0717731-0.0869793j 0.167209-0.18996j 0.075146+0.0383945j -0.0867398+0.0576827j -0.121666-0.0815486j 0.0958321+0.0521134j -0.0543077-0.0147856j -0.0836675-0.043318j -0.0201777+0.00665069j -0.0801059-0.0516661j -0.105039-0.131608j 0.0226099-0.00467105j -0.0694406+0.03379j 0.0343433+0.0227587j -0.00252017-0.0212552j 0.0264987+0.0706973j -0.0929803+0.00256613j -0.0473427+0.00587475j 0.0198679-0.00768873j 0.0483762+0.00641788j -0.0161901+0.0351484j -0.0458233+0.015188j -0.07245+0.0750147j 0.018166+0.0101487j -0.0395876+0.0170165j 0.00122884-0.0443433j 0.00677535+0.0911784j 0.0476524-0.0487287j -0.0178605+0.0408406j 0.0111298-0.0103454j 0.0379072+0.0145534j 0.00931338+0.00261112j 0.0131321+0.00638984j -0.00658322-0.0212086j -0.0319598-0.00774747j 0.0314212-0.0612984j -0.0124506+0.0186896j -0.0338847-0.00219821j -0.00927658-0.0153881j 0.0102204-0.0300877j -0.0193584-0.00925276j -0.0181903-0.00332968j 0.000105714+0.0137387j -0.0021282+0.0236899j 0.0101152-0.0375527j 0.0309626+0.0211357j -0.0185343+0.0172017j -0.0344541-0.00474203j -0.0435537+0.00984431j -0.0111353+0.00640108j 0.00651373+0.0082987j 0.0217284-0.0379448j 0.000927569-0.00638116j -0.00882726+0.00539574j 0.0193516-0.0235975j -0.0180614-0.013753j 0.0069787+0.0149013j -0.00931898+0.00135272j 
-0.027208-0.00743539j -0.00582998+0.0274059j -0.0209146+0.0155657j 0.0325152+0.0262318j 0.0605806-0.0307227j -0.0416513-0.0757956j 0.0879014-0.0233004j 0.00340222-0.0401783j -0.0389569-0.0553549j 0.139803+0.0982708j 0.0622522-0.0866337j 0.0631837+0.00707603j 0.13125-0.0740363j 0.105084+0.135038j 0.0346541-0.206094j -0.0104583+0.00577479j -0.00138014-0.0688317j 0.0734981+0.0445051j 0.179821-0.0857125j -0.0720195+0.0881211j -0.109761-0.0549691j -0.110185+0.0286284j 0.124075+0.0571435j -0.0443598-0.0313225j 0.0678744-0.123817j -0.00331337+0.0126675j -0.107023-0.0565498j -0.11144-0.171233j -0.185435+0.0334786j -0.175998+0.0824832j -0.0354278-0.187015j 0.0487074+0.0773243j -0.118415-0.086558j 0.20796-0.0970389j -0.0313346+0.155817j 0.161166-0.0360788j 0.0315276-0.0830782j -0.0822754-0.118558j -0.0246174-0.0093068j 0.00242706+0.0188221j 0.0212751-0.158749j -0.0519127-0.0996386j -0.00791244+0.0792047j 0.0209614-0.0298544j -0.0497441+0.0751258j -0.00615475+0.0767326j -0.0154066-0.0273293j 0.0422276+0.0276124j 0.0523878+0.0606549j 0.0139304+0.0620982j 0.0132219-0.0890023j -0.0137498+0.0396372j 0.0225528-0.0098508j 0.0315027-0.0310472j 0.0485046+0.016673j -0.0552021-0.0672357j -0.0329261-0.00785069j 0.00603153-0.060886j 0.0196864-0.0372914j 0.000728274-0.0740859j -0.053639+0.031376j -0.0325056-0.0235834j -0.0509181+0.0133737j -0.00824631-0.0322725j 0.00981425-0.000423778j -0.0236447-0.000198371j 0.00979978+0.0255865j -0.000482822-0.0501783j 0.0178254+0.00226642j 0.0195547+0.0177722j 0.026453+0.0243005j 0.05812+0.00835461j 0.0119227+0.0102332j -0.0121147+0.0529065j -0.0126901-0.00241943j 0.00773324-0.01174j 0.0123318-0.0166422j -0.00489529+0.0107226j -0.0152534-0.0117795j -0.0125756+0.018514j 0.0139693-0.0477569j 0.0272081+0.0227508j 0.0254217+0.0058008j 0.00671719-0.000384641j 0.0417705+0.000267199j 0.0216537-0.0488891j -0.00837328+0.0185601j -0.00496563+0.00126547j -0.0365293+0.00911252j 0.0276029+0.0579132j 0.0469127-0.0233629j -0.000635084+0.019436j 0.0325918+0.00201712j -0.021489-0.00128689j -0.0109151-0.00999508j 
-0.0211711-0.0126465j -0.0119585+0.0250081j 0.0688534+0.00199424j -0.0294252-0.0572709j 0.0134378-0.0450815j -0.0160207-0.0260438j 0.0202175+0.0880546j 0.122853-0.0352106j 0.0360133+0.111232j 0.00476045+0.00180145j 0.0233394-0.0120032j -0.0203269-0.0825433j -0.0362248+0.0185848j 0.023083+0.0483254j 0.000115423-0.0647812j 0.043942+0.00896031j -0.00965372-0.0369677j 0.0359243+0.0337128j 0.0734456-0.000414974j 0.0106126+0.0784566j -0.024252-0.011938j 0.021897+0.0541455j 0.0747267+0.0588624j 0.0282466+0.00314198j -0.0666116+0.040353j 0.0421759-0.0335293j -0.00836816-0.0242655j 0.00614693-0.0588956j -0.128644+0.0285714j -0.0204893-0.0322541j 0.0353238+0.000612261j -0.0134155-0.125414j -0.116244-0.0339519j -0.0363196-0.059988j 0.0281763+0.033603j 0.0429127-0.0423419j 0.0519225+0.0209188j -0.0821952-0.111622j -0.0199542+0.0914062j -0.0537649+0.0561032j 0.0282247-0.0330098j -0.073639+0.0272943j -0.104129+0.0681745j 0.0494876+0.00912223j 0.0625977-0.0142205j -0.0303496+0.0593612j 0.0260003+0.0265169j 0.0745471+0.0213174j -0.0843226+0.0644877j -0.0420899-0.0181537j 0.00404037-0.0446518j -0.000866672+0.0147844j -0.0700364-0.0757525j -0.0511498+0.103848j 0.0495421-0.0586933j -0.0419799+0.0072003j -0.0381646-0.0245642j 0.00694309-0.00677356j 0.0710517-0.0351347j 0.00833474-0.0565309j -0.0314458+0.00697025j 0.00971235+0.0112125j -0.0165988-0.106687j 0.0477635+0.0211037j 0.0277203-0.0234196j 0.0807548+0.00921078j 0.013766-0.0257918j 0.00481436+0.0403857j 0.0306375+0.0024313j -0.0374986+0.025269j -0.0516133+0.0617843j 0.0213394-0.0110242j -0.0146623+0.024843j 0.0235371+0.00498284j 0.0103387-0.0353074j -0.00938395+0.00401446j -0.0241273+0.00860248j -0.0243959-0.00113166j -0.0178907+0.0212749j -0.0042058-0.0277083j 0.0110289+0.0922052j -0.0449406-0.0683778j -0.00575439-0.00318523j -0.0550124-0.0017537j -0.0556486+0.0303082j -0.0119999-0.00543409j 0.0314241-0.112761j -0.0792244-0.0195486j 0.0855574-0.0340322j -0.000546846+0.00567332j -0.00281827+0.00981369j 0.0349273-0.0210911j -0.0491131-0.0307872j 0.0181597+0.0367888j -0.0229315+0.0187427j 
-0.0271943-0.0240686j -0.0270587+0.0324252j 0.0316935+0.055713j 0.0647318-0.0320642j -0.0492195+0.00717985j 0.0151377+0.0365813j 0.0583577+0.0408831j -0.024749-0.0428765j 0.010198-0.0256356j -0.037812-0.124078j -0.0780814-0.00316288j -0.0441792-0.0139062j 0.0643988+0.0010439j 0.0705411+0.0612897j -0.0019471+0.0296052j 0.00894415-0.0768376j -0.0718023+0.0160698j -0.0159536+0.0381224j -0.0025182-0.042886j -0.013583-0.0169763j -0.0222949-0.115673j 0.0109573-0.0266685j -0.0726837+0.00576518j 0.0221376+0.127256j -0.0275194+0.101153j 0.0908878-0.0483467j 0.142253-0.0851177j 0.108824+0.0969257j 0.046153+0.0333101j 0.0364738-0.0765452j 0.119228+0.103659j -0.0436972-0.108397j 0.0627439-0.0502761j -0.138333+0.032344j 0.125414+0.036541j -0.000507623-0.0535591j -0.01963-0.0559667j 0.0439523+0.0188063j -0.00359336-0.00328847j -0.0783322-0.0346268j -0.0786299+0.000801812j -0.0928925+0.0994209j 0.0216506-0.0263919j 0.129925-0.0364143j 0.0438862-0.0256372j -0.0478309-0.0328409j 0.0478988+0.21854j 0.0652609+0.107575j 0.0438265-0.0609265j 0.0241385-0.0651528j -0.0930798+0.0299169j 0.00843543-0.020146j 0.0301626-0.0521812j 0.0408017-0.0266766j 0.105342-0.0127667j 0.011893-0.0403563j -0.0780407+0.0322879j 0.0209216-0.0229407j 0.0715923+0.0840634j 0.119972-0.0542235j -0.0848045+0.0698016j -0.0176814+0.0324436j -0.00842864-0.0221972j -0.0164525-0.0840737j -0.00458486+0.0618409j 0.00758178-0.0460964j 0.0104638+0.0125781j 0.0228345+0.0363521j -0.0562185-0.0045566j -0.0284654+0.0409409j -0.0416196+0.00933627j 0.038696+0.0255147j -0.00122737+0.102525j -0.00956922+0.0311732j 0.0733554-0.00228911j -0.0160531-0.0235358j 0.00840789+0.0417859j -0.00408323+0.00584253j -0.00360548-0.00586889j -0.00227682-0.00262927j 0.00181851+0.0277949j -0.051945-0.0126175j 0.0178124-0.0445305j -0.0111809+0.0241575j 0.0430401+0.0137272j 0.0212134+0.00139345j -0.00676062+0.00170007j -0.0302665+0.0206369j -0.105305-0.0187582j 0.00368546+0.000754322j 0.0161501-0.00957117j 0.0142981-0.00352875j 0.0261001-0.00204372j -0.0421317-0.0214074j 0.011683-0.026658j 
-0.0221664+0.00318213j 0.00104839+0.0152706j 0.0233023+0.0216731j 0.0133614-0.0412029j 0.0630747-0.00623892j 0.0136673-0.0285293j -0.070686+0.0345887j 0.0191188+0.000244687j 0.0380558+0.0446553j -0.0197603-0.0791296j -0.00585261+0.00572829j -0.029411-0.13087j -0.110311+0.0068213j 0.0944776+0.0202609j 0.0245409-0.0642333j -0.00658318+0.0653272j -0.0597446+0.0955505j -0.0320173-0.019326j 0.126265+0.0444885j 0.0409469-0.0544708j 0.00625289-0.00815219j 0.0382779-0.00451411j 0.0437296+0.00910646j 0.0451202-0.0419454j -0.164254+0.0769639j -0.00709467+0.0222924j 0.0743019+0.0254487j 0.0656194-0.0548836j -0.12137+0.00362115j -0.0615254-0.0514819j 0.140409+0.00128141j -0.026983-0.126235j -0.0798184-0.0122636j -0.0450547-0.0574627j 0.0303254-0.110619j -0.127393-0.0943612j 0.018822-0.0763424j -0.143318-0.0910204j 0.0372997-0.0222483j -0.0536994+0.0981214j -0.0933277+0.0136315j 0.0132135+0.0368206j -0.0350364+0.230914j 0.0154835-0.0654201j 0.0219963-0.0302496j -0.183879-0.053922j -0.043922+0.0758782j -0.0157908-0.00798306j -0.0895964+0.00306396j -0.0200416-0.103764j -0.0455353+0.040553j -0.111874-0.0141454j -0.00765598-0.121328j -0.037873+0.0234833j -0.0298441+0.0861319j 0.0668374-0.017703j 0.0186179-0.0121879j 0.0439968-0.0537924j -0.072879+0.0605806j 0.0231555+0.0113246j -0.0333694-0.0909563j -0.000590739+0.0907006j -0.0066064-0.0738482j 0.0581207+0.0557776j -0.0717985+0.0266523j 0.0563977+0.0918075j 0.0495772-0.106035j 0.0230953-0.0205898j -0.0080184+0.0470151j 0.0868864-0.0452869j -0.0157745+0.0352566j 0.0450737-0.0441024j -0.0486319-0.121567j 0.0130121-0.00932022j -0.0170801-0.00204759j -0.00484463+0.0473228j -0.0219191+0.0357263j -0.0134719+0.017161j -0.0493357-0.0654686j -0.0268786+0.0476413j 0.0150556-0.0511211j 0.0561254+0.00235252j -0.0185196-0.0249155j -0.0375443+0.0305865j -0.0441293+0.0170448j 0.00372334+0.0210657j 0.0482077+0.00864635j 0.00710764-0.014404j -0.0738986-0.0235195j 0.0120238+0.01108j 0.00557062-0.00810967j -0.0267347-0.024229j -0.00571732+0.0189031j -0.00246884+0.00171072j -0.0159351-0.0105155j 
