-0.0586083-0j -0.0103606-0j -0.000863382-0j -0.0509611-0j -0.00849351-0j -0.00520119-0j -0.00106169-0j -6.25606e-05-0j 0.031515-0j -0.0323607-0j 0.0050857-0j -0.00522218-0j 0.00415246-0j -0.00426389-0j 0.000599356-0j 0.000519058-0j -0.00061544-0j -0.000532986-0j 6.11715e-05-0j -6.2813e-05-0j 2.79209e-06-0j -2.86701e-06-0j -0.0237233-0j 0.0288852-0j -0.0171244-0j -0.00375098-0j 0.00456715-0j -0.00296541-0j -0.0027076-0j -0.00197694-0j -0.00042802-0j 0.00361065-0j 0.0024071-0j -0.000494235-0j -0.00214055-0j 0.000521152-0j -0.000174738-0j -0.00142703-0j -4.11863e-05-0j -0.000308961-0j -4.36846e-05-0j 0.000601774-0j 0.000212759-0j -0.000356758-0j 5.01479e-05-0j -3.64039e-06-0j -0.000126133-0j 5.31898e-05-0j -2.97298e-05-0j -1.35669e-07-0j 4.43249e-06-0j -3.15332e-05-0j 1.65189e-07-0j -2.62777e-06-0j -9.79312e-08-0j 
0.00243102-0j 0.000429747-0j 3.58123e-05-0j -0.00589378-0j 5.01462e-06-0j 3.07081e-06-0j 6.26827e-07-0j 3.69361e-08-0j -0.00130721-0j -0.00130408-0j 0.0413223-0j 0.0412233-0j -0.00017224-0j -0.000171827-0j -2.48607e-05-0j -2.153e-05-0j -2.48011e-05-0j -2.14784e-05-0j -2.53734e-06-0j -2.53125e-06-0j -1.15813e-07-0j -1.15535e-07-0j -0.00196282-0j -1.7054e-05-0j -0.00139027-0j -0.000310349-0j -2.69647e-06-0j 0.0480612-0j -0.000219822-0j -0.000163568-0j 0.00693704-0j 0.00041758-0j -1.42116e-06-0j -4.0892e-05-0j 0.034042-0j 6.02725e-05-0j -1.44575e-05-0j -0.000115856-0j -3.40767e-06-0j 0.00491354-0j -3.61438e-06-0j -3.55291e-07-0j -1.25614e-07-0j -2.8964e-05-0j -2.96076e-08-0j -3.01198e-07-0j -1.02403e-05-0j -3.14036e-08-0j -2.41367e-06-0j -1.1225e-08-0j -2.61696e-09-0j -2.56008e-06-0j -9.75285e-11-0j -2.1334e-07-0j -7.95072e-09-0j 
3.23567e-06-0j -0.000109942-0j -0.124946-0j 4.00465e-08-0j -1.28289e-06-0j 4.08723e-09-0j 2.30369e-05-0j 0.00589906-0j 1.76825e-06-0j -1.73572e-06-0j -5.48473e-05-0j 5.38381e-05-0j 2.32988e-07-0j -2.28701e-07-0j 0.000928567-0j -5.59782e-06-0j -0.000911482-0j 5.49483e-06-0j -0.00899691-0j 0.00883137-0j 0.0981399-0j -0.0963341-0j 1.30972e-06-0j 2.30687e-08-0j -1.85044e-06-0j -3.98039e-05-0j -7.01084e-07-0j 1.63715e-07-0j 5.6237e-05-0j 1.09144e-07-0j 0.000652484-0j 2.88359e-09-0j 1.9224e-09-0j -5.24462e-06-0j -2.31306e-07-0j 1.14925e-05-0j 9.64701e-09-0j -1.54204e-07-0j -0.00596037-0j -0.000921863-0j 6.65938e-05-0j -9.2376e-08-0j 1.69917e-10-0j 7.40988e-06-0j -0.000104983-0j 0.0241161-0j -1.36298e-08-0j 1.17295e-06-0j 0.00842113-0j 0.014276-0j 0.000424768-0j -9.40873e-05-0j 0.00025145-0j -0.0340725-0j -0.0201699-0j 
-0.0337425-0j -0.00193601-0j -0.000490824-0j 0.000201316-0j 0.231308-0j 2.05467e-05-0j -0.000400975-0j -4.75025e-05-0j 0.000126526-0j 0.000127837-0j -0.000965824-0j -0.000975833-0j -0.00242967-0j -0.00245485-0j 0.033528-0j -9.8574e-05-0j 0.0338754-0j -9.95955e-05-0j -3.53424e-05-0j -3.57086e-05-0j -2.69606e-06-0j -2.724e-06-0j -0.000467586-0j 0.000115968-0j 6.76478e-05-0j 0.00349717-0j -0.000867345-0j -5.84483e-05-0j -0.000505951-0j 0.0113966-0j 0.000806551-0j 1.4496e-05-0j -0.00282652-0j -0.0671559-0j 8.45598e-06-0j -0.000200036-0j -3.4441e-06-0j -0.0016488-0j -0.0170256-0j -0.000116688-0j 8.23183e-05-0j 0.0166556-0j 8.54183e-07-0j 0.00971575-0j 0.00422258-0j 1.37915e-05-0j 4.98273e-07-0j -2.04161e-05-0j 0.00246317-0j 7.72304e-07-0j -3.42047e-06-0j -1.19094e-05-0j -1.91542e-07-0j -1.99528e-06-0j -1.11733e-07-0j 
0.000859494-0j 0.000151939-0j 1.26615e-05-0j -0.146395-0j 0.000124558-0j 7.62758e-05-0j 1.55697e-05-0j 9.17455e-07-0j -0.00232591-0j 0.000474571-0j 0.0735246-0j -0.0150017-0j -0.000306466-0j 6.25302e-05-0j -4.42345e-05-0j -3.83082e-05-0j 9.02545e-06-0j 7.81627e-06-0j -4.51467e-06-0j 9.21156e-07-0j -2.06065e-07-0j 4.20448e-08-0j 0.000347903-0j -0.00213182-0j 0.00025113-0j 5.50083e-05-0j -0.000337071-0j -0.0085187-0j 3.97071e-05-0j 2.89919e-05-0j -0.00122957-0j 0.0521995-0j -0.000177652-0j 7.24798e-06-0j -0.00614912-0j 0.00753434-0j 2.56255e-06-0j 2.09275e-05-0j 6.03999e-07-0j -0.000887549-0j 6.40637e-07-0j -4.4413e-05-0j -1.57024e-05-0j 5.23187e-06-0j -3.70108e-06-0j 5.33864e-08-0j 1.84975e-06-0j -3.92559e-06-0j 4.35989e-07-0j 1.9896e-09-0j -3.27133e-07-0j 4.62436e-07-0j -1.21915e-08-0j 3.85364e-08-0j 1.43617e-09-0j 
0.00021267-0j -0.00727193-0j 3.13292e-06-0j 0.00018492-0j 3.08201e-05-0j 0.349407-0j -0.000745183-0j 2.27011e-07-0j -0.000114357-0j 0.000117426-0j -1.84543e-05-0j 1.89495e-05-0j 0.00291455-0j -0.00299276-0j -2.17486e-06-0j -0.0348694-0j 2.23322e-06-0j 0.0358051-0j 4.29353e-05-0j -4.40875e-05-0j -1.01315e-08-0j 1.04034e-08-0j 8.60837e-05-0j -0.000104814-0j 6.21385e-05-0j 1.3611e-05-0j -1.65726e-05-0j -0.00208137-0j 9.82496e-06-0j 7.17364e-06-0j 1.55314e-06-0j 0.00253425-0j -8.73453e-06-0j -0.000346896-0j -0.00150242-0j -1.89108e-06-0j 0.0355845-0j 5.17821e-06-0j 1.49451e-07-0j 1.12112e-06-0j 0.00293466-0j 0.000422376-0j -0.0433272-0j -0.000250403-0j -1.81969e-07-0j -2.55513e-06-0j 0.0256862-0j -0.0035732-0j 1.07879e-07-0j 4.92297e-10-0j 3.11109e-06-0j 0.00211835-0j -5.99415e-10-0j -1.84439e-06-0j 3.55359e-10-0j 
0.0511383-0j 0.00293411-0j 0.000743866-0j 0.000296417-0j 0.340578-0j 3.0253e-05-0j -0.000590396-0j -6.99428e-05-0j -0.000191755-0j 0.000193664-0j 0.00146375-0j -0.00147832-0j 0.00368227-0j -0.00371892-0j -0.0508131-0j 0.000149393-0j 0.0513189-0j -0.00015088-0j 5.35629e-05-0j -5.4096e-05-0j 4.08599e-06-0j -4.12666e-06-0j -0.000142031-0j 0.000170751-0j -9.38921e-05-0j 0.00106228-0j -0.00127708-0j -1.77539e-05-0j 0.000702237-0j 0.00346177-0j 0.000244993-0j 2.13439e-05-0j -0.00416177-0j -0.0203988-0j -1.17365e-05-0j -0.000294533-0j -1.04616e-06-0j 0.00228847-0j -0.00517158-0j 0.000161957-0j 2.50045e-05-0j 0.0245237-0j 1.2577e-06-0j -0.013485-0j 0.00621732-0j 4.18921e-06-0j -6.91581e-07-0j -3.00606e-05-0j -0.00341877-0j 2.3459e-07-0j -5.0363e-06-0j 1.65297e-05-0j -2.82026e-07-0j 2.76935e-06-0j 1.5508e-07-0j 
-0.00141809-0j -0.000250686-0j -2.08905e-05-0j -0.472766-0j 0.000402244-0j 0.000246323-0j 5.02805e-05-0j 2.96281e-06-0j -0.000774971-0j -0.000717083-0j 0.0244976-0j 0.0226678-0j -0.000102111-0j -9.44839e-05-0j -1.47385e-05-0j -1.27639e-05-0j -1.36376e-05-0j -1.18105e-05-0j -1.50424e-06-0j -1.39188e-06-0j -6.86589e-08-0j -6.35303e-08-0j 0.00114498-0j 0.00139027-0j -0.0016043-0j 0.000181037-0j 0.000219822-0j -0.0280357-0j -0.000253662-0j 9.54148e-05-0j -0.00404661-0j -0.034042-0j 0.000115856-0j 2.38537e-05-0j 0.0392826-0j -0.00491354-0j 8.43355e-06-0j -0.000133692-0j 1.98781e-06-0j 0.00566996-0j 2.10839e-06-0j 2.8964e-05-0j 1.02403e-05-0j -3.34229e-05-0j 2.41367e-06-0j 1.75699e-07-0j -1.18168e-05-0j 2.56008e-06-0j -2.78524e-06-0j 6.54792e-09-0j 2.1334e-07-0j -2.9542e-06-0j 7.95072e-09-0j -2.46183e-07-0j -9.1747e-09-0j 
0.00014178-0j -0.00484795-0j 2.08861e-06-0j 0.00012328-0j 2.05467e-05-0j 0.232938-0j -0.000496789-0j 1.51341e-07-0j 7.74809e-05-0j 7.82839e-05-0j 1.25034e-05-0j 1.2633e-05-0j -0.00197471-0j -0.00199517-0j 1.47354e-06-0j 0.0236253-0j 1.48881e-06-0j 0.0238701-0j -2.90902e-05-0j -2.93917e-05-0j 6.86446e-09-0j 6.9356e-09-0j -0.000286337-0j 7.10154e-05-0j 4.14257e-05-0j -4.52738e-05-0j 1.12285e-05-0j 0.0069232-0j 6.54997e-06-0j -2.38614e-05-0j -5.16615e-06-0j -0.00171705-0j 5.91795e-06-0j 0.00115387-0j -0.00100161-0j 1.28127e-06-0j -0.118363-0j 3.45214e-06-0j -4.97113e-07-0j 7.4741e-07-0j -0.00976144-0j -0.000286174-0j 0.0293557-0j -0.000166935-0j 1.23291e-07-0j 8.49902e-06-0j 0.0171242-0j 0.00242097-0j 7.19196e-08-0j -1.63751e-09-0j -2.10787e-06-0j 0.00141223-0j 4.06124e-10-0j -1.22959e-06-0j 2.36906e-10-0j 
-0.000214874-0j 0.00734729-0j -3.16539e-06-0j 0.000181518-0j 3.0253e-05-0j 0.342978-0j -0.000731472-0j 2.22834e-07-0j -0.000117426-0j 0.000118595-0j -1.89495e-05-0j 1.91381e-05-0j 0.00299276-0j -0.00302255-0j -2.23322e-06-0j -0.0358051-0j 2.25545e-06-0j 0.0361615-0j 4.40875e-05-0j -4.45263e-05-0j -1.04034e-08-0j 1.0507e-08-0j -8.69758e-05-0j 0.000104563-0j -5.7497e-05-0j -1.37521e-05-0j 1.65329e-05-0j 0.00210294-0j -9.09107e-06-0j -7.24798e-06-0j -1.56923e-06-0j -0.00252818-0j 8.7136e-06-0j 0.000350491-0j 0.00139019-0j 1.88655e-06-0j -0.0359532-0j -4.79141e-06-0j -1.51e-07-0j -1.03737e-06-0j -0.00296507-0j -0.000421363-0j 0.0432234-0j 0.000231698-0j 1.81533e-07-0j 2.58161e-06-0j -0.0237676-0j 0.00356464-0j -9.98211e-08-0j -4.97399e-10-0j -3.10363e-06-0j -0.00196012-0j 5.97978e-10-0j 1.70662e-06-0j -3.28815e-10-0j 
-4.3411e-05-0j -0.0705901-0j -0.00876761-0j -3.77467e-05-0j 0.000601463-0j 0.000745183-0j 0.338515-0j -0.00127951-0j 2.3343e-05-0j -2.39694e-05-0j -0.000360141-0j 0.000369805-0j -0.000295927-0j 0.000303868-0j 0.00198622-0j 0.00710978-0j -0.00203952-0j -0.00730057-0j -0.0597676-0j 0.0613714-0j 9.55058e-05-0j -9.80686e-05-0j -1.75718e-05-0j 2.13952e-05-0j -1.2684e-05-0j 0.000265623-0j -0.00032342-0j 0.000211331-0j 0.000191737-0j -1.46431e-06-0j -0.00141843-0j -0.000257314-0j 1.78293e-06-0j -0.00336739-0j 0.000152547-0j 0.00172706-0j 3.76173e-05-0j -1.057e-06-0j -0.000418245-0j -0.00102387-0j 0.0280021-0j 0.00410009-0j -4.58023e-05-0j -0.00243071-0j 0.000509249-0j 0.00716353-0j 2.71536e-05-0j -0.034095-0j -0.000301905-0j -6.97554e-06-0j -0.00872222-0j 0.020213-0j 8.49332e-06-0j 0.00517091-0j -5.03521e-06-0j 
-0.00150411-0j -0.000265892-0j -2.21577e-05-0j -0.248899-0j 0.000211771-0j 0.000129683-0j 2.64714e-05-0j 1.55984e-06-0j 0.00243957-0j 0.000830162-0j -0.0771174-0j -0.0262423-0j 0.000321442-0j 0.000109383-0j 4.63961e-05-0j 4.01802e-05-0j 1.57881e-05-0j 1.36729e-05-0j 4.73528e-06-0j 1.61137e-06-0j 2.16135e-07-0j 7.35487e-08-0j -0.000608831-0j -0.00217234-0j -0.000402479-0j -9.62646e-05-0j -0.000343478-0j 0.0149077-0j -6.36375e-05-0j -5.07359e-05-0j 0.00215174-0j 0.0531917-0j -0.000181029-0j -1.2684e-05-0j 0.00985503-0j 0.00767755-0j -4.48446e-06-0j -3.35399e-05-0j -1.057e-06-0j 0.00142245-0j -1.12112e-06-0j -4.52572e-05-0j -1.60008e-05-0j -8.38497e-06-0j -3.77143e-06-0j -9.34263e-08-0j -2.96454e-06-0j -4.00021e-06-0j -6.98748e-07-0j -3.48179e-09-0j -3.33351e-07-0j -7.41134e-07-0j -1.24232e-08-0j -6.17612e-08-0j -2.3017e-09-0j 
-2.89407e-05-0j -0.0470601-0j -0.00584507-0j -2.51645e-05-0j 0.000400975-0j 0.000496789-0j 0.225677-0j -0.000853005-0j -1.58157e-05-0j -1.59796e-05-0j 0.000244008-0j 0.000246537-0j 0.000200501-0j 0.000202579-0j -0.00134573-0j -0.00481713-0j -0.00135968-0j -0.00486705-0j 0.0404946-0j 0.0409143-0j -6.47085e-05-0j -6.53791e-05-0j 5.84483e-05-0j -1.4496e-05-0j -8.45598e-06-0j -0.000883533-0j 0.000219128-0j -0.000702943-0j 0.000127825-0j 4.87069e-06-0j 0.00471805-0j 0.000174339-0j -1.208e-06-0j 0.0112008-0j 0.000101698-0j -0.00117014-0j -0.000125125-0j -7.04665e-07-0j 0.00139119-0j -0.000682583-0j -0.0931422-0j -0.00277795-0j 3.10327e-05-0j -0.00162047-0j -0.000345034-0j -0.0238278-0j 1.81024e-05-0j 0.0231005-0j -0.00020127-0j 2.32025e-05-0j 0.00590961-0j 0.0134753-0j -5.75453e-06-0j 0.00344727-0j -3.35681e-06-0j 
0.0590494-0j 0.00338802-0j 0.000858943-0j -5.01462e-06-0j -0.00576169-0j -5.11802e-07-0j 9.98797e-06-0j 1.18325e-06-0j 0.000217868-0j 0.000217346-0j -0.00166308-0j -0.00165909-0j -0.00418371-0j -0.00417368-0j 0.0577327-0j -0.000169737-0j 0.0575944-0j -0.00016933-0j -6.0857e-05-0j -6.07111e-05-0j -4.64242e-06-0j -4.63129e-06-0j 0.000327136-0j 2.84233e-06-0j 0.000231712-0j -0.00244671-0j -2.12583e-05-0j 4.0892e-05-0j -0.00173302-0j -0.00797341-0j -0.000564286-0j 3.55291e-07-0j -6.9277e-05-0j 0.0469841-0j 2.8964e-05-0j -4.9028e-06-0j 2.40959e-06-0j -0.0056476-0j 0.0119116-0j -0.000399686-0j -5.75922e-05-0j 0.000408222-0j 2.09357e-08-0j 0.0332791-0j 0.000103494-0j -9.6489e-06-0j 1.70672e-06-0j -5.0039e-07-0j 0.00843703-0j -5.40325e-07-0j -8.38345e-08-0j -4.07928e-05-0j -4.69462e-09-0j -6.83436e-06-0j -3.82715e-07-0j 
4.38609e-05-0j 0.0713217-0j 0.00885846-0j -3.70522e-05-0j 0.000590396-0j 0.000731472-0j 0.332287-0j -0.00125596-0j 2.39694e-05-0j -2.4208e-05-0j -0.000369805-0j 0.000373486-0j -0.000303868-0j 0.000306892-0j 0.00203952-0j 0.00730057-0j -0.00205982-0j -0.00737324-0j -0.0613714-0j 0.0619823-0j 9.80686e-05-0j -9.90448e-05-0j 1.77539e-05-0j -2.13439e-05-0j 1.17365e-05-0j -0.000268376-0j 0.000322644-0j -0.000213521-0j -0.000177415-0j 1.47949e-06-0j 0.00143313-0j 0.000256697-0j -1.77866e-06-0j 0.00340229-0j -0.000141152-0j -0.00172292-0j -3.80071e-05-0j 9.78043e-07-0j 0.000422579-0j 0.000947394-0j -0.0282923-0j -0.00409026-0j 4.56925e-05-0j 0.00224914-0j -0.000508028-0j -0.00723777-0j -2.51253e-05-0j 0.0340132-0j 0.000279354-0j 7.04783e-06-0j 0.00870132-0j -0.0187031-0j -8.47297e-06-0j -0.00478466-0j 4.6591e-06-0j 
2.55802e-06-0j -8.69171e-05-0j -0.0987788-0j 2.22425e-06-0j -7.12538e-05-0j 2.27011e-07-0j 0.00127951-0j 0.327643-0j -1.3755e-06-0j 1.41241e-06-0j 4.2665e-05-0j -4.38099e-05-0j -1.81238e-07-0j 1.86102e-07-0j -0.000722321-0j 4.35448e-06-0j 0.000741704-0j -4.47133e-06-0j 0.00699858-0j -0.00718639-0j -0.0763418-0j 0.0783904-0j 1.03543e-06-0j -1.26072e-06-0j 7.4741e-07-0j -3.14677e-05-0j 3.83147e-05-0j 1.29428e-07-0j -2.27146e-05-0j 8.62855e-08-0j 0.000515834-0j -1.5759e-07-0j -1.0506e-07-0j -4.14624e-06-0j 9.34263e-08-0j -0.000628072-0j 7.62663e-09-0j 6.22842e-08-0j -0.00471209-0j 0.000372348-0j 5.26471e-05-0j 5.04841e-06-0j -9.28609e-09-0j -2.99291e-06-0j 0.00573737-0j 0.0190655-0j 5.5052e-09-0j -6.41024e-05-0j -0.00340136-0j 0.0112862-0j -0.0232138-0j 3.80027e-05-0j -0.0137419-0j 0.0137622-0j 0.00814679-0j 
0.0008774-0j 0.000155104-0j 1.29253e-05-0j 0.439827-0j -0.000374219-0j -0.000229161-0j -4.67773e-05-0j -2.75638e-06-0j -0.000471797-0j 0.00231313-0j 0.014914-0j -0.0731207-0j -6.21647e-05-0j 0.000304782-0j -8.9727e-06-0j -7.77059e-06-0j 4.39915e-05-0j 3.80978e-05-0j -9.15773e-07-0j 4.48987e-06-0j -4.17991e-08-0j 2.04933e-07-0j 0.000355151-0j 0.00127266-0j 0.000298298-0j 5.61543e-05-0j 0.000201226-0j -0.00869617-0j 4.7165e-05-0j 2.95959e-05-0j -0.00125518-0j -0.0311622-0j 0.000106055-0j 7.39898e-06-0j -0.00730407-0j -0.00449787-0j 2.61594e-06-0j 2.48581e-05-0j 6.16582e-07-0j -0.00105425-0j 6.53984e-07-0j 2.65138e-05-0j 9.37404e-06-0j 6.21454e-06-0j 2.20948e-06-0j 5.44987e-08-0j 2.19717e-06-0j 2.34351e-06-0j 5.17878e-07-0j 2.03105e-09-0j 1.95293e-07-0j 5.49293e-07-0j 7.27812e-09-0j 4.57744e-08-0j 1.70591e-09-0j 
-0.000248115-0j 0.00848392-0j -3.65507e-06-0j -3.07081e-06-0j -5.11802e-07-0j -0.00580231-0j 1.23746e-05-0j -3.76978e-09-0j 0.000133417-0j 0.000133097-0j 2.153e-05-0j 2.14784e-05-0j -0.0034003-0j -0.00339215-0j 2.53734e-06-0j 0.040681-0j 2.53125e-06-0j 0.0405835-0j -5.00912e-05-0j -4.99711e-05-0j 1.18201e-08-0j 1.17918e-08-0j 0.000200329-0j 1.74056e-06-0j 0.000141894-0j 3.16748e-05-0j 2.75207e-07-0j -0.00484366-0j 2.24354e-05-0j 1.66941e-05-0j 3.61438e-06-0j -4.20842e-05-0j 1.45047e-07-0j -0.000807277-0j -0.00343079-0j 3.14036e-08-0j 0.0828103-0j 1.18245e-05-0j 3.47794e-07-0j 2.56008e-06-0j 0.00682938-0j -7.01403e-06-0j 0.000719497-0j -0.000571798-0j 3.02181e-09-0j -5.94615e-06-0j 0.0586549-0j 5.93371e-05-0j 2.46344e-07-0j 1.14565e-09-0j -5.16632e-08-0j 0.00483728-0j 9.95396e-12-0j -4.21169e-06-0j 8.11467e-10-0j 
0.0208771-0j 0.00119785-0j 0.000303682-0j -0.000124558-0j -0.143114-0j -1.27126e-05-0j 0.000248091-0j 2.93907e-05-0j 0.000387652-0j -7.90951e-05-0j -0.00295911-0j 0.000603766-0j -0.00744406-0j 0.00151886-0j 0.102724-0j -0.000302013-0j -0.0209593-0j 6.16216e-05-0j -0.000108283-0j 2.20936e-05-0j -8.26023e-06-0j 1.68539e-06-0j -5.79839e-05-0j 0.000355304-0j -4.1855e-05-0j 0.000433672-0j -0.00265739-0j -7.24798e-06-0j 0.000313041-0j 0.00141326-0j 0.000100018-0j 4.4413e-05-0j -0.00865995-0j -0.00832778-0j -5.23187e-06-0j -0.000612873-0j -4.27092e-07-0j 0.00102015-0j -0.00211129-0j 7.21967e-05-0j 1.0208e-05-0j 0.0510296-0j 2.61706e-06-0j -0.00601131-0j 0.0129372-0j 1.71024e-06-0j -3.08291e-07-0j -6.25511e-05-0j -0.00152401-0j 9.57709e-08-0j -1.04797e-05-0j 7.36855e-06-0j -5.86849e-07-0j 1.23451e-06-0j 6.91311e-08-0j 
1.70535e-06-0j -5.79447e-05-0j -0.0658526-0j 1.48283e-06-0j -4.75025e-05-0j 1.51341e-07-0j 0.000853005-0j 0.218429-0j 9.31951e-07-0j 9.41608e-07-0j -2.8907e-05-0j -2.92066e-05-0j 1.22795e-07-0j 1.24068e-07-0j 0.000489398-0j -2.95031e-06-0j 0.00049447-0j -2.98089e-06-0j -0.00474179-0j -0.00479093-0j 0.0517243-0j 0.0522603-0j -3.4441e-06-0j 8.54183e-07-0j 4.98273e-07-0j 0.00010467-0j -2.59596e-05-0j -4.30512e-07-0j -1.51431e-05-0j -2.87008e-07-0j -0.0017158-0j 1.06773e-07-0j 7.11819e-08-0j 1.37915e-05-0j 6.22842e-08-0j 0.000425541-0j -2.53682e-08-0j 4.15228e-08-0j 0.0156736-0j 0.000248232-0j -0.000175118-0j -3.42047e-06-0j 6.29165e-09-0j -1.99528e-06-0j -0.00388727-0j -0.0634167-0j 3.67013e-09-0j 4.34316e-05-0j -0.00226758-0j -0.0375407-0j 0.0157282-0j 2.53351e-05-0j 0.00931062-0j 0.00917478-0j 0.00543119-0j 
-0.0344455-0j -0.00197635-0j -0.00050105-0j -0.000402244-0j -0.46217-0j -4.10539e-05-0j 0.000801179-0j 9.49137e-05-0j 0.000129162-0j 0.000119514-0j -0.000985945-0j -0.000912298-0j -0.00248029-0j -0.00229502-0j 0.0342265-0j -0.000100628-0j 0.0316699-0j -9.31111e-05-0j -3.60787e-05-0j -3.33837e-05-0j -2.75222e-06-0j -2.54664e-06-0j -0.00019083-0j -0.000231712-0j 0.000267383-0j 0.00142725-0j 0.00173302-0j -2.38537e-05-0j -0.00199981-0j 0.00465115-0j 0.000329167-0j -2.8964e-05-0j 0.0056476-0j -0.0274074-0j 3.34229e-05-0j 0.000399686-0j -1.40559e-06-0j -0.00651703-0j -0.00694842-0j -0.000461216-0j 3.35954e-05-0j -0.0332791-0j -1.70672e-06-0j 0.0384022-0j -0.00843703-0j 5.62852e-06-0j 1.96946e-06-0j 4.07928e-05-0j 0.00973587-0j 3.1519e-07-0j 6.83436e-06-0j -4.70727e-05-0j 3.82715e-07-0j -7.88648e-06-0j -4.41632e-07-0j 
-2.58453e-06-0j 8.78178e-05-0j 0.0998025-0j 2.18332e-06-0j -6.99428e-05-0j 2.22834e-07-0j 0.00125596-0j 0.321614-0j -1.41241e-06-0j 1.42647e-06-0j 4.38099e-05-0j -4.4246e-05-0j -1.86102e-07-0j 1.87954e-07-0j -0.000741704-0j 4.47133e-06-0j 0.000749087-0j -4.51584e-06-0j 0.00718639-0j -0.00725792-0j -0.0783904-0j 0.0791707-0j -1.04616e-06-0j 1.2577e-06-0j -6.91581e-07-0j 3.17938e-05-0j -3.82229e-05-0j -1.3077e-07-0j 2.10179e-05-0j -8.71797e-08-0j -0.000521179-0j 1.57212e-07-0j 1.04808e-07-0j 4.18921e-06-0j -8.64476e-08-0j 0.000626567-0j -7.70567e-09-0j -5.76317e-08-0j 0.00476092-0j -0.000344535-0j -5.31926e-05-0j -5.0363e-06-0j 9.26383e-09-0j 2.76935e-06-0j -0.00572362-0j -0.019263-0j -5.09398e-09-0j 6.39487e-05-0j 0.00314729-0j -0.0114031-0j 0.0231582-0j -3.5164e-05-0j 0.013709-0j -0.0127342-0j -0.00753825-0j 
-0.000228891-0j -4.04627e-05-0j -3.37189e-06-0j -0.191603-0j 0.000163022-0j 9.983e-05-0j 2.03777e-05-0j 1.20077e-06-0j -0.000125086-0j -0.00231569-0j 0.00395411-0j 0.0732015-0j -1.64816e-05-0j -0.000305119-0j -2.37891e-06-0j -2.0602e-06-0j -4.40401e-05-0j -3.81399e-05-0j -2.42797e-07-0j -4.49483e-06-0j -1.10821e-08-0j -2.0516e-07-0j -9.26499e-05-0j 0.000563451-0j 0.00295843-0j -1.46492e-05-0j 8.90894e-05-0j 0.00226861-0j 0.000467769-0j -7.72083e-06-0j 0.000327446-0j -0.0137966-0j 4.69542e-05-0j -1.93021e-06-0j -0.0724396-0j -0.00199136-0j -6.82431e-07-0j 0.000246536-0j -1.60851e-07-0j -0.0104558-0j -1.70608e-07-0j 1.17386e-05-0j 4.15021e-06-0j 6.1634e-05-0j 9.78213e-07-0j -1.42173e-08-0j 2.17909e-05-0j 1.03755e-06-0j 5.13616e-06-0j -5.29848e-10-0j 8.64627e-08-0j 5.44772e-06-0j 3.22227e-09-0j 4.53977e-07-0j 1.69187e-08-0j 
-8.77217e-05-0j 0.00299952-0j -1.29226e-06-0j -7.62758e-05-0j -1.27126e-05-0j -0.144123-0j 0.000307372-0j -9.36373e-08-0j 0.000237387-0j -4.84357e-05-0j 3.83082e-05-0j -7.81627e-06-0j -0.00605014-0j 0.00123445-0j 4.51467e-06-0j 0.0723835-0j -9.21156e-07-0j -0.0147689-0j -8.9127e-05-0j 1.81852e-05-0j 2.10315e-08-0j -4.29118e-09-0j -3.55077e-05-0j 0.000217578-0j -2.56308e-05-0j -5.61426e-06-0j 3.44022e-05-0j 0.000858523-0j -4.05259e-06-0j -2.95898e-06-0j -6.40637e-07-0j -0.00526072-0j 1.81315e-05-0j 0.000143087-0j 0.000619715-0j 3.92559e-06-0j -0.0146779-0j -2.1359e-06-0j -6.16454e-08-0j -4.62436e-07-0j -0.00121049-0j -0.000876786-0j 0.0899405-0j 0.000103286-0j 3.7774e-07-0j 1.05394e-06-0j -0.010595-0j 0.00741741-0j -4.4498e-08-0j -2.03062e-10-0j -6.45814e-06-0j -0.000873774-0j 1.24429e-09-0j 7.60772e-07-0j -1.46578e-10-0j 
0.000144733-0j -0.00494895-0j 2.13213e-06-0j -0.000246323-0j -4.10539e-05-0j -0.465428-0j 0.000992621-0j -3.0239e-07-0j 7.90951e-05-0j 7.3187e-05-0j 1.27639e-05-0j 1.18105e-05-0j -0.00201585-0j -0.00186527-0j 1.50424e-06-0j 0.0241174-0j 1.39188e-06-0j 0.0223159-0j -2.96962e-05-0j -2.7478e-05-0j 7.00747e-09-0j 6.48404e-09-0j -0.000116859-0j -0.000141894-0j 0.000163738-0j -1.8477e-05-0j -2.24354e-05-0j 0.00282547-0j 2.58893e-05-0j -9.73823e-06-0j -2.10839e-06-0j 0.00343079-0j -1.18245e-05-0j 0.000470911-0j -0.00395894-0j -2.56008e-06-0j -0.048306-0j 1.36449e-05-0j -2.0288e-07-0j 2.9542e-06-0j -0.0039838-0j 0.000571798-0j -0.0586549-0j -0.000659824-0j -2.46344e-07-0j 3.46859e-06-0j 0.0676846-0j -0.00483728-0j 2.84268e-07-0j -6.68294e-10-0j 4.21169e-06-0j 0.00558196-0j -8.11467e-10-0j -4.86006e-06-0j 9.36389e-10-0j 
