-0.00705191+0.000354331j -0.00363889-0.0100992j -0.00184624-0.00468647j 0.0119446+0.00340764j 0.019608-0.00917169j 0.000669225-0.015183j 0.0103073+0.00214237j -0.0177255-0.000625126j -0.00865674+0.00456732j 0.00265217+0.013794j -0.00163368+0.00207214j -0.0100531-0.0126326j 0.015572+0.0160787j -0.00636073-0.00747819j 0.00238436-0.00177208j 0.00729237+0.00336346j 0.00655648-0.0119773j -0.0105656+0.00437529j 0.00977659-0.0098556j -0.0186969+0.00540565j 0.012229+0.000232858j 0.00299936+0.00159366j -0.00954361+0.0107833j -0.00525204-0.000846877j -0.00211097+0.00692506j -0.0085677-0.0175414j -0.0167148-0.00994149j -0.0079798-0.00556282j 0.0146987-0.00694896j -0.0117718+2.39371e-05j -0.00511536+0.0223997j 0.00524661-0.00325248j 0.00159396-0.0136649j -0.0144691-0.00158486j -0.00406367+0.00020325j -0.0154428-0.0113247j -0.0207486-0.00356277j 0.00306918-0.00964573j -0.00231216-0.011723j -0.00805296+0.00730242j 0.000928493-0.0228254j 0.0067732+0.00825321j -0.00759344-0.0157827j 0.00063612-0.00322622j -0.00366502-0.00132847j 0.00833522+0.0105792j 0.00146328+0.00323111j -0.00988978+0.00540195j -0.0213487+0.00642419j 0.0110676-0.0213221j -0.0212154+0.0202225j -0.0261578-0.044344j 0.0123335-0.00238775j 0.00778735+0.0315258j -0.00646508-0.00321027j -0.00152501+0.00126823j 
0.00261293+0.00180569j -0.000307894-0.00756037j -0.0101844-0.00528597j -0.0031897+0.00429394j 0.0108945-0.000434504j 0.00742418-0.00992959j -0.0104424+0.0058346j 0.00908473+0.0100097j -0.00783447+0.0107395j -0.00467646+0.000634868j -0.00520362+0.0123935j -0.00857074+0.0176431j 0.00891959-0.00184807j 0.0118778-0.00571913j 0.025023+0.00141124j -0.00866946+0.0103731j 0.00758071-0.00185478j -0.0106511+0.00343164j 0.00453817-0.00390071j -0.00283903+0.00230013j 0.00701025+0.016173j 0.00309126+0.00474315j 0.00748985+0.00974558j 0.00922504+0.0115784j 0.0108579-0.0129429j 0.00503546+0.0017051j -0.00310495+0.00924691j -0.0166354+0.0038182j 0.00303803-0.00900819j 0.00222699-0.00351919j -0.00614931+0.0176557j 0.00243035+0.00267927j -0.00731429+0.00495728j -0.0231086-0.00157864j -0.0123659+0.00322463j 0.00645031-0.0143827j -0.014475+0.00525525j 0.0065515+0.0251192j 0.0106466+0.00209276j -0.0166781+0.00977603j -0.00350235-0.00850681j 0.00203231-0.00509089j -0.0155422+0.00311913j -0.00248661-0.000116882j 0.00170061-0.00511464j -0.000929234+0.012264j -0.015061+0.00358976j -0.00506609+0.000306902j -0.00786531+0.00374645j 0.00333585-0.00645236j -0.0103409+0.00658044j -0.00952454-0.00760879j -0.000316646-0.000551957j 0.0016903+0.00877111j -0.00234354+0.0040135j 0.000892863+0.000319638j 
0.00305359+0.00498769j 0.000785604-0.00342194j -0.00864847-0.00245139j -0.00149974+0.00676114j 0.00204293-0.00473938j -0.00727255-0.00702804j -0.00265724+0.00416681j 0.00153002+0.00517288j 0.000470085+0.00646086j 0.0097736-0.00248342j 0.00139735+0.00137628j 0.00267891-0.00136818j 0.00217755+0.00117076j 0.00261331-0.00411217j 0.000137089+0.00505628j 0.00892492+0.00944396j -0.00538236-0.00309209j -0.00330259+0.00746881j 0.0121982-0.00967927j -0.00662833-0.00509271j 0.0038981-0.00163738j 0.00270693-0.00527568j -0.00523591+0.0119791j -0.00156441-0.000444069j 0.0013656-0.0257968j -0.000575989+0.00413687j -0.00860975-0.0026021j 0.0121403-0.0030009j 0.0154861+0.0027555j -0.00852049-0.0134487j 0.000675754-0.00595801j 0.0123438-0.000167283j -0.00612428-5.54416e-05j -0.00353911+0.00141936j -0.00336226-0.00897639j -0.0115025+0.00346461j -0.00307771-0.0034694j -0.00914545-0.00232757j -0.00601064-0.00459903j 0.00443845-0.00595952j -0.00499587-0.00513103j 0.000431274+0.00421815j -0.000207684-0.0117582j 0.000379846+0.0056939j -0.0129654+0.00117094j 0.00773873+0.000388224j 0.00800423+0.00623194j 0.000849908+0.00528595j -0.000164379+0.00615722j -0.00233905-0.00191698j -0.00190253+0.00906893j -0.0101407-0.00596526j 0.0028228-0.00107129j 0.0043571+0.0035407j -0.000210651+0.00186696j 0.00178287+0.000323327j 
-0.0032144-0.00051529j -0.00451083-0.0012329j -0.00466544+0.0115021j 0.00129837+0.000660097j -0.00278387-0.0149094j -0.00788068-0.00847981j -0.0205665+0.00057143j 0.0166992+0.00947393j 0.00983678-0.00313104j 0.00929745-0.0103052j -0.00118055+0.00234739j -0.0125225+0.0105439j 0.00560976-0.00597176j -0.00567505+0.0102316j 0.00657267+0.00918167j -0.00596353+0.00145268j -0.015091+0.012426j -0.00478675-0.0222634j -0.00476403+0.00884624j -0.000139306+0.00546948j -0.000333192-0.00746951j -0.0118901-0.00717076j -0.000591466-0.00225385j -0.0026283-0.00296278j -0.00556798+0.00831171j 0.0091089+0.00628318j 0.00264368-0.00664904j -0.00334364-0.00480361j -0.00398374+0.0133971j 0.00608245+0.018168j -0.0176418-0.00722078j -0.00209108+0.00939411j -0.00288419+0.0106435j -0.000786136-0.00924077j 0.00119715+0.00524944j -0.0065008+0.0116977j -0.00663277+0.012891j -0.0125745-0.00712694j 0.00338523+0.00149718j -0.00196818+0.0115116j -0.00640945+0.00463761j -0.00383303-0.00923272j 0.00786066-0.00413415j 0.0128184-0.00960845j -0.000637738+0.000313986j 0.00772625-0.0166899j -0.00457506-0.0187782j 0.000680799-0.00015708j -0.00224325+0.00413859j -0.00944474+0.00330826j 0.00571111+0.00242642j -0.0105804+0.00547468j 0.00268549-0.0034798j 0.00618445-0.00508447j -0.00261574+0.00268902j 0.00220778+0.00662093j 
-0.000878718-0.000730067j 0.00485343-0.000751195j -0.00255277-0.00555946j -0.00237048+0.00221463j 0.00784777+0.00528235j -0.00261825-0.0109309j 0.0121297+0.0054074j 0.0086432-0.00179145j -0.013889-0.00379899j 0.0132669-0.0119708j -0.00304318-0.0168525j 0.0100924+0.0125697j -0.0165698-0.00449451j -0.000719213-0.00113333j 0.00396346-0.00851797j 0.00352717-0.00914452j 0.0166169+0.00615839j 0.00609984-0.00518118j -0.0141534-0.0101693j 0.00379611+0.00881329j 0.00284479+0.000712189j 0.0135695+0.012265j -0.00225865+0.000980151j 0.015702+0.0160251j -0.0174282-0.000897784j 0.00876355-0.0041741j -0.00142275+0.00368483j -0.00561925+0.0163371j 0.0106185-0.00864849j -0.00712595-0.0182125j -0.0126208+0.0215602j -0.0122047-0.0167756j 0.000427304-0.00715519j 0.00634666-0.0102841j 0.0160645+0.00157048j -0.00218434+0.00493019j 0.0259029+0.00646216j 0.000340412+0.00272794j -0.020053-0.00166256j 0.00195323-0.00955724j -0.00331761+0.00431892j 0.0186899+0.00954346j -0.00328643-0.000813175j -0.00761168+0.00119014j -0.012436+0.000613882j 0.00202694+0.0131768j -0.000365651-0.00037453j 0.00420769+0.000121117j -0.00813109-0.00134818j -0.00332466+0.00591127j -0.00102525-0.00136405j 0.000293571-0.00316521j -0.000256736-0.00162239j -0.00400688+0.000902893j -0.000330593-0.000654853j 0.000928867-0.000794039j 
0.000702599-0.00390612j -0.000104691+0.00344748j -0.00474587+0.00950152j -0.00337454-0.0050423j 0.0109737-0.0189211j -0.00823596-0.0150007j -0.00111016+0.00624063j 0.0110016+0.00546539j -0.00412862+0.0169592j -0.00194262-0.00800054j -0.0144505+0.00331809j -0.00817478+0.0152644j 0.0054759-0.00212548j 0.00233084+0.000460462j 0.00352238-0.00330683j -0.0112378+0.00104249j -0.00622256+0.0154282j 0.0113144+0.00222766j -0.00385794+0.00321849j 0.00891647+5.57873e-05j -0.00543365+0.00116391j 0.00604749+0.00712675j 0.00058058-0.00739988j 0.0148643+0.0026438j 0.00881626-0.00334782j -0.00583699-0.000633394j 0.0135677+0.00844053j -0.0158498-0.010521j 0.00177429+0.00317932j 0.00104097+0.0125292j -0.00706577+0.0167595j -0.0125754+0.000882784j 0.00571654-0.00665705j -0.000629968+0.000527428j 0.00897371+0.00338907j -0.0110099-0.00653756j -0.000512563-0.00423229j 0.0159768-0.000899113j -0.00728093-0.00576983j -0.00046036-0.00659954j 0.00280793+0.0181287j -0.00719589-0.00207011j 0.00503422+0.00384775j 0.00553142-0.00658189j 0.00498707+0.00270676j 0.00152972+0.00357042j -0.00553203-0.0195546j -0.00638754-0.0098435j -0.0114641+0.000370882j -0.00487815+0.00306778j -0.00462713-0.00132765j 0.00437115-6.3728e-05j 0.00126205-0.000756896j -0.0014835+0.00130908j -0.00171844+0.00128607j -0.000335968+0.0022645j 
0.000840289-0.00373405j 0.00528845-3.76248e-06j 0.00280555-0.00593065j 0.004753-0.0049486j 0.0116711+0.00365375j -0.0019922+0.00108025j 0.00595378+0.00169378j 0.00593804-0.0187989j -0.00264501-0.0124224j 0.000619381+0.00327409j 0.00828483-0.0184276j 0.00568579+0.00145635j -0.00236783+0.00777114j -0.00866058+0.0152569j -0.00558619-0.00899675j -0.000397563+0.00347042j 0.0149655-0.00925851j 0.00249479-0.00901546j -0.0046127+0.0106069j -0.00777244+0.00877407j -0.00525465-0.0166137j -0.000464877-0.00424139j -0.00303376+0.00387043j -0.00822422-0.00143062j -0.00573045+0.0111206j 0.0169406-0.00589694j -0.00742771-0.00155061j 0.00407197+0.00486193j 0.014249+0.00191623j -0.00382083-0.0123643j 0.0037842+0.0186889j -0.00247092-0.0100788j -0.0194942+0.00304872j 0.00127491+0.000824911j -0.00509317+0.0127726j 1.71427e-05-0.00206635j 5.88724e-05-0.00604692j -0.0133464+0.000989843j 0.0147082+0.00324344j -0.000345716-0.00432375j -0.000358724-0.0116592j -0.00911266+0.00307381j -0.00326404+0.00605331j 0.0102313+0.00442872j -0.00288618-0.0104882j -0.00191619+0.000310742j 0.00543593+0.00746752j 0.00716274+0.00219803j -0.00060704-0.000335094j 0.00864788+0.00275908j 0.00317825-0.00180085j -0.00951789+0.00456431j 0.000159064-0.00192617j -0.00617152-0.00635645j 0.00237223+0.001522j -0.000181065-0.00209892j 
0.00421781+0.000698152j -0.00144553+0.00243949j -0.00338866+0.00740845j -0.0123033+0.0018819j -0.00734548-0.00861072j 0.00089756-0.00257451j -0.00255285-0.00650639j -0.00362923+0.00863977j 0.00103302+0.0180425j 0.000712829-0.0117114j -0.0100743+0.000487596j 0.01361+0.0079619j -0.0124025-0.0246521j 0.0139582-0.00171809j 0.0093044+0.00853916j 0.00458245+4.38372e-05j -0.00510538+9.33054e-05j -0.00861437+0.0143255j 0.011785-0.009082j -0.00167163+0.0171908j -0.00216681+0.00290179j -0.00671887+0.0143128j 0.0101858-0.0226217j 0.000301248+0.000240056j -0.00918358-0.0249274j 0.00374628+0.00443567j 0.00483416+0.00689564j -0.0198801+0.0113362j 0.00659799-0.00950616j -0.00122508+0.0141384j -0.00135826-0.00717994j -0.0113028-0.00420576j 0.0254566-0.00194492j 0.00108588-0.0109355j 0.00403823-0.0135142j 0.00316628-0.00277991j -0.0073584-0.013607j 0.00926705+0.0130575j 0.00163329+0.00357027j 0.00260923-0.0220708j 0.00194335+0.00876879j -0.00813671+0.00319809j -0.0067567+0.0123371j 0.0050747-0.0132771j 0.00865676-0.00151989j 0.0100306+0.00262272j 0.00381569-0.0109707j -0.00380071-0.00987605j -0.00340236+0.0037409j -0.0109549+0.00991518j -0.00287464+0.00225658j -0.00250711+0.0134217j 0.00454244-0.00047766j 0.00578839-0.0111629j 0.00260773+0.000222222j -0.00251861+0.00200369j 
-0.00344745-0.00492308j 0.000184936-0.00310942j 0.00150146+0.00758245j 0.004815+0.00305684j -0.0115261+0.000437846j 0.0026247+0.00234194j 0.000715424+0.0092037j 0.0169367+0.00191794j 0.00658234-0.000809781j 0.00221451-0.0176476j 0.00397141+0.00469135j -0.00386937+0.00298145j -0.00592066-0.014856j -0.0135441+0.00933233j -0.00205159-0.00500268j -0.00673751-0.00873963j 0.000897996+0.0112687j 0.000361118-0.0205503j -0.00648684+0.00545848j 0.00485445+0.0165312j -0.010029-0.0104319j 0.0045811+0.00151466j 0.00304704-0.00985929j 0.0106584+0.0112393j -0.002729-0.0166238j -0.00662754-0.000591151j 0.00230274-0.00545036j 0.00999006+0.00305176j -0.00154267+0.0010486j -0.0118801-0.0074478j -0.00537316-0.00378617j -0.00184201+0.0218186j -0.00136837+0.00875804j -0.000492922+0.00259343j 0.00496725+9.53144e-05j 0.013953+0.00695126j 0.0140241+0.00560636j -0.00266027+0.000284223j -0.00128857+0.00866869j 0.00447617-0.00857655j 6.88006e-05+0.0100097j 0.00306009+0.00225906j -0.0017928+0.00408448j -0.00026864-0.00450231j -0.00955874+0.00252133j -0.000567048-0.00125056j -0.00269148+0.00204893j 0.00444051+0.00502998j 0.00119978+0.00310661j -0.00717656+0.00376399j 0.0074831-0.00153992j 0.00179742+0.0186972j -0.00318155+0.000780256j 0.00297061-0.0105945j -0.00329799-0.00361949j -0.00251093+0.00406398j 
0.001192-0.00229584j -0.00268385-0.00437541j -0.00344909+0.00862471j -0.00672656+0.00540974j 0.0022447-0.0151934j 0.00127933+0.00480079j 0.00761643-0.010712j 0.000598567+7.99374e-06j 0.00414459+0.00881305j 0.00519027-0.0260515j 0.00605676-0.00521339j -0.00265703+0.0107887j 0.00819187-0.00336891j -0.000534083+0.001148j 0.0174728+0.00376233j 0.00250131+0.00785163j -0.00717848+0.000967823j 0.00773017-0.00284667j -0.00696929-0.0245661j -0.00738945-0.0134747j 0.017728+0.00492634j -0.00916649+0.0118634j -0.00134264-0.00553957j -0.0062158+0.00342636j 0.0136461+0.00572153j 0.00406459-0.0135158j 0.00133446+0.0140896j 0.00061123+0.0056899j 0.00531799-0.0106248j 0.0234494+0.0064083j -0.00663773+0.00577323j -0.00322864-0.010896j 0.013643-0.00571616j -0.0154111-0.0231891j 0.00492274-0.00144106j -0.0152522+0.00692695j -0.0130398+0.00177048j 0.00710208+0.00237836j 0.0101753+0.00667155j -0.00754499-0.00491627j -0.00277945-0.00143493j -0.00979228-0.00171047j -0.00704435+0.0111283j 0.0072832-0.0219479j -0.00614397-0.00934178j 0.00167593-0.00272545j -0.000414142-0.0122558j -0.00545933-0.00582748j -0.00210278+0.0044598j -0.00294712+0.00132776j 0.00339971+0.00387948j -0.00715313+0.0016236j -0.00208257-0.00613988j -8.80397e-05-0.00253668j 0.00228114+0.00203177j 0.000398561+0.000653764j 
-0.00184014+0.00277944j 0.00346098+0.00225316j 0.00228712-0.00896066j -0.0043827-0.000114207j -0.00598382+0.00213817j 0.00716394+0.0106916j 0.010428-0.00446307j -0.0061724-0.00775739j 7.6408e-05-0.00853041j -0.00128728+0.00415102j 0.000467822+0.00151981j 0.000487784-0.000907144j 0.000169597+0.00644213j -0.00785054+0.0090213j -0.00769396+0.000324991j 0.0120249-0.0006686j 0.00630977+0.00858056j 0.00657839-0.00751941j -0.0106977-0.00122422j 0.00416035-0.010151j 0.0069624-0.00193616j 0.010795-0.00586548j 0.00142934+0.00425461j 0.0106717-0.00490949j -0.00761704+0.0122512j -0.0225008-0.00362475j -0.00958054-0.00123498j -0.000433869-0.00555881j -0.00132317-0.00523568j -0.011041-0.00348228j -0.00150803+0.00132232j 0.0108571-0.000108824j 0.00510943-0.0101657j 0.00831697-0.00500216j 0.00157491+0.00316806j 0.00647493+0.00715089j -0.0045617+0.00388696j -0.000236531-0.012618j -0.00120991-0.00055128j 0.00456445+0.00508942j 0.00345312-0.000585106j -0.00203004-0.00207449j 0.00500998-0.0088111j -0.00289462+0.000191997j 0.00165058-0.000223343j 0.0080105-0.00138024j -0.00268052-0.000392602j -0.000816658+0.00519943j 0.00104555-0.000637276j 0.00525739+0.00129444j 0.00657523+0.00152625j 0.00366854+7.69758e-05j -0.00468017-0.00360345j -0.000808602-0.000704433j 0.00154602-0.00127367j 0.000249675-0.00162761j 
-0.00503043+0.00538655j 0.00533991+0.00211768j 0.0127607-0.00510195j -0.009272-0.00788365j 0.00844454+0.00299192j -0.000738462-0.00310263j -0.0089435+0.00112624j 0.0102166-0.00213767j 0.0058245-0.00924073j -0.00362032-0.00975653j 0.0104545-0.021111j -0.0068606-0.0151221j -0.012699+0.00138962j 0.000647346-0.00180203j 0.0127943-0.0106405j 0.00576242-0.00129301j -0.0206074-0.00299983j 0.00106657+0.000155707j -0.00707324+0.00357593j -0.0238132+0.00581749j -0.00109179-0.00374464j 0.00551906+0.00442101j 0.0012186+0.00267595j 0.00186765+0.00187597j 0.00191379-0.00604253j 0.00886439+0.00659579j -0.00147389-0.0017158j -0.00289693+0.0107557j 0.00375131-0.0182971j 0.00634114-0.000615363j 0.0135306-0.0101407j -0.000615515-0.00120498j -0.0173999+0.00946763j 0.000843-0.00820376j -0.00713974+0.00629374j -0.00757114+0.00218585j 0.00513394+0.00544869j -0.0162073+0.00634849j -0.00640035-0.00658492j -0.00447633+0.000766782j 0.0116666+0.00243959j 0.00908992+0.00147243j 0.0100065-0.0147393j 0.00544768-0.0106691j -0.000427171-0.00202382j -0.00173045+0.00607278j 0.00957733-0.00455589j -0.00935566+0.00233072j -0.00517965+0.00269529j 0.00392836+0.00395063j -0.00897405-0.00262802j -0.000569979-0.00920116j 0.00301624+6.8406e-05j 0.00188573+0.00124292j 0.00316981+0.000677746j -0.00220565-0.00297758j 
-0.00701179+0.00721935j 0.0017761+0.000927323j 0.0122207-0.015228j 0.00415762-0.00573064j -0.00793237+0.0199747j -0.00263405+0.00666441j 0.00032932+0.00678397j -0.0050048+0.00940738j -0.00569968-0.00981836j 0.00560471+0.000333814j 0.006842+0.00185604j -0.00310898-0.013597j 0.00139209+0.00778196j 0.0120286-0.0146513j 0.00973213-0.00255709j -0.0038588-0.0140659j -0.00371689-0.00498523j 0.00131226+0.00630986j -0.00195206+0.005613j 0.0165091-0.0040558j 0.00525544+0.00668495j 0.011635-0.00450847j 0.0105811+0.00321941j -0.00556599+0.00657865j 0.000628965+0.0292239j 0.00443978+0.00637244j 0.00434532-0.00710954j -0.00476849+0.00705628j -0.00746589-0.0155872j 0.0182259-0.0027583j 0.0179051-0.00599505j -0.00243516-0.00589527j 2.13262e-05+0.0009501j -0.00693326-0.00583779j -0.00565412+0.00572694j 0.0153838+0.00714707j 0.0162881+0.00374418j 0.000842793+0.000430335j -0.0129036-0.00812367j 0.00691804+0.00957437j 0.0116437-0.00874693j 0.0149264-0.00704609j 0.00317158-0.0158512j -0.0203296+0.0120758j -0.00470871+0.00253584j -0.0104796+0.00785963j -0.00367088+0.00579242j -0.0035195+0.0112459j 0.00191812-0.00677602j 0.00497166-0.0118314j -0.00512235-0.00154301j 0.0131575-0.00709792j -8.41107e-05+0.00419441j 0.00173771+0.00959584j -0.00322111-0.00323873j -0.000293657-0.0017782j 
-0.00253555-0.0145596j -0.0105061-0.00258748j -0.000886106+0.0185745j 0.0224973+0.00216129j 0.0111018-0.00223946j -0.0170568-0.0100318j -0.00554462+0.00790134j -0.00112481+0.00148076j -0.00254749+0.00045959j 0.00974118+0.0109116j -0.000533845+0.00377829j -0.00849451+0.00342203j -0.00203602+0.000214441j -0.000353123-0.00434749j -0.000828461+0.00266353j -0.00143213+0.00194035j 0.0021259-0.00646907j 0.00538938-0.0188921j -0.00216054+0.0137492j 0.0103503+0.0240066j -0.0075148-0.0117462j -0.0183734-0.0183727j -0.00252907-0.019403j -0.000684982-0.0038275j 0.00572861+0.000657096j 0.0133384-0.0085228j 0.00194224-0.0107483j -0.00273352+0.00419806j -0.00284582+0.0113841j 0.00977794-0.00054404j -0.00576581+0.0029201j 0.00127093-0.000257795j 0.00637174-0.00986872j -0.000223659-0.00336927j 0.0105769-0.004339j 0.000898321+0.00222299j -0.00581172-0.00708552j -0.0147703+0.000135027j 0.00757587-0.0027034j -0.0103026-0.002551j -0.00474514+0.00181778j 0.00420353+0.00867588j -0.00489347+0.00359975j 0.0029008-0.00340471j -0.00297379-0.00950628j -0.00342252-0.00472628j 0.00286516+0.00684476j 0.00694247+0.00292296j 0.00356744+0.00735904j -0.00360386+0.00221369j 0.00994109+0.00827156j -0.00852931+0.00720998j -0.00189816+0.000433408j 0.00226434-0.00705124j 0.000138545+0.00381889j -0.000244814+0.00662161j 
0.00795633+0.0022797j 0.00254661-0.00845423j -0.0142564-0.00866586j -0.00283875+0.0170158j 0.00286015-0.00658607j -0.0106571+0.00881663j 0.0129882-0.0114268j -0.00288934-0.0144085j -0.00655902-0.0113291j 0.00614751+0.0145251j -0.000349125-0.011998j -0.00113031+0.027708j 0.00807287-0.00888538j -0.00161986+0.00968236j 0.000284065-0.00771569j 0.00381625+0.00101134j 0.00988852-0.00917732j -0.0187844-0.00978041j -0.0230856-0.000557864j 0.00913735+0.010912j 0.0144513-0.00813037j -0.00646033-0.000293372j 0.00519553+0.00157934j -0.00518219-0.00317785j -0.00282679+0.0061676j -0.000144478-0.0179288j -0.00513663+0.00489681j 0.000766817-0.00898438j 0.00754247+0.011263j -0.00613955-0.000817711j -0.0147393+0.0121651j 0.0125268+0.00554256j -0.0069384-0.0108749j -0.00308052-0.00832397j 0.00477034+7.86374e-05j 0.00680368+0.0122811j -0.00142931+0.00222914j -0.0109648-0.0036938j 0.0101968+0.00785199j -0.00943435-0.00759423j -0.00737398-0.0110293j 0.00164858+0.00977117j -0.00411659+0.00263831j 0.00717234-0.00626187j -0.00293134-0.0127738j -0.00193361-0.00586235j 0.000159091+0.00436945j 0.00236129+0.00465286j 0.000448128-0.00391707j -0.00120723+0.00209309j 0.0129773+0.0078408j -0.00952191+0.00666861j -0.00055765-0.00721687j 0.00323567-0.0107405j -0.00213408+0.00554656j 0.0032871+0.00376276j 
0.00553427+0.00474282j 0.0041395+0.00514239j 0.00190808-0.00480997j -0.0130523-0.00651402j 0.00231086-0.0114439j -0.00349968-0.00820537j -0.00332867-0.00617872j -0.0121701-0.00255025j -0.0025452-6.84295e-05j 0.000951348+0.00781159j 0.00695788-0.016274j -0.00921721+0.00457072j -0.00777027+0.0072881j 0.013603+0.00462723j -0.012053+0.000816495j 0.00931447+0.00656696j 0.0109771-0.00628326j 0.0126264+0.0148806j 0.00164888+0.00977539j -0.0123623+0.0102718j 0.0038623+0.00650039j 0.00458052+0.000313474j 0.00121398+0.00512493j 0.000847362-0.00321594j -0.00877322-0.00313506j -0.00574003+0.00947568j -0.0102955-3.99057e-05j -0.00467155+0.0251861j 0.0084833+0.00907157j -0.00577787-0.00704709j -0.0152174+0.0118806j -0.00737754+0.00240044j 0.00752776-0.00986213j -0.00515931+0.00119574j 0.00248094-0.0031446j 0.004208-0.00698834j -0.009763+0.00152363j 0.00194528+0.00585182j 0.000785456+0.00931157j -0.00364342-0.0052628j 0.00736996-0.000271517j 0.00511002+0.010895j -0.00979822-0.00641233j 0.00224273+0.00663612j 0.00728041-0.00260294j -3.62547e-05-0.00401583j 0.00926063-0.0108412j -0.00768993-0.00482873j -0.00728395-0.000766044j -0.00182573+7.52683e-05j -0.00503567+0.00319177j -0.00649029-0.00474981j 0.00648856-0.00309219j 0.000730556+0.00272657j 0.0022589+0.00462975j 0.00149446-0.00158693j 
0.00601812+0.00107101j 0.00668269-0.00352832j -0.00458732+0.00111223j -0.0105888+0.0093966j 0.0144488-0.00257115j 0.00746544-0.00681654j -0.00290307-0.0220295j -0.00449795-0.0121878j -0.00682931-0.00176102j -0.00320466+0.00525732j 0.0129318-0.00853492j -0.0061821-0.00675909j -0.00912707+0.00373114j 0.00597128+0.00757901j 0.000645905-0.0240319j -0.00376201-0.00392589j 0.00166805-0.0134768j -0.0236784+0.00614468j -0.00648259+0.00658175j -0.0193956+0.00532574j 0.00679927-0.0119401j -0.0146056+0.00916437j -0.00257642-0.00261193j 0.00214967+0.00893085j -0.00530504-0.0101969j 0.0114832-0.0178791j 0.00631383+0.0103889j -0.013605-0.00150633j 0.00192564-0.00214452j 0.00217718+0.00161759j -0.000363105+0.00575233j -0.00400201+0.00957827j -0.00762209+0.0104427j -0.00688722-0.00654496j -0.00789289+9.4864e-05j -0.0105611-0.00561318j 0.00226431-0.00172735j 0.00568283+0.00797629j -0.00100073+0.00115734j -0.00770436-0.00436859j -0.00629616+0.00452764j -0.00184147-0.00682341j -0.00162015-0.00167285j 0.00850875-0.0131413j 0.00709529-0.00162453j -0.00963164-0.000882196j 0.00456863-0.00229978j -0.0043809-0.00322101j -0.00698278-0.00171351j -0.000358789+0.00146295j -0.00273374-0.000787474j 0.000811013-0.00868829j 0.00178064+0.000778585j -0.00256354+0.000987253j 0.000556217+0.00345081j 0.00151419-0.0038458j 
-0.000952506+0.00218703j -0.000140354+0.00141903j -0.000192722-3.43566e-05j -0.001724+0.000762402j -0.0011043+0.00254737j -0.00607096-0.00609149j 0.00120207+0.00197542j -0.00476419+0.0034554j -0.0125221+0.00075022j 0.0271199-0.00617749j 0.0091822+0.0066629j 0.00745556-0.00442109j -0.00792071-0.000312051j 0.0196834+0.00190635j 0.0110518+0.0126238j 0.00710886-0.0047215j 0.0038449-0.00245714j 0.00613809-0.0251083j -0.00615051-0.00712752j -0.000775154+0.00764523j 0.0204197-0.00181751j -0.00755784+0.00280381j 0.0227783-0.00861031j -0.00692873+0.00145194j -0.0122078-0.00206371j 0.0136746+0.00432844j 0.0100982-0.000193629j -0.00303224-0.00828036j 0.00735944-0.0121654j -0.00210802-0.00798189j -0.000773304+0.00327916j 0.00268091-0.00763926j 0.00132311+0.00325321j 0.00263382+0.0011796j 0.00929764-0.000252456j 0.00109143+0.00292559j 0.0165223-0.00517752j 0.0077775-0.00214289j -0.00180063-0.00230685j 0.015101-0.000573689j -0.00044251-0.00605648j 7.31216e-05+0.00641868j -0.00339585-0.0006405j -0.00615379+0.0011361j -0.00319785-0.00456229j -0.00904772-0.00175828j -0.000830084-0.007445j 0.00123538-0.00023846j -0.00404855-0.00726454j -0.00824974-0.00154666j 0.00341533+0.00559458j 0.00654187-0.000708102j 0.00256261+0.0034505j 0.000644183+0.00351953j -0.00133694-0.00201201j 0.0011389-0.00064353j 
