0.0780237-0.0873187j 0.0883762-0.105538j -0.045095-0.0196961j -0.0407002+0.0420409j -0.0763311-0.0112427j 0.0523354-0.0201629j 0.00088409+0.00839367j 0.0360442+0.0397285j 0.00722132-0.0125701j -0.0304265+0.0247598j 0.0136659-0.0275947j -0.00820181-0.0183239j 0.0198732+0.0191375j 0.000932299-0.0206702j -0.00164269-0.0046151j 0.0176617-0.00677134j 0.0267687-0.0203413j 0.00866998+0.0241605j 0.0294733-0.0263393j -0.0221776+0.10323j 0.0185585-0.0217299j -0.0995022+0.0130707j -0.0248216+0.0487637j 0.02259-0.0411413j 0.0261875+0.0616762j 0.0236556+0.00804693j 0.00430566+0.00944591j -0.0385075+0.0226265j 0.0785821-0.0400988j 0.0438905-0.00575069j -0.0111161-0.0441204j -0.0441288-0.0448994j -0.052644+0.0405023j -0.00146758+0.0149912j -0.0237883+0.0660317j 0.0202815-0.0410835j 0.0331028+0.0394985j -0.0457411-0.00355548j 0.017459+0.025818j -0.0685609-0.0203j 0.0177821+0.00535419j -0.00681485-0.015648j 0.00944109+0.00300876j 0.035802+0.0182476j -0.0254093+0.0205506j -0.0331682+0.00284048j 0.0135873-0.0270303j -0.00337269+0.0151264j -0.0301826+0.00617173j 0.00824171-0.0301444j -0.0175449+0.0281406j -0.000164862+0.0270966j -0.016348-0.00371261j -0.0269911+0.0419426j -0.020732+0.0115347j -0.0576313-0.0102028j -0.01354-0.00779796j 0.0152592-0.0190085j 0.0049912+0.0285006j 0.0266055-0.0543173j 0.0370524-0.0517538j -0.0136716-0.0249113j -0.0627591-0.016447j -0.0298352+0.0549551j 0.0123233+0.00661281j 0.0023274+0.024659j -0.0253157-0.0335516j -0.0324186+0.0352335j -0.0144713+0.00478897j -0.000908595-0.0411964j 0.00704267-0.0447236j 0.00666616+0.0283998j 0.00229861-0.0332507j 0.00898185-0.0510112j -0.00581961-0.0159418j -0.0219951-0.0241596j -0.014126+0.016632j -0.00468131-0.025874j 0.0206302+0.00540515j 0.029381-0.0248137j 0.0255147+0.0407025j 0.020687-0.058761j 0.00545019-0.012571j -0.0643817-0.0648697j 0.00476468-0.0818916j 0.0853253-0.109529j 0.108445+0.0353288j -0.0243312+0.051717j -0.0126273+0.0419189j 0.061046-0.212071j 0.0912874-0.149664j -0.188838+0.169451j 0.190869+0.028459j -0.00337455+0.0543695j 0.115374+0.169442j 
-0.0577324+0.0378508j 0.00229988-0.0509155j 0.0860088+0.166482j -0.0149775+0.0135789j 0.077703-0.0112912j -0.0146361-0.0400897j 0.0525708-0.0974104j -0.077663-0.048186j 0.0109444+0.0205981j 0.00703969-0.0477365j -0.0423083-0.0312842j 0.0227879+0.105309j -0.0364175-0.128818j 0.116929-0.0293554j -0.0740569+0.0891645j -0.0735725+0.0680144j -0.133551-0.116459j 0.0956334-0.0122909j -0.0608099-0.129817j 0.0127201-0.141287j -0.038933+0.0410479j -0.015792-0.133048j 0.0307407-0.0576239j 0.0710095-0.00947232j 0.0225416-0.0801068j -0.103124-0.0330555j 0.00072749+0.106761j -0.00335955+0.0667487j -0.0645302-0.0375844j -0.104168+0.0549643j 0.0249462-0.0381036j -0.0114774+0.0476254j 0.0250734+0.0437873j -0.00306974+0.0196236j -0.059888-0.147741j 0.0110618-0.106365j -0.178736+0.0557278j 0.0332495-0.00834494j -0.017273-0.0187032j 0.0506304-0.0973128j -0.0325853-0.0239224j 0.041408+0.0377518j -0.0350339-0.0147344j -0.0471991-0.0406468j -0.0218793-0.0269965j -0.0216646+0.0282397j 0.00629735-0.0298992j 0.00630305+0.0371695j -0.00858864+0.0297639j -0.00495719-0.0628116j -0.013799-0.00791964j -0.00398972+0.0585055j 0.00541931-0.00385607j 0.00848417-0.0200655j -0.0581017-0.0764947j 0.0063768+0.0327752j -0.010735-0.0428046j -0.0204465-0.0145837j -0.0350888+0.050568j -0.00625344-0.0548254j 0.0128544+0.0285359j -0.00922876+0.0649873j -0.000518783-0.0101437j -0.0539408+0.0129651j -0.00550962+0.0118405j 0.0366423+0.0172345j -0.0444495+0.0239445j 0.0237976+0.000227103j -0.00891114-0.012816j -0.00705398+0.0125693j 0.0243465+0.0107287j 0.00688529-0.000737893j 0.00190745-0.0130255j 0.0563153-0.0163693j -0.0139604-0.0373257j -0.0537024-0.00084614j 0.0311934-0.0195432j 0.0104581-0.0146053j 0.0365218+0.0609946j -0.0237848+0.0261832j -0.0352781+0.019942j -0.0519991+0.0815514j -0.00985271-0.0520474j -0.0197884+0.0319406j 0.0284344-0.0267525j 0.066972-0.051688j -0.0299713+0.0462312j -0.0112962+0.0040717j 0.0235834-0.0513218j 0.0559703+0.0923718j -0.024501-0.0193953j 0.00285505+0.00297285j 0.0137768+0.0703989j 0.00859824-0.0648847j -0.116527+0.0207616j 
-0.0107964-0.0130176j -0.0201258+0.0323507j 0.0371673-0.00400983j 0.0238921+0.0789913j -0.0730515+0.0570581j 0.0380445-0.110102j -0.0593389-0.0571588j 0.0297102+0.0618062j -0.149692-0.0335686j 0.095256+0.0546791j 0.0341191-0.108129j -0.0391022+0.0192156j -0.0495346-0.0321791j -0.04916+0.0797577j 0.145082-0.0603864j 0.0336753-0.043737j 0.0118613+0.247561j -0.0231659+0.129583j 0.0854236-0.0500687j 0.0979341-0.00626068j -0.000354045+0.0239323j 0.0323046+0.0566306j 0.0409794-0.0252269j -0.0509507-0.0392548j 0.049456-0.00364561j -0.0417801+0.0399351j -0.0292399+0.0357171j -0.12199-0.0122014j 0.047556+0.0534438j -0.0159101+0.0382376j 0.070456+0.0766173j 0.00803708+0.0293801j 0.0147815+0.00291693j -0.0246209+0.0547403j -0.00727013-0.0796942j 0.0766336-0.0544663j -0.0355282-0.0483899j -0.00188942-0.0344222j -0.0171625-0.0282093j 0.0640839-0.0469476j -0.0192026-0.0703171j -0.0305511+0.00813247j -0.0111667+0.00882142j -0.0259775-0.0575018j 0.0317534-0.00315206j 0.0287064-0.0253618j 0.00492081-0.0154595j -0.0152572+0.0107799j 0.0260781-0.0274386j 0.014311-0.024977j 0.0289621-0.0160266j -0.0212045+0.043066j -0.0504848+0.00990152j -0.0496684+0.0549995j -0.0107324-0.0853284j 0.0586116-0.00903259j 0.012828+0.0241626j 0.0289537+0.0119796j 0.00893497-0.00961701j 0.0149952-0.0226361j -0.0281406-0.00401965j -0.0335484+0.0402144j 0.00832692+0.0144622j -0.0148313-0.0167679j -0.00544426+0.0099584j -0.0216967+0.00591268j 0.0213871-0.010366j -0.0281498+0.0129703j -0.00938331+0.0326599j 0.0257435+0.00934216j 0.00340348+0.00786468j -0.0385919-0.0258201j -0.00830844+0.0181821j 0.0218943+0.0287064j 0.0207261-0.000483772j -0.0133259-0.0633961j -0.0275477-0.0199199j 0.0154755-0.0022355j -0.0131048+0.0335904j 0.0222066-0.0184653j 0.0306122-0.00616205j -0.0124991-0.0571966j 0.0431333-0.0293433j 0.021924-0.00894571j 0.080286+0.0415798j -0.0341315+0.0148728j 0.00610705-0.0363419j -0.00434811+0.00301421j 0.00736788+0.0155532j -0.0195364+0.025079j -0.000317289+0.0358993j -0.0068863-0.0202973j -0.0936217-0.0222236j 0.072056-0.0654074j -0.118164-0.0836428j 
-0.0643487-0.0327459j 0.0114111-0.0533952j -0.0258371+0.0599027j 0.0853124-0.224318j -0.000655701-0.0640158j 0.0179544+0.017682j 0.00649188-0.134491j 0.129715-0.0460982j 0.128936+0.0710194j 0.0104511+0.0964107j -0.0397693-0.00697376j 0.0251266-0.0193615j -0.0736355-0.00981917j -0.00757881-0.0841897j -0.0490696+0.0235009j -0.0913639+0.0604891j -0.176087+0.0375087j -0.0459288+0.0965771j 0.0603498+0.164626j 0.0937749-0.133643j -0.0737461-0.00392562j 0.0334156+0.0475387j -0.0175084+0.0719049j -0.00422514+0.038504j -0.0660635+0.0838298j -0.0609783+0.123888j -0.00752319-0.0632185j 0.0146284-0.107788j -0.0509242+0.0968115j -0.0843526+0.0614897j 0.10008-0.0396884j 0.0310234-0.0482349j 0.0495778-0.13148j -0.0305251-0.0405446j -0.0222724-0.033983j 0.0144503+0.0250661j -0.119209+0.0127697j -0.103988+0.0350243j 0.00698406-0.0172095j 0.0279271-0.0108772j 0.00935104-0.00940809j -0.0154902+0.00470097j -0.0208718-0.0112863j -0.0464847+0.0171315j 0.0263837+0.00200559j 0.0555601-0.0255646j -0.0396089+0.0450975j -0.00858087+0.0189315j 0.0339482-0.000841862j -0.0117331+0.0165737j -0.00392369+0.0229043j 0.0382223+0.00295056j -0.0151902-0.00209254j -0.00489735-0.00446708j 0.0216243-0.0336444j 0.0350381-0.0186443j -0.0211097+0.0387562j -0.00309534+0.0408428j 0.0121937+0.0621076j 0.00252418+0.0414907j -0.01058+0.0189429j -0.00198316+0.023689j -0.0164982+0.00343371j 0.0110489-0.00784555j 0.0124741-0.0194102j 0.0250819-0.0335208j 0.0173689+0.00860835j 0.0350097-0.0303875j 0.0298193+0.00439611j 0.00718486+0.0271894j -0.000795589-0.00898932j 0.00610656-0.0572399j -0.0447737+0.0181943j -0.0107076+0.0230326j -0.0168364+0.0266266j -0.0100645-0.0275502j 0.00654947-0.0244319j -0.012016+0.00301735j 0.00196702-0.00494987j -0.0365829+0.0112693j -0.00220281+0.0910153j 0.0480388-0.0475439j 0.0156256+0.038385j 0.0321444-0.0365299j 0.0275387+0.0148931j -0.0278984-0.00770566j -0.0125473+0.00503243j 0.000143104+0.022131j 0.0108356+0.0126731j -0.0420167-0.0322844j -0.0685971-0.0383373j -0.016606-0.0266671j 0.0290917+0.0052361j 0.0507807-0.00972088j -0.0213496+0.00473472j 
0.0417197+0.0328556j -0.022656-0.019994j 0.0590038-0.00481255j -0.0796747+0.0212208j 0.0158831+0.0478948j -0.00612393-0.0540059j -0.019133-0.0231584j -0.0879+0.0563994j -0.0930743-0.093168j 0.0143037+0.0293562j 0.0959818+0.100791j -0.0377049+0.0225672j -0.0629743-0.0245331j -0.0297491-0.0658222j -0.0218764+0.0458409j 0.0995517-0.244248j 0.0967509-0.00452922j -0.0186542+0.0340787j 0.0295796+0.0559886j -0.0200378-0.0776101j -0.0768833-0.0838934j 0.00806737-0.126572j 0.0607201+0.0470522j -0.0127168+0.007895j 0.105955-0.000932836j -0.0314834+0.0499853j -0.0125477-0.0887761j -0.00986248-0.0391746j -0.0576805-0.0114941j -0.0689435+0.0428993j -0.0620534+0.0466655j -0.0181837-0.101242j -0.0254848+0.0422507j 0.00301574+0.00736544j -0.0595351-0.0438536j 0.0743753-0.026836j -0.00557751-0.0174502j 0.012177+0.0066607j 0.0291244+0.00400061j -0.00339206+0.0163156j -0.0682483+0.101489j 0.00870372-0.0180688j -0.00218688-0.00863271j -0.0167084-0.0247862j -0.0147521+0.0235273j -0.023517-0.0570141j -0.0292646-0.0408141j -0.00366254+0.117214j -0.03097+0.0595525j -0.00713147-0.0265453j -0.0415059+0.082461j -0.0436853-0.0209176j 0.00412239-0.055722j -0.0363737-0.00683027j -0.00599038-0.0222495j -0.01381-0.0370039j 0.0441915+0.019645j 0.00519799-0.0119094j 0.000689421-0.00210645j -0.0150551+0.00423577j 0.0109136-0.0305559j 0.00936459+0.0176638j 0.00985477-0.015926j 0.0197718-0.0319947j 0.0136697-0.0367441j 0.00605838-0.0391211j -0.00777937+0.00411267j -0.0125247-0.015869j -0.0131837-0.0082232j -0.0231559+0.0191036j -0.00879723+0.025893j 0.0318632-0.0218933j 0.0372105+0.00182003j 0.00366042+0.0156003j 0.00432532+0.0172011j 0.00384107+0.008702j 0.00708969+0.00136194j -0.0218635+0.00478702j 0.0203775+0.0028386j 0.0297508-0.022139j 0.013938-0.03383j -0.0110846+0.0133298j 0.0560417+0.0225689j -0.00519847-0.0576412j 0.00337384+0.00577286j -0.0197174+0.0315271j -0.00880393+0.00851879j 0.0206148-0.0111665j 0.0066187-0.00922453j -0.00987412-0.0295035j 0.0388417+0.0217752j -0.0210413-0.0279773j 0.023035+0.0449451j -0.0304332+0.0130108j 0.0182505-0.00832887j 
-0.033487-0.0539544j 0.0109175+0.0131561j -0.05332-0.0691639j 0.00551979-0.12107j -0.0186022+0.00872116j 0.089342-0.0730264j -0.0808012-0.0388748j -0.0284161+0.0691004j -0.0680438-0.0201057j 0.0180769+0.118677j 0.02994-0.0266023j 0.0189747-0.118476j -0.023838-0.0107436j -0.0046565-0.0194551j -0.0319546+0.0528106j -0.113223-0.0659139j -0.0552328+0.0277689j -0.0118884+0.0590521j 0.160246+0.0473724j -0.0554644+0.0383011j -0.0787957+0.0476622j 0.0427831+0.00319527j 0.121899-0.05423j 0.0537717-0.0117327j 0.0173147+0.145953j -6.98498e-05-0.0240792j 0.0105239+0.0289452j -0.00468072+0.0741044j 0.0141577-0.0819737j -0.066502+0.110643j -0.0140019-0.0392482j -0.0137012+0.0334086j -0.0493641+0.0577387j 0.0230058+0.0558769j -0.0478731+0.155674j 0.0172857-0.0436881j -0.0184315+0.0101254j 0.053822+0.175265j -0.0173264-0.0318942j 0.0428118-0.00529502j -0.0509929-0.00419963j 0.0151811+0.0030945j -0.0231746-0.00725345j -0.00825621-0.0512306j -0.0660196+0.0265095j -0.0681613+0.00620985j 0.0693326-0.0645886j 0.0196922+0.0624392j -0.014017+0.0828868j -0.0206034-0.0335986j 0.0860742+0.0856045j 0.0410397+0.0216343j 0.0266256-0.0617161j 0.108074-0.0362658j 0.0866023-0.0894263j 0.0228743-0.03226j -0.0106406+0.00165172j 0.0244414-0.00733399j -0.0151045-0.0140593j 0.017027-0.0325597j 6.1691e-05-0.00542285j 0.0332932-0.00458012j 0.0374557-0.00679353j -0.0365445+0.00455652j -0.0184331-0.00614273j -0.00805119+0.0227439j 0.00900459-0.00622064j -0.00816886+0.00753076j 0.0132834+0.0171015j 0.046809-0.0232928j 0.0251155+0.0115564j -0.0188591-0.00147727j -0.000531658+0.0268339j 0.0146098+0.0134805j 0.00575764+0.0106631j -0.0270483-0.0331141j -0.0421072+0.0319046j 0.0370082-0.00578998j -0.0247145+0.0207905j -0.0358694+0.00655749j 0.0569693-0.0650045j -0.0226361-0.0273087j -0.00264527-0.0335084j 0.00890757-0.0356516j -0.0585629+0.0426464j -0.0298311-0.00973153j -0.0543351+0.0307531j 0.00100311+0.0165599j -0.00287978-0.0396016j -0.0350961-0.0328131j -0.0330371-0.00598536j 0.0208705+0.0487752j -0.0278873-0.0378244j 0.024447-0.0861461j -0.0523052+0.00637976j 
-0.00450241-0.0795102j 0.0121299-0.0122959j 0.0578302-0.213627j 0.0412762-0.0139179j 0.0168722+0.0482165j 0.0691668-0.0499009j 0.0409523+0.0944837j -0.0452895-0.133301j 0.0976048+0.101058j 0.122025+0.134365j -0.0356599+0.0101777j -0.110364-0.0970559j -0.0801473+0.0352332j 0.0951582+0.0269856j -0.166963-0.0407601j 0.088944-0.207708j -0.0374427-0.066166j -0.108306+0.0361532j 0.0908321+0.119919j 0.050338+0.133876j 0.0170084-0.0278484j -0.104413+0.0201688j -0.0551325-0.060192j -0.0227719-0.103884j -0.0561285+0.0418067j -0.0122499-0.00801951j 0.0359202-0.0207347j -0.0583943+0.0240472j -0.0177209+0.000468257j 0.06194-0.0529783j 0.0239765+0.0376393j 0.111375-0.0747492j 0.0276474-0.0143071j -0.0093101-0.0240604j -0.0157704-0.051648j -0.0377622-0.0344571j -0.0386749-0.0307745j -0.0147035-0.00841773j -0.0110988-0.0191899j 0.0351628-0.0320137j 0.0078196-0.0744783j -0.000251566+0.0105201j -0.0105271+0.0113971j -0.0209314+0.0140939j 0.00192227+0.00283394j 0.033258+0.0156574j 0.000406295-0.00660208j -0.0321719-0.0501084j -0.0242954-0.0615188j 0.0245817-0.0196183j -0.0194745-0.0430611j 0.0475885+0.0194443j 0.00448473+0.0289645j 0.0024633+0.0187396j 0.00598852-0.00232653j 0.0133376+0.0424123j -0.0291882+0.0149845j -0.00441287-0.0325844j 0.00795717-0.00374825j -0.0127388-0.0300566j -0.0110168+0.00836312j -0.0285929+0.00474084j 0.000707325-0.0063303j 0.0129132-0.00529032j -0.004998-0.012721j -0.0045979+0.0100212j 0.0323358-0.0196899j -0.00747829-0.0074826j -0.00217131-0.00036116j 0.012927-0.0089399j 0.0133514-0.00301158j -0.00907007+0.0117478j -0.00638259+0.00305454j -0.0152585-0.0158632j -0.0180262+0.0176382j -0.0130301+0.000855511j 0.00705861+0.0346451j -0.0126372-0.0398065j 0.0106342-0.00765425j -0.0195315-0.0162775j -0.0159233+0.0151295j 0.00468477-0.0269719j -0.0108106-0.0167969j 0.0374837+0.00328232j 0.00949765+0.0217316j -0.000886611+0.0030882j -0.0176363-0.0192245j 0.00881251+0.0208511j -0.0289143+0.0455924j 0.0075971-0.0107005j -0.00933551-0.0237557j -0.000367218-0.00276345j -0.0459623-0.0287609j -0.00184865-0.00670145j -0.0224632+0.010742j 
0.0333781-0.00972978j 0.065601-0.00592129j 0.0808949+0.127385j 0.00729101-0.139204j 0.142764+0.0135377j 0.038759-0.107869j -0.0628725-0.0713425j -0.0192551+0.196653j 0.00225544-0.0694802j 0.064651-0.11669j -0.0988991-0.00357639j -0.0326496+0.0015223j 0.0415461-0.0429313j 0.0176183+0.0257316j 0.0221463+0.0400039j -0.196084+0.147071j -0.1155-0.0580735j 0.00744262+0.0267302j 0.0853525-0.025175j 0.0265449-0.0509489j 0.0609378+0.0307517j -0.15818-0.00685068j -0.0675095+0.0604127j -0.0197807-0.1039j 0.0485537+0.165407j 0.098292-0.0269937j 0.0556808-0.0534465j -0.123722+0.0458416j -0.0534813-0.03447j 0.0765551-0.0936799j -0.0107868+0.122156j 0.162519-0.139375j -0.0159062+0.0741617j 0.0125668-0.0436526j 0.0157334+0.0416218j -0.0369428+0.0342603j 0.00283716-0.0149763j -0.0394493-0.0124308j -0.0525584-0.0345313j 0.0424516+0.040594j -0.0133075-0.0211198j 0.017803+0.0219296j -0.00938438-0.0147524j 0.0440008+0.00782138j -0.0438461+0.00630972j -0.00929499-0.00758387j 0.0370878-0.0187769j -0.0467733-0.00286019j -0.0329345-0.0105478j -0.0118634-0.0157044j 0.0187998-0.0290808j 0.0566727-0.0326482j 0.0409846+0.016068j 0.0828849-0.013718j 0.0785462+0.0293658j 0.0192355+0.0385092j -0.00314573+0.0348383j 0.00421034+0.00624543j -0.00729585-0.0146102j -0.031262-0.00169503j -0.0371927+0.0221359j 0.00750401-0.00150608j 0.0179866-0.00404403j -0.00275586-0.00989217j -0.012346+0.0123413j -0.0156645-0.00166766j 0.0451188+0.00877809j 0.00735718+0.00519772j -0.0106135-0.0110014j -0.00745505-0.00911277j -0.029494+0.00620062j 0.00514032-0.0137751j 0.00166078-0.0123442j -0.0161015-0.00801599j 0.0215797+0.00862513j -0.00403689+0.000621058j -0.00261587-0.0134104j -0.0068058+0.00685779j -0.0103753+0.00157391j -0.000589377+0.00986067j 0.00226701-0.00337211j -0.0243488-0.0243966j -0.0118804+0.0407387j 0.0387483+0.0178216j 0.0431622+0.0537905j 0.0163724-0.0148167j 0.0193161-0.000183303j -0.00322919+0.015152j 0.0100269+0.0176417j 0.00811786-0.0119852j 0.00463976+0.0101856j -0.0169063+0.0118199j -0.0303463-0.00848324j 0.00460083+0.00158469j -0.0199093-0.0200798j 
0.0383259+0.00400203j 0.00606869+0.028875j 0.133223-0.103634j 0.103977+0.171225j -0.0548772+0.0462145j 0.0745627-0.0477087j 0.0138263+0.0808202j 0.00604338+0.0306455j 0.135414-0.0729111j -0.023816+0.0361652j 0.0247762-0.00216589j 0.00182209+0.0941679j 0.0709769-0.138924j -0.101029+0.0439083j -0.14144-0.273298j -0.162152+0.163442j 0.0189927+0.100847j -0.231992+0.116466j 0.030467+0.177993j 0.0748672-0.0548855j -0.0375643-0.0311079j 0.0366533-0.0619914j 0.0277241-0.0129659j -0.00445706-0.0161814j -0.0436374+0.0674405j -0.0176758+0.0198551j 0.140465-0.0090483j -0.195861+0.0429135j -0.173115-0.0280847j -0.0211539-0.00148717j 0.00808105-0.0040543j -0.0349262+0.0310548j 0.037319+0.0451321j 0.0103843+0.0367464j -0.0258942+0.0573601j -0.00335138-0.0328463j -0.0170666-0.0178699j 0.0159503+0.0485253j 0.00418032-0.000897868j 0.00208817-0.0182541j -0.0436989+0.0360003j 0.00548805+0.00443206j 0.00155396+0.0306035j -0.00222735+0.00953241j -0.00328935+0.0294551j -0.0417785+0.0189797j -0.000560642-0.0114211j -0.0159565+0.0395506j -0.018761+0.0215722j -0.00260279-0.0167354j -0.0150314+0.0275783j 0.00322773-0.0283168j 0.00184869-0.00248276j -0.0144966-0.00729488j 0.00138348-0.0155635j -0.00241351-0.00478071j -0.00175816-0.0100825j 0.019394+0.0116596j 0.00303588+0.00627734j 0.0125568-0.00575104j 0.0130463+0.00703408j 0.00769766-0.0020046j -0.00591352+0.00271649j 0.0159454-0.00029301j -0.00552775-0.0027674j -0.00289642-0.00656323j -0.00185092+0.016647j 0.00608804+0.00979131j -0.0168353+0.00150648j -0.0185888+0.00231417j -0.00548678+0.00672864j 0.0125818+2.03592e-05j 0.0126315-0.000318406j 0.0159096-0.00572695j -0.026832+0.0133992j 0.0103272-0.003009j 0.00375328+0.00535273j -0.0084309+0.00863418j -0.00962471-0.00965499j -0.0115-0.00607087j -0.00202184-0.0143845j 0.00530272-0.000379351j -0.0120441+0.00530964j -0.000139279-0.0153745j -0.0069646+0.0235376j -0.0259887+0.0314457j -0.00212212-0.00331465j -0.0163061-0.0292407j 0.012919-0.0129808j -0.0116268-0.0258143j 0.0172594+0.0138668j -0.0091662-0.00579266j -0.0115515-0.0114218j -0.0435107-0.00896691j -0.0147779+0.0108257j 
-0.00667124+0.00478629j -0.0332929-0.00820936j -0.0926473+0.0567629j 0.0656849-0.128337j -0.0156811-0.145827j -0.110097-0.0164678j 0.173064-0.0144699j -0.249191+0.0654219j -0.116962+0.0566026j -0.0507986+0.0184411j 0.0969993+0.0238412j 0.0633806+0.037998j -0.028569+0.174508j 0.0863967-0.0250583j -0.0151014+0.104025j -0.0343575+0.0450076j 0.128369+0.0222658j 0.0338431+0.0710753j -0.214269+0.0371807j 0.0273779-0.0107601j 0.0786076+0.0374215j -0.00021952+0.0164641j -0.111029+0.0117435j -0.050221+0.0466427j -0.139318-0.0426588j -0.0540452+0.0311675j 0.175149+0.035459j -0.273489+0.0272882j -0.162795+0.0164949j 0.0176998-0.0331523j 0.00730636-0.0322708j -0.0560073+0.0984653j 0.123201-0.0126873j 0.00157139+0.0330534j 0.0335946+0.0591675j -0.0394015-0.0338254j 0.0357818-0.0136594j -0.0246285+0.0133181j -0.0037022+0.00856673j -0.0563068-0.0102421j -0.026484+0.0329036j -0.0167285-0.0102548j 0.00406463+0.0092652j -0.0141973+0.0264266j 0.00367099+0.0301703j -0.0260944+0.026673j 0.00951679-0.0172457j -0.00167923-0.00350821j 0.00731488+0.00114929j 0.00237606+0.00810095j -0.0194918-0.00747394j -0.0203856+0.0131527j -0.0347689-0.0136495j -0.078676-0.00389484j -0.0573125+0.0112301j -0.0220931+0.00170587j 0.00146719-0.0104624j -0.00870283+0.0199566j 0.0116116+0.0200698j 0.0147053+0.00728727j 0.00920704+0.0172766j -0.00220605+0.00309848j -0.0158721+0.0177823j 0.00937794-0.00498891j -0.00929259-0.0164834j 0.0187326+0.00311233j -0.00592432-0.0279154j 0.00934051+0.00609625j -0.0326449+0.0196906j 0.00703778-0.00316789j 0.00501275-0.0135521j 0.0357064-0.0148782j -0.000167564+0.00104961j 0.00884599-0.014818j -0.046004+0.0157527j 0.00500702+0.00604001j -0.011977+0.0102689j -0.00450652-0.0134896j -0.0205024-0.0113528j -0.0124537+0.019785j -0.00397117-0.00666321j 0.012052-0.0312032j -0.0112898-0.0150036j -0.0180199-0.0208547j -0.0110971+0.026402j -0.0290769+0.0277064j 0.000735416-0.000994295j 0.0157065-0.0165187j -0.0218222+0.00186633j 0.0217969-0.0324454j 0.0028119+0.011442j 0.00563471+0.000343572j -0.0311079-0.0227507j -0.0498558-0.00634797j -0.0109269+0.0209651j 
0.0308113-0.018947j -0.022572+0.00150721j -0.039624-0.0955992j -0.0492235-0.0619785j 0.00770107+0.108381j 0.0260805-0.0602129j -0.095195-0.02778j 0.0673915-0.00638787j 0.0512066+0.0898124j 0.01538-0.0464459j 0.123737+0.219153j -0.0976572+0.00989612j -0.0419094-0.062472j -0.00388796-0.0537077j 0.0023482+0.0769226j 0.0499051+0.141383j -0.0610438-0.100036j -0.0466183-0.0153314j -0.0425787-0.0223253j -0.0595082-0.0642767j -0.00805334+0.061055j -0.0707368-0.0233997j 0.0358175-0.0183361j 0.0517694+0.00938361j 0.0356369-0.0766519j 0.0182446-0.115547j 0.225905-0.0345632j -0.351588-0.00324667j -0.209135-0.0591192j -0.106273+0.0580841j 0.083646+0.018222j -0.0677402-0.0774214j -0.0370744-0.0142504j 0.00190207-0.0448842j 0.014844-0.108988j 0.0410167+0.0044282j -0.0227945+0.0277053j -0.0191636+0.00713435j -0.00447079+0.0146127j 0.0267371+0.051415j -0.000721905-0.0665948j -0.0290702+0.0258088j -0.0118182-0.0294744j 0.0128507-0.0651745j -0.0247027-0.0328618j -0.0522904-0.02689j 0.0238869+0.0258886j 0.00378513-0.0144819j -0.0280346-0.0272833j -0.00299446-0.0247097j 0.0181493-0.0416981j -0.0349742+0.00760137j -0.0291501+0.036408j -0.0311285+0.0139335j 0.00036262-0.00906879j 0.0227743-0.0210319j 0.0141246-0.0111742j 0.015463+0.0218326j -0.0234137-0.012841j 0.00369518+0.0197189j -0.0175297-0.0133034j -0.00325033-0.0235882j -0.00777772-0.0126594j -0.0343617-0.010122j -0.0103851+0.00942046j 0.00792628-0.000794919j 0.0117638+0.0287221j -0.0330378+0.0006991j -0.00737128-0.0177094j 0.0189095-0.0347997j -0.0214724+0.0276579j -0.0399829+0.0188132j -0.0123656+0.0143861j 0.00399575+0.0298053j 0.0146791-0.0108358j 0.0211105-0.000327816j 0.0273298-0.0159933j 0.0117603+0.00423473j 0.0139553-0.0148245j 0.00796691-0.00952956j -0.018043+0.00760668j 0.0383109+0.0263922j 0.0144724+0.00119392j -0.00547112+0.023446j -0.00885449-0.0144618j -0.00652607-0.0372058j 0.00359336-0.0138988j -0.000809152+0.0124944j 0.00301428+0.0174633j -0.0142064+0.0273771j -0.016735-0.0314535j -0.00762244-0.019617j 0.0563867-0.0214287j 0.00888809+3.53813e-05j 0.0331188-0.0372139j 
