0.00735596+0.028308j 0.00899908-0.0350277j 0.0108695-0.017569j 0.00615195+0.0258745j 0.0224517-0.00411852j -0.0173835-0.000885299j 0.00337742+0.0120185j -0.000448541+0.0032663j 0.015815+0.0280399j 0.00604651-0.0144089j 0.0139433-0.00662802j -0.00600024+0.000542132j -0.00860338-0.00675383j 0.00580581+0.000113873j 0.00349843-0.00695781j 0.0110915-0.00252105j 0.000575796+0.0104319j -0.0171341+0.00232321j -0.00435049+0.0056863j 0.000105216-0.0119989j 0.0078816-0.00166074j -0.00434499-0.018923j -0.0110408-0.0101684j 0.00043119-0.0140556j -0.00835677-0.00811082j 0.000933044+0.00963202j -0.0024085-0.00564548j -0.00397528+0.00391609j -0.00780689-0.0136755j 0.0039531-0.00106064j 0.00224129+0.00895899j 0.0237318+0.00162846j 0.0098303-0.002695j -0.00143264+0.00874172j 0.00449796+0.0142772j -0.00640654+0.00229827j 0.00861753-0.00191894j 0.00470539+0.00355261j -0.00637312+0.0025246j 0.00426999-0.0166293j -0.00276825-0.0133701j 0.0100597-0.0119359j 0.00903503-0.000294696j -0.00531993-0.00198762j 0.00776021-0.00226167j 0.00459606+0.00392548j -0.0106333-0.00840786j -0.00644138+0.002088j 0.00673013-0.0289621j -0.013713-0.00394008j 0.00394627+0.00176982j 0.00788698-0.0078926j 0.00834062+0.000288636j -0.0004458+0.00337993j -0.000562019-0.00508843j -0.00673023-0.0106723j -0.00414135+0.012346j -0.0050778-0.0120728j 0.00242902+0.00428709j -0.000207733+0.0131428j 0.0171244+0.014789j 0.00371352+0.00207097j -0.00231447-0.0166425j 0.00732188+0.00785911j -0.00270186-0.00336682j -0.00798156+0.000343531j 0.00677398+0.0199757j 0.0033887-0.00910168j -0.0173723-0.00362641j -0.0090486+0.00460933j 0.00196727-0.0113599j -0.0185019-0.0316662j -0.0156071+0.0216298j -0.0114412+0.00320871j -0.00514827+0.0069393j -2.48509e-05-0.0217962j 0.00277363-0.00542356j 0.0111224-0.0171841j -0.015523-0.0204111j 0.00579337+0.00825071j 0.0116812+3.34597e-06j -0.0077109-0.00780767j -0.0282303-0.00711116j 0.000388329-0.0105533j 0.0025058+0.00657089j -0.0249558-0.0104564j -0.013908-0.00573576j -0.0363115-0.00486062j 0.0283673-0.00540227j 0.022457+0.00544768j 0.0121999-0.00392846j 0.225897+0.000666402j -0.0140296+0.00468973j -0.0169445-0.0027785j 0.030369-0.0154684j 0.113583+0.0224248j -0.00272107+0.20646j 
-0.00105145-0.00846901j 0.0160286-0.0192359j -0.0144453+0.0259945j 0.00331253-0.0372951j -0.0115986-0.0662696j -0.0435134+0.00891878j 0.0158601-0.0328154j 0.00794568-0.0325631j -0.0168319-0.000113937j 0.0180764+0.0107913j -0.0304607+0.0419183j 0.00374189-0.0447203j -0.0124618-0.0456605j 0.0404679-0.0197593j -0.0551583+0.0178119j -0.0128064-0.0372701j 0.0209043-0.00461445j 0.00264737-0.0388471j -0.0242146+0.0199473j -0.00189351+0.0746496j 0.0423865+0.0198529j -0.00421504+0.0445658j 0.0159299+0.00894149j -0.0245166+0.0592816j -0.015134-0.0740718j 0.00967487-0.0381246j -0.0171525-0.0316467j 0.0128893+0.0589116j 0.0104437+0.0586476j 0.0129475-0.0619812j -0.0145161-0.0210148j -0.0286274+0.0538526j -0.0186682-0.0171099j -0.0185593-0.0225702j -0.03583+0.00448951j -0.00586056-0.0266087j -0.0230391+0.078154j -0.0260662-0.120496j 0.029773-0.0374766j -0.00727723+0.0839228j -0.0132588+0.0393884j 0.0309433+0.0316115j -0.00323634+0.0108097j 0.0174407-0.0954866j -0.091851-0.0145597j -0.0749028-0.0985618j 0.0408456+0.000973929j -0.0148521+0.102612j -0.0312884-0.0308987j -0.0354225-0.0239029j -0.0340288-0.0359717j 0.0338375-0.0319269j -0.0586988+0.00648472j -0.0608729-0.040636j 0.091362-0.0741516j 0.0818304+0.0388025j 0.0193727+0.0265441j -0.054646-0.0481646j 0.0413307-0.00428039j 0.00873136+0.0208833j 0.0242172-0.0406803j -0.0299871+0.0355685j -0.0139409-0.00800407j 0.00213897+0.0539547j 0.00104614+0.000762269j 0.0178749-0.00476485j -0.0073475-0.016602j 0.0159593-0.0139576j 0.00165514+0.0417299j -0.0535015+0.00546722j -0.089148+0.00560681j 0.0275775+0.00150638j 0.0251365-0.000588196j 0.0528427-0.0499907j -0.0350993-0.00326193j 0.00528117+0.0343617j 6.26117e-05+0.0019013j -0.0299383-0.00300621j -0.00324577+0.0190092j 0.0123036+0.0169457j -0.0577436-0.0338904j -5.0348e-05-0.0054026j -0.0322782-0.069202j 0.0311498+0.0320172j 0.0295731+0.0170779j 0.00435343-0.0170986j 0.00108763-0.0112948j -0.0580427+0.0215921j 0.015851-0.00293575j -0.0038316+0.0234058j 0.0254855-0.0190866j -0.00741181-0.0129011j 0.0149112-0.00668651j -0.00630724-0.022382j 0.0177089+0.0102965j 0.00518524-0.000856017j -0.000605687-0.0123557j 
-0.00101551+0.0727004j 0.00451707+0.0079825j -0.0077604+0.0108277j -0.00942158+0.0154956j -0.0137283+0.0654941j -0.0332434-0.00439271j -0.0163033+0.0248532j 0.0232737-0.168977j -0.0447232+0.0233504j 0.0599238-0.0528168j 0.0376329-0.0458676j 0.0389274+0.00810603j -0.0117195+0.0649006j -0.0109954+0.086973j -0.0494594+0.0107377j -0.00829954-0.0271766j 0.019979+0.0548948j 0.00879448+0.122149j -0.0224504-0.0497758j 0.0404065-0.0356075j 0.0345542+0.0783889j -0.00766497+0.0451741j 0.0529086-0.00116209j -0.0365261-0.0669057j -0.0184449+0.0591391j -0.00529481-0.0258636j -0.00373236+0.00202008j 0.0207628-0.0173986j -0.00812988+0.0742053j 0.0134965+0.095768j -0.0399359-0.0661344j 0.0208018+0.0667771j -0.0128546-0.0549834j 0.0036877+0.0387022j 0.00845138+0.118442j -0.0181253-0.0152578j 0.00998122-0.00753915j 0.025456-0.0673897j 0.068871+0.0380255j -0.042014+0.0127178j -0.00600664+0.157248j 0.115386+0.0234843j 0.0620412+0.00643144j 0.122725+0.00642673j -0.175462+0.112214j -0.0276845+0.0132647j 0.0583928+0.0244938j 0.0191188+0.0543281j -0.032174-0.0477987j 0.0376289-0.0199742j -0.00827956-0.036141j -0.184449-0.00562398j 0.0797443+0.00816588j -0.0570113-0.0624994j 0.133092+0.0476166j 0.00782879-0.0636253j 0.0536935-0.0364946j -0.0543486+0.0468725j 0.026429-0.00129868j 0.0136551-0.0183259j -0.02003+0.110886j 0.0720428+0.0054843j -0.00717278+0.0348606j -0.0482938-0.0235822j -0.0495497-0.00269505j -0.0605799-0.0477441j -0.0121058+0.0401482j -0.00873661+0.0452409j 0.000117088-0.0323559j -0.0454847+0.0693771j 0.102605-0.00663218j 0.0832682+0.00159095j 0.0063737+0.0351203j -0.049725-0.0138654j 0.111125+0.0166875j -0.0681979-0.0320666j 0.019901-0.0108736j -0.00229852-0.112371j -0.0678739-0.0244792j 0.0211618+0.0564266j 0.0230561-0.0294249j -0.0363954-0.0160919j -0.0226648+0.0061812j -0.0491316-0.0228891j -0.0412853-0.0481407j -0.028166+0.0218612j -0.00602668+0.0306936j 0.0347602+0.000830916j 0.0331394+0.0263779j 0.00779653-0.0878063j -0.0116627+0.000777608j 0.0311513+0.00492239j -0.0101064+0.00849529j -6.41312e-05+0.0157585j 0.00501232+0.000831307j 0.00754418-0.00280224j 0.00855975+0.0403647j 
-0.00202031+0.00946391j 0.00888908+0.039242j 0.00644237-0.0122493j -0.00241289-0.00021041j -0.0208973-0.0374421j -0.000720842-0.0748562j 0.00932717+0.0248187j 0.0784266-0.0332267j 0.0192344-0.21399j -0.0391128+0.0443666j 0.0254949-0.0493866j -0.00456491-0.0407443j -0.045672+0.0713572j 0.0194169-0.0886556j 0.0374758+0.0881205j -0.0148258+0.0605277j 0.00525077+0.0454746j 0.0616539-0.0701454j -0.0145804-0.00447583j -0.00947095+0.0158591j 0.0247905-0.0387331j -0.0409114-0.0128651j 0.00560066+0.0186814j -0.0724841+0.0140548j -0.0414183-0.0264655j 0.00348006+0.0577582j -0.0109158+0.0365347j -0.0154187-0.0689624j 0.0548317+0.0635142j -0.00356682-0.0288296j 0.0722769+0.0982147j 0.0678886+0.0826288j -0.0156337+0.0432647j 0.0898708-0.0408018j 0.0234267+0.0298584j 0.0163826+0.056313j 0.00902124-0.0563443j -0.0523776+0.0622427j 0.0474639+0.0012523j -0.0469998+0.0884814j 0.0345932+0.00484333j -0.0346313-0.0129359j -0.239505+0.0463737j -0.095262-0.0922504j -0.0644554-0.0510151j 0.0349027+0.00611731j 0.153142-0.0331967j -0.0190883+0.0108776j 0.0791199-0.0449324j -0.00286743-0.02567j -0.0131604-0.0535134j 0.0700108+0.0215725j 0.034023-0.0231165j -0.00365618+0.077646j -0.0210393+0.0220567j -0.064039-0.0126818j 0.0102897+0.0585578j 0.0486698+0.017988j 0.0776783+0.0419442j -0.0463603-0.0261648j -0.0707975+0.00642046j -0.00540118+0.00829466j 0.0557933-0.0299031j -0.041168-0.0356288j 0.00486932-0.0176885j -0.0125819+0.0616555j 0.0876083+0.0305938j -0.0561762+0.00433487j 0.0905492+0.00510309j 0.00081106+0.0875753j 0.0801805-0.0156156j 0.0665687+0.0427839j 0.011662-0.0702836j 0.00679772-0.0217712j 0.0265911-0.00227145j 0.0110854+0.0314454j -0.0643984-0.037186j -0.01387-0.0302764j -0.0150025-0.0126722j 0.0456813+0.0576338j -0.0197943-0.00307716j 0.0412075+0.0186578j -0.00777699-0.0214001j 0.00669414-0.0393546j -0.0168903-0.0179187j -0.00144857+0.0410641j -0.00505283+0.0187015j 0.0417729-0.013521j 0.00358932-0.000171762j 0.00832875+0.000926466j -0.00347901-0.0144656j 0.0195107-0.00222384j -0.00266723-0.00505014j 0.00387257+0.0380242j 0.00118803-0.0173972j 0.0120879+0.00325327j -0.000564471+0.0127133j 
-0.0113387-0.0213969j -0.0094615+0.036088j 0.014069-0.0908994j 0.0314336-0.0907415j -0.0301075+0.04659j 0.0207161-0.0133623j 0.037626-0.0844529j -0.0533666-0.0542286j -0.0174065+0.0159861j 0.0512701-0.0427585j 0.0181057+0.073522j -0.0102976+0.00652184j -0.0248924+0.0134607j 0.0505578+0.0115385j 0.0239616+0.0894071j 0.0223111-0.077227j 0.0558844+0.0455441j -0.0485641-0.0204358j -0.000571492+0.0281465j -0.00480595+0.0347015j -0.0066138-0.0117532j -0.0293617+0.0468876j 0.0057642+0.0561597j -0.010134-0.00720438j -0.0173821-0.0112134j -0.0203722-0.00806534j -0.0307138+0.029831j -0.0545313-0.0145021j -0.0504616+0.029953j 0.0170904+0.0361904j -0.0993635-0.0450033j -0.00793335+0.000120177j 0.0477936-0.0397522j -0.0223278+0.0607294j -0.0889284-0.0165103j 0.0308983+0.00286099j -0.0386517+0.0728019j -0.0549037-0.0870803j 0.00540874+0.00672856j -0.0454567+0.070721j 0.0154938-0.00173471j 0.0802549+0.0517166j 0.0541572-0.0541861j 0.0459981+0.0259625j -0.108264-0.00632188j -0.0434167-0.0115407j 0.0393142-0.047201j -0.0126066+0.0353573j -0.0418089-0.0424613j -0.010895+0.0491668j -0.0157771-0.0417008j -0.00824316-0.0260095j 0.0138631-0.0241683j 0.0038855+0.00315411j 0.0362644-0.0289886j 4.61933e-05+0.023337j 0.0602006-0.00129743j -0.0371473+0.040509j 0.0351763+0.0596871j -0.0502681+0.0470831j 0.0580926+0.0439975j 0.0235105+0.020238j 0.0363211-0.0368972j 0.00581976-0.0426537j -0.00966496+0.0769174j 0.0244905+0.0213317j -0.00414633-0.0346345j 0.071855-0.0244513j 0.0618544-0.0163134j -0.0743919-0.027927j -0.0147074+0.0201038j 0.0339425+0.0189468j 0.0156293-0.0311894j -0.0135118-0.103316j -0.0394689+0.0220503j 0.0131453-0.0185053j -0.0476551-0.030231j -0.000420347+0.0106659j 0.00167276-0.0140815j 0.010145-0.00916588j 0.0613401-0.00330727j 0.0019282+0.00593841j -0.024142-0.0036005j 0.0624443-0.00762121j 0.0637643+0.0152521j 0.0432252-0.0310867j 0.00129522-0.00866656j -0.00458714-0.0341045j -0.0488418-0.0613567j 0.00478244-0.0168171j 0.0383335+0.0399794j 0.0155166+0.00760226j -0.0180907+0.0174157j -0.0199923-0.00469195j -0.0235879-0.0250807j -0.000633194-0.00854397j 0.00270512+0.00886382j 
0.00219482+0.0345363j 0.0096538+0.0168373j 0.0180607-0.000922223j 0.00891973+0.0109556j -0.0124879-0.0123196j -0.0311698-0.0529794j 0.0239322+0.00478042j 0.0313243-0.0363988j -0.00983181-0.0620765j -0.00355673-0.0215459j 0.0419428+0.0182476j 0.0145158-0.0668623j 0.00394835+0.0357971j 0.0428518-0.0161451j 0.00482567+0.0761777j -0.00147029-0.0172176j 0.0158049+0.0178131j -0.0167879+0.045686j 0.0117854+0.0249332j 0.00571167+0.0656988j 0.0470726+0.0165317j 0.0120176-0.0209084j 0.0336766+0.0399444j -0.0120291-0.01665j -0.0258236-0.01424j 0.0013411-0.0225001j -0.0167539+0.0527647j -0.00354424-0.030932j 0.00586248+0.030534j -0.00619439-0.0368555j 0.0111626+0.0210668j 0.0212174-0.0782219j -0.0137191+0.114996j 0.0362166+0.0797113j -0.00898098+0.0195872j 0.0176147-0.0248574j 0.0263897+0.0128057j -0.0021326-0.0119133j 0.0484087-0.0179176j -0.04575+0.0402004j 0.0179131-0.00847394j 0.0392726+0.033712j -0.0785162+0.0287909j 0.0283447-0.0673641j -0.0626954-0.015451j -0.00384994-0.0778876j 0.0226267-0.0136761j -0.0375461-0.000871429j 0.00757172-0.00673472j -0.0316969+0.0242984j -0.0317142+0.00219978j 0.0191821-0.0194005j -0.0223938-0.00479819j -0.0176125-0.0277276j 0.0169382-0.0120312j 0.0353462+0.0263628j -0.0439948-0.0338212j -0.0010481+0.0560708j 0.0240138+0.0336379j 0.101391-0.04284j -0.0762125+0.0533284j 0.0681116-0.00731735j -0.0330582+0.0310714j -0.0719739+0.0208313j -0.0284793-0.049108j -0.0939439-0.0390885j 0.0574542+0.0407684j 0.0260594+0.0205733j -0.0754958+0.0550116j -0.0339081+0.0302442j -0.0595848-0.0239605j 0.0221324+0.0622013j 0.0242431+0.045893j 0.100272+0.0270252j 0.0607131+0.0441838j -0.00030775+0.0325391j 0.0459936+0.00351642j 0.0193932-0.00328856j -0.00985546+0.0256687j 0.00674526-0.0423722j 0.00854538-0.0886222j 0.028235-0.0600557j -0.0318789-0.03552j -0.018323-0.00658806j -0.0213587-0.0128312j 0.0372539-0.00737391j 0.0211193+0.0135324j -0.0151967-0.00130441j -0.0233261-0.0191126j -0.0255912-0.0116436j 0.00881949-0.0335741j -0.00442039+0.0101994j -0.00295114+0.00538263j -0.0231372-0.0119034j -0.00129286+0.00150026j -0.00523578+0.00578131j 0.00528274-0.00407491j 
-0.00312733-0.0291418j -0.00819788+0.0271146j -0.0218462+0.00476978j 0.0105275-0.0971781j -0.022072+0.0353162j 0.0337867+0.00968832j 0.0381031-0.00371696j 0.00428824-0.0525222j 0.0134455-0.108796j -0.00838136-0.0132798j -0.0558227-0.0378048j 0.00761913-0.0848769j -0.00703279+0.0163039j 0.0513904-0.0255543j 0.0497548+0.0115075j 0.0112815-0.00157596j 0.0334556+0.0633677j 0.00729723-0.0779884j 0.0120852-0.0282313j -0.0220748+0.0113779j 0.0042049-0.0132068j -0.0218019-0.0469335j 0.0115469-0.015858j -0.0324983-0.0365241j -0.0427844-0.00729558j 0.00428257-0.00395097j 0.0422325-0.0388368j 0.039528-0.0102176j 0.0339265-0.0168576j 0.00500287-0.0442951j 0.0286101-0.000565164j -0.0236997+0.0362911j -0.0430188-0.0872856j -0.00784994+0.0161161j -0.0488669+0.0100824j 0.0198028+0.0124288j -0.0361149-0.0225854j -0.0691812+0.0502589j 0.0229323+0.0691405j -0.0140259+0.0211367j 0.0664446-0.0251705j -0.00541246-0.0326842j -0.0871451-0.0426004j -0.049782-0.0188428j -0.0846004-0.00373752j -0.008153+0.0574201j 0.0412794+0.0178666j -0.0540851+0.0383311j 0.031501-0.079702j -0.0431059+0.0251092j 0.0144325-0.0210006j 0.0243888+0.02089j 0.0382752+0.0393537j 0.0528202-0.0548561j 0.0102437-0.0309118j 0.0482296-0.00258373j 0.0309429-0.0414872j -0.0327342-0.00129582j -0.0137713-0.0506804j -0.0426065+0.0431129j 0.0778684+0.0626658j -0.00961891-0.0402861j -0.080854+0.0465008j 0.0214507-0.0243051j 0.0154307+0.0199346j -0.034627-0.0668574j 0.0685109-0.0591463j 0.0464948-0.00461574j -0.0794243+0.0400264j -0.0682055-0.00270166j -0.0413762-0.0652647j 0.0457527+0.0738288j 0.00576437+0.0284168j -0.0775542-0.0377242j 0.00230455+0.0224594j 0.0212862+0.00252304j 0.0400495+0.059713j 0.023915+0.0242423j 0.0376206+0.0116201j -0.0093322+0.00261132j -0.00166404+0.009854j -0.0157715+0.0540299j 0.0799758+0.0375867j -0.000745181+0.0112424j -0.0187972-0.00160202j 0.00365964+0.00399023j 0.0116755+0.00239754j 0.0455534-0.0130188j 0.0100925+0.00794453j 0.0152682+0.0252641j 0.00238156+0.0205716j 0.00702917-0.00360057j 0.0275193+0.00387755j 0.00586775+0.028259j -0.0135614-0.0190551j 0.00554747+0.0249698j -0.0116178-0.00421081j 
-0.00922896+0.0790683j 0.0202185-0.0072867j -0.0101835+0.0284699j -0.0221752+0.00543387j -0.0311036+0.00347306j -0.0706144+0.0393264j -0.0177646-0.106689j 0.0199081-0.0107839j -0.00145133+0.071254j -0.0391401+0.0382173j -0.0132754-0.0387752j -0.00594094+0.0592414j 0.0367277-0.0288962j 0.0254733+0.00555514j -0.0260535-0.0290743j 0.00608962+0.0355941j -0.0274311+0.0156082j 0.00177284+0.0103113j -0.0554742+0.0197915j 0.0171601-0.043239j -0.00694393+0.0384375j 0.0431225-0.00643499j -0.0216063-0.0564365j 0.0215599-0.0141856j -0.0310902-0.0201148j 0.00388247-0.0175854j -0.00290164-0.0660131j 0.0169989+0.013682j -0.0187597+0.00233181j 0.0285909-0.0204657j -0.0171902-0.00743151j -0.00708807-0.0313323j 0.00303397+0.0589342j 0.00664148-0.0448338j -0.0449636-0.0221069j 0.00436791+0.0207815j -0.00407038-0.0107601j 0.00607566+0.00375015j 0.0218494-0.0204426j -0.0203046+0.0166241j -0.0023039+0.0144396j -0.0042649-0.0694918j 0.0639109-0.0331435j 0.00693867+0.0388986j 0.0757667-0.0258443j 0.00749435-0.0276036j 0.000821341+0.0790488j 0.0183719-0.0111785j -0.0113321-0.0447548j 0.0322254+0.00414223j 0.0114761+0.0442191j -0.0847946+0.00946052j -0.0166548+9.96556e-06j 0.0271022-0.0231876j -0.0431216-0.0321303j 0.0235081-0.0498131j -0.00729654-0.0497395j -0.002581+0.000202441j -0.0215516-0.0583459j 0.0994508-0.00463364j -0.0410642+0.0353907j -0.00915678-0.0290725j -0.083765+0.0590141j -0.0195699+0.0784282j 0.000984656-0.0875993j -0.061053-0.0362988j 0.0459963+0.0561581j 0.032501+0.0201866j -0.108038-0.0228338j 0.0604023+0.041686j -0.0481205+0.00563183j -0.0122607+0.00396996j -0.0114057+0.0441376j 0.030115+0.0226321j 0.0226404+0.0349927j 0.0326378+0.0169588j 0.00275831+0.041134j 0.0422334+0.0516594j 0.0164631+0.0125437j 0.00829427-0.0236953j -0.0684432-0.0222829j -0.0375804-0.00613479j -0.0284333-0.00329111j -0.0237337+0.00769314j -0.00293106-0.0198769j -0.0235492-0.0153167j 0.00492473-0.0229297j -0.0361802+0.0157192j 0.0127571+0.0302658j -0.0144452+0.032039j 0.009207+0.00801976j 0.00980367-0.0188111j 0.0233934+0.00809773j 0.00245842-0.00637209j 0.00633682+0.0192021j 0.000568678+0.0126004j 3.33826e-05+0.00787118j 
0.00325556+0.0806797j 0.0239864-0.0321682j 0.0197097+0.0250859j -0.0107588+0.0595451j 0.0109463-0.03339j -0.0755702-0.0469495j -0.012089-0.0142224j 0.0392513+0.0185199j 0.00384874-0.0338404j -0.0285293+0.0579271j 0.0376938+0.0335059j -0.00783935+0.0392529j 0.0283323-0.0342416j -0.011338-0.00379022j -0.0511939+0.0388613j -0.00597189+0.0130172j -0.0158819-0.0562781j -0.00175266+0.0654551j 0.0130776+0.00270905j 0.0409504-0.0222577j 0.0295638+0.00903499j 0.0123802+0.0229287j -0.0104754-0.0413389j -0.00212573+0.00856564j -0.00898935-0.00564178j 0.0282512-0.0386157j -0.0440129+0.0824393j -0.0121455+0.0492505j 0.00571835+0.0564516j 0.0158458+0.0351072j -0.0336907-0.0443053j 0.0375979+0.00744804j 0.0152709+0.0471369j 0.0373025+0.0482804j 0.0068319+0.0216241j 0.0102758-0.00860946j 0.0247689-0.0582593j 0.0331276-0.0535849j 0.0127615-0.0190093j 0.0104777+0.0332331j -0.0425018-0.0487185j -0.0173033+0.0497082j -0.000760664+0.0139626j 0.0182467-0.024408j 0.0302571+0.0628477j 0.0145416-0.0668218j 0.00984834-0.0254387j 0.0167763-0.0349007j -0.00214572+0.00560966j 0.0541983+0.00714842j -0.0101106+0.0117975j -0.0358244-0.018057j -0.0374894-0.00873968j -0.0907003+0.00106216j 0.0640826-0.0119234j 0.010504+0.0248212j -0.0299773+0.0297563j 0.00433162-0.0387819j -0.00446354-0.0157416j 0.07395-0.0910146j -0.116934-0.0103487j 0.0313578+0.0414266j -0.0267924-0.0106342j -0.0662519+0.047963j -0.0246276-0.0662859j -0.0647886-0.00633742j 0.00958563+0.0456958j -0.0438163-0.00421806j 0.0258345-0.0376751j 0.0207015+0.0630583j -0.0384252+0.00688884j 0.0171698+0.00530262j -0.0218905+0.0135211j 0.0618424+0.0385861j 0.0037488+0.0447943j -0.00648433+0.0149176j -0.071179-0.0405854j -0.0211602-0.00855508j -0.0479566-0.00467494j 0.0194762+0.0463771j -0.045206-0.0391865j -0.00949112+0.00549035j 0.0296165-0.0568906j -0.00400667-0.00468442j 0.0485581+0.0220675j 0.0211908-0.0023036j -0.0299196+0.0021308j -0.0402838+0.00479404j 0.000229802+0.0533674j 0.0255416+0.0269053j 0.0166025+0.00316267j -0.00469904-0.00822558j -0.0114001+0.00365002j -0.0144796-0.0424276j 0.00538844+0.00799056j -0.00405414-0.012987j 0.00640972+0.0101907j 
0.00283516+0.0259578j 0.0114208-0.0205596j 0.0139924+0.00469277j -0.00116342-0.0470274j 0.0110767+0.00390556j -0.0306141-0.0165155j 0.0193979-0.0683071j 0.00483107-0.00810025j 0.00400462-0.0248313j -0.0157517-0.0185792j 0.000899967+0.0445496j 0.01533-0.0321807j 0.0125336-0.0443856j -0.00796547-0.00685968j -0.022835+0.0477954j -0.0191846-0.0182527j 0.00850365-0.0163783j -0.0180021-0.0138012j -0.0284188-0.0223269j 0.0175173+0.0148563j 0.0248168+0.00848009j 0.0015225+0.01286j -0.0322842-0.00195649j -0.0295981-0.0379879j -0.0228976-0.00151765j 0.0181047-0.0842698j -0.0540791+0.0772546j -0.0329496+0.0341301j -0.0155893+0.0584743j 0.0120688-0.0212335j -0.0296953-0.0601029j 0.000283362+0.0489182j 0.0126124-0.0172841j -0.000342485+0.020425j -0.0363001+0.00289342j 0.0242122+0.0836492j -0.0366336+0.0362385j -0.0305846+0.0220474j 0.0314629-0.0502963j -0.0149442-0.0446652j 0.0118562+0.0460703j 0.00622373+0.0431535j 0.00296878-0.0661715j -0.00546837+0.0316606j -0.0343123+0.0321166j -0.00127197-0.0233222j 0.00421413-0.0245057j 0.00502746-0.0148798j 0.00499309-0.0235029j 0.0295123+0.0441791j -0.0275684-0.00560142j -0.0363562-0.020365j 0.0116108+0.0244385j -0.0652416-0.0121853j 0.10307-0.0199901j 0.054923+0.0524104j -0.0294639+0.023862j 0.00761191+0.0120083j -0.0563844+0.00918559j -2.77117e-05+0.00756986j 0.00719629-0.0148406j -0.033396+0.0232829j -0.00400073-0.0635819j -0.000101989-0.00725195j 0.0359869-0.0243038j 0.0137259+0.0504707j -0.0016532+0.0120281j -0.0354935-0.00614151j 0.105809-0.0307459j 0.00236513+0.00902254j -0.0657749+0.0257198j -0.00566686+0.0148584j 0.0237969-0.0286816j 0.0463393+0.0255401j -0.111746-0.0523724j -0.0234376+0.0153078j -0.0860053-0.0615508j 0.0225327+0.0304255j 0.000324354-0.0503158j 0.00878774-0.00922358j 0.024474-0.0293798j 0.0211384+0.00968253j -0.0247606-0.0287927j -0.00121681+0.0338693j 0.00835995+0.0722046j 0.0297357+0.00933642j -0.0187673+0.0149951j -0.0230946-0.023887j -0.00797887-0.0307112j -0.0212966-0.00222694j 0.00380743-0.00914755j -0.00890164+0.00299123j -0.0108641+0.00161561j -0.0105094-0.0323345j 0.00255817-0.0107018j -0.00395418-0.00918833j 0.00301319-0.0080605j 
-0.00966369-0.0180263j -0.00718417+0.0397287j 0.0237144-0.0125529j -0.00698712+0.0611714j -0.0177954-0.0447815j 0.0361218-0.00661943j -0.0460722+0.058595j 0.0338135+0.125824j 0.0391126-0.0882305j -0.0412207+0.0755067j 0.0291697-5.69464e-05j 0.0285917+0.113879j 0.0415073+0.0282993j -0.0856082-0.00487747j 0.0261593-0.0229375j 0.0187719+0.118401j 0.0441426-0.0634114j 0.038017-0.045034j -0.0127563+0.0152774j 0.0282154-0.0529215j -0.00346388+0.0156329j -0.04438+0.00670031j 0.0150489-0.040861j 0.0301943-0.0312514j 0.0105501+0.0765852j 0.00495178-0.0438238j 0.00451207+0.00306922j -0.0250824-0.00643637j 0.0128245+0.0540931j -0.0192869+0.0349375j 0.0188717+0.0560717j 0.0527837+0.0117894j -0.019349+0.0882067j 0.0526279-0.0511921j 0.050414-0.0471049j -0.0158982+0.000899507j -0.0275635-0.0450719j 0.0263462+0.0661713j -0.0192036-0.13275j 0.0870415-0.0462101j -0.0327161+0.00946478j -0.127762+0.0470397j -0.0574643-0.0604108j -0.0967059+0.00499817j 0.134208+0.0727947j 0.0590861-0.0603366j 0.0186905+0.00961287j 0.0810554+0.000118062j 0.104613-0.0464476j 0.0831424+0.0188009j 0.0136287-0.045656j -0.118419-0.0158464j 0.0539172+0.0123055j -0.00577249-0.00426789j 0.0929105-0.00472693j 0.0242929-0.0124445j -0.00321767+0.0166222j -0.00847615-0.027402j 0.0240644-0.00120652j -0.027505+0.00252109j -0.0413694-0.00175333j -0.0840188-0.0237335j -0.0361317+0.0164859j 0.0237637+0.0483858j -0.0546964+0.0247353j -0.0521802-0.0152834j -0.0137335-0.0265897j 0.00314678-0.00668574j 0.0484707+0.0109145j -0.0204503+0.0238465j -0.0411577+0.010189j 0.0185147+0.0135422j 0.0240507-0.0263704j -0.00485889-0.016474j 0.0353838+0.00461103j 0.028763-0.00590167j -0.0153925-0.0397284j -0.0199946-0.0143874j -0.0286078+0.0104056j -0.0207011+0.00788286j 0.029653-0.0248514j 0.020842-0.000602846j -0.0307616-0.00985904j -0.00406531-0.0303546j 0.00656102+0.0406327j 0.0163522-0.0058761j 0.0134738-0.0074661j -0.00559335+0.0099786j -0.0101076-0.0269809j -0.00313503-0.0499057j 0.00711093-0.0189206j -0.00566608+0.00835117j -0.00277881-0.00262884j -0.00545367-0.000945689j -0.000402286+0.000130784j -0.00126616-0.000229772j -0.00074848-0.00412315j 
