0.0114055-0.0209754j -0.0051246-0.00605475j 0.0130803+0.0379021j 0.0490594-0.0578592j 0.00694308+0.0143724j 0.00317924-0.0152409j -0.013864-0.010241j -0.0151037+0.00452216j 0.0250928+0.0129002j 0.00124503+0.037843j -0.00474164-0.0144682j 0.00913717-0.00755847j -0.0067538+0.0306017j 0.0121358+0.00328215j 0.00679114-0.00397319j 0.0197587+0.0533281j -0.00985333-0.0174371j -0.105727+0.024846j -0.087493-0.0793159j 0.0209865-0.0949997j 0.00455914+0.0206971j -0.0272847-0.0210067j -0.00628826-0.0336997j -0.0212649+0.0046391j 0.0149591-0.0362268j 0.00356143-0.00912912j -0.010602+0.00157549j 0.0283359+0.0136226j 0.0240007-0.0264552j 0.00406851-0.0101728j -0.0103245-0.00571226j -0.00196568+0.00464537j -0.0193483+0.0212682j 0.00375427+0.0120669j 0.0175026-0.033213j -0.00195624-0.037391j 0.0426539-0.0203702j 0.0141111+0.0302701j 0.0134809-0.00268101j -0.0345936-0.0231196j 0.00710569-0.0172873j -0.00284555+0.0162628j 0.00874869+0.000730671j 0.00992407-0.0187123j -0.0017187-0.00448566j -0.0070794-0.000389822j -0.0123844-0.00301085j 0.00291808-0.0017876j 0.00355187-0.0046188j -0.00777719-0.0110295j 0.0011818-0.0168973j -0.000753518+0.00895469j 0.00229717+0.00653011j 0.00117349-0.00973176j 0.00595233-0.00831147j -0.00990034-0.00130269j -0.00196088+0.00808462j -0.0222956-0.00139611j -0.00272052-0.00866813j 0.00328602+0.00286153j 0.0119324+0.0161232j 0.00683956+0.00540204j -0.00301878+0.0027201j 0.00925858-0.00962056j 0.00287128-0.000283791j 0.000592853+0.00500413j 0.00358823-0.00846496j -0.0023568-0.00301355j -0.00108572+7.52585e-05j 0.000631636+0.00435382j -0.0069771+0.00351938j 0.00646805+0.00244266j -0.00114241+0.000982879j -0.00515432-0.001926j -0.00797763-0.00939644j 0.00515347-0.00276415j -0.00198605+0.00170672j -0.00527384+0.00470803j 0.00490047+0.00019039j -0.00243708+0.0065275j -0.00792304+0.00196195j 0.00437162-0.00885845j 0.00274143-0.00356426j -0.000140261+0.0091897j -0.00529523+0.0216695j -0.00783053-0.0108923j 0.00843599+0.0064306j -8.20847e-06-0.00431769j -0.000319977-0.00216531j -0.00546349+0.0225725j 0.0170573+0.00134907j -0.000595149+0.00331498j -0.00725839-0.00594503j 0.000781662-0.0463823j 0.041781-0.00564722j 
-0.0165418+0.0100396j 0.0098671+0.0112406j -0.00442403-0.0024933j -0.0224014+0.054631j 0.0216611+0.0135321j -0.00761283+0.00843684j 0.0279075+0.013453j -6.68257e-05-0.00952419j -0.00723142+0.00893903j 0.0219819-0.0144961j -0.0108375+0.0120819j 0.0107246+0.0155072j -0.000506934-0.0379628j 0.0202505+0.00963765j 0.0140262+0.0162873j -0.0185192-0.0143584j -0.0263713-0.0350783j 0.0553645+0.0188449j -0.0509274+0.0315668j -0.0331247+0.0430484j 0.00136182-0.000479341j -0.012617+0.011235j -0.0210056-0.0115673j 0.00409871-0.00988255j -0.036772-0.0328314j -0.00764604-0.0153396j 0.0160687+0.00868481j 0.0032306+0.0227864j -0.0420027-0.0256572j -0.0166515-0.0199985j 0.0115099+0.0159827j 0.0018177+0.0294662j 0.0182266+0.0269215j 0.00887608+0.0124717j -0.00427316+0.0116348j -0.021197+0.00539874j -0.0247069-0.0064958j -0.0315524+0.00706314j -0.00582416+0.00385317j -0.00351331-0.00717589j 0.000661531-0.0160247j 0.00960422-0.00278522j 0.00726132+0.000927003j -0.0140518-0.0132337j -0.000451181-0.000774873j -0.000580437+0.00215744j 0.00138966-0.00556941j 0.00639212+0.00194004j -0.0062897-0.00327827j -0.00625833-0.0110771j -0.0161734-0.000932168j 0.00682237-0.00421358j 0.00212027+0.00730093j 0.00383742+0.00727772j -0.0105089-0.00122919j 0.00229892+0.00945021j -0.0138404-9.7329e-05j 0.00817356-0.00416727j -6.82998e-05-0.00733721j 0.00478547+0.0203034j 0.00162809-4.64884e-05j -0.00488326+0.00231078j -0.000249756+0.00284544j -0.00449872-0.00420882j -0.00115373-0.00592029j 0.00861441+0.00048963j -0.0101247+0.00863772j 0.00101079+0.00837092j -0.00311471+0.00512683j 0.00285453+0.00314919j -0.00268152+0.00450704j -0.00163914-0.00287506j -0.00541184+0.00129323j -0.00303327+0.000285825j 0.0021164-0.00713983j -0.0028339+0.00458494j -0.000752429-0.00627696j -0.00349278+0.00613078j 1.45196e-05-0.000856635j 0.000229507-0.0060047j 0.00609502-0.00665653j -0.00162539+0.00444512j -0.00990935+0.00153235j -0.00212883-0.00594291j -0.000730715+0.0189084j -0.00120918-0.00553993j 0.00818369-0.00769636j 6.93608e-05+0.00477821j 0.00179509+0.00800919j 0.015351+0.0029908j -0.0170001-0.0226626j 0.00585379+0.00640336j 0.00766518-0.0349653j 0.00527248-0.00153308j -0.0117258+0.0184628j 
0.00321457-0.00729344j 0.00301591-0.00492939j -0.0150912-0.0073574j -0.0510344-0.00560742j -0.0196821+0.014748j -0.00366939+0.00093715j 0.00784487+0.00260522j 0.0304017-0.00797979j -0.0068428+0.00370712j -0.00366952-0.00256209j -0.00687186-0.00142537j -0.0186332+0.0170313j 0.0351296-0.00947043j -0.00170719+0.0156925j -0.0257799+0.00892618j 0.0234993-0.0182636j 0.031549-0.000199658j 0.0333788+0.00445175j 0.0828301+0.00617118j 0.000162522+0.000632464j -0.0165884+0.0042806j 0.0187591+0.000358407j 0.000153234-0.00122025j 0.0026122+0.00540196j 0.0161546-0.0056148j 0.00664672-0.0043827j -0.00429891+0.00338963j -0.0199967-0.00768322j 0.00972223-0.00657274j 0.00759344-0.000954395j -0.000520156-0.00209234j 0.00384344+0.00472634j -0.0032278+0.0105947j -0.00417808-0.00923523j 0.0217877-0.00204053j 0.000171831-0.000675403j 0.00990874+0.00147848j -0.0197375-0.00420131j 0.00465396-0.00401918j 0.00366517+0.0068304j 0.00578109+0.00573121j -0.0110285+0.000381487j 0.00596721-0.00443773j 0.00235579-0.00378574j 0.00404583+0.0028712j -0.00997826-0.00734249j -0.00264726-0.00280497j 0.000439385-0.0144871j -0.000176939+0.00692788j 0.0132732-0.0013081j -0.00455026+0.00606682j -0.0127811-0.0015637j 0.000242125-0.0020151j 0.00848149-0.00370416j 0.00702008-0.000839286j -0.00771623+0.00367104j 0.00668747-0.00374233j 0.016351+0.0020177j 0.0123355-0.00989405j 0.010678-0.00730733j 0.00720866-0.00296416j 0.00117139+0.00621546j -0.00414019+0.00536209j 0.00480888+0.00141247j 0.00165252+0.00435688j -0.00836259-0.000630513j 0.00467335+0.00507173j -0.0061519+0.00165454j 0.000986156+0.00964056j 0.000730312+0.00787942j -0.00456024+0.00581808j -0.00659106+0.000272123j 0.00238088+0.000912416j 0.00342925+0.00398668j 0.00350492-0.00801153j -0.00368402+0.00198394j -0.00925326-0.0001243j -0.00500904+0.00386745j -0.00901607-0.00198219j 0.0015792-0.00596483j 0.0101355-0.00427684j -0.00846514-0.00392249j 0.0126102+0.0104089j -0.0012835+0.0103784j -0.0116661+0.000650517j 0.0219916+0.0133174j 0.00247584-0.0125353j -8.29163e-05-0.00361692j -0.0012826-0.00630675j -0.000614875+0.000811548j -0.0081789+0.00550734j -0.00964372-0.013645j 0.00763994+0.00158035j 0.0113351-0.011884j 0.0117769-0.00463695j 
-0.00672669+0.0027362j 0.00642437+0.00436671j -0.0277465-0.0187074j 0.0306673+0.0284055j -0.00195522+0.00793795j -0.0263985+0.0226996j -0.0005722+0.00424286j 0.0029808-0.00679302j -0.0404186+0.0047657j 0.00144772-0.0160452j 0.0109707+0.00953212j 0.00678858+0.00697384j 0.00633198-0.0327378j 0.00334587-0.00444537j 0.0286883+0.00511981j -0.0672803-0.000497182j 0.00879849-0.0226662j 0.021641-0.0110504j -0.0315647+0.000188358j 0.0486213+0.0222725j 0.00142436-0.00614417j 0.0122477-0.00509946j 0.0173804-5.71584e-05j -0.0101345+0.000245036j 0.00236214-0.0463302j -0.0108525-0.0173184j -0.00333697+0.00628593j -0.010368+0.0358601j -0.0151183-0.000217561j -0.00503323-0.0138921j -0.00677519+0.00245047j -0.0127158+0.0201244j 0.0187336+0.00518537j 0.00260414-0.001268j 0.0162228-0.0160406j -0.0118807+0.00684253j 0.00384666-0.010886j 0.00786517-0.00790466j 0.00821956+0.000772129j 0.00480512+0.0118506j 0.00605194-0.00489778j -0.00348836+0.00294719j 0.00883015+0.000125595j -0.00446638-0.00739541j 0.00519059-0.000114751j -0.0119649-0.000590847j -0.0120536-0.000764261j 0.00405852+0.00219248j 0.000912546-0.0071572j -0.0041887+0.00368998j -0.000761909-0.000294321j 0.000669511+0.00664479j -0.00708579+0.0126715j 0.0115278+0.00505393j -0.0117951+0.00260664j 0.00244331+0.013101j 0.0180789-0.00962859j -0.00668348+0.0017016j 0.00106093-0.00281463j -0.00397784+0.00499944j -0.00500583-0.0130711j -0.0034002-0.00204761j 0.00690874+0.0059569j 0.0051151-0.00576151j 0.00212355-0.0068012j 0.00322511+0.0084843j -0.00382771+0.00117151j 0.00429981+0.00177096j 0.00576311-0.00408023j 0.00121539-0.00329311j -0.00568592+0.0026771j 0.000447474-0.00436774j 0.000763714+0.00271217j -0.00190332+0.00399963j 0.000981902+0.00513308j -0.0074424-0.00340179j 0.00698563-0.00136413j -0.000135727+0.00750373j 0.00772373+0.00303625j 0.00604885+0.00351605j -0.00419354-0.00161342j -0.00151353+0.0015749j -7.05593e-06-0.0148054j -0.0177854-0.000564781j -0.00548266-0.00815199j 0.00312522-0.0111777j 0.00717466+0.00343286j 0.00266583+0.00315391j 0.00378954+0.00172565j -0.0171638-0.0123059j -0.0107221+0.00356988j -0.00526268+0.000583247j 0.0103508+0.00249381j -0.00747877+0.00474207j 0.00556113-0.0168436j 
0.013249+0.000700519j 0.0127735-0.00557664j -0.0138833+0.0124864j 0.0113301-0.00730421j 0.00943899-0.00992411j 0.0120825+0.0177048j -0.0212805-0.00110925j -0.0207704+0.00953406j -0.00614585+0.0339661j -0.0189036-0.0126634j 0.0272348+0.00664494j 0.0167147+0.00857201j -0.0438893-0.00940534j 0.0182738-0.000735724j 0.0157439-0.0069775j -0.0158341+0.0511746j -0.0361911+0.0116341j 0.0347327-0.0142375j 0.0120748+0.0639097j 0.0261916-0.0217746j 0.0184871-0.00204299j 5.57226e-05+0.00563865j 0.00146828+0.00785528j 0.00409057-0.00118087j -0.0259103+0.00453517j -0.0245287+0.00197361j -0.00424473-0.0101162j 0.0352759+0.010654j -0.0081964+0.0132799j 0.0019111+0.00683178j 0.00442373-0.0050505j 0.0190802+0.00140157j 0.00818186-0.00750604j 0.0156788-0.00990566j -0.00336685+0.0051345j -0.00973581-0.0014783j 0.00502036+0.0168314j -0.016883+0.0143601j 0.0121696-0.0048155j 0.000849771-0.00163801j -0.00317709+0.0051068j 0.00199601-0.0036392j -0.00776068+0.0120409j -0.000246607-0.0017974j -0.0029105+0.00616986j 0.00484869+0.0114654j -0.00953312-0.00792206j 0.00550802+0.00773602j 0.00267776+0.00357644j -0.00766571+0.0111065j -0.00599579+0.00233681j 0.00214742+0.0115123j -0.008752-0.00888202j 0.0106902-0.0129876j -0.0147812+0.00255122j 0.00241803+0.0101579j -0.0153033+0.00452153j -0.000234323+0.00595944j -0.00943955-0.00295762j 0.00167573+0.00735355j -0.00644273+0.00398851j -0.00186849-0.00139816j 0.000983226+0.00598623j 0.00328944-0.000291173j 0.00719102+0.00453256j -0.00412603-0.000173762j 0.00889302+0.00421252j -0.00281954+0.000296873j -0.000890659+0.0043495j -0.00343556+0.00761188j 0.004832+0.00378966j 0.00340334+0.000660858j -0.000592553-0.000572827j 0.00275006-0.00217002j -0.00433893+0.00533905j -0.00298137-0.00595028j 0.000873773-0.00125318j 0.0036424-0.00151807j 0.00797178-0.00200741j -0.00729018-0.00296543j -0.00725618+0.00590697j 0.0036271+0.0128171j 3.09925e-06-0.0045237j 0.000120852+0.006866j -0.00242124+0.0032234j -0.000473611+0.0142864j -0.0133267+0.00287362j 3.22819e-05-0.00274147j -0.00280024-0.00275624j 0.003855+0.00751699j -0.0111185+0.00252239j 0.0046863-0.016873j -0.00970228-0.00248353j 0.000665456-0.00966333j 8.02979e-05+0.00273525j 
-0.00976518-0.00169371j -0.0134899+0.00292654j -0.00437304+0.00851187j -0.0406201+0.0152579j 0.00437621+0.00724237j 0.00331649-0.00448684j -0.0291259+0.0107137j -0.0139088-0.0111927j 0.00110182+0.000174797j 0.00100291+0.021605j 0.00421654-0.0134018j 0.0292321+0.00407843j -0.0239706+0.0136413j 0.00579273+0.00408242j 0.0564495-0.0201251j 0.0172892+0.00251565j -0.0385982-0.011828j -0.0079902+0.0109909j -0.00163279-0.0370767j 0.00884108-0.0312421j -0.00464588-0.00807391j -0.00987807+0.000475992j 0.014856-0.00523585j -0.00156906-0.00659215j 0.0280508+0.0112167j 0.00471159+0.01469j -0.00696008+0.00348346j -0.0148837-0.0118266j 0.0134317-0.00318084j 0.00287556-0.00408674j 0.00686285-0.00109758j -0.0130256-0.00608812j -0.0106003-0.0108085j -0.0193529+0.00382975j -0.00498587-0.0102379j 0.0200612+0.000430103j -0.0032738-0.00875603j 0.0116215-0.00754723j 0.00917302+8.04008e-05j 0.000632681-0.00425776j 0.00468416-0.00734873j -0.000367158-0.00160503j -0.00799723+0.0151329j -0.000566431-0.00165953j -0.00178019-0.00929571j -0.0013065-0.00354522j 0.0054656+0.00279181j 0.00463887-0.00272407j -0.00179188-0.00793785j -0.00786814-0.0055581j 0.00827923-0.00132792j 0.000970499+0.0109289j 0.0036537+0.00213652j -0.00517955-0.00235673j -0.00566838+0.00733452j -0.00360098-0.00784763j 0.00431564+0.00459107j -0.00863646+0.0112815j 0.0055721+1.98228e-05j 0.00516621-0.010348j 0.00422829-0.0012028j -0.0091825+0.00168374j -0.00970816-0.00515455j -0.00159917+0.00522748j 0.00101481-0.00152065j -0.00244242+8.32987e-05j 0.00219925+0.00700028j -0.00413241+0.000509165j 0.00366013+0.00243525j 0.00631036+0.00441301j 0.000518588-0.00103165j -0.00952828+0.000406333j 0.00361672+0.00132634j 0.00360837-0.000288292j 0.00503128-0.010297j -0.00126119+0.0116527j 0.000124352+0.00328465j 0.0107296-0.00588885j -0.00804448+0.00199528j -0.0090097-0.00931875j 0.0110099+0.000707926j 0.00185843-0.00819568j 0.000618653-0.0046004j -0.0047294-0.00988804j -0.00678213-0.00109434j -0.00336855-0.00222884j 0.00255027-0.00379051j -0.000250976+0.000150916j 0.0020133-0.000730352j -0.00149347+0.000447481j 0.0105013+0.000229932j -0.000590067+0.00394919j 0.00115476+0.00672289j 0.000508693-0.0052398j 0.00623241-0.00846113j 
-0.000822228-0.000275141j 0.000644145-0.000285576j -0.0132085-0.0033668j -0.000690985+0.00346844j 0.00633314-0.0032575j -0.00578762+0.00706709j -0.0149073+0.00288723j -0.012826+0.00429232j -0.0201019+0.0126599j -0.0155086+0.0105368j 0.00423563+0.0161496j 0.0095871+0.0289819j -0.0275358+0.0152412j 0.00335439-0.00982079j -0.00253835+0.0326753j 0.00985541-0.0188597j -0.00910283-0.012649j 0.00528707-0.00279846j -0.00804746+0.00408032j 0.0104153+0.00425539j 0.000695184-0.00174153j 0.00592844-0.000703427j -0.00023779+0.00131908j 0.000956825+0.00103627j -0.0140659-0.00531964j 0.00961912-0.000460913j -0.00245685+0.00179278j 0.00141833-0.00599776j 0.00387327-0.00075778j -0.0122742-0.0075626j -0.0130291+0.000212104j 0.0130768+0.00311485j -0.00819601-0.00543096j 0.00467572-0.00107045j -0.00222712-0.00212779j 0.00417872-0.00180958j -0.00218708-0.000545714j -0.000657795+0.00230993j 0.0177837+0.00350071j -0.00944558+0.00275845j -0.0150579-0.0043723j 0.00074844-0.00755858j -0.0014712+0.00438448j 0.00282481+0.00344333j -0.012634+0.00676814j -0.0101318+0.00598588j 0.0134258-0.000264419j -0.0108626-0.00439117j -0.0153676+0.0100989j 0.00199439-0.00423304j -0.000408311-0.00826118j 0.00485652+0.00257485j 0.0126413-0.00421724j 0.0194521-0.00500159j 0.00690474+0.00371717j 0.00392622+0.00295166j 0.00028146-0.00117227j 0.00115921+0.000820936j 0.000742951+0.000105058j -0.00264397+0.00372279j -0.0048588-0.00856318j 0.0033648+0.00830226j 0.0050264-0.00178721j 0.00463533-0.00474204j -0.0128912+0.00514313j 0.00630844-0.00127016j 0.0131446+0.00249726j 0.0011676-0.00238627j -0.00508205-0.00663279j -0.013111-0.00784295j -0.000161123+0.00293914j -0.00714663+0.00634048j -0.00332651-0.00545696j 0.000451696+0.00125045j -0.0100669-0.000839697j 0.00529542-0.00280751j 0.000151455-0.00952537j 0.00343879+0.00265632j 0.00852104+0.00462802j 7.9301e-05-0.00364619j -0.0041318-0.00153071j -0.0032414-0.0039533j -0.00320667+0.0103204j -0.00728808+0.0013626j -0.000406091-0.0021882j -0.00067367-0.0053724j 0.000253695-0.00739317j 0.00159835-0.00042028j 0.000169605-0.00114787j -0.00294061-0.000526895j -0.0026668-0.0015018j 0.000352538+0.00275019j 0.000219421-0.00363715j -0.0015333+0.0010961j -0.000680185-0.000150773j 
-0.00253703-0.00301463j 0.0035393-0.00373857j -0.0375585+0.00893934j 0.00517373-0.0224379j 0.0226523-0.0044221j 0.00611183+0.00352616j 0.00179356-0.00569471j -0.0170903+0.00255088j -0.0233654+0.0070927j -0.0249787+0.0108838j -0.018591+0.0151982j 0.0164085-0.0159448j -0.0197665-0.0125648j -0.00127376+0.020584j -0.0258314-5.17088e-05j 0.0219175+0.0086078j -0.012147+0.00814309j -0.00103534-0.00376994j 0.0111608+0.0160075j 0.00420411-0.00735393j 0.00180864-0.000719514j 0.00306734+0.00492332j -0.00522667+0.00248128j 0.00484195+0.000670025j -0.0113428-0.000318234j -0.00674613+0.00487007j 0.00273672-0.0077553j 0.000588706+0.00236465j -0.00876254+0.00304453j -5.40206e-05+0.00131853j 0.00302757-0.00519822j 0.00681573+0.00344701j 0.00203601-0.00339675j 0.00463605+0.00033101j 0.00234955+0.00218918j -0.0015118-0.00214382j -0.001016+0.0041299j -0.00808386+0.00508867j 0.00425302-0.000551933j -0.00628796-0.00146959j -0.000597782-0.0101361j -0.0039915-0.00737644j -0.00461662+0.0033111j -0.0191189+0.007368j 0.0046171-0.00553798j 0.0151473-0.0117501j -0.0152175+0.0181522j 0.00273049-0.0146903j 0.0238218+0.00065125j 0.0130908-0.0069045j 0.00106164-0.00205411j -0.00570192+0.00544138j -0.00705181+0.00105513j -0.0137708+0.00830657j -0.0101322+0.00471087j -0.0068805-0.000269545j -0.00897627-0.00237453j 0.00285382+0.00112693j -0.00152496-0.00213426j -0.00264562+0.00260797j 0.0048548+0.000828853j -0.00606995+0.000750736j 0.0061368+0.0128365j 0.00515275-0.00654052j -0.0021306-0.000812816j 0.000109813+0.00258222j 0.00882121-0.00150988j -0.00274183-0.00421519j 0.00402856-0.00171841j 0.00746742-0.00402747j 0.00413085-0.00569166j 0.0046895-0.0165956j 0.00196748-0.00115453j -0.00566365+0.00489294j 0.00823978+0.0106801j -0.00705479-0.00154728j 0.00856272-0.00243441j -0.00594608+0.00291637j -0.00133736+0.00520746j 0.00605652+0.0104006j -0.00333382-0.00250079j 0.00660175+0.00222194j -0.00257655-0.000647157j 0.000771399+0.00301774j 0.00414323+0.00297686j 4.48721e-05+0.00667669j -0.00115713-0.000955583j 0.00122608-0.00228541j -0.00253514-0.00419506j 0.00233831+0.00525417j -0.0019663+8.49988e-05j 0.000544161-0.006764j -0.000772801-0.00135614j -0.00195284-0.00916318j -0.000316681-0.00348757j 
-0.00436045+0.000788592j 0.00233486+0.0019948j -0.0225676+0.0123488j 0.0104144+0.00426872j 0.0143332+0.00455636j 0.00958823-0.000146694j 0.0151064+0.0124308j 0.00119826+0.00670852j 0.00166483-2.48982e-05j 0.0087719+0.0135119j -0.00828355-0.00174918j 0.0335707-0.00200761j 0.0175093+0.0122009j -0.0142568+0.000341294j 0.00147276-0.0133425j 0.00706819-0.0215629j -0.0220666+0.0010776j -0.0117755-0.0029771j 0.00903358+0.0025303j -0.00678655+0.00391951j -0.00891798+0.00903258j 0.00144532-0.00223848j -0.0121887-0.00101317j 0.00150817-0.00191519j 0.0014781+0.0101184j 0.00305932-0.0113266j 0.00891358+0.00342431j -0.0208074-0.000549516j -0.0102851-0.0115955j -0.00525936+0.0108883j 0.00317384+0.00724621j 0.00226769-0.00866551j -0.000898017+0.0135243j -0.00308627+0.000273191j 0.00266255+0.00933329j 0.0004474-0.00209648j -0.00339051+0.000191995j -0.0026224-0.00164451j 0.00403648-0.00756853j -0.000737113-0.00366517j 0.00290023-0.00407938j 0.00251523+0.00463031j 0.00159047+0.00745909j 0.00267471+0.00366771j -0.00161919-0.0175712j -0.000403909-0.0131781j -0.0016558+0.0133705j -0.00636827-0.009773j -0.01011-0.0258894j -0.00486842-0.00135316j -0.00540498+0.00443399j 0.00112441+0.0074718j -0.000631612+0.0138293j -0.00112635+0.0156555j 7.88543e-05+0.0104501j -0.00334685+0.00251719j -0.00517634-0.000241507j -0.00276546-0.000572284j 0.000717131-0.00226754j 0.00509991-0.0015487j -0.00838111-0.0039781j 0.0104066-0.001939j -0.000150777+0.00864282j -0.00289682-0.000900052j 0.0023142+0.00678154j 0.00216589-0.0099695j 0.00109425-0.00719763j -0.00477303+0.00177395j 0.00306253-0.00727095j 0.000996043-0.0151374j -0.00204163-0.00550352j -0.00558894-0.00916639j 0.00416966-0.00330827j 0.00467447+0.00545827j 0.0161014-0.00576066j 0.00483614+0.00111288j 0.00671261+6.12283e-06j 0.00327642-0.00429285j 0.00913166-0.00351825j 0.0113656-0.000570448j -0.00892362+0.00144405j -0.000693735+0.00496082j 0.00532727+0.0023266j -0.00457869+0.00444723j 0.00888572+0.00247469j -0.000464204-4.92922e-05j -0.00267331-0.0018015j -0.00158465+5.16066e-05j 0.00119892+0.000975996j 0.00174883+0.00233778j 0.00045014-0.00069817j -0.000765104-0.00079458j 0.00045066-0.0025895j -0.00115475-0.0051874j 0.0011755+0.000130653j 
-0.011246+0.0090846j -0.00324297+0.00620166j 0.00171524+0.00505403j -0.0134066+0.0296971j 0.00365443-0.00628296j -0.00931017+0.00423684j -0.00841586+0.00123645j -0.0113437-0.00122597j -0.0193668+0.0107686j 0.00060111+0.0153568j -0.0101585+0.0174251j -0.0106773-0.0184643j -0.0162574-0.00565938j 0.00666161+0.0127909j -0.018941+0.00373897j 0.0198414-0.0171981j 0.00674422-0.00778555j 0.000326836+0.00146502j -0.0220038-0.0117163j -0.0163481+0.0170376j -0.00109277+0.00436124j -0.00410888-0.0132279j 0.00160431+0.000247659j 0.00173793-0.00781818j 0.000644542-0.0075358j 0.0133469-0.0204689j 0.00102116+0.0082705j -0.0056709+0.0144689j 0.00505503-0.0115919j -0.0109444+0.00332804j -0.0105165+0.0203047j 0.0049828-0.0015694j -0.00672901+0.0105547j -0.00318604+0.00168871j -0.00848138-0.00273063j 0.000765145+0.00365796j -0.00943768-0.0101736j 0.00679898-0.00738308j 0.0102641-0.00246875j 0.000794403+0.00232714j 0.00406369+0.000401791j 0.00240307-0.00589108j -0.000440295+0.00300886j -0.00814236-0.00990196j 0.0114862+0.00758948j 0.0163109+0.00940618j -0.0140628-0.0155477j 0.000534207+0.00744852j 0.0147351+0.0115188j 0.00354234-0.00362473j -0.00573771-0.00410536j -0.00536541-0.000120686j -0.00572289-0.00433616j -0.0139691-0.012218j -0.0104858-0.00448366j 0.000349748-0.00487377j 0.00913668-0.00459478j -0.00200378-0.0042607j 0.00275934+0.00189359j 0.00608981+0.00359018j -0.00705678-0.00463419j 0.00372443-0.00673583j -0.0120387-0.00489338j -0.00351442-0.00424014j 0.00212672+0.0103399j 0.00970788-0.00256157j -0.00295957-0.00626246j -0.00392819-0.000500832j 0.0035333+0.00813632j 0.00229973+0.00991426j 0.00517645-0.000898339j 0.0129943+0.00237798j 0.00241771+0.00518662j -0.00500615-0.00379603j 0.00194114+0.0112104j -0.00698112-0.00126522j -0.00818863+0.00883103j 0.00799385-0.00652848j 0.00282926-0.00441764j -0.00302661+0.00438203j 0.00248758-0.000886899j -0.00382268+0.00563955j 0.00886071+0.000277846j -0.00232586-0.00695015j -0.00367514+0.00370711j -0.00522416-0.0172857j -0.000475755-0.00222175j 0.00101807+0.00363187j 0.00277149+0.00435077j -0.000699075-0.00540586j -0.000758688-0.00193139j 0.00102075+0.0118891j 0.00298743-0.00684067j 0.00230148+0.00966563j -0.00290844+0.00547215j 
-0.0135973+0.00668557j -0.000966428+0.00281962j -0.0252175+0.0072289j -0.00866588+0.0152421j 0.0171393-0.000473513j -0.00282634+0.00588469j 0.000294785+0.0163125j -0.014371-0.00134106j -0.0293914+0.00217997j -0.0116548-0.00361063j -0.0232563-0.0139117j 0.0010941+0.0194569j -0.0169502+0.00585003j -0.00143917-0.0164994j -0.0308025-0.0228777j 0.0347812+0.00598106j -0.000901519-0.00490797j -0.00248898-0.00951592j -0.0106752+0.00299389j -0.0174577+0.00260258j 0.00691206-0.00339215j -0.0126806-0.00279991j 0.00425351-0.00288597j 0.00211923-0.00493881j 0.0139552-0.0119548j -0.0112134-0.0157547j 0.000874694+0.013021j 0.0067086+0.00100114j -0.00510302-0.0148897j 0.0082248+0.000954396j 0.00342182+0.0154156j -0.00674019-0.000192209j 0.00594873+0.0101525j -0.00544122+0.00143225j -0.00306043+0.000468114j 0.000385806+0.00277649j -0.00512844-0.00791146j -0.000772944-0.00495921j -0.00217973-0.00360176j -0.00552757+0.00292477j -0.00235023-0.005008j 0.00407741-0.00770702j -0.00319888+0.00545109j -0.0089258-0.00472674j -0.0105706+0.0013197j -0.0118792-0.00385248j 0.00907036-0.00326783j -0.00820607+0.00363647j -0.0101584+0.012636j 0.00442389-0.0109872j 1.9705e-06+0.000681967j -0.000265877+0.00462169j 0.015445-0.00253698j 0.0118466-0.00336068j 0.0034919-0.00484194j 0.00689252+0.00208479j 0.00313143-0.00223928j -0.00156545-0.00173965j 0.00170422-0.000330543j -0.00108546-0.00490398j -0.0048133+0.00638544j 0.000516536-0.0154462j 0.00556727+0.00777369j 0.00270706-0.00126458j 0.0114398-0.00238536j -0.0124609-0.00629698j -0.00160608-0.00209056j 0.00117879+0.00095923j -0.00506807-0.00514942j -0.0133188-0.00751084j -0.00148159-0.00270476j -0.000349741+0.00202544j -0.0038725-0.00606959j 0.00154841-0.00371761j -0.00784543-0.0023597j -0.00108655-0.00571331j 0.010435-0.00249844j -0.00518415-0.00194763j 0.00211789-0.0117337j 0.00418986-0.00378702j 0.00283756+0.00468296j 0.00639137+0.00439781j 0.0122172-0.00758083j 0.00103091-0.00365416j 0.00497379+0.000959592j -0.00547776-0.00790959j -0.0023323+0.00511212j 0.000840003+0.00222609j 0.000722627+0.00185181j 0.00289128-0.00369587j 3.48048e-05-0.00222648j 0.000271972+0.0061614j 0.00223932-0.00386118j 0.00116877+0.00462008j -0.00253472+0.00276042j 
