-0.0979076+0.101136j 0.146326+0.0937083j -0.095105-0.232353j -0.177361+0.0744217j -0.0436748+0.142209j -0.160268-0.0356403j 0.0234293-0.148971j -0.104246+0.118087j -0.145107+0.16529j -0.0579735-0.00297345j -0.143233-0.172102j 0.0738952+0.0703704j -0.0800739-0.104694j 0.0906534-0.13871j 0.112761-0.0365832j 0.0545413+0.136423j 0.00709422-0.0998278j -0.0172062-0.043457j 0.00099601-0.076412j 0.092095+0.0270921j -0.0447192-0.0794706j 0.0329194+0.0350291j 0.1023-0.0503091j 0.0465293-0.100287j -0.121993-0.00194607j -0.190066+0.174703j 0.0338727+0.055926j 0.0770696-0.0898441j -0.0101111+0.01116j 0.0286842+0.00422333j -0.0462308-0.122545j 0.0837401+0.121106j -0.0473854-0.0384188j 0.0493263-0.0130727j 0.0989972+0.1001j 0.132116-0.0932187j 0.0190064-0.235161j -0.157994-0.0103956j -0.0543949+0.164382j 0.155157+0.144993j 0.140907-0.0583203j 0.142642+0.0950879j -0.0752699+0.133457j -0.13661-0.0843814j -0.0329225+0.0439508j 0.0413467+0.0316375j -0.00223016+0.0331702j -0.0149693+0.017931j 0.0148569-0.0259896j 0.045109-0.00646362j -0.00801964+0.0153261j 0.0220517-0.0335219j -0.0475646-0.0200495j 0.0362322-0.00400322j -0.0265245-0.0116385j 0.00971919+0.033301j -0.00479227-0.0147805j -0.0027184+0.0108329j -0.00420258+0.0140686j 0.000950808-0.0244391j -0.0166714-0.00847359j 0.00730139+0.0133392j 0.00192148-0.00355839j -0.00394504+0.00362201j 0.0192141+0.0240295j 0.00188852+0.00819421j 0.00653972-0.000260597j 0.000521895+0.00624409j -0.01529-0.0147965j 0.00365201-0.0118631j 0.0128313+0.02169j 0.00161917+0.000785945j 7.15199e-05+0.00164355j -0.0103065-0.0129026j 0.0103137-0.0144259j 0.0149688-0.00252469j 0.0139016-0.0131233j 0.00254217-0.00805722j 0.00836726-0.0209249j 0.00436936-0.0143075j -0.00771372+0.0131109j -0.018568+0.00545038j 0.0309244+0.0128263j -0.0142218-0.015293j 0.00749666+0.00560081j -0.0191623+0.00877943j 0.0306738-0.000282496j 0.00513166+0.0071112j -0.00825729+0.0211023j 0.00868141+0.0271463j 0.0356252+0.0369665j -0.0320784+0.018671j 
0.00463798-0.00197757j -0.00363636-0.00490312j 0.00262009+0.00444651j 0.00436634+0.00141987j 0.00844696-0.00789827j 0.00459825-0.000179613j -0.00339697+0.00490501j 0.0142523-0.00236268j 0.00577088-0.000427179j 0.0050439+0.0110383j 0.0163079-0.00822301j 0.00806652+0.0245602j -0.00107307-0.00462715j -0.00229165+0.00291325j 0.0111329+0.000184858j 0.0144487+0.00404311j -0.00700005+0.0150623j -0.000661265-0.00605932j 0.00973283+0.00813188j 0.0214234+0.00806963j -0.0244157+0.0194111j 0.0143358-0.0224451j 0.0306888-0.00119346j -0.0197878+0.00231408j 0.00506047+0.0283102j 0.00385054-0.0146912j 0.007018-0.00230414j -0.00685185-0.011682j 0.000147966-0.0112862j -0.0100039-0.0147238j -0.0125327+0.0062266j -0.00601354-0.00112566j 0.00357373+0.0116151j 0.00675655-0.00180615j -0.0014657-0.00932947j 0.022282-0.0119761j 0.016963+0.000615928j -0.00169661+0.00702872j -0.017362-0.00128403j -0.00215732+0.00938358j -0.00341543+0.00898008j -0.00892253+0.00206078j 0.000865971+0.00655344j -0.00416608-0.000296802j 0.000741218+0.000512849j 0.00246523-0.00746884j 0.0125056+0.00357936j -0.00522291+0.0106429j 0.00417332+0.00493366j -0.00167008+0.00281965j 0.00175798-0.00616763j 0.0109191+0.0040803j 0.00212935-0.00234559j -0.00174071+0.0100043j 0.00458249+0.00272764j -0.00597251+0.00134033j 0.00809497-0.00311249j -0.0089984+0.000207669j 0.00147402-0.0078268j -0.00267707+0.00349055j -0.00585941-0.00560432j -0.0010362-0.011807j -0.00279159+0.0020412j 0.00305234-0.000747991j 0.00454974+0.00352941j 0.00498707+0.00806222j -0.00115328+0.00235313j -0.00523115-0.00368149j -0.00267304-0.00279582j -0.00368949-0.00105193j -0.00771112-0.000825721j -0.00638536+0.00445447j -0.00273715+0.00691375j -2.40103e-05+0.000729435j -0.010057+0.0012361j 0.000578586-0.00557875j -0.00256446-0.00454025j -0.00173372-0.00263281j -0.00366674-0.00113267j 0.00155704-0.00140756j 0.00105439+0.000369253j 0.00220353+0.00702964j -0.00136495-0.00205243j 0.00703953+0.00567734j -0.00312807+0.00470271j -0.00225558+0.00397367j -0.00216513+0.00433019j -0.00211832-0.0107678j 0.00392572-0.00269517j 0.00225025-0.00615988j 0.00247799-0.00872532j 0.00724767+0.00203096j 
-0.000734289-0.00610815j -0.00428509+0.000467685j 0.00572577+0.0104499j 0.00612368-0.00279764j 0.0119439+0.000601816j 0.00543389-0.0065838j 0.0155554+0.000572367j 0.0105668+0.00207956j -0.00124137+0.00898714j -0.00408597+0.00638807j 3.46733e-05-0.00908969j 0.00272809+0.0236998j 0.000158083-0.0135073j 0.0018736+0.00287578j 0.0100823+0.00347885j 0.0116376-0.00817623j 0.0178898+0.00398162j -0.00464105+0.000377124j 0.000624906-0.0292247j -0.0129854+0.00576289j 0.00485716-0.00789937j -0.00556009+0.0117225j -0.00156034-0.0221503j -0.023598-0.0125093j 0.0114679-0.00993662j 0.00228963-0.00504026j 0.00413632+0.00115966j 0.00430503+0.0103886j -0.0170906+0.0132391j 0.00669722-0.00334722j 0.0132025-0.0011031j 0.0145409-0.0058785j -0.0181086-0.00356508j -0.0081322+0.00774925j 0.00591913-0.00430535j 0.021182+0.0218231j 0.00268633+0.0223624j 0.00175198+0.0020423j -0.00411859+0.00923722j 0.00825119+0.00134758j 0.00379852-0.00231766j -0.0042065-0.000783239j 0.00210157+0.010151j -0.011119+0.00543364j -0.00530426-0.00991626j -0.00952568+0.0100407j 0.0112815+0.00409113j -0.00620422+0.0126641j 0.0169898-0.00389594j 0.0048048+0.0143714j -0.0250582+0.00158032j -0.00443115-0.0129199j -0.00359279-0.00539427j 0.00571239+0.000572799j 0.00864471+0.00112844j 0.000687176-0.000868662j -0.0044527-0.00460209j 0.0137425+0.0098352j -0.00875287-0.00153644j 0.00131585+0.00361587j 0.0093093+0.00961224j 0.00569689-0.0088159j 0.00410364-0.00114033j -0.00299403-0.00247789j 0.00337319-0.000631422j 0.00790304-0.0119848j -0.00174491+0.00254996j -0.00213306+0.00954339j -0.00379548-0.0020358j -0.00221007+0.0134311j 0.00571362+0.0110716j 0.00261514+0.00539852j 0.00820446-0.0143012j 0.00478463+0.00650388j 0.0022238+0.00490553j -0.0160715+0.0113216j -0.0101301-0.00270089j -0.00407287+0.000893503j 0.011566+0.0142985j -0.0025595+0.00497141j 0.00249056+0.013664j -0.0118449+0.00749248j 0.00283315+0.0055531j -0.00885006-0.000154276j -0.0102489-0.0025704j -0.00413417-0.00237437j -0.00791367-0.00403818j 0.012484-0.00240828j 0.0150389+0.0127097j 0.0146137-0.00923427j -0.00638345-0.00507481j 0.00582305-0.00868667j 
-0.00190316+0.00404465j 0.0016324+0.00250455j 0.00423538-0.012387j -0.0068754-0.0046625j -0.00229446-0.0172887j 0.00505527+0.00677912j -0.016945-0.00751267j -0.0176695+0.00143123j -0.00457885-0.0244232j 0.015708-0.00209171j 0.0193533+0.00207212j 0.0100464+0.00367222j -0.000160557+0.00183819j -0.00726978-0.0120504j -0.00180865+0.00746547j -0.00350673-0.00368497j 0.00770827+0.00171191j -0.00794418-0.00658492j -0.0138958-0.0124321j -0.00956564-0.00912507j 0.0136369-0.0184202j 0.00260345-0.00343394j -0.000434124-0.00797237j -0.00191134-0.0141705j -0.00973233-0.00143297j 0.00319979-0.00705985j -0.00305077+0.00505674j -0.00705318+0.0042398j -0.0221954+0.00035692j 0.00861182-0.00985955j -0.00572075-0.0008068j 0.00751266-0.0150001j -0.0176374+0.00629005j 0.0140586+0.00983408j 0.00978461-0.00202237j 0.00752831-0.0180476j -0.0166962-0.00607472j 0.00278018+0.0217563j 0.00214488-0.00666789j -0.0062367-0.00386921j 0.00320172+0.00326216j 0.000875183+0.00380214j -0.00757599+0.0076969j -0.00424761-0.0118369j 0.000443355-0.00326299j -0.000308143+0.0165572j -0.0234034-0.00312335j 0.011102-0.0103242j -0.00214921+0.000461847j 0.00816718-0.00812308j 0.00694522-0.0105693j 0.0172195-0.00125082j -0.0174837-0.0110842j -0.000965534+0.00453514j 0.0217543+0.0133082j -0.00151726+0.00116696j 0.0201855-0.00419564j -0.00120605-0.00427382j 0.0161731-0.0150557j -0.00326607+0.00841142j -0.0129326-0.0253047j -0.0079497+0.0141948j 0.0067562+0.00968313j 0.0167917+0.00309038j -0.00273197-0.00738307j 0.00564616+0.010483j -0.00988123+0.00440315j -0.0072608-0.00870327j 0.0111978+0.00275996j 0.0141911-0.000450176j -0.00970586-0.0182475j 0.00217551+0.0121153j 0.000194683+0.00661894j 0.0101272+0.00607901j -0.0187415-0.000510609j 0.0162109-0.0133959j -0.00364461+0.00484533j -0.0224385+0.0124303j -0.0271456-0.0110784j -0.0077653+0.00937269j -0.0168507-0.00997888j 0.0048133+0.00441251j -0.0161156-0.00742374j 0.0128573+0.0121229j 0.00477276-0.00493497j 0.0109507+0.009039j 0.00709503-0.0217643j 0.0155498+0.00104164j 0.00384237-0.00527116j -0.00332784-0.00790027j -0.00168483+0.00396286j -0.00260448+0.000174617j 
-0.00212452+0.00195851j 0.00371135+0.000742719j 0.00038169-0.0077669j -0.00495769+0.00115473j 0.00102291+0.00219955j -0.0091474-0.00266747j -0.00737228-0.0104988j 0.0021647+0.00454062j -0.00453382+0.00162034j 0.0133679+0.000192178j -9.74469e-05-0.00333964j 0.00579374+0.00123067j 0.00522299-0.00243535j -0.000226134+0.00495702j 0.00538597-0.0121787j -0.00222237+0.00689322j 0.010144+0.0121052j -0.0105225-0.00165194j 0.00274802-0.00530536j -0.0096654-0.00325107j 0.00445858-0.0112389j 0.00570348+0.00286722j 0.00295469-0.00657408j 0.00353227-0.00841763j -0.000138501-0.00656027j 0.00571868-0.0220213j 0.00188677-0.000162871j -0.00514947+0.00903896j -0.0145317+0.00237454j 0.00283291-0.00538407j 0.0104064-0.00445239j -0.00440354-0.00640003j -0.010604+5.62329e-05j 0.01478+0.00168553j -0.00222044-0.0078415j 0.0030382+0.0031772j -0.00305953-0.00427456j -0.00239646+0.00773823j 0.00291048+0.00142092j 0.00223917-0.00220979j -0.00251686+0.00240399j -0.00427719-0.00268142j 0.00765631-0.00236753j 0.00648781+0.0113776j 0.0257689-0.0160438j 0.00233001-0.0449934j 0.0203453+0.00556693j -0.0106156-0.0173654j -0.0251778+0.00805505j -0.0218541-0.0161624j 0.0239784-0.0140245j -0.00567166+0.0186555j 0.0314357+0.0158119j 0.00210441-0.0152018j -0.0428561-0.0210468j -0.00336998+0.0134629j -0.0187113+0.00597162j -0.0163377-0.00801574j -0.00935352+0.012025j -0.00230137-0.00503451j -0.0202977+0.0202698j -0.0177898-0.010278j -0.0119426-0.0152136j -0.0137186+0.00536937j -0.0109795+0.00464778j -0.00267853+0.00696776j 0.0311949-0.0141813j 0.00389369-0.0250804j -0.00461418+0.00449184j -0.00831405-0.0123437j 0.00849358+0.0286559j 0.000857608-0.00995247j -0.00889006+0.0184354j -0.0225-0.0121475j 0.00646039-0.000811105j 0.0117385-0.00605965j 0.00648419+0.00272591j 0.0302002-0.0115404j 0.00849402-0.0255834j 0.0124533-0.00603258j -0.00204669-0.000546647j 0.00548578-0.0158809j 0.0154502+0.0224655j 0.0242267-0.014211j -0.0145424-0.0110844j -0.0348966-0.00142422j -0.0059595+0.0495394j -0.0285184-0.0057883j -0.0137602-0.0111623j -0.0105289+0.0134147j 0.00361406-0.00153747j -0.000872296+0.00126639j 
0.00537556-0.00278453j -0.00307676-0.00443051j -0.00718262+0.000358298j 0.00247245+0.00471928j -0.0150123+0.000790941j 0.00293872-0.00325127j 0.00406336-0.00194658j -0.0155333+0.00357246j -0.00407591-0.0183965j 0.0040755+0.00989357j 0.021374-0.00810349j -0.00465263+0.00542613j -0.0128826+0.00450248j -0.00467783-0.00724386j 0.00563295+0.0099929j 0.00046079-0.00916621j -0.0145384-0.00757244j 5.12186e-06-0.0101699j -0.0134569-0.00651819j -0.00708777+0.00245865j 0.0217184+0.00706162j 0.00366039-0.000691353j 0.00138907+0.00549696j 0.00241809-0.00580029j -0.00183839+0.0103758j 0.0072831+0.00195908j 0.00632345-0.0049572j -0.00015094-0.0108297j -0.0127227+0.00104145j -0.0134583-0.00689416j -0.00521334-0.0185798j 0.0178459-0.0118689j 0.0182699+0.0074377j -0.000336479+0.0112169j 0.00469497+0.00509765j 0.00575187-0.00743323j -0.00942388-0.000824251j 0.00174893+0.00685297j 0.00387503-0.00374574j -0.00332348-0.00342948j 0.00487651-0.0011892j 0.00506523+0.00594753j 0.00410779-0.0278484j 0.025441+0.00137484j 0.001992+0.016949j 0.00279446-0.0217039j 0.0167514+0.00101281j -0.0109084+0.0115833j 0.0135731+0.0148448j -0.0108574+0.0196804j -0.011975+0.0213378j -0.00871012-0.0133677j 0.00958163+0.0105208j -0.00201376+0.00917642j -0.0201762-0.00352775j 0.0103333-0.00688775j -0.00402981+0.00430689j -0.00494871+0.00863952j -0.0172526+0.00841206j 0.00141829-0.0130812j 0.0113463+0.0246858j 0.0180745-0.00500177j -0.00241268+0.00856915j -0.00853046-0.00757008j 0.0143486+0.0127925j -0.0071662-0.00854717j 0.00457957+0.00646841j -0.0011576+0.0134319j -0.00825359-0.00516537j -0.01824+0.00390471j -0.00621922+0.000457242j -0.0142868-0.0173216j 0.00725167-0.00156388j -0.000286941-0.0109231j 0.0201674+0.00440007j -0.0239629-0.000451712j 0.00910138-0.0131741j 0.0332438-0.0201476j 0.0233464+0.017674j 0.00980624-0.0171816j 0.0205296+0.00609496j 0.00446107+0.00104578j 0.00883898-0.019006j -0.0384528-1.56689e-05j 0.00690794+0.0279941j 0.00990032-0.00824939j -0.000543258+0.0171922j -0.0158526-0.00789102j -0.0200682+0.00170877j -0.000442545+0.0179262j 0.00350957-0.00198168j 0.00284881+0.00460743j 
-0.0047881-0.00288481j -0.00120968+0.00447532j 0.00674904-0.00162914j -0.00525691-0.00601745j -0.00338027-0.00635645j 0.0196262-0.0155285j 0.0152273+0.0138777j -0.0036016+0.00276815j -0.0139506-0.00553921j -0.01312-0.00304462j 0.00898204-0.00385279j -0.000218504+0.00818621j 0.00227738+0.00471047j -0.0139294-0.00998022j 0.00278715+0.0280461j -0.00614907-0.0195397j -0.00910512-0.00982141j 0.00946925-0.000673911j -0.00938826+0.00580608j 0.00611718-0.00487388j -0.00250021+0.00211836j -0.0124859-0.00704304j -0.00691025-0.000259884j -0.0213632+0.00676991j 0.00280218+0.0079523j -0.000124168+0.0331689j -0.00609703+0.0125535j -0.00177833-0.00441721j 0.0114243+0.000441915j 0.00938796+0.00131168j -0.0180502+0.0199357j 0.0108056-0.00392566j -0.00451518+0.00202243j -0.0200402+0.00655896j 0.01404+0.0106126j 0.00716869-0.00909198j -0.00478178+0.00798977j 0.00704006+0.0097714j -0.00100449+0.00456455j 0.0026458-0.000259283j -0.00166478+0.00352886j -0.00546066+0.000276781j 0.000750538+0.0073241j -0.00500329+0.00382117j 0.00598395-0.0170326j -0.0132731-0.0140527j 0.00742963-0.00341005j -0.00716543-0.00763754j -0.0220325+0.00022203j -0.00837423-0.010833j 0.0108154-0.0143275j -0.0058225+0.0185461j 0.0203665-0.00163982j 0.00231046-0.0167174j -0.0179822-0.00664801j -0.00670825+0.00871805j -0.0201242+0.00391947j -0.00509504-0.000743492j 0.000461047+0.0082248j 0.00176521+0.00588727j -0.00384269+0.00985181j -0.0125913-0.00526317j -0.00783897-0.015012j -0.00976294+0.00390336j -0.0105505-0.00467026j 0.000876344+0.0073764j 0.00887056-0.0152551j 0.00675148-0.0108421j -0.00358701+0.00737608j -0.00229641-0.00795783j 0.014273+0.0180895j 0.00964792-0.00329966j -0.00569313+0.00561071j -0.0168145+0.000417927j -0.00119005-0.000113981j 0.00629122+0.00476205j 0.00125266+0.0060485j 0.00113674-0.00365492j 0.00215318-0.0156935j 0.00284629-4.42228e-07j 0.00109797-0.0050608j -0.0101727-0.0124862j 0.00843822+0.0234441j 0.0246077-0.0107021j -0.012108-0.0167821j -0.022245+0.00166286j -0.00437926+0.0196838j -0.010725+0.0031192j 0.00399447-0.00461025j -0.00220246-0.00181062j -0.00154961-0.00167982j -0.000968746-0.00237683j 
-0.00375492-0.00520377j -0.00138372+0.00250023j 0.00795915+0.0201077j 0.0162565-0.00781973j 0.00782518+0.0217844j -0.00634074+0.00782464j 0.002993-0.00352925j -0.00207003+0.0125651j -0.00603218-0.0111989j 0.00796601+0.0125356j 0.00585278-0.0206533j -0.0175916-0.00447802j -0.0199147+0.00488194j 0.000403302+0.00328306j 0.0094267+0.00279448j 9.15056e-05-0.00090876j -0.00236633-0.01072j 0.00306338+0.00495425j -0.00544731-0.00577029j -0.00479837+0.00795881j 0.016303+0.010669j 0.00617862-0.0156872j -0.00130068+0.00799344j 0.00129942+0.00329047j -0.00533372+0.00247296j -0.00164673-0.0034956j 0.0145568-0.0107703j -0.00165085-0.000367684j -0.000734447-0.00223683j -0.0339646+0.00115134j 0.00298607-0.0305163j 0.0104971-0.00512164j 0.022188-0.00168228j -0.0019646+0.00128652j -0.00751986-0.00127964j -0.000895073+0.00793612j -0.000988768+0.00615804j 0.00301768-0.00214668j 0.000483643+0.00976192j 0.0105278+0.000834315j -0.00408542+0.00703234j -0.00947234-0.00675863j 0.00689558+0.0189661j -0.0200442+0.011271j -0.00251534-0.0147115j -0.00507307+0.0143488j -0.0121198+0.00356174j 0.000612702-0.00963284j -0.0152177-0.0043033j 0.00088867-0.0163754j 0.00637366-0.0214964j 0.00663102+0.0141289j -0.00166193-0.00808736j -0.00404933-0.0142184j 0.00761644-0.00192145j -0.00818224+0.00995682j -0.00648752+0.00226375j 0.00390767-0.00395059j 0.0113258-0.00269577j 0.000568597+0.00839178j -0.00944303-0.0126778j -0.0185162+0.00479376j -0.00383818-0.0111313j 0.00312518+0.0086509j -0.0173488-0.00870471j 0.00914538+0.00446132j -0.000498228-0.0102644j 0.00183314-0.0127359j 0.00511801+0.00722633j 0.0116792-0.006067j 0.0138478+0.00671123j 0.0114659+0.00998267j -0.00696195+0.00153894j -0.00201409+0.0131106j -0.012179-0.00239084j 0.020382+0.00292156j -0.00660872+0.0122103j -0.0225212+0.0172743j -0.0163542-0.0164495j -0.00448081+0.014839j -0.0162074-0.00287277j -0.00666535-0.00258377j 0.000633141+0.0225435j 0.0352072-0.00968145j -0.0106212-0.0269607j -0.0158225+0.00598472j -0.00256991-0.00486096j 0.00758191+0.00908353j 0.0182979-0.00124982j 0.000319277-0.0139664j -0.00458341+0.00034161j -0.00217622-0.00567319j 
-0.00345055-0.0110872j -0.010225+0.0015211j 0.000478758+0.00669819j 0.00721001-0.00958636j -0.0210803+0.00120564j 0.00321905+0.00485522j -0.0062577+0.00856928j 0.000857523-0.00725867j 0.00382419+0.00659774j 0.000712473-0.00721039j 0.000186552+0.00512996j 0.0124509+0.0130376j 0.0070371+0.00335421j 0.00854362-0.000547661j -0.00641917-0.0112167j 0.0121078-0.00321755j -0.0218324+0.00956575j -0.00910717-0.0167019j -0.00524179+0.00134859j -0.000750027+0.0106105j 0.00845066-0.0012194j 0.0019786+0.0276568j 0.00965501-0.00125085j 0.0112284-0.0119041j 0.0132113+0.0111996j 0.0074343-0.012343j -0.00813523-0.0093862j 0.0135374-0.0211467j -0.0124231+0.0123578j 0.00817269+0.00154783j 0.000763637+0.000328479j 0.00440638+0.00315519j 0.00980684+0.00853973j -0.00168288-0.00193637j 0.00256898+0.00159574j -0.000155027-0.00522411j -0.000207756+0.000293242j 0.000944105-0.0060078j 0.000476513-0.00464846j -0.00259964+0.00189145j -1.46834e-05-0.00182285j 0.00332239+0.00440991j 0.00688809+0.0093608j -0.0116788+0.00435356j -0.032461+0.0102097j -0.00657667+0.0176444j -0.00739144-0.0160569j -0.000764911-0.00408281j -0.0324157-0.000757806j -0.0110631-0.0128624j -0.00344355-0.0119428j -0.0140027+0.0140239j 0.00704613-0.014239j 0.0144198-0.0193335j 0.00246988+0.000693225j -0.00742065+0.00154265j -0.0304824-0.0106946j -0.00787158+0.00550794j 0.0104103+0.000486451j 0.0118169+0.0224853j 0.00237935+0.00613317j 0.00826166+0.00451767j -0.00134819-0.0215206j -0.00526804-0.00675219j -0.0041915-0.0168419j -0.00116052+0.0225414j -0.0139869-0.011068j 0.0157052+0.00617049j -0.00614393+0.00656221j -0.00233156-0.00956047j 0.0087899-0.00180767j 0.0307978-0.00907888j -0.00137332+0.00676772j -0.00814881-0.00708526j -0.0129797+0.0108948j -0.00654413+0.00916313j 0.0139804+0.0116901j -0.0142832+0.00434534j -0.00521549-0.00133396j -0.00762385-0.00361231j 0.0219114-0.0274235j -0.0297629-0.013644j 0.0027842+0.0190365j 0.0250532-0.000287952j 0.00673673-0.00991964j 0.00650161+2.68447e-05j -0.00643552-0.0233001j 0.00669938+0.00319661j 0.00503266-0.00587872j -0.000544163-0.00158782j -0.00196692-0.00446416j -0.000496695-0.00116376j 
-0.000436938-0.000499803j 0.00231735+0.00245149j -0.00174493+0.00458594j -0.00758349-0.00326629j -0.00893902+0.0299675j 0.00381829-0.0011582j 0.00335317+0.0174192j -0.0109684-0.000405857j 0.0186573-0.00205656j -0.00243429-0.0091387j 0.0154992-0.00101831j 0.0246038-0.00124961j 0.0057471+0.0187134j 0.00761488+0.0116226j 0.00154184+0.00492796j 0.0108099+0.00757825j -1.2111e-05+0.0100858j 0.010536-0.0186721j -0.0168525-0.0269372j 0.0202716-0.00460885j -0.0146945-0.0138334j -0.0136528+0.0264748j 0.00344858+0.00312497j 0.0159634+0.00569337j 0.000142378+0.00602039j 0.00506821+0.00116019j -0.0013219-0.0074136j 0.000846582-0.0087153j -0.00164098+4.31669e-05j -0.00352972-0.00441005j -0.000548979-0.00106506j 0.00100843-0.00163179j 0.00231914+0.00789794j -0.0133851-0.00622153j 0.00157348+0.00612313j -0.00109497-0.00329686j 0.00320494+0.00922184j 0.00592839-0.00634985j 0.00906993+0.00819626j 0.00695193-0.0102128j 2.52289e-05+0.0087121j -0.0144002-0.00634941j -0.00584043-0.00149397j -0.00383624-0.00013436j 0.0237389-0.0147677j -0.00347424-0.0113929j -0.000625873+0.0114196j -0.00476252-0.000474277j 0.0150671-0.00724186j 0.00701195+0.00114461j 0.00382702-0.00265189j 0.00960626-0.00534262j -0.00302094+0.00918842j -0.0071515+0.010279j -0.00139991-0.00261494j 0.00572552+0.00229253j 0.0262383+0.00288305j 0.0089799-0.0133625j -0.00665056+0.0011726j -0.0140383-0.0126991j -0.00540446-0.00718816j -0.0155557+0.00457904j -0.00178835+0.00957941j 0.00749893+0.0123886j -0.00494551+0.0108476j -0.00263172-0.0203287j 0.00952168+0.00343818j -0.0143785-0.0190747j 0.00856991-0.00352248j 0.00631171+0.0115671j 0.0031387+0.00660272j -0.0082685+0.0152758j -0.00152828-0.0061962j 0.00581776+0.00603643j 0.00468493-0.0153194j 0.0185759-0.0108941j -0.0165272+0.00137616j 0.00244412+0.00521194j -0.00475975-0.00693676j 0.00619134+0.0124993j -0.0295898+0.0244715j 0.0261983+0.00891834j -0.00332639-0.00561517j -0.00326249-0.00724861j -0.0146586-0.00812408j -0.0155089+0.00582279j 0.00658176+0.0193967j -0.00438362+0.00541857j 0.00596052+0.00365776j -0.000977911-0.00695114j -0.00157097+0.00470308j -0.00142988-0.00257608j 
0.00971606-0.00361599j -0.00555913-0.0144291j 0.00913432-0.00857888j -0.0093424-0.00386925j 0.028122+0.00113543j 0.000786888+0.00731129j 0.000393591-0.00328537j -0.00511409+0.00596562j 0.00672085-0.00693152j 0.00472943-0.00512839j 0.00995582-0.0045852j 0.00174762-0.00705375j 0.000147778+0.0163952j -0.00102065+0.0144866j 0.0102838+0.00440597j -0.00159095+0.0184254j 0.0174335-0.00257982j 0.0175269-0.00367906j -0.00730792-0.021513j 0.0137216-0.0115331j -0.0159753-0.0129848j -0.0151119-0.00687129j -0.0017169+0.00502541j 0.0097239+0.0118887j -0.0148671-0.00164221j -0.0011052+0.00113929j 0.00627352-0.00164394j -0.0119332+0.0146447j 0.00262809-0.0126127j -0.00949166-0.00500999j 5.27779e-05-0.0017434j -0.00523207-0.00588409j -0.00506385-0.000860548j 0.00115619+0.00226272j -0.000626378-0.0051137j -0.00326417-0.00070585j -0.00204812-0.00239653j -0.00188604+0.00535287j -0.010559-0.00427676j -0.00116461+0.0108814j -0.000931276-0.00526765j 0.00853877+0.00157867j -0.00180153+0.00534362j -0.00230571-0.00041293j -0.0134517+0.0303429j 0.000693768+0.0139662j 0.000554955-0.0184311j 0.00242452+0.0122246j -0.0232992+0.0177688j -0.0174305+0.00933325j -0.0147349+0.00693732j -0.0158334+0.0111986j 0.00678843-0.0150252j 0.0228307-0.0220119j -0.00159369+0.00528736j 0.00273978-0.00339123j -0.0292674-0.0139237j -0.0126855+0.00225944j -0.00828598-0.00128101j 0.0154078+0.0213193j 0.0112622+0.0211723j 0.0220817-0.00821959j -0.00383338-0.0121836j -0.0117646-0.00159318j 0.00767781-0.0173898j -0.00937279+0.0234374j -0.0172034+0.00512203j 0.0140168-0.0012122j -0.0154151+0.00121016j -0.0167287+0.00839601j 0.00448217+0.000428769j 0.0351715-0.0215696j 0.0111866+0.00589386j -0.0142927-0.0228537j -0.00593654+0.0136648j -0.0245219+0.00775969j 0.0170211+0.00148323j 0.000777828-0.00862399j 0.00813466+0.0108822j -0.00721555-0.0152199j 0.0268359-0.0215419j -0.026013-0.00673785j 0.00135857+0.00804227j 0.00438146+0.00935936j 0.00987327+0.00528024j 0.0143149-0.00595099j -0.00807026-0.0225595j 0.00806864-0.00315221j -0.00615736-0.00601867j -0.00133181+0.00781408j 0.00367099-0.00672745j 0.00361229+0.00360242j 
