0.0927481-0.107595j -0.186381-0.0815997j 0.0150363+0.243279j 0.214272+0.091485j -0.019995+0.0794847j 0.0917112-0.0746976j -0.0311111-0.26888j 0.204178-0.131954j 0.00621989-0.0812722j 0.0591885+0.079123j 0.0598841+0.045235j -0.174776-0.019555j 0.201773+0.0129088j -0.101741+0.0267471j -0.0329719+0.0209907j -0.00108864+0.047191j 0.0291223-0.0505272j -0.0752142+0.0562157j 0.00292961+0.00869754j -0.12566+0.0689813j 0.0367362+0.121271j 0.0927391-0.0839256j 0.00273691-0.075474j -0.0803405-0.0222246j -0.0207468-0.186247j 0.0421598-0.0584843j -0.0493244-0.0748544j -0.0077005-0.052012j 0.0281728-0.129535j 0.0148405+0.0125387j -0.0955455+0.146713j 0.0131252-0.0657907j 0.0407869-0.00334923j 0.121301+0.00396537j 0.060297+0.0150349j -0.0671377+0.0819952j -0.0490459+0.0603472j 0.0599354+0.0321483j 0.0281459+0.00498836j -0.0136294+0.0497628j -0.0105735-0.0113094j 0.0908943+0.000735568j -0.0316441+0.0606865j -0.0927009+0.02906j -0.0321147+0.130838j 0.150414-0.0378501j -0.0366516+0.136603j 0.198065-0.0423506j 0.06057-0.174321j 0.122339+0.153992j -0.118496-0.198854j -0.18097+0.0331831j 
-0.0109425-0.0115031j -0.0136185+0.00659314j -0.00374248-0.0133048j -0.0136036+0.00757671j -0.0325939-0.010146j -0.00221591+0.00281293j -0.00997318-0.0132256j 0.00068632+0.00874653j 0.00828924+0.0223265j -0.00850283+0.0192767j 0.00825217-0.00697413j 0.00242836-0.0100158j 0.00931046-0.00253305j -0.00928575+0.0284019j -0.00849453-0.000590129j 0.0115988-0.00501431j 0.00399353-0.02327j 0.018483+0.0249382j -0.0268853+0.00796307j 0.00293378-0.0148594j -0.00894404-0.00848056j 0.00621977-0.00837701j -0.00868426+0.0148346j 0.00403741+0.02013j -0.0017834+0.0114536j 0.0230013+0.0126771j 0.0293632-0.00183483j 0.0235343+0.0318372j -0.00779388+0.000542351j -0.00482077+0.044537j 0.00986159+0.00692922j 0.0446559-0.0210468j -0.0189207+0.000231119j 0.0215783+0.0262854j 0.00370363+0.0101537j 0.00613591+0.0133509j 0.00275084-0.00874084j 0.000544435-0.00676177j 0.00554151-0.00137928j 0.00796686-0.00102281j 0.0103733-0.0232759j -0.0221007-0.00411633j 0.0105072+0.00407423j 0.00128469+0.0080704j 0.0183024+0.00659091j 0.00513498-0.0119422j -0.00787433+0.00275026j 0.00958347+0.0046225j -0.00267571+0.0071929j -0.00786558-0.00507603j -0.00436394-0.00099446j 0.00183723+0.0022986j 
0.00957304-0.00293622j -0.00395914-0.0126591j -0.000474173+0.0056281j 0.00664683-0.00119814j -0.0105194+0.015238j 0.00883406-0.00325399j -0.0130176-0.00519489j 0.0118556-0.0151317j 0.000982487-0.00724944j 0.000327535-0.00118581j 0.0098413+0.00334291j 0.00772328+0.0156045j 0.00499724-0.00836179j -0.00538197+0.00596794j 0.00162285+0.00590617j 0.00670756+0.00483642j -0.00638144-0.0034263j -0.00834077-0.00284109j 0.0042119+0.00641555j 9.53709e-05+0.0081793j 0.00334613+0.00260002j -0.00548828+0.0101762j -0.00705621+0.00647272j -0.00760007-0.00019507j -0.00273501+0.00344366j -0.00158364+0.0114241j -0.00972065-0.000713088j -0.00553208-0.00303936j 0.00493721+0.00317601j 0.00760432+0.00687801j 0.00924681+0.00667134j 0.00557209-0.00567323j -0.0013064+0.00611811j -0.00277287-0.00564699j -0.00798038-0.00536043j 0.00123633+0.00107742j 0.00279706-0.00447697j 0.00519531+0.00645925j -0.00188907+0.00514733j 0.00371845+0.00789992j -0.000481166-0.00077409j 0.000681481+0.00478472j -0.00321538+0.000264557j -0.00720493-0.00751527j 0.00436286+0.0113074j 0.00863714+3.47499e-06j -0.00214109+0.00139961j 0.0172658+0.013348j 0.000643208-0.00382093j 0.00378545+0.0027186j 0.00922545-0.0127992j -0.0101318-0.00884057j 
-0.00508558-0.0152535j -0.0163861+0.00615926j 0.00533864+0.019233j 0.0187161-0.000239576j -0.00147486-0.00942042j -0.00839594-0.010869j -0.0108523-0.0101432j 0.017063-0.00555324j -0.00479892-0.00695599j 0.00905808-0.00598725j -0.0103211-0.00407702j -0.00610707-0.00147047j 0.00735101+0.000618569j 0.0058088+0.00261999j -0.003628+0.00448053j 0.00856043+0.000435635j 0.00388121+0.00385428j 0.00289311+0.00719274j -0.00708+0.00710373j -0.00737635+0.00563501j -0.00550399-0.00453229j -0.00261073+0.00605667j 0.000504587-0.000460039j -0.000743982+0.00562125j 0.0039857-0.00556906j 0.00327561+0.0033678j -0.000626874+0.0134714j -0.000590384+9.70426e-05j 0.00209396-0.00804811j 0.0022779-0.00786151j -0.00332094-0.00280713j 0.000317198-0.00387075j -0.00458173-0.000856061j 0.00896734+0.00329277j -0.00605923+0.0124484j -0.00602052+0.000782513j -0.00908397-5.33539e-05j -0.00496531-0.000656903j 0.00502064-0.00492657j -0.00800329+0.00156036j 0.00656594-0.00319592j -0.00533122+0.00560278j 0.00214161+0.00211214j -0.0033062-0.0010816j -0.0147538+0.000637828j -0.00513167+0.0100091j -0.0105603+0.00873259j -0.0027104+0.0133918j 0.0145169-0.00288112j -0.00315939+0.0150246j -0.0152624-0.0133435j -0.0106782+0.013513j 
0.00541255+0.00202638j 0.00105863-0.00473467j 0.00272589-0.00647911j -0.00296469-0.00333887j -0.00212513+0.00628976j 0.00198056+0.00291106j -0.000459789+0.00105433j -0.00585613-0.00393683j 0.00482495-0.000117141j -0.00203173+0.00418655j 0.000398251+0.00319138j -0.00092028-0.00596468j 3.55238e-05-0.00767939j -0.00201556+0.000623403j -0.00326251-0.00310276j -0.00446218-0.00150858j -0.000929195-0.00170618j -0.00668488+0.00341013j -0.00074806+0.00126729j -0.000938366-0.00144063j -0.0013939+0.004949j 0.00244044+0.000778933j -0.00189512-0.00258174j -0.00506623-0.00397844j 0.00376905-0.00247233j -0.00422688+0.00504355j -0.00544067-0.0020376j 0.00414199-0.00350084j 0.00170744-0.00518364j 0.00315333+0.0012791j 0.00457065+0.00652264j 0.00126213-0.0018123j 0.00523123+0.00653148j -0.000181691+0.00159637j -0.00272066-0.00373258j -0.000174367-0.00385846j 0.0018314+0.000313889j -0.000331422+0.00266235j 0.00270374+0.000293722j 0.00208125+0.00250516j -0.00290905-0.000402315j 0.000191453-0.000588211j -0.00292834+0.00161148j 0.000289376-0.00562304j 0.0045428+0.00451261j -0.00041788-0.00223181j 0.000342541+4.10046e-05j 0.00150802+0.00955226j -0.00678253+0.00104354j 0.00103376-0.00197443j 0.00282677-0.00184163j -0.00361288-0.00162258j 
-0.00359051-0.000577458j 0.00327193+0.00156829j -0.00284372+0.00476585j -0.000800369+0.00118386j -0.00062235-0.00992581j 0.000812932-0.00382874j -0.0067137+0.00316355j 0.00508189+0.00430559j -0.00602315-0.00356623j 0.0044942-0.0114831j -0.00489195-0.000472849j 0.00786398+0.00848102j -0.000894373+0.0039732j 0.00396705-0.00182523j 0.0100369+0.00179951j -0.00209662-0.00354972j 0.00281647+0.00501196j 0.00275897-0.00584197j -0.00280878+0.00702901j -0.00612483+0.00100687j -0.00828935-0.0136424j 0.000656732-0.000284108j 0.00452829-0.0118347j 0.00769112-0.00455566j -0.00303746-0.00743663j -0.000171065-0.0148149j 0.00665111-0.00236428j 0.00470607+0.000712031j -0.00737201+0.00921861j -0.0132577-0.00072006j -0.00111422+0.00145959j -0.00789079+0.0124022j -0.00193678-0.000398517j 0.00874197+0.00643282j 0.00734632-0.000923898j -0.00383689+0.00273292j 0.0104911+0.00536083j -0.00539526-0.00183954j 0.00451025-0.00823836j 0.00699197-0.00643265j -0.00152225-0.00243404j 0.00137655-0.0100361j 0.00171307+0.00146141j 0.00526523+0.00455104j 0.00346024-0.0130114j 0.0138379+0.00257769j -0.00452426-0.00739651j 0.013559-0.0195537j 0.00111625+0.007622j 0.00078172-0.0131818j 0.00660969+0.000572266j 0.0040608-0.00492222j 
-0.00167847+0.0050414j 0.00975944+0.00372918j -0.00141339-0.00987115j -0.00584855-0.00494759j 0.00528189-0.00677544j 0.00238018+0.00942167j -0.00397431+0.00136271j -0.0158404+0.00631949j 0.00105475+0.0012706j 0.000223329+0.00367414j -0.0054285+0.00427136j -0.0113644-0.00611021j -0.00736537-0.0124267j 0.000571226+0.000372027j -0.00303905-0.00683906j -0.0159698-0.000337387j 0.00374132+0.00531355j -0.00550618+0.0148167j 0.000752802-0.00167908j 0.00157513-0.00286859j 0.00176679-0.00103075j -0.00373215-0.00286698j 0.00161353-0.018034j 0.00314327-0.0140891j 0.000265869-0.0021161j -0.00373808-0.00628463j -0.0152488-0.0243019j 0.0037999-0.000455478j 0.0107515+0.0100873j -0.00165384+0.0222638j 0.00931276-0.00365593j 0.0100596-0.000447471j 0.0150826-0.00886176j -0.00763397+0.00977737j -0.00313027-0.0181516j 0.000664887-0.00530553j 0.010789+0.00176403j 0.00787273-0.00645554j 0.00723335+0.0132584j 0.00340176+2.69735e-05j -0.0116707-0.0032414j 0.0073318-0.00384772j 0.00205313+0.00269849j -0.00549583+0.00718029j 0.0133326-0.0112743j -0.00766152+0.0174301j 0.00797342-0.00944319j 0.0266966+0.0205316j -0.00417433+0.00909699j 0.0090369+0.00519142j 0.00635074+0.000913659j -0.000116851+0.000270144j 
-0.00610836-0.0027527j -0.00145624+0.00443853j 0.00361431-0.00443373j -0.00568719-0.00419414j -0.00197181-0.00366583j -0.00411798-0.0038705j -0.00249261+0.011945j -0.00179374+0.00489528j -0.00193396-1.37618e-05j 0.000260138-0.0026877j -0.00140823+0.00139267j 0.00481953-0.00440386j -0.0103313-0.00557326j 0.00716893+0.00142451j -0.00544316-0.00310577j -0.00146617+0.0013244j 0.00116441+0.000454289j 0.00331042+0.00459831j -0.00386808+0.00443381j -0.0150328-0.00146784j -0.00664879-0.0104314j -0.00258046-0.00604583j 0.00472634-0.00941814j 0.00374516+0.00709517j 0.00141485-0.0071869j -0.00396076-0.00335896j 0.00920287-0.00473785j 0.00725782-0.00897019j -0.0150597+0.0108062j -0.0134556-0.0085126j 0.00804535-0.000715906j -0.00357843+0.0214169j 0.00974002-0.0018394j 0.0162595+0.00493058j 0.000411094-0.00562867j -0.0106819+0.000447336j 0.0158271-0.000345325j -0.00952676+0.00370724j 0.0117694-0.010652j 0.0033693-0.00279503j -0.00324653+0.00230387j -0.0130292-0.0110695j 0.00679138+0.00923194j 0.00939783-0.002757j -0.0146864-0.0136979j 0.01412-0.00096841j -0.0109309-0.00216974j 0.00905504-0.0115631j 0.00762946+0.00777714j -0.00283753-0.00450355j 0.000459763+0.00296782j 0.0051378+0.000850492j 
-0.00104923+0.000827122j 0.00123408+0.000521197j -0.000516089+0.000394119j -0.00261537+0.000704192j 0.000320606-0.00330944j 0.00365496-0.00391689j -0.00282004-0.00183701j 0.00232483+0.00381765j -0.00255336-0.00112104j 0.0039461-0.00299497j 0.00187296+0.00371057j -0.0049437+0.00921805j 0.00618116+0.0031293j 0.0016611-2.46293e-05j 0.00316901-0.00285793j 0.00410542+0.00613869j 0.00349639+0.000812805j 0.00583973-0.0045901j 0.0080981-0.000244241j 0.00378172+0.00248479j -0.00168843-0.00275351j 0.00496877+0.00058652j 0.00589694-0.00456175j 0.00457159-0.0018648j 0.00183382+0.00732265j -0.000987966-0.00485779j 0.00489046-0.00182135j -0.00531621+0.00724089j 0.0116535-0.00103824j 0.000797289+0.0060144j -0.00813039-0.0103028j 0.000228628-0.00613791j -0.00518235-0.00377366j -0.0123544-9.25011e-05j -0.0013194+0.00697788j 0.00923616-0.00366293j -0.000149668-0.000940506j 0.000375497-0.00766226j -0.0026081+0.0050354j -0.00562794-0.00139j -0.00342385-0.00671156j 0.00165615-0.000892454j -0.0120639-0.00583035j 0.00226067+0.00659809j 0.00718502-0.000133806j 0.00167146+0.00793868j 0.0031651-0.00560682j -0.00269881-0.00448273j -0.00495306+0.00114919j -0.000758201-0.00556088j -0.000612161+0.00106754j 0.00135304-0.000781568j 
-0.000507733-0.00159495j -0.00238213-0.00204933j 8.97767e-05+0.00549742j 0.0021034+0.00267645j -0.00724595-0.00570988j -0.00142172-0.00548882j -0.00155774+0.000328982j 0.0103731+0.000525935j -0.000327922-0.00696865j 0.00477067-0.0123816j -0.00852003+0.00913222j -0.00180006+0.00709876j 0.0143831+0.012925j -0.00383376-0.00257414j 0.00974603+0.0112051j 0.00975306+0.000515403j -0.00424969+0.00170547j 0.00172289-0.0157929j -0.00708311+0.0036762j 0.00165645-0.00182008j -0.00368386-0.0106177j -0.00542398+0.009644j -0.0029969+0.00143608j 0.0138651+0.000987137j -0.00262098-0.000959518j 0.000962022-0.0136829j 0.00125624+0.0109634j -0.00863625+0.0135568j 0.0116664+0.00990008j -0.000236893+0.00705212j -0.0225371-0.000793927j -0.00133133-0.0183451j -0.010762-0.00295817j -0.014438-0.00696488j 0.00347315+0.00867676j 0.00296474+0.00771849j -0.00642958+0.00235889j 0.00271716-0.00848995j 0.000851645+0.0180844j -0.00367298+0.00436862j -0.00475243-0.0100476j 0.0117841-0.00445658j -0.00940143-0.00737516j -0.00186218+0.01952j 0.0101736-0.00856998j 0.000893887+0.00871117j -0.00184199-0.00657466j -0.00356177-0.0153743j -0.0085401+0.000441043j -3.50513e-05-0.0132252j -0.000689066-0.0028297j -0.000718938-0.00204878j 
0.00116858+0.000114519j 0.000195531-0.00240609j -0.00032474+0.00217333j 0.00151903+0.0015746j -0.00363055-0.00621468j -0.00544745+0.00205171j 0.00189804+0.000977058j 0.00342788+0.00056745j 0.00472099-0.00200315j -0.00119992-0.00463564j -0.0162021-0.00487614j 0.00807442-0.00689499j 0.00954799+0.00579939j -0.00124327-0.000525511j 0.0136012+0.00237691j -0.011127+0.00334948j 0.00611582+0.00423041j 0.00101364+0.00414246j -0.00485436+0.00823995j -0.00600105-0.0053954j 0.00239326+0.000116508j -0.00831444+0.0128289j -0.00442954+0.00419007j 0.0001321-0.0065633j -0.00338215-0.000941903j -0.00101426-0.00679175j 0.0013488+0.00818525j 0.00480991+0.00187792j 0.000650626+0.00162121j -0.00262949+0.00180691j 0.00544168+0.00825442j -0.000427262+0.00313192j -0.0042484+0.00450369j 0.00168227-0.00897265j 0.0011979-0.00744655j 0.00417996+0.00612876j -0.00247693+0.0112189j -0.00248136-0.00315748j 0.00297283-0.00563825j 0.000345903-0.00460519j 0.00272519-0.00465755j 0.00704675+0.00116384j 0.00706053+0.00078573j -0.00858555-0.00164797j 0.00654996+0.00121412j -0.00548163+0.00169758j 0.00684118+0.0036112j 0.00599929-0.0081764j -0.00657135+0.00437651j -0.0023255-0.0070427j 0.00174143-0.00315748j -0.00183957-0.00158318j 
0.00247368+0.000574184j 0.0039811-0.00209327j -0.00439775+0.00800383j 0.00380987+0.0040202j 0.00142382-0.0115596j 0.00214104+0.000579009j -0.00798172-0.00976089j 0.00822272-0.00097092j -0.00412122-0.000941664j 0.00494937-0.00920412j -0.0211028-0.00864855j 0.0110422-0.00881245j 0.00346405+0.00601432j 0.00836545-0.00490124j 0.0107548-0.0098105j -0.0144651-0.000302901j 0.0123941+0.00547147j 0.000894069-0.00170317j 0.000949886-0.00165357j 0.00791683+0.00159608j 0.00440978+0.00119879j 0.00507184+0.00388565j -0.00110283+0.00511645j -0.0119832-0.0162819j -0.00449582+0.000371072j 0.00212263-0.00401354j 0.000945194+0.0012215j 0.0112326-0.000459167j -0.00866943-0.00749914j -0.00933385-0.00446878j 0.0139063-0.00174317j 1.90897e-05+0.0125969j -0.0112888+0.0152724j 0.0126074-0.00103226j 0.00719859-0.00672779j 0.00512448+0.000703835j 0.00306386+0.0140416j -0.00249764+0.0037506j -0.0165691-0.0172458j 0.00570083-0.0139403j 0.0122615-0.0145022j 0.00948965+0.00399954j 0.0111012-0.0138458j -0.00655327-0.00345151j 0.0207477+0.00646313j -0.0043177-0.00620412j 0.00725088-0.0023892j 0.00960813-0.00540088j -0.0045748+0.0070372j -0.00279803-0.00796267j 0.00572874-0.00307721j -0.0019632-0.0034064j 
-6.04315e-05+0.00148469j 0.00252614-0.00133463j -0.00256513-0.00265458j 0.000576922-0.000741973j -0.00137495-0.000245233j -0.00525551+0.00475495j 0.00379493+0.00233957j -0.00191008-0.000575765j 0.0016029-0.00227337j -0.00831647+0.00202965j -0.00532009+0.0138657j -0.0093352-0.0146728j -0.00887656+0.00363362j -0.00765064-0.00366041j -0.00534874+0.0122035j -0.00593651-0.0292178j -0.0167482+0.00515303j -0.0241417-0.000647908j -0.0233727+0.00775736j 0.004734-0.0045061j -0.0113158-0.00666263j -0.004128+0.00790074j -0.00778434+0.023529j 0.00614015+0.00115015j -0.0206028-0.011309j 0.00089014-0.000602269j -0.0105184+0.0143557j 0.00424752-0.00785927j -0.00534138+0.020016j -0.00137942-0.00137847j 0.00470959+0.0148707j -0.00547236-0.00787065j 0.00604938+0.000422136j 0.00480838-0.00119264j 0.00106393-0.0110803j -0.00926168+0.0188131j -0.00603176+0.00178976j 0.0122145+0.00957158j 0.00829143+0.015682j 0.0187166+0.00172103j 0.00308108+0.00537499j 0.00815219-0.0134069j 0.0183021-0.0145407j 0.00835568+0.015769j -0.0116192-0.0117279j -0.0123541+0.00058157j -0.00430125+0.00605002j -0.000685604+0.00109119j -0.000517465-0.000313808j 0.00122654-0.00218457j 0.00259294-0.00123258j 0.000122632-0.000756468j 
-0.000496679+0.00332285j 0.00126439+0.000126458j 0.00162512-0.00825707j -0.0041593-0.00139384j -0.00122971+0.00354625j -0.00720333+0.00757887j 0.0126452+0.00764703j -0.00940468+0.00337059j 0.0112201-0.00891349j -0.00152951+0.008036j -0.0112525-0.00501626j 0.00986693-0.0138541j 0.0133497-0.00698425j -0.011003+0.00746466j 0.0235324-0.00141945j 0.000997145+0.0244786j 0.00605109-0.00134969j 0.00862144-0.000619123j -0.00252162+0.013059j -0.0297363-0.00913868j 0.00785513+6.53103e-05j -0.0102209+0.0261664j -0.0158093-0.00160848j 0.00369023-0.00091126j 0.00840083-0.00583503j -0.00217369-0.00325709j 0.00583217+0.00714567j -0.00158263+0.00749924j 0.00225969+0.0056461j 0.00498436-3.92259e-05j 0.00681026+0.0123695j 0.0026734-0.000836992j 0.00379091-0.00116536j -0.00831803-0.0132069j -0.000752601-0.00953789j 0.00222087+0.00572596j 0.00417837+0.00601468j -0.00610605-0.00527579j 0.0122871-0.00826224j -0.0103699+0.0131199j -0.00509821+0.00550488j -0.00130189+0.00354907j 0.0158611+0.0284389j -0.0224462+0.000395636j -0.00600537-0.00163448j -0.00622772+0.0099165j 0.0148243+0.00457708j -0.00080197-0.0104605j -0.00494912+0.00249001j -0.000785195-0.000868414j 0.00098725+0.000418469j 0.000165583-0.00174945j 
-0.000965116+0.00200758j 0.0025205+0.00239286j 7.60361e-06-0.00138178j -0.00190699-0.00241734j 0.00601838+0.00787939j 0.00870017-0.00289546j -0.00878433-0.00624178j -0.00270575-0.00555811j -0.00852826-0.00862465j 0.013333+0.00417354j 0.00608021+0.00301536j -0.0027575-0.00911537j -0.00271723+0.00173003j -0.00508345+0.000420034j 0.00442089+0.0035343j -0.00377452+0.00717534j -0.00356549+0.00991196j -0.00594592-0.0138807j -0.00806985-0.00497481j -0.00362403-0.00981411j -0.000165546+0.000884367j 0.00838021-0.00364243j -0.00493519+0.00447426j -0.00349553-0.00549767j 0.000704936-0.0035218j 0.00844936+0.0075611j 0.00161434+0.00670814j -0.00788022+0.00405174j -0.00645881+0.0100505j -0.0072891-0.0136996j -0.00119642-0.0104931j -0.00311286-0.00298524j -0.00650316+0.00824925j 0.0126951+0.00544812j 0.00780942-0.00170701j -0.00625834+0.0112256j 0.00806579+0.00346146j 0.0170669+0.00337135j -0.00380224+0.000663767j -0.00543237+0.00211866j 0.000634811-0.0121215j -0.0148432-0.00402821j 0.00172342+0.00050595j 0.00148292+0.00577168j -0.00461618-0.000454667j -0.00167489+0.00124692j -0.00213461-9.04551e-05j -0.000814991+0.00190579j 0.00284232-0.00374939j 0.00300203+0.00187807j 0.00252921+0.000482233j 0.00013025-0.00220132j 
0.00110571-0.00181935j 0.000618543-0.000465821j -0.00236898+0.00447624j 0.00409757+0.00128251j 0.007186-0.0110367j -0.00861597-0.00213164j -0.00383654+0.0045203j 0.00218263-0.00493823j 0.0184755-0.00347295j -0.00265167+0.023997j 0.00520407+0.00888294j -0.00407292+0.0010461j -0.0138612-0.00979278j -0.00621705-0.0118923j 0.0112163-0.00649482j 0.00753445-0.000236105j 0.00671691-0.000790671j 0.00272755-0.0069615j -0.00943486+0.0123711j 0.00253499+0.000577584j 0.00128471+0.000601225j 0.00618766+0.00418306j -0.00356898-0.00124938j -0.0050783-0.00084516j 0.0064366+0.0122966j 0.0063233-0.0124485j 0.00578357-0.00402097j -0.0165585+0.00106957j -0.00398607+0.000552044j 0.008632-0.0081295j 0.00117354+0.0165684j 0.00826237-0.00236358j 0.0237967-0.00248553j 0.00607399-0.00863706j 0.0164928+0.0109303j 0.00953263+0.00500749j 0.0101574-0.0301181j -0.0226363-0.00315086j 0.00503035+0.00749182j 0.0161382+0.0026956j 0.0126298+0.00175662j 0.00428849-0.0087426j -0.00682769+0.00185993j -0.00558107-0.00850727j -0.00333924-0.000121702j -0.00635819+0.00369189j 0.00358038+0.0019978j -0.000183715-0.000815639j 0.00172253-0.000707354j 0.00229844+0.000571452j 0.00210796-0.000404988j -0.000273197-0.000400152j 
0.000156524+0.00171607j -3.95372e-05-0.000592245j -0.000457907-0.00393335j 0.000486877+0.00637487j -0.0170039+0.000572681j -0.00911557-0.000898549j -0.000751657+9.47373e-05j 0.0157599-0.00306115j 0.0128466-0.00644835j -0.00906879+0.00410101j -0.00706918+0.00707985j 0.00265531+0.00758459j -0.00685799+0.00402957j 0.0111805-0.019603j 0.00531515-0.00656957j 0.00204452-0.0127743j 0.00756973+0.0116824j -6.48107e-05+0.0168483j 0.0108883-0.00384606j 0.00817228+0.00572126j 0.00703907-0.0158726j -0.0173977-0.00590754j 0.00525647+0.00265598j 0.00176143-0.0152263j -0.0106047+0.000143009j 0.00367735+0.00826152j 0.00193632+0.00230691j -0.00186315-6.98297e-05j 0.0109122-0.0170124j -0.000187681-0.00887856j 0.00849287-0.00204755j 0.0110793-0.00107534j 0.00259152-0.000466935j 0.00869039+0.00841198j 0.00837988-0.015727j 0.018645-0.00762198j -0.0178006-0.0125691j -0.00802591-0.0141332j -0.0111491+0.00021272j 0.00390371+0.000487491j 0.0101899+0.00541391j 0.0169815-0.0132585j -0.00362729-0.00522271j 0.000406623-0.000503845j 0.00238283-0.00343104j 1.68674e-05-0.00278893j 0.00175332+0.00274765j 0.00234152-0.00449956j -0.00151039+0.00399567j -0.00216443-0.000116834j -0.00177879+0.00212501j 0.000861896+0.00110849j 
0.00145674-0.00200911j -0.00227234-0.00291178j -0.0014987+0.00464414j 0.00428761+0.00116132j -0.00382211-0.00339323j -0.00189665+0.00825262j 0.0116568-0.000693778j -0.00181814+0.00424969j -0.000397+0.0120104j -0.0195447-0.0105895j -0.00828437-0.00384145j 0.00635774+0.00340348j 0.0110588+0.00152982j -9.08863e-05+0.00492847j -0.0103227+0.00788187j -0.00880497-0.0119843j -0.00652178-0.014869j 0.00508872+0.0133124j 0.00564777+0.00241421j 0.0083648+0.00504871j -0.00585488+0.00293695j -0.00756959+0.0115243j 0.00382267-0.00303783j 0.00530382+0.0096106j -0.00763877-0.000653179j -0.0115305-0.0052665j -0.0102776-0.00144782j 0.0156874-0.0124848j -0.00207843-0.00468032j 0.0105862+0.0209457j 0.00451367+0.0111198j -0.00445959+0.0042031j -0.00313156-0.00571913j -0.0164994-0.00432465j -0.0179392+0.00339106j -0.00854955-0.0080816j -0.00834708+0.0189579j -0.0048266+0.00793981j 0.00357876-0.000712401j 0.00283264-0.00717243j 0.000235802+0.014805j 0.0162466+0.00366669j 0.0046215-0.00612137j 0.000876108-0.00287391j 0.0055685-0.000496666j -0.00155135-0.00400427j 0.00265402+0.000377282j 0.00217425-0.00246493j -0.00130353+0.00291615j -0.00268631-0.00102919j -0.00119472-0.00134141j -0.000131926+0.00112229j 
0.00015009+0.00332807j 0.00169038+0.000322423j 0.00176516-0.00909156j -0.00662658-0.00117478j -0.00300512+0.0123177j 0.00589416-0.000997838j -0.00153483-0.00186151j -0.00309273+0.00162199j -0.00801315-0.000499299j 0.0021977-0.00794969j -0.00181108-0.00263214j -0.000267631-0.00517769j 0.00650996+0.000506953j 0.00427881+0.00482882j 0.000988736+0.00385667j -0.00110007+0.00897623j -0.00244036+0.0074663j -0.00244213+0.00225955j 0.0028093-0.00935917j -0.00982103-0.00346127j 0.00366981-0.00189615j -0.00449578-0.00255756j -0.00135012+0.00158047j 0.00246571-0.00439435j -0.00358251-0.00824439j 0.00272853+0.0135813j 0.00135046+0.00594753j 0.00327039-0.000328936j 0.00522719+0.00148551j -0.00531509-0.00189364j -0.00361283-0.013231j -0.00124836+0.000821426j -0.00973275+0.00840297j 0.00349439+0.00739416j -0.00634227-0.00840055j -0.00271272+0.00322793j 0.00350125+0.0122031j 0.0180798-0.00699933j -0.00408393-0.00361226j -0.0133647+0.00815172j -0.00978106-0.000471001j -0.00699294+0.00476663j 0.00444627+0.00454897j 0.00246904+0.00490948j -0.00121188-0.000293711j 0.00321076-0.00189906j -0.00158891+2.76776e-05j -0.00107882+0.00157498j -0.00151036-0.000284842j -0.000243083+0.000867565j 0.000103017+0.00133749j 0.000134646-0.000878863j 
0.00145727+0.00380191j 0.00199702+0.000225139j -0.00107073-0.0159357j -0.00799023-0.000610178j -0.00373662+0.0177654j -0.00447583+0.0030074j 0.00404075-0.00251717j 0.00159727-0.0089682j 0.00265483-0.0134294j -0.00389809+1.94085e-05j 0.000741554+0.00989546j 0.0038922-0.00275382j -0.00187093+0.0017967j 0.00732961-0.0119883j 0.00188136+0.00150285j -0.000272316+0.000311433j 0.00431945+0.010497j -0.000228839+0.00918324j 0.00606536-0.0056533j -0.00577509+0.00319673j 0.00379106-0.0138894j -0.0197349+0.000314459j -0.00286391-0.000955431j 0.00231725-0.0136782j -0.00713103-0.00694176j 0.00545706+0.014789j 0.000743814-0.000857656j -0.00171046+0.00455163j 0.0132477-0.0054687j -0.00621415-0.000718889j -0.00135127-0.00911303j 0.00858117-0.010756j -0.00312329+0.00186958j 0.0111624+0.00613836j -0.00450102-0.020242j 0.00732522-0.00272029j -0.0102318-0.00141981j 0.00477584-0.0137241j -0.00296455+0.00371234j -0.00531293+0.0100443j -0.00213955+0.00386507j -0.00380152-0.00977682j 0.00438675+0.0084341j 0.00183825+0.0063281j -0.00617086-0.000104327j 0.000448067-0.00290989j 0.000194434+0.00535234j -0.000853129+0.00205067j -0.00347295+0.00189639j -0.000593878+0.000382264j -8.61364e-05+0.0019439j -0.000453314+0.000152976j 
