-0.104288+0.00623211j -0.0389553-0.110117j -0.102406+0.0230596j 0.0971851+0.121859j 0.0495795-0.130967j 0.121271-0.036691j -0.145758-0.130798j -0.0720099+0.194504j -0.0473549+0.107467j 0.00551985+0.0262366j -0.0653798-0.0520191j 0.0835379-0.256688j -0.182357+0.0591488j 0.154718-0.0717602j -0.00226284+0.0806619j -0.0528348-0.1092j -0.0412817+0.00727567j 0.0693763+0.000740591j -0.0448159+0.0674048j -0.027001-0.112064j -0.0018479-0.0295343j 0.00589555+0.0268232j 0.0286313-0.041911j 0.202106+0.122909j 0.0218019-0.0610848j -0.108265-0.104158j -0.0332074+0.0137317j -0.0487998-0.0600436j 0.0161146+0.034376j -0.0728575-0.0465843j -0.115321+0.00367879j -0.125987-0.0174242j -0.0778042+0.0403483j -0.0791356+0.073135j -0.0383363+0.0564222j 0.00882145-0.115074j -0.00239528-0.00993219j -0.0930199+0.0524113j 0.105054+0.12826j 0.100266-0.0146464j 0.0137018-0.0284943j 0.00931523+0.0834817j 0.0108189+0.0961296j -0.0230254+0.0807821j -0.0543513-0.0209597j 0.0666112-0.179489j -0.0217582-0.0179831j 0.0929309+0.0108615j -0.0433569-0.0300138j 0.0532493+0.0680378j 0.084006+0.00760365j 0.0963903+0.0131433j -0.0176994+0.0427511j 0.039108+0.0564621j -0.0283928-0.013195j -0.00435565-0.00600593j -0.0161695+0.0321291j 0.0386596+0.0213495j -0.0730299+0.0288201j 0.102012+0.0214351j -0.0765575+0.047596j -0.20566+0.0326993j 0.093997-0.133929j -0.126748-0.0031914j 0.00219749-0.103198j -0.180509+0.00817208j -0.039565-0.126832j 0.0737659+0.0436179j -0.0576524+0.153416j 0.130173+0.106492j 
-2.98773e-05+0.000187219j 0.000938639+0.000520707j 0.000179442+0.000212442j -0.00110586-0.00097582j -0.000555435+0.000274838j 0.00138721+0.000255498j -0.00107673-0.00160183j -0.00238442+0.000819211j -0.00279547+0.000346705j -0.00344806-0.000369977j -0.00378246-0.00083303j -0.000208452+0.00119681j -0.00291836+0.00211391j 0.000808789-0.000573941j 0.0027341-0.000869412j -0.00512746-0.00103739j -0.00242416-0.000456529j -0.00384357+0.00428011j 0.00387722+0.0059935j -0.00282614-0.00360706j 0.000583135+0.00116371j 0.00444058+0.00441893j -0.00674075-0.00517411j 0.00262072-0.00426389j 0.000331328-0.00268577j 0.00797706+0.000406638j -0.00371227-0.00023208j -0.000545088+0.0108954j 0.00146186+0.0030385j 0.00078538+0.000813627j 0.00240432-0.00351446j 0.00735618-0.000482517j 0.0101588-0.00189082j -0.00270053+0.00492334j 0.0100542+0.0011338j -0.00379759+0.0188529j -0.00352922-0.00146203j -0.0036327+0.00103328j -0.00192772-0.00335957j -0.000677034+0.00520736j 0.00142964-0.01486j 0.0034516+0.00115082j 0.000647507+0.00111062j -0.00191591-0.00249568j -0.00418725-0.00402877j 0.00551939-0.00224678j -0.00318294-0.00578606j 0.00745235+0.00111192j -0.00991439+0.00484121j 0.00273985-0.00307271j -0.0162837+0.00554829j 0.000718022-0.000328524j -0.00375313-0.00167306j 0.00202793-0.00187399j -0.00215022-0.00144557j -0.00331956-0.00454113j -0.00808638-0.00466836j -0.00236586+0.00184489j -0.00258181-0.00269782j 0.000620476-0.0040115j 0.00125172-0.003006j -0.00049459-0.00061866j 0.00137467-0.000758591j 0.0028247+0.000192801j 0.00111557-0.000938211j -0.00108038-0.00088808j -0.000396159+0.00188853j 0.000728506-0.000140895j -0.00060405+0.000367451j 0.000798691-0.00023612j 
-0.00156982-0.00160121j 0.00233372-0.00159681j -0.000428347-0.00163839j -0.000194557-0.000580192j -0.00243817-3.2912e-05j 0.00101614-0.000340419j -0.000917244-0.000310805j 0.000182603-9.64349e-05j -0.00274781-0.00113768j -0.00230638-0.00358406j -0.000292067+0.00150813j -0.00239-0.00382359j 0.00246215-0.000690978j -0.000144374+0.00175677j -0.00246938+0.00655472j 0.00156065+0.00705047j -0.00214033+0.00216383j -0.00252722+0.000850554j 0.00146034-0.00132489j 0.00262942+0.00280452j -0.0015557+0.000227947j 0.00134834+0.000864721j 0.00317026+0.00205816j 5.01228e-05+0.000311739j -0.000630018-0.00196014j -0.000519256+0.000407636j -0.00321435-0.00579089j 0.00291622+0.00269222j -0.000183895-0.00280046j 0.00240362+0.00348645j -0.0118057+0.0109706j 0.00322387+0.00538442j -0.00918381-0.00440497j -0.0147144-0.0185827j 0.0120305+0.0202001j -0.0045778+0.00720735j 0.00511426+0.00959532j 0.00356921-0.00239657j -0.001412+0.0159062j -0.00704817+3.24276e-05j -0.00873137-0.00688379j -0.00809871+0.00912555j 0.00321195-0.00815624j -0.00397295-0.00240627j -0.00110835+0.00262059j -0.00571136-0.00590529j 0.00021088-0.00651508j -0.0159629-0.00683395j 0.000549413-0.00365056j -0.00308193-0.00687018j -0.0138927+0.00139615j 0.010981+0.00102162j 0.00733344+0.00765315j 0.0109274+0.000442818j 0.00212884-0.000301971j 0.00438355-0.00454063j -0.00813102+0.00815791j 0.00489707+0.00055469j -0.00144288+0.00103004j -6.29546e-05+0.00150261j -0.00195444-0.0067239j -0.00340235+0.00801876j -0.00053681-0.00144865j 0.00481259-0.00113385j 0.00232592+0.00588241j -0.000524395+0.00364605j -0.000937881+0.00238677j 0.000940496-0.00051098j -0.0022335+0.00093195j 0.000809769+0.00179291j 
-0.00347583-0.00125513j 0.00219972-0.00366955j -0.00148731+0.00122743j 0.00517709+0.000174016j -0.0026936-0.00434323j 0.00365577+0.000899656j 0.0011873-0.00263495j 0.000966728+0.00199469j -0.00355417-0.000309162j -0.0037737-0.00657866j 0.00364251+0.00420223j -0.00459548+0.00022013j 0.00472016-0.0030952j 0.000817235-0.00330867j 0.0024455+0.000911317j 0.000511128+0.00497275j -0.00181176-0.00219477j -0.00337003-0.00845292j 0.00384319+0.00361747j 0.000586254-0.00282474j -0.00161009+0.0047564j -0.00512197-0.00382868j 0.00514643+0.00109842j 0.0035968+0.0017528j -0.00704382+8.18031e-05j -0.00745807+0.00221159j 0.00294043-0.00514773j 0.00454099-0.00720934j 0.00574201+0.0077992j 8.18611e-06+0.00129946j -0.0028286+0.00739316j 0.00929293+0.00971834j 0.00903475+0.00533218j 0.00980827+0.00666927j -0.0110608-0.00653017j -0.00487341-0.00870735j 0.00306524+0.00396115j -0.00369763+0.00940773j 0.000152578+0.0117234j -0.00218853-0.00836119j 0.00665689-0.00595913j 0.00667875-0.00390335j -0.00022765-0.00307819j 0.00252764+0.00176011j 0.000422867+0.000377535j -0.00719954+0.00511875j 0.00220621-0.00473965j 0.00929079+0.0101453j 0.00333482-0.00371922j 0.00316877+0.00868642j -0.00237561+0.00705885j -0.00147804+0.000937419j 0.0122801-7.85357e-05j -0.00895296+0.00543531j 0.00819299+0.00516755j -0.00251365-0.00943167j 0.00136488-0.011858j -0.0136029-0.000576599j -0.00432161-0.00767226j 0.00106064-0.00676664j 0.00246691-0.00113026j -0.00181351-0.0019665j 0.00370144-0.00562902j 0.006088-0.00434161j 0.00485233+0.00480982j 0.00209263-0.00294859j -0.00423066+0.002316j 0.00264351-0.00139365j -0.00214501+0.002367j 0.00200868+0.00182021j 
7.76709e-05+0.00124742j -0.000639088-0.0011181j -0.000889861-0.0026831j -0.00106572+0.00201416j 0.00343653-0.000257352j -0.00340776+5.64839e-05j -0.000523792-0.00190466j -0.000625685+0.000553551j 0.00160947+0.00138313j 0.00321122+0.00289649j 0.00208649-0.0039731j 0.00207513-0.000358812j -0.0015026-0.00108117j 0.00190035+0.000666399j -0.007641+0.000652641j 0.00149539+0.00354993j -0.000595548-0.00280216j 0.00549652-0.00495254j 0.00551065-0.00638711j 0.00311259-0.00202952j -0.00222111+0.000722698j -0.00137247-0.00046092j 0.00493027-0.00171133j -0.00535657+0.00394058j -0.000140514-0.00806532j 0.000546026-0.00189342j 0.00792834-0.00225567j 0.00610278+0.00435848j 0.000347589-0.00575953j 0.0119762-0.00467987j 0.00105112+6.40494e-05j 0.0040886+0.00230368j 0.0108395-0.00530718j 0.00288625-0.00286108j -0.00344744-0.00936194j -0.00733837-0.00848876j 0.00832248-0.01757j -0.00886693-0.00389052j 0.00653865-0.0107616j 0.000980463+0.00392185j -0.0115993-0.00388833j 0.00685587-0.00486629j 0.00524882+0.000487707j -0.000898655-0.00413474j -0.00578791-0.00205322j -0.000696074-0.00901293j 0.000238046+0.00161454j 0.00103072+0.00831121j -0.00164868+0.00776677j 0.00187662-0.00264895j 0.00754109-0.00230066j 0.00054824-0.00018069j 0.000896875+0.00330813j 0.0019344-0.0090593j -0.00400557+0.00614119j -0.00704472+0.00640407j 0.00549385-0.00374635j 0.00511991-0.000425447j -0.00230428-0.00403175j -0.00374428+0.000861903j 0.000747983-0.000227775j 0.00278481-0.00199599j -0.00183854-0.00109833j 0.000932054+0.00123637j -0.00151717+0.000717609j -0.00113695-0.000546699j 0.00246265+0.000813806j 0.000767044+0.00156113j -0.00156209+0.000699387j -9.246e-05+0.000902636j 
7.38164e-05-0.00251241j 0.00345022+0.000905192j -0.00113184-0.000782162j -0.00318468-0.00189259j -0.00248395+0.000597311j 0.00367355+0.000369987j -0.00312095-0.00134833j -0.00316892-7.06744e-05j 0.000233822+0.000394577j -0.00283661-6.50041e-05j -0.000145833-0.00132836j -0.00106802-0.00122755j 0.00329645+0.00392452j -0.00247414-0.00141857j 0.002503+0.00890322j -0.00365642-0.00318201j 0.00467466+0.00320388j -0.00372683+0.000484733j 0.000142167+0.000553054j 0.0109855+0.00235355j 0.00148472+0.00608858j 0.00116009+0.0111433j 0.004957+0.00915556j 0.00258208+0.000821965j -0.00530573+0.000621633j 0.0119038-0.0052263j 0.0028943+0.0105975j 0.00117492+0.00705889j -0.000686841+0.00334562j -0.00749078-0.00726264j 0.00229032-0.00172066j -0.00356494-0.0026803j 0.0120568-0.00766537j 0.00558569+0.0116971j -8.19176e-05+0.00701594j 0.00669529-0.00635845j 0.00326111-0.00596835j -0.00596824+8.76331e-05j -0.00465507-0.00698776j -0.00157638+0.0056378j 0.00258443-0.0101808j 0.0106557+0.00311938j 0.00286543+0.00345327j 0.00489111+0.00738821j -0.00787283-0.00261279j 0.00288355-0.00345194j -0.00169438-0.0101734j -0.00744708-0.00113378j 0.00150228-0.00142421j -0.00271754-0.00956131j -0.00107304+0.00160022j 0.000590706-0.0117955j -0.00750493-0.0036159j -0.00447475-0.0100476j -0.00168101+0.00117839j 0.00359629+0.00819206j -0.00295799-0.00339063j 0.00287568-0.00233612j 0.00210526-0.000573426j -0.00414785-0.00338005j -0.00634474-0.00121899j 0.000695316+0.00152463j 0.00230168+0.00154639j 0.00342456-0.00124066j 0.00184427+0.000846608j -0.00257529+0.00261659j -0.000102774-0.000167148j 0.00254783-0.00165909j -0.00187965-0.00150864j -0.000732812+0.000860627j 
0.000350429-0.000778637j 0.000576391+0.000439707j 0.00101773-0.00139689j -0.00229483-0.000462989j 0.00141282+0.000243439j 0.000483166+0.000157796j -0.00174625-0.00143288j -0.000785788-0.000883521j 0.00322543+0.0005817j -0.00126347+0.00108618j -0.00111642+0.000518926j 0.00155156-0.00292453j -0.00197013-0.00215345j 0.00221903+0.00145979j 0.00217908-0.00149015j -0.0027925+0.00617975j 0.000886502-0.000653623j -0.0055664+0.00542243j 0.00658656+0.013042j -0.00700822+0.000475492j -0.00870866-0.0035349j 0.000407587-0.000280123j -0.00856436-0.00700666j -0.00372237-0.00435379j -0.00455929+0.00404133j -0.00306583-0.00405016j -0.00107029-0.00151894j 0.00864333-0.0060353j -0.00940325-0.00539162j 0.00736244-0.000279324j -0.0079154-0.00689674j -0.00693737-0.0115404j 0.0078442-0.00480452j 0.00201181+0.00476604j 0.000111583-5.20922e-05j 0.00318388+0.000751393j 0.00199837-0.00945354j -0.0138241-0.00781044j 0.00669021-0.0191989j -0.0116637+0.00671113j 0.00819305-0.0143227j 0.00250967+0.00208693j 0.00242586-0.00943696j -0.0057355+0.0138872j 0.00284725+0.00299596j 0.0047665-0.0141494j -0.00713371-0.00135279j 0.011782-0.00700394j 0.00309394-0.00739387j -0.0123889-0.00373586j -0.0105174-0.00422811j -0.00836652+0.00218786j -0.00316004+0.00521791j -0.00744593-0.011747j -0.0020717-0.0049633j -0.00160271+0.00155617j -0.00108414-0.00197239j 0.000956223+0.00108661j 0.00199371+0.000847217j -0.00368654+0.00192154j -0.00487915-0.00153287j 0.000940098-0.00184004j -0.000347098-0.00086292j -0.00066442-0.00010182j 0.000824172+0.000462065j -0.00237804+0.0019955j 0.00187297+0.000232794j -0.00031485-0.000173748j -0.00058177+3.98263e-05j -8.87774e-06+0.000646619j 
0.00204815+0.000690097j -0.00155874+0.00297192j 0.001488-0.00471426j -0.00117114-0.000598679j 0.00240532-0.000303809j -0.00438158-0.000312675j -0.000589959-0.00755696j 0.000461302-0.00138114j 0.00351614+0.00447649j 0.00885274-9.56195e-05j 0.00579757-0.000425505j -0.0017717-0.00613872j -0.00310304-0.00215749j 0.00694198-4.71965e-06j 0.00578749-0.00156459j 0.00585062+0.00426612j -0.00135832-0.0031896j -0.0024832-0.00376451j -0.00959605-0.00449473j 0.00947791-0.00307215j 0.00193274-0.00214186j -0.00684461-0.00732107j 0.00262174-9.40528e-05j -0.00734395+0.00358667j -0.00353241+0.00655955j -0.000103062+0.00155901j 0.00622459-0.000236736j 0.00428865-0.00683478j 0.00514349+0.00698135j 0.000507447+0.0128145j -0.00672111+0.00887181j -0.00714644+0.00675015j -0.00139974-0.00320235j -0.00488877-0.00991225j -0.00391629+0.0131308j 0.00218868-0.00897131j 0.0103328-0.00360266j 0.000887805-0.00489629j 0.000960411+0.0021489j -0.0056861+0.00232027j -0.00134159+0.0117996j -0.00693042+0.0146731j 0.00309653-0.00266449j -0.00953718+0.00375265j -0.000766476+0.00156809j -0.00405237+0.00385668j 0.00201603-0.0014639j -0.00225608-0.00249405j 0.000113649-0.00183814j -0.00707219-0.00116488j -0.00120558-0.00479581j -0.0053369+0.000466463j 0.00493794+0.00185515j -9.26012e-06-0.0024292j 0.00216014+0.00125467j 0.00323417+0.00411158j 0.0057606+0.00419741j 0.00514151+0.00254321j -0.000334657-0.00462487j 0.000131636+0.00148021j 0.00628948-0.00163738j 0.00423978-0.000625038j -0.00139866+0.00182289j -0.000517219+0.00156793j -0.00338667-0.00215876j -0.00294989-0.00051028j 0.00303646-0.000945668j 0.00118379+0.00404623j -0.00166789-0.00278774j -0.00179882+0.00206504j 
3.20772e-06-0.00145851j 0.00236048-0.000322142j 0.000278354-0.0007821j 0.000109246-0.00150983j 8.01058e-05+0.000327921j 5.29498e-05-0.00336123j -0.00357466-0.00499328j -0.00238582+0.00137994j -0.00364046+0.00542813j 0.000918345-0.000963283j 0.00109002-0.000727136j -0.00337199+6.05012e-05j 0.000151537+0.00204948j 0.00634914+0.00482524j 0.00863752-0.00144782j -0.000654823+0.000304214j -0.00596468+0.00218727j -0.0045137+0.0033866j 0.00206351-0.00599695j -0.00093672-0.0138648j -0.000218834+0.00631414j 0.00470546-0.00508608j -0.00605994-0.00682571j -0.00094063+0.0055889j -0.00321583-0.00258083j 0.0180276+0.00134763j -0.00246509-0.00166306j 0.000404175+0.00526978j 0.0042674+3.41569e-06j -0.00136581+0.0102029j -0.000517816-0.00764533j -0.00108649+0.0094042j 0.0060014-0.00247402j 0.00313959+0.000538488j 0.00588569-0.00111526j -0.000592733+0.0135438j 0.0032713-0.000784669j 0.00645941+0.00370837j 0.00132205+0.00993873j 0.00124269+0.00598238j -0.00153519-0.00986232j 0.00348163-0.00197677j -0.00122809+0.00560225j -0.00262079+0.000308646j -0.019014+0.00154353j -0.00286167+0.00199129j -0.00170904-0.0044992j 0.00552955-0.00588465j -0.00392216-0.00306452j 0.000257943-0.00534903j 0.00117724+0.0132734j -0.000324636-0.00488797j 0.00579543+0.00236789j -0.00511643-0.00193581j -0.00101998-0.000723323j -0.00896018-0.00185472j -0.00502346+0.00485301j 0.00081846-0.00251798j -0.00382513+0.000234854j -0.00072073-0.00090638j -0.0017643-0.00176812j 0.00372048+0.00464194j 0.00224439-0.000834952j 0.00153959-0.00460201j -2.84479e-07-0.00352164j -0.00110904-0.000535264j -0.000181942+0.00208109j -0.000562082-0.000599016j -0.00255715+0.000910225j 0.00086425+0.00178305j 
-0.000779342+0.00197781j -0.00203134-0.00070557j 0.00178922-0.000812196j 0.000928944-0.00254924j 0.000428814+7.47484e-05j -0.00354904+0.000279619j -0.00227711-0.00155829j 0.000758664-0.00300139j 0.00147901-0.000220565j 0.00442541-0.00360293j 0.00414704-0.000595017j -7.03235e-05-0.0045694j 0.00137802-0.00275474j 0.00494149-0.00257779j -0.00496262+0.000186071j -0.00482111-0.00303071j -0.00306843+0.00363903j 0.00230014+0.00149468j 0.00705592+0.00213738j 0.000992582-0.0053484j 0.00444973+0.00125958j -0.00372979+0.00322762j 0.00195617-0.0107828j 0.00292194-0.00851789j 0.0108007-0.0088159j -0.00124078+0.00176528j 0.0101409+0.00103258j -0.000922527+0.00609138j -0.00271475+0.0082666j -0.00751654-0.00342279j 0.00535506-0.00711976j -0.00697761-0.00830462j -0.00133326+0.000342483j -0.00122585-0.000175187j 0.00996616+8.49623e-05j -0.000190989+0.0123218j -0.00127333+0.00329841j -0.000588655-0.000636995j 0.00649246-0.00615872j 0.00629461+0.0046821j -0.0059733+0.00333508j -0.00443589-0.00827952j -0.00227902+0.00902186j 0.011078+0.000751247j -7.21108e-05+0.00119293j 0.0125201+0.0074897j -0.00165074+0.00479405j -0.000184777-0.00970965j 0.00550422+0.00324854j 0.0039965+0.00205182j 0.00258174+0.0058196j -0.00414516+0.00264924j 0.000343793+0.000172617j -0.00305969-0.00376941j -0.00415251+0.00165428j 0.0044796-0.00173402j -0.00473103-0.000406646j 0.002836+0.00267009j -0.000952688+0.00267838j -0.00429774-0.000116854j -0.00311394-0.00189264j -0.00409715+0.00211113j -0.000780718-0.00509324j 0.000135621-0.00020843j 0.00582249-0.00035955j -0.00243767-8.44165e-05j 0.000337452+0.00265081j -0.00170948-1.2892e-05j 0.00123508+0.000599426j 3.62454e-05-0.00100305j 
-0.00187876-0.0014986j 0.0016847-0.00307514j -0.00124429+0.00326374j 0.0019861+0.0010258j -0.00068263+0.0012947j 0.00296161+6.95952e-05j 0.000932206+0.00143951j 0.00257447+0.00173445j -0.00411359-0.000161828j -0.00619061-0.000440964j -0.000653698+0.000336155j -0.000823956+0.00468749j 0.00415319-0.00233955j -0.0066771+0.00595906j -0.00421864+0.00259479j 0.00552842-0.000720411j 0.00273443-0.00224234j -0.00587492-0.000478039j 0.00392786-0.00187435j 0.000761413+0.00388902j -0.00364425+0.00132371j 0.000182414-0.00152028j 0.00687467-5.83949e-06j 0.0038281+0.00146461j -0.00682593-0.00744967j -0.00072151+0.00174691j -0.00769806-0.000198188j -0.00248722-0.00166798j -0.00855239-0.0154695j -0.00039748-0.014097j -0.00357129+0.000902735j 0.00185718+0.00821042j 0.00434461+0.00177576j 0.00939127-0.00193203j -0.00707459-0.0124537j -0.0022311-0.010077j -0.00343397+0.00967777j -0.00590717-4.58825e-05j 0.00473884+0.00757623j -0.00660417-0.0103976j -0.00145531-0.0110561j 0.00529315-0.00658043j -0.00189623-0.00570856j 0.00298484+0.000203607j 0.00204395+0.00300078j -0.00398617-0.00725527j -0.00663289-0.00381263j -0.00485223+0.00482519j 0.00563611-0.00617313j 0.00368033+0.000150438j 0.0105872+0.00142655j 0.0100891-0.007146j 0.00260936-0.00448718j 0.000377645+0.00186133j 0.00718139-0.00306492j -0.00486882-0.000792968j -0.00339257+0.000658221j -0.000109333+0.000917083j -0.00131209+0.00388515j -0.00534366+3.72905e-05j -0.00557256-0.000360669j -0.00216657+0.00366003j -0.0029219-0.00137526j -0.000534548-0.00404128j 0.00319044+0.00124309j 0.00186567-0.000299454j -0.000312817+0.00064838j -0.000883414-0.00333101j 0.000474057+0.00202963j 0.00125518-0.000277275j 
-0.00169319-0.00149612j 0.00140363-0.00199558j -0.000996044+0.000483208j 0.00297697+0.000375541j -0.0024263-0.00402757j 0.000268287+0.000535951j -1.11328e-05+0.00117309j 0.000378721+0.000669213j -0.00194007+0.000206992j 0.00254016-0.000445081j 0.00467998+0.00144965j 0.00244364+0.000628816j 0.00321934-0.000638927j 5.83721e-05-0.000844392j 0.00143585+0.00450217j -0.00133493+0.00446191j -0.00812079+0.0139322j 0.00262145+0.00471949j 0.00998069+0.000399631j -0.00959845+0.00508513j -0.0138853+0.00581698j -0.00315028-0.0070381j -0.0100658-0.00603488j -0.00689049+0.0040164j 0.00460273+0.013458j -0.00291749+0.00263739j -0.00685791-0.0158031j -0.00350662-0.00890477j 0.00168629-0.0071954j 0.00801556+0.0118998j -0.0133304-0.00687394j -0.00604889-0.0191858j -0.0140455+0.00993689j 0.005643+0.0104308j -0.00197111-0.00327483j -0.00436619-0.00276788j 0.00191522-0.00456009j 0.00822153+0.00769367j 0.00877786-0.00990026j -0.0085348+0.00576585j 0.00694286-0.0020631j -0.00778208+0.00313404j -0.0085246-0.00645546j -0.00071847-8.15227e-05j 0.00117641-0.00446402j -0.00706307-0.00675667j -0.00393711+0.00415391j 0.00676052-0.00482279j -0.000275376-0.00104493j -0.00743702+0.00142267j -0.00252762-0.000156608j -0.00391163+0.0108333j 0.0065872+0.00402283j 0.00208739+0.000969709j -0.00124921-0.00702354j -0.0034799-0.0010048j -0.0020302+0.00186776j -0.00233548+0.00215073j 0.00141846+0.00490699j 0.000883536-0.00104197j -0.00209903+0.000600633j -0.00335675+0.000188661j 0.00100424-0.0018454j 0.000359782-0.00284687j 0.000158053+0.00116463j 0.00165701-0.000925475j -0.0033406+0.000567046j -0.000957856-0.00236383j -0.00118425+0.00183174j 0.00152631+0.00135473j 
0.000435413+0.00032547j -0.000987212+0.000726287j 0.0029097+0.000595024j -0.000452063-0.000786304j 0.00305766+0.00228842j 0.00240333-0.000791647j 0.00244531+0.000486781j 0.00210358-0.00136552j -0.000709763-0.00209238j -0.00330409+0.000861268j -0.0045734+0.00207326j -0.0024282-0.00268272j -0.00365688-0.00301723j -0.000967058+0.00332366j 0.00478118-0.00840937j 0.00178942+0.00174136j 0.00269186-0.0097331j -0.00746544+0.00442513j 0.00237262+0.011626j -0.000695234+0.00123803j 0.000750667-0.00890932j 0.00215587-0.00045559j -0.00956903-0.000483055j 0.00219544-0.00976461j -0.00313265-0.00278587j -0.00688276+0.00238607j -0.00677282+0.00602837j 0.00177821-0.00491513j -0.00887804+0.00282645j -0.00129909-0.00738838j -0.000152549+0.00298629j -0.00598363+0.00707863j 0.00408764+0.000386562j -0.00411646-0.00572612j 0.000845826+0.00632694j 0.00585873+0.00768118j -0.00499706+0.0111664j -0.0107391-0.00797563j -0.00271444+0.00337452j -0.00258547-0.00114644j 0.00672196-0.00736408j -0.000652633+0.00424932j -0.000536274-0.00550727j -0.00375591+0.0109227j 0.00976148+0.00440991j 0.00455205-0.00108087j -0.00395613+0.0001669j 0.00735212-0.0092798j 0.000509754-0.0106626j -0.00208117+0.00685578j -0.0102364+0.00310057j -0.000281709+0.00124534j -0.0014021+4.25012e-05j -0.00598773+0.0033421j 0.00229025-0.00343307j 6.68247e-05-0.00852024j -0.00293426+0.00178349j -0.00132025+0.00353672j 0.000234272-0.000675563j 0.000260298+0.000966576j -0.00243344+0.000610426j -3.05269e-05+0.000158814j -0.00310196-0.00115597j -0.00324839+0.00174489j 0.00242153-0.00101388j 0.00103892+0.00137947j 0.00208566-0.000732733j -0.00176138+0.000577428j 0.00175471-0.000733094j -8.22723e-05-0.00104763j 
0.000416613+0.00212889j -0.00260608-0.00041097j 0.0013491-0.00138385j -0.00185595+0.000389351j 0.0019187-8.32182e-06j -0.00259433+0.00092626j 0.00289969+0.00071j -0.00105016+0.000760949j 0.00262478+0.00109709j 0.00173646-0.00126446j -0.00318043-0.000700934j 0.00353784-0.00393227j -0.0023255+0.000344899j 0.0057771+0.00454392j -0.00900488-0.00488824j 0.00154769+0.00728109j -0.000504515-0.00736653j 0.00415893-0.00284511j 0.0011427-0.000434991j -0.0101307-0.00161987j -0.0013596-2.19239e-05j 0.000533129-0.00588818j 0.00224332-0.0108783j -0.00170719+0.000474948j 0.00269975-0.00888568j -0.00467146+0.00221499j 0.00151449-0.00361716j 0.00564318+0.000200613j -0.00745213-0.00399018j 0.0108783-0.00251385j 0.0010248+0.00234385j 0.00868749+0.00668786j 0.00945605-0.00358222j -0.00930447-0.0167671j 0.00889612-0.0114292j -0.00750946+0.014263j -0.00469682-0.00182081j -0.0109644-0.00366132j 0.0033356-0.00597204j 0.0010956+0.00117819j -0.0121018-0.00419276j -0.00167779-0.00527164j 0.00619078-0.00253779j -0.00687717-0.00337849j -0.000750446+0.000858489j 0.00238401-0.0052372j 0.00540879+0.0055212j 0.00630304+0.000422482j -0.00305337+0.003926j 0.00327016+0.00155787j -0.00493311-0.00212246j 0.00426737+0.00712234j 0.00490976+0.00737782j 0.000392981-0.0035964j -0.00249605+0.0040693j -0.00711942+0.000336493j 0.00162476-0.000492435j 0.00132882-0.00206797j -0.00121076-0.00142639j 0.00188515+0.00300204j 0.0038559-0.002331j 0.00193223-0.000852226j -0.000549043-0.000802349j 0.000140015+0.00373788j -0.00151825+0.00190033j -0.000451665-0.000753157j 0.00108668+0.00241418j -0.000967773+0.00239066j 0.000715307+0.000815018j -0.000318779-0.000145714j 
