1.00878-0j 0.102635-0j 0.103699-0j 0.0590704-0j 0.00852608-0j 0.0730959-0j 0.0426393-0j 0.0105505-0j 0.00615445-0j 0.0416381-0j 0.00736065-0j 0.0485778-0j 0.000613387-0j 0.0297477-0j 0.0425056-0j 0.00858742-0j 0.0052587-0j 0.0175326-0j 0.000715618-0j 0.00751399-0j 0.000438225-0j 0.00309936-0j 0.000626166-0j 0.00025828-0j 0.0321516-0j 0.00535859-0j 0.0363191-0j 0.00328146-0j 0.000669824-0j 0.0296544-0j 3.94698e-05-0j 0.0299617-0j 0.00605318-0j 0.0259476-0j 0.0037068-0j 0.0049424-0j 0.0214057-0j 0.000756647-0j 0.00302659-0j 0.00499362-0j 4.45859e-05-0j 0.00683921-0j 0.0006178-0j 0.00305795-0j 0.0043246-0j 0.00264826-0j 3.64042e-05-0j 0.00356761-0j 0.000624202-0j 0.000540575-0j 0.00218471-0j 3.67815e-05-0j 0.00113987-0j 0.000445951-0j 0.000698024-0j 3.18537e-05-0j 0.000142484-0j 2.62779e-05-0j 8.39593e-06-0j 
-0.00494959-0j -0.00025115-0j 0.000234506-0j -0.0142243-0j 2.14748e-05-0j -0.0333124-0j -0.0394699-0j 5.02926e-05-0j 5.95888e-05-0j -0.0151401-0j -0.00177246-0j 0.0344088-0j 1.54495e-06-0j 0.031834-0j 0.0134816-0j 0.00402826-0j 0.00372683-0j -0.00763242-0j -3.5112e-06-0j 0.00157831-0j -3.24846e-06-0j -0.000893533-0j -1.37572e-06-0j 7.78841e-07-0j 8.09809e-05-0j -0.00194845-0j -0.0001782-0j -0.00158863-0j -0.000161295-0j -7.25649e-05-0j 9.94134e-08-0j 6.77561e-05-0j 0.00428761-0j 0.000374689-0j 0.00349582-0j 0.00174595-0j -0.000201354-0j 0.000354935-0j 0.00142353-0j -0.00163025-0j -2.18762e-07-0j -0.000219396-0j 0.000144533-0j -0.0013292-0j -0.00901524-0j -0.00735041-0j -8.90818e-08-0j 0.0048447-0j -0.000134955-0j -0.000746295-0j 0.00395004-0j 8.31785e-08-0j 0.0052788-0j 0.000401052-0j 0.00430397-0j 4.59974e-07-0j 0.000436987-0j -2.47186e-07-0j -2.69334e-07-0j 
5.18537e-05-0j 0.00073527-0j -0.000764657-0j 0.00057089-0j -0.0117417-0j 0.000348992-0j -0.000209544-0j -0.00717785-0j 0.00430977-0j 2.1403e-06-0j 0.00518909-0j -4.91065e-06-0j -0.0198175-0j -4.50026e-06-0j -2.12269e-06-0j -0.0119057-0j -0.0109107-0j 9.01222e-07-0j 0.0454686-0j -0.0051464-0j 0.0416687-0j 0.00218498-0j 0.0196544-0j -0.00834458-0j 1.65267e-06-0j -3.95135e-05-0j 1.86689e-06-0j -3.24211e-05-0j -0.0448442-0j 2.91237e-06-0j -0.0052678-0j -3.02878e-06-0j -4.46352e-05-0j -3.92537e-06-0j -3.66235e-05-0j -6.96315e-05-0j -1.06898e-06-0j -0.0506569-0j -5.71331e-05-0j 7.24146e-05-0j -0.00595061-0j 3.51553e-07-0j -0.0790255-0j 5.94167e-05-0j 9.38512e-05-0j 7.70055e-05-0j -0.00928304-0j 2.55581e-05-0j 0.082184-0j 0.106513-0j 2.09706e-05-0j 0.00965406-0j -8.40522e-06-0j 0.0290061-0j -6.89654e-06-0j 0.0125119-0j -0.00953916-0j 0.00340732-0j -0.00112055-0j 
-0.000429148-0j -0.00213262-0j 0.00215343-0j 0.00983992-0j 0.000704201-0j 0.00597698-0j -0.00324277-0j 0.000427747-0j -0.000232071-0j 1.83493e-05-0j 0.0293976-0j 4.06412e-05-0j -3.87768e-05-0j 1.31094e-05-0j -1.87203e-05-0j 0.0651117-0j 0.0210026-0j 3.65178e-05-0j -8.58856e-05-0j -0.029992-0j -2.77035e-05-0j 0.0585056-0j 3.95609e-05-0j -7.71718e-05-0j 1.41687e-05-0j -0.000111345-0j -1.54506e-05-0j 0.026434-0j 0.00540714-0j -2.57e-05-0j -3.33271e-06-0j 2.59508e-05-0j 0.000121419-0j -1.10385e-05-0j -0.0288256-0j 0.000201964-0j 8.46951e-06-0j -0.00589636-0j -0.0479475-0j -0.000203934-0j 3.63424e-06-0j 3.16048e-05-0j -0.00980779-0j 0.0484153-0j 8.67459e-05-0j -0.020594-0j 6.04507e-06-0j -6.65577e-05-0j 0.00990348-0j -0.00421256-0j 0.0158012-0j -6.10404e-06-0j -0.000248367-0j 0.00323218-0j 0.0589639-0j 2.59643e-06-0j 0.0120612-0j -1.99217e-06-0j -7.43397e-06-0j 
7.70225e-06-0j 0.012686-0j 0.00420423-0j 2.60314e-05-0j 0.0167029-0j -1.64254e-06-0j -3.66043e-05-0j -0.00105392-0j -0.0234869-0j -0.00264897-0j -0.000309134-0j -5.35448e-05-0j 0.0036825-0j -0.00168008-0j -0.00768272-0j -6.24867e-06-0j -0.000196065-0j 0.00326892-0j 7.44361e-05-0j -0.000896571-0j 0.00233559-0j 0.000381482-0j 0.0106802-0j -0.00454433-0j 1.41687e-05-0j 0.0324892-0j 2.77304e-07-0j 1.44609e-06-0j 0.00131221-0j -3.84607e-05-0j 0.00047725-0j -1.27461e-05-0j 0.000635866-0j 1.75877e-07-0j 2.83023e-08-0j -0.0881912-0j 5.40817e-05-0j 2.56821e-05-0j -3.92537e-06-0j -0.0292272-0j 9.34056e-06-0j -1.17947e-05-0j -0.00356197-0j -1.3009e-06-0j 0.000403291-0j 1.79504e-08-0j -0.00129549-0j 0.124011-0j -0.00118046-0j 1.62886e-05-0j 5.51969e-06-0j -0.000429333-0j -0.0270454-0j 0.00500869-0j -1.20379e-06-0j 5.92415e-06-0j -0.00109234-0j 0.00182166-0j -0.000397284-0j 
6.67034e-06-0j 0.00543557-0j 0.00180138-0j -0.00433316-0j -0.000310106-0j 0.000273415-0j 0.00609311-0j 1.95672e-05-0j 0.000436058-0j 1.58909e-05-0j 0.025459-0j 3.21211e-07-0j -3.35817e-05-0j 1.00787e-05-0j 4.6088e-05-0j 0.000514616-0j 0.0161471-0j -1.961e-05-0j -6.78804e-07-0j 0.0738381-0j -2.12989e-05-0j -0.0314173-0j -9.73962e-05-0j 4.1441e-05-0j 1.22705e-05-0j -9.64274e-05-0j 2.40153e-07-0j 0.0228925-0j 0.00468272-0j -3.33079e-05-0j -2.88621e-06-0j -1.10385e-05-0j -1.88724e-06-0j 1.52314e-07-0j 0.000448043-0j 0.00026175-0j 4.68361e-05-0j 9.16484e-05-0j -0.0621412-0j 8.67459e-05-0j -5.64878e-08-0j -1.02145e-05-0j -0.0127111-0j -0.020594-0j -1.19696e-06-0j 0.000284167-0j 7.83456e-06-0j -0.000368062-0j -0.00421256-0j 5.8127e-05-0j 0.0873803-0j 2.59643e-06-0j 8.02704e-05-0j 0.0178739-0j -0.0190567-0j -3.58268e-08-0j -0.0038981-0j -1.10166e-05-0j 2.40261e-06-0j 
5.05756e-05-0j 0.000764657-0j -0.000772118-0j -0.000576806-0j 0.0118634-0j -0.000350364-0j 0.000190088-0j 0.00720607-0j -0.00390961-0j -2.16248e-06-0j -0.00524286-0j -4.78961e-06-0j 0.0200228-0j -1.54495e-06-0j 2.20621e-06-0j -0.0116122-0j -0.00374568-0j -4.30367e-06-0j 0.0443479-0j 0.00534888-0j 0.014305-0j -0.0104341-0j -0.0204277-0j 0.0398484-0j -1.6698e-06-0j 3.99229e-05-0j 1.82088e-06-0j 3.2757e-05-0j 0.0453089-0j 3.02878e-06-0j 0.00532239-0j -3.05833e-06-0j -4.3535e-05-0j 1.3009e-06-0j -3.57208e-05-0j -7.24146e-05-0j -9.98142e-07-0j -0.0494083-0j -5.94167e-05-0j 7.31211e-05-0j -0.00580394-0j -3.72466e-06-0j -0.082184-0j 5.99963e-05-0j -3.11029e-05-0j -2.55202e-05-0j -0.00965406-0j 2.38644e-05-0j 0.0829858-0j -0.035299-0j 1.95809e-05-0j 0.00974825-0j 8.90524e-05-0j 0.0270839-0j 7.30681e-05-0j -0.00414654-0j 0.101066-0j 0.00318152-0j 0.0118722-0j 
-2.36679e-06-0j -5.60898e-05-0j 5.83316e-05-0j 2.72553e-07-0j 0.00180529-0j 1.66615e-07-0j -1.0004e-07-0j 0.0011036-0j -0.000662629-0j -9.7691e-08-0j 4.14045e-06-0j 2.24139e-07-0j 0.0094406-0j 2.05408e-07-0j 9.68872e-08-0j -9.49973e-06-0j -8.70582e-06-0j -4.1135e-08-0j -0.0216602-0j -4.10638e-06-0j -0.0198501-0j 1.74343e-06-0j -0.00936293-0j 0.00397518-0j -7.54338e-08-0j 3.01427e-06-0j -8.52115e-08-0j -7.69893e-09-0j -7.21177e-05-0j -1.32931e-07-0j -0.0572799-0j 1.38244e-07-0j 3.40498e-06-0j 1.79168e-07-0j -8.69686e-09-0j 5.31182e-06-0j 4.87921e-08-0j -8.14656e-05-0j -1.35672e-08-0j -5.52413e-06-0j -0.0647046-0j -1.60461e-08-0j -0.000127087-0j 1.41095e-08-0j -7.15941e-06-0j 1.82863e-08-0j -0.10094-0j -1.94969e-06-0j 0.000132167-0j 0.000171292-0j 4.97982e-09-0j 0.104974-0j 6.4119e-07-0j 4.66472e-05-0j -1.6377e-09-0j 0.13605-0j -1.53407e-05-0j 0.0370498-0j -0.0121845-0j 
0.000714412-0j -0.00345473-0j 0.00322579-0j -2.14748e-05-0j -0.0137792-0j -5.02926e-05-0j -5.95888e-05-0j -0.03227-0j -0.0382348-0j 0.00218529-0j 0.000255022-0j -0.00496648-0j -0.00303791-0j -0.00459484-0j -0.00194591-0j -0.000579587-0j -0.000536216-0j 0.00110165-0j 0.00690423-0j -0.000227087-0j 0.00638758-0j 0.000128562-0j 0.00270513-0j -0.00153147-0j -1.16886e-05-0j -0.0268022-0j 2.5721e-05-0j -1.19296e-06-0j -0.00108252-0j 1.04738e-05-0j -0.000393711-0j -9.77975e-06-0j 0.0589789-0j -5.40817e-05-0j 2.62514e-06-0j 0.0240168-0j 2.9063e-05-0j 0.00238211-0j 1.06898e-06-0j -0.0224252-0j 0.000866371-0j 3.16671e-05-0j 0.000970017-0j -9.98142e-07-0j -0.124011-0j -5.51969e-06-0j 0.000352794-0j 0.0666421-0j -0.000905736-0j -0.00500869-0j 2.96623e-06-0j -0.000329415-0j 0.0726134-0j 0.00269162-0j 3.23201e-06-0j -0.00182166-0j 0.00293279-0j 0.00097894-0j 0.00106666-0j 
0.0031769-0j -8.25949e-05-0j -0.000875084-0j 0.00454474-0j -6.86131e-06-0j -0.0220081-0j -0.0417822-0j 3.32263e-05-0j 6.30797e-05-0j 0.00483734-0j 0.00056631-0j -0.0220853-0j -4.9362e-07-0j 0.00345596-0j 0.0517822-0j -0.00258555-0j 0.000404592-0j -0.0379238-0j 2.25367e-06-0j 0.00606218-0j -3.52659e-07-0j -0.00443977-0j -5.28405e-06-0j 3.86989e-06-0j -2.58738e-05-0j 0.000622539-0j 0.000114378-0j 0.000507575-0j 5.15347e-05-0j -2.38642e-05-0j -3.17631e-08-0j -0.000252839-0j -0.00275201-0j 8.17157e-05-0j -0.0022438-0j 0.000574187-0j 0.000219396-0j -0.000227815-0j 0.000468153-0j 0.00608345-0j 1.40413e-07-0j -0.000273759-0j 4.7532e-05-0j 0.00496003-0j -0.00196613-0j -0.00160305-0j -2.92961e-08-0j -0.0052788-0j 0.000503597-0j -0.000162759-0j -0.00430397-0j -3.10389e-07-0j 0.0065868-0j -0.000436987-0j 0.00537043-0j 1.00316e-07-0j 0.000545265-0j 2.69334e-07-0j -3.36071e-07-0j 
-7.86108e-07-0j -0.00194893-0j -0.000645891-0j 0.000254006-0j -0.00522422-0j -1.60273e-05-0j -0.000357172-0j 0.000329639-0j 0.00734608-0j -1.87276e-06-0j -0.00454045-0j -3.78551e-08-0j 0.0173403-0j -1.18778e-06-0j -5.43153e-06-0j -9.17784e-05-0j -0.00287973-0j 2.31106e-06-0j 0.000350507-0j -0.0131685-0j 0.0109979-0j 0.00560308-0j 0.0502915-0j -0.0213985-0j -1.44609e-06-0j 3.45743e-05-0j -2.83023e-08-0j 2.83684e-05-0j 0.0392387-0j 3.92537e-06-0j 0.00460932-0j 1.3009e-06-0j 6.76675e-07-0j -1.79504e-08-0j 5.55216e-07-0j -9.38512e-05-0j -5.51969e-06-0j 0.000767964-0j -7.70055e-05-0j -3.11029e-05-0j 9.02119e-05-0j 1.20379e-06-0j -0.106513-0j -2.55202e-05-0j 4.29174e-07-0j 3.5214e-07-0j -0.0125119-0j 0.000131969-0j -0.035299-0j 0.000487073-0j 0.000108282-0j -0.00414654-0j -2.87812e-05-0j 0.149773-0j -2.36151e-05-0j 5.7216e-05-0j -0.032664-0j 0.0175937-0j -0.003837-0j 
0.000618699-0j -0.00148025-0j 0.00138215-0j 0.00357468-0j 0.000255825-0j 0.00837165-0j 0.00991908-0j 0.000599124-0j 0.000709866-0j -1.31094e-05-0j -0.0210026-0j 2.97935e-05-0j 2.77035e-05-0j 2.75641e-05-0j 1.16733e-05-0j 0.0477325-0j 0.0441607-0j -6.60868e-06-0j -6.29616e-05-0j 0.018702-0j -5.82502e-05-0j -0.0105878-0j -2.46688e-05-0j 1.39659e-05-0j -1.01226e-05-0j 7.95486e-05-0j 2.22751e-05-0j -0.0188854-0j -0.00386305-0j 9.07061e-06-0j 2.381e-06-0j -8.46951e-06-0j -0.000175049-0j -4.68361e-05-0j 0.0415577-0j -7.12814e-05-0j 2.51693e-05-0j 0.00850073-0j 0.0169227-0j 6.65577e-05-0j -5.23946e-06-0j 2.74245e-05-0j 0.00346158-0j -0.0158012-0j 0.000368062-0j -0.0873803-0j -2.13356e-06-0j -0.000197793-0j -0.00323218-0j -0.0178739-0j 0.0469573-0j 1.99217e-06-0j -0.000215516-0j 0.00960524-0j 0.0511648-0j 1.10166e-05-0j 0.0104659-0j -5.92023e-06-0j -6.45069e-06-0j 
-0.000458546-0j -0.00113615-0j -0.0120374-0j 6.86131e-06-0j 0.00440252-0j -3.32263e-05-0j -6.30797e-05-0j -0.0213194-0j -0.0404747-0j -0.000698209-0j -8.14808e-05-0j 0.00318774-0j 0.000970626-0j -0.000498825-0j -0.00747412-0j 0.000372009-0j -5.82127e-05-0j 0.00547383-0j -0.00443149-0j -0.000872227-0j 0.000693448-0j 0.000638795-0j 0.0103902-0j -0.00760953-0j 3.73456e-06-0j 0.00856343-0j -1.65091e-05-0j 3.81157e-07-0j 0.00034587-0j 3.4445e-06-0j 0.000125793-0j 3.64941e-05-0j -0.0378557-0j -1.17947e-05-0j -1.68495e-06-0j 0.00789832-0j -3.16671e-05-0j -0.00152896-0j 3.51553e-07-0j 0.0836819-0j -0.000556082-0j 3.95137e-05-0j 0.000319007-0j 3.72466e-06-0j -0.0270454-0j -1.20379e-06-0j 0.000116022-0j -0.0726134-0j 0.00337984-0j -0.00109234-0j -3.23201e-06-0j 0.00122925-0j 0.0906059-0j -0.00293279-0j 4.03285e-06-0j -0.000397284-0j 0.00365949-0j -0.00106666-0j 0.00133096-0j 
-2.30845e-06-0j -5.83316e-05-0j 5.89008e-05-0j -2.75377e-07-0j -0.001824-0j -1.6727e-07-0j 9.07513e-08-0j -0.00110794-0j 0.000601104-0j 9.87034e-08-0j -4.18336e-06-0j 2.18615e-07-0j -0.00953843-0j 7.05171e-08-0j -1.00699e-07-0j -9.26558e-06-0j -2.98873e-06-0j 1.96435e-07-0j -0.0211264-0j 4.26795e-06-0j -0.00681459-0j -8.32551e-06-0j 0.00973131-0j -0.0189829-0j 7.62155e-08-0j -3.04551e-06-0j -8.31112e-08-0j 7.77871e-09-0j 7.28651e-05-0j -1.38244e-07-0j 0.0578735-0j 1.39593e-07-0j 3.32106e-06-0j -5.93775e-08-0j -8.4825e-09-0j 5.52413e-06-0j 4.55587e-08-0j -7.94577e-05-0j -1.41095e-08-0j -5.57802e-06-0j -0.0631097-0j 1.70007e-07-0j -0.000132167-0j 1.42471e-08-0j 2.37268e-06-0j -6.06019e-09-0j -0.104974-0j -1.82049e-06-0j 0.000133456-0j -5.67673e-05-0j 4.64982e-09-0j 0.105999-0j -6.79334e-06-0j 4.3556e-05-0j 1.73513e-08-0j -0.0450878-0j 0.000162533-0j 0.0345946-0j 0.129093-0j 
-7.29144e-05-0j 0.000530746-0j -0.000495574-0j -0.000209544-0j 0.00430977-0j -0.000490738-0j -0.000581446-0j 0.0100932-0j 0.0119588-0j 1.54495e-06-0j 0.00374568-0j -3.5112e-06-0j -0.014305-0j -3.24846e-06-0j -1.37572e-06-0j -0.00851278-0j -0.00787577-0j 7.78841e-07-0j 0.0325109-0j -0.00333538-0j 0.0300781-0j 0.00188827-0j 0.012738-0j -0.00721143-0j 1.19296e-06-0j -2.85223e-05-0j -2.62514e-06-0j -2.34028e-05-0j -0.0323702-0j -1.06898e-06-0j -0.0038025-0j 9.98142e-07-0j 6.27641e-05-0j 5.51969e-06-0j 5.14984e-05-0j 2.55581e-05-0j -2.96623e-06-0j 0.0712315-0j 2.09706e-05-0j -2.38644e-05-0j 0.00836749-0j -3.23201e-06-0j 0.0290061-0j -1.95809e-05-0j -0.000131969-0j -0.000108282-0j 0.00340732-0j 7.09191e-05-0j -0.0270839-0j -0.149773-0j 5.81896e-05-0j -0.00318152-0j 7.72736e-05-0j 0.0804867-0j 6.34035e-05-0j -0.0175937-0j 0.0876985-0j 0.00945469-0j 0.0103019-0j 
-0.000397113-0j -0.000486804-0j -0.00515764-0j -0.00114213-0j -8.17372e-05-0j 0.00553081-0j 0.0105002-0j 0.000395816-0j 0.000751453-0j 4.1885e-06-0j 0.00671044-0j -1.9123e-05-0j -8.85141e-06-0j 2.99241e-06-0j 4.48366e-05-0j -0.0306372-0j 0.00479417-0j -3.28371e-05-0j 4.0412e-05-0j 0.0718332-0j -6.32375e-06-0j -0.0526087-0j -9.47516e-05-0j 6.93934e-05-0j 3.23422e-06-0j -2.54162e-05-0j -1.42973e-05-0j 0.00603396-0j 0.00123426-0j 2.98302e-06-0j -7.60742e-07-0j 3.16048e-05-0j 0.000112355-0j -1.02145e-05-0j -0.0266739-0j -2.34421e-05-0j -2.74245e-05-0j -0.00545621-0j 0.00556531-0j -0.000248367-0j 3.36295e-06-0j 3.42199e-05-0j 0.0011384-0j 0.0589639-0j 8.02704e-05-0j -0.0190567-0j -7.01656e-07-0j 0.000215516-0j 0.0120612-0j -0.0038981-0j -0.0511648-0j -7.43397e-06-0j -0.000268917-0j -0.0104659-0j 0.0638426-0j 2.40261e-06-0j 0.0130592-0j 6.45069e-06-0j -8.04907e-06-0j 
3.58807e-08-0j 0.000148674-0j 4.92716e-05-0j 1.21267e-07-0j 0.000803228-0j -7.65172e-09-0j -1.7052e-07-0j -5.06823e-05-0j -0.00112946-0j 8.54796e-08-0j -3.62289e-06-0j 1.72784e-09-0j -0.00826053-0j 5.42145e-08-0j 2.47914e-07-0j -7.32313e-08-0j -2.29778e-06-0j -1.05485e-07-0j -0.000166974-0j -1.05074e-05-0j -0.00523915-0j 4.47078e-06-0j -0.0239578-0j 0.0101938-0j 6.60045e-08-0j -2.63749e-06-0j 1.29182e-09-0j 6.73656e-09-0j 6.3103e-05-0j -1.79168e-07-0j 0.0501199-0j -5.93775e-08-0j -5.16199e-08-0j 8.19321e-10-0j 1.31845e-10-0j 7.15941e-06-0j 2.51938e-07-0j 1.23503e-06-0j -1.82863e-08-0j 2.37268e-06-0j 0.000980929-0j -5.49451e-08-0j -0.000171292-0j -6.06019e-09-0j -3.27394e-08-0j 8.36216e-11-0j -0.13605-0j -1.00673e-05-0j -5.67673e-05-0j 7.83303e-07-0j 2.57133e-08-0j -0.0450878-0j 2.19556e-06-0j 0.000240863-0j -5.60781e-09-0j 0.000622144-0j -5.25297e-05-0j 0.191307-0j -0.041722-0j 
3.32807e-06-0j -4.04878e-05-0j 3.78047e-05-0j -1.0004e-07-0j -0.000662629-0j -2.34287e-07-0j -2.77593e-07-0j -0.00155183-0j -0.00183867-0j -7.05171e-08-0j 2.98873e-06-0j 1.60264e-07-0j 0.00681459-0j 1.48271e-07-0j 6.27926e-08-0j -6.79248e-06-0j -6.28419e-06-0j -3.5549e-08-0j -0.0154875-0j -2.66135e-06-0j -0.0143285-0j 1.50668e-06-0j -0.00606811-0j 0.00343537-0j -5.4451e-08-0j 2.17582e-06-0j 1.19821e-07-0j -5.55738e-09-0j -5.20573e-05-0j 4.87921e-08-0j -0.0413468-0j -4.55587e-08-0j -4.78794e-06-0j -2.51938e-07-0j 1.22292e-08-0j -1.94969e-06-0j 1.35389e-07-0j 0.000114553-0j 4.97982e-09-0j 1.82049e-06-0j 0.0909848-0j 1.4752e-07-0j 4.66472e-05-0j -4.64982e-09-0j 1.00673e-05-0j -2.57133e-08-0j 0.0370498-0j -5.41004e-06-0j -4.3556e-05-0j -0.000240863-0j 1.38181e-08-0j -0.0345946-0j -5.89479e-06-0j 0.000129438-0j 1.50562e-08-0j -0.191307-0j 0.000141035-0j 0.102807-0j 0.112018-0j 
4.68002e-05-0j 0.000174545-0j 0.00184928-0j 6.69503e-05-0j -0.00137699-0j -0.00032421-0j -0.00061551-0j 0.00666815-0j 0.0126594-0j -4.9362e-07-0j -0.00119676-0j 2.25367e-06-0j 0.00457052-0j -3.52659e-07-0j -5.28405e-06-0j 0.00546394-0j -0.000855009-0j 3.86989e-06-0j -0.0208671-0j -0.012811-0j 0.00326533-0j 0.00938241-0j 0.048926-0j -0.035832-0j -3.81157e-07-0j 9.11302e-06-0j 1.68495e-06-0j 7.47729e-06-0j 0.0103424-0j -3.51553e-07-0j 0.00121492-0j -3.72466e-06-0j -4.02852e-05-0j 1.20379e-06-0j -3.30543e-05-0j 8.40522e-06-0j 3.23201e-06-0j -0.0457201-0j 6.89654e-06-0j 8.90524e-05-0j -0.00537069-0j -4.03285e-06-0j 0.00953916-0j 7.30681e-05-0j -2.87812e-05-0j -2.36151e-05-0j 0.00112055-0j -7.72736e-05-0j 0.101066-0j -0.032664-0j -6.34035e-05-0j 0.0118722-0j 9.64208e-05-0j -0.0876985-0j 7.91139e-05-0j -0.003837-0j 0.109429-0j -0.0103019-0j 0.0128545-0j 
-2.13613e-06-0j -1.33151e-05-0j -0.000141072-0j 3.19633e-08-0j 0.000211713-0j -1.54784e-07-0j -2.93855e-07-0j -0.00102523-0j -0.00194639-0j 2.25305e-08-0j -9.54915e-07-0j -1.02865e-07-0j -0.00217729-0j 1.60966e-08-0j 2.41183e-07-0j 4.35976e-06-0j -6.82224e-07-0j -1.76635e-07-0j 0.00994065-0j -1.02221e-05-0j -0.00155553-0j 7.48636e-06-0j -0.0233073-0j 0.0170696-0j 1.73973e-08-0j -6.95184e-07-0j -7.69071e-08-0j 1.77561e-09-0j 1.66326e-05-0j 1.60461e-08-0j 0.0132105-0j 1.70007e-07-0j 3.07315e-06-0j -5.49451e-08-0j -7.8493e-09-0j -6.4119e-07-0j -1.4752e-07-0j -7.35263e-05-0j 1.6377e-09-0j -6.79334e-06-0j -0.0583987-0j 1.84074e-07-0j 1.53407e-05-0j 1.73513e-08-0j 2.19556e-06-0j -5.60781e-09-0j 0.0121845-0j 5.89479e-06-0j 0.000162533-0j -5.25297e-05-0j -1.50562e-08-0j 0.129093-0j -7.35543e-06-0j -0.000141035-0j 1.87869e-08-0j -0.041722-0j 0.000175982-0j -0.112018-0j 0.139775-0j 
