-0.0246632+0.00822958j 0.010009-0.0227061j 0.0413097+0.00493876j -0.00561515-0.00514066j 0.0215604+0.0121786j -0.0255265+0.0204556j -0.0233463+0.00433806j 0.00535288-0.032991j 0.0516409+0.0238894j 0.00480413-0.0156469j -0.0510578+0.0225632j 0.00329889+0.0277673j 0.0108781+0.00659668j 0.0106453+0.00485382j -0.00512447+0.0384454j 0.00177567-0.00872958j 0.0111859+0.00884582j -0.0295652-0.00989522j -0.0133036-0.00357181j -2.64148e-05-0.0327138j 0.0102241-0.0114198j -0.0130142+0.0393386j -0.0279982+0.0344088j -0.00837549-0.0212113j 0.00963899+0.0158756j 0.0131786+0.00120548j -0.0123779-0.0147303j 0.000932684-0.0212469j -0.0376171+0.0146413j 0.0352294-0.00504151j 0.031562+0.00185926j 0.0332589-0.0483239j -0.0162041+0.0160345j -0.0226748-0.00914246j -0.000361306-0.00423698j -0.00338218-0.0319106j -0.0227104+0.0662426j 0.0209825-0.0286453j 0.0401724-0.0245065j -0.00562521-0.0646837j -0.0443852+0.00388743j -0.0466352+0.0399886j -0.0454802-0.0242565j -0.0829701-0.0401601j -0.0304653+0.0102749j 0.00595773+0.0305726j -0.00392935-0.00160207j 0.0180844+0.0168021j 0.0316475+0.0124087j -0.0245556+0.00499872j 0.0358084+0.0112925j -0.000913593+0.0190845j -0.028008-0.0244038j 0.0169666-0.0363964j 0.0325113-0.0416007j -0.0574376-0.00582825j 0.0654825+0.0249107j 0.0316839-0.019839j 0.0197968+0.0549977j 0.0542672+0.0414683j 0.0199663+0.0727592j 0.0352623-0.0263055j -0.0260922-0.064987j -0.109668+0.0917238j -0.0153541-0.0047027j -0.00740077-0.0118072j 0.0327385-0.002781j 0.00950297+0.0640855j -0.0124049+0.0217305j 0.131669+0.0918686j 
-0.0131303-0.00603196j 0.0534247-0.0207925j 0.027528-0.0221322j 0.0492495+0.00479176j 0.0167776-0.0820479j -0.0490026-0.0432544j -0.11605+0.0269952j -0.0398268-0.0977297j -0.00353529+0.00137255j -0.0416899-0.0392723j -0.0261135-0.0206282j 0.0716026-0.00946189j 0.0083451+0.0491011j -0.0465421+0.0406069j 0.00733888-0.0612189j 0.0339019-0.00789357j 0.0106093+0.00757072j -0.0198558-0.00175849j 0.0128028+0.0111486j -0.0864179+0.0415132j -0.0297487+0.033448j -0.0688678+0.15355j 0.0097573+0.0296186j 0.0743213+0.00914718j -0.0318734+0.0579565j -0.0382547-0.0156852j 0.0906272-0.0855577j 0.0796447-0.0291733j -0.0272484-0.0413585j 0.103755+0.00967194j 0.0329794+0.0604316j 0.204684-0.0777521j -0.0393365-0.0804769j 0.0129594-0.0754497j -0.00121305-0.0592376j -0.0774897+0.0203761j -0.0709808-0.0281729j 0.100645-0.0140485j 0.046702-0.0737732j -0.0721412-0.0533821j -0.0577717-0.0980118j 0.05816+0.00440208j -0.109474-0.0239996j -0.0585246+0.0786666j -0.0203258+0.0378923j -0.0155709+0.0538419j 0.0218282+0.0137352j -0.00800543+0.0932479j 0.0493144+0.0307234j -0.039384-0.0170223j 0.00273997-0.0440021j -0.0549716+0.0681211j 0.105212-0.0291191j -0.0926899+0.0272467j -0.00223213+0.00948073j -0.0501094-0.0918596j -0.0300117+0.176432j 0.0367453-0.0401556j 0.101873+0.00484512j 0.0277442+0.0630337j 0.0432878+0.0226511j -0.00787177-0.0808972j -0.0810734-0.0724262j -0.106643+0.140488j 0.0295935-0.0443433j -0.00438308-0.0964633j 0.0284752-0.0175784j 0.0632924+0.0847346j 0.0365612+0.113j 0.0685736+0.100538j 
0.00127735-0.00138595j 0.00924986-0.0239762j 0.022331+0.00798968j -0.00408602-0.0194882j -0.0063355+0.0183407j -0.00720957+0.00738988j 0.0253838+0.0378485j -0.00603288+0.0286034j -0.0852185-0.0905946j -0.0245158-0.0163126j -0.0494048+0.0234014j 0.105049-0.0448871j 0.0342646+0.0818424j 0.0113314+0.0025581j 0.0156995-0.0385961j -0.00550822+0.00101715j -0.0791851-0.0115328j 0.0683671-0.0308313j 0.0512964+0.00952562j -0.00842886+0.0560039j -0.01693+0.0375231j 0.044929+0.0181963j -0.0545318-0.0123691j 0.00254097-0.0482954j 0.0452867+0.0231354j -0.0689641+0.0372018j 0.060649-0.0416166j -0.0422022+0.0157793j -0.0796027+0.0182965j -0.0130562-0.028052j 0.0892692+0.00746277j 0.0607863-0.028445j -0.0506982+0.00127162j 0.0080079+0.0809376j -0.00582197+0.00523361j -0.041558+0.0365736j 0.0716719+0.0222757j -0.063337-0.0637885j -0.0389167+0.0503927j -0.0541619+0.0410036j 0.0460381+0.0607332j 0.00308551+0.0649015j -0.011348-0.0997015j 0.00484553+0.0157672j 0.0245159+0.0263428j 0.00322785+0.0291695j 0.0274223+0.0453426j 0.041286+0.0514802j 0.00473673+0.0717216j 0.044991+0.0416534j -0.0503977+0.0589757j -0.0131868+0.0574132j -0.0577471-0.049708j -0.0154318+0.00894712j 0.0310719-0.0353696j 0.0224678+0.0342193j -0.00810529+0.0612276j 0.0381167+0.00734191j 0.0574521-0.0157242j 0.00822765-0.00289137j 0.00452866+0.0344025j 0.0270471+0.0842941j 0.0479967-0.100704j -0.0842697-0.020511j -0.0112421+0.00848374j -0.0144436-0.00639894j 0.0458821+0.00330489j -0.0136323+0.0136989j -0.00847652-0.0157788j 0.0346477+0.0699429j 
-0.0110191-0.0331936j 0.0204742-0.0156891j -0.0227017-0.0444217j -0.0692316-0.0741247j 0.0534536+0.0204611j -0.0541651+0.000225681j 0.0302276-0.08693j -0.0398697+0.0228086j -0.0625577-0.0923447j 0.0463491+0.0203167j -0.016504-0.0233474j 0.133025-0.000686476j -0.0378874+0.0348848j 0.0213908-0.046985j 0.0751285-0.0138661j 0.0488695-0.0403672j 0.0139698-0.0122043j 0.0771825+0.00338594j -0.0151728+0.050561j -0.0456855-0.00682591j -0.0154934-0.0403618j 0.0289138-0.0296325j 0.0561858-0.00218274j -0.00660072-0.0907479j 0.110339-0.01105j 0.0844043+0.0371662j -0.0537156-0.0713436j 0.0105793-0.0141012j -0.053658+0.0604251j 0.0333434-0.0241412j 0.0333368+0.00317331j 0.015673-0.029219j 0.0429688+0.00345727j 0.024585+0.0080818j -0.0700596+0.0371547j 0.0140658-0.0206716j 0.0258907-0.00419486j -0.00674361-0.137005j -0.0750744+0.00492459j -0.0866586+0.0213927j -0.0209768-0.0197105j 0.000666927+0.155202j 0.0304649-0.0202586j -0.050942+0.0667281j -0.0907846+0.108084j 0.0273694+0.0393149j 0.0546641+0.0193642j 0.0812378+0.122276j 0.0491269+0.0433906j 0.0582361-0.00935421j 0.0467288-0.0173823j -0.071021+0.0384287j -0.0248504+0.0759425j -0.00456316+0.0309281j -0.0231921+0.000661904j 0.046237+0.0351542j -0.10083+0.00676221j 0.0467493-0.0328883j 0.022141+0.0527866j 0.0498858+0.0988778j -0.0777724-0.0740587j 0.012475-0.0894393j 0.116243-0.106463j -0.0650041-0.161168j 0.0260739-0.0428896j 0.0557038-0.0501158j -0.0535919-0.00995564j -0.111679-0.00263807j -0.0793678-0.0621632j -0.00268236+0.0823796j 
-0.00679373-0.0337099j 0.0443031+0.0115928j 0.00208243+0.00564801j -0.0357597-0.0286008j -0.00428004+0.02717j -0.0502239-0.0042451j 0.0646948-0.142115j -0.0169339-0.103443j -0.0102583+0.0125643j 0.000706497+0.00293479j -0.00230615+0.00034516j 0.0763525-0.0222158j -0.0181366-0.038731j -0.0331333-0.025196j 0.0550731+0.0297791j 0.00665143-0.0353855j 0.0120811-0.0558265j -0.0191215-0.0590409j 0.0321255-0.057347j -0.0924228-0.0570616j -0.00627338-0.12695j -0.0335278+0.0704532j 0.0717281+0.0781737j -0.03784+0.0817307j 0.040176+0.0469812j 0.0390331-0.0469574j -0.112652+0.00191218j 0.173778-0.0477897j -0.0268643+0.0705103j -0.0757145-0.0155258j 0.0235406+0.0207508j -0.121165+0.0675106j 0.0223814-0.0527429j -0.127964+0.0541091j -0.0920241+0.00842744j 0.176144-0.20811j -0.110474-0.0367396j 0.169254-0.0149614j -0.0778857-0.0701874j 0.0263922-0.0551317j -0.0417565-0.0220086j 0.0301421+0.0192075j 0.0129666+0.0961656j 0.0463029-0.13137j -0.0395266-0.0128601j -0.0836757+0.00361305j 0.00840941-0.036921j -0.00865829-0.0444435j 0.0230234+0.0461883j -0.00989051-0.0549834j 0.0405224-0.0757152j 0.0781031+0.076039j -0.0249558+0.125357j -0.00445452+0.0394263j 0.00759043-0.0373526j -0.027186-0.0246493j -0.0172007-0.00300174j -0.0921123-0.113332j -0.104018+0.148179j 0.0299815-0.0840483j -0.0346769-0.0541818j -0.00166717+0.106033j -0.0379841+0.152352j 0.00204067+0.0898494j 0.0411616+0.0003274j 0.0963543-0.00333854j 0.00539116-0.019173j 0.0542846+0.000544457j 0.0504631+0.00453623j 0.0224501-0.0162633j 
-0.0259387-0.0332888j 0.0101574+0.0191849j -0.019168+0.0207024j -0.00634297-0.0337228j -0.0334828+0.00817668j 0.0411243-0.0577818j 0.0308707-0.0889229j -0.0531561-0.0244703j 0.0404188+0.0234295j 0.0328106-0.0705089j -0.00774603+0.0253948j 0.00871039+0.051167j 0.00019279-0.00979361j -0.0702428+0.044376j 0.00508537-0.018512j 0.0632022-0.0134336j -0.0434641-0.0606672j 0.035949+0.0450713j 0.0139522-0.0252587j 0.0133599-0.0987886j 0.0174705-0.00423153j -0.00120121-0.105195j -0.0128653-0.0810995j -0.0119499-0.0235762j 0.0249087-0.0625073j 0.0524211-0.0500519j -0.128811+0.100621j -0.0518383+0.0153558j -0.0324883+0.00324514j -0.0640034-0.0227279j 0.0287673-0.110168j -0.102301-0.0406438j -0.0264003+0.0934974j 0.058021-0.0323825j 0.114164-0.0355146j -0.0896561+0.051624j -0.0996435-0.0525412j 0.0506988+0.0481155j -0.0194375+0.0859168j -0.0414145-0.0486028j -0.0823803-0.0545532j -0.0648362+0.0780489j -0.0199631+0.033058j -0.0426636+0.0737486j -0.0548351+0.0507663j 0.0441789+0.0183737j -0.0835015-0.0123479j -0.0487421-0.0645249j -0.0701389+0.00575607j 0.0894145-0.000692258j -0.0341046+0.0727224j -0.0221675-0.0398801j -0.0606021-0.0260236j 0.00990035-0.0392219j -0.0392992-0.0148197j 0.0465722+0.118412j 0.0129571-0.154945j 0.0249656+0.0872943j -0.0396421+0.0356491j -0.070937-0.0868912j -0.0439798-0.0404987j -0.0392518-0.0228548j 0.0227073+0.0745939j 0.0898895-0.0501469j -0.00999111+0.000247585j -0.0502574-0.100778j -0.106601+0.012937j -0.0425769-0.0575682j 0.00528986-0.0640402j -0.0370727-0.00215116j 
-0.0270562-0.0164869j 0.00630949-0.00552694j 0.0284804-0.0199659j 0.011249-0.0126396j 0.098001-0.0308947j -0.0142179-0.059491j -0.110098-0.0282273j 0.00612094-0.0470789j 0.0669124+0.074975j -0.0772954-0.120673j 0.0437411+0.00184283j 0.00818317-0.0231408j -0.0521765-0.0592539j 0.027569-0.00150325j 0.0285622-0.0137529j 0.060833-0.0393267j -0.0137806-0.0111444j -0.0906592+0.0312824j -0.0779456+0.0234237j 0.0588206-0.063395j -0.0223584-0.0810304j -0.00805655-0.0157588j 0.0386128-0.0691887j 0.0607702+0.0391761j 0.0481846-0.0372755j 0.0366336-0.124913j -0.0902545-0.0159815j 0.0813502-0.0161411j 0.0096225-0.0379796j 0.0740236+0.0426504j -0.116859+0.0435805j 0.0711892-0.0392624j 0.00810131-0.0122056j -0.0133381-0.0580454j -0.0613183-0.0675996j 0.067985+0.0178005j -0.0664916-0.085082j 0.0622228+0.0357642j 0.00962031-0.0094456j -0.0757862+0.012872j -0.0445334-0.121338j 0.0193604-0.0629094j 0.0132719+0.143575j 0.0548616-0.00952461j -0.0302776-0.0583602j 0.00788778-0.0338336j 0.0571816-0.0478599j -0.0649441+0.0480814j 0.0124345+0.0107075j -0.0609725-0.126546j 0.0962018-0.185301j -0.0180436+0.0154151j 0.0142526+0.0914722j -0.0347639-0.0999856j -0.0119075+0.0421312j 0.0212359-0.0837321j -0.0167718+0.0574743j 0.0067166-0.138794j -0.0188358+0.114156j -0.0375084+0.115547j -0.041045-0.0915956j 0.0547171-0.0514216j -0.0123891-0.0137784j 0.0247523+0.0256495j 0.0103483-0.0407792j -0.000273593+0.0213074j -0.0581177-0.0504571j -0.0373596-0.0703512j 0.00799574+0.0110558j -0.0192593-0.0146811j 
-0.00912067-0.0288429j 0.0323816+0.02746j 0.00297168+0.0181938j -0.00265916-0.0352776j -0.00210506+0.0114907j -0.0292559-0.0871371j 0.0484185-0.0314016j -0.0590511-0.101056j -0.045255+0.0880014j 0.0164938+0.014512j 0.0086818+0.0224497j 0.0777017+0.053576j -0.00609143-0.0258319j -0.0659358+0.0518965j 0.0213861-0.0184656j 0.0445888-0.0299096j -0.0299212-0.046124j 0.0742127-0.0119395j 0.0177646-0.0217342j -0.0561329-0.0549328j -0.0164387+0.0289655j -0.018597+0.0921599j 0.0437634-0.0550535j -0.0151449-0.0259064j 0.0408297+0.0470701j 0.0605406+0.0228732j -0.110218-0.00616726j 0.0959833-0.00516901j 0.0116177-0.0119676j -0.0482628-0.10337j 0.042512-0.067762j -0.0508077-0.0303211j 0.00270176-0.0238223j -0.0222753-0.0255242j 0.0408736-0.0131587j -0.0625066+0.0111061j -0.0531168-0.0534784j 0.177525-0.00239913j -0.00896431+0.0468169j -0.0438419-0.0301851j 0.0954629-0.0524023j -0.00944081+0.0813464j 0.00440553+0.0451742j -0.0309976+0.0586699j -0.00890849+0.0309708j -0.0775428+0.00527917j -0.0260549-0.0642842j 0.0322141+0.00532152j -0.0146656+0.0407149j 0.0238716-0.0286028j -0.0216232-0.041855j 0.0437709-0.0280809j -0.0232322+0.0245772j 0.0223343-0.00514308j -0.00175934-0.0618582j 0.00718828+0.0796921j 0.000169511-0.0975267j -0.052629-0.011645j -0.0118644+0.0700325j -0.0258595-0.055658j 0.046495-0.00822304j 0.0139669-0.0569289j -0.0311901+0.0268424j -0.0175523+0.0352254j 0.00349961-0.00235453j -0.0470883-0.0768952j 0.0606651+0.0120999j -0.0159045-0.021154j 0.0160119-0.0213423j -0.00526747+0.0101945j 
0.0201935-0.0384218j 0.0322803+0.00827984j -0.0157624+0.00288096j 0.0650351-0.0774895j -0.0150147-0.0315889j -0.0964371+0.0233816j 0.189447-0.0314667j -0.0282069+0.017823j -0.045536-0.108583j 0.0194823+0.0933797j 0.00521096+0.0394476j 0.0852524+0.0114967j 0.00612212+0.0193298j 0.027019-0.0630167j 0.0308359-0.000272501j -0.0154084-0.00663294j 0.0494414-0.069969j 0.0125695-0.0477997j 0.0460532+0.0158595j -0.016873+0.0598604j -0.0715762+0.0364075j -0.00372867+0.0386346j 0.00121535+0.149804j -0.0969871+0.0482539j -0.0167144+0.0747769j 0.0947495+0.0706504j 0.0840761-0.101754j 0.0352843+0.00364295j -0.10341+0.158828j -0.117063-0.0373555j 0.0984485+0.0300657j -0.0461915+0.161646j 0.123689-0.0869323j 0.00615592+0.0116356j -0.0395537+0.0513706j 0.0162643-0.122511j 0.0719788-0.0303068j 0.0023294-0.0626237j -0.0761327-0.0657681j 0.0553835+0.0993137j 0.0315808+0.0163629j 0.0521994+0.00605103j -0.0181508-0.109345j -0.0206186-0.0517381j -0.0509531+0.0433044j -0.0040935-0.024961j -0.0668663-0.0168528j 0.00523635+0.0764368j 0.0901985+0.0672159j -0.012831+0.120862j -0.0227292+0.143595j 0.00563757-0.0317888j 0.0219517+0.0308271j 0.0237529+0.129936j 0.00670815-0.0667164j -0.0522813+0.0822535j -0.0963291+0.0520047j -0.0117538+0.122953j 0.033652-0.0939478j 0.0129319+0.0160922j -0.012436-0.0332874j 0.0344435-0.0105852j -0.0150574-0.0492858j 0.0320476+0.0136606j 0.0178532+0.0431884j 0.0976433+0.0665378j 0.000982807+0.0334165j -0.014161-0.0552945j 0.00811638+0.0120373j -0.0194792-0.00336968j 
-0.0269022-0.00589956j 0.0290202-0.0355655j 0.0685397+0.0397196j 0.0133761-0.0133533j -0.0672072-0.0580309j 0.0145506-0.0317936j -0.0570977+0.00831853j 0.113178-0.0108777j 0.0281514-0.058639j -0.0551247-0.0730611j 0.00824904+0.0894461j 0.0694911-0.0228877j 0.11365+0.0643027j -0.0703126+0.0248273j 0.00368542+0.0167372j 0.0283067-0.0543279j -0.126546-0.0456302j -0.0385113+0.0215617j 0.00272218-0.0520616j -0.0241787-0.0258351j 0.0595419+0.000125688j 0.0782833+0.0328686j -0.114009-0.0278175j -0.0128636-0.015847j -0.0452197-0.0511715j -0.040828+0.0191913j -0.0125761+0.0481982j -0.00151765-0.0259445j -0.138274+0.0139038j -0.143825-0.0227633j 0.119482-0.0741608j -0.00840266+0.0178944j -0.162092+0.0415639j -0.0472442-0.00592388j 0.0530413-0.0998961j 0.0187293-0.0449689j -0.00807186-0.0497475j 0.0355412-0.0397513j -0.0460651+0.0455443j -0.109484-0.09648j -0.0121425-0.0269199j -0.0920169+0.0700288j -0.0654521-0.060586j 0.0127431-0.046201j -0.034867-0.0267955j -0.0555572+0.0472211j -0.0713053+0.030432j -0.0539131-0.0538043j -0.0260243+0.142687j 0.0567023+0.0294672j -0.022165+0.0198008j -0.0331461+0.0830639j -0.0876896-0.0545329j 0.0236013+2.07096e-05j -0.000412127-0.0557677j 0.0175678+0.156265j 0.0119488+0.0355768j 0.0164763+0.0339736j -0.00813218+0.0475823j 0.000537723-0.0708824j -0.0134722-0.0164884j -0.00174126+0.194834j -0.000620936+0.019266j -0.0245013+0.133367j 0.0169974+0.00579252j -0.0172861+0.0434868j -0.04036+0.00785106j 0.0542072+0.00181453j 0.0583049-0.0275167j 0.0536032+0.0757857j 
0.0683162-0.0560533j 0.0999268+0.100229j -0.00478091+0.129542j 0.0958924-0.206907j -0.0453713-0.0644055j -0.192863+0.0733864j 0.0172191-0.0692915j -0.140941-0.248182j -0.0562486+0.0700786j -0.0150188-0.182307j -0.0395101+0.0284178j 0.0927079-0.0796152j -0.0100592-0.0453668j 0.0551346+0.0143426j 0.0131182-0.0305223j 0.0788986-0.0373634j -0.0579508-0.131064j -0.0229068-0.0785426j 0.0727497+0.115048j 0.0583628-0.0138968j 0.0175754-0.0065525j -0.153298+0.165199j 0.0930762+0.0239838j -0.00322033-0.0246902j 0.0171771+0.00854579j -0.0148989-0.0547479j -0.0431988+0.0418028j -0.0889505+0.131783j -0.0636751-0.0512101j -0.146414-0.126829j 0.0485166+0.00922891j 0.0786293-0.0563786j 0.0321061-0.0965434j 0.130773+0.10668j -0.0361636-0.052854j -0.130627+0.0368867j 0.0453513-0.0151209j 0.041117+0.0109343j -0.0823291+0.106249j 0.0163871+0.0812787j -0.053305+0.027032j 0.0612422+0.0411753j 0.0172436-0.0542385j -0.0129409+0.039493j -0.0100578+0.00252659j 0.0293524-0.051229j 0.0145542-0.0651262j -0.0461052+0.0568209j -0.0488181-0.0173079j -0.0177683-0.0682524j 0.00382998+0.00451957j 0.0248301+0.0288587j -0.0668282-0.0804907j 0.0141288-0.0816641j 0.0285682-0.0163884j -0.0430252-0.00476948j 0.0150942-0.0403239j 0.00959524+0.0227089j 0.0515051-0.0307301j -0.0543558-0.0251784j 0.000895837+0.00774054j -0.0114216-0.0270783j -0.0217879-0.021473j -0.0424168-0.017352j 0.0048065-0.00635775j -0.222872-0.00728666j 0.026949+0.0151246j -0.011728-0.032946j 0.0132288+0.027498j -0.00628279+0.00812397j 
-0.0178998-0.0288788j 0.0409731-0.0269682j 0.0499612-0.0779107j 0.0156776+0.0360055j -0.144345-0.0434419j 0.0367431-0.124105j -0.0281002+0.0143549j -0.0211172-0.0937689j -0.0942225+0.0265567j -0.10785+0.0875183j 0.0817527-0.00305633j 0.0999896+0.0252384j 0.0365633+0.0379694j -0.0264426+0.055287j 0.0273946-0.132311j -0.0157071+0.00142308j -0.0943399+0.0899262j 0.0727383+0.0853767j 0.0746984-0.0753724j -0.147663-0.175165j -0.0363367+0.0620849j -0.00765719-0.00920136j 0.0507648-0.100911j -0.1045-0.132451j -0.0466406-0.0336958j -0.00388443+0.171906j -0.0487703-0.0165693j -0.0197413-0.0705798j -0.0554421-0.0736361j 0.10037+0.0594186j 0.0772943-0.0491792j 0.0327601-0.195557j 0.110334+0.0777562j 0.0112766-0.0880633j 0.0809871+0.0514613j 0.0168803+0.0827047j -0.00729975-0.0422616j 0.0734719+0.0920633j 0.0394639+0.14683j -0.0543787+0.0357937j 0.159693-0.0183576j 0.0108194+0.0250068j -0.0101701+0.0354873j -0.0326877+0.075025j 0.00802075+0.0596958j -0.0708005+0.107145j 0.000120163-0.0979733j 0.063195+0.064447j -0.113763+0.0305562j 0.0337293+0.000539423j -0.0723485+0.00780915j 0.0330059-0.0542399j 0.098093+0.0372153j -0.0174326+0.0850851j 0.048919+0.118771j 0.0598945+0.015133j 0.0475821-0.015677j -0.0605278-0.00861825j 0.0375172+0.061407j -0.00701602-0.0459235j 0.00620044+0.0274603j 0.0733082-0.0799659j -0.0405665-0.0369091j -0.0258036+0.0483643j 0.00881073+0.022472j 0.0906968-0.148191j 0.11566+0.0206144j -0.0426089-0.0561175j 0.0166367+0.00631195j -0.00945435+0.0121864j 
-0.0540073-0.0139439j -0.0264642-0.00678705j -0.0717575+0.0343072j 0.0151763-0.0265438j 0.117956+0.0380912j -0.0102582+0.00790647j -0.0897994+0.04972j -0.0529232+0.0749739j -0.00459572+0.0332187j 0.101006+0.0870609j 0.0171828+0.0962778j -0.000694583-0.00771432j 0.0777767-0.0654975j -0.0450575+0.108529j -0.0169155+0.049208j 0.0583977+0.0269186j 0.099222-0.0454475j 0.0445688+0.059975j -0.0553214+0.0707467j -0.110957+0.0657488j 0.0340839-0.0594782j 0.194221+0.0273952j -0.00532839+0.0243694j 0.128967+0.0646449j 0.0987483+0.00463909j 0.0290288-0.0932208j 0.132606-0.0360894j -0.00117831+0.00704222j -0.054222-0.15195j 0.0283054+0.0275705j 0.0598364+0.0398902j 0.0419681+0.0592299j -0.0614504-0.0507416j 0.107902-0.0132748j 0.1242+0.0156386j -0.0144139-0.00659735j -0.0511745-0.0576516j 0.0550939+0.086264j 0.0162905+0.00567969j -0.089067+0.0384987j 0.0668355-0.0983675j 0.0241417+0.0573774j -0.0525336+0.0933699j -0.0381289+0.081639j 0.0359033-0.0199241j 0.0284774+0.0409163j 0.0447496+0.233757j 0.0179583+0.0842926j 0.0251611+0.0712067j 0.00934241+0.142848j 0.017803-0.092497j -0.0385158-0.0467333j 0.108715-0.109567j -0.048581-0.0429462j 0.0109616-0.185968j -0.0129755+0.0419207j 0.018275+0.00594567j 0.00131167-0.112674j -0.0190072-1.27748e-07j -0.0712808-0.0326212j 0.0325179+0.0543843j 0.0285095-0.0640034j -0.0378769-0.0598423j 0.0383005+0.00903693j 0.000661653-0.0480871j -0.0206536-0.0574585j 0.0159311-0.0299291j -0.0377779-0.0361912j 0.00349372+0.00575185j -0.0164039-0.0100339j 
-0.0322055+0.0179155j -0.0315435-0.0236046j 0.0799085-0.0231692j -0.00107916+0.0325291j 0.0426044-0.0700803j 0.04515-0.0254272j 0.0200676+0.0648915j 0.0872392+0.0611115j 0.0538299-0.0308502j 0.0412242-0.0203576j 0.0313514+0.0156703j 0.0564723+0.0464711j 0.0125084+0.013041j 0.00320071+0.0125551j -0.026591+0.0274171j -0.0241478+0.0028051j -0.000109405+0.00608924j -0.0947598+0.0509299j -0.0460196-0.0628542j -0.0514582-0.0518081j 0.0102754+0.0432378j 0.0287755+0.0388167j -0.132188-0.0366921j 0.0193452-0.0572488j -0.0288865-0.000482279j -0.0080569+0.0186493j -0.00388838-0.0263035j -0.0323761-0.0568145j 0.0483588+0.0223751j 0.00861072-0.0139266j 0.0352485-0.025134j 0.0742314+0.0492612j -0.0297494+0.00764748j -0.0408959-0.0829403j -0.0312411-0.0966634j -0.00787217-0.00815434j 0.0166761-0.0516498j 0.00923439-0.0129503j 0.0423631-0.0479042j -0.0202972-0.0152836j 0.0219809-0.0950305j -0.0357592-0.0392651j -0.0259595-0.0288684j -0.0278649+0.0449307j 0.000469889+0.0265149j -0.0891974-0.132327j -0.0698356+0.0295504j -0.0193081-0.058502j 0.0485596+0.0415173j 0.0621635+0.0241756j -0.00495741+0.0104444j -0.0539164-0.0805809j -0.0189595-0.0448906j 0.0030766-0.0135533j -0.0357268-0.0724224j -0.000848588+0.0368193j -0.0458729+0.0351756j 0.0266859+0.0502208j 0.0249961+0.0103508j -0.00289355+0.112988j 0.0369647-0.0273592j 0.0257795-0.0385174j 0.0109413-0.100265j -0.0111248+0.054069j -0.0108467-0.0151867j 0.0369388+0.00811337j -0.0278921-0.00438661j 0.00232498-0.000548283j -0.00510418-0.0051332j 0.0114753+0.0229494j 
-0.0406075-0.00169539j -0.0290845-0.0490996j -0.0409464-0.0101054j -0.0363195+0.0254679j 0.0574441+0.104755j 0.0244708-0.0106589j -0.0359711-0.0103554j -0.00962587+0.0578414j -0.00558471-0.040037j -0.0384524+0.0379476j -0.0155182+0.0434272j 0.0253088-0.0348885j 0.0475282+0.0162573j -0.0428781+0.0154329j 0.0383029-0.00990897j 0.0289805+0.0363463j 0.0262396-0.0111067j 0.0688822-0.0247265j 0.0298488+0.0446825j 0.00849446+0.0987158j -0.0179077-0.0341183j 0.108766-0.0398454j 0.0203535+0.0156377j 0.0658504+0.0500084j 0.0445212-0.0325842j -3.3369e-05-0.0297685j 0.082924-0.00252057j 0.0580412+0.0183001j -0.119058+0.012999j 0.0204826+0.0258759j 0.0506091+0.0301103j -0.0135619+0.0113746j -0.0826931-0.0409913j 0.00382829+0.0579211j 0.0437475+0.0420537j 0.0538443+0.00375897j 0.00164001-0.00431203j -0.0056663+0.00576679j -0.0364174-0.00634117j -0.0926988-0.00196237j 0.015504+0.0207505j 0.00189248+0.0895754j -0.0299651+0.0223221j -0.0094467-0.0583925j 0.00857612-0.0392297j 0.0515085+0.194586j 0.0647022+0.0631686j 0.0612453+0.120244j -0.000626609+0.0585786j -0.0250116+0.0411826j 0.0213265-0.0118676j 0.000532354+0.0930948j 0.0391234-0.00421366j -0.0196167+0.0103268j 0.0263192-0.0573529j 0.00662878+0.0289861j -0.00483308+0.0706567j 0.0160935-0.0839094j -0.0225961+0.0118975j 0.0205495-0.0797638j -0.0325075+0.0491833j 0.0146322+0.076809j -0.00261814+0.0394116j -0.0105872-0.00555222j -0.0102266-0.00456224j -0.014948-0.0111878j 0.0297462-0.0188925j -0.0200063+0.0389402j 0.00484624-0.00993557j 0.0163613+0.0440146j 
