0.0395297-0.0135981j 0.00161416-0.0607332j 0.00940581+0.00973609j 0.0550561-0.0658947j 0.0227875-0.0139412j -0.0711169-0.0549491j 0.102004+0.0116308j -0.0439063+0.0192608j 0.0536064-0.086215j -0.0501241-0.0128361j 0.0524306+0.0814875j -0.00325095+0.0182386j -0.128887+0.106602j 0.0262315-0.0405364j -0.0769112-0.0661597j -0.0523506+0.00825277j 0.135825-0.0784632j -9.82141e-05-0.0211954j -0.0973237+0.0448189j -0.0538809-0.00973727j 0.031472+0.03536j 0.192227-0.0221472j -0.0166946-0.0385437j 0.00995109-0.0468112j 0.0734809-0.0151899j -0.0689005-0.0167546j -0.0657875-0.0895965j -0.0271244+0.162716j 0.166279+0.0665938j 0.0957843+0.0495118j 0.0481143+0.0202769j 0.083725+0.0152256j 0.0111002-0.0326997j -0.00851627-0.0112276j 0.0905155-0.0643673j -0.071989-0.0508552j -0.0668741+0.0364185j 0.0208336+0.0518843j 0.141862+0.0166164j 0.0150166-0.118139j -0.0232984-0.174239j 0.0228077-0.0380129j 0.00684998+0.0751859j 0.105964+0.0311658j -0.0163763+0.0392468j -0.0362946+0.09728j -0.148422-0.00394245j 0.0359678+0.0861238j -0.0903405+0.128067j -0.0502907+0.0518531j -0.0601023-0.00412444j -0.126732-0.0839475j 
0.00469769+0.00355266j 0.000500959+0.00201972j -0.00292875-0.00255043j 0.00713955+0.000295512j 0.00543801-0.00462171j -0.00180762+0.00924321j 0.00205191-0.00370104j -0.00296439-0.00748778j 0.00769598-0.00320188j 0.00740914+0.00231184j -0.00844351-0.00433408j 0.00131452-0.00596511j -0.00133726-0.003462j -0.00981108+0.0030699j -0.00892574+0.00603742j 0.000487283-0.00046853j 0.00145087+0.00243149j -0.0148541-0.00365346j 0.00653622+0.00210961j 0.00626682+0.00196392j -0.00611898-0.000357494j 0.0104518+0.00253614j -9.92898e-05-0.00522133j 0.0081352+0.0022603j -0.000398739+0.00165296j -0.00248698-0.00296624j -0.0016446+0.000141795j -0.00845381+0.00919483j 0.0042521-0.0117126j -0.0126199-0.017181j -0.00693155-0.000112494j -0.0111011-0.00717596j 0.00827282+0.00827791j -0.00726516+0.00585359j 0.00920981+0.0067212j 0.00552021-0.00158801j -0.00382029-0.00351035j 0.000332965-0.00416394j 0.00339698-0.00364732j -0.0071408+0.00148539j 0.00684934+0.000840788j 0.00630802-0.00158836j -0.00519719-0.0016061j 0.00739311+0.00193981j 0.0111641-0.000721708j -0.00389949-0.000246173j 0.0149536-0.0169223j 0.00490496-0.00113352j 0.00449697-0.00461168j 0.00900124-0.00481175j 0.0106798+0.00142723j -0.00913012+0.00362137j 
-0.00437219-0.00147142j -0.00460512-0.00331053j -0.00859254-0.00120917j 0.000717411-0.00298725j 0.00335773-0.00183764j 0.000468805+0.00727143j 0.00393524-0.000884706j 0.00295384-0.00190236j 0.00626273-0.0118855j 0.000335685-0.00169931j -0.00458001-0.00573042j 0.0100913-0.0100382j -0.00105753-5.50035e-05j -0.00851419+0.000228643j 0.00472898+0.00373172j -0.00128472+0.00265623j 0.00430339+0.00942027j 0.00742412-0.00164744j -0.0085113-0.00897088j 0.000471487-0.00494801j 0.00414454+0.0014322j -0.00347766-0.000468433j 0.0080912+0.00139289j -0.00143158+0.00875065j -0.00499741+0.00926153j 0.00426333+0.00335084j 0.00732865-0.000490631j -0.00070746+0.00154629j 0.00143298-0.0124367j -0.00637742-0.0105006j -0.00107661-0.00581875j -0.00296951+0.00339634j -0.00916066+0.00780444j -0.00330919-0.00940617j 0.00670432+0.00178894j -0.00447953+0.00744362j -0.00172302-0.0116928j -0.0016545-0.00428522j -0.00530166-0.00262472j -0.00712805+0.00935695j -0.0218142+0.00105862j -0.00148477+0.00650297j 0.00139996+0.00210166j -0.000160037-0.00876286j -0.00112638-0.00165544j 0.00206171-0.00152286j 0.00165094-0.0179412j -0.00130985+0.00800746j 0.00296335-0.00740829j 0.00330175-0.00772296j 0.00313602+0.00478547j -0.00569569+0.00202312j 
-0.00346559-0.00262733j -0.00576153-0.000454582j 0.000213602+0.000313768j -0.00944449-0.00810013j 0.000148308-0.0023535j 0.00377289+0.00313223j -0.00275691+0.00219846j 0.0034665+0.00751579j -0.00427067-0.00458457j -0.00130173-0.00230811j -0.00391313-0.000369901j 0.0177081+0.00482596j -0.00254824-0.000640572j -0.00658396-0.0108113j 0.00553632-0.00356965j -0.0105711-0.00072252j 0.00394449-0.00915916j 0.00747808+0.0118844j -0.0133378-0.0254216j -0.00834845-0.00767274j 0.00435374-0.0101992j -0.00649561-0.00690924j 0.00606654+0.0108953j 7.62926e-05-0.00625718j -0.00151793-0.00176149j -0.000397291+0.000344513j 0.0057115+0.000867527j 0.00154887-0.00190618j -0.00454307+0.00214271j 0.00923733+0.0050629j 0.00123234+0.00449947j 0.0114755+0.00238914j -0.00022319+0.00133782j 0.000863944+0.000412952j -0.00272834-0.00394007j -0.00384273+0.0106264j -0.00785348+0.00164881j -0.00741255+0.0121824j -0.00442022-0.000260431j 0.00245506+0.00947999j -0.0206414-6.08858e-05j 0.00329278+0.00405356j 0.0104465-0.000140475j 0.00272029-0.0134822j -0.00112859+0.00149377j 0.00329737-0.011123j -0.000502126+0.00440789j 0.0010687-0.0110032j 0.0014294-2.03548e-05j -0.00140183+0.00739873j 0.00306929-9.75896e-05j 0.00325097-0.0059335j 
0.00204533+7.03115e-05j -0.00536343+0.00455159j 0.00645469-0.000632118j -0.00757182+0.00243774j -0.000997501-0.00236947j 0.000545611-0.00430863j -0.00169371-0.000425718j -0.00199049-0.00281672j 0.00447791+0.00216837j 0.0100816+0.00760149j -0.00635385+0.0120994j -0.00191736-0.012936j -0.0115075+0.00544678j -0.00538926-0.0111724j -0.00855967+0.0111564j -0.0117451-0.0110306j 0.000811729+0.000667167j -0.0283531+0.00270647j 0.00625998+0.00192407j 0.00307363+0.00201045j -0.000904843-0.00551703j -0.00677435-0.00939385j -0.00269438+0.0220439j -0.0143784+0.00226226j 0.00557857-0.0028319j -0.0114771-0.00425965j 0.00218043+0.00158646j -0.00411415+0.00229196j -0.000760355+0.0017937j -0.00536819-0.00985768j -0.0051659-0.00479321j 0.0101034-0.00641688j 0.00202685+0.0034673j -0.00201882+0.00232296j -0.00408311+0.00485928j -0.00488876+0.00341511j 0.000222901-0.000578851j -0.0112681-0.00224987j 0.00943505-0.000108959j 0.00198668-0.0062255j 0.00221973-0.00788147j 0.00820136-0.00305262j 0.0073236+0.00221433j 0.00765733-0.00782464j 0.00105482+0.00276344j 0.00444136-0.0064167j 0.00375281+0.00152271j -0.00410552+0.00315225j -0.00235971-0.0113524j 0.00675149-0.00109118j 0.00377657-0.00334467j 0.00104423-0.00195715j 
-0.000810613-0.00411651j -0.00318435+0.00193215j 0.00705892-0.0035136j -0.00581904-0.000159822j -0.00371637+0.00110044j 0.00353957-0.00317039j -0.00142182+0.00437526j -0.00289459-0.00464889j -0.00150518+0.00558278j 0.0016387+0.000449409j 0.00356568+0.0133649j 0.00211035-0.000746795j -0.00238294+0.00712686j 0.00498707-0.0148009j -0.00176286+0.00322425j -0.0154706-0.00777439j 0.0053068-0.00583319j -0.0114935+0.00834184j 0.000914261-0.00519349j -0.00282457-0.001591j -0.000359793-0.0122248j -0.00554699-0.00434531j 0.00218834+0.0164128j -0.00696517+0.00183663j 0.0038009-0.00570732j -0.00157971+0.00410534j 0.000284681+0.00251988j 0.00183175-0.000985541j -0.00291082+0.012039j 0.00148377+0.0132758j 0.00194664+0.00353655j 0.00345141-0.00869385j -0.00182959-0.0110313j 0.00987055-0.000909319j -0.00522903-0.000492055j 0.000429997+0.00663373j 0.00657312+0.00159633j -0.00864175+0.0050662j 0.00724055+0.000355793j 0.0108463-0.00208168j 0.00214411-0.00457852j 0.00862074+0.00139206j 0.00237273+0.00254932j -0.00325466-0.00135853j -0.00362404-0.000533005j 0.00389646-0.00596305j -0.00339165+0.00842115j -0.00158406-0.0107654j -0.00294101+0.00515588j 0.00251273-2.01238e-05j 0.0021924-0.00449945j 0.00445121-0.000671111j 
0.0068763+0.00487039j 0.00520471+0.0043307j 0.0133895+0.00191191j 0.00484446+0.00676987j -0.00419966+0.00872754j -0.00811865-0.000484833j 0.0020282+0.00600959j 0.00231734+0.00375747j 0.00572679-0.000884605j -0.0180218+0.000854761j 0.00193234-0.00467076j -0.00869751+0.0209909j 0.0104973-0.013142j 0.0169745+0.000281932j 0.0103298-0.0182403j 0.000226007-0.00352731j 0.0112401+0.0055049j -0.00212953-0.00344288j 0.00163045-0.00620767j -0.0160781-0.00491022j 0.0035825-0.00163257j 0.00542828-0.000426918j -0.00293001-0.00980586j -0.00333112+0.0103487j 0.00150942-0.00512482j 0.0102102+0.0014949j -0.0117252+0.0129988j 4.44329e-05+0.00642444j 0.00534169-0.00306301j 0.0022092+0.00443325j -0.00483138+0.0113193j -0.00645126-0.0189193j -0.00337632-0.0167929j 0.0137973+0.00631331j 0.0028748+0.00307063j -0.00151725-0.00558879j -0.00437814-0.0038147j 0.00298744+0.00625236j 0.0143967-0.00293804j -0.00778163+0.00118508j 0.011338-0.00232445j -0.00465734+0.00641457j 0.00129901+0.00579055j -0.0077657+0.0109096j -0.00444445-0.00579277j 0.00746532-0.00162128j 0.00558951+0.0205596j 0.000417493+0.00264747j -0.0113671+0.00782161j 0.00650767-0.0053701j -0.0080828-0.0044634j -0.0015765-0.00125677j 
0.00234293+0.00464146j 0.00192584+0.00995387j 0.011145+0.00866648j -0.00788397-0.00749313j 0.00301418+5.78384e-05j 0.000300781-0.0103127j -0.0108946-0.000895847j -0.00391436-0.00422515j 0.0054673+0.00127221j -0.0130608-0.00644427j -0.0138102-0.00236292j -0.0055443+0.0150804j -0.0032629-0.0158162j -0.0127857-0.00200015j -0.00322362+0.00179466j -0.00365528-0.00675199j 0.00816512+0.00602982j -0.011169+0.0145923j -2.94371e-05-0.00145493j -0.010904-0.000254139j -0.011155+0.00706123j 0.00344552+0.000265819j -0.00027959+0.00215445j -0.00570433+0.00763939j 0.00204338+0.00511669j 0.00244523+0.00304059j -0.00866692+0.00298169j 0.00890188-0.000647287j -0.00186685-0.00205747j -0.00586842-0.00868701j -0.0106167-0.00668535j -0.00977454-0.00613044j 0.00591941+0.0181199j -0.00890639+0.00769427j 0.00544781+0.0206702j 0.0118419+0.00171694j -0.00913869-0.00618401j -0.0115759+0.00865362j 0.018414-0.0113855j -0.00462889-0.000330604j -0.00783055+0.0019521j 0.0130075+0.00655229j 0.00422886-0.00270905j 0.00407846-0.00519364j 0.00618101-0.0122436j 0.00756821-0.0113841j 0.00523587-0.00769306j -0.00743139+0.00479767j 0.00117453-0.00187396j 0.0115543-0.0116183j 0.00857844-0.00270079j 0.00486191+0.00412746j 
0.00921928-0.00754594j -0.0028899-0.0007671j 0.00577075-0.00409239j -0.000920459+0.00274479j -0.00715904-0.00404034j -0.00510662+0.00161814j -0.0030599-0.00349519j -0.00143674-0.0106212j 0.00108048-0.00133886j 0.0134255+0.00410349j 0.00542178+0.0167177j 0.0129117-0.0181724j -0.00473848+0.0125772j 0.00276386-0.00794192j 0.0113698-0.0118238j -0.0165286+0.00533055j 0.0168929-0.0021107j -0.00256211-0.00580748j 0.00672963-0.0114427j -0.00383295-0.00557301j 0.0123266-0.00888617j -0.000499306-0.00441266j 0.00598099-0.0017254j 0.000291297+0.00235442j 0.00445711+0.00641144j -0.0039216+0.00734329j -0.00517237+0.00936069j -0.0106076+0.00283349j 0.00151263-0.005392j -0.0164267-0.00398103j 0.0042288-0.000932365j -0.0102886-0.0120997j 0.0030628+0.000772549j -0.00527502-0.00244578j 0.014918-0.0139144j -0.00723253+0.00559679j 0.00595221-0.00898355j -0.00134273+0.00110038j -0.000599832+0.000217178j 0.00619499+0.0122765j 0.0207509-0.000885724j 0.00131595-0.00193143j -0.00476837+0.00800662j -0.00571268-0.00151674j 0.00909528-0.0057777j -0.00705987-0.00198645j 0.00223775-0.00727961j 0.00258715+0.00654878j -0.000348369-0.00442993j 0.00368689-0.00948443j 0.00332025+0.00258188j -0.00267325+0.00621033j 
0.00319593+0.000771296j -0.00592775-0.00456397j -0.00239975+0.00253068j -0.00200672-0.00857161j 0.00063449-0.01003j 0.0107676+0.0188761j 0.00923804+0.0139311j 0.0044182+0.00683604j -0.00997396-0.00218943j 0.00463081+0.00747261j -0.00924987+0.000270233j -0.0123227-0.00473698j 0.000866521-0.00803734j -0.00486486+0.00921412j -0.00606361+0.00419265j -0.00302231-0.000125791j -0.00451827+0.00985256j -0.00700352-0.0129186j -0.00736479-0.0136625j 0.0025223+0.00160498j 0.00481688-0.0122599j -0.00341626+0.0144991j -0.00392266-0.00016412j 0.00514039+0.00475007j -0.00686351-0.00865266j 0.00313554+0.00517502j -0.00016545+0.00026206j -0.00427201+0.00586031j 0.00245883-0.01353j -0.00865904-0.0131918j -0.00798604+0.0144077j -0.0192825-0.0133183j -0.00175234-0.0163635j -0.00275557+0.0201504j -0.00719107+0.00745408j 0.00306304+0.00600794j -0.00626952+0.000972364j -0.0103137+0.0015453j -0.00879323+0.00540558j 0.00929874+0.00686027j -0.00977943+0.000553041j -0.00925163+0.00930155j -0.00101681+0.000972102j 0.00842459+0.0190671j -0.00231986-0.00137522j 0.0019375-0.00923083j 0.00911305+0.00129236j 0.00395981-0.00634228j 0.000425413+0.00714032j 0.00554658-0.0165776j 0.0004681+0.00286843j -0.00640661+0.0050235j 
-0.00228899+9.62124e-05j -0.0060633-0.00499546j -0.0103682-0.00477788j 0.00246996-0.00379696j -0.00235242-0.00197841j -0.000724281+0.00475858j 0.00851128-0.00308483j -0.00144087-0.000347625j -0.00184831-0.00258534j 0.00785206-0.000291282j -0.000489425+0.002674j 0.0011973-0.00597809j -0.00334143+0.00786447j -0.00602174+0.00662931j 0.00193192+0.00846174j 0.00772316-0.0015421j -0.0034537-0.00387598j 0.00312784-0.00242923j -0.0008605+0.000479785j 0.00728155+0.00206363j 0.00087395+0.00145617j 0.00160654+0.0013545j 0.00255612+0.000354393j 0.0029084-0.00777363j -0.00177144-0.00285706j -0.00276307-0.00242277j 0.00353119-0.00807831j -0.00436413-0.00010918j -0.00122239+0.000573205j -0.00111114+0.00482587j 0.00600403-0.00093796j 0.00791329+0.00509523j -0.00430123+0.00496133j -0.000170127-0.00411045j -0.00337722-0.00680929j 0.000322035-0.00182985j 0.00245568+0.00616296j 0.00141416-0.00299893j -0.00646167+0.00795177j 0.00423786-0.000374859j -0.00282001+0.00419761j -0.00286768+0.000222792j -0.00513863+0.00110077j 0.00154985-0.00238546j 0.000868056+0.000194023j -0.00213866+0.00718197j -0.00713514-0.00765156j 0.00374622+0.000281722j 0.00225274+0.00155547j -0.00357171+0.00543006j 0.000497607-7.72691e-05j -0.00657897-0.000535641j 
-0.0042915-0.00771307j 0.00693759-0.000993009j 0.00294446-0.000412998j 0.00276366+0.0114667j 0.00510156+0.0128718j -0.00949756+0.00986348j 0.00701677+0.0050117j -0.00417572-0.00626193j -0.000682596-0.00966018j -0.00563926-0.00437677j -0.0111552-0.0166178j -0.000565798-0.00495419j 0.000329932-0.000729823j 0.0184553+0.00232775j 0.000436581+0.00823772j -0.00564239-0.00164674j -0.01074+0.00081145j -0.00424876-0.0120171j 0.00247372+0.00859485j -0.00197795-0.00153726j 6.83735e-05-0.00182297j -0.00138882-0.00221927j 0.0021642+0.0128316j -0.00244225+0.0111029j -0.00115846-0.00821605j 0.00367668-0.00295842j -0.00155505+0.00442877j -0.00503237+0.00415945j -0.00043144-0.0126475j -0.000537921+0.00394085j -0.00294596+0.00350362j -0.011497-0.0080838j 0.00471378-0.0131498j 0.0326241-0.0213046j 0.00258702+0.00757046j -0.00225159+0.00171484j -0.0121476+0.00167971j -0.00895045-0.00665558j 7.10604e-05+0.00385313j -0.004071+0.00243617j -0.00346168+0.00194714j 0.00334664+0.007377j 0.000999366-0.0015239j -0.0147499-0.00397364j -1.02801e-06-0.00951333j 0.0112898+0.0054894j -0.00158482-0.00208438j 0.00848322+0.00506364j -0.00217824+0.00687977j 0.00604083-0.0109014j -0.00021088-0.000844735j -0.00174018+0.00381473j 
0.000222501-0.00259107j 0.00499085+0.000495181j 0.0112123+0.00964824j -0.00196543+0.00110645j 0.00493872+0.00295031j 0.000290594-0.0131533j -0.0104707+0.000513551j 0.0015112-0.00438136j -0.00420937+0.000542963j -0.00501911-0.000993863j -0.000653869-0.000903071j 0.00842515+0.0103393j -0.00202152+0.000283283j -0.000433492-0.00917888j 0.00538853-0.00440919j -0.00849304-0.00121496j 0.00102973+0.00507951j 0.00821913+0.00394657j -0.000354545+0.00617668j -0.00068357-0.00425451j 0.00536309+0.00427177j 0.00126111-0.000953123j 0.00195899-0.000498607j 0.000777538-0.00404019j 0.00225144+0.00426988j 0.002916+0.00446638j -0.00244924-0.00346533j 0.00919161-0.0033799j 0.00389543+0.00768313j 0.00447921-0.00290459j -0.00881395-0.00248966j -0.00301959-0.00457566j 0.00930131+0.00924733j -0.00696131-0.000671287j 0.0024067+0.00567175j -0.002533+0.00198692j 0.00229136+0.00329903j -0.00360693-0.000329931j 0.00343737-0.00274745j -0.000779425-0.00119646j 0.000189465-0.00135014j 0.00839862-0.00293468j 0.00603009-0.00510809j 0.00817005-0.00785879j -0.00327704+0.00558515j -0.00112127-0.00523453j -0.0010145-0.00312292j 0.00134191+0.00105996j -0.00189317+0.000303992j -0.00333147+0.00370451j -0.00384146+0.00360346j 0.00885832-0.00294063j 
0.00434031+0.00264542j 0.0128683+0.0179821j -0.00567403-0.00487206j 0.00485435+0.00395151j 0.000371644+0.00264497j 0.012297+0.0106039j -0.00747444+0.00197493j -0.00273442+0.00252075j -0.00371029-0.000396907j -0.0100622+0.0100635j -0.00462911+0.00325221j -0.00136874+0.00237872j 0.00895425+0.00132689j 0.00945376+0.00882923j 0.00778415+0.00828273j -0.00122683+0.0095323j -0.00226256+0.00734985j 0.000507891+0.0095344j 0.00364458-0.00138381j 0.00371573+0.00251261j 0.000209401+0.00728676j 0.00687228-0.0119523j -0.000723516-0.00298444j 0.00803546+0.00231414j -0.00528016-0.000349277j -0.0075944+0.00720701j -0.00250672-0.00237546j 0.0066323-0.00971773j -0.00968026+0.000701898j 0.00271421-0.00712016j -0.00323667-0.000420216j 0.00200348-0.0100251j 0.00501946-0.0391293j -0.00555314-0.00662438j -0.0109121-0.000336697j -0.000484413-0.00606955j 0.00752054+0.00999208j -0.00332693+0.00959481j 0.000699743+0.00021823j -0.00636843+0.00138765j 0.000642892+0.00166265j -0.00655463-0.00109369j -0.0010516+0.001723j 0.0143636+0.00885613j 0.00340946+0.00604089j -0.000808137-0.015968j -0.000555904-0.00809642j -0.00388211-0.00712458j 0.00173173-0.0178001j -0.00184626+0.00311335j 0.00708494+0.00282102j -0.00109968-0.000980498j 
-0.00977936-0.0121972j 0.000871877-0.00890455j 0.0155306+0.0116177j 0.00685576-0.00821039j -0.00193893+0.00358752j -0.00515092-0.0181307j -0.00723816+0.00903724j -0.0113948+0.00286249j -0.00187953-0.0027988j -0.00512416+0.000351445j 0.00287218+0.00295496j 0.00722191+0.000159296j -0.00229552+0.00195509j 0.00023561-0.0105073j -0.00146703-0.0137696j -0.0037928+0.00876625j -0.0094343+0.00340217j 0.00553185-0.00960325j -0.00462924+0.00281425j 0.000432013-0.00372277j 0.0066671-0.0114684j 0.000849511+0.00721632j 0.000879324+0.00143339j -0.00080068-0.0019965j -0.00742892+0.00286141j 0.000893462+0.00678431j -0.000152778-0.0140543j 0.00730979+0.0132631j 0.00466621-0.00501387j 0.0119959+0.00594949j -0.0116812+0.0118845j 0.00501702+0.00165899j 0.00310889+0.00467183j 0.000586831-0.00768377j 0.00702593+0.00392949j -0.000567222+0.00841552j -0.00304941+0.00103033j -0.0115778+0.00329189j 0.00367394-0.00150688j 0.00833618+0.00521253j -0.00270046+0.000979038j 0.00558898+0.00559541j 0.00459825-0.00252822j 0.0148842-0.00730514j -0.00216564+0.00464168j 0.00876055-0.000688672j -0.001753+0.00278033j 0.00916966+0.00137089j -0.00588491-0.00392004j -0.00448156+0.0170111j -0.0189863+0.0012007j 0.00939908-0.0143705j 
-0.00389349-0.00349676j -0.00323688-0.00346073j 0.00713298+0.00398774j 0.000398223-0.00217521j -0.00435061+0.000545162j -0.00484626-0.0139651j -0.00315719+0.00473588j -0.00375129-0.00095121j 0.004105+0.00224436j -0.00337639-0.00011665j 0.0056777+0.00215631j 0.00432181+0.000887653j -0.00135897+0.004337j -0.00251032-0.00547325j -0.00596787-0.00316163j -0.00156915-0.000328698j -0.00156223-0.00228425j -0.000508619-0.00377459j -0.00540295+0.00115405j 1.71401e-05-0.00176244j -0.000946264-0.00497954j -0.0013663+0.00610825j -0.00127988+0.00165503j -0.0034562+0.000827154j 0.000642601+0.00201854j 0.00492438+0.00254359j 0.00115789-0.00337116j 0.00200848+0.00539402j 0.00120951-0.00051951j -0.00140659+0.000878028j -0.00399773+0.00285684j 0.00149636+0.0018703j 0.00109424+0.0101319j -0.00154935+0.00701056j 0.00265543+0.00160305j -5.0592e-05+0.00303585j -5.48613e-05-0.00529246j -0.00419369+0.000782367j 1.75253e-05-0.00268505j 0.00272727+0.00149207j -0.000776377+0.000915563j 0.00335898+0.00027358j 0.000211887-0.00199535j 0.00454924-0.00467794j -0.00287087-0.000619386j 0.000352157+0.000900785j -0.000141124+0.00149997j -0.000558982+0.00525828j -0.00192675-0.00203477j -0.000558479+0.00350216j -0.00550473-0.00125748j 0.00366523-0.000717417j 
0.00108824-0.000726j -0.00220754-0.00374746j -0.00109046+0.00343968j 3.2293e-05+0.00177117j 0.00437194-0.00265395j -0.00416966+0.000430376j 0.00238084-0.0010864j 0.00419647+0.00214118j 0.00351081+0.000740213j 0.00546745+0.000718449j 0.00563276-0.00652947j -0.00200585-0.00435632j -0.000462214-0.00524986j 0.00172033-0.00328418j -0.010744-7.06277e-05j -0.00532133-0.00436865j 0.00391031+0.00106138j 0.000709489-0.00565638j 0.00353365+0.0021915j -0.00307705-0.000766054j -0.00135698-0.00285632j -0.00112241+0.00601969j -0.00619982+0.00203437j -0.004317+0.00141095j 0.00243644+0.00273549j 0.00134559-0.00504597j -0.00102663+0.00564551j -0.00721873-0.000771956j 0.0032562-0.000929921j -0.00267145+0.00504269j 0.000518112+0.0031834j -0.00704524+0.0018411j -0.00262239+0.00355458j 0.0105741+0.00756102j 0.00340532+0.00547764j 0.000955583+0.00299889j -0.00515444-0.00869637j -0.00110121-0.00883652j 0.000575584-0.00390001j 0.00188334-0.00186592j 0.000289216-2.90121e-06j 0.000887001+0.00270644j -0.0025602-0.000482752j -0.00889093+2.16479e-06j -7.5246e-05+0.000896007j -0.00072286+0.00627289j 0.0087699+0.0129423j 0.00516205-0.00615256j 0.00078075+0.00674074j -0.00195971+0.000109834j -0.00281791+0.000980626j 0.00330825-0.000883473j 
-0.0152566+0.0114889j -0.0198344-0.0239646j 0.00721459-0.00361696j 0.0190047+0.0039006j -0.00467584-0.0237763j -0.00735297+0.0062727j 0.00141033+0.0121083j 0.00634545+0.0198735j 0.00318882-0.00583976j -0.00532334-0.00666136j 0.00403098+0.00814202j 0.0103201+0.00351205j 0.000171902-4.46108e-05j -0.00164574+0.0133633j 0.0128384-0.00281014j -0.00330852-0.00038339j 0.000828091+0.0048325j -0.00464413+0.00908836j -0.0129862-0.00752549j -0.00176563+0.00112918j -0.00680959+0.00408466j 0.00579093+0.00131368j 0.0055836+0.00128935j 0.00848851-0.00551492j -0.003303+0.00687973j -0.000727521-0.00270694j 0.00971385-0.00894664j 0.00601188-0.00266669j -0.00922291+0.00418655j -0.00185162+0.00106482j 0.00677828-0.00167772j -0.00307404-0.00962983j -0.000900361+0.00701667j 0.010382-0.00345526j -0.000554939-0.00498052j -0.00436074+0.00253745j 0.0151893-0.00215126j -0.00579283-0.000701118j -0.00390568+0.0115153j -0.00717876-0.000170489j 0.000779101+0.00921127j 0.00315405+0.00430758j -0.00595437-0.0044913j -0.00836059-0.00293617j -0.00236597-0.00467162j 0.00935206+0.00424674j -0.00538891+0.000304692j -0.000531111-0.0112738j 0.0100124+0.00176634j 0.00387019+0.00222029j 0.00629776-0.0020413j -0.0144696+0.00314884j 
-0.00330782-0.0112437j 0.00118323-0.000604292j 0.00530542+0.00380755j -0.00668728-0.00468798j -0.00404039+0.00812177j -0.00929263-0.0167731j -0.00484858-0.00173555j -0.000945261+0.00266985j 0.00309133+0.00359925j -0.00388117-0.00114239j 0.00496027+0.000765048j -0.00592923-0.00514264j -0.00832808+0.00518473j 0.00182882-0.0033686j -0.00187756-0.0022439j 0.0104694+0.00091154j -0.00483655-0.00443762j 0.00626501-0.00745505j 0.000436817+0.0035535j -0.00142561+0.000787108j 0.00106974-0.000293912j -0.00495518+0.00350038j -0.000790702-0.00303869j -0.0109191-0.00327033j -0.00188098+0.000543475j -0.00476198-0.00302853j 0.0012971+0.000149575j -0.00013904+0.00189308j 0.00202022+0.00280278j 0.00157317+0.0115896j -0.00575512-0.00118523j 0.00750023+0.00646538j 0.00046051+0.00491273j 0.00212064-0.00483814j -0.00161755+0.000177319j -0.00136828-0.00157818j 0.00319911+0.00216062j 0.00327344+0.000997756j 0.00478451-0.00505324j 0.00432115-0.00105842j -0.00112044-0.000408574j 0.00326972+0.000483048j -0.000139732-4.31743e-05j -0.00346994-0.00790526j -0.00649654-0.000167894j 0.00369684+0.00922875j 0.00184652+0.00427822j 0.00591225-5.81273e-05j -0.00504006+0.000770942j -0.00119459+0.0129973j -0.00920837+0.00135565j 0.00514412-0.00723419j 
-0.00506491-0.0139283j 0.0181605+0.0108755j 0.0276246+0.0113084j -0.0235567-0.00291235j 0.00699769+0.0153009j 0.0194724-0.0132651j -0.00489085-0.00403629j -0.0173497-0.0194771j -0.00460681-0.00551405j -0.0139089-0.00276157j -0.0108908-0.0097049j -0.0113208-2.84022e-05j 0.00935255-0.013145j 0.0114372-0.01881j -0.00447605+0.00807429j 0.002294+0.00615359j -0.00345727-0.00152486j -0.0112563+0.000387394j 0.00296108+0.0102705j -0.00277059-0.00763459j 0.000371136+0.00499588j -0.00624464-0.00656768j -0.0109487-0.00461461j -0.0103626+0.00172077j 0.00593543-0.012401j 0.0103263-0.00235092j -0.013903+0.00976105j -0.00378546+0.00192775j 0.0015744+0.00227549j -0.010623-0.000435125j -0.00984886-0.00813194j -0.00839903+0.00884988j 0.00872259-0.00784196j -0.017031-0.00627377j -0.00103095+0.00444386j 0.00422108+0.000631794j -0.00280258+0.0103817j 0.000225839+0.0112537j 0.00646149-0.0226576j 0.00793757+0.00197311j -0.00185181-0.003512j 0.00014985-0.00451541j 0.00181717-0.00200562j 0.00543337+0.00146615j 0.00615816-0.000769847j -0.00971813-0.0126294j 0.00945374-0.00729483j 0.00613685+0.0148927j -0.0189231-0.0177483j 0.00439703-5.87992e-05j -0.00840113+0.00118296j 0.0133458+0.00609664j 
