0.291501+0.0873195j -0.084278+0.292114j 0.15413+0.000602652j 0.00955712-0.16463j -0.120175-0.00864978j 0.0726299-0.0561529j -0.0434731+0.120086j -0.108588-0.11349j -0.0749677+0.087098j 0.0236518-0.0375065j -0.0149707-0.114566j 0.0489669-0.0578033j -0.191053-0.056033j 0.0971823-0.0332759j 0.0747126-0.0570302j 0.0747712+0.00172363j 0.0542869+0.155934j 0.0884355-0.016793j -0.0278741-0.0646325j 0.00322597-0.156868j 0.039471+0.126023j 0.0530354+0.108967j -0.0343535-0.054691j 0.0627821-0.0675377j 0.0316951-0.0247587j 0.0450345+0.100761j 0.00940523-0.046793j -0.151827+0.0381407j 0.0377145-0.0129436j 0.0140075-0.0177954j -0.0907131+0.0994817j -0.0302441+0.0356739j 0.0295267-0.0262622j 0.0289681+0.0530649j -0.11792+0.0525174j 0.0673295-0.161435j 0.0628099-0.100783j -0.00646195-0.0520134j -0.16377-0.00400054j 0.0437224-0.0662985j -0.0876171-0.0135248j 0.0231149+0.0383354j -0.119087-0.0908301j -0.157656-0.0788554j 0.0152227-0.0190722j -0.0359027+0.0946675j -0.0298676+0.0248646j 0.0421478+0.0647664j 0.0500441+0.109864j -0.0927146+0.0731788j -0.0255848-0.0133339j -0.0739744+0.0261412j -0.166088-0.144045j 0.135093-0.152863j -0.00202367-0.285114j -0.284595+0.00447172j 
0.00747535-0.00950076j 0.00916211+0.00743242j 0.00225568+0.00562081j 0.00310486-0.00257143j 0.00882979+0.00613478j 0.00193549+0.00757381j -0.0018825+0.0138082j -0.0127321+0.00302888j 0.00508701-0.0114758j 0.0188225-0.00916287j -0.011417-0.00349195j 0.00191076+0.005707j 0.00821263-0.00629773j -0.0123648-0.006137j -0.00894805-0.0159933j -0.00569254+0.00717403j -0.00794535-0.00507313j 0.0130296-0.00288992j 0.00347446-0.000709855j -0.00613745-0.001644j -0.00127672-0.0131036j -0.00186878+0.00159093j 0.0049878-0.0040193j 0.0099843-0.00101942j -0.00445031-0.00627133j -0.000478957-0.000547919j 0.000901913-0.0116226j -0.00735799-0.0012738j -1.42795e-05-0.000976659j -0.00494836-0.00692348j -0.0114595-0.00227338j -0.00348537-0.000847049j 0.00203726-0.000504355j 0.00234556+0.00303468j 0.00442625+0.0024473j 0.00159205+0.0150656j 0.00875951-0.0062251j -0.0137588+0.00740853j -0.000656049-0.0167368j -0.00440475+0.00104396j 0.00771454-0.00678728j -0.002408+0.0128704j 0.010021+0.0101228j -0.00838693-0.00357494j -0.000619733-0.00750488j -0.00671345+0.00378275j 0.01019+0.0147848j 0.00886647-0.00399746j -0.0117329+0.00456197j -0.00820265-0.00741856j 0.000507766-0.0114317j 0.0120078-0.00521887j 0.000846551+0.0174842j -0.0170371-0.000925563j 0.00891402-0.00428518j -0.00478949-0.00910476j 
0.00324847-0.00680409j 0.00664354+0.00328883j -0.00445909+0.00426597j 0.00250449+0.00477999j -0.00133955+0.0175221j -0.0173227-0.0142806j 0.0237995-0.002264j -0.0119493+0.0184256j 0.000727614+0.00311793j 0.00998212-0.0126334j -0.0056333-0.0160058j -0.00948942-0.0081508j -0.0162223+0.00279844j 0.00581446+0.00166065j -0.0019778-0.00331007j 0.00483855+0.00947171j -0.0113018+0.010196j 0.0061048+0.000737406j 0.00372683+0.00133767j -2.86636e-05+0.00470088j 0.00154054+0.00119093j -0.00552546+0.0018363j 0.0135968+0.000910037j 0.00339775+0.0065124j -0.0098222+0.00400388j 0.00473858+0.0133963j -0.00550707-0.00765716j -0.00271679+0.00346261j 0.000702104+0.00137882j -0.00816797+0.000250302j -0.00295852-0.0147019j 0.00687022+0.00431593j 0.00163281-0.00933295j -0.00802426+0.00436771j -0.0042285+0.000123533j 0.00134335+0.0119095j 0.00739054-0.00956567j 0.000108885+0.000993286j -0.00162384-0.00653236j 0.00727983+0.0110279j 0.00862995-0.00685158j 0.00263647-0.000136089j 0.0129147-0.000426364j 0.0141307+0.000390657j -0.00963797-1.74469e-05j 0.00161828-0.0167424j -0.00101678-0.00623114j 0.000761962-0.00732047j 0.00476308+0.0202476j -0.0317222-0.00571169j 0.0128167-0.0258448j 0.0103689+0.00994277j -0.000343293-0.00196129j 0.00141768-0.000362381j 0.0009881-0.00423171j -0.00449989-0.00106541j 
0.00795463+0.00613162j -0.00614853+0.00810303j -0.00818511-0.00426905j -0.00353123+0.0105984j 0.0154238-0.00767817j 0.00664342+0.00788191j 0.00762773+0.00112103j 0.00120649+0.0128403j -0.00979924-0.00335107j 0.000771017-0.0155011j -0.00587552-0.00467791j -0.00869783-0.00175289j -0.00524338-0.00147478j -0.0108888+0.00666189j 0.00544803-0.0113746j -0.00587321-0.00266988j -0.00752503-0.0135078j 0.0063451+0.00435221j 0.00737411+0.0199883j -0.00192607+0.0017076j 0.00053371-0.000485647j 0.00190378-0.002021j -0.00698146-0.00343655j -0.000949697+0.00569343j 0.0135507+0.00133644j 0.00844299+0.00460736j 0.00720843-0.00518973j -0.00883925-0.00348488j -0.00914202+0.00655238j 0.00977402-0.0087288j 0.0101131+0.00296718j 0.00117821-0.000974055j -0.00801479+0.000762799j -0.00965189+0.00719846j -0.00219489+0.00933315j -0.00959315-0.00555276j 0.000850982-0.000527535j -0.011403-0.0097586j -0.0126567-0.00374865j -0.00471926+0.00710841j 0.00222223-0.00511768j -0.000586998+0.019349j 0.0109037-0.0169648j 0.00939343+0.012464j -0.0167479+0.0227768j -0.02499-0.00132718j 0.0167134+0.012114j -0.00194771-0.0119112j 0.00358176-0.00509439j 0.00671097-0.00452506j 0.00997312+0.00374432j -0.00100938+0.00823497j -0.00705315+8.98875e-05j -0.000398289-0.00613439j 0.00278057+0.00414612j 0.00410867-0.00259372j 
-0.00206335-0.00603096j 0.00580908-0.00201164j 0.00893981+0.00348823j 0.00173163-0.00974844j -0.0037392+0.0130782j -0.0103815-0.00122903j -0.00277659+0.00190529j -0.00717541-0.00233871j 0.00936531-0.00255653j 0.00616519+0.0065726j 0.00343216+0.000132365j 0.00276016-0.000871337j 0.00376654-0.000873355j 0.00224753-0.00598648j -0.00448826+0.00469278j 0.00221354+0.00166023j 0.00268131+0.00660667j -0.00128562+7.45554e-05j -0.00697086-0.0107186j 0.000208968-0.000269929j 0.000796762-0.00375888j -0.00147983+0.000424101j 0.00972465+0.000744188j 0.00355772-0.00273647j -0.0103635-0.00101062j -0.00479269+0.000745901j -0.0031757+0.000490862j 0.00472798-0.00028243j 0.00516485-0.00370302j -0.00496071+0.00639113j -0.0108438-0.00312045j -0.00207729-0.00031858j 0.0063016-0.00457155j 0.00389086-0.00408722j 0.00102489-0.00454495j 0.0064248+0.00704426j 0.0033541-0.00459081j 0.00549467+0.00381908j 0.0084371-0.00616571j 0.00384891-0.00583628j 0.00336862+0.00201996j -0.00456007-0.00808368j -0.000875283+0.0147697j -0.00909243-0.00790602j 0.00270179-0.0187078j 0.0133732-0.00463524j -0.00902415-0.000892302j 0.00716197+0.00529105j -0.00281324+0.0103264j -0.0100734+0.0025836j -0.00587855-0.00503918j 0.00104577-0.00596637j 0.00643766+0.00461805j -0.00498706+0.00553671j 0.00129729-0.00147023j -0.00169913-0.00140411j 
-0.00274435-0.0030778j 0.00330539-0.0029845j -0.00515679-0.00123455j -0.000954724+0.00417797j 7.18865e-05-0.00107184j 0.00303266+0.00204853j -0.00347212+0.00151449j -0.00182338-0.00384372j -0.00253315+0.00084668j 0.00109376-5.2917e-05j -0.000498455-0.00266512j 0.000347402-0.0024559j -0.00309984+0.00277944j 0.00271314+0.00195316j 7.71024e-05+0.000746185j 0.00069843+0.002191j 0.00364596+0.00283375j -0.000165197-0.00345704j 0.000999722+0.00209561j -0.00148182-0.00245332j -0.00281362-0.00182151j -0.00319109+0.0021995j -0.00117642-0.00201895j -0.00431761-0.000264094j -0.0011866+0.00215881j 0.00255418-0.00297914j 0.000901535+0.000438128j 0.000583971-0.000173513j 0.0014616-0.00323237j -0.0012035-0.00217844j 0.000745324+0.00146274j 0.000385122+0.00449138j -0.00344887+0.00104249j 0.00266602-0.00139214j -0.00192494-0.00252304j 0.00333746+0.000359801j -0.00108458+0.00233386j -0.00082516-0.00042133j 0.000358727+0.00375785j -0.00318308+0.00100532j 0.00106422-0.00282177j -6.11983e-05-0.000215169j 0.00115963-0.00148316j 0.00182338+0.000105099j 0.00196519-0.000816827j 0.000623651-0.0018388j -0.000996864-0.00119864j -0.00295539-0.000236914j 0.0010138-0.00134772j 0.000286112+0.00121067j -0.00267661+0.00131008j -0.00122334-0.00122216j 6.90317e-05-0.00463792j 0.00516736-0.000301993j -0.000270918-0.00702127j -0.00688574-4.45463e-05j 
-0.00402753+0.00284203j -0.00304002-0.00393806j -0.000373721+0.0040395j 0.00425677+0.00110507j 0.000360012-0.000664278j 0.000243971-0.000975318j 0.00133939+0.00135225j -0.00133969+0.00131065j 0.000229005+0.00113245j -0.000259714-0.00124346j -0.000163531+0.000769844j -0.000245875+0.000282823j 0.00171426-0.000666741j 0.000388219-0.00120383j 0.000250461+0.00089495j 0.00127296-2.02556e-05j -4.42163e-05-0.00207262j -0.00143642+0.000515977j 0.000331722-0.000712939j -0.000586258+0.000779708j -0.00120696+0.00200267j 0.00155197+0.000873606j -0.000750892+0.000541742j 0.000622415+0.00161409j 0.000729133+0.000834802j -0.00209353-0.000646334j -0.00106046+0.000153637j -0.0011233-0.000496139j -0.00221665+0.00028675j 0.000332451+0.00124592j 0.000805139-9.1984e-05j 0.000948293-0.00102595j 0.000722165+0.000436992j -0.000680012-0.000689264j -0.00120343+0.000442054j 0.000529308-0.0021482j 0.000523296-0.000435084j 0.000359529+0.00133013j 0.00123326-0.000734359j 0.00150704+0.00137287j -0.00116385+0.000568663j 0.0001665-2.88923e-06j -0.000138244-0.000356685j 0.000621598-0.000290751j -0.00150124+0.000142111j 0.000155797-0.000765144j -0.000256409+0.000573452j 0.00161515+0.00081812j -0.000976099+0.00137833j 0.00100784-0.00092025j 0.000731709+0.00216819j -0.00165979+6.56486e-05j -0.001774+0.00306691j -0.0032402-0.0014298j -0.0044179+0.00347209j 0.00344261+0.00449517j 
0.00594195+0.00345522j -0.00370172+0.00682039j 0.00760854+0.00169243j 0.00282556-0.00524853j 0.00143708+0.00123404j -0.00170523-0.00118295j 0.00619764+0.00571774j -0.00361396+0.0059941j 0.00249053+0.00102008j -0.00378068-0.000323955j 0.00467921+0.0029855j -0.00358482+0.00358721j 0.00430906-0.000842068j -0.00121268-0.00126667j -0.000694531+0.00100723j -0.000245636-0.00437032j -0.00376106-0.00159121j -0.00123856+0.00642567j 0.00137551-0.0023936j 0.000123193+0.00154825j 0.00328321+0.000247684j 0.00476859-0.00608769j 0.00457271-0.000476601j 0.00617339-0.00109574j 0.000814714-0.00278002j -0.00172206+0.00183944j -0.000155792-0.00143852j -0.00325521+0.00109596j 0.00231794+0.00400728j 0.00303494+0.00209052j -0.00283179-0.0022394j -0.00236081-0.00273707j 0.00239492-0.00170415j -0.00169837+0.000857535j 0.00309655+0.00214362j -0.00329692-0.000764096j 0.000873848-0.0047736j -0.00134372-0.0017007j -0.00193086-0.00231903j 0.00204874-0.00387411j -0.00121262+0.00128512j -0.00108714+0.00294952j -0.00213351-0.000689355j -0.00256951-0.00141007j -0.00248202-0.000161461j 0.0016634+0.00141405j 0.00128287+0.000265425j 0.000541647-0.00107828j 0.00105961+0.00350753j -0.000624098+3.03671e-05j -0.000890219-0.00269475j 0.000303429-0.000698116j -0.00371215+0.00124823j -0.00116269-0.0016624j 0.00258728-0.000241646j 1.16356e-05-0.00213719j 
0.00632849-0.0017441j 0.00156757+0.00573095j -0.00172843-0.00268639j -0.0045421+0.000446387j -0.00392691+0.0031001j -0.00191623+3.54179e-05j -0.00744261-0.00211835j -0.000759525-0.00764008j -0.00244921-0.0021548j 0.00165674-0.00201409j -0.00152548+0.00367721j 0.00351111-0.00943779j -0.00635075+0.00248591j -0.000934471+0.00133042j -0.000446969-0.00587193j 0.000954882+0.00290271j 0.00410006+0.00585145j -0.000277895-0.00245547j 0.00398719+0.00199265j -0.00264427-0.0056198j -0.00304212-0.00180785j -0.00330599+0.00336981j 0.00230045-0.00296977j -0.00632193-0.00014676j 0.000726717-7.5445e-05j 0.00637342-0.00138557j 0.00766148-0.00156923j 0.00211009-0.00210002j 0.00395078-0.00376222j -0.00469576-0.00284795j -0.00225211+0.00173213j -2.0262e-05+0.00291465j -0.00142604+0.00315119j 0.00164617-3.02848e-05j -0.00348653-0.00207493j 0.00518319+0.00401479j 0.00360831+0.0014821j -0.000920674-0.00562284j -0.0017214+0.00234001j -0.001749+0.000589098j -0.00219972-0.00455235j -0.00274288-0.000545271j -0.00121496-0.00432815j -0.00190332+6.72087e-05j 0.00154952-0.00449533j -0.00197674+0.00341482j 0.00142119+0.00188333j 0.00148939+0.00458683j -0.000515625+0.00247527j -0.00236264+0.00222367j 0.000441989+3.78119e-05j 0.00136996+0.00446173j -0.00105767-0.00281616j 0.00190329-0.000524298j 0.00133344-0.00445696j -0.0047356-0.00190121j 
-0.00889343-0.00113315j 0.00149434-0.00946989j -0.0101865-0.00412965j -0.00321283+0.00742795j -0.00133441-0.00457628j 0.00524141-0.000183055j -0.00270657-0.00308379j 0.0035573-0.00374844j -0.00141431+0.000447427j 0.00360137+0.00142519j -0.00476494-0.00511347j -8.29307e-05+0.00216912j 0.000789056+0.00262431j 0.00270292+0.000460406j 0.00248285+0.0027718j 0.000645438+0.00217833j 0.00363423-0.00363343j 0.000287996-0.00429505j -0.000472191+0.0018719j 0.00232227+0.00153885j 3.30063e-05+0.00231498j -0.00150927+0.00601071j -0.00553266+0.00399154j -0.00140972+0.00416334j -0.00155815+0.0025254j -0.00475712-0.00260231j -0.00448831+0.00101519j 0.00150607+0.000749117j -0.00637841-0.00183856j -0.000885518+0.000951608j 0.00604912-0.00152346j 0.00421065-0.00111784j 8.63844e-05+0.00210388j 0.000748325+0.000253734j -0.00320299+0.00299722j -0.00247852-0.00484117j 0.000134412+0.00292125j 4.25382e-06+0.0030151j 0.00601573-0.000142548j 0.00235856+0.00495928j -0.00182789+0.000505389j -0.000926187-0.000365526j -0.00152564+0.00133151j 0.000837934-0.000717732j -0.000285119-0.00342991j -0.00270875-0.00146018j 0.00262786+0.00202916j -0.00239817+0.000547968j 0.00340648+8.59715e-05j -0.00427173+0.00184062j 0.000705184+0.000599424j -0.00126049+0.00409147j 0.00499984+0.00689935j -0.00518326+0.00357071j 0.00092759+0.00743094j 0.00723629-0.00183723j 
-0.00278843+0.00232774j -0.00222101-0.00300844j -0.0031329-0.00725214j -0.00625315+0.00191665j -0.00188498-0.00358461j 0.00485624-0.00352375j 0.00209+0.000595905j 0.000883156+2.54518e-05j -0.00485682+0.000413702j -0.000412111-0.00117106j -0.0021547-0.00179619j -0.000669033+0.00168085j 0.00186998-7.44192e-05j 0.00147335+0.000249773j 0.000470761+0.00294207j -1.916e-05-0.00121976j -0.000214632-0.000273922j -0.00817876-0.00280445j 0.00172691+0.00387072j 0.00137725-0.00272324j 0.00121424+0.00381124j 0.00338121-0.00601131j 0.00305223+0.00164073j -0.00365788+0.00135167j 0.00285085+0.000912706j 0.00140283-0.00127513j 0.00316193+0.00300825j -0.00143052+0.00154698j -0.00210266+0.00394128j 0.000682399+0.000346951j 0.000284258-0.00470056j -0.000536734+0.000447418j 0.000908439+0.00517203j -0.000764832-0.00450328j 0.00125021+0.00389196j -0.00425335-0.000682323j 0.000276277+0.00031316j 0.00580231-0.00374486j -0.00100352-0.00104847j 0.00183718-0.000249812j 0.000609032+0.00120975j -0.000928664-0.000569407j -0.00110022-0.00409782j 0.000770575-0.00103489j 0.00198448-0.00492834j -0.00112393+0.000330239j 0.00123746+0.00238816j 0.00153443-0.00258624j 0.00327689+0.00316359j -0.00472771+0.00419553j -0.00241027-0.000992115j 0.000604562+0.00043422j -0.0013625+0.00487181j -0.00362528-0.00104262j 0.00369408+0.00350397j 0.00338934-0.00430783j 
-0.00140135-0.00119394j 0.00108655-0.00148356j -0.00178+0.000275244j -0.000324435+0.00123526j 0.00209937+0.00132841j -0.00310161+0.00368327j -0.00348012-0.00343765j 0.0012791-0.00122079j -0.000910155-8.51332e-05j -0.000476096-0.00113656j 0.000403875+0.00149101j 0.000798761-0.00195863j -0.000472953-0.00272373j 0.000677053+0.0015715j -0.00184182-0.00119417j -0.000629334-0.0031033j 0.00114355-0.00130864j -0.00232084-0.00186969j 0.00072979-0.00164399j 0.00162477-0.000683166j -0.0028346+0.000596023j 0.00119061+0.00268033j -0.00180063+0.000615053j -0.00134368+0.000898491j 0.00113411+0.00114897j -0.00100613-0.00216501j 0.00203549-0.000344804j 0.00151705-0.00320517j -0.00113458-0.00158413j -0.00159199+0.000196323j 0.00213864+8.79035e-06j 0.00108875+4.40658e-06j 0.00065656+0.00129082j 0.00185071-0.00316214j -0.00161896+8.77971e-05j 0.00237212+0.000401716j 0.000213528-0.000559353j 6.54917e-06+0.000980788j 4.68568e-05+0.00106415j -0.00105043+0.00159104j -0.000364825+0.000525767j 0.00247525-0.000870048j -0.00108671-0.000171646j -0.0013172+0.000868331j -0.000812107+0.000165889j -0.00182847+0.00145821j 0.00043229+0.000755794j 0.00314979+0.00315267j 0.000888781+0.00140512j -0.000687841+0.00117218j 0.00364153-0.000187618j 0.00237317+0.00579965j 0.00126718+0.00149905j -0.00112467+0.00197997j -0.000401648+0.00309752j 0.00272163+0.000163545j 
-0.00037417-0.00436778j 0.00371597-0.000771796j -0.0060081-0.00455449j -0.00642612+0.00402027j -0.00455928+0.00132651j -0.00282558+0.00285895j -0.0126656-0.00529284j 0.00326878-0.00953696j -0.000872443-0.00638289j 0.00566859-0.00453689j -0.000667755+0.00209114j -0.00477566-0.0127524j -0.00456497+0.00679965j 0.000670493+0.00284848j -0.00169519-0.00712915j 0.00347948+0.00405143j 0.00505195-0.00235059j 0.00466524-0.00634032j 0.00487476-0.00010058j 0.00189652+0.00336295j -0.00982534-0.00242306j 0.00208397+0.0170573j -0.00218285+0.00608868j -0.00372648+0.00435284j -0.00201942+0.00399974j -0.000842677+0.000505121j -0.000918118-0.00133575j 0.00798738-0.00864131j -0.0059695-0.00595462j -0.00823195+0.000415804j 0.00794938-0.00052849j 0.00249093-0.00179068j 0.000189667+0.000948071j 0.00661413+0.00378706j -0.00938269+0.000882409j 0.00096567-0.00257022j 0.00366177+0.00061163j -0.00423013+0.00537027j 0.00461819-0.00164558j 0.006475+0.00565977j -0.0088803-0.000695125j 0.00156772-0.000371239j 0.000960228+0.000642534j -0.00248888+0.00185097j -0.00361894-0.00156869j -0.00416219+0.00492531j 0.00365481-0.00167323j 0.00362589+0.014436j 0.00339344+0.00531696j -0.00333676+0.00900696j 0.00362261+0.00613485j -0.00199546+0.0158226j 0.0062348+0.00461514j -0.00493434+0.00942371j 0.00358503+0.00758129j 0.00664788-0.00478915j 
0.00558529+0.00211526j -0.00226707+0.00607482j 0.00595294-0.000762658j -0.00274007-0.00434472j -0.00286568+0.00652541j -0.00742254+0.000617401j -0.00179484-0.00410046j 0.00336883-0.0017642j -0.00627102-0.00342277j -0.00949385-0.00233438j 0.00884349+0.00943923j 0.000513521-0.0124189j -0.00840915-0.00694491j -0.00819796-0.001526j -0.00734886-0.00804087j -0.000435521+0.00421596j 0.00282212+0.00979629j -0.00709782+0.00917874j 0.0107964-0.00736199j -0.0060378-0.00923886j -0.0140964+0.0107303j -0.00639018-0.0073604j 0.00567521-0.0181003j -0.00991038+0.00588896j 0.00674314-0.00507314j 0.0102919-0.00804355j 0.0204326-0.0132496j -0.00681283-0.0108051j 0.00957632-0.00700877j -0.0101402+0.00112094j -0.0107975+0.00568683j 0.00213386+0.00582363j 0.00426359+0.00609664j -0.00434553-0.00759703j -0.0072405-0.00544776j 0.0155326+0.0125031j 0.00524385+0.00457832j -0.00705938-0.009443j -0.00604544+0.01186j -0.0061393+0.00066324j -0.00332972-0.00404747j -0.00461966-0.00338816j -0.00110014-0.00861988j 0.00353105+0.00190278j 0.00262566-0.000761779j 0.00704304+0.00329005j -0.00292584+9.13547e-05j 0.0213754-0.00293807j 0.00610171+0.000871345j 0.0129242+0.00150056j 0.00832654-0.000311888j 0.0178572+0.00569863j -0.00147538+0.00214211j 0.00207319+0.000499042j -0.00734754+0.00149728j 0.000519868+0.00797474j 
0.00173225-0.00133025j 0.000992181+0.00189068j 0.000574463+0.00340357j 0.00190024-0.000658835j 0.00525864+0.00357705j -0.00657111+0.00941644j -0.00752203-0.00365131j 0.000744117-0.00157695j 0.00122443-0.00162489j -0.00398294-0.00195975j 0.00635596+0.00666772j 4.9341e-05-0.0106886j -0.00612077-0.00266358j 0.00119139+0.00591692j -0.00127561-0.00604486j -0.00452583-0.00572207j 0.00223476-0.00532686j 0.00979006-0.000465367j -0.00120742-0.00391936j 0.00392018+0.0042088j -0.00773105-0.00807312j 0.00612967+0.0204127j -0.00748732+0.00890971j 0.00475999-0.00311646j -0.000432917+0.00129599j -0.00842167+0.00602976j -6.46919e-05+0.000513616j 0.012481-0.00913171j -0.0039521-0.00647474j -0.00526088-0.0056496j 0.00980713+0.00355911j 0.00253329-0.0038105j -0.00140268-0.0049609j 0.00787181+0.00313642j -0.00818984-0.00389454j 0.00207924-0.00518407j -0.000459513+0.00172928j -0.00873784+0.00999417j 0.00219588+0.00175023j -0.000887861+0.00530443j 0.000506115-0.00427532j 0.00910325-0.00163452j 0.00295967+0.0126611j -0.00617331+0.00694575j -0.00441586+0.00950714j -0.000310127+0.00450258j 0.00103694-0.0036223j 0.0043836+0.0176293j -0.00188962+0.00227759j -0.0047134+0.00619224j 0.00137174-0.00412073j 0.00490377+0.011237j -0.00267607-0.00503217j 0.00434962+0.000171951j 0.000507861+0.0052835j 0.00474136-0.000748477j 
-0.00188554-0.00105194j 0.00118989-0.00238039j -0.00359051-0.000784556j 0.00211233+0.00224209j 0.00573473-0.0074815j 0.0034079+0.00465039j -0.0012899-0.00446309j 0.00285233+0.00108904j -0.0011358+0.00867353j -0.00224112+0.000847193j -0.00534196-0.00165763j 0.0105925+0.000577552j -0.00383959-0.011497j 0.00497317-0.0032647j 0.00413033+0.00403099j -0.00433515-0.00834019j 0.000765182+0.000906368j -0.0119066+0.00229786j 0.000212292-0.00225646j 0.000564392-0.00837482j 0.00494685+0.00725757j 0.00161315-0.00840572j -0.00186988+0.0014358j -0.00463604+0.00428931j 0.00640024-0.00427223j -0.00429841-0.00646865j 0.0110913+0.000414411j -0.00633022+0.00410263j 0.00330075+0.00464278j 0.000398266-0.00481741j -0.00096335-0.00369393j 0.00281539+5.15794e-05j 0.00602101+0.00813134j -0.00437316-0.0116556j 0.00294955+0.00432943j -0.0016956-0.00282901j -0.00170683-0.0020986j 0.00331859-0.00799143j 0.00462766+0.00444564j -0.000480485-0.00159482j 0.00789058-0.00608967j -0.000173756+0.000464308j -0.00688151-0.0020567j -0.0080041+0.00237829j -0.000996449-0.0112909j -0.0015085+0.000509425j 0.00711824+0.0108251j 0.00202096-0.010126j 0.00451012+0.00528883j -0.012237+0.00050994j -0.00145567-0.0113473j 0.00428992-0.000548131j 0.00256622+0.00158033j -0.000491205+0.00164601j -0.000955092-0.00543595j -0.00523061+0.000234225j 
0.00145917+0.00175896j -0.00154592+0.00175246j 0.00489489+0.00778087j 0.00696343-0.00403623j 0.0064953+0.00280051j -0.0047514+0.00762726j -0.000614468-0.000177323j -0.000903001+0.00437432j 0.0082158+0.000947541j 0.00368076+0.00331456j 0.000687254-0.00416315j 0.00261478+0.00644902j -8.5234e-05-0.00692513j 0.00254651+0.00308712j -0.0019256+0.000644293j -0.00828437-0.00692766j -0.00588601-0.00149136j -0.00421642-0.000710339j -0.00600558-0.000104128j 0.00488325-0.000632743j 0.0001959+0.00199056j -0.000788097-0.00598186j -0.00489854+0.00697873j 0.00118317-0.00558693j -0.000726623+0.000227988j -0.00289027-0.000669581j -0.00392645-0.000961718j -0.00296091-0.00188648j 0.00190207+0.000646212j 0.00380389+0.00165381j 0.00552193+0.00324553j -0.00128291+0.00237491j -0.00326627-0.0051524j -0.00191128-0.00962046j 0.00228278-0.00484194j 0.00262774+0.00166424j -0.00360236-0.00223484j 0.00862896+0.00554611j -0.00206998+0.00132567j -0.00775012+0.000505165j 0.00508381-0.000188909j 0.0113189-0.00610973j -0.00163027-0.00161498j -0.00344322+0.00547903j -0.00398818+0.00427402j 0.00190831-0.000569804j -0.000292696-0.00270966j -0.0082142-0.00265163j -0.00185667-0.00649141j 0.0020565-0.00263448j 0.000215448-0.00716156j 0.00580078-0.00233898j -0.00858103-0.00455307j 0.00407842-0.00933605j -0.00159396-0.00112945j -0.0008556+0.00231765j 
0.00162176-0.000821549j 0.000281614+0.00142445j -0.00194662-0.00350475j -0.00456294+0.000594907j -0.00277643+0.00102937j 0.000241367+0.00408313j -0.013395+0.000326351j 0.00212113-0.0123609j -0.00486312-0.0150439j 0.0222116-0.0127799j -0.0139018-0.00922702j -0.00781314+0.0049651j 0.00450213+0.00397351j -0.00335411+0.000123648j -0.00315984-0.00742497j 0.00575722+0.00322874j -0.00411064+0.00251156j -0.0108916-0.00232502j 0.00829577+0.00410209j -0.00176241+0.00146002j 0.00440991+0.00766322j -0.0101285-0.00583952j 0.0017891+0.00596968j -0.0103918+0.0107506j -0.00175613+0.00930224j 0.00599918-0.0113858j -0.00624999-0.00391924j -0.00876537+0.00480373j 0.000402392+0.00482554j -0.00369232+0.00492239j 0.00522585-0.000233337j 0.00144754+0.0109942j -0.000718734+0.000400417j -0.00687807-0.0015938j -0.00335809+0.00120771j 0.00233074+0.000689301j 0.00139626-0.011314j 0.0154226-0.0061041j -0.00284594-0.00232754j 0.00333688+0.00176448j -0.00465963+0.00766973j 0.00444515-0.00800984j -0.0147997-0.0157218j -0.00667331+0.00186562j -0.0128629-0.0169259j 0.00291841+0.000665711j -0.00251297-0.00712288j -0.0165223+0.00760454j 0.00279169-0.00665119j 0.00292121+0.0021375j 0.00381096+0.00327604j -0.000856414+0.00801076j 0.00375197+0.00964554j -0.0102345+0.00459674j 0.00498636+0.00184987j 0.00134554-0.00559883j 
0.00210678-0.00428036j 0.00390699+0.00198775j -0.00617515-0.00201552j -0.0044182+0.00430226j -0.00730389+0.000772813j 0.00112208-0.00187624j -0.00465806+0.00320176j -0.00278764-0.00101278j 0.0132029+0.000219271j 0.00513819-0.00167799j -0.00803994+0.000491022j 0.00558893-0.00085512j 9.41417e-05+0.00147593j 0.00878518-0.00475951j -0.00338937+0.00480183j 0.00280509+0.00167798j 0.00209258+0.00363382j -0.0111361-0.00872064j -0.00603809-0.00087807j 0.00567312-0.00539701j -0.0020984+0.00357153j -0.00730245-0.000924347j -0.00182662+0.00106423j -0.00010558+0.00269283j -0.000305695-0.000696804j -0.00111129-0.00614787j -0.0073467+0.00351184j -0.00627055-0.00640606j 0.00138996-0.00493192j 0.00908745+0.0098999j 0.00137928-0.00413851j -0.000156715-0.00264246j 0.000171704+0.00396039j -0.00120284-0.00798594j 0.00713154-0.00283301j 0.00789631+0.00227074j -0.00308907-0.000944061j 0.00872376-0.00105321j 0.00454884-0.00508148j -0.00225872-0.00177315j -0.00543516+0.00451295j -0.00118081-0.00384187j -0.00635599-0.00651218j 0.00471521-0.000874491j -0.00786454+0.0074998j -0.0132809+0.00161392j 0.0101815+0.00607577j -0.00320077-0.00339851j -0.000709547+0.00158268j -0.00133961-0.00258288j 0.00492543+0.00173462j -0.00102708+0.00415569j 0.00188356+0.00437251j -0.00523983+0.00186705j 0.00250582+0.00081751j 0.000384108-0.00280132j 
