-0.0202794-0.00323087j -0.0124086+0.00268433j -0.00637684-0.00128161j -0.0198209-0.0198552j 0.00221026+0.00188286j 0.00453701-0.00262298j 0.00170549+0.0129229j -0.00217697-0.00152374j 0.0157309+0.00361304j 0.0067914+0.00167252j -0.00323699+0.00711894j -0.00405954+0.00436403j 0.00772183+0.00510026j -0.00041516+0.00440735j 0.00621939-0.00797707j -0.0101245-0.0079797j -0.00462032+0.00362595j 0.00198178+0.0214797j -0.00324361+0.00644697j -0.00734799-0.000949834j 0.00976373+0.00256826j 0.00976936-0.00738894j 0.0033986+0.000783787j -0.00884271+0.00739034j 0.0105359+0.0149279j 0.00323593+0.00877423j 0.0136545+0.00661484j 0.00555107+0.0181323j 0.00280291-0.00655742j 0.021656+0.0102169j 0.0157017-0.0335527j -0.00279182+0.000197999j 0.00796252-0.00557462j -0.00313916+0.00187634j 0.00204393+0.000409801j 0.00153925+0.000191164j -0.00158123-0.00437769j -0.000295187-0.00389822j -0.00427323+0.0130235j -8.10179e-05-0.00575487j 0.000688459-0.00157105j -0.00445165-0.0114729j -0.003475-0.00187689j 0.00091349-0.00369358j -0.0059399+0.00862509j -0.0137738-0.00674726j -0.0164832+0.00714076j 0.0134806-0.00629827j -0.0250748-0.000741955j 0.00203113-0.0217771j 0.0216698+0.00677339j 0.00358801-0.0160679j 
-0.00040583-0.00146715j -0.00184041-0.00130429j -0.00494102-0.00116414j -0.00471776-0.00111578j -0.00126104+0.000702769j 5.4948e-05+0.000920596j -0.00323652+0.000349946j 0.00893808+0.00557566j -0.000404567+0.00684672j -0.000674556+0.00506903j 0.00117963-0.00557905j 0.00345897+0.0053947j 0.0034909+0.00666921j 0.00373797-0.0131532j 0.00524501-0.00689377j -0.00370548-0.00520765j -0.00276631-0.00133531j -0.00206203+0.000239261j 0.0185016+0.00209787j 0.00941585-0.00431183j -0.00748458+0.00252789j -0.00192469-0.000974624j -0.00198787+0.00107326j 0.00748183+0.00229294j -0.0123143-0.00477904j -0.00508979+0.00908475j -0.00568054-0.00104431j 0.00104821+0.00773829j 0.00818381+0.0200417j -0.00292312-0.00546286j 0.000491717+0.0119722j 0.00527065+0.00975895j 0.0126287+0.0218754j -0.00675403-0.0020159j -0.00719523-0.00589092j 0.000216133+0.00291237j 0.0162673+0.000970569j 0.0106652+0.00489168j -0.00636318-0.0088079j 0.00239908+0.00206683j -0.00876285-0.0163237j -0.00738931-0.0157702j 0.000873113+0.0120164j 0.0195753+0.0703497j 0.004226+0.0682257j -0.012187-0.0319649j 0.0059533+0.0246385j -0.00584057-0.0147249j -0.000141382+0.0126281j -0.0011945-0.00161349j 0.000392053-0.00057124j 0.000280056-0.00145508j 
-0.00120098-4.99611e-05j 0.00514236-0.00423004j 0.000452143+9.69081e-05j -0.000375744+0.00261444j -0.00682658+0.00327298j 0.0124905-0.0143266j 0.00882982+0.00068924j -0.00805328+0.0104468j 0.00420513+0.00811542j 0.00444084+0.00424749j -0.00911913+0.000181607j -0.00356986-0.000119034j -0.00274994-0.00225403j -0.00963514+0.00784867j -0.0021626-0.0174557j 0.00386726-0.000129297j -0.0019678+0.00858945j 0.00846101-0.00558096j -0.006197+0.0151699j -0.0070716-0.000363466j 0.00945842+0.00309181j -0.00966756+0.00367168j 0.00357274-0.0021277j -0.005275+0.00686461j 0.00661153-0.00698896j 0.0183695-0.00868708j -0.00263943-0.0141851j 0.00250186+0.00273191j 0.00978852+0.00259005j -0.0214162+0.0235296j 0.00657502-0.0052712j 0.00444034-0.00140707j -0.00449437+0.0141518j 0.0234851-0.0104033j -0.00771483+0.0047973j -0.00157861+0.000401408j 0.0202097-0.00665803j 0.0214859-0.00558082j 0.00562184+0.00382251j 0.00253356-0.000489804j 0.00130777+0.00330913j 0.00705684+0.00141287j 0.00874778+0.00239038j 0.0319249+7.47992e-05j 0.00119635+0.0323576j -0.0176156+0.00849187j 0.00119712+0.00216278j -0.0188416+0.00277347j -0.0257624+0.0241864j -0.0147769+0.00783803j 0.00187296+0.00215904j 0.000178534+0.00181735j 
-0.00267543+0.000565351j 0.000568839-0.00157631j -0.00385069+0.000783964j -0.00467485+0.00405962j -0.00626597+0.0063671j 0.00499702-0.0116157j -0.000131114+0.00360935j 0.00370684+0.00104814j -0.00588478+0.00788105j -0.0080597+0.00398989j 0.00342348-0.000830572j -0.00382866+0.00609653j -0.00631755+0.00507848j 0.0221997-0.0107961j 0.0203444-0.0130438j 0.00317167-0.00665842j 0.00157727+0.00147798j 0.000528104+0.00599246j 0.0106897-0.0149932j 0.0213418-0.0119118j -0.00853451+0.0094828j -0.00232953+0.00493215j 5.85899e-05+0.000791144j 0.0051949-0.00576286j -0.00425835+0.0126604j -0.00718281+0.00556229j -0.00572494+0.00476974j -0.00363343+0.000815149j -0.00485735-0.00595775j -0.00467474+0.0130133j 0.00233377-0.00289296j 0.00101196+0.000495586j -0.012547-0.00557916j 0.0117526-0.00920693j -0.000967398+0.00642012j -0.00160274+0.00171604j 0.0129298-0.0231027j 0.00691991-0.0210311j -0.00184-0.00387517j 0.0013566-0.00396265j -0.00427077+0.00566591j 0.0115543+0.00912224j 0.00375016-0.00311685j -0.00817707-0.0365472j -0.00520972-0.0137197j 0.0105104+0.0266189j -0.0111557+0.00309486j -0.00141763+0.0118948j -0.0182738+0.0154465j -0.00534056+0.00431142j 0.000357975-9.09554e-05j -0.000915169+0.000489j 
0.000513994+0.00215169j 0.00236614+0.000709201j 0.00311477+0.00297224j 0.00156144+0.00669198j 0.000685946+0.00397373j 3.28681e-05+0.00065389j 0.0024326+0.00371838j -0.00530902-0.00814298j 0.00331276+0.00397978j 0.00230022+0.00769903j -0.0120737+0.000931696j 0.0094847-0.00668202j 0.0024925+0.00501599j -0.00883383-0.0236939j -0.0139409-0.0147008j -0.00154151-0.00209732j -0.00220116-0.00137872j 0.00577648-8.85154e-05j -0.0154095-0.0206511j -0.0133472-0.0319953j 0.0124431+0.010798j -0.00207718-0.00335239j -0.000862641+0.00704155j -0.00274173-0.0144054j 0.00803798+0.00757064j 0.00754999+0.015775j -0.000578483+0.0107761j -0.000666685+0.000888774j -0.000734799+0.00237199j -0.00550858-0.00209752j -0.00181523-0.00173119j 0.00612795-0.00253459j -0.00310455-0.000459003j 0.00328881-0.00412262j -0.000165004-0.00175714j -0.00209789+0.00149358j -0.00704891-0.0011966j -0.00321254+0.00238083j -0.00407775+0.00504749j -0.00108537-2.48671e-05j -0.00523329+0.0026532j -0.00235023-0.00796654j 0.0055359-0.00253867j 0.00304107+0.012236j -0.0047822-0.0010292j -0.000507031-0.0134042j 0.0081583+0.00313558j 0.00216098-0.00656822j -0.00253122+0.00357077j -0.00282545-0.00105415j -0.000874379+0.00157115j 0.000584176+0.00231652j 
-0.00348185+0.000255529j 0.00135549-0.00154459j -0.00210902-0.00212786j -0.00686354+0.00143863j -0.00458595+0.006243j -0.00530488+0.00262887j -0.00202709-0.0030647j -0.00157964+0.00554886j -0.000134392-0.00402712j -0.000315122+0.00425745j -0.0183439+0.0225222j 0.0143906-0.0191875j -9.78552e-05+0.00160725j 0.0161055-0.00815908j -0.00233593+0.0186393j 0.00343158-0.00878765j -0.00305699+0.00417958j 0.00153957-0.0156953j 0.00351812+0.0121609j 0.0139485-0.00480335j 0.00603703-0.010005j -0.00261189-0.00113092j -0.0128405+0.0160399j 0.00730237-0.0120688j 0.00983617-0.0174631j -0.0103744-0.00928371j -0.0088905+0.00720191j 0.00147843-0.0120166j 0.00844958-0.00174058j 0.00560954+0.0107872j -0.000397854-0.00302972j 0.0076166+0.00334977j 0.00209429-0.00454919j -0.00325492-0.0014986j 0.000511291-0.000760471j -0.00547219+0.00404449j -0.00209815-0.0018921j 0.000647871-0.00386671j 0.0155215+0.00072027j 0.00100437+0.00335392j 0.00304112-0.00347297j 0.0104366-0.00172374j 0.00964097-0.000848224j 0.00127569-0.000870622j -0.000762367+0.0045428j 0.00532171+0.000181303j 0.00134493-0.000839765j -0.00249317+0.012279j -0.00221947+0.00823292j -0.00564565+0.00227697j -0.00566288+0.000529234j 0.00282818+0.00441473j 
-0.000910046+0.00110474j 0.0040232-0.000218365j -0.000235203-0.00126283j 0.00155199+0.00356488j -0.00176508-0.00171961j 0.0139067+0.00754967j 0.00348413+0.00315776j -0.00442862-8.73284e-05j -0.00771621-0.00330837j 0.00226946-0.00605155j 0.0192693+0.0144385j -0.0213514-0.0143221j -0.00388045-0.00492735j -0.00378771-0.00817345j 0.0225391+0.00967263j -0.0041689-0.000551718j 0.0033787-0.00066256j -0.00623174+0.0021987j 0.00568135-1.85027e-05j -0.00187267-0.00989493j -0.0070994-0.0105046j -0.00519622-0.00497268j 0.014394+0.0134972j -0.0143067-0.00563083j -0.0106219-0.00740552j 0.00150158+0.012231j 0.00492819+0.00114478j -0.00673348-0.00587456j -0.00577979-0.00656667j -0.0102274-0.0102869j -0.00326807+0.00143024j -0.00308559-0.00619238j -0.0235628-0.0103573j 0.024914+0.00483839j -0.00433006-0.00684853j 0.00196742-0.00121574j 0.0126414+0.0216508j 0.00678608+0.0179891j 0.000978549-0.00693758j 0.00564052+0.00104481j -0.00419556-0.00356432j -0.000609681+0.00214056j -0.00264187-0.00346335j 0.0041875+0.00566061j -0.00377431-0.0136002j -0.00698871-0.00773485j -0.0100825-0.0125666j 0.00626972-0.0103499j -0.0142559-0.018987j -0.00155133-0.00134855j 0.00266976+0.00626609j 0.000855817-0.00221785j 
-0.00204968+0.00179074j 0.00312704+0.000477078j 0.00163457+0.000936583j -0.00223809-0.00554478j -0.00747269+0.00109833j 0.00397264+0.000809771j 0.00181147-0.0105998j -0.00448565-0.0014568j 0.00353912-0.0074218j -0.00507054-0.00762593j -0.00964389-0.0169188j 0.0074962+0.00665266j -0.00213564-0.0115833j 0.011731+0.00565754j 0.0149829-0.00230453j 0.0047149+0.0151476j 0.00235211-0.0025344j 0.00664618+0.00481319j 0.00270393-0.0189511j 0.0158462-0.0113022j 0.00319397+0.00554381j 0.00299964-0.0084118j -0.00461773-0.0118458j 0.0043923+0.00333261j 0.00640861-0.000376455j 0.00166212-0.0166443j -0.00400028-0.00316389j 0.00533192-0.00259267j -0.000165041-0.00376745j -0.0039833+0.00893621j 0.00577966-0.00893337j -0.00300354+0.00254184j 0.00162869-0.0143189j 0.012515+0.00810818j 0.0014153-0.0140268j -0.00189926-0.00983665j 0.000175622+0.0418042j 0.0034292+0.0338345j 0.0162679+0.00579597j -0.000132637+0.00284145j 0.00605654-0.00823745j 0.00782125+0.00453817j 0.00245336+0.00974012j 0.000886955+0.00503797j -0.00263714-0.0170271j 0.00122561-0.00627495j -0.00589338-0.0106483j -0.0115074+0.00444225j -0.00659145-0.0195448j -0.00327293-0.00350196j -0.00266956-0.00357782j -0.00276169+0.00170102j 
-0.000851582+0.0112734j -0.000278423-0.00654814j -0.000893991+0.0109912j 0.00310056+0.00740528j 0.00566393+0.00698592j -0.0108266+0.0135331j 0.00264771-0.0132251j 0.00598407+0.0078277j 0.00874996+0.00347076j 0.00346866-0.00151081j 0.00870911-0.00472033j -0.00916981-0.00425038j 0.00128169+0.00476572j -0.0126337+0.00233962j -0.00173842+0.00915005j -0.0108006-0.000416702j 0.0075855+0.00194851j -0.00522672-0.0114533j 0.00955238-0.00963577j -0.00204475-0.0202309j -0.00433988+0.00750288j 0.00596491+0.0156249j 0.00879182-0.00811065j -0.00305458-0.000757773j -0.00223583-0.0146791j -0.000265337-0.01546j -0.00130405+0.00551265j -0.00331167+0.00327194j 0.00927291-0.013806j 0.0113788+0.0199641j -0.00454074-0.00796498j -0.00327939+0.00149523j 0.00637088+0.0409646j -0.0196612-0.00335385j 0.00659034-0.00109134j 0.00683194+0.000831195j -0.0215778+0.00190395j -0.0174478+0.00218602j 0.0144044-0.00863027j 0.0020822+0.000870921j -0.000162616-0.00224335j 0.00403784-0.00918371j -0.00152993-0.00367396j 0.000938768-0.000830822j 0.00709394+0.00926987j 0.00931312-0.00103298j 0.0064486+0.00556944j 0.00199525+0.00602641j 0.0162223+0.0200113j 0.00157275+0.013578j 0.00113708+0.00348842j 0.00327728+0.000200349j 
0.00164327-0.0041089j -0.00466823+0.000620926j 0.000685841-0.0056293j 0.00178373-0.00288526j 0.00490362-0.00316157j -0.00469971-8.95331e-06j -0.00252419-0.000543174j 0.00556025+0.0156412j 0.0031497-0.0187456j 0.00584501-0.0136985j 0.00616524+0.0146944j 0.00395806-0.00726054j 0.00190412-0.0136946j -0.00196127-0.00900535j 5.33867e-05-0.038519j -0.0075+0.00822481j 0.00825285-0.000355237j -0.0049922+0.000381749j 0.00486616-0.00568926j -0.00490022-0.00601542j 0.00252326-0.0167173j 0.00527724-0.0129378j 0.00130313+0.00998557j 0.00188292+0.0065914j -0.000867882-0.00816275j -0.00392677-0.00864476j 0.00016256-0.00634491j 0.00371541-0.0010458j 0.00180611+0.000621065j 0.0112493+0.0148599j 0.00181237+0.00144155j 0.00303229-0.00477144j 0.0188674-0.012724j -0.0162885-0.0152016j 0.00340253-0.000517484j 0.00211244-0.000231722j -0.00428156-0.00466225j -0.00470911-0.00479915j 0.00296494-0.0042794j 0.00246655-0.00289688j 0.0105962+0.000727579j 0.00311085-0.00423202j -0.00304334-0.00487735j -0.00303128-0.00800031j 0.00845781+0.00310723j 0.000759976+0.00573014j 0.00520506+0.00708894j -0.00130201+0.00590568j 0.0127551+0.0166719j 0.00381702+0.00875312j 0.00144826-0.00029729j -0.000413558-0.000878552j 
0.000379664+0.00255962j -0.00465673+0.00321658j 0.00089764+0.00389538j 0.00278401+0.0088312j 0.00188069+0.00644314j 0.00427619-0.0220586j 0.00145423+0.0135042j 0.00500629-0.00588065j 0.000908822+0.00184393j 0.00101056-0.00111397j -0.00485995+0.00897497j -0.00704009+0.00602875j 0.000176941+0.00375913j -0.00392304+0.0104447j -0.0014688-0.00159461j -0.00498464-0.0176758j 0.00141511-0.0036439j -0.00279722+0.0124679j -0.00423995+0.00761689j -0.00372766-0.00155044j 0.00356978-0.00298626j 0.0055818+0.00689702j -0.0017648+0.00728724j 0.00452068-0.0117422j -0.0028568+0.0038097j 0.000534498-0.00530061j -0.00370692+0.00283549j 0.00769135+0.00441182j -0.00734332-0.00766542j 0.0032233+0.0285672j 0.00450144-0.0103299j 0.00208486-0.00496492j 0.0271614-0.00453883j -0.0118161+0.06949j -0.0017104-0.00706077j 0.00277889-0.00498287j -0.00212149+0.0358339j -0.00433918+0.0226356j -0.00838999-0.00386944j 0.000441092-0.00150807j 0.00126126-0.00599911j 0.00514071-0.00120995j 0.00327465-0.000356519j 0.00479024-0.0171189j 0.00733166+0.00428912j 0.00755952+0.0106814j 0.00656493-0.00094855j -0.0105862+0.0123988j 0.00383926+0.00649737j 0.00378591+0.0104501j 0.00386583-0.00289919j -0.00566769-0.00048661j 
-0.00223512-0.00522816j 0.00195556+0.00150876j -0.00026057-0.00109253j 0.00606687+0.000341619j -0.00119022-0.00274772j -0.00325225-0.0119084j 0.0148199+0.00561913j -0.0109099-0.00426085j 0.0181383+0.00622764j 0.0181843+0.00658328j 0.00357268+0.00785447j 0.00361528+0.00238137j 0.0166636-0.0061912j 0.00187374-0.000741937j 0.0172336+0.00269413j -0.0175623-0.00196711j 0.00427747+0.00939728j -0.000300634+0.00626745j 0.0177504+0.00689324j 0.014512+0.00615272j 0.00772058+0.00274984j 0.011105-0.00124125j -0.000591349+0.00418918j -0.00382068-0.004785j 0.0108189+0.00459535j 0.0213442+0.00594986j 0.00122148-0.00551369j 0.00655577+0.00408431j 0.00474613+0.00526795j -0.0147586+0.00412674j 0.0119603-0.00124049j 0.0123809-0.00151758j 0.0140519+0.00446779j 0.0041018-0.00680546j 0.00907523+0.00166352j 0.00982917+7.88981e-05j -0.0295082-0.00612163j -0.0251288-0.00355757j -0.0015963+0.0147654j 0.00128089+0.00111634j 0.0087924+0.00768982j 0.00445876+0.0061424j -0.00341055-0.00117409j 0.00239553-0.000903548j 0.0113153+0.00325105j 0.0025884+0.000782269j 0.00705164+0.000116842j -0.0104057-0.00818636j 0.00200888+0.0061082j -0.00650429+0.000307202j 0.000511848+0.000681317j -0.00173898-0.000999904j 
0.00100227+0.00532371j -0.00251345+0.00637379j 0.00520495+0.00789847j 0.00213618+0.00505582j 0.00474368+0.000968041j 0.00365848+0.00748094j 0.000842613+0.00964438j 0.00142664-0.0127397j 0.00415691+0.0123313j 0.000484539+0.0144587j -0.00459437-0.00174717j -0.00160985+0.00519776j -0.00256543-0.0086582j 0.00144826-0.0010672j -0.000530715+0.0156256j -0.00116503+0.000603233j 0.00152956+0.00220108j -0.00530561+0.00999913j -0.00196584+0.0115074j -0.00283389-0.00826881j -0.00131202+0.000423379j 0.00256805-0.00850599j 0.00231761-0.00319464j 0.00326455-0.00183942j -0.00376815-0.00722641j -0.00218949-0.00482665j 0.000748433-0.00437104j 0.00690335+0.00742962j -0.00795531-0.000458486j 0.0102895+0.0109031j 0.00285957-0.0112936j 0.000748876+0.000676542j 0.00823829-0.037187j 0.00303128-0.105377j -0.00123334-0.010202j 0.000577897-0.0074724j 0.00275184+0.0202825j 0.000425846+0.0138985j -0.00248378-0.00602173j -0.000325425-0.00175285j -0.00072981-0.00749764j 0.00372183-0.00846288j 0.00131608-0.000334604j -0.00219106+0.00647681j 0.00204941-0.001257j 0.00695375-0.00881846j 0.00403938+6.99769e-05j -0.0046432+0.00408434j 0.00726537-0.00353842j 0.00585169+0.00797845j 0.00256421-0.00076117j -0.00426707-0.000970707j 
0.0097794+0.00336708j -0.00621485+0.000327911j 0.0120017+0.00224434j -0.000314878+0.00392285j 0.00826543-0.00194799j 0.00369414+0.02715j -0.0109892+0.00706739j -0.00856213+0.00374475j 0.00823944-0.00465785j 0.0037372-0.00654475j -0.0165031-0.00317823j 0.00438896+0.0051382j 0.00726472+0.0103656j 0.00858963+0.00642482j 0.0297104-0.00205476j -0.000416244-0.0134687j -0.00337541+0.0014585j -0.00726489-0.00493142j -0.00714527+0.00095576j -0.00709577-0.00217548j 0.0134903-0.00364355j 0.014444+0.00144498j -0.00766661+0.000731303j -0.00234481+0.00880853j -0.00227192+0.00231989j -0.00524235+0.00317312j 0.0134985+0.0038889j -0.00247294+0.010057j -0.00620348-0.00440387j -0.0131557-0.00574408j -0.0118873+0.0137887j -0.0141935+0.00191358j 0.023361+0.00949717j 0.0342094-0.0031272j 0.000606362+0.00225337j -0.00384605+0.00386536j 0.0142253-0.0057314j 0.011318-0.00551579j -0.00840393-0.000241204j 0.000388585+0.000735914j -0.00919976+0.010102j -0.0094196+0.00826206j 0.00396136+0.000592561j 0.00325924+0.000276351j -0.00473664+0.00585769j -0.0073781-0.000276704j -0.0074368+0.00661779j 0.00790565-0.0106131j -0.00858582-0.00545531j 0.00203884-0.00344183j 0.00462383-0.00232668j 0.000229429-0.00371773j 
0.00132119+0.0029921j 0.00362744-0.00953334j -0.00409281+0.00736585j 0.00220028-0.00150015j 0.00169569+0.0112567j -0.0122165+0.00451935j 0.00542536-0.00823111j 0.00165597+0.0110672j 0.00120567+0.0146983j -0.00227771+0.000226753j 0.0063978-0.0105699j -0.00147086+0.0162295j 0.00641647+0.00980069j 0.00481085+0.00279914j -0.00550891-0.00971715j -0.00783896-0.00415292j -0.000517956-0.00301725j 0.00507923-0.0198578j 0.00635206+0.00603967j 0.00144493+0.00470674j 0.000277439+0.000471841j 0.00296875+0.0109255j 0.00319853+0.0115705j -0.00488627+0.00311634j 0.0072315-0.00234777j 0.000397749+0.000555857j -0.000173511+0.014047j -0.00990714-0.00103098j 0.00907557+0.00370562j 0.00476481+0.0135271j -0.00624079+0.016767j -0.00635785-0.0296928j 0.00372108-0.0781084j 0.0286723+0.0152264j 0.00162149+0.00996058j 0.00278151-0.00732733j -0.00244885-0.0121386j -0.00379085-0.0102105j 0.00223833+0.00210746j 0.0003262-0.00527621j -0.00152621+0.00247673j -0.00105094+0.00126597j -0.00100845-0.00198521j -0.00367076-0.00853919j 0.00155628+0.00245269j 0.00635064+0.00340351j 8.33815e-05+0.00423578j 0.00715875+0.00454837j 0.00293469+0.0190886j -0.00580374-7.55314e-05j -0.0026586+0.00122685j 0.00667007+0.0027101j 
-0.0113132+0.00253188j 0.00457736+0.013679j -0.00542944+0.00882954j -0.00282929+0.00888276j -0.00516282+9.83962e-05j -0.00341575+0.0161407j 0.0116651+0.0309519j -0.00138973+0.000787435j 0.00633464-8.63383e-05j -0.000538526-0.0200274j -0.00677262-0.00401573j 0.00513519+0.00314366j -0.00573349+0.00632842j -0.00302356+0.00115895j -0.00561313-0.00770754j -0.00514127-0.0181171j -0.00113207-0.00140359j 0.0043452+0.00694568j 0.00834464+0.00147259j 0.00916193-0.00289274j -0.00515098-0.0116051j -0.00349762-0.000581139j 0.00922281+0.00466475j 0.0121155+0.0047602j 0.0085682+0.00340878j 0.00917059-0.00669832j 0.000462941+0.00123489j 0.000343767+0.0136164j 0.0100757+0.00211889j -0.0155487+0.00764273j 0.00633065-0.00588538j -0.0322017-0.00328196j -0.0391306+0.00432868j -0.0326859-0.0119004j 0.00656737+0.000274149j -0.0016832+0.00167989j -0.00746108-0.00117244j -0.012439+0.000658839j -0.00855998+0.0132445j -0.00307113+0.00225835j -0.000881226+0.000237361j 0.00193936+0.0093246j -0.000483582+0.00488528j 0.00143154+0.0053693j -0.00121518-0.00113164j 0.00253855+0.00710111j 0.00493493+0.00592966j -0.00558064+0.0035304j -0.00457061-0.00153125j -0.00104902-0.00942193j 0.000278799-0.0137868j -0.00336632+0.00435609j 
-0.00853995-0.00020561j -0.000594611+0.00893387j -0.00813358+0.00568313j 0.000664195+0.0056646j -0.00257999+0.000763294j -0.00558875+0.00782578j 0.00412133+0.0126087j 0.0161933-0.00375033j -0.018788-0.000239393j -0.0274529-0.0062876j 0.00513297+0.00121667j -0.00470796-0.00446907j 0.0139619-0.000591203j 0.00664344+9.38725e-05j -0.0245754+0.00311001j -0.015729-0.00102723j -0.00528525+0.000448823j -0.00487308+0.00383867j -0.0089163-0.000423554j 0.0104176-0.00012949j -0.00755252-0.00386198j 0.0104996-0.00352652j 0.00858671-0.000686028j 0.00598573-0.000486272j 0.0102561-0.00174582j 0.00357226-0.00335884j 0.00532829-0.00399396j 0.00253032+0.00793933j -0.00172546-0.00703942j -0.00317936+0.0104116j 0.0132809-0.000882049j -0.00513257+0.0167083j 0.034413+0.0152766j 0.0878084+0.0059563j 0.00942653-0.00411781j 0.00939003+0.000516654j -0.0158724+0.00365432j -0.0153232+0.00616641j 0.00439444+0.00641991j 0.00188364+0.00176857j 0.00753335+0.00195792j 0.0124395+0.00736039j -0.00154812+0.00204524j -0.00935769-0.000417411j 0.00388165+0.00170045j 0.015278+0.00783463j 0.00684029+0.000577787j -0.00658667-0.00302905j 0.00642781+0.000944185j -0.00512843-0.000238779j -0.00286666-0.00384743j -0.00175834-0.000953113j 
0.00507372+0.00186613j 0.00417288+0.00724576j 0.00976553-0.0027256j 0.0144107-0.00308124j 0.0113834-0.000971393j -0.0281466-0.00841171j 0.0126714-0.00581931j -0.00871737-0.0166808j 0.00615414-0.00489629j -0.000975483-0.0010521j 0.00552284+0.0113178j 0.0140841+0.00368844j 0.00203809+2.8932e-05j 0.00960293-0.00174817j -0.00401338+0.0035155j -0.018844+0.00785243j -0.004948+0.00227663j 0.012647+0.00705641j 0.00835961+0.00241956j -0.0052658-0.00536538j -0.00425405+0.00289711j 0.00774598-0.0062207j 0.00661178-0.00709564j -0.0122638-0.00607144j 0.00378217-0.00309173j -0.00742267-0.00825948j -0.00100945+0.00259244j 0.00510378-0.00717005j -0.00778699+0.00470776j 0.041642+0.000938382j -0.0079492-0.0181567j -0.00318789+0.0101519j -0.0253421+0.0153548j 0.035219+0.00887454j -0.00700838-0.00191106j -0.00695663+0.000761526j 0.0330432+0.00572238j 0.0211016+0.00738277j 0.00227563+0.00344861j -0.00182284+0.0028239j -0.00402056-0.00536304j 0.00263818-0.0102091j 0.000498307-0.00138886j -0.0162459+0.000289234j 0.0021384-0.00572752j 0.00995273-0.0121092j 0.000983533-0.0130136j 0.0109298+0.0224612j 0.00783817-0.00228651j 0.0121816-0.00405388j -0.00610163-0.00676073j 6.97991e-05+0.0100866j 
0.00699793-0.0195416j 0.00891377+0.0166963j 0.0129299+0.0175982j 0.0131431-0.0057592j -0.00555542+0.0094077j 0.0286012+0.0015611j 0.0213256+0.00222687j 0.00173867-0.0193333j 0.00211104+0.00303712j -0.00780701-0.0138366j 0.00419495+0.00634539j -0.00612726+0.00607677j 0.00174319-0.000358033j 0.00306201-0.0026579j 0.00680674+0.00235776j -0.00291798+0.00738233j 0.00416508+0.00542373j 0.0132916-0.00902585j 0.001238-0.00221276j -0.00921577+0.00113994j -0.00187128-0.00416594j -0.00895313-0.00103479j -0.0101245-0.00274842j -0.00488416+0.00398656j 0.00333636-0.00635191j -0.00688022-0.00242219j -0.00700894+0.00652337j -0.00353469+0.00815366j 0.00347801-0.00633362j 0.000499505-0.0102023j -0.0135705-0.00318435j 0.00257552+0.00631732j 0.0260557+0.00659816j -0.0274782-0.0127502j -0.00322381-0.00464298j 0.00337177-6.98582e-05j 0.00529142+0.0070071j 0.00267256+0.00810401j 0.000778775-0.00220022j 0.00277428+0.00194328j -0.00405588-0.00473259j -0.000319366-0.00768173j 0.00204054-0.00129198j 0.00929941+0.00296772j -0.000764015-0.00341962j 0.000504068-0.00545688j 0.00144625-0.0131804j 0.0100154+0.0088356j -0.00344415+0.00479897j -0.0199019-0.0100273j -0.0123325+0.00711525j 0.0165326+0.00536371j 
-0.00411522+0.0092097j 0.00305519+0.00899281j -0.0137798-0.00319165j -0.00387751+0.000606064j -0.0112828-0.00306803j -0.0297617+0.0150474j -0.010427+0.0106372j -0.00736921-0.00294495j -0.0147807+0.000142159j 0.00563872-0.00202297j 0.0152271+0.000192494j -0.016775-0.00274029j -0.0119535+0.00317795j 0.0017559+0.00452928j 0.0133973+0.00413324j 0.0121103-0.00365311j 0.00110713-9.63989e-06j 0.0196222+0.00303168j -0.00587678+0.00102543j -0.00316011-0.00238648j 0.00509945-0.00116133j -0.00990589-0.000345308j -0.0128929-0.00178605j -0.0110404+0.00510312j 0.00349573+0.00611566j 0.000800637-0.00210306j -0.0138832+0.00321045j -0.00964088-0.00883879j -0.00136951+0.00866743j -0.0106075-0.0162272j -0.0201224-0.00939433j 0.0198901-0.0193858j 0.0488289+0.00920515j 0.0103878-0.00678692j -0.00646994+0.00487379j 0.00532293+0.000735837j 0.0103671-0.00895392j 0.00628823-0.00668003j -0.00494155-0.00086421j 0.00482847+0.0010143j -0.00361007-0.00676018j -0.00618577-0.00641724j -0.00340091+0.00228678j -0.000228512+0.011764j -0.00549255-0.00611862j -0.00720784-0.00321358j -0.00604777-0.00286222j 0.0056097+0.0113593j -0.0163648-0.00636269j 0.00717599-0.0194323j -0.00103246-0.00741682j 5.18019e-05+0.0119588j 
