-0.00423205-0.00614206j -0.00628776+0.00625032j 0.00226947-0.00285888j 0.000633569-0.00478873j -0.00154428+0.00854777j 0.00467281-0.00518391j -0.00116517-0.00138041j 0.00272868+0.00773996j 0.0180604-0.0265654j 0.00416968+0.000567878j 0.000319944+0.00274743j -0.00770192-0.00653006j -0.00769204-0.00203268j -0.00480553+0.00149084j -0.0235443-0.0106444j -0.00211634+0.00166242j 0.0234293-0.00499037j 0.00569858+0.00714584j -0.0152488-0.0214368j 0.00810175+0.0107568j 0.0122205-0.00446243j 0.00280061+0.00308035j -0.00235545+0.00327858j 0.00269233+0.000751161j 0.00764899-0.00103605j -0.00433558+0.00509172j 0.000837999+0.00459891j -0.00320985+0.00296875j 0.0015661+0.00263487j -0.000853858+0.00316051j -0.00589331+7.98047e-05j 0.00056327-0.00210889j -0.00168214-0.000618386j -0.00079499-3.97438e-05j 0.000588285+0.00129963j 0.000787755+0.00453976j -0.00158184-0.000571302j 0.000325037+1.46657e-05j 0.000576428+0.000398119j 0.000811175-0.00088526j 0.00150641+0.00222975j 9.62174e-07+0.00175715j -0.000613876+0.00404447j -0.000341852-0.00254083j 0.00243871+0.000226156j 0.000797176+0.000569673j -0.000358087+0.00088111j 0.000496286-0.00150544j -0.00152837+0.00358936j -0.00245677-0.00268139j -0.00128013+0.00156973j -0.00246059+0.00311757j 0.00102469-0.00187827j -8.84752e-05-0.00350955j -0.00133839+0.0053581j -0.00375098+0.000553511j 0.0016151-0.000207831j -0.00220747+0.00101929j 0.000808819-0.00407448j 0.000875426-0.000646887j -0.000898195+0.00248578j -0.00148467+0.000450039j -0.000121159+0.000215912j 6.74091e-05+0.00106314j 0.00058382-0.000400755j 0.000622501-0.000794142j -0.000413895+0.000293844j 0.000348142+0.000301348j 0.000251211-0.000164028j -0.000138224-0.000440875j -0.00127157+5.48395e-05j 0.000223853+0.000280617j -0.000930183+0.000231072j 0.000339398-0.00101261j -0.00126225-0.000370865j -0.000103101-0.00177319j 0.000382091-0.000349613j 0.00128643+0.000837591j -0.00114901-0.00242574j 0.000494248+0.00274184j 0.000874559-0.00115723j 0.00132416-0.00193562j -0.00048948-0.00163894j 0.00149982+0.000760217j 0.000710886-6.61966e-05j -0.000139148+0.00106588j -5.25663e-05+0.000238741j 0.00105881+0.00231829j 0.000357175-0.00146559j 0.000791497-0.00263521j -0.00082024-0.0011558j 0.000422328-0.00043781j 
-0.00218198+0.00132786j -0.00318961+0.000285568j -0.00991359-7.05109e-05j 0.0143938-0.00695033j 0.00160172+0.0016153j -0.00086349-0.000248256j 0.000598424+0.00197209j -0.000228632+0.00584876j -0.00103796+0.00307744j -0.00109207-0.00421118j -0.0017781-0.00595362j -0.0026885-0.00539639j 0.000627759-0.00434584j 0.00576675+0.0172669j 0.00168951-0.00355117j -0.00129637-0.0146664j -0.00245763+0.00359777j -0.000992061+0.00520502j -0.00134916+0.00372883j -0.00393212+0.00380992j -0.00202153+0.0016608j 0.00214516+0.00166659j -0.00337324+0.00479583j -0.00626252+0.00169214j 0.000187987+0.000804952j -0.00198851+0.00045206j 0.00470427-0.000506395j 0.00543685-0.00614339j -0.00806415+0.00421984j 0.00761355-0.00741634j 0.00189956+0.00312883j 0.0175451-0.00183678j -0.00504718-0.00134756j 0.00112697-0.00498108j 0.00498949+0.0105779j 0.00330885+0.00419673j -0.00726762+0.000148824j -0.00522117+0.000332888j 0.00868712+0.0008538j -0.00312546-0.00302397j 0.00291017+0.0140011j -0.00760242-0.00055626j 0.00303471+0.00657815j -0.00151088-0.00494507j -0.0203598+0.000513157j 0.0037022-0.00236625j -0.00475426+0.00509967j -0.000644476-0.0118545j -0.00102814-0.00409645j -0.012453-0.00292136j 0.00149201+0.00195102j 0.00238375+0.00284017j -0.00483937-0.00524544j 0.00556235+0.000658124j 0.000790177+0.00217197j -1.19024e-05+0.00221281j 0.0032166+0.0046936j -0.00116691+0.000677881j 0.00493851+0.00087093j 0.000591641+0.000921997j 0.000837189+0.00044205j -0.00289658-0.000486283j 0.00283836+0.00114884j -0.0040838+0.000813996j 0.000366123-0.000342781j 0.00121837-0.000105009j 0.0026477-0.00363168j -0.000552613-0.000765049j -0.00373275+0.00210595j 0.0005385+0.00130922j 0.000122205-0.00211155j 0.00334342-0.00128568j 0.00179313+0.00067934j -0.00106959-0.00196381j -0.00202982+0.00288676j 0.00501739-0.000473935j 0.00286745-0.000107639j -1.72719e-06-0.00221255j -0.000974949+9.40153e-05j 0.0023153+0.000518777j -0.00128444-0.0022572j -0.000223686+0.00233453j 0.000373428+0.00153489j -0.000586701+0.000887452j 0.000286591-0.000591706j -0.00110727-0.00064037j 0.00167602+0.000692977j -0.000309949+0.000163216j 0.000966013-0.000238827j -0.000968985+0.00215671j 0.00107526+0.00131604j -0.00148345+0.000525268j 
-0.00432856-0.00241032j -0.000526646-0.00216236j -0.0122794-0.00655612j 0.00938653-0.00313943j 0.000587294-0.000433601j -0.00391991+0.000189878j -0.00403743-0.00116814j 0.00874393+0.00305598j -0.00500659-0.0100598j 0.000373812+0.00723107j 0.00402814+0.000661064j 0.000185768+0.00110544j 0.00284331+0.00261183j -0.00309195+0.00592467j -0.00293946+0.0094373j -0.00409847-0.004839j 0.00571681+0.00793431j -0.00332962-0.00585975j 0.00474713+0.00203759j 0.00217664+0.0137177j 0.000247834+0.00732975j 0.00149433-0.00226588j -0.0027602-0.00183004j 0.000965051-0.00205306j -0.00707283-1.36161e-05j -0.00321618+0.00357029j 0.00196473-0.000667588j -0.000147436+0.003765j 0.00917029-0.00137775j -0.000860496+0.00630186j -0.00143093-0.00402052j 0.00491826-0.00583132j -0.00160619+0.00663641j -0.00140366+0.00496223j -0.00523273-0.0171177j -0.0115527-0.00731501j 0.00106675-0.00116585j -0.00528441+0.000530723j -0.00842359-0.00382363j 0.00735772+0.00260889j 0.00608987-0.0209242j 0.0136705-0.00193426j 0.000695135-0.00573575j 0.00391748+0.00777274j 0.00833307-0.00479189j 0.00870151+0.00536151j -0.00340138-0.00836556j -0.00331995+0.0153312j 0.00259138+0.00827326j -0.000780012-0.00622137j -5.05327e-05+0.000210395j 0.00214721-0.00318447j 0.00281281+0.00753609j 0.00440189-0.000523865j 3.80963e-05-0.00594703j -0.00551433-0.00637796j 0.00284991-0.00264019j 0.000737347+0.00200945j -0.00262326-0.00141728j 0.000506224+0.000767029j -0.00668239-0.0019834j 0.000782536+0.00178737j -0.00130407+0.000625147j -0.000312557+0.00304785j -0.003457-0.00161231j -0.0033004-0.000247966j -0.00153847-0.00676723j -0.00052926-0.0030066j -0.00101855+0.00348227j -0.00254076-0.000866185j 0.00117713+0.00851865j 0.0012213-0.00809848j 0.00325032+0.00243519j 0.00338914+0.00376317j 0.00230565-0.00214804j 0.0052115-0.000627684j 0.00195571+0.000110837j 0.000493252+0.00405738j -0.00151325+0.00076759j 0.000996162-0.00179016j 0.00111023-0.000455425j 0.00258292+0.00402526j 0.000625969+0.00239036j -0.0015394+0.00360561j 0.0025099+0.00399196j 0.00029373+0.00285533j 0.00076931+0.00184904j 0.000662288+0.00155912j 0.000432883+0.000439287j -0.000216219-0.00262148j -0.00246782-0.00295168j 0.000419492-0.00153266j 
-0.00285775-0.0038535j 0.00134024-9.56584e-06j -0.00244925-0.00684529j -0.00111731+0.00572894j -0.00205919+0.00132007j -0.00244768-0.00215005j -0.0025318+0.00202246j -0.000266313+0.00563153j 0.000710202+0.00201955j 4.38668e-05-0.000755785j -0.00248466-0.00292347j -0.00497198+0.0125402j -0.00920146+0.000809623j -0.0043893-0.00794635j 0.000161331-0.00233794j 0.00286062+0.00484928j -0.00548443+0.00539452j 0.00355178+0.00317251j -0.00265167+0.00430661j 0.0022378-0.00662489j -0.00244967-0.003299j -0.0024312+0.00115414j -0.000446143+0.00468826j 0.00232758+0.00172996j -0.00638228+0.00392525j -0.00522129-0.00213339j 0.000338613+0.00201135j -0.00533822-0.00357077j 0.0139129+0.00204168j -0.00862486-0.00618147j 0.000490552+0.00312693j 0.00637365+0.00396742j -0.00176556-0.00611947j -0.000178691-0.00554648j 0.00107341+0.0156933j -0.00170796+0.00638814j -0.000132545+0.00189935j -0.00630418+0.0020298j -0.00199918+0.00334889j 0.00376356-0.00251144j 0.00493378+0.0224602j 0.00967237+0.000288068j 0.00101421+0.00942991j 0.00451036-0.00805382j 0.0049778+0.00812472j 0.0113164-0.00241926j -0.00363807+0.00894378j 0.0076246-0.0130187j 0.000528447-0.00972224j -5.04126e-05+0.00539931j 0.00829474+0.00108683j 0.00103938+0.00334779j 0.00859601-0.0065239j 0.00276014+0.0051649j -0.00680119+0.00295139j -0.00398078+0.00422058j -0.00266777-0.000630312j 0.000335871-2.09588e-05j -0.00278387-0.00509627j -4.28575e-05-0.0012521j -0.00257262+0.000639633j 0.000745041+0.00236769j -0.00404004-0.00177213j -0.00169629+0.000882611j -0.00925033-0.00171572j -0.000857428+0.000331451j -0.00233507-0.0115963j -0.000835771-0.00447895j -0.00135919+0.00134356j -0.00319-0.00229219j 0.000234294+0.00422446j 0.00300543-0.0131001j 0.000624322-0.0046529j 0.00658882+0.00681893j -0.000170907-0.0017429j 0.00561062-0.000679512j -0.00196167-0.00122089j 0.00295814+0.00491152j -0.0024707-0.000492611j 0.00147548+0.000777059j 0.000590958+0.00200646j -0.000623124+0.00207551j 0.00073296+0.000496546j -0.000919618+0.00070358j 0.00112984+0.000911227j -0.000169844-0.000199547j 0.00103051+0.00342972j 0.000992736+0.00130682j -8.53361e-05-0.000382035j -0.0009941-0.00021918j -0.000351692-0.000354673j -0.000433432-0.000113064j 
-0.000122786-0.00426117j 0.000886992-0.00119635j -0.000250111-0.00958891j 0.00434102+0.00676421j -6.6066e-05+0.000886464j -0.000711336-0.0023672j -0.0004619-0.000722859j 0.00478085+0.00279629j 0.000805684-0.00112244j 0.0029057+0.00100017j -0.00139327+0.00180021j -0.00519746+0.00118062j -0.00430277+0.000525329j -0.00509099+0.00280942j 0.000389883-0.000405204j -0.00214993-0.00172901j -0.0028257+0.000387984j -0.000515858+0.00244786j 0.00227122+0.0045916j 0.00064077+0.000507776j -0.000909206-4.49713e-05j 0.00113658-0.000634718j -0.00110028+0.00206129j 0.00156094-0.000445346j -0.00509427+0.00208854j -0.00303395-0.000516042j 0.00614696-0.000387178j -0.00151955-0.00208011j 0.00370381+0.000915297j -0.000544722-0.00356986j -0.00267788+0.00193276j 0.000455298+0.000312109j -0.00766753-0.000633588j 0.0011499-0.00153467j -0.00798211+0.00689546j -0.00793021+0.00313369j -0.00150297-0.000504576j -0.00627029+0.00280711j -0.0107304+0.000231845j 0.00741887-0.000448914j 0.0061354+0.00900008j 0.0136703+0.00109691j 6.38367e-05+0.00497243j 0.000839134-0.00319826j 0.00421166+0.00228659j 0.00556242-0.00245354j -0.00238475+0.00110976j -0.00197779-0.00394613j 0.00570232-0.00356058j 0.00211773+0.00185806j 0.00377636-0.0003735j -0.00174853+0.00127119j 0.00240372-0.00537783j 0.00323333+0.00176391j -0.00304767+0.00162252j 0.00236755+0.00145637j 0.00178053-0.000163058j -0.00119471+0.000354697j -0.000548014-0.00201639j -0.00021006+0.000142377j -0.00245049+0.000689168j -0.000832682-0.000806339j 0.00881972+0.00511601j 0.00699205+0.00356228j 0.0183334+0.0100465j 0.00402379-0.00102751j -0.00057995+0.0184067j 0.0049226+0.00297767j 0.00563727+0.00374836j 0.00229137-0.00223342j -0.00164981+0.00538046j -0.00781198+0.0222361j -0.00364772+0.00606467j -0.0085436+0.000454487j -0.00303321-0.00387279j -0.0105089+0.00738345j 0.00338386+0.000310418j -0.00575029-0.000395259j 0.00425477-0.00475602j -0.000498533-0.000145874j 0.00224903-0.00301463j 0.00122977+0.000878425j 0.000642637+0.000610352j 0.000323595+0.00169201j 0.000170878+0.000582901j 0.00144324+0.00146643j -0.00376003-0.00702683j -0.00131375+0.000218895j 0.00156269+9.98794e-05j -5.47643e-05+2.53358e-05j -0.000667852-0.000442276j -0.000509806-0.000136038j 
0.00323242+0.00152953j -7.60188e-05+0.000222407j 0.0129557+0.0033128j -0.0109175+0.00571739j -0.000858864-0.000324449j 0.00364852+0.00338107j -0.000957288+0.00615052j -0.00578338-0.00527724j 0.00385158-0.00125597j -0.00382161+0.00616974j -0.00293101-0.00169468j -0.00487432-0.00671965j -4.36729e-05-0.010379j 0.00405935-0.000192121j 0.000241332+0.00890631j 0.00453369-0.00400237j -0.00341246+0.0086402j -0.00216184+0.00399423j 0.00173784-0.0052811j -0.000988554-0.00629396j 0.00471061-0.00262154j -0.00165552+5.40061e-05j 0.00225626-0.0018726j -0.00358004+0.00242616j -0.00363174-0.00190337j -0.00185106+0.000765516j 0.00301132-0.00275982j 0.00332173-0.00342281j -0.00206722-0.000328166j 0.0149152-0.00189369j -0.00300039-0.000934403j 0.0125872-0.00316122j -0.00818988+0.00402828j -0.0046658+0.000526401j -0.00626975-0.0024763j -0.0124474+0.000312944j 0.00203372+0.000216451j -0.0041087+0.000576583j -0.0113109-0.000754815j 0.0104638-0.000446011j 0.0022522-0.00360804j 0.017097+0.000215294j -0.00466609-0.00162441j 0.00754178+0.0015509j 0.00361807-0.00249569j 0.0107519+0.00246333j 0.00310728-0.00305403j -0.0121507-0.00111504j -0.00648281-0.00169591j -0.0199548-0.00130039j 0.00650563+0.00192818j 0.00822554+0.00147929j -0.00149006-0.00103531j 0.00215593+0.00213693j -0.000484816-0.000441127j 0.0130516+0.00215392j 0.000613054-0.000199401j -0.000114265-0.00136479j -0.000545863+0.00130114j -0.00229712+7.22348e-05j 0.00718916+0.00198606j -0.00153181-0.000445096j -0.000862181+4.87856e-05j 0.000161651-0.00100426j -0.00359228-0.000344152j 0.00115512+0.00154378j -0.00299707-0.00201749j -0.00191304+0.00164023j 0.000930299-0.00498413j 0.000752689+0.000810681j -0.000828759-0.00710007j -0.00221946-0.00398923j -0.00179342-0.00387956j 0.000893268+0.00378816j 0.00220847+0.0012083j -0.000961857+0.00322484j -0.00168555-0.00148803j 0.000776789+0.0026178j -0.00185054-0.00269886j -0.00141192+0.00331894j -0.000931589+0.00191126j -0.00104715-0.0044752j -0.00152906-0.00322099j 0.00140546-0.00326345j -0.00197904-0.00226031j -0.000842128-0.00237422j -0.00131816+0.000809653j 0.00100887-0.000172798j -0.00111688-0.00042333j 0.00152369+0.000424818j 0.00142195+0.00129396j 0.00088364+0.0007731j 
7.82404e-05+0.00577334j -0.000994549+0.00201848j -0.00154058+0.00885142j 0.00419745-0.00848527j 0.00405998+0.000225498j 0.000858271-0.000138711j 0.00455339-0.00199546j -0.000687655+0.00537332j -0.00394147-0.000209441j 0.00697507+0.00833834j 0.0101118+0.0111398j 0.0109777-0.00764381j 0.00193215+0.00720413j -0.000940805+0.0127916j -0.000407547+0.00659221j -0.00709335+0.0124629j 0.0123379-0.00965102j 0.00513357+0.00503333j 0.00292371+0.0124572j -0.00757132+0.00265406j -0.00113369+0.00199804j -0.00184039+0.000151139j -0.00163434+0.00292603j 0.00581323-0.00321302j 0.00227409+0.000787948j 0.00345447-0.00153151j 0.00124334-0.00347666j 0.00154024+0.000206342j -0.000239675+0.00217413j -0.00421416-0.00499794j -0.00199317+0.00235407j 0.00665966-0.000578621j -0.0174461-0.00428649j -0.00927543-0.00188978j 0.00801335+0.00940292j 0.00285613+0.00354549j 0.00325852+0.00182255j 0.00461793+0.000594724j -0.0141427+0.00164233j 0.00493439-0.00116524j -0.0013196+0.0118146j 0.00173719+0.00100031j -0.00681837+0.00472242j 0.00312894-0.00303068j 0.00494857+0.0022683j -0.00416542-0.000110666j -0.00609008+0.00174007j 0.00551854-0.00633561j 0.00196227-0.00426297j -0.00445686+0.00329806j 0.00349579+0.00176366j -0.00516342+0.00211058j 0.00161586-0.0025326j -0.00228796+0.00172267j -0.00182507+0.00276068j 0.00333807+0.00393863j 0.0014848-0.00222601j 0.000288804-0.00170199j -0.000763265-0.00211014j -0.00126064-0.000147418j 0.00143919+0.00124686j -0.00410989-0.00187557j -0.00166474+4.17304e-05j 0.00105727-0.00228119j -0.00616001-0.00401663j -0.000449319-0.000375397j -0.00137579-0.000143052j -0.00114799+0.000779488j 0.00167921-0.00345241j -0.00229749-0.00160771j -0.00037226-0.000594499j -0.00142348-0.00406747j -0.00206098-0.00381665j 0.00270815+0.000515326j -0.00255065-0.00670208j -0.000933401+0.000312925j -0.000317584+0.00116367j 0.000547839-0.00101902j -0.000874766+0.000601873j -0.00142417+0.000625538j -0.000900638+0.00103366j 0.000685474-0.00282964j -0.000999469-0.00182378j 0.00129355-0.00228318j -0.00152628-0.00141104j -0.000458613-0.0010285j -0.000672013+0.00111052j 0.000946262-0.000528329j -0.00129982-0.000390896j 0.00136154-0.000757579j 0.000216233+0.000255158j 0.00125393+0.000198499j 
0.00439747-0.00475978j -0.000884468-0.000967849j 0.00996144-0.00696648j -0.00218275+0.00520627j -0.00180502-0.0015263j 0.00327114+0.000456084j -0.0016079+0.00374774j 0.00107824-0.0026323j 0.000219969-0.00187468j 0.00295856+0.0101542j -0.00368784+0.0151022j -0.00423491-0.016815j 0.000111038-0.00384996j -0.00356749+0.00722991j -0.000285751+0.0118839j 0.000260043+0.00469509j -0.00249375-0.00163374j -0.00512459+0.0080358j -8.82035e-06-0.000524999j -0.00153992-0.00381752j 0.000288408-0.0027915j 0.00449822-0.00164372j 0.00403093-0.00263016j -0.00158631+0.00138916j -0.00116217+0.00154733j 5.71109e-05+0.00334475j -0.00227996+0.00219134j -0.00775226-0.00108911j 0.000559994-0.000414581j 0.000112468-0.00426734j -0.00564519+0.00110955j -0.0116403+0.00322482j -0.00049826-0.00104046j 0.00568043-0.000389298j -0.00306963+0.00432444j 0.00225349+0.00102313j -0.00569274+0.00123384j 0.00174464-0.00231145j 0.00378607+0.000830546j -0.00539049-0.00280369j -0.00348794+0.00541659j -0.00898103-0.000718409j 0.00866059+0.00352298j -0.00430552+0.000353472j -0.00542024+0.00293304j -0.00140138-0.00089915j 0.0072044+0.00243622j 0.000263593-0.00490834j 0.00803599-0.00045225j 0.0113853+0.00217262j 0.00377569-0.00277798j 0.00638729-0.000519067j -0.00015675+0.000954114j 0.00348033+0.000433755j 0.000428201+0.00269907j -0.00428303+4.59882e-05j 0.00128961+0.00186197j 0.00156095+0.000800595j 0.000252956-0.00191205j -3.39635e-06+0.000323576j -0.00220248+0.000147332j 0.00140105+0.00211788j 0.00330264+0.00229662j -0.000377729+0.00516959j 0.00315902+0.0105154j -0.00180978+0.0020546j 0.00982514-0.0117514j 0.00160621-0.00219793j -0.0019332+0.00564746j 0.000537049+0.00119039j 0.00195285+0.000644808j 0.0126766+0.000292751j 0.00482817+0.002797j -0.00137835-0.00639801j 0.000912057+0.00102958j 0.00834897-0.00684952j -0.000270553+0.0014768j -0.000163973-0.00276439j -0.00204552+0.0026371j 0.000297699-0.00252288j -0.00152354+0.000568794j 0.000138752+0.00292262j 0.000788034+0.00165378j -0.000713538+0.00235162j 0.00119422+0.0012102j -3.56914e-05+0.00164053j 0.0055924+0.000255673j -0.000800996-0.000650576j 0.000273651+0.000951605j -0.00040484+0.000242072j -0.000573336-0.00100957j -0.000138678-0.000298145j 
-0.00220235+0.0044814j -0.000270589-0.000405623j -0.00895169+0.00496058j 0.0110128-0.00137805j 0.00414723+0.00239372j -7.91843e-05-0.00364948j 0.00209066+0.000466943j -0.00320535+0.00441992j 0.00398077+0.00326107j -0.00459544-0.00665077j -0.000118304+0.00382705j 0.000789037+0.0024324j 0.000395118+0.00545695j 0.00201763-0.00134623j -0.00123077-0.00454479j 0.001288+0.00172793j -0.00313766+0.00273007j 0.000779951-0.00269917j 0.0018772+0.000719972j -0.000784067+0.00690167j 0.00256973+0.000785672j -0.00621709+0.00103238j -0.00143366+0.00360835j 0.00342125-0.00148183j 0.00245548-0.000734225j 0.00358249-0.00259688j -0.00487238+0.0014599j 0.00442275+0.00326836j -0.00204229+0.00178225j 0.0112288+0.000614758j -0.00381139+0.0010484j -0.0152332+0.00241711j 0.0133278-0.00185746j -0.0100373-0.000905749j -0.0168469+0.00173579j 0.000653935+0.000150309j -0.00343228-0.00122209j -0.00580833-0.00268794j -0.00759359+0.00109571j 0.00802719-0.000362844j 0.00337682+0.00121295j 0.0143023-0.00215443j -0.0046288-0.000651633j -0.0134486+0.00043024j 0.0105418+0.00351694j -0.00730479+0.000161206j 0.00812484+0.00110703j -0.0137067-0.00296108j 0.000477255+0.0024703j 0.0114465+0.00439179j -0.0101194+0.000604395j 0.00646058+0.000830773j 0.00776441+0.00092235j -0.0021744-0.000111107j -0.00128248+0.000907825j -0.00280077+0.0022325j 0.00249036-0.0029069j 0.00170692-0.00150458j 0.00431487+0.00228128j -1.88788e-05+0.000237184j 0.00463168+0.00154105j -0.00402182+0.00179479j -0.00138043+0.00188504j 0.00304833+0.00130345j 0.000361619+0.00843543j 0.000970102+0.00532444j 0.00833144-0.00790801j 0.000327081+0.00274515j 0.00523888-0.00338785j 0.00247801+0.00198549j 0.00045286-0.010045j 0.0119788+0.00185377j 0.000443649-0.00171354j -0.00238555-0.00560762j 7.56594e-05-0.0050103j 0.00239864-0.00229431j -0.00371703+0.000974301j 0.00391451-0.00209038j -0.00253728+0.00425831j -0.00161888+0.00124574j -0.00256039+0.00635446j -0.00121272-0.00452786j -0.00210241-0.00347398j 0.00112185-0.00541408j -0.00317578-0.00289669j -0.00113963-0.00270102j 0.00411728-0.000457521j 0.00051936-0.00242071j -0.00308767+0.000384821j 0.00224137+0.000306756j 0.00193336+0.00125566j 0.00229655+0.000808158j 
-0.0008255+0.000184465j 0.00232642+0.000143489j 0.00338071+0.00145639j -0.0106151+0.000619544j -0.000488141-0.00147022j 0.00148408+0.00130038j 0.00363597-0.00746308j 0.00241516+0.00307252j -0.00372507-0.00779378j 0.00733987+0.00901235j 0.00588229-0.0252641j 0.00712905+0.00979217j 0.000488796-0.00749663j -0.00824161+0.0136843j -9.49385e-06+0.00655098j -0.00588527+0.00138914j 0.0101436+0.00495034j 5.85083e-06+0.00741002j 0.0047386+0.000413936j -0.0029158-0.00825153j 0.000350429-0.000556633j 0.00304627-0.00163578j 0.000664731-0.00177541j 0.00794121-0.00174557j 0.00770539-0.00107564j 0.0060446-0.000697147j -0.0109541+0.000146412j 0.0035897+0.00102038j 0.00550828-0.000786558j 0.000562607+0.000466905j 0.00200967-0.00104853j -0.00331961+0.00110182j 0.0132566-0.000600798j -0.00790466-0.00139576j -0.00082838+0.00243732j 0.000940481+0.000415167j 0.00204065-0.000697449j -0.00205672-0.00118924j 0.00339617-0.000998656j -0.00294756+0.000763728j 0.000526111+0.0022791j -0.00103178+0.0009842j -0.00147992+0.00056318j -0.00656246-0.00137833j -0.00148471+0.00174652j -0.0020608-0.00136274j -0.00353001+0.000151801j 0.00171014-0.000849082j -0.00187321-0.000917731j 0.00535304+0.00344544j -0.00333469-0.00241495j 0.00277134+0.000815299j 0.0028235+0.00103648j -0.000129035+0.00101878j -0.00218482+0.00107901j 0.000599864+3.48164e-05j -0.000817877-0.000482781j -0.000536755-0.000601396j -0.00202758-0.0011435j -0.0012072+3.72848e-05j -0.00135709+0.000304251j -0.000897019-0.000164225j 0.00233812+0.000603855j 0.00304269+0.000671651j 0.00391349+0.00456969j -0.00122856+5.04952e-05j 0.0057315-0.000776137j 0.00441876+8.52527e-05j 0.00177838+0.00136111j 0.000193636-0.000490124j 0.00129615+0.000448283j 0.00649607+0.00539533j 0.00160286+0.00192391j -0.00142687-0.00492531j -9.91954e-05-0.00277221j 0.00282186-0.00353383j -0.00116092+0.00169376j -0.00183497-0.00253145j -0.00221752+0.00068529j -0.000807018-0.00140185j 0.000258918+0.000238829j 0.000649969-0.000770286j 7.94038e-05-0.000366519j 0.000711868+0.000481156j 0.000239314+0.000390927j 0.000447579+0.00112056j 0.00294583-0.000858817j 0.000401746-0.000516923j -9.92805e-05+0.000464332j 0.000490362-0.00104556j -0.000956668-0.000868341j 0.000625558-0.000403629j 
-7.04462e-05-0.00401024j 0.00149091+0.000321098j 0.00167601-0.00839803j 0.000176504+0.000238129j 0.000878974-0.00223118j -0.00235991-0.00211879j -0.000760876-0.00693127j 0.00447251-0.00265254j 0.00277266-0.00451022j 0.00367934-0.00523296j 0.000430338-0.0132749j -0.00555962+0.00697022j 0.00156459-0.00398018j -0.00334066-0.000161017j 0.0012652-0.00428547j -0.00122885-0.000944493j -0.00250317+0.00500358j -0.00113525-0.0017445j -0.00252363-0.00586327j 0.00106447+0.000564526j -0.00228459-0.000171363j -0.0022406+0.00334367j 0.00321011-0.00307746j -0.011408-0.00186964j -0.00256369-0.00100905j -0.00451038+0.00125761j 0.0142436-0.000819368j -0.00728247+0.003042j -0.015175+0.000151157j -0.000407526+0.0054166j -0.00253871+0.00139349j -0.0110171-0.0047233j -0.0191345+0.00059245j -0.0149424+0.000587677j -0.00516414-0.00197335j 0.00584196-0.0025469j -0.0211712-0.000156855j 0.00534686-0.000733987j -0.0187045-0.000394289j 0.00620505-0.0012307j -0.000126243-0.00189418j 0.00323011+0.00248031j -0.00478812-0.000562057j -0.00813769-0.00333837j -0.00793968-0.00344408j -0.0101418+0.000733363j 0.00643463+0.00192152j 0.00457919+0.00199735j 0.00610344+0.00470612j -0.000670156-0.000695963j 0.0093086+0.00702091j -0.010637+0.00179489j -0.00213739+0.00143884j 0.00538495+0.000250642j -0.00733776-0.00197691j 0.00429828+0.00287688j 0.00395761-0.000766343j -0.00377068+0.00208715j -0.00421138-0.000549473j 0.0028728-0.00204899j 0.000791368-0.00173307j -0.000261402-0.000431992j 0.0028843+0.000608709j -0.00292347-0.00125994j -0.00389178-0.00158542j 0.000515932+0.00111447j 0.00233798-0.00536955j -0.00826236+0.00082545j -0.00336025+0.000269258j 0.00379212+0.000578033j 0.000730648-0.000316862j 0.000858262-0.00480012j 0.00344413-0.00506338j 0.00135542-0.000433157j 0.000179939-0.00247204j 0.000272526-0.00279018j -0.000915334+0.00155423j 0.00240447-0.00236912j -0.000525412+0.000894233j 0.0012408-0.00409918j -0.00253432-0.0018198j -0.00359276-0.000395817j 0.000872981+0.00537006j -0.00307854-0.00376001j -0.000799947-0.00196278j -0.000782832-0.00117322j 0.000536846+0.000165954j -0.00181045-0.00346611j -0.00154544+0.00157031j -0.00221952+0.00340143j 0.00301468+0.00244671j -0.00109604+0.000452457j 
