-0.000630484+0.00236536j 0.000382988-0.0028015j -0.000247694+0.00135499j 0.00612132-0.00308695j -0.003001+0.00276973j -0.00265298+4.50412e-05j 0.0166749-0.00433665j 0.00305861-0.000746235j -0.0186105+0.00447007j -0.00444835+0.00134406j 0.014318-0.00211273j 0.00896126-0.00285313j 0.00209064-0.00091791j 0.014257+0.00270034j -0.0211076+0.000374553j -0.0195893-0.0106451j -0.00127132+0.000638869j 0.000628394-0.000748834j 0.0035174+0.00180925j -0.00176435-0.00591466j 0.00390126+0.00202894j -0.000307498+0.00297936j 0.000381932+0.00133904j 0.00022783-0.00137156j -0.000798974-0.00246634j 0.000579882-0.00566731j 0.00203276+0.00124129j 1.78504e-05-0.00317288j 0.000755773+0.000610823j -0.00142167-0.0013345j 0.00069245+0.00158846j -0.000568629-0.000473032j -0.00150998-0.00168684j 0.000498818-0.00200118j -0.00120721+0.000106429j -6.04904e-05+0.00078729j -0.00307903-0.00176077j -6.59296e-05-0.00988543j 0.000297384-0.00463219j -0.000751246-0.00134732j -0.000516968-0.00780249j 0.00421724-0.000838027j -0.000847338+0.00317327j -8.4056e-06+0.000724276j 0.000483605+0.00063074j -0.000648212+0.000457232j 0.000366709+0.000695051j 0.000244509-0.000300991j -0.00116507-0.000189523j 0.00156495-0.000205943j -3.65769e-05-0.000375522j -0.000497995+0.000522129j -0.000575811+0.000838283j 0.0012809-0.000206112j -0.00182973-0.000496162j -0.000402598-0.000589444j 0.000242892-0.000435287j -0.000353802+0.00134343j 0.00109715-0.000537299j 0.00252511+0.00214724j 0.000982487-0.000779818j 0.000496818-0.000834531j 0.000814405+0.00014969j -0.000140976-0.000108447j -2.70398e-05-2.30082e-05j 0.000384658-0.00062658j 0.000196815+0.000992566j 0.00145912+0.00043278j -0.000247313+0.000860515j -0.00027588-0.000189583j 
0.00139558+0.00143793j 8.20185e-05-0.00439533j 0.000417748+0.000859993j 0.00116578+0.00106695j 0.00202213-0.000564895j 0.00261912-5.40709e-05j 0.00463818+0.000971122j -0.00177544-0.000715968j 0.00064488-0.00111749j -0.00106571+0.00130528j 0.00269192+0.00128963j 0.00196409-0.000848274j 0.000656265-0.00122858j 0.00338783+0.00192061j -0.000654313+0.000846758j -0.000511179-0.00133175j -0.0010529+0.000581148j -5.06911e-05+0.00218894j -0.000948777-0.000796529j -0.00201511+0.00589822j -0.00173181-0.00044632j -0.00499621-0.00518338j 0.00270952+0.00199797j 0.000141304+0.00228435j -0.00298583+0.00587126j -0.00503913-0.000975487j 0.000919786-0.0122927j 0.00188922+0.00623186j -0.00453853+0.00276109j 0.00495009-0.00765628j -0.00752072-0.00726408j -0.00434372-0.0121023j 0.000664827+0.00219634j 0.00331521-0.00947514j -0.00832218-0.0182599j 0.000351642-0.00391885j 0.00179087-0.0204372j 0.00365525-0.0053374j 0.00154362-0.00974348j 2.48826e-06+0.00376505j -0.0058281+0.00190612j -0.000666284-0.00319241j 0.000151523+0.000195301j 0.00137432+0.00110013j 0.000891591+0.000187651j 0.000659754-0.00121683j 0.000765646-0.000728075j -0.00123122-5.02122e-05j -0.00122263-0.00132109j 9.33501e-05-0.00102414j -4.85275e-05+0.000425822j 0.00336829+0.00204931j -0.000994969+0.00344133j 0.00105322-0.00283966j 0.00795249-0.00411788j 0.000162473+0.00186914j 0.00350589-0.000416338j -0.00147447+0.00160614j -0.000803439+0.000149945j -0.000474615-0.000555257j 0.000553844+2.02448e-05j -0.000364177-9.18949e-05j 0.000132704-0.000115221j 0.000104226-0.000268542j -0.000141179+0.000179614j -0.000618391-0.000783236j -0.000631104+0.000862865j 0.000284184+0.000244734j -0.00043667+5.54055e-05j 0.000460978-4.13438e-05j 
-0.00507701-0.00623372j -0.00212939+0.0191168j -0.000318104-0.00272117j 0.00181778-0.00176654j 0.00151554-0.00169095j -0.00187037-0.00102339j 0.00474281-0.000254793j 0.000868172+0.00217734j -0.00662959-0.000656838j -0.0013931+0.000230568j 0.0115185+0.00545567j 0.00537303+0.00070941j 0.000442235-8.42435e-06j -0.00472673-0.00023837j -0.00407072-0.00116651j 0.00907577+0.00221808j -0.000679339-0.00107811j -0.00132789+0.00140789j 8.41987e-05+0.00341306j -0.000110591+0.00432767j 0.00275523-0.00657855j -0.00278858+0.00597844j 0.00156656+0.00105983j -0.00237992-0.00817298j -0.00541554-0.00372105j -0.00329128-0.00157512j 0.00572064+0.00249504j 0.00714556-0.00357633j -0.00656857+0.00153014j 0.00175819+0.00511297j -0.00191733-0.00966679j -0.00123436-0.00164203j -0.00782589+0.00550803j 0.00778207+0.000385077j -0.00887805+0.00627727j 0.000305973+0.00655296j -0.000624122+0.00509603j -0.00137538+0.00906923j 0.00178333-0.00273004j -0.000430886-0.00197048j -0.00364902-0.000523107j -0.00235086-0.00466756j 0.000775229+0.000429021j -0.000791714-0.000249036j -0.0002261+0.000653221j 0.000129553-0.000490042j 0.000195982-0.000156141j -0.00182573-0.000541343j -0.000125628-0.000107032j -0.0015048+0.00249523j -7.98545e-05+0.000160406j 0.00105389-0.000247118j -0.000616889+0.0012801j 0.00293452-0.000915603j -0.000417631+0.00403278j -0.000305502+0.00125831j -0.0017739-0.000972521j 0.00145977-8.00256e-05j 0.00189314+3.85543e-05j 0.00117701-0.00232297j -0.000166615+0.000631207j 0.000307046+0.000468164j 0.000418728+0.000779082j -0.000283694-0.000423055j 0.000225755+0.000319951j 0.000319152-0.000466839j 0.000389381-0.00049143j 0.000191781+0.000478953j -0.000297968-0.000124096j -0.000165003+0.000111316j 
0.00595084+0.00740563j -0.000185988-0.0212543j -0.000664662+0.00281578j 0.00438804+0.00466419j -0.00376324-0.000349111j -0.00451409+0.00347412j 0.00124369+0.00326576j -0.000517586+0.000630382j -0.00925069-0.00351626j 0.0054714-0.00203241j 0.0126843+0.000106427j -0.00331061-0.000931103j 0.000748161+0.00208366j -0.00357282+0.00234791j 0.00498402+0.00112329j 0.00579339-0.00103814j -0.000122199+8.94318e-05j 0.00153262+0.00469002j -0.00229581-0.0011026j 0.00189332+0.00475238j 0.00108432-0.00691046j 0.00178019+0.0035965j -0.000343479-0.00278723j -0.00298359-0.00701663j -0.00340056-0.00453044j -0.00218351-0.00252976j 0.00142442+0.0110687j 0.0102809-0.0111302j -0.00495403+0.000777462j -0.00363667+0.00659289j 0.00471926-0.00778664j 0.00120748-0.00610728j -0.0104443+0.00195902j 0.00917647-0.00219835j 0.00198514+0.00156401j 0.00299336-0.00118328j 0.00199357+0.00183774j -0.000995955+0.00785718j -5.27147e-05+0.00195829j 0.00463858-0.00477536j -0.0016213+0.00135443j 0.00172262+0.000587129j -0.000593899-0.00163214j -0.00073927+0.000974239j -0.00199785+0.00108212j 0.000551439-0.0014289j 0.000951166-0.000727543j -0.00179963-0.000381431j -0.00018327+0.000707959j -0.00122686+0.00149118j 4.97256e-05-0.000235048j 0.00214523+0.00237996j -0.00242053+0.00112566j 0.0036898-0.00267106j 0.00610319-0.000698329j -0.000828416+0.00155894j -0.0040746-0.000651271j -0.00183185+0.000804775j 0.000600995+6.18503e-05j 0.00098464+8.22683e-05j -0.000673256+0.000745279j -0.00129283+0.000168848j 0.000235813+8.27613e-05j -0.000369374-0.000210399j 0.000411318+0.000101576j 0.00030299-0.000609785j -0.000514169+0.000895595j 1.87227e-05+0.000396127j -3.36406e-05-0.000158402j 0.000123764+1.33263e-05j 
-0.00072-0.00233702j -0.000785649+0.00497553j 0.00164658-0.00071631j -0.00855003-5.1708e-05j 0.00555463-0.000632199j 0.000877045-0.00192182j 0.00040476-0.000771899j -0.00544142+0.000961398j 0.00655316-7.57581e-05j -0.00176814+0.0005492j -0.0057721+0.00537808j 0.0010115+0.000449706j -0.00262474+0.000156749j 0.00404863-5.27153e-05j 0.00235725+0.000299226j -0.0080556+0.000462197j -0.000472296-0.000604409j -0.00504272-0.000904011j -0.00300914-0.00195354j 0.000694736-0.00462902j 0.000380255+0.0066584j -0.00122217-0.00583211j 0.00452739+0.000102019j 0.00803986+0.00723331j 0.00677963+0.00436513j -0.000114015+0.00516504j -0.0116937-0.00717785j 0.0238556-0.00398062j 0.00170766-0.00094578j -0.0193547-0.00601126j 0.0136946+0.00721643j 0.00412149+0.00517848j -0.00923347-0.00537799j 0.0177373-0.00119892j 0.00642607-0.00184747j 0.00186752-0.00508621j 0.000586725-0.0034405j -0.001284-0.0103483j 0.00106063+0.00536418j -0.00514528+0.00134564j 0.00519895+0.00236485j 0.00135714+0.000660297j -0.000503141-0.000775837j -0.00117153-0.000109433j -0.0016548-0.00227643j 0.00090245+4.96585e-06j -0.000590538+0.000726123j -0.000414176-0.00285487j -0.00252802+0.000197833j -0.00177698+6.06075e-05j 0.0017407-0.000112337j -0.000723017+0.00112498j 0.00129794-0.00292962j 0.00190106+0.000393592j -0.000346176+0.00447353j 0.000296965-0.00138561j -0.000416242-0.00379023j 0.000795304-0.00129228j 0.00109488+0.00124213j 0.000602005+0.000733027j -9.74512e-05+0.000297021j 4.26828e-05-0.000132237j -0.000151556-0.000565092j -0.000251397-0.000346385j 0.000274384+0.000494885j -0.000359956+0.00113433j -0.000355257+0.000123591j -0.000155848-3.71264e-05j -0.000492589-0.000556492j 0.000329043-0.000228111j 
-0.000518656-0.00034927j -0.000406711-0.000759426j -0.000148352-0.00020378j 0.00123935+0.00030824j 0.000502471+0.000633302j 0.00141335-8.06674e-05j 0.000577764-0.00122232j 0.00218028+0.000585004j 0.00233803+0.0015355j -0.000508205+0.000736006j -0.00272416-4.88165e-05j 0.00285889+0.000318462j -0.00212305-0.00135534j -0.00122979+0.000139635j -0.00287036-0.000233647j 0.00096939-0.00167741j -0.000698022+0.000798971j 0.00158708+0.000486895j 0.000444942+0.000818115j -3.79765e-05+0.00539552j 0.000166074+0.00359687j -0.00150157-0.00418974j -0.00168836-0.0034958j -0.000636429+0.000225662j 0.000166933+0.00626206j -0.000453904+0.0100617j -0.0015027-0.0123313j -0.00388752-0.0202994j 0.000656589+0.00614155j 0.00459029+0.00146162j -0.00567312+0.00398206j -0.000274088+0.00721457j 0.00418336+0.0112939j -0.00186312-0.0203849j -0.0069676+0.0167219j 0.0011693+0.000811576j -0.000930382+0.000116461j 0.00314668-0.00454848j 0.000386412-0.0029449j 0.000139901+0.00435485j -0.00145629+0.0036239j 0.000750587+0.0017315j 0.000258661+0.000880161j 0.00054418-0.000230329j -0.000338232+0.000304877j -0.00158808-0.000177467j -0.000370412-0.000186331j -0.00215129+0.00171945j -0.000807166+0.00245404j 0.00177786+0.00127236j -0.000117451-0.000217359j -0.000900062-0.000328114j 0.00307511-0.0010518j -0.00304934-0.00211116j -0.00133021-0.000934901j 0.000356471-0.0013143j -0.00233348+0.000657072j -0.00031067+7.49246e-05j -0.00064976+0.000553949j -0.000171491-0.000970613j 0.000634547+0.00019396j -2.86274e-05+7.40963e-05j -7.26067e-05-0.000326086j -0.00053832+0.000308816j 0.000556424-0.000158885j -0.000331979+2.37289e-05j 2.72927e-05-0.00068159j -2.28996e-05+0.000397318j -0.000252466-0.0002497j 0.000245522+1.48951e-05j 
-0.000901476+0.000627754j 0.000454789-0.00436787j -0.000690604-0.00107752j 0.00672066-0.000866914j 0.000863478-1.80612e-05j 0.00429814+0.0013387j 0.00457421+9.15092e-05j 0.000115225+0.00091466j -0.000374975+0.000746124j -0.000576943-0.000552578j -0.00573104+0.00174181j 0.00592841-0.000565433j -0.00543014-0.000148101j -0.00498036+0.00161961j -0.00807937-0.00153084j 0.00450823-0.000972309j -0.000562164-0.000615607j 0.00308669-0.00203705j 0.00327816+0.00279324j -0.00551553+0.00545175j -0.00218065+0.00474983j 0.000727369-0.00687743j 0.00222026+0.00120352j -0.0031009-0.00679271j -0.00695126-0.00640771j -0.00436292-0.00231949j 0.00460445-0.00768608j 0.00939212+0.00954828j -0.00556-0.0107549j 0.0105202-0.00820003j -0.0106085+0.00866992j 0.00159495+0.0112995j 0.00308099-0.00508631j 0.00238078+0.0084962j -0.0181029+0.00975571j 0.000249845+0.0103518j -0.00423023+0.00155524j 0.00449112-0.00317704j 9.70156e-05-0.00519277j -0.00181158+0.00885291j -0.00276225+0.00292069j 0.00144821+0.00278788j 0.000697608+0.000101929j -0.00112569-0.00116406j 0.00135353-0.0017467j -0.000456093+0.000530396j 0.000341789-0.000380132j 0.0016821-1.40089e-05j -0.00236191-0.00123145j -0.000837749+0.00215237j -0.000828438-0.000112857j -0.000194675-0.000629016j 0.00172134+0.00149275j 0.000159425+0.00130885j -0.00373664+0.000571927j -0.00083921-0.000560676j 0.00170486-0.00123646j 0.00056455-0.000218233j -0.000101+0.0030169j -0.000570169+0.000541016j 0.0012792+0.00190514j 0.000711594+0.000843312j 4.45395e-05+0.000947683j 0.000135628-0.000465567j -3.58252e-05+0.000301826j 0.000831418-0.000108544j -0.000157762-0.000862739j 3.00984e-05+0.00168327j -0.000841087-0.000410438j -6.92453e-05-3.282e-05j 
0.001302+0.00407495j 0.000883877-0.0103398j -0.000381006-0.000321288j 0.00297356+0.00174001j 0.00440989-0.00183722j 0.00241466-0.00124996j 0.00331556-8.40772e-05j 0.00315477-0.00304909j 0.00107912-0.00216829j -0.0011461-3.39004e-05j 0.00868493-0.00291621j 0.00570537+0.000325823j 0.00100721-0.00108258j 0.00199695+0.00284034j -0.00881601-0.00049019j 0.00231205-0.000460091j -0.00254337+0.000457626j -0.00397896+0.00659667j 0.00145747+0.00183764j 0.00384912+0.0129273j 0.0139608+0.0024739j -0.0129407-0.00942714j -0.001082+0.0020914j 0.00420774-0.0108198j 0.0032655-0.00792387j 0.00623661+0.000121853j -0.00843459-0.000839298j -0.00721807+0.00190843j 0.00247269-0.00540896j -0.00932025-0.00367135j 0.0124269+0.00317801j 0.00303499+0.00183259j 0.000875384-0.00736282j -0.00385199+0.00121j 0.00282764+0.0121453j -0.00557162+0.00325748j 0.00608716-0.00282507j -0.00242308-0.00919653j 0.00483289-0.00439776j -0.00104572+0.00653222j -0.000279843+0.00540355j -0.00264815-0.0022853j 0.000770947+0.00153937j 0.000607497-0.000799713j 0.00181375+0.000244219j 3.92943e-05+0.00113152j 0.000355378-0.000619883j 0.000832789-0.00183603j 0.00105121+0.00220889j 0.00183841-0.00236342j -0.000346859-7.28597e-05j 0.000808591+0.00245118j -0.00050569-0.00202694j -0.000759813+0.00113806j 0.00274531+0.00113079j -0.00322931+0.000260389j -0.000589929+0.000442461j -0.000463936+0.00121954j -0.000904056+0.000581421j -9.97809e-05-0.00264519j -0.000944403-0.000351101j -0.000945528+0.000268352j 0.000350188+0.000264194j 8.3269e-05+0.000240734j -9.12042e-05-0.000239354j -0.000439292-0.000551326j 4.97324e-05+0.000109649j -0.000292683-0.000359966j 0.000142984-0.000379894j 0.00028149+0.00018054j 
-0.00141983-0.00466322j -0.000789292+0.0114228j 0.00195801-6.78666e-05j -0.00671748+0.0005462j 0.00132401-0.0012649j -0.00103486-0.00139171j -0.00139842-0.00379962j -0.000404561+0.00146192j 0.00362251+0.0012901j -0.000583905+0.00245729j -0.00192411-0.00101463j -0.00254645-0.00100524j 0.00173995+0.00065806j 0.00459533+0.000855689j 0.00410639+0.000236613j -0.009923+0.00192157j 0.000361591+0.00143366j 0.000617329-0.000143542j -0.00223202-0.00291286j -0.000388123+0.00520184j -0.00680681+0.00142073j 0.00923939-0.0130861j -0.000961576+0.00661232j 0.00626036-0.0136971j 0.00712916-0.0111796j -0.000364607+0.000782576j -0.00374516+0.0112069j 0.00499955-0.00917574j 0.00507177-0.000622621j 0.00444946+0.00120493j -0.00689097-0.00682717j 0.00322407-0.0131882j 0.00729522-0.00967202j -0.00350342+0.00296323j -0.00752816+0.00896121j 9.00257e-05-0.00236719j -0.000846288-0.00588792j 0.000677968+0.00229264j 0.00290783+5.79161e-05j 0.00262784-0.00540304j 0.00430772-0.000390449j 0.00637829+0.00301715j -0.00144018-0.00115681j -0.000686261-4.59573e-06j -0.000167299-0.000320741j -0.000357711-0.000349428j 0.000522651-0.000986989j 0.00415015+0.00203417j -0.000715496+2.97596e-05j 0.00018234+0.000113221j -0.00104953-0.000594808j -0.000122963+0.00453597j -0.0037567+0.00229414j -0.00056202-0.000892667j 0.00667797+0.00159636j 0.000231136-0.00126503j -0.00120957+0.000411088j -0.000884151-0.000434432j -0.00130425+0.000638168j 0.00111239+0.00110561j -0.000686405-0.000680009j -0.00165304-0.000627871j 0.000559289-0.00123021j 0.000258451+0.000372495j -0.000405819-0.000418946j -0.00143647+0.000542348j -0.000271289+0.001625j 0.000249015-0.000494509j 3.53918e-05-0.000452225j 0.000697556-0.000253803j 
0.00161035+0.00454544j 0.0022067-0.0113155j -0.00119872-0.00107316j 0.00683467-0.00297035j 0.000275242-0.00185704j 0.00799128-0.000576222j 0.00617409+0.00207184j -0.00225259-0.0012346j 0.00392471-0.000344321j -0.00529652+0.000687949j -0.0126786-1.32222e-05j 0.00550819-0.00121597j -0.00208661-0.00176768j 0.00409404+0.00128289j -0.00693744+0.00120958j -0.000194861-0.00337641j -0.000252424-0.00178976j -0.00227916-0.00246351j 0.00215175+0.00823155j -0.00565506-0.0173506j -0.00523069-0.000950849j 0.00595071-0.00352187j 0.00253093+0.0151643j 0.00236996-1.43918e-05j 0.00880644-0.00399161j 0.00352764+0.00745506j -0.00398424-0.0095624j 0.00491851-0.000112449j 0.0117284+0.00976116j -0.0088306+0.0037469j 0.00289244-0.0118416j -0.00836471-0.00638319j 0.00112229+0.0055362j 0.000920159+0.00497118j 0.00217836-0.00463068j -0.00460599-0.00486739j -7.33116e-05+0.00540098j 0.0071147+0.00445043j 0.00331239+0.00181028j -0.0155476-0.0028652j 0.00119223+0.00701993j -0.00331819-0.00212142j -0.000144115-0.000682916j -0.00131174-0.00121046j 0.00161473+0.00050714j 0.000849419+0.00136896j 0.000612037+0.000498662j 0.00247955-0.00128051j -0.00113769-0.00254838j 0.000125347+0.000619611j 0.00115608-0.00022059j -0.000705277-0.00267461j 0.000171102+7.63463e-05j 0.000812522+0.0012953j -0.0034649-0.000723861j -0.000997184+0.000782191j -0.000499235+0.000233677j 0.00246513-5.75269e-05j 0.00120249-0.00119156j -0.0013308-0.000642054j 0.000635029+0.00244985j 0.00122149+0.000997817j 5.57676e-05+0.00102102j 0.000181221-0.000258228j -0.000127633+0.000269254j 0.000974133+0.000549689j 0.000448778-0.000662468j -0.000736394+0.00128455j -0.000858552-0.000388294j -0.000245894-0.000149731j 
-0.00244688-0.00108308j 0.00011081+0.00370233j 8.97292e-05-0.000271943j 0.00420646-6.97228e-05j -0.000945295+0.00110562j 0.0007888+0.00190176j -0.000388405+0.00235881j 0.0057121+0.00224142j -0.00274763+0.00164512j 0.00108152+0.00125494j 0.0102525-0.000427959j -0.00245678-6.89624e-05j 0.00520154+0.00206348j 0.00210336-0.000370882j -0.000955163-8.77231e-05j -0.000730673+0.00221692j 0.00253574+0.00184286j 0.00601137-0.00116138j -0.000636037+0.00362851j 0.0078216-0.00823498j 0.00118524+0.000904503j -0.0110239-0.00755712j 0.00175203+0.0117273j -0.0147526+0.00664075j -0.0129583+0.00241431j -0.00361867+0.010207j 0.00487819-0.00572237j -0.0048346+0.000496069j -0.0108892+0.00521984j 0.00280346-0.00250553j 0.000554869-0.00556055j 0.00368554+0.00268165j -0.00669349-0.0138502j 0.000667699+0.00103442j 0.0165186+0.0127956j 0.00634352+0.00258456j -0.00487091-0.00432259j -0.00279903-0.00348694j -0.00463621-0.00124827j 0.00606949+0.0032007j 0.00097005+0.00152787j 0.0019231+0.00438873j 0.00325863+0.00215341j 0.002924+0.002484j -0.000109439-0.00078552j 0.000489408-0.000140952j -0.00079926+0.000472126j 0.00234444-0.00176155j 0.00168724-0.00141077j -0.00127454+0.000254653j -0.000877297+0.000455681j 0.0039975-0.00257212j 0.000727039-0.00012553j 0.000656335+0.00172831j -0.00378644-0.00196567j 0.00137799-0.000179341j -0.000666327+0.00145859j -0.000419511+0.00142497j -0.000210527+0.00307606j -0.000113125+0.00167448j 0.00137023-0.00266995j 0.00154879-0.000452384j -0.000936674+0.00117447j 0.000206845-0.000381036j -2.48062e-05-1.83091e-05j 0.000878359-0.00266782j -0.00016845-0.000112715j 0.00145528-0.00181706j 0.00129966+0.00201089j -0.00098158+0.000707538j 
0.000482666+0.00171338j 0.00259285-0.00172387j -0.000728108+0.00134142j 0.00117961-0.0028103j -0.0026494+0.000847507j 0.000799905+0.00199496j -0.00467593-0.000155407j -0.0103102-0.00280675j -0.000271701-0.00207902j -0.000651221-0.00168834j -0.0242686+0.00209619j 0.00052769-0.000127115j -0.0101554-0.00166183j -0.00259246+0.0030009j 0.00542963+0.00265636j 0.00309036-0.000389824j 0.000707362+0.000156514j -0.00188332-0.00459143j 0.00102826-0.0057454j -0.0020688+0.000619138j 0.000936673+0.00707229j -0.00726821-0.00597841j 0.00202798-0.00238913j -0.010936-0.00636129j -0.00842508-0.0025708j -0.00478253-0.00138561j 0.0101014+0.00775344j -0.0073625-0.00979227j -0.00503187-0.00011968j 0.00256319-0.00674978j -0.000922165+0.0109544j -0.00792035-0.013923j -0.00119136-0.00398058j 0.00423792+0.0027112j -0.00550953+0.00862366j 0.000899601+0.000571264j 0.00353812+0.00581226j 0.00016753+0.00188643j -0.0011298-0.00477269j 4.76345e-05+0.00268914j -0.000199866-0.00979536j -0.00114705-0.00521195j -0.000146463+0.000534823j 0.000912727+0.00120153j -0.000775652-0.000609888j 0.000165759+0.000828855j -0.000362261-0.000128437j 0.00151311-0.00405858j -0.0012904+0.00163226j 0.00226094-0.00299473j -0.000737146+0.000797826j 0.000980847-0.000899414j 0.00376314+0.0024284j -0.000242528+0.000418151j 0.00372596-0.00626406j -4.35805e-05+0.00177699j 0.00160148-0.000196789j -0.000924418+0.00114193j 0.00044182-0.00260144j -0.000106413-0.000779214j -0.000424499-5.26955e-05j 8.17998e-05-0.000358771j -9.68177e-05-0.0013375j 0.000162381-3.75926e-06j -0.000174904+0.000420712j -5.3792e-05+0.000158242j 0.000648736-0.000916913j -0.000476793-0.000877055j 0.000403988+0.00014828j -0.000114992+0.000180449j 
-0.00133191-0.00140732j 0.000349911+0.00555784j 0.00220861-0.00403936j 0.000867986+0.000177414j 0.0124684-0.00254067j 0.00577922+0.00229736j 0.0154644-0.00417159j -0.0101944-0.000806771j -0.00197161+0.000592381j -0.00108187-0.00278385j 0.0076949-0.000407955j 0.0119623-0.00101008j -0.00765536-0.00346262j 0.00494598+0.00171633j -0.00412447-0.00232401j -0.00183363+0.00148811j 0.00103879+0.000525851j -0.000846049-0.00354437j -0.000332542+0.007661j -0.00257233-0.000107455j -0.00466371+0.0015966j -0.00546951+0.00467522j 0.0114453-0.00625445j -0.00462944-0.00134953j 0.0022877-0.000942027j 0.00763903-0.00184068j -0.00789174+0.00549196j -0.00230062-0.0024694j 0.00819607+0.000305949j -0.0032774-0.00514121j -0.00521833+0.00294347j -0.00358004-0.00774198j -0.00735763+0.00816013j 0.000978704-0.000151721j 0.0136193-0.00533843j 0.00134629-0.00287602j -0.00552813+0.00289613j -0.00331599+0.000470261j 0.000962449-0.000653671j -0.000945496-0.00163128j 0.00728742+0.00295831j 0.00557097-0.00156127j 0.00106979+0.00121927j -0.000446348+0.000534055j -0.00126195+0.000533524j 0.000152032+0.00241835j -0.000474271+0.000650777j -0.000765446-0.00128491j -0.00066142-0.0014678j 0.00172231+0.00344279j 0.000499375+0.000545426j 0.000242619-0.0043773j -0.00135441+0.00133918j -0.000794377+0.00117335j 0.00216652+4.82834e-05j -0.00133253-0.00160144j -7.84698e-05+0.000815862j 0.00165038+1.97633e-05j 0.00404185-0.000878708j 0.00123478-0.00115164j 6.69307e-06-0.000435747j 0.0016663+0.000306862j -4.83604e-05+0.000962155j 6.61522e-05+0.000132082j -8.47002e-05-0.000332333j 0.000242063-0.000487515j 0.00108864+0.00037252j 0.000591701-0.00200412j 0.000618301+0.000805931j -0.000731024+0.000298249j 
-0.000178814+0.00112412j -0.00108954-0.00120887j 0.00056439+0.00194109j 0.00840195-0.000817342j 0.00309778-0.00311382j -0.00311366+0.00521663j 0.00342482-5.59417e-06j -0.00353796+0.00240266j -0.0140501-0.00220218j 0.00351644-0.0020219j 0.0232456-0.00145688j 0.00222695-0.00152656j -0.00582958-0.00118424j -0.0118278-0.000137838j 0.00487508-0.000104373j 0.00929003+0.00252802j 0.00119387-0.00349371j 5.35684e-05-0.00533534j 0.00337381+0.00464252j -0.00784763-0.00406726j 0.00419906+0.00850362j 0.000838905-0.0051535j -0.00867363+0.00358774j 0.00465418+0.00909979j 0.00258941+0.00402458j -0.00386199+0.00249448j 0.00101276-0.00236098j -0.00243472-0.0014158j -0.0102025+0.00776254j 0.00808732-0.00589519j 0.00480783+0.00506905j 0.0142227-0.00266122j 0.00396558-0.00521523j -0.00768197-0.00118193j -0.0113248-0.00537337j 0.0055027-0.00235527j 0.00049783+0.00630102j -0.00524552-0.000184199j 0.000943553+0.0020765j 0.00505104+0.00722381j -0.0061867-0.00512827j -0.00171244+0.000254372j -0.000578164-0.00454218j -0.000479269-0.000883481j 6.35418e-05+0.0027876j -0.00131274-0.000999794j 0.000617062-0.000424603j 0.00183804+0.00134645j 0.00064302-0.00072618j 0.003373-0.000206948j -0.00144568-0.00087163j -0.0014762+0.00100409j -0.000870406-0.000205535j -0.00224151+3.649e-05j 0.000704168+0.00403925j -0.00144854-0.00049773j 1.62942e-05-0.000219159j -0.00246454+0.000750242j 0.000948231-0.00292141j 0.000671387+0.00178088j -0.000664291-0.00127679j -0.00160818-0.000359198j 0.000433632+0.001211j 0.000213762+0.000451511j -8.04045e-05-0.000846184j -0.000163058+0.000133543j -0.00111945+0.00248729j 9.97592e-05+0.00133116j -0.000122648-3.55815e-05j 0.000343599-0.000503588j 
