0.000347035-0.0126358j 0.00834826+0.00210756j -0.00532192+0.00364j -0.00637155-0.00168634j 0.00184999+0.0042173j -0.0005566-0.00351729j -0.000182483+0.00123436j 0.00647162+0.000275325j 0.000665928-0.00392046j 2.42668e-05-0.000640848j -0.0020397+0.00257754j -0.00133927+0.000723964j 0.00262888-0.00414053j -0.00434713+0.00403963j -0.00530349+0.000506105j -0.00200155-0.00378287j -0.00353719+0.00296575j 0.0120138+0.00236286j 0.00228556+0.00187211j 0.000291053+0.00764729j 9.03308e-05+0.000635177j 0.00138746-0.00736288j -0.0037929+0.00572672j 0.00251555+0.00524384j -0.00739683-0.00144624j 0.00258256+0.000769795j 0.00054053-0.00286163j -0.00303574+0.000561661j -0.00448262-0.00138459j -0.0012066+0.000262422j 0.00501146-0.00154084j -0.00191416-0.0031116j -3.61559e-05+0.00932302j -0.00161672-0.00295482j -0.00021353+0.00253831j 0.00188331+0.00146589j 0.00450609+0.00842653j -0.00409735+0.00827942j 0.00100069-0.00361189j -0.00378838+0.00486563j 0.00116717-0.00784039j 0.000779802-0.00171165j 0.000509399+0.000413494j -0.000668924-0.00661077j -0.0013069-0.00163598j -0.000682124-0.00234146j -0.000902379+0.000727543j -0.000716071+0.00182566j -0.00149478-0.00361666j 0.00338475-0.000659509j 0.000314976-0.000804106j 3.54888e-05-0.00167771j 0.000975723+0.0053279j 0.00145319-0.00336689j -0.00174686+0.00295743j -0.00466765-0.00394899j 0.00570138-0.00603418j -0.00087685+0.00296672j 0.00373932-0.00291671j -0.00190408+0.00281651j 0.00144276+0.00427006j -0.000938841+0.00143896j -0.0012749-0.00347741j 0.00189044-0.00324244j 0.00154533-0.00153879j 0.00144055-0.00174394j -0.00300778-0.00199591j -0.00221791+0.00168644j -0.00143245-0.000506987j 0.00193675+0.00164681j -0.000990919-0.00585689j 0.00325423+0.000597052j -0.00153117+0.00106789j 0.00451478-0.000429432j -9.40584e-05+0.000175034j 0.00295769-0.00243576j 0.00189904-0.00329218j 0.000714979+0.00393122j 0.000468539+4.08213e-05j 0.000519777-0.00150201j 0.00012781-0.00314363j -0.001965-0.000377826j -0.00116126+0.00141046j 0.00557288+0.00237186j -0.00167-0.00216452j -0.000286807+0.0071843j 0.00155955+0.00213972j -0.000141343-0.00104057j -0.000921544-0.00090286j 0.00556975-0.0135871j 0.00696547-0.0241468j -0.00320303+0.00269625j 0.00339101-0.00486038j 0.0352906+0.0135139j 0.0178817-0.0252002j 
0.000513902+0.00114086j 0.00450851-0.00711739j 0.000960354-0.00272153j 0.000316941-0.00250849j -0.00164728-0.00274985j 0.000679199-0.00469607j -5.88653e-05-0.00516775j -0.00168124-0.00168254j -0.0010513+0.00216812j 0.00290251+0.000256803j -0.00398163+0.00354413j -0.00300185-0.00144101j -0.000528888-0.00295022j 0.000718865+0.00179666j -0.00455394+0.00248001j 0.00343124-0.0012917j 0.00622255-0.000498604j 0.000980412+0.00057426j -0.00168615+0.00200036j 0.00359535+0.000792638j 0.00186479-0.00656815j -0.00501861+0.00480526j -0.00786691+0.00217854j -0.000732135-0.00297455j 0.0039589+0.0112067j -0.000854782+0.0110552j -0.00636635+0.00091988j 0.000670651-0.000543785j -0.00139613-0.00187853j -0.00560813+0.00460595j 0.00591298+0.00569327j -0.00768923-0.00258952j -0.00180453+0.00871456j -0.00424471+0.00018082j 0.0051988+0.00336726j 0.0014569-0.00488102j -3.00441e-05-0.00231269j -0.00267429-0.00127619j 0.00719365-0.0119107j 0.00235507-0.00878919j 0.000247272+0.00296229j 0.0027968+0.00450607j 0.00218424+0.00559146j 0.00380121-0.00455891j 0.000740274-0.00519253j -0.00249735+0.0129279j -0.00050161-0.00213176j 0.00235666-0.0211328j -0.00216535+0.00985014j 0.00283426+0.00229582j -0.00478142+0.0145075j 0.0020261+0.00537235j -0.00274298+0.00158251j 0.00245927-0.00294772j -0.00671378+0.00240556j -0.000989986+0.00278527j -0.00246723-0.000425884j -0.00190391+0.000745626j -0.0037255-0.00269395j -0.00281618-0.0010983j 0.00175099-0.00150909j -0.00680867-0.0012363j 0.00591352+0.00572776j -0.0112153+0.00446509j -0.00197109-0.00401375j 0.00146598-0.00379476j -2.18446e-06-0.00468563j 0.00243317+0.00429316j 0.00329995-0.00361651j 0.000600055-0.00263744j -0.00226892+0.00605136j -0.000214879+0.000355382j 0.00121405+0.000101773j -0.00184376-0.000441061j -0.00139864-0.00276961j 0.0008112+0.00147436j -0.0030551+0.00325082j -0.00121463-0.000820585j -0.00447488+0.00292208j 0.000296672-0.000665194j -0.00376019-0.00412098j -0.000440551-0.00197002j 0.00151829+0.00263684j -0.000662829-0.000925905j 7.67341e-05+0.00484981j 0.00100844-0.00617835j 0.00536236-0.00392091j 0.00053764+0.000218617j 0.00231707+0.000548538j -0.00281759+0.000603547j -0.00025558-0.000141676j -0.00108409-0.00193806j -0.00524249+0.00183588j -0.00120717-0.00168831j -0.00152767+0.00125945j 
-0.0124816-0.00898741j -0.00428217+0.00548172j 0.00748856-0.000703223j 0.0054879+0.000445008j -0.00226514-0.00176456j 0.000502576+0.00516667j -0.00405992+0.00565437j 0.00403533+0.00243101j 0.000762098-0.00452535j -0.00525317+0.00212747j -0.00721873+0.00200183j -0.00077654+0.000392289j -0.00110547+0.00548124j -0.00190376-0.0063811j 0.000975385-0.0025347j 0.00295786+0.00260909j -0.00670875-0.00348993j -0.00361519-0.0041472j 0.00752365-0.00576492j -0.00472871-0.000299715j 0.00863901+0.00470995j 0.00454207+0.00121296j 0.00864393+0.0128816j 0.00648767-0.000360975j -0.00289908+0.00554477j -0.00172522+0.00501516j -0.00326335-0.00667556j -0.0023722+5.82908e-05j -0.00391695-0.00964773j -0.000745874+0.00143471j -0.00444038-0.00804061j 0.00119523+0.012583j -0.00473121-0.001808j -7.81906e-05-0.0139339j -0.00537815-0.0106633j -0.00498108+0.00963016j -0.00489271-0.00949551j 0.0104169+0.00442175j -0.00537937-0.00224883j -0.00164791+0.00687432j -0.00618043-0.00065771j -0.00046944+0.00486852j 0.00537619-0.0100656j 0.00428835-0.0060096j 0.00133286+0.0061832j -0.00565857+0.00181932j -0.00147022+0.00768764j 0.00374086-0.00621694j -0.000952073+0.00200871j -0.000750911+0.00111047j 0.00407555+0.00634153j -0.00144216+0.00525239j 0.00252014-0.00474236j -0.00269344-0.00670842j 0.000659467+0.00555101j 0.00386239-0.00893488j -0.00167803-0.00283399j 0.00228477+0.00419348j 0.00465+0.00911333j 0.00828247-0.00287648j 0.0015647+0.0022128j -0.000506416-0.000418591j 0.00540342-0.00669229j 0.0103322-0.000718657j 0.0048258+0.00209841j -0.00129707-0.00329352j 0.000650373-0.000997428j -0.000557651+0.00157386j -0.00382363-0.000319196j 0.00205188+0.000412337j 0.00519598-0.0150352j 0.000865477+0.00315469j -0.00632165+0.0028771j 0.00970371+0.000953909j 0.00715666+0.00300629j 0.00943037+0.00152001j 0.00564571-0.00876618j -0.000282866+0.00762992j 0.00212384+0.00531645j 0.00426878+0.00632409j 0.00660604+0.00355271j -0.00442833-0.00218618j -0.00835555+0.00122842j 0.00388573+0.00819415j 0.00705284-0.00667219j -0.00238584+0.00436236j -0.00589896+0.00380949j -0.000423116-0.000470586j -0.00103636-0.00228763j 0.00239417+0.00188681j 0.000940379+0.00650248j -0.00598104+0.00772386j 0.00965113+0.00343381j -0.00243002-0.00102479j -0.00197351+0.000148045j 
-0.00322589+0.00339611j -0.00793569+0.0048662j 0.00133824+0.00254875j 0.000585519-0.000240166j 0.00477572+0.00340129j -0.00510949+0.00131862j -0.00402117+0.00578758j 0.00510565+0.00537656j -0.0043335-0.00366752j -0.00805598+0.000558551j -0.00298225+0.00300133j 0.000336775-0.000860743j -0.00100482-0.00212503j 0.00184871-0.00178781j 0.00189271-0.00174847j 0.00591822-0.00336609j -0.0051931+0.000426892j -0.00694477-0.000518941j 0.00884088-0.00457833j -0.00309798+0.00330252j 0.00304892-0.00171674j 0.00219819+0.00211437j 0.00776231+0.00102576j 0.000727718+0.00341538j -0.0155262-0.00866987j 0.00518432+0.00978184j 0.000788359-0.00691959j -0.00501177-0.00162054j -0.00423592-0.00488766j -0.00271899+0.00197272j -0.00774241+0.00999512j -0.00148817+0.00396354j -0.00297604-0.00818627j -0.00256006-0.00134301j 0.000359013-0.00755134j 0.00325606+0.00777891j 0.00128342-0.003345j -0.00285611-0.0018355j -0.00573348-0.00435018j -0.00241237+0.00851276j 0.00226958-0.00620003j -0.00368602+0.000258764j 0.00213671-0.012545j 0.00394711-0.00841208j -0.00253344-0.00260794j -0.00430727-0.00194782j 0.000298131+0.00556536j 0.000556233-0.0103706j -0.000631359+0.000645557j -0.00226507+0.00159846j -0.000298177+0.00436806j 0.000848528+0.00462961j 0.00257594-0.00214866j -0.00363993-0.00312528j 0.00222096+0.00620488j 0.00820108-0.00183386j 0.00601921+0.00363351j 0.002773+0.00216617j 0.00119587+0.00839831j -0.00108548+0.00801474j 0.00269015-0.00144492j -0.00173811-0.00432294j 0.00299136+0.00212711j 0.00789458+0.00263839j -0.000140574+0.00236892j 0.00200396-0.00619599j 0.00447209-0.000527675j -0.00185517-0.00506974j -0.00148933-0.00245691j -0.00145626-0.00264916j 0.001501-0.00272314j 0.000246722+0.00284343j 0.000940295+0.004739j 0.00299711+0.00179529j 0.00209287-0.00130443j 0.00629957+0.00245186j -0.0020251-0.00533232j 0.000523651+0.000161366j -0.000990336+0.00760578j -0.00162683-0.00207076j 0.00338578+0.00559907j -0.00589632+0.00159174j -0.0115474+0.0057302j 0.000461889-0.00230807j 0.00292855-0.0051003j 0.00570917+0.000823903j -0.00290138+0.00985515j -0.00170128-0.00119221j -0.00431388+0.00318968j 0.00853498+0.00137631j -0.000147205-0.00193812j 0.00353281-0.00945826j -0.00569152-0.00389782j -0.00337829+0.0104953j 0.0124668-0.000766775j 
0.010414+0.0065581j -0.00640432+0.00454613j -0.0033384+0.00877207j -0.00488572+0.00454374j 0.00795145+0.00372937j 0.000961444+0.0108382j 0.0024324-0.00507912j -0.00831294-0.00142969j 0.0042455-0.00413014j -0.00154609-0.00463776j 0.0073176-0.00191147j 0.0017927+0.00211096j 0.00204037+0.00213804j 0.00408472+0.00509495j -0.00346327+0.00125433j 0.004211-0.0030477j 0.00135374+0.00551609j -2.55191e-06+0.00294463j 0.00124552+0.00461073j 0.00841129-0.00239949j 0.00447325-0.00355206j 0.00195357+0.00741189j -0.000438115-0.000526651j -0.00921572+0.00520394j 0.00224606+0.00696495j -0.000487252+0.00339895j 0.0138812+0.00575651j 0.00664067-0.00854092j 0.00119317-0.00856118j -0.0037496+0.00539689j -0.0106613+0.0119839j -0.00266047+0.00240107j -0.00522636-0.00575235j 0.00895253+0.0125029j -0.00514292+0.00291806j 0.00173891+0.000671418j 0.000949356-0.00175557j 0.00576385+0.00457109j 0.00271141-0.00704592j 0.0091007+0.00384412j 0.00974726-0.00222834j -0.0107309-0.000938746j -0.00238289+0.00112306j -0.000726695-0.0129501j -0.000669322-0.0169756j 0.0023684+0.00981299j 0.00883547-0.000756347j 0.00216262-0.0136421j -0.00496629+0.00556365j -0.00710733+0.00173515j -0.000726178+0.00519021j 0.00165594+0.00945027j -0.000372941+0.000452813j -0.00279585+0.00874848j 0.0077069+0.00948498j 0.000952153-0.000916377j 0.00110278+0.00604088j -0.000571761-0.00975771j 0.00665851-0.0051096j -0.00346534+0.00189143j 0.0119574-0.00246983j 0.000403062-0.00195852j -0.0176913-0.00397614j 0.00712554-0.0201629j -0.00361341-0.00296346j 0.00327469-0.00362239j 0.00599569+0.00183095j -0.00228316-0.0148731j -0.00491473+0.00154996j 0.00473287+0.000525087j -0.0025509+0.00209855j 0.00246681-0.010296j 0.00473127-0.000846424j -0.00437053+3.64069e-05j 0.00287883+0.00506356j -0.00489403-0.0117355j 0.00154766+0.00411525j 0.00736418-0.0141755j 0.00234203-0.00477557j -0.008829+0.00272884j -0.00115667+0.000422407j 0.012173+0.00742484j 0.00508841-0.00596347j -0.012762+0.00201532j -0.00723966-0.0033052j -0.000619567+0.0068411j -0.00403107-0.00335778j 0.0014565+0.000523006j 0.000952085-0.00237916j -0.00503114-0.00103375j -0.00102342-0.00488494j 0.00131008+0.00290624j 0.00584877+0.00135634j 0.00416875-0.00445463j -0.00234077-0.00276557j 
-0.00263999+0.0015084j -0.00218795-0.000542348j -0.00219708-1.09113e-06j 0.00161346+0.000991013j -0.000342822-0.000252614j 0.00222815-0.000492307j -0.00411963+0.00109139j 0.0010993+0.000661724j -0.00294392+0.00101293j -0.0255034-0.00153039j 0.0275392+0.0031021j -0.0223202-0.00162991j -0.0012635+0.00154095j 0.0140018-0.00038525j -0.0256899+4.47815e-06j 0.0217924+0.00135615j -0.00548782+0.00108479j 0.00348214+3.33761e-05j 0.00366205-0.000470099j 0.00482018-0.00240409j -0.00207239-0.00207773j 0.00452033+0.00171159j 0.000408735+0.00214745j -0.001078+0.0015482j 0.00288369+0.00441288j 0.00166762+0.00470838j -0.0217172-0.00140542j -0.0304861+2.19185e-05j 0.0169463-0.00088027j 0.00279484+0.000841771j -0.00973277+0.000798837j -0.00342548+0.00437434j -0.00396492-0.0035765j -8.49468e-05+0.000271059j 0.00162336-0.00262338j -0.000343909+0.00250353j -0.00216661+0.00208765j 0.000966089-0.000399594j -0.00389615+0.00076935j 0.00233962+0.000232459j 0.00386942-0.000415122j 0.000668742+0.00120997j 0.000166325-0.00283101j 0.0012577+0.0012896j -0.000659753-0.00143581j -0.00111084-0.00011923j 0.00110425-0.0020244j -7.78339e-05+0.00341328j 0.00121018-0.00310537j -0.00113365-0.00120689j -0.000866199-0.00558241j 0.00314715-0.00309102j -0.00286175+0.000995799j -0.00141306+0.00767509j 0.000243382-0.000621219j 0.00076385+0.00125725j 0.000136866+0.00227192j 0.000349311+0.000400217j -0.000986592-0.00210729j -0.00241202+0.000246843j -0.00151086+0.00223614j -0.00253597-0.00337478j -0.00112462+0.000979723j -0.00147204-0.000806413j 0.000592535-0.00195252j 0.00380307-0.000360021j 0.0026966-0.00252869j -0.0023583-0.00327657j -0.00158674-0.00136113j 0.0025198+0.00127555j 0.00120947+0.00067451j 0.00116293-0.00354147j 0.00406872+0.0028981j -0.00402987+0.00568161j -0.000398506-0.00227294j 0.00128725+0.00379763j -0.00618792-0.000170819j -5.60979e-06-0.00348971j -0.00209685+0.00245446j -0.00315158-0.00201333j -0.00293696-0.00511707j 0.0026335+1.01036e-06j -0.00448681+0.00272033j 0.00144342-0.00115984j -0.000170202+0.00326422j 0.00048168+0.00560923j 0.00295706-0.00327584j 0.000219582-0.002219j -0.00244295-6.58165e-05j -0.00263144+0.000174254j 0.00123695+0.00119711j -0.00237429-0.000652537j 0.00143832-0.00207493j 0.00114537-0.000639216j -0.00132315-0.00114009j 
-0.0109246+0.00235574j -0.00688514-0.00425578j 0.00578652+0.00115519j 0.000675274-0.00039869j 0.004884+0.00288724j -0.00445803-0.00479837j 0.00110953+0.0109913j -0.00148262+0.00436189j -0.0109667-0.00234801j 0.00423618+0.002244j -0.0135723+0.000436381j 0.0137881+0.00136745j 0.000651799+0.00135212j -0.00522443-0.000590788j 0.0101701-0.000606787j -0.00313094+0.00237223j -0.00920523-0.000988349j 0.00584737-0.00226129j 0.000312828-0.000642777j -0.000907484-0.000533319j -0.00764206-0.0131904j -0.00155935+0.00800482j 0.00424064+0.013798j 0.00159702+0.00175761j -0.0104614+0.0141954j -0.000449041+0.012148j 0.00572772-0.00534086j 0.0149277-0.00125031j -0.00316779-0.005283j 0.00116223+0.0135055j -0.00375855+0.0095688j 0.0083101+0.013883j -0.00223991-0.00362965j -0.000568064-0.00324794j -0.0026116-0.00934201j -0.000714267+0.0151452j 0.00120198-0.00236454j -0.00234046-0.0016517j -0.00808031+0.000928798j 0.000829189+0.00264333j 0.00304849+0.00179125j 0.00260834+0.000922074j -0.00136715-0.0076661j 0.00242559+0.0027889j -0.00264978+0.00054749j 4.21667e-06-0.000894914j 0.00350641-2.73816e-05j 0.00320562+0.000417022j 0.0059139-0.000449048j -0.00400736+0.00142194j 0.000895454-0.00562723j 0.00362923-0.00428703j -0.00287704+0.00333028j -0.00226205+0.00862348j -0.00213074+0.00355638j 0.00369244+0.000598856j 0.0025063+0.004976j -0.00225034+0.00163474j -0.00338148-0.00370313j -0.0041917+0.00393492j -0.00692552-0.00354965j 0.00037061-0.00244545j 0.00379396+0.00267738j -0.00242477+0.00204829j -0.00176787+0.00656245j -0.00315215-0.000467756j 1.00557e-05-0.010485j -0.00858531-0.00167084j -0.00197913+0.00491029j -0.00958605+0.00067542j -0.00169524+0.00362658j -0.00384189+0.00493566j 0.00511776+0.00206748j -0.00403106+0.00429202j -0.00324342-0.0080095j -0.00123733+0.0019823j -0.0077892+0.00122832j 0.00188571+0.00930885j -0.0131638-0.00263897j -0.000828906-0.00740576j 0.000750875-0.0063571j -0.00167692-0.00637796j 0.00408896-0.0011249j 0.0108136-0.00815762j 0.000237282+0.00913125j 0.0039106+0.00563638j -0.00018474-0.000592563j 0.000220769-0.00344205j -0.00413283+0.00155886j -0.0025166-0.00122675j 0.0019062+0.00404525j -0.00815852-0.00124913j -0.00232899-0.000459733j 0.000905092-0.0005366j -0.00280104-0.000921748j 
0.00826292-0.00616089j 0.00892724-0.000394155j -0.00280213-0.000452875j -0.00213055-0.00143229j -0.00403479+0.00028809j 0.00203219-0.00482178j 0.000306873-0.00437108j 0.00472577-0.00037262j 0.0105899+0.00309421j 0.00776314+0.00619692j 0.00488677-0.00488211j -0.00798327+0.00340552j 0.000614973+0.00160124j -0.00377793+0.000122455j -0.00341215-0.00851662j -0.00547158+0.00351125j 0.00821398-0.000253401j -0.00718348+0.0013542j -0.00348498+0.00282693j -0.00441698+0.00293294j 0.000109464-0.0100996j 0.00160722+0.0134286j -0.00515395+0.00122185j 0.00217893-0.00173955j 0.00696192+0.013574j -0.00422967+0.0250044j -0.00203694+0.00741266j -0.00726828-0.00708712j 0.0069893-0.00271698j -0.00272327+0.012065j 0.00171462+0.0109628j -0.00365547+0.00734947j 0.0068073+0.0203205j 0.00108401+0.0098435j 0.00129036+0.00633541j 0.00438069-0.00535899j 0.00484743+0.00125066j -0.000242567+0.00180466j 0.0124602-0.0109825j -0.00132273+0.00277932j 0.00168113+0.00733091j -0.000796131-0.00412805j 0.000287107+0.0115164j -0.0026597-0.00311208j -0.000488535-0.00184217j 0.000794117-0.000359208j 0.00303582-0.00197088j 0.000788766-0.00896997j -0.003097+0.0089796j -0.000199061+0.000123186j -0.000264381+0.00862151j -0.00148891+0.0107269j 0.000512273-0.000394522j -0.00104102-0.0136996j 0.00144494+0.00274541j -0.00866066-0.00247457j -0.000492322-0.00228349j 0.00259276-0.0047677j 0.00416181+0.00426026j 0.0070729-0.00356909j -0.00349599-0.000507622j 0.0244898+0.00210294j -0.00508369-0.00434079j 0.00680103-0.00880898j 0.00687907+0.0234948j -0.00681899+0.00430583j -0.00716871+0.0049642j -0.0028103+0.00856627j -0.00620929+0.0129255j -0.00873881+0.0056611j 0.00541254-0.00572821j -0.00623968-0.000442625j -0.0170452-0.0151106j 0.00849253-0.013329j -0.00555179+0.00729672j -0.00822762+0.000354711j 0.00329415+0.00501513j 0.00400914+0.00337538j 0.00296365-0.0191355j 0.000999842-0.00137604j 0.00772032+0.0125963j 0.00537448+0.00325883j 0.0158228-0.00486383j 0.000454384+0.0012426j -0.00312609-0.00720174j 0.00109619+0.00138113j -0.0123999+0.00168149j -0.000937839+0.00851746j 0.00642449-0.000596015j 0.00796632+0.000926447j -0.00354223-0.00228719j 0.010673+0.00100376j 0.0030544-0.00551039j -0.000249333+0.00190433j 0.00094633+0.00116525j 
0.00939098-0.000194423j 0.00352168-0.000692711j -0.00357761+0.00149242j -0.00212971-0.00133032j -0.0016875+0.00559457j 0.00219555+0.000627114j 0.00458756+0.00351912j 0.0018408+0.00134639j 0.00636686-0.000719567j 0.00236532-0.00134369j 0.00112317-0.00447884j 0.00306356-0.00359438j 0.000732868-0.000546407j 0.00381038-0.00244038j -0.000424282+0.000828696j -0.00349911+0.00302169j -0.00239458+0.00226666j -0.000189975+0.00145479j -0.00449757+0.00365353j -0.00394462+0.00236522j -0.00393192-0.00425913j 0.0022263+0.00346967j 0.00595124+0.00101464j -0.00496131-0.000144396j 0.00150657+0.000369674j -0.00670062+0.00334962j -0.00170997+0.000951427j 0.00257092-0.00290552j 0.00419033+0.000324491j -6.39995e-05-0.00199122j -0.00155056+0.00812279j 0.000344469+0.00496056j 0.00278683+0.0082498j 0.00289326+0.010637j -0.00267806+0.00466144j -0.00360307-0.00440299j 0.00538934+0.00338225j -0.00224379+0.00253849j -0.00360661-0.00449546j -0.0131649+0.00151022j -0.0126199-0.000746787j 0.000790706-0.0115441j 0.000856784-0.00345747j -0.00491015+0.00200907j 0.00198956+0.0112288j -0.00512648+0.00696252j -0.00384007+0.00236915j 0.000529668-0.00299484j 0.0041765+0.00810369j -0.00371134+0.00253081j -0.00429447+0.00509288j 0.0006074+0.00518219j -0.000513186+0.00575144j -0.00312064-0.0134773j -0.00274247+0.000640459j -0.00912824-0.000201673j -0.00236522-0.00576602j -0.00071902-0.000831463j 0.00209711+0.00144761j -0.00289757-0.00449204j 0.0033089-0.000886653j -0.00127391+0.002828j 0.0150522-0.00184169j -0.00790809-0.00137405j 0.00359344+0.002403j 0.00231863-0.0016351j -0.00679544-0.0118764j -0.0166878+0.00738988j -0.00780603-0.00450455j 0.0106369+0.00708286j 0.0150148+0.0215157j 0.0142471-0.021178j 0.0312537+0.0379253j -0.0321338+0.0359092j 0.0087763-0.0158779j 0.0158381+0.00258307j -0.00924889-0.00826556j -0.00121928+0.0174536j -0.00867301+0.00749228j 0.00891385-0.00330761j -0.00286849-0.00626542j -0.0112993-0.00472247j -0.00219244+0.00596822j 0.0118194-0.00485588j 0.0056199+0.000529445j 0.000569181-0.00287892j 0.00574643+0.000646508j -0.0035994-0.0214543j -0.026815+0.003538j -0.00706804-0.00320401j 0.00738678+0.00361414j -0.00852942+0.00215357j -0.00438997-0.000154561j -0.0024093-0.000871845j -0.00284669+0.000654304j 
0.00286251-0.00785785j -0.00113618+0.00584639j -0.00357855-0.0013724j -0.00485029+0.000151726j 0.000808388-0.00160403j 0.00388517-0.00387892j -0.00380588+0.00114976j 0.012202+0.00337294j 0.0168378-0.00225438j 0.0138797+0.00222146j -0.00538439+0.00116074j 0.0022056-0.00223879j -0.00404383+0.00485882j -0.00700909-0.000411396j -0.00102682-0.00176145j -0.00936406-0.000321356j 0.0113893-0.0038102j -0.0134168+0.00338567j 0.00222003-0.00162227j -0.0100113-0.00509266j 0.000330273-0.00380673j -0.00392943+0.0062771j 0.00289854+0.010075j -0.000381718-0.0106347j 0.00536773+0.00459938j -0.00262668+0.00422749j -0.00112948+0.00763337j -0.00996785-0.00778287j -0.00266078-0.00650522j -0.000380119+0.00382082j 0.000563251+0.00238733j 0.000160249-0.00795328j 0.00166991+0.00112709j 0.000500658-0.000292282j 0.00102785+0.00118819j 0.00146706+0.000753139j 0.00350953-0.011103j -0.000265575-0.0017103j 0.0020281-0.00276597j -0.00349732-0.00284602j -0.00383741-0.00593911j -0.00459611-0.00313997j 0.000887632+0.00191212j -0.00367006-0.00266547j 0.000666851-0.00472738j 0.00169737+0.0106673j -1.51551e-05+0.00209647j 0.000245574+0.00805994j -0.00553177-0.0072772j 0.000261877-0.00537111j 0.00105985-0.00448821j 0.000359977-0.0146309j 0.00232951+0.0157256j -0.00530454+0.0407012j -0.0017091+0.019741j -0.0050067+0.00732014j -0.00109911-0.00771135j -0.000286406+0.00362665j 0.00123733+0.001244j 0.00293897-0.00176478j 0.00471122-4.37296e-05j -0.000422261-0.00070786j 0.00215362-0.00169876j 0.000365922-0.00212997j 0.00529619-0.00381773j -0.00347143-0.00076939j -0.00162336-0.00138569j -0.00394538+0.00589668j 0.00113374+0.00309428j 0.00309044+0.00339223j 0.00213551-0.00179017j 0.00155152-0.000600109j 0.00230149+0.0083478j -0.00237271+0.00388288j 0.00891535+0.00287336j 0.00484817+0.00070234j 0.000281274-0.00311143j -0.00012261+0.00156565j 0.00324499+0.00111628j 0.000643167+0.00419114j 0.00132525+0.00477655j -0.00597724+0.000816947j 0.000390961+0.00276236j -0.00372239+6.92003e-05j 0.00421434-0.00668882j -0.00217825-0.00416644j -0.00068903-0.000967076j -0.000981624-0.00312394j -0.00272581-0.000707225j -0.000109861-0.00106184j 0.000275553+0.000269869j -0.00173733-0.00294396j -0.00406276+0.00322179j -0.00311206-0.000543635j 0.00300461-0.000159848j 
0.00598933-0.00297145j 0.00600145+0.00149836j -0.00366967-0.000963764j -0.00219651+0.000987708j -0.00336056-0.00482534j 0.00522165+0.007056j -0.0069853-0.0069992j 0.00990486-0.000133856j 0.0145441+0.00227582j 0.0116611-0.00266664j -0.00296899+0.0042642j -0.00947983-0.000598503j -0.00736649+0.00222109j -0.00304677-0.00189752j -0.0108451+0.0036816j -0.00180339-0.00366468j 0.0103171-0.000345507j -0.0131864+0.00463734j -0.00153144-0.000119146j -0.00595343-0.00172187j 0.00449368+0.00628234j 0.00319686+0.00332146j -0.00463547-0.00746824j 0.00486905+0.0018935j 0.00885821-0.00390628j 0.00100871+0.00171604j 0.0115488+0.00617333j 0.00316846+0.000111265j -0.0067043+0.00497046j 0.000382371-0.00206376j 0.00432662-0.000461737j -0.003478-0.00332258j 0.00425604+0.00604462j 0.00305987+0.00666781j 0.000678538+0.00786368j 0.00639805-0.0124583j 0.000466046+0.00817041j 0.00159257+0.00398633j -0.000714189+0.00629883j 0.00551519+0.00509265j 0.00705162+0.00331237j -0.0018139+0.00290554j -0.000964718+0.00466412j -0.00240486+0.00403477j -0.000824805+0.00214775j 0.00100326-0.0166077j 0.00149326-0.00678553j -0.00113811+0.0164035j -0.00187792-0.00599978j -0.00109887-2.36826e-05j -0.0012614-0.0120291j 0.00455615+0.00374902j 0.000508082-0.00574297j -0.00486043-0.00700866j 0.00972585-0.0136859j -0.00304354-0.000505773j -0.00264831+0.000712973j 0.0035016-0.00572983j 0.0112188+0.00454166j -0.0010343-0.00331739j 0.01814+0.00242001j -0.0123784+5.98683e-05j -0.00446526-0.00665374j 0.0034561-0.0135436j -0.00501007-0.018512j 0.00978744-0.0139379j 0.00240367+0.00268652j -0.000294853-0.00619693j -0.0068792-0.010971j 0.0096615-0.00295635j -0.000109465-0.00277598j 0.00788617-0.00872564j 0.00466715+0.00828181j -0.000261454+0.00697941j 0.00408725+0.00519129j 0.00622282-0.00452445j 0.00489865+0.0014064j 0.00288515-0.0153628j 0.000662175+0.00660162j -0.00760173+0.00394671j -0.00122646+0.00410917j 0.00325324+0.00403495j -0.00844555-0.00577991j -0.0134836-0.00106965j -0.00234562-0.00574292j 0.00442009+0.00457215j -0.00365201+0.00625403j -0.000541466-0.000200026j -0.00309513+0.00106625j 0.000877316+9.32204e-05j 0.000365644+9.49472e-05j 0.00518068+0.00185885j 0.0057123-0.00437335j -0.000973464+0.00117709j 0.000753958+0.000854695j 
