0.0161993-0.0287276j -0.00558213-0.0158706j 0.022231+0.01006j 0.0292613+0.00541089j -0.0116162-0.0018614j -0.0026015+0.0135993j 0.00754508+0.00169602j -0.00317652-0.0030615j 0.00528908+0.00453125j -0.00111252+0.00328098j 0.000667136+0.00149636j 0.000215308-0.000727518j -0.000825647+0.00140378j 0.000364053-0.0012727j -0.00171476+0.00749474j 0.000577229+0.00439962j -0.000835288+0.00205909j 0.000499092+0.000735987j 0.00102401-0.00762543j 0.00103542-0.00366895j -0.000900336-0.00123423j 0.000404878-0.000533398j -4.72977e-05-0.000285711j 0.00134331-0.00177085j 0.000439353-0.00155766j 0.00312758-0.00272532j 0.00180059-0.00161296j -0.000212484+5.60708e-05j 0.00043932+0.000310728j 0.000167093-0.000118559j -0.000727159+8.83257e-05j 0.00123976-0.00104878j -0.000860648+0.000591718j -0.000177584+0.000248234j -0.000914571-0.000423526j -0.000305542-0.000448809j -0.000496909-0.000110979j -0.000487013-0.000174482j -0.000483022+0.000266649j -0.000910017+1.55143e-05j 0.000741729-2.37287e-06j -0.000296049+5.08765e-05j -5.99288e-05-6.19331e-05j -0.000253065-0.000273734j -0.0016888-0.000689127j -0.000397818+5.52503e-05j 0.000339821+0.000588884j 0.00018351+3.54972e-05j 0.00285572+0.000193449j -0.00093792+0.00117719j -0.000444175+0.000152339j -0.000312533+0.000413836j 0.000924215-0.00106457j 0.00170574-0.000890583j -0.00129874+0.00108203j 0.00255976-0.00047912j -0.000217244-0.000369471j 0.000404683+0.00113063j 0.0011174-0.00145529j -4.7555e-05+0.000155885j -0.000630771+0.000148991j 0.00021008+0.000806759j 0.00107837+0.000173214j -0.000704527+0.000280519j -0.000211074+0.000352204j 0.000149108+0.000172526j -0.00013448+0.000104335j 1.82588e-05-0.000345131j 2.1155e-06-0.000229693j 1.73117e-05-7.98023e-05j 8.55502e-05+0.000312147j -0.00017628-0.00010105j 0.000106499+1.51524e-05j 0.000174008-0.000298085j -5.86096e-06-3.82083e-05j 0.000116327+0.000563091j 0.000192319-0.000416913j 0.000202993+0.000517363j -0.000776159+0.000614908j 0.000416356-0.00113131j 0.000555478+0.00128903j -0.000620543-0.000953649j 0.000111328-0.000678968j 9.2835e-05+0.000882887j 5.27089e-05-0.000665398j 4.72459e-05+0.000170681j -0.000170849+3.41495e-05j -0.000562107+0.0013166j -0.000311709-2.35947e-05j -0.000467959-0.000228962j -0.000145291+0.000525134j -8.68504e-05-0.00017564j 
-0.00155751-0.00102609j -0.000283978-0.000393599j -0.000256189-0.000307613j -0.000388304-0.000462428j -0.000385742+0.000229237j -0.00254211+0.000417942j -0.0001511+0.000276049j -0.000220915-0.00100162j 0.00180743+1.04536e-05j -0.000994855-0.00114911j -0.00111512+0.000416019j 0.00200795+0.000709103j 0.000768585-8.19303e-05j -0.00113932-0.000266589j 0.00102574-0.00028454j -0.00259636-0.00015314j 0.00305857-0.000405487j -0.0020309+0.00075558j 0.0052967+0.000998334j -0.00183931+0.000690788j -0.00252874-0.000514041j 0.00174966-0.000223784j -0.00142216-0.00269594j -0.00225872+0.0011017j 0.003722+0.00341393j 0.00629751-6.90292e-05j 0.00537024+0.00135135j -0.000218704+0.000994167j 0.00172848+0.000899095j -0.001406-0.00190395j 0.000269664-0.00181579j 0.000166791+0.0107358j -0.00388605-0.00165288j -0.00529423-0.00403356j -0.000394792-0.00615454j -0.00298373-0.00381362j 0.0130035+0.00863542j -0.001085-0.00550325j 0.00524088+0.00260055j 0.0004479+0.00053564j -0.000815645+0.00354959j 0.0117627+0.00414546j -0.00321478-0.000447147j 0.00850326+0.00312798j -0.00817476-0.00988617j 0.00824879-9.9947e-05j 0.00112246-0.0013719j 0.0030188+0.00764506j 0.000209836+0.00248166j 0.0088452-0.00664113j -0.00662318-0.00780483j 0.00766364+0.00609333j -0.0005942-0.00111863j -0.00691107-0.00684164j 0.00619426+0.00494994j -0.00299693-0.00587281j 0.00228419+0.00215793j 0.00176174+0.00159835j -0.00188621+0.00118427j 0.00131684-0.000753583j 0.000621322-0.0026468j 0.00388183-0.00117511j 0.00151981+0.00543168j 0.00302105-0.00423944j -0.00448736+0.00520366j 0.00775272-0.000417148j 0.00687157+0.00400624j 0.00152701+0.00214681j -0.00243717+0.00231276j -0.00298571-0.000135345j -0.00664325+0.00260425j -0.000143442+0.00618743j 0.00393196+0.00544152j -0.0117773-0.00259537j 0.000419929+0.00122927j 0.00320402-0.00991142j 0.00417121-0.000703405j -0.00448861-0.00018267j 0.00460781+0.00052313j 0.00022342-0.00153952j 0.00233458+0.00262985j -0.0016195+0.00229547j 0.000905279+0.00206626j -0.000601953-0.00147408j -0.00084237-0.000337141j -3.89573e-05+0.000287631j 0.000776867-0.000574565j 0.00110822+0.00226495j -0.00102816-0.00068312j -0.000332291+0.00135873j 0.000522557-0.000372374j 0.000282002+0.00149564j 
0.000964077-0.00199614j -0.00120164-0.000368665j 0.00149609-0.000508753j 0.00317537-0.000127649j 0.000334465+0.000671945j -0.000885008-0.00307932j 0.00214348+0.00273605j 0.00232632+0.00436497j 0.00064355-0.00385826j -0.00125462+0.00104173j -0.0002309-0.00724357j -0.00101446+0.000769287j 0.00199933+0.00585453j -0.00528591-0.0084944j 0.00635726+0.00434964j -0.00725499-0.0136254j 0.00574475+0.00994972j -0.00168212-0.000765607j 0.00597107+0.0122787j -0.00194738-0.0119259j -0.0036683-0.00581946j -0.00168888+0.0019769j -0.0013962+0.00335885j 0.00132811-0.00372019j 0.00120601+0.000115573j 0.000372338-0.000402841j -0.000341881-0.0016582j -0.000631655-0.00258803j -0.00323812+0.00298266j -0.00139581+0.0029666j -0.00364704+0.00313879j -0.00103184+0.0019003j 0.00532229-0.000473362j -0.00247195+0.00209441j -0.000409093+0.00290002j -0.0045093+0.00358886j -0.000608943-0.00134579j 0.00157532+0.000285539j 0.00243333-0.000970878j -0.000442739-9.94036e-05j -0.00637131+0.00229512j 0.000704636-0.00276113j -0.00716365+0.00221749j 0.00265884-0.000319019j 0.00138589+0.00173899j -0.00161056+0.00144052j 0.00633327-0.000165787j 0.0050387-0.00215266j -0.00789483+0.0020334j -0.00317571+0.00486332j -0.00504606+0.00268533j 0.00777881-0.00377603j 0.00181735-0.000518905j 0.00584895-0.00153034j -0.00120435-0.000617885j -0.00364612+0.00206683j -0.00857941+0.0029022j 0.00265802-0.00233453j 0.00197803-0.000299094j -0.000122827+0.00102275j -0.000838099+0.00140742j 0.00256102+0.000241805j 0.00251558-0.00135021j -0.00181349+0.000254688j 0.00262999+0.0027657j -0.0001977-0.00163404j -0.00133773+0.00135817j 0.000745351-0.000614647j 0.000508292-0.000181721j 6.0959e-05+2.53465e-05j 0.00121716-0.000282962j -0.00137407+0.00192981j 0.000217998-0.00208531j 0.000766583+0.000696255j -0.000595263+0.000405128j 0.00142559+0.000641624j 0.000964216-0.00104602j 0.000952404-0.00067366j -0.000357423-0.00105439j -0.0011112+0.000304337j 0.000297249+0.000617335j -0.00208482+0.000110059j -0.0012603-0.000192538j 0.00126894-0.000529649j -6.06689e-05-0.000148776j 0.000813499+0.000398526j 0.000261465+0.000490842j 0.00129318+4.46675e-05j 0.000409128+0.000384775j -0.000791872-0.000105072j 9.14687e-05-7.60518e-05j -0.000452803-0.000326139j 
-0.000308045-3.53725e-05j -0.000324758+0.000813376j -0.000422794+0.000311502j -0.000691415-0.000378979j 0.00100633-0.00021571j 0.00110259+0.000291491j -0.00186085+0.00177127j 0.00176987-0.000530869j 0.00248723-0.00243535j -0.00259693+0.00407284j 0.00292374-0.00160977j 0.00277488-0.00287393j -1.27095e-05+0.00300051j 0.000947672+0.0016489j 0.00496175-0.00664387j -0.00148682+0.00695838j -0.0032479-0.00508536j -0.00183324+0.00546364j 0.00249451-0.00486015j 0.00550424-0.00317045j 0.00160557-0.00330096j -0.00217765+0.00100649j 0.00327503-0.00288651j 0.000603272-0.00102901j 0.00100312-0.000986067j -0.00246736+0.00323537j 0.000128745-0.00113249j -0.000616761-0.00206531j -0.00592396-0.00147436j -0.000374075-0.00600995j 0.000837584-0.00267902j 0.000189564+0.00307792j 0.00304802-0.00533729j -0.00101705-0.000988143j 0.00719855-0.009745j 0.00383316+0.00229876j 0.00441661-0.00241412j -0.00226839-0.00191112j -0.0025353+0.00299104j -0.000738791+0.00033209j -0.00932952+0.0170934j -0.0018679-0.00305828j -0.0028374+0.00613801j 0.000667428+0.00261173j -0.0098001+0.00653619j -0.00257462-0.00017703j -0.0087473+0.00365706j 0.0149519-0.00977624j 0.00556678-0.0055966j 0.000250104+0.00518194j -0.00376564-0.000337725j -0.00334792+0.00131118j 0.0154484-0.0065562j -0.00203666-0.00180962j 0.00921136-0.00200885j -0.00436758+0.00425107j -0.00455148-0.00173839j 0.00045372+0.00073994j -0.00204202+0.00111061j -0.000170343+0.00126541j 0.0020385-0.000120339j -0.000418416+0.000371334j 0.000768545-0.000343471j 0.000657675+0.000164284j 0.00131769+0.00217923j -0.00089216-0.000963127j -0.00112123+0.00186024j -0.000573081-0.000535179j 0.000382918-4.68643e-05j 0.00198919-0.00146781j 0.00165996+0.00107836j -0.00201846+0.00213548j -0.00257793-0.00347335j 0.00306538-0.00221392j -4.33582e-05-0.00331994j -0.00245251-0.00263883j -0.00138542+0.000233397j -0.00259883-0.00200058j -0.00189834-0.00243783j -7.29059e-05+0.00169897j -0.000216454+0.000574399j 0.000472692-0.00107489j -0.000590384-0.000708466j 0.000616061-0.000475107j 0.000568572+0.000302441j 6.7507e-05+0.000331273j 0.0001763-0.00122867j -0.000308893-0.000537277j 0.000325653+0.000617049j -0.000807821-0.00101794j -0.000808126+6.27767e-05j -0.000458816-0.0010824j 
-0.000532847+0.000380646j 0.00035566+0.000964776j -0.000725894-6.34671e-05j -0.000744686+0.000521029j 2.11078e-05-0.000283483j -0.00171077+0.00285979j 0.00321941-0.0019236j 2.55833e-05-0.000157502j -0.00117158-0.000416813j -0.00111568-0.000449466j -0.00454961+0.00803528j 0.00294935-0.00746474j 0.00663236-0.00681963j 0.00505474-0.00906661j 0.000194092-0.00378617j 0.00776912-0.00836824j 0.00459072-0.00697003j 0.00467265-0.00143396j 0.0020199-0.00556364j 0.00137497+0.00349751j 0.000158566+0.00150147j 0.000203541-0.000930978j -0.000789904-0.00151796j -0.00480143+0.00152167j 0.00199198+0.000999754j -0.00260561-0.00184637j 0.00548284+0.00101068j -0.00292324+0.00204086j -0.00315256-0.000467308j -0.00078621+0.00266634j 0.00379368+0.00385929j -0.00820249-0.00652297j 0.00407141+0.00296755j -0.00365069+0.00446562j 0.00142975+0.00641067j 0.0014116-0.00263407j 0.00115866-0.00464738j 0.0029201+0.00117349j -0.00418653-0.00237036j -0.000267551-0.00218379j -0.000708134-0.00225652j 0.00302095-0.0013563j -0.00249928-0.00246358j 0.00519979-0.00215959j 0.00435936+0.0115839j 0.00825324+0.00349417j 0.00461911+0.00445298j 6.59029e-05-0.00395168j -0.000966805+0.00233858j 0.00860881+0.0076026j -0.00352236+0.00532492j 0.00357989+0.000408474j 0.00644203-0.00108053j -0.000641808+0.00446725j 0.00181444-0.00275216j -0.00274034-0.000474834j 0.00200171+0.000961275j -0.00105202-0.00104848j -0.000773509-0.000302815j 8.57424e-05-0.00124363j 0.00147656-0.000124288j 0.00111243+0.00279958j 0.000626839-0.00234225j -0.00288002-0.000521012j 0.00580313+0.00350625j -8.30653e-05-0.000198278j -0.00122933+0.000350304j -0.00334514-0.000866091j 0.00334163+0.000197457j 0.00432223+0.000503766j 0.0015712-0.00040877j 2.86704e-05+0.0016368j -0.00689366-0.000577938j 0.00860817+0.000869249j -0.00258901+0.00113299j 0.000768851-0.000501263j -4.17508e-05+0.00157504j -8.74253e-05-0.00179102j 0.000825465+0.00194104j -0.000131338+0.000751682j 0.000624224-0.00214942j 0.000830947+0.000334228j 0.000246374+0.00106774j -0.000934485-0.000374705j -0.000576533+8.46166e-05j 0.000405375+0.0001674j 0.000659049+0.00158428j 0.00024377+0.000311883j -0.000206384-1.80298e-05j 0.000204399-7.96102e-05j -0.000126159-0.000133158j 0.000214434+0.000143355j 
-0.000594479-0.00059913j 5.70216e-05-0.000177047j -7.59724e-05-0.000186086j 2.97285e-05+0.000150085j -0.000232061+0.000491483j -0.00142409+0.00159072j 1.22424e-05-8.09335e-05j 0.0029031+0.00130039j 0.0027464-0.0028552j 0.000181965+0.0014124j -0.00190125+0.00137279j 0.0021323-0.00301594j 0.00612325-0.00102685j 0.000687182-0.00604307j 0.000731288-0.0018627j 0.00200056-0.00616653j 0.00208526-0.00175671j 0.00229739+0.000200146j 0.0032568+0.00226664j -0.00199284-0.00186398j -0.00185176-0.00211386j -0.00123899-0.00162981j 0.00172796-0.0017961j -0.00279976-0.000780525j 0.00355467-7.20112e-05j 0.00381834+0.00167206j 0.00266719-5.86932e-05j 0.00123096-0.00223223j -0.000418657-0.00459382j -0.00322845-0.00327739j -3.00882e-05-0.00327511j -0.00494868+0.00537147j 0.000895543+0.000554456j 0.00517323-0.0083557j 0.0114915-0.00614417j -0.0120091+0.00381118j -0.00530468+0.00602667j -0.00774844-0.00354836j -0.00337669+0.000926145j -0.00663593-0.000442526j -0.0013672+0.00967912j -0.011485-0.00461649j -0.00324923+0.00448717j -0.0108861+0.00906088j 0.014855-0.00195698j -0.00820853-0.00333321j -0.00245534+0.000834449j -0.00455849+0.000476912j 0.00484668-0.00203983j 0.000500243+0.00041714j 0.00595917-0.00310498j -0.00349615+0.00397805j -0.00646738+0.00449449j 0.00557156-0.00486189j -0.00111527+0.0034413j 0.00163736-0.00166381j 0.00127807-0.000956471j -0.000192722-0.00107825j 0.000545981+0.00460835j -0.000501227+9.58453e-05j -0.000376894-0.00177398j 0.00178209-0.000226309j -0.00467978+0.00106101j -9.30112e-05-0.000690424j -0.00722298-0.0042047j 0.00255328+0.00176808j 0.00559655-0.00747577j -0.00399331+0.000470819j -0.000679691+0.000470168j -0.000896104-0.00130123j -0.00364564+0.00209772j 0.0066201-0.00615132j 0.00160116-0.000400339j -0.000580849-0.00150509j 0.00191826-0.00159188j 0.00386477+0.00156063j 0.00323479+0.00103623j 0.00275111+0.00139248j 0.00514361+0.00339691j -0.000986751-0.00163833j -0.00105363-0.00426128j 0.000106542+0.000800954j 0.00062566+0.000811578j -0.00122294+0.00107026j -0.000401373-0.000274778j 0.000284818-0.000274431j -0.000427958+0.000778079j 0.000266315+0.000554362j -0.00015598-0.000469509j 0.0011215+0.000506352j 0.000480649+4.14015e-05j 0.000626683+0.000868652j 
0.000915968-4.41231e-05j 0.000937972+0.00078448j -0.000265359+0.000392488j -0.000639342-0.00020598j -0.000183476-0.000513842j 0.000776896+0.00116477j 0.00185274-0.00123189j -0.000769382+0.000686936j 0.0017274-0.00229031j -0.00338192+0.00505372j 2.32753e-05-0.00109117j 0.000786785-0.00355962j 0.00110186-0.00270812j 0.00282156-0.00685418j 0.00664328-0.00560073j -0.00274965+0.000532297j 0.00285132-0.0040047j 0.00221491-0.00364024j 0.00175963+0.00366158j 6.28029e-05+0.00163736j -0.000582016-0.00124955j -0.00152149+0.000300323j 0.000165264+0.000723164j 0.000433806-0.000530548j -0.00588074-0.003249j -0.00254204+0.000392301j -0.000940208+0.00111144j -0.0014295+0.000452758j 0.00440119+0.00218257j -0.00893814-0.00344224j -0.00438654-0.00257239j -0.00640176-0.0015192j 0.00648576-0.00254604j 0.00670451-0.0023612j -0.0043919-0.00908159j 0.00803331+0.00992285j -0.00355151+0.0026778j 0.00541103+0.00666712j 0.00819825+0.00439226j 0.00673552+0.0065231j -0.00358283-0.00461526j 0.00772426+0.0124709j 0.00461939-0.00124498j -0.00306471+0.00342965j -0.0013586-0.00644555j 0.00281047+0.00817943j -0.00362045+0.000243473j 0.00460872+0.0101536j 0.00387121-0.000905778j 0.00235988+0.00472014j 0.00920741-0.00199997j -0.0101094-0.00510709j -0.00419281+0.0054222j 0.00230476+0.00245874j -0.00162871+0.00142726j -0.00141786-0.00356515j -0.00235542-0.00107162j 0.000349707+0.000742002j 0.00213842-0.00175277j -0.00140444+0.000769957j -0.000590167+0.00156172j -0.00127076-0.000713279j 0.000362402-0.00112218j 0.000940658+0.00144817j -0.00244646-0.00499372j -0.000937166-0.000328624j -0.00267694+0.00181288j 0.0101965-0.00046637j -0.00144024-0.000986812j -0.00817746+0.000214225j -0.00232342-0.00201933j -0.000924536-0.000873099j 0.0115083-6.30135e-05j -0.0141311-0.000159269j 0.000117609-0.00214923j 0.00284255+0.00412684j -0.00194513-0.00149842j -3.67075e-05+0.00314638j -0.00185912+0.00205382j -0.00151985-0.000549106j -0.000309574-0.00042695j -0.000926954-0.000652105j -0.000973686-0.00156054j 0.00147973+0.000556633j 0.000797245+0.00011552j 0.000313372+0.000195884j -0.00066006+0.000876002j 8.69344e-05-0.000372786j 0.000717613+0.000744772j -0.000720799-0.000635442j -0.000420533+0.000355578j -0.000601043-0.000997283j 
-0.000333039-0.00020593j -0.000251323-0.00122964j -0.000889491+0.000579872j -0.00100028-7.63135e-05j 0.00123585+0.00152314j 0.000845539-0.00192783j -0.000375172+7.19198e-05j -0.00368158+0.00606388j 0.00103323+0.000156174j -0.00255886+0.00845864j 0.00253085-0.00399842j 0.00224025-0.00196968j -0.00420063+0.000214564j 0.00500971-0.00510474j 0.00493019-0.00817261j -0.00928823+0.0123164j -0.00309461-0.00324775j 0.00115619-0.00512814j -0.00386675+0.00350192j 0.00205072+0.00308167j 0.000414799+0.000478841j 0.00281376+0.00128039j -0.0036357+0.0020639j 0.00286364-0.000202374j 0.00180782+0.002374j 0.000734414-0.000539828j 0.00447294-0.0016287j -0.00380407+0.000269022j -0.00231894+0.000589848j 0.00215362+0.00493735j 0.0014043+0.00176021j -0.0044481-0.0030057j 0.00887965+0.0060698j 0.000346494+0.0014364j 0.00631627+0.0110116j -0.00359517-0.00479176j 0.00200222+0.000907206j -0.0071597-0.00377078j 0.00416395-0.00200389j -0.000527642-0.00267215j 0.0105436-0.00566279j -0.00755701-0.00443597j 0.00422568-0.00390172j 0.00539706-0.00175712j 0.00304216+0.001655j -0.000686852-0.00180469j 0.00540765+0.00079464j -0.0133434+0.00127086j -0.00251754+0.0047739j 0.00700559+0.00210512j 0.0028202+0.00131871j 0.00649996-7.31677e-05j -0.000502881-0.000115284j -0.00437466+0.000848081j -0.000652115+0.00164213j -0.000177474-0.000888161j 0.00193517+0.00176139j -0.000888731+0.000373944j 0.002975-0.00156251j -0.000490788-0.000347938j 0.00222964+0.00110239j 0.00417386+0.00151566j -0.000913291-0.0010818j 0.00278397-0.00126174j 0.00153003+0.000713604j -0.000586365-0.0010115j 0.00222154-0.00102405j -0.00644148-0.00020208j -0.00530474+0.00142424j 0.00337814+0.000490374j 0.00220323+0.000969714j -0.00082249+0.000279925j -0.00183773+0.00111666j 0.00819791-0.00155552j 0.000535071+0.00450455j -0.00358305-0.00133774j -0.00212926+0.00252516j -0.00246866-0.00280654j 0.00432637+0.000998289j 0.00164056-0.000144826j -0.000106921+0.00138504j -8.46361e-06+0.00300286j -0.000360832-0.00245105j 0.00149511-0.00248135j 0.00162608+0.00133472j -0.000776426+0.000421379j -4.77697e-05-0.00041979j 0.0019722-0.000559712j 0.00103526+0.00101873j -0.000991033+0.000978628j 0.000217295-0.000405151j -0.000972691-0.000467562j 
0.000913836+0.000710998j 0.00118138-0.000606255j -7.83637e-05-1.49498e-05j -0.000555456+7.8587e-05j -0.000929921+0.0012543j 0.00138714+0.000425453j -0.00121443-0.00180069j 0.00013844+0.000194949j 0.000379916+0.000307721j 0.000415923+0.00159908j 0.00135174+0.000487136j 0.000495951-0.000230142j 0.00127389+0.000533792j -0.000927863+0.000119214j 0.000443127-0.000174098j -0.0017881+0.000204929j 0.000571029-0.000853207j 0.00117237+0.000914642j -0.000738651-1.67968e-05j -0.000809051+0.000374632j 0.00145443-0.00100691j 0.000356171-0.00298578j 0.00171997-0.000548191j -0.00145956+0.000849796j -0.0016033-0.00345003j 0.000553754+0.0023957j 0.00183073+0.00095984j 0.000662757-0.00563378j 0.0025983-0.00790569j -0.00555029-0.00898833j -0.00506083-0.00503031j -0.00390109-0.00296295j -0.00103344+0.0107954j -0.000965334+0.00153039j -0.00328396+0.00321654j 0.000450934+0.00233318j 0.00232496-6.98585e-05j -0.00102805-0.00550298j 0.000447386+0.00529743j 0.00317772-0.00102375j 0.00089105+0.00243676j 0.00535259-0.0110007j 0.000900573+0.00543743j 0.00247574+0.00318605j -0.0048208-0.0018618j 0.00198879-0.00883654j -0.00237108-0.00599418j 0.00138687+0.00530054j 0.000329773-0.000855627j -0.00217441+0.00119963j 0.000760335+0.00659178j 0.000568152-0.00454513j -0.00676188+0.00433779j 0.00253236-0.000174463j -0.00219733+0.00376188j -0.000836405-0.00435874j 0.00518379-0.00488785j -0.00039593-0.00113283j -0.00349189+0.00366768j -0.00282645-0.00138729j -0.00231572+0.000391455j -0.00285635+0.00189251j 0.00784027-0.00136348j -0.00737725-0.000768286j 0.0157824-0.00154016j -0.00357364+0.0023968j -0.00562664+0.00731912j 0.00359637+0.00380617j 0.00681444+0.00318542j 0.00529051-0.00170588j -0.00388197+0.00507879j -0.00308895+0.00681322j -0.00104277+0.00436016j 0.0111599+0.00349912j -0.000581149-0.00073854j 0.00808927+0.000779007j -0.00216167+0.00133437j 0.00818872+0.000722506j 0.00297683-0.00137225j 0.00229427-0.00232725j -0.000455586+0.00154145j 0.00151874-0.000880194j 0.00243005-0.000226515j -0.00183545+0.00159416j -0.00144419-0.000762167j 4.59836e-06+0.000599428j 0.00316049+0.0054688j -0.000355222+0.00107626j -0.000638786-0.00155812j 0.00164478+0.000478665j 0.00108014-0.000158761j 0.000944738+0.00147519j 
0.000441185-6.49426e-05j -0.00047216+5.68847e-05j -0.000204796-2.94866e-06j -0.000196222+0.000361669j 0.00103591-0.000238409j 0.000486314-0.00048813j 0.00195741-0.000964036j -0.00132935-0.00195459j 0.000167949+0.00116799j -0.00203774-0.0021171j 0.00130982+0.00274487j -0.00138416+0.000898252j -0.00216071-0.00296047j -0.000258209+0.000505835j -0.000648792+0.00250979j 0.00153171-0.00301046j -0.00146514-0.00134049j -6.3679e-05-0.000517578j -6.69176e-05+0.000619842j -0.000810848+0.00177072j -0.000160046+0.000480211j 0.00308821+0.00178798j 0.0018061+0.00277425j -0.00144645-0.00248344j 0.000145045+0.000762987j 0.000531685+0.000133677j -0.00672375-0.00058442j 0.00014266-0.00106038j 0.00401303-0.00145953j 0.00206159-0.00287815j 0.00115624+0.000633323j -0.00076204+5.14563e-05j 0.000995755-0.00839485j -0.00265438-0.00828859j 0.00633223-0.00648566j -0.00603748+0.00399308j -0.000491786+0.00175554j -0.003445+0.00517172j -0.00685241-0.00939229j -0.00622711-0.00144787j 0.00125247+0.00117468j -0.0115001+0.00143928j -0.0037944-0.00510939j 0.000625277+0.00285851j 0.00510344+0.00308151j -0.00153193+0.00746042j -0.000846348+0.00179151j -0.00465254+0.00525986j 0.00444837+0.000780785j -0.00219947+0.00527068j 0.00349723-0.00733766j -0.00254547-0.00140651j -0.00422732+0.00173535j 0.00176575+0.000658396j -0.00210566+0.00132607j 0.00105216+0.000952953j 0.00140265+0.00207666j -0.000373519+0.00079747j 0.00579068-0.00071214j 0.00031387+0.00159256j 0.003391+0.00348596j -0.00110878-0.00502755j 0.0032841+0.00428176j 0.000285565-0.00312224j 0.00427595+0.00407632j -0.00503222-0.00144827j 0.0055969+0.0139571j 0.000532091+0.00386492j -0.00561662+0.00321821j -0.000607524-0.00142927j -0.00156942+6.97724e-05j -0.00596626+0.0159518j 0.0046935+0.0041972j -0.000358695-0.000910732j 0.00289874-0.00324312j 0.00197267-0.00207176j -0.00533531-0.000998393j -0.000690079+0.00174885j 0.00312753-0.00278918j 4.84911e-06-0.000216993j -0.000752208+0.00464828j -0.000190934+0.0020883j -0.00137319-0.00374106j 0.00262354-0.0027428j 0.00200315+0.00141454j -0.000410331+0.000700393j 0.000509419+0.00279981j 0.00246542-0.00199359j 0.00198118+0.00139343j -0.00100785+0.000346625j -5.61538e-05-0.000752062j -0.00131401-0.00120939j 
-0.000381756-0.000450776j 0.00115409+0.00050103j 0.000185373+0.000160688j -0.000517375+0.000184089j -0.00124257-0.001491j -0.00128808+0.000615936j 0.000498014+0.00243845j 0.000992672+0.00266052j -0.00132566-0.00387568j 0.00204743+0.00291726j -0.000968872-0.00496889j 0.00272452-0.000232326j 0.002364+0.00226651j 0.00177327-0.000513059j 0.00115368-0.00474305j 0.000452838+0.00409722j 0.000593625+0.000783281j 0.00100323-0.000178546j -0.000468852+0.00107304j -0.000825113-0.00266987j -0.00155797+6.38804e-06j -0.00554146-0.00116445j -0.00179083-0.00283973j 0.00297627+0.00201783j -0.00472613+0.00230472j -0.000392222-0.00148003j 0.000748004+0.00188432j 0.0050297+0.00301695j 0.00288135+0.00635113j 0.00100016+0.0108847j -0.00385428+0.00216868j -0.00143272+0.00172253j 0.00176225+0.00211798j 0.000779216+0.00235233j 0.00401662+0.000565939j -0.00201173-0.000325205j -0.00153962+0.00246885j -0.00294951+0.00289869j 0.00094662+0.00272412j -0.00322182+0.000856003j 0.00462797+0.000126605j -0.0080444+0.00326394j 0.00181304+0.00168208j 0.00108566+0.00235647j 0.00282041-0.00544162j -0.00305705+0.00355758j 0.000488374+0.00269202j -0.00239327-0.00933422j 0.000302048-0.0048152j 0.000607875-0.00628312j 0.00532815+0.00247711j -0.00442385+0.00603744j -0.000788718-0.0011613j -0.00138573-0.00285367j 0.00193611-0.00297475j 0.00465829+0.00157709j -0.00566247+9.82188e-05j 0.00180359-0.000856566j -0.00232304-0.00064074j 0.00100841-0.000172477j -0.00524362-0.00445827j -0.000634506+0.000380549j 0.0014431+0.0029911j -0.00749237+0.0021372j 0.00547956+0.00338578j 0.00115306+0.00056864j 0.00280088+0.0101039j -0.000499741+0.00145611j 0.0116378-0.00535158j 9.15103e-05+0.00101136j 0.00324435-0.00260202j 0.000491262+0.0105315j -0.00759212+0.000172232j 0.00146393+0.00275816j -0.00504868-0.00207964j 0.0105307-0.0063879j 0.00429324-0.00284226j 0.0050211+0.00420496j 4.39064e-05-0.00020908j -0.00507938+0.00128977j -0.00262736-0.00551661j -5.13258e-05-0.00458735j -0.00060636+0.00466714j -0.00242883+0.00438481j -0.00259112-0.00197822j 0.00270807-0.000733221j 0.0015069+0.00408968j -0.000834889+0.00166298j -0.000521503-0.000187037j 0.00133399-0.00111326j -0.000432971+0.00152556j 0.00109844+0.000158064j 
