0.0226743-0.00807809j -0.00725459+0.00336591j -0.00723876-0.000240882j -0.0362478+0.00941221j 0.00301976-0.00730393j 0.0148828-0.0140744j -0.0209801+0.00337501j 0.00910384-0.00743487j 0.0224926-0.00935117j -0.0117405+0.00446697j -0.0178217-0.00361567j 0.000377435-0.00366321j 0.0126427+0.0210617j -0.0280016-0.0398147j -0.0497993-0.0105264j 0.00560095-0.00375809j 0.0182087+0.0158303j 0.0149536+0.0198913j 0.00876745+0.00497681j -0.00373381-0.00955401j -0.00491914-0.00363485j -0.000835771+0.00310523j -0.00127882-0.00374619j -0.00189709-0.00804711j -0.00436619-0.00243087j -0.00213844-0.00150275j -0.0109859-0.0357618j 0.000105773+0.0144657j 0.00965787+0.000979404j 0.00276973+0.0209967j -0.00302125-0.0153372j 0.00431753-0.0100368j -0.00603657-0.00369537j -0.0076558-0.0124353j -0.0178943+0.0189059j -0.000441891+0.0293133j -0.00471262+0.0142941j -0.00582095+0.00905748j 0.00288902-0.00175033j -0.0074325-0.00902837j 0.000174006+0.00826128j 0.00917359-0.00241539j 0.00770019-0.00852306j 0.0089927-0.0041831j -0.00597108-0.00398999j 0.000300144-0.00109076j -0.00640766-0.013592j 0.0039762-0.0062713j -0.00432351-0.00912806j 0.00291736+0.0078332j 0.00436505-0.00406076j -5.12335e-05+0.000312356j -0.00433137+0.00544372j -0.00364923+0.0001703j 0.00237625+0.000896423j -0.00865835+0.00450786j 0.00348494-0.00289644j 0.0137558+0.00608163j -0.00614649+0.00518661j 0.00016362+0.00160134j 0.00491931+0.00682055j 0.00578528-0.00109613j -0.00752308+0.00308435j -0.000418693+0.00789918j -0.00422692-0.00900954j 0.00350675-0.00837458j -0.00238026-0.00457559j 0.00451125+0.00151021j 0.00535943+0.0101033j 0.00817355-0.00372866j -0.00306758-0.00942939j 0.00346262-0.00814948j 0.000106154-0.00111182j 0.00401437+0.000669806j 0.00626613-0.00329526j -0.00392813-0.000674889j -0.00728268+0.00696035j 0.00583851-0.00274291j -0.00504392+0.00736661j -0.00200002-0.00267976j 0.000229254-0.00214839j 0.00488909-0.000352595j -0.00786632-0.000413134j 0.00857492-0.0049735j -0.0089277+0.0113256j 0.00784077+0.00883172j 0.000651418-0.00116866j -0.00338944-0.0015198j -0.00387601+0.0078532j 0.00176245-0.0161291j -0.00811209+0.00835228j 0.0100385+0.00953831j 0.0076038+0.00101235j -0.00788697-0.00964548j -0.00739333+0.00350631j 
0.00281842+0.0208347j 0.00796706+0.0134513j -0.0203865-0.0646453j 0.0195318+0.0126516j -0.013117+0.0803026j 0.00152922+0.0123974j -0.00324185-0.01191j 0.00657495-0.00324448j -0.00387902+0.0192613j 8.82489e-05-0.0135805j -1.39595e-05-0.000404721j 0.00056258-0.00159288j 0.00067749-0.00479574j 0.00484199-0.00350478j -0.00182078+0.0012685j -0.00275873+0.0129361j -0.0107052-0.00801091j 0.0017127+0.0130294j 0.00581653+0.000127062j -0.00256084-0.00638791j -0.00263012-0.00288331j -0.00156997+0.00105283j 0.00104658+0.00436793j 0.00196953+0.0067459j -0.00129544-0.000378103j 0.00104004-0.00462711j -0.00202037+0.00199645j 0.00146014+0.000230134j 0.00224724-0.00383995j -0.000859477-8.2238e-05j 0.0015175-0.00072899j -0.00365051+0.0014579j -0.000980585-0.000965436j 0.00250151+0.00330285j 0.000751595-0.00306052j -0.00101473+0.00379376j -0.00565322+0.000774285j -0.000629732+0.00486598j 0.00606906+0.00918105j 0.00385024-0.000499996j 0.000974875+0.0139659j -0.0125984-0.00958159j 0.00256509+0.0109372j 0.00381986+0.0180446j -0.00569718+0.000285895j -0.00233084+0.0116558j 0.000963982-0.011822j 0.0151381-0.00437911j -0.0121513-0.00100877j 0.00923686-0.0211416j -0.00837419+0.00434415j 0.00221973+0.0171197j 0.0136576-0.00294053j 0.0043696-0.00118223j 0.00962424-0.0070193j 0.017386+0.0185685j -0.00543314+0.0149418j 0.000944877+0.00593707j -0.0135457+0.00255792j -0.0122625-0.0160658j -0.0151357+0.0056353j 0.0131306+0.00733517j -0.0254264+0.0135716j -0.00780672-0.00437156j -0.0082174+0.00200857j -0.00323052+0.00222257j -0.0020696-0.00109221j -0.000139075-0.0014411j -0.00388473-0.00257692j -0.00131367+0.00344839j -0.0111686-0.00533435j -0.00634912-0.00542056j 0.0109116+0.00512726j 0.0012968+0.000807046j 0.00397996-0.00187342j 0.00286643-0.00045856j -0.000781882+0.00434728j -0.00511634+0.00864223j -0.000450773-0.004162j 0.0122162+0.000257304j 0.00456417-0.00845079j 0.00122002+0.00806272j 0.00514116+0.00100434j 4.87411e-05+0.00660601j -0.00142727-0.00318145j 0.00287426-0.00217465j 0.000685146-0.0067055j -0.00230418+0.00340142j -0.0033901+0.00584161j 0.00106103-0.000671271j 0.000105788+0.000286978j 0.00100638-0.00427414j -0.00109228+0.0008338j 0.00190284+0.000557164j -0.00185862-0.000165818j 
-0.052012+0.00116346j -0.0249033+0.00500373j -0.0233416+0.0109992j 0.0215057+0.0239133j -0.0101025+0.00786236j -0.0129663-0.0168085j 0.0304973+0.0187645j -0.0112094-0.024339j -0.0106344+0.00181068j -0.0373538+0.0149211j -0.0196355-0.00763274j -0.00341655-0.0429878j 0.105232+0.0116777j -0.136981+0.0256246j 0.106218+0.0188525j -0.0385247+0.0147706j -0.00220933+0.00422348j -0.0189906-0.000452425j -0.0228296-0.000926029j 0.00491829-0.0156427j -0.00821293-0.00106122j 0.0200604-0.00893616j 0.0183454-0.00958257j 0.00393901-0.000210187j 0.00280918-0.0158226j 0.0215294-0.0165926j -0.00167663+0.00622593j 0.00992156+0.00392577j -0.0068405-0.00543016j 0.00741832-0.00701624j 0.00340666+0.0104528j -0.0237282-0.0156663j 0.0202523-0.0187454j 0.0411055+0.00697872j 0.103075-0.0144089j -0.174734-0.0480103j 0.141014-0.100872j -0.0472491+0.00221029j -0.00640915+0.0187465j -0.0145786+0.00783792j -0.0265136-0.00777417j 0.0075378-0.00269425j 0.0213633-0.00397259j 0.0149871-0.00495769j 0.0100015+0.00706803j 0.02179-0.00357937j -0.00706154+0.0078539j 0.00913603+0.00121394j 0.00451129+0.00216896j 0.000223369-0.00460735j 0.0194525-0.00234322j 0.00280498-0.00191559j 0.00361605-0.0104959j -0.0114646-0.0012942j -0.0162664+0.000432319j 0.0132829+0.00101788j -0.00209032+0.00925246j 0.0034652+0.00264709j -0.00902571-0.00665287j 0.00819009-0.00111981j -0.00390294+0.0032442j -0.00888341+0.00115384j -0.0124333-0.00297893j 0.000311418-0.00529307j -0.00253388-0.00172462j -0.00602691+0.000162098j -0.00187787-0.00197708j -0.00451878+0.00362164j 0.0118464+0.00265643j 0.0107431+0.00517547j 0.00310433+0.00140397j -0.00652613-0.00311106j -0.0069676-0.0048338j 0.0028635+0.00478738j 0.00734309+0.00642291j 0.0044536+0.00888428j -0.00397552-0.00147426j -0.0125959+0.00527448j 0.000597832-0.00815724j -0.00771573-0.00082231j -0.011688+0.00997973j -0.0145117-0.00875509j -0.017985-0.000375165j 0.00377819-0.000694959j -0.00199547-0.00746376j 0.0144192+0.00256696j -0.00637722-0.00885106j -0.00290664+0.00408625j -0.00485761-0.00571569j 0.0122637-0.00437748j 0.00234594+0.0069961j -0.0183737-0.0225142j 0.0286652-0.00600952j -0.0970934+0.0103013j -0.106845+0.0109348j 
0.0220679+0.000797973j -0.0586035+0.000340541j -0.0331908-0.00241257j -0.0504782-0.00147898j -0.0102588+0.0100866j -0.0257785+0.00722349j -0.0347143+0.0103944j 0.0126452-0.00391974j -0.0173267-0.000895699j 0.0358488-0.00462566j 0.0113518+0.012154j 0.056632-0.0235998j -0.022677+0.0317222j -0.130376-0.0184114j -0.120301+0.0334027j -0.00052115+0.0102065j 0.0411573-0.0162916j 0.0185418-0.0107647j -0.012851+0.00199802j -0.0148078+0.0053793j 0.0180753-0.0157362j 0.0212869+0.00892258j 0.0161517+0.000574902j -0.00029008-0.00361523j 0.0126256-0.00312153j -0.011332+0.00678178j -0.0234926+0.000542935j -0.0151543+0.00555784j 0.037698+0.00221391j 0.0168421-0.000440153j -0.0305552+0.0117999j 0.0161332-0.0272098j -0.0154526+0.0144257j -0.0764672-0.00781657j 0.0144851+0.0178355j 0.13529-0.102903j 0.179795+0.0391441j 0.00679407-0.0158j -0.0558969+0.00579568j -0.0212705-0.00935693j 0.0145857-0.0112041j -0.0166511+0.00181492j 0.0274424-0.00384781j -0.00436096+0.00956778j -0.0177659+0.00622375j 0.00993209+0.0109841j 0.00356875-0.00453888j -0.0119976+0.000107673j -0.0178101-0.00403096j -0.00050104+0.000688484j -0.00702716+0.00468561j 0.00045947+0.000826567j 0.0125833-0.00185947j 0.00898781-8.63643e-05j 0.00391286-0.00329799j 0.00103142+0.00390172j -0.00713346-0.00219134j -0.00235717-0.00202975j 0.0103734+0.00197406j 0.00569526+0.00235239j -0.00253608-0.00250686j 0.00203178-0.000617648j 0.00562087-0.00180893j 0.00296283+0.0025309j -0.00223225-0.00104747j 0.00511108-0.00234847j 0.0102362+0.000896961j 0.00109707-0.000428695j 0.00941417+0.00284477j 0.00154668-0.00146096j 0.00517655+0.00399587j 0.00175775+0.00416579j 0.00257865-0.00992267j 0.00142696+0.00541734j 0.000113696+0.00567474j -0.00241827-4.22947e-06j 0.00978474-0.00539277j 0.0021534-0.00738643j 0.00136492+0.00257397j -0.0317631-0.00844912j -0.0102064+0.00822804j 0.00416766+0.00262633j -0.000378133+0.00207703j -0.00326624+0.0169305j -0.00350023+0.000398329j 0.0137024-0.00161883j 0.00143006+0.00598457j -0.00391248-0.00676969j 0.000599309-0.0192994j -7.74324e-05-0.00453784j 0.0178964-0.00174674j -0.0153339+0.00819495j -0.0267274-0.0108336j -0.10318+0.0132492j 0.095865-0.0140657j 
-0.0259739-0.00331061j -0.041377+0.0138168j -0.0442275+0.0158985j -0.0528501+0.0264085j -0.0211299+0.00509126j -0.0158263+0.0132467j -0.0557888+0.0221449j 0.058778-0.0222368j -0.030486+0.00719781j 0.0252549-0.0327075j 0.0305919-0.0268023j 0.0991761-0.0253308j -0.0783506+0.0404911j 0.069713+0.0197038j 0.0985223+0.0107556j -0.0296182+0.0153637j 0.0325496-0.017395j 0.00912375-0.0220108j -0.00363638-0.0126094j 0.00613222-0.00886156j 0.00398223-0.0104172j 0.0195315+0.00616774j 0.0154376+0.0142422j -0.000368276+0.00851864j 0.00880569-0.0104151j -0.00784165+0.00223227j -0.0270722+0.00287101j -0.00875386+0.0111245j 0.0315537+0.00115433j 0.0279872+0.00473573j -0.0344371-0.000919142j -0.0192591+0.00366244j -0.027892-0.0395647j -0.117569+0.0462926j -0.0312695+0.0853934j -0.0148606+0.0158495j -0.0468306-0.0207651j -0.00886862-0.0110214j -0.0157116+0.0120331j -0.00681764-0.00257836j 0.00564524-0.0096669j -0.0138984-0.00339973j 0.011839+0.00688439j -0.0218321-0.00204113j -0.00987842+0.00405753j -0.00330244+0.00342338j 0.0035683-0.00405476j -0.0123596-0.00133723j -0.00425625-0.00967417j -0.00451171+0.00558583j -0.00504261-0.000241339j 0.00623499-0.00363401j 0.00386923-0.00270329j 0.00837363+0.000578546j 0.00306854-0.000680242j 0.0151276+0.00325225j 0.00814956-0.00130186j 0.00686662+0.00201387j 0.00573066+0.00458909j 0.00444777+0.00872776j 0.00137776+0.00210014j -0.000744003-0.00840811j 0.00883685+0.00604511j -0.00303778-0.000962049j -0.00296017+0.00318262j 0.00433931-0.00406819j 0.00517897+0.00253981j -0.00389151-0.00336637j 0.000789335+0.000123964j -0.000752499-0.00275884j -0.000786116-0.00635737j 0.00873419-0.00821086j 0.000916116+0.0127308j 0.00314246-0.0037926j -0.00323069-0.000766422j -2.22284e-05+0.0187457j 0.00192856+0.00372774j -0.00547415+0.0136515j -0.00110831-0.010545j 0.021406-0.00799741j 0.00742057-0.00391455j -0.0152528-0.0047632j -0.00677836+0.000674848j 0.0102646+0.0153984j 0.00768153-0.0116698j -0.000615523+0.0028957j -0.017028+0.00429269j -0.00353653-0.00650284j 0.026487+0.00433655j 0.00941201+0.0111202j -0.00300196-0.00103107j 0.0138439+0.0104853j -0.0585179+0.00350215j 0.00347336+0.00975436j 0.0208577-0.00533027j 
0.021587-0.00866045j -0.0121094-0.0474822j 0.022244-0.0541632j 0.0162761-0.0521023j 0.0030979-0.0121171j -0.0123269-0.0334514j 0.00940546-0.0347372j -0.0238739+0.0314894j 0.0133628-0.0342328j 0.0422075+0.0207567j 0.00478637+0.00558101j -0.00187616+0.0869179j -0.0298414+0.00659354j -0.0578089-0.119814j 0.0702676-0.0590563j 0.0242766-0.0261552j 0.0133889+0.0262187j 0.00622032+0.0352189j 0.00201912+0.00826162j -0.00582076+0.00659522j 0.0019182-6.09849e-05j -0.0190236+0.00540805j -0.00834944-0.00622261j 0.00381297-0.00918383j -0.00363911+0.022149j 0.00673592+0.00795466j 0.0148898-0.00414384j 0.00357184-0.00920111j -0.0124876+0.0146154j -0.0101798-0.00903165j 0.0127191+0.0284524j 0.00401946+0.0253395j 0.01462-0.0142022j -0.00961084-0.0475351j -0.0198921+0.0281636j -0.0956573+0.000397399j 0.0185683+0.0022521j -0.00437689+0.00682637j 0.0065582-0.012003j -0.00783657-0.00773616j -0.0147488+0.00755372j 0.00352043-0.00242174j -0.00952098-0.0141652j 0.0120558+0.00253076j 0.00473606-0.00373697j 0.0104079+0.00130688j -2.39235e-05-0.000671749j 0.00433318+0.00147731j 0.00219771-0.00298958j 8.71856e-05-0.00457864j 0.00236311-0.00160996j -0.000944743-0.00454198j 0.000544188-0.00488934j 0.00217794+0.00236048j 0.00023587+0.00612508j 0.00374888-0.00737679j 0.00370025-0.00350991j 0.0011564+0.000662666j 0.000132875+0.00345912j 0.00237995+0.0013579j 0.00471447+0.00166017j -0.0017191+0.00539181j -0.0015847+0.000558297j -0.00159009+0.00375897j 0.00604335-0.00096175j -0.00135188+0.00526707j -0.00510745+0.00106061j 0.00159877+0.00277719j -0.0018844-0.00716738j 0.00516323+0.00110278j 0.00999462-0.0124971j 0.00801215+0.00161977j -0.00994153-0.0112518j 0.000750296-0.0101427j -0.000807853-0.00693207j 0.0103487+0.0122697j 0.00390528-0.00456927j -0.0174968+0.00378907j -0.00286415-0.000353386j -0.00501584+0.00820157j 0.00619011+0.013582j -0.0109432-0.0037337j 0.0040642+0.00231146j 0.024433-0.00902507j -0.00519117-0.00122714j -0.00318357-0.00746279j 0.00086854+0.0157677j 0.00392769+0.00667683j -0.00528655+0.0138146j -0.0082838-0.0146786j -0.00131012+0.0261475j 0.0176088+0.0124414j 0.00713132-0.0110981j 0.00375556-0.0251604j -0.0180391-0.00474162j 
0.0126943+0.0418353j -0.0199941+0.00419671j -0.00950582+0.0083063j -0.019811-0.0367347j -0.003737+0.00554342j -0.0123558+0.00432904j -0.0158262-0.0459711j 0.00751732+0.0182835j -0.00977731-0.00216466j 0.0222873+0.05153j 0.00854582+0.0276074j 0.0382084+0.038155j -0.0332781-0.135164j -0.0277842+0.125554j -0.0277592-0.14387j 0.00347141+0.0318072j 0.00954731+0.0113906j -0.00143623+0.00823397j 0.00565693+0.0152482j 0.0180516-0.00494016j -0.00431178-0.00177327j 0.00335968-0.0139934j 0.00814142-0.00992989j 0.000979675+9.87904e-05j 0.011943-0.0109152j 0.0266437-0.0100838j -0.0044572+0.00692576j 0.00510486+0.00454192j 0.00296856-0.00451176j 0.00957647-0.00535152j -0.0166887+0.0132811j 0.00906265-0.0133077j 0.034764-0.0170801j -0.014091-0.00503872j 0.0106241+0.0113584j 0.0351865+0.0188412j 0.118892-0.0075415j -0.00795648+0.00215437j -0.025793+0.00870586j -0.0212674+0.00293311j 0.00597153+0.00457371j 0.00401767+0.00727356j 0.0123186-0.00320109j 0.0102731-3.67731e-06j -0.0115945+0.000718594j 0.0101081+0.00012779j -0.0101209-0.005711j -0.0034283+0.00675537j -0.0114348+0.00120652j 0.00543003+0.00053368j -0.00111139+0.00443842j -0.00076889+0.00113647j 0.0156248-0.00135526j 0.000800533-0.00529459j -0.00216999-0.00141714j 0.00193051+0.0053342j -0.0106712-0.00219386j 0.00102694+0.00148422j 0.00764156-0.00229863j 0.00468211+0.00651415j -0.00190226-0.000278684j 0.00374265-0.00742145j 0.0113854-0.002543j 0.00522104-0.000693821j -0.000931756+0.00156157j 0.00436577-0.00253284j 0.00986448-0.000335674j -0.000504545-0.00271904j 0.000129109+3.31253e-05j -0.00654216+0.000560677j 0.00790425+0.00015855j 0.00857491-0.00106186j 0.00390387-0.00478283j -0.000222935-0.00403313j -0.00146959+0.0016631j -0.0108322+0.00395995j 0.00332759-0.00673549j -0.00811734-0.00858762j 0.00609556+0.00396926j 0.000381132+0.00199434j -0.00812761-0.00321667j 0.0128913-0.0110194j -0.000113932-0.0104983j 0.010292+0.0042847j 0.00415156-0.0118351j 0.000793557+0.00739725j -0.000963763-0.00904014j -0.00985515+0.0196932j -0.0018916-0.000116531j 0.00676427-0.0404616j -0.0139136-0.0226486j 0.0137479+0.000688204j -0.00273791+0.0165182j -0.0264745-0.00415898j 0.0143565+0.0328854j 
0.0382217-0.0206747j 0.0117376+0.0146269j 0.0373361-0.0100695j 0.0191346-0.00137461j 0.0138589+0.00450212j -0.00454783+0.00758661j 0.0110298-0.00213715j -0.0349068+0.022843j 0.0248543-0.00516123j 0.0563629-0.0103326j 0.0133997+0.0069524j -0.0428203+0.00117313j -0.0476152-0.025941j 0.00158884+0.127865j 0.0211427+0.111241j 0.0277469-0.0148079j 0.00243199-0.0205813j 0.00393079+0.0101171j -0.00921673+0.00662548j -0.014795+0.0115193j 0.0169919-0.0160637j -0.0191055+0.0118207j -0.00121075-0.00645098j 0.00744954-0.0125552j 0.00528337+0.0156648j 0.00986202+0.0127842j 0.0132675-0.00547186j 0.000700241-0.00461589j -0.0236816+0.0154517j 0.00265198-0.00967825j -0.0166585+0.0356291j 0.0614629+0.00122525j -0.0105168+0.0191956j 0.0382497-0.049698j -0.0161624+0.0300043j 0.0761389-0.00180293j -0.0268581-0.0177328j 0.0264577-0.00509976j -0.00266076-0.00848022j 0.00964031+0.000495478j 0.0100161+0.000856186j 0.00568295-0.00218814j -0.00379236-0.00346529j 0.00801104+0.0038651j -0.00645244-0.00311903j -0.00960642+0.00953308j 0.000882079+0.0068014j 0.00746181+0.00362775j -0.0025353-0.000257919j 0.00200904-0.00590992j -0.00830519+0.00190159j -0.00264793-1.23184e-05j -0.000410054+0.00228711j 0.000224916+0.000367873j 0.0115027+0.00168796j -0.0144193-0.00820163j -0.00149078-0.00786218j -0.00267625-0.00233291j 0.000873118+0.00197685j -0.00393471+0.00197283j 0.00731639-0.000270988j 0.00176931+0.00350749j 0.00566879-0.000997928j -0.00389299+0.00434113j 0.00404699-0.0026597j 0.0019352+0.0064606j -0.0050515+0.00542142j -0.00127858+0.00262109j -0.00581058+0.00106506j -0.00129393+0.0027364j -0.00736409-0.00874819j -0.00113846+0.00112094j 0.0201943-0.00875313j -0.00735062-0.00788137j -0.0101126-0.00274949j 0.00844406+0.00867838j 0.0152659+0.00414388j 0.00228023+0.00477544j -0.00478746+0.00197889j 0.00551389-0.0207309j -0.00844859-0.012004j -0.00680871+0.00893117j -0.000106382-0.0120339j 0.00174718-0.00941671j -0.0120615-0.0102839j 0.00331237+0.00614174j 0.00527029-0.000139567j -0.00448012-0.00489824j 0.0145811-0.0157276j 0.00908929+0.00978002j 0.00396831-0.0198651j 0.0165212-0.0266286j 0.0167307+0.00293737j 0.0216704+0.0176521j 0.0183163-0.00087072j 
0.010656-0.00285056j 0.0167837-0.0202488j 0.0265531-0.0159872j 0.00585646-0.0154997j 0.0071941-0.0182526j 0.0648461-0.0270636j 0.018492-0.0398876j 0.0176175-0.000784416j 0.0160753-0.0157879j -0.08659+0.0433239j -0.0194803+0.0334343j 0.106736+0.00567747j -0.00692814-0.027017j -0.0260999+0.00363895j -0.0112092+0.0403731j 0.0170574-0.0152162j -0.0107657+0.0130697j -0.00368166+0.0105717j 0.0153366-0.00265074j 0.0130006+0.00219795j -0.00557434+0.02535j -0.00674605-0.0227507j -0.0146567+0.00897657j 2.80813e-05+0.0123192j 0.0035453-0.0128116j -0.0138293+0.00858246j 0.0052636+0.0280466j -0.0106649+0.0353036j -0.0281825+0.0193911j -0.0311229+0.0240548j 0.0338384-0.0173546j -0.0365967+0.0391169j -0.0245285-0.0384856j -0.0194838-0.00163479j 0.0415286+0.00546686j -0.00460695+0.000904582j -0.0168532+0.00107745j -0.000290339+0.00776785j 0.012472-0.00582755j 0.0044877-0.00218081j -0.000923092+0.00616224j -0.000894409+6.4686e-05j -0.0127543-0.00199018j -0.0129842+0.00332754j 0.00533639+0.000534494j 0.00713584-0.0122946j -0.000889266-0.00602196j 0.00151063-0.000246102j -0.000581328-0.00529686j 0.00171778+0.00566145j 0.0055361+0.00307221j 0.00754875-0.000657289j -0.0057147-0.0118653j -0.000897982+0.00276862j -0.00307244+0.00123044j 0.0131977-0.00491707j -0.000432501+0.00117691j -0.000210824+0.00196141j 0.0103373+0.00016523j 0.00646563+0.00524965j 0.00799459-0.000716508j -0.00326672-0.00543355j 0.00655143-0.00228315j 0.00368092+0.0156957j -0.0165639+0.00728022j 0.00694065-0.00891604j 0.0184037+0.00292808j 0.00724747+0.0104833j -0.000913904-0.00589828j -0.00401407+0.00210569j -0.00262507+0.0102856j -0.00153903-0.0110963j 0.00267737+0.00490211j -0.00551491-0.00887278j 0.00296423-0.0036696j 0.00288738-0.00545295j -0.0066145-0.016513j 0.00337464+0.0102178j -0.00623278+0.00341116j -0.00119221-0.0106317j -0.00663635+0.0100828j -0.015286+0.00434092j -0.00593213+0.0127416j -0.000269708-0.00679118j -0.0076207-0.01153j -0.00607214-0.00138897j -0.0124069-0.00812146j 0.0138324+0.00127082j -0.00478734-0.014492j -0.000311643-0.00250117j -0.00108142+0.00124732j 0.000466336-0.00507307j 0.00142608-0.00590413j 0.00740235-0.0037415j -0.0129578-0.00096023j 
0.0261049-0.0117134j 0.028251+0.0292459j 0.0402112+0.011232j 0.0312093+0.0319195j 0.0158718+0.0107565j 0.0322014+0.00474476j 0.0322223+0.0325768j -0.0369058-0.0364258j 0.0369135+0.0111639j -0.0200839-0.0368054j -0.0240515-0.0249559j 0.00453317-0.0949797j -0.0162766+0.0899724j -0.019967+0.00427552j -0.00696114-0.0378099j 0.0187127-0.00386022j -0.017054-0.0230407j -0.00381952-0.00565891j -0.00387585-0.00622651j -0.00728573+0.00247537j 0.011154-0.000563169j -0.0107842+0.00422066j -0.0191193+0.0108914j -0.00750147+0.00294868j 0.000506386+0.0063746j -0.0195612+0.0100803j -0.00225168+0.00644812j -0.0142198+0.0197202j -0.0327081+0.0311013j -0.0133462+0.00953319j -0.0109259+0.0249857j -0.0198905+0.0320613j 0.0365685-0.0112405j 0.00870444-0.00986961j -0.0746362-0.00206661j 0.00477055-0.0123553j -0.00170579-0.00279187j 0.0165637-0.00510464j -0.00122578-0.0058481j 0.0149375+0.00359021j 0.00797081+0.00158751j 0.00750321-0.00148033j -0.0086004+0.00205061j 0.00209815-0.000792289j 0.000184284-0.00139586j -0.00370958+0.00124349j 0.00901296+0.00649153j 0.00721988-0.00165201j 0.0121045+0.00116468j -0.00198866-0.00227754j -0.000816813+0.00253079j 0.00855782+0.00403094j -0.00122274+0.00333699j -0.00242732+0.00453006j 0.00168979+0.000965414j -0.000410339+0.000508375j 0.00586955+0.00250592j -0.00568241+0.00466316j -0.00379317+0.000149177j -0.0158069+0.00153563j 0.00835311-0.0010108j 0.00875768-0.000258379j -0.00266832+0.00878623j -0.000467876+0.010764j -0.00807725+0.00482211j 0.00643048+0.00462607j -0.00162764+0.00635173j 0.00435885+0.00941162j 0.00031205-0.00306329j 0.00249546+0.00390162j 0.0140933+0.000710734j 0.00451278+0.004292j 0.00380335-0.00121769j 0.00449931-0.00402069j 0.00330494-0.00284289j -0.0143745+0.00589612j 0.00694124+0.00902159j -0.0160508-0.00747525j 0.00427605+0.00494934j 0.00714449-0.00183925j -0.0110893+0.0102471j -0.00400678-0.00750575j 0.00615235-0.0150172j -0.00817291+0.0156029j 0.00643919+0.0193026j 0.00140841-0.0143089j -0.0100173-0.0184397j 0.00346535+0.00190254j 0.00102095+0.00876659j -0.000397531+0.0136542j 0.00266712-0.00188264j -0.00659755+0.0089344j 0.0125089+0.013673j 0.0131316+0.00742708j -0.00141141-0.00380105j 
-0.0239994-0.00236682j -0.00671361-0.00443507j -0.0208065-0.003909j 0.000136331-0.014638j -0.0160729+0.00667933j -0.0346209+0.0339852j -0.00290746-0.00780987j 0.0190792+0.0294941j 0.0373558-0.0204647j 0.0102547-0.0552348j -0.0799322+0.0189456j 0.00314086+0.0650566j -0.00518325+0.00571884j 0.0152797-0.00107225j -0.0120017-0.00135407j -0.0183155+0.00161237j 0.00243427+0.00397324j -0.00809004+0.00369995j -0.00534074+0.00339437j 0.00873639-0.00680534j 0.00595838-0.0201586j -0.0104092+0.00708863j 0.0191483-0.00312476j 0.0135464-0.00501112j -0.0170378+0.0346623j 0.020909-0.0243589j -0.00374218+0.0223205j 0.00134757+0.0350387j 0.0145876+0.00707262j -0.00672225+0.0433653j -0.0269565+0.0563696j -0.00193793+0.00934184j 0.00835878-0.020927j 0.0108032+0.00335688j 0.00981493-0.0005476j -0.00438284+0.000313966j 0.00155845+0.00203186j -0.00639153+0.000703884j 0.00159338+0.00343176j -0.00319738+0.000852263j -0.00727312-0.00345842j -0.000566045+0.000234098j 0.00614861+0.000244114j 0.00675699-0.000120718j -0.00390481-0.00205982j -0.00698152+0.00157107j -0.0035037-0.00167337j -0.0054399+0.00368595j -0.00331565+0.0016105j 0.00178721-0.00238479j 0.000784881+3.98683e-05j -0.00416932-0.00890757j -0.00721312+0.00196586j 0.00149438+0.00165208j -0.00598643+0.00696733j 0.0088914-0.00703592j 0.00206607+0.00593679j 0.00332074+0.00682787j -0.000948551-0.00735659j -0.00711299-0.00460118j 0.0172132-0.00280011j 0.00223928-0.0124792j -0.00727035+0.00315164j 0.0102745+0.00877202j 0.0203618+0.00587626j -0.00236557+0.0182116j 0.00450364-0.0220769j -0.00718638-0.0107593j 0.00948851-0.00257308j -0.00835743-8.64117e-05j 0.00646914+0.00881604j -0.00349383-0.00493203j 0.00776467+0.00289089j -0.00788271+0.0219398j 0.0120092-0.00133649j 0.00118392+0.00395535j -0.019257+0.00705304j 0.01481-0.00556766j 0.00302185+0.0136417j -0.00722494+0.000357184j 0.000416629-0.00566209j -0.00404164+0.00742476j 0.0215786+0.0142437j -0.00314239-0.00433835j -0.00466672-0.00309616j -0.00259462+0.00483773j -0.00579366+0.00614595j -0.0095861-0.00744421j -0.00631988+0.00937984j 0.000729749-0.0020168j -9.47796e-05+0.00223846j 0.000602956-0.00674621j -0.00500025-0.00193213j -0.00709804-0.00121572j -0.00265693-0.000552578j 
