0.0735581+0.109499j 0.118753-0.0592649j 0.122661+0.0841323j -0.0487725+0.130561j -0.0833675+0.0409965j -0.023987+0.0529177j 0.0342229+0.045909j -0.0258901+0.040991j -0.00505511-0.0375714j -0.107499+0.00529795j -0.0231898+0.0302428j 0.0207175+0.0438389j 0.0164558+0.033015j 0.0117224-0.0371193j 0.0195556-0.0147012j 0.0644528-0.00510211j 0.0279414-0.04695j 0.00682546+0.0390457j 0.0229211-0.0121234j -0.0144932+0.0149699j 0.00628151+0.020609j -0.00429987-0.029868j -0.0385364-0.00485011j 0.0208448-0.0147597j -0.00925637-0.0840563j 0.0408041+0.0556916j -0.033438-0.0277523j 0.0193382-0.0170028j -0.0357335-0.0124255j 0.0220482-0.088836j 0.0730926+0.0343181j -0.0560165+0.0544048j -0.0115134+0.0277553j 0.00751863-0.0698993j -0.0509144-0.0500626j 0.00546621+0.0330389j -0.0046621+0.0327526j -0.0115372-0.0105154j 0.00459032+0.0255019j -0.0102461+0.0148918j -0.00837462+0.0265685j 0.0112328-0.0237431j -0.00374314-0.000112173j -0.00753597-0.0130447j 0.0061233-0.0172367j 0.0511793+0.0235717j -0.0196524+0.00419562j -0.0155187+0.0436325j -0.00444942+0.00200136j -0.00460514-0.0083559j 0.00543122+0.00590996j -0.0172097-0.0029276j -0.0334186-0.00968481j 0.0308239-0.0290724j -0.0154029-0.0106661j -0.0336431+0.0028345j -0.00032404-0.0127548j -0.0399873+0.00699565j -0.0427478+0.0107282j -0.000871423-0.0237643j 0.0105632-0.079987j -0.0142667+0.00873714j -0.0745415+0.0296666j -0.0594256+0.0922538j 0.00974669+0.00677047j -0.00302327-0.0659811j -0.0770439-0.0365305j -0.059556+0.001281j 0.0143993+0.0387936j -0.0177607-0.0134741j -0.00505251+0.0201965j -0.00203729-0.00426427j 0.0134281+0.00760734j 0.00420077+0.0101293j -0.0199434-0.00660792j 0.00248741-0.0440296j -0.0869044+0.0183657j -0.0569009-0.0509163j -0.0424576+0.025742j 0.0105911-0.0500415j -0.0126209-0.0407482j -0.0156272-0.0399417j -0.0445447+0.095993j 0.0697155-0.0528105j 0.0144062-0.0530344j -0.0467014+0.0282369j -0.0164465+0.0334302j -0.0523592-0.0600797j 0.141737+0.012545j 0.00375292+0.124466j 0.0216907-0.109607j 0.120652+0.0405412j 
0.00418143+0.00478466j 0.00726183+0.00034576j 0.013804-0.0109141j 0.012922+0.0130318j -0.00393046+0.00486168j -0.0225344-0.0046748j -0.000551443+0.0280709j -0.0082136-0.0015404j 0.00576538-0.0121884j 0.00182983+0.00471302j 0.00313682-0.00383135j 0.00750359-0.00519192j 0.00499476-0.00444959j 0.00105697-0.00764369j -0.000281061-0.008306j -0.000988199-0.00161554j 0.00787912+0.0107723j -0.000879552-0.0070565j 0.00444746+0.000528317j 0.0030101-0.00206481j 0.00263722+0.00926872j 0.00366968+0.00245984j 0.0203773-0.00262818j 0.0169757-0.0146058j -0.00275201+0.00359699j -0.00733507-0.00350939j 0.00235532-0.00985379j -0.0037725+0.00137994j 0.00486242+0.0049542j -0.0036529-0.00207826j 0.00616752+0.00926454j 0.00534435+0.0089415j -0.00477583+0.00266305j 0.00569055-0.000836391j -0.015426-0.00831387j -0.000613173+0.00360212j -0.00143542-0.00181277j -0.00552272+0.0065835j -0.000302832+0.0092756j 0.00365767-0.00414631j -0.00879191+0.00133491j -0.000644817+0.00965348j 0.0071382-0.00204675j -0.00214279+0.000418065j 0.00341493+0.000963942j 0.00545839-0.00433866j -0.00439592+0.000792381j -0.00552768-0.00098787j -0.00238689-0.00628323j -0.00509559-0.00647522j 0.0167646+0.00252403j -0.00958134-0.0162971j -0.000730567+0.00354524j 0.00378513-0.00586673j 0.0128992-0.0183032j -0.00976384-0.00902626j -0.000119104+0.00737112j -0.0075537-0.00163305j 0.000188881-0.00834027j -0.00552382-0.0119216j -0.00366953+0.0015054j 0.002595+0.00978041j -0.00667249+0.00347311j 0.00945208+0.00212938j 0.00778303+0.00273811j 0.00347376-0.0170011j -0.00706108-0.00130305j 0.00041188-5.47041e-05j -0.0125444-0.002932j 0.00989157+0.00132133j -0.000845176-0.003289j 0.00486966+0.00875138j 0.00391511-0.00140441j 0.00525052-0.00459563j -0.00747261-0.0132023j -0.010375+0.00119098j -0.0126954+0.00257808j 0.00898855-0.00451195j 0.00215932+0.00395693j -0.0193785+0.00588957j -0.0109762+0.0198412j -0.000392427-0.0205947j -0.00772328+0.00111004j 0.00169893-0.00535912j -0.00509757+0.00619813j -0.0069999-0.0195768j -0.012124+0.00730929j 0.00464898-0.0128899j 0.00983665+0.0134726j -0.00876706+0.0104838j 0.00425838-0.0164118j 0.0181914+0.000960089j 
0.00759376+0.00819173j 0.00914822-0.00666902j 0.00891252+0.0164472j -0.0127455+0.00925707j -0.000727185-0.00144589j 0.00548671+0.00654719j 0.00182842+9.77377e-05j -0.00364954+0.000286212j 0.00261904-0.000648892j -0.00807983+0.000388367j -0.00522335+0.00801601j -0.00201382+0.00562282j 0.00162884+0.00388974j 0.00322812-8.2809e-06j -0.00240854+0.000404958j 0.00762113-0.0086213j -0.00141413-0.0128148j -0.00136598+0.00704187j -0.00173492+0.00243235j -0.00904751+0.000359466j 0.00102167+0.00625686j 0.00140852-0.0107013j -0.00463789-0.00542172j -0.00434663-0.00898024j -0.000526373-0.0148353j 0.0267771-0.00418391j -0.00159039+0.00382895j 0.00149651-0.0112251j -0.0119724-0.00890831j 0.0100514-0.0108574j 0.00113731+0.00627356j -0.0123974+0.00406079j -0.00448275-0.00127555j -0.000162318-0.00854459j 0.00854609-0.00513416j -0.00405873+0.00244372j 0.00591394-0.0113675j 0.00154379+0.0146365j 0.00718175+0.00119377j -6.98226e-05+0.00283926j -0.00375326+0.000801682j -0.00152329-0.0110234j 0.00943243-0.00155538j 0.000307452+0.00288602j 0.00405747-0.00872853j 0.00846766-0.00107456j -0.00187585+0.00185656j 0.000605661+0.00797221j -0.00478422-0.00276111j -0.00262853-0.00270106j 0.0111019-0.00698525j -0.0204907-0.00309445j 0.00510267-0.00337022j 0.0117618-0.00385716j -0.000851565+0.00805975j -0.00315073+0.00836685j 0.00227772+0.0145237j -0.0126526-0.00369118j -0.00134983+0.011425j -0.00827421-0.00376596j -0.00105333-0.0132613j 0.00256639+0.010352j 0.00503487-0.0020738j -0.0123187+0.00245425j -0.0027141+0.00706053j -0.00707138-0.0157188j -0.00126867-0.000888557j 0.00660208-0.0156377j -0.00130354+0.00942157j 0.00540743+0.00667056j -0.0140431+0.00156295j -0.0160579+0.00781164j 0.00153238-0.00059563j 0.00308836+0.00264848j -0.0025518-0.00137815j 0.00740376-0.00454621j -0.0144799-0.0102803j -0.00642595-0.0085973j -0.00831348+0.0060709j 0.00518794-0.00520844j -0.00794558-0.00973479j 0.0096129+0.0151978j 0.00480949+0.00927978j -0.0114264+0.00908185j 0.00714627-0.0147118j 0.0128055+0.0176941j -0.0201099-0.00633637j -0.00207972+0.000582469j 0.00849498-0.00208437j -0.00785415+0.00945946j -0.0116179-0.0137855j 0.0188027-0.00597073j 
-0.0149459-0.00334695j -0.00267762+0.0134798j -0.0128751-0.00357566j 0.00510119-0.0178514j 0.0125968-0.00723256j 0.00220808+0.0066489j 0.00275067-0.0107016j -0.00138082-0.00302385j 0.00226035+0.00774735j 0.00393684-0.00581583j -0.0118196-0.00340722j -0.0106568-0.0100546j 0.00429403-0.0110195j -0.0104202-0.0031914j 0.00519659+0.00197663j -0.010514-0.00545018j -0.000749639+0.000555457j -0.000474431-0.000146488j -0.000566062-0.00500595j -0.00293702+0.00466034j 0.00407745-0.00178399j 0.00252691-0.00139275j 0.00111787+0.0130071j 0.00197558+0.00270005j -0.00408863+0.00360625j 0.00709128+0.0171104j 0.00930392-0.00766134j 0.0122185-0.000235828j 0.00873969+0.00583344j 0.00125205-0.0156744j -0.00990112+0.00489848j -0.0179113+0.00329142j 0.00775617-0.00395488j 0.00934254-0.00248627j -0.00653232-0.00970895j -0.0183243+0.0119161j -0.00637994-0.00102168j -0.00965575+0.00268996j -0.00823316+0.00931466j -0.00841116+0.0102135j -0.00297247-0.00942968j 0.00295154-0.0107349j 0.00170083-0.00132073j 0.00590598+0.00763877j 0.00264601+0.014571j -0.0107761+0.00402622j -0.00213991-0.016584j -0.00241431-0.011815j -0.00531224-0.00473168j 0.0114927-0.00370727j 0.00303217+0.0106837j 0.00916042+0.0158951j -0.000268473+0.00433381j -0.000447376-0.0100921j 0.00159302-0.000721067j 0.00883335+0.0012948j -0.0144444-0.000199738j 0.0104403-0.00415411j -0.00517204+0.00153468j 0.0239169+0.000274928j -0.00615658-0.00114744j -0.00420498-0.0251169j -0.00193848-0.00419837j -0.00570194-0.0124936j 0.00825818-0.0107546j -0.00767097-0.0123036j 0.00329579-0.0153113j -0.00909899-0.00178252j 0.0102272+0.0148267j -0.00666082+0.0139583j -0.0112428+0.00369963j -0.00575309+0.000975811j -0.00913372+0.00342869j -0.0112213+0.000313036j -0.00626558+0.0127091j 0.0166826-0.0102537j -0.00278527-0.000971257j -0.00475898+0.00195242j 0.0032912+0.00118107j 0.0117357-0.00546878j -0.00837804-0.0189027j 0.00733234+0.011328j 0.00520055-0.0157254j -0.0135116+0.0129029j 0.00748631-0.0137912j 0.00545569+0.00723713j 0.0015166+0.0192836j -0.0158962+0.000828656j 0.00418833-0.0309052j 0.0272415+0.0102939j 0.00323265+0.0171205j -0.0144672+0.0014619j 
-0.00418814+0.00638262j 0.00192014-0.00185902j 0.0126747-0.00438429j -0.00405273+0.0160621j -0.0183352-0.00494488j -0.0137321-0.00349849j -0.00117338+0.0322727j 0.0199597+0.0160566j -0.00553693+0.000733517j -0.00779684+0.00202908j 0.00472975+0.0108487j 0.00767023+0.0172444j 0.00383732-0.00785566j 0.005859+0.00855487j -0.00596709+0.00480187j 0.00656884+0.00923514j 0.00537497-0.00149157j 0.00167337+0.00143213j -0.00794744-0.00236736j 0.003389+0.00564502j -0.00275796+0.00879415j -0.00892044+0.000284261j 0.000958742+0.00386208j -0.00303848-0.0120285j -0.0136316-0.0137448j 0.00661965-0.0149657j 0.00135731+0.00375907j -0.000881227+0.00353737j -0.0208572+0.0170277j 0.012737+0.0168977j 0.00791543-0.00224092j 0.00805546-0.00256567j -0.0128753+0.0039143j 0.0196415+0.00343938j -0.00615183+0.00026869j 0.00749821+0.00379148j 0.0117428-0.00558769j -0.00170123-0.0101669j 0.0035663-0.0135402j 0.00967822-0.00642174j 0.00309429+0.00317459j -0.00167517+0.00848285j 0.00185756+0.00263537j -0.00522172+0.0118623j 0.00774326-0.000609041j -0.0091402+0.0017365j 0.00444757+0.000171888j -0.00475271+0.007227j 0.006595+0.00358798j -0.0122646-0.0109075j -0.005545+0.00258128j -0.0069081-0.00786595j 0.00362729-0.0015304j 0.00581189+0.00497277j -0.00895841-0.00676045j -0.00462626+0.00302126j -0.00112785+0.00199394j -0.00629017+0.00411814j 0.00747237+0.00303491j -0.00623229-0.00760486j -0.00371043+0.0127453j -0.00225395+0.0208686j -0.000658828+0.00429045j 0.0130062+0.00371966j 0.00661554+0.0144813j -0.00389147-0.00978268j 0.00474528+0.00173955j 0.0112425-0.00864754j -0.0138791-0.0189533j -0.00264904+0.00925294j -0.0111994-0.00810608j -0.00641287-0.000410828j -0.000173989-0.0100103j 0.00314802-0.0101077j -0.00999399+0.00649448j -0.0101563-0.0107346j -0.0125324+0.0112779j -0.00229029+0.00884783j 2.49722e-05+0.0053526j -0.0300394+0.00632066j 0.0149405+0.007604j 0.00300423-0.0115884j -0.00725842+0.00158262j -0.000692799+0.00511876j -0.00695867-0.00113267j -0.00295581-0.00434209j 0.012582+0.0189391j -0.0216485+0.00374346j -0.00750331-0.0113687j -0.000482677-0.00162448j 0.0229009-0.00155679j -0.00620573+0.0228342j 
-0.00333799+0.000663134j 0.00164361+0.00233373j -0.00287203-0.00365674j 0.00358608-0.0144476j 0.00706204+0.00496665j -0.00991075-0.00391218j -0.00647002+0.0155185j 0.00648997-0.00598978j 0.0058296+0.0165646j 0.000651503+0.00399723j 0.00920788-0.00137327j -0.00704277-0.00847624j 0.00321016+0.00300874j 0.000466762-0.0115488j -0.00191414-0.00544028j -0.00191936+0.00343991j -0.0132007-0.00624162j 0.00617961-0.00342529j 0.00476983-0.000478486j 0.00218442+0.00476425j -0.00570474-0.000537075j -0.00880444+0.00957684j 0.00125387+0.0230204j 0.0108618+0.0115526j 0.00654839+0.00451254j -0.00722404+0.00397156j -0.0200304+0.00560743j 0.0024586+1.91403e-05j -0.00343292-0.0107288j 0.0145503+0.00017002j -0.0137571+0.0114031j 0.00044909-0.00589251j 0.00665106-0.00579178j 0.0072151+0.00749557j 0.000826762+0.00187651j 0.00284879+0.00311082j -0.00593609+0.0113964j -0.00137078+0.00323245j 0.00983502+0.00423068j -0.00671958+0.00294144j 0.000224907+0.00559234j 0.0124871+0.00255418j -0.00447779-0.00431589j 0.00505296-0.010558j -0.0027627-0.00179383j -0.00683725-0.00275659j 0.00115852+0.0141985j -0.00158738-0.00424087j -0.00608335+0.00381877j 0.00293273+0.00374166j 0.0132688-0.0146849j -0.000630661-0.0141279j 0.00546184+0.0103565j -0.0054613-0.00616927j 0.0038888+0.0111743j 0.00525402-0.0140324j -0.00391865-0.00152355j -0.00505702-0.00487114j -0.00298929+0.000231842j 0.00116056+0.012154j 0.0123266-0.00662833j -0.0021887-0.00637933j -0.00450683-0.0048601j 0.00198347-0.000484584j 0.0228997+0.00224585j -0.00793831+0.00711088j 0.000588929-0.00387727j -0.00325215-0.00671227j 0.0160794+0.00231631j 0.00734278-0.0143336j 0.00421213+0.00315075j 0.0141651-0.00214026j 0.00803184-0.00106397j -0.00358922+0.000265963j -0.00620259+0.00340577j 0.00825669+0.00770606j -0.00364604+0.00127872j -0.0211196-0.00502573j -0.00324748-0.00238851j 0.0072163-0.019639j 0.00489219-0.00146282j 0.00275869-0.00157525j -0.00279601+0.0127309j -0.017466+0.0194399j 0.00976586+0.0106047j 0.0280523+0.0134311j 0.00877761+0.000189009j -0.00785254+0.0218849j -0.000493333-0.0128164j 0.000538085+0.000884254j 0.00317441-0.000420517j -0.00144835+0.00143588j 
-0.000807757+6.15359e-05j 3.62505e-05+0.000730548j 0.00432791-0.00278976j -0.00199277+0.00164742j 0.0128293-0.0126894j -0.00615493+0.00493524j 0.00391481+0.0063098j 0.00055425-0.00657189j 0.00488967-0.000151456j -0.0014654+0.0184521j -0.000103469-0.00771698j 0.00183411+0.00248926j 0.0153869-0.0100517j 0.00493936+0.00420841j -0.00257254+0.0107551j -0.00519034+2.34477e-05j 0.00991526-0.0141352j -0.00959885+0.00503419j -0.0189171-0.00393955j -0.000622387+0.00665606j 0.0065581-0.017845j -0.0133159+0.0111255j -0.00130578-0.0118771j -0.000426058-0.00676635j -0.00858565+0.00437187j 0.00084006+0.0124846j 0.000328668+0.00146066j 0.002364-0.00251067j -0.00546382-0.0112251j 0.00478974-0.00490972j 0.00511849+0.000721244j 0.0192889+0.000157648j 0.00799052-0.00735403j 0.00426561+0.00427547j 0.00442488-0.00908904j -0.00342113-0.00331769j 0.000935518-0.0164591j -0.0231574-0.00412324j 0.0146504+0.00103679j -0.0107821-0.014984j -0.000616191-0.010848j -0.00419526+0.000667468j -0.00299703-0.00758597j 0.0107398+0.028217j 0.00101269+0.00301143j -0.00733712-0.00300939j -0.0104646+0.00456846j 0.0117584+0.00233156j -0.000606722-0.00770187j -0.00233198-0.00481451j -0.00277501-0.00339355j -0.0138606-0.00660538j 0.00127188+0.00703765j -0.00286867+0.00787644j -0.00349552-0.000652306j 0.0185065+0.00416724j 0.00488994+0.00223004j -0.00347891+0.00664284j -0.0165091+0.00439614j 0.0144579-0.000549432j 0.00445388+0.00643505j 0.00706718-0.00613297j 0.00127039+0.00112719j -0.00205575+0.00782142j -0.0133835-0.00437335j 0.00587258-0.00473323j -0.00290454-0.000954882j 0.00292737+0.00390369j 0.00941391+0.00312852j -0.0033823-0.00672558j 0.00604682+0.00928053j 0.00475147+0.00833794j 0.00241765-0.0207735j -0.00222348-0.00988316j 0.00425339+0.00152357j -0.0114055+0.00268662j 0.00684199-0.00186609j 0.00332672-0.00432146j -0.0014354-0.00222414j 0.00221226-0.00775897j -0.00740156-9.43558e-05j -0.00578069-0.00445209j -0.00950607-0.00645962j 0.00897402-0.00113587j -0.00848993+0.000489122j -0.00246282+0.000851362j -0.002559-0.0101193j 0.00784396-0.00334977j 0.00443663+0.00865345j -0.00381273+0.00134617j -0.00254494+0.000451186j -0.000189973-0.00154128j 
-0.00140738+0.0033867j 0.000929739-0.00241532j 0.00909675-0.00686105j -0.000320676+0.0100161j -0.00440813-0.00840414j 0.00524634+4.65255e-05j -0.00869651-0.00227442j 0.010942-0.00462632j 0.0120804+0.00403691j -0.00451876+0.00593257j -0.0102311+0.00514598j 0.00399736+0.00950422j 0.00420565+0.00213501j -0.00701732-0.0037132j -0.0122525+0.00637799j -0.00687888+0.000150104j -0.0163598-0.00522048j 0.00648206-0.000100606j -0.0165713-0.00267609j 0.000341382+0.0035652j 0.00571502-0.00165114j 1.63705e-05+0.00466187j -0.00428697+0.0103779j 0.00655819+0.00381528j -0.00362904-0.00555195j -0.00223651+0.00418696j -0.0132418+0.00582271j 0.00164874-0.0124042j 0.00840342+0.00660841j -0.00920079+0.00888546j -0.00535142+0.0123841j -0.00550797-0.000645317j 0.00585038-0.00380281j -0.0076685-0.00463056j 0.0037177+0.0131998j 0.00998137+0.00326568j -0.000499485+0.0063552j -0.0090021+0.00749428j 0.00517378+0.0099721j -0.0113649-0.00207518j 0.00801725+0.0106792j 0.000370142-0.00963937j 0.00518974-0.0104123j 0.00765951-0.00235113j 0.00181233+0.0127715j -0.0157767+0.00376718j -0.00695044+0.0144654j 0.00355101-0.00399075j 0.00383441-0.0141754j 0.00591177+0.0115575j 0.000388142-0.0130366j -0.024235-0.00788887j -0.00487535+0.00713947j 0.000325353+0.00519291j -0.00978333+0.0216154j -0.00102844+0.00486046j -0.00966903-0.00566322j 0.00345391+0.0127072j 0.00859325-0.00578879j -0.00093871+0.0118572j 0.00483698-0.00565455j -0.0128827-0.0183633j 0.00349879+0.00794638j -0.0175608-0.0218619j 0.0173873-0.00717679j -0.0164081+0.0067702j 0.00176272+0.00838752j -0.0109809+0.00429781j 0.00294482+0.0191846j -0.00254916+0.00499385j 0.000296016+0.000346036j -0.00299017+0.00815574j -0.00491086+0.00325135j -0.00240735+0.00544353j -0.00583815-0.0160024j 0.0118856+0.00258353j -0.0096434-0.0273377j -0.000585499+0.00374211j 0.003167-0.00927019j 0.0283826-0.00593879j -0.00393877+0.0101077j -0.0113482+0.00849071j 0.0183536+0.00189937j -0.00567516+0.011122j 0.019803-0.00486801j 0.00545418-0.00272162j -0.0045545+0.0118081j -0.00212015+0.00314381j -0.00342953-0.00552985j -0.00546022-0.00203756j 0.00913812-0.00562866j 0.00318913+0.00976274j 
0.0119407-0.00385094j -0.00197972-0.0102407j -0.0139605+0.00326553j -0.00325532-0.0122532j 0.00829698-0.00858422j -0.0100984-0.0015935j -0.00921546-0.00325154j 0.0170134-0.00682174j -0.00652633-0.00249363j 0.00777062+0.00108305j -0.0120176+0.0255858j 0.0115085-0.00288602j -0.00395511-0.0185373j -0.00653659+0.00497428j -0.0003698+0.00715148j 0.00426873-0.00162468j 0.000592674+0.00657652j -0.00087953+0.010202j -0.00794182-0.010156j -0.0111714+0.0117997j -0.00771183+0.00491966j -1.32812e-05-0.0295309j -0.0169093+0.0218817j 0.000231783-0.00633227j 0.00658946-0.0221917j 0.000883869+0.00385725j 0.00430532-0.036535j -0.0351189+0.00194822j -0.00296058+0.0174855j -0.00825287-0.00990523j 0.0134482+0.00275791j -0.016136-0.0129812j -0.0168952+0.00473509j 0.0103118-0.008746j -0.0127695-0.00580031j -0.00577513+0.0171114j 0.000751583-0.00434589j 0.000993994+0.00224137j -0.00401986+0.00591876j -0.00489483-0.0130964j 0.00754275+0.00541724j -0.00446207-0.0115755j -0.00280869-0.00825925j -0.0150217-0.0185137j 0.00260262+0.00572191j 0.00439923-0.00317337j -0.0156172-0.0101491j -0.019848-0.0202929j -0.0141485-0.00308169j -0.00291074+0.00695745j 0.00123663-0.0131383j 0.017012+0.0068694j -0.0161404+0.00691768j 0.0187357-0.000158267j -0.0142152-0.00567211j 0.000306522-0.000339323j 0.0139856-0.00638325j -0.00707441-0.0241968j -0.0150953-0.0134602j 0.00639443+0.00618338j 0.00454054-0.011062j 0.0018376+0.033894j -0.00559462-0.0108724j -0.00308204+0.0198217j 0.0215725+0.00508481j 0.00714668+0.0222666j -0.00113742-0.00504155j -0.0073948-4.39727e-05j -0.0250088-0.0265722j 0.0108473+0.000753082j -0.00271581-0.0207107j 0.00760081-0.0125103j -0.00463916+0.00496491j -0.0153878-0.00205413j 0.00119447+0.0137649j 0.0139994+0.0137411j 0.0104402-0.00572452j 0.013155-0.018013j 0.000260672+0.0029698j -0.0327704+0.00618508j 0.0157912-0.0393849j 0.0463012-0.0102523j 0.00499932+0.0236177j 0.00277436+0.00599454j 0.0284717+0.0146509j -0.00364796+0.00742514j 0.00387226+0.0133171j -0.0261579-0.00287968j -0.00397667-0.0138666j 0.00876819-0.00138043j -0.00702465-0.00636129j 0.00494599-0.0082848j 
-0.00418579+0.00111699j 0.00265097+0.0132197j -0.00726748+0.00183276j 0.000664402+0.00217669j -0.004018-0.0212905j -0.0148868+0.0105316j -0.000569835+0.00519893j -0.0211357-0.00927442j 0.00619785-0.0248535j 0.00483355-0.0038657j -0.0174391-0.00649446j 0.0143664-0.00166177j 0.0039591+0.00111225j 0.0103756-0.00696626j -0.00342654-0.00543799j -0.00269845-0.000182448j 0.0199367+0.0156354j -0.00540294-0.00454464j -0.0119064-0.00114708j -0.00717415-0.0138138j 0.00489619+0.0109246j 0.00363388+0.00746912j 0.0155736-0.00741463j -0.00331547-0.000306965j -0.00642185-0.00255109j -0.00970317-0.0126573j 0.0221727-0.00775615j -0.0214839+0.00753172j 0.00116705+0.0117503j 0.0140861+0.00316002j 0.00698173-0.00211276j 0.00802671+0.0085349j -0.0125389+0.00667645j -0.0134773+0.00923604j -0.0168051+0.00438873j 0.00703051-0.00149766j -0.00293024-0.00561728j -0.00311597-0.0109675j -0.0104656+0.0116564j -0.0101312-0.0124633j -0.00466691-0.0126899j 0.00236327+0.0121397j -0.00170819-0.0120144j -0.0110226+0.0202033j -0.00186367+0.00573111j 0.0103222-0.00372153j -0.0200607+0.00550756j -0.0122563-0.0105716j 0.018886+0.00059392j -0.0074829-0.00674045j -0.00717834+0.00328642j 0.0137113-0.00503055j -0.0080327+0.00422512j 0.000533398+0.0171887j 0.0103645-0.00725844j 0.000978191+0.000352988j 0.00801092-0.0019457j 0.00545322-0.0103055j 0.0113114-0.00804011j -0.0011624-0.0115117j -0.0102679-0.00376695j 0.00314008+0.0147841j -0.0145225-0.00545837j 0.0133861+0.0105859j -0.0131496+0.0222275j 0.0019127-0.0109993j -0.00149045+0.00423428j 0.0142028+0.0108526j -0.0199699-0.00793321j 0.00342745+5.97589e-05j 0.00432814-0.00970042j -0.0092048-0.00491056j 0.00398706+0.00292606j 0.0128091+0.0040123j -0.0020361+0.0159308j -0.00900014-0.00281479j 0.0010429+0.0308989j -0.0092119+0.00963468j -0.00945725+0.0074897j -0.0160022+0.0199964j 0.0111825+0.00209229j -0.00613594-0.0012944j -0.00510078+0.00492371j 0.00547058-0.0293561j -0.0261472-0.0083297j -0.00801432-0.0119229j 0.00839019-0.0102163j 0.0125931+0.00267766j -0.0042556+0.00592869j 0.0156198-0.004627j -0.00811976+0.0184863j -0.0107465-0.0102045j 
-0.00583995+0.00135431j 0.00165134+0.0119783j 0.00532024+0.0157886j -0.0105225+0.00232613j 0.0065672+0.00622743j -0.0169105-0.0107393j 0.00346402+0.0193954j -0.00911392-0.00646425j 0.0034642-0.00841621j 0.00112493+0.00679568j 0.0155096-0.00903037j 0.0067796-0.00293915j 0.000738136-0.0062803j -0.0015722+0.011674j 0.00946847+0.00676003j 0.00370679+0.00499241j 0.00417564-0.00370424j -0.0102948-0.00819151j 0.00844214-0.000156293j 0.00607592+0.00336166j -0.01085-0.0141289j 0.0014077+0.0160809j 0.0113047-0.00844164j 0.000681345-0.0127887j -0.00580095+0.0137324j -0.00138185-0.00452633j 0.0253626-0.0130499j -0.0114248+0.00228028j 0.0100625+0.00138388j -0.00980864-0.0023198j 0.00946799-0.00831398j 0.0209968+0.00373615j -0.00470187-0.00116381j -0.00128752+0.0144537j 0.00501687+0.00218336j -0.0166017-0.0015819j -0.00342785+0.00346362j 0.00109108-0.00219035j 0.0022506+0.00215818j 0.0062618-0.00260839j -0.00516082+0.00174622j 0.00347799+0.00328901j -0.0112786+0.0122594j 0.00209907-0.00919267j 0.00100271-0.00331925j 0.00696497-0.00219166j 0.00691772-0.00872187j 0.00810544+0.0020953j -0.00332816+0.00606409j -0.0117869+0.000564062j 0.0192854+0.00784798j 0.00979864-0.00391657j -0.00765025-0.00609235j 0.0186546-0.00787664j -0.00904412-0.00736069j 0.00385536+0.00854851j -0.00702742-0.00255805j 0.000579854+0.00809445j -0.0034932-0.00528583j 0.00542007-0.00172415j -0.011198-0.00994676j 0.00225467+0.000766768j -0.00211648-0.00222987j -0.000219015-0.00132899j -0.00199169+0.0128574j -0.00679249-0.00985381j -0.00197548+0.013015j 0.00620219+0.0190907j -0.0113345+5.62668e-06j -0.00500515+0.00532514j 0.0107036+0.00387892j -0.00929471-4.75497e-05j 5.82615e-05-0.0074483j 0.00874957-0.0150971j -0.00512452+0.0141132j -0.00779231+0.00547553j -0.00152885-0.00330204j -0.00829242+0.00790578j -0.0021941+0.000118515j 0.00495055+0.0133979j 0.00580861+0.00664446j -0.0150638+0.0035799j 0.00623518+0.000464389j 0.00736899-0.0174957j -0.0119598-0.0140602j -0.00320481-0.0175614j 0.00424302-0.00300793j 0.0155747+0.00328874j -0.00558121+0.00535313j 0.0102418-0.00444659j -0.00209977+0.0144874j -0.00789918-0.0038211j 
