-0.19572-0j -0.209744-0j -0.158552-0j -0.160195-0j 0.271873-0j -0.132654-0j -0.17303-0j -0.100934-0j 0.300908-0j -0.105959-0j -0.0947724-0j -0.135417-0j 0.237889-0j -0.0558568-0j 0.368876-0j 0.240354-0j -0.107057-0j 0.493431-0j -0.0883174-0j 0.0981241-0j 0.287835-0j -0.0282178-0j 0.171717-0j -0.0312249-0j 0.100168-0j -0.036429-0j 0.0261314-0j -0.0201598-0j -0.00628592-0j -0.00105851-0j -0.0267833-0j -0.0285246-0j -0.0213935-0j -0.0216152-0j 0.0363077-0j -0.0231076-0j -0.0174677-0j -0.0134794-0j -0.012102-0j 0.0396232-0j -0.0124795-0j -0.0193332-0j -0.0178316-0j -0.00735516-0j 0.030692-0j -0.0108076-0j 0.0310101-0j 0.0498127-0j -0.0109196-0j -0.0138123-0j -0.0113946-0j 0.0346703-0j -0.00364062-0j 0.0537606-0j -0.00630442-0j 0.0202244-0j 0.0355879-0j -0.0110327-0j 0.0508505-0j -0.00643576-0j 0.0143008-0j 0.0209748-0j -0.00167893-0j -0.00142432-0j 0.014449-0j -0.00321788-0j 0.00652874-0j -0.00265462-0j 0.00143945-0j -0.00119948-0j -0.000323897-0j -4.87842e-05-0j 
0.000795786-0j 0.000852805-0j -0.000619935-0j 0.000651341-0j 0.000568537-0j -0.00211072-0j -0.000676546-0j 0.000410391-0j -0.00246251-0j 0.000430821-0j 0.00440824-0j 0.00207206-0j -0.00047839-0j -0.000888766-0j 0.000191476-0j 0.000502625-0j -0.00127247-0j -0.000394652-0j -0.00034532-0j -0.00100237-0j 0.000239395-0j 0.000114732-0j -0.00104973-0j -0.000869232-0j -0.000201437-0j -0.000723548-0j 5.46456e-05-0j -0.000239618-0j -2.45779e-05-0j 4.30383e-06-0j 0.000108899-0j 0.000115979-0j -8.36483e-05-0j 8.78858e-05-0j 7.59262e-05-0j -9.03505e-05-0j 7.10224e-05-0j 5.48064e-05-0j -0.000434327-0j 8.28595e-05-0j -0.000148331-0j -0.00030762-0j -6.97214e-05-0j 2.99056e-05-0j 0.000241538-0j -4.22576e-05-0j -0.000253774-0j 4.14298e-05-0j 4.43983e-05-0j 0.000642465-0j 0.000174351-0j -6.97214e-05-0j -5.79277e-05-0j 2.79061e-05-0j -0.000125217-0j 4.22929e-05-0j -8.65261e-05-0j -0.000131134-0j -4.06708e-05-0j -2.51638e-05-0j -0.000146087-0j 1.74449e-05-0j 6.82641e-06-0j -5.10102e-05-0j -8.83288e-05-0j -8.95787e-05-0j -1.31292e-05-0j -5.27256e-05-0j 3.01016e-06-0j -1.4257e-05-0j -1.26644e-06-0j 1.98353e-07-0j 
-0.00131298-0j 0.00135136-0j -0.00106363-0j 0.00107382-0j -0.000938038-0j 0.00348251-0j 0.00111481-0j -0.000598293-0j -0.0039021-0j 0.000682681-0j 0.00248803-0j -0.00355228-0j -0.000820783-0j 0.00687446-0j -0.000315919-0j 0.000828639-0j 0.000689756-0j 0.000650308-0j -0.000523506-0j -0.000338556-0j -0.000349004-0j -0.00197136-0j 0.000592008-0j 0.000201179-0j -0.00162022-0j -0.000215935-0j -0.00162845-0j -0.00140841-0j -0.00116516-0j -0.000373044-0j 0.00845011-0j -0.00864325-0j 0.00674962-0j -0.00681423-0j 0.00589155-0j -0.00700184-0j 0.00551104-0j 0.00375771-0j -0.0337019-0j -0.00617504-0j 0.00393728-0j 0.0229251-0j -0.00562145-0j 0.0108788-0j -0.0194898-0j 0.00340978-0j 0.0196763-0j 0.00321478-0j -0.00344242-0j 0.0163785-0j -0.0124308-0j -0.00540316-0j -0.0468107-0j -0.00207968-0j 0.00198904-0j 0.00289974-0j 0.00229675-0j -0.00347809-0j -0.00327918-0j 0.00951893-0j -0.00222869-0j 0.00634595-0j 0.0095673-0j 0.000449372-0j 0.00207167-0j -0.00101444-0j 0.0110327-0j 0.00392636-0j 0.00645393-0j 0.00683521-0j 0.00399784-0j 0.00104459-0j 
0.00587182-0j 0.000124545-0j 0.00475672-0j -0.00461577-0j -0.020508-0j 0.00397976-0j 0.000102744-0j -0.00587647-0j -0.000449253-0j 6.29179e-05-0j 0.00284328-0j -0.00390185-0j -0.0179445-0j -0.00489462-0j 0.0499412-0j 0.0174128-0j 6.35699e-05-0j 0.000393214-0j -0.00514191-0j -0.00740173-0j -0.0224899-0j -0.00330248-0j 0.0124403-0j 1.85412e-05-0j 0.0220696-0j -0.00212093-0j 0.00962167-0j -0.00235941-0j -0.00110538-0j -0.000248395-0j 0.000803527-0j 1.69378e-05-0j 0.000641827-0j -0.000622808-0j -0.00273878-0j 1.37212e-05-0j 0.00052405-0j -0.000784782-0j 0.000363072-0j -5.91572e-05-0j 0.000374399-0j 1.148e-05-0j -0.000513791-0j -0.000644518-0j -0.00231517-0j 0.000324239-0j 0.00224657-0j 0.0020056-0j -0.000314631-0j 8.20168e-06-0j -0.0006634-0j -5.17625e-05-0j -0.000426081-0j 0.00014406-0j 0.000189139-0j 0.00296056-0j 0.00143287-0j -0.000317892-0j -0.00196633-0j -0.000563954-0j -2.13509e-05-0j -0.00246664-0j -0.000245867-0j 4.27312e-05-0j 0.00211512-0j -9.27184e-05-0j 0.00192118-0j -0.000232619-0j 0.000636444-0j -0.000175656-0j -6.64823e-05-0j -1.28825e-05-0j 
0.00118629-0j 0.00127129-0j 0.000961002-0j 0.000970961-0j -0.00164786-0j -0.00235439-0j 0.00104876-0j 0.000611775-0j -0.00182385-0j -0.00440342-0j 0.000574428-0j 0.000820783-0j 0.00422214-0j 0.000338556-0j -0.00223581-0j 0.0042659-0j -0.00190009-0j -0.00299075-0j -0.00156749-0j -0.000594744-0j -0.0017446-0j -0.000500821-0j -0.0010408-0j 0.000189258-0j -0.000607134-0j 0.000220801-0j -0.000158386-0j 0.000122191-0j 3.80998e-05-0j 6.41577e-06-0j -0.00763474-0j -0.00813112-0j -0.00609834-0j -0.00616153-0j 0.0103497-0j -0.00658696-0j 0.0145804-0j -0.00384239-0j -0.00344974-0j 0.0112948-0j -0.00355736-0j 0.0161376-0j -0.00508301-0j -0.00209663-0j 0.00874895-0j 0.0211231-0j 0.00883962-0j -0.0415791-0j 0.021342-0j -0.00393728-0j -0.00324809-0j -0.0289397-0j -0.00103778-0j 0.0153248-0j 0.00526236-0j -0.0168815-0j 0.0101446-0j 0.00920913-0j 0.0144952-0j 0.00537199-0j 0.00407653-0j 0.00597898-0j 0.00140142-0j -0.000406011-0j 0.00411877-0j -0.000917277-0j 0.00186106-0j -0.000756715-0j 0.000410325-0j -0.00034192-0j -9.2329e-05-0j -1.39062e-05-0j 
-0.00513784-0j 0.010685-0j -0.00416213-0j -0.00371575-0j -0.00367065-0j 0.0101969-0j 0.0088147-0j -0.0101266-0j 0.00788411-0j -0.0370103-0j -0.00248787-0j -0.00314104-0j 0.00940494-0j -0.00179415-0j -0.00123623-0j 0.00839628-0j -0.01597-0j 0.00514191-0j 0.0259464-0j -0.00132481-0j -0.00590719-0j -0.0272481-0j -0.00204854-0j 0.0015907-0j -0.0016548-0j -0.00365489-0j 0.0152364-0j 0.00664804-0j 0.0158904-0j 0.00813026-0j -0.000703086-0j 0.00145313-0j -0.000561599-0j -0.000501368-0j -0.000490203-0j 0.00117717-0j 0.00134272-0j -0.00135238-0j -0.000317688-0j 0.00103817-0j -0.000327599-0j -0.00288399-0j -0.000413608-0j -0.000236251-0j -0.000414384-0j 0.00194524-0j -0.000369942-0j 0.000783253-0j 0.00173662-0j 0.000703642-0j -0.0011432-0j -0.00266-0j 0.00120056-0j 0.000349643-0j 0.000484613-0j 0.00305589-0j -0.0001911-0j 0.000749353-0j -0.000241271-0j 0.000605323-0j 0.000374695-0j -0.000137813-0j -0.00557345-0j -3.73898e-05-0j -0.000745582-0j -7.46395e-05-0j 0.00110731-0j -8.52676e-05-0j 0.00187152-0j 0.00135982-0j 0.00150965-0j 0.000572541-0j 
-0.000804032-0j 0.000827534-0j -0.000651341-0j 0.000657575-0j -0.000574428-0j 0.00213259-0j 0.000682681-0j -0.000366378-0j -0.00238954-0j 0.000418055-0j 0.0015236-0j -0.00217532-0j -0.000502625-0j 0.00420973-0j -0.00019346-0j 0.000507436-0j 0.000422387-0j 0.000398231-0j -0.000320581-0j -0.000207322-0j -0.00021372-0j -0.00120721-0j 0.00036253-0j 0.000123196-0j -0.000992179-0j -0.000132233-0j -0.000997221-0j -0.000862469-0j -0.000713514-0j -0.000228442-0j -0.000110027-0j 0.000112542-0j -8.78858e-05-0j 8.8727e-05-0j -7.6713e-05-0j 9.11698e-05-0j -7.17584e-05-0j -4.89286e-05-0j 0.000438828-0j 8.04042e-05-0j -5.12667e-05-0j -0.000298505-0j 7.3196e-05-0j -0.000141651-0j 0.000253774-0j -4.43983e-05-0j -0.000256203-0j -4.18591e-05-0j 4.48232e-05-0j -0.000213262-0j 0.00016186-0j 7.03537e-05-0j 0.000609514-0j 2.70791e-05-0j -2.5899e-05-0j -3.77571e-05-0j -2.99056e-05-0j 4.52877e-05-0j 4.26977e-05-0j -0.000123945-0j 2.90194e-05-0j -8.26297e-05-0j -0.000124574-0j -5.8512e-06-0j -2.69749e-05-0j 1.32089e-05-0j -0.000143655-0j -5.11245e-05-0j -8.40356e-05-0j -8.90002e-05-0j -5.20553e-05-0j -1.36014e-05-0j 
-0.000162439-0j -0.000174078-0j 0.000126544-0j -0.000132954-0j -0.000116052-0j 0.000430849-0j 0.000138099-0j -8.37708e-05-0j 0.000502657-0j -8.7941e-05-0j -0.000899829-0j -0.000422956-0j 9.7651e-05-0j 0.000181419-0j -3.90849e-05-0j -0.000102598-0j 0.000259742-0j 8.0558e-05-0j 7.04882e-05-0j 0.000204608-0j -4.88663e-05-0j -2.34195e-05-0j 0.000214276-0j 0.000177431-0j 4.11181e-05-0j 0.000147694-0j -1.11545e-05-0j 4.89117e-05-0j 5.01694e-06-0j -8.78516e-07-0j 0.00211309-0j 0.00225047-0j -0.00162312-0j 0.00170535-0j 0.00147328-0j -0.00175317-0j 0.00137813-0j 0.00106347-0j -0.00842772-0j 0.00160782-0j -0.00287822-0j -0.00596909-0j -0.00135288-0j 0.000580291-0j 0.00468682-0j -0.00081997-0j -0.00492425-0j 0.000803908-0j 0.000861509-0j 0.0124665-0j 0.00338313-0j -0.00135288-0j -0.00112404-0j 0.000541492-0j -0.00242973-0j 0.000820656-0j -0.00167896-0j -0.00254454-0j -0.000789181-0j -0.000488281-0j -0.00283469-0j 0.000338503-0j 0.00013246-0j -0.000989807-0j -0.00171394-0j -0.00173819-0j -0.00025476-0j -0.00102309-0j 5.84095e-05-0j -0.000276644-0j -2.45741e-05-0j 3.84887e-06-0j 
0.00508515-0j 0.00544951-0j -0.0120423-0j 0.00416213-0j -0.00706372-0j 0.00344657-0j -0.013142-0j 0.00262244-0j -0.00781811-0j 0.00275299-0j 0.00209184-0j -0.0102852-0j 0.0180682-0j 0.00145126-0j -0.00958403-0j -0.00624481-0j 0.00236299-0j 0.0374771-0j -0.0067079-0j -0.0314051-0j -0.00747843-0j 0.000733147-0j -0.00379019-0j 0.0255418-0j 0.00760801-0j 0.0116593-0j -0.000678938-0j 0.000444972-0j -0.000477429-0j 2.75019e-05-0j 0.000695875-0j 0.000741118-0j -0.00162488-0j 0.000561599-0j -0.000943337-0j -0.00175507-0j 0.00045384-0j 0.000350218-0j 0.00031443-0j -0.00102948-0j 0.000275451-0j 0.000502309-0j -0.00135435-0j 0.0001911-0j 0.00233113-0j -0.000820859-0j -0.000805695-0j -0.00129422-0j 0.000283709-0j 0.000304868-0j -0.000865442-0j 0.00263329-0j 9.45894e-05-0j -0.00139679-0j 0.00201776-0j -0.000525463-0j -0.000785506-0j 0.000243517-0j 0.0038622-0j -0.00048881-0j -0.00457704-0j -0.00054496-0j 4.36214e-05-0j 0.00215912-0j -0.000318922-0j 0.00263221-0j 0.000495872-0j 0.000849623-0j -3.73994e-05-0j 2.64753e-05-0j -2.46007e-05-0j 1.2675e-06-0j 
0.000726449-0j 0.000778501-0j 0.000588491-0j 0.00059459-0j -0.0010091-0j -0.00144176-0j 0.00064223-0j 0.000374634-0j -0.00111687-0j -0.00269654-0j 0.000351764-0j 0.000502625-0j 0.00258552-0j 0.000207322-0j -0.00136915-0j 0.00261232-0j -0.00116356-0j -0.00183145-0j -0.000959888-0j -0.000364205-0j -0.00106835-0j -0.000306689-0j -0.000637358-0j 0.000115897-0j -0.000371792-0j 0.000135213-0j -9.69911e-05-0j 7.48265e-05-0j 2.33313e-05-0j 3.92884e-06-0j 9.94107e-05-0j 0.000105874-0j 7.94055e-05-0j 8.02284e-05-0j -0.000134762-0j 8.57677e-05-0j -0.00018985-0j 5.00312e-05-0j 4.49185e-05-0j -0.000147068-0j 4.63199e-05-0j -0.000210125-0j 6.6185e-05-0j 2.72999e-05-0j -0.000113919-0j -0.000275041-0j -0.000115099-0j 0.000541396-0j -0.000277891-0j 5.12667e-05-0j 4.22929e-05-0j 0.000376819-0j 1.35128e-05-0j -0.000199542-0j -6.85204e-05-0j 0.000219811-0j -0.000132091-0j -0.000119911-0j -0.00018874-0j -6.99479e-05-0j -5.30798e-05-0j -7.78514e-05-0j -1.82476e-05-0j 5.28661e-06-0j -5.36299e-05-0j 1.19437e-05-0j -2.42326e-05-0j 9.85307e-06-0j -5.34278e-06-0j 4.45209e-06-0j 1.2022e-06-0j 1.81071e-07-0j 
0.000164122-0j -0.00016892-0j 0.000132954-0j -0.000134227-0j 0.000117255-0j -0.000435314-0j -0.000139352-0j 7.47866e-05-0j 0.000487762-0j -8.53351e-05-0j -0.000311003-0j 0.000444035-0j 0.000102598-0j -0.000859308-0j 3.94899e-05-0j -0.00010358-0j -8.62195e-05-0j -8.12885e-05-0j 6.54383e-05-0j 4.23195e-05-0j 4.36255e-05-0j 0.00024642-0j -7.4001e-05-0j -2.51473e-05-0j 0.000202528-0j 2.69919e-05-0j 0.000203557-0j 0.000176051-0j 0.000145645-0j 4.66305e-05-0j -0.00213499-0j 0.00218379-0j -0.00170535-0j 0.00172167-0j -0.00148855-0j 0.00176907-0j -0.00139241-0j -0.000949415-0j 0.00851506-0j 0.00156017-0j -0.000994785-0j -0.00579222-0j 0.0014203-0j -0.00274861-0j 0.00492425-0j -0.000861509-0j -0.00497138-0j -0.000812238-0j 0.000869755-0j -0.00413816-0j 0.00314075-0j 0.00136515-0j 0.0118271-0j 0.000525447-0j -0.000502547-0j -0.000732642-0j -0.000580291-0j 0.000878768-0j 0.00082851-0j -0.00240503-0j 0.000563096-0j -0.00160336-0j -0.00241725-0j -0.000113537-0j -0.000523425-0j 0.000256307-0j -0.00278749-0j -0.000992025-0j -0.00163064-0j -0.00172697-0j -0.00101009-0j -0.000263924-0j 
9.57181e-06-0j 1.02576e-05-0j -7.45666e-06-0j 7.83441e-06-0j 6.83843e-06-0j -2.5388e-05-0j -8.13758e-06-0j 4.93624e-06-0j -2.96194e-05-0j 5.18197e-06-0j 5.30229e-05-0j 2.4923e-05-0j -5.75414e-06-0j -1.06902e-05-0j 2.3031e-06-0j 6.04564e-06-0j -1.53054e-05-0j -4.74692e-06-0j -4.15356e-06-0j -1.20566e-05-0j 2.87947e-06-0j 1.38001e-06-0j -1.26263e-05-0j -1.04552e-05-0j -2.42291e-06-0j -8.70293e-06-0j 6.57284e-07-0j -2.88215e-06-0j -2.95626e-07-0j 5.1767e-08-0j -0.00025034-0j -0.000266616-0j 0.000192293-0j -0.000202034-0j -0.000174541-0j 0.0002077-0j -0.000163268-0j -0.00012599-0j 0.000998441-0j -0.000190479-0j 0.000340986-0j 0.000707164-0j 0.000160277-0j -6.87477e-05-0j -0.000555253-0j 9.71427e-05-0j 0.000583381-0j -9.52397e-05-0j -0.000102064-0j -0.00147691-0j -0.000400803-0j 0.000160277-0j 0.000133166-0j -6.41511e-05-0j 0.000287853-0j -9.72239e-05-0j 0.000198908-0j 0.000301455-0j 9.34951e-05-0j 5.78471e-05-0j 0.000335828-0j -4.01028e-05-0j -1.56927e-05-0j 0.000117263-0j 0.000203052-0j 0.000205926-0j 3.01817e-05-0j 0.000121207-0j -6.91983e-06-0j 3.27743e-05-0j 2.91132e-06-0j -4.55979e-07-0j 
-0.00146796-0j -3.11363e-05-0j 0.00114357-0j 0.00115394-0j -0.00104876-0j 0.00291341-0j 2.4701e-05-0j 0.00146912-0j -2.29744e-05-0j 0.000107848-0j 0.00207793-0j -0.00093805-0j -0.00258407-0j 0.00122366-0j -0.000353209-0j -0.0026075-0j -0.000136041-0j 1.44089e-05-0j 0.0036198-0j 0.00184903-0j 0.000856984-0j -0.00241761-0j -0.00185975-0j 3.1736e-05-0j -0.00108533-0j -0.00259015-0j 0.000492042-0j -0.00172431-0j -0.000265746-0j 6.20987e-05-0j 0.0094475-0j 0.000199147-0j -0.00725689-0j -0.00732269-0j 0.00658696-0j -0.00015514-0j -0.0180424-0j -0.00922711-0j 0.00426884-0j 0.000142277-0j -0.0128684-0j -0.000395241-0j 0.00580923-0j -0.00757795-0j -0.0053546-0j 0.0251361-0j -0.00540316-0j -0.0105247-0j 0.025364-0j -0.000281898-0j 0.00750081-0j 0.000350562-0j -0.00500967-0j 4.79173e-05-0j 0.0318099-0j 0.02085-0j -0.00750656-0j -0.0319943-0j 0.00338872-0j -0.0186716-0j -0.000250845-0j -0.00442047-0j 0.00846488-0j -0.00442538-0j 0.0148709-0j 0.00746375-0j 0.00444336-0j 0.0133604-0j -0.00153069-0j 0.00603741-0j 0.00075169-0j -0.000151467-0j 
-0.000148286-0j -0.000158911-0j -0.000120125-0j -0.00012137-0j 0.000205982-0j 0.000294299-0j -0.000131095-0j -7.64719e-05-0j 0.000227981-0j 0.000550428-0j -7.18035e-05-0j -0.000102598-0j -0.000527768-0j -4.23195e-05-0j 0.000279476-0j -0.000533237-0j 0.000237511-0j 0.000373844-0j 0.000195936-0j 7.4343e-05-0j 0.000218076-0j 6.26026e-05-0j 0.0001301-0j -2.36573e-05-0j 7.58918e-05-0j -2.76002e-05-0j 1.97982e-05-0j -1.52739e-05-0j -4.76248e-06-0j -8.01971e-07-0j 0.00192898-0j 0.00205439-0j 0.00154079-0j 0.00155676-0j -0.00261494-0j 0.00166425-0j -0.00368386-0j 0.000970811-0j 0.000871604-0j -0.00285373-0j 0.000898796-0j -0.00407729-0j 0.00128426-0j 0.000529731-0j -0.00221049-0j -0.00533693-0j -0.0022334-0j 0.0105053-0j -0.00539224-0j 0.000994785-0j 0.000820656-0j 0.00731183-0j 0.000262203-0j -0.00387193-0j -0.00132958-0j 0.00426523-0j -0.0025631-0j -0.00232676-0j -0.00366234-0j -0.00135728-0j -0.00102997-0j -0.00151064-0j -0.000354079-0j 0.000102582-0j -0.00104064-0j 0.000231757-0j -0.000470211-0j 0.00019119-0j -0.000103672-0j 8.63888e-05-0j 2.33277e-05-0j 3.51352e-06-0j 
-0.00726601-0j 0.0074784-0j 0.00566039-0j 0.00594248-0j 0.0100931-0j -0.0049247-0j -0.00593275-0j -0.00331094-0j -0.0107288-0j 0.00377795-0j 0.0102852-0j -0.0048307-0j -0.00849278-0j -0.00972133-0j 0.0136943-0j -0.00891602-0j -0.0111585-0j 0.0169185-0j 0.00278596-0j -0.0177949-0j 0.00944184-0j -0.0109095-0j 0.0186211-0j -0.00762245-0j -0.0167647-0j 0.00583742-0j 0.0175219-0j 0.0227845-0j 0.0062007-0j -0.00206442-0j -0.000994314-0j 0.00101704-0j 0.00076376-0j 0.000801822-0j 0.0013479-0j -0.000792299-0j -0.000648478-0j -0.000442165-0j -0.000449279-0j -0.00141276-0j 0.00135435-0j 0.000689322-0j -0.0006361-0j -0.00128009-0j -0.00109572-0j 0.000385837-0j -0.00115033-0j 0.00184927-0j 0.000405066-0j -0.00143965-0j 0.00035944-0j 0.00118876-0j -0.00140752-0j -0.00191683-0j 0.00114331-0j 0.00066342-0j -0.0038622-0j -0.0011964-0j 0.00181397-0j 0.00107712-0j 0.0024908-0j 0.00365045-0j -0.00112577-0j 0.000465754-0j -0.00138555-0j -0.000817267-0j -0.00242731-0j 0.00225689-0j 0.00147657-0j 0.00235118-0j 0.00045238-0j -0.000122916-0j 
-9.671e-06-0j 9.95369e-06-0j -7.83441e-06-0j 7.9094e-06-0j -6.9093e-06-0j 2.56511e-05-0j 8.21138e-06-0j -4.40684e-06-0j -2.87417e-05-0j 5.02842e-06-0j 1.8326e-05-0j -2.6165e-05-0j -6.04564e-06-0j 5.06352e-05-0j -2.32697e-06-0j 6.1035e-06-0j 5.08053e-06-0j 4.78997e-06-0j -3.85599e-06-0j -2.4937e-06-0j -2.57066e-06-0j -1.45204e-05-0j 4.36055e-06-0j 1.48182e-06-0j -1.19341e-05-0j -1.59051e-06-0j -1.19947e-05-0j -1.03739e-05-0j -8.58224e-06-0j -2.74773e-06-0j 0.000252934-0j -0.000258715-0j 0.000202034-0j -0.000203968-0j 0.00017635-0j -0.000209583-0j 0.00016496-0j 0.000112478-0j -0.00100879-0j -0.000184835-0j 0.000117853-0j 0.00068621-0j -0.000168265-0j 0.00032563-0j -0.000583381-0j 0.000102064-0j 0.000588965-0j 9.62267e-05-0j -0.000103041-0j 0.000490252-0j -0.000372088-0j -0.000161731-0j -0.00140117-0j -6.22502e-05-0j 5.95372e-05-0j 8.67969e-05-0j 6.87477e-05-0j -0.000104109-0j -9.81545e-05-0j 0.000284927-0j -6.67105e-05-0j 0.000189951-0j 0.000286374-0j 1.34509e-05-0j 6.20107e-05-0j -3.0365e-05-0j 0.000330237-0j 0.000117526-0j 0.000193183-0j 0.000204596-0j 0.000119666-0j 3.12673e-05-0j 
-0.000978637-0j -2.07575e-05-0j -0.000792786-0j 0.000769294-0j 0.003418-0j -0.000663293-0j -1.71241e-05-0j 0.000979411-0j 7.48756e-05-0j -1.04863e-05-0j -0.000473879-0j 0.000650308-0j 0.00299075-0j 0.000815771-0j -0.00832353-0j -0.00290213-0j -1.0595e-05-0j -6.55357e-05-0j 0.000856984-0j 0.00123362-0j 0.00374831-0j 0.000550414-0j -0.00207338-0j -3.0902e-06-0j -0.00367827-0j 0.000353488-0j -0.00160361-0j 0.000393235-0j 0.00018423-0j 4.13991e-05-0j 0.00629834-0j 0.000132765-0j 0.00503087-0j -0.0048818-0j -0.0214675-0j 0.000107552-0j 0.00410769-0j -0.00615141-0j 0.00284589-0j -0.000463695-0j 0.00293468-0j 8.99841e-05-0j -0.00402728-0j -0.00505197-0j -0.0181471-0j 0.0025415-0j 0.0176094-0j 0.0157206-0j -0.00246619-0j 6.42877e-05-0j -0.00519997-0j -0.000405733-0j -0.00333978-0j 0.00112919-0j 0.00148254-0j 0.0232059-0j 0.0112313-0j -0.00249175-0j -0.0154128-0j -0.00442047-0j -0.000167356-0j -0.0193344-0j -0.00192719-0j 0.000334942-0j 0.0165791-0j -0.00072676-0j 0.0150589-0j -0.00182335-0j 0.00498868-0j -0.00137685-0j -0.000521112-0j -0.000100978-0j 
-0.000898935-0j -1.9067e-05-0j 0.000700292-0j 0.000706642-0j -0.00064223-0j 0.00178409-0j 1.51262e-05-0j 0.000899646-0j -1.40689e-05-0j 6.60434e-05-0j 0.00127247-0j -0.000574436-0j -0.00158241-0j 0.000749333-0j -0.000216295-0j -0.00159676-0j -8.33076e-05-0j 8.82362e-06-0j 0.00221667-0j 0.0011323-0j 0.000524794-0j -0.00148048-0j -0.00113886-0j 1.94343e-05-0j -0.000664626-0j -0.00158614-0j 0.000301313-0j -0.00105592-0j -0.000162736-0j 3.80275e-05-0j -0.000123014-0j -2.59306e-06-0j 9.44908e-05-0j 9.53477e-05-0j -8.57677e-05-0j 2.02005e-06-0j 0.000234927-0j 0.000120145-0j -5.55839e-05-0j -1.85257e-06-0j 0.000167557-0j 5.14637e-06-0j -7.56411e-05-0j 9.86713e-05-0j 6.97214e-05-0j -0.000327293-0j 7.03537e-05-0j 0.000137041-0j -0.000330261-0j 3.67055e-06-0j -9.76668e-05-0j -4.56461e-06-0j 6.52301e-05-0j -6.23923e-07-0j -0.000414192-0j -0.000271485-0j 9.77417e-05-0j 0.000416593-0j -4.41239e-05-0j 0.000243119-0j 3.26621e-06-0j 5.75583e-05-0j -0.00011022-0j 5.76221e-05-0j -0.000193631-0j -9.71843e-05-0j -5.78563e-05-0j -0.000173964-0j 1.99309e-05-0j -7.86122e-05-0j -9.78763e-06-0j 1.97223e-06-0j 
-0.003633-0j -7.70583e-05-0j 0.0143767-0j 0.00285586-0j -0.00259554-0j -0.00246235-0j 0.000310535-0j 0.00363588-0j -5.68586e-05-0j -3.89284e-05-0j -0.0216705-0j -0.011793-0j 0.0110942-0j 0.00302839-0j -0.000874147-0j 0.0022038-0j -0.000484509-0j 0.000181146-0j -0.0155409-0j -0.00685634-0j 0.00212093-0j 0.00204331-0j 0.0193951-0j 0.000747668-0j -0.0136445-0j 0.00960446-0j 0.00121774-0j 0.0179826-0j -0.0033409-0j 0.000153686-0j -0.000497157-0j -1.04797e-05-0j 0.00193986-0j 0.000385343-0j -0.000346626-0j 4.14709e-05-0j -0.000324239-0j 0.000485559-0j -0.000224639-0j -7.48708e-06-0j -0.00285355-0j -7.10286e-06-0j -0.00155288-0j 0.000398775-0j 0.00143135-0j 0.000979981-0j 0.000284331-0j -0.000189139-0j 0.000194668-0j -6.25105e-05-0j -0.00200506-0j 3.20022e-05-0j 0.000263624-0j -2.52156e-06-0j -0.000856504-0j 0.000374695-0j -0.00166457-0j 0.00242287-0j -0.000905848-0j -0.0017045-0j -1.97777e-05-0j 0.000232619-0j 0.000152122-0j 0.00662162-0j 0.0032976-0j -0.00373884-0j -0.00118777-0j 0.0010534-0j 8.05499e-05-0j 0.00133879-0j -0.000200936-0j 7.97065e-06-0j 
0.000856307-0j -0.00178084-0j 0.000693688-0j 0.000619292-0j 0.000611775-0j -0.00169949-0j -0.00146912-0j 0.00168777-0j -0.00131402-0j 0.00616838-0j 0.000414644-0j 0.000523506-0j -0.00156749-0j 0.000299025-0j 0.000206038-0j -0.00139938-0j 0.00266167-0j -0.000856984-0j -0.0043244-0j 0.000220801-0j 0.000984531-0j 0.00454135-0j 0.000341424-0j -0.000265116-0j 0.0002758-0j 0.000609148-0j -0.0025394-0j -0.00110801-0j -0.00264839-0j -0.00135504-0j -0.00551104-0j 0.0113902-0j -0.00440201-0j -0.00392991-0j -0.00384239-0j 0.00922711-0j 0.0105247-0j -0.0106004-0j -0.00249015-0j 0.00813755-0j -0.00256784-0j -0.0226058-0j -0.00324201-0j -0.00185182-0j -0.00324809-0j 0.0152475-0j -0.00289974-0j 0.00613942-0j 0.0136122-0j 0.0055154-0j -0.00896084-0j -0.02085-0j 0.0094104-0j 0.00274063-0j 0.00379857-0j 0.0239532-0j -0.00149791-0j 0.0058737-0j -0.00189117-0j 0.00474474-0j 0.002937-0j -0.00108023-0j -0.0436867-0j -0.000293074-0j -0.00584414-0j -0.000585051-0j 0.0086795-0j -0.000668358-0j 0.0146697-0j 0.0106588-0j 0.0118332-0j 0.00448778-0j 
