-0.07246-0j -0.0732109-0j -0.0085127-0j -0.0105339-0j -0.00614479-0j 0.496821-0j -0.000750064-0j 0.579624-0j 0.354946-0j -0.000875074-0j 0.507171-0j -0.000535871-0j -0.00076569-0j 0.209197-0j -0.000315831-0j -0.00378315-0j 0.0639381-0j -5.57311e-05-0j -0.00427352-0j -0.00348932-0j 0.0722258-0j -0.00352548-0j -6.29549e-05-0j -0.00305315-0j 0.0589721-0j 0.0595832-0j -5.14025e-05-0j -0.00251872-0j 0.0516006-0j -5.19352e-05-0j -0.000804744-0j -4.49772e-05-0j 0.0425683-0j -3.71043e-05-0j 0.0136008-0j -1.1855e-05-0j -0.00298146-0j -0.00049691-0j 0.0584884-0j -0.00329987-0j 0.00593839-0j -3.66009e-06-0j -0.00260878-0j -0.000549979-0j -0.00173919-0j -0.00263581-0j 0.0647348-0j 0.0065726-0j -0.00304358-0j -0.000434797-0j -4.05098e-06-0j -0.000289864-0j -0.00107607-0j 0.0511774-0j -0.00177542-0j -0.000439302-0j 0.0341183-0j -0.00188312-0j 0.0517077-0j 0.0051961-0j 0.00346406-0j -0.000507263-0j 0.00524994-0j -3.20258e-06-0j -0.00109848-0j 0.059707-0j -0.000179344-0j -2.13505e-06-0j -0.000295903-0j -3.23577e-06-0j -0.000286567-0j 0.0211096-0j 0.00606211-0j -0.000313853-0j 0.0348291-0j 0.00214328-0j 0.0369418-0j -3.73634e-06-0j -0.000183081-0j 0.00353623-0j 0.00375074-0j 0.0215494-0j -1.321e-06-0j -2.17953e-06-0j -4.77611e-05-0j 0.00218793-0j 0.00562169-0j -2.31174e-06-0j 0.000570776-0j -1.34852e-06-0j -3.51794e-07-0j 
-0.00329987-0j -0.00333407-0j 0.0182792-0j 0.0226194-0j 0.0131946-0j 0.000702376-0j -0.00966166-0j -0.000276099-0j -0.000169075-0j 0.00379793-0j -0.000241587-0j 0.00232575-0j 0.00332319-0j -9.96494e-05-0j 0.00137074-0j -0.000172287-0j 0.00143605-0j 0.000364088-0j 0.000577613-0j -0.000158906-0j -0.00481453-0j -0.000160553-0j -0.00122065-0j -0.000139043-0j 0.00132451-0j 0.00133824-0j 0.00033581-0j -0.000114704-0j 0.00115895-0j 0.00033929-0j -3.66486e-05-0j 0.000293834-0j 0.000956084-0j 0.0002424-0j 0.000305473-0j 7.74481e-05-0j -0.000135778-0j 0.00106701-0j -1.38578e-05-0j -0.000150278-0j 0.000269581-0j 3.19371e-05-0j 0.000352605-0j 0.00118096-0j -7.92037e-05-0j 0.000356259-0j -1.53377e-05-0j 0.000298372-0j -0.000138606-0j -0.00277095-0j 3.53479e-05-0j 0.000622423-0j -4.90048e-05-0j 3.59876e-05-0j -8.08538e-05-0j -0.00279966-0j -8.08369e-06-0j -8.57584e-05-0j 3.63605e-05-0j -0.000700083-0j 0.000157256-0j 0.00108924-0j -0.000707338-0j -8.29384e-05-0j -5.00257e-05-0j -1.41465e-05-0j 0.000385104-0j 1.863e-05-0j 0.00063539-0j -8.37979e-05-0j -1.30504e-05-0j -5.00153e-06-0j 0.000275198-0j 0.000673933-0j -8.2521e-06-0j 9.7297e-05-0j -8.75268e-06-0j 3.26025e-05-0j 0.000393127-0j 0.000160532-0j 0.00017027-0j -5.10573e-06-0j 1.15267e-05-0j 1.90181e-05-0j 0.000102557-0j 9.9324e-05-0j -1.33195e-06-0j 2.01718e-05-0j 2.59111e-05-0j 1.17669e-05-0j 3.06968e-06-0j 
-0.0206985-0j -0.0215129-0j 0.00250295-0j 0.0029048-0j 0.00162216-0j 0.00152793-0j 0.000220537-0j -0.00172081-0j -0.00321266-0j -0.000248378-0j 0.00151445-0j -0.000463708-0j 0.000218592-0j 0.00304081-0j 0.000438903-0j 0.00111234-0j 0.000196636-0j 1.63863e-05-0j -0.00121298-0j -0.00099674-0j -0.000214427-0j -0.00103596-0j -1.78689e-05-0j 0.00255045-0j -0.0001762-0j -0.000183133-0j -1.46834e-05-0j -0.000645987-0j 0.00045086-0j -1.52611e-05-0j 0.0024812-0j 3.75717e-05-0j -0.000114195-0j -9.51628e-06-0j 0.000438618-0j 3.65515e-05-0j 0.000876624-0j 0.000146104-0j 8.94701e-05-0j -0.000936625-0j 1.8263e-05-0j 1.07616e-06-0j -0.00074521-0j -0.000156104-0j 0.000511364-0j -0.00077453-0j -9.55938e-05-0j -1.9513e-05-0j 0.000839285-0j -0.000124202-0j -1.14982e-06-0j 8.52274e-05-0j -0.00155493-0j -7.60577e-05-0j 0.000468691-0j -0.000129088-0j 5.21909e-05-0j 0.00162855-0j -7.90501e-05-0j -1.55252e-05-0j 1.06534e-05-0j 0.000139881-0j -1.6136e-05-0j -9.14832e-07-0j -0.00148308-0j 8.56592e-05-0j -0.000259155-0j 6.27759e-07-0j 7.81152e-05-0j -9.50825e-07-0j 0.00153158-0j -0.0001587-0j 1.74851e-05-0j 0.000271425-0j 4.78356e-05-0j -3.23944e-05-0j 0.000166213-0j 1.03032e-06-0j -0.00024718-0j 9.7644e-06-0j 3.39281e-05-0j -0.000151366-0j -1.90886e-06-0j 5.75373e-07-0j 0.000255264-0j -3.08975e-05-0j 0.000156317-0j 1.99923e-06-0j 3.1908e-05-0j -1.82065e-06-0j 1.8802e-06-0j 
-0.00878788-0j -0.0419653-0j -0.00103241-0j 0.0037441-0j -0.000892216-0j -0.000630238-0j -9.0967e-05-0j 0.00215488-0j -0.000450264-0j 0.00031103-0j -0.00304081-0j -6.499e-05-0j -0.000438903-0j 0.00369211-0j 0.00053291-0j -0.000458817-0j -8.11082e-05-0j -6.75901e-06-0j 0.00151895-0j -0.000423181-0j 0.000268515-0j -0.00202085-0j 2.23762e-05-0j 0.00108519-0j -7.48086e-05-0j -0.000357239-0j -6.23405e-06-0j -0.000365715-0j 0.000191836-0j -2.97699e-05-0j 0.00181716-0j 1.59863e-05-0j -6.465e-05-0j -5.3875e-06-0j 0.000321231-0j 2.67693e-05-0j -0.000361589-0j -6.02648e-05-0j -3.69045e-05-0j 0.00117288-0j -7.5331e-06-0j -4.43892e-07-0j -0.00031639-0j 0.00019548-0j -0.000210927-0j -0.00151088-0j 0.000119707-0j 2.4435e-05-0j 0.00108178-0j -5.27317e-05-0j 1.43985e-06-0j -3.51545e-05-0j -0.000130504-0j -3.22915e-05-0j -0.000257789-0j -0.000251813-0j -2.15276e-05-0j -0.00107943-0j -0.000154204-0j -6.59147e-06-0j -4.39431e-06-0j 0.000180297-0j -3.14767e-05-0j -3.88406e-07-0j 0.0018535-0j 0.000110409-0j -2.17507e-05-0j -2.58937e-07-0j -4.29648e-05-0j -1.85478e-06-0j -0.00109281-0j -1.33195e-05-0j 2.25372e-05-0j -0.000179904-0j -2.63104e-05-0j -2.71884e-06-0j -0.000110168-0j 1.32802e-06-0j 0.000308917-0j -5.3706e-06-0j -2.2488e-05-0j 0.000189172-0j -1.60209e-07-0j -3.16466e-07-0j -0.000182135-0j 3.86146e-05-0j -0.000111535-0j -1.32512e-06-0j -2.27669e-05-0j 2.27539e-06-0j -1.34155e-06-0j 
-0.00260878-0j -0.00263581-0j -0.000306483-0j -0.000379254-0j -0.000221231-0j -0.0530873-0j 8.01474e-05-0j 0.0208682-0j 0.0127791-0j -3.15053e-05-0j 0.0182597-0j -1.9293e-05-0j -2.75672e-05-0j 0.00753175-0j -1.13709e-05-0j -0.000136205-0j 0.00230197-0j -2.00649e-06-0j 0.000456643-0j -0.000125626-0j -0.00771762-0j -0.000126928-0j 6.72699e-06-0j -0.000109923-0j 0.00212317-0j 0.00214518-0j -1.85065e-06-0j -9.06817e-05-0j 0.00185778-0j -1.86983e-06-0j -2.89732e-05-0j -1.61932e-06-0j 0.00153259-0j -1.33587e-06-0j 0.000489669-0j -4.26816e-07-0j 0.0207629-0j -1.78903e-05-0j 0.00210576-0j 0.0229803-0j 0.0002138-0j -1.31774e-07-0j -0.0539197-0j -1.98009e-05-0j 0.0121117-0j -0.0544785-0j 0.00233065-0j 0.000236634-0j 0.0211955-0j 4.64598e-05-0j -1.45848e-07-0j -1.0436e-05-0j 0.00749372-0j -0.00546851-0j 0.012364-0j 4.69413e-05-0j 0.00122836-0j 0.013114-0j -0.00552518-0j -0.000555224-0j 0.000124717-0j -1.8263e-05-0j -0.000560978-0j 3.42209e-07-0j 0.00764984-0j 0.00214963-0j -6.45695e-06-0j -7.68684e-08-0j -1.06534e-05-0j 3.45755e-07-0j 0.00199565-0j 0.00076001-0j 0.000218255-0j -1.12997e-05-0j 0.00125395-0j 7.71646e-05-0j 0.00133002-0j -1.3452e-07-0j -6.59147e-06-0j 0.000127315-0j 0.000135038-0j 0.000775843-0j -4.75599e-08-0j -7.84698e-08-0j -1.71955e-06-0j 7.87722e-05-0j 0.000202398-0j -8.32298e-08-0j 2.05497e-05-0j -4.85507e-08-0j -1.26657e-08-0j 
0.00384985-0j -0.00375496-0j 0.0419393-0j -0.000457217-0j 0.0299874-0j 0.000276099-0j -0.00379793-0j -1.09755e-05-0j 0.000197255-0j 0.000150975-0j -0.000272084-0j -0.00271337-0j 0.0037427-0j -0.000340716-0j 0.00468677-0j 0.000201002-0j -0.00167539-0j -0.00042477-0j 3.93393e-06-0j -0.000364589-0j -3.27901e-05-0j 0.000355603-0j -8.31343e-06-0j 2.81054e-06-0j 0.00303892-0j -0.00296402-0j 0.000770472-0j -0.000260688-0j -2.34264e-05-0j -0.000751482-0j -0.000167323-0j -5.9394e-06-0j 0.00217288-0j 0.000550902-0j 0.00139467-0j 0.000353597-0j 0.000158407-0j -0.00124485-0j 1.61674e-05-0j 3.03765e-06-0j -0.000314511-0j -3.726e-05-0j 0.000138606-0j -2.38714e-05-0j -0.00045585-0j -0.00013519-0j 3.10029e-07-0j -6.03113e-06-0j -5.50987e-06-0j -0.00108924-0j -7.14505e-07-0j 0.0035823-0j 5.71722e-05-0j 1.41465e-05-0j 0.000361375-0j 0.00106239-0j -4.6525e-05-0j -9.65845e-05-0j -1.37978e-05-0j -0.000275198-0j 0.000905071-0j 4.32994e-05-0j 0.000268415-0j -3.26025e-05-0j -0.000171045-0j -5.62349e-07-0j -0.000449288-0j 0.000107223-0j -0.00283987-0j 3.17989e-05-0j -7.45448e-05-0j 5.83512e-06-0j 1.09396e-05-0j 0.00075901-0j 3.68827e-05-0j -0.000113513-0j -9.85761e-06-0j 1.29601e-06-0j 0.00134416-0j -0.000717495-0j 0.000191765-0j -1.74572e-05-0j -1.34478e-05-0j -8.50012e-05-0j 0.000585811-0j 0.000339603-0j -7.6082e-06-0j 2.27182e-05-0j 0.000148006-0j 4.02326e-05-0j 1.75341e-05-0j 
-0.00173919-0j -0.00175721-0j -0.000204322-0j -0.000252836-0j -0.000147488-0j 0.000370185-0j 5.34316e-05-0j -0.000145517-0j -8.91106e-05-0j -2.10036e-05-0j -0.000127327-0j -1.2862e-05-0j -1.83781e-05-0j -5.25198e-05-0j -7.58059e-06-0j 0.0263082-0j -1.60519e-05-0j -1.33766e-06-0j -0.0882013-0j 0.0242649-0j 5.3816e-05-0j 0.0245163-0j 4.48466e-06-0j 0.0212318-0j -1.48052e-05-0j -1.49586e-05-0j -1.23376e-06-0j 0.0175153-0j -1.29545e-05-0j -1.24655e-06-0j 0.00559622-0j -1.07954e-06-0j -1.06869e-05-0j -8.90578e-07-0j -3.41453e-06-0j -2.84544e-07-0j -7.15612e-05-0j 0.00345554-0j -7.30368e-06-0j -7.92037e-05-0j -1.49086e-06-0j -8.78496e-08-0j 0.000185839-0j 0.00382458-0j -4.1744e-05-0j 0.000187765-0j -8.08369e-06-0j -1.65008e-06-0j -7.3052e-05-0j -0.00897378-0j -9.72317e-08-0j 0.00201573-0j -2.58278e-05-0j 1.89671e-05-0j -4.26137e-05-0j -0.00906677-0j -4.26048e-06-0j -4.51986e-05-0j 1.91637e-05-0j 3.87165e-06-0j -8.69667e-07-0j 0.00352753-0j 3.91177e-06-0j 2.28139e-07-0j -2.63659e-05-0j -7.45584e-06-0j 0.00124717-0j -5.12456e-08-0j 0.00205772-0j 2.30503e-07-0j -6.87818e-06-0j -2.63604e-06-0j -1.52192e-06-0j 0.00218255-0j -4.34924e-06-0j -5.38079e-07-0j -4.61307e-06-0j -8.96798e-08-0j 0.00127315-0j -8.87785e-07-0j -9.41638e-07-0j -2.69095e-06-0j -3.17066e-08-0j -5.23132e-08-0j 0.000332133-0j -5.49289e-07-0j -7.02002e-07-0j -5.54866e-08-0j -1.43296e-07-0j -3.23672e-08-0j -8.44377e-09-0j 
0.000376545-0j 0.000380447-0j -0.00421588-0j -0.00521689-0j -0.00304318-0j -8.01474e-05-0j -0.0514261-0j 3.15053e-05-0j 1.9293e-05-0j 0.0202152-0j 2.75672e-05-0j 0.0123792-0j 0.0176883-0j 1.13709e-05-0j 0.00729606-0j 1.96595e-05-0j -0.000331207-0j 0.00394545-0j -6.59108e-05-0j 1.81326e-05-0j 0.00111041-0j 1.83205e-05-0j -0.0132276-0j 1.5866e-05-0j -0.000305483-0j -0.000308648-0j 0.00363901-0j 1.30888e-05-0j -0.000267297-0j 0.00367672-0j 4.18193e-06-0j 0.00318413-0j -0.000220509-0j 0.00262677-0j -7.04537e-05-0j 0.000839267-0j -0.00299687-0j -0.000246093-0j 1.58129e-06-0j -0.00331692-0j 0.0014349-0j 0.000521872-0j 0.00778264-0j -0.000272375-0j -0.00174817-0j 0.0078633-0j 1.75017e-06-0j 0.00158814-0j -0.0030593-0j 0.000639086-0j 0.000577606-0j -0.000143554-0j -0.00108163-0j -4.1065e-06-0j -0.00178459-0j 0.000645708-0j 9.22421e-07-0j -0.00189285-0j -4.14906e-06-0j -0.00372633-0j 0.000837025-0j -0.00025122-0j -0.00376495-0j -0.00135526-0j -0.00110416-0j 1.61424e-06-0j -8.88196e-05-0j 0.000304425-0j -0.000146545-0j -0.00136931-0j -0.000288047-0j 5.70719e-07-0j 0.00146479-0j -0.000155434-0j 9.41638e-07-0j 0.000517883-0j 9.98758e-07-0j 0.000532744-0j -9.067e-05-0j 0.000854463-0j 0.000906295-0j 5.82609e-07-0j 0.000188354-0j 0.000310767-0j -2.36535e-05-0j 0.000528672-0j 1.51988e-07-0j 0.000329619-0j 0.000137917-0j 0.000192278-0j 5.01603e-05-0j 
-0.0069384-0j 0.00238197-0j -0.0130593-0j 0.0475602-0j -0.00942671-0j 0.000169075-0j -0.00232575-0j 0.000197255-0j 0.000107234-0j -0.00271337-0j -0.000507966-0j -0.00147508-0j 0.00698742-0j 7.1193e-05-0j -0.000979307-0j 0.000123088-0j -0.00102596-0j -0.000260117-0j 0.000139043-0j -0.00033412-0j -0.00115895-0j 0.000114704-0j -0.000293834-0j 8.81863e-05-0j 0.00278496-0j -0.000956084-0j 0.000706083-0j -0.00024118-0j -0.000735051-0j -0.0002424-0j 2.6183e-05-0j -0.000186361-0j 0.00201029-0j 0.000509678-0j -0.000218241-0j -5.53316e-05-0j 9.70043e-05-0j -0.000762309-0j 9.90046e-06-0j 0.000107364-0j -0.000192598-0j -2.2817e-05-0j -0.000249804-0j -0.000843721-0j 5.65858e-05-0j 8.57584e-05-0j 1.09578e-05-0j -0.000213167-0j -0.000291438-0j 0.00196308-0j -2.52538e-05-0j -0.00044468-0j 0.000437369-0j -2.54955e-05-0j 5.77647e-05-0j -0.000673933-0j 5.77527e-06-0j 5.43913e-05-0j 8.75268e-06-0j 0.000495975-0j -0.000112349-0j 0.00229026-0j -0.00017027-0j 5.87579e-05-0j -0.000105185-0j -2.97447e-05-0j -0.00343707-0j -1.33099e-05-0j -0.000453944-0j -2.01718e-05-0j 9.32368e-06-0j 4.46388e-05-0j 0.000578638-0j -0.000427435-0j 5.89559e-06-0j -0.000868379-0j 5.55129e-06-0j 6.85509e-05-0j 0.0008266-0j -0.00011469-0j -0.000107992-0j -1.07354e-05-0j -0.000102876-0j -1.35872e-05-0j -7.32702e-05-0j 0.000208841-0j 9.51594e-07-0j -1.27937e-05-0j -1.85118e-05-0j 2.47413e-05-0j -2.19308e-06-0j 
0.00327272-0j 0.00340149-0j 0.01866-0j 0.0216559-0j 0.0120936-0j -0.000241587-0j 0.00332319-0j 0.000272084-0j 0.000507966-0j -0.0037427-0j -0.000239455-0j -0.00698742-0j 0.00329387-0j -0.000480794-0j 0.00661364-0j -0.000175877-0j 0.00146597-0j 0.000371673-0j 0.000191789-0j 0.000157598-0j -0.0015986-0j 0.000163799-0j -0.000405301-0j -0.000403261-0j -0.00131362-0j -0.0013653-0j -0.000333047-0j 0.000102139-0j 0.00336126-0j -0.00034615-0j -0.000392312-0j 0.000852197-0j -0.000851353-0j -0.000215848-0j 0.00327-0j 0.000829058-0j -0.000138606-0j 0.00108924-0j -1.41465e-05-0j 0.000148093-0j 0.000275198-0j 3.26025e-05-0j 0.000117828-0j -0.00116379-0j -8.08538e-05-0j 0.000122464-0j 1.51147e-05-0j -0.000294033-0j -0.000132703-0j -0.000925953-0j -3.4834e-05-0j 0.00063539-0j 0.000245856-0j 1.20258e-05-0j -7.41066e-05-0j -0.000962383-0j -8.2521e-06-0j -0.000257496-0j 1.24989e-05-0j -0.000233943-0j 0.000160532-0j 0.00104284-0j -0.000243147-0j -2.77151e-05-0j 0.000234496-0j -1.35439e-05-0j -0.00193206-0j 1.90181e-05-0j 0.000582367-0j -2.88055e-05-0j -0.000242165-0j 2.50926e-05-0j 0.000263476-0j 0.00202353-0j -7.56347e-06-0j -0.000488138-0j -2.62806e-05-0j 3.12138e-05-0j -0.00184279-0j 0.000147136-0j 0.000511248-0j 2.39331e-05-0j -5.78294e-05-0j 1.74311e-05-0j 0.00190305-0j -0.000465582-0j -2.47158e-05-0j 6.05672e-05-0j 0.000480808-0j -5.51572e-05-0j 5.69611e-05-0j 
0.00304358-0j -0.00296856-0j -0.000703186-0j 7.66604e-06-0j -0.000502791-0j -0.0208682-0j 3.15053e-05-0j 0.000829552-0j -0.014909-0j -1.2524e-06-0j 0.0205648-0j 2.25085e-05-0j -3.10472e-05-0j 0.0257521-0j -3.88787e-05-0j 0.000158906-0j -0.00268563-0j 2.3409e-06-0j 3.11004e-06-0j -0.000288233-0j -5.25621e-05-0j 0.000281129-0j 4.58153e-08-0j 2.22192e-06-0j 0.00487135-0j -0.00475128-0j -4.24607e-06-0j -0.000206092-0j -3.75522e-05-0j 4.14141e-06-0j -0.00013228-0j 3.2732e-08-0j 0.0034831-0j -3.03602e-06-0j 0.00223563-0j -1.94867e-06-0j -0.0242234-0j 2.0872e-05-0j -0.00245672-0j -0.000464512-0j -0.000249434-0j 1.53737e-07-0j -0.0211955-0j 4.00246e-07-0j 0.0697077-0j 0.020673-0j -4.71106e-05-0j -4.78319e-06-0j 0.00084256-0j 1.8263e-05-0j 2.94809e-09-0j -6.00635e-05-0j -0.00874268-0j -0.00214963-0j -0.0552608-0j -1.78129e-05-0j 0.00706972-0j 0.0147695-0j 0.00209665-0j -0.000218255-0j 0.000717796-0j -7.25989e-07-0j 0.000212875-0j 1.3452e-07-0j 0.0261559-0j 8.5452e-05-0j 7.5331e-06-0j -4.42409e-07-0j 4.76153e-05-0j -1.31204e-07-0j 0.0113993-0j -0.000886678-0j 8.67604e-06-0j -1.27261e-05-0j -0.00560452-0j -9.00254e-05-0j 0.00149792-0j -5.34742e-09-0j -2.25372e-05-0j -0.000569033-0j 0.000152085-0j 0.00265272-0j 5.54866e-08-0j 3.5072e-07-0j -9.82214e-06-0j 0.000269334-0j 0.00115611-0j -9.37367e-08-0j 0.000117381-0j -1.66002e-07-0j -7.23469e-08-0j 
0.000434797-0j 0.000439302-0j -0.0024085-0j -0.00298037-0j -0.00173855-0j 0.00884789-0j 0.00127303-0j -0.00347804-0j -0.00212986-0j -0.000500421-0j -0.00304328-0j -0.000306444-0j -0.000437868-0j -0.00125529-0j -0.000180611-0j -0.00327717-0j 0.01809-0j -4.79728e-05-0j 0.0109871-0j -0.00302264-0j -0.0606489-0j -0.00305396-0j 0.000160835-0j -0.00264481-0j 0.016685-0j 0.0168579-0j -4.42468e-05-0j -0.00218186-0j 0.0145994-0j -4.47054e-05-0j -0.000697113-0j -3.8716e-05-0j 0.0120439-0j -3.19391e-05-0j 0.00384807-0j -1.02047e-05-0j 1.78903e-05-0j 0.0202962-0j -0.00035096-0j 1.98009e-05-0j 0.00339594-0j -4.20809e-06-0j -4.64598e-05-0j 0.0224638-0j 1.0436e-05-0j -4.69413e-05-0j -0.000388442-0j 0.00375861-0j 1.8263e-05-0j -0.0527078-0j -4.6575e-06-0j 0.0118395-0j 6.45695e-06-0j 0.000911419-0j 1.06534e-05-0j -0.053254-0j -0.000204727-0j 1.12997e-05-0j 0.000920864-0j -0.008819-0j 0.00198096-0j 0.020719-0j -0.00891039-0j 1.09281e-05-0j 6.59147e-06-0j -0.000358272-0j 0.00732529-0j -2.45472e-06-0j 0.0120861-0j 1.10413e-05-0j 1.71955e-06-0j -0.000126668-0j 0.00346668-0j 0.0128193-0j -0.000208992-0j 0.00122566-0j -0.00022167-0j -4.29576e-06-0j 0.0074779-0j 0.00202223-0j 0.0021449-0j -0.000129307-0j -1.51878e-06-0j -2.50586e-06-0j 0.00195079-0j 0.00125119-0j -3.3733e-05-0j -2.65786e-06-0j 0.000326404-0j -1.55042e-06-0j -4.04465e-07-0j 
0.00138949-0j 0.0066353-0j -0.00769688-0j 0.0279131-0j -0.00665168-0j 9.96494e-05-0j -0.00137074-0j -0.000340716-0j 7.1193e-05-0j 0.00468677-0j 0.000480794-0j -0.000979307-0j -0.00661364-0j -0.000583774-0j 0.0080302-0j 7.25454e-05-0j -0.00060468-0j -0.000153307-0j -0.000240167-0j 6.69108e-05-0j 0.00200184-0j 0.000319524-0j 0.000507536-0j -0.000171583-0j -0.000557715-0j -0.0026633-0j -0.0001414-0j 5.78247e-05-0j 0.00143018-0j -0.000675238-0j -0.000287318-0j 0.000362601-0j -0.00048198-0j -0.000122199-0j 0.00239485-0j 0.000607179-0j 5.71722e-05-0j -0.000449288-0j 5.83512e-06-0j -0.000185449-0j -0.000113513-0j -1.34478e-05-0j 5.00257e-05-0j 0.00145735-0j 3.33505e-05-0j 0.000238891-0j -1.89273e-05-0j 0.000368201-0j -0.000171045-0j -0.000393127-0j 4.36206e-05-0j -0.000262085-0j 2.06346e-05-0j 5.10573e-06-0j 4.076e-05-0j -0.00187733-0j 3.40382e-06-0j 0.000170672-0j 2.43817e-05-0j -9.9324e-05-0j -6.6216e-05-0j 0.00134416-0j -0.000474309-0j -1.17669e-05-0j -0.000293064-0j -1.74572e-05-0j -0.000162157-0j -7.84458e-06-0j -0.000320312-0j -5.61911e-05-0j 0.000172789-0j 2.10601e-06-0j 0.000339603-0j -0.00134123-0j 4.16005e-06-0j -4.09691e-05-0j 1.74191e-05-0j 4.02326e-05-0j 0.00230305-0j -8.09273e-05-0j -0.000338863-0j -2.99108e-05-0j -4.85358e-06-0j -9.58741e-06-0j -0.00135786-0j 0.000581868-0j 1.76352e-05-0j -4.01449e-05-0j -0.000343065-0j 6.89335e-05-0j -4.06427e-05-0j 
0.00202905-0j -0.00197904-0j -0.000468791-0j 5.11069e-06-0j -0.000335194-0j 0.000145517-0j 2.10036e-05-0j -5.78458e-06-0j 0.000103962-0j -8.34932e-07-0j -0.000143401-0j 1.50057e-05-0j -2.06982e-05-0j -0.000179573-0j -2.59191e-05-0j -0.0306929-0j 1.87272e-05-0j 1.5606e-06-0j -0.00060071-0j 0.0556726-0j 3.66522e-07-0j -0.0543004-0j 3.05435e-08-0j -0.000429168-0j -3.39686e-05-0j 3.31313e-05-0j -2.83071e-06-0j 0.0398069-0j 2.61856e-07-0j 2.76094e-06-0j 0.0255501-0j 2.18213e-08-0j -2.42881e-05-0j -2.02401e-06-0j -1.55894e-05-0j -1.29911e-06-0j 8.3488e-05-0j -0.00403146-0j 8.52096e-06-0j 1.60098e-06-0j 1.73933e-06-0j 1.02491e-07-0j 7.3052e-05-0j -7.7308e-05-0j -0.000240254-0j -7.12514e-05-0j 1.634e-07-0j 3.33538e-08-0j -2.90396e-06-0j -0.00352753-0j 1.96539e-09-0j 0.0116013-0j 3.01324e-05-0j 7.45584e-06-0j 0.000190461-0j 0.00344058-0j -2.45208e-05-0j -5.09045e-05-0j -7.27207e-06-0j 1.52192e-06-0j -5.00529e-06-0j 0.000140226-0j -1.48441e-06-0j 8.96798e-08-0j -9.01487e-05-0j -2.96384e-07-0j -0.00145503-0j -2.94939e-07-0j -0.00919697-0j -8.74694e-08-0j -3.92886e-05-0j 3.07538e-06-0j -6.04991e-08-0j 0.00245807-0j 1.94389e-05-0j 6.27759e-07-0j -5.19542e-06-0j -3.56494e-09-0j 0.00435309-0j 3.96794e-06-0j -1.06051e-06-0j -9.20077e-06-0j 3.6991e-08-0j 2.33813e-07-0j 0.00189716-0j -1.8781e-06-0j -4.00987e-06-0j -6.24912e-08-0j -8.18511e-07-0j -1.10668e-07-0j -4.82313e-08-0j 
-0.00548529-0j 0.00188312-0j 0.000218962-0j -0.000797429-0j 0.000158055-0j -0.0127791-0j 1.9293e-05-0j -0.014909-0j -0.00810503-0j 2.25085e-05-0j 0.0383934-0j 1.22364e-05-0j -5.79635e-05-0j -0.00538094-0j 8.12375e-06-0j 9.73095e-05-0j -0.0016446-0j 1.4335e-06-0j 0.000109923-0j -0.000264145-0j -0.00185778-0j 9.06817e-05-0j 1.61932e-06-0j 6.97174e-05-0j 0.00446424-0j -0.00153259-0j -3.89122e-06-0j -0.00019067-0j -0.00117828-0j 1.33587e-06-0j 2.06995e-05-0j 1.02703e-06-0j 0.00322246-0j -2.80883e-06-0j -0.000349837-0j 3.04932e-07-0j -0.0148337-0j 1.27814e-05-0j -0.00150443-0j -0.0164179-0j -0.000152746-0j 9.41442e-08-0j 0.0381995-0j 1.41465e-05-0j -0.00865301-0j -0.013114-0j -0.0016651-0j -0.000169059-0j 0.0445661-0j -3.29145e-05-0j 1.04199e-07-0j 7.45584e-06-0j -0.0668817-0j 0.00387418-0j -0.00883328-0j 1.12997e-05-0j -0.000877584-0j -0.00831743-0j -0.00133002-0j 0.00039335-0j -8.9102e-05-0j -3.84003e-05-0j -0.000135038-0j -2.42438e-07-0j 0.0160848-0j 0.00451988-0j 5.76285e-05-0j 5.49174e-08-0j 7.61117e-06-0j 8.32298e-08-0j -0.00142576-0j -0.00678311-0j 0.000458908-0j 7.16669e-06-0j -0.000895867-0j -0.000688697-0j -0.000843549-0j -2.82845e-07-0j -1.38594e-05-0j -9.09583e-05-0j -8.56465e-05-0j 0.00163131-0j 4.24474e-07-0j 5.60616e-08-0j 1.2285e-06-0j 0.000165629-0j -0.0001446-0j 5.27876e-08-0j -1.46814e-05-0j -1.02084e-07-0j 9.04878e-09-0j 
