-0.293488-0j -0.00613003-0j -0.229691-0j 0.222885-0j -0.197686-0j -0.00484172-0j 0.276922-0j -0.181587-0j -0.17363-0j -0.00419305-0j -0.121058-0j -0.129732-0j 0.178032-0j 0.22333-0j -0.00388201-0j -0.00375038-0j -0.160144-0j 0.155399-0j -0.00277344-0j -0.149801-0j 0.224333-0j -0.103785-0j -0.0998675-0j 0.145362-0j 0.144082-0j 0.10071-0j -0.133986-0j -0.00345909-0j -0.0529627-0j -0.0617899-0j 0.197843-0j -0.00328158-0j 0.103852-0j -0.00218772-0j 0.18769-0j 0.184238-0j -0.00211825-0j -0.0957244-0j 0.080322-0j -0.065538-0j 0.131363-0j -0.0873841-0j 0.0899383-0j -0.00135358-0j 0.164787-0j -0.0237829-0j 0.0847947-0j 0.112822-0j 0.134092-0j -0.0021402-0j 0.121797-0j -0.00116498-0j -0.0270331-0j 0.173112-0j 0.0403486-0j -0.0360441-0j 0.066631-0j 0.052464-0j 0.111185-0j 0.0605802-0j 0.113991-0j -0.000624226-0j 0.107472-0j 0.0702817-0j -0.00498669-0j 0.0714052-0j 0.0468545-0j 0.0188093-0j 0.0118529-0j 0.0794341-0j 0.0332474-0j 0.0372147-0j 0.0289897-0j 0.0083627-0j 0.013438-0j 0.00368251-0j 0.000559986-0j 
0.000183437-0j -0.000185916-0j 0.000143562-0j -0.000144936-0j -0.000240237-0j -0.000146843-0j 7.88072e-05-0j 0.000113496-0j 0.000108523-0j 0.000247259-0j 7.56638e-05-0j 8.10853e-05-0j -0.000115769-0j 0.00022404-0j -0.000117737-0j -0.000113744-0j -0.000194614-0j 0.000196477-0j -8.41152e-05-0j 9.36292e-05-0j 6.38411e-05-0j 6.48682e-05-0j -0.000305146-0j -9.45253e-05-0j 0.000240406-0j -6.54891e-05-0j -0.000162826-0j 0.000203979-0j 3.31029e-05-0j 3.86201e-05-0j -0.00010947-0j -9.95264e-05-0j -6.75322e-05-0j 0.000324366-0j 5.34133e-05-0j 0.000184824-0j 0.000124911-0j -0.000116329-0j 0.000185763-0j 4.09628e-05-0j 0.000166088-0j -0.000267003-0j -5.84846e-05-0j -4.10525e-05-0j -0.000321418-0j -0.000160203-0j 0.000269559-0j 0.000113181-0j 3.81603e-05-0j 0.000126205-0j 0.000203222-0j 0.000276757-0j 1.68963e-05-0j -9.57865e-05-0j 0.000118882-0j -0.000110133-0j -0.000148529-0j -3.4116e-05-0j -0.000360702-0j 0.000192582-0j 0.000114354-0j 3.68099e-05-0j -0.000527063-0j 0.000162542-0j 3.11679e-06-0j -3.95099e-05-0j -0.000529741-0j 6.72242e-05-0j -7.70762e-06-0j -0.000257698-0j 3.33532e-05-0j -0.000213191-0j 6.70453e-05-0j -6.82563e-05-0j 4.80273e-05-0j 1.77469e-05-0j 3.39196e-06-0j 
1.06982e-05-0j 1.12898e-05-0j -8.05159e-06-0j 8.45947e-06-0j -1.40109e-05-0j -8.57507e-06-0j 5.20162e-06-0j 6.6192e-06-0j 6.32917e-06-0j -1.50148e-05-0j 4.4128e-06-0j -1.38242e-05-0j -6.49795e-06-0j 2.78716e-06-0j 7.14956e-06-0j 6.90713e-06-0j 1.09148e-05-0j -1.14678e-05-0j -1.49319e-05-0j -5.25114e-06-0j -4.05218e-06-0j -3.63809e-06-0j -1.77965e-05-0j 5.51715e-06-0j 1.34633e-06-0j 3.8224e-06-0j -9.49621e-06-0j 1.19115e-05-0j 1.9306e-06-0j -1.10027e-05-0j -7.22552e-06-0j -5.81194e-06-0j -1.15226e-05-0j -1.96971e-05-0j 3.52551e-06-0j -2.21111e-06-0j -7.58521e-06-0j 1.98329e-05-0j 5.99827e-07-0j -6.98374e-06-0j 9.32225e-06-0j 1.49747e-05-0j -3.28264e-06-0j -1.21777e-05-0j -3.99859e-06-0j -9.34322e-06-0j -1.57333e-05-0j 1.40802e-06-0j -7.36304e-06-0j 2.24036e-05-0j -1.09444e-06-0j 1.61615e-05-0j -6.7467e-06-0j 6.07985e-06-0j 2.50926e-07-0j 3.13764e-05-0j -9.80355e-06-0j -9.72712e-06-0j -2.02001e-06-0j 3.2859e-05-0j -4.15872e-06-0j 1.5304e-05-0j 6.30543e-06-0j -5.04719e-07-0j -1.9577e-06-0j 1.27391e-05-0j -1.71053e-06-0j 1.00215e-07-0j -3.96256e-06-0j 4.2188e-06-0j -2.84085e-06-0j 4.32728e-07-0j -1.05754e-06-0j -7.5775e-08-0j -2.09299e-07-0j -1.46655e-08-0j -1.56991e-08-0j 
0.000158861-0j 3.31809e-06-0j -0.000363448-0j -0.000120644-0j 0.000107005-0j -7.66124e-06-0j -0.000149894-0j 9.82902e-05-0j 9.39834e-05-0j 2.26964e-06-0j 6.55268e-05-0j 5.96556e-05-0j 0.000281706-0j -0.000120885-0j 2.10128e-06-0j 2.03003e-06-0j -0.000253402-0j -8.41152e-05-0j 1.27534e-06-0j -0.000237036-0j 0.00035497-0j -0.000164223-0j 5.40568e-05-0j -7.86825e-05-0j -7.79893e-05-0j -5.45128e-05-0j 7.25249e-05-0j -5.47345e-06-0j 2.8668e-05-0j 0.000412003-0j -0.000107089-0j -5.19257e-06-0j -4.77551e-05-0j 1.18418e-06-0j -0.000101594-0j 0.000291526-0j 1.14658e-06-0j 4.40178e-05-0j -4.34771e-05-0j 3.01369e-05-0j 0.000207861-0j -0.000138271-0j 0.000142313-0j 9.02545e-06-0j -8.91969e-05-0j 1.28734e-05-0j -4.58981e-05-0j -6.10689e-05-0j -6.16608e-05-0j 9.84149e-07-0j 0.000192723-0j -1.84339e-06-0j 0.000460686-0j 0.000273922-0j -2.18401e-05-0j 0.000240335-0j -3.60664e-05-0j -0.00034982-0j -6.01826e-05-0j -2.78571e-05-0j -5.24176e-05-0j 1.06378e-05-0j 0.000170057-0j 0.000111209-0j 0.000250763-0j -0.000476117-0j -2.53617e-05-0j -1.01812e-05-0j -0.000374328-0j -3.65269e-05-0j -0.000566589-0j 5.88863e-05-0j -0.000193298-0j -4.52661e-06-0j -6.17931e-06-0j 5.82697e-06-0j -3.03112e-07-0j 
0.000642029-0j -0.00131482-0j -0.000483196-0j 0.000448579-0j 0.000432455-0j 0.000998667-0j 0.00119306-0j 0.000397235-0j 0.000379829-0j -0.000899364-0j 0.000264823-0j -0.000829626-0j -0.000344565-0j 0.000204664-0j -0.000832649-0j -0.000804415-0j -0.000336892-0j 0.000312756-0j 0.00173899-0j -0.000315134-0j -0.00092942-0j -0.000218331-0j 0.000218468-0j 0.000292557-0j -0.00101497-0j 0.000202689-0j 0.000293106-0j 0.000713482-0j 0.00011586-0j -0.000660299-0j 0.000852361-0j 0.000676868-0j -0.000611006-0j -0.000469242-0j 0.000808621-0j -0.000162364-0j -0.000454342-0j -0.000612152-0j -0.00155457-0j -0.000419112-0j -0.000254243-0j -0.000183828-0j -0.000174068-0j 0.00141824-0j 0.000151014-0j 5.2027e-05-0j 0.000170658-0j 0.000103392-0j -0.00168881-0j 0.00134194-0j 0.000825082-0j 0.000240292-0j -0.000404887-0j -0.000717212-0j -0.00145013-0j -0.000385174-0j 0.000287065-0j -0.000515798-0j -0.000783233-0j -0.00035642-0j -0.000305379-0j 0.000916687-0j -9.47121e-05-0j 0.00130808-0j -0.000117486-0j -0.00150277-0j -0.000906832-0j -0.00106782-0j -0.000210122-0j 0.00163578-0j -0.000208606-0j 0.0012862-0j 0.00274081-0j -0.000684328-0j 0.00223014-0j 0.000393479-0j -0.000101759-0j 
-1.08091e-05-0j 1.09552e-05-0j -8.45947e-06-0j 8.54044e-06-0j 1.41561e-05-0j 8.65283e-06-0j -4.64376e-06-0j -6.6878e-06-0j -6.39476e-06-0j -1.45699e-05-0j -4.45853e-06-0j -4.77799e-06-0j 6.82178e-06-0j -1.32017e-05-0j 6.9377e-06-0j 6.70246e-06-0j 1.14678e-05-0j -1.15775e-05-0j 4.95653e-06-0j -5.51715e-06-0j -3.76188e-06-0j -3.8224e-06-0j 1.79809e-05-0j 5.56996e-06-0j -1.4166e-05-0j 3.85898e-06-0j 9.59462e-06-0j -1.20196e-05-0j -1.95061e-06-0j -2.27571e-06-0j 6.4506e-06-0j 5.86465e-06-0j 3.97937e-06-0j -1.91134e-05-0j -3.14741e-06-0j -1.08908e-05-0j -7.36045e-06-0j 6.85473e-06-0j -1.09462e-05-0j -2.41375e-06-0j -9.78683e-06-0j 1.57333e-05-0j 3.44624e-06-0j 2.41904e-06-0j 1.89397e-05-0j 9.44005e-06-0j -1.58839e-05-0j -6.66925e-06-0j -2.24862e-06-0j -7.43672e-06-0j -1.1975e-05-0j -1.63081e-05-0j -9.95623e-07-0j 5.64427e-06-0j -7.00517e-06-0j 6.48966e-06-0j 8.75214e-06-0j 2.0103e-06-0j 2.12546e-05-0j -1.1348e-05-0j -6.73836e-06-0j -2.16904e-06-0j 3.10575e-05-0j -9.5779e-06-0j -1.83659e-07-0j 2.32814e-06-0j 3.12153e-05-0j -3.96122e-06-0j 4.54176e-07-0j 1.5185e-05-0j -1.96536e-06-0j 1.25624e-05-0j -3.95068e-06-0j 4.02204e-06-0j -2.83003e-06-0j -1.04575e-06-0j -2.26996e-07-0j 
-0.000334978-0j 0.00137901-0j -0.000262162-0j -0.00275846-0j -0.000225633-0j 0.00108919-0j 0.002046-0j -0.000207257-0j -0.000198176-0j 0.00094327-0j -0.000138171-0j -0.000148072-0j -0.00220335-0j 0.00161965-0j 0.000873299-0j 0.000843687-0j -0.000182784-0j -0.00192324-0j 0.000623915-0j -0.000170978-0j 0.00165745-0j -0.000118457-0j -0.000113986-0j -0.00179903-0j -0.00206084-0j -0.00124641-0j -0.000152928-0j 0.000778158-0j -6.045e-05-0j -7.0525e-05-0j 0.00146173-0j 0.000738226-0j -0.00128529-0j 0.000492151-0j 0.00138672-0j 0.00133614-0j 0.000476523-0j -0.000109257-0j -0.00262649-0j -7.4803e-05-0j -0.00162578-0j -9.97374e-05-0j -0.00111309-0j 0.000304503-0j 0.00119508-0j -2.71451e-05-0j -0.00104943-0j 0.000818215-0j 0.00099072-0j 0.000481461-0j -0.00174209-0j 0.000262074-0j -3.08547e-05-0j 0.00127901-0j 8.32202e-05-0j -4.11396e-05-0j 0.000492293-0j -0.000649305-0j -0.0015903-0j -0.000749752-0j 0.000826694-0j 0.000140426-0j 0.000779415-0j -0.00229818-0j -5.69164e-06-0j 0.000527566-0j -0.00153212-0j 0.00310931-0j -0.000146693-0j -0.00113617-0j 0.000241119-0j 7.67566e-05-0j -0.000947951-0j 0.00466355-0j 0.0022214-0j 0.00480584-0j 0.00251514-0j 
-0.000205131-0j 0.000844469-0j -0.000160541-0j -0.00168921-0j -0.000138171-0j 0.000666993-0j 0.00125291-0j -0.000126918-0j -0.000121357-0j 0.000577633-0j -8.46123e-05-0j -9.0675e-05-0j -0.00134927-0j 0.000991827-0j 0.000534784-0j 0.00051665-0j -0.000111932-0j -0.00117774-0j 0.000382068-0j -0.000104702-0j 0.00101497-0j -7.254e-05-0j -6.98016e-05-0j -0.00110168-0j -0.001262-0j -0.000763264-0j -9.36487e-05-0j 0.000476523-0j -3.70179e-05-0j -4.31875e-05-0j 0.000895123-0j 0.000452069-0j -0.000787076-0j 0.000301379-0j 0.000849188-0j 0.000818215-0j 0.000291809-0j -6.69059e-05-0j -0.00160839-0j -4.58073e-05-0j -0.000995581-0j -6.10764e-05-0j -0.000681628-0j 0.000186469-0j 0.000731834-0j -1.66229e-05-0j -0.000642645-0j 0.000501052-0j 0.00060669-0j 0.000294833-0j -0.00106681-0j 0.000160487-0j -1.88946e-05-0j 0.000783233-0j 5.09618e-05-0j -2.51927e-05-0j 0.000301466-0j -0.000397616-0j -0.000973857-0j -0.000459128-0j 0.000506245-0j 8.59931e-05-0j 0.000477292-0j -0.00140734-0j -3.48541e-06-0j 0.000323067-0j -0.000938228-0j 0.00190406-0j -8.98311e-05-0j -0.000695757-0j 0.000147655-0j 4.70036e-05-0j -0.000580499-0j 0.00285583-0j 0.00136032-0j 0.00294296-0j 0.00154564-0j 
-9.36097e-06-0j -1.95521e-07-0j 2.14164e-05-0j 7.10903e-06-0j -6.30532e-06-0j 4.51443e-07-0j 8.83259e-06-0j -5.7918e-06-0j -5.53802e-06-0j -1.3374e-07-0j -3.8612e-06-0j -3.51524e-06-0j -1.65997e-05-0j 7.12323e-06-0j -1.23819e-07-0j -1.19621e-07-0j 1.49319e-05-0j 4.95653e-06-0j -7.515e-08-0j 1.39675e-05-0j -2.09168e-05-0j 9.67696e-06-0j -3.18533e-06-0j 4.63641e-06-0j 4.59557e-06-0j 3.2122e-06-0j -4.27357e-06-0j 3.22526e-07-0j -1.68928e-06-0j -2.42775e-05-0j 6.3103e-06-0j 3.05975e-07-0j 2.814e-06-0j -6.97786e-08-0j 5.98648e-06-0j -1.71783e-05-0j -6.75629e-08-0j -2.59377e-06-0j 2.56191e-06-0j -1.77584e-06-0j -1.22483e-05-0j 8.1477e-06-0j -8.38586e-06-0j -5.3183e-07-0j 5.25598e-06-0j -7.5857e-07-0j 2.70457e-06-0j 3.59852e-06-0j 3.6334e-06-0j -5.79915e-08-0j -1.13563e-05-0j 1.08623e-07-0j -2.71462e-05-0j -1.6141e-05-0j 1.28694e-06-0j -1.41619e-05-0j 2.12523e-06-0j 2.06134e-05-0j 3.54629e-06-0j 1.6415e-06-0j 3.08874e-06-0j -6.26839e-07-0j -1.00207e-05-0j -6.55308e-06-0j -1.47764e-05-0j 2.80554e-05-0j 1.49445e-06-0j 5.99932e-07-0j 2.20575e-05-0j 2.15237e-06-0j 3.33866e-05-0j -3.46991e-06-0j 1.13902e-05-0j 2.66733e-07-0j 3.64119e-07-0j -3.43358e-07-0j -5.62823e-09-0j 
-0.000131054-0j 0.000268387-0j 9.8632e-05-0j -9.15657e-05-0j -8.82744e-05-0j -0.000203852-0j -0.000243532-0j -8.10853e-05-0j -7.75323e-05-0j 0.000183582-0j -5.40568e-05-0j 0.000169347-0j 7.03341e-05-0j -4.17768e-05-0j 0.000169964-0j 0.000164201-0j 6.87678e-05-0j -6.38411e-05-0j -0.00035497-0j 6.43264e-05-0j 0.000189717-0j 4.45667e-05-0j -4.45946e-05-0j -5.97179e-05-0j 0.000207181-0j -4.13738e-05-0j -5.983e-05-0j -0.000145639-0j -2.36499e-05-0j 0.000134783-0j -0.000173988-0j -0.000138165-0j 0.000124721-0j 9.57837e-05-0j -0.000165059-0j 3.31423e-05-0j 9.27422e-05-0j 0.000124955-0j 0.000317325-0j 8.55508e-05-0j 5.18971e-05-0j 3.75237e-05-0j 3.55315e-05-0j -0.000289497-0j -3.08257e-05-0j -1.062e-05-0j -3.48355e-05-0j -2.11049e-05-0j 0.000344726-0j -0.000273922-0j -0.000168419-0j -4.90494e-05-0j 8.26471e-05-0j 0.0001464-0j 0.000296006-0j 7.86234e-05-0j -5.85969e-05-0j 0.000105287-0j 0.000159877-0j 7.27539e-05-0j 6.23351e-05-0j -0.000187118-0j 1.9333e-05-0j -0.00026701-0j 2.39818e-05-0j 0.000306752-0j 0.000185106-0j 0.000217967-0j 4.2891e-05-0j -0.000333903-0j 4.25815e-05-0j -0.000262545-0j -0.000559466-0j 0.000139688-0j -0.000455225-0j -8.03185e-05-0j 2.07715e-05-0j 
7.72241e-06-0j -1.58149e-05-0j -5.81194e-06-0j 5.39556e-06-0j 5.20162e-06-0j 1.20121e-05-0j 1.43503e-05-0j 4.77799e-06-0j 4.56864e-06-0j -1.08177e-05-0j 3.18533e-06-0j -9.97885e-06-0j -4.14448e-06-0j 2.46172e-06-0j -1.00152e-05-0j -9.67561e-06-0j -4.05218e-06-0j 3.76188e-06-0j 2.09168e-05-0j -3.79047e-06-0j -1.11792e-05-0j -2.62612e-06-0j 2.62776e-06-0j 3.51891e-06-0j -1.22082e-05-0j 2.43797e-06-0j 3.52551e-06-0j 8.58185e-06-0j 1.39358e-06-0j -7.94216e-06-0j 1.02523e-05-0j 8.14146e-06-0j -7.34926e-06-0j -5.64411e-06-0j 9.7262e-06-0j -1.95293e-06-0j -5.46488e-06-0j -7.36304e-06-0j -1.86986e-05-0j -5.04113e-06-0j -3.05806e-06-0j -2.21111e-06-0j -2.09371e-06-0j 1.70588e-05-0j 1.81642e-06-0j 6.25788e-07-0j 2.0527e-06-0j 1.24362e-06-0j -2.03132e-05-0j 1.6141e-05-0j 9.9242e-06-0j 2.89026e-06-0j -4.87003e-06-0j -8.62672e-06-0j -1.74423e-05-0j -4.63293e-06-0j 3.45285e-06-0j -6.20408e-06-0j -9.42083e-06-0j -4.28707e-06-0j -3.67313e-06-0j 1.1026e-05-0j -1.13921e-06-0j 1.57337e-05-0j -1.41314e-06-0j -1.80755e-05-0j -1.09075e-05-0j -1.28438e-05-0j -2.52737e-06-0j 1.96754e-05-0j -2.50914e-06-0j 1.54706e-05-0j 3.29668e-05-0j -8.23119e-06-0j 2.68244e-05-0j 4.73281e-06-0j -8.61589e-07-0j 
4.18722e-05-0j -0.000172377-0j 3.27702e-05-0j 0.000344808-0j 2.82041e-05-0j -0.000136149-0j -0.000255749-0j 2.59071e-05-0j 2.4772e-05-0j -0.000117909-0j 1.72714e-05-0j 1.85089e-05-0j 0.000275419-0j -0.000202456-0j -0.000109162-0j -0.000105461-0j 2.28479e-05-0j 0.000240406-0j -7.79893e-05-0j 2.13723e-05-0j -0.000207181-0j 1.48072e-05-0j 1.42482e-05-0j 0.000224879-0j 0.000257605-0j 0.000155801-0j 1.9116e-05-0j -9.72698e-05-0j 7.55625e-06-0j 8.81562e-06-0j -0.000182716-0j -9.22782e-05-0j 0.000160661-0j -6.15188e-05-0j -0.00017334-0j -0.000167017-0j -5.95653e-05-0j 1.36571e-05-0j 0.000328311-0j 9.35038e-06-0j 0.000203222-0j 1.24672e-05-0j 0.000139137-0j -3.80628e-05-0j -0.000149385-0j 3.39313e-06-0j 0.000131179-0j -0.000102277-0j -0.00012384-0j -6.01826e-05-0j 0.000217761-0j -3.27593e-05-0j 3.85683e-06-0j -0.000159877-0j -1.04025e-05-0j 5.14245e-06-0j -6.15366e-05-0j 8.11631e-05-0j 0.000198788-0j 9.3719e-05-0j -0.000103337-0j -1.75533e-05-0j -9.74269e-05-0j 0.000287272-0j 7.11455e-07-0j -6.59458e-05-0j 0.000191515-0j -0.000388664-0j 1.83367e-05-0j 0.000142021-0j -3.01399e-05-0j -9.59457e-06-0j 0.000118494-0j -0.000582944-0j -0.000277675-0j -0.00060073-0j -0.000315502-0j 
-2.46735e-06-0j 1.01574e-05-0j -1.931e-06-0j -2.0318e-05-0j -1.66194e-06-0j 8.02268e-06-0j 1.50702e-05-0j -1.52659e-06-0j -1.4597e-06-0j 6.94784e-06-0j -1.01773e-06-0j -1.09065e-06-0j -1.62292e-05-0j 1.19298e-05-0j 6.43245e-06-0j 6.21434e-06-0j -1.34633e-06-0j -1.4166e-05-0j 4.59557e-06-0j -1.25937e-06-0j 1.22082e-05-0j -8.7252e-07-0j -8.39583e-07-0j -1.32511e-05-0j -1.51795e-05-0j -9.18064e-06-0j -1.12642e-06-0j 5.73168e-06-0j -4.45256e-07-0j -5.19465e-07-0j 1.07667e-05-0j 5.43755e-06-0j -9.46705e-06-0j 3.62503e-06-0j 1.02141e-05-0j 9.8416e-06-0j 3.50992e-06-0j -8.04752e-07-0j -1.93459e-05-0j -5.50976e-07-0j -1.1975e-05-0j -7.34635e-07-0j -8.19871e-06-0j 2.24287e-06-0j 8.80259e-06-0j -1.99942e-07-0j -7.72982e-06-0j 6.02672e-06-0j 7.29734e-06-0j 3.54629e-06-0j -1.28317e-05-0j 1.93036e-06-0j -2.27266e-07-0j 9.42083e-06-0j 6.12975e-07-0j -3.03021e-07-0j 3.62608e-06-0j -4.78258e-06-0j -1.17137e-05-0j -5.52245e-06-0j 6.08918e-06-0j 1.03434e-06-0j 5.74093e-06-0j -1.69277e-05-0j -4.19229e-08-0j 3.88589e-06-0j -1.12851e-05-0j 2.29022e-05-0j -1.0805e-06-0j -8.36866e-06-0j 1.77601e-06-0j 5.65366e-07-0j -6.98232e-06-0j 3.43503e-05-0j 1.63621e-05-0j 3.53821e-05-0j 1.81869e-05-0j 
0.00770983-0j 0.00813611-0j 0.0060339-0j 0.00609643-0j 0.00519315-0j 0.0064262-0j 0.00374862-0j 0.00477022-0j 0.0045612-0j 0.00556525-0j -0.034344-0j 0.00340801-0j 0.00486959-0j 0.00200861-0j 0.00515242-0j -0.0243895-0j 0.00420693-0j 0.00425053-0j 0.00368107-0j -0.0192816-0j 0.00303673-0j 0.00272641-0j -0.0128544-0j -0.0194814-0j 0.000970249-0j 0.00275466-0j 0.00351977-0j -0.0224952-0j 0.00139131-0j -0.00795327-0j -0.0131222-0j 0.0043555-0j -0.0139182-0j 0.00290367-0j 0.00254071-0j -0.00811896-0j 0.00281146-0j 0.00251465-0j -0.00211803-0j 0.00172166-0j 0.0035931-0j 0.00229555-0j 0.00246003-0j 0.00179655-0j 0.00148208-0j 0.000624769-0j 0.00231934-0j 0.00101471-0j 0.00181517-0j 0.0028406-0j 0.00082018-0j 0.00154623-0j 0.000710149-0j 0.00234337-0j 0.000180833-0j 0.000946866-0j 0.000901965-0j 0.00143502-0j 0.000748719-0j 0.00165701-0j 0.00102523-0j 0.000828507-0j 0.000966592-0j 0.000378239-0j 0.000130999-0j 0.000966592-0j 0.000252159-0j 7.22212e-05-0j 0.000324205-0j 0.000534911-0j 0.000299024-0j 0.000166788-0j 0.000156016-0j 2.8086e-05-0j 5.15973e-05-0j 1.09904e-05-0j 1.36684e-06-0j 
-0.00124417-0j -0.00131296-0j -0.000973716-0j -0.000983807-0j -0.000838041-0j -0.00103702-0j -0.00060493-0j -0.00076979-0j -0.00073606-0j -0.000898089-0j 0.00554223-0j -0.000549965-0j -0.000785827-0j -0.000324137-0j -0.000831468-0j 0.00393585-0j -0.000678891-0j -0.000685926-0j -0.00059403-0j 0.00311156-0j -0.00049005-0j -0.000439972-0j 0.00207437-0j 0.0031438-0j -0.000156573-0j -0.000444531-0j -0.000568001-0j 0.00363015-0j -0.000224522-0j 0.00128345-0j 0.00211759-0j -0.000702865-0j 0.00224604-0j -0.000468577-0j -0.000410005-0j 0.00131019-0j -0.000453698-0j -0.0004058-0j 0.000341796-0j -0.000277832-0j -0.000579834-0j -0.000370443-0j -0.000396985-0j -0.000289917-0j -0.000239169-0j -0.000100822-0j -0.000374281-0j -0.000163748-0j -0.000292922-0j -0.000458399-0j -0.000132356-0j -0.000249521-0j -0.0001146-0j -0.00037816-0j -2.91818e-05-0j -0.0001528-0j -0.000145554-0j -0.000231575-0j -0.000120824-0j -0.0002674-0j -0.000165445-0j -0.0001337-0j -0.000155983-0j -6.1038e-05-0j -2.11398e-05-0j -0.000155983-0j -4.0692e-05-0j -1.16546e-05-0j -5.23183e-05-0j -8.63208e-05-0j -4.82548e-05-0j -2.69152e-05-0j -2.51769e-05-0j -4.53236e-06-0j -8.32648e-06-0j -1.77357e-06-0j -2.20573e-07-0j 
-0.00853322-0j -0.000178232-0j -0.0066783-0j 0.00648041-0j -0.00574777-0j -0.000140774-0j 0.00805156-0j -0.00527966-0j 0.019756-0j -0.000121914-0j -0.00351977-0j -0.00377197-0j 0.0051763-0j 0.00649335-0j -0.00011287-0j 0.000426726-0j -0.00465622-0j 0.00451825-0j -8.06384e-05-0j -0.0043555-0j 0.00652251-0j 0.0266354-0j -0.00290367-0j 0.00422643-0j 0.0041892-0j -0.0258461-0j 0.0152452-0j -0.000100574-0j -0.0015399-0j -0.00179655-0j 0.00575231-0j 0.000373385-0j 0.00301951-0j 0.000248923-0j -0.0213557-0j 0.00535674-0j -6.15886e-05-0j 0.0108917-0j 0.00233538-0j -0.00190553-0j -0.0149468-0j -0.00254071-0j 0.00261497-0j 0.000154013-0j -0.0187498-0j -0.000691493-0j 0.00246542-0j 0.00328032-0j -0.0152573-0j -6.22268e-05-0j -0.0138583-0j -3.3872e-05-0j -0.000785991-0j 0.00503327-0j -0.00459094-0j -0.00104799-0j 0.00193731-0j 0.0015254-0j 0.00323271-0j 0.00176138-0j 0.00331432-0j -1.81495e-05-0j 0.00312477-0j 0.00204345-0j -0.000144989-0j 0.00207612-0j 0.0013623-0j 0.000546883-0j 0.000344625-0j 0.00230956-0j 0.000966675-0j 0.00108203-0j 0.000842882-0j 0.000243147-0j 0.000390712-0j 0.00010707-0j 1.62817e-05-0j 
-0.00101586-0j -0.00107203-0j -0.000795036-0j -0.000803275-0j -0.000684258-0j -0.000846726-0j -0.000493923-0j -0.000628531-0j -0.000600991-0j -0.000733286-0j 0.00452521-0j -0.000449044-0j -0.000641625-0j -0.000264657-0j -0.000678891-0j 0.0032136-0j -0.000554312-0j -0.000560057-0j -0.000485023-0j 0.00254058-0j -0.000400124-0j -0.000359235-0j 0.00169372-0j 0.00256691-0j -0.000127841-0j -0.000362958-0j -0.000463771-0j 0.00296401-0j -0.000183322-0j 0.00104793-0j 0.001729-0j -0.000573887-0j 0.00183389-0j -0.000382591-0j -0.000334768-0j 0.00106977-0j -0.000370443-0j -0.000331334-0j 0.000279075-0j -0.000226849-0j -0.000473433-0j -0.000302465-0j -0.000324137-0j -0.000236716-0j -0.000195281-0j -8.23206e-05-0j -0.0003056-0j -0.0001337-0j -0.000239169-0j -0.000374281-0j -0.000108068-0j -0.000203733-0j -9.35704e-05-0j -0.000308766-0j -2.38268e-05-0j -0.00012476-0j -0.000118844-0j -0.00018908-0j -9.86524e-05-0j -0.000218331-0j -0.000135085-0j -0.000109165-0j -0.00012736-0j -4.98374e-05-0j -1.72606e-05-0j -0.00012736-0j -3.32249e-05-0j -9.51598e-06-0j -4.27177e-05-0j -7.04807e-05-0j -3.93999e-05-0j -2.19762e-05-0j -2.05569e-05-0j -3.70066e-06-0j -6.79854e-06-0j -1.44811e-06-0j -1.80097e-07-0j 
0.000146627-0j 0.000154734-0j 0.000114754-0j 0.000115943-0j 9.87641e-05-0j 0.000122214-0j 7.12917e-05-0j 9.07206e-05-0j 8.67455e-05-0j 0.000105841-0j -0.000653158-0j 6.4814e-05-0j 9.26107e-05-0j 3.81999e-05-0j 9.79895e-05-0j -0.000463844-0j 8.00081e-05-0j 8.08372e-05-0j 7.00071e-05-0j -0.000366701-0j 5.77529e-05-0j 5.18512e-05-0j -0.000244467-0j -0.000370501-0j 1.84523e-05-0j 5.23885e-05-0j 6.69396e-05-0j -0.000427818-0j 2.64602e-05-0j -0.000151256-0j -0.00024956-0j 8.28335e-05-0j -0.000264699-0j 5.52223e-05-0j 4.83195e-05-0j -0.000154408-0j 5.34688e-05-0j 4.78239e-05-0j -4.0281e-05-0j 3.27428e-05-0j 6.83341e-05-0j 4.36571e-05-0j 4.67852e-05-0j 3.41671e-05-0j 2.81864e-05-0j 1.1882e-05-0j 4.41095e-05-0j 1.92979e-05-0j 3.45211e-05-0j 5.40229e-05-0j 1.55983e-05-0j 2.94063e-05-0j 1.35057e-05-0j 4.45666e-05-0j 3.4391e-06-0j 1.80076e-05-0j 1.71537e-05-0j 2.72914e-05-0j 1.42392e-05-0j 3.15133e-05-0j 1.94979e-05-0j 1.57567e-05-0j 1.83828e-05-0j 7.1934e-06-0j 2.49135e-06-0j 1.83828e-05-0j 4.7956e-06-0j 1.37351e-06-0j 6.16577e-06-0j 1.0173e-05-0j 5.68688e-06-0j 3.17199e-06-0j 2.96713e-06-0j 5.34144e-07-0j 9.81285e-07-0j 2.09017e-07-0j 2.59948e-08-0j 
