0.0119103-0.00828938j -0.0174291-0.00779058j -0.028166-0.0076089j -0.00639775-0.0214289j 0.0176904+0.0354691j 0.0136137-0.0224001j -0.0235843-0.023233j -0.00795839-0.0306756j 0.000354203-4.28527e-05j -0.00893352+0.00407134j 0.0279931-0.0130752j -0.0297715+0.00197272j -0.0151546+0.0030528j 0.000205068+0.0129346j -0.0118064-0.0060369j -0.00044147-0.00169322j 0.0005209-0.0230623j 0.0175564+0.0177619j -0.00292725-0.00835015j -0.0111533+0.0181025j 0.0111155+0.00788279j -0.00242969+0.00627483j -0.0012158-0.0111023j 0.0158472-0.00246751j 0.00759985-0.00260498j -0.00531123+0.00409701j -0.0046742+0.00492195j -0.00258621+0.00666775j 0.00103586-0.00773692j -0.00970528+0.0140088j 0.0203652+0.00150388j 0.00112842+0.0151266j 0.00745198+0.00533811j -0.0159931-0.00125647j 0.00990141-0.00709707j -0.00512456-0.0122546j -0.013568-0.00167032j 0.0233981-0.00555196j 0.0289365+0.0252816j -0.00432671-0.010645j 0.0140304-0.0180845j -0.00681267+0.0225498j -0.00308779+0.0181626j 0.0142517-0.0025824j 0.003846-0.0264862j -0.00658792-0.0277452j 0.00715358-0.0207375j -0.0313333-0.00934615j 7.6721e-05-0.00843084j -0.0287807-0.00117453j 0.00100573-0.0299208j 0.0065396-0.019043j 0.00839814+0.0198409j -0.0113244-0.00669003j -0.0008236-0.00446969j -0.043139-0.00680656j 0.00221459-0.00293781j -0.00904475-0.0195969j -0.00402319-0.00189941j 0.0248684+0.0151893j 0.00316363+0.0112214j 0.0144835-9.50551e-05j -0.0143778-0.0138563j -0.0150443+0.0173962j -0.00695621+0.012916j 0.0354925-0.0223436j 0.0146337-0.024829j 0.0741284+0.040495j 0.00734064+0.00279447j 0.0601808+0.0174799j -0.00407066+0.00731469j -0.0105459-0.00409656j 
-0.006122-0.0139099j -0.0224119+0.00158191j 0.0211001-0.0369798j -0.000440045+0.0298049j 0.0294782+0.0598533j 0.00829633-0.0242228j 0.00612409-0.0329751j -0.0473687+0.0528918j 0.0451616+0.0042235j 0.00333662+0.00211224j -0.0888748-0.0342539j 0.0569434-0.0276088j -0.0578629-0.00849694j 0.0774267+0.0475433j 0.0939265-0.0242346j 0.0811075-0.00939384j 0.00326696-0.0652923j 0.000822245-0.00184337j 0.0460149+0.00419627j 0.0688484-0.0070414j -0.0260798-0.0621753j -0.0212668-0.0535929j -0.0490815+0.0397391j -0.0279559-0.00666001j 0.0318757+0.00973532j 0.0401574-0.0114541j -0.0343855+0.0650705j 0.0124888+0.0106252j -0.0667976-0.0741573j -0.0775592-0.0225595j -0.0122642-0.041096j -0.0417534+0.0189602j -0.0208143-0.00169909j -0.0490247+0.0171438j 0.0736398-0.0167933j 0.0218801-0.0352199j -0.0812144-0.0126934j 0.0179065+0.0793595j 0.0126342+0.0110628j -0.0287416+0.0309755j 0.00776575-0.00656036j -0.052486-0.0216691j -0.0175375-0.0137278j 0.0332844-0.0106261j -0.00160684-0.0773881j -0.0710431+0.00440896j -0.0262411+0.0337181j -0.00437282-0.0256336j 0.0115093+0.00749727j 0.0190838-0.0234712j 0.00442307-0.0177423j -0.032043+0.0419582j -0.0473509-0.00734402j 0.0694197-0.0145226j -0.00750365+0.0451334j 0.0501667+0.0164267j -0.0229435-0.0198786j 0.00917309+0.00792216j 0.0271526-0.0363346j 0.049532-0.0263498j 0.0753485-0.0562082j -0.0225446-0.0189243j 0.0521838-0.0452442j 0.0418657-0.0322862j 0.0241969+0.0386918j -0.0125531-0.0228647j -0.0176433+0.00862252j -0.0145558-0.0231016j 0.0193116-0.0101208j -0.0264543-0.0307919j -0.00750526-0.0060239j 0.0206209+0.0139069j 
-0.00898314+0.0051611j 0.0031338+0.00538516j -0.0133124+0.0101639j -0.0179869-0.00235099j 0.0137464+0.0486504j -0.0140339+0.0365543j 0.0348571+0.0208136j 0.00600596-0.0352725j -0.0333268-0.0226788j -0.0186091+0.016968j 0.0232489+0.0301226j -0.0676006+0.0113262j 0.0409632+0.0681687j -0.106257-0.0416681j -0.109767+0.0515003j -0.045108+0.055338j 0.00914378-0.0331345j 0.054188-0.0481857j 0.00395455-0.0348123j -0.00592875-0.00540091j -0.022475+0.0115634j 0.0354495+0.075203j 0.0246385-0.0768001j -0.015306+0.0375309j 0.0187264-0.0168498j -0.12121-0.0469139j 0.0399138-0.0365197j -0.0328008-0.041641j 0.0855937+0.147278j 0.0822478+0.00403008j 0.0142165+0.0254001j 0.112642-0.00421047j 0.0947025-0.00499955j 0.0634765-0.0964764j -0.0870109-0.0072183j 0.0302368+0.0217359j 0.101339+0.0240869j -0.127239-0.0293873j -0.000234378-0.025977j 0.0974482-0.117683j -0.00439613-0.0302951j 0.0484479-0.0127884j 0.07722-0.0201138j -0.109135+0.0377377j -0.0293813+0.0379465j 0.0564187-0.0553989j 0.0393648-0.010899j 0.00784911+0.069071j -0.0181126-0.0352337j -0.0433942+0.0557364j -0.0409952+0.0284332j 0.0268377-0.0155061j -0.0483222-0.0338548j -0.0192815-0.0216929j 0.0124877+0.0573892j -0.062-0.0404602j 0.0274859+0.00907626j -0.0563272+0.00131455j -0.00380226+0.00235592j -0.0473368+0.0222604j -0.0391582+0.00706617j -0.00637451-0.0335183j -0.0319822+0.0238449j -0.0500248-0.0441248j -0.0229484-0.0467564j -0.0310281+0.0179362j -0.0184441+0.0397984j -0.0528011-0.0103535j -0.0274816+0.0170497j -0.00528741+0.00931398j 0.0196931-0.0109166j 0.000286581+0.0157921j 
-0.00603206-0.00337672j -0.00546979+0.00883015j -0.0244446+0.014187j -0.0193343-0.0287161j 0.0489192+0.0456125j -0.0225224+0.0440881j 0.033297-0.0409305j 0.0141103-0.0320263j -0.0191889+0.0152426j 0.00156039+0.0402852j -0.0203516-0.0736803j 0.0274593+0.0450305j -0.0388544-0.0404937j 0.0380422+0.000415149j -0.0351537+0.125811j -0.016462-0.0976973j 0.0442037-0.0283985j 0.112649-0.0153757j -0.00112256+0.00075334j -0.00285067-0.0343565j -0.149252+0.0258115j -0.0312918-0.0837441j 0.0906643-0.0716282j 0.0492329-0.0300573j -0.0287192-0.00423902j -0.103967-0.099975j 0.0318709-0.013408j -0.0190707-0.119438j -0.0447173+0.102434j 0.038521-0.0734896j -0.0305905-0.0560971j 0.0259561+0.0063852j -0.000283748+0.0149874j -0.0466657+0.0319123j -0.0284899-0.0184741j 0.0485097+0.0272768j 0.0369636-0.00959534j 0.0454585+0.0506452j -0.000266929+0.120451j 0.116439-0.0535201j -0.0531413-0.0348237j -0.00183282+0.0252673j -0.0295235-0.116457j -0.0165218+0.0160525j 0.0566129+0.116908j 0.000202395-0.108671j 0.0417022-0.0209552j 0.00306033+0.0165992j -0.00850883+0.0118986j 0.0399009+0.012898j 0.0206654+0.0519348j 0.00107152+0.0144872j 0.000198693+0.0290493j 0.0304478+0.0715518j 0.023362+0.0224349j 0.0843289-0.0105584j 0.0390287+0.0233241j -0.00731841+0.0671405j -0.0576433+0.0485721j -0.037804-0.0373226j 0.00505679-0.00854674j 0.0446549+0.00334102j -0.0064172+0.0844058j 0.0278221+0.0132875j 0.0232792+0.0424191j -0.0458797-0.00252093j 0.011296+0.04128j 0.0411123-0.0706701j -0.0448582+0.00866649j -0.0126015-0.00483366j -0.0256241+0.0163531j 0.0123295-0.0168521j 
-0.0111353-9.644e-05j 0.00877602+0.00920561j -0.0101722+0.0280698j -0.0170243-0.0191371j 0.0132922-0.00885424j -0.00667025+0.0941424j 0.084798-0.0192178j 0.0571661+0.0103575j 0.022535+0.0622111j 0.054467-0.0123043j -0.0204082-0.0499661j 0.071464+0.026254j -0.0609208-0.0417954j 0.0975925-0.0694051j 0.020943+0.0759749j 0.0192255-0.138166j 0.051116+0.0296432j 0.0348763+0.0452902j -0.10706+0.0860341j -0.000181965-0.0492667j -0.0235996+0.0123225j -0.0628155-0.1716j -0.028808-0.0184817j 0.0159257-0.0108151j -0.116402-0.0376654j 0.052813+0.0134444j 0.13166+0.0268397j 0.0324027-0.11563j -0.0909903-0.0676341j 0.0220622-0.0100726j 0.0610022-0.0198388j -0.0669471-0.0413385j -0.102575-0.00163682j -0.0852618+0.142148j -0.0282977+0.0448251j 0.0566856+0.109257j -0.0830027+0.0170695j 0.10122+0.0870492j 0.0702574+0.097996j 0.0271501-0.0394149j -0.10288-0.049699j 0.00656132+0.0108575j -0.0746716+0.075053j 0.00127705-0.0348221j 0.120806+0.0673352j -0.044253-0.0157837j 0.0262286+0.0200797j 0.0316323+0.00444698j 0.0605893-0.00340109j 0.0298821+0.0241021j -0.000757173+0.0999997j -0.016209+0.00771193j 0.000205453+0.00679254j -0.0628803+0.0596887j -0.0277227-0.026443j 0.112119+0.0137821j -0.0138785-0.0060398j 0.0159071-0.0565436j 0.0307574-0.0120335j -0.0116765+0.0111611j -0.0284372-0.0020673j -0.0244893+0.0144499j 0.0248865+0.0334939j -0.0163806-0.00716795j -0.00764263-0.0264301j -0.0605356+0.0302076j 0.00958118+0.0713273j -0.0283229-0.0164631j 0.00553932-0.0018392j -0.0365345+0.0128956j 0.00937439-0.0174098j 0.00900617-0.0181805j 
0.0244774-0.00503495j 0.0016552-0.0180897j 0.00174994+0.0165319j 0.0117359+0.00165459j 0.00453085-0.106997j -0.0504046-0.0733438j -0.0828102+0.0722431j -0.0976505+0.0236189j 0.0386477-0.102295j -0.085287-0.0300198j -0.010764+0.052641j -0.0109065-0.0292534j 0.0454433+0.10032j -0.0302421+0.127527j 0.0124918-0.014431j 0.0404798+0.00830437j -0.0193388+0.0692603j -0.00989814+0.0519993j 0.152093+0.0127969j -0.0295406+0.0166486j -0.00916878+0.113115j 0.057189+0.187991j 0.161802+0.116076j 0.0481121+0.0304543j 0.0795026+0.0713138j -0.0453343-0.0172665j -0.169473-0.0264425j -0.0810421+0.216655j 0.166136+0.10168j 0.0299814-0.0971737j -0.0981826+0.0796356j -0.0994578+0.0642094j -0.0177064-0.0128465j 0.0924275-0.11546j 0.164682-0.075494j -0.0714171-0.0969765j 0.0409412-0.0440141j -0.0485175-0.087196j -0.13906+0.0017642j -0.0726616+0.176375j 0.00682163+0.106031j 0.114004-0.0132221j -0.0393956-0.0770386j 0.0499451+0.0245389j -0.0290511+0.0439354j 0.00439706-0.0689328j 0.0238886-0.00570784j 0.0821444+0.0547822j -0.0458501-0.0699114j 0.00613761-0.00314625j -0.0473239-0.00498579j 0.0571662-0.00608053j -0.0344855-0.0342343j 0.0371931-0.0144406j -0.00954117+0.0402338j 0.0234679+0.0159242j 0.0372674+0.0442562j -0.0411603+0.0212912j -0.0106671-0.0543575j 0.00960008-0.0872886j -0.0189482+0.00950063j -0.0205042-0.0220626j -0.000406601+0.0319776j -0.0229715-0.0156379j 0.0314957-0.00320537j 0.0337515+0.000981485j -0.00900461-0.052788j -0.0603668-0.023916j -0.00671396-0.000736609j -0.0294337+0.0113528j 0.00978146+0.00159151j 0.0134066-0.00634592j 
-0.00616721+0.0266373j 0.0293334+0.0026546j 0.00727799+0.0105966j -0.000154172-0.00650496j -0.112369+0.000508152j 0.00851064-0.116196j -0.0775744+0.0170644j 0.00253204-0.00426929j -0.0401472+0.0631954j 0.0350323+0.0284846j 0.00908459+0.0091765j -0.0645957-0.0534129j 0.0912793-0.225844j 0.07478-0.000758158j 0.0333627+0.101285j -0.0748117+0.00227499j -0.200723+0.152807j -0.0594956-0.0486266j -0.0130215+0.00811204j -0.172552+0.0844442j 0.0459895+0.213224j -0.108212-0.127039j 0.163513+0.154821j 0.0665582-0.259348j -0.00981186+0.0470172j 0.180792-0.0567766j 0.150425-0.101615j 0.0850186-0.120203j -0.098793-0.0802514j -0.0642607+0.12148j -0.111084-0.0402366j -0.00532262-0.0241061j 0.00509739-0.0488495j 0.177909+0.120027j 0.0176985-0.105699j -0.149903-0.0488755j -0.00911121-0.236935j -0.0958678+0.126682j 0.014535-0.055873j -0.109153+0.0836489j 0.136373-0.0685728j 0.0666518+0.0345533j -0.0357159-0.0150752j 0.0941166+0.179488j -0.0577948+0.000698517j -0.0294215+0.00262586j -0.0280139-0.160246j -0.00285046-0.0374705j -0.0169716+0.066335j 0.00606855-0.0982087j 0.0821117+0.0124352j -0.0294998-0.0243239j 0.036938-0.0469321j -0.00128067+0.0226033j -0.0296902-0.00452703j 0.0164121+0.0177817j 0.0389548+0.0363884j -0.000553341-0.0170417j 0.00854041+0.0535248j -0.00390388+0.00684391j -0.0541378+0.00190114j -0.0113179+0.0204528j -0.0283154+0.0350251j -0.00477017+0.0191682j 0.023327-0.0370211j 0.0236135+0.0340138j 0.00544388-0.01298j 0.004794+0.00232784j 0.0079238-0.0133993j -0.010807-0.0152676j -0.00033433+0.00884874j -0.00476424-0.0031324j 
0.0120837+0.0119637j 0.0121511-0.0158548j 0.0121111+0.0471262j -0.0446957-0.00746108j -0.0744248-0.0685404j 0.00690765-0.000701675j 0.0115465-0.0102052j 0.0139122+0.0220714j 0.0248499+0.0595341j 0.0665115-0.0610746j 0.128192+0.0257093j -0.00957575+0.0408843j 0.0728225+0.106285j 0.0218862+0.00768702j -0.121299+0.00560987j -0.0702476-0.173355j 0.0313723+0.112657j -0.0306569+0.0712939j -0.18164+0.134486j -0.0704475-0.0100236j 0.0561952+0.17315j 0.0160617+0.0340294j 0.11233-0.070434j 0.066534+0.00434574j -0.15423-0.0507136j -0.0376205+0.106906j 0.138769-0.125439j -0.00370283+0.0170229j 0.0983245+0.0408616j 0.274092+0.0435351j 0.0665124+0.115454j -0.0918966-0.0863754j -0.0594395-0.00740052j 0.0453691+0.088129j -0.00513175+0.0382451j -0.0437575+0.0894141j 0.0569483+0.0745031j -0.0589876+0.0317608j 0.0120211+0.0721126j 0.00135228+0.0556106j -0.00477684-0.00674555j 0.0152768+0.0540808j -0.0710551+0.111719j -0.0156189-0.0984566j 0.0334345-0.0512767j 0.000582834-0.0300433j 0.0787829+0.0161343j -0.0730191-0.0429541j -0.0560136-0.0732779j 0.0949684+0.0641847j -0.0975086-0.0416997j 0.0263427+0.0207723j 0.00468252+0.0160279j 0.0348514-0.0312643j 0.0225908-0.0364564j 0.0276258+0.0411974j -0.0162781-0.00628748j 0.0351271+0.00200655j 0.0159389-0.0680804j 0.0102182-0.0115805j -0.0106771+0.0423554j -0.0281999+0.0707396j 0.0157855+0.0063494j 0.0457757+0.0432826j -0.0126539+0.0394274j 0.0120881-0.00186875j 0.0153432-0.00292777j -0.0058619+0.0111696j 0.0102536-0.0133226j 0.00129417+0.00886406j -0.00916122+0.00394227j -0.00238742+0.0043451j 
-0.0175557-0.00525316j -0.00393748+0.00302018j 0.0250276-0.030641j 0.0314387+0.0248005j 0.0228324+0.0194005j -0.0211639+0.0332213j 0.0380112+0.035673j -0.0177028+0.0123509j -0.004459-0.0667036j -0.04503+0.00137186j -0.0678683+0.0442866j 0.0233948-0.0494427j -0.0606499-0.0110511j -0.0517032-0.0325022j 0.0800415-0.0232222j 0.05795+0.122407j -0.00639489-0.0456955j 0.00945093-0.0196694j 0.110372-0.0836459j 0.01626-0.0181728j -0.0295702-0.114365j 0.0101319-0.0224947j -0.101953+0.0724163j -0.0531348+0.00922355j 0.111+0.0394043j 0.0392972-0.0407589j -0.116036+0.0925933j 0.000492084+0.0109462j -0.0639779-0.0296295j -0.173944-0.0457337j -0.0654451-0.0672442j 0.0553279+0.0337601j 0.0246943-0.017614j -0.0368897-0.0719798j -0.016128-0.018825j 0.0289142-0.03778j -0.0418989-0.0581482j 0.0597302-0.0531096j -0.0234964-0.0468985j -0.0187738-0.017191j -0.00888444+0.0374287j 0.0672332+0.0138831j 0.0184698-0.0327002j 0.0271381+0.0147114j 0.000806022+0.0474677j -0.00219137+0.0952191j -0.040808+0.00159474j -0.0108504+0.0327691j 0.0188979+0.0108766j 0.00619111-0.0450371j 0.0210128+0.0503321j -0.0150369-0.0321045j 0.0737363-0.0262091j -0.11181+0.0238788j 0.0450225-0.0448033j 0.0150332-0.00931834j 0.0895945-0.0293634j -0.0268841-0.0105653j -0.0345063+0.0631567j -0.0069494-0.019231j 0.013614+0.0433401j -0.0178378-0.0567749j 0.0351791+0.0605129j -0.0583137+0.018894j -0.0208577-0.00124463j 0.00591311+0.0418237j 0.0129822+0.04171j -0.0158508+0.0120951j 0.00525905-0.0432113j -0.0397748+0.00663306j 0.00444336+0.000148582j 0.00579828+0.0154387j 
-0.0139833+0.0183144j 0.0227268+0.00461653j 0.0273951-0.0133669j 0.0190332+0.0257136j -0.0671689+0.0534213j 0.0212216+0.0147289j 0.0560148+0.0040108j 0.0437222+0.00114003j -0.0463646+0.0295566j 0.0212618+0.0222518j 0.0305848+0.0292381j -0.0833096+0.0466845j 0.0739125+0.0160022j -0.160951-0.115478j -0.128166+0.0493025j -0.118071+0.093206j -0.0284612-0.0177796j 5.71482e-05-0.163359j -0.0434209-0.0320243j -0.000714574+0.0142662j -0.0125163+0.014889j 0.0323631+0.0411965j 0.014869-0.110858j -0.0612728-0.0293599j 0.0407152-0.00993805j -0.126732-0.0358558j 0.119937-0.0760999j 0.0409818-0.118795j 0.0444684+0.121047j 0.0821238+0.0372857j 0.00556063-0.0140388j 0.165138-0.051275j 0.111677-0.0498005j 0.0967606-0.0384146j -0.151358+0.0140128j -0.00357297+0.0411861j 0.1319-0.00204088j -0.165354+0.0127292j -0.00954592-0.0613927j 0.0912811-0.137581j 0.0817535-0.0421704j -0.0799865-0.00920512j 0.104174-0.0426648j -0.123616+0.0137343j -0.0482407+0.0326791j 0.0491099+0.0459389j 0.0222157+0.0397465j -0.0696236-0.00533055j -0.0368052-0.000448278j 0.0262172-0.0595153j -0.0456753-0.0497028j -0.0289987+0.0248316j 0.0339742+0.0360031j 0.0535563+0.00315829j 0.0877297+0.0233431j -0.0918469+0.00154277j -0.0066907-0.0381143j -0.0210974+0.0749136j -0.0678578+0.07924j -0.00332334-0.0372961j -0.00301523+0.0724238j 0.0162511-0.020548j 0.00789887+0.0022723j -0.0191233+0.0133531j -0.0263924+0.0215232j 0.0343936-0.00541645j -0.000200585-0.0146878j -0.0321426-0.013873j 0.00520172-0.0447764j -0.0352913+0.00559231j 0.0130772+0.010159j 0.0134867+0.0177058j 
-0.00592855+0.00258674j -0.0012894+0.0117806j 0.00518248+0.0135097j 0.0156904+0.0084584j 0.0310276+0.00667182j 0.000243399-0.0571549j -0.0573335-0.0389442j 0.00394158-0.0384506j -0.0442953-0.0332919j -0.0270731+0.0627785j -0.0308249-0.0576059j 0.0427097+0.0807492j -0.0786862-0.0318551j 0.020543-0.0745279j -0.0317799+0.0765798j -0.0151059-0.063756j 0.0284434-0.120524j 0.108292+0.0178013j -0.00883086-0.0533635j 0.0901291-0.00946116j -0.109387-0.0638568j -0.00555412-0.0598128j 0.0172646-0.0331096j -0.0245322-0.0356873j 0.0177482-0.0466112j -0.0753664-0.0418203j -0.0174641+0.0463893j -0.0121124-0.0643677j -0.034558+0.0720208j -0.0955844-0.0543328j -0.0395709-0.135058j -0.0115241-9.87961e-05j 0.0169196+0.0678514j -0.077964-0.0324681j 0.0484041-0.0463793j -0.00330062+0.0155416j -0.0429029-0.0258589j 0.130848+0.0350292j 0.0539866+0.0537851j 0.0938343-0.0958328j -0.0704238-0.112825j 0.00954994-0.0158143j 0.0118706-0.0492833j -0.0420752+0.096882j 0.0763764+0.0816463j 0.0206557-0.138323j -0.0153298-0.0182614j 0.0176147+0.0221333j 0.0230281+0.0663574j -0.0254606+0.0253714j 0.0377838-0.0266671j 0.0169401-0.0422839j 0.0177301-0.00272578j 0.0446237+0.0103923j -0.0762459-0.0165339j -0.0773098-0.0141588j -0.0718641+0.0450295j -0.0313975-0.0130105j -0.0153766-0.028761j -0.0216552+0.0211248j -0.0962863+0.0272267j -0.0210436+0.11396j -0.0239897-0.0264007j 0.0313396-0.0383553j -0.0102824+0.030185j 0.0203078-0.00541417j -0.00472026-0.026995j -0.0168694+0.0867519j 0.0216814+0.00530408j 0.0253445+0.00788641j 0.0188014+0.034999j -0.0139529-0.00378133j 
-0.0190928-0.00864508j -0.0125815+0.0141529j -0.00359144+0.0104732j -0.0316319-0.0219295j 0.0173393+0.0740656j -0.0309846+0.00482499j -0.0174468-0.00577929j -0.0481682-0.0290229j -0.0219528-0.0152793j -0.0471355+0.0313295j -0.0108245-0.0481975j 0.0103034-0.0181243j -0.0135271-0.0134882j 0.0101651+0.0819828j -0.0228407+0.118822j -0.0126402-0.0562938j 0.0295152-0.0175715j 0.0938973+0.00477714j 0.07122-0.0236379j -0.0367383-0.0258298j -0.144726+0.0957346j -0.0375773-0.009774j 0.148567-0.012484j 0.0689933-0.0484321j 0.0306605+0.0358042j -0.104193-0.113399j -0.0364655-0.0115433j -0.0639619-0.0250353j 0.021947+0.147559j 0.0176617-0.0673868j -0.0831668-0.0012689j 0.0108338+0.034686j 0.00792372+0.00167466j 0.0375403-0.0275869j 0.019567-0.0633851j -0.00752109-0.0373936j 0.0612313-0.0363505j -0.0160582+0.0315188j -0.0328362+0.0705857j 0.074815+0.013744j -0.0174208-0.0153148j 0.0772504+0.0182226j -0.0102429-0.136946j 0.00738873+0.0312055j -0.0197797+0.0734525j -0.0150783-0.107901j 0.0728948-0.0740718j 0.0682842+0.0437248j 0.0186459-0.0162158j -0.00715887+0.0265757j 0.000903784+0.0155249j 0.0327762+0.0114089j -0.0475554-0.0090604j 0.0768443+0.00447187j 0.0208454+0.0858122j 0.0713757+0.00602366j 0.0521042+0.00372125j -0.0353235+0.0398471j -0.0219396-0.00616664j 0.0134279-0.023438j 0.032559-0.0434341j 0.0108091-0.00243734j -0.00683824+0.0892917j 0.0395389-0.0124615j 0.0168779+0.0418635j -0.0566256+0.0018951j 0.0226884+0.0600426j 0.00577958-0.0302836j -0.0304816+0.00397605j 0.000339605+0.0143829j -0.00372614-0.00217465j -0.00387446-0.0170449j 
-0.0148091+0.0295492j 0.0371632+0.0128142j 0.0535758-0.00822543j 0.0271721+0.033232j -0.0633181-0.045654j 0.0434165-0.0149059j -0.0308904+0.00412348j 0.0377564-0.0770597j -0.106933+0.0184614j 0.0132057+0.0310486j 0.0815718+0.0197581j 0.0316713-0.0248179j 0.0449522-0.122284j -0.0267557+0.0160114j 0.0106875-0.0872085j -0.0339079+0.0537271j -0.0148384-0.0163387j -0.0659801+0.00460699j -0.0108296-0.0627297j 0.024168-0.0147737j 0.0060321-0.0939512j 0.0246807+0.0291506j -0.0442918-0.0796312j -0.0298587+0.00381692j -0.00987187-0.00574959j -0.00420667+0.033005j -0.107585-0.00819977j -0.037796+0.023837j -0.0320097-0.00623592j -0.0317404+0.0477674j 0.0053832+0.00115471j 0.0658815-0.0110814j -0.00410033+0.100081j -0.0432564-0.0534696j -0.124822+0.0636227j -0.024214+0.00184369j 0.0820104+0.04713j 0.0751399-0.132074j -0.0425006-0.0625746j -0.0195934+0.000187516j 0.0398829+0.0567654j -0.0227434+0.0310484j 0.0604518-0.0655045j -0.00192308-0.0213516j -0.0744421-0.0302316j 0.0476891+0.146275j -0.112189-0.0577585j 0.0136814-0.000558577j -0.0137534+0.0856854j -0.0137613+0.0103296j 0.116686-0.0695713j -0.0376335+0.00411184j 0.141635+0.0231654j 0.00514616-0.0346688j 0.043402-0.118469j -0.0772715+0.024043j -0.0379734+0.0242709j 0.10803+0.0807578j -0.0708904+0.0298751j -0.00322531+0.0685179j -0.0374254-0.024341j 0.0405952+0.188042j -0.0361722+0.00707092j 0.156163+0.0477268j 0.0188068+0.0448929j -0.0257172+0.00286912j 0.0262415+0.00154001j 0.0798703-0.0262387j -0.00639739+0.0228479j 0.0529752-0.00874715j -0.0283155+0.0156695j -0.0270226-0.0286301j 
-0.0127524+0.00724551j 0.00581197+0.00140732j 0.0603398+0.0128784j -0.0118101+0.0490738j -0.0335266+0.0298375j -0.0128184+0.026984j 0.0111675+0.0348997j -0.0162443-0.00195984j -0.0318424-0.00688845j -0.000440214-0.0340254j 0.0840946+0.0565806j 0.0301698-0.0822676j 0.0192054+0.0330782j -0.0205486+0.050897j -0.000134864-0.0274178j -0.00185683-0.0127267j 0.0281368+0.0284502j 0.0010993+0.0664732j 0.000543631-0.0332532j -0.0755933-0.0603876j -0.073281+0.0192599j -0.0169265-0.00691162j 0.0417846-0.0226881j 0.0551287-0.0235545j 0.00329274+0.0433462j -0.017089+0.0090313j -0.122306-0.00755094j -0.0234814+0.0392998j -0.0281847+0.0595178j 0.0589845-0.0494048j -0.0650722+0.0122416j 0.0160716-0.035064j -0.0289319+0.0327647j -0.0520291-0.0413739j -0.0738005-0.0261358j -0.000533572-0.00504975j 0.047529-0.0250133j 0.06726-0.0685426j -0.0468305+0.0536518j -0.0439194+0.0766189j 0.0290015+0.0816763j 0.133642+0.142094j -0.0369006-0.0446929j 0.0736469-0.119298j -0.0157056-0.0322108j 0.0209817+0.0863433j 0.010933-0.074537j -0.129049-0.0118614j -0.0517161-0.020925j 0.130449+0.00689911j -0.00776096-0.0306236j -0.0153999+0.0346907j 0.166689-0.0365943j -0.0494614-0.0455895j 0.133481-0.0661606j 0.0720224+0.0315112j 0.126101-0.0668795j 0.0526592+0.0534005j -0.0290015+0.0691053j 0.0561865-0.0210422j 0.0450961+0.0643115j 0.0064321+0.0781087j 0.0455129+0.138062j 0.077943+0.136247j -0.0348382+0.111334j -0.0514289+0.0312308j 0.090968+0.0946794j 0.0710005+0.0312679j 0.00142343-0.0543417j -0.0198318+0.0137759j -0.00768242+0.0312789j -0.0278797-0.00943627j 
-0.0271385+0.00788916j 0.00663604+0.0260614j 0.00249399+0.00720261j -0.0171175+0.00335518j -0.0214259+0.0414257j 0.0221408-0.0175398j -0.01917-0.0151683j -0.00901338-0.0576535j -0.0630864+0.0650038j 0.0133351+0.0355035j 0.0319291-0.059194j 0.015869-0.0714664j 0.0626094-0.125439j 0.0873582+0.129735j 0.0410443+0.00717559j 0.0135669-0.01323j -0.0201395-0.00258011j -0.039854+0.00509544j 0.0486283+0.00219631j -0.000258526-0.0139954j -0.00220152+0.0197547j -0.0261207+0.0167319j 0.0494099-0.0335119j 0.021258-0.0160332j -0.0735879-0.00174652j -0.00334001-0.0337347j -0.000357289-0.000412482j -0.0868605+0.0190775j 0.019706+0.0124779j 0.00969569+0.0606172j 0.031993+0.0804692j 0.0281537+0.0196778j 0.000262579+0.0757418j 0.0582046-0.0068557j -0.0516717-0.00636766j -0.0054189-0.0387946j 0.0797708+0.0572411j -0.0592846+0.00572962j -0.0117832-0.0879396j 0.0102153+0.00458366j 0.0537097+0.0115488j -0.0201095-0.0115796j 0.0346602-0.0768254j 0.00602265+0.033079j -0.145765-0.0724073j -0.032002+0.00949703j -0.0479791-0.107936j 0.190024+0.0222348j 0.0675997+0.0852013j -0.113173+0.119574j 0.0886448-0.0322015j 0.0300074+0.0346862j -0.119528-0.0172823j 0.0933218-0.0781229j -0.0364515+0.126458j 0.0327151-0.00168314j -0.0573239+0.0601402j 0.0660802+0.0520815j 0.0575025-0.0862291j -0.0472867+0.135277j 0.0509031-0.178355j 0.0131021+0.0380395j -0.0700309-0.00884295j 0.136328-0.0717682j 0.0333177+0.0276386j -0.0995601-0.00287511j -0.0176765+0.0709289j 0.00142979-0.0647977j -0.0141701+0.0779051j 0.0636505-0.0179671j -0.0181911-0.0144561j 0.0247126-0.0102466j 
