-0.0110778+0.0148767j 0.0236575+0.0130387j 0.0154327+0.012925j 0.00233125+0.0292738j 0.0127718-0.0466528j 0.0331557-0.0157984j 0.00967105+0.0319655j 0.00926364+0.0343199j -0.0142357+0.0125934j -0.0223025-0.00347655j -0.0368518-0.00861412j 0.0493503+0.0212928j 0.00180456-0.00361629j -0.0154898-0.01727j -0.0255844-0.017793j 0.00835218-0.00445332j 0.0100197-0.0161023j -0.00556187+0.00430887j 0.00658356+0.0147582j 0.0142231-0.0398233j 0.0171046-0.00287599j 0.00916496-0.0242388j 0.0103801+0.013994j 0.00118382-0.0118701j -0.000998627+0.00724969j 0.0105628-0.00781369j -0.00536666+0.00601278j 0.00674776-0.00497614j 0.00238666+0.0163866j 0.0172327-0.00611553j -0.00640279-0.0138246j -0.0119584-0.000639149j -0.0199398-0.0031866j -3.61238e-05+0.0030386j -0.0227831+0.00291712j 0.0110329-0.00414532j 0.0213435+0.00365868j 0.0207845+0.00887041j -0.00697962+0.00671951j -0.000644588-0.0256397j 0.00841982-0.00875495j 0.0104189-0.0273287j -0.00917786+0.00175311j -0.0122127+0.0255257j -0.0194684-0.0136172j -0.00511639-0.0149961j -0.00262669-0.0133418j 0.0193348-0.0071041j -0.0113025-0.00867228j -0.00456507-0.000990369j -0.00789641+0.00717645j -0.00883473+0.0459489j -0.00509643-0.000720268j -0.0280741+0.00972957j 0.00134423-0.0157526j -0.00346463-0.0196101j -0.00526226+0.0116223j 0.00923357-0.00431257j 0.00411432-0.00731827j 0.0199815+0.0258988j 0.0514133-0.00435678j 0.00962798-0.0180681j 0.0239329-0.00432409j -0.00495482-0.0556617j -0.015334-0.000562012j -0.0212038+0.0323312j 0.00694035+0.0355825j -0.0165356-0.0144415j 0.0299026+0.0219757j 0.0369504-0.0280931j 0.00364365+0.0172686j -0.0196805+0.00535126j -0.0304311-0.0245043j -0.010368+0.00630455j -0.0322293+0.00820347j -0.0333208-0.0398873j -0.00907023-0.0384698j -0.0225424-0.019292j 0.0154941+0.0232531j -0.0159797+0.0384868j 0.0186229-0.0146206j 0.0531126-0.000688961j -0.0277132+0.0234465j 0.019806-0.00598535j 0.0444413+0.0123625j -0.0219461+0.0175416j 0.0147842-0.00118458j -0.0458183-0.0344309j -0.0221929+0.00348098j -0.0150259+0.0189725j -0.0399231+0.0596859j -0.0700773+0.0334766j -0.052245+0.0506443j -0.106088-0.0813193j -0.0212447+0.0183233j -0.0803775-0.0280039j 0.00300566+0.00556146j 0.0129119+0.0140188j 
0.0188514-0.00628914j -0.0114855-0.00572308j -0.0423737+0.0230244j 7.35114e-05-0.0309355j 0.0549603-0.0311637j 0.0137081+0.0632107j -0.0786408-0.0200862j -0.0317286-0.0349574j -0.012003-0.0131982j 0.0330242-0.0291017j 0.0636935-0.0237854j -0.0616661+0.0632822j 0.0360421+0.00272246j 0.0294847+0.0443371j 0.0569564-0.03274j -0.0301409-0.0273866j -0.0215034+0.0328706j -0.0160935-0.0831632j 0.00592121-0.0673854j -0.0052013+0.0626588j 0.0062687-0.0502541j 0.0351882-0.100335j -0.0374254-0.0133865j 0.153338-0.0799278j -0.0690393-0.0886509j 0.000914894-0.0112729j 0.0720994-0.0949706j 0.0170379-0.0471466j 0.0333126+0.00205641j -0.148621-0.0912941j -0.0472048+0.0694932j 0.0581213-0.0513244j 0.0141613+0.0967407j 0.0124808+0.0341807j 0.156851+0.0694632j 0.0138267-0.0594265j 0.129954+0.0134648j -0.0920863-0.15546j 0.0369035+0.0423829j -0.0168338+0.0495513j -0.103126+0.076253j 0.0417869-0.0320238j -0.0543772-0.0398695j 0.0336239-0.00692831j -0.0498241+0.0964306j 0.0051729-0.069793j 0.0933738+0.0408455j 0.0020867+0.0310115j -0.00130012+0.033294j 0.12041+0.00114326j -0.0209286+0.0030941j 0.127026-0.0715039j 0.0654938+0.00175033j -0.0355997+0.0713852j -0.0330645+0.0565348j 0.0138489+0.0861802j -0.0147704-0.0478372j 0.0411459+0.101408j -0.146432+0.0594306j 0.0432849-0.150482j -0.121798-0.00816063j -0.109451+0.0518311j 0.0322802-0.0317544j -0.0134893-0.103562j 0.0197103+0.0239745j 0.0147586+0.0109733j -0.137226-0.032747j 0.0974831+0.0479529j -0.027681-0.06313j -0.0396005+0.0797955j 0.0732157-0.0148236j 0.0275975-0.0567027j -0.0210601-0.0872453j -0.011368-0.0187169j -0.044728-0.018846j -0.011906+0.0109206j -0.0353227+0.0149923j 0.0322047+0.0512724j -0.0483334+0.0228265j 0.0594912-0.0310834j -0.0617804+0.0274336j -0.00975331-0.0212074j -0.0445005-0.027732j 0.0284832-0.0674906j -0.0192269-0.025425j 0.00238112+0.0187636j -0.0122202-0.0373588j -0.0337213+0.0126086j -0.00714296-0.0283746j -0.00595504+0.00210233j 0.000263491+0.0406154j 0.0206117-0.0287817j 0.0202095-0.0311556j 0.0574159+0.0516899j -0.00110047+0.0152508j 0.0443387-0.00362676j -0.0198075+0.0012106j -0.0217018+0.00505388j 
0.00219079-0.00989359j -0.0149642-0.0045222j -0.00518566-0.00675627j -0.0165706-0.00655787j 0.0430845+0.0795653j 0.0219275-0.0064004j 0.0278604+0.00399856j -0.0502284+0.0132181j -0.0905385+0.0511411j 0.0851319+0.0560205j 0.0292245-0.0740948j -0.0031324+0.0101675j -0.05958-0.0264762j 0.0832268-0.120326j 0.0796732+0.0264251j -0.0460082-0.00977356j -0.00478165+0.019508j 0.00851689-0.0179374j -0.0381095+0.00873807j -0.018974+0.0882985j 0.0381587+0.0460111j 0.0488077+0.0917751j 0.0744319-0.0981489j -0.0180261+0.107817j 0.0367502+0.1144j 0.0389536+0.0407204j -0.0786211+0.00269788j 0.0763252+0.010618j -0.0072104+0.0470335j -0.146914-0.0577627j -0.159767+0.203569j 0.091537-0.0376227j -0.0812349+0.0708018j 0.0555708+0.0905801j 0.212654+0.0683081j 0.0279063+0.14374j -0.170967-0.117212j -0.0564674+0.0341362j -0.0153951-0.0790892j 0.169464-0.0533108j 0.0873753-0.12187j -0.0443783-0.0821836j -0.00355839+0.0821611j -0.0240051-0.00247495j 0.0990542+0.0236082j -0.117969+0.096402j -0.170839-0.103622j 0.0422697+0.0970352j -0.0769454+0.148719j -0.0138547-0.0686755j -0.0847194-0.0330045j 0.0132065-0.181214j 0.0285109-0.0556766j -0.0279152+0.140967j -0.193527-0.0863935j -0.16133-0.00774317j -0.0528472-0.0339637j -0.0546364-0.0383937j -0.07391+0.0684291j -0.023176+0.0369981j 0.114479-0.0726496j 0.00691187-0.121789j 0.0394827+0.0564668j 0.0501522-0.0729631j -0.0388555-0.0387933j 0.0282332+0.0119525j 0.0238487-0.0925925j 0.0405298+0.122959j -0.0125888+0.0363323j -0.0150806+0.0510648j 0.0416425+0.013345j -0.0315099+0.0241075j 0.0529527-0.0424334j 0.0484764+0.00936583j 0.0224404-0.00195818j 0.000543782-0.00191364j -0.00867859+0.0223285j 0.0301629-0.0221051j 0.0297993+0.0187314j -0.0661058-0.0342726j -0.0231755+0.0364917j -0.000776024-0.0140007j -0.0485478+0.0311608j -0.0307933-0.0265391j 0.00926955+0.0252872j -0.0288328+0.0255907j 0.0195868+0.0442671j -0.0028176-0.0244756j 0.000480372-0.022461j 0.0259849+0.035097j -0.0137017+0.0278219j 0.0071016-0.00905687j -0.000869286+0.0146979j 0.00372548-0.00277097j -0.00747796-0.00161387j 0.00134171+0.0043925j 0.00938916-0.00658757j -0.0061491+0.0103279j 
-0.00588553+0.00770491j 0.00372247+0.0024694j 0.0204807+0.00149342j -0.017761+0.023649j 0.0175105+0.0551307j 0.000994529+0.0118003j -0.00859262-0.00828352j -0.0110449-0.0367759j 0.0505758-0.00986238j -0.0150487-0.0273489j 0.00874311+0.0335399j -0.0212647-0.042118j 0.0276623+0.0254222j 0.0227905+0.0712223j -0.0523206+0.0307458j 0.0442998+0.0679332j -0.0256167+0.0390223j 0.0352559+0.114428j -0.0310591-0.00105928j 0.118477+0.0820317j -0.0339682+0.086079j 0.0414367-0.0209526j -0.0372149+0.134951j 0.0995424+0.0745662j 0.18015+0.107376j 0.085451+0.0754145j -0.154803-0.0169586j -0.013428-0.102833j -0.0544309-0.074666j -0.0967921-0.010793j -0.0246177-0.14848j -0.0361266-0.00679627j 0.143659-0.065784j -0.0655096-0.017879j -0.0740153-0.191589j -0.0111599-0.116777j 0.117804-0.0380646j 0.0277091+0.0401496j 0.0868286-0.084874j 0.0605409+0.106032j 0.105571+0.0245064j -0.084353+0.111472j 0.0602636-0.0782054j -0.0826911+0.0483578j -0.0796885-0.00860837j -0.0223489+0.10492j -0.0118736-0.0985037j -0.046893+0.00204408j -0.0319943-0.166081j 0.0235303-0.00278209j 0.0691569-0.01268j -0.0406457-0.00432169j 0.0383964+0.0590071j 0.0494451-0.0286397j 0.0588434+0.0611402j -0.0718737+0.0298908j -0.0620051+0.0470009j 0.0541178+0.0646456j -0.00770702-0.0699886j -0.0744504+0.0999739j -0.0695482-0.108134j -0.140303-0.119737j -0.0399204-0.0871492j 0.0312629+0.077694j 0.0216057-0.00292264j -0.0323848+0.0383007j 0.000719928-0.112417j -0.0012546+0.0768646j -0.0493298-0.0815418j -0.0303182-0.0517697j -0.0437635-0.00623585j 0.0163321-0.0305985j -0.0936342-0.0191101j 0.00547299+0.0377932j 0.00604784-0.0113208j 0.00236536-0.0627205j -0.0372486-0.0207623j 0.044807+0.0281947j -0.0254845+0.0072701j -0.018548-0.0292324j -0.0124636-0.034616j -0.0177184+0.0217568j -0.0352734+0.0120232j 0.0333709-0.000975516j -0.000533162+0.00433104j -0.0155886+0.0231111j -0.0148542-0.0655293j -0.0728913+0.0277664j 0.0158624+0.0351454j -0.0112835+0.0503682j -0.00948016+0.00227659j -0.0495382-0.0145161j -0.0220066+0.0414763j -0.00327709-0.0146345j -0.00619305-0.00337044j -0.00930144-0.00972251j -0.000580094-0.00127492j -0.00609154+0.00385062j 
-0.0177008-0.00114914j -0.00227279+0.0128655j -0.00564253+0.0105243j -0.0075185-0.00589757j 0.00210161+0.040353j -0.0149295-0.0644863j 0.072402+0.000538129j 0.00455958-0.0056741j -0.0127433-0.0544578j 0.0410602-0.0109356j -0.022732-0.0436834j -0.0230548-0.00657652j -0.0670565-0.0829091j 0.0759096-0.019728j -0.0187827-0.0827275j 0.0365449-0.103668j -0.123038+0.0300099j -0.0191126-0.00646205j 0.0274002+0.0455023j 0.0353264+0.04709j -0.0753411-0.0562739j 0.00103388+0.064795j 0.0622579-0.00340088j -0.0450727-0.11097j 0.0536643+0.104331j 0.174376-0.0214662j 0.0599621+0.0921127j 0.0113685-0.247489j -0.0151118-0.000452039j 0.138715+0.0680579j 0.101321-0.144098j 0.0781874-0.00359595j -0.0368189-0.105911j -0.098048-0.0240116j 0.0897287+0.0822472j -0.058882+0.113483j -0.0478555+0.0961258j -0.0189485-0.070925j -0.0337288+0.0402158j -0.0427618-0.0189864j 0.0771672-0.123776j -0.00378798-0.196126j -0.00968426+0.0422718j -0.150168-0.110534j 0.169777-0.0440834j -0.0311591+0.0323851j -0.0313712-0.0623399j -0.218536+0.0330441j 0.0520871+0.0191406j -0.136195+0.0286545j -0.0437802-0.0273671j 0.105951-0.120534j 0.0165532+0.0602424j -0.0213157-0.0904846j -0.011268+0.0227453j -0.0158243+0.0670192j -0.0306381+0.0881403j 0.0433099-0.131251j -0.0411476+0.0352071j -0.0160477+0.0729731j -0.0220463-0.0127188j -0.110767-0.0543259j -0.0693091-0.0638267j -0.0030937+0.0204595j 0.0457185+0.0179985j -0.0879459+0.0281647j -0.0318473+0.00107893j 0.0628716-0.0348095j 0.0236065-0.0152118j 0.0685964-0.0271122j -0.0392095-0.026211j 0.0346102-0.0468357j 0.00239044-0.0929189j 0.104335+0.0183926j -0.097381-0.0035787j -0.0412006+0.0184487j -0.03631+0.0235344j 0.014149+0.0298491j 0.00151476-0.00596524j 0.0643459-0.0100701j 0.0268731-0.0180377j -0.0320941-0.0560358j -0.050744-0.0116754j 0.0232677-0.0247308j 0.0716781-0.0138288j -0.0579762+0.0111879j 0.0081135-0.00100587j 0.00762392+0.0144266j -0.0283561-0.0429573j 0.0167578-0.0202722j 0.0164198+0.0133436j -0.0392819+0.0348908j -0.0152037+0.0421085j -0.0454033+0.037233j 0.0169157-0.00459433j -0.0290409-0.00308498j 0.00945244-0.0107201j 0.0134608+0.00106271j 
0.00428763-0.00395265j -0.00638606-0.00770154j 0.032539-0.00437487j -0.00089993+0.0399979j 0.0214212+0.0190986j 0.0272023-0.00826627j 0.00358328+0.0248403j 0.00614148+0.019814j -0.0474568+0.0613529j -0.0321257+0.0689789j 0.0172134+0.0211555j 0.0681537-0.0199705j 0.0273183+0.0518629j -0.00355363-0.0309691j -0.073307+0.105821j -0.0735215+0.0589402j 0.0815179-0.0116817j 0.0944806+0.116876j -0.0589844-0.0610799j -0.0561458-0.0284651j 0.0406022+0.0825523j -0.0047181+0.119441j -0.0108566-0.020116j -0.00467482+0.101553j 0.188454+0.117102j -0.0545279-0.000607431j -0.138961-0.00769967j 0.104353+0.049477j 0.0239457+0.129021j -0.14001-0.00871951j -0.0984154+0.0276199j 0.0574867-0.0312226j 0.113898+0.0834148j 0.00947488-0.0785122j -0.155969+0.0341812j 0.00787558-0.120198j -0.0586348-0.113263j 0.0350616+0.127872j -0.00951997+0.106217j 0.189469-0.130901j -0.222022+0.146317j -0.030876+0.032568j 0.0200723+0.0142783j -0.100053+0.103036j -0.0191034-0.137187j -0.104606+0.0370214j 0.120809+0.0275962j -0.0334338-0.0351918j -0.0376417-0.0405833j 0.0503176-0.0361695j -0.0771494-0.011797j -0.0603957-0.0176241j -0.0336825+0.0598471j -0.0118509-0.0196586j 0.0074837-0.0201984j -0.0842384-0.0472238j -0.029877-0.0102233j 0.0279917-0.0317916j -0.0105589-0.00909957j 0.0502711+0.0815806j -0.0464881+0.0674138j 0.0824716+0.015816j -0.0670734-0.00144415j 0.0533789-0.00569779j 0.0610211+0.0749898j -0.00215331+0.0452354j -0.0205217-0.0221983j 0.0191466-0.08453j -0.00875429+0.029059j 0.0696552+0.0741135j -0.0339185-0.0613919j -0.0149157+0.0137564j 0.0776738-0.0278569j 0.0316219+0.0057444j 0.0127596-0.0223241j -0.0129123+0.00729986j 0.0400649-0.011416j 0.042025+0.0677604j 0.0138411+0.103769j 0.0501813+0.0335348j 0.00628536+0.012067j -0.0717761-0.0930224j 0.00184693+0.0137752j 0.00482299-0.0531042j 0.0387928-0.0415245j -0.0652459+0.0225056j 0.00805383-0.024971j -0.00323284+0.0205677j -0.0235484-0.0442585j -0.00958422-0.0178448j 0.00261025+0.0292452j -0.0232795+0.034878j 0.00233665+0.0342948j -0.00991166+0.0336178j 0.0325284-0.00259308j -0.0269502-0.0136963j 0.0137591+0.000672555j 0.0125367-0.000400773j 
0.00265533-0.0198451j -0.0233171+0.00180422j -0.0181497-0.00902j 0.00880316-0.000736896j 0.0706103+0.0220405j 0.0166239+0.0291832j -0.0143259-0.0398748j 0.00586417+0.0327205j -0.0811818+0.05714j 0.014247-0.00726191j -0.0238201-0.0405256j 0.0468243+0.0323779j 0.0637159+0.00468681j 0.0594421+0.0226822j -0.0616868-0.0101179j -0.0694286-0.000469658j -0.0190963+0.0849735j 0.0627462+0.088527j -0.0873722-0.0428721j 0.0262048+0.0300072j -0.00618897-0.0870799j -0.00537084+0.132181j 0.169427+0.091105j -0.0473366+0.14034j 0.157724+0.017797j -0.00620144+0.0309789j -0.0119367+0.0295998j -0.00282482-0.0885768j 0.136238+0.042488j -0.118379-0.10954j -0.0545366+0.0668708j 0.0368959+0.0659255j 0.100308-0.00888052j -0.0386141-0.209427j 0.0348186-0.0188619j -0.0778721-0.161795j -0.130568-0.145647j -0.0545213+0.0214311j -0.02182+0.0845401j -0.0292933+0.0108045j -0.18767-0.0416956j 0.0763435+0.0380329j -0.0874013+0.0651024j 0.0604568-0.166368j -0.00958548-0.081561j -0.0458278+0.0308098j -0.0591085-0.060406j -0.100138+0.0236283j -0.0406188-0.0691005j -0.063536+0.117974j -0.0962664+0.11582j 0.0039644-0.00857546j 0.0901305-0.0659902j -0.0352265+0.000626357j -0.0376415-0.148905j -0.0352297-0.0583603j -0.0565796+0.0630715j 0.0556712+0.10209j 0.011295-0.00506129j 0.0447277-0.0308652j -0.125716-0.114211j -0.0321344-0.0170303j -0.0398708-0.010173j -0.0786618+0.0418271j 0.026148-0.0352045j -0.0473821-0.103449j -0.0401058+0.0581102j 0.00500898-0.0542104j -0.00121371-0.0467128j -0.02452-0.0877577j 0.000651107+0.0247031j 0.027287-0.0216832j -0.0743504+0.0333631j -0.0662688+0.028913j 0.0273319+0.00331821j 0.0852751-0.00979882j -0.00886847-0.0387168j -0.0217936-0.042212j -0.0260235-0.0966824j -0.00975123-0.0127101j 0.0115364+0.00510861j 0.0348069+0.0517975j -0.00822038+0.00590317j -0.0270707+0.0462638j -0.0408978+0.0171088j 0.0611897-0.0232466j 0.0189731+0.0518287j 0.063655+0.015716j 0.049954+0.0216595j 0.0347088-0.0286149j 0.0318753-0.0739546j 0.0375328-0.0154289j 0.0159085-0.0379624j -0.00244709+0.0471538j -0.0127489-0.0214346j 0.00708801+0.0221485j -0.00499175+0.00659633j -0.0176673+0.00507515j 
-0.0211999-0.00304743j -0.00549925+0.0155202j 0.0164684-0.010653j -0.00755984+0.0110247j -0.0147814+0.0329542j -0.0129289+0.0406265j 0.0146341-0.0255641j -0.0276964+0.0368549j -0.00550785-0.0257433j -0.0245597-0.0535635j -0.0580321-0.0446476j 0.0582823+0.000469214j 0.0537275+0.049788j -0.0162054+0.0115155j -0.0136288+0.0127972j -0.0514348-0.0256009j 0.00936915+0.0129331j -0.0213256+0.0462901j 0.0123992-0.0244674j 0.0435167-0.0460173j 0.127888-0.0291684j -0.0510381+0.0483286j -0.0559566-0.0493997j 0.0103949-0.0139571j -0.0236248-0.0237192j 0.0284561+0.0184376j 0.0492733+0.0772054j 0.00332198-0.0665771j 0.0879777-0.0387073j -0.00523846-0.0434436j 0.00732626+0.0331337j 0.0737041-0.0275022j -0.0651096-0.0118169j 0.0592399+0.0398084j 0.0271859+0.0442874j -0.128293-0.0287691j 0.0163791-0.0219486j -0.00824649-0.0243479j 0.0216311+0.0456404j -0.103172+0.0666152j -0.0045842+0.0946517j -0.0109616-0.0667513j 0.00243184-0.00948795j 0.00599044-0.0434644j 0.132653+0.0509797j -0.0203395+0.0198122j -0.0166804+0.0288685j -0.0498708-0.0192797j 0.00362535-0.00128209j 0.0963904-0.011543j -0.0882584-0.0305413j -0.0169281-0.0549837j -0.00515767+0.0163331j 0.00270197-0.0169917j 0.0355253-0.00182635j -0.0236791+0.0599267j 0.0761864-0.0624589j -0.0450233+0.0834156j -0.00414851-0.00164093j 0.0637591+0.0430032j -0.0284962-0.0623183j 0.00623801+0.100637j 0.0873472+0.0798709j 0.00705544-0.0482951j -0.00301929+0.036336j 0.00744859-0.0810102j 0.0164847+0.0391464j -0.0101601-0.0106954j -0.0592887+0.0783808j -0.0416063+0.0215374j 0.00413229+0.0130478j 0.0343551+0.0563376j -0.00931523+0.0894506j -0.0223626-0.0717283j 0.102124+0.00288422j 0.00919637+0.0024116j 0.00187106+0.0212473j -0.0584083-0.0510048j 0.0941505-0.113793j -0.0610817+0.0309435j 0.0181989-0.00176101j 0.0984648+0.0330791j 0.0363588+0.0131069j -0.0110835+0.0051076j -0.0525294-0.0579704j 0.00167434+0.0761219j 0.0138107+0.0427132j -0.0127162-0.0125215j 0.0201511+0.0870361j 0.00512806+0.00422432j 0.0442694+0.00851292j -0.0065987+0.00928961j 0.0113522+0.011374j -0.00565272-0.0249271j -0.0144757-0.00743615j -0.00663316+0.00551661j -0.000230674+0.0104195j -0.00746671+0.00299747j 
0.00917049+0.00592996j 0.0117634-0.00780017j -0.013182-0.00838257j -0.00110487-0.018671j 0.0334137+0.0236406j 0.0293386-0.0266318j -0.0214992-0.00372693j 0.0301483-0.0288679j 0.00423689+0.00397988j 0.0430148+0.00703671j 0.00115927-0.0461632j 0.015164-0.0227552j -0.0487186+0.0108598j -0.0187317-0.0196841j 0.0163102-0.0746208j 0.0657759-0.0467903j -0.00303114-0.0108169j 0.0393379+0.00479022j -0.0705929+0.0166553j -0.00826981-0.11286j -0.0255757+0.0695973j -0.0630711+0.00918936j -0.0394906+0.0101127j 0.129278+0.0451817j -0.0374835-0.0145369j -0.0513525-0.0370803j -0.0343004-0.0415329j 0.0375885+0.0361834j 0.061765-0.00551754j -0.0264546-0.0807817j -0.0573268+0.0251841j 0.0143576+0.0137766j -0.084842+0.0214261j -0.0274052+0.0283777j -0.0104677-0.0390273j 0.0047438-0.0502885j -0.0350991-0.0745249j -0.0143348-0.0151356j 0.0187263-0.0388156j 0.02582+0.0168245j 0.0262732+0.0374467j -0.113373+0.0158151j 0.0175139-0.00626784j 0.0221072-0.0103107j -0.0425044-0.0370061j 0.0190733-0.00944618j -0.0903033-0.0742511j 0.0588727+0.0549635j -0.0662752+0.0061447j 0.0200859-0.0459747j -0.0284696+0.040711j -0.00920688+0.140003j -0.0475801+0.0021745j -0.0407701+0.0830483j 0.071112+0.00178539j 0.0541756-0.0246878j 0.0379202+0.114093j -0.0130422+0.0261103j 0.0293484-0.0133241j -0.0188544+0.00533544j 0.0233919-0.0979673j 0.0490715-0.049279j 0.0593747-0.0511817j -0.0593366-0.0754846j -0.0474089+0.029005j 0.0297857+0.0487328j -0.0156656+0.0974026j 0.00308079+0.108684j 0.0674607-0.05834j 0.151686-0.0670918j 0.0388487-0.0177861j -0.0902955+0.0553473j -0.0272622+0.00759261j -0.0218159-0.0399563j -0.0551811+0.0511556j -0.089506-0.0737432j 0.047026-0.0970549j 0.0149168-0.0521302j 0.000708738-0.0134358j -0.00690161-0.000838511j 0.00405272+0.0504585j 0.101137-0.0606911j -0.147272+0.0565116j -0.0242492-0.0324802j 0.114294+0.107373j -0.023061-0.108464j -0.00665054+0.0519089j 0.0857689-0.163j -0.0748104-0.0548795j -0.0109707+0.00028732j -0.138071-0.0219294j -0.0202551+0.0207669j -0.0238848-0.0721393j -0.00153476-0.135813j -0.0457728-0.00277233j -0.014513-0.0347064j -0.0330722-0.00681336j 0.0224818-0.00908475j 
0.00578922+0.0131215j 0.00877495-0.00782644j 0.0561102+0.0129405j 0.00390672+0.0290144j -0.0542125-0.0554009j -0.0175854+0.0166237j 0.0237839+0.0132253j -0.00343814+0.0353472j 0.0322153+0.013987j 0.000741151-0.00205909j 0.0565858+0.0327437j -0.0112212+0.0431837j -0.0240414-0.0146365j 0.00514192-0.0102663j -0.00554467-0.00534572j -0.0607057+0.0203076j -0.0155762+0.0112854j -0.0103565-0.0717486j -0.00988362-0.00300447j -0.079718+0.0505112j -0.0822797-0.0044331j 0.0774576-0.0200715j 0.0692313-0.075146j -0.00151613-0.0187981j -0.00545492+0.0213725j 0.0454132+0.00966331j 0.0215218-0.0844278j 0.00816492+0.00501346j -0.0249862+0.0876952j -0.0840458+0.0234321j -0.0655643+0.00979746j 0.0335576+0.0548603j 0.0341874+0.024547j -0.0173263-0.0497145j 0.0557121+0.0106705j 0.0730721+0.00202673j 0.0293786+0.0473058j 0.00974551-0.00931741j -0.00935855+0.00414888j 0.0981574-0.0814996j -0.065608-0.090065j 0.101747+0.0331972j -0.0680197-0.0327994j 0.0488337+0.0231791j -0.0933456+0.00481098j 0.0571588+0.0157997j 0.000257521-0.0400953j -0.0288769-0.0101268j -0.00407797+0.0682861j -0.0878701+0.0419031j 0.0002497+0.0316105j 0.0317991+0.0117289j -0.00048408-0.00618477j -0.0417555+0.00307735j -0.0524795+0.00539009j 0.0705015-0.0382082j -0.0500311-0.0914639j 0.00906411-0.0861189j 0.025075+0.0344532j -0.0395488-0.109134j -0.0108073+0.0617024j 0.0124151+0.0146743j 0.0248197+0.00578151j -0.0110294+0.0228503j -0.016142-0.116008j 0.023239+0.00106228j 0.0952965+0.0444522j 0.0721738-0.0291339j 0.0502193+0.0402728j -0.0124493-0.0115467j -0.0842199-0.0333976j 0.00725892-0.000568539j -0.018702-0.0298409j 0.0555109+0.0673099j -0.0410254+0.00957762j 0.00147918+0.143386j 0.0393537-0.0159823j -0.0668848+0.105749j 0.023623+0.0405321j 0.0577618+0.0197911j 0.0254811-0.0204956j 0.0243928+0.15894j -0.0538676-0.013953j -0.0052665-0.0104285j 0.0482061+0.114829j -0.0952868-0.0105013j -0.00528588-0.123822j -0.0232866+0.0504073j 0.0422078-0.0161354j -0.126319-0.0497394j -0.057287-0.12072j 0.0210433+0.0122781j -0.00686773-0.0685733j 0.0607426+0.0114481j -0.000809471-0.00516825j 0.0268871-0.0344956j -0.017818+0.0121313j -0.0167221-0.00611668j 
0.017743+0.00794205j 0.00466567-0.00586339j -0.00471188-0.0133207j 0.0286442+0.00368577j -0.00942942-0.00027774j -0.0278599+0.0278748j -0.0100506-0.0404897j 0.0347721+0.00401681j 0.0521821+0.0136472j 0.0242472-0.0235857j 0.0145001+0.0325958j -0.0843611+0.00940071j -0.0397628-0.0135511j 0.00259244-0.00462363j 0.0432357+0.0622391j 0.0600044-0.053052j 0.0528946-0.00274431j -0.0210165+0.027818j 0.0542647+0.028848j -0.0572219-0.0357914j -0.0169923+0.0387157j -0.0514136+0.163535j -0.0917536-0.0552527j -0.0670452+0.0209882j 0.0117193+0.0890739j -0.00291099+0.0207227j -0.0162048+0.0270143j 0.0159965+0.0166922j -0.0011575+0.0327895j 0.0425948+0.0603098j 0.0480714-0.0306484j 0.0484792+0.0558427j -0.0135224-0.0305873j 0.00477546+0.0310861j -0.0532327+0.041931j -0.0326385+0.0512365j -0.112757+0.00185942j 0.013064+0.0511994j 0.0318234-0.0179371j 0.0414789-0.0359084j -0.00811413+0.0332009j -0.0146463+0.0254557j -0.00170872+0.0301594j -0.0124782-0.0422099j 0.103819-0.0389098j 0.0255504+0.0793902j -0.0465986+0.00557234j -0.117284+0.0127383j 0.0455741-0.000183403j -0.0610075+0.00470487j -0.0400036-0.0555282j -0.0618119-0.0306999j -0.0209292+0.00895538j -0.00334003-0.0397322j 0.051845-0.0146293j 0.0164949+0.069001j 0.0698344+0.0198099j -0.0593104-0.0354916j 0.0884464-0.0414665j -0.0125114+0.0039835j 0.0123611-0.0137911j 0.0514212+0.0523633j -0.064118+0.022503j -0.0566183+0.052786j 0.0131094-0.0659223j 0.0599567-0.0497011j 0.120485+0.0370361j 0.0101414-0.057302j 0.0486709-0.0114572j 0.025386-0.0103213j -0.10628-0.0740478j -0.0393274+0.107578j 0.0505895+0.124691j 0.121054+0.0595814j 0.09477-0.0704672j 0.02717+0.0603744j 0.0564466-0.0248188j -0.0177235+0.0665911j -0.0496133-0.0805087j 0.0214245+0.00803327j -0.0599064-0.0605875j -0.00766058+0.0469213j 0.0549705+0.0142983j -0.0745933+0.0730955j -0.00278688+0.0224764j 0.019009-0.122807j -0.084145-0.0272141j 0.0917295+0.0236525j -0.0128665-0.0232046j -0.0632724-0.0630495j 0.00289964-0.0464115j 0.0603343-0.0505845j 0.0542173-0.10133j 0.118965+0.048045j 0.0119632-0.000673401j 0.082896-0.0057489j -0.00779079+0.0140801j -0.0448424+0.0013654j 
