-0.0117698+0.00179j 0.0044712+0.0126375j 0.00451588+0.0132542j 0.0108694-0.00391184j -0.000181312-0.00193465j 0.0051254+0.00607358j 0.00566012-0.00725794j -0.00321565+4.21067e-05j -0.00177751-0.00227948j 0.00197496-0.00251369j -0.000454201-0.00599797j 0.000119432+0.00667762j -0.0053554+0.00675171j -0.00746841-0.000940655j 0.00522472-0.00618389j 0.00183548+0.0037406j -0.00207973-0.002066j 0.000293951-0.0026134j 0.00233241+0.00605088j -0.00256671-0.00390285j -0.00604977+0.00264252j -0.00215581-0.00608172j 0.0049568-0.00645294j 0.00578748-0.0052645j 0.00240743-0.0061348j -0.0079044-0.00168347j 0.0031283-0.00650923j -0.00144902-0.0012229j 0.0023752-0.00689656j -0.00178707+0.00631784j 0.00821961+0.0103134j -0.00354228+0.00827423j -0.0108034-0.00296017j 0.00133824-0.00668184j -0.00316923+0.000944473j -0.0110051+0.00537272j -0.000945393-0.0106249j -0.00457908+0.00694757j -0.00251102-0.00336414j 0.00348385-0.00243308j -0.000255082-0.00731973j 0.00924691-0.00913709j -0.00727013+0.00670362j -0.010187-0.00611401j -0.00303742-0.00275518j -0.0145591+0.00941407j -0.0153561-0.00472523j -0.00234591-0.00618079j -0.00950782-0.00987632j 0.000130363-0.00472411j 0.00426184-0.00856042j -0.0012694+0.00423756j -0.00220297-0.00386187j 0.0011172-0.00063341j -0.00201747-0.00136044j -0.00423648+0.00291342j 0.00329534-0.00532125j 0.00710678-0.00282368j 0.00464935+0.00405705j 0.0120222+0.00228858j 0.0117572+0.00442679j -0.000542237+0.00521772j -0.00246187-0.0104058j 0.00857428-0.00499108j 0.00228737-0.00551691j 0.0057992+0.0145149j -0.0131573+0.00133955j -0.0308001-0.0144273j 0.0147327-0.0323229j 
0.00132829-0.00155807j -0.00122844+0.00273603j 0.00332835+0.00425268j 0.00206208+0.000962432j 0.0046731+0.00845148j -0.00523433-0.0125713j -0.000662451-0.00725911j -0.00155648-0.00483778j 0.000937046+0.00306091j -0.000123451-7.38542e-05j 0.00237994-0.000890403j 0.00528167+0.0192532j 0.000131949-0.00638166j -0.000817714+0.00616005j 0.000403824+0.00414867j -0.00482455-0.0156876j 0.00170286+0.00609003j 0.00101542+0.00194375j 0.000793058-0.0192107j -0.000950607-0.0048511j -0.0052361-0.00512486j 0.0011003-0.0127237j -0.0042381+0.00442382j 0.001371+0.00962451j -0.00226463-0.0130597j 0.00348029+0.0104622j -0.00168419-0.0167352j 9.00716e-05-0.00300444j 0.00642437-0.00455274j 0.000179627+0.00440675j -0.00516497-0.0109981j 0.00215523+0.000489917j 0.000410536-0.021483j 0.00477099+0.0259645j -0.00467774-0.00588419j -0.000979222+0.00471261j -0.00246336+0.00884172j -0.00449334+0.00878293j -0.000109421-0.00193519j -0.00236481-0.0111219j -0.00573228+0.0115539j 0.00155319-0.0108883j -0.00402762+0.00948718j -0.00125041-0.00684523j 0.00418145-0.016241j 0.000963634-5.75359e-05j 0.00341332+0.00469816j -0.00514869+0.00899226j -0.00208044+0.00129342j -0.00746411+0.00231707j -0.00127036+0.00217679j 0.00298544-0.00364285j -0.00365671-0.00924264j 0.0110765-0.00627579j -0.00357636+0.00590132j -0.00338956-0.0110875j 0.00819254-0.00702829j -0.00563305-0.00378466j 0.00381684-0.00907421j -0.00898749+0.00870709j -0.00369786+0.0045488j -0.00303017-0.00463472j 0.00265118-0.00260881j 0.00152791-0.00540277j 9.97866e-05-0.00117011j -0.00333994+0.00178481j -0.00175298-0.00439281j 0.000198245+0.000967549j -0.00167899+4.26581e-05j 
0.00034439-0.00204124j 0.00305525+0.00139652j -0.00043238+0.000253905j -0.00362101+0.000243617j -0.00575318-0.00229366j -0.00367379+0.00147905j 0.00290357-0.00305675j -4.05894e-05-0.00113091j -0.00365846-0.0055641j 0.0037424-0.00074123j 0.000451996-0.00376355j -0.00471917-0.0029685j -0.0021437+0.00146988j -0.0084516-0.0052244j 0.00309369+0.00169095j 0.00264011+0.00279415j 0.000844818-0.00611901j -0.0027567+0.0064331j 0.00765859+0.00592293j 0.00323954+0.000461951j 0.00269302+0.00485544j -0.0180109-0.00489835j 0.0279076+0.0151605j -0.0140802-0.0045756j -0.0061077-0.01076j 0.0204339+0.0143033j 0.0101004+0.00895229j 0.00022879+0.00548749j -0.0181351-0.0105592j 0.00281859-0.00394375j 0.00179303+0.00922338j -0.0110548-0.0074175j -0.0017279-0.000759454j -0.0012809-0.00497996j 0.00230807+0.00268756j -0.00751859-0.00489418j 0.00509191+0.00458027j 0.00423383+0.00392337j -0.00292457-0.00198049j -0.00261982+0.00227832j 0.00435849-0.00313534j 0.00407963+0.00235092j 0.00540504+0.00426064j -0.0011451-0.00183487j -0.00444166-0.0069072j -0.000378383+0.0024418j -0.00470545+0.000445649j -0.0055137+0.00784607j 0.00991289-0.00562623j -0.0048968+0.00164794j -0.00285708+0.00391905j -0.00596065-0.00597412j -0.00790545+0.00404723j 0.0015329-0.00291j 0.000641227-0.000403368j 0.0129023+0.000349558j 0.0102269-0.0017077j -0.00135126+0.00171573j -0.00808352+0.00112911j -0.00964039+0.0032622j 0.00734171+0.000950375j 0.00308165+0.00369431j -0.00125072-0.00011605j 0.00658643+0.00035468j -0.00213291-0.00497168j 0.000266409+0.000634371j 0.000869838+0.000795445j -0.000379885-0.000834391j -0.000881487-0.00224941j 
0.000693004+0.00147918j 0.00109842+0.0031057j -0.00298815-0.000876215j 0.00418418+0.000831646j -0.00211992+0.00396404j -0.00400084+0.00251091j -0.000846058-0.000459697j -0.00973595+0.0010139j -0.00565611-0.00325098j -0.000936926+0.0057003j -0.00642461-0.00382786j -0.00107174-0.00347474j 0.000580664+0.00109469j 0.00517359-0.00950454j 0.00537957+0.00388702j -0.0103027+0.00516612j -0.0107555-0.00315503j -0.0107238+0.00645209j 0.00414752+0.0106405j -0.00267013+0.00717014j -0.000748196+0.00396485j -0.021834+0.00402702j -0.0225469+0.00611624j 0.00348508-0.00655316j -0.0192705-0.00920782j 0.00570282+0.0126252j 8.08201e-06+0.00701711j 0.0200811+0.0141888j 0.000302265-0.00509931j -0.00964332-0.00637604j -0.00956444+0.00825889j 0.00203744-0.00396827j 0.00420009+0.0105805j 0.00975302-0.00165008j -0.00513815+0.00349485j -0.015245-0.00178144j -0.00175067-0.000769373j -0.0049167-0.00198549j 0.00205071-0.00253354j -0.00189508+0.00416278j -0.000176308-0.00336873j 0.00297023+0.00816979j -0.000312941+0.00272724j 0.00672475-0.0051238j -0.00328907-0.00398312j -0.00530533+0.011223j -0.00373682+0.0022207j -0.00150803-0.0141306j -0.00158257-0.0026708j -0.00875635-0.0012806j 0.00625423+0.0016072j -0.00147934-0.00447653j 0.000486117-0.007323j 0.00111465+0.00981985j 0.00546251-0.00330323j -0.00559747-0.000601861j -0.00486784+0.0106013j -0.0107648+0.000871101j 0.00411075+0.00338887j 0.00380197-0.000184277j -0.00041185+8.806e-06j 0.00400555+0.00219047j 0.00160777-0.0012178j -0.00129121+0.0045508j -0.00229373-0.0117969j -0.00427528+0.00284977j -0.00354986-0.00272615j -0.00270819+0.00298901j -0.00138692+0.000214969j 
0.00371071+0.00462829j -0.00161227-0.00112945j 0.00174811-0.00249236j 0.00193574+0.000745128j 3.42828e-05+0.00710044j 0.00881388+0.00226663j -0.00106567-0.00119884j -0.00361149+0.00402071j -0.00229346+0.00843873j -0.0102299-0.000276312j -0.00286852-0.000495227j 0.000490504+0.00821055j -0.00380023+0.0012899j 0.00534248+0.00316229j -0.00713119-0.000669808j -0.00460053+0.00361754j -0.00805342+0.00703296j 0.00379269-0.00953298j -0.00411292-0.00704376j -0.00345936-0.00218968j -0.00589514-0.00457681j 0.0102003+0.00308402j -0.0338931-0.0143924j 0.0153149-0.000749264j -0.00462468+0.0129988j -0.0167535-0.0150452j -0.00730345-0.00352349j 0.0119912+0.00613828j 0.0155555-0.000232064j -0.0147049-0.00329064j -0.00174113-0.00460416j 0.0150147+0.00711045j 0.00584517+0.013121j 0.00870866+0.00852302j -0.00349431+0.00252967j -0.00569361+0.00501593j -0.0021828-0.0016812j -0.00118683-0.0126329j 0.00177813+0.000205392j -0.00382481+0.00158192j 0.0018161-0.0017238j -0.000780452-0.00863449j -0.006383-0.00443032j -0.00410912+0.0091263j -0.000600016+0.012525j -0.00030118-0.00191292j 0.000311543-0.00490222j -0.00495222-0.00341439j 0.00253675-0.00862148j -0.000319918-0.00456749j 0.00403432-0.00571404j 0.00124473-0.00560735j -0.00400848-0.00627934j 0.000725831+0.0111586j 0.00199639+0.00194098j -0.00118181-0.0109296j -0.0017299-0.000655628j -0.00360893-0.00868888j -0.00473443-0.00133172j 0.00552114+0.00149523j 0.00809665-0.00225503j 0.00461214+0.000314595j -0.00347358-0.00193631j 0.00267622+0.00762759j 0.00297474+0.000165573j -0.00262468+0.000496335j -0.00113561-0.00416047j -0.000643122+0.00286168j -0.00127159+0.00113598j 
-0.00713196-0.000166085j -0.00207704+0.00285167j -0.00526309+0.000541255j 0.00400146+0.00187463j 0.00410152-0.00231704j -0.0127331-0.00320306j -0.00315966+0.00711234j 0.00225869-0.00411333j 0.00570662-0.00768518j 0.0102648+0.00676233j -0.0046982+0.0022852j 0.00449501-0.00965582j 0.00197402-0.00389194j 0.00680256-0.00561673j 0.0113945+0.00221021j -0.0149653-0.000124651j -0.00549378+0.00203423j -0.00504856+0.0105081j -0.011863+0.00601599j 0.000545149+0.00976824j 0.00363626+0.00589983j 0.00741614+0.000930735j -0.0182427+0.00381913j 0.0102218+0.00677409j -0.00193821-0.00435535j -0.0126598+0.012437j -0.013765-0.00330954j -0.000776025+0.0011131j 0.00907294+0.0152395j 0.00832078-0.00712183j -0.00681183-0.00406219j 0.00158744-0.000680329j 0.000806364-0.00331897j -0.000386053-0.00453225j -0.00674663+0.00380193j 0.0122895+0.00211989j -0.000803393-0.00690573j -0.00262361+0.00288069j 0.000493307+0.00292313j 0.00011108-0.00259758j 0.000629449-0.0036758j -0.000553737+0.0107563j 0.00186892+0.00500312j 0.00529009-0.0016644j 0.00413151-0.0101938j -0.00318554+0.00593908j -0.00144999+0.00759872j -0.00184021-0.0044885j 0.00116085+0.0108131j -0.0083541+0.00908112j 0.00402242+0.011236j -0.00258049+0.0059305j 0.000248161-0.0029406j 0.00682535-0.00258333j 0.00488189-0.00343433j -0.00528551+0.00162842j 0.000413676+0.0050626j -0.00797157+0.00446987j 0.000637428-0.00435844j -0.000387625+0.00586567j 0.000275025+0.00347931j -0.00145632-0.00291894j -0.000601593-0.0024732j 0.00220284-0.00212622j -0.00107587+0.000593762j 0.00173309+0.00378549j -0.0016493+0.0039207j 0.0022682+0.000578314j 0.00170537+0.00692417j 
-0.000589796-0.00241601j 0.00374991+0.0042176j -0.00554294-0.00398989j -0.000612616-0.00551178j -0.00337698-0.0058417j -0.00600583+0.000850307j 0.00165995-0.000698214j 0.00156503-0.00880004j -0.00260462-0.0100475j 0.00666998-0.0043484j 0.000833786-0.00404422j 0.00435906+0.00999515j -0.00387401+0.00264965j -0.0114195-0.00710622j 0.0066316+0.0120977j -0.00188447+0.0037227j 0.00650789+0.0208084j 0.00716149+0.0102939j -0.0061147+0.00395841j 0.0033737+0.00174697j 0.00930614+0.00398434j 0.0141055+0.0180089j 0.00214976-0.0133935j 0.00108253+0.00789146j 0.00111654+0.00883873j 0.00754748+0.0100514j -0.00465493-0.00686094j 0.00196712-0.00730236j 0.00343281+0.00189208j 0.00311373-0.0124322j 0.00691222+0.000355721j 0.00320889+0.00482777j -0.00211446-0.0103432j -0.000774284+0.00461739j 0.00431525+0.00214096j 0.00382888-0.00553726j 0.003446-0.00230825j 0.00403737-0.00966465j 0.00280732-0.00401888j -0.00178176+0.000195085j -0.0045934-0.0123615j 0.00161624-0.0146089j 0.00523694-0.00340312j 0.00693986-0.0134123j 0.00167436+0.00698949j -0.0109031+0.00410577j 0.00138726+0.00587444j 0.00575172-0.00361976j 0.00096205+0.000329777j -0.00419683+0.00488183j -0.000580846-0.00316616j 0.0153545-0.0121435j -0.00387496+0.00624746j -0.0117384+0.0136206j -0.00991451+0.00382441j -0.00529183+0.000106214j -0.00621307+0.00633534j -0.00203082+0.00973961j 0.00794224-0.00826046j 0.000441607+0.00094938j 0.00261131-0.00483009j -0.00435545+0.00178984j -0.0013048-7.60678e-05j 0.00150449-0.00679101j 0.00417854+0.00015758j 5.72372e-06-0.00198621j -0.00046846+0.00322871j 0.00218808-0.00288375j 0.000760714-0.000672893j 
0.00354325-0.00397487j -0.000919584-0.000252616j 0.00216546+0.00127164j -0.00109419-0.00150742j 0.000223277-0.000696183j 0.00424268-0.00773933j -0.00233652-0.00236969j 0.00320515-0.00196417j -0.00377614-0.00430725j -0.00141383+0.00252283j -0.00667309-0.00529601j -0.00563954-0.0167114j 0.00527999+0.00639689j 0.00360494-0.00411212j 0.000319079-0.00765299j 0.00594179+0.00880373j 0.00304581-0.0129975j 0.0122118+0.00494291j 0.00337091+0.0101746j 0.000892475+0.00351615j 0.00215434+0.00626033j 0.0173388+0.000465426j -0.00850601+0.00824529j 0.00716929+0.00620989j 0.00486959+0.00785626j 0.000880278+0.00647457j -0.00430582-0.0013054j -0.00457465-0.000229598j 0.00824453+0.0115947j -0.00317887-0.000533687j 0.00452557-0.000613398j 0.00229326+0.00485572j 0.00264533+0.00567104j -0.00341154-0.0128555j 7.16257e-05-0.00724376j -0.00148449-0.00212467j -0.00623222+0.00158539j -0.000749686+0.0120569j -0.00239177-0.00219481j -0.000885928+0.00681159j 0.00674017-0.00745217j -0.0106581+0.018299j 0.00233114+0.00546474j 0.00365595-0.00344528j 0.00652254-0.0101001j -0.00543714+0.00896039j -0.00199841+0.000103584j 0.00833308-0.00236506j -0.00127203+0.00928076j -0.000783598-0.000880478j -0.00926519+0.0122636j -0.00239974+0.0150863j -0.00752024-0.000941363j 0.00462487-0.00639393j 0.00158615-0.00645431j -0.0139999+0.0108261j -0.00589861+0.00237669j -0.00336831+0.00324513j -0.00897908+0.00239408j 0.000885423-0.00364638j -0.00327999+0.00533719j -0.000467726-0.00130331j -0.00513938+0.000530216j -7.2274e-05-0.00319954j 0.00432515+0.00290796j -0.00131918+0.00021593j 0.000833353-0.00302069j 0.00259494-0.000336836j -0.00148887-0.0015196j 
0.000370417-0.000279487j -0.00157872+0.00596592j -0.00236467+0.00115185j 0.000794424+0.000675292j 0.00611535+0.000908366j -0.00137228-0.000806437j -0.00917985+0.00710146j 0.00144953+0.00372563j 0.00762399+0.00588117j 0.000851372-0.000826836j 6.37855e-05+0.00418522j 0.0136891-0.00101179j -0.0101546-0.00450439j 0.00280093+0.00531871j -0.00383582+0.00268386j -0.0156719-0.0125495j -0.00826223-0.00593311j -0.00865726-0.00611778j -0.0204717-0.00524448j -0.00377822+0.00166199j -0.00785756-0.00565596j -0.0234998-0.0139501j -0.00262841-0.00170043j 0.00197652+0.0029298j -0.0146537-0.00656347j -0.00427891-0.0132345j -0.00926224+0.00566328j 0.0105143+0.00768392j -0.00541532-0.0019858j 0.0022939+0.00179624j -0.00137728-0.00836281j -0.00838964+0.00236018j -0.00276567-0.00728798j 0.0137196+0.00445053j -0.00653759+0.000834967j 0.0121349+0.00211036j 0.000965606+0.00140163j 0.000246738+0.000540691j -0.00192124+0.00584387j -0.0115052-0.00313523j 0.009825+0.000569736j -0.00847564+0.00142636j 0.00091738+0.00231005j 0.00385389+0.00607189j 0.00534809-0.00175741j -0.0071403-0.0099043j 0.00351185-0.00222181j 0.00306373-0.000394211j 0.000633942-0.00476004j 0.000372895+0.0016378j -0.00453225+0.00187534j 0.00862269-0.00333387j -0.015987+0.00552512j -0.000722754-0.0091147j -0.00670436-0.00199925j -0.0103015+0.00205632j -0.00257181+4.20487e-05j -0.00214644+0.000133283j -0.00148686-0.00635172j 0.00356095+0.00194851j 0.00294063+0.000252977j -0.00256+0.00220452j -0.00797484-0.00832872j -0.00314113-0.00388759j 0.00418017+0.00344134j 0.00166065+0.00477853j -0.00290665-0.00236249j 0.00446607+0.00352497j 0.00157177+0.00264802j 
0.00159104-0.00252646j 0.00254335+0.00301532j 0.00138513+0.00186779j -0.000886656-0.00031043j -0.00112976-0.0013057j -0.000285348+0.00188123j -0.00379813+0.00342804j -0.00369681-0.000798467j -0.00272249-0.00249052j -0.00452968+0.000187267j -0.00297456-0.00197746j 0.00301091+0.00315644j -0.00296062-0.00127764j 0.0030148-0.00582913j -0.00322183+0.00417175j -0.00614903+0.00179959j -0.00219256-0.0042429j 0.00715361-0.00764598j -0.0030385+0.000114961j 0.00250893+0.00128156j -0.00188788-0.00797202j -0.00802437+0.00588303j -0.0103677-0.00146421j -0.00209472+0.0157836j -0.0223458+0.0127101j 0.00644156-0.00580674j -0.00265559-0.000522663j 0.021675-0.00700602j -0.00587093+0.0140123j -0.0171601+0.0101702j 0.00734688-0.0163053j -0.00560562+0.017862j 0.00806297-0.00709514j 0.00947885-0.0100763j 0.0111247-0.0145748j 0.00465895-0.0045193j -0.00824413+0.00390577j 0.00472234-0.000834004j -0.00566116-0.00218063j 0.00223486+0.00158352j -0.00205072-0.00262487j -0.00240492+0.00329484j 3.83029e-05-0.00316112j 0.00161703-0.00965869j -0.00108427-0.00665531j 0.00726255+0.00250311j 0.00249221+0.00569746j 0.000838465+0.00298611j -0.00536978-0.00282381j 0.00664197+0.00572403j 0.000589276-0.00178582j -0.000988391-0.00524148j 0.0033383+0.0148894j -0.00254193-0.00424559j 0.00380659+0.00751476j 0.00786117+0.0140522j -0.00233178-0.00421914j 0.00273043+0.0174467j -0.00357874-0.00194013j 0.00867746-0.00378991j -0.00100263-0.00886626j 0.00356628+0.00991911j 0.00236447-0.00173712j -0.00223232-0.00625341j -0.00357845+0.0100183j -0.00102323+0.00501367j 0.00283381-0.00162246j 0.000549792-0.00428752j -0.00253421-0.00560462j 
-0.000999269-0.00326069j 0.00302278-0.00265894j -0.00910246+0.00126438j 0.00240919+0.00225241j -0.00170212+0.000145099j 0.0054963+0.00950954j -0.00107731-0.00104162j 0.00173366-0.0015554j -0.000343882-0.00374917j 0.0068404-0.00296156j -0.00137373+0.0116326j 0.00219172+0.00128385j 0.00938496+0.0015323j -0.00825694+0.00330027j 0.00843028-0.00254544j 0.0130224+0.000399852j 0.0066598+0.013789j -0.0121603-0.0106934j 0.0123969+0.00435838j 0.0019313-0.00168374j 0.00429524-0.00609823j 0.0123312+0.00889612j -0.0260036-0.00440423j -0.00808738-0.0104513j 0.0154653+0.00592286j 0.000766995+0.000631288j 0.00844243+0.0130465j 0.00482358-0.0104233j -0.00549774+0.00517432j -0.00326182+0.00405442j -0.000628353-0.000366817j -0.00145131+0.00252476j 0.00209039+0.00257475j -0.00122209-0.00217715j 0.00593733-0.00485415j 0.00255035+0.000456382j -0.00983258-0.000210981j -0.00576187+0.00479949j 0.00361947+0.00229888j 0.00444992-0.000525387j -0.00736482+0.00441399j -0.000603051+0.00343801j -0.00565814-0.000413134j 0.00191178-0.00123557j 0.00584479-0.00229653j 0.000672232-0.000776778j -0.000479161-0.00115645j -0.00378299+0.00100644j -0.00210433+0.00164109j 0.00136244+0.00047162j -0.00265312-0.0020684j -0.00245928+0.00228206j 0.00205907+0.000851292j 0.00881922-0.0028923j 0.00119086+0.0050253j 0.00362055+0.00108976j 0.0033155-0.00138982j 0.000451327+0.00168774j -0.000409681-0.00288296j -0.00486222-0.00782817j -0.00514987-0.00614866j 0.00471957+0.00211588j 0.000525487+0.000235271j -0.00115706-0.000440644j -0.0030182+0.00346591j -0.00132593-0.000545179j 0.00276433+0.00424659j 0.000302388-0.00203939j -0.00074971-0.000914032j 
1.39241e-05+0.000258246j -0.00351755+0.0039524j -0.00142412+0.000519112j -0.000740066+0.00215098j 0.00373876+0.00391301j -0.00266785-0.00368345j 0.000524249+0.00204134j 0.000365373+0.00774976j 0.00159323+0.00307769j 0.00333454+0.00338036j -0.000835359+0.000739855j 0.0105955-0.00176785j 0.00783356-0.0043638j 0.00146063-0.00256619j 0.000882212+0.00545013j 0.00124117+0.000704047j 0.0100141+0.00149947j -0.0109421-0.00311005j -0.00466853-0.000425098j -0.00527056+0.00349087j -0.00492611+0.000400025j 0.000793829-0.000477745j -0.0189704+0.00281466j -0.00141099+0.000647622j 0.00439543+0.00217661j -0.00412632+0.00146371j -0.00231528+0.00621315j 0.00061502+0.000918455j -0.00133235-5.69875e-05j 0.00582519+0.00423772j -0.00279662-0.00474366j 0.000170811+0.00155198j -0.00119755-0.00626753j 0.0118639-0.00201383j 7.29224e-05+1.37174e-06j 0.00873556+0.00323472j 0.00501868-0.00130165j 0.00233847-0.00692358j -0.0013076+0.00358907j -0.00570696+0.00126117j 0.0112734-0.00234731j 0.0047756+2.42626e-06j 0.00800731+0.00583709j 0.00424926-0.000367515j -0.0137753+0.00243107j -0.000887151-0.000373596j -0.00457292+0.00159246j 0.00106615-0.00259031j -0.000375803-0.0029616j 0.00138145+0.000325052j -0.00184276-0.0028851j -0.00108104-0.0061235j -0.00238256+0.0077309j -0.0184642+3.86572e-05j 0.00336614-0.0036893j 0.000968821+0.00336573j -0.0130689-0.00095917j -0.0010557+0.00293584j 0.00106074-0.00334589j 0.00783781+0.00249694j 0.00362292-0.00111602j 0.00659287+0.003728j -0.00460345-0.00477685j 0.0036033+0.000670788j -0.00101024+0.000451978j 0.00132689+0.0043978j -0.00111822+0.00102272j 0.00254081+0.000788234j 0.000756412+0.00188929j 
0.000527698-0.000887555j 0.000749682-0.0014149j 0.00110509-0.00248296j -0.000765573-0.000995477j -0.000560999-0.00486207j 0.0012296+0.00273584j -0.00542586-0.0014773j -0.00921818-0.00233954j 0.00633128-0.00466844j -0.0117549-0.00202847j 0.00411722-0.00660316j 0.0301984+0.002256j -0.00167693+0.0028144j 0.0246283+0.00885989j 0.0142678+0.00394071j -0.0119159+0.00371047j 0.0374069+0.0151819j -0.0126562-0.00270833j -0.0236472-0.00568899j -0.0137144-0.00188755j -0.00707233+0.00422286j 0.0030474+0.00356399j -0.013844-0.00506445j 0.00670471+0.00267912j 0.00302823+0.00142594j -0.0129783-0.00153044j -0.000356422+0.000199576j -0.0141994-0.00583637j -0.00538662-0.000711537j -0.00418514-0.0103069j -0.00762771+0.00709693j 0.00117868-0.00295217j -0.0077752+0.0030993j 0.0182366-0.00684612j -0.00677174-0.00916157j 0.00032804-0.00120239j -0.00186956-0.00463749j -0.00190085-0.00107675j 0.00140462-0.0156276j 0.000366807+0.000691972j 0.000364288+0.00138356j -0.00509794-0.00157225j -0.003849+0.00399604j 1.68125e-05+0.000362726j 0.00345883+0.00337379j -0.00339075+0.00116198j 0.00158098-0.00373866j -0.000730445-0.00182515j -0.00900862+0.0085098j -0.00383687-0.00309944j -0.00472206-0.00394622j -0.0103189+0.00193845j 0.00425991-0.00662528j 0.000913497+0.00344281j 0.00617277+0.00233805j -0.000554596-0.00292472j -0.00231661-0.00260414j -0.00396018+0.000882424j -0.00283603+0.000214504j 0.000615289-0.000369146j -0.00443608-0.00308696j 0.00116298+0.00153407j -0.000947146-0.00388017j -0.000827677+0.00380282j 9.49993e-05-0.00106904j -0.000424145-0.00188053j -0.000193277+0.0019358j 0.000279198-0.00168976j -0.0011467-0.000670306j 
7.98972e-05+0.0018647j -0.00139213-0.000808022j 0.00151539-0.00151347j 0.00141315+0.00158397j 0.00179493+0.00343431j -0.00194404-0.000708235j 0.00127593-1.70609e-05j -0.00164203+0.00305037j 0.00146175+0.00136088j -0.000298889+0.00292433j -0.00268096-0.00161579j 0.0015396+0.00282744j 0.00154001+2.22209e-05j 0.000824645-0.00114241j 0.00100696-0.00323019j 0.000337563+0.000798796j -0.00138903-0.00367333j -0.00324648+0.00917058j 0.00290881-0.00167143j -0.000801903+0.00276381j -0.00267067-0.00305589j -0.0123244+0.0280737j 0.00661556-0.0387026j -0.00696903+0.0152998j -0.00662341+0.00615638j 0.00585092-0.00803636j 0.00722909-0.0106268j 2.50503e-05+0.00630835j -0.0120325+0.0215798j 0.00584011-0.00212319j 0.00378624-0.000401434j -0.0137587+0.019028j -0.00934291+0.00386919j 0.00190417+0.00041985j 0.000629757+0.00276414j -0.00359153+0.00496957j 0.00173634-0.000473811j -0.00259184-0.00108937j -0.0018502+0.00686587j 0.00124587+0.000277082j 0.000828879-1.84614e-05j -0.00153483-0.00581775j 0.00410256+0.00120212j 0.00744879+0.0107221j -0.00193959+0.0010901j -0.00446932-0.00859841j -0.00259967+0.000550732j 0.0134767+0.0120065j -0.00643226-0.0165204j 0.000947658+0.00313467j 0.00224552-0.00172386j -0.00155627+0.0148297j 0.00177065+0.00386487j -0.00131647-0.0132837j 4.08302e-05-0.00450057j -0.00624425-0.0252j -0.00597649-0.0221522j -0.00314862-0.00376475j 0.00375172+0.0117648j 0.00179334+0.0126336j -0.000192281-0.0126631j 0.000665264-0.00223783j 3.27948e-05-0.000576004j 0.000323533-0.00480585j 0.000351544+0.00203158j -3.89944e-06-0.00202836j -0.00121712-0.00190451j -0.00053292+0.00155846j -0.000132776+0.00178961j 
-0.00123298-0.000501531j 0.00148054+0.00208003j -0.00738524-0.00172177j 0.00343616-0.00110699j -0.0068913+0.00126002j 0.00271161+0.0145692j -0.00913694-0.00042483j -0.0076311-0.0115235j -0.00765772-0.00337196j 0.000181376-0.00950289j -0.000396317-0.00143269j -0.0129934-0.0015143j -0.000585566-0.00386643j 0.00391796+0.00994422j 0.00420732-0.00452449j -0.00819955-0.0140051j -0.00899556+0.0153261j -0.000540301-0.0169396j -0.00243157-0.00719495j 0.00424261-0.00112148j 0.0151227+0.000392619j -0.0103026-0.00870431j 0.0108294-0.00261031j -0.00447784-0.00558123j -0.0112877+0.00227632j 0.00404479-0.0188926j -0.00434217+8.95564e-05j 0.00578453-0.00407592j -0.00649208-0.00247763j -0.00561171-0.0140243j 0.00384572+0.00557666j 0.00154126-0.000527168j 0.000462023+0.0121492j 0.00209696-0.00501729j 0.00349475-0.0114514j -0.00608004-0.00793474j -0.00214428-0.010403j 0.00582422-0.00851123j 0.00350503-0.0199909j -0.00592804-0.00626722j -0.00192949-0.0051078j 0.000303101+0.000214118j -0.00114509+0.00110191j 0.00542645+0.0126048j -0.00252621+0.0013847j -0.00662401+0.00049129j 0.00361905-0.00659907j 0.00711519-0.00184398j -0.0024378+0.0179559j 0.00379278+0.0114701j 0.00093866+0.0161646j 0.00355135+0.00465778j 0.00223068-0.0154951j -0.00437697-0.00129809j -0.00495751+0.000145593j -0.00229913-0.00637386j -0.00207715-0.00757075j -0.000286102+0.00214626j 0.00160536+0.00500829j 0.00697938+0.00316246j 0.00510469+4.3135e-05j 0.000254548+0.00602055j -0.000394933-0.00116498j -0.000153685-0.000446487j -0.000368465+0.000448838j 0.000821104+0.00125278j -0.000868212-0.000279337j -0.000565792+0.000448797j 7.29187e-05+0.00189308j 
