-0.101742-0j -0.0147908-0j 0.704821-0j 0.712125-0j -0.00106409-0j -0.00107511-0j -0.00489939-0j 0.0828034-0j -0.00606269-0j -0.00353657-0j -7.21749e-05-0j 0.102464-0j 0.0597707-0j -8.93119e-05-0j -5.20986e-05-0j -0.00366302-0j -0.00427352-0j -0.000610503-0j -0.00261699-0j 0.0718588-0j -0.00373933-0j 0.0072959-0j -0.000712254-0j -0.0015424-0j -4.49678e-06-0j -0.000436165-0j 0.0838353-0j 0.0513384-0j -0.000623222-0j 0.00851189-0j 0.0733559-0j 0.00521245-0j -5.24625e-06-0j -0.000257066-0j 0.0074479-0j -3.21266e-06-0j 0.0302578-0j -4.59046e-06-0j 0.0030721-0j -1.89347e-06-0j -0.00292122-0j -0.00329987-0j -0.000471411-0j -0.00269434-0j 0.0367989-0j -0.00272226-0j -5.55563e-05-0j -0.000532515-0j -0.00235754-0j 0.00924783-0j -0.00194487-0j 0.000542099-0j -0.000434797-0j 0.0415688-0j -0.000621397-0j -2.58807e-07-0j -0.000439302-0j -6.27575e-05-0j 0.0339408-0j -0.000380447-0j 0.0104465-0j -5.12413e-05-0j 0.0342925-0j -0.000313853-0j 0.000612366-0j 0.00852956-0j 0.0296982-0j -5.17723e-05-0j -0.000100277-0j -2.92354e-07-0j 0.0244997-0j 0.000499995-0j 0.00861796-0j -4.48361e-05-0j 0.00746337-0j 0.000505176-0j -2.38706e-07-0j -3.69879e-05-0j 0.00782778-0j 0.000437495-0j 0.00615697-0j -1.18178e-05-0j -2.4118e-07-0j 0.000360915-0j 0.00196718-0j -2.08868e-07-0j -1.72307e-07-0j 0.000115314-0j -5.5053e-08-0j 
-0.000875074-0j 0.000210055-0j 6.16028e-05-0j 6.1845e-05-0j 0.039527-0j 0.0396825-0j 0.00608338-0j 0.000709928-0j -0.000126713-0j -0.00855419-0j -0.0084569-0j -1.47873e-05-0j -0.000998271-0j 0.000176151-0j 0.0118917-0j -3.15053e-05-0j -6.36833e-07-0j -0.0722425-0j 6.6244e-05-0j -3.2155e-06-0j -3.01634e-05-0j -0.00291781-0j -0.00146027-0j 3.88787e-05-0j -0.00106121-0j 0.151899-0j -6.49965e-08-0j 6.761e-06-0j -0.0691654-0j -5.89792e-05-0j -3.07854e-06-0j 0.00613508-0j -2.14507e-05-0j 0.0891498-0j -0.00279353-0j 0.00223132-0j 3.96804e-06-0j -0.00101601-0j 0.00360069-0j 0.00130957-0j -2.51252e-05-0j -4.91741e-07-0j 0.000386408-0j 2.25141e-05-0j 0.000477921-0j 2.26026e-05-0j 0.306655-0j 7.56264e-06-0j 1.03395e-06-0j 3.94376e-05-0j -3.16583e-05-0j -0.000664389-0j -0.000346251-0j 9.35369e-06-0j 2.09153e-05-0j -0.00010215-0j -0.000347612-0j 0.00600174-0j -0.000428253-0j -1.59014e-05-0j 7.71859e-07-0j -0.274786-0j -0.000429937-0j 0.000486883-0j -1.30032e-05-0j -3.53391e-05-0j -1.96673e-05-0j -0.275866-0j -0.000321663-0j -1.99924e-06-0j 0.000602191-0j 0.000595342-0j -3.5478e-05-0j -0.0126194-0j -1.62293e-06-0j 0.000597682-0j 9.15341e-05-0j 0.386392-0j -0.000397843-0j 2.73408e-05-0j 4.96923e-05-0j -0.255273-0j 9.1894e-05-0j -0.000837144-0j -3.28296e-05-0j 4.20367e-06-0j -0.000128711-0j 0.000553066-0j 8.50343e-05-0j 
-7.21749e-05-0j 0.00150518-0j 0.000499995-0j 0.000505176-0j -0.0102836-0j -0.0103901-0j 6.83511e-06-0j 0.0165715-0j -4.30082e-06-0j -2.50881e-06-0j -0.0632875-0j -0.0104272-0j -0.00608253-0j 0.0398221-0j 0.0232296-0j -2.59852e-06-0j 5.96196e-06-0j 6.21275e-05-0j -1.85647e-06-0j 5.09761e-05-0j -2.65265e-06-0j 0.0705091-0j -0.000142544-0j -1.09416e-06-0j 0.00828263-0j 4.43861e-05-0j -0.000116958-0j 3.64191e-05-0j 6.34219e-05-0j -0.161774-0j 5.20381e-05-0j 0.0503741-0j -0.0190034-0j 2.61602e-05-0j 0.071978-0j 0.0059174-0j 2.14646e-05-0j 0.00845518-0j 0.0296894-0j 0.00348759-0j -2.07229e-06-0j -2.3409e-06-0j 4.79728e-05-0j 3.75885e-06-0j 2.61048e-05-0j 3.7978e-06-0j -0.000536907-0j 5.41911e-05-0j -1.67242e-06-0j -0.000941101-0j -1.37968e-06-0j -0.241709-0j -8.7016e-05-0j 2.94885e-05-0j -4.40814e-07-0j 0.00120438-0j -8.79177e-05-0j -0.000606501-0j -4.73505e-05-0j 3.8716e-05-0j -0.00106309-0j 0.000973874-0j -4.78412e-05-0j 3.19391e-05-0j -0.27304-0j 0.00170702-0j 2.10676e-05-0j 0.000983966-0j 1.02047e-05-0j 0.00136049-0j 1.73799e-05-0j 0.438427-0j 0.00172471-0j -0.000433305-0j -0.000759506-0j 0.44297-0j -0.00218458-0j -0.000357459-0j 5.55296e-06-0j -0.195069-0j -0.00062656-0j -0.00011421-0j -0.00220722-0j -0.160924-0j -0.000200189-0j 0.000971984-0j 0.000801846-0j -0.0514159-0j 0.000256194-0j 
-0.000757836-0j 9.00023e-05-0j -0.0102543-0j -0.0102946-0j -0.000733859-0j -0.000736744-0j -3.64937e-05-0j -0.058467-0j 7.60138e-07-0j 5.13159e-05-0j 7.71208e-05-0j 0.00121783-0j 0.0822137-0j -1.60637e-06-0j -0.000108444-0j -2.72844e-05-0j -5.51513e-07-0j 0.000214415-0j 5.7369e-05-0j -0.0509035-0j -2.61223e-05-0j -0.0104124-0j 4.33407e-06-0j 3.36699e-05-0j 6.41774e-06-0j -0.000450834-0j -0.00102894-0j 0.107031-0j 0.000205282-0j -0.000210472-0j -0.0487353-0j 0.0218935-0j 1.29725e-07-0j -0.000264595-0j -0.00996893-0j -1.34941e-05-0j 0.0628167-0j 6.14438e-06-0j 0.0128493-0j -7.91972e-06-0j -2.17591e-05-0j -4.2586e-07-0j 0.000165564-0j 1.94977e-05-0j 0.000551068-0j 1.95744e-05-0j 3.94376e-05-0j 3.24036e-06-0j 8.95426e-07-0j 0.308886-0j -2.74169e-05-0j -0.00116455-0j -0.000148358-0j 1.07853e-05-0j 1.81132e-05-0j 4.6219e-07-0j -0.000148941-0j 7.71859e-07-0j -0.000493798-0j -6.81326e-06-0j 0.00604541-0j -3.53391e-05-0j -0.00049574-0j 0.000208614-0j -2.27922e-05-0j -0.276785-0j -2.26775e-05-0j -3.5478e-05-0j -0.000137823-0j 9.0458e-09-0j 0.000694358-0j 0.00104353-0j -0.277873-0j -1.62293e-06-0j -0.0127112-0j 0.00104763-0j -4.14156e-07-0j 4.96923e-05-0j -0.000458734-0j 4.79235e-05-0j 0.389203-0j -3.28296e-05-0j -4.15785e-07-0j -0.00146736-0j -0.257131-0j -1.902e-08-0j 5.82369e-07-0j 0.000969425-0j -3.84747e-07-0j 
0.00051046-0j 0.0137769-0j 3.69879e-05-0j 3.35536e-05-0j 0.0237331-0j 0.0215295-0j -0.00354864-0j -0.000414125-0j 0.00855419-0j -0.00984682-0j 0.00493319-0j 0.000998271-0j -0.00114912-0j -0.0118917-0j 0.0136887-0j 1.83781e-05-0j -4.17678e-05-0j 0.0421415-0j 1.313e-05-0j 1.87571e-06-0j 1.68445e-05-0j 0.00170206-0j -0.0957746-0j 9.26477e-06-0j 0.000619037-0j 0.0301073-0j -4.26291e-06-0j 1.34007e-06-0j 0.0386248-0j -0.00386826-0j 1.71918e-06-0j 0.00121601-0j -0.00140688-0j 0.0212443-0j 0.00156002-0j 0.000442262-0j 9.45581e-07-0j 0.000567379-0j 0.000858041-0j 0.000312069-0j 1.46564e-05-0j -3.22517e-05-0j -0.000225405-0j 1.3518e-05-0j -0.000278787-0j 1.22629e-05-0j -0.178882-0j 0.000496009-0j -2.30417e-05-0j -2.30053e-05-0j 3.75101e-05-0j 0.00038756-0j -0.000207898-0j 0.000613479-0j -3.97075e-05-0j 5.95876e-05-0j -0.000188595-0j 0.393635-0j -0.000257134-0j 0.000354366-0j 5.06237e-05-0j -0.164989-0j -0.000233259-0j -0.000576879-0j -0.000852836-0j -2.12185e-05-0j 0.00043829-0j -0.149669-0j 0.000610674-0j -0.000131124-0j -0.0007135-0j 0.000357459-0j -1.92484e-05-0j 0.281226-0j 3.61673e-05-0j 0.000324269-0j 5.49595e-05-0j -0.457813-0j 0.0007553-0j -0.000609295-0j -5.88774e-05-0j 0.484634-0j 4.98565e-05-0j 0.000991882-0j 6.23267e-05-0j -9.36795e-05-0j 0.000152503-0j -0.00104999-0j -0.000161437-0j 
3.29432e-06-0j -0.000114822-0j 2.38706e-07-0j 2.4118e-07-0j 0.0015811-0j 0.00159749-0j -3.11979e-07-0j 1.32226e-05-0j 1.96305e-07-0j 1.14511e-07-0j 0.0301488-0j -8.32001e-06-0j -4.85334e-06-0j -0.0189704-0j -0.0110661-0j 1.18606e-07-0j -2.72125e-07-0j -4.73938e-06-0j 8.47359e-08-0j 1.21051e-08-0j 1.21076e-07-0j 0.000113392-0j 1.08739e-05-0j 4.99415e-08-0j 0.090062-0j -3.38598e-06-0j -2.77736e-08-0j 8.64832e-09-0j -4.83812e-06-0j -0.000260162-0j 1.23573e-08-0j 8.10109e-05-0j -0.206636-0j -1.99562e-06-0j 0.000115754-0j 0.0643434-0j 5.09713e-09-0j 0.0919383-0j 4.77461e-05-0j 0.0379226-0j 9.45868e-08-0j 1.06847e-07-0j -3.65959e-06-0j -1.71567e-07-0j 1.24629e-08-0j -1.73345e-07-0j 8.25498e-05-0j -4.13395e-06-0j 7.63353e-08-0j -3.73506e-07-0j 6.29734e-08-0j -0.00120438-0j 6.63799e-06-0j 1.40783e-08-0j 2.01203e-08-0j -0.233816-0j 6.70678e-06-0j 9.32499e-05-0j -2.2606e-08-0j -2.95344e-06-0j -4.2192e-07-0j -0.000149734-0j -2.28402e-08-0j -2.43646e-06-0j -0.00136049-0j 6.77487e-07-0j 1.00581e-08-0j -0.000151285-0j -7.78461e-07-0j -0.264123-0j 8.29747e-09-0j 0.00218458-0j 6.84508e-07-0j 6.6621e-05-0j -3.01434e-07-0j 0.00220722-0j 0.424109-0j 5.49595e-05-0j 2.65108e-09-0j -0.000971984-0j -2.4867e-07-0j 1.75598e-05-0j 0.428504-0j -0.000801846-0j -7.94514e-08-0j -0.188699-0j -0.155668-0j -0.000256194-0j -0.0497368-0j 
0.000442071-0j 0.00590296-0j -0.00615697-0j -0.00558529-0j -0.000440628-0j -0.000399716-0j 2.1288e-05-0j 0.0341057-0j -5.13159e-05-0j 5.90703e-05-0j -4.49871e-05-0j -0.0822137-0j 0.0946372-0j 0.000108444-0j -0.000124831-0j 1.59159e-05-0j -3.6172e-05-0j -0.000125075-0j 1.13709e-05-0j 0.0296937-0j 1.45877e-05-0j 0.00607392-0j 0.000284258-0j 8.02352e-06-0j -3.74368e-06-0j -8.93581e-05-0j -0.0674846-0j 0.0212142-0j -0.000114638-0j -0.0138042-0j 0.0272158-0j 0.00433942-0j 8.50824e-06-0j -6.30529e-05-0j 0.00556706-0j -2.67462e-06-0j 0.0149692-0j -3.43128e-06-0j 0.00306198-0j -1.88726e-06-0j 1.26928e-05-0j -2.79308e-05-0j -9.6579e-05-0j 1.1707e-05-0j -0.000321457-0j 1.062e-05-0j -2.30053e-05-0j 0.000212525-0j -1.99547e-05-0j -0.180184-0j 3.24847e-05-0j 0.000679323-0j -8.90778e-05-0j 0.000707373-0j -3.43877e-05-0j -2.69611e-07-0j -8.0807e-05-0j 5.06237e-05-0j -0.000296489-0j 0.000151835-0j 0.396499-0j -2.12185e-05-0j -0.00026896-0j -0.000247175-0j -0.00149487-0j -0.166189-0j 0.000505372-0j -1.92484e-05-0j 0.000261655-0j 5.93285e-07-0j -0.000822704-0j 0.00062656-0j -0.150758-0j 3.61673e-05-0j 0.283272-0j 0.000568384-0j -2.4867e-07-0j -5.88774e-05-0j 0.000870901-0j -0.00106798-0j -0.461144-0j 6.23267e-05-0j -2.25581e-07-0j 0.00173859-0j 0.48816-0j 4.23863e-07-0j -6.90015e-07-0j -0.00184044-0j 7.30438e-07-0j 
8.93119e-05-0j -3.22705e-05-0j 0.000601098-0j 0.000603462-0j -0.012363-0j -0.0124116-0j 4.30082e-06-0j 0.0104272-0j -8.95832e-08-0j -6.04763e-06-0j -0.0398221-0j -0.000217191-0j -0.0146623-0j 0.000829467-0j 0.0559962-0j 3.2155e-06-0j 6.49965e-08-0j -7.68789e-05-0j -6.761e-06-0j -6.30797e-05-0j 3.07854e-06-0j -0.0872506-0j -1.55399e-06-0j -3.96804e-06-0j -0.0102492-0j 0.000161648-0j -1.27506e-06-0j 0.000132633-0j -7.36043e-05-0j -0.00176364-0j -6.03928e-05-0j 0.183455-0j -0.000207173-0j 9.48713e-05-0j -0.0835342-0j 0.0215503-0j 7.78425e-05-0j -0.00981268-0j 0.10767-0j 0.0126479-0j 2.56433e-06-0j 5.01881e-08-0j -5.93634e-05-0j -2.29783e-06-0j -3.23031e-05-0j -2.30687e-06-0j 0.000664389-0j -1.16184e-06-0j -1.05527e-07-0j 0.00116455-0j 3.23111e-06-0j 0.2991-0j 5.3194e-05-0j -6.32224e-07-0j -2.13466e-06-0j -0.00149035-0j 5.34031e-05-0j 1.30032e-05-0j 2.8946e-05-0j 2.44291e-06-0j 2.27922e-05-0j -0.000595342-0j 2.90598e-05-0j -7.47991e-05-0j 0.00585388-0j -0.00104353-0j 1.32933e-06-0j -0.000597682-0j 4.94167e-05-0j -2.91685e-05-0j -4.07026e-05-0j -0.268016-0j -0.00104763-0j -2.73408e-05-0j -4.79235e-05-0j -0.26907-0j 0.00133546-0j 0.000837144-0j 2.68905e-05-0j -0.0123085-0j 0.00146736-0j -0.000553066-0j 0.00134071-0j 0.376873-0j -0.000969425-0j 6.13305e-05-0j -0.00187787-0j -0.248984-0j 0.00124063-0j 
-4.07651e-06-0j 2.46175e-06-0j 2.86975e-07-0j 2.88103e-07-0j 0.00190082-0j 0.00190829-0j -1.96305e-07-0j 8.32001e-06-0j 4.08889e-09-0j 2.76035e-07-0j 0.0189704-0j -1.733e-07-0j -1.16992e-05-0j -0.00039514-0j -0.0266753-0j -1.46767e-07-0j -2.96667e-09-0j 5.86468e-06-0j 3.08596e-07-0j -1.49793e-08-0j -1.40515e-07-0j -0.000140315-0j 1.18546e-07-0j 1.81115e-07-0j -0.111446-0j -1.23312e-05-0j -3.02784e-10-0j 3.14959e-08-0j 5.61488e-06-0j -2.83626e-06-0j -1.43413e-08-0j 0.00029503-0j -0.00225271-0j -7.23723e-06-0j -0.000134338-0j 0.234329-0j 1.8485e-08-0j -0.106699-0j 0.000173154-0j 0.137528-0j -1.17045e-07-0j -2.29076e-09-0j 4.52852e-06-0j 1.04881e-07-0j -1.54221e-08-0j 1.05294e-07-0j -0.00010215-0j 8.86304e-08-0j 4.81662e-09-0j 4.6219e-07-0j -1.47479e-07-0j 0.00149035-0j -4.05789e-06-0j -3.01835e-10-0j 9.74336e-08-0j 0.289332-0j -4.07384e-06-0j -1.99924e-06-0j 1.38193e-08-0j -1.86357e-07-0j 9.0458e-09-0j 9.15341e-05-0j 1.38736e-08-0j 5.70603e-06-0j 2.91685e-05-0j -4.14156e-07-0j 6.34646e-10-0j 9.1894e-05-0j -3.76974e-06-0j 0.0056627-0j -1.94321e-08-0j -0.00133546-0j -4.15785e-07-0j 4.20367e-06-0j -1.902e-08-0j -0.00134071-0j -0.259263-0j -0.000128711-0j 1.2838e-08-0j -6.13305e-05-0j 5.82369e-07-0j 8.50343e-05-0j -0.260283-0j 0.00187787-0j -3.84747e-07-0j -0.0119066-0j 0.364565-0j -0.00124063-0j -0.240853-0j 
-5.20986e-05-0j -0.00211652-0j 0.000360915-0j 0.000327404-0j -0.00742307-0j -0.00673384-0j -2.50881e-06-0j -0.00608253-0j 6.04763e-06-0j -6.9615e-06-0j 0.0232296-0j 0.0146623-0j -0.0168779-0j -0.0559962-0j 0.0644578-0j -1.87571e-06-0j 4.26291e-06-0j 4.4846e-05-0j -1.34007e-06-0j 3.67965e-05-0j -1.71918e-06-0j 0.0508962-0j -0.000101921-0j -9.45581e-07-0j 0.00597872-0j 3.20396e-05-0j -8.36271e-05-0j 2.62887e-05-0j 4.11037e-05-0j -0.115671-0j 3.37258e-05-0j 0.036362-0j -0.0135878-0j 2.26078e-05-0j 0.0466489-0j 0.0042714-0j 1.85498e-05-0j 0.0054798-0j 0.0256578-0j 0.00301399-0j -1.49586e-06-0j 3.29168e-06-0j 3.46286e-05-0j -1.37968e-06-0j 1.88435e-05-0j -1.25158e-06-0j -0.00038756-0j -7.62012e-05-0j 2.35169e-06-0j -0.000679323-0j -3.82835e-06-0j -0.174475-0j 3.19391e-05-0j -4.14655e-05-0j 4.05263e-06-0j 0.000869369-0j 2.89735e-05-0j 0.000852836-0j 1.73799e-05-0j -5.44407e-05-0j 0.00149487-0j -0.000357459-0j 1.57662e-05-0j 8.8625e-05-0j 0.383937-0j -0.00062656-0j -2.96244e-05-0j -0.000324269-0j -9.3817e-05-0j -0.00191307-0j 4.82261e-05-0j -0.160924-0j -0.000568384-0j 0.000609295-0j 0.00106798-0j -0.145982-0j 0.000801846-0j -0.000991882-0j -5.10513e-05-0j 0.274298-0j -0.00173859-0j 0.00104999-0j 0.000727395-0j -0.446534-0j 0.00184044-0j -0.00136676-0j 0.00222498-0j 0.472694-0j -0.00235532-0j 
2.37796e-06-0j 0.000161458-0j 1.72307e-07-0j 1.56309e-07-0j 0.0011413-0j 0.00103533-0j 1.14511e-07-0j -4.85334e-06-0j -2.76035e-07-0j 3.17748e-07-0j -0.0110661-0j 1.16992e-05-0j -1.34671e-05-0j 0.0266753-0j -0.0307063-0j 8.5614e-08-0j -1.94574e-07-0j -3.42107e-06-0j 6.11656e-08-0j 8.73794e-09-0j 7.84696e-08-0j 8.18504e-05-0j 7.77503e-06-0j 4.31597e-08-0j 0.0650102-0j -2.44413e-06-0j -1.98587e-08-0j 6.24269e-09-0j -3.13558e-06-0j -0.000186021-0j 8.00877e-09-0j 5.84768e-05-0j -0.147748-0j -1.72463e-06-0j 7.50201e-05-0j 0.0464455-0j 4.40497e-09-0j 0.0595852-0j 4.12624e-05-0j 0.0327729-0j 6.82764e-08-0j -1.50244e-07-0j -2.64163e-06-0j 6.29734e-08-0j 8.9962e-09-0j 5.71263e-08-0j 5.95876e-05-0j 5.81298e-06-0j -1.07339e-07-0j -2.69611e-07-0j 1.7474e-07-0j -0.000869369-0j -2.43646e-06-0j -1.97964e-08-0j -1.84977e-07-0j -0.168777-0j -2.21024e-06-0j -0.000131124-0j 8.29747e-09-0j 4.153e-06-0j 5.93285e-07-0j 5.49595e-05-0j 7.52706e-09-0j -6.76073e-06-0j 0.00191307-0j -2.4867e-07-0j -1.41432e-08-0j 4.98565e-05-0j 7.1568e-06-0j 0.371399-0j 2.3024e-08-0j -0.000801846-0j -2.25581e-07-0j -9.36795e-05-0j 4.23863e-07-0j -0.000727395-0j -0.155668-0j 0.000152503-0j -2.43728e-08-0j 0.00136676-0j -6.90015e-07-0j -0.000161437-0j -0.141215-0j -0.00222498-0j 7.30438e-07-0j 0.26534-0j -0.431951-0j 0.00235532-0j 0.457257-0j 
0.0293042-0j 0.00426012-0j 0.00212338-0j 0.00214538-0j 0.000306483-0j 0.000309659-0j 0.00141115-0j 0.000249458-0j 0.0017462-0j 0.00101862-0j 2.07881e-05-0j 0.000308688-0j 0.000180068-0j 2.5724e-05-0j 1.50057e-05-0j -0.00313127-0j 0.00123088-0j -0.000521878-0j 0.000753756-0j -0.000319584-0j 0.00107702-0j -6.52348e-05-0j 0.000205147-0j 0.000444248-0j -3.844e-06-0j 0.000125626-0j 0.000125626-0j 7.69299e-05-0j 0.000179503-0j 2.56433e-05-0j 0.000109923-0j 1.57033e-05-0j 1.51105e-06-0j 7.40413e-05-0j 2.24379e-05-0j 9.25323e-07-0j 4.53408e-05-0j 1.32217e-06-0j 9.25516e-06-0j 5.45366e-07-0j 0.000841384-0j -0.00282084-0j 0.000135778-0j 0.000776034-0j 0.000110862-0j 0.000784076-0j 1.60016e-05-0j -0.000455211-0j 0.00067903-0j 1.38578e-05-0j 0.000560171-0j 1.63315e-06-0j 0.000125232-0j -0.000371678-0j 0.000178977-0j 7.45429e-08-0j 0.00012653-0j -5.36471e-05-0j 0.000102252-0j 0.000109578-0j -4.64598e-05-0j 1.47587e-05-0j 0.000103311-0j 9.03973e-05-0j -5.47534e-06-0j 1.27814e-05-0j 8.94701e-05-0j 1.49117e-05-0j 2.88824e-05-0j -2.49914e-07-0j 7.38091e-05-0j 1.50631e-06-0j 1.29139e-05-0j 1.29139e-05-0j 1.11838e-05-0j 1.52192e-06-0j 6.87532e-08-0j 1.06534e-05-0j 2.35823e-05-0j 1.31802e-06-0j 9.22613e-06-0j 3.40382e-06-0j 6.94657e-08-0j 1.08731e-06-0j 2.94779e-06-0j 6.01591e-08-0j 4.96287e-08-0j 3.47401e-07-0j 1.58566e-08-0j 
-0.0341882-0j -8.61119e-05-0j -0.00247727-0j 0.00241622-0j -0.000357564-0j 0.000348751-0j 0.00323769-0j 0.000572348-0j -3.52969e-05-0j 0.00231501-0j 4.76957e-05-0j -6.23966e-06-0j 0.000409239-0j -5.19972e-07-0j 3.41033e-05-0j -0.00123088-0j 4.89298e-05-0j -0.000205147-0j -0.000879383-0j -0.000125626-0j 0.00121298-0j -2.56433e-05-0j 8.15497e-06-0j 0.00151895-0j -1.51105e-06-0j -0.000146564-0j 4.99388e-06-0j -8.97516e-05-0j 0.000202164-0j 1.01937e-06-0j 0.000123799-0j -1.83205e-05-0j 6.0067e-08-0j 0.000253158-0j 2.52705e-05-0j -1.07954e-06-0j 0.000155027-0j 1.48908e-06-0j 3.16447e-05-0j 1.86468e-06-0j -0.000981615-0j -1.92118e-05-0j -0.000158407-0j 0.00178051-0j -0.000129339-0j -0.00173663-0j -1.86685e-05-0j -3.10029e-06-0j -1.37256e-05-0j -1.61674e-05-0j 0.0012731-0j -1.90534e-06-0j 0.000287329-0j -2.53138e-06-0j 0.000817139-0j -8.69667e-08-0j -0.000280247-0j -3.65373e-07-0j 0.000234603-0j -2.21495e-06-0j -3.16422e-07-0j 3.3862e-05-0j -0.00022882-0j 0.000205445-0j -3.72907e-08-0j 2.93254e-05-0j -1.8085e-06-0j -3.30274e-05-0j 0.000131865-0j -1.70208e-09-0j 0.000167745-0j 3.45603e-06-0j -2.86026e-05-0j -2.61035e-07-0j -2.26063e-07-0j -3.37084e-06-0j 1.57745e-07-0j 2.42119e-05-0j 0.000107668-0j -2.66418e-08-0j 2.09682e-05-0j 1.55405e-05-0j -1.53857e-07-0j 2.47112e-06-0j 1.34584e-05-0j -1.21602e-09-0j 1.12791e-07-0j 1.58609e-06-0j 7.23949e-08-0j 
-0.0209359-0j -0.00304358-0j 0.00446467-0j -0.00153274-0j 0.00064442-0j -0.000221231-0j -0.00100817-0j -0.000178221-0j 0.00367161-0j -0.000727736-0j -1.48518e-05-0j 0.000649056-0j -0.000128647-0j 5.4088e-05-0j -1.07206e-05-0j -0.000753756-0j -0.000879383-0j -0.000125626-0j -0.000478062-0j -7.69299e-05-0j 0.00226457-0j -1.57033e-05-0j -0.000146564-0j -0.000317386-0j -9.25323e-07-0j -7.9677e-05-0j -8.97516e-05-0j -4.8792e-05-0j 0.000377428-0j -1.83205e-05-0j 0.000231127-0j -9.95962e-06-0j -1.07954e-06-0j -5.28977e-05-0j 4.71785e-05-0j -5.86877e-07-0j -3.23931e-05-0j 2.78002e-06-0j -6.61221e-06-0j -3.89628e-07-0j -0.000601114-0j -0.00067903-0j -9.70043e-05-0j 0.00163171-0j -7.92037e-05-0j -0.000560171-0j -1.14321e-05-0j -0.000109578-0j -0.000430668-0j -9.90046e-06-0j 0.00117783-0j -1.16678e-06-0j 0.000263316-0j -8.94701e-05-0j -0.000127868-0j -5.3256e-08-0j -9.03973e-05-0j -1.29139e-05-0j 0.000214997-0j -6.94987e-05-0j -1.11838e-05-0j 3.10321e-05-0j -7.38091e-05-0j 0.000190072-0j -1.31802e-06-0j 2.68746e-05-0j -5.67454e-05-0j -1.06534e-05-0j -2.06346e-05-0j -6.01591e-08-0j 0.000155193-0j 3.1672e-06-0j -9.22613e-06-0j -8.1905e-06-0j -7.09318e-06-0j -1.08731e-06-0j 1.44562e-07-0j 2.24002e-05-0j -1.6848e-05-0j -8.35939e-07-0j 1.93991e-05-0j -2.43181e-06-0j -4.96287e-08-0j 2.28621e-06-0j -2.10601e-06-0j -3.81552e-08-0j 1.04351e-07-0j -2.48195e-07-0j -1.13285e-08-0j 
-0.00463339-0j 0.0317602-0j -0.000335736-0j -0.000339215-0j 0.00461827-0j 0.00466613-0j -0.000223122-0j 0.00185976-0j -0.000276099-0j -0.000161058-0j 0.000471515-0j 0.00230134-0j 0.00134245-0j 0.00058347-0j 0.000340357-0j 0.000495097-0j -0.000194619-0j -0.00389072-0j -0.000119179-0j 5.05306e-05-0j -0.000170292-0j -0.000982996-0j 0.00152942-0j -7.02417e-05-0j -0.000116455-0j 0.000936572-0j -1.98632e-05-0j -1.21637e-05-0j 0.00133824-0j 0.000386408-0j -1.73803e-05-0j 0.000236626-0j 4.57776e-05-0j 0.000551995-0j 0.000338107-0j 2.80329e-05-0j -7.16902e-06-0j 4.00554e-05-0j 0.000139462-0j 1.6522e-05-0j 0.0323007-0j -0.108292-0j 0.00101225-0j 0.029792-0j -1.75288e-05-0j 0.0301007-0j 0.000241121-0j -0.00339371-0j 0.026068-0j 0.000103313-0j 0.021505-0j 3.7043e-05-0j 0.000933634-0j 5.87675e-05-0j 0.00687094-0j 2.82582e-06-0j 0.000943309-0j -0.000808386-0j -1.61674e-05-0j 0.00081693-0j -0.000346369-0j 0.000222393-0j -1.63349e-05-0j 0.000673933-0j -0.000124191-0j 9.52886e-05-0j -1.41465e-05-0j 0.000224698-0j 0.000215325-0j -9.47389e-06-0j -1.16702e-05-0j 3.41659e-05-0j 9.62761e-05-0j 0.000194594-0j 8.33775e-05-0j 3.452e-05-0j 2.60634e-06-0j 0.000160532-0j -3.7287e-06-0j 2.98952e-05-0j 6.8783e-05-0j 5.12907e-05-0j 2.63335e-06-0j 2.46623e-05-0j 2.19765e-05-0j 2.28055e-06-0j 1.88135e-06-0j 7.87972e-06-0j 6.01102e-07-0j 
