-0.357533-0j -0.417122-0j 0.75176-0j 0.354592-0j -0.150547-0j -0.0460126-0j -0.0519768-0j 0.0412307-0j -0.0428786-0j 0.109288-0j 0.0297619-0j -0.0097877-0j -0.0296078-0j -0.00427352-0j -0.0327699-0j -0.00472992-0j 0.0251694-0j -0.0172712-0j -0.0261753-0j 0.00363288-0j -0.00249289-0j -0.00377808-0j 0.0293642-0j 0.0525176-0j -0.0176311-0j 0.00423836-0j 0.00758026-0j 0.055037-0j -0.00254482-0j 0.0079439-0j 0.0105981-0j 0.00152971-0j -0.00284579-0j -0.000410755-0j -0.0223112-0j -0.0039441-0j -0.000328675-0j -0.0243486-0j -0.00430427-0j -0.000358689-0j 0.0183234-0j -0.0190558-0j -0.0172171-0j 0.00323916-0j -0.00336862-0j 0.00026993-0j 0.0206985-0j -0.00304358-0j -0.000280718-0j -0.0142034-0j -0.0124279-0j -0.000253631-0j 0.0362011-0j 0.00365902-0j -0.00251082-0j 0.0170754-0j -0.00219697-0j 0.000304918-0j 0.0431889-0j 0.0063995-0j -0.00724963-0j -0.000209235-0j -0.000183081-0j 0.00301854-0j 0.000533292-0j 0.0261313-0j 0.00763479-0j -0.00128157-0j 0.000251545-0j 0.00389772-0j 0.000636232-0j 0.00461941-0j -0.000106797-0j -0.000884548-0j 0.000384951-0j 0.000689027-0j -0.000156368-0j 5.74189e-05-0j -1.30306e-05-0j 
-4.68997e-05-0j 1.84359e-05-0j -3.32262e-05-0j -1.56722e-05-0j 6.65388e-06-0j -0.000389658-0j 0.00130637-0j 0.000349162-0j -0.000363118-0j 0.000925504-0j 0.000252039-0j -8.28872e-05-0j 1.3086e-06-0j 0.00518252-0j 1.44836e-06-0j 0.005736-0j 3.30161e-06-0j 7.63353e-07-0j -3.43357e-06-0j 0.0130755-0j 0.00302314-0j -0.0135981-0j -1.29784e-06-0j -2.32117e-06-0j 7.79256e-07-0j -0.00513988-0j -0.00919261-0j -2.43252e-06-0j 0.00308612-0j -0.00963361-0j -4.68415e-07-0j -0.00185508-0j 1.25778e-07-0j 0.000498124-0j 9.8611e-07-0j -3.34007e-05-0j -0.037718-0j 1.07616e-06-0j -3.64507e-05-0j -0.0411623-0j -8.09858e-07-0j 8.42227e-07-0j -2.25846e-06-0j 2.74308e-05-0j -2.85272e-05-0j 0.0309765-0j 2.71515e-06-0j 7.64967e-05-0j -0.0322146-0j 6.27759e-07-0j -1.63024e-06-0j 0.0863847-0j -1.60001e-06-0j -9.19651e-05-0j -2.12629e-05-0j -7.54698e-07-0j 5.52182e-05-0j -0.103853-0j -1.90886e-06-0j 5.41942e-05-0j 3.20419e-07-0j -0.0240114-0j 0.0623558-0j 2.55625e-05-0j 0.0611994-0j -1.15495e-06-0j 6.46552e-05-0j -1.08529e-05-0j 0.0288667-0j -1.72271e-07-0j 0.0730126-0j 3.91195e-05-0j -0.0122558-0j 3.90952e-08-0j 0.0441761-0j 5.83503e-06-0j -1.3242e-06-0j 0.00658926-0j -0.00149537-0j 
0.00542017-0j -0.0185323-0j -0.0113966-0j -0.025407-0j -0.0317528-0j 0.000697546-0j -0.00230928-0j -0.000625053-0j 0.00307232-0j 0.00485555-0j -0.000540174-0j -0.00276265-0j 0.000448851-0j 6.47861e-05-0j -0.00145593-0j -0.000210146-0j -0.000381565-0j 0.00026183-0j 0.0018755-0j -5.50741e-05-0j 3.77919e-05-0j 0.000270705-0j 0.00130462-0j -0.00079616-0j 0.000320001-0j 0.000188306-0j -0.000114916-0j -0.00394348-0j 4.61882e-05-0j -0.000569193-0j 0.00223531-0j 0.000322639-0j 0.00135654-0j 0.0001958-0j 0.000338236-0j 5.97922e-05-0j 4.98268e-06-0j -0.00108178-0j -0.000191234-0j -1.59362e-05-0j -0.000277781-0j 0.00136538-0j 0.000261009-0j -4.91053e-05-0j 0.000241367-0j -4.0921e-06-0j 0.000919615-0j 4.61403e-05-0j 2.01139e-05-0j -0.000631041-0j 0.000225565-0j 3.84502e-06-0j -0.000548804-0j 0.000162567-0j -0.000111553-0j -0.00122348-0j 3.98747e-05-0j 1.35472e-05-0j 0.00191884-0j -9.70158e-05-0j -0.00152906-0j -9.29612e-06-0j 3.32289e-06-0j -0.000216283-0j -8.08465e-06-0j -0.000474279-0j 0.000339206-0j -0.000270302-0j -1.80236e-05-0j 0.00110016-0j 2.82672e-05-0j -8.38415e-05-0j -2.25252e-05-0j 0.0027224-0j -6.98679e-06-0j 0.000194483-0j 0.000481258-0j 1.62069e-05-0j 4.01048e-05-0j 
-0.00153274-0j 6.09292e-05-0j 0.00322277-0j -0.00146745-0j 0.00189145-0j -0.000197255-0j -3.86059e-06-0j -0.000347607-0j -0.000348973-0j 8.11739e-06-0j -0.000248545-0j 0.000164203-0j 0.0243968-0j -1.83205e-05-0j 0.000467839-0j -3.51317e-07-0j -0.0207395-0j -0.0702069-0j -0.0208211-0j 1.55741e-05-0j 5.27209e-05-0j 1.56353e-05-0j 0.000824436-0j -0.0432744-0j 0.0556565-0j -6.19099e-07-0j 3.24963e-05-0j 0.0437789-0j -4.17945e-05-0j -3.28752e-05-0j 0.0255933-0j -1.92189e-05-0j -0.0114809-0j 8.62141e-06-0j -9.56475e-05-0j 0.00324994-0j -1.40902e-06-0j -1.8085e-06-0j 6.14498e-05-0j -2.66418e-08-0j 7.8552e-05-0j 7.88609e-05-0j 0.000145153-0j -0.00266906-0j -0.00267956-0j 1.15718e-06-0j 1.53739e-06-0j -0.00493205-0j 1.16173e-06-0j 5.20433e-06-0j 0.000103787-0j 2.13831e-06-0j -0.000305203-0j -5.22379e-05-0j -0.000176834-0j 0.000138971-0j -0.00352651-0j 2.26479e-08-0j 3.20787e-06-0j 0.0103703-0j -0.000179124-0j 7.66671e-08-0j 1.52893e-06-0j -0.00472198-0j -4.49606e-06-0j -0.000218226-0j -0.000108998-0j 0.00608633-0j 2.04723e-06-0j -6.53902e-05-0j 4.72564e-08-0j 0.00741493-0j -2.63875e-06-0j 2.22923e-05-0j -3.21477e-06-0j 0.00222185-0j -0.000757454-0j -9.63288e-07-0j 3.28397e-07-0j 
-0.000884925-0j -0.00103241-0j -0.00789799-0j 0.00443966-0j -0.000372617-0j 0.0053698-0j 0.00606583-0j -0.0243407-0j 0.00500405-0j 0.0541377-0j -0.01757-0j 0.00114225-0j -7.32819e-05-0j 0.00100804-0j -8.11082e-05-0j 0.0011157-0j 0.000315132-0j -4.27478e-05-0j -6.47861e-05-0j -0.00433485-0j 0.000588024-0j 0.000891177-0j 0.000367654-0j -0.000191536-0j -4.36383e-05-0j -0.00505733-0j 0.00263471-0j -0.000578218-0j 0.000600275-0j 0.00795378-0j 0.000132693-0j -0.00182529-0j -7.04357e-06-0j 9.68891e-05-0j 0.00797206-0j 0.000460288-0j 0.000116699-0j 0.00870005-0j 0.00050232-0j 0.000127355-0j -0.0331196-0j 0.00680886-0j 0.00615186-0j -0.00191225-0j 0.000393127-0j -0.000484821-0j -0.0374126-0j 0.000355194-0j 9.96714e-05-0j 0.00507503-0j 0.00444065-0j 9.00539e-05-0j 0.0549056-0j -0.00216011-0j 0.00029302-0j -0.0308638-0j 0.000256392-0j -0.000547663-0j 0.0227392-0j 0.00317012-0j 0.00259038-0j 7.42907e-05-0j 6.50044e-05-0j -0.001782-0j 0.000803734-0j 0.0396329-0j 0.00131291-0j 0.000149562-0j -0.000451799-0j -0.00704513-0j 0.000332868-0j 0.00228831-0j 3.79192e-05-0j 0.00031606-0j 0.000580166-0j -0.000406769-0j 1.82485e-05-0j -0.00010313-0j 4.62663e-06-0j 
1.05348e-05-0j -6.06322e-05-0j 7.52644e-06-0j 1.07543e-05-0j 4.43592e-06-0j -0.000259772-0j -0.000293444-0j 0.00118198-0j 0.00119422-0j -0.000209646-0j -0.000172949-0j -5.52581e-05-0j 8.72403e-07-0j 0.00345502-0j 9.65573e-07-0j 0.003824-0j 7.63353e-07-0j 3.42749e-06-0j 7.71263e-07-0j 0.00302314-0j 0.013574-0j 0.00305447-0j -4.39341e-06-0j 3.14867e-07-0j -2.56282e-06-0j -0.0173994-0j 0.00124698-0j 5.51017e-07-0j -0.0101496-0j 0.00218222-0j 3.21427e-07-0j 0.00127296-0j 8.38521e-08-0j 0.000332083-0j 6.57406e-07-0j -2.22671e-05-0j -0.0251454-0j 7.17439e-07-0j -2.43005e-05-0j -0.0274416-0j 5.55726e-07-0j 5.61484e-07-0j -2.50264e-06-0j -1.88231e-05-0j -1.90181e-05-0j -0.0212561-0j 6.27759e-07-0j 8.47674e-05-0j -0.0214764-0j 2.81866e-06-0j 3.66193e-07-0j 0.0957245-0j -1.78798e-06-0j -2.12629e-05-0j -9.54713e-05-0j -2.55478e-06-0j -1.24034e-05-0j -0.0240114-0j 2.58937e-07-0j 6.05608e-05-0j -1.05379e-06-0j -0.107812-0j -0.0140066-0j 8.65334e-05-0j 0.0683889-0j 2.61621e-07-0j -8.7705e-06-0j 3.56932e-05-0j 0.0977188-0j 1.18213e-07-0j -0.00990418-0j -8.86139e-06-0j 0.0403069-0j 2.60635e-08-0j -0.0100068-0j -4.004e-06-0j -8.82799e-07-0j -0.00452156-0j -0.00099691-0j 
0.00146005-0j 0.00652568-0j 0.00104311-0j 0.00133821-0j 0.000736041-0j -0.00885971-0j 0.019496-0j 0.0160703-0j 0.0145782-0j 0.0139286-0j -0.0226747-0j 0.024003-0j 0.000120909-0j -0.00166318-0j -0.000260688-0j 0.00358593-0j 0.000105795-0j -0.00034794-0j 9.59723e-05-0j -0.00145529-0j 0.00478615-0j -0.00132016-0j 0.000472851-0j 4.36383e-05-0j -0.000544304-0j -0.00650438-0j -0.000600275-0j 6.85659e-05-0j 0.00748726-0j -0.00094317-0j 5.33335e-05-0j -0.000733638-0j -0.000507269-0j 0.00697782-0j -0.0131532-0j -0.000759436-0j -0.000192543-0j 0.0279626-0j 0.00161449-0j 0.00040933-0j -0.0111188-0j -0.0100865-0j 0.0199611-0j -0.000641974-0j -0.000582367-0j -0.000162763-0j 0.0244673-0j 0.00115251-0j -0.00014765-0j -0.0804681-0j -0.0281645-0j 0.000292201-0j 0.0142609-0j 0.00141268-0j -0.00464603-0j 0.0182954-0j -0.00162615-0j 0.000358164-0j 0.0100922-0j 0.000823391-0j 0.0100628-0j -0.00117793-0j -0.000412286-0j 0.00105633-0j 0.000208758-0j -0.0201217-0j 0.000582701-0j 0.000581002-0j 0.000267817-0j 0.0301235-0j 0.000147735-0j -0.00116178-0j 0.000147304-0j 0.0507065-0j -0.000294552-0j 0.00173926-0j 0.00292767-0j 0.000440962-0j 0.000742266-0j 
4.73858e-05-0j 1.79815e-05-0j -1.14067e-05-0j 1.62888e-05-0j -3.17747e-05-0j 0.000393696-0j 0.00127418-0j 0.000363118-0j -0.000366661-0j -0.000306718-0j 0.000235337-0j 0.000878181-0j -1.32217e-06-0j -0.00523623-0j 1.41266e-06-0j 0.00559462-0j 3.43357e-06-0j -7.71263e-07-0j -3.46707e-06-0j 0.0135981-0j -0.00305447-0j -0.0137308-0j 1.30294e-06-0j -4.77195e-07-0j -7.06902e-07-0j 0.00516009-0j -0.00188986-0j 8.3459e-07-0j -0.00279958-0j 0.00330526-0j -2.3024e-06-0j -0.00911828-0j -2.31001e-06-0j -0.00914842-0j -9.96329e-07-0j 3.37468e-05-0j 0.0381089-0j 1.04963e-06-0j -3.55523e-05-0j -0.0401478-0j -8.42227e-07-0j 8.50444e-07-0j 2.28187e-06-0j 2.85272e-05-0j -2.88055e-05-0j 0.0322146-0j -2.72582e-06-0j -7.72894e-05-0j -0.0325289-0j 6.12286e-07-0j 1.47888e-06-0j -0.0872799-0j -5.49289e-07-0j 9.23267e-05-0j -2.07388e-05-0j 7.84391e-07-0j -5.00912e-05-0j 0.104261-0j 3.78833e-07-0j 1.8605e-05-0j -1.53012e-06-0j -0.0234195-0j -0.0565661-0j -2.65682e-05-0j 0.0210099-0j -3.55994e-07-0j -1.28315e-05-0j 5.18268e-05-0j -0.0300024-0j -1.87868e-06-0j -0.0144901-0j 1.20579e-05-0j 0.0585259-0j -1.0981e-06-0j 0.0136165-0j 6.3633e-05-0j 3.7194e-05-0j 0.0718582-0j 0.0420017-0j 
-0.00141398-0j 0.00807675-0j -0.0010102-0j -0.026238-0j -0.0187213-0j -0.000181972-0j 0.00100643-0j -0.000167838-0j -0.00308248-0j 0.000719026-0j 0.00528828-0j -0.00546646-0j -0.000117094-0j -1.69011e-05-0j 0.000634524-0j 9.15856e-05-0j -0.000102457-0j -6.83048e-05-0j -0.0018817-0j -1.47884e-05-0j -9.85895e-06-0j -0.0002716-0j 0.000585241-0j -4.22614e-05-0j 0.00304361-0j 8.44723e-05-0j -6.09991e-06-0j -0.00134435-0j 0.000439308-0j -0.000194041-0j -0.00135654-0j -0.0001958-0j 0.00171124-0j 0.000246996-0j -8.82371e-05-0j -1.55983e-05-0j -1.29985e-06-0j 0.000471463-0j 8.33436e-05-0j 6.9453e-06-0j -7.45895e-05-0j -0.00136989-0j -6.80906e-05-0j -1.31857e-05-0j -0.000242165-0j -1.09881e-06-0j 0.00041253-0j -1.20368e-05-0j -2.01804e-05-0j 0.00027502-0j 0.00214541-0j -1.00307e-06-0j -4.86462e-05-0j 7.29257e-05-0j 4.86171e-05-0j -0.00126349-0j 0.000379258-0j 6.07714e-06-0j 0.00017016-0j -8.59952e-06-0j -0.000901524-0j 4.05143e-06-0j 3.16049e-05-0j -0.000223356-0j -7.16627e-07-0j 0.00153275-0j 3.00803e-05-0j -0.000159368-0j -1.8613e-05-0j -0.00224068-0j 2.50669e-06-0j 0.000270955-0j -1.32807e-05-0j 0.00344468-0j 2.25796e-05-0j -0.000396099-0j 0.000608939-0j -3.30083e-05-0j 5.07449e-05-0j 
-0.000541904-0j -0.000632221-0j -0.00483651-0j 0.00271872-0j -0.000228181-0j -6.974e-05-0j -7.87798e-05-0j 0.000316124-0j -6.499e-05-0j -0.000703112-0j 0.00022819-0j -1.4835e-05-0j 0.00862559-0j -6.47726e-06-0j 0.00954677-0j -7.16902e-06-0j -0.0370924-0j 0.00503159-0j 0.0076256-0j 2.7854e-05-0j -3.7784e-06-0j -5.72634e-06-0j -0.0432744-0j 0.0225446-0j 0.00513642-0j 3.24963e-05-0j -1.69296e-05-0j 0.0680587-0j -3.85712e-06-0j -5.11078e-05-0j -0.0156186-0j 1.17285e-05-0j 0.000829058-0j -6.2257e-07-0j -3.38165e-05-0j 0.00114903-0j -4.98164e-07-0j -3.69045e-05-0j 0.00125395-0j -5.43655e-07-0j 0.000140489-0j -2.88824e-05-0j -2.60954e-05-0j -0.00477358-0j 0.000981373-0j 2.0696e-06-0j 0.0001587-0j 0.000886678-0j -4.25477e-07-0j -2.15276e-05-0j -1.88367e-05-0j -3.84422e-07-0j -0.000232903-0j -0.00539234-0j 0.000731472-0j 0.00013092-0j 0.000640038-0j 2.33786e-06-0j -9.6457e-05-0j 0.00791363-0j -1.09881e-05-0j -3.17132e-07-0j -2.77491e-07-0j -0.00444845-0j -3.43098e-06-0j -0.000168118-0j 0.00327744-0j 0.000373356-0j 1.92864e-06-0j 2.98846e-05-0j -1.42095e-06-0j 0.00571236-0j -1.6187e-07-0j -1.34069e-06-0j -2.47661e-06-0j -0.00101543-0j 4.55542e-05-0j 4.40242e-07-0j -1.97502e-08-0j 
0.000312868-0j -1.24371e-05-0j -0.000657845-0j 0.000299542-0j -0.00038609-0j -0.00383728-0j -7.51019e-05-0j -0.00676215-0j -0.00678874-0j 0.000157911-0j -0.00483506-0j 0.00319432-0j -0.00247704-0j 0.0166244-0j -4.75002e-05-0j 0.000318793-0j 0.00210571-0j 0.00712818-0j 0.00211399-0j -0.0141322-0j -0.0478401-0j -0.0141878-0j -8.37059e-05-0j 0.0043937-0j -0.00565087-0j 0.000561784-0j -0.0294879-0j -0.00444492-0j 0.0379252-0j 0.0298317-0j -0.00259852-0j 0.0174397-0j 0.00116567-0j -0.00782326-0j 1.9524e-05-0j 0.0314468-0j 0.00391825-0j 3.69159e-07-0j 0.000594596-0j 7.40862e-05-0j -1.60344e-05-0j -1.60974e-05-0j -2.96293e-05-0j -0.0258262-0j -0.0259277-0j -0.00321792-0j -3.13819e-07-0j -0.0477232-0j -0.00323057-0j -1.06233e-06-0j -2.11855e-05-0j -0.00594627-0j 6.22993e-05-0j -0.00050546-0j -0.00171107-0j -2.83672e-05-0j -0.0341229-0j -6.298e-05-0j -6.54804e-07-0j 0.100344-0j 3.65636e-05-0j -0.000213198-0j -0.00425169-0j -0.0456904-0j 0.0125028-0j 4.45451e-05-0j -0.00105468-0j 0.0588921-0j -0.00569299-0j 1.33477e-05-0j -0.000131412-0j 0.0717478-0j 0.00733791-0j -4.5504e-06-0j 0.00893972-0j 0.0214989-0j -0.00732922-0j 0.00267874-0j -0.000913215-0j 
0.00154862-0j -0.00174412-0j 0.000982195-0j 0.00464984-0j 0.00308199-0j -0.00939714-0j 0.0102474-0j 0.0255084-0j 0.00875184-0j 0.00649928-0j 0.016532-0j -0.0209613-0j 0.000128243-0j -0.00176407-0j -0.000137021-0j 0.00188481-0j -0.00033025-0j 7.48086e-05-0j -0.000113308-0j 0.00454281-0j -0.00102904-0j 0.00155862-0j 0.00037194-0j 0.000578218-0j 6.85659e-05-0j -0.00511629-0j -0.00795378-0j -7.18642e-05-0j -0.00094317-0j 0.00098854-0j -0.000657247-0j 0.00904087-0j 0.000224059-0j -0.00308208-0j -0.0139511-0j -0.000805504-0j -0.000204223-0j 0.0146975-0j 0.000848599-0j 0.000215149-0j 0.0347084-0j 0.0119084-0j -0.0107658-0j 0.00200398-0j 0.00068756-0j 0.000508079-0j -0.0378488-0j -0.000621589-0j 0.00017432-0j 0.00857355-0j -0.00697728-0j -0.000157594-0j -0.00682807-0j -0.0021853-0j 0.000495016-0j -0.032325-0j -0.000402851-0j -0.000554048-0j 0.0662676-0j -0.000394236-0j -0.0214255-0j 0.000125504-0j -0.000102137-0j -0.00186637-0j -9.99526e-05-0j -0.00442527-0j 0.00382613-0j -0.00123706-0j -0.000473189-0j 0.077421-0j 0.000970057-0j -0.000255504-0j -0.000313637-0j -0.0153762-0j -6.47792e-05-0j 0.0044701-0j -0.000887784-0j 0.00113333-0j -0.000225084-0j 
0.000894096-0j 0.00399615-0j 0.000638773-0j 0.000819484-0j 0.000450731-0j 0.000115065-0j -0.000253204-0j -0.000208712-0j -0.000189333-0j -0.000180898-0j 0.000294486-0j -0.000311738-0j -0.0142315-0j 1.06869e-05-0j 0.030684-0j -2.30417e-05-0j -0.0124526-0j 0.040954-0j -0.0112963-0j 9.35107e-06-0j -3.07539e-05-0j 8.48283e-06-0j -0.0556565-0j -0.00513642-0j 0.0640669-0j 4.17945e-05-0j 3.85712e-06-0j -0.00807049-0j -4.81101e-05-0j 6.06043e-06-0j -0.00627758-0j 4.71406e-06-0j 0.0597077-0j -4.48367e-05-0j 5.57944e-05-0j -0.0018958-0j 8.21929e-07-0j -0.000118614-0j 0.00403029-0j -1.74735e-06-0j 4.71647e-05-0j 4.27855e-05-0j -8.46727e-05-0j -0.00160258-0j -0.00145378-0j 6.94802e-07-0j -0.000103787-0j 0.00287703-0j 6.3029e-07-0j 0.000341336-0j 0.000119471-0j -1.24735e-06-0j -6.04931e-05-0j 0.00352651-0j -0.011598-0j -7.76068e-05-0j -0.0040594-0j -1.52893e-06-0j -4.281e-05-0j 0.00205545-0j -4.26852e-05-0j 5.02835e-06-0j 1.75997e-06-0j 0.00263695-0j -8.91147e-07-0j 8.53539e-05-0j 0.00145461-0j 0.00145037-0j -1.14326e-06-0j -0.00012778-0j -6.30651e-07-0j -0.00290018-0j -6.28812e-07-0j -0.000215091-0j 1.25738e-06-0j 0.00434175-0j 0.00730841-0j -1.88238e-06-0j -3.16858e-06-0j 
0.000110616-0j 0.000129052-0j 0.000987248-0j -0.000554957-0j 4.65772e-05-0j -0.00135668-0j -0.00153254-0j 0.0061497-0j -0.00126428-0j -0.013678-0j 0.00443908-0j -0.000288591-0j -0.000875765-0j 0.00587761-0j -0.000969294-0j 0.00650532-0j 0.00376603-0j -0.000510863-0j -0.000774235-0j -0.0252753-0j 0.00342861-0j 0.0051962-0j 0.0043937-0j -0.00228898-0j -0.000521506-0j -0.0294879-0j 0.0153622-0j -0.00691008-0j 0.00350003-0j 0.0463763-0j 0.00158577-0j -0.0106427-0j -8.41752e-05-0j 0.000564933-0j 6.90277e-06-0j 0.0111181-0j 0.00138531-0j 7.5331e-06-0j 0.0121334-0j 0.00151181-0j -2.86773e-05-0j 5.89559e-06-0j 5.32671e-06-0j -0.0461898-0j 0.00949588-0j -0.00575521-0j -3.23944e-05-0j 0.00857961-0j 0.00118318-0j 4.39431e-06-0j 3.84502e-06-0j 0.00106901-0j 4.75411e-05-0j -0.0521769-0j 0.00707781-0j -2.6724e-05-0j 0.00619309-0j -0.0065012-0j 1.96892e-05-0j 0.0765733-0j 2.24293e-06-0j 0.00088189-0j 0.000771654-0j -0.0430437-0j 0.00954097-0j 3.4317e-05-0j 0.0317129-0j 0.00361263-0j -0.00536322-0j -6.10017e-06-0j 0.00395141-0j 0.0552735-0j 0.000450131-0j 2.73666e-07-0j 0.00688704-0j -0.00982539-0j 0.000440788-0j -0.00122424-0j 5.49219e-05-0j 
0.000948332-0j -0.00106805-0j 0.000601469-0j 0.00284744-0j 0.00188732-0j 0.000122045-0j -0.000133087-0j -0.000331289-0j -0.000113664-0j -8.44092e-05-0j -0.000214708-0j 0.000272235-0j -0.0150948-0j 1.13352e-05-0j 0.0161279-0j -1.2111e-05-0j 0.0388718-0j -0.00880528-0j 0.0133368-0j -2.91902e-05-0j 6.61221e-06-0j -1.00151e-05-0j -0.0437789-0j -0.0680587-0j -0.00807049-0j 3.28752e-05-0j 5.11078e-05-0j 0.00845872-0j 6.06043e-06-0j -6.35196e-06-0j 0.0773607-0j -5.8093e-05-0j -0.0263727-0j 1.98042e-05-0j 5.91789e-05-0j -0.0020108-0j 8.71787e-07-0j -6.2345e-05-0j 0.00211838-0j -9.18429e-07-0j -0.000147229-0j -5.05138e-05-0j 4.5667e-05-0j 0.00500258-0j 0.00171637-0j -2.16889e-06-0j 0.00016055-0j -0.00155169-0j -7.44138e-07-0j -3.63679e-05-0j 2.95968e-05-0j 6.72739e-07-0j 2.89638e-05-0j -0.0054552-0j 0.00123572-0j 0.000137119-0j -0.00100565-0j 2.36512e-06-0j -0.000281099-0j -0.000984141-0j 9.08843e-05-0j -5.3575e-07-0j 4.36002e-07-0j -0.00465906-0j 4.26677e-07-0j 1.87714e-05-0j 0.00955125-0j -0.00308809-0j 2.01995e-06-0j -0.00032841-0j -4.14098e-06-0j -0.000637821-0j 1.33885e-06-0j 6.52239e-05-0j 2.76529e-07-0j 0.0111588-0j -0.0022162-0j -4.83794e-06-0j 9.60839e-07-0j 
-1.84359e-05-0j 7.32864e-07-0j 3.87639e-05-0j -1.76507e-05-0j 2.27506e-05-0j 0.000454601-0j 8.89728e-06-0j 0.000801108-0j 0.000804258-0j -1.87077e-05-0j 0.000572807-0j -0.00037843-0j -1.52671e-06-0j -0.00604628-0j -2.92764e-08-0j -0.000115945-0j 1.29784e-06-0j 4.39341e-06-0j 1.30294e-06-0j 0.00513988-0j 0.0173994-0j 0.00516009-0j -5.15916e-08-0j 2.70803e-06-0j -3.48287e-06-0j -0.00020432-0j 0.0107247-0j -2.7396e-06-0j -0.0137934-0j -0.0108498-0j -1.60158e-06-0j -0.0063428-0j 7.18451e-07-0j 0.00284531-0j -1.15046e-06-0j 3.89674e-05-0j 0.0440044-0j -2.17529e-08-0j 7.36796e-07-0j 0.000832034-0j 9.44834e-07-0j 9.48549e-07-0j 1.74592e-06-0j -3.20026e-05-0j -3.21284e-05-0j -0.0361393-0j 1.84919e-08-0j -5.91363e-05-0j -0.0362814-0j 6.25984e-08-0j 1.24836e-06-0j -0.0667803-0j -3.67102e-06-0j -6.26343e-07-0j -2.12028e-06-0j 1.67156e-06-0j -4.22836e-05-0j -0.000707305-0j 3.85847e-08-0j 0.000124342-0j -2.15453e-06-0j -0.00239435-0j -0.0477491-0j -5.66175e-05-0j 0.140414-0j -2.62485e-06-0j -1.30691e-06-0j 7.29763e-05-0j -0.0639359-0j -7.86522e-07-0j -0.00147584-0j 8.89065e-05-0j 0.0824093-0j 2.68135e-07-0j 0.100399-0j 2.66404e-05-0j -9.08203e-06-0j 0.0300839-0j -0.010256-0j 
-0.000903361-0j 0.00308872-0j 0.00189943-0j 0.00423451-0j 0.00529214-0j 0.00548167-0j -0.0181475-0j -0.00491198-0j 0.0241438-0j 0.0381573-0j -0.00424496-0j -0.0217103-0j -7.48086e-05-0j 0.00102904-0j 0.000242656-0j -0.00333789-0j 6.35941e-05-0j -4.36383e-05-0j -0.000312584-0j -0.000874779-0j 0.000600275-0j 0.0042998-0j -0.000217437-0j 0.000132693-0j -5.33335e-05-0j 0.002991-0j -0.00182529-0j 0.000657247-0j 0.000733638-0j -0.00904087-0j -0.000372552-0j 0.0051247-0j -0.00022609-0j 0.00311002-0j 0.00813815-0j 0.000469877-0j 0.00011913-0j -0.0260284-0j -0.00150282-0j -0.000381016-0j -0.00668358-0j 0.0328518-0j 0.00628003-0j -0.000385894-0j 0.00189678-0j -9.78375e-05-0j 0.0221265-0j 0.000362594-0j 0.0004809-0j -0.0151832-0j 0.00542723-0j 9.19301e-05-0j -0.0132046-0j 0.00127753-0j -0.000876643-0j -0.0294376-0j 0.000313355-0j 0.000323898-0j 0.0461684-0j -0.000762399-0j -0.0367901-0j -0.000222259-0j 7.94464e-05-0j -0.00169966-0j -0.000193295-0j -0.0114114-0j 0.00266565-0j -0.00212417-0j -0.000430922-0j 0.0264705-0j 0.000675836-0j -0.000658869-0j -0.000538552-0j 0.0655027-0j -0.000167046-0j 0.00152834-0j 0.00378197-0j 0.000387488-0j 0.00095886-0j 
-0.000182507-0j -0.00081571-0j -0.000130389-0j -0.000167277-0j -9.20051e-05-0j 0.00223842-0j -0.00492569-0j -0.00406017-0j -0.00368319-0j -0.00351908-0j 0.00572878-0j -0.00606439-0j 0.00144494-0j -0.00969756-0j -0.00311538-0j 0.0209086-0j 0.00126432-0j -0.00415811-0j 0.00114693-0j -0.00848537-0j 0.0279067-0j -0.0076975-0j 0.00565087-0j 0.000521506-0j -0.00650478-0j -0.0379252-0j -0.00350003-0j 0.000819406-0j 0.0436562-0j -0.00549936-0j 0.000637369-0j -0.00427764-0j -0.00606218-0j 0.0406857-0j -1.1389e-05-0j -0.018344-0j -0.00228564-0j 2.42119e-05-0j 0.0389976-0j 0.00485907-0j -9.62745e-06-0j -8.73355e-06-0j 1.72837e-05-0j -0.0155067-0j -0.0140669-0j -0.00193212-0j 2.11855e-05-0j 0.0278385-0j -0.00175273-0j -6.96748e-05-0j -2.43868e-05-0j 0.00346866-0j 1.23481e-05-0j 0.0341229-0j -0.112224-0j 1.58414e-05-0j -0.0392793-0j 0.00425169-0j 8.73855e-06-0j 0.0198888-0j 8.71307e-06-0j -0.013983-0j -0.00489417-0j 0.0255154-0j 0.00247813-0j -1.74228e-05-0j 0.014075-0j 0.0140339-0j 0.0031792-0j 2.6083e-05-0j 0.00175373-0j -0.0280625-0j 0.00174862-0j 4.39052e-05-0j -0.00349656-0j 0.0420113-0j 0.070717-0j 0.00523458-0j 0.00881129-0j 
