-0.227621-0j 0.752921-0j -0.209942-0j -0.212117-0j -0.183699-0j -0.151544-0j -0.048419-0j -0.0299728-0j -0.0331738-0j 0.0767964-0j -0.0174842-0j 0.0775922-0j -0.0305973-0j -0.0108178-0j -0.0178484-0j -0.0189311-0j -0.0110431-0j -0.00288087-0j -0.0196095-0j -0.00283039-0j -0.0214002-0j -0.00308885-0j -0.0165765-0j -0.00239261-0j -0.0167483-0j 0.0443106-0j -0.00241741-0j 0.00639568-0j 0.0548315-0j -0.0124834-0j 0.00791425-0j 0.031985-0j -0.010811-0j -0.00180183-0j 0.00461664-0j -0.00156043-0j -0.0154475-0j -0.00772373-0j -0.00222965-0j -0.00637175-0j -0.00111482-0j -0.00780377-0j -0.000919683-0j -0.00112638-0j -0.00352612-0j -0.000508952-0j -0.000777436-0j -0.000112213-0j -0.0149676-0j -0.00264592-0j -0.000220494-0j -0.0161669-0j -0.00285792-0j -0.00023816-0j -0.0123476-0j -0.0124756-0j -0.00218277-0j -0.0110441-0j -0.000181898-0j -0.00220539-0j 0.0518441-0j -0.000183783-0j -0.00195233-0j -0.0136663-0j 0.00916482-0j -0.000162694-0j -0.00797203-0j 0.0365314-0j 0.000763735-0j -0.00241589-0j 0.0223708-0j -0.00140927-0j -0.000201324-0j -0.00720279-0j 0.0064579-0j 0.031965-0j -0.000117439-0j -0.00727743-0j 0.00395464-0j 0.000538158-0j 0.0131849-0j -0.008913-0j -0.00127329-0j 0.00565066-0j 0.000329553-0j -0.00222825-0j -0.000106107-0j -0.00128648-0j -0.00735285-0j 0.00233078-0j 0.000470888-0j -0.00450268-0j -0.00157561-0j -0.000107207-0j -0.00234927-0j 0.000194232-0j -0.000393902-0j -0.00129981-0j -0.00321687-0j -0.000131301-0j -3.28252e-05-0j -0.000795969-0j -0.000108318-0j -0.000415296-0j -0.00118681-0j -0.000568668-0j -6.63307e-05-0j -3.4608e-05-0j -0.00022661-0j -0.0002098-0j -4.7389e-05-0j -1.74833e-05-0j -4.00593e-05-0j -3.33828e-06-0j 
-0.000580928-0j -0.00561263-0j -0.000535808-0j -0.00253791-0j 0.00136938-0j -0.000473245-0j 0.00229341-0j 0.00359762-0j -0.0116303-0j -0.00921781-0j 0.00209861-0j -0.0436611-0j -0.0107269-0j 0.00129845-0j 0.00262134-0j 0.0106525-0j -0.0182408-0j 0.010614-0j -5.00469e-05-0j 0.000686682-0j 0.000159527-0j -0.00218884-0j -4.23062e-05-0j 0.000580473-0j -0.000200388-0j 0.000113088-0j 0.00274947-0j -0.00155166-0j -0.00040874-0j 9.30574e-05-0j 0.00560823-0j 9.98837e-05-0j -2.75915e-05-0j -0.00127682-0j -0.00137048-0j 0.000378577-0j -0.000184824-0j 5.75764e-05-0j 0.00253592-0j 0.000223787-0j -0.000789992-0j -2.43698e-05-0j -0.00307053-0j 0.000334373-0j 0.000167017-0j -0.00229161-0j -0.00039687-0j 0.00544536-0j 0.00547297-0j 0.000317588-0j 8.05225e-05-0j -0.0172664-0j -0.00100195-0j -0.000254037-0j 0.00451497-0j 0.0213856-0j 0.000261997-0j 0.00403831-0j 6.64277e-05-0j 0.00124098-0j -0.018957-0j 0.000314642-0j 0.000234337-0j -0.0145958-0j -0.00110005-0j 5.94147e-05-0j 0.00356678-0j 0.0390161-0j -0.00027891-0j -0.000846975-0j -0.00817999-0j 0.000206975-0j -0.000214745-0j 0.00263373-0j 0.00226404-0j -0.0547942-0j 5.24772e-05-0j 0.0124749-0j -0.000474672-0j 0.000574034-0j 0.0663456-0j -0.00951921-0j 0.000152831-0j -0.00317963-0j -0.00012035-0j 0.00081477-0j 3.87495e-05-0j 0.000723902-0j 0.00328976-0j 0.00384994-0j -0.000806174-0j 0.00771848-0j -0.000552385-0j 0.000183541-0j -0.0159426-0j 0.000976127-0j 4.72798e-05-0j 0.000190899-0j -0.0161871-0j -0.000140054-0j 1.19875e-05-0j 0.000447892-0j 4.84014e-05-0j -0.000925123-0j 0.0133204-0j -0.000939314-0j 0.00011356-0j -0.000234559-0j 0.0478597-0j 0.000772963-0j -0.000238157-0j 0.00019598-0j 0.00277722-0j 0.000704148-0j 
-0.00181859-0j 0.00801398-0j 0.0032613-0j 0.0343153-0j 0.00572546-0j 0.0152098-0j -0.0189116-0j -0.00023947-0j 0.00103395-0j -0.000209536-0j 0.000682899-0j -0.00220474-0j -0.00185419-0j -8.64294e-05-0j -0.003483-0j -0.00157514-0j 0.00163746-0j -0.0032188-0j -0.000156672-0j -2.26136e-05-0j 0.000666993-0j 9.62721e-05-0j -0.000132439-0j -1.9116e-05-0j -0.00139352-0j 0.000235068-0j -0.000201138-0j 3.39292e-05-0j 0.000583619-0j -0.00190207-0j 8.42381e-05-0j 0.0010963-0j 0.000167941-0j -0.00027454-0j 0.000158237-0j 2.42402e-05-0j 0.00249901-0j 0.00024073-0j 0.000360702-0j -0.00183698-0j 3.47465e-05-0j 0.000783233-0j -0.000265145-0j 0.00011305-0j -0.00137724-0j -0.000198788-0j 6.57914e-05-0j 9.49617e-06-0j -0.000119585-0j -2.11398e-05-0j -1.76165e-06-0j 0.000503883-0j 8.90747e-05-0j 7.42289e-06-0j -9.86524e-05-0j -0.00103802-0j -1.74394e-05-0j 0.000171562-0j -1.45329e-06-0j -0.000183497-0j -6.0412e-05-0j -1.52915e-05-0j 3.03281e-05-0j 0.000425947-0j -1.06794e-05-0j 2.52734e-06-0j 0.00080012-0j -0.000756019-0j -8.89953e-07-0j 7.52975e-05-0j -6.1038e-05-0j 0.000141443-0j 6.27479e-06-0j 0.000281328-0j -0.000133647-0j -0.000908266-0j 1.17869e-05-0j 0.00296012-0j -1.07901e-05-0j -1.11372e-05-0j 0.00066765-0j -0.000540126-0j 4.97322e-05-0j -0.00016056-0j -8.99175e-07-0j -1.78028e-05-0j 4.14435e-06-0j 0.000523281-0j -0.00143486-0j 0.000118025-0j -1.338e-05-0j -0.000374641-0j -9.54817e-05-0j 4.36068e-05-0j 0.00178408-0j 9.83542e-06-0j -3.14711e-06-0j -0.00025365-0j 0.000476992-0j -7.95681e-06-0j -2.62259e-07-0j -6.62277e-05-0j -2.11375e-05-0j 0.000315383-0j -0.00132602-0j 8.43211e-05-0j -5.51898e-06-0j 2.6282e-05-0j 0.00179403-0j -0.00023441-0j 7.02676e-06-0j -1.95341e-05-0j 0.000317143-0j 2.64286e-05-0j 
0.00114994-0j 2.57103e-05-0j 0.0060284-0j 0.00200109-0j 1.56045e-05-0j 0.00434326-0j -0.000954244-0j -0.00712144-0j -0.000156004-0j 0.0182158-0j 0.0203082-0j 0.00604661-0j -0.00081783-0j -0.0316617-0j -0.016001-0j 0.00366989-0j -0.0224033-0j 0.00334114-0j 9.90672e-05-0j -0.00135928-0j 2.13984e-06-0j -2.93602e-05-0j -0.00024481-0j 0.00335898-0j -8.1263e-05-0j -0.000148639-0j 0.00111499-0j 0.00203945-0j -5.47345e-06-0j -6.10219e-06-0j 7.51e-05-0j -0.000107089-0j -9.02142e-05-0j 8.37268e-05-0j 0.00146935-0j 0.00123781-0j -0.00042601-0j 9.51366e-06-0j 0.00584519-0j 0.000182808-0j -0.000130535-0j -6.49962e-05-0j -0.00250827-0j 0.000891799-0j 0.000203148-0j -0.00278735-0j -2.30215e-05-0j 0.000315873-0j -0.0108337-0j -0.000628661-0j -0.000159393-0j -0.000231606-0j -1.34397e-05-0j -3.40756e-06-0j 0.0261264-0j 0.00867249-0j 0.00151608-0j 0.0155425-0j 0.000384392-0j 0.000503251-0j -0.00547297-0j 0.000127596-0j 0.000901906-0j 0.000572332-0j -0.000317588-0j 0.000228673-0j 0.0111978-0j 0.000347498-0j -8.05225e-05-0j 3.32116e-05-0j -0.00469764-0j 0.000649792-0j 8.42059e-06-0j -0.0745049-0j 2.01648e-05-0j -0.0221832-0j 0.000164751-0j -0.0247314-0j -0.000272597-0j 5.11266e-06-0j 0.00951921-0j 0.000210909-0j -0.00432341-0j -0.00128726-0j -6.91152e-05-0j -0.0507775-0j -0.00109617-0j -0.00143513-0j 0.058703-0j 0.000552385-0j -0.000326376-0j 0.0385577-0j 1.22387e-05-0j -0.000363867-0j -0.0128975-0j 0.000140054-0j -0.00294654-0j 0.00340645-0j 0.00577753-0j 3.10305e-06-0j -0.000747077-0j 0.00223744-0j 0.000863684-0j -0.00074842-0j -0.0122576-0j 0.000335262-0j 0.00056729-0j -0.000189757-0j 0.00112218-0j -0.000711293-0j 8.50035e-05-0j -0.000180344-0j 6.51186e-05-0j 1.65104e-05-0j 
0.000116161-0j 0.000131218-0j 0.000503678-0j -0.000529193-0j -0.00027405-0j -7.43712e-05-0j 2.47096e-05-0j -0.00145404-0j -0.00160933-0j 0.00122349-0j -0.00556479-0j -0.00128547-0j -0.00697808-0j 0.00256358-0j 0.00423289-0j 0.00268471-0j 0.000515179-0j -0.000139757-0j -0.000951901-0j 0.00638824-0j -0.00103883-0j 0.00697159-0j 0.00077381-0j -0.00519306-0j -0.00081301-0j 0.003591-0j 0.00545613-0j -0.0240993-0j 0.000874111-0j -0.0039757-0j -0.00586618-0j -0.000530234-0j -0.00749982-0j 0.0266811-0j 0.00355842-0j 0.0503315-0j -0.00352522-0j 0.00183152-0j 0.0236579-0j 0.00151207-0j -0.0122914-0j 0.00110739-0j -0.0101476-0j -0.00743176-0j 0.000164603-0j -0.00110466-0j -3.7739e-05-0j 0.000253267-0j 7.6384e-06-0j 0.0122096-0j 0.00152518-0j 8.25041e-06-0j 0.0131879-0j 0.00164738-0j -6.05968e-06-0j 6.36666e-06-0j -0.00968611-0j -2.75529e-05-0j -0.00120995-0j 0.0101768-0j 3.85878e-06-0j 0.00127124-0j -0.044042-0j -6.70684e-06-0j 0.00616807-0j -0.00550155-0j 4.06836e-06-0j -3.11243e-05-0j 0.000770491-0j -0.0107206-0j -1.13972e-05-0j 0.00650307-0j -0.00133917-0j -2.31911e-05-0j -0.0497507-0j -5.35717e-06-0j 0.000812338-0j 2.43659e-05-0j -0.0182179-0j -0.00621466-0j 2.29785e-06-0j 6.50032e-05-0j -0.0370698-0j -0.00856317-0j -0.00227571-0j -7.78553e-06-0j -0.00463061-0j 0.0389477-0j 1.76404e-05-0j 0.003673-0j -0.00106968-0j -1.12249e-05-0j 0.103904-0j 0.0048652-0j -5.86099e-06-0j 0.000458817-0j -0.0124448-0j 0.0281974-0j -4.79906e-06-0j 0.0129793-0j -0.00155455-0j -0.0179424-0j 0.00352231-0j -0.00936851-0j -5.82433e-07-0j -0.00767107-0j -0.00224129-0j -0.00117028-0j 1.15646e-07-0j -0.000930992-0j -0.000958239-0j -0.000116296-0j 0.000184854-0j 2.30912e-05-0j 
0.00057497-0j -0.000623787-0j -0.00259251-0j 0.00261732-0j -0.000445655-0j 0.00033824-0j 0.00127371-0j 7.57114e-05-0j -8.048e-05-0j 6.62474e-05-0j 0.000289756-0j -6.68815e-05-0j 0.00036288-0j 2.73257e-05-0j -0.000194749-0j -4.77825e-05-0j 0.000130772-0j 0.000131437-0j -0.00947287-0j 7.14956e-06-0j 0.00992868-0j -7.49357e-06-0j -0.00800771-0j 6.04374e-06-0j 0.00808435-0j 0.035736-0j -6.10158e-06-0j -2.69714e-05-0j 0.0086876-0j 0.0379982-0j -6.55688e-06-0j -0.00466242-0j 0.025531-0j -2.86787e-05-0j 3.51891e-06-0j -1.92693e-05-0j -0.0364519-0j 0.00358345-0j 2.75117e-05-0j 0.0705427-0j -2.70457e-06-0j -0.00333099-0j -5.32414e-05-0j 2.51403e-06-0j -0.0177391-0j 1.33884e-05-0j -0.0103771-0j 7.83202e-06-0j 3.78081e-05-0j -0.00127818-0j 5.56967e-07-0j -3.92209e-05-0j 0.00132594-0j -5.77779e-07-0j 3.11901e-05-0j -3.14887e-05-0j -0.00105445-0j -0.00013638-0j 4.59474e-07-0j 0.00106454-0j 1.91e-05-0j -4.63872e-07-0j 0.0046106-0j -3.31546e-05-0j -0.000645713-0j -2.00906e-06-0j 1.77933e-05-0j 0.000147959-0j 2.81369e-07-0j 0.00112086-0j 1.92979e-05-0j -0.000601537-0j -4.88414e-07-0j 0.000119368-0j -0.00500206-0j -2.75526e-05-0j 2.62119e-07-0j -0.000120511-0j -0.000652405-0j 2.17964e-06-0j 5.33205e-05-0j 0.000105707-0j -0.00403548-0j 0.000931471-0j 2.84285e-07-0j 5.62856e-06-0j 1.75846e-06-0j 0.0040741-0j -8.02288e-05-0j -0.00180261-0j -4.05888e-07-0j -1.13649e-05-0j -0.00357364-0j -1.77529e-06-0j -0.000302116-0j 7.85485e-07-0j -0.000190285-0j 0.0027123-0j 3.8094e-05-0j 1.55721e-06-0j 8.29165e-08-0j 0.000384212-0j -1.18188e-06-0j 0.0102137-0j 5.41468e-05-0j -0.00128784-0j -1.6742e-07-0j -4.4506e-06-0j 2.2394e-05-0j -0.00183054-0j 5.61177e-07-0j 7.97657e-07-0j -0.000757074-0j 3.29895e-07-0j 
-0.000176048-0j -0.000559277-0j 0.000156147-0j 0.000163929-0j -0.000398894-0j 9.95925e-05-0j -0.000389991-0j 0.00220367-0j -0.00234246-0j 0.00542969-0j 0.00128547-0j 0.00570028-0j 0.00207767-0j -0.00388522-0j 0.0011595-0j 0.00406561-0j -0.0036603-0j 0.00382562-0j 0.00144265-0j -0.00968166-0j -0.00151206-0j 0.0101475-0j -0.00117274-0j 0.00787031-0j -0.00123119-0j -0.00325988-0j 0.00826253-0j 0.0218771-0j -0.00372562-0j -0.000882038-0j 0.0250028-0j -0.00207919-0j -0.00232504-0j 0.00591938-0j 0.0139535-0j 0.0156034-0j 0.00109201-0j 0.00266587-0j -0.00732851-0j 0.00219757-0j -0.0178908-0j -0.00148294-0j -0.014748-0j 0.00995208-0j -0.00259793-0j 0.0174348-0j 0.00158036-0j -0.0106058-0j -1.15763e-05-0j -0.0185042-0j -0.00231147-0j 1.20089e-05-0j 0.0191956-0j 0.00239784-0j 9.18372e-06-0j 9.64139e-06-0j 0.0146797-0j -8.54177e-06-0j 0.00183373-0j 0.0154113-0j 4.00976e-05-0j 0.00192512-0j -0.0136536-0j -9.76215e-06-0j 0.064094-0j -0.00170555-0j -5.44805e-06-0j -2.71359e-05-0j 0.00800637-0j -0.0156043-0j -5.05793e-05-0j -0.00870844-0j -0.00194923-0j 5.35717e-06-0j -0.0433754-0j 2.37557e-05-0j -0.00108782-0j 5.62415e-06-0j -0.0808486-0j -0.00541828-0j 4.78062e-05-0j -1.93542e-05-0j 0.00856317-0j 0.0379724-0j -0.0100993-0j 1.17993e-05-0j 0.00106968-0j 0.00898992-0j 4.83219e-06-0j 0.0764159-0j 0.00474336-0j -1.69984e-05-0j -0.0309367-0j 0.00112299-0j -1.89222e-05-0j 0.00954558-0j 0.0188606-0j 0.00772402-0j 3.40969e-05-0j -0.00386449-0j 0.002356-0j -0.0271712-0j 0.000964854-0j -0.0302462-0j 1.59431e-05-0j 0.0545022-0j -0.00339412-0j -0.00377824-0j -6.85673e-06-0j 0.0254843-0j 0.0068082-0j 0.0031834-0j -0.0109602-0j -0.0013691-0j 
-7.26009e-06-0j 2.40148e-05-0j 1.9575e-05-0j -6.7656e-06-0j -4.97756e-06-0j 1.413e-05-0j -1.54435e-06-0j 0.000182711-0j 0.000202224-0j 0.00136852-0j 0.000106582-0j -0.000472994-0j -0.000545247-0j 0.00081233-0j 0.000108802-0j 9.80376e-05-0j -0.00019679-0j 1.75615e-05-0j -6.25456e-07-0j -0.00246451-0j -6.82571e-07-0j -0.00268957-0j 1.5456e-06-0j 0.00609018-0j -5.34196e-07-0j 1.41331e-06-0j -0.00210492-0j 0.00556893-0j -5.1125e-06-0j -3.98166e-07-0j -0.020145-0j 1.02018e-06-0j -2.92937e-07-0j -0.00156891-0j 0.00401987-0j -0.00115427-0j 1.44032e-06-0j -3.03469e-06-0j 0.00567537-0j -2.03231e-07-0j -0.0119577-0j -2.11453e-07-0j -0.000800799-0j -0.000833198-0j 3.28776e-07-0j 0.00129549-0j -2.47968e-08-0j -9.77079e-05-0j -4.774e-07-0j 1.61293e-05-0j 0.0181216-0j -5.15651e-07-0j 1.74216e-05-0j 0.0195736-0j 1.1513e-06-0j -3.97916e-07-0j -3.88973e-05-0j -3.52257e-07-0j -0.043702-0j 1.34439e-05-0j 1.6536e-06-0j 0.0151045-0j 1.19012e-05-0j 1.27425e-06-0j -5.58679e-05-0j 0.0133713-0j -2.54272e-07-0j 1.16519e-06-0j -0.0627689-0j -4.30514e-05-0j 6.06165e-07-0j 8.59076e-06-0j -0.0483693-0j 6.71589e-07-0j -3.93667e-05-0j -2.98042e-06-0j 0.00965192-0j -2.32118e-07-0j -2.04797e-05-0j -0.0442294-0j 4.20539e-07-0j -2.41509e-07-0j -2.26901e-05-0j 0.000100695-0j -0.0230094-0j -2.23757e-06-0j -0.0254928-0j 7.84226e-06-0j 6.8558e-07-0j -1.42082e-05-0j 0.113134-0j -1.76912e-06-0j 8.15954e-06-0j 0.00881096-0j -7.49313e-08-0j -0.0159632-0j 7.5598e-05-0j -2.31628e-05-0j -8.71651e-08-0j 0.00916744-0j 0.0849361-0j 5.97711e-05-0j -0.0260239-0j 2.5316e-06-0j 1.10658e-07-0j 2.94493e-06-0j 0.0671542-0j 0.00284432-0j -7.22785e-09-0j -3.73866e-06-0j 0.0033087-0j -0.00420047-0j 2.44198e-07-0j 0.000274362-0j 
-0.000355745-0j -0.00343702-0j -0.000328114-0j -0.00155415-0j 0.00083857-0j -0.000289802-0j 0.00140442-0j -4.6844e-05-0j 0.000151436-0j 0.000120024-0j -2.73257e-05-0j 0.000568505-0j 0.000139674-0j -1.69069e-05-0j -3.41321e-05-0j -0.000138705-0j 0.000237511-0j -0.000138203-0j 0.00586104-0j -4.42356e-06-0j -0.0186824-0j 1.41003e-05-0j 0.00495452-0j -3.73937e-06-0j 0.0234676-0j -0.0132439-0j -1.77119e-05-0j 9.99569e-06-0j 0.047868-0j -0.010898-0j -3.61279e-05-0j -0.0116975-0j 0.00323127-0j 8.22519e-06-0j 8.82856e-06-0j -2.43877e-06-0j 0.0216449-0j -0.00674282-0j -1.63363e-05-0j -0.0262079-0j 5.08908e-06-0j 0.00285397-0j 1.97802e-05-0j -2.15401e-06-0j -0.0195596-0j 1.47624e-05-0j 0.0464778-0j -3.50787e-05-0j -2.33926e-05-0j 0.000790834-0j -3.44605e-07-0j 7.38003e-05-0j -0.00249497-0j 1.08718e-06-0j -1.92979e-05-0j -9.14065e-05-0j 0.000652405-0j -1.72606e-05-0j -2.84285e-07-0j 0.00309018-0j 8.10262e-05-0j -1.34655e-06-0j 0.000583529-0j 6.23856e-05-0j -0.00273925-0j -2.54272e-07-0j -1.52452e-05-0j -0.000166763-0j 1.19363e-06-0j -0.00210907-0j 3.49629e-05-0j 0.000515394-0j 9.19027e-07-0j -1.12571e-05-0j 0.00563775-0j 0.000234202-0j -2.24582e-07-0j -5.33205e-05-0j -0.00118199-0j -2.45665e-06-0j -0.000283575-0j 4.06871e-05-0j 0.000380569-0j -0.00791766-0j 5.15053e-07-0j -3.48249e-06-0j -1.65833e-07-0j 0.00180261-0j -1.40611e-05-0j 0.00958682-0j 3.45012e-06-0j -3.29904e-05-0j -0.00137551-0j -7.85485e-07-0j 6.81418e-05-0j -4.17745e-06-0j 0.000117733-0j 0.000475363-0j 6.91871e-05-0j 5.99377e-07-0j -5.13019e-08-0j 0.00111531-0j -2.07139e-07-0j -0.00230367-0j -5.69342e-05-0j -0.00233901-0j -4.85994e-07-0j 1.00382e-06-0j -0.000204562-0j 0.00192478-0j 1.01922e-06-0j -8.3872e-07-0j 0.00691563-0j -3.01348e-06-0j 
-0.00249021-0j 0.00821628-0j 0.00671422-0j -0.010879-0j 0.00498674-0j 0.00593024-0j 0.00983093-0j -0.000327908-0j 0.00106005-0j 0.00083875-0j -0.00019128-0j -0.00135902-0j -0.00285816-0j -0.00145787-0j -0.000238925-0j -0.000824838-0j -0.00486021-0j -0.00096742-0j -0.000214531-0j -3.09649e-05-0j 0.00068383-0j 9.87023e-05-0j 0.000530139-0j 7.6519e-05-0j -0.000858983-0j -0.000165549-0j -0.000123983-0j -2.38949e-05-0j -0.00174916-0j 0.000398901-0j -0.000252469-0j -0.000146219-0j -0.000100477-0j 5.75764e-05-0j -2.11049e-05-0j -1.45027e-05-0j 0.00231603-0j 0.00304029-0j 0.00033429-0j 0.000959287-0j 0.000438828-0j -8.87452e-05-0j 0.000138461-0j -1.28093e-05-0j -0.0020929-0j -0.000302084-0j -0.00170122-0j -0.000245551-0j -0.000163748-0j -2.89469e-05-0j -2.41224e-06-0j 0.000516602-0j 9.13232e-05-0j 7.61027e-06-0j 0.000394894-0j -0.000639846-0j 6.98081e-05-0j -0.000120824-0j 5.81734e-06-0j -0.00011311-0j -8.27225e-05-0j -9.42582e-06-0j -2.13589e-05-0j -0.0012766-0j -1.46234e-05-0j -1.77991e-06-0j -0.000106716-0j 0.00039865-0j -1.21862e-06-0j -0.000225673-0j -7.10036e-05-0j -1.88649e-05-0j -1.88061e-05-0j 0.000230355-0j 7.04721e-05-0j 0.00163665-0j -1.57208e-06-0j -0.000373243-0j -1.25518e-05-0j 5.87267e-06-0j 0.000677892-0j 0.000241954-0j 4.07214e-05-0j 0.000289322-0j -1.04598e-06-0j -0.000767488-0j 3.39345e-06-0j -6.59807e-05-0j 0.000287733-0j 0.000119836-0j 2.41101e-05-0j -0.00284474-0j 4.27719e-05-0j -5.49839e-06-0j 0.000476992-0j 9.9863e-06-0j -0.000135674-0j 5.08645e-05-0j 0.000411436-0j 3.56432e-06-0j -1.13062e-05-0j -0.000502883-0j 4.2387e-06-0j 8.43211e-05-0j 0.00116505-0j 7.27323e-05-0j -4.19069e-05-0j 7.02676e-06-0j -0.00143193-0j 0.000205953-0j 6.06102e-06-0j 1.71628e-05-0j -0.000253132-0j -2.10944e-05-0j 
0.000704192-0j 1.57443e-05-0j 0.00369163-0j 0.00122541-0j 9.55575e-06-0j 0.00265969-0j -0.000584353-0j 9.27271e-05-0j 2.0313e-06-0j -0.000237185-0j -0.000264431-0j -7.8732e-05-0j 1.06488e-05-0j 0.000412262-0j 0.000208347-0j -4.77851e-05-0j 0.000291709-0j -4.35045e-05-0j -0.0116019-0j 8.75638e-06-0j -0.000250598-0j 1.89137e-07-0j 0.0286699-0j -2.16383e-05-0j 0.00951678-0j 0.0174073-0j -7.1827e-06-0j -1.3138e-05-0j 0.000641001-0j 0.000714633-0j -4.83789e-07-0j 0.0125413-0j 0.0105651-0j -5.39362e-07-0j -9.46546e-06-0j -7.97388e-06-0j 0.0498904-0j -0.00111415-0j -3.76543e-05-0j -0.0214089-0j 8.40896e-07-0j 0.00761177-0j 1.61581e-05-0j -5.74491e-06-0j -0.0237909-0j 1.79559e-05-0j 0.00269607-0j -2.03483e-06-0j 4.63053e-05-0j -0.00156545-0j 6.82142e-07-0j 9.8993e-07-0j -3.34666e-05-0j 1.4583e-08-0j -0.00011167-0j -3.7068e-05-0j 0.00377522-0j -6.64317e-05-0j -1.64505e-06-0j 0.00125316-0j 2.33926e-05-0j -5.46063e-07-0j 0.00224586-0j -2.44626e-06-0j -0.000790834-0j -9.78632e-07-0j -4.78618e-05-0j -1.48528e-06-0j 3.44605e-07-0j 8.27009e-05-0j 2.00787e-05-0j 0.00161806-0j -3.60369e-08-0j 0.000318449-0j 5.02129e-05-0j 9.48156e-05-0j -7.0507e-07-0j 0.000105707-0j -0.0006788-0j -2.18802e-08-0j -4.06871e-05-0j -9.01466e-07-0j -0.0107658-0j -0.00320543-0j 2.95787e-07-0j 0.000217033-0j 4.6912e-06-0j -0.00357364-0j -0.000250909-0j 0.00137551-0j 1.39677e-06-0j -0.000164803-0j 3.04759e-05-0j 1.55721e-06-0j 5.51264e-05-0j -5.99377e-07-0j -0.00733725-0j 0.00848248-0j -2.46944e-05-0j -1.32799e-08-0j 3.1972e-06-0j 0.00557151-0j -3.69623e-06-0j -0.00186366-0j 5.23917e-05-0j 0.000834843-0j -2.42778e-06-0j 8.12089e-07-0j -4.79644e-06-0j -0.00177121-0j -3.63782e-07-0j 7.71802e-07-0j 0.000162153-0j -7.06583e-08-0j 
0.000287485-0j 0.000324749-0j -0.00181542-0j 0.000267904-0j 0.00730455-0j -0.00131044-0j 6.11532e-05-0j -0.00178036-0j -0.0019705-0j 0.0106657-0j -0.00103854-0j -0.00157396-0j 0.0124433-0j 0.0418789-0j -0.00106018-0j -0.0354029-0j 0.00449104-0j -0.000171121-0j 2.47668e-05-0j -0.00033982-0j 2.70284e-05-0j -0.000370851-0j -0.000143341-0j 0.00196675-0j 2.11531e-05-0j 1.9112e-05-0j -0.000290237-0j -0.000262231-0j -0.000161921-0j 1.57666e-05-0j 0.00222168-0j 1.37958e-05-0j 0.000429884-0j -0.00021633-0j -0.000189288-0j -0.00589835-0j -0.000133578-0j -0.000635782-0j 0.00183279-0j 8.04752e-06-0j 0.00872342-0j 0.000310307-0j -0.000110418-0j -0.00425765-0j -3.04912e-05-0j 0.000418363-0j 9.81902e-07-0j -1.34725e-05-0j -0.00270842-0j -0.000157165-0j -3.98483e-05-0j -0.00292543-0j -0.000169758-0j -4.30411e-05-0j 0.0152975-0j -0.00225749-0j 0.000887693-0j -0.00199845-0j 0.000225069-0j -0.000130998-0j -0.00136824-0j -3.32138e-05-0j -0.000115967-0j 0.0169313-0j -7.9397e-05-0j -2.94027e-05-0j -0.00144255-0j -0.00225749-0j -2.01306e-05-0j 0.000982496-0j -0.0435235-0j -8.37093e-05-0j 0.000249106-0j 0.00892357-0j -0.000130998-0j 0.0135241-0j -2.1224e-05-0j -0.00131687-0j -0.0025256-0j -3.32138e-05-0j -0.00081477-0j -0.0507775-0j 0.000517821-0j 0.000784781-0j -0.000640351-0j 0.0494347-0j 0.00013129-0j -7.64157e-05-0j 0.00910948-0j -4.72798e-05-0j 0.000198976-0j 0.0531022-0j -0.00294654-0j -1.93747e-05-0j -0.000425105-0j -1.19875e-05-0j 0.00286862-0j 0.000528609-0j -0.0183266-0j -0.000747077-0j 0.000727321-0j 0.00308144-0j 0.000134026-0j -2.46682e-05-0j 0.00147034-0j -0.00106346-0j 0.00078128-0j -6.25447e-06-0j -4.10055e-05-0j 8.53217e-05-0j -0.000269634-0j 2.16328e-05-0j -2.37949e-06-0j -6.03305e-07-0j 
