-0.306635-0j -0.00643125-0j -0.242191-0j 0.235015-0j -0.209744-0j -0.00513704-0j 0.293813-0j -0.194185-0j -0.187601-0j -0.00448397-0j -0.138733-0j 0.190384-0j -0.00419437-0j 0.238825-0j -0.00290595-0j -0.17303-0j 0.167903-0j -0.164151-0j -0.0029966-0j -0.109434-0j 0.159286-0j 0.242383-0j -0.105959-0j 0.155675-0j -0.00379044-0j -0.00259513-0j -0.0677087-0j 0.216794-0j -0.00244672-0j 0.148429-0j 0.1138-0j -0.107057-0j 0.201886-0j -0.0582743-0j 0.146915-0j 0.088016-0j 0.0565475-0j -0.00151383-0j 0.184296-0j -0.00174802-0j 0.149967-0j -0.0312249-0j 0.14139-0j 0.136216-0j 0.0605993-0j 0.0908104-0j 0.0451252-0j -0.00034201-0j 0.131667-0j 0.0437403-0j 0.0811799-0j 0.056186-0j 0.0217259-0j 0.032239-0j 0.0102454-0j 0.00174564-0j 
-0.000169555-0j -3.5562e-06-0j -0.000133921-0j 0.000129953-0j -0.000115979-0j -2.84055e-06-0j 0.000162465-0j -0.000107376-0j 0.000405953-0j -2.47944e-06-0j -7.6713e-05-0j 0.000105274-0j -2.3193e-06-0j 0.000132059-0j 1.41833e-05-0j -9.56779e-05-0j 9.28428e-05-0j 0.000355209-0j -1.65699e-06-0j 0.000236806-0j -0.000344683-0j 0.000134027-0j -5.85905e-05-0j 8.60814e-05-0j 8.20221e-06-0j -1.435e-06-0j 0.000146516-0j -0.000469125-0j -1.35293e-06-0j 8.20745e-05-0j -0.000246254-0j -5.91977e-05-0j -0.000436865-0j -3.22231e-05-0j 8.12374e-05-0j -0.00019046-0j 3.12683e-05-0j -8.37081e-07-0j 0.000101907-0j -9.66577e-07-0j 8.2925e-05-0j -1.7266e-05-0j 7.81825e-05-0j 7.53212e-05-0j 3.35087e-05-0j 5.02141e-05-0j 2.49523e-05-0j -1.89117e-07-0j 7.28061e-05-0j 2.41865e-05-0j 4.48889e-05-0j 3.10684e-05-0j 1.20135e-05-0j 1.78268e-05-0j 5.66525e-06-0j 9.65261e-07-0j 
-0.00479675-0j 0.00986421-0j -0.00378865-0j -0.00338233-0j 0.00637945-0j 0.00787915-0j -0.00905183-0j -0.00303768-0j -0.00293468-0j -0.013372-0j -0.00217022-0j -0.00274-0j 0.0064333-0j -0.00156508-0j 0.00445712-0j 0.00526278-0j 0.00469836-0j -0.00256784-0j 0.00459617-0j 0.00836884-0j -0.00229245-0j -0.00746738-0j 0.00322278-0j 0.007842-0j -0.0113038-0j 0.0039804-0j -0.00105918-0j 0.0129862-0j -0.0183459-0j -0.00457281-0j -0.0016378-0j 0.00325618-0j -0.00132301-0j 0.00714051-0j 0.00411106-0j 0.0121815-0j 0.00637471-0j 0.0023219-0j 0.00234822-0j -0.0131069-0j -0.0046202-0j 0.000949718-0j 0.0212948-0j 0.00686175-0j 0.00169573-0j -0.0223631-0j 0.0115974-0j 0.000524573-0j 0.00167765-0j -0.00134756-0j -0.0218451-0j 0.00283033-0j -0.0171488-0j 0.00828558-0j 0.00599527-0j 0.00180514-0j 
0.000758275-0j 0.000803527-0j 0.000598914-0j 0.00060512-0j -0.00253561-0j 0.000641827-0j 0.000374399-0j 0.000480199-0j 0.000463917-0j -0.00273878-0j 0.000343071-0j 0.000490203-0j 0.00052405-0j 0.000202199-0j 0.000363072-0j -0.00209177-0j -0.00211345-0j 0.000405927-0j 0.000374399-0j 0.00177546-0j 0.000410134-0j 0.000308863-0j -0.00128094-0j 9.86834e-05-0j -0.00231517-0j 0.000324239-0j 0.000167436-0j -0.00135052-0j 0.0020056-0j 0.000189139-0j 0.000293014-0j -0.00129422-0j 0.000170925-0j 0.0050939-0j -0.00184927-0j 4.45899e-05-0j 0.00514669-0j 0.000189139-0j -0.000762785-0j 0.00143287-0j 0.0001911-0j -0.000377481-0j 0.00118205-0j 8.6348e-05-0j -0.000762785-0j 0.000377672-0j 1.90379e-05-0j 4.27312e-05-0j -0.00054496-0j 5.57374e-05-0j -0.000201053-0j 3.56167e-05-0j -3.83893e-05-0j 1.36014e-05-0j 3.23909e-06-0j 4.41285e-07-0j 
-0.0011492-0j 0.00116958-0j -0.00090768-0j 0.000916368-0j -0.000786074-0j 0.000934212-0j -0.000501368-0j 0.00213106-0j -0.000703086-0j 0.000815447-0j -0.000519939-0j 0.000742343-0j -0.0022336-0j -0.0014366-0j 0.00052847-0j -0.000648478-0j 0.000654685-0j 0.00180145-0j 0.000544957-0j -0.000410134-0j -0.00181869-0j -0.000413608-0j 0.00272277-0j -0.00155752-0j 0.000689322-0j -0.00323588-0j -0.000253757-0j -0.000369942-0j -0.00130293-0j 0.00173662-0j 0.000443727-0j 0.00117488-0j -0.0012144-0j -0.000218399-0j -0.00167743-0j -0.00122057-0j 0.00022049-0j -0.000806148-0j 0.00324621-0j 0.000317892-0j 0.000749353-0j -0.000117024-0j -0.000241271-0j 0.00399067-0j 0.000236288-0j -0.000908552-0j 0.00233448-0j 6.21974e-05-0j -0.000792017-0j -7.46395e-05-0j -0.00112577-0j -0.000562138-0j -0.000465597-0j -0.00056957-0j -0.000257891-0j -5.693e-05-0j 
-0.000146839-0j -3.07976e-06-0j -0.000115979-0j 0.000112542-0j -0.000100441-0j -2.45999e-06-0j 0.000140699-0j -9.29902e-05-0j 0.000351566-0j -2.14726e-06-0j -6.64354e-05-0j 9.11698e-05-0j -2.00858e-06-0j 0.000114367-0j 1.22831e-05-0j -8.28595e-05-0j 8.04042e-05-0j 0.00030762-0j -1.435e-06-0j 0.00020508-0j -0.000298505-0j 0.000116071-0j -5.07409e-05-0j 7.45486e-05-0j 7.10332e-06-0j -1.24274e-06-0j 0.000126887-0j -0.000406274-0j -1.17167e-06-0j 7.10786e-05-0j -0.000213262-0j -5.12667e-05-0j -0.000378336-0j -2.79061e-05-0j 7.03537e-05-0j -0.000164943-0j 2.70791e-05-0j -7.24933e-07-0j 8.82543e-05-0j -8.37081e-07-0j 7.18152e-05-0j -1.49528e-05-0j 6.7708e-05-0j 6.52301e-05-0j 2.90194e-05-0j 4.34867e-05-0j 2.16093e-05-0j -1.6378e-07-0j 6.30519e-05-0j 2.09461e-05-0j 3.88749e-05-0j 2.6906e-05-0j 1.0404e-05-0j 1.54384e-05-0j 4.90625e-06-0j 8.3594e-07-0j 
-0.00508772-0j 0.00517793-0j 0.0117472-0j 0.00405694-0j -0.0034801-0j -0.0120906-0j -0.00221965-0j -0.00322195-0j -0.0031127-0j 0.00361014-0j -0.00195551-0j -0.00960739-0j 0.00337698-0j -0.00636011-0j 0.00233964-0j 0.00839259-0j 0.00289841-0j 0.00796191-0j 0.0020496-0j -0.00181574-0j 0.00274968-0j 0.0053529-0j -0.00175808-0j -0.00689542-0j -0.00892119-0j -0.00610792-0j -0.013839-0j -0.0016378-0j 0.0019699-0j -0.00112133-0j 0.00166887-0j -0.00150902-0j 0.0157168-0j 0.00282652-0j -0.0074138-0j -0.00540371-0j 0.00097615-0j 0.0150139-0j -0.00490795-0j 0.0011956-0j -0.000962474-0j -0.0163112-0j 0.00312253-0j 0.0176377-0j 0.0128863-0j -0.00402233-0j -0.0035295-0j 0.0160658-0j -0.0029788-0j -0.0104035-0j 0.0145697-0j -0.0306569-0j -0.00206128-0j -0.00214217-0j 0.00333761-0j -0.00025204-0j 
0.000928694-0j 0.000984116-0j -0.000705384-0j 0.000741118-0j 0.000635244-0j -0.000755926-0j 0.000458543-0j -0.00172215-0j 0.00056818-0j 0.000686142-0j -0.00122829-0j -0.000577348-0j -0.00187942-0j 0.000247642-0j 0.000444671-0j -0.000503951-0j 0.00052948-0j 0.00139996-0j -0.00134046-0j 0.000331438-0j -0.00147088-0j -0.000363771-0j -0.00220033-0j 0.000120862-0j -0.000557771-0j 0.00261834-0j -0.00100174-0j 0.000338343-0j -0.00109633-0j -0.00158828-0j -0.00104907-0j 0.00277551-0j -0.00020131-0j -0.000169724-0j 0.0013046-0j 5.46112e-05-0j 0.000178322-0j 0.00331354-0j -0.000559583-0j -0.000781933-0j 0.00200347-0j -0.00064748-0j -0.0002122-0j 0.000297796-0j -0.00093351-0j 7.05028e-05-0j -6.82764e-05-0j -0.000460977-0j -0.000399112-0j -0.000467376-0j -4.84378e-05-0j -0.000213088-0j 9.61761e-06-0j -4.86968e-05-0j -3.81491e-06-0j 5.40462e-07-0j 
1.73052e-05-0j 3.62953e-07-0j 1.36683e-05-0j -1.32633e-05-0j 1.18371e-05-0j 2.89913e-07-0j -1.65816e-05-0j 1.0959e-05-0j -4.14324e-05-0j 2.53057e-07-0j 7.82949e-06-0j -1.07445e-05-0j 2.36713e-07-0j -1.34783e-05-0j -1.44758e-06-0j 9.76509e-06-0j -9.47573e-06-0j -3.62534e-05-0j 1.69116e-07-0j -2.41689e-05-0j 3.51791e-05-0j -1.36791e-05-0j 5.97987e-06-0j -8.78564e-06-0j -8.37135e-07-0j 1.46459e-07-0j -1.49538e-05-0j 4.78799e-05-0j 1.38082e-07-0j -8.37669e-06-0j 2.51332e-05-0j 6.04184e-06-0j 4.45873e-05-0j 3.28876e-06-0j -8.29126e-06-0j 1.94387e-05-0j -3.19131e-06-0j 8.54342e-08-0j -1.04009e-05-0j 9.86509e-08-0j -8.4635e-06-0j 1.7622e-06-0j -7.97947e-06-0j -7.68744e-06-0j -3.41997e-06-0j -5.12496e-06-0j -2.54668e-06-0j 1.93016e-08-0j -7.43074e-06-0j -2.46852e-06-0j -4.58145e-06-0j -3.17091e-06-0j -1.22612e-06-0j -1.81944e-06-0j -5.78207e-07-0j -9.85165e-08-0j 
0.00296784-0j -0.00918587-0j -0.00225421-0j 0.0111031-0j 0.00203006-0j 0.00705592-0j 0.00179302-0j 0.00187947-0j 0.00181574-0j -0.00640454-0j -0.00392527-0j -0.00864958-0j -0.0059909-0j -0.0108907-0j -0.00415062-0j -0.00161048-0j 0.00793245-0j -0.00152784-0j 0.012512-0j 0.00105918-0j 0.00752538-0j -0.00142244-0j 0.00102555-0j -0.00716823-0j 0.00520631-0j 0.00356452-0j -0.00320127-0j 0.00132301-0j -0.00349469-0j 0.000905801-0j -0.0157168-0j -0.00302905-0j 0.00885318-0j -0.000542391-0j -0.00667469-0j 0.00535693-0j 0.00267155-0j 0.0105624-0j -0.00840413-0j 0.00729867-0j -0.00267536-0j -0.00206916-0j -0.000829755-0j 0.00603164-0j -0.0139855-0j -0.00418147-0j 0.0149041-0j 0.00430282-0j 0.017552-0j -0.00182756-0j -0.00475137-0j 0.0126381-0j 0.0177523-0j -0.0311273-0j -0.0155286-0j 0.00720893-0j 
0.000619129-0j 0.000656077-0j 0.000489011-0j 0.000494079-0j -0.00207032-0j 0.00052405-0j 0.000305696-0j 0.000392081-0j 0.000378786-0j -0.0022362-0j 0.000280116-0j 0.000400249-0j 0.000427885-0j 0.000165094-0j 0.000296447-0j -0.00170793-0j -0.00172563-0j 0.000331438-0j 0.000305696-0j 0.00144966-0j 0.000334873-0j 0.000252186-0j -0.00104589-0j 8.05746e-05-0j -0.00189033-0j 0.00026474-0j 0.000136711-0j -0.00110269-0j 0.00163756-0j 0.000154432-0j 0.000239245-0j -0.00105673-0j 0.000139559-0j 0.00415915-0j -0.00150992-0j 3.64075e-05-0j 0.00420225-0j 0.000154432-0j -0.000622811-0j 0.00116993-0j 0.000156032-0j -0.000308212-0j 0.000965144-0j 7.05028e-05-0j -0.000622811-0j 0.000308368-0j 1.55444e-05-0j 3.48898e-05-0j -0.000444958-0j 4.55094e-05-0j -0.000164159-0j 2.90809e-05-0j -3.13447e-05-0j 1.11055e-05-0j 2.64471e-06-0j 3.60308e-07-0j 
-0.000134045-0j -0.000142045-0j 0.000101813-0j -0.000106971-0j -9.16896e-05-0j 0.000109109-0j -6.6185e-05-0j 0.000248572-0j -8.20096e-05-0j -9.90361e-05-0j 0.000177289-0j 8.3333e-05-0j 0.00027127-0j -3.5744e-05-0j -6.41827e-05-0j 7.2739e-05-0j -7.64239e-05-0j -0.000202066-0j 0.000193478-0j -4.7839e-05-0j 0.000212303-0j 5.25058e-05-0j 0.00031759-0j -1.74449e-05-0j 8.05074e-05-0j -0.000377925-0j 0.000144589-0j -4.88356e-05-0j 0.000158241-0j 0.000229249-0j 0.000151421-0j -0.00040061-0j 2.90566e-05-0j 2.44976e-05-0j -0.000188303-0j -7.88245e-06-0j -2.57386e-05-0j -0.000478268-0j 8.07688e-05-0j 0.000112862-0j -0.000289176-0j 9.34557e-05-0j 3.06284e-05-0j -4.29831e-05-0j 0.000134741-0j -1.01762e-05-0j 9.85484e-06-0j 6.65363e-05-0j 5.76068e-05-0j 6.74599e-05-0j 6.9914e-06-0j 3.07566e-05-0j -1.38818e-06-0j 7.02878e-06-0j 5.50636e-07-0j -7.8009e-08-0j 
-0.000938318-0j 0.000954954-0j -0.000741118-0j 0.000748212-0j -0.000641827-0j 0.000762781-0j -0.000409366-0j 0.00174-0j -0.000574068-0j 0.00066581-0j -0.000424529-0j 0.000606121-0j -0.00182372-0j -0.00117298-0j 0.000431494-0j -0.00052948-0j 0.000534548-0j 0.00147088-0j 0.000444956-0j -0.000334873-0j -0.00148495-0j -0.000337709-0j 0.00222313-0j -0.00127171-0j 0.000562829-0j -0.00264209-0j -0.000207192-0j -0.000302056-0j -0.00106384-0j 0.00141794-0j 0.000362302-0j 0.000959285-0j -0.000991556-0j -0.000178322-0j -0.00136962-0j -0.000996594-0j 0.000180029-0j -0.000658217-0j 0.00265052-0j 0.000259558-0j 0.000611845-0j -9.55498e-05-0j -0.000196997-0j 0.00325837-0j 0.000192929-0j -0.000741829-0j 0.00190609-0j 5.0784e-05-0j -0.000646679-0j -6.09429e-05-0j -0.00091919-0j -0.000458983-0j -0.000380158-0j -0.000465052-0j -0.000210567-0j -4.64831e-05-0j 
-0.00132698-0j -2.78316e-05-0j 0.0010079-0j 0.00101704-0j 0.00176482-0j 2.13782e-05-0j 0.00127149-0j -0.000840349-0j -0.000811854-0j 3.77289e-05-0j 0.00175507-0j -0.000792299-0j -1.81514e-05-0j 0.00103353-0j -1.25757e-05-0j -0.00140007-0j -0.00141276-0j 0.000683128-0j 3.79093e-05-0j 0.00231517-0j 0.000689322-0j -0.0010087-0j 0.000891555-0j 0.000673693-0j -3.06702e-05-0j 1.07999e-05-0j 0.00143135-0j -0.00182414-0j 5.17625e-05-0j 0.000642335-0j -0.00143965-0j -0.00263329-0j -0.000840165-0j -0.0018996-0j 0.00118876-0j 0.000380895-0j -0.00191683-0j 3.20022e-05-0j -0.00155069-0j -0.000108106-0j -0.00189719-0j -0.00179882-0j 0.00287651-0j -0.000566873-0j 0.0024908-0j -0.00192118-0j 0.000195282-0j 1.30368e-05-0j 0.00323863-0j -0.00129598-0j 0.000656864-0j -0.00118777-0j -0.000182805-0j -0.000407848-0j -4.26371e-05-0j 7.55436e-06-0j 
-7.8987e-07-0j -1.65664e-08-0j -6.23869e-07-0j 6.05382e-07-0j -5.40286e-07-0j -1.32327e-08-0j 7.56841e-07-0j -5.00208e-07-0j 1.89112e-06-0j -1.15504e-08-0j -3.57366e-07-0j 4.90415e-07-0j -1.08044e-08-0j 6.15196e-07-0j 6.60727e-08-0j -4.45713e-07-0j 4.32506e-07-0j 1.65473e-06-0j -7.71905e-09-0j 1.10315e-06-0j -1.6057e-06-0j 6.24362e-07-0j -2.72942e-07-0j 4.01008e-07-0j 3.82098e-08-0j -6.68489e-09-0j 6.82542e-07-0j -2.18541e-06-0j -6.30257e-09-0j 3.82342e-07-0j -1.14717e-06-0j -2.75771e-07-0j -2.03512e-06-0j -1.50111e-07-0j 3.78443e-07-0j -8.87252e-07-0j 1.45663e-07-0j -3.89952e-09-0j 4.74733e-07-0j -4.50278e-09-0j 3.86304e-07-0j -8.04332e-08-0j 3.64211e-07-0j 3.50882e-07-0j 1.561e-07-0j 2.33921e-07-0j 1.1624e-07-0j -8.80995e-10-0j 3.39165e-07-0j 1.12672e-07-0j 2.09114e-07-0j 1.44731e-07-0j 5.59644e-08-0j 8.30455e-08-0j 2.63914e-08-0j 5.08597e-10-0j 
-0.000774234-0j 0.00400476-0j -0.000611519-0j -0.0111595-0j -0.000529591-0j 0.00319885-0j 0.0165091-0j -0.000490306-0j -0.00047368-0j 0.00279219-0j -0.000350291-0j -0.00904025-0j 0.00261185-0j -0.00633709-0j 0.00180954-0j -0.00043689-0j -0.00797275-0j -0.00041447-0j 0.001866-0j -0.000276313-0j -0.00756362-0j 0.0136193-0j -0.000267539-0j -0.0140908-0j 0.00236032-0j 0.001616-0j -0.00017096-0j 0.0121815-0j 0.00152358-0j 0.00834007-0j -0.00540371-0j -0.000270312-0j -0.00535693-0j -0.000147139-0j -0.00697616-0j 0.00672312-0j -0.00268513-0j 0.000942667-0j -0.00489019-0j 0.0010885-0j 0.0084265-0j -7.8841e-05-0j 0.00794458-0j -0.0123295-0j -0.00287752-0j -0.00821964-0j 0.018858-0j 0.000212971-0j -0.00349372-0j 0.00245773-0j 0.00620095-0j -0.00508564-0j 0.00727905-0j 0.0134728-0j -0.0162713-0j -0.0390034-0j 
-8.93636e-05-0j -9.46966e-05-0j -7.05827e-05-0j -7.13141e-05-0j 0.000298825-0j -7.564e-05-0j -4.41234e-05-0j -5.6592e-05-0j -5.46731e-05-0j 0.000322768-0j -4.04313e-05-0j -5.7771e-05-0j -6.17598e-05-0j -2.38293e-05-0j -4.27885e-05-0j 0.000246518-0j 0.000249073-0j -4.7839e-05-0j -4.41234e-05-0j -0.00020924-0j -4.83347e-05-0j -3.63999e-05-0j 0.000150961-0j -1.16299e-05-0j 0.000272845-0j -3.82119e-05-0j -1.97326e-05-0j 0.00015916-0j -0.000236362-0j -2.22903e-05-0j -3.4532e-05-0j 0.000152525-0j -2.01437e-05-0j -0.000600322-0j 0.000217939-0j -5.25497e-06-0j -0.000606543-0j -2.22903e-05-0j 8.98951e-05-0j -0.000168865-0j -2.25213e-05-0j 4.44865e-05-0j -0.000139307-0j -1.01762e-05-0j 8.98951e-05-0j -4.45091e-05-0j -2.24364e-06-0j -5.03592e-06-0j 6.42241e-05-0j -6.56871e-06-0j 2.36944e-05-0j -4.19747e-06-0j 4.52422e-06-0j -1.60294e-06-0j -3.81731e-07-0j -5.2006e-08-0j 
-0.000469159-0j -0.000497157-0j 0.00181016-0j -0.000374399-0j -0.000320914-0j 0.00193986-0j -0.000231648-0j -0.000297108-0j -0.000287034-0j -0.000346626-0j -0.00261477-0j 0.00148159-0j -0.000324239-0j -0.000125104-0j -0.000224639-0j 0.00129324-0j -0.000267484-0j 0.00122688-0j -0.00285355-0j -0.000167436-0j -0.000253757-0j 0.00093351-0j -0.00016212-0j -6.10572e-05-0j 0.00143135-0j 0.000979981-0j -0.000758223-0j -0.000170925-0j -0.000189139-0j -0.000117024-0j -0.00223325-0j -0.00201776-0j 0.000516603-0j 0.000435547-0j 0.00114331-0j -2.75886e-05-0j -9.00852e-05-0j -0.000856504-0j -9.65399e-05-0j -0.00166457-0j -0.0014565-0j 0.0031137-0j 0.000544548-0j 0.000260978-0j -0.000706579-0j -3.56167e-05-0j -1.17791e-05-0j 0.00662162-0j -0.000849623-0j 0.00224759-0j 0.000124301-0j -0.000161288-0j -4.85864e-06-0j -0.000103665-0j 9.78985e-06-0j -2.73031e-07-0j 
-0.000116087-0j -0.000123014-0j 8.8173e-05-0j -9.26398e-05-0j -7.94055e-05-0j 9.44908e-05-0j -5.73179e-05-0j 0.000215269-0j -7.10224e-05-0j -8.57677e-05-0j 0.000153537-0j 7.21685e-05-0j 0.000234927-0j -3.09552e-05-0j -5.55839e-05-0j 6.29939e-05-0j -6.6185e-05-0j -0.000174994-0j 0.000167557-0j -4.14298e-05-0j 0.000183859-0j 4.54714e-05-0j 0.000275041-0j -1.51077e-05-0j 6.97214e-05-0j -0.000327293-0j 0.000125217-0j -4.22929e-05-0j 0.000137041-0j 0.000198535-0j 0.000131134-0j -0.000346939-0j 2.51638e-05-0j 2.12156e-05-0j -0.000163075-0j -6.82641e-06-0j -2.22903e-05-0j -0.000414192-0j 6.99479e-05-0j 9.77417e-05-0j -0.000250434-0j 8.0935e-05-0j 2.6525e-05-0j -3.72245e-05-0j 0.000116689-0j -8.81285e-06-0j 8.53454e-06-0j 5.76221e-05-0j 4.9889e-05-0j 5.8422e-05-0j 6.05473e-06-0j 2.6636e-05-0j -1.2022e-06-0j 6.0871e-06-0j 4.76864e-07-0j -6.75577e-08-0j 
0.000774073-0j -0.00159183-0j 0.000611391-0j 0.000545821-0j -0.00102948-0j -0.00127149-0j 0.00146073-0j 0.000490203-0j 0.000473582-0j 0.0021579-0j 0.000350218-0j 0.000442165-0j -0.00103817-0j 0.000252563-0j -0.000719265-0j -0.000849277-0j -0.000758194-0j 0.000414384-0j -0.000741704-0j -0.00135052-0j 0.000369942-0j 0.00120504-0j -0.000520074-0j -0.0012655-0j 0.00182414-0j -0.000642335-0j 0.000170925-0j -0.00209563-0j 0.00296056-0j 0.000737935-0j 0.000264299-0j -0.000525463-0j 0.000213499-0j -0.0011523-0j -0.00066342-0j -0.00196577-0j -0.00102871-0j -0.000374695-0j -0.000378943-0j 0.00211512-0j 0.000745582-0j -0.00015326-0j -0.00343643-0j -0.00110731-0j -0.000273647-0j 0.00360883-0j -0.00187152-0j -8.46527e-05-0j -0.00027073-0j 0.000217461-0j 0.00352524-0j -0.000456742-0j 0.00276737-0j -0.00133708-0j -0.000967482-0j -0.000291303-0j 
0.000135434-0j -0.000137836-0j 0.000106971-0j -0.000107995-0j 9.26398e-05-0j -0.000110098-0j 5.90868e-05-0j -0.000251147-0j 8.28595e-05-0j -9.61014e-05-0j 6.12754e-05-0j -8.7486e-05-0j 0.000263232-0j 0.000169305-0j -6.22808e-05-0j 7.64239e-05-0j -7.71554e-05-0j -0.000212303-0j -6.42238e-05-0j 4.83347e-05-0j 0.000214335-0j 4.87442e-05-0j -0.000320881-0j 0.000183555-0j -8.12374e-05-0j 0.000381352-0j 2.99056e-05-0j 4.35981e-05-0j 0.000153552-0j -0.000204662-0j -5.22938e-05-0j -0.000138461-0j 0.000143119-0j 2.57386e-05-0j 0.000197687-0j 0.000143846-0j -2.5985e-05-0j 9.50054e-05-0j -0.00038257-0j -3.74639e-05-0j -8.83122e-05-0j 1.37914e-05-0j 2.84341e-05-0j -0.000470305-0j -2.78468e-05-0j 0.000107074-0j -0.000275121-0j -7.33003e-06-0j 9.33401e-05-0j 8.79635e-06-0j 0.000132674-0j 6.62486e-05-0j 5.48711e-05-0j 6.71245e-05-0j 3.03927e-05-0j 6.70926e-06-0j 
-0.00108348-0j -2.27244e-05-0j 0.000822948-0j 0.000830411-0j 0.00144097-0j 1.74553e-05-0j 0.00103817-0j -0.000686142-0j -0.000662876-0j 3.08055e-05-0j 0.00143301-0j -0.00064691-0j -1.48206e-05-0j 0.000843873-0j -1.0268e-05-0j -0.00114315-0j -0.00115352-0j 0.000557771-0j 3.09528e-05-0j 0.00189033-0j 0.000562829-0j -0.000823599-0j 0.000727952-0j 0.000550068-0j -2.50421e-05-0j 8.81807e-06-0j 0.0011687-0j -0.00148941-0j 4.22639e-05-0j 0.000524464-0j -0.00117547-0j -0.00215007-0j -0.000685992-0j -0.00155102-0j 0.000970615-0j 0.000310999-0j -0.00156508-0j 2.61297e-05-0j -0.00126614-0j -8.82683e-05-0j -0.00154905-0j -0.00146873-0j 0.00234866-0j -0.00046285-0j 0.00203373-0j -0.00156863-0j 0.000159447-0j 1.06445e-05-0j 0.00264433-0j -0.00105817-0j 0.000536327-0j -0.000969808-0j -0.00014926-0j -0.000333006-0j -3.48131e-05-0j 6.16811e-06-0j 
-7.73911e-05-0j -8.20096e-05-0j -6.11264e-05-0j -6.17598e-05-0j 0.00025879-0j -6.55062e-05-0j -3.82119e-05-0j -4.90101e-05-0j -4.73483e-05-0j 0.000279525-0j -3.50145e-05-0j -5.00312e-05-0j -5.34856e-05-0j -2.06368e-05-0j -3.70559e-05-0j 0.000213491-0j 0.000215703-0j -4.14298e-05-0j -3.82119e-05-0j -0.000181207-0j -4.18591e-05-0j -3.15232e-05-0j 0.000130736-0j -1.00718e-05-0j 0.000236291-0j -3.30925e-05-0j -1.70889e-05-0j 0.000137836-0j -0.000204695-0j -1.9304e-05-0j -2.99056e-05-0j 0.000132091-0j -1.74449e-05-0j -0.000519894-0j 0.00018874-0j -4.55094e-06-0j -0.000525282-0j -1.9304e-05-0j 7.78514e-05-0j -0.000146241-0j -1.9504e-05-0j 3.85265e-05-0j -0.000120643-0j -8.81285e-06-0j 7.78514e-05-0j -3.8546e-05-0j -1.94305e-06-0j -4.36123e-06-0j 5.56197e-05-0j -5.68867e-06-0j 2.05199e-05-0j -3.63512e-06-0j 3.91809e-06-0j -1.38818e-06-0j -3.30589e-07-0j -4.50385e-08-0j 
0.000821028-0j -0.000835585-0j -0.00189569-0j -0.000654685-0j 0.000561599-0j 0.0019511-0j 0.000358195-0j 0.000519939-0j 0.000502309-0j -0.000582584-0j 0.000315569-0j 0.00155039-0j -0.000544957-0j 0.00102636-0j -0.000377557-0j -0.00135435-0j -0.00046773-0j -0.00128485-0j -0.000330753-0j 0.000293014-0j -0.000443727-0j -0.000863821-0j 0.000283709-0j 0.00111274-0j 0.00143965-0j 0.000985662-0j 0.00223325-0j 0.000264299-0j -0.000317892-0j 0.000180953-0j -0.000269313-0j 0.000243517-0j -0.00253628-0j -0.000456128-0j 0.0011964-0j 0.00087202-0j -0.000157526-0j -0.00242287-0j 0.000792017-0j -0.000192939-0j 0.000155319-0j 0.00263221-0j -0.000503896-0j -0.00284627-0j -0.00207951-0j 0.000649101-0j 0.00056957-0j -0.0025926-0j 0.000480702-0j 0.00167886-0j -0.00235118-0j 0.00494723-0j 0.000332638-0j 0.000345692-0j -0.000538605-0j 4.06728e-05-0j 
0.00011729-0j -0.000119369-0j 9.26398e-05-0j -9.35264e-05-0j 8.02284e-05-0j -9.53477e-05-0j 5.11707e-05-0j -0.0002175-0j 7.17584e-05-0j -8.32263e-05-0j 5.30661e-05-0j -7.57651e-05-0j 0.000227966-0j 0.000146623-0j -5.39368e-05-0j 6.6185e-05-0j -6.68185e-05-0j -0.000183859-0j -5.56195e-05-0j 4.18591e-05-0j 0.000185619-0j 4.22137e-05-0j -0.000277891-0j 0.000158963-0j -7.03537e-05-0j 0.000330261-0j 2.5899e-05-0j 3.77571e-05-0j 0.00013298-0j -0.000177243-0j -4.52877e-05-0j -0.000119911-0j 0.000123945-0j 2.22903e-05-0j 0.000171202-0j 0.000124574-0j -2.25037e-05-0j 8.22771e-05-0j -0.000331315-0j -3.24447e-05-0j -7.64806e-05-0j 1.19437e-05-0j 2.46246e-05-0j -0.000407296-0j -2.41161e-05-0j 9.27287e-05-0j -0.000238262-0j -6.348e-06-0j 8.08349e-05-0j 7.61786e-06-0j 0.000114899-0j 5.73729e-05-0j 4.75198e-05-0j 5.81315e-05-0j 2.63208e-05-0j 5.81039e-06-0j 
