0.00271273-0.0077069j 0.00829514+0.000161351j 0.00611448-0.00686313j -0.00149233-0.0112172j -0.00869094-0.00387476j -0.00362913+0.0136878j -0.00791907+0.00552061j -0.00558755+0.00321554j -0.00944073-0.015562j 0.00351323-0.0102878j 0.00715452+0.0151691j -0.000171913+0.00150396j 0.00108004-0.000604311j -0.00272161+0.0101806j -0.00442098-0.00239722j -0.00134205+0.00240887j 0.0107862+0.000197983j 0.00219159+0.0117755j 0.0155432+0.0203988j -0.00757151+0.00839229j 0.00548148-0.00532934j 0.00974263+0.00658118j -0.00892429+0.00120528j -0.0078366+0.00564376j 0.00427017+0.00587512j 0.00490833-0.00547895j -0.0106551-0.00601317j -0.000668996-0.0106035j -0.000638992-0.00633652j -0.000928543-0.0127428j 0.00235836+0.00713049j -0.0010572+0.00867717j -0.00989397-0.00542877j 0.00298526+0.00330378j 0.00883735+0.0151806j 0.00213673+0.0038976j -0.0060257-0.00254596j 0.00968126-0.00515693j -0.000406753-0.0064772j -0.00636897-0.0104707j -0.0210389-0.00949011j 0.00821436-0.00106383j -0.00353815-0.000973505j -0.00517131+0.0131672j -0.00127697-0.00938591j -0.0203961-0.0131818j 0.00446731+0.0039956j 0.00422511-0.00470185j 0.000438629+0.00027721j 0.00655116-0.00724347j 0.00636583-0.00816657j -0.00616559+0.00152836j -0.00493272+0.0119378j -0.00835715+0.00686157j -0.0015732-0.0023361j 0.00532603+0.0039045j -0.00473818-0.00818574j -0.0138306-0.00845679j 0.00301112+0.00148255j 0.00259537+0.0145864j -0.000834177-0.00300643j -0.00554174-0.00360494j 0.0151514-0.00836631j 0.00863563+0.00133469j 0.00173728+0.00122842j 0.00395261-0.00637496j 0.0108408-0.000252423j -0.00828809+0.00306132j 0.00162239-0.00956032j 0.00805373+0.00669658j 0.00424537+0.00705483j 0.0044373-0.00355526j 0.00579891+0.00653966j -0.008558-0.0071939j 0.0160183+0.00265948j -0.00316782-0.0112527j 0.0125498-0.0211745j 0.000703475-0.00956733j -0.0132508-0.00693782j -0.00475792-0.0111625j -0.0126871-0.0166733j 0.00511088-0.00513127j 0.00532512+0.0108591j -0.0188184+0.00270748j 0.00490615+0.0128591j 0.00865422-0.00217928j -0.00562049+0.00215178j 0.00981501+0.00264983j -0.00360532-0.00465674j -0.000453556+0.00155207j -0.00215028-0.000167347j 0.00671005-0.0143133j 0.0168825+0.0112974j -0.00582904-0.00703059j -0.0125929-0.000641761j 0.0393071-0.0154793j -0.0198155-0.0426281j 
0.00289898+0.00302544j 0.00194274-0.00138924j 0.000964321+2.50461e-05j -0.00506123+0.00295146j 0.000416311+1.36815e-05j -0.00485171+0.000602298j -0.00124003-0.00295158j -0.00216039+0.00119188j -0.00394731+0.00602984j -0.00503285-0.00244755j 0.00237632-0.00335281j 0.000251782-0.00387286j -0.00330485+0.00403453j 0.00163464-0.00226412j 0.00113882+0.00207112j 0.00791961+0.00207148j 0.00619925+0.000701565j 0.00194017-0.00916326j 0.00275253+0.00036997j -0.0080849-0.00131684j 0.00130461+0.00415874j 0.01022-0.00828142j 0.00139488-0.00340761j 0.00666926+0.00060156j -0.00895822+0.00664381j -0.00138518+0.00366732j -0.00101467+0.00770636j 0.0114023-0.000361021j 0.00310016+3.50513e-05j -0.0101386+0.00252735j 0.00818224+0.010392j 0.00188456-0.00561302j 0.0116616+0.0107416j -0.010252-0.00378641j 0.00512108+0.00155798j -0.00155284+0.00519149j -0.00188227-0.00162715j -0.00649032+0.0187574j 0.00543353-0.00533951j 0.00134033-0.00763283j -0.0114491+0.00194705j 0.017859-0.0030254j 0.00774076+0.00208359j -0.00554674+0.0133285j 0.00892501+0.0060186j -0.000350073+0.00214571j 9.72967e-05-0.00272367j 0.00580847+0.00922326j -0.00483173-0.00119288j -0.00218401-0.00460377j -0.00663013+0.0062657j 0.0086679-0.00156845j -0.0034157+0.00795212j -0.00511629-0.00310053j 0.0015579+0.000963489j 0.00805642-0.00416797j -0.0128211+0.00704719j 0.00485144+0.000800718j 0.00273679-0.00121059j -0.0055344+0.000798315j -5.36292e-05+0.0079224j -0.00191762+0.002837j -0.00420067+0.00536804j -0.00165295+0.000217131j 0.00657938+0.000257635j 0.000512327+0.000187439j 0.00476753-0.0024805j 0.00802806+0.000723302j 0.00788787-0.00519482j 0.0111879+0.00311064j 0.00463042-0.0054198j -0.00198649-0.00318389j 0.00700807+0.00398467j -0.000981446-0.00678763j -0.00276665+0.000340548j 0.00618138-0.00746983j 0.0031037+0.00309466j -0.00358383+0.00101093j 0.00266737-0.00302437j -0.00621129+0.00717137j -0.00129006+0.000654958j 0.00421887+0.00488356j 0.000167349-0.0055003j -0.00175323-0.000862986j 0.00156911-0.0059789j -0.00153005+0.000230496j 0.00461896-0.000575204j -0.00480264-0.000305959j 0.000879193+0.00892807j 0.00254844-0.00185344j -1.12067e-05+0.00211922j -0.0020602-0.00324833j 0.00523311-0.000628567j 0.000960986+0.0010429j 0.000836714-0.0029035j -0.00134666+0.000829168j 0.000294419-0.000468408j 
-0.00147815+0.0028962j 0.00554474+0.00287647j -0.0014136+0.0033152j -0.00327124-0.00166162j 0.000206821-5.80392e-05j -0.00229158+0.00356287j 0.00523119-0.00193256j 0.00238371+9.78514e-05j 0.00130986+0.00272314j -0.00395764+0.00225915j 0.00338735+0.00542831j 0.0044918+0.00341426j 0.00230424+0.00165243j 0.000509135+0.00048171j 0.00110638+0.00411185j 0.00374631-0.00526781j -0.00155542+0.00415149j 0.000992365+0.0041604j 0.00405191+0.000160148j 0.000165688+0.00307843j 0.00478339+0.00224669j -0.00966148-0.00702878j 0.00480179+0.01282j 0.00160829-0.000233233j 0.00280792-0.00331871j -0.000625607+0.00383794j -0.0100439-0.00432192j -0.00419906-0.00319095j -0.00584126-0.00474543j 0.00629265-0.00534819j -0.00452596+0.00492017j 0.00366123-0.000233237j 0.000173537-0.00189158j -0.00047882+0.00688127j -0.00450759+0.00136106j 0.00256559-0.000191143j 0.00158019-0.00662234j 0.0173837+0.00553729j -0.00286849+0.0028071j -0.011943+0.0102928j 0.00984031+0.000838559j -0.00874569-0.000396597j -0.00147765+0.00445251j 0.00132687+0.00124116j -0.0045884+0.00694412j 0.00676608-0.00595526j 0.000847729-0.00315638j 0.00300333+0.0101152j 0.000234658+0.00401875j -0.000976194+0.00165367j 0.0090471+0.000409981j -0.00391047-0.000636787j -0.00299913+0.00652586j -0.00334474+0.000515202j -0.0105969-0.00217262j -0.00432351+0.00128151j 0.00758571+0.00725168j -0.0146838+0.00382977j -0.00463036-0.00411839j 0.000156906-0.00310805j -0.00320977-0.0011038j 0.00428458+0.0019589j 0.00221473+0.0039784j -0.000802842-0.00383297j -0.000141946+0.0111765j 0.00144893+0.00145363j 0.00386335-0.00567675j -0.0078027-0.000112261j -0.0113953-0.0035487j -0.00376071-0.00346124j -0.0022049+0.00150571j 0.00531595+0.00144405j 0.00183824-0.00166415j 0.00412224+0.000323661j 0.00280844-0.00213108j -0.000447339+0.00798324j -0.00262073+0.00097954j -0.00268991+0.00597885j 0.00180609-0.002411j -0.00168626+0.00377411j -0.000568293-0.00569079j -0.008628-0.00124914j -0.0048951-0.00193439j -0.000999583+0.00115442j -0.00598613-0.00420087j -0.00428842-0.00158066j -0.0018542-0.00248864j 0.00445312-0.00121848j -2.51749e-05-0.00252924j -0.00522618-0.00171051j -0.00501803+0.00239211j 0.000838246-0.00163139j -0.000667748-0.00145818j -0.0015343-0.000990079j 0.000296161+0.000828707j 0.00124474-0.00473883j 0.00235781+6.7572e-05j 
-0.000711261+0.000555754j -0.00329935-0.000384807j -0.000305775+0.000541825j 0.0021849+0.000831534j -0.00364895+0.00303731j 0.00232595-0.00262157j -0.00347276+0.000291746j -0.00218025+0.00202487j -0.00145427+0.00158579j -0.00128022+0.000912398j 0.00231983-0.000953405j -0.000337018+0.00421858j 0.00553454-0.00207857j 0.000920451-0.000322023j 0.00348657+0.00179254j 0.00210041+8.10041e-05j 0.000131813+0.00534487j 0.00158925+0.0079362j 0.000761742+0.00116301j -0.00537678-0.0052055j -0.00543324-0.00466344j -0.00476059+0.00424052j 0.00537393-0.00156545j -0.00210192+0.00411463j 0.0032317-0.0033049j 0.00354607-0.00454437j -0.00412015+0.00293215j 0.00338459+0.00691801j -0.000547236-0.00110771j 0.00394572-0.00477229j -0.000577321+0.00881801j 0.00340237-0.00991604j -0.00594411+0.000732597j 0.0084384-0.0113737j 0.00487014+0.00237723j -0.00418357-0.00368439j 0.0020136-0.00501799j 0.00484601-0.00812329j -0.00177814+0.0101871j 0.00300466+0.00552961j -0.000325382-0.00105255j 0.000841969+0.00345771j 0.00839203+0.00467661j 0.00162283+0.00372233j 0.00387047+0.00119385j -0.00107106-0.00222088j -0.0016703-0.00749966j -0.008207+0.00382522j -0.000438403-0.00141373j 0.00637854-0.00111906j -0.00485604+0.0021373j 0.00279144+0.00174907j -0.000267806+0.00327294j -0.000478781-0.0101068j 0.00126958-0.000247094j -0.00836916-0.011153j 0.000389334-0.0134675j -0.0136718+0.01253j -0.0126032+0.000839024j -0.00391346-0.00137665j 0.00967884+0.000893142j -0.0061064+0.00948581j 0.000156134+0.00118269j -0.00164837-0.000675461j -0.00627878+0.00263562j -0.00360445-0.00654306j -0.00185068+0.00307788j 0.000608666-0.000633665j -0.00768692-0.0073088j 0.00237405+0.00750511j -0.00994383+0.00159616j -0.00560469-0.00328035j -0.00339087-0.000125099j 0.00346148-0.00403752j -0.00587141-0.00420234j -0.0036619-0.00153508j 0.00436091+0.0044306j 0.00326358+2.24746e-07j 0.000508101+0.00453216j 0.00574105+0.00861073j 0.0016757-0.000874078j -0.00127962+0.00272113j -0.00184734+0.00407732j 0.00416563-0.00130667j 0.00879595-0.00166563j -0.000712957-0.000577422j 0.00303067-0.00128048j 0.00231802+0.000663716j -0.000977747+0.00213877j 0.00362818+0.00144876j -0.00127747-0.00233405j -0.00161461-0.00258212j -0.00458027-0.0036165j -0.000988422+0.000616877j -0.000534603-0.00163982j -0.000959864+0.000358274j 0.000649778+0.00145017j 
0.00189084+0.000264404j -0.00336323-0.00185015j -0.00399024+3.17417e-06j 0.000402871-0.00405238j -0.00145091+0.000993593j 0.00376481+0.0012783j 0.00716991-0.000924851j 0.000322831+0.00200943j 0.00198641-0.00370079j -0.00129755-0.00122929j -0.00214881+0.00376831j -6.65657e-05+0.000226061j 0.00724201-0.00463105j 0.000981341+0.00335911j 0.00273109+0.0066292j 0.00479038+8.37159e-05j -0.0160826-0.00221897j -0.00420217+0.000299336j 0.00208932-0.00249305j 0.00581256-8.32976e-05j 0.00388732-0.00557772j -0.000939384-0.00284249j -0.00676458+0.00108866j -0.00518979-0.00494115j -0.000475375+0.00231538j 0.00977524-0.00527717j -0.00464879+0.00445725j 0.00239536-0.00711995j 0.00133019-0.00542937j -0.0105831+0.00992859j -0.00135486-0.000616446j 0.0131168-0.00406391j 0.00221794+0.00182033j -7.22157e-05-0.000999534j -0.000143141+0.000941924j -0.00130311+0.00132215j -0.0176756-0.00207276j -0.000962495-0.00872269j 0.00425908+0.00798083j -0.00601397-0.0127077j -0.000885311-0.00470419j -0.000791659+0.00122447j 0.00162321+6.84329e-05j -0.00252053-0.0077105j -1.22898e-05-0.00961839j -0.00547864-0.000305489j 0.00233955+0.000798725j 0.00350944+0.00131309j -0.00538175-0.00355499j 2.66768e-05+0.0051268j 0.00325772+0.000845142j -0.00457785+0.000704027j 0.00417648-0.00437892j 0.00329446+0.000719061j 0.00311424+0.00869579j -0.00985705-0.00425974j 0.000255482+0.00450347j -0.00526907+0.00135823j 0.00365079-0.00256695j 0.00594979+0.00154135j 0.00640947+0.00574575j -0.00103082-0.00705793j -0.00576695+0.00530589j 0.00646292-0.00582005j 0.00260376-0.00322535j -1.68169e-05+0.000169145j -0.000698371+0.00555778j 0.0026109-0.00526533j 0.000284474-0.0036038j 0.0067846-0.000549611j 0.00466004+0.00597496j -0.00127731-0.00205391j 0.00479669-0.000439058j 0.00237217+0.00822499j -0.00685111+0.0052253j 0.00695957-0.00558012j -0.00394139+0.000804105j -0.00464558-0.00751156j -0.00447821-0.000525539j -0.00294472-0.001542j -0.000449815-0.00616j -0.00265514-0.00483305j -0.00624267+0.00489326j 0.00373916+0.00456359j 0.00352395-0.00423822j -0.000283339+0.000270712j -0.00178959+0.00293587j 0.000165947-0.0010857j 0.00124595-0.000679339j 0.00212728+0.00300978j -0.00573769-0.000751011j -0.00152527+0.000366914j -0.000306524-0.00158305j 0.00167694+0.00160121j -0.00429287-0.000227023j -0.00461173+0.00217816j -0.00188307-0.000174882j 
-0.000892704-0.00188982j 0.000839496+0.000313901j -0.00164738+0.00166099j 0.00039935+0.00340923j -0.00393051-0.00315247j -0.00276842-0.00560957j -0.00235898+0.00380203j 0.00452626+0.000491296j -0.0010583-0.00607818j -0.00254908+0.00673486j 0.00217826+0.00126602j -0.00299134-0.0108193j -0.00281062-0.000339253j -0.000842971-0.00906727j 0.00396803+0.00244419j -0.00119898+0.00448863j -0.00119791-0.00658662j 0.00691098-0.00739711j 0.000201863-0.00480785j -0.00142392+0.00166988j 0.00455025+0.0049166j 0.00353778+0.010335j -0.00194696+0.00426029j -0.00931369-0.00574203j 0.00133986+0.0117511j 0.00701823+0.00458052j 0.000403325+0.0103283j -0.00925059+0.00292191j -0.00966365-0.00443982j -0.00483022-0.00137006j 0.00859343+0.00929344j -0.00773155+0.0112602j -0.00996153-0.00378888j 0.000857385+3.58505e-05j 0.000373292-0.00278845j 0.00742095-0.00386506j 0.0002896+0.00130041j 0.00636658-0.00991042j -0.00843914+0.0065781j -0.00194106+0.00680423j 0.00191785+0.00617865j 0.00460985+0.00285557j -0.00605616+0.00439581j 0.00931616-0.00571976j -0.00598949-0.00238848j 0.0126508-0.0101795j 0.00748259+0.00502734j 0.00439033-0.00330093j 0.00127291-0.00446154j -0.00080747+0.00744128j -0.00287816-0.00513094j -0.000421484+0.000715702j -2.424e-05-0.00501784j -0.00228947+0.00864569j 0.00421791-0.00138159j -0.006165-0.00383813j -0.0029926+0.00841456j -0.00335481-0.00698903j 0.000129922-0.00395742j 0.0168659+0.00306101j -0.00700765+0.00204732j 0.00438147-0.00113752j 0.000126249+0.00561316j -0.000669724+0.00952577j -0.00184955+0.00239445j -0.00773232+0.00470704j -0.000748735+0.00535662j -0.00580744-0.00346547j 0.000235455+0.000348232j 0.00294968-0.00290636j 0.00212558+8.54106e-05j 0.00876589+0.00621036j 0.00151743-0.00727554j 0.00286436-0.00091679j -0.000480984+0.00151544j -0.00212028+0.00194921j -0.00197941-0.000659174j 0.000894882+0.00508779j 0.00769614-0.00210134j -0.00518872+0.00351878j 0.00270687+0.00185501j 0.00266848+0.000498621j -0.00248933-0.00399883j -0.00236458+0.00611818j 0.00608265-0.000397563j 0.00439311-0.00094997j -0.00583564-0.000578283j 0.00474939+0.000394277j 0.00186339+0.00540866j 0.000833736+0.00264927j 0.00406967+0.00222714j -0.00164981-0.00162058j 0.00368244+0.00349246j 0.00314461+0.00251969j -0.000408171+0.004503j -0.00347859+0.000581851j -0.00526245-0.00211951j 
0.00141623-0.00212649j 0.000886353-0.00102496j -5.73791e-05-0.00749077j 0.00588325-0.00486429j 0.00011446-0.00438456j 0.000593593+0.00105015j 0.0035318+0.00569342j 0.00479714-0.00316021j 0.00468094+0.00409944j -0.00107057-0.00862058j -0.00355008-0.00222267j -0.00433-0.00648556j -0.000686477+0.00186617j 0.00223283-0.000469287j -0.000972615-0.0054682j -0.0061344+0.00661953j 0.0071004-0.000164316j 0.0107486+0.00117976j 0.000544143+0.00378033j 0.001059-0.00245963j 0.0065773+0.00031846j -0.00972121-0.00524584j 0.00616279-0.00572715j -0.00398002+0.00852578j -0.00970709-0.000104329j -0.00823935+0.00426508j -0.00202927+0.00636636j 0.0122113-1.26307e-05j 0.00497183+0.0080127j -0.000162519+0.00555102j -0.000530702+0.00135196j -0.0120671+0.0116573j 0.000325609+0.00214377j -0.00615442-0.00502386j 0.00147116-0.00265424j 0.00300135+0.00541398j 0.00830259-0.0174479j -0.00229035+0.0055781j -0.0107631-0.00264654j 0.00422295-0.00511656j -0.00545982-0.0069112j -0.0053439+0.0117365j 0.00297412+0.00556504j -0.00146406-0.0101423j -0.00155717+0.00476612j 0.0146147-0.00513516j 0.00105474+0.00626461j -0.00010345-0.00414926j 0.00511685+0.000375345j -0.0076719-0.00905269j -0.00519958-0.00546326j 0.000482201+0.00053908j 0.0067238+0.00237127j -0.0023565-0.00425756j 0.000354403+0.00546109j 0.00199812+0.00676643j -0.00131584-0.00959384j -0.00496782-0.00179722j 0.00019251-0.00267232j -0.00164375+0.0038635j 0.000996482-0.00624408j 0.00135418+0.00272308j 0.00527027-0.00153501j -0.00177611-0.00704078j -0.000205759+0.000116315j -0.00591932-0.00199216j -0.00227006+0.00100144j -0.00663477+0.00111711j 0.00654457+0.00460263j -0.00568058-0.00409662j 0.00674511-0.000255395j -0.000998227-0.00647695j 0.0103515-0.000388487j -0.00323716+0.00468614j -0.00253547-0.00103732j -0.00650602-0.00133529j 0.00220154-0.00653676j -0.00656743-0.00730399j 0.0015203-0.00761609j -0.00394175+0.00657206j 0.00566133+0.000892695j -3.86942e-08+0.00171964j 0.00113593+0.000491833j 0.00384737-0.00372706j 0.00175692-0.00109434j -0.00305141+0.00176002j -0.00336296-0.000977335j 0.00251696-0.00455147j 0.0029579-0.00577918j -0.00283641+0.00148332j -0.00481416+0.000295876j 0.000530303-0.000221935j -0.00240336+0.00408725j 0.000670408+0.00578336j -0.00182863+0.00359318j 0.00125088-0.000297092j -0.000384337-0.00197423j 
0.00228492-0.000319538j 8.79542e-05-0.000976078j 0.00208401+0.00101542j 9.12507e-05-0.000115695j 0.00459044+0.00258142j -0.00344159+0.000669653j -0.0026475-0.00980864j 0.000487552+0.00325434j -0.00429718-0.00616146j 7.22682e-07+0.00129471j 0.00413121-0.000996266j 0.00784793-0.000554961j -0.00294071+4.56193e-05j 0.000723351-0.000948364j 0.00910341+0.00447658j 0.00626252-0.00822846j -0.00435213+0.00198312j -0.00889269+0.000348617j 0.00213337+0.00119456j -0.00228956-0.00400419j -0.00238389-0.00203529j 0.0127814+0.00126898j -0.0039748+0.00560132j 0.00127123-0.00508845j 0.00769577+0.00292485j 0.0138428-0.00523582j 0.00808713-0.00946017j -0.0014237+0.00467484j -0.0092463-0.00707811j 0.00351849+0.0102396j -0.0131298-0.00194798j 0.00965786+0.00477862j 0.00384519-0.00251431j -0.0068402+0.0107668j 0.00791736+0.00679346j 0.0166063-0.00571996j -0.00133657+0.00680642j 0.000995228+0.00852515j -0.0133657+0.0192633j -0.00106281-0.00331269j 0.00426883-0.0107468j -0.00482425+0.000746397j 0.0199283-0.00662887j 0.00416119+0.00190913j 0.0154411-0.0100631j 0.00802553+0.00101827j 0.011084-0.00585313j -0.00339805-0.000145865j -0.00506805-0.00361316j 3.28367e-05+0.00500954j -0.00492496+0.00459554j 0.00268423-0.0100328j -0.00413879-0.00408985j 0.000690096-0.000712706j -0.00902264+0.00606108j 0.00529418-0.00551075j 6.68137e-05+0.0083255j -0.000126429+0.00818544j 0.000664466+0.0063257j -0.00318045-0.00378519j 0.00709328-0.0150673j -0.00182112-0.00226762j -0.0014622-0.00819265j -0.000504915-0.00547948j -0.00237589-0.00314863j 0.00414103-0.000839329j -0.000136606-0.00329249j -0.009133-0.00483152j -0.00124032-0.00649571j 0.000941562+0.00295939j 0.00197407-0.0043964j 0.0016019-0.00218796j 0.00172713+0.00396636j -0.00652674-0.000144985j -0.00242868-0.00307581j -0.00418117+0.00619532j 0.0075392-0.00290069j -0.00535348+0.00112627j 0.00826079+0.00539548j -0.00197641+0.0118732j 0.0063024+0.00175912j 0.00590272-0.00290869j 0.00294092-0.00485073j 0.00381514-0.00680672j -0.000611868+0.00406128j -0.00341189+0.00464688j -0.00336504+0.00392682j 6.35546e-05-0.000650738j 0.000131892-0.00352697j -0.00108426+0.00301883j 0.00446822+0.00542074j 0.00106793+0.00229402j 0.00265086+0.00295391j -0.00178965-0.000124498j 0.000606844+0.00100027j 0.00247204+0.00143767j -0.000793658+9.33242e-07j 
0.00199311+0.00287595j -0.000284378-0.00568266j -0.0031933-0.000153043j -0.00242913-0.00154804j 0.00450379+0.00190619j -0.00134342+0.0064914j -0.00302519+3.74976e-05j -0.00705609-0.00143825j 0.00631655+0.00174148j 0.00400853+0.000298641j 0.00888401-0.000293874j 0.00169966-0.00177432j 0.0048146+7.35677e-05j -0.00222731-2.15889e-05j 0.00546936-0.00737516j 0.00335101-0.00615382j 0.00211491+0.00370023j 0.0100217+0.0098314j -0.0079431-0.00398058j 0.00341631+0.00282703j 0.00341986+0.0053555j -0.00366206-0.00739786j 0.0124259+0.00272561j 0.0033891-0.00322835j -0.00255283-0.0071982j -0.00923971-0.00468513j -0.00383179+0.00885601j 0.000769854-0.00875327j -0.000718877+0.011673j 0.0014407-0.000891266j -0.00196978-0.003579j 0.00202659-0.0148882j -0.00515152-0.000524376j 0.0018352-0.0103696j -0.0023316-0.00135479j -0.00444661+0.000587874j 0.0123651+0.0149062j 0.00230708-0.00299842j -0.00517349+0.00748418j 0.000259279+0.00314982j -0.00282852-0.011197j 0.00674706-0.0100251j 0.00599236-0.00197573j -0.00689257+0.0109449j 0.00375904-0.00541774j 0.0042118-0.000814402j 0.0048722-0.00698213j -0.00667812+0.00265097j 0.00824063+0.0045741j 0.00795791+0.00983631j -0.00536355+0.00255938j -0.0122838-0.0104326j -0.000890472-0.0100341j -0.00200101+0.00345797j -0.0132228+0.00524959j -0.00774743-0.000674003j 0.002678+0.00929587j -0.00285101+0.00074238j -0.00493121-0.00708227j -0.000435902-0.000737867j 0.00387014-0.00182159j 0.00241131-0.00491787j 0.00308424-2.97555e-05j 0.000797444+0.00659431j 0.00300736-0.00457383j -0.00464238-0.0033064j 0.00694724-0.00976244j 0.00355952+0.00456615j -0.000158123-0.00574061j 0.00176337+0.0141449j 0.00472079-0.00261755j 2.31819e-05-0.00616643j 0.00283417+0.0080499j 0.000827477+0.00640955j 0.00463665+0.000543973j -0.000983181+0.00392453j 0.00419146-0.00107103j 0.000839294+0.00366887j -0.00478649+0.00575424j 0.00234784+0.00988292j 0.00247295-0.00125699j 0.00111658-0.000121824j -0.00738912-0.00666891j 0.00321012+0.00307363j 0.00073751-0.00190941j -0.00225647+0.000674898j 0.00668822-0.000982459j -0.00190601+0.00123468j 0.00428381+0.000788605j 0.004151-0.00380229j -0.00043091+0.000705018j 0.00632431+0.00225836j 0.00283887-0.00429139j -0.00406472+0.00215059j -0.00342533-0.000666366j 0.00117063+0.00406575j -0.00160228+0.00435524j 
0.00121092-0.00109577j 0.00200753-0.00644615j 0.00310448-0.000935732j -8.23389e-05+0.00229614j -0.0053148-0.000401709j -0.00315915+0.00257711j -0.00101933-0.00179102j 0.00478596-0.00250214j -0.00118539-8.46334e-05j -0.00343216+0.00412774j -0.000397914-0.00169716j -0.0091207-0.00192244j -0.00329055+0.00624697j -0.00451246+0.00106657j -0.00404474-0.0024775j -0.00111149+0.00178574j -0.0072813-0.00950086j -0.000159144+0.000761541j 0.000404016+0.00146542j 0.000876236+0.00230778j -0.00215218-0.0101042j 0.00318274-0.00144427j 0.00549934+0.0101535j -1.86078e-05-0.00661519j 0.00365422+0.00215515j 0.00447755+0.00772711j 0.00797967-0.00215103j 0.00667615-2.65009e-05j -0.00111139+0.00146967j 0.00137016+0.00424716j 0.00657529-0.00903652j 0.015991+0.0144813j 0.000464832-0.00694868j -0.00296785+0.00830303j 0.00214048-0.00804231j 0.00412343-0.000988778j -0.00761942-0.00195987j 0.00424588-0.00477078j 0.00100383+0.0092179j 0.00540848-0.00581907j 0.0030007-0.0126321j -0.00652181+0.00351765j 0.0182156+0.00989942j -0.00723399-0.00173678j 0.00500998+0.00272677j -0.00251997-0.00215072j -0.00790033+0.0022625j 0.00770108+0.00183979j 0.0022958+0.00486465j -0.00298437-0.000767312j 0.00422178-0.00591127j -0.0025022-0.00205415j 0.00180581-0.00381362j 0.00915895+0.00592359j 0.00686096+0.00638184j -0.00315638+0.000206761j -0.000769624+0.00467307j -0.000637968+0.00193879j -0.00343822+0.001069j 0.00155395-0.00574815j -0.0115377+0.00526434j 0.00381815-0.00449079j -0.0012571+0.00790239j -0.00280457-0.00163935j -6.04517e-05+0.00321212j 8.24412e-05-0.0033388j 0.00169809-0.0035768j 0.00091576+0.000618088j 0.000100704+0.000359152j -0.00127573+0.00343781j -0.00765601-0.000267838j 0.00916071-0.00518619j 0.00203954+0.000333192j 0.00214426+0.00428066j 0.00111247-0.000312297j 0.00106119+0.00201277j 0.00318606-0.00313078j 0.00246765-0.00121333j 0.00510516+0.00548526j -0.00126873-0.00692606j -0.00165092-0.00331803j 0.00786957+0.00142343j -0.00125126-0.00571976j 0.00183399-0.00216029j 0.00308963-0.000545184j -0.000129266+0.000123692j -0.000134284-0.00200699j 0.00153521+0.0071866j 0.00470945-0.000616924j 0.00174817-0.00722927j 0.000640489-0.000893295j -0.00115747-0.00134106j -0.00442525-0.00277556j -0.00311829-0.00282883j -0.000556254-0.00142753j -0.000175017+0.00460411j 3.93459e-05+0.00178212j 
0.00159409+0.000811638j -0.00354093+0.00110863j -0.00426856+0.000487616j -0.00304723+0.00192533j -0.00356316-0.000373316j 0.00419609-0.00411715j -0.00251343+0.00661408j -0.0031181-0.0040748j 0.00241621+0.00147413j -0.00417026+0.00210652j -0.00657526+0.00131379j 0.00764049-0.00337548j 0.00547528+0.00395256j -0.00407783+0.006069j -0.00293584-0.00864899j 0.00216617+0.00302235j -0.0019654+0.00576357j 0.000569382+0.00132986j 0.000910805+0.000802842j 0.00674556+0.00195939j -0.00165355-0.00527793j -0.00534087-0.00431239j 0.0111618+0.0056069j -0.00429056+0.00754886j 0.00109544-0.00542774j -0.00720271+0.000393266j -0.000515655-0.00726854j 0.00254017-0.00437478j -0.00908464-0.0023936j 0.00412723-0.00388509j -0.00096749+0.00306766j 0.00117584-0.00907456j -0.00151467+0.00658441j -0.00297727-0.00512461j 0.00299963+1.77401e-05j -0.000839605-0.00616623j 0.00847637-0.00206602j -0.00263991+0.00752093j 0.00520348-0.00632993j -0.00554589+0.00256981j -0.013731+0.000320824j 0.0114132-0.00245142j 0.00952034-0.00270868j 0.000228503-0.000359502j 0.0132076+0.0047316j 0.00259457-0.00139719j 0.00194205-0.00554728j -0.00443687+0.00585863j -0.000466383-0.00270647j -0.00107282-0.000601359j -0.021816+0.00227507j 0.000640728+0.00544775j -0.00498015+0.00415751j -0.00632535-0.000266851j 0.00136795+0.000344691j -0.00320953+0.00515049j -0.00160688-0.00226447j 0.00290575-0.000128088j 0.0044909-0.00277267j -0.0061203-0.00171221j 0.00608665-0.000644602j 0.00647021+0.00559284j 0.00754878-0.00350696j 0.00145588-0.000319933j 0.00432065-0.00388875j -0.00542264-0.00168194j -0.0032023-0.00292751j 0.000126796+0.0086213j 0.00144142+0.00284807j -0.00638097-0.00356048j -0.000643218-0.00495461j -0.00247566-0.00338454j -0.00260676-0.00542891j -0.00254635+0.00634475j -0.000751203+0.00313007j -0.00768023-0.00421914j -0.00122312+0.00979822j -0.000345654+7.69135e-05j 0.0024188+0.0104084j -0.00690532+0.00220843j 0.00291845-0.00205248j 0.00803161-0.00329188j -0.00120803-0.00348519j -0.000862701-8.39066e-05j 7.10425e-05+0.00150792j 0.00765942-0.00538747j -0.00374873+0.00541281j 0.00340609+0.00272227j -0.0010727+0.00126795j -0.00602215-0.000259933j -0.000617622+0.00738124j 0.00122213-0.00402495j -0.00687836-0.000319331j -0.00144268-0.00247529j -0.00280923-0.000316585j -0.00197371-0.00175351j 0.00144168+0.00337869j 
