-0.00440402+0.00545895j -0.00575605-0.00496718j -0.00646752-0.00304363j 0.00309148-0.00604037j 0.00255875+0.00161326j -0.00344811-0.00287992j 0.00268652-0.00522046j 0.00548527+0.00135885j 0.00084318-0.00274815j -0.00084343+0.00109742j -0.000438741-0.00492668j 0.00388746+0.00165236j -0.00240048+0.00179822j -0.00406846-0.00117104j 0.00240584-0.00303581j -0.00241042+0.00207447j -0.00277407-0.000644671j 0.00136144+0.00333344j -0.00267749-0.000474905j -0.00144734-0.00469003j -0.000827846+0.00213078j 0.000686617-0.000750758j 0.00499457+0.00126169j 0.000543543-0.00245946j -0.000583708-0.000802635j 0.00350138-0.00259281j -0.000885383-0.00191226j -0.000306303-0.0014419j -0.00458999+0.000975381j -0.000126314-0.00108955j -0.0010218+0.00347194j 0.00225344+0.00126057j 0.00119508-0.00172393j -0.000544357+0.00150093j 0.000252368+0.00239704j 0.000181825+0.00233732j -0.000942022+0.00151276j 0.000691985+0.0020121j 0.00100311+0.000186402j 0.0033383-0.00116302j -5.14254e-05+2.86135e-05j 0.00152958-0.00224245j 0.00109832+0.000694142j -0.00252372+0.000656008j 0.00324162-0.000507134j -0.00106847-0.00264313j -0.000546885+0.00235203j -0.00291762-0.00310565j -0.00406703-0.000332354j 0.00317523-0.00874175j 0.0113265+0.00315653j 0.00200007+0.0053768j -0.00471367+0.00991144j 0.00978663+0.0019567j 0.018621+0.0154513j 0.014988-0.0179281j 
0.0012758-0.00280333j 0.00189495+5.14693e-05j -0.00203456-0.00265352j 0.00224376-0.000375007j -0.00449567+0.00417473j 0.000546063+0.0044254j -0.00243282-0.0023718j 0.000865339+0.00156653j -0.00103544+0.00205352j 0.000377642+0.0031268j 0.00113962-0.00420397j 0.000415001-3.65544e-05j 0.00149665-0.000181643j -0.00371686-0.00067197j 0.000398507-0.00103943j 0.00089466+0.000533947j 0.00270414+0.00381265j -0.000396855-0.00132853j -0.000665365-0.00473874j 0.00281683-0.00455658j 0.000114526+0.00362712j 2.37177e-05-0.00185242j 0.000969072-0.00194581j 0.00181936+7.10998e-05j -0.00252966+0.000399533j 0.00259798+7.17022e-05j -0.00293055-0.0012995j -0.0016683-0.00435865j 0.0022412-0.00134476j -0.00346975-0.000184696j -0.00144303+0.00304301j -0.00156568-0.00037591j -0.00472439-0.00212531j -0.00111365+0.00455196j -0.00606504+0.000493868j 0.00118212+0.00238943j -0.00823253+0.0012397j 2.37946e-05+0.00786848j -0.00311404-0.00268682j 0.00636215-0.000131823j -0.00569253+0.00594805j -0.00297427+0.00485534j 0.000700341-0.00541283j -0.00250386-4.60098e-05j -0.00207802-0.00673695j -0.00575047-0.00341426j -0.0038139+0.00239106j 0.00736823-0.00729749j -0.00296744-0.012954j 0.00345629-0.0188366j -0.000105181-0.00625698j 0.0116912+0.0157279j -0.00468632+0.000994491j -0.00195065-0.00434712j 0.00269293-0.00976948j -0.0119313-0.00843716j 
-0.00126086-0.00251635j 0.000271153-0.00323433j 0.00138901+0.00405559j -0.00313695+0.00117719j 0.0017749-0.0044831j -0.000258163-0.00251688j 0.00106604-0.00033068j -0.00589482-0.00208634j 0.000389778+0.0056773j 0.000898379-0.000619741j 0.00104988-0.00536064j 0.0003222-0.00425016j 0.00157021+0.000883214j -0.000175686+0.000545431j -0.00514728+0.000773109j -0.00182015+0.00426907j 0.00337438-0.000519792j -0.00247917-0.000989661j 0.00025774-0.00252907j 3.77426e-05-0.00201573j 0.0042032+0.00378737j 0.00152924+0.00134206j -0.00116426-0.00239811j -0.000865451+0.00489128j -0.00217157-0.000723286j -0.00438215-0.00242515j -4.91427e-05+0.0016517j -0.00355833+0.00272666j 0.00487814-0.0028575j -0.00205462-0.00357592j 0.00156831+0.000774214j -0.000482776+0.0012198j -0.0048811-0.000830599j -0.000334195+0.000372169j -0.00153102+0.00440556j -0.00111624+0.0015523j -0.00123785-0.0013045j 0.0022149-0.0103912j -0.00677292+0.00100766j -0.00188698-0.00672164j 0.00269862+0.00250975j 0.000769604-0.00569369j -0.000492317+0.00457424j 0.00303416-0.00108989j -0.00346932-0.0055536j -0.000218135-0.00820766j -0.00385203-0.00200656j -0.00275463+0.0073562j -0.0146291-0.00781616j 0.00193213-0.0201737j -0.0158035-0.00984035j -0.00621774-0.00917682j 0.00670712-0.00183348j -0.00295697-0.0192957j -0.0026121-0.00471271j -0.00416311-0.00496549j 
0.000616166+0.00103497j 0.00131973+0.0011812j 0.000294898+0.00100618j 0.00209183+0.000878324j -0.00198208-0.00096475j 0.00127119-7.22848e-06j 0.00296736+0.00317049j -0.000740459+0.00225483j 0.00286043-0.000378435j -0.0019481-0.000760579j -0.000247461+0.000113536j -0.0012036-0.00622416j -0.00238048-0.00352099j -0.00286564-0.000555044j -0.000236583-0.00171529j -0.00318791+0.00218808j 0.00182313-0.0021937j -0.000580028+0.00203031j -0.000684798+0.000546634j -0.00193123-0.000315546j 0.00110834+0.000949422j 0.00610975+0.00153622j 0.0028764-0.00181685j -0.000233452+0.000206015j -0.0016375-0.00292815j 0.0027886-0.0031185j -0.00180082+0.00233129j 0.000546665-0.00194662j -0.00414528-0.00427908j -0.00177148+0.000134038j -7.74279e-05-0.000289367j 0.0029778+0.000731172j 0.00362038+5.73129e-05j 0.00197319-0.000258545j -0.00369385+0.00413973j -0.00326345-0.00194773j -0.000904362-0.00313782j 0.00272298+0.00268276j 0.00226227-0.000915323j -0.000322243-0.00610074j 0.000374952+0.00721116j 0.00897687-0.0043693j -0.00248885-0.00796195j -0.00297646+0.00224323j -0.00185014-0.00210141j 0.00480424+0.00113909j 0.0062343-0.00832162j -0.0025045+0.00379315j -0.00715826+0.00160015j 0.0139725-0.00366152j 0.00509477-0.00848401j -0.0143771-0.0155372j -0.0077829-0.0143666j 0.00241603+0.00870362j -0.000261633-0.00275778j 0.00818551+0.00360162j 
-0.00479981-0.00163445j 0.00112576-0.00089317j 0.00262821+0.000739195j 0.0026718+0.00251812j -0.001242-0.00107542j -0.00051599+0.000582571j 0.00047825+0.000984902j -0.0035774+0.000612607j 0.00252494+0.00139858j 0.00251534-0.000227432j -0.000396761-0.000543869j 0.00450047-0.000122228j 0.000680963+0.000853591j 0.000689038+0.00183583j 0.00108784-0.000398507j 0.00100011+0.00142125j -0.00170214+0.000968864j -6.45587e-05+0.00148784j -0.00399924-0.00156024j 0.00145673-0.000231365j -0.000683176-0.0029132j -0.00135072+0.00109906j 0.00312176+0.00323646j 0.0011227-0.000893755j 0.000508819+0.0020636j 0.000264358-0.000691087j 0.00138098-7.3311e-05j 0.00122647-0.00118216j 0.00398285+0.0016744j 0.000241016+0.00108959j -0.0020973-0.000550569j 0.000526341+0.000982746j 0.00121927+0.00219345j -0.00134998-0.005359j 0.00213208-0.000548941j 0.00112364-0.00224077j 0.0057597-0.00638506j -0.00562798+0.0042624j -0.000806816+0.00529048j 0.00564706+0.000885148j 0.000772901-0.00112291j 0.00133186-0.00118621j 0.0043286+0.00291609j -0.0028822+0.000201132j 0.00476651+0.00595075j -0.00207125-0.00573963j -0.00239023+0.00507102j -0.000634368+0.00296647j -0.00753426+0.0112352j -0.00465268+0.00499933j 0.0117099+0.00562345j 0.00485052-0.00746919j 0.00381993+0.00660231j 0.00161773+0.00232551j 0.00892298+0.00476209j 0.00577955+0.0048334j 
-0.00189404-0.00182581j 0.00170798-0.00176087j 0.000663062-0.00232384j 0.000423532+0.00223574j 0.000751981+0.000293532j -0.00051025-0.000193733j 0.00147945+0.00120365j 0.00106891+0.00240696j 0.00186408-0.000653243j -0.00289162+0.00211404j 0.000608503-0.0021687j 9.02775e-05-0.000455049j -0.000636314-0.00151844j -0.0037232-0.00131188j 0.00323425-0.00249823j -0.00317269+0.00244833j -0.00162622-0.00165736j 4.67228e-05+0.00289962j 0.00118082-0.00104424j 0.000754529-0.000794314j 0.00599295-0.00181699j -0.00190532-0.00173618j -0.00252742+0.00134149j 0.000525122-0.00160292j -0.00188912-0.00248651j 0.00116847-0.00303214j -0.00107453-0.000821968j 0.0027122+0.00045849j -0.00482977+0.000140111j -0.00175351-0.000870365j 0.000284462+0.000705103j 0.00266019+0.00502024j -0.000481094+0.000562909j 0.00467163-0.00422834j 0.00273185+0.00440958j -0.000222074-0.00310379j 0.00370142+0.00389337j -0.00471376+0.00680639j 0.00167543-0.00255798j -0.0051658-0.000315078j 0.00660454+0.00434684j 0.00707312-0.00480614j -0.00491579-0.00271508j 0.00868703-0.00321713j -0.00807101-0.00105566j 0.00180102+0.0015002j 0.00774317-0.00774287j 0.000215609+0.00624482j -0.0138924+0.00149844j -0.0066275-0.00274941j 0.0023945+0.00868815j 0.00175062-0.000642746j -0.00461081-0.00415022j -0.00739308+0.0052093j 0.00765254+8.25152e-05j -0.00518906-0.00251953j 
0.00439195+0.00294161j -0.000560255+0.00261837j 0.00187473-0.00154395j -0.000670276-0.000728643j -0.001079-0.000470338j 0.000198966-0.00632043j 0.00282918+0.00397795j -0.000846836+0.00230362j -0.0018922-0.00532866j -0.0069544-0.00273153j -0.00229152+0.00720859j -0.00213149-0.00204565j 0.00293367-0.00238755j 0.00116292+0.000269974j 0.00114081-0.00199648j -0.00533939+2.60585e-05j -0.00489504-0.00273445j 0.000429334+0.00353259j 0.00220035+0.00207735j -0.00144037+0.00494817j -0.00245304+0.00085337j -0.00113438-0.00042168j -0.00113541-0.00291237j -0.00277104+0.0014324j 0.00179713-0.00168543j 0.00340757+0.000169875j -0.000270537+0.00279904j 0.00146605-0.000991795j -0.00230631-0.00151451j -2.313e-05+0.00256086j -0.00241894-0.00108806j 0.00826157-0.00715021j 0.00197518-0.00721679j 0.00252646+0.000936414j 0.00242066-0.00551871j -0.00131403-0.00119427j -0.000586357-0.00353558j -0.00237681-0.0053269j 0.00140961-0.00179429j -0.00268014-0.000657553j 0.0017709-0.0106757j -0.00569916-0.00133972j -0.00240391+0.000388513j 0.00479874-0.00678492j 0.00485676-0.0142784j -0.000414829+0.000971622j -0.00697274-0.00845804j 0.0168287-0.00769512j 0.00902761-0.000997702j 0.00881227+0.0129188j -0.00533377+0.0032865j 0.0064857-0.0092482j 0.00104344-0.00101404j 0.0013162+0.000845849j 0.000332322-0.00384187j -0.00401905-0.0053832j 
0.00281338+0.0021333j -0.00156048+0.00168845j -0.00531397+0.00221238j -0.00397849-0.0033473j 0.00391117-0.000502853j -0.00153682-0.000860259j -0.00222272+0.00145399j 0.00204094-0.00636785j -0.0052084+0.00187133j 0.00372679+0.000407035j 0.0033964+0.00507138j 0.00079027-0.00104219j -0.00289791+0.00108317j 0.00197767+0.00169859j -0.000966732-0.00178133j 0.00232625-0.00319927j -0.0010828+0.00257728j -0.00166659-0.00463693j 0.00246095+0.00445783j 0.00415987-0.000812353j 0.00167532+0.00125451j -0.00174172+0.000974626j -0.00747576+0.00183302j -0.00182799+0.00283729j -0.00208852+0.00249025j -0.00309866-0.000198916j 0.00218717-0.00130978j -0.00113068+0.00345692j 0.00245807+0.000138686j 0.000750695+0.00156399j 0.0010971-0.000933701j -0.00299777-0.00564295j -0.00537529-0.000335537j 0.00101743-0.00404801j -0.000175941-0.00363888j 0.000486327-0.00183543j 0.00294136+0.00242041j -0.00319393-0.00430463j -0.00225838-0.0103909j 0.00370429-0.00344507j -0.00285685-0.00398613j 0.00326574+0.000676053j -0.00221755+0.00156654j 0.00225599-0.00275175j 0.000133207-0.00345604j 0.00208042-0.0113448j 0.001586+0.00767535j -0.0171539-0.0101069j -0.0029516-0.0077366j -0.00682036+0.0104233j -0.00325067-0.00162864j -0.00377597-0.00879494j -0.00633679-0.00475497j -0.00180881+0.0020004j 0.00454379+0.00736635j 0.00503062-0.000371813j 
-0.0035417-0.00130312j -0.0024348-0.00473198j -0.00276449-0.000955398j 0.00136898-0.00170522j 0.00261818+0.00071218j -0.00387107-0.00314773j 0.00229765-0.00503564j 0.00700556-0.000624141j -0.0032513-0.00159738j -0.00231645+0.00295178j -0.00118566-0.000350387j -0.00070572+0.00360685j -0.00180949+0.00205518j -0.00355262+0.000240867j 0.00225082+0.00118877j 0.00136875+0.0067188j -0.00569577+0.00326729j 0.00697591+0.00155171j 0.000733305-0.00198013j 0.00250101+0.00450069j 0.00181197-0.000904396j -0.00234771+0.000502006j 0.00271564+0.000659657j 0.00240402-0.000811754j -0.00266991-0.000675227j -0.00229352-0.00211997j 0.00347566+0.000805977j 0.00257511+0.00181564j -0.000817412+0.00139217j -0.00450042-0.00356889j -0.00253752+0.00210947j 0.000418727-0.000958791j -2.48341e-05+0.00280026j -0.000553629-0.00253245j 0.00114701+0.00131708j -0.00229366-0.00024381j -0.00350317-0.00317932j -0.00275624+0.00199661j 0.00176215+0.00364247j -0.00407852+0.00156135j -0.00402278-0.0075964j -0.000164074+0.003297j 0.00143934+0.00452684j -0.00637591-0.0109075j -0.00821969+0.00225716j 0.0114857+0.00867526j -0.00704783+0.00228413j 0.0164701-0.00685775j -0.0123926+0.00395428j -0.00489403-0.00390069j -0.0029036-0.0064473j -0.00467936-0.019487j -0.00986074-0.0109806j -0.00582362+0.0072308j 0.000824719-0.0021164j -0.00489534+0.00397699j 
-0.000406361-0.002771j 0.00275005-0.000395338j -8.63431e-05-0.00489038j 0.00170748+0.00138201j -0.00320339+0.00332347j -0.000657341+0.00197365j 0.00109174+0.00185898j -0.000627226+0.000523586j 0.00302634-0.000843998j -0.000507012-0.00241413j 0.00464567-0.00225148j 0.00233334+0.00127687j 0.000466217+0.00091921j -0.000146298+0.00350583j 0.00335361+0.00283361j -0.00361426-0.00225335j -0.000195505-2.41513e-05j 0.00119978+0.000620445j 0.00373067+0.00321789j -0.00368707-0.00633072j -0.00215319+0.000631961j -0.00211848+0.000199053j 0.00103213-0.0012676j 0.00257308+0.000632545j 0.00598777-0.00248565j 0.00446729-0.00116958j 0.000737531-0.00269009j 0.0066012+0.00147997j -0.0034933+0.000435754j -0.00081468-0.00470318j 0.00635945+0.000353871j -0.00581197+0.00325748j -0.000470388-0.00258592j 0.0019058+0.000146824j -0.00190985-0.0052683j 0.00328631+0.00373337j 0.00782428-0.000726266j -0.000992467+0.000427988j 0.000900096+0.00692726j -0.00339011-0.011578j -0.00117373-0.00131504j 0.0110967+0.0043218j 0.00696237+0.00900948j -0.00131143+0.00635349j -0.0243452-0.00157672j 0.00196091+0.0201961j 0.00082787+0.0101762j -0.00452001-0.00737783j 0.00360254-0.00518873j -0.000650289+0.00834084j -0.00395326-0.0170433j -0.00566741-0.00733628j 0.00468109+0.00337016j 0.00354989-0.000747549j 0.000355753-0.00132225j -0.000323423-0.00118644j 
0.00031948+0.00127597j -0.000751971+0.00121796j 0.006533-0.000900916j -0.00131598+0.00498123j -0.000782982-0.00532659j -0.00497799+0.00071545j -0.00227378-0.00130442j 0.000496378-0.00209923j 0.000885212+0.000552456j 0.000435993+0.000256509j 0.00385785+0.00464325j -0.00140805+0.00279866j 0.00411146+0.00171516j 0.00156881-0.00118949j -0.00349246+0.00383015j 0.00364515+0.00250133j -0.00160926+0.00151741j 0.00061826+2.19139e-05j 0.00273469-0.000119364j 0.00434046+0.00510366j -0.00456789+0.00244962j -0.000759117+0.00285612j 0.00358427-0.00179209j 0.00251305+0.00195j -0.00205488+0.00242214j -0.000901474-0.000285027j 0.000579526+0.00426119j 0.00194632-0.00376276j 0.00423028+0.001714j -0.000341871+0.00231824j -0.000731112+0.00572799j 0.00398259-0.00697547j 0.000892411-0.00168064j 0.00262703+0.00343935j 0.00456107-0.00225881j 0.00155158+0.00787806j 0.000819611-0.00154378j -0.000422255+0.00656798j 0.00151994-0.00324259j 0.000170936-0.00179341j -0.00534553+0.00180205j -6.02033e-05-0.00452173j -0.00239675+0.00424649j -0.00754951-0.00288353j -0.0036562-0.0130081j -0.00754771-0.00394074j 0.0017128+0.00537049j 0.00184777-0.0176013j 0.00617586+0.00524345j -0.00292358-0.00700708j 0.00520202+0.00750931j -0.00807831-0.00731795j 0.00845496+0.000238409j -0.0033463-0.00990266j 0.00353137+0.00211133j 0.00203932-0.00113434j 
-0.0042011+0.0010112j 0.00151241+0.000221426j -0.00219358-0.00437815j 0.00342826-0.00308716j 0.000935775+0.00352119j 0.00206853+0.00133256j 0.00100265+0.000825753j -0.00138583-0.00103236j -0.00135858+0.00145788j -0.00193673+0.00470184j 0.00199429+0.000266839j 0.00560048-0.00157359j 0.00387955-0.00217409j -0.00109586-0.00496095j 0.00402545-0.00777271j 0.00270647-0.000377727j -0.00274201+0.00280053j -0.0045512-0.00371943j 0.00107155-0.00352946j 0.00160572-0.00662657j -0.0028774+0.00189204j 0.00262621-0.00248349j 0.00454637-0.00281574j 0.00310157-9.38926e-06j -0.00728483+0.000145217j -0.00131486-0.000924531j 0.00143223+0.00081189j -0.00621597-0.00736756j -0.00106313-0.00361707j -0.00189059+0.0033844j -0.00273892-0.0105178j 0.00065057-0.00159819j 0.00129599-0.00251076j 0.0032123-0.00206737j -0.00315953-0.00300166j 0.00494751-0.00154631j -0.00830617+0.00237063j 0.00173142-0.00707416j 0.00306321-0.00287619j -0.0056999+0.00404928j 0.00425167+0.00684839j 0.00209616+0.00406864j 0.00414742-0.00898295j 0.0105935+0.00730791j -0.00257832-0.00331696j 0.0120738-0.00776536j 0.0090051-0.00750915j -0.00811375-0.0170395j -0.00587231-0.00906318j -0.00097468-0.00853665j -0.00109294-0.00180869j -0.00443651-0.0097971j 0.00147604+0.0058726j 0.00222405+0.00311667j 0.00130076-0.00418769j 0.0025552+0.00112809j 
-0.00302398-0.00189373j -0.00322731-0.000978121j 0.00430591+0.00212546j 0.000859293+0.00384223j 0.000638945-0.00234241j -0.000153399+0.00237828j -0.00131863-0.00157326j 0.00151805-0.000477561j 0.00341182+0.00191251j 0.00121219-0.00130416j -0.00624129-0.00250006j -0.00189738+0.00300279j -0.00271109-0.000329747j 0.000805186-0.0020796j 0.00447373+0.00475865j 0.0036494-0.00266668j 0.000210615+0.00128034j -0.000881987+0.00237432j -0.000542632+0.00381311j -0.00136993-0.00147236j 0.00302884+0.00112629j -0.000616374-0.00104473j -0.00209767-0.0008705j -0.00198933-0.00419979j 0.00181106-0.00335153j 0.00392338+0.0027548j 0.000378588-0.00190972j 0.00223095+0.000549565j -0.00175866-0.0126963j 0.00359136-0.00189236j 0.00093138+0.00182429j -0.000549966+0.00487451j 0.00874248+0.00380711j 0.00221009+8.82552e-05j 0.00203536+0.0054924j 0.00858141+0.0032318j -0.00318706+0.000242401j -0.00272823-0.0022711j 0.00422678+0.00112038j -0.0103806-0.00386956j -0.00465899+5.27397e-05j -0.00379205+0.00749794j 0.00437031-0.0101572j -0.00835682+0.0160043j 0.010018-0.0213708j -0.0043368-0.00595204j 0.0159133+0.0139229j 0.00689169+0.0204376j 0.00276283-0.00483706j -0.00418623-0.00445683j -0.00311527-0.00934084j 0.00174475-0.00724845j -0.0061685-0.00254955j -0.00370734-0.000715412j 0.0100641+0.00102914j -0.00188612-0.00130392j 
-0.00371715-0.00222026j -0.00111361-0.00640245j 0.00218139-0.00146051j 0.000787299+0.000737759j 0.00149525-0.000122567j 0.00072766+0.000296796j 0.00110918-0.00127775j -0.000209746+0.0032272j -3.24483e-05-0.00141603j -0.0014854+0.00149732j -0.00387477-0.00437421j -0.00244376-0.00238426j 0.0016745-0.00158407j -0.000172603-0.00293854j 0.00196628-0.00141799j 0.0036883+0.00341311j 0.00136516+0.00108321j -0.00181855+0.000365871j -0.00302146+0.000489143j 0.00323001+0.00290485j 0.00428937+0.00207806j -0.00283587-0.000198014j -0.0016327+0.00241474j -0.00411269-0.00473941j -0.00456892-0.00140719j 0.000212046-0.00113477j -0.00121613-0.00307177j -0.00220464+0.000495405j 0.00563552+0.00118256j -0.000770355+0.000173335j -0.00272854+0.000462178j 0.00283546-0.00123841j 0.00638496-0.00267681j 0.00392467-0.006941j -0.00341204-0.00124731j -0.000446807+0.000663696j 0.00220779-0.0055522j 0.00952595-0.00031276j 0.00167641+0.000219614j -0.00236076+0.000524537j 0.000514973-0.00393149j -0.0139353-0.00594812j -0.00568841-0.000653562j -0.0112571+0.00130589j 0.010519+0.0138237j 0.00510396+0.000440239j -0.00451929-0.00660035j 0.00179867+0.00231648j 0.0128991+0.00802152j -0.000185719+0.00724275j -0.000240675-0.00173288j 0.0100494+0.00614415j -0.00430453+0.00354186j 0.00202912+0.00487745j -0.00210224-0.00561316j -0.00831669+8.17176e-05j 
0.00193395+0.0021738j 0.00192854+0.00490324j 0.00146717+0.00311928j -0.00219282-0.00148866j 0.000120547-0.0026643j -0.00156036-0.0031638j -0.0013587+0.00038386j 0.00183318-0.004654j 0.000447602+0.0032114j 0.000287609-0.00185518j -0.00096566+0.00220559j -0.00058384+0.00419905j 0.00228976+0.00154257j -0.00374487+0.00495202j -0.0034587-0.00188233j -0.00182325-0.00477048j 0.00183062+0.00208408j 0.000635882+0.000372274j -0.00323331-0.00690133j -0.00379083-0.00343369j -0.00184644-0.00473022j -0.00204042+0.0039078j 0.000784283-0.0029393j -0.000917873+0.00451054j 0.00153869+0.006238j 0.00331446-0.000489048j -0.000481399+0.0034962j -0.00253322-0.00112991j -0.00244304-0.00367089j -0.00259389-0.00119576j -0.00346261+0.00245821j -0.000427901+0.000500046j -0.00229615-0.00866556j 0.00147427+0.00341972j 0.00311737-0.000517929j 0.00189058-0.00851006j -0.000858331+0.00654139j 0.00211453-0.00373721j -0.00835472+0.00286033j 0.00657023+0.00483019j -0.00598572+0.00844012j -0.0041475+0.0047884j -0.0074106+0.0106229j 0.00566361+0.0123319j -0.00544958-0.00547724j 0.000343411+0.00306484j -0.00316645-0.00450398j 0.0104046-0.00572665j -0.0123346-0.0102279j -0.00590687-0.00824311j -0.00602562+0.00401604j 0.00394364+0.0042828j -0.0137692-0.000828727j -0.00565583+0.00260396j -0.000234247+0.00191293j 0.0019234+0.00240793j 
3.93104e-05+0.000139708j 0.00153882+0.00171199j 1.89397e-05-0.00262336j 0.00272321+0.00117961j 0.00027957+0.00185507j 0.00377873+0.000969966j 0.00327087-0.000360121j -0.000554479+0.00512524j -0.000173602-0.000967664j 0.00173815+0.00125682j -0.00177903+0.00100999j -0.00262761+8.80819e-05j -0.00365534-0.00190538j -0.000596792-0.00315635j -0.00190514-0.00638793j 7.5919e-05-0.00814177j -0.00171522-0.00101447j -0.00147445+0.00107754j -0.00138727-0.000348524j 0.00163507+0.000201462j 0.00343175-0.000311269j 0.00131032-0.00265968j 0.00370674-0.00197166j -0.00265178-0.000974149j -0.00140886+0.00414167j 0.00219516+0.00672704j -0.0045059-0.0007921j -0.000770952+0.00341737j -0.000793279-0.000497544j -0.00459997+0.00242859j -0.00914308+0.00158203j 0.00913122+0.00123788j -0.00632238+0.00145337j -0.00133821+0.000512639j -0.00258131-0.00429726j 0.00490311-0.00321683j -0.00124554+0.000175709j -0.00920029+0.00730646j -0.00471055-0.00580382j -0.000889341-0.00403933j -0.00137798+0.00485279j -0.00188546+0.0157057j -0.013397-0.00193789j 0.00144693+0.00673578j -0.00246537-0.0122625j -0.00881817-0.00691939j -0.0110547+0.00653776j -0.00710592+0.000909283j 0.00270661-0.00721278j 0.00058364-0.00428385j 0.00653516-0.0112364j -0.00490319-0.00509241j 0.00925113-0.00130438j 0.00690442-0.00335012j 0.00248567-0.00291958j 0.00332378-0.00256825j 
0.00024126+0.000656962j -0.00311418-0.000423846j -0.00203648+0.000826338j -0.000123451-0.00152708j -0.000351859+0.000247226j -0.000423578+0.00264345j -0.00190968-0.005716j 0.0028271+0.00092096j -0.00259817-0.000905406j 0.00142645+0.00457617j -0.00262701+0.0021521j -0.00418729-7.02686e-06j -0.00196914-0.0012799j 0.00319867-0.000714226j -0.000110181+0.00300273j 0.00515654+0.00376512j -0.0039948-0.000219457j 0.000594127-0.00417447j -0.00454899-0.000592334j -0.00139534+0.00654074j 0.00088681+0.00377749j 0.000214968-0.0064622j -0.00657235-0.00395608j -0.000464711+6.76682e-05j -0.00367431+0.00148733j 0.0025684-0.00408756j -0.000203587-0.000674331j 0.00169914+0.000939393j -0.00748933+0.00661774j -0.00426106+0.00313924j 0.00233778+0.00160853j 0.00797817-0.00537837j 0.00112523-0.00333982j 0.0105682-0.00379172j 0.00470082+0.00854886j 0.0041431+0.00864861j 0.00707476+0.00214932j -0.00469848-0.0059754j 0.0105944-0.00341278j -0.000712171+0.00485439j 0.00793408+0.00364824j -0.000991569+0.0015695j -8.41796e-05+0.00159609j 0.00402196+0.00414836j 0.00134835+0.00368317j 0.0209303-0.00894167j -0.00802435+0.00246841j 0.0065274-0.00830589j 0.00157186-0.00197093j -0.00842939-0.0153947j -0.000438709-0.00262065j -0.00418877+0.00603136j -0.00678991-0.00362109j 0.000575959+0.000262768j 5.46894e-05+0.00774745j 0.00258433+0.00142761j 
0.00221508+0.000445902j 0.00069544+0.000951186j -0.000785127+0.00137815j -0.00151283-0.00130102j -0.00131798-1.88383e-05j -0.00382925+0.000848677j -0.00195964-0.00186225j 0.00235621+0.000603897j -0.00164329+0.00342007j 0.00164834+0.00196276j 0.00126707+0.00438611j -0.00311249-0.00390535j 0.00176501+1.67192e-06j 0.00570417+0.00838583j -0.00347257+0.00500641j 0.00187168+0.00128574j -0.000611206+0.00325873j -0.00174537-0.000846452j -0.0044576+0.00306016j 0.00340708-0.00319787j -0.000378268+0.00594388j 0.00126275+0.00187917j -0.00131824+0.00541223j -0.00124227-0.000486229j 0.00106857+0.00795368j 0.00386718+0.00387399j 0.00238669-0.00025775j 0.00184763+0.00541457j 0.000888704-0.00548882j -0.00411502+0.00678823j 0.00328365+0.0134691j -0.00316129-0.00669905j -0.00522102+0.00677418j 0.000152838+0.000425924j -0.00656672+0.00286051j -0.00586947-0.000725868j -0.00589971-0.00394653j 0.00385588+0.000354691j 0.00257976+0.00190894j -0.00422545-0.00721291j -0.0105827+0.0112614j -0.00475804+0.0130008j 0.0120657+0.00464564j 0.011078-0.00181085j 0.0142679-0.00375057j 0.000261349+0.00146208j 0.000700478+0.0193021j -0.010107-0.00414686j 0.00362743+0.00287699j 0.00642103+0.00198839j -0.0037321-0.00106297j -0.000927744+0.0043767j -0.00459024+0.00396908j 0.00171543+0.00239204j -0.00034793-4.31131e-05j 0.000632331-0.00386655j 
-0.00125479+0.003546j -0.00233121-0.00110725j 0.00213666+0.000856066j -0.000802312-0.00073932j 0.00264723-0.00348239j -0.00274418-0.000829662j -0.00144436-0.00271286j 0.0016725-0.00499915j -0.00375208-0.00294055j -0.000866076-0.000186275j 0.000245334+0.00392831j 0.00180647+0.00120045j 0.00382985+0.00317579j 0.0040828+0.00211481j -0.000689883+0.000712646j 0.00601227+0.00329696j 0.00356861+0.00427501j 0.00432073-0.00264482j 0.000813508-0.000276394j 0.000446612-0.000222648j -0.0043551+0.00145719j -0.00216147+0.00590762j 0.00465538-0.00419066j -0.000147243-0.0016921j -0.00134575-0.00199133j -0.00621903-0.000940515j -0.00264396-0.00337725j -0.00174985-0.000199385j 0.00307216-0.00345252j -0.00385563-0.00960915j -0.00500999+0.00308955j -0.000489584+0.000102155j -0.00326715-0.00322739j -0.00363033+0.00287724j 0.00276692-0.00403843j -0.00344238+0.00506217j -0.00847673+0.00555115j 0.00307744+0.00238055j 0.00121916+0.00468067j 0.00597093+0.00375032j -0.00479779+0.00600315j -0.00154306+0.00178307j 0.00410966-0.00555582j -0.00114533+0.0167182j 0.00428586+0.0123334j 0.00837647+0.010047j 0.0119215+0.00294512j 0.000896378-0.0161668j 0.00315566+0.00108696j -0.00354884-0.00216716j -0.00436367+0.00173813j -0.00117032+0.00767885j -0.00326046+0.00249568j -0.00277822-0.000184353j -0.0060331+0.00359333j 0.00696827+0.003688j 
