0.038166+5.06672e-14j 0.0694875+2.59678e-14j -0.0705848+4.60061e-16j 0.213623-1.70816e-16j 0.0899743+8.1799e-16j -0.175608-4.28801e-15j 0.165095+2.71862e-15j 0.406243-9.63494e-14j 0.265296+2.87379e-14j 0.0332557-2.21865e-14j 0.186415-7.26776e-15j -0.0989029+5.90277e-16j 0.0403127-7.50534e-15j -0.184143+1.54196e-14j 0.382717-8.44327e-15j -0.14771-1.31485e-14j 0.00362404-2.72248e-15j -0.106107+2.29698e-16j 0.0818664+1.55216e-14j 0.171023+6.92099e-17j 0.0267717-3.59258e-15j -0.259744-8.45186e-14j -0.276446-1.45171e-14j 0.0648002-2.6955e-14j 0.269649-3.98842e-15j 0.212461+8.90821e-15j 0.151662+4.68019e-15j -0.0700434+2.4656e-15j 0.140833-2.5444e-14j -0.0505858+3.70916e-13j 0.0233468+1.81514e-13j 0.137035+5.99406e-15j -0.0417959+2.47974e-14j 0.0197943+1.84217e-15j -0.0270895-5.99879e-17j 0.0257354-3.61324e-16j -0.016425+2.51963e-16j 0.024588-2.24897e-16j -0.0107269+1.70936e-16j -0.00460907-4.34152e-17j -0.00473969+1.10516e-16j 0.00644385-2.59169e-16j -0.00232031-8.77444e-15j 0.00169366-9.28649e-17j 0.000139396-3.24933e-17j -0.000352926-2.30696e-16j 0.000981582-2.3182e-16j 0.00106524-5.15287e-17j -0.00132594-5.44112e-17j -0.000644912-1.50493e-16j 0.000638555+8.48977e-16j -0.00564697-2.75023e-16j 0.000872553+1.44634e-17j -0.000321634-5.48869e-17j -0.00307756+3.42631e-16j 0.00134288-5.65179e-16j 0.00128316-6.50117e-16j -0.000989403-3.43724e-16j -0.0024372-1.1799e-16j -0.00130387-3.3118e-17j -0.0013934-2.18966e-16j -0.00737259-1.00137e-16j -0.00125042+9.28353e-17j 0.0143213+4.96343e-17j -0.0265258-5.81224e-16j -0.0184368-1.72836e-16j -0.0192882-3.965e-18j -0.00613935-1.78388e-16j 0.0302373+5.39945e-16j 0.0148905+5.48075e-16j -0.0183304+1.04003e-14j 0.0134049-3.09215e-14j 
0.00021265+3.11532e-16j 0.000448192+1.7382e-16j -0.000245733-2.88039e-18j 0.000743672+1.2881e-17j 0.000248327+3.04043e-18j -0.000524731-1.74294e-17j 0.00047062+1.1049e-17j 0.00105568-2.49813e-16j 0.000703467+8.05938e-17j 4.02528e-05-6.34645e-17j 0.000465065-1.87648e-17j -0.000225299+2.68707e-18j 0.000125732-1.82416e-17j -0.000474207+3.95608e-17j 0.000998254-2.20819e-17j -0.000361723-3.34895e-17j -4.40973e-06-4.89296e-18j -0.000221904+3.65717e-18j 0.000227172+3.88186e-17j 0.000412508-5.75412e-19j 4.53028e-05-9.79379e-18j -0.00064384-2.08205e-16j -0.00067692-3.26924e-17j 9.05833e-05-6.05892e-17j 0.000624158-9.37687e-18j 0.00052601+2.09221e-17j 0.000429959+1.91361e-17j -6.75189e-05+1.8389e-17j 0.000449639-3.34718e-17j -6.07001e-05+5.68133e-16j 6.72414e-05+3.96892e-16j -2.87193e-05-6.66196e-18j 0.000268898-1.36015e-16j 2.45031e-05-1.31998e-17j 0.00016236+1.62499e-17j -0.000374084-1.83307e-17j 0.000107652+6.26056e-18j 0.000119032+4.65037e-18j 0.00030369+2.75607e-17j -0.000212712-1.26648e-17j 3.02816e-05+1.32939e-17j 0.000566313+2.40831e-17j 4.59341e-06+1.73958e-17j 0.000482028+1.16465e-17j -6.79703e-05+7.31851e-18j -0.000127282-2.10187e-17j -1.32195e-05-1.80741e-17j -9.65921e-05+1.49818e-18j -0.000165579-3.90941e-17j 0.000167383-1.48391e-17j 0.000245752+1.26879e-16j -0.000750452-1.08927e-16j 0.000230375+7.17604e-18j -0.00018797+1.72689e-17j -0.000153113+1.84893e-17j 0.000111373+1.60981e-18j 0.000122689-9.71108e-18j -2.12597e-05-1.21123e-17j -0.000502445-3.34625e-17j -0.00011893+1.68042e-17j 0.000380445+3.18335e-17j -0.000172469-1.32513e-17j 0.000252653+1.65613e-17j 0.000329143+1.80264e-17j -0.000180098-1.25047e-17j -0.000358467-2.26622e-17j -0.000461201-2.79056e-17j -8.25273e-05-7.23689e-18j 0.00051581+3.94604e-17j 0.000259187+2.48858e-17j -0.000386482+1.72917e-16j 0.00023864-5.68825e-16j 
-9.00931e-18-7.50342e-18j -2.33113e-17-1.76749e-17j -4.0268e-20+4.17304e-18j 1.25499e-19-1.26275e-17j 7.39897e-18-1.05043e-18j -9.90659e-18+4.68467e-18j 1.18826e-17-2.91155e-18j 4.0827e-17-4.31889e-19j 2.50701e-17-1.20689e-18j 8.56821e-18+3.00095e-18j 2.09258e-17+1.07496e-18j -1.35295e-17-1.98057e-18j 1.67706e-18-1.42233e-18j -1.89945e-17-8.79276e-20j 3.80421e-17-6.51243e-19j -1.73487e-17-1.29778e-18j 1.92947e-18+9.0555e-19j -1.67571e-17-3.42744e-18j 6.59377e-18-1.03621e-18j 2.08007e-17+1.91735e-18j 5.43755e-18+1.56754e-18j -2.96288e-17-1.77174e-18j -3.2476e-17-2.43298e-18j 1.53203e-17+5.04848e-18j 3.57661e-17+4.74857e-18j 2.43063e-17+1.49049e-18j 1.11843e-17-2.51867e-18j -2.00005e-17-7.45592e-18j 4.6824e-18-5.65241e-18j -1.30932e-17-4.5996e-18j 1.60242e-18-4.57032e-19j 5.73341e-17+2.51637e-17j -4.69348e-17-2.4784e-17j 5.03836e-18+1.75044e-18j -2.90705e-17-1.52793e-17j 5.25033e-17+2.89741e-17j -1.86687e-17-9.86988e-18j -3.77041e-18-3.6524e-18j -3.86114e-17-2.17953e-17j 2.226e-17+1.3207e-17j -5.29848e-18-2.7966e-18j -6.15637e-17-3.61512e-17j -1.43572e-18-6.96198e-19j -5.38973e-17-3.14147e-17j 7.74929e-18+4.494e-18j 1.42691e-17+8.31126e-18j 1.88385e-18+1.03615e-18j 1.13547e-17+6.53367e-18j 1.82203e-17+1.06647e-17j -1.92023e-17-1.11181e-17j -2.75673e-17-1.60544e-17j 8.27229e-17+4.83972e-17j -2.57342e-17-1.50033e-17j 2.11513e-17+1.23079e-17j 1.61179e-17+9.54734e-18j -1.20775e-17-7.0968e-18j -1.33821e-17-7.8512e-18j 2.01613e-18+1.23018e-18j 5.59151e-17+3.26312e-17j 1.29484e-17+7.60044e-18j -4.36165e-17-2.52581e-17j 1.66139e-17+1.00909e-17j -2.90939e-17-1.68291e-17j -3.1607e-17-1.92149e-17j 9.91839e-18+7.33955e-18j 3.33022e-17+2.04445e-17j 4.45958e-17+2.70566e-17j 6.91915e-18+4.38498e-18j -4.64563e-17-2.87885e-17j -2.34633e-17-1.45173e-17j 3.65155e-17+2.23051e-17j -2.17237e-17-1.34183e-17j 
-4.97921e-05-7.034e-17j -9.9339e-05-3.82107e-17j 7.10903e-05+2.18544e-19j -0.000215148-1.87901e-18j -8.13822e-05-8.62369e-19j 0.000164538+4.72415e-18j -0.000151458-2.99433e-18j -0.000358121+8.48515e-17j -0.000235871-2.61882e-17j -2.27468e-05+2.04169e-17j -0.000161578+6.40093e-18j 8.26744e-05-7.05381e-19j -3.85222e-05+6.42167e-18j 0.000161717-1.35215e-17j -0.00033791+7.45629e-18j 0.000127065+1.14807e-17j -1.22712e-06+2.09909e-18j 8.58782e-05-6.7419e-19j -7.42225e-05-1.34782e-17j -0.000146223+6.67256e-20j -2.01472e-05+3.24876e-18j 0.000224545+7.2862e-17j 0.000237799+1.20557e-17j -4.6052e-05+2.24696e-17j -0.000226813+3.42562e-18j -0.00018358-7.52031e-18j -0.000138798-5.14482e-18j 4.54532e-05-3.95736e-18j -0.000136056+1.77245e-17j 3.45253e-05-2.70713e-16j -2.15164e-05-1.49374e-16j -6.60419e-05-1.85356e-18j -1.68753e-05+6.40306e-18j -1.36167e-05+9.541e-19j -9.24082e-06-2.44315e-18j 4.00623e-05+3.09959e-18j -6.9135e-06-1.12413e-18j -2.95214e-05-5.85259e-19j -3.77259e-05-4.23973e-18j 3.26279e-05+1.964e-18j -1.88354e-06-1.97785e-18j -8.38846e-05-3.67646e-18j 5.33787e-07+2.00757e-18j -6.94598e-05-1.94177e-18j 9.60093e-06-9.77312e-19j 1.8293e-05+3.19687e-18j 1.37883e-06+2.70156e-18j 1.32e-05-1.17775e-19j 2.42407e-05+5.70368e-18j -2.34887e-05+2.07114e-18j -3.52976e-05-1.86591e-17j 0.00010968+1.61527e-17j -3.32292e-05-1.18711e-18j 2.69129e-05-2.29923e-18j 2.33631e-05-2.70549e-18j -1.65358e-05-1.4842e-20j -1.81155e-05+1.63163e-18j 3.53161e-06+1.9125e-18j 7.27457e-05+5.16698e-18j 1.75912e-05-2.29399e-18j -5.34247e-05-4.68481e-18j 2.83155e-05+2.04356e-18j -3.53129e-05-2.58206e-18j -5.41664e-05-2.79364e-18j 3.92029e-05+2.15445e-18j 6.04454e-05+3.52937e-18j 7.55003e-05+4.25897e-18j 1.48856e-05+1.16745e-18j -8.88745e-05-6.19582e-18j -4.45029e-05-3.97517e-18j 6.43775e-05-2.9693e-17j -4.08188e-05+9.66269e-17j 
3.605e-17+5.59475e-19j 6.62618e-17+1.31789e-18j -6.51557e-17-3.11153e-19j 1.97192e-16+9.4154e-19j 8.23871e-17+7.83231e-20j -1.61211e-16-3.49301e-19j 1.51326e-16+2.17093e-19j 3.71313e-16+3.22028e-20j 2.42629e-16+8.99886e-20j 2.9922e-17-2.23759e-19j 1.70187e-16-8.01519e-20j -9.0073e-17+1.47676e-19j 3.70619e-17+1.06053e-19j -1.68266e-16+6.55612e-21j 3.49847e-16+4.85584e-20j -1.34782e-16+9.67656e-20j 3.17039e-18-6.75202e-20j -9.64306e-17+2.55559e-19j 7.49754e-17+7.72629e-20j 1.5599e-16-1.42963e-19j 2.42205e-17-1.1688e-19j -2.3709e-16+1.32106e-19j -2.5225e-16+1.81409e-19j 5.84291e-17-3.76428e-19j 2.45677e-16-3.54066e-19j 1.93924e-16-1.11135e-19j 1.3899e-16+1.87799e-19j -6.28446e-17+5.55933e-19j 1.29583e-16+4.21459e-19j -4.55094e-17+3.42958e-19j 2.14069e-17+3.40775e-20j 1.21299e-16-1.87627e-18j -3.43241e-17+1.84796e-18j 1.78156e-17-1.30517e-19j -2.23692e-17+1.13926e-18j 1.89928e-17-2.16038e-18j -1.34684e-17+7.35924e-19j 2.30402e-17+2.72333e-19j -6.39853e-18+1.62511e-18j -6.27481e-18-9.84746e-19j -3.89456e-18+2.08522e-19j 1.15352e-17+2.69553e-18j -2.01168e-18+5.19104e-20j 6.45446e-18+2.34236e-18j -5.74539e-19-3.35085e-19j -1.62067e-18-6.19709e-19j 7.3518e-19-7.72582e-20j -4.70398e-20-4.87168e-19j -2.87745e-18-7.95191e-19j 1.1472e-18+8.28994e-19j 3.0911e-18+1.19706e-18j -1.27197e-17-3.60862e-18j 3.14077e-18+1.11869e-18j -2.21632e-18-9.17711e-19j -4.30364e-18-7.11875e-19j 2.33565e-18+5.29156e-19j 2.3989e-18+5.85406e-19j -1.09631e-18-9.17254e-20j -7.32396e-18-2.43307e-18j -2.37867e-18-5.66709e-19j 2.67175e-18+1.88331e-18j -8.31355e-18-7.52403e-19j 1.48586e-18+1.25482e-18j 1.60887e-17+1.43271e-18j -2.53869e-17-5.47256e-19j -2.00418e-17-1.5244e-18j -2.18525e-17-2.01741e-18j -6.29534e-18-3.26956e-19j 3.21289e-17+2.14655e-18j 1.58751e-17+1.08245e-18j -2.02351e-17-1.66313e-18j 1.43459e-17+1.0005e-18j 
-5.52267e-05-7.18733e-17j -0.000101297-3.36906e-17j 0.000100329-1.60059e-18j -0.000303643+3.10843e-18j -0.000127094-9.12933e-19j 0.000248548+5.00123e-18j -0.000233389-3.18485e-18j -0.000573039+1.36005e-16j -0.000374393-4.032e-17j -4.63441e-05+3.06468e-17j -0.000262716+9.99227e-18j 0.000139122-3.71402e-19j -5.71214e-05+1.09128e-17j 0.000259696-2.17232e-17j -0.000539898+1.20679e-17j 0.000208086+1.88501e-17j -4.94257e-06+3.5962e-18j 0.000149013+4.61121e-19j -0.000115656-2.16272e-17j -0.000240851-5.4856e-19j -3.74663e-05+4.69701e-18j 0.000366008+1.19505e-16j 0.000389442+2.09999e-17j -9.04525e-05+3.66946e-17j -0.000379423+4.47416e-18j -0.000299373-1.28962e-17j -0.000214371-6.08273e-18j 9.73988e-05-1.83524e-18j -0.000199681+3.68474e-17j 7.04884e-05-5.17254e-16j -3.30131e-05-2.55014e-16j -0.000188584-1.42222e-17j 5.43306e-05-2.65739e-17j -2.75914e-05-2.79825e-18j 3.53598e-05+3.5508e-18j -3.08985e-05-6.23135e-18j 2.13266e-05+1.94479e-18j -3.5359e-05+1.12971e-18j 1.10682e-05+4.65774e-18j 8.96121e-06-2.95479e-18j 6.16373e-06+3.55947e-19j -1.58238e-05+8.73897e-18j 3.14282e-06+1.20516e-17j -8.24174e-06+7.52525e-18j 6.40698e-07-1.1235e-18j 2.04627e-06-1.41918e-18j -1.19136e-06+2.92405e-19j -2.85069e-07-1.51548e-18j 3.85709e-06-2.00561e-18j -1.16189e-06+3.05781e-18j -3.89178e-06+1.128e-18j 1.69815e-05-9.90199e-18j -4.02597e-06+3.4931e-18j 2.74678e-06-3.08999e-18j 6.11934e-06-2.99044e-18j -3.21622e-06+2.46283e-18j -3.27254e-06+2.89972e-18j 1.62464e-06+3.27068e-19j 9.51707e-06-7.25919e-18j 3.25504e-06-1.98445e-18j -2.74074e-06+5.97408e-18j 1.22783e-05-2.1215e-18j -1.37194e-06+3.70825e-18j -2.37785e-05+4.3225e-18j 3.8779e-05-8.06999e-19j 2.98121e-05-4.39095e-18j 3.22448e-05-6.14652e-18j 9.47582e-06-7.17822e-19j -4.80099e-05+5.68163e-18j -2.37061e-05+2.42374e-18j 3.00086e-05-2.18117e-17j -2.14061e-05+5.28235e-17j 
3.33148e-06-7.91639e-19j -2.28101e-06-4.58413e-18j -2.63404e-05+1.46139e-18j 7.9723e-05-3.95449e-18j 4.24533e-05+1.08556e-19j -7.73803e-05-4.9841e-19j 7.58514e-05+3.25667e-19j 0.000200646-4.77346e-17j 0.000129108+1.31892e-17j 2.27391e-05-9.67677e-18j 9.47186e-05-3.43187e-18j -5.31858e-05-1.8735e-19j 1.70421e-05-4.11017e-18j -9.15393e-05+7.67113e-18j 0.000188518-4.2565e-18j -7.59799e-05-6.79733e-18j 3.68103e-06-1.49619e-18j -5.97687e-05-8.609e-19j 3.84604e-05+7.70554e-18j 8.88344e-05+4.48403e-19j 1.65415e-05-1.45755e-18j -0.000132547-4.35943e-17j -0.000142209-8.25287e-18j 4.26467e-05-1.37879e-17j 0.000143652-1.33491e-18j 0.000108505+4.9461e-18j 7.00045e-05+9.49322e-19j -5.02542e-05-1.63002e-18j 5.81152e-05-1.79486e-17j -3.46612e-05+2.36575e-16j 1.06323e-05+9.98058e-17j 0.000120313+1.00826e-17j -7.22737e-05+3.56438e-17j 1.34603e-05+3.6537e-18j -4.52126e-05-4.75113e-18j 7.30191e-05+6.89871e-18j -2.8673e-05-2.24278e-18j 4.60335e-06-1.41931e-18j -5.06448e-05-7.1586e-18j 2.51771e-05+3.83694e-18j -8.16694e-06-2.17779e-18j -7.19793e-05-9.3763e-18j -2.59888e-06-9.94424e-18j -6.44864e-05-6.76606e-18j 9.4144e-06-2.9975e-19j 1.71081e-05+4.02649e-18j 2.64165e-06+2.44306e-18j 1.41152e-05+8.10867e-19j 2.15194e-05+7.02996e-18j -2.34399e-05+9.87046e-20j -3.30682e-05-1.9235e-17j 9.78401e-05+2.25123e-17j -3.07663e-05-3.40215e-18j 2.54347e-05-4.125e-19j 1.83268e-05-6.89458e-19j -1.40915e-05-1.85103e-18j -1.56899e-05-4.97192e-19j 2.06729e-06+1.56411e-18j 6.66473e-05+9.76794e-18j 1.51582e-05-1.09384e-18j -5.32153e-05-8.63567e-18j 1.73263e-05+3.36365e-18j -3.56163e-05-4.91525e-18j -3.28522e-05-5.53922e-18j 2.10268e-06+2.40679e-18j 3.33674e-05+6.268e-18j 4.66949e-05+8.20079e-18j 6.07271e-06+1.54934e-18j -4.48643e-05-9.60673e-18j -2.28012e-05-5.29222e-18j 3.72893e-05-1.1199e-17j -2.12528e-05+4.93578e-17j 
-1.21576e-17+2.59321e-18j -2.75732e-17+6.10852e-18j 9.33621e-18-1.44222e-18j -2.82529e-17+4.36411e-18j -6.1167e-18+3.63034e-19j 1.55079e-17-1.61904e-18j -1.2557e-17+1.00624e-18j -2.17765e-17+1.49262e-19j -1.54741e-17+4.17104e-19j 2.33136e-18-1.03714e-18j -8.26763e-18-3.7151e-19j 2.47562e-18+6.84491e-19j -4.03005e-18+4.91562e-19j 9.48652e-18+3.03881e-20j -2.08464e-17+2.25072e-19j 5.94673e-18+4.48516e-19j 1.03792e-18-3.12961e-19j 8.91e-19+1.18453e-18j -5.67449e-18+3.58119e-19j -6.32336e-18-6.62643e-19j 7.27404e-19-5.41747e-19j 1.11487e-17+6.12321e-19j 1.1124e-17+8.40845e-19j 3.46015e-18-1.74477e-18j -7.63194e-18-1.64112e-18j -9.06328e-18-5.1512e-19j -1.1324e-17+8.70462e-19j -6.44859e-18+2.57679e-18j -1.50051e-17+1.95349e-18j -3.59343e-18+1.58964e-18j -1.83712e-18+1.57952e-19j 2.6947e-17-8.69666e-18j -3.14006e-17+8.56542e-18j 1.33919e-18-6.04958e-19j -1.92894e-17+5.28056e-18j 3.79157e-17-1.00135e-17j -1.25163e-17+3.41106e-18j -6.2314e-18+1.26228e-18j -2.89717e-17+7.53252e-18j 1.81351e-17-4.56437e-18j -3.54198e-18+9.66514e-19j -4.93189e-17+1.2494e-17j -8.2227e-19+2.40608e-19j -4.26534e-17+1.0857e-17j 6.08184e-18-1.55314e-18j 1.12797e-17-2.8724e-18j 1.35272e-18-3.58097e-19j 8.79718e-18-2.25806e-18j 1.45193e-17-3.68577e-18j -1.50307e-17+3.84245e-18j -2.1786e-17+5.54845e-18j 6.58699e-17-1.67262e-17j -2.03741e-17+5.18519e-18j 1.66933e-17-4.25366e-18j 1.30966e-17-3.29959e-18j -9.68579e-18+2.45268e-18j -1.07048e-17+2.7134e-18j 1.71843e-18-4.25154e-19j 4.43405e-17-1.12775e-17j 1.03662e-17-2.62674e-18j -3.41505e-17+8.72928e-18j 1.40571e-17-3.48744e-18j -2.27372e-17+5.81618e-18j -2.67821e-17+6.64074e-18j 1.13283e-17-2.53657e-18j 2.86628e-17-7.06569e-18j 3.76663e-17-9.35086e-18j 6.26164e-18-1.51546e-18j -4.05841e-17+9.94942e-18j -2.04468e-17+5.01723e-18j 3.11783e-17-7.70872e-18j -1.88802e-17+4.63741e-18j 
-2.33197e-05-3.34981e-17j -5.77755e-05-1.18809e-17j 6.0933e-06-1.58225e-18j -1.84332e-05+4.7042e-18j 8.52507e-06+5.5249e-19j -6.58454e-06-1.99662e-18j 1.18869e-05+1.22877e-18j 5.4944e-05-1.28966e-17j 3.23514e-05+3.17368e-18j 1.60857e-05-3.46067e-18j 3.00713e-05-1.70059e-18j -2.13365e-05+1.05643e-18j 1.87567e-07-4.22653e-19j -2.59879e-05+2.26942e-18j 5.08295e-05-6.9026e-19j -2.55298e-05-1.11904e-18j 3.96084e-06-1.4947e-18j -2.7862e-05+1.45385e-18j 7.44985e-06+3.14226e-18j 3.11421e-05-1.0267e-18j 9.71191e-06-1.37295e-18j -4.29458e-05-1.31667e-17j -4.77961e-05-1.6713e-18j 2.82944e-05-9.24647e-18j 5.56865e-05-3.82274e-18j 3.52856e-05+8.11058e-19j 1.15151e-05+4.92505e-19j -3.82127e-05+2.09205e-18j -1.95323e-06-8.02279e-18j -2.46011e-05+1.52439e-16j 1.50812e-06+4.36155e-17j 0.000115126-9.69286e-18j -0.000100409+6.95113e-17j 9.43794e-06+3.64498e-18j -6.20863e-05+5.64096e-18j 0.000114163-1.42046e-17j -3.9956e-05+4.93614e-18j -1.0514e-05+9.90365e-19j -8.46749e-05+7.149e-18j 4.97617e-05-5.2976e-18j -1.13333e-05-1.4621e-18j -0.000137072+1.686e-17j -2.98024e-06-1.08314e-17j -0.000119657+1.70849e-17j 1.71706e-05-4.73527e-18j 3.16703e-05-2.18741e-19j 4.09116e-06+3.69177e-18j 2.50838e-05-4.59316e-18j 4.05168e-05+2.95265e-18j -4.25215e-05+1.07132e-17j -6.11818e-05-2.09159e-17j 0.000183919-3.81247e-18j -5.71378e-05+7.80076e-18j 4.69278e-05-1.22454e-17j 3.60083e-05-1.0474e-17j -2.68975e-05+3.68735e-18j -2.9785e-05+6.94428e-18j 4.55709e-06+1.98318e-18j 0.000124196-1.25526e-17j 2.88251e-05-9.10243e-18j -9.65904e-05+7.98302e-18j 3.74843e-05-3.20316e-18j -6.44015e-05+6.67383e-18j -7.13377e-05+7.79718e-18j 2.43158e-05-2.01067e-18j 7.54571e-05-7.51659e-18j 0.000100573-1.02942e-17j 1.58798e-05-1.12702e-18j -0.000105658+8.92306e-18j -5.33303e-05+3.46513e-18j 8.25728e-05-4.94705e-17j -4.93429e-05+1.27003e-16j 
-4.66403e-18-3.278e-18j -1.14921e-17-7.72159e-18j 1.37162e-18+1.82306e-18j -4.1496e-18-5.51654e-18j 1.44283e-18-4.589e-19j -8.46658e-19+2.04658e-18j 1.91179e-18-1.27196e-18j 9.73713e-18-1.88678e-19j 5.66743e-18-5.27249e-19j 3.06687e-18+1.31102e-18j 5.41986e-18+4.69615e-19j -3.92974e-18-8.65245e-19j -6.49757e-20-6.21369e-19j -4.62576e-18-3.84127e-20j 8.99056e-18-2.84507e-19j -4.62796e-18-5.66955e-19j 7.66685e-19+3.95605e-19j -5.18975e-18-1.49733e-18j 1.25268e-18-4.52688e-19j 5.66843e-18+8.37628e-19j 1.83477e-18+6.84806e-19j -7.75662e-18-7.74017e-19j -8.66453e-18-1.06289e-18j 5.37865e-18+2.20551e-18j 1.02272e-17+2.0745e-18j 6.37548e-18+6.51147e-19j 1.87286e-18-1.10033e-18j -7.30817e-18-3.25725e-18j -7.37932e-19-2.46935e-18j -4.69109e-18-2.00941e-18j 2.36496e-19-1.99662e-19j 2.22045e-17+1.09932e-17j -1.95622e-17-1.08273e-17j 1.79871e-18+7.64709e-19j -1.20928e-17-6.675e-18j 2.22968e-17+1.26578e-17j -7.78493e-18-4.31182e-18j -2.12146e-18-1.59562e-18j -1.65586e-17-9.52163e-18j 9.75868e-18+5.76969e-18j -2.20796e-18-1.22174e-18j -2.68652e-17-1.57933e-17j -5.77899e-19-3.04146e-19j -2.3442e-17-1.37241e-17j 3.36293e-18+1.96328e-18j 6.20431e-18+3.63091e-18j 7.98879e-19+4.5266e-19j 4.91061e-18+2.85435e-18j 7.93955e-18+4.65907e-18j -8.32726e-18-4.85713e-18j -1.19856e-17-7.01363e-18j 3.60393e-17+2.11431e-17j -1.11941e-17-6.55444e-18j 9.19278e-18+5.37692e-18j 7.06087e-18+4.17092e-18j -5.27193e-18-3.10036e-18j -5.83736e-18-3.42993e-18j 8.95115e-19+5.37425e-19j 2.4333e-17+1.42555e-17j 5.64939e-18+3.32038e-18j -1.89161e-17-1.10344e-17j 7.36084e-18+4.40837e-18j -1.26115e-17-7.35206e-18j -1.40094e-17-8.39436e-18j 4.82978e-18+3.20641e-18j 1.48267e-17+8.93153e-18j 1.97485e-17+1.18201e-17j 3.12595e-18+1.91565e-18j -2.0772e-17-1.25768e-17j -1.04836e-17-6.34213e-18j 1.62202e-17+9.74436e-18j -9.69884e-18-5.86201e-18j 
1.11611e-06-6.82665e-18j 3.82712e-06-1.99798e-17j 2.27572e-06+4.95218e-18j -6.88834e-06-1.50271e-17j -4.81005e-06-1.30418e-18j 8.20985e-06+5.78866e-18j -8.38588e-06-3.59854e-18j -2.36459e-05+5.09701e-18j -1.50282e-05-2.97339e-18j -3.29361e-06+4.78722e-18j -1.14199e-05+1.74004e-18j 6.68955e-06-2.4204e-18j -1.72951e-06-1.2639e-18j 1.08452e-05-1.01992e-18j -2.21672e-05-3.0842e-19j 9.24826e-06-8.00415e-19j -6.17654e-07+1.32909e-18j 7.75939e-06-4.11118e-18j -4.34062e-06-2.21415e-18j -1.08934e-05+2.31648e-18j -2.27206e-06+2.11094e-18j 1.60346e-05+3.0908e-18j 1.73104e-05-1.97974e-18j -6.06041e-06+8.0156e-18j -1.79471e-05+6.06326e-18j -1.31341e-05+1.23715e-18j -7.77337e-06-3.14473e-18j 7.44477e-06-8.90113e-18j -5.73637e-06-4.46512e-18j 5.02554e-06-3.88499e-17j -1.16563e-06-1.33236e-17j -1.92954e-05+2.97433e-17j 1.35368e-05-3.76219e-17j -1.94441e-06+1.50249e-18j 8.423e-06-1.8183e-17j -1.44683e-05+3.49116e-17j 5.37795e-06-1.19093e-17j 1.90603e-07-4.29564e-18j 1.0377e-05-2.5843e-17j -5.63608e-06+1.57703e-17j 1.52886e-06-3.04089e-18j 1.57898e-05-4.34283e-17j 4.4752e-07+8.42428e-19j 1.39502e-05-3.80291e-17j -2.01803e-06+5.71066e-18j -3.69633e-06+9.56796e-18j -5.20999e-07+7.65608e-19j -2.98457e-06+8.0342e-18j -4.69178e-06+1.18882e-17j 5.01019e-06-1.40009e-17j 7.14253e-06-1.59984e-17j -2.13133e-05+5.59674e-17j 6.65872e-06-1.81227e-17j -5.4856e-06+1.55538e-17j -4.08926e-06+1.21632e-17j 3.0951e-06-8.5478e-18j 3.436e-06-9.79112e-18j -4.92114e-07+1.19311e-18j -1.44507e-05+3.89022e-17j -3.32263e-06+9.78536e-18j 1.13779e-05-2.98959e-17j -4.08031e-06+1.19533e-17j 7.59984e-06-2.0088e-17j 7.75309e-06-2.29543e-17j -1.72589e-06+8.6783e-18j -8.0615e-06+2.43369e-17j -1.09687e-05+3.2239e-17j -1.60083e-06+5.16896e-18j 1.11007e-05-3.40874e-17j 5.61878e-06-1.70798e-17j -8.89986e-06+3.09394e-17j 5.21444e-06-2.89632e-17j 
