-0.0122166+0.0812254j 0.085733+0.0150075j -0.0223654+0.0405073j 0.0322247+0.0304653j -0.00981371+0.00142165j 0.000609594+0.0124354j -0.017356+0.00615598j -0.0134462+0.0228753j 0.00416465+0.0152126j -0.0225637+0.00211352j -0.0117083-0.0019657j 0.00304832+0.00800878j -0.00965835-0.00706878j 0.000356331-0.00269704j 0.000733019-0.00351956j -0.00734536+0.016434j -0.000828631-0.000260196j 0.0109159+0.00238065j -0.00628646+0.0134634j 0.0160252+0.00502309j -0.00144829+0.00923205j 0.00701768+0.01724j -0.0107057+0.0264701j -0.00552344-0.00484304j -0.0178409-0.0212844j -0.00142861+0.00242045j -0.0251579-0.00353094j 0.00830119+0.0212541j 0.00595144+0.00980381j 0.00319361-0.0117619j 0.0111196-0.0111972j -0.0141048-0.000196625j -0.00907963+0.0138199j 0.00464082+0.0040742j -0.00656836+0.0100355j -0.0351113-0.000766357j 0.00219662+0.0166769j -0.00607815+0.019932j 0.0211561+0.00396574j -0.027974-0.0206744j 0.0223485-0.0101122j -0.00592235-0.0115526j 0.0128448-0.0265873j 0.000418343+0.0141201j 0.00728796-0.00682623j 0.0250479+0.0011426j 0.00480284-0.0064874j 0.0104894+0.00146957j -0.0267498+0.00875553j -0.0127717-0.0179121j 0.016821+0.00309166j 0.0114903-0.00878678j 0.0212844-0.00881278j -0.00951123-0.00103369j -0.0105436+0.0156908j 0.00366724+0.0378157j -0.00571817-0.00509895j 0.000703965+0.0027219j -0.00329543-0.00167937j 0.0143646-0.0212616j -0.00313037+0.00952736j -0.00804824-0.00364574j -0.011128-0.0181976j -0.0103997-0.0250117j -2.59735e-05-0.000295288j -0.00121649-0.000679404j 0.00209865+0.00255937j -0.0165249-0.0319267j 0.00667454+0.0166585j 0.000918661+0.00974288j 0.00172413-0.0181376j -0.00557256-0.00936669j 0.00032203+0.0153505j -0.00149626-0.0123016j 0.00509905+0.0129903j -0.0124474+0.00991776j 0.0107698-0.0401507j -0.0144593-0.000985168j 0.0175538-0.00433663j -0.00196049+0.0125986j 0.0187246-0.00415653j 0.0256671+0.0114314j 0.0334649-0.0153106j -0.00627021-0.000939671j 0.00470027-0.0107251j -0.00049231+0.00364902j -0.00229448-0.00829148j -0.0195193+0.00620586j -0.00981761+0.0256176j 0.000948431+0.00450069j 0.00971727-0.00229099j -0.037921+0.0300137j 0.0227018+0.04447j 0.0895634+0.0159411j -0.0162086+0.0866667j 
0.00909679-0.091375j -0.102214-0.0105451j 0.0589157-0.00705604j 0.00393773-0.0652458j 0.0293254+0.0181134j 0.0137827-0.0211731j 0.0256433-0.00610144j 0.0132293-0.0434498j -0.00120623-0.0050591j 0.00377129+0.0122177j 0.00497307+0.0178144j -0.00265695+0.000674462j 0.00293605+0.00834859j -0.000665511+0.0141453j -0.00829147-0.00996441j 0.00998331-0.00773132j 0.0118999+0.0113167j -0.0209722-0.0039759j 0.00652833-0.0125175j -0.00182486-0.0139161j -0.00154887+0.00256655j 0.000355549-0.0399872j 0.0083355+0.00933222j -0.00706728+0.0152849j -0.013125+0.0209372j 0.00555208-0.00720989j -0.0199362+0.0243576j -0.00662392+0.00917686j 0.0293124-0.0201032j -0.0311121-0.0162076j -0.016544-0.00364353j -0.00344346+0.00907904j -0.0153098-0.0289723j 0.0135448+0.010172j 0.0223301+0.0276374j 0.0297424-0.00536559j 0.000339487-0.0122038j 0.00267612-0.0260127j -0.0436253+0.0160248j -0.00408018+0.00665455j -0.028083-0.0110884j 0.0353777+0.025321j 0.016111+0.0222868j -0.00834195-0.000731023j -0.0131733+0.0121097j -0.0312894+0.0012403j -0.0238418-0.0079891j -0.0633305-0.0111564j 0.0440223-0.00416418j 0.0127516-0.00453554j 0.00115332+0.0113063j -0.0128942+0.0138534j -0.0432124+0.0171612j 0.00519661+0.0140596j -0.00822945+0.0113596j -0.00859374+2.09392e-06j 0.0179012+0.00559974j -0.010948+0.011316j 0.0261845-0.00550854j -0.0102975+0.0232968j 0.00353336-0.0557223j -0.0128086+0.00695871j 0.00963587+0.0625266j 0.0248697+0.0453113j -0.00457829-0.0153381j 0.0071032+0.00455561j -0.0192757+0.0153657j 0.0154866+0.0266053j -0.0220135-0.024773j 0.0101372-0.025059j 0.00848544+0.0275717j -0.00424457+0.00449679j -0.0069146-0.0495631j 0.0451604+0.0185681j 0.0183452-0.0375155j 0.00254184-0.00590051j -0.0245763+0.0807445j -0.0136008-0.00709696j -0.0256782+0.00782478j -0.0201119+0.00244098j -0.0179749+0.0450115j -0.0496191-0.0192048j -0.0584983+0.0470538j 0.00420491-0.0149323j 0.00577116+0.015141j -0.00464751+0.00363537j -0.0362652+0.0132171j 0.0214987+0.0327251j -0.012004-0.0334548j -0.0603079-0.00484471j -0.0165295+0.0669086j 0.0171443-0.032501j -0.028459-0.0602427j -0.11188+0.00491795j -0.00292581-0.106902j 
-0.0604279-0.020565j -0.0180534+0.0504939j 0.0120993+0.0311637j 0.0388074+0.00105597j 0.00907253+0.0441802j 0.0424314+0.0153661j 0.0330466+0.0053153j -0.0202122+0.00982302j 0.0352566+0.0266724j -0.0176539+0.0646199j 0.0114104+0.0258845j 0.0427011+0.00402676j -0.0133663-0.0100388j -0.00579461-0.000801342j 0.0280286-0.00098077j 0.00519884+0.0171481j 0.0108779+0.0146663j 0.0017183-0.00571874j 0.0270296+0.0444948j 0.025753-0.00314024j 0.0132169+0.0339665j 0.0459873-0.0197817j 0.0595751-0.00273j 0.0477111-0.0293784j -0.0115751+0.0363351j -0.0418975-0.0394133j 0.0204028+0.00689573j 0.0286481-0.0401256j 0.0328319+0.0195598j -0.0435421+0.0380114j 0.0388243-0.0386765j -0.018791-0.00915891j 0.0328286+0.0203766j -0.00860158-0.00844604j -0.0149889-0.0131187j -0.0387226-0.0216022j -0.00151926+0.0756624j -0.0428762+0.00395065j -0.00309569-0.096106j 0.0104521-0.031016j 0.0550841+0.0274698j 0.00293015-0.0290536j -0.0705024-0.0162819j -0.0552369+0.0240648j 0.00114811+0.0201146j -0.0559817+0.0510523j 0.0063416-0.00515772j 0.025691+0.00974965j -0.0330637+0.00301622j -0.0379657-0.0301703j -0.06817+0.00224464j -0.0329113-0.00927646j -0.00763858+0.0337829j 0.0104248-0.0354414j 0.017324+0.0312114j 0.0169081-0.0243759j 0.00152573+0.00700071j -0.0403708-0.0281224j 0.00666874-0.0497104j -0.00651811+0.0219107j 0.0193185+0.0631262j 0.0331427-0.00318196j -0.034153-0.0157781j 0.0691856-0.0583191j -0.00387578+0.0467592j -0.018209+0.0195362j -0.0366544-0.0276674j -0.00655592+0.0985991j -0.00858428-0.0132223j 0.0479007+0.0142758j 0.0177496-0.0130896j -0.0239724+0.0211352j -0.0496125+0.0651927j 0.0144415+0.019313j 0.0235378+0.0337395j 0.0376004-0.0304246j 0.0620103+0.0544537j -0.00313973-0.0506696j 0.0875336+0.0294671j 0.024663+0.0158576j -0.0428859-0.0463937j 0.00661561+0.00331535j -0.0509654+0.0630319j 0.00921077+0.00630171j 0.0491039-0.0298214j 0.0128264+0.0465328j -0.103254-0.0169549j 0.00903173+0.115296j 0.0468338-0.0527274j 0.0713087+0.0090193j 0.0178578-0.0624166j 0.05366+0.0498211j 0.0668003-0.0416948j -0.0159844+0.0549308j -0.0711481-0.0119015j 
0.0126163-0.0666917j -0.0738391-0.00755992j 0.0507123-0.057653j -0.0458444-0.0568559j 0.00825505-0.0053406j -0.00456384-0.0102334j 0.024691+0.0188897j 0.0118979-0.0123714j 0.0202336-0.0265282j 0.00250414-0.0142617j 0.011502+0.0274953j -0.0260321-0.00291113j 0.0080821-0.00919458j -0.00464541+0.0078051j 0.00498793-0.000165487j 0.00266806-0.0152703j -0.00966967+0.00135209j 0.00304063-0.00856109j 0.00274805-0.0192454j -0.0167694-0.0173543j -0.000380252-0.0191384j -0.0204131-0.0291984j -0.0042483-0.0105823j 0.00875264-0.00343191j 0.0138725+0.0163205j 0.00444733-0.0147101j 0.0103501+0.0141896j 0.00862391-0.0180433j 0.0139425-0.022057j -0.0195407+0.00966245j -0.00451451-0.00740373j 0.000167609-0.00120525j 0.0143138-0.0174207j 0.011318+0.00526047j 0.0176713+0.00958544j 0.0286593+0.0244003j -0.0184796+0.0178044j 0.025507-0.00164492j -0.0111001-0.00841866j -0.00465735+0.0231211j -0.00142819+0.0202385j 0.022646+0.00860424j -0.0311917+0.0154901j -0.0188872-0.041737j -0.01935+0.0320471j -0.0490655-0.0332309j -0.022278-0.00112318j 0.0126933-0.0263145j 0.053696+0.0204173j -0.0370759+0.00463903j -0.0102521-0.00544205j -0.0212979-0.00284805j -0.00442756-0.0153115j 0.0150452+0.0193379j 0.0108973+0.0158487j -0.0233685-0.0260714j 0.000899848+0.00514018j 0.001968-0.00197985j 0.000226582+0.0293043j -0.00938226-0.0120649j 0.0212698-0.0117123j 0.0149835+0.017529j 0.00674097+0.0183258j -0.0153188+0.0410809j 0.00351859+0.0221498j -0.0121957+0.00644991j 0.00719121-0.0289708j 0.0182981+0.0886367j 0.0251872-0.0467499j -0.040559-0.0205119j -0.00695492+0.0205389j 0.0250761+0.0366285j 0.00644173+0.00927761j -0.0219421+0.00926391j 0.00708313-0.0289289j 0.0323602-0.0237515j -0.028148+0.0469223j 0.0352769-0.00330315j -0.0193763-0.0145853j -0.00760861-0.0344452j -0.0243458-0.0142708j -0.0470135-0.000173711j -0.0347434+0.0121442j -0.00412136+0.00533457j -0.030445+0.024803j 0.00550728+0.00306625j 0.00307167-0.00410722j -0.0350983-0.0375957j -0.039796-0.037191j 0.0164294-0.022685j -0.0188303-0.00733125j 0.0171071-0.0471718j -0.058396-0.0145255j -0.100151+0.0156527j -0.00451998-0.087284j 
0.000679083-0.0246085j -0.0276727+0.00250628j 0.0186019-0.0138862j -0.0154039-0.0161237j 0.00756952+0.0010589j -0.00636287-0.00400841j 0.00019148+0.0174361j 0.0188817-0.021113j 0.0133897+0.00150548j -0.010212-0.00357725j 0.00355096-0.00539197j -0.0111865-0.00565183j 0.0147743+0.00639497j -0.00837526+0.0116154j -0.00900441-0.0104402j -0.00292473-0.0168838j -0.0111998-0.0146174j 0.00210482-0.0252987j 0.00360391-0.0101533j 0.000920608-0.00366732j -0.0144845+0.00467845j -0.00837355+0.000507051j 0.00586056-0.0113468j 0.022754-0.014241j 0.015382-0.00512947j 0.00553727-0.0160885j 0.021962+0.0328715j 0.0100179-0.0115695j 0.00099364+0.000681989j 0.00466757+0.014855j -0.00899034+0.0167516j 0.00289004+0.00421115j -0.00370319-0.00141553j 0.0210171-0.0134424j 0.0067361-0.00602109j 0.0117079+0.0117449j 0.0111624+0.00872173j 0.0157048+0.00906415j -0.00553659-0.00158632j 0.0196582+0.00068363j -0.00961261-0.00727466j 0.0103914+0.0283836j -0.0103962+0.0104781j -0.0195289-0.00949458j -0.00765281+0.0173595j 0.000447978-0.0318808j -0.00336905-0.00205826j 0.0167654-0.0124702j 0.0364505+0.0144684j -0.027842+0.00163118j -0.0197249-0.0200289j -0.00632956-0.0200189j -0.0108245-0.00758753j -0.0167418-0.00890067j -0.00412347-0.00911949j -0.00854268-0.0101379j -0.00650518-0.000226095j 0.0199786+0.00652924j 9.54044e-05+0.0190523j 0.000177428+0.0014762j 0.0157567-0.0141008j 0.000410548+0.00836015j -0.00698032+0.00290711j -0.0131557+0.00100292j 0.00311315+0.00189297j 0.00585706+0.0182767j 0.014854-0.0193725j 0.00123479+0.0466183j 0.0241161-0.0128059j -0.0174703+0.0142153j -0.00345457+0.0262106j 0.0190526+0.0277996j -0.00399967+0.0117028j -0.0109184-0.00809637j 0.010297-0.00223047j 0.00812275-0.000627145j -0.00451314+0.0155819j 0.0227259-0.00263673j -0.0129241-0.00747836j -0.00368724-0.0201797j -0.0323486+0.0125047j -0.0255792-0.0146823j 0.00365454-0.0040139j -0.0304849+0.00999815j -0.00559274+0.0132948j -0.00932553-0.0074713j 0.0098748+0.014839j -0.00703724-0.019024j -0.00686116-0.00367733j 0.0290679-0.00137677j 0.00200269-0.0210344j -0.0106011-0.0058137j -0.0241627+0.00316233j -0.0408201+0.00795184j -0.00627484-0.0365165j 
0.00308276-0.00308922j -0.00156628-0.00612809j 0.0130412+0.00173323j 0.00334593-0.0115853j -0.0152358-0.00269177j -0.0060173+0.00277231j 0.00167487+0.0208502j 0.016825+0.00565616j -0.00309605-0.0163755j -0.00654584-0.00138179j 0.00291609+0.00587973j -0.0069514+0.000570531j -0.00771136+0.00939039j 0.011766-0.00616559j -0.00304228+0.0242997j -0.00132723+0.00184605j -0.0215424+0.00701015j 0.00200269+0.0151791j -0.0215575-0.00686845j 0.00306787+0.00706029j 0.0112491-0.00730106j 0.0146084+0.0245328j 0.0046222+0.0227124j -0.00173859+0.0135272j 0.0146463-0.00985156j 0.0071706-0.0145272j 0.00243768+0.0165416j 0.00154072-0.00314684j -0.00778513-0.000168822j 0.00350095+0.00661641j 3.17657e-06-0.00391435j 0.0094432-0.015482j -0.00517209-0.0146168j 0.0185799-0.0071476j 0.0170383-0.0121745j -0.0172557-0.00925257j -0.00435171+0.00273702j 0.00130153-0.00241091j -0.00103545+0.00731928j 0.0102211-0.00853957j 0.000702048-0.00631245j -0.013998+0.0180477j 0.0137117-0.00273961j -0.0194904-0.000123025j 0.00526286-0.00631883j 0.00670607+0.00983033j 0.0221801+0.000593865j -0.00662097+0.0125735j -0.00292935-0.00622385j -0.00845064-0.00807619j -0.018597-0.0104409j -0.00123451-0.00878813j -0.0198315-0.00303835j -0.00213522-0.0168737j -0.00483613-0.0158538j -0.00651514+0.0150925j 0.00280037+0.0117698j -0.00192023+0.00305487j 0.00251441+0.00907016j -0.00324095+0.0115998j 0.00145069-0.000798856j 0.00308596-0.0120744j 0.00094291-0.00493391j 0.0197394-0.00750869j 0.0117699-0.0156775j 0.00464593+0.0171193j -0.00679407-0.00337375j -0.00570041+0.0180519j -0.00585004+0.0164162j -0.00228639+0.0188535j 0.000799116+0.00610089j -0.00852855+0.00182046j -0.0103631+0.00832198j 0.0214339+0.00905397j 0.0131827+0.00852215j -0.00218301-0.00981173j 0.000876831+0.0139508j 0.0261663-0.0109376j -0.00431652+0.0128377j 0.00123539-0.00415587j -0.0399006+0.00705663j -0.0045468-0.00843962j 0.00114791+0.0188594j -0.0208231-0.00851431j 0.0221077+0.00814215j -0.00136783-0.022354j -0.00742656+0.0162974j 0.0228247+0.0144059j 0.0205202+0.00415951j 0.00516477+0.00300262j 0.00356377-0.00591055j 0.00339976+0.00212219j -0.00152723-0.00446089j 0.0120064+0.00147309j -0.00415578+0.0124161j 
0.00136073+0.00336975j 0.00459139-0.000915094j 0.00719932-0.0099211j -0.00345247-0.00687806j -0.00396354+0.00461688j 0.00415729+0.00767554j 0.00868746-0.000840105j -0.00528079+0.0153274j 0.00610733-0.0124191j 0.0134096-0.00986804j -0.00260658+0.0161306j -0.00659971-0.00764437j -0.00547297-0.0118304j 0.00465714-0.00848719j 0.00930264+0.00599868j 0.00480958+0.0088624j 0.00588323+0.0127323j 0.00920759+0.010974j 0.00809402+0.00449246j -0.00476613-0.00303982j 0.000617132-0.00534988j -0.0138202-0.00973954j -0.0197399+0.00408382j 0.00386558-0.00523739j 0.00208504-0.00891885j -0.0083411+0.0175292j -0.0138128-0.0144202j 0.0064862-0.00653563j 0.0215353-0.0097801j -0.0109136+0.0115702j 0.00598242-0.00173776j -0.0133812-0.0080125j 0.0085852+0.0189456j -0.0082558+0.0117116j 0.00206802+0.0131815j 0.00451394+0.0131507j -0.0133511+0.00538683j 0.0109265+0.0148708j 0.0233852-0.000763311j 0.00686764-0.00237415j -0.00754049+0.014192j -0.00241688-0.0168061j -0.0118407-0.0118007j -0.0114319-0.0187879j -0.00381123+0.00070758j -0.0158069-0.0093619j -0.016159+0.00205175j 0.00942298-0.0100331j 0.000773017+0.00672917j -0.0105174-0.00244886j 0.00222425-0.0049229j 0.00380956+0.00814317j 0.0216314-0.0136957j 0.0130478+0.00479493j 0.0124856+0.0136078j -0.0155735-0.0023351j -0.00988428-0.0062012j 0.00469571-0.0109333j -0.00118985+0.00756803j -0.00138029-0.00359335j -0.00267399+0.00127172j 0.00706147-0.000967533j -0.00941487+0.0126181j -0.0195709+0.00175623j -0.00275904+0.0294117j -0.00347398+0.000330544j 0.00100309-0.00097075j -0.0161811+0.00714328j -0.00132589-0.0171127j -0.0113295+0.00542137j 0.0130839+0.00668469j -0.00237947-0.0103169j 0.0202777-0.00619147j -0.00392231-0.00535611j -0.00960917+0.00140878j -0.0014798-0.0238124j 0.00143812+0.0024903j 0.0157276+0.00510926j 0.00645137+0.00730156j -0.0036548-0.0122885j 0.00715939-0.0144341j 0.000400439+0.00701647j -5.57992e-05-0.017024j 0.0235922-0.00228336j -0.000558771-0.0126922j -0.0157631+0.00750237j 0.001764+0.0162862j 0.00211307+0.00459665j -0.0203431+0.00951028j 0.0119723-0.0128182j -0.0134463-0.00693746j -0.0109149-0.0138933j -0.0131704-0.00207756j -0.00208706+0.00318287j -0.00871236-0.00621411j 
-0.0262605-0.00891288j -0.0104954+0.0292204j -0.00450371+0.0179756j 0.0224431+0.0051546j -0.000791091+0.0149456j 0.0149058+0.00238969j 0.00793867-0.00396243j -0.00740447+0.00441893j 0.0069545-0.0048007j 0.00526243+0.0147489j -0.000508235+0.004936j 0.00176121-0.00669928j -0.011785+0.0113742j 0.0112034-0.00227606j -0.00138463+0.00517439j 0.00334485+0.0187361j 0.000441525+0.00985952j 0.00252706+0.00532325j 0.000640972+0.0179314j 0.00518821-0.00473951j 0.00464035-0.000116614j -0.00924035-0.0203439j 0.0166254+0.00066522j 0.0138456+0.00836326j -0.0143047-0.00761763j -0.00671606+0.00161342j 0.00556268+0.0152049j 0.0108053-0.00285199j 0.0122606+0.00931991j 0.000392796+0.0166786j 0.00192396-0.00228237j -0.000519469-0.00863268j -0.00219916+0.01087j 0.0176225-0.008638j -0.00991896+0.00325064j 0.00479139-0.0104764j 0.0219662+0.0122658j -0.0150123+0.00549909j -0.000662216-0.022423j 0.0147997-0.000962562j 0.0186654-0.011159j -0.00735317-0.00320721j -0.013193-0.00161415j -0.0168893+0.0244367j -0.00859585+0.00935545j 0.0130682-0.00413219j -0.0156446+0.00564314j 0.0141851-0.0221573j 0.020806+0.0142735j -0.00813192-0.00287856j -0.0138867-0.00662254j 0.00869797-0.0196768j 0.00291649+0.00466675j 0.00177999-0.0334097j -0.0034647+0.00254342j 0.0167702-0.0122986j -0.0103269-0.0114312j -0.0118515+0.00838363j -0.00269428-0.0178949j -0.00674837-0.00793288j 0.00756431+0.00190721j 0.00218304+0.00267364j -0.00856303-0.00621909j -0.00268004+0.00714834j -0.0120235-0.00247473j -0.0157943+0.00187649j 0.00584427-0.00792623j 0.00229867+0.0160899j 0.00481198-0.0045976j 0.00316426-0.00208599j -0.00492105+0.00553295j -0.0113319+0.0248445j -0.0242626-0.00280022j -0.0162995-0.012767j -0.00604573+0.00129265j -0.00997607+0.0219712j 0.00172902-0.0123435j -0.00711087-0.00542382j 0.0255417-0.00191523j 0.0108219-0.00499926j 0.0090455-0.0194117j 0.00547076+0.0149228j -0.00777575-0.00397784j -0.0191595-0.00909076j -0.00730285+0.00471805j -0.0185793+0.0234238j -0.0136547-0.0288844j -0.0355119+0.00884566j 0.000575883-0.0178021j 0.0163243+0.0179203j 0.0180954-0.0130028j -0.00132784+0.0258698j 0.0281661+0.00360378j -0.0280393+0.0138092j -0.0150402-0.0299582j 
0.011644-0.0273597j -0.0340734-0.011958j 0.0196386-0.0176926j -0.00284942-0.0210241j 0.013379-0.00513044j 0.00121682-0.00997437j 0.00738916-0.00818567j -0.00463358-0.0153321j -0.00598244+0.000926223j 0.00680394+0.00152696j 0.000311787+0.00867633j -0.000235418+0.00768403j 0.0110751+0.00680469j -0.0032232+0.00392544j 0.00751457+0.000991017j 0.00962329-0.00583813j -0.00612184+0.00644078j -0.0109082-0.00599869j -0.0040017+0.00847889j -0.00624396+0.00120113j 0.00199239-0.0124286j -0.00411309-0.0193258j 0.0185024-0.00352172j -0.00433214+0.0101656j -0.0053916+0.00361491j -0.00616048-0.00595125j 0.0147602+0.00639041j -0.0101105-0.00961598j 0.000198763-0.00581192j -0.012892+0.0219901j 0.00735853+0.0153077j 0.0139436+0.00077828j -0.0040418-0.0176153j 0.0108112+0.0126597j -0.00516765+0.000267131j 0.0199628-0.0006106j -0.00287543+0.0108939j 0.0215075-0.0183361j -0.0275501-0.000220161j -0.00468807-0.000241299j -0.00490723-0.0104612j 0.000617744+0.00679121j -0.00612698+0.0208771j 0.00111009-0.0206948j -0.00152866-0.00248269j -0.007372+0.00410034j -0.00888551+0.00104999j -0.0139238+0.00265753j -0.00372523+0.000995779j 0.0113405+0.0134803j -0.0147031-0.00855875j 0.00104388+0.0117315j -0.0306475+0.0066983j 0.0159263+0.00588366j 0.00367467-0.0194159j -0.00418151-0.0192909j 0.00957085+0.0128332j 0.00527325-0.0134902j 0.00846121+0.0032152j -0.00913253-0.00151651j 0.00644893-0.00817853j 0.00312565+0.00940269j -0.0102374+0.00398742j 0.00695718+0.0193232j 0.00126183-0.00417919j -0.00017672+0.0108328j 0.000143252-0.0158331j -0.00226705+0.00347038j -0.00899935-0.0121416j 0.00468055-0.00788144j 0.00424957-0.0116287j 0.0042938+0.00340808j -0.00220161-0.0131445j 0.00344379+0.0303755j -0.00178439-0.0175007j -0.00296301+0.0028964j -0.000696568+0.0307135j 0.0009209+0.00261155j -0.0127676+0.0072267j 0.00111575-0.00164969j -0.0038013+0.0100763j -0.018425-0.00812905j -0.0329656+0.0155454j 0.00894857-0.00698158j 0.0263234-0.00840468j 0.0261252-0.00337153j 0.0187052-0.00207978j -0.0011514-0.00362601j 0.00374612-0.0250668j -0.00235812+0.00592251j 0.00731748+0.00833841j 0.0124779-0.00844814j -0.029743-0.02117j -0.0339001+0.00110027j -0.00146013-0.0269522j 
-0.000270937-0.0172625j -0.0135985-0.00174101j -0.00242458+0.00529045j 0.00549162+0.00962306j -0.00917901-0.0024601j 0.0135293+0.00163911j -0.00932501-0.000737482j -0.00190123+0.0220735j -0.00371886-0.0182396j -0.00408467-0.0192666j 0.000536574-0.0010543j 0.00242402+0.0177811j -0.00481903-0.00509986j -0.00669277+0.00953746j -0.00402946-0.00617359j 0.00668317+0.000104209j -0.00644643-0.00270335j 0.00249908-0.00576982j 0.00162211+0.0119642j 0.0119317-0.000647227j -0.00375155-0.0110821j -0.00722077+0.0146054j -0.0240304-0.00161942j -0.0179704-0.00880048j 0.00235772+0.000837758j -0.00725614+0.0161373j -0.0107387+0.00814129j 0.0116882+0.0203027j -0.015823+0.00457419j -0.00532403-0.0202732j -0.00177627+0.00189911j 0.00964856-0.00371195j -0.0201054+0.0209481j -0.00846457+0.0113954j -0.00457326-0.000956293j 0.00323803+0.00505958j 0.0047013-0.0141199j -0.00493548+0.0128603j 0.00941585-0.0041341j 0.00982792+0.00421722j -0.0121152+0.0191768j 0.00387878-0.00473679j -0.00281401+0.00160541j 0.00511202+0.0115279j -0.0128784+0.00606258j -0.0196555-0.00781981j 0.00657919-0.0035751j 0.00257927+0.001158j 0.0191796-0.00595252j 0.00300664+0.00142362j 0.0103627+0.00143372j -0.0132642+0.00115566j 0.0212076+0.00793941j -0.00970877+0.00265466j -0.00375009+0.00940791j 0.00360071-0.0071585j -0.0254894-0.0148796j 0.0104078-0.000428418j -0.00514657-0.0036013j 0.0116359+0.0188709j 0.00275543-0.00117824j -0.00276337+0.000980349j 0.0154203+0.0134503j -0.00932978-0.00344449j -0.00871547+0.00457345j 0.00336284-0.00291707j 0.0151597+0.020531j 0.00798771+0.00591111j -0.0122934-0.00626527j 0.00975779+0.00790808j 0.020199+0.0283318j -0.00552308-0.00191437j -0.00167099-0.00916918j -0.0021779-0.0309769j 0.00296903+0.0119134j 0.00252687-0.00672379j -0.00328441-0.00998547j 0.00807791+0.00443003j -0.0148653+0.00142105j -0.00420006+0.00474577j -0.00669758+0.00660432j 0.00935529+0.00213179j 0.00793987-0.00863397j 0.0045262+0.00133833j -0.0241305+0.0136555j -0.0351933+0.0117201j -0.0159907+0.0329438j 0.0456578+0.00159091j 0.00231491+0.0225161j 0.000830076-0.00962156j -0.0100681+0.0013616j -0.0173982+0.00351408j 0.00442688+0.0167638j -0.010585-0.0100997j 0.00700871-0.0144982j 
-0.0113246-0.00865317j -0.00687773+0.0138568j -0.0190795-0.0233174j -0.0273979+0.0174389j -0.00123414-0.00537827j -0.0105758+0.00725507j 0.00882935-0.00809192j -0.0131061-0.00482515j 0.00190365-0.00593277j -5.31046e-05+0.00966886j 0.00850544-0.00306003j -0.00215191+0.00723285j 0.000591883-0.00173852j 0.00616144-0.00053953j 0.00247138-0.00180166j -0.00738828+0.00341099j 0.00387859+0.00242231j -0.00537297+0.00116052j -0.00648104+0.000241875j -0.0161101+0.00988218j 7.4139e-05+0.000651267j -0.0174377+0.0117786j 0.00860344-0.00285723j -0.0102511+0.0137798j 0.00612343-0.0114261j -0.00334838+0.00327622j 0.000225865+0.00407846j -0.00135687-0.000859185j -0.0143088-0.00579411j 0.00892761-0.00444516j -0.00374905-0.00392715j 0.00760571-0.00107188j 0.0010177-0.00741025j 0.00374692-0.00412806j 0.00604272-0.0161774j 0.010582-0.0302215j -0.0022408-0.0206409j -0.0140305-0.00231609j -0.00525392-0.013644j 0.011974+0.00980942j 0.000793413+0.0187064j -0.00142708+0.0030786j -0.0013001+0.0113457j 0.0222974-0.00603943j -0.00505439+0.0173166j -0.00158998+0.00263109j 0.0230245+0.0145995j 0.0119391+0.00488758j -0.0328292-0.0142363j 0.00959045+0.00995273j 0.00933671+0.0133706j -0.0108544-0.0047348j 0.0142965+0.0013533j -0.0119817+0.00348963j 0.000601131+0.00174587j 0.0123048-0.0125249j -0.0154614-0.00662973j 0.00772473+0.00756449j 0.00448905-0.0184777j 0.0166691+0.0145935j -0.00300554+0.0129735j 0.00330866-0.00478661j 0.0133959-0.014918j 0.00893986-0.0169615j 0.0127301-0.0075407j 0.00185614-0.0130845j -0.0136999+0.00642049j 0.0126806-0.00337678j 0.00502735+0.0141735j 0.0090526+0.0011752j -0.0239945-0.0168944j -0.00520434-0.0159299j -0.00927982+0.0203011j 5.94893e-05-0.0140947j 0.00496869+0.0194537j 0.0124193+0.00803052j -0.00284021-0.0301059j -0.00688369+6.90788e-06j -0.00115319-0.0114037j 0.0146648+0.00892404j 0.00211342-0.00955874j 0.0181186-0.0273131j 0.00953504-0.0212457j -0.00332922+0.00594926j -0.0286942+0.000444505j 0.0200962-0.0149369j 0.00227544-0.00333694j 0.00733995+0.00116107j 0.0240779+0.0228544j 0.00720183-0.00394245j -0.00396535-0.0134903j 0.0324344+0.0097841j 0.0129674-0.030082j -0.0157558-0.0234076j 0.0225884-0.0117415j 
