-0.00382496-0.0206169j -0.0361295+0.0297113j -0.0126278+0.0745293j -0.0568508+0.0690908j -0.0644181-0.0118562j 0.127469+0.010468j -0.0237355-0.050502j -0.155684-0.0434449j -0.00134163-0.133848j -0.0232673+0.020449j -0.0863361+0.000173772j 0.0817807+0.212384j -0.0434556-0.259762j -0.218477-0.0364189j 0.120956-0.12474j 0.278404-0.141068j -0.0256191-0.1837j -0.0977779+0.195063j -0.00687729+0.0503295j 0.251851+0.0891993j -0.243402+0.105611j 0.120461-0.0840857j 0.042952+0.122704j 0.0170399+0.0132499j -0.0604426+0.165049j -0.263644+0.116325j -0.234912-0.0448192j 0.0226125-0.0326917j -0.034156+0.032542j -0.000667913-0.0102171j -0.0241248+0.0227579j 0.00249686-0.0152202j -0.0229536+0.0233923j -0.0131862-0.0328341j 0.0210918+0.010372j 0.00764649+0.00833902j -9.99495e-05+0.0489437j 0.0253526+0.00554356j -0.0100326+0.00403108j -0.00542509-0.0304895j -0.072507+0.0130429j 0.0376581-0.00764533j -0.0188872-0.0209095j -0.00302871+0.00342519j 0.00311741+0.0479534j 0.0407404-0.0121569j -0.0107534+0.00987302j 0.028148+0.0221395j 0.0193046+0.0392679j -0.0306342+0.0150376j -0.028908-0.0252216j -0.0290844-0.0333712j 0.0245623-0.0561027j 0.0231876-0.0307594j 0.0301671-0.00322174j -0.0035667-0.0121409j 0.00858706-0.018651j -0.000125393-0.00228849j 0.00775874+0.0110019j -0.0155586-0.0109415j -0.00777235+0.022534j 0.00831343+0.0161476j 0.0173942+0.00327203j 0.00567322+0.00828874j 0.0148481+0.0226948j 0.0403885+0.045974j 0.0406117-0.0383248j -0.00513894-0.0078114j 0.00805773-0.0110435j 
0.00654228+0.00408102j -0.00331374-0.00504496j -0.00752913+0.0144659j -0.0215731-0.013144j 0.00817338-0.00689136j 0.031039-0.00532398j -0.0139544-0.00888816j -0.0203706+0.00123178j -0.00535436-0.0126234j 0.018745-0.0265267j 0.00583491+0.00281918j -0.0129503-0.00911681j -0.0268657-0.0334012j 0.0102606-0.058395j 0.00846254-0.0143662j 0.0219117+0.0365595j -0.0498726-0.011224j -0.0062109+0.00193729j -0.00638058-0.0519612j -0.0149245+0.0150224j 0.0154471-0.0228982j 0.0120991-0.00679765j 0.0140919-0.00445139j -0.0244086+0.00778795j -0.00496016+0.000355024j -0.0101147+0.00487903j -0.0134176+0.00143192j -0.00822282-0.00155538j 0.00277562+0.0018014j -0.017016-0.000257862j -0.00519614-0.00528904j -0.0343487+0.0486539j 0.0349722+0.0633291j -0.0416198+0.00427915j -0.0978975-0.0241076j 0.0172485+0.00418853j -0.0371583-0.0344077j -0.103174+0.0293923j 0.146636+0.0236824j 0.114398-0.0870805j 0.00859867-0.0784348j 0.0125052+0.0636543j -0.224836+0.0293048j -0.0759836+0.108812j 0.0318172-0.255166j -0.18538+0.0353426j 0.0735119+0.166099j 0.0412983-0.289782j 0.062707+0.223248j -0.250621+0.0172424j -0.0276535+0.0968279j -0.153334-0.0826508j -0.107919-0.0298987j -0.0705317+0.0565957j -0.0294915+0.00429559j -0.0723826-0.0313258j 0.419965-0.0518493j 0.130999-0.0544473j -0.0587664-0.125051j 0.0348148+0.0467193j -0.152471+0.144572j 0.200364-0.0632674j -0.0788208+0.0644059j 0.0616521+0.113814j -0.0544487+0.0028291j -0.0195726-0.0207507j -0.0194543-0.0037937j 0.0112285+0.0272937j -0.0253856+0.00467422j 
0.00421362-0.00328768j -0.0107431-0.0130134j -0.0283242+0.0173881j -0.0144126-0.00344897j -8.70314e-05-0.012302j 0.0303522+0.00701767j -0.00500501+0.000131507j -0.0297473+0.0207309j 0.0187716-0.0127236j 0.0262841+9.33432e-05j -0.0172404-0.0375641j -0.00397343-0.0183118j 0.00234001+0.00453109j -0.0556373+0.0249626j 0.0663965+0.00227293j -0.0123533+0.0352583j -0.00236125+0.00631926j 0.0178066-0.00425236j 0.00130162-0.00232285j -0.00324398-0.0428959j -0.00554307-0.0279294j -0.0152953+0.0409028j 0.00237883-0.000132246j -0.000967287-0.00944027j -0.00158659-0.00305284j -0.0107777+0.00252953j -0.0109205-0.000703396j -0.00745215-0.000481594j 0.00553203-0.00123563j -0.0154294+0.00503531j 0.00587572+0.0025777j -0.0876965+0.0303096j 0.0123927+0.024719j -0.0320333+0.0395529j -0.0923897-0.0410715j 0.0158241+0.0815654j -0.0879982+0.00187154j -0.20306-0.00366628j 0.126717+0.030183j 0.00827803+0.12908j 0.114554+0.0252938j 0.154266-0.0587581j 0.359889+0.126176j 0.0403581+0.161037j -0.100803+0.0954388j -0.104712-0.11077j -0.108361-0.19797j 0.161068+0.012862j 0.26244-0.0866206j -0.248457-0.0157575j 0.217206-0.0608425j 0.111938-0.0707591j -0.0925514-0.0408201j 0.0305346+0.0103202j 0.0596283+0.146699j 0.0820779+0.0185101j 0.0356893-0.135297j -0.0569777+0.00858329j 0.0430881+0.000935879j -0.367211-0.0159113j -0.133036-0.220874j 0.0996516+0.0853116j 0.0525281+0.0104541j 0.0996406-0.0664385j -0.0807946-0.0769288j -0.00537045+0.0385505j -0.0357824-0.00377914j 0.00867771+0.00512342j -0.0128771+0.00803492j 
-0.0152659+0.00585857j 0.00489433+0.0382154j 0.0124816+0.0188269j 0.00404431+0.013481j -0.0044063-0.0331219j 0.00137821-0.0416818j -0.0513886+0.00877389j -0.00492785-0.019497j 0.014797-0.0215661j -0.0110741-0.0157741j 0.0262443+0.0124026j 0.0043294-0.00223432j 0.0615497-0.0322032j -0.0468717+0.0302811j 0.0247005+0.0127012j 0.0209594+0.0106169j -0.000393693-0.0085151j -0.0165396-0.00592823j 0.00793071-0.00125698j 0.0142934+0.00802565j -0.0182883+0.0178202j -0.0220846+0.000737205j -0.00565494-0.000619931j -0.00609647+0.0100996j 0.0176918+0.00921251j 0.000687332+0.00731971j -0.00123147+0.000588992j 0.00251018-0.00164978j -0.0056787+0.00115306j 0.0299068-0.00129741j -0.0063783-0.0418792j 0.0166222+0.0512168j 0.0223942-0.0519765j -0.0492365+0.12693j -0.0332188+0.0508003j -0.125834-0.167536j 0.0107415-0.115816j -0.0430218+0.155227j -0.112123-0.105144j -0.105643-0.124626j 0.0978233-0.165486j -0.0273685-0.121266j 0.186692-0.0134889j 0.0718122-0.182722j 0.124278-0.00610072j 0.0852654-0.34376j 0.298001-0.0722396j 0.0777359+0.0334617j 0.0284638+0.0950452j 0.0579926-0.0844196j -0.142371-0.103215j -0.0808419+0.0828443j -0.0626712-0.030861j 0.00694835-0.262851j 0.152471+0.119886j -0.225521+0.14444j 0.0496257+0.0558695j -0.0114737-0.0605119j -0.161396+0.0901057j 0.0220659+0.038528j 0.0263208-0.133975j -0.0186588+0.00967049j 0.0274739+0.0596555j 0.00262981-0.0475233j -0.0319362+0.089973j -0.0272228-0.0594619j 0.00851118-0.000342749j -0.0144837+0.053368j -0.0404123-0.0196489j 
0.00598167-0.00248328j 0.00135181-0.000332245j 0.022665-0.0162112j 0.00169151-0.00334157j -0.00775031+0.0279684j 0.00344506+0.020553j -0.0124826-0.00451604j 0.0268245+0.0532413j 0.027142+0.00603117j -0.013081-0.0527737j 0.00523755+0.00813558j 0.0255401+0.0187563j 0.0373625-0.0130356j 0.000436097-0.0173488j 0.0375015-0.0086097j -0.0518821-0.0545936j 0.00996082-0.00933341j 0.00430174+0.00629837j 0.00640865-0.0310822j -0.000212642+0.0135151j -0.0137278-0.00403601j 0.0129879+0.00406456j -0.00338232+0.00374386j -0.0096154-0.00627591j 0.00203905-0.00779632j 0.00263852-0.000821417j 0.00450864+0.00479584j 0.0029914+0.00113313j -0.00234001+0.00108826j -0.00088771+0.00274595j 0.001982+0.0056416j 0.066212-0.0200302j -0.00539967+0.00832197j 0.0989819-0.0897449j 0.0106144-0.131834j -0.0705696+0.00688253j 0.058564+0.101404j -0.241179-0.0995788j 0.12657-0.276403j 0.0455387-0.0571044j -0.130794+0.0112422j -0.179497+0.107792j 0.073909-0.0381918j 0.0745904-0.178865j 0.121389+0.00596381j -0.0237876+0.0450592j 0.174098+0.0368876j 0.129535+0.122845j 0.166234+0.150389j -0.0339299+0.0309089j 0.12249-0.115665j -0.0780222+0.26786j 0.0342991+0.182201j -0.079965-0.133162j 0.0475463-0.141213j 0.506406-0.138557j 0.0566835+0.110671j 0.0851409-0.0528655j -0.0160483-0.132714j -0.0680707-0.000183946j 0.081021+0.00606636j -0.00556812-0.00906116j -0.00104138+0.0497146j -0.00590999-0.0200855j -0.00195593+0.0260087j 0.0113294-0.0311366j 0.0331299+0.00327141j -0.0125002-0.00201935j 0.00633081-0.0121219j 
-0.0213448+0.00457981j -0.00963475+0.00185133j -0.0650144+0.00827567j 0.00594125-0.039352j 0.0401792-0.00708974j 0.0307691+0.0130355j -0.0179675-0.0435641j 0.0149921+0.00799687j 0.0149761+0.0147506j 0.00488726+0.0053431j -0.0299947+0.031768j -0.00626151-0.000393102j -0.000377093+0.0128097j -0.00584033+0.0255005j -0.0383068-0.0223889j 0.0126445-0.0139642j -0.00628672-0.0350093j 0.0138968-0.023231j 0.0144719-0.00775956j -0.00189029-0.00989884j -0.00618776+0.00415856j -0.0168779+0.00613101j 0.00221538-0.00671633j -0.0138038+0.00375128j -0.000752231-0.0129059j -0.01517-0.00337075j 0.000849292-0.00387413j -0.00929363+0.00013552j 0.00412634+0.00315569j 0.00765192-0.0171601j 0.00295065-0.0292804j -0.158608+0.0396238j -0.09328+0.0821155j -0.190229+0.0299863j -0.0698266-0.0938472j 0.0515363-0.0944209j 0.100679+0.0930099j -0.197889+0.0146704j -0.0266986+0.101792j 0.0617462-0.0395973j -0.0639052-0.0247436j -0.295283-0.112055j -0.115223+0.00832714j -0.0985042+0.282684j -0.155648+0.121378j 0.0308619+0.0925003j -0.102138-0.145556j 0.0450997+0.117827j -0.0891738+0.0922728j 0.126328+0.0262512j -0.00848199-0.283569j -0.0590073+0.0740091j 0.191692-0.198069j -0.211375-0.193272j -0.136421+0.0773452j -0.012856+0.109448j -0.014938-0.0653794j -0.0176292+0.0239945j -0.0692186-0.120725j 0.0230658-0.0112997j -0.0598328+0.0237545j 0.0557534+0.103915j 0.000358559-0.0546297j 0.00725469+0.0321745j -0.00220597-0.0392985j 0.0262447-0.00731616j -0.00487452+0.00757074j 0.00883671-0.0138636j 0.0164433+0.0276971j 
0.0303855+0.0298779j -0.0123645-0.0180201j 0.0299838+0.0833929j -0.0789041+0.0485034j 0.0271179-0.0363797j -0.00390132+0.0389877j 0.00632391-0.00750422j 0.0546277-0.00950799j 0.00327902+0.00879121j -0.00799419+0.031353j -0.0103654-0.00964746j -0.036422+4.16877e-05j 0.00940859+0.0101267j 0.0131117+0.0231788j 0.0108983+0.000292406j -0.00386948-0.00163536j 0.0100374+0.0244334j 0.00765294-0.000686526j -0.00454642-0.0159302j 0.0128052+0.000462438j -0.00070313+0.0123764j -0.00392044-0.00245548j -0.017834+0.0133174j -0.00365437-0.00286983j -0.0148985+0.0168523j -0.00337665-0.000391601j -0.00170429+7.80172e-06j -0.00524208+0.00497296j -0.00146549+0.00140461j -0.0107298+0.0116947j 0.000830392+0.039845j 0.0412847+0.170804j 0.230387-0.0938179j 0.0622501+0.151161j -0.0285392-0.113183j 0.15565+0.0177745j 0.279881-0.119631j 0.0417486-0.114992j -0.189693-0.0912754j 0.103398+0.0829693j -0.120446-0.0619837j -0.213383-0.23446j 0.097544+0.0732068j -0.104388+0.144008j 0.00519837-0.106365j -0.234395+0.0159571j 0.105155-0.206685j -0.122697-0.194093j -0.0679148+0.178019j 0.0814068-0.077882j -0.00373108-0.0843258j 0.0848991+0.0062385j -0.0251777+0.0642413j 0.0995378+0.0254154j 0.0749624+0.11219j 0.00954208-0.0360433j -0.0408302-0.00876339j 0.151516-0.0443414j -0.0936078-0.0519488j -0.0322143+0.0172438j 0.0349477-0.0633176j -0.0432544-0.0941481j -0.0445358-0.104157j -0.0640459+0.0226644j -0.0210796+0.0120438j -0.00823285+0.0493861j -0.0754831-0.02217j 0.0454523+0.00947202j -0.00723752+0.0359027j 
-0.00645177+0.00356078j -0.00953232-0.0237597j -0.070396+0.0254884j -0.0492357-0.0601969j -0.00307895+0.0304997j -0.0543799+0.0250894j -0.0279804+0.0406085j -0.021521+0.00328719j -0.018919-0.0265478j 0.0283244+0.0333888j 0.00270267+0.0478948j -0.00670071-0.00367229j 0.0329038+0.000925667j 0.00737593-0.0133443j 0.00156822+0.00334751j 0.00332791+0.0134228j 0.0118567-0.00684047j 0.00651225+0.0233198j -0.00712959-0.000183936j 0.00485568-0.00307769j -0.001525+0.0103475j 0.00636013+0.00693775j -0.00119775-0.00273921j 0.0027297+0.0020657j -0.0112918-0.000392642j -0.00623162-0.00785524j 0.00237113+0.00506568j 0.00169133+0.00727468j 0.00870703-0.00286386j -0.000409706+0.00642397j -0.0182939-0.00317906j -0.144087+0.0517353j 0.127243+0.182768j -0.0332266+0.0478333j 0.121127-0.105442j -0.112602+0.231804j 0.133616+0.152179j 0.307137+0.122908j 0.0774429+0.0209216j -0.000728941+0.104671j -0.174306-0.0874781j -0.118565+0.330881j 0.262794-0.055548j -0.00554338-0.00619615j -0.184968-0.00609596j 0.210299+0.0858591j -0.0691994-0.0484224j -0.00241878-0.0371326j -0.0361901+0.159193j 0.209763+0.00648838j 0.0323905-0.0711254j -0.0487659-0.0769431j -0.0342382+0.0880768j 0.0313617-0.0416383j 0.0541208-0.0985861j -0.0260096-0.0368435j 0.0792502-0.0507752j -0.0995641+0.00244025j 0.0127572+0.0185537j 0.00151153+0.00376077j 0.030762-0.0128842j 0.0284128+0.0358727j -0.023496-0.0384187j -0.014792+0.0367072j -0.00477323-0.0490518j 0.0267425+0.026382j -0.0351565+0.014063j 0.0296956-0.0233344j 0.0367245+0.0146659j 
-0.00154345+0.00497369j 0.00372621-0.00830097j -0.0203888+0.00806354j -0.0081547-0.0185075j 0.011768-0.00551672j 0.00615409+0.00765662j -0.00061099-0.00548103j -0.00772902-0.00419441j 0.0117659+0.00107133j -0.0011268+0.00638559j -0.00157657-0.000925313j -0.011911+0.00232093j -0.00408893-0.000251548j 0.00517956-0.00239649j 0.00860008-0.00798435j -0.000903257-0.00598987j 0.00644617+0.0101671j -0.00729235+0.00166043j 0.00868496-0.00519955j -0.00248414+0.0161235j 0.00454242+0.00157475j -0.0103534-0.00841987j -0.0106483-0.0111043j -0.00221801+0.00140335j -0.00915358-0.00936956j 0.021003-0.00700687j 0.00682074+0.0178868j 0.00966341-0.00623575j 0.0147937+0.00834173j -0.0152855-0.00243698j -0.00812474-0.00656435j -0.0395519+0.00194037j -0.00262445+0.0522766j -0.0255163+0.0298323j -0.00128332-0.0235553j 0.0470661+0.00720339j 0.0341908-0.0310753j -0.0318097-0.0227169j 0.00841195-0.00105921j -0.0230355+0.0130128j 0.0361282-0.0111257j -0.0398902+0.0216093j -0.0478083+0.0120155j 0.0133287+0.0679965j -0.0132947+0.0321945j -0.0574185+0.00215847j -0.0402537-0.0394016j -0.0179651+0.0310248j -0.0155717-0.0702693j 0.0344374+0.0798437j -0.0415527+0.0638598j 0.0883988+0.0630012j -0.0564429-0.0356803j -0.0404221+0.0786863j -0.0718172+0.0329278j 0.0847571+0.000457179j -0.052225+0.0317655j -0.0595149+0.0605048j 0.0359524-0.0562315j 0.050111-0.00967932j 0.00739543-0.0582228j -0.0627715-0.0336456j -0.0399401+0.00704014j 0.0381905-0.02721j -0.0516467+0.0660535j -0.0725599+0.0094997j 0.0323901+0.0446627j 0.0328661-0.0136676j 0.0149198-0.0246914j 
-0.00124044-0.0148695j -0.00225903-0.000157113j -0.00507175-0.0234734j 0.0187105-0.00440036j -0.000923035+0.0116875j -0.0141308+0.00862233j 0.00589157+0.00484201j 0.00661171-0.00218886j -0.0112612+0.00838032j -0.00376788-0.000325081j 0.00561067+0.00769133j -0.0024963-0.00101347j 0.0120799+0.00222681j 0.00276923+0.000164172j -0.00766692-0.00675347j -0.0122233-0.000992292j 0.0167238+0.00485353j 0.00890198-0.00816626j -0.0159033-0.0112819j 0.00250566-0.005918j 0.0174445-0.00626692j -0.0234694+0.00930886j 0.00134631-0.00196186j -0.00387739+0.000518902j 0.00142716-0.0107309j 0.0133296+0.0127059j -0.0138586+0.00428284j 0.0112881+0.00480091j -0.00808075+0.0119729j 0.00384208+0.000616244j 0.0208798-0.00404972j 0.00150128-0.0513541j -0.0612241-0.0016696j 0.00414208-0.0289654j 0.0524416+0.0161815j -0.0154137+0.0519427j 0.0314699+0.0218553j 0.0329536-0.00831039j -0.0228451+0.00676304j -0.00192494-0.0501208j 0.0144488+0.0669127j -0.048149-0.00188186j 0.00619454+0.0277405j 0.0395955+0.00749263j 0.0653767+0.0242748j 0.051128-0.0160224j -0.0407211+0.0120413j -0.0152369-0.0205689j -0.00381593+0.00454464j -0.0343037+0.0542947j -0.00970303+0.0400871j 0.097615-0.0779039j -0.00850283+0.0632597j 0.119547+0.012141j 0.0402458+0.0791446j 0.0418905-0.0428241j 0.0219389+0.0964628j 0.0107099-0.0237455j 0.0305532+0.0325346j 0.0356783+0.00552639j 0.0511945-0.0338779j 0.0185752-0.0491368j 0.0243687-0.044546j -0.0237377+0.0472407j -0.0914328-0.0624978j -0.0209356-0.0502847j -0.0623368+0.00263569j -0.029411+0.0367665j 0.0242607-0.0319413j 
0.00172738+0.000990267j -0.00846256-0.0028268j -0.0171853+0.00603863j -0.00503604-0.00559272j 0.00488573-0.00758135j 0.0105383+0.0027659j -0.00536029+0.00327494j -0.00596865-1.61358e-05j 0.012313-0.00436728j 0.00760477-0.00199136j -0.00346358+0.00153654j -0.00547367+0.00261771j -0.0129603+0.00662609j 0.00336738+0.00545971j 0.00423295+0.00222748j 0.00041932-0.00502479j -0.0165774+0.00488911j -0.00902702-0.00137464j 0.00928108-0.00463542j 0.00262751+0.0059883j -0.00476882-0.00199181j 0.0029935+0.00118159j 0.006481+0.00533632j 0.015128+0.00232937j -0.00235313-0.0143514j -0.00435792-0.000798178j -0.000866408+0.00510019j 0.00125521+0.00177932j 0.00225406+0.00517651j -0.0140745+0.0105749j -0.00191707-0.00829588j -0.023108+0.0166559j 0.0179441+0.0136784j -0.016704+0.0217015j -0.0390533-0.0256689j 0.015579-0.003377j -0.00406116+0.0109023j 0.000443641-0.00122296j 0.0364095+0.0249088j -0.036952+0.0171977j 0.00331188-0.0149085j 0.00453721+0.0182146j -0.010017-0.0432985j -0.0183454-0.0263317j -0.0463174-0.0147215j 0.00515157+0.0395112j 0.00969514-0.0333839j 0.00518604+0.0215243j 0.0128122+0.00542658j -0.0141594+0.0228604j 0.0243984-0.0131667j -0.00112337+0.0331795j -0.0638124-0.00109549j 0.0293691+0.00117068j 0.0109186-0.0454881j -0.0600457-0.0324392j -0.0181159+0.0520757j -0.00778776+0.0290244j -0.0186827+0.0144844j -0.0615915+0.00210973j 0.0181181+0.0287789j 0.00211842-0.0438055j -0.0240629+0.0120338j -0.00551987+0.00741157j -0.00617065+0.00187255j 0.0130261+0.0143825j 0.0210405+0.0314423j -0.0133248-0.00678694j 0.00680195+0.00211817j 
-0.011546+0.000635612j -0.00626173+0.00172928j -0.0156921-0.00309507j 0.011893+0.00180104j 0.00719666-0.00356257j -7.88516e-05-0.00787891j -0.00396677+0.012477j -0.00891631+0.00742396j 0.00846211-0.0112742j -0.0025795-0.007859j 0.00319597+0.0153639j -0.00310123-0.0081592j -0.00354697+0.0145437j 0.00878901+0.000388888j 0.0019558-0.00795539j -0.00972903-0.00498975j 0.00155077+0.00647798j 0.00589856+0.00286533j 0.00696725-0.00717198j 0.0131323-0.00274636j -0.0074284-0.0121372j -0.00813591-0.0109894j -0.00579393-0.00295655j 0.00900101+0.00685982j -0.00121306-0.010865j 0.000117008+0.00929621j 0.0047952+0.00782754j 0.0162766+0.0207089j -0.00512549+0.011089j -0.0117552-0.0054693j 0.00167886-0.0188663j -0.0154051-0.00571057j -0.00944023+0.00673113j -0.0399188+0.0141971j -0.0154328-0.0149725j 0.0047308+0.00520305j -0.00870336+0.00892284j -0.00169093+0.00433165j 0.0117375+0.00824296j -0.0390447-0.0362377j 0.00228291+0.0112826j 0.00774774-0.000933178j -0.0340847-0.0423467j 0.0137026-0.0119763j -0.00467806+0.0350282j 0.00167914-0.00549067j -0.0146512-0.0214779j -0.0214551+0.00783555j 0.000496203-0.0195527j -0.00577417-0.0104472j 0.0344553-0.0237193j 0.0220774-0.0048807j 0.0333487+0.0330371j -0.0211337-0.0301934j -0.0365591+0.0476259j -0.0372134+0.0442164j 0.0386755+0.0318429j 0.0180881+0.0185651j -0.0138161+0.00640992j 0.0209494-0.0166245j 0.0224579-0.0060958j 0.0489749-0.00910878j -0.0308359-0.0375686j 0.0133964-0.0602243j 0.0377758+0.00180434j -0.0218459-0.0204271j 0.0141847+0.0203838j -0.0141552-0.00843067j -0.0168397+0.00280754j 
-0.0097664-0.00560771j 0.00628047-0.00130712j 0.0136912+0.00711596j 0.00370082+0.00496332j 0.00353269+0.0109059j -0.00664788-0.00929455j 0.000520917-0.00399336j -0.00165287+0.00949955j -0.00851835+0.00526386j -0.00598906+0.00992509j 0.00435419-0.00045176j 0.00837532-0.00706045j 0.00450545+0.000345633j 0.00579713-0.00604999j -0.00293748-0.00110433j -0.0104329+0.0139284j 0.0279501-0.0224044j -0.00442482+0.00180465j -0.0175843-0.0103575j 0.0140862+0.000381912j 0.00693617-0.0234382j -0.0163822+0.0210364j -0.0153961+0.005122j 0.00371026-0.0123504j -0.00085328-0.00877434j 0.020544+0.0111087j -0.00387947-0.00819027j 0.00402099+0.0290177j -0.0302408-0.0373395j -0.0119131-0.00395976j 0.0158408-0.00129485j -0.00893379-0.00687864j 0.00416265+0.00104673j -0.000610856+0.00128619j -0.00657661-0.00574263j -0.00810739+0.00388096j 0.00211159-0.000728448j 0.00495309-0.00103449j 0.00692418+0.0064822j 0.00205658+0.00420812j 0.00698704-0.0009878j -0.00348872+0.00592796j 0.00230424-0.00905519j -0.00209378-0.00647601j -0.0119534-0.00270972j 0.00515566+0.00998443j -0.00285967-0.00174433j -0.00936013+0.0047695j 0.004341-0.000563279j -0.00366993+0.00677264j -0.00166781-0.0125069j 0.000848488+0.00715395j -0.00219066+0.00273261j 0.00652052+0.00577544j 0.00302424-0.00605737j 0.00160776-0.00886678j -0.00387606+0.00609629j -0.0173334-0.00728518j -0.00909152+0.00566101j -0.0112886-0.00368435j 0.0136242-0.0124756j -0.0040419-0.00720831j -0.00747312+0.00430758j -0.0073495+0.0119757j -0.00241503-0.00486441j 0.0113313-0.014027j -0.0185434-0.000476644j 0.0139358-0.0131764j -0.0113852-0.0144354j 
-0.00186632+0.00275618j -0.0063285-0.0053749j 0.00380078-0.00513731j 0.00497971+0.00773123j 0.000630514-0.00563423j -0.00122596+0.00513305j 0.000720948+0.0117485j 0.00406205+0.0148513j -0.0049056-0.00342169j 0.00433823+0.00952857j -0.000768341+0.00968452j -0.000440651-0.0082813j -0.00304255+0.0118435j 0.000624414-0.000140674j -0.00802748+0.00255825j -0.0159263-0.000313355j 0.0112298+0.0068718j 0.00964496-0.010368j 0.0247314-0.0119626j 0.00108466+0.0224169j 0.0235867+0.00104172j -0.0170339-0.00865512j -0.0206076-0.0158386j 0.00184878+0.00581266j -0.00475381+0.00731155j 0.0102259-0.00954068j 0.0218637+0.00997062j 0.0261159+0.0300766j 0.00739778+0.0292819j -0.00846642+0.00415932j -0.0122656+0.00407149j 0.01451+0.00334316j 0.00736694+0.00601181j 0.0194619-0.00840138j 0.0208714+0.00685697j -0.00372736-0.00702296j 0.0155313-0.00714598j -0.00574084-0.00404849j -0.0107901-0.00199444j 0.0204235+0.0266914j 0.011753+0.00253678j -0.0135965-0.000990122j 0.0192921+0.0327801j -0.00979155+0.0158005j 0.00405103-0.0260731j -0.0108282+0.000579487j -0.000527248+0.00903053j 0.010294-0.0127552j -0.00167832+0.00878836j 0.00778841+0.00740866j -0.0104889+0.0141998j -0.0124971+0.000574066j -0.0153543-0.010195j 0.00401289+0.0174666j 0.0181833-0.0294343j 0.0307022-0.0136261j -0.0151062-0.0217608j -0.0027638-0.020994j 0.00629715-0.0207935j -0.000401664+0.00154297j -0.00233063+0.00802066j -0.0391973+0.00835078j 0.021416+0.0143298j -0.00958559+0.0327863j -0.0238307+0.00476715j -0.0123235+0.00306246j -0.0202388+0.00581248j -0.00661941-0.00972093j -0.0104616+0.0127683j 
-0.00253539+0.0032373j 0.00175252+0.000153905j -0.00092792+0.00298379j -0.00167386+0.00363362j -0.00224812-0.00463798j -0.00835432-0.006535j 0.000582003+0.00327036j -0.00286156-0.00174306j 0.00215883-0.00768931j -0.00896583-0.00374671j -0.00303956-0.000354615j 0.000320115+0.00246283j 0.0012398-0.00169983j 0.00162442-0.011344j -0.00177539+0.000579553j 0.00482488-0.00232218j -0.00311128+0.000988111j -0.00283336+0.00120402j 0.000995664-0.00749725j -0.00607102-0.00832747j -0.00337457-0.00144217j -0.00018607+0.000705938j 0.00249062-0.00274784j 0.00147109-0.00231532j -0.00686246-0.00347993j 0.00345502+0.00540102j -0.000196772+0.000111967j 0.00100739+0.00537941j -0.0036148-0.00280678j -0.00442692-0.000308027j -0.00291863-0.000753497j -0.00488604-0.00117344j 0.0137198-0.00192372j -0.013739+0.00631495j 0.0126714-0.00543257j -0.000963733-0.0134365j -0.0180857-0.0207264j -0.00934667+0.00976239j -0.00571404-0.0138366j 0.0163442+0.000825573j 0.00809278-0.00948644j -0.0246898-0.00968244j -0.0364536-0.0148445j -0.0225447+0.0329334j 0.0253868-0.0208531j -0.00950876-0.0128323j 0.0397985+0.0266772j 0.0153559-0.00637505j -0.0153049-0.0186591j -0.00633163-0.00788856j -0.00913114-0.00294571j -0.0368519-0.0218425j 0.0176387-0.0261083j 0.0497359+0.040866j 0.0182461+0.00876878j 0.0309077+0.0241712j 0.040189+0.00194589j 0.0483919+0.0322592j -0.00817582+0.0403142j 0.0255238+0.0335518j 0.0230516-0.0344873j -0.00492726+0.0231515j 0.0217972-0.00400138j 0.0242147+0.0163008j 0.00755169+0.00898506j -0.0185485+0.00492454j 0.00547764-0.0128502j 0.00642218-0.00245061j 0.00212423+0.00361119j 
