-0.0302952+0.0111677j -0.0044894+0.0514552j 0.0389252+0.122719j 0.0654868-0.0825446j 0.0515781+0.0190857j -0.124739+0.0491021j -0.00615852-0.0556128j -0.0672394+0.00179187j -0.056149+0.043794j -0.00767645+0.0776326j 0.00828894-0.000669916j 0.0856071+0.114374j 0.0915177-0.00419077j 0.0293969+0.102467j -0.114027-0.0386741j -0.1054+0.0397781j 0.0300812-0.0291318j -0.0912798-0.0157029j 0.038979+0.0593227j 0.0350246-0.128256j 0.00689873-0.0394533j 0.0340427-0.101028j -0.275853+0.0359403j 0.107206-0.0932143j 0.20818+0.144996j -0.0607342+0.172313j 0.0933264-0.0447605j -0.0353427-0.0874656j -0.0109899-0.117675j 0.0615903+0.0426634j 0.1546-0.14627j -0.0244102-0.078641j 0.0428136+0.117272j -0.022465-0.0720313j 0.0288796-0.0795978j -0.191272-0.0460693j 0.106609+0.21425j -0.184521-0.00349343j -0.0362604+0.0902465j 0.0780019+0.0119009j 0.0389011-0.0276439j -0.0227417+0.0152082j -0.0359691-0.00469611j -0.0285895+0.0534062j 0.0107826+0.0502346j -0.0451854+0.010221j -0.00989588-0.0248292j -0.00917875+0.0463405j -0.00454946+0.00228095j 0.029357+0.00330329j 0.00127891+0.0226756j 0.0491267-0.0215733j -0.0489489+0.00980046j -0.0324829+0.0094325j -0.0305484+0.0181841j 0.0107459-0.0503497j -0.0243131+0.0164834j 0.0513443+0.0350287j -0.0156572-0.00591299j -0.00478145+0.0223408j -0.0188591-0.00542495j -0.00198717-0.0135213j 0.0402091-0.00443732j 0.0525199+0.00333557j -0.00133563-0.00819051j 0.0387489+0.054736j -0.0130059+0.0422674j 0.00724496-0.0111305j 0.00858466+0.0359316j -0.081079+0.00639427j 0.0135259+0.0151361j -0.0112487-0.0348915j 0.0246218+0.0461582j 0.0175775-0.0562639j -0.0128598-0.0286731j 0.0304626-0.0342511j 0.00585686+0.000708366j -0.0112076-0.000490799j -0.0472406-0.0111082j 0.0171039+0.0339164j 0.0226869+0.0150617j 0.0114725+0.00434202j 0.0307291-0.0111713j -0.0351442+0.0626653j 0.0119156-0.0357031j -0.00706996-0.020964j 0.000676783-0.0327883j 0.00703012-0.0331632j -0.0567574+0.112374j 0.123784+0.0376968j 0.0237285-0.0352425j -0.00185789+0.0331295j 
0.00364715+0.000572222j -0.000156328-0.00500032j -0.0055615+0.00289637j 0.000480788+0.000916088j -0.00016604+0.000314562j -0.0126599+0.000870924j -0.000247664-0.00627286j 0.00916844+0.000863595j 0.0126604-0.00120332j 0.0056003-0.0117335j -0.00160604+0.0110275j -0.00932776-0.00460634j -0.0103563+0.00521681j 0.00355394+0.00328018j -0.00954462-0.00464728j -0.0137205+0.00447329j 0.023747+0.0121493j -0.000482009-0.00862492j 0.00699607+0.00655726j 0.00398511-0.00382208j 0.00881256+0.00688809j -0.00747055-0.00698531j 0.00782643-0.0222138j -0.00733073+0.00276822j 0.00376038-0.00766111j 0.00356389-0.00242212j -9.3061e-05-0.00525635j 0.00275807-0.00237748j -0.0069965+0.00230706j 0.00554413+7.88811e-05j -0.000179537-0.00640151j 0.00140096-0.00654693j -0.00675192+0.00268024j 0.00208478-0.00560328j -0.00228999+0.00327855j 0.0058161-0.00471392j 0.00353136-0.00575053j -0.000943574-0.00583961j 0.000621981+0.000792278j 0.00189345+0.00115989j -0.00184305-0.00056465j -0.00579675-0.0008499j 0.00575067-0.00174984j 0.00174243-0.00285633j -0.00466411-0.0030836j -0.0036136+0.00477929j 0.00166286+0.00236433j -0.00504952-0.0032008j 0.00374807-0.00201461j -0.00914738+0.00748785j -0.0104669-0.00545883j -2.11692e-05-0.000186214j 0.000629089+0.00862281j 0.00920627-0.0135179j -0.011662+0.0205495j -0.0136553+0.00273437j 0.000478864-0.0123052j 0.0122445-0.00704384j 0.00478904+0.00208395j -0.0127913+0.00580144j 0.0225066-0.00428318j 0.00260837+0.00732004j 0.00325421-0.0143139j -0.000104646+0.0113942j 0.0104501+0.00814696j -0.00971614-0.0130327j -0.00928388+0.00408621j 0.0121376+0.0143268j -0.00306564-0.0066421j 0.00108811+0.0236977j -4.22093e-05-0.011984j 0.00183543-0.000137979j -0.00455448-0.0114201j 0.00158161-0.00805213j 0.00680242-0.0049498j -0.00556601-0.00753354j -0.00613682+0.00180703j 0.00259086+0.000629019j 0.000907856+0.00565259j 0.000118478-0.00529551j 0.000968782-0.00290394j 0.00444426-0.000266013j 0.00273021-0.00370638j -0.00590501+0.00101052j 0.00198544+0.0033295j -0.000155657+0.00517326j 0.0015515-0.00149356j 7.82146e-05-0.00189796j 0.00246717+0.004323j -0.000912064+0.00581605j -0.00177134+0.00166369j -0.00513155-0.0014521j 
-0.00174007-0.00105593j -0.00926388-0.00207211j -0.00608411+0.0104832j -0.00386105+0.00458704j 0.0109784-0.00328507j -0.00995775+0.0187761j -0.0103288+0.0020764j 0.0172948+0.0142251j 0.00229956-0.0024809j 0.0032726-0.0066042j -0.00420597-0.00541149j 0.00185821+0.00260213j 0.00966948-0.0140498j 0.000921817+0.0116777j -0.0123337+0.00346803j -0.00398232-0.0140197j -0.00184376+0.0104691j 0.0143333+0.00411921j 0.00132132-0.00829736j 0.00467019+0.012755j 0.00186996+0.00915629j 0.00608291-0.00454695j 0.00361767-0.00172109j 0.00135148+0.00963099j -0.00553013-0.0162621j -0.00722058+0.0100225j 0.0013034-0.002868j 0.012157-6.41975e-05j -0.00316239-0.00390447j 0.0139164+0.00552454j 0.0161784-0.00896136j 0.000386676+3.78089e-05j -0.00043702-0.00376107j 0.000904374-0.00346254j 0.000897168-0.00400801j 0.0096102-0.00372042j 0.0079013-0.00248402j 0.00371176+0.00503214j -0.000299988+0.00387617j 0.00418268+0.0122515j -0.00233918-0.000465321j -0.00688512-0.00393882j 0.00613346+0.0118267j -0.00222999+0.00127962j -0.003166-0.00451887j 0.00289697-0.00341197j 0.00155283+0.00849962j 0.014845+0.00311542j -0.0299937-0.00129672j -0.0125531+0.0120052j 0.0010991-0.00256912j -0.00431648-0.0232718j -0.000930376-0.00749545j -0.0012397-0.0027482j 0.00232715+0.00248202j -0.00778006+0.00174279j -0.00827668-0.00492633j -0.0337697-0.00344563j -0.00904869-0.000482217j 0.0147801+0.015485j -0.0242214-0.00669306j 0.0153733-0.00518069j 0.0119501+0.00515613j -0.0160751-0.0194633j -0.0244251-0.00367081j -1.87097e-05+0.0265325j -0.00512458-0.00379679j -0.00721648-0.00372924j -0.00380532-0.02109j 0.00844557+0.00345255j -0.00422405-0.00242161j 0.0193655+0.00286283j -0.00809967+0.00662906j 0.00194565-0.000658494j 0.00202802-0.0218767j -0.0107201-0.00767905j 0.0161143-0.0154644j -0.00218488-0.0149794j 0.00664678+0.00359044j -4.86513e-05+0.00458748j 0.000112964+0.0136336j -0.0066708-0.00616946j -0.0116921+0.00479122j 0.0204592+0.00377924j -0.00844658+0.00301489j 0.00423901-0.00499035j 0.00225508-0.00235561j 0.00308821-0.00443639j 0.000758871-0.00322068j 0.00971011-0.000774179j -0.00306779-0.00171012j 0.00236422-0.00210944j 
0.00303678+0.00232146j 0.00441481-0.0020935j -0.0014171-0.00397989j 0.00405911-0.000342008j -0.00690813-0.000446878j -0.0173164-0.00947464j -0.00291026-0.00556445j 0.00489247-0.00297966j 0.0177698+0.000630159j -0.0114594-0.00702703j -0.000244391+0.0159929j -0.0152086+0.00855264j 0.0167424-0.0252097j -0.00339696-0.0050193j 0.00380973-0.0196371j -0.0180214-0.00616638j -0.0183433+0.0165037j 0.00671612+0.0239664j 0.002858-0.00916468j 0.00127126-0.00119999j -0.0117639+0.00252462j -0.0057264+0.00322507j 0.00895851-0.0158189j 0.0104717-0.00252581j 0.0113845+0.00512391j 0.00484725-0.00987598j -0.012794+0.0127871j 0.00376812-0.00120346j 0.00276878+0.00312353j 0.0121105+0.00280524j -0.00828796-0.00133395j -0.0116631-0.000877461j -0.00371201-0.00182246j -0.00555596-0.00341779j -0.00479257-0.000971744j 0.00215678-0.00111961j 0.000104297-0.0015875j -0.00711318-0.00923429j -0.000981986-0.00168429j -0.00131511-0.00552044j -0.000925688-0.000596952j -0.00256867+0.00223991j 0.00225198-0.00689945j 0.000373275-0.00614016j -0.00402483-0.00242964j -0.00910253+0.00417371j 0.00165547-0.000722062j -0.0101145-0.00228772j 0.00658628-0.00971323j -0.00659678+0.0103399j -0.0189229-0.00113304j -0.000487608-0.00306444j -0.00118429+0.0063148j 0.00310081+0.00478858j -0.00412151+0.00948545j -0.0130279+0.00123182j 0.0119937-0.00972278j 0.0121031-0.0058114j -0.00576892-0.0101002j -0.00645271-0.00186021j 0.0145895-0.016969j -0.0113208+0.0190366j 0.00783179-0.00325957j -0.0110408+0.015917j 0.0105018+0.0102825j -0.00184834-0.0223847j 0.00366604+0.00442039j 0.0197908+0.00722831j -0.00116791-0.0014604j 0.000367003+0.00720142j -0.00194495-0.0106664j -0.00635618+0.00096961j 0.00376553-0.00612844j -0.00292928-9.50969e-05j 0.00226296+0.00256882j 0.00242432+0.00101275j -0.0136389+0.0081551j 0.00964182+0.0014309j 0.000342212+0.000500405j 0.00337788-0.00774699j 0.000587205-0.00779758j 0.00517017+0.00170182j 0.00704722-0.00365145j -0.00734649+0.00307296j 0.00707329+0.00130131j -0.00270869+0.00468359j 0.00254957-0.00245459j -0.00108995+0.00234717j 0.00214503+0.00698698j -0.00506683+0.00514205j -0.00224881+0.00171298j -0.00368061-0.00154539j 
-0.002892+0.00278711j 0.00425384-0.000463718j 0.00259753+0.00283168j 0.00188214-0.00224757j -0.00910583+0.00162821j -0.00193246-0.000576976j 0.000421163-0.0159237j -0.0011265-0.00476469j 0.00378094+0.00161777j -0.00889438-0.00646967j 0.00347511+0.0174177j -0.00760858-0.0037864j -0.00236451+0.00481645j 0.00084272+0.00457048j 0.00525563+0.00620623j -0.00147854+0.00828793j -0.00565885-0.0092211j -0.0115418-0.00452893j -0.00917825-0.00148306j 0.00966906-0.000909171j 0.00993965-0.00492461j 0.0154911+0.00887891j -0.00444542+0.0109652j 0.00211053-0.0116071j 0.00620196-0.00591823j -0.0122356-0.000146993j -0.002777+0.00408731j -0.0104421-0.00378833j -0.000616336+0.0067582j 0.00126128-0.00145233j 0.0085262-0.00124915j 0.00735068-0.0171442j 0.00528668+0.00298874j -0.000880132-0.00330819j -0.00333321+0.00266239j -0.00982272-0.000736025j -0.00639295+0.00383834j -0.002786-0.00736588j -0.000554974-0.00360497j 0.00290342-0.00241789j -0.00782693-0.0015834j 0.0033159+0.0055431j 0.00611269+0.00211211j -0.011877-0.00140434j -0.0143253+0.00752278j -0.0018923-0.0158084j 0.0120345-0.00908752j 0.0175782+0.0118957j -0.0155577-0.003086j -0.0161424+0.0218801j -0.0181728+0.00852513j -0.00885009-0.0128952j 0.00501502-0.00972169j 0.0113287-0.0147143j -0.0149478+0.0153489j 0.00164593-0.00952704j -0.00848764-0.0131376j -0.0185804-0.0333366j -0.00211679-0.0146362j -0.000554748+0.00484192j 0.00896317-0.0366173j 0.0211572+0.0123177j -0.0263641+0.00950208j -0.0141731+2.39102e-05j 0.00983783+0.0100083j 0.000114357+0.00906607j 0.00961095+0.0223955j 0.000885621+0.0297616j 0.00676053+0.000374077j 0.0065145+0.00555262j -0.00868896-0.0186159j 0.0107696-0.00466429j -0.00967513+0.00806886j 0.0134448-0.00746924j -0.00760087-0.0105422j -0.00880219-0.01153j -0.00816613+0.00754293j 0.00649076-0.00388082j -0.00163405+0.00461516j 0.013745+0.00120954j -0.00141215+0.0120619j -0.00273737-0.00482255j -0.00877594-0.000523278j 0.00867436+0.00663953j 0.00173855+0.00225377j 0.00048598-0.00318258j -0.00559958-0.00705739j -0.00272852-0.00574802j 0.0038048-3.6469e-05j 0.00354195+0.00050353j -0.0130309-0.00136687j 0.00716552-0.00154666j 
-0.00130753-0.00348894j 0.00162444+0.00351722j -0.000319468+0.00221988j -0.00373565+0.00312027j -0.00414587-0.00247092j -2.35442e-05-0.00257406j -0.0036696-0.00407175j 0.00950399-0.0061476j 0.0191102-0.00306346j -0.00404476-0.0224534j 0.00629043+0.0226449j -0.0175821+0.00651874j 0.00968076+0.00834178j -0.00754546-0.00306068j -0.00379734-0.00836819j -0.00791253+0.00593026j 0.00203033+0.000290179j -0.00194564+0.00538842j 0.00174685+0.000472275j 0.00643321-0.00707505j 0.0104476-0.0111451j -0.0018074-0.00203472j 0.0068695-0.00201555j -0.00419634-0.00457871j 0.006322+0.00190217j -0.00492258-0.00856011j -0.00703593+0.00605553j -0.00138081-0.00419595j -0.00028238+0.00264902j 0.00470744-0.00356175j -0.00273504-0.0052355j 0.000328052-0.0083978j -0.00420613+0.00549687j -0.00172765-0.00474414j -0.00224795+0.00111531j 0.00136371+0.00107216j 0.000986854+0.0020344j 1.80066e-05-0.00320633j 0.00315948-0.00482213j 0.00452619-0.000737957j -0.00606457-0.00186823j 0.00544603-0.00552667j -0.0042017+0.00259058j -0.00807341+0.00294985j 0.00405931+0.000600615j 0.00367209-0.0212795j -0.0032242-0.00631236j 0.0108092+0.00762956j -0.0098583+0.00995834j 0.0127559-0.0182978j 0.0253719-0.000490651j -0.00657001-0.00108914j -0.00613659-0.00944072j 0.0190383+0.0172851j -0.0131711-0.0449358j 0.013557-0.0115136j -0.012259-0.0152726j -0.00919769+0.0150444j -0.0199024+0.016786j -0.00687314-0.0214998j -0.0337231+0.024093j 0.00749403-0.0175789j 0.0174055+0.0238805j -0.00331482-0.0429139j -0.037008-0.025552j 0.0010306+0.00254476j 0.0140085-0.0107077j -0.028782-0.0301585j -0.00976491+0.0218j -0.011134-0.0148479j -0.0144448+0.00838073j -0.00276566-0.00382348j -0.00382153-0.00426336j 0.00199119-0.00713206j -0.0020875+0.0113034j 0.00359784-0.0118536j 0.00983789-0.0194924j -0.0101458+0.00948645j -0.00211869+0.00161708j -0.0037263+0.00924784j 0.00648091+0.0100699j -0.00388646+0.00566305j -0.0110653+0.00895613j 0.00702461+0.000936192j -0.0098634-0.00276881j -0.0013271-0.00738308j -0.00412539-9.81021e-05j 0.00153971-0.00487643j -0.00522806-0.0122659j 0.00695311-0.004418j 0.00169856-0.00476713j 0.00476748+0.000392644j 
0.00653886+0.00160136j -0.000394968+0.00180773j 0.00164543+0.00602212j -0.00591765-0.00427788j 0.0179358-0.00986159j 0.0175116+0.00233486j -0.0055228+0.0167529j 0.0102647+0.00307587j 0.0103332+0.00576338j 0.00253239-0.0134928j -0.00117795-0.00279213j -0.00700053+0.00584693j 0.0283285+0.00586553j -0.00665716-0.0120954j -0.00889779-0.0130557j 0.0108655-0.0103436j -0.000647077+0.00177164j 0.0206051+0.0140177j -0.00218595+0.00763594j -0.00359159-0.00416399j 0.0141558-0.0108315j -0.00905919-0.00975254j 0.0101854+0.0119058j -0.0140636+0.0115103j 0.00373427+0.00542077j -0.00113696+0.0017182j 0.000589083+0.00812685j 0.00630939+0.000917314j 0.00159886-0.00742527j -0.00464768-0.00516426j 0.00208338-0.0031447j 0.00171331+0.00645711j -0.00514439+0.00801025j 0.00338623-0.00127455j 0.0143444-0.00382423j 0.0057606-0.000956898j 0.00504103-0.0033003j 0.00722694+0.000161827j 0.0015036+0.00415288j 0.0028761+0.000490935j -0.00202023+0.00360231j -0.00297804-0.000279567j 0.00521358-0.00627337j 0.000177841+0.0048192j 0.00790267+0.00219693j 0.00465912-0.00324409j -0.0022883+0.00277155j -0.00355438+0.000435232j 0.00961118+0.0096515j 0.00543637-0.00161346j 0.00231301+0.00854929j 0.00322374+0.0130353j 0.00148492-0.00578994j -0.0112509-0.0234473j 0.00585506+0.0237053j -0.00614914-0.00765826j -0.00195651+0.00514979j 0.0130234-0.0184099j 0.0178802-0.0126231j -0.00692212+0.0048813j 0.0254988-0.0158428j 0.00107473-0.00386797j -0.0420132-0.00842291j 0.0157995+0.016442j 0.0128904+0.0130789j 0.00682125+0.00892318j 0.00547793+0.021234j 0.00533647+0.017898j 0.0184443+0.00294536j -0.00284164-0.00787501j 0.000768661+0.000324473j 3.84731e-05+0.000893867j -0.00807583+0.000120161j 0.00226535-0.00472848j -0.00194355+0.00360597j -0.00671368+0.00199781j 0.00775282+0.00829289j -0.00635124+0.00309817j -0.0044011-0.0012839j 0.000919408-0.00204061j -0.0050258-0.00160397j 0.00143558-0.0057611j 0.00333433-0.00266096j -0.0100207-0.00148925j 0.00451594+0.0020774j -0.0006531+0.00355961j -0.00255857+0.00348011j -0.00424266-0.00103855j 0.000181213+0.00201096j -0.00376688-0.00311195j 0.000466247-0.00017578j -0.000887997+0.000195497j 
0.00424818-0.000212911j 0.00279092+0.011111j 0.001817-0.00591953j -0.00474381-0.00556969j 0.0012814-0.00488793j 0.00179749+0.0208032j -0.00472072+0.00799723j 0.00857172+0.00158133j -0.00569872+0.0029575j -0.00350982+0.00188507j -0.00768647-0.00248108j 0.0108339-0.00560739j -0.00612707-0.00488675j 0.00364225+0.00967804j -0.00729612+0.00720261j -0.00250676-0.00412856j -0.000919622+0.0131822j 0.00348325-0.00236931j 0.00279404-0.00616378j 0.000390307+0.00780839j -0.00493297+0.0117896j 0.00406926-0.000415852j -0.00219366-0.00982659j 0.00300015+0.0019031j -0.00500078+0.00109223j 0.00395365+0.000184244j 0.000884243-0.00473565j 0.00311374+0.00265492j -0.00316486-0.00247263j 0.00599453-0.00281471j 0.00272383-0.00407959j -0.000554534+0.00388992j 0.00537264-0.00376105j -0.000448323+0.00272146j -0.000797334-0.00163214j -0.000682343+0.00167777j 0.0048083+0.00476188j -0.00517579+0.00394335j -0.00377354-0.00239978j 0.00262969-0.0076353j -0.00422656+0.0123149j 0.00208978-0.00246679j 0.00139312-0.0048806j -0.0198454+0.00243366j 0.00209397+0.0104408j -0.00972007-0.0243071j -0.00271245-0.0185542j 0.0288354+0.0102673j 0.0113684+0.0154971j 0.0196144-0.0128844j 0.0220885+0.020912j -0.00366108+0.0243275j 0.00225456-0.0223671j 0.0184855-0.00693033j -0.0188948-0.0238398j 0.0198733-0.0307814j -0.014008-0.0237116j -0.000785259-0.017853j -0.00845962+0.00649742j -0.0488528-0.016176j 0.0207355-0.0101176j 0.0144406-0.00143803j -0.0334141+0.0343529j -0.00328963-0.00820655j 0.011095+0.0020524j 0.000284845-0.00558503j 0.0388995+0.0133021j -0.0127121+0.018562j 0.0123467+0.036038j -0.0113633-0.0108757j -0.0101315-0.0091969j -0.0171064-0.000679873j -0.00840688-0.00158804j 0.0211398-0.00825477j -0.00773119+0.0146503j 0.00895637-0.00638712j -0.0059733+0.0132563j -0.00223603+0.0143432j -0.00962985+0.00265827j 0.00619412+0.00386483j 0.00351601+0.00480642j 0.00146392+0.00492942j -0.011508+0.00182669j -0.00623136+0.0052146j 0.000667027-0.00384697j -0.0101155-0.00226393j -0.0154694-0.00280587j -0.00144779-0.00596841j 0.000507154-0.00892173j -0.00257925-0.00521423j -0.000358869-0.00335796j 0.0122177-0.0039801j 
0.00549766+0.00228254j 0.00158531+0.000353154j -0.00412368+0.00453738j -0.00172016-0.00752794j 0.0120398-0.00290356j 0.0105555+0.004874j -0.00459002+0.0055275j 0.000890659+0.00254358j -0.00978895+0.00446213j -0.00303579-0.00218227j -0.0106128-0.0123174j -0.00394415-0.0115915j 0.0145099+0.0165178j 0.000226236-0.00568116j -0.0100671+0.00572346j 0.0115327-0.0105874j 0.00566606-0.00313081j 0.0061002+0.00663085j 0.00430179+0.00169841j -0.00413705+0.000160759j 0.0111641-0.00206609j 0.00266948-0.00391731j 0.00130522+0.00864991j -0.00865883+0.0053148j -0.00109517+0.00509938j -0.00493924+0.000839617j 0.000880805-0.00202946j -0.00288831+0.00226213j 0.00179649-0.00247215j -0.00303844-0.00695381j 0.0058199+4.91979e-05j 0.00216731+7.52705e-05j 0.000465846+0.00331869j 0.00234255-8.62747e-05j 0.0092741-0.00382928j -0.00259514-0.000299505j -5.72632e-05-0.00251164j 0.00332682-0.00106616j -0.00181346+0.0043462j 0.00200728-0.00289855j -0.00355814+0.00342632j -0.00518555+0.00428822j 0.00820374-0.00112728j -0.00649641+0.000465038j -0.00753118-0.0015379j -0.00472487-0.000225018j 0.006773+0.00222466j -0.00103711+0.00645503j -0.0205933-0.0124658j -0.0071287+0.0281788j -0.0279311+0.00952655j -0.0234772-0.0225482j 0.00539314+0.00420391j 0.034151+0.0337307j -0.0145263-0.00972933j -0.0198058+0.0127518j 0.00613193-0.0384744j -0.00355719-0.000811173j -0.0295172-0.00338969j -0.000392423-0.00759404j -0.0149049-0.0216595j -0.00117044+0.022847j 0.051517+0.0136173j -0.0471699-0.00153601j -0.0126875+0.00462529j -0.00389889-0.034567j -0.00213573-0.00655818j 0.0106387-0.0154009j -0.00154112-0.00220766j 0.00234544+0.0114688j -0.0104362-0.0196398j -0.0117073-0.0138308j 0.0168495-0.00571163j 0.00980043+0.000483299j 0.00906496-0.00556575j 0.0131616-0.00334286j -0.0225724+0.00933789j 0.020984-0.0105073j -0.00221784+0.00376364j 0.00171765-0.00468264j 0.0042333-0.00524257j 0.00579523+0.00591615j -0.00054529+0.00116474j 0.00867187+0.00763163j 0.000986581+0.00229459j 0.000735398-0.00109158j 0.00243911-0.00548454j 0.000809108+0.00432762j 0.00696175+0.00779172j -0.00376064+0.00400665j -0.00617614+0.00202374j 0.000167722-0.00244702j 
-0.00292343+0.00685845j -0.000782165+0.00195428j 0.0235489+0.000565208j -1.36019e-05+0.00603744j 0.00709301-0.0073071j 0.0158671+0.00360961j -0.00188711+0.0098836j 0.0024731+0.0059424j 0.00565204+0.0141202j 0.02234+0.00497694j 0.00461152+0.00859098j 0.00635017+0.0152336j -0.00547047-0.0157667j 0.00232573-0.00909606j 0.0215167-0.00788292j 0.000169984+0.0180387j -0.00832565-0.0091155j -0.00903192-0.00150126j -0.0129184+0.0189265j 0.00184735+0.000660728j -0.00772857-0.00344301j -0.00809101+0.00653529j -0.00958507+4.26656e-05j 0.0017162+0.00643294j 0.0103367-0.00430115j 0.0108632+0.010046j 0.0101432-0.00326159j 0.00862621-0.000711384j -0.00183266-0.00083771j -0.00940822+0.017063j 0.00275325+0.00368178j 0.000744661+0.00523436j 0.00279197+0.00397376j 0.00053626+0.00173856j -0.00011575+0.00512567j 0.00413491-0.006868j 0.00596822+0.0043059j -0.00130415-0.00160785j -0.00407799-0.00606853j -0.000134957+0.00253963j -0.000464593+0.00209515j 0.00644826+0.00272455j -0.00556338-0.00935077j -0.00379229-0.00961197j -0.0033952+0.00700228j -0.015539-0.0075184j 0.0004383-0.00967792j 0.00769212+0.00179274j -0.0121163+0.00520906j 0.0106615+0.0217374j -0.00605843+0.021893j -0.0161685-0.00165947j 0.00591752-0.0114893j 0.0161951+0.00610338j -0.0196394+0.00303984j -0.00934968+0.00839132j -0.0117291-0.0210555j 0.000485704-0.0144813j -0.000719281-0.00792148j -0.00593704-0.00695279j -0.0104975-0.0154165j 0.0247498+0.0211984j 0.00160286+0.0233939j -0.00456358-0.0108059j -0.00886835+0.0132565j -0.000796791-0.0129466j 0.0110614+0.00223883j -0.0041464-0.0135109j 0.0123822-0.013703j 0.00148236+0.000300648j -0.00401833-0.00237617j 0.00115894+0.00162353j 0.00181597-0.00104949j 0.0206005-0.0143706j -0.00552958-0.00824434j -0.0004875-0.0149665j -0.00365451-0.00328112j 0.00749132-0.00103394j -0.000485015-0.00323062j 0.000696195-5.18643e-05j 0.000601382-0.000682914j -0.00329051+0.00186862j -0.00795616+0.00186042j 0.00124348+0.00462449j 0.00642566+0.00102501j -0.000389717-0.00280982j -0.00141037-0.0024296j -0.00146809-7.05168e-05j 0.00376256+0.00162205j -0.00501355-0.00285703j -0.0066842-0.000955763j 0.0101131+0.000834832j 
0.000530401+0.00378856j -0.00175272+0.00273306j -0.00355541+0.00203409j -0.0146197-0.000317833j -0.00788313+0.0100134j -0.0223304-0.010959j 0.011212-0.0212156j -0.0235393+0.01229j -0.00712328+0.00477029j 0.0150157+0.0175277j 0.0095687+0.0113779j -0.0148513-0.0042794j 0.00719119-0.00133403j -0.00276779+0.0164986j 0.0176758-0.00675003j -0.0171705-0.00387965j 0.00961731-0.00779777j 0.000989821-0.00791114j -0.00324121-0.00444495j -0.0112811-0.00601265j 0.00466047-0.00999712j 0.000747152-0.0115945j 0.00156975+0.000498837j -4.99177e-05-0.00557987j -0.00772312-0.0123926j -0.00621072-0.00178025j 0.00212582-0.00098889j 0.00152604+0.00167765j -0.00329066-0.00638503j -0.00132687-0.000581445j 0.00369827-0.0103581j 0.00276897+0.00349847j 0.00453665+0.00442515j 0.000784117+0.00519403j 0.00566744-0.00604138j 0.00352127+0.00201232j 0.00205315+0.00426742j -0.0024648+0.00225172j -0.00139754+0.00257462j -0.00172539+0.00245575j 0.00411062+0.00517777j -0.00628623+0.00559116j 0.0130678-0.0151331j 0.0149753+0.0107595j 0.0019557-0.00409394j 0.00251203+0.00284828j 0.0108338+0.00387723j 0.00044641+0.0125021j -0.00625709+0.0160081j 0.0159108+0.00790275j -0.00173587+0.020169j -0.0212795+0.0068766j 0.00605693-0.00970121j 0.0138239+0.0018116j 0.01114-0.0149445j 0.00362535+0.019352j -0.010373+0.000576062j 0.0159026-0.0135776j 6.25298e-05+0.0024624j -0.00375573+0.00231361j -0.00289561-0.0173697j -0.017807-0.000324384j -0.00776856+0.00111809j -0.0192382-0.00160978j -0.0105131+0.0187613j -0.000729676-0.00312484j 0.0122648-0.00720574j 0.0104073-0.00557794j 0.0160306+0.00903885j -0.00719183+0.000287263j -0.0100567-0.0111937j -0.00374947-0.00353271j 0.000398406-0.00778744j -0.00641037-0.00182795j 0.00395057-0.00500475j 0.00457681-0.000455721j 0.00230223+0.000468657j -0.000150891+0.00177975j -0.00521841+0.00185724j -0.00140566-0.011595j 0.00425254-0.0024908j 0.0103777-0.0059921j 0.00131578+0.00295826j -0.00173505-0.00117683j -0.000328315+0.00702014j -9.44998e-05+0.000704508j -0.00286708+0.00850632j -0.00449702-0.00268384j -0.00247278+0.00422257j 8.68753e-05-0.00250364j -0.00107434+0.00483851j 0.000475426-0.000792791j 
