0.0270515-0.00467855j 0.0130764+0.0420309j -0.00344671+0.0223507j -0.0368393+0.0101005j 0.0409312-0.0586849j -0.00251827-0.0629864j -0.0259699+0.0206935j -0.0712678+0.00962063j -0.000513745+0.0208647j -0.048113-0.0239509j 0.057527-0.0280541j 0.0650597+0.0138312j -0.0691249-0.0616678j 0.019926-0.0115764j 0.0109945-0.0123631j -0.01961-0.0208509j -0.00298689-0.00278122j -0.0531787+0.047153j -0.00670282+0.0510381j 0.0065024-0.0141667j -0.0019091+0.0279007j 0.0254231+0.0924781j -0.024026+0.0265409j 0.0374832-0.00700668j -0.0542386+0.0264529j 0.0287971+0.011931j 0.0349799-0.0679909j 0.0178887-0.0001267j -0.0388771+0.0030722j 0.0355076+0.0308045j 0.0210634-0.014131j -0.0532071-0.012671j 0.00193632-0.0147255j 0.0031908+0.0216151j -0.0323967+0.0115179j -0.014503+0.0755146j 0.00957976-0.0204851j -0.150874-0.0695905j -0.0385039+0.0339866j 0.0487923+0.0155389j 0.0132799-0.0696278j 0.0950211+0.0286309j 0.0439607+0.05106j 0.0503779+0.00714245j 0.00353767+0.0276637j -0.0261573+0.0646179j -0.0319906+0.0334025j 0.0808006-0.0842804j -0.0349369-0.0765855j 0.150427-0.059762j -0.0121491-0.0864126j -0.0229403+0.0839843j -0.0631148-0.043607j -0.032828-0.0562401j 0.087742+0.115072j -0.00429724+0.0282582j -0.0532305-0.0144986j -0.00678264-0.145284j 0.000330774-0.00592315j -0.0482195-0.0264016j -0.00669608+0.0467919j 0.0205671-0.0228579j -0.157603+0.054786j -0.0270923+0.100202j 0.096953-0.0196426j -0.0379349+0.00459718j -0.0118392-0.0768011j -0.00139661-0.113818j 0.0377632+0.0127399j 0.130599-0.084794j -0.023283+0.136732j 0.0852437-0.134205j -0.181198-0.15279j -0.0349546+0.0289809j -0.0176811-0.0948236j 0.0280789+0.00149352j 0.0165397+0.00542431j 
0.0014243+0.000507425j -0.00293215+0.00296249j -0.00183611+0.00573512j 0.00284267-0.000486663j -0.00648669+0.00520803j 0.00932989+9.17441e-06j 0.000352802-0.00818295j 0.00547984+0.00753681j 0.000425777-5.04579e-05j 0.000716724-0.00181127j 0.000519614-0.000231393j -0.00346847+0.000504968j 0.000841307+0.00196586j -0.00696239+0.0052567j 0.00727283-0.00545725j 0.00206846-0.00404369j -0.00369042+0.00302657j 0.00154537+0.00740504j 0.00438193+0.00629923j -0.00693736-0.001255j 0.00126839-0.00500773j -0.00718636+0.00253611j 0.00240812+0.0071357j 0.00655323+0.00230003j 0.0036813-0.00536825j 0.00404318-0.00687441j -0.000395446-0.00188119j 0.0200809-0.00221171j 0.00518325-0.00779352j 0.00682551+0.00486993j 0.00606535-0.0052832j 0.00265155+0.0137489j -0.0125987+0.013183j 0.00447623+0.00408343j -0.00158121+0.0096596j -0.0105888-0.00914327j 0.0049851-0.00787193j -0.00320077-0.0134927j 0.00505517-0.00619086j -0.00565511-0.00863807j -0.00135664+0.00393936j 0.0106665-0.00686452j -0.00269126-0.008365j -0.022844+0.00332507j 0.0106201+0.0048686j -0.0161101-0.00502309j -0.0227517+0.00369266j -0.0133772-0.0102099j 0.00558034+0.000685324j 0.0190212+0.0101585j -0.000734475+0.013976j -0.0110623+0.00263023j -0.00100357-0.00437634j 0.0110778-0.00178503j 0.00864003-0.00683427j -0.00922262-0.0155225j 0.00383904+0.0016193j -0.00591804-0.0141833j 0.00338149-0.0069995j -0.00234766+0.00892496j -0.000362531-0.00159652j 0.001971+0.00873778j 0.00529676+0.00478372j -0.00173208-0.00527039j 0.00500225+0.00332314j 0.00447545-0.00444633j -0.00281608-0.0036295j -0.00280211+0.00235366j 9.63594e-05-0.0037611j -0.000320588-0.000916294j 0.000566668+0.00589264j -0.00515819-0.00135268j 0.00150076+0.00476144j 0.00145795+0.00484382j 0.000306708+0.00140029j 0.000461591+0.00254072j 0.00224604-0.00119182j 
-0.000617476-0.00184855j 0.000781042-0.00340969j -0.00165366-0.00243264j -0.000394446+0.00267556j -0.00350724-0.00494334j -0.00340678-0.00108331j 0.000565354-0.000371643j -0.00255598-0.000750322j -9.77607e-05+0.000448428j -0.00333755+0.00224617j -0.00283638-0.000613579j 0.0091694+0.00230416j 3.02922e-05-0.000961267j -0.00659226+0.00332877j -0.000705787+0.00412725j 0.00820114+0.00521431j -0.00334442+0.000765901j 0.00320569-0.000812593j -0.00519624-0.00433657j 0.00280405+0.00307653j -0.00515202-0.00909435j -0.00118657-0.00210709j 0.0104373+0.00501626j 0.0055557-0.0023841j -0.000517126-0.0106606j 0.00319409+0.00503905j 0.00513131-0.0141848j 0.00199691-0.00330288j 0.0102032-0.00148803j -0.0108254-0.0212654j -0.0114415-0.00397214j -0.00297409-0.00670673j 0.000440173+0.00841226j 0.00146932+0.00568462j 0.000148514-0.00718585j 0.00382693-0.015902j 0.00271925+0.0023523j -0.000124656-0.0012225j -0.00507661+0.0172789j -0.000617594-0.00598156j -0.0180407-0.00195445j 0.000592215-0.00417471j 0.00496239+0.00581225j 0.00711566+0.00215337j -0.0187678-0.0140971j -0.00359303-0.000344165j -0.0119234-0.0201828j 0.000465363+0.00518679j 0.0155141+0.00801116j -0.000283058-0.00739728j 0.00834676+0.0242342j 0.000169964-0.00608722j -0.00049785+0.00465547j -0.0109792+0.00636197j 0.000338675-0.0113819j 0.0012324-0.00104019j 0.00553349-0.00459335j 0.0105802+0.00108307j 0.00333307+0.00157796j 0.00272782-0.00352835j 0.00505218+0.000731665j -0.000941193-0.00071175j -0.0013275-0.00373148j 0.00720695+0.0041046j 0.0041777+0.00290655j -0.00140994+0.00264575j -0.00291307+0.00547027j 0.0054519-0.000987841j -0.00236643+0.00444636j -0.00299608+0.00437463j 0.00691704-0.00169982j 0.00294799-0.00120643j 0.000914093+0.00117441j 0.000121092-0.00113448j -0.00116465+0.000232623j -0.000999207+0.000718001j -0.000705064+0.00102811j 
-0.000651724-0.00350997j 0.00130524-0.0013359j 0.00147381+0.00544398j -0.00242134-0.00258051j -0.00140697+0.00455027j -0.00190513-0.00130442j 0.00104971-0.00341672j -0.000575301+0.000542707j 0.00088476-0.00523562j -0.00588197+0.000990096j 0.00221958-0.000728586j 0.00341082+0.000285913j -0.00162467-0.00128834j -0.000779219+0.00477621j 0.00246292+0.000718425j -0.00640388-0.00511257j -0.000458814+0.00961004j 0.00133265+0.0080969j 0.00214064-0.00227305j -0.00590568+0.000266317j -0.00261791+0.00328977j 0.00522608+0.00309602j 0.00152907+0.00226014j 0.0054517-0.00601545j -0.00553722+0.000767615j -0.00614341+0.00642727j -0.00329397-0.00179345j 0.00885745+0.00603681j 0.00846258+0.00603769j -0.0128683+0.0100831j 0.0120156-0.00578514j 0.000416479+0.000646315j 0.000197857-0.0121332j -0.00182095+0.0036058j 0.0128209-0.00487378j -0.00695967-0.0091437j 0.00443105-0.0101648j 0.000726655-0.00112599j 0.00623557+0.00296602j 0.00971662-2.61776e-05j -0.00190713+0.00730301j 0.0134274-0.00391804j -0.00768636+0.00771527j -0.00320744+0.00470123j -0.000571101-0.00873053j 0.0103378-0.00225367j 0.0123443+0.00342155j 0.0108986+0.0209561j -0.00483597-0.00359426j 0.00908465-0.00781604j 0.00166204+0.0128762j -0.00539637-0.00710235j -0.00875839-0.0055206j -0.00323317+0.0114223j 0.00150566+0.00500999j -0.00253373+0.00211337j -0.00468985-0.00420245j 0.00856999-0.00342968j -0.00173786-0.00287198j -0.000638284-0.0104778j 0.00302305-0.00470672j -0.00534678+0.00381714j -0.00169312+0.00261916j 0.0031784+0.00103103j 0.00321158-0.00556972j 0.0026502+0.00190501j -0.00296356-0.000774401j 0.00370596+0.00190208j -0.0037568-0.000770185j -0.00256466+0.0001873j 0.000160217-0.00119949j 0.000221326-0.00192508j 0.000187383-0.000457814j -0.00315073+0.00269716j -5.94561e-05+0.000765406j -5.31596e-05-0.000532909j -0.000402435-0.00116997j 
0.0021503+0.00123856j 2.31014e-05+0.00400768j 0.00320902-0.00414384j 0.00105013+0.00311226j 0.00113514-0.00187147j 0.00302932+0.00106604j 0.00122604-0.00106534j -0.00111699-0.00304631j -0.00686176+0.00101136j 0.000944919+0.00464218j 0.0002825+0.00278914j -0.00199519-0.007853j -0.00800523+0.0040259j -0.00314555-0.00476016j 0.00743962-0.00127569j 1.1809e-06+0.00771296j 0.0066896+0.000894486j -0.00640814-0.011829j -0.000463057+0.00360487j 0.00577406-0.000782859j 0.007031+3.02315e-05j -0.0031508-0.00550251j -0.014603-0.00398421j -0.00228967+0.00014505j 0.000924816-0.00172781j 0.0011849+0.01023j -0.0137529-0.00871282j -0.00114168+0.00152964j 0.00701842+0.00113274j 0.00519302-0.00329455j -0.000559882-0.00444913j 0.00599824-0.00516091j 0.00696744-0.00386929j 0.00675325+0.00826756j 0.00626997-0.00109931j -0.0065442+0.00828022j 0.0145837+0.0167564j -0.00150366-0.00863043j -0.00369599+0.00760871j 0.0152529-0.00767739j 0.00596719-0.0166647j 0.00402516+0.0144095j -0.00235429-0.000742834j 0.00265327+0.00522217j -0.00170175-0.000278103j -0.0209616-0.0114723j -0.0154565-0.00880959j -0.00536322+0.0082164j -0.00919877+0.00796834j -0.00205527+0.000707699j 0.00864794+0.00444903j 0.00524631-0.0155425j -0.00222758-0.00419345j -0.0112015-0.00391506j -0.00660868-0.004723j 0.00298764-0.00973743j 0.0140928-0.00421422j -0.00444749-0.00206809j 0.00311304+0.00193786j -0.0107335+0.00873425j 0.00672103+0.00891813j 0.00348104+0.000311443j -0.00122648-0.00175156j 0.00469518+0.00211688j -0.00155977+0.00284144j 0.00604304-0.0028934j -0.000813461-0.000546695j -0.00178-0.00561833j 0.00571028-0.000260466j 0.00833122-0.0024053j -0.000856539+0.00332778j 0.00180617+0.000659829j -0.00327449+0.00259629j 0.000485439+5.95594e-05j -0.00109503-0.00235516j 0.0015833-0.00115131j -0.000498166-0.000355104j 
-0.000792312+0.00132387j 0.000603402-0.00211423j 0.000275111-0.0032073j 0.000785977+0.00025243j 0.00177059-0.00547297j -0.0018978-0.00389714j 0.000965763+0.00323863j 0.000994185+0.000348709j 0.00197503+0.00116843j -0.0010054-0.00622028j -0.000674773-0.00290735j 0.00319413-0.00158957j 0.00184235+0.00154994j -0.00122466-0.00317921j -0.00390852-0.00101799j -0.00193079+0.00252997j 0.000465891-0.00273072j 0.00143527+0.0061162j -0.00353047-0.00256094j -0.00372144+0.00136403j -0.00775288+0.00219337j 0.00344983+0.00561583j -0.00490446-0.0014227j -0.00113373-0.00500853j -0.00270877-0.00754228j -0.00331074-0.00211789j -0.00239991+0.00800547j 0.00580421+0.00884982j -0.0101401+0.0110853j 0.00876471-0.0141361j -0.00327073+0.0192719j -0.00206729+0.00295614j 0.00766807+0.0157492j -0.00727706+0.0217352j 0.00730624+0.00230978j -0.00169825-0.00479709j -0.00181283-0.0135941j -0.0024005-0.00290008j -0.00152714-0.0088079j -0.0033576+0.00374142j 0.000480025+0.00715027j 0.0108276+0.00331729j -0.00354255-0.00198174j -0.0180663-0.0180304j 0.0118886-0.000268779j -0.00981452+0.00468116j -0.00758111-0.0202073j -0.0111888-0.011867j 9.82606e-05+0.00248961j 0.0024952+0.0109512j -0.00814296+0.00303451j 0.00794068-0.00284269j -0.0112393+0.00280576j -0.00519656+0.000377803j 0.00694238+0.00374279j -0.00220005+0.00261776j -0.0107549-0.00463885j -0.00803901+0.00544147j -0.00456762-0.00894987j 0.00374321-0.00440381j -0.00666156-0.00156641j 0.001259+0.00267807j -0.00486814-0.00443401j -0.00280213-0.00159728j -0.00142868-0.00158488j -0.00265735+0.0034668j -0.000656799+0.00146163j -0.000782734+5.5621e-06j -0.00180466+0.000121754j 0.00139864-0.000421305j -0.000220062+0.000954507j 0.000584548-0.000871127j 0.00255202-0.00337581j -0.00146695-0.000304872j 0.00288611-0.000448621j 0.000116305-0.000677713j -0.000192016-0.000899041j 
-0.00117171-0.000941341j -0.00030969+0.000767506j -0.000836831+0.00227159j -0.0017151-0.0039571j -0.000616197+0.00617464j 0.00245079+0.00211409j -0.000476063-0.00181449j -0.000730909-0.00441605j 0.000878558-0.00733716j 0.00137835+0.00141854j -0.000111752+0.00132774j -0.00084285+0.0015953j 0.000223509+0.00177062j -0.000527082+0.000783109j -0.000493467+0.00604773j -0.00372819-0.00680024j -0.0097746+0.00602196j 0.00570632+0.000938298j -0.00138619+0.00960993j 0.00467348+0.00387566j -0.00588396+0.00970267j 0.00263309-0.00318633j 0.00754961-0.00691459j -0.00343672+0.00454518j -0.00972811+0.00471631j 0.0087842+0.00286966j 0.00340618-0.000649561j -0.0012511-0.0100821j 0.0113273-0.00938274j 0.014132-0.00551679j -0.00997711+0.0169115j 0.0106307+0.00166231j 0.00772956+0.00398519j -0.0235619+0.0110467j 0.0102392-0.0120975j -0.0142913+0.00214898j 0.00581558-0.00601494j 0.00109944+0.00243509j 0.00193594+0.00714939j -0.00779679-0.00780272j -0.00248577+0.0149216j 0.000574307-0.00281428j -0.00721386+0.0071778j -0.0114659-0.0139033j 0.00237803-0.00289981j -0.00459536+0.0162619j 0.00100282-0.0142234j -0.00890213-0.0155158j 0.00537936+0.00262188j -0.00207189-0.0147059j 0.0108328+0.00478397j -0.00208256+0.00393593j 0.00151216+0.0047704j -0.000305799+0.00551641j -0.00958847+0.00435784j -0.00141175+0.00262135j -0.00303172-0.00271896j 0.00700608+0.000352693j -0.00567358+0.00353336j -0.00114384-0.00652275j 0.000895936+0.00199361j -0.00382093+0.000442745j 0.00233935+0.00350728j -0.00147007+0.00148327j -0.000458701-0.00198774j 0.00117918-0.00130239j 0.00171681+0.00045544j -0.000919815-0.00442222j -0.00493439-0.00334327j -0.00638818+0.00136794j -0.00212897-0.00278205j -0.00502505-0.00155812j 0.00262967+0.00119265j 0.00294677+0.00113478j -0.000925174+0.00118981j -0.00130963+0.00128082j 0.000527009+0.00185347j 
0.00233517-0.0014221j -0.000308497+0.00190767j -5.3503e-05+0.00226599j -0.000420628+0.00124776j -0.00403208+0.00314848j -0.00437644+0.00129215j -0.00170766-0.0015936j -0.00142119+0.00395625j -0.00336947+0.00162007j -0.00548126+0.00285345j -0.00180463-0.00506434j -0.00432184+0.000747255j 0.000257262+0.00132171j 0.00392324-0.0017244j 0.00216606+0.00238461j -0.00192496+0.00046253j 0.00747625-0.00163113j -0.00784615+0.00112264j 0.000201482+0.000792591j -0.00848504+0.00366973j 0.00968487-0.00252179j -0.00224228-0.00261725j -0.00820415+0.00345981j -0.0129075-0.00188039j -0.0056724-0.000601713j 0.00405613+0.0150361j -0.00438006+0.0122395j -0.00151515-0.00548572j 0.00749707+0.0145741j -0.00270177+0.0234281j -0.00233666+0.0112885j -0.00305582+0.014712j 0.000856218-0.0150099j 0.00303278-0.000315547j 0.00776964+0.00385655j -0.0117927+0.00571409j -0.00165668-0.000537427j -0.00157284+0.00720272j 0.00144567-0.0103313j 0.0131036+0.00810259j 0.0129199-0.00458932j 0.00720321-0.00725507j -0.0135792-0.0016082j 0.0014023-0.00613406j 0.00271519+0.00701593j -0.0053545-0.0053615j 0.00367747+0.00828603j 0.0116162-0.00520525j -0.0095893+0.0055455j 0.0116529-0.00754899j 0.0136497-0.00379672j -0.00874998-0.00189736j -0.00379949-0.00362149j 0.00316347+0.00410679j -0.00491016+0.000357763j -0.00281004-0.000595142j 0.00109888-0.00123351j -0.00429674-0.00178213j 0.000833407+0.00248969j -0.00171167+0.0013564j 0.00175796-0.00226762j 0.00222474-0.000361326j 0.00382495-0.000304627j -0.00161079-0.000462592j -0.00148151-0.000870486j -0.0040534-0.00174563j -0.00150357-0.00231837j -0.00020702-0.000980325j 0.00203983-0.00305521j 0.000732457-0.00328237j -0.00330398-0.002621j -0.000572427-0.00250649j 2.24684e-05-6.31863e-06j 0.000654763-0.00116209j -0.00332719-0.00181115j 0.00153279+0.000215298j 0.000236201-0.00281708j 
0.00113934+0.000119299j -0.000389412+0.00112753j 0.00142772+0.000273289j 0.00664715+0.00365625j -0.0047903+0.000993841j 0.00156726+0.000336991j 0.00115926+0.00501004j 0.000138925+0.00196994j -0.00623621+0.00506978j 0.000412509+0.000437451j 0.00306904-0.00184122j -0.00393512-0.00534767j 0.000614649-0.00347225j -0.00353565+0.00122467j 0.00667339-0.00096721j 0.0103821+4.61412e-05j 0.00563594-0.0114594j -0.0152959-0.0152393j -0.00522599+0.00267316j 0.00799314-0.00166388j 0.0117086-0.0125003j -0.000899098-0.0141423j -0.0105136+0.00630578j -0.00354386+0.00839858j 0.00501744-0.00527642j 0.00323745+0.00295124j 0.00400285+0.000677839j -0.00678722-0.0117656j 0.00107632+0.00887767j 0.0086806-0.0178492j -0.0229194+0.00711614j 0.00011408-0.00477681j 0.0147608-0.00146235j -0.00651108-0.000234121j -0.000369813-0.00802644j 0.00258762+0.0082352j 0.000494058+0.00915262j 0.00113037+0.00966057j -0.00153181+0.00313124j 0.000585037+0.0136152j 0.00860203-0.0109094j 0.00485133+0.000199337j 0.00465676-0.00172851j 0.0090678-0.00350772j 0.00270055-0.000993046j 0.00434164+0.00563515j -0.0104545+0.00446536j -0.0134207-0.00734546j -0.00408884+0.00199175j 0.000840004+0.0069835j 0.00842327-0.00814938j 0.0119038+0.00380785j 0.00982394+0.000216207j -0.00615137-0.00837105j 0.000465765-0.00258655j 0.00746144-0.0037744j 0.00780393+0.0034752j -0.0027357+0.00166724j 0.00355385+0.00170438j 0.00625181+0.0063974j 0.00267559+0.00498029j 0.00587288-0.00332006j 0.00582863-0.00505089j -0.00393516+0.000915j 0.00303099+0.0044516j 0.000279658-0.00149542j 0.00170685+0.00028611j -0.00455918-0.0060177j 0.00658789+0.00137343j 0.00409031+0.00190955j -0.00133516-0.0029003j 0.000764342+0.0018696j -0.000130058+0.000619363j 0.0030576-0.00388996j -0.000410603-0.00381656j -0.000266761-0.00355095j -0.00110541+0.000673289j 
-0.000374874+0.00314979j -0.00195473-0.00176146j 0.000298226-0.00234186j -0.000586931-0.000696817j 0.00575303-9.06684e-05j -0.00231426-0.00375946j -0.00615854-0.000499j 0.00031528+0.00148669j 0.000876857+0.00155914j -0.00281402-0.000900937j -0.00543513+0.00376617j -0.00140849+0.00588512j 0.00435792-0.000537573j 0.00435967-0.00729093j -0.0023674+0.00385871j 0.000983813+0.00519126j 0.00552033+0.00379183j 0.005072+0.00323418j 0.00185718+0.000624856j -0.0120029-0.00212537j 0.00464776+0.00766641j -0.00534047+0.00214927j 0.0041882+0.00909173j -0.0134078-0.00254749j -0.00191305-0.00429356j -0.00129437+0.000877785j -0.00529667+0.0137682j 0.0111628-0.00902117j -0.00684468+0.00899131j -0.00585663-0.00358001j -0.00554552+0.0192211j -0.0190846+0.0157942j 0.00163612+0.00265434j 0.00124838+0.000183109j -0.00998784+0.00791221j -0.00302044-0.00292957j -0.0214499+0.00583845j -0.00727317+0.00893142j -0.0133769-0.0129917j -0.00018789+0.00463705j -0.00265868+0.000157492j -0.010316-0.0107639j -0.000322084-0.00258772j 0.0058804-0.00330196j -0.0090476+0.00351207j -0.00416953+0.00653992j -0.0112132+0.00390661j 0.00858273-0.0140863j -0.000652222+0.00554356j 0.00794998+0.00789381j 0.00186421-0.00800775j 0.00356387-0.000100579j 0.00577486+0.002198j 0.00874899-0.00144604j 0.00250524-0.00602345j 0.00239322-0.00298628j 0.00098343+0.00648692j 7.21447e-05+0.00533375j -0.00336605+0.000273465j 0.00237591-0.000933104j 0.00152437+0.0002318j 0.00392434-0.00234575j -0.00409514-0.00326443j 0.0017426-0.000398925j -0.00639513+0.00110558j -0.00761803+0.00411367j -0.00600661+0.000747246j 0.00504236+0.00600484j -0.00111517-0.00141969j 0.00208524-0.00506869j 0.00487554-0.00343689j -0.00232571-0.000282186j -0.00125151+0.00295793j -0.00100897+0.00206646j -0.00029599+0.00188244j -0.000621497+0.00215605j 0.00120273+0.000100225j 
0.000988725+0.00151462j -0.00172623+0.00212929j 0.00312961-0.000429521j 0.000419539+0.000205393j 0.00271993+0.00126776j 0.00118734+0.00165323j 0.00225959-0.00500804j 0.00285468-0.00455252j 5.65868e-05+0.00033086j 0.00104783+0.00103564j -0.00295896-0.00374793j -0.00074297-4.49452e-05j -0.00573284+0.00687287j 0.00482126-0.00468528j -0.0127599+0.00280155j 0.00615574+0.00261988j -0.00301076-0.0125881j 0.00267181-0.00204125j -0.0131379+0.000225454j -0.00465525+0.0177865j -0.0111446-0.00668738j -0.00910706+0.0118068j -0.00683114-0.00685681j -0.010678-0.00114803j 0.00756287-0.00738076j 0.00999222+0.00523327j -0.00806015-0.0025143j -0.021628+0.0129227j -0.0107157+0.00894182j -0.0155042+0.011496j 0.0201538+0.000638323j -0.00291927+0.00647891j -0.000631181+0.0178008j 0.0279491-0.00195336j -0.0171444+0.00845861j 0.0197435+0.00757958j -0.00238064-0.00159381j 0.00578863-0.00715319j -0.0130675-0.0054955j -0.00665554-0.000605282j -0.00684288-0.00155501j -0.00718163+0.00931475j -0.000786936-0.0111414j -0.00779205+0.00768941j -0.00652311+0.0087777j -0.00206419-0.00702439j 8.88625e-06-0.00470348j -0.00350585-0.00256791j 0.00508072+0.00421109j -0.0136008+0.00154376j 0.00469668+0.00144962j -0.00555889-0.00239479j 0.00605319-0.00105125j -0.00599267-0.000167077j 0.00341467-0.00272257j -0.00269036+0.00639012j -0.00416632-0.00573376j -0.000294924+0.00992358j -0.00441395+0.00218915j 0.00101702+0.00428205j 0.000152923+0.00300762j 0.00581997-0.00388743j 0.000893961-0.00425743j 0.0064443+0.000602726j -0.0016538+0.0039659j 0.00232634+0.00533173j 0.00543222+0.00151787j -0.00348846+0.00347986j 0.0016735+0.00040843j -0.000862461-0.00117755j 0.00120827-0.00150845j 0.00254486+0.00260615j -0.000533843+0.00409145j 0.00232306-0.000860963j -0.0023967+0.000765271j 0.000195047+0.000663262j 0.000382111-0.00156786j 
-0.000300244+0.00169983j -0.0011316+0.000718706j -0.00124871+0.00106161j -0.00044167+0.00101172j 0.00405175+0.00429652j -0.00224651+0.00159315j -0.00264717-0.00766674j 0.0034079-0.00296261j -0.00274637-0.00242751j -0.000768847-0.00133968j -0.000868086+0.00413891j 0.00195284+0.00527786j 0.00144274+0.000354765j 0.00275846-0.00254141j 0.00139607+0.000699496j -0.0086931-0.00289874j -0.00358484+0.0100959j 0.00668906+0.00441957j 0.0114405+0.00171133j 0.00146773-0.00426786j -0.00145782+0.0117367j -0.000917667+0.00118401j -0.00371758-0.00934224j -0.00833712+0.00524804j -0.00672228+0.00889936j 0.00986054-0.000654102j -0.0084226+0.00446754j -0.00108402+0.00798979j 1.45991e-05-0.00278006j 0.00510901+0.00861299j 0.00790673+0.0161776j 0.00529049+0.00508838j -7.2856e-05-0.00221166j -0.00352157+0.00574368j 0.00869507+0.00787808j -0.00262133+0.00623896j 0.00469373+0.00679705j 0.0059435-0.00569754j -0.00280472-2.2001e-06j 0.0132722-0.0157111j -0.00216565-0.00158328j -0.0116299+0.000296455j -0.00748019+0.0133061j -0.00644343-0.00301529j 0.00163373+0.000270169j -0.00356273+0.00739001j -0.00245512-0.0136305j 0.00517001-0.00770586j -0.00217524+0.00551095j -0.0174041-0.0118197j 0.0011436-0.00516355j -0.00233711-0.00510127j -0.00356794+0.00148428j -0.000826398+0.00681158j -0.00459163+0.00689972j -0.00250791+0.00173914j 0.00132533-0.00586369j 0.000728096-0.00094399j 0.000820125+0.00702103j 0.00111968+0.00226122j 0.00926929-0.00373324j -0.00420704-0.00399226j 0.00462178-0.000366865j -7.46271e-05-0.000600157j -0.00349907+0.00465008j -0.00241052+0.000947661j -0.00139789-0.00039147j 0.00171484-0.00102252j -0.00297734-0.00370993j -0.00211042-0.00255526j 0.00114341-0.00216043j 0.00153427+0.00190506j 0.00316957+0.000218165j 0.00204072-0.000601475j 0.000991673+0.00252417j -0.00066528+0.00233187j 0.000951358+0.00090183j 
0.00123004-0.00186802j 0.000157936+0.00107221j -0.0019586+0.000267465j -0.00282071-0.00171025j -0.00569187-0.000808291j 0.00155426+0.00162933j 0.00136935+0.000636289j -0.00373224+0.00281773j 0.00585338-0.00120052j 0.00156563+0.004483j -0.00371347-0.00117588j -0.000891242+0.0024831j -0.00219507+0.000125226j 0.00220683+0.000884539j -0.00607682+0.00401605j 0.00646898-0.000564917j 0.00158224-0.00998466j 0.00237018+0.00659459j -0.0110634+0.00459654j -0.0039285+0.0127068j -0.00163975-0.00334798j -0.00315651+0.00474488j 0.00689686+0.000144467j -0.00201462-0.00143641j 0.0013202+0.00314933j 0.00499105+0.00133583j 0.00617566-0.000183118j -0.00785655-0.00694983j 0.00406277+0.000179286j -0.00258746+0.00617215j 0.00939916-0.00161743j 0.00129488+0.00581366j -0.00809979+0.00131141j 0.00393878+0.00299473j -0.00542919-0.00258593j -0.0041428+0.00518098j -0.00568601-0.013041j -0.00221149+0.00220969j -0.00367922+0.000455528j -0.0123029+0.00637641j 0.000665367+0.00698643j 0.00271608-0.00314976j -0.00347266-0.0103056j -0.01143-0.00421864j -0.000831584+0.00570474j -0.0032253-0.0034252j 0.00269355+0.00387673j -0.00673941-0.000777515j 0.00595163-0.00314083j 0.00577962-0.00749097j 0.00523617+0.00287058j -0.00813045+0.00336131j 0.00384517+0.000812501j 0.00164944-0.00210892j -0.00271498-0.00155865j -0.00174732-0.000370573j -0.00693926+0.00346363j 0.00338328+0.00151775j -0.00720079-0.00330741j -0.00371687-0.00305101j -0.00445999-0.000643702j 0.00125887+0.00419978j -0.00436245+0.00294119j 0.000176633+0.00276048j -0.000472983-0.00266329j -0.000456686-0.00218927j 0.00145479-0.000725109j 0.000768741+0.00197711j 0.00269642-0.00101682j -0.00115268-0.00127599j -0.00187948+0.0017133j -0.00248592-0.00311574j -0.00472268+0.00174255j -0.000929496+0.00081879j -0.00464938-0.00101261j 0.00155348+0.00139846j 0.000614397-0.00143525j 
