0.0187798+0.00959049j -0.0110071+0.00970149j -0.00438011+0.00898905j 0.00479213+0.00634065j -0.00583117-0.0090342j -0.00913091-0.0310869j -0.00103742-0.0351035j -0.00359631+0.0126767j 0.00184251-0.0230756j 0.00408566-0.0119114j 0.00573858+0.0123398j -0.019216+0.0113341j 0.0261022-0.0243786j -0.0300612+0.0366193j -0.0267532-0.00296276j -0.0148969-0.0326876j 0.0243358-0.0164147j 0.00792529-0.0173687j 0.00422595-0.00150382j -0.000342248+0.00407113j -0.0309302+0.0204975j -0.00252683-0.00273953j -0.0174546+0.00823061j 0.000487424+0.000136504j -0.00566281-0.000536895j 0.0312562-0.00813895j -0.00298208+0.00414738j 0.0116488+0.00208178j 0.0149091-0.00313788j -0.0156263-0.000547478j 0.0107276-0.00395858j -0.00630597-0.00318262j -0.00753239-0.00208715j 0.00235047-0.00885323j -0.0150072-0.0124343j 0.033144+0.00962653j 0.00130095-0.0147232j 0.00176441-0.001312j -0.00218277-0.016937j -0.0072907+0.00100538j 0.0074526-0.0132922j 0.00645578-0.00944179j -0.000187272-0.00504455j -0.00731029-0.00214368j 0.00022868-0.00941155j -0.00126134-0.00184373j 0.0103023+0.00494881j 0.00416154+0.00557954j 0.00890209-0.0051443j 0.000494068+0.00642974j -0.00665269-0.00779779j -0.0121613+0.00719887j 0.000740441+0.00417314j 0.00652041+0.000381178j -0.010863+0.00432359j 0.00363124-0.003932j 0.00826574+0.00612555j -0.00494745+0.00222501j 0.00453209-0.0112464j 0.000541983-0.011904j -0.0072203+0.00136699j -0.0143246-0.00478883j 0.00365508-0.00292357j -0.00592027+0.00181622j 0.00782041+0.00433779j 0.00989078-0.00197088j -0.00196976-0.00130991j 0.00471362-0.00677051j 0.00202391-0.00680921j -0.00291964-0.00181026j 0.00573397+0.00686788j -0.00533163+0.00207877j -0.00646026-0.00273027j 0.00513862+0.0054755j -0.00562442-0.000382483j -0.00412601-0.000337044j 0.00477692-0.00629521j -0.00114095-0.00262645j -0.00446741+0.00577507j -0.00367305+0.00203824j 0.00968569+0.00794209j -0.0030811-0.00979929j -0.0100202-0.000742508j 0.00020958-0.00880511j -0.00458299+0.000161295j -0.00177061+0.00478721j 0.00517085-0.00191665j 0.00227932+0.00634951j 3.28471e-05+0.00587534j 0.00384124+0.00662091j -0.00774203+0.00609999j -0.0115262+0.00721033j -0.0157299-0.00837385j -0.00183928+0.00345618j -0.00474723+0.00404956j -0.00308437-0.00501926j 0.0113225+0.000160104j 
-0.00353595-0.000736969j -0.00345421+0.00171846j 0.00243876-0.000902802j -0.000782006+0.00257306j 0.00456139-0.00505375j 0.019149+0.00351907j -0.0145697-0.00769335j -0.00491134-0.0099472j -0.0259389-0.0166871j -0.0245234-0.0382571j 0.0177328-0.0193138j 0.0104365+0.0485408j 0.000230243+0.0544499j -0.0106762+0.015398j 0.00539562-0.00614802j -0.00344811+0.00452029j -0.0106783-0.00665012j 0.000796528+0.00477962j -0.00364651-0.00441742j 0.00981252-0.00340502j -0.021089-0.0027467j -0.0209412-0.00472876j -0.00370008-0.00754963j -0.0155087-0.00176473j -0.0106662+0.00294158j -0.0161682-0.0021851j 0.00761064+0.00337361j -0.0160729-0.00577509j -0.000342964-0.00436334j 0.0215809+0.0135997j -0.00446925-0.0005921j 0.01966+0.0181506j 0.00560649-0.0163584j 0.0119122+0.0261241j -0.000968523-0.013041j 0.00768037-0.0030915j -0.000118143-0.00449539j 0.000528296+0.00451485j -0.00382246-0.00172659j 0.00182251+0.00118398j -0.00375909-0.001481j -0.00290814-0.00396524j -0.00220101+0.00875292j -0.00135988+0.00135587j -0.00935536-0.00888127j -0.00315516-0.00837661j 0.00295551+0.00469577j 1.73587e-05+0.0185379j -0.00697496+0.000620386j -0.00076696-0.00194608j 0.009115+0.00151029j 0.0143803-0.00159066j -0.00333713+0.00383285j 0.0029672+0.00799412j -0.00314711+0.00123784j -0.00933651+0.00053846j -0.00436721-0.00592731j 0.0025501-0.00273871j -0.000380822+0.0045462j 0.00172052+0.00109267j -0.00869803+0.00156815j -0.00866186-0.00353646j -0.000618563-0.00101905j -0.000376554+0.000581324j 0.00737627+0.00802826j -0.000605045+0.0064645j 0.00366264+0.00585j 0.00715037+0.00472785j -0.0087796-0.000419781j -0.0059604+0.00551013j 0.000578729-0.0109184j 0.000753484+0.00250238j -0.00555484-0.00226178j -0.00474338-0.00257577j -0.00531899-0.00816785j 0.00118298-0.00262236j 0.00089897+0.00278755j -0.00641988+0.00235399j 0.00882593-0.00292111j 0.00897982+0.00411197j 0.00314077+0.00529423j -0.0016813+0.00557858j -0.00174898+0.0107058j -0.00292021-0.00703852j 0.00748857-0.0078352j -0.00500778+0.00442165j 0.00416159-0.0037809j -0.00562053+0.00260286j -0.0104589+0.00925169j 0.000570765-0.00738056j -0.00307112+0.000951433j 0.00102967-0.000997268j 0.00103608+8.90898e-05j 0.00293192+0.00131313j -0.000248087+0.00104743j -0.000506043+0.00188204j 0.00401607-0.00121559j 
-0.00634899+0.00361289j -0.0014951+0.00232913j 0.00826849-0.0074814j -0.00184613+0.00519962j -0.00845524-0.00640297j 0.0125285-0.0142671j -0.0190354+0.00235675j -0.0202791-0.0215592j -0.0212017+0.0227134j -0.0343222+0.0210429j -0.0215882-0.0181186j 0.0280831-0.0224969j 0.043949-0.0112465j 0.00804712+0.00534695j 0.00046154-0.00758412j 0.00282594+0.0134494j -0.0202489+0.00143332j 0.0028222+0.00735368j 0.00831107+0.0034609j 0.00698433+0.00289772j 0.00522346-0.0154251j 0.000603747-0.0157814j 0.00842309-0.00376642j 0.00936399-0.00929779j -0.0248384-0.0120572j 0.00488748-0.00864218j -0.0171427+0.000354377j -0.00476838-0.0259796j 0.00266034-0.000537052j -0.00745505+0.0111974j 0.00133716-0.0012264j -0.0140685+0.0197137j 0.00907808-0.0069617j -0.0191424+0.00775866j 0.00261844-0.00363681j 0.0024834+0.000783804j 0.00121701-0.0091169j 0.00394951+0.00176856j 0.000547808+0.0021357j 0.00292741+0.00507716j -0.00141341-0.00184742j 0.00174184+0.00472745j -0.00209902-9.22728e-05j -0.00591904-0.00240246j 0.0106965-0.00851889j 0.00535761-0.0018512j -0.00434662+0.00384191j -0.0204847-0.000797839j -0.00390595-0.00882203j -0.00080912-0.00131646j -0.00440455+0.012004j -0.000790575+0.0147848j -0.00391233-0.0063066j -0.00481381-0.0026302j 0.000627951-0.00656524j 0.00184824-0.00767609j 0.00536373-0.00484626j 0.00870153+0.00298601j 0.00210445+0.00311266j -0.00490223-0.00379411j -0.00330714-0.00895499j 0.00374296-0.0103636j -0.000640856+0.00174937j -0.00420297-0.00517848j -0.00529139+0.00478198j -0.00474396-0.000412772j -0.00286126+0.0021754j -0.00961013+0.00458446j -0.00227976-0.00687814j -0.00358428-0.00992242j 0.0132205+0.000831134j -0.00114163+0.00548407j 0.00637851-0.00380269j 0.00682113-0.0067257j 0.00831847-0.00247965j 0.0012857+0.00530101j -0.000586295+0.000364613j -0.0030393-0.0100659j 0.00542225+0.0114412j -0.00832986+0.00134301j -0.0109137+0.00681769j -0.00519851+0.00114054j -0.0131753-0.00266025j 0.00321908-0.000268037j 0.00850788+0.00464635j -0.0016388-0.00591532j 0.00218379+0.00560779j -0.0033855-0.00300602j -0.0047561-0.0103374j 0.00868772+0.00577404j 7.21586e-05-0.00165623j -0.000830605-0.00225833j 0.00186901-0.00151168j 0.000114406+0.00496493j 0.000778864+0.00166911j -0.000444767-0.00172003j 1.17235e-05-0.000863024j 
-0.00986068-0.000978865j -0.00105631-0.00200307j 0.0165008-0.0115509j -0.00410833+0.00576772j -0.022674+0.0047187j 0.00453562+0.000402653j -0.0273905-0.0138293j -0.0334788-0.0462828j -0.00539697-0.00804014j 0.0265361-0.0130278j -0.00779456-0.0167206j -0.0213136+0.00462748j -0.0143537-3.56458e-05j -0.0211889+0.000447524j -0.00258989-0.0183861j 0.00728038+0.009216j -0.0178855+0.000207549j 0.00687049+0.00120073j 0.0168154+0.00989994j 0.00775695+0.00405247j 0.00451453+0.00563571j -0.00436208+0.00943336j 0.01788+0.015503j 0.0066371+0.0250803j -0.0277665-0.0186637j -0.0011551+0.0151582j -0.0163907-0.0199128j -0.00963449-0.0229558j -0.00235826+0.00275011j 0.0100939-0.00817911j -0.000543349+0.00110381j 0.0100702-0.0128926j -0.00360562-0.00678807j 0.00475385-0.00959777j -0.00959133+0.00823381j 0.00474415-0.00415918j -0.0030257-0.0165452j 0.0095853+0.000441217j -0.00892893+0.00125571j 0.00844898+0.0155341j -0.0089349+0.0042245j -0.00750205+0.0109687j 0.00693323+0.0058779j -0.00629133-0.00410293j 0.00125178+0.000593929j -0.00646658-0.00231271j 0.00509712-0.00169351j 0.00070653-0.0021526j -0.00451988+0.000806059j -0.00653545-0.00576627j -0.00349917-0.00133962j -0.00270146-0.0092614j 0.00200648-0.00515203j 0.0116062-0.00702154j 0.000415233-0.00299919j 0.00285363+0.0108144j -0.00297845-0.000550443j 0.0121652+0.00542478j 0.00841784+0.00424188j 0.00011149-0.0145132j -0.00304534+0.000603395j 0.00160866+0.00446997j -0.0110176+0.00195165j 0.000335891-0.0103909j 0.00118687-0.00907003j 0.0110946+0.00854899j -0.00313936-0.00208579j -0.00370226-0.00367203j -0.00613952+0.000665928j -0.0015722-0.00288374j -0.0019067+0.00171275j 0.0050294+0.0115438j -0.00519686+0.00677258j 0.00563845-0.00158831j -0.0085106+0.00765873j -0.00280027-0.00249022j 0.00305751+0.00168538j 0.00306282-0.00203684j -0.00276942-0.000299536j 0.00337666-0.00648126j -0.00975861+0.0050938j 0.00085194+0.00392599j 0.00624874+0.00766203j -0.00981205+0.00152911j -0.000996597-0.00192569j 0.00328717+0.0011565j -0.00138575-0.00413175j -0.000471049+0.00482546j 0.00462068+0.00651002j -0.00718757-0.00373112j -0.00506457+0.000598117j -0.00276124+0.000238381j 0.002716-0.00295681j -0.00406636+0.00520995j -0.00494919+0.00143051j 0.006364+0.0022283j 0.00580666-0.00364831j 
0.000913353+0.0132431j -0.0034261+0.000994402j -0.0106549-0.0181781j -0.00684902+0.00343474j -0.00350051+0.0155432j -0.00467724-0.00439219j -0.0099391+0.0334962j -0.0427529+0.0426091j -0.0107988+0.00622332j -0.0166302-0.00375039j -0.0330911+0.012208j -0.010621+0.00676144j -0.00919596-0.00329621j 0.000657072+0.00537017j -0.0156422+0.000274891j 0.00635147+0.00873636j -0.0134742+0.0172284j 0.000409423+0.00778036j -0.0042995+0.00978752j -0.00954712+0.00825444j -0.00213849+0.00227428j 0.00895632-0.00190257j -0.0125669+0.00744968j -0.0216984+0.0129363j 0.0260119-0.0183464j -0.0119114+0.00472164j 0.0161744-0.00597972j 0.0266297-0.0153672j -0.00636166-0.0138692j -0.000209297+0.00916734j 0.000327422-0.00213412j 0.000245798-0.00272425j 0.0125247-0.00568702j 0.00608845-0.00597371j 0.00527376-0.00573191j 0.00652773+0.00306985j 0.0108517-0.00355233j -0.00799232+0.0085988j -0.000913606-0.00274228j -0.0187303+0.00034577j -0.000787435-0.0205506j -0.00887755-0.00376152j -0.00298852+0.00598218j 0.00199443-0.00886623j -0.00233916+0.00873643j 0.000169072-0.00992974j -0.000317316+0.00374234j -0.00134759-0.00761688j 0.000801357-0.00539502j 0.000398989-0.00510264j -0.000380332+0.000689177j 0.00051122-0.00140314j 0.00161461-0.000598337j 0.00738387+0.00770195j 0.00781658-0.000897839j -0.00448243-0.00252116j 0.00257594+0.00225499j -0.00298849+0.0123244j -0.0064178+0.0100577j 0.0141182-0.000498323j 0.0099987-0.00354178j -0.00343125+0.000125172j -0.00593457-0.00795878j 0.0138639-0.0043415j 0.00600934-0.00508164j -0.00463295+0.00855532j 6.06729e-05-0.0043153j -0.000388418-0.00771351j 0.00282451-0.00709754j 0.00817966-0.00183688j 0.00321342-0.00140479j -0.014505-0.00305821j 0.000649361-0.00249572j 0.00424288+0.0073885j -0.00328667-0.00608094j 0.0024474+0.00133411j -0.00270666+0.00194676j 0.00460264-0.00226273j -0.00230479-0.000804838j 0.00597056+0.00113123j -0.00758334-0.0126426j -0.00381675+0.00482867j -0.00441736-0.00260459j -0.00314674-0.0107486j -0.00414185+0.00639364j -0.000990736+0.0063217j 0.00182183+0.000546475j -0.00598+0.000480547j 0.00165528-0.00527578j 0.00304018-0.00112689j -0.0123433-0.00794393j 0.00452033-0.00230379j 0.00258103-2.58441e-06j 0.00831453-0.00412344j -0.00798137-0.00580245j -0.00760443-9.40762e-05j 0.00348217+0.00201149j 
-0.00190389+0.00262958j -0.00455091-0.00071583j -0.00451479-0.00786083j 0.0230704-0.00914317j -0.0107869+0.0052485j 0.0073412-0.00277544j 0.000804069+0.00146047j -0.00599695-0.00553019j 0.00265451+0.00435148j -0.00369298+0.0163597j -0.00762235-0.00205302j -0.0140005+0.0488311j 0.00161421-0.015233j 0.00712581+0.0208342j -0.0490017-0.0689468j -0.0106438-0.00468079j 0.00103267+0.00863535j -0.0105548+0.0137658j -0.00665029-0.00467524j 0.00611514+0.000967968j 0.00369627-0.00168537j 0.00736798-0.00088036j 0.00697911-0.00776388j -0.00334144-0.00211052j 0.000928865-0.00491506j -0.0107165-0.000811682j -0.0147363+0.00592275j 0.0219358+0.00579899j 0.00237682+0.00542839j 0.0193229-0.00440813j 0.00138421+0.00671319j -0.00806224+0.00110407j 0.0133696+0.0108782j 0.00507365+0.00375318j 0.00373008+0.0232807j 0.0146303-0.0338247j -0.0280268-0.014383j -0.0108813+0.000590619j -0.0552002-0.021082j 0.00387379-0.00235088j 0.00797604-0.00413758j -0.00816148-0.00230733j -0.00377642+0.00767802j 0.000864049-7.97149e-05j -0.00426481-0.00672673j 0.00628284-0.00413172j 0.00442135+0.00110506j -0.00629181-0.00385116j 0.00446687+0.00121171j -0.00710602-0.00335602j 0.0018235+0.00324544j -8.36304e-05-0.00200285j 0.00586512-0.00523078j -0.00329184-0.00490257j -0.00692647+0.00865757j -0.00080192+0.00350106j -0.000314365-0.00152476j 0.00225323+0.00500703j -0.00839847-0.00120848j -0.00889546+0.00393262j -0.00119613-0.00561008j -0.00232083-0.00418809j -0.00347019-9.61967e-05j 0.0105533+0.0100729j -0.00462036-0.00101075j 0.00100109-0.00169222j -0.00330278+0.00479821j 0.00631732-0.00426198j 0.00372627+0.00224194j -0.0127369+0.000864679j 0.000585834+0.00471888j -0.0015089-0.00343027j 0.000566373+0.00388609j 0.00207192-0.00510953j 0.00644624+0.00286372j -0.00561107-0.00179043j -0.00514967+0.000191926j -0.00150453-0.00369784j -0.00459697+0.00767718j 0.00425096+0.00199369j 0.00751921+0.0014863j -0.00135777-0.000509057j -3.61877e-05-0.0039735j -0.000992926-0.00695669j -0.00404616+0.00167595j -0.00912978+0.00946735j -0.000733552-0.00423439j -0.00950167-0.000962807j 0.0112398-0.00300459j -0.0168856-0.00270772j 0.00728419-0.0141376j 0.00126944+0.00315273j 0.0145109+0.000527925j -0.000347079+0.0132519j -0.0244991-0.00839705j 0.0371863+0.0100539j 0.0172371-0.027554j 
0.0100701+0.00780193j 0.00260059+0.00346555j 0.00982271-0.00899059j 0.00455221-0.0123527j -0.00551673-0.00896865j -0.00210816+0.00751743j -0.0177845-0.00026988j 0.00836489-0.0105446j -0.0102354-0.0193596j 0.0018456+0.0165335j 0.00594994+0.0154923j -0.01265+0.0164315j 0.0112473+0.00860851j -0.0373212-0.0322292j -0.0115604-0.000244241j 0.00477056+0.0143468j 0.0153937+0.00305258j 0.000273734+0.00366135j -0.00190002-0.015166j 0.0138149+0.012077j 0.00286559-0.00134382j -0.0119282+0.0055222j 0.0151205+0.00106549j 0.0100462+0.000580913j 0.0145568+0.00415803j -0.00290333-0.00728209j 0.00580666-0.00701013j -0.00518309+0.00480228j -0.0114254-0.00194993j -0.011839+0.00437932j -0.00647959-0.0013552j -0.013086-0.00757997j 0.0078978+0.00449405j 0.0155139-0.00638997j 0.0101696-0.0218542j 0.0427151+0.00728483j 0.00435128-0.0073584j -0.0154632-0.00214369j 0.0194557-0.00735411j 0.00463205-0.00806662j -0.00243562-0.00386233j -0.00658745-0.000320725j -0.00187228+0.00588156j 1.45383e-05-0.00476974j -0.0130824-0.00284037j 0.0054515+0.00391754j -0.0110351-0.00735983j -0.00537436-0.000347324j -0.00499198-0.0024491j -0.00674237+0.00702674j 0.00089645+0.000539985j -0.00535639-0.00109362j -0.0044161+0.00355934j -0.00040568-0.000916882j -0.00124819+0.00122518j 0.00217154+0.00430762j 0.00223219+0.00110355j 0.000889002-0.00360586j 0.00756333-0.00310923j 0.00556141+0.00430283j 0.00453246-0.00411327j -0.00634352-0.00151247j 0.00619233+0.0020581j -0.00728175-0.00784346j -0.00477322-0.00637669j 0.00867853+0.00219186j -0.00110712+0.00792785j 0.00377013+0.00540885j 0.00145009+0.00683977j 0.0027204-0.00154552j 0.00461588-0.000122303j -0.00223849-0.00288949j -0.00573244+0.000350575j 0.0012543+0.00438939j 0.00811741+0.00050078j -0.000351788+0.00132818j -0.00247302+0.00353804j 0.00337971-0.00162452j 0.00331488+0.00321782j -0.000942156+0.00101638j -0.00140008+0.00331534j 0.00135718-0.00534138j 0.00455757-0.00552582j -0.00628805-0.00873641j 0.00135895+0.00722695j 0.00736288-0.000601228j -0.00380927+0.00198294j -0.00719719+0.00298482j -0.00483674+0.00358192j -0.0106545+0.00303205j -0.0158024-0.00457901j 0.0217854+0.0014946j -0.00286175+0.00210133j 0.0201757+0.00105715j 0.00750986+0.00632171j -0.0159644+0.0243665j 0.0464877+0.00547662j 
0.0220953+0.0153284j 0.012813-0.0162081j -0.0109187+0.0156431j -0.0339823-0.00321127j -0.0171438+0.0340115j 0.0122235-0.0345309j 0.0513383-0.0308224j -0.0121262-0.0149616j 0.0359565-0.0294748j -0.0252066+0.0178762j -0.0200372+0.0144475j 0.0246495-0.0234707j -0.0533525+0.0645804j 0.00557441-0.0673302j -0.0485427+0.0437221j 0.02688-0.051506j 0.0285443+0.0554793j 0.0306279-0.00985805j -0.00240639+0.0367435j 0.00036069-0.0268812j -0.00549605-0.00501748j 0.00381294-0.014043j -0.00508008+0.00160749j 0.00233062+0.0044402j -0.00527969-0.0110534j 0.0155937-0.00521607j 0.0178101+0.00792039j 0.00497619+0.0142034j -0.00100314+0.00172398j -0.000622703+0.00448779j 0.00815736+0.00160012j -0.00688114-0.0079145j 0.00628403+0.00875513j 0.017548-0.0173857j 0.0475164-0.0212023j -0.0110666-0.0106606j -0.0216887+0.0156783j -0.0119039+0.0117349j -0.0308361-0.0164881j -0.0108172+0.000505292j -0.0131956-0.0158764j 0.018165+0.00355998j 0.0167017-0.0267436j -0.00323033+0.0108026j 0.00865534+0.00835448j -0.00757918-0.00105358j 0.0108563-0.00675483j 0.0124043+0.00967134j -0.00248661-0.00330839j 0.00750087+0.00121017j 0.00465577+0.00155629j 0.00130961-0.00694467j -0.00323595-0.00370281j -0.012375-0.00218279j -0.00704111+0.0127856j 0.0054223-0.00523513j 0.00310733-0.00328712j 0.00703958-0.00891803j -0.00884104+0.00269325j 0.00293589-0.00464507j 0.00893-0.00796239j -0.0125256+0.0109917j -0.00741307+0.00511102j -0.00130537-0.00228941j -0.0057032-0.000127327j 0.00455996+0.000836212j -0.00359501+0.00534052j -0.0107977+0.00592934j -0.00696671+0.00486404j -0.00393853-0.00950037j -0.0042307-0.00581741j -0.00392176+0.00213083j -0.00425852+0.0030817j 7.22258e-05-0.00476641j 0.00343862-0.0031282j 0.00434596-0.00475631j 0.00221285-0.00214596j -0.00423249-0.00513023j -0.00241339-0.00637339j 0.00300119-0.00150283j 0.00940065-0.00349072j 0.0022975-0.00879416j -0.000417234+0.00154899j -0.00502613-0.00532448j -0.00128791+0.00241722j 0.000645431+0.0044948j -0.00771483+0.00139428j 0.00800869-0.00801671j -0.00758143-0.00964085j -0.0124158-9.60173e-05j -0.00265246+0.00459358j -0.00999116-0.00591856j 0.00407705-0.0246542j 0.0128061-0.02615j -0.0596425-0.00926487j 0.00955775+0.0116413j -0.0128829+0.0109595j 
-0.00466758-0.00414295j 0.0133315+0.00489252j -0.0200977-0.0222272j -0.0173135-0.0166023j -0.0254365-0.0177901j 0.0305379+0.0156906j 0.028015+0.0301896j 0.00360512-0.005639j 0.00534678-0.00474797j 0.000509498-0.00116621j 0.0150947+0.0145492j 0.00740222+0.0568849j -0.0346852-0.0575598j -0.0293181+0.0797869j -0.0702741-0.0859576j 0.0064713-0.0406043j 0.0180752-0.0280783j 0.0162401+0.00204341j -0.0113141-0.0195913j 0.011059+0.0118633j -0.00400732+0.0084458j 0.00226146-0.00237812j 0.00137687-0.0171637j 0.00125752+0.00866833j 0.0142562-0.0071494j 0.00997359+0.000512242j 0.00645132+0.0110506j -0.00922981+0.00258885j -0.00565587-0.00798984j 0.00044827-0.0214423j 0.00816891+0.00101415j 0.00150449-0.0260324j -0.00684774+0.0125815j -0.0188795+0.0517209j 0.00938103+0.0182135j 0.0159106-0.0154463j 0.0016089+0.00644387j -0.00852322+0.00627426j -0.0102264-0.00183973j -0.00340813-0.00407394j 0.00352402+0.00178671j 0.0122356+0.00146245j -0.00814441+0.00842428j -0.00214627-0.00244621j 0.00645384+0.00362231j -0.0114338-0.0169585j 0.00891369-0.00937827j 0.00146156+0.00289578j 0.0115994+0.00312123j -0.0116262+0.0133534j 0.00124986+0.000522563j 0.0025709+0.00772375j -0.00341479-0.00449144j -0.000983924-0.00188177j 0.006431-0.00612694j 0.00123945+0.00792922j 0.00163355-0.00574985j -0.00298137+0.00269016j 0.00447819+0.00202936j 0.0012461+0.00567631j -0.00260128+0.00367699j 0.00631591-0.00518391j 0.0017441+0.00644694j 0.0111606+0.00329639j -0.00241325-0.0070908j -0.00606572-0.00645723j -0.00864746+0.00297916j -0.00445127-0.00451894j -0.00547984-0.00253846j 0.000322667+0.00709195j -0.0109206-0.00136699j -0.00386087+0.00767933j -0.00480932-0.000644847j -0.00192992+0.000916766j 0.00116636+0.00382183j -0.00115055+0.00401j 0.0041456+0.00979651j -0.00574867-0.00608978j -0.00921364+0.00644446j 0.00110515-0.00345581j 0.0136287+0.000623329j 0.00439719-0.000394272j -0.000161197-0.000396682j 0.012001-0.00709019j -0.000959014+0.0154123j -0.00417294-0.00137436j 0.00348251+0.00875249j -0.000191085+0.0178307j -0.00457481+0.00479594j 0.00155504+0.00251783j -0.00731786+0.0044977j 0.00453859+0.0311044j -0.0251193+0.0240674j -0.000663705-0.0246504j 0.00950946-0.0249367j -0.0229602-0.00432868j -0.00960743-0.0090341j 
-0.0162854+0.0100646j 0.0166312+0.0259926j -0.000495571-0.0240662j 0.0148563-0.037406j -0.00831734-0.0177131j 0.00224564+0.00743435j -0.0141717+0.0508839j 0.00796781-0.0135458j 8.11155e-05+0.030713j -0.00381512-0.0306413j -0.0421496-0.0386505j -0.0132286+0.0175833j -0.015198-0.022353j 0.0447913+0.0110136j -0.0531599+0.0560782j -0.00456867+0.0938915j -0.0566855+0.0128426j -0.00603447+0.0354782j -0.0147871-0.0200706j 0.00820055+0.00399067j 0.00623302+0.000260224j 0.0122693+0.00508309j -0.0080752-0.0088815j -0.00666259+0.00209699j 0.00926634-0.00619936j -0.00569123+0.00220851j -0.0136709+0.0121029j -0.00374237+0.0212307j -0.0113033-0.00267235j 0.0119361-0.0180089j 0.00228953+0.0276989j 0.00452592-0.0168683j -0.00439074+0.00644085j -0.0220523+0.0056244j 0.0138773-0.0161632j 0.00609121-0.000248061j -0.0164265-0.00957084j 0.0149065-0.0106745j -0.0239347-0.00455153j -0.00885079-0.0120649j 0.00904358+0.00482072j -0.00616311+0.00911292j -0.00549097+0.00155134j -0.00719194-0.00893018j -0.00111319+0.00549778j -0.0027383+0.0119049j -0.00413605+0.0129437j -0.00840378+0.00633151j -0.00451731+0.0105473j 0.00796428-0.00879337j 0.00640404+0.00356533j 0.00345628+0.000797197j 0.00566294-0.004375j 0.00243621-0.0027386j -0.000859907-0.00794318j -0.00111788+0.00314226j -0.000911895-0.00185497j -0.00595357+0.00286338j 0.00255696-0.00282192j -0.00390873-0.00475598j 0.00963389+0.000512817j 0.00025806-0.0102087j 0.00108361-0.00846209j -0.00197924+0.00811862j 0.00594996-0.00606385j 0.00747541+0.00015507j 0.00788671+0.00194849j -0.00840716-0.00859089j 0.00312561-0.00439493j -0.00256067-0.00965779j -0.00141461+0.00610226j -0.00496055-0.00492629j 0.00219301-0.00843352j -0.00471941+0.00962581j -0.00348327-0.00501258j 0.00715642-0.010554j 0.0015553-0.0076283j -0.00484653-0.000337126j -0.00344973-0.00147387j -0.000660876-0.00429958j -0.012101+0.00415607j 0.00989159-0.00130995j -0.00194094+0.00158923j 0.00545251-0.00185125j 0.00194401-0.00182851j -0.0139871-0.000606966j 0.0048181+0.00128712j -0.00815479-0.0195805j -0.011241-0.000118698j -0.0103435+0.0162216j 0.00187284-0.0112886j 0.0161728-0.0322396j 0.0182127+0.0187326j 0.031176+0.000166879j -0.0155008+0.00191067j -0.00874831-0.0106725j 0.0113134+0.00934497j 
0.0161809-0.0108106j -0.0074404-0.013684j -0.0130995+0.0184992j -0.0459512+0.0119486j 0.0168394+0.00431261j -0.0130067+0.000257478j 0.0128551-0.0279894j -0.0138642+0.0165053j -0.0219846-0.0342885j 0.00809621+0.0342915j 0.0455839+0.0151601j 0.0253299+0.0339533j 0.0183064+0.0496457j 0.0195169+0.044311j 0.000856447+0.105636j -0.0362263-0.014511j 0.0506379-0.0517971j 0.00810569-0.0116797j 0.0111014+0.00466194j 0.00407427-0.00355401j -0.00613843+0.00831098j -0.017181-0.00991134j 0.0142489+0.00306327j 0.00774268-0.0002231j 0.00627597-0.00523674j 0.00511448-0.00609053j 0.00826126+0.00146229j 0.0100818+0.00794825j 0.00637604+0.00183363j -0.00275463+0.00481766j 0.00363706-0.0164059j -0.00222213-0.00781553j 0.00951822-0.0102981j 0.00494057+0.0093959j 0.00571538-0.0132025j -0.0113313+0.0186989j 0.00496743+0.021926j -0.0063769+0.00977666j -0.0170275+0.018963j 0.00364018+0.00749226j -0.00810045-0.00749468j 0.00757511-0.00411922j -0.00520277-0.000620257j -0.00317516+0.00612099j 0.000802352+0.00976835j 0.00309391-0.00407227j -0.00132548-0.00523113j 0.00649302-0.00328601j 0.00800712-0.00192821j -0.00707297+0.000148035j -0.00595391-0.00300721j 0.00276877-0.00314288j -0.000291237+0.00492835j 0.0019633+0.00243576j -0.00804216-0.000447837j 0.000332616-0.00235934j 0.00263624-0.00403753j -0.00180792-0.00360388j 0.000267227-0.00474662j -0.000225516-0.00161242j 0.000668788+0.00917865j 0.00281603-0.00659151j 7.08308e-05+0.00965495j -0.00707431-0.00324769j 0.00508258+0.00146408j -0.00136215+0.00584189j -0.0044674+0.00838801j 0.00086364-0.00401754j 0.000183675+0.00148281j 0.00936634-0.00188964j -0.00495296-0.00859148j -0.0146943-0.0140105j -0.000382354+0.00253918j 0.00524588-0.00616886j -0.00674426+0.00561909j -0.000998331+0.00512818j -0.00301241-0.00295186j 0.0214334-0.0140621j -0.00211625-4.81823e-05j 0.00590381-0.00142163j -0.00216729+0.0160238j 0.0190183-0.00353179j -0.00241132-0.00507749j 0.00985632+0.0158571j 0.00427947-0.0022244j 0.00203421+0.0118548j -0.0129264-0.0324622j 0.00647232-0.0194831j -0.0137755-0.00433911j 0.00344428+0.00513104j 0.00713154+0.00841525j 0.0143824+0.000139027j -0.00350669+0.0156596j 0.00623338-0.0157991j 0.00075284+0.0164765j -0.00295796-0.00356119j -0.00429858+0.00686923j 
