-0.00363817-0.00742501j 0.00778366-0.00151407j 0.00380585-0.00483258j 0.00658819+0.00749894j -0.00349673+0.00157279j 0.00259069-0.00110406j 0.00847394+0.0072642j -0.00317919+0.00765364j -8.23513e-05+0.00308747j -0.00516939-0.000485147j 0.00230688+0.00322711j -0.00910301-0.00202229j -0.000266771-0.00747573j 0.00407854-0.00290409j -0.00261839+0.00218754j -0.00229416-0.00280673j 0.00432963-0.00205359j -0.00213329+0.000125229j 0.00419014-0.00218791j 0.00115318-0.000109226j 0.000141097-0.00199074j 0.000777602+0.00512195j -0.00497773+0.00293029j -0.000389656+0.00308391j 0.000823475+9.08805e-05j -0.00132265+0.00395827j 0.000991186+0.0024562j -0.000105485-0.000814885j 0.00101741-0.00838903j -0.00038583+0.00239904j 0.00119629-0.00241731j -0.00201432-0.0010303j -0.000110082+0.00144251j -0.00360548-0.000474281j -0.00604456-0.00395906j -0.0025158-0.00321958j -0.00492767-0.00522882j 0.00440689+0.000602535j 0.000389+0.00217053j -0.0048312-0.00183588j 0.000179117-0.00199654j -0.00146387+0.0041666j -0.00029158-0.00493709j -0.00120628-0.00871472j -0.0109571+0.00610875j -0.00296468+0.00739461j -0.00408521-0.00169245j 0.0133008-0.00815409j -0.00271498-0.00274844j -0.00196546-0.0268353j -0.00643897-0.00282007j 0.00180592+0.0298938j -0.00570295-0.0369124j -0.00112414-0.00909528j -0.0413088-0.0462955j -0.0350544+0.0489135j 
0.00251395-0.000382751j -0.00529322-0.00131419j 0.00694167-0.00168632j -0.00113237-0.00370408j 0.00199863-0.0021723j 0.00647843-0.00869256j -0.00648146-0.0071633j 0.00706437+0.000304827j 0.015625+0.00205275j -0.00293698-0.00704245j 0.0141356+0.000793493j -0.00682113-0.00227217j 0.00383266+0.00246826j -0.00951845-0.00125309j -0.016741+0.00466931j -0.0268136+0.0140763j -0.0163578+0.0123608j -0.00619863+0.00896651j -0.0179708+0.00544932j -0.00898491+0.00703995j 0.00127905+0.00612245j 0.00520105+0.000725717j -0.0329808+0.00499186j -0.0432373+0.00864885j -0.00183852-0.00381559j 0.000931177-0.00338246j -0.00589574-0.0069867j -0.0105848+0.00253564j -0.00532011+0.00808598j -0.00441129+0.000905029j -0.0114338+0.0131537j 0.0131223+0.00830229j -0.0150524+0.0139362j -0.00359349+0.00919935j 6.74525e-05+0.00335919j 0.014551-0.00217244j 0.0120805-0.00207995j -0.017822+0.0151981j 0.00386121-0.00510126j 0.0129655-0.0016622j 0.00791212+0.00622464j 0.010799+0.00260957j 0.000417018-0.00303199j 0.00531307-0.00462047j 0.00175015+0.00817534j -0.00253523+0.00284004j 0.0038788-0.00780054j 0.00509307+0.000651105j -0.00756526-0.000660147j -0.0035847-0.00385906j -0.00295638-0.00514127j 0.00308673-0.00143217j -0.000236708+0.00333373j -0.00105975-0.000701117j -0.00142805-2.23935e-05j -0.00146677+0.000632187j 
0.00867675+0.0067971j 0.00320903-0.00875382j 0.00278197+0.00384176j 0.00286628-0.00728765j 0.0044856-0.0131688j -0.00863385-0.00339109j 0.00733332+0.00297325j -0.00211175-0.00530147j -0.00718576-0.00558628j -0.0118063+0.000831029j -0.00223895+0.0115957j 0.0146975-0.00610834j -0.0102666+0.0052354j -0.00518774-0.00920159j 0.0352067-0.0051503j -0.0386495+0.00623936j -0.00753716-0.00730102j 0.0144417-0.00595785j 0.0410552+0.00825245j -0.00791917+0.00167306j 0.00292828-0.00433862j 0.00648477-0.00631125j -0.00959356-0.00322033j 0.0207928-0.00130776j 0.00666564+0.00732634j -0.00834777-0.00411285j -0.000229004+0.0024824j -0.00349445+0.00392875j -0.00614703-2.49958e-05j 0.0188444+0.00152294j 0.00999549+0.000522596j -0.00655681+0.0028325j -0.00175051-0.00107857j -6.28076e-06-0.00104473j -0.00954044+0.000604358j 0.0105194-0.00138013j -0.00458923-0.00151904j 0.00272428+0.00872175j -0.00503716+0.00418839j -0.00575568+0.000182612j -0.00230373+0.00750705j -0.00261828-0.00847358j 0.0004539-0.00361963j -0.00140491-0.000507069j -0.00754614+0.00392582j 0.000120385-0.0119706j 0.00159976-0.000522034j 0.00837688-0.00320632j 0.00173319+0.00392444j 0.00353167+0.00168131j 0.00280523-0.0108459j -6.15043e-05-0.00246002j -0.00803157+0.000753357j 0.00051195-0.00135943j -0.00640841-0.000525307j -0.000414574-0.00209435j 
-0.000717247-0.00467846j -0.00220819+0.00109298j -0.00348077-0.0051971j -0.00538753-0.000735456j -0.00539007+0.00174865j -0.000697498+0.00273118j -0.01026-0.00234429j 0.00455978-0.00752921j 0.019395-0.00172248j 0.00663008-0.00320789j 0.0218719+0.000211137j 0.00239847+0.00709611j -0.0141249+0.00246537j 0.00507904+0.0116531j 0.00466337+0.00439051j -0.0297658-0.000684697j 0.0267669-0.0107312j 0.0270293+0.00777062j -0.000155521-0.0183201j -0.00230462-0.0105934j 0.0170645+0.0102364j 0.00886811+0.00399299j -0.00429135-0.00285331j -0.0281302-0.0151186j 0.00892135+0.00431797j -0.00614272+0.00166982j -0.0152496-0.00856179j -0.00500293-0.0138594j -0.00267741-0.0112061j 0.0167676-0.00507496j 0.00187444-0.0194881j 0.00471502+0.0168197j 0.00232373-0.00229336j 0.00180193-0.00234651j 0.00218505-0.0188429j -0.0129645+0.00578132j -0.00763425+0.00603537j 0.0102176-0.00571006j 0.00125706+0.000668601j -0.00636535+0.0117117j 0.00583394+0.000695458j 0.00693032+0.00619003j -0.00475626+0.0128744j 0.00156142-0.00064583j 0.00747566-0.00260232j -0.00355123+0.00193928j -0.00151581-0.0038753j -0.00902144+0.0063724j 0.00113257-0.00305163j 0.00587674-0.00114057j -0.0050721+0.00209385j -0.00300337+0.00186973j 0.00283657+8.8774e-05j 0.000176846-0.00199777j 0.00146903+0.00231612j 0.00070648-0.000442147j 
-0.00093177+0.00606603j 0.00195125+0.00186453j -0.00333122+0.000990433j -0.000317134-0.00148161j 0.00328656+0.00141172j 0.00287234+0.00311723j -0.00227777-0.00135557j 0.00566038+0.00241277j 0.00865283+0.00659917j 0.000535288-0.0037129j -0.00542459+0.00500278j -0.0141042+8.58572e-05j 0.0204708+0.00129988j 0.00043784-0.00061117j -0.0137719+0.00430564j -0.049612-0.00278879j -0.0419512-0.00263614j 0.0109412-0.000259021j -0.0269888-0.00729079j 0.05095-0.00305674j 0.00541575-0.00248941j 0.0182282-0.00431782j -0.0033204-0.000283209j -0.00436279+0.00506546j 0.0129386-0.00566842j -0.0281746-0.00151757j 0.00530288-0.0022277j 0.0100695-0.00515157j -0.00875079-0.00480793j -0.0366666+0.010959j -0.00898086-0.00780509j -0.00394263-0.0142926j -0.00315554-0.000310676j -0.0103121-0.00489089j 0.00130268+0.00584533j -0.000220725+0.00212741j 0.00031403-0.00825077j -0.00403781-0.00602238j 0.00681345-0.00143909j 0.00106426-0.000995937j -0.00738673+0.00411868j 3.4364e-05-0.00335964j -0.00489448+0.000795916j -0.00847726+0.0083714j -0.00160537+0.00124817j 0.00531901-0.00374992j -0.00546079+0.000829549j 0.00141029-0.00121738j -0.00228762+0.0032998j 0.00317132+0.00153076j 0.00343522+0.00287703j -0.00176085-0.00247364j -0.00134956+0.000985081j 0.00430692-0.00132478j -0.00141926-0.00168957j 0.00340589+0.00203717j 
0.000480003+0.00372523j 0.00629645-0.000462691j -0.00177394+0.0031145j -0.00363217+0.00854303j -0.0156243+0.000540124j -0.00529601-0.00775075j 0.00668261+0.0011242j -0.00507188+0.00552359j -0.0173099+0.00497894j -0.00706182-5.6965e-05j -0.0215147-0.00504596j 0.0366903-0.0026214j 0.000956946-0.0058125j -0.0107428+0.0119775j -0.0181139-0.00662627j -0.0247717-0.00983688j 0.0182442+0.00603684j -0.0146814+0.00919328j 0.00263826+0.00904365j 0.0176805-0.00266881j -0.00234895-0.000180007j 0.0223605-0.00631734j 0.0105484-0.0034375j 0.00361923+0.00861379j 0.00996913+0.00919911j -0.00844806+0.000428862j -0.00477079+0.00158649j 0.00185644+0.00476711j -0.00119368-0.000866348j 0.0017199+0.0114653j -0.00303273+0.00666722j -0.0170942-0.00863003j -0.0144845-0.00419884j -0.000817151+0.000554184j 0.00560243+0.00618344j -0.00158135-0.00351297j 0.00155184-3.57712e-05j -0.00211944-0.00264256j 0.00604351-0.000336981j -0.00421028-0.00855645j -0.00100391+0.0020938j -0.00823683-0.00504852j -0.00579995+0.00342015j 0.00573063+0.00541318j -0.00236739-0.00274584j 0.00463238-0.00316235j 0.00777062-9.78985e-06j -0.0154779-0.000840923j 0.000775634-0.00182884j -0.00153244+0.00127014j 0.00697361-0.00231758j 0.00483736+0.00088915j 0.0020219-0.00396639j 0.00131828+0.00160542j -0.00173127+0.000729635j -0.000749686-0.00401581j 
-0.00145079+0.00204603j 0.00145893+0.000198353j -0.0139312-5.03934e-05j -0.00484011+0.000453258j -0.00561568+0.00871432j -0.00108449+0.00122465j -0.00145254+0.0035339j 0.00198552-0.00929057j 0.00338871+7.43184e-05j -0.000353363+0.00294344j 0.00503364+0.00187513j -0.00779482+0.00792668j -0.0328489+0.002799j 0.0131623-0.0139455j 0.0278952+0.0138952j 0.0111034+0.0150748j 0.0178606-0.0131386j 0.00480963+0.00482188j -0.00853151+0.0220042j -0.0100044-0.0196863j 0.00270474-0.0164784j -0.00660729-0.0117479j -0.00126086+0.00772917j -0.0047451+0.0209526j 0.00659097+0.00181022j -0.00660755+0.0188785j -0.00504694+0.0132529j 0.00288573+0.00707817j -0.000155572+0.00340298j -0.00853353+0.0316995j -0.0138955+0.0198893j 0.00194676-0.00557275j -0.00180089+0.0271011j -0.00215142-0.00474912j -0.00193023-0.00261504j -0.010351+0.000284894j 0.012948-0.00112197j -0.00540922-0.00106524j -0.00122146+0.000847279j 0.000308479-0.00216667j 0.00152127-0.00371425j 0.0138038-0.00262889j -0.00269189+0.00676211j -0.00228572+0.000991459j -0.00747301-0.00891448j 0.00752617-0.0026074j -0.00939917+0.000487892j -0.00441263+0.00181145j 0.000815259+0.0022168j 0.00441821+0.00207454j 0.00438208+0.000185644j -0.00315023+0.00258026j -7.34774e-05-0.00369289j -0.00247458-0.00114174j -0.00136419+0.000657391j 0.00291959+0.000984189j 
-0.00275356+0.00550039j 0.00366473+0.000241583j -0.00243511-0.00240315j -0.00438645+0.00231837j 0.00251792+0.00759882j 0.00391593-0.00303881j -0.0006241+0.00282342j -0.00299043-0.000603422j -0.0148351-0.00195083j 0.00796778-0.00251454j -0.00409709+0.00108057j -0.0171903-0.00283447j 0.0213115+0.0141081j 0.0236727+0.0187289j 0.0412046-0.00681545j -0.0152964-0.0167554j 0.0127551-0.0195243j 0.0220128-0.0103902j -0.0235765-0.00130582j -0.00104148+0.0306919j 0.00681173-0.00796268j 0.013858+0.0156529j 0.000400303-0.00023642j -0.00231141+0.0174736j 0.00733235+0.00548794j 0.0019408-0.0197169j -0.0119754+0.000788489j 0.00703772+0.01132j 0.00418037+0.00443023j 0.00224223-0.0233129j 0.0114328+0.0102929j -0.0104353-0.0043799j -0.00228944+0.00241739j -0.00342573-0.0105698j 0.00166056+0.00253438j -0.00112895+0.00863571j 0.0041133+0.000312559j -0.00361627-0.000670035j -0.00784023+0.00490317j 0.00892102+0.00229825j -0.00156336-0.00513853j 0.00538509+0.00174195j 0.00736329-0.000317386j -0.000286818-0.00374046j -0.00185509-0.00386603j -0.0032824+0.00219596j 0.00168047-0.00106634j -0.000457879+0.00165826j -0.00770158+0.00240377j -0.00513045+0.00202554j 0.00175359-0.00136238j 0.00818412-0.00155976j -0.00120951+0.00131389j 0.00241939+0.00173505j -0.00247867-0.00315614j -0.00183751+0.000600622j 
-0.00323598-0.00360558j -0.00444227-0.00218291j 0.0142373+0.00154342j 0.00599443-0.00402608j 0.00555433-0.00440559j 0.0135282-0.00111106j -0.00206578+0.00481766j -0.00690615+0.00254573j 0.00877636+0.00449626j 0.0130582-0.000903483j -0.00479087-0.00382729j 0.0204887-0.00521795j -0.0184654+0.0167917j 0.0365427-0.000193918j 0.0178035+0.017916j 0.0113315-0.0150904j 0.0117629+0.014869j 0.0248643-0.0040479j -5.55568e-05+0.0088513j 0.0162066-0.00352801j 0.0246139+0.000424483j -0.0108854+0.00323604j 0.00350682+0.00670276j 0.0139541+0.003838j 0.00896069-0.0038188j -0.00488583+0.00769002j -0.00706693+2.33587e-06j 0.00128741+0.00185082j 0.000370996+0.00796321j -0.00276644+0.0221186j -0.00847137+0.0164826j 0.00957771-0.0172561j -0.00485403+0.0091936j -0.00203291+0.00643496j -0.00597268+0.00545036j 0.0100078+0.008042j 0.00351255-0.00125337j -0.00257192+0.00479957j 0.000972702+0.00269825j 0.00706695-0.0049391j -0.00523827+0.000744559j 0.00717728-0.00632149j 0.00458566-0.00877417j -0.00680764-0.00191929j 0.00688927+0.00442733j -0.00850519+0.00213308j 0.000257658+0.00847957j 0.00315868-0.00339056j 0.000722393-0.00179104j -0.00831998-0.00344604j 0.00206298-0.000439996j -0.00238233+0.000303639j -0.000555789+0.00223674j 0.00104165+0.00209798j 0.000782663-0.00198663j -0.00188534+6.19806e-05j 
-0.00299949-0.000467402j 0.00101947+0.00598535j 0.00663039-0.00143119j 0.000389927-0.000271952j 0.00182201+0.000812101j -0.00810563+0.00230083j 0.0059789+0.00830674j -0.0126404+0.00238002j -0.0221935+0.00528584j -0.00358695-0.00306747j 0.00949505+0.00294817j -0.00155113-0.00624228j 0.0107741+0.00580333j -0.0342579+0.00176187j 0.0111722+0.0137746j 0.00622724+0.0302548j -0.0112148+0.00802479j 0.00689597-0.0119054j -0.00571499+0.00477175j 0.00226139-0.0242324j -7.1549e-06-0.00569034j 0.0176434-0.00669487j -0.0149415+0.0110108j -0.0138142+0.00370747j 0.00576122-0.00319972j -0.0110422+0.0263375j 0.00160865+0.0146176j -0.00651723-0.0012322j -0.0133081+0.0125672j -0.00612472+0.00676389j -0.00188207+0.010733j -0.00629966+0.00492836j -0.00759958+0.0024508j -0.00682443+0.00526697j -0.00452054-0.00805916j 0.00630588-0.00886132j -0.00215033-0.00282551j 0.00514512-0.001292j -0.00150338-0.00645456j -0.000662979-0.00148919j 0.00390407-0.00722417j -0.004663-0.000262546j -0.00422486+0.00994821j -0.00109208+0.00341794j 0.00464563-0.000868973j -0.00101382-0.00338017j -0.000519715+0.00147455j 0.00113674+0.000528315j -0.00555122-0.000455801j 0.000255577-0.00167713j -0.00133318+0.00205102j 0.000278971-0.000647466j 0.00323118+0.00117786j 0.00262756+0.00167532j 0.00207782+0.000146589j 0.000549959+0.000623725j 
-0.0016991+0.00129744j -0.00286702-0.00222142j 0.00454031+0.00822598j 0.000152458+0.00127548j -0.00187667-0.00550046j 0.0134761-0.00529055j 0.00502106-0.000721419j -0.00293354-0.000576528j 0.0171536+0.00947394j 0.00742439+0.00107086j -0.00483303-0.00307227j -0.0146239-0.00918005j -0.00297206+0.00775358j -0.0383928-0.0373278j 0.000766287-0.01629j -0.00248691+0.0026043j -0.012209-0.0200762j 0.0125945-0.0323496j -0.00992845-0.00446252j -0.00575942-0.00891958j -0.00263349-0.0190441j -0.00341997+0.0104921j -0.0103022-0.0040028j -0.00645698+0.000737689j 0.000309317-0.0111509j 0.00722025-0.0053377j 0.00357889+0.00960703j 0.00535436-0.0109034j 0.00148955-0.00420664j 0.0135181-0.00451266j 0.00288207-0.00428968j -0.00121518-0.00823843j 0.00628316-0.00423064j 0.000542193-0.00475759j -0.00395754+0.0007435j -0.0102493+0.0089126j 0.00750356-0.00239774j -0.00605258+0.00318195j 0.000480678+0.0054068j -0.00801569-0.000788556j 0.000184245+0.00914265j 0.00725811-0.0119326j -0.00239778-0.00440104j 0.00217533-0.00123755j -0.00453464+0.00252482j 0.00864031-0.00414304j -0.000419055+0.00253522j -0.00619032-0.000491671j 0.00564616-0.00550756j 0.00135101-0.00044062j 0.0059853-0.00116229j -0.00211297+0.00223973j -0.00149003-0.0026353j 0.000512801+0.00102632j -0.0010417+0.000810965j 0.00240503+0.000937359j 
-0.0011095+0.00665141j -0.00117105+0.00335827j 0.00151143-0.00272181j -0.00630438-0.00682294j 0.00756279-0.000731941j 0.00882697-0.003907j 0.012451+0.00635425j -0.0021984+0.00109006j -0.00164628+0.00579687j -0.0138006-0.00417872j 0.0174765-0.00670063j 0.00529125-0.00193715j -0.0101287+0.00170942j -0.020424-0.00708195j 0.0106183+0.0293486j 0.0235811-0.0316547j 0.00537402+0.00491416j -0.0191978+0.0191464j 0.0112873-0.0223435j -0.00407133+0.0142456j 0.000425074+0.00960103j 0.00451386+0.0110686j -0.00767512-0.00783349j -0.00148777-0.0123634j -0.00286039+0.0218766j 0.00907849-0.00705099j 0.00856137-0.00524221j -0.00410461+0.00803547j 0.00831763-0.00885012j 0.000153754-0.0084078j 0.00312565-0.00432028j 0.00624684-0.0156952j 0.000907108-0.00331345j 0.0131384-0.00861715j -0.0126894-0.000499705j 0.00658985-0.00305347j 0.00285467+0.0019523j -0.000124082-0.00380856j 0.000445238+0.00296583j 0.00100741+0.00404052j 0.00136685-0.00223838j -0.00888067-0.00112543j 0.00735348-0.00561322j -0.012061+0.00695685j 0.00326958-0.00387628j 0.0039662-0.00239684j -0.00270609+0.00404703j -0.00728847-0.000268375j -0.0032002+0.00471337j -0.000344911-0.00223076j 0.00442974-0.00352887j -0.000689061-0.000583369j 0.00308027+0.00263335j 0.00484987-0.000168414j -0.00396934-0.000376984j 0.00210175+0.00283321j 
0.00586112+0.00860818j -0.000992841-0.00428214j 0.0073004+0.00597777j 0.00268188+0.000214246j 0.0184237-0.00340054j 0.00572918+0.000483283j 0.00551606+0.00264093j 0.0127203-0.00140181j 0.0116259-0.00380828j -0.0386361+0.000359323j -0.00868851+0.00668666j 0.00155218-0.0156435j -0.0321348-0.00283044j 0.0179578+0.0227927j -0.0133293+0.00644712j 0.0137156+0.0193802j 0.016476-0.00908458j 0.00447855+0.0134342j -0.00145564-0.0181263j -0.00953499-0.00298766j 0.00979311+0.0069454j -0.0123034+0.00149197j -0.00135759+0.00421147j 0.00620911+0.00947865j 0.00552033-0.000996627j -0.00374331+0.0110028j -0.00121959-0.00751449j -0.00330468+0.0123785j -0.00493834+0.0052641j -0.00143592-0.00807879j 0.000614893+0.00110087j -0.00419556+0.0038302j -0.00276253-0.00251702j 0.00468279-0.00565684j 0.012256-0.0171944j -0.00203121+0.00323984j -0.00899071+0.00508057j -0.00392857-0.00477895j 0.00415278+0.000821243j -0.00237362+0.00768425j -0.00373517+0.00448983j 0.00788622-0.00312966j -0.00210239+0.00975685j 0.000645727-0.00393327j -0.00332947+0.00361439j -0.00543924-0.00128605j 0.00300713-0.00268283j -0.0016587+0.00269871j -0.00355733+0.00194051j 0.00270044-0.00218443j 0.00376847-0.00441333j 0.00207144-0.00268771j -0.00161382+0.00154448j 0.00115413-0.00083155j -0.00291011-0.000242078j -0.000385782+0.00217627j 
0.00529802+0.00328031j -0.0029891-0.000329537j -0.00549217-0.00350668j -0.00854252-0.00768198j 0.00216704-0.00165338j -0.00577536+0.00551374j 0.00832772-0.00113224j 0.0268481+0.00189077j -0.00328985-0.00135269j -0.0136575+0.0199521j 0.0238752-0.0135176j 0.00534264-0.000625205j 0.0369997+0.0010934j 0.0439883-0.0238647j -0.0155476-0.0101423j -0.0049308+0.01915j -0.000789867+0.00387861j -0.0088807-0.0117666j 0.00143116-0.00331609j 0.018403-0.0144832j 0.00294261-0.0186846j -0.00378029-0.0134115j 0.0113195-0.00229128j -0.00373921-0.00888267j 0.00240122-0.0148724j 0.00326585+0.0139511j -0.00520111+0.00875373j 0.00370277-0.00284339j 0.00302547+0.00468187j -0.0061152+0.0067615j -0.000949452-0.00486013j 0.00552596-0.00552852j 0.00138316+0.00417212j 0.00158652+0.00619615j -0.00300838+0.0089195j 0.00382271-0.00389301j -0.00287638+0.00784987j 0.0121527-0.00390494j 2.33071e-05-0.000413804j 0.00885654+0.0024683j -0.00353413+0.00457471j 0.000989547-0.000298733j 0.00773236-0.00621292j -0.00348076+0.00585767j 0.00501425-0.00366588j -0.00790395+0.0108227j -0.00498413-0.00194848j -0.00194917-0.00103792j 0.000280893+0.00681177j 0.003067-0.000351924j -0.00282602-0.00160964j -0.001433-0.00110205j 0.00113777+0.00561554j 0.00249372-0.00252559j 0.000360363-0.000601503j 0.00108483+0.000965223j 
0.00229827+0.00286269j -0.000369209+0.00361739j 0.0011521-0.000761088j 0.00946176+0.00675992j 0.00635743+0.00348028j -0.00488052-0.00593022j 0.00792806-0.00419194j 0.00468512+0.0143258j -0.00202937+0.000626291j 0.0450847-0.00057353j -0.0121277+0.00100314j -0.0133105-0.0215614j 0.0101513-0.0123199j 0.0188411-0.0347338j 0.0139396+0.0138106j -0.00993496+0.00272339j 0.00189252-0.0185222j -0.0127106-0.00927879j 0.00231121+0.000573135j 0.0100197-0.00660566j 0.00289755-0.00341298j -0.00224393+0.00485719j 0.00119534-0.0258161j 0.00875835+0.00448948j 0.0117254+0.00739159j -0.0029803-0.000161231j 0.00490881+0.0104575j 0.0027715-0.00470365j 0.00623649+0.000185841j -0.00175814+0.00376929j -0.00231318+0.00574099j -0.00161439+0.00557682j -0.00649914-0.00202925j 0.00457519-0.00170643j 0.00598365-0.00895383j 0.00369268+0.00748359j 0.00578967+0.00243972j -0.00409176-0.00125943j 0.00415141-0.00175723j -0.00733384-0.00134639j -0.000190219+0.00439822j -0.000318335-0.00050791j 0.00151736+3.66323e-05j 0.000922376-0.000117354j 0.00188873+0.00131877j 0.00131765+0.00162709j 0.00434823+0.000478544j -0.00586544+0.00578902j -0.00297107+0.00281862j -0.00540972+0.000693443j 0.00197565-0.0010943j 0.00364138-0.00309512j 0.00433454-7.85997e-05j 0.000368197-0.00234029j -0.00284087+0.0023801j -0.000333224+0.0013659j 
-0.000794121+0.00414446j -0.000740146+0.00674027j 0.00303943+0.000985977j -0.000228216+0.00296837j 0.0131084-0.00105037j -0.0020008-0.00110044j 0.0191396-0.00359673j -0.0009476+0.00923725j -0.0268346+0.00288194j -0.0364129-0.00981374j 0.00725342-0.00388631j 0.0391453+0.0122436j -0.0153019+0.0208395j 0.000527017-0.0102186j 0.00619081+0.00233056j 0.00446868-0.00498238j 0.00662873-0.0116144j -0.000469857-0.0150445j 0.0241675+0.00518943j -0.0046053-0.00156546j -0.0104065-0.0187053j 0.000397416+0.00978098j 0.000682656-0.0032263j -0.0104475+0.0107038j -0.00104375-0.0149165j 0.00945644-0.012014j -0.00494898-0.000699382j 0.0154418-0.0117389j -0.000491318-0.00573567j 0.00278815-0.0038043j 0.00401193-0.00640169j 0.00823634-0.00704367j 0.013371-0.00590304j -0.00148897-0.0078707j -0.00708266+0.00313541j -0.00711896+0.0144029j -0.000681289-0.00792704j -0.00605772+0.0011764j 0.00026837+0.00405135j 0.00524681+0.00347506j -0.00790231+0.00364845j 0.00487232-0.00683082j 0.00513755-0.00279435j -0.00533115+0.00345872j -0.000649003-0.000983883j 0.000284451-0.00341048j -0.000776874+0.00363427j -0.00390244+0.00350069j -0.000116219+0.00112661j -0.00322902+0.0024185j 4.5241e-05+0.000261309j 0.00140352-0.00207611j 0.00101573+0.00304763j 0.00528569-0.000966195j 0.00156653+0.000768267j 0.00490436+0.000387664j 
0.0065889+0.00907727j 0.00696845+0.00571807j 0.00209145-0.00201688j -0.00124422-0.000146409j -0.00126089-0.00769473j -0.0461647-0.00294928j -0.0125194-0.00600975j -0.0028967-0.00159416j -0.0100896-0.00565727j -0.0264511+0.00436937j 0.0203425+0.024982j -0.0358808+0.00572j -0.0191917+0.00915318j 0.00326187-0.00463688j 0.00152049-0.00100107j -0.00601746-0.00669152j -0.00733328+0.00621506j -0.00171679-0.00604793j -0.00604816+0.0163335j -0.0135563-0.00757252j 0.00615855+0.00350348j -0.000268089+0.0046913j -0.00260295-0.00496413j 0.00723097-0.0173352j 0.00100159+0.00214574j -0.000467746+0.000117637j 0.0014668-0.00293703j -0.00285722-0.0127556j 0.00972926+0.00269315j -0.00600766+0.00606643j 0.00219437+0.00160752j 0.00719071+0.0122376j -0.000416989+0.00427452j -0.00221599+8.81333e-05j -0.00685049-0.00309189j 0.00255265+0.00815916j 0.00886604-0.00779679j 0.000715475+0.0155441j -0.000552818+0.00187941j 0.00280792+0.00608847j 0.00286126+0.0098509j 0.00148251+0.00375166j 0.00748987-0.00506503j -0.00398769-0.000143358j -0.00185272+0.00782014j 0.00335082-0.00986603j -0.00638357-0.00248378j 0.00907541-0.00180641j -0.00648884+0.00518716j 0.000347561+0.002815j -0.00200587-0.00773148j 0.0028718-0.00603172j -0.00240939+0.00291647j 0.00259893+3.05823e-05j -0.0031822+0.000406194j 0.0017215+0.000483769j 
0.00134984-0.000992009j -0.00462239+0.000352161j 0.00593646+5.00697e-05j -0.00273508-0.00204079j 0.0170532-0.00153058j -0.0237474-0.00140197j 0.0375413+0.00378128j -0.0148539-0.0106996j -0.00579906-0.0279915j 0.0316716-0.0074899j -0.0452231-0.00506383j -0.00248817-0.00158961j -0.0071843+0.0280725j -0.00785612-0.00668789j -0.0242532+0.0199948j -0.030381-0.00802559j 0.000299446-0.0106896j 0.000385994+0.000193908j 0.00750487-0.00477164j 0.000824158-0.000646599j 0.00284331-0.0101308j -0.0113825+0.0157692j 0.00526938+0.00936197j -4.36496e-05-0.00681459j -0.000670414-0.00265217j 0.00713497+0.0108421j 0.00168971+0.00288402j 0.0043034+0.0112498j -0.00566063+0.00400342j -0.00428954-0.00740903j -0.00627263+0.0140236j -0.00705635-0.00140147j -0.00341392+0.00797445j 0.00381039-0.00679126j 0.0103459-0.0109148j -0.00234643-0.003458j -0.00522141-0.000968186j -0.00560896-0.000742332j 0.00434727-0.00498644j -0.000635362+0.00513604j 0.000668494-0.00639817j 0.00306059-0.00393218j -0.00606415+0.00909447j -0.00388485-0.000510494j 0.00115553-0.00283548j -0.00577361+0.000700556j 0.00114529-0.00321611j 0.00253168+0.00332432j -0.00518287+3.66312e-05j 0.000546101-0.00153056j -0.00306166-0.00206823j -0.00229876+0.00174746j 0.00218897-0.000262699j -0.0020295+0.000361949j 0.00224924+0.000289833j 0.000872682+0.000208802j 
-0.00568434-0.00260207j 0.00315485-0.00426075j 0.00456451-0.0111767j -0.00101967-0.00225454j 0.0055384-0.00362796j 0.0199429-0.00260853j -0.0140998+0.00533064j -0.0320561-0.0106805j 0.0112798-0.00337527j -0.0283459-0.0314361j -0.00450664+0.029105j 0.003927-0.0225424j -0.0071262-0.0181068j 1.12273e-05-0.021879j -0.00599666+0.00544942j -0.00309476+0.0254409j 0.00672604+0.0036065j -0.0105363-0.0168114j 0.00363255-0.00353374j -0.0112693-0.0130296j 0.00341475-0.0108793j -0.000992932+0.000281287j -0.000120465-0.0187561j 0.00173976-0.00860749j 0.00570828-0.00689033j -6.32069e-05+7.34311e-05j -0.00853099+0.00115339j 0.00218391+0.0024787j -0.00209209+0.00381567j -0.0132571-0.0109507j 0.0112681+0.00632706j 0.000496114-2.11936e-05j 0.000903766+0.0100838j 0.00366661+0.00360934j 0.00168132-0.00430836j 0.00598216-0.00378984j -0.00872959+0.00310074j 0.00124177-0.00508936j -0.000706411-0.00588053j -0.000824615+0.0013306j -0.00859416-0.00379883j -0.0022537+0.00174704j 0.00298027+0.0013007j 0.003914-0.000108956j 0.00576191-0.00454442j -0.0113244+0.00808581j 0.00937518-0.00335774j 0.00509594+0.000967914j -0.00453852+0.0019195j -0.00650928+0.00353751j -0.00831394+0.000600397j 0.00550579-0.00202788j 0.00181927+0.000606864j 0.00145537+0.00184171j -0.00383804-0.00357228j -0.0060376+0.000169189j 
