-0.105344+0.244221j 0.242986+0.107908j -0.00920365-0.0320384j -0.000286764-0.0104531j 0.0290835+0.0478211j -0.00367699+0.0321925j -0.0430386-0.0240055j 0.0051895+0.0716367j 0.0235315+0.0181301j -0.0914826-0.0040463j 0.0812388-0.00254702j 0.0143709-0.0153925j 0.0285193+0.0368226j 0.05922+0.027925j -0.0274036+0.00800719j -0.0124985+0.0988545j -0.0196464-0.0112602j -0.0437901-0.0145876j 0.0197271-0.0180974j 0.0177324+0.0745071j -0.123142+0.122597j 0.07132-0.148583j -0.107464-0.081607j -0.0396258-0.137075j -0.0645325+0.00719618j -0.156937-0.0235239j 0.0629542-0.0327115j 0.0158165+0.0143514j 0.256932-0.0666119j -0.035349-0.0453329j -0.0562652-0.0311026j -0.132301-0.286102j 0.039825+0.0402474j -0.044706+0.0831708j 0.250775+0.00574685j 0.0244246-0.0957405j 0.0370251+0.172956j -0.209787+0.0704455j 0.0121243+0.00218115j 0.0923336-0.0263531j 0.0240491+0.0313851j -0.0130704+0.013035j -0.0359063+0.0108414j -0.0557313+0.0572978j 0.0722432+0.0232994j 0.0832071+0.0769043j -0.0353404-0.0855429j 0.00242963+0.0806849j 0.0740629+0.121054j 0.0494635-0.0440358j 0.0146433+0.0482879j -0.0646299+0.0534509j -0.0495406+0.0571682j -0.0842491+0.197389j 0.00578599+0.151408j -0.000486101-0.0264227j -0.00269455-0.0345533j 0.0150724-0.0422767j 0.0140966-0.030564j -0.00328778-0.012241j -0.0867935-0.0237855j -0.00113406-0.0216378j 0.0427986-0.0396354j 0.00105985+0.00765276j 0.0207726+0.0255168j -0.00354504+0.0150121j 0.0199291+0.0126241j 0.0113125+0.000926399j 0.0232079+0.0144025j -0.00430232-0.0225708j -0.000979967-0.00290618j -0.0127316+0.010176j 0.025308+0.0346623j 0.0219933+0.0205632j 0.0216307+0.0502067j 0.00660843+0.0470264j 0.0011713+0.0279631j 0.00191823+0.00886604j -0.0148749+0.00265654j -0.018334+0.0185603j -0.0130775-0.0247281j 0.00282004+0.0310612j 0.0318417-0.0274942j 0.0212653-0.0104578j -0.0136257-0.0269052j 0.00808992+0.0205196j 0.00643692+0.0233304j 0.000793493+0.00280251j -0.0113205+0.0228706j -0.0498267+0.00626087j -0.0164199+0.0309936j 0.0140684-0.00135511j 0.0165291-0.021168j 0.124635+0.0523577j -0.0604589+0.113084j 
-0.00122262-0.000182905j -0.000344562-0.000262537j -0.000242045+0.000691134j 0.000810665-0.000644298j -0.00167848-3.77815e-06j 0.00092341+0.00100568j 0.000247015-0.000649097j -0.000196824-0.000238706j 0.00104361+0.00129666j 0.00138231-0.00167126j -0.000806859-0.000506244j 0.000339494-0.000991728j 0.000482094+0.00155065j -0.000498128-0.000822016j 0.00124907-0.000227306j -4.82639e-05+0.000195143j 0.0011069-0.000271698j 0.00148516+0.000451604j -0.00016384+0.000506009j 0.0011562+0.000541839j -0.00124955-0.0022075j 0.000307607+0.000151777j 0.000260987-0.00125618j 0.000227593+0.00108908j -0.000835621+0.000861344j 0.00373742+0.00388737j -0.000338177-0.000736698j 0.000650127-0.00127751j 0.0003481+0.000128913j 0.000693788-0.00182643j 0.0014813+0.00044195j -0.000745347+0.00018101j -0.000782611+9.23554e-05j 0.00365308+0.00248755j -0.00131346-0.00134611j -0.00103944+0.00105208j -0.0012194+0.000892609j -0.0022431-0.000836939j 4.24013e-05-0.000263245j 0.00208658-0.000556524j -3.16781e-05-0.00202335j 0.00305237+0.00198619j -0.00515335-0.00164754j 0.00146444+0.00126928j -0.00272516+0.00130676j 0.00272277-0.00148385j -0.00500774-6.25325e-05j -0.00508035+0.00245834j 0.00108686-0.00115578j -0.00152089+0.000814075j 0.000362318+0.00222036j -0.0034216+0.00137791j 0.00352401+0.00167389j -0.00073833+0.000598317j -0.00308667-0.00114988j 0.0017383+3.80891e-05j -0.00148554+0.0027491j -0.00666428-0.000333538j 0.000387153+0.00222105j 0.00105781-0.000578737j -0.00102204-0.00212008j -7.20337e-05+0.00205323j 0.00180971-0.00139847j 0.000212921-0.00554863j 0.00523357+0.00339669j -0.00455803+0.00338346j -0.00330428+2.69042e-05j 0.00286422+0.00383544j 0.000994514-0.00170704j -0.00139032+0.00535804j 0.00198743+0.00262639j -0.00118424+0.00401978j 3.67851e-05+0.00073128j -2.16871e-05-0.000872577j -0.00278691-0.00146098j 0.00148271+0.00496222j -0.00324256-0.00339631j 0.00400346-0.00600674j 0.000448466-0.00129991j 0.00177167+0.00250448j -0.000230885-0.00266675j -0.00387656-0.00613471j -0.000393466+2.65678e-06j -0.000569857-0.00111086j -0.000750826-0.00199405j -0.000124658-0.00265754j 0.00028237-0.000407839j 0.00295862+0.000387877j -0.00158698+0.000181357j -0.00032056-0.00271475j 0.000527025+0.000426424j -0.000824556-0.000266374j 0.00172361-0.00142106j -0.000854057-0.000430486j 0.000288415-0.000849127j 
-0.000108083-0.00203239j 0.000502507-0.00298546j 0.000794692+0.00154486j 0.00112572+0.000210717j -0.000364599+0.00405498j 0.000109551+0.00215821j 0.000925062-0.00653086j -0.00235462-0.00244693j 0.000396282-0.00101902j 0.00339945+0.00170603j -0.00344001-0.00234976j -0.000884615-4.68788e-05j -0.00105513+0.00558824j -0.00123087+0.00308279j 0.000208631-0.00183928j -1.07368e-05+0.000629357j -0.00110545+0.000693856j 0.00202762-0.000716742j 0.00159404-0.00255571j -7.79076e-05-0.000779502j 0.00481283-0.00208992j -0.00154975+0.00431924j 0.000373189-0.000923256j -0.000978106-0.00429174j 0.00195137+0.00441995j -0.00225418-0.000895008j -0.00051288+0.000458796j -0.00223248+0.000406615j 0.00259621-0.00122931j -0.000755378-0.00152001j 0.000308558+0.00466406j 0.000974979-0.0017527j 0.000821613-0.000339173j 0.00445068+0.00320124j 0.00105875-0.00426852j -0.000366112-0.000402183j -0.0054971+0.00027572j -9.65606e-05-0.0030807j 0.00129309-0.00269271j 0.00319359-0.0045894j 0.00237337+0.00014323j 0.000480079-0.00180422j -0.000879632-0.00900988j -0.00269504+0.00180834j 3.9038e-05-0.0020403j 0.00164098-0.00141115j 0.00243059+0.00229909j -0.00640415+0.00200537j -0.00277543+0.00188923j 0.00108847-0.00123361j -0.00125835-0.00214304j 0.00184768+0.00372219j 0.00679473-0.000263312j -0.00297699-0.000132987j -0.00116543+0.00351332j -0.000437148+0.000499014j -0.00501795+0.00625927j -0.00655336-0.00350322j 0.00306781+0.00811848j -0.000423318-0.0045709j 0.00298365+0.00324525j -0.00284081+0.00275863j -0.00015257+0.00322107j -0.00259707-0.00585387j 0.00670498+0.00152901j -0.00414815+0.00222721j -0.00353001-0.000830908j -2.5969e-05+0.00907735j -0.000429958-0.00365829j -0.000719328+0.00366738j -0.000307988+0.0011133j -0.00174369-0.000380577j 0.00334072-0.00434562j -0.00515489-0.00549781j 0.00176848-0.000608895j 0.00164837+0.00255068j -0.000730349-0.00249034j 0.00253407-0.00638231j 0.00395047-0.00264524j 0.00537409+0.00525529j -0.000306507-0.00369999j -0.00285831-0.000251633j -0.000447412+0.00237192j -0.00303143-0.000814838j -0.000871709-0.00144839j -0.000787927+0.00278987j 0.000598481+0.00474503j -0.00025763+0.00341048j -0.000126887-0.00231258j -0.00251137+0.000951893j -0.000735068+0.00331704j -0.00320553-0.00347461j 0.000271437-0.00148899j 0.0012464-3.83476e-05j -0.000602497+0.00240464j 
0.000693184-0.000299159j -0.000534775+0.000537958j -0.00152659+0.00205455j 0.0021682-0.00197556j -0.000311843-0.00157851j 2.82184e-05-2.52984e-05j 0.00294176-0.000965289j -0.00100429-0.000174585j 0.00256929+0.00132614j 0.00185131-0.000327282j -0.00215707-0.00159476j -0.000692651+0.000791093j 0.000112902+0.00227743j -0.00332548-0.000616395j -0.00136243+0.00168674j 0.00184595-0.00239008j -0.00027955+0.000850783j 7.27885e-05+0.000518896j 0.00165284+0.00092307j -0.00150425-0.0026759j 0.000987408+0.00230184j -0.00138106-0.000529925j -0.000864521+0.00213103j 0.00210337+0.000695041j -0.000853814+0.00225408j -0.000580537-0.00381928j -0.00244117+0.00199199j -0.00121335+0.00190928j 0.00175836-0.00154104j -0.00157956+0.00188503j -0.00169631+0.000916847j 2.18357e-05-0.00121056j 1.04264e-05+0.00151736j -0.000795945-0.00309332j 0.00145997+0.00131165j 0.000279432+0.000532287j -0.00010134+0.00145784j -0.000750083-0.000473627j -0.00363501-0.00105695j -0.00238519+0.000563122j 0.00321892-0.000814212j 0.011836+0.00538895j -0.0205409+0.0053986j -0.000199077-0.000405331j -0.00241089+0.0118001j -0.00578578-0.00203948j -0.00649271-0.00412986j -0.00957009+0.00246532j -0.00443506-0.00863228j -0.00066964+0.00740401j 0.00712996+0.00598638j -0.0179757-0.0046483j -0.0010957+0.00623208j 0.0168288+0.00143484j -0.011658-0.00125355j -0.000189582+0.00100559j -0.00102639-0.00790162j -0.00114009+0.00515961j -0.00205029-0.00424672j -0.00104304+0.00252789j -0.000447999-0.000537375j -0.00102586+0.00153494j -0.00105725-0.00841266j 0.00764604+0.012709j -0.00847865-0.000607394j 0.00113638+0.00497941j -0.00221291+0.00891152j -0.00886105+0.000157714j 0.00836617+0.00409116j -0.0111735+0.0118919j 0.00422657+0.00596351j -0.00864561+0.00259467j -0.00502879+0.00270851j 0.00260325+0.00041168j -0.00134348-0.0122327j 0.00646862+0.0145302j -0.00114047+0.00191223j -0.00141907-0.00757255j 0.0012573+0.00454367j 8.58197e-05-0.00308138j -0.000789451-0.000335872j 0.0023457-0.00656693j -0.00165066+0.00109742j -0.000735879-0.00197595j -0.000884641+0.00182022j -0.00467437+0.000643108j 0.00128242+0.00115084j -0.000823436+0.00131317j 0.000763297-0.000375274j 0.000466895+0.00121092j 0.00318455-0.000160365j 0.000472353+0.000383122j -0.000430295-1.76073e-05j -0.000486482-0.00031203j 0.000385606-0.000348018j 
-0.000461566-0.000697821j -0.00174693-0.000390133j 0.00531105-0.00441347j -0.00767636-0.00560051j -0.00233847-0.000235019j -0.00413733-0.00493663j -0.00102481+0.00248918j 0.0116414-0.00153578j 0.0136751+0.00460073j -0.0126676+0.014241j -0.00206747+0.0175532j 0.0072254+0.0192237j -0.0113284-9.14509e-05j 0.00779206-0.00828015j -0.00510097-0.0205935j -0.00327941+0.00996525j 0.0112382-0.00199032j -0.0151279+0.000895595j 0.00267123+0.0054084j 0.00938123-0.00175087j 0.00302572+0.000366319j 0.00422777-0.00335462j 0.00316073-0.00057586j 0.00109294-0.000674206j 0.00205753+0.00169267j 0.00573277-0.00179879j 0.010122-0.00134605j -0.00355277+0.00168863j -0.00828697-0.00218382j -0.000396365-0.000630484j 0.000125094-0.000749154j -0.0022581-0.00235916j -0.000813526-0.00209656j -0.0018258-2.67116e-06j -0.00428219-0.00018495j -0.000339721-0.00132612j -0.00282503+0.00126143j 0.00041503+0.00112919j -0.00189498-7.03723e-05j 0.00113063-0.000583417j -0.000285876-0.000140115j 0.00137452+0.000379331j 7.42759e-05-0.000999524j -0.00116859+0.00133501j -0.00106208-0.000283333j -0.00112793+0.000955234j -0.000655004-0.00237663j -0.00270219-0.000160749j 0.000507946-0.000203154j 0.000142143+0.000555076j 0.000460445+0.000522769j -0.00248988+0.00203724j -0.000785543-0.00109506j 0.00296729+0.00105778j -0.00131646+0.000792012j 0.000137409+0.00144477j 0.00080682-0.00106142j 0.00107952+0.000733485j 0.000256985-0.000556807j 0.0013102-0.000998189j 0.000547535-0.00118062j -0.000109832+0.000135221j 0.00132522+0.000124159j 0.00121045-0.000183459j 7.46096e-05-0.000670104j -0.00123951+0.00155133j 0.000448157+0.000140399j 0.00146542-0.00112465j 0.000330295-0.000409939j -0.00211955+0.000965392j -0.0010135+0.000255399j -0.00140288-0.000426215j -0.00019664+0.000161676j 0.000140488+0.000880412j -0.000732603-0.00191561j -0.000142192+0.00115051j 8.24468e-05-0.000660752j -0.000735098+0.000134266j -9.41026e-05+0.00164601j -2.95458e-05-0.000100623j -0.000165389+0.000809453j 0.000562983+0.000750555j -0.000273118+2.58192e-06j 0.000522038+0.000415293j 2.46221e-05+0.000466263j -0.000828279+0.000101854j 2.32604e-05+7.20968e-05j 0.000115498+0.000221384j -0.00025887-0.000142756j -0.00061912+0.000404657j -0.000105178-0.000921292j -0.00052676-0.000458837j 0.00046225+0.000374678j -0.000566057+2.06757e-05j 0.000205896+0.000601969j 
0.00455895+0.00631764j 7.72506e-05+0.00529281j -0.0025097-0.00116764j 0.00234917-0.00253339j -0.00326306+4.24316e-05j 0.00269657-0.00144755j -0.00128565-0.00383443j -0.00241035+0.00237743j -0.00734329-0.00111925j 0.00343361-0.00337215j 0.00249317-0.00193313j 0.00149951-0.0040881j 0.00270588+8.04749e-05j -0.00317364-0.00142478j 0.00278525-7.62875e-05j 0.00327983-0.00230185j -0.000713533+0.000603457j 0.00605901-0.000174003j 0.00140603-0.000326074j 0.00539048+0.00211217j -0.000364486+0.00338076j -0.00251914-0.00380353j 0.00282477-0.000971557j -0.000112909-0.00203279j 0.00173807+0.000613181j 0.0108533-0.00240194j 0.00369289+0.00350706j 0.00482674+0.00441708j -0.00482581-0.00314074j 0.00461404+0.00457839j -2.97373e-05+0.00163599j -0.00175429-0.010207j 0.000549054+0.000496465j -0.00301319+0.00216011j -0.0133088+0.00177786j -0.00309781+0.0013948j -0.00454304+0.00148265j 0.00108136+0.000564984j -0.00224671+0.00294509j 0.00206929-0.00408962j -0.00507404+0.00195328j -0.00286181-0.00158353j -0.000341816+0.000613637j -5.014e-05+0.005695j -0.00157165-0.00247433j 0.000612311+0.00288245j -0.00211428-0.00195848j -0.00344431+0.00224052j 0.00129158+0.000838259j 0.00190168-0.00179516j -0.000316628+0.00205889j -0.00214606+0.00212613j -0.00161921+0.00234128j 0.00330575+0.00726847j -0.000416069+0.0013524j 0.00297536+0.00260904j 0.00149285-0.0046069j 0.00312307-0.000551387j 0.00271508+0.000395372j 0.0012976-0.00523545j -0.0034163-0.00632196j -0.00222397+0.000578189j 0.00308985-0.000859964j 0.000820958-0.00316039j -0.00286808+0.00189666j -0.00201892-0.00137331j 0.00302712-0.00193321j 0.00277502-0.0024131j 0.000288457+0.000987756j -0.00233015+0.00162156j 0.00123384+0.00286123j 0.00388685+0.0012903j -0.000868549+0.00144772j -0.00101132+0.00183946j 0.00221498-0.000256145j -0.00173008+0.000976566j -0.00313264+0.000268525j -0.000122765+0.000718444j -0.00122443+0.000106252j 1.59115e-05-0.000278357j 0.000562363+0.002457j -6.01565e-07+0.00214996j -0.000389757-0.00324478j 0.00305273+0.00360574j 0.00252524+0.000301521j -0.00307547-0.00161111j -0.00281838-0.00264708j 0.00125234+0.000357107j -0.00225862-0.000123822j -0.000924847-0.00182011j -0.00413168-0.00363559j -0.00185344+0.000590016j 0.00416672+0.000369217j -0.00376033-0.000969295j 0.00260559+0.00278555j 
-0.0027724-0.000105533j -0.000603692+0.000364788j 0.00461408-0.000813854j 0.00378034+0.00260371j 0.0013853+0.00353573j 0.00381409+0.00228971j 0.00322535-0.00358269j 0.000548064-0.00592152j 0.00291855-0.00174866j -0.0042825+0.000880224j 0.00698895-0.00114555j -0.00185777-0.000605736j 0.00318959+0.00210661j 0.001477-0.00367069j 0.000457752-0.00140539j 0.00230496-0.000100374j -0.00067731+0.00282294j 0.00031863+0.00429413j 0.00462361+0.00147198j 0.00236988-0.00215854j 0.00417058-0.00255761j 0.0100235+0.00106797j 0.00191949+0.000172966j -0.00498675-0.000632197j 0.00250006-0.00104869j 0.00360043-0.00129055j -0.00361537+0.000213388j -0.00373252+0.00228935j 0.00201219-0.00236379j -0.000847539-0.00135549j -0.00235287+0.00496783j 0.00242504+0.000225783j 0.000961+0.00119094j -0.00236217+0.00374068j -0.00371734-0.00192753j -0.00260517+0.00288572j -0.000154105-0.00072652j -0.00131965-0.00221051j -0.00539542+0.00392359j -0.0045148-0.000512652j 0.00403106+0.000783648j 0.000730939+0.00523005j -0.00136601+0.000494825j -0.00104193+0.0117119j 0.000231922-0.000379914j 0.000882623-0.00499475j -0.00606742+0.0025722j 0.00326079+0.00040605j -0.000592289+0.00344106j -0.00325398+0.00614288j -0.00178202-0.00163179j -0.00461222+0.00250338j -0.00564358+0.00056228j -0.00284467-0.00175753j 0.0025506-0.000468743j -0.004392-0.00201689j -0.00646941-0.00530765j 0.00169551+0.00238443j 0.00581299-0.000256006j -0.00616049-0.00584872j -0.00813392+0.00189987j 0.00341102-0.000128769j 0.00392287+0.00687486j 0.00262936-0.00196721j -0.00510392-0.000199872j -0.0041306+0.00146861j -0.00412573-0.000254199j 0.00158923-0.00232709j 0.000170161+0.00442618j -0.000188025+0.00671679j -0.000883955-0.00215253j 0.00405353-0.00435878j -0.001677+0.00236167j -0.00285963-0.0014472j -0.000417476+0.00121357j 0.000431905+0.0030158j 0.000109396+0.00568962j -2.69521e-05+0.00201082j -0.00132112+0.000680015j 0.000474863+0.00376336j -0.00517865+0.000610648j 0.00188048-0.00272236j -0.000358957+8.05579e-06j -0.00258346+0.00234931j 0.00378799-6.88025e-05j 0.00268446-0.00636739j -0.00565546-0.00147722j -0.000424573+0.00175967j 0.000888746+0.000819731j 0.00391348-0.00438956j 0.00571365-0.00526938j -0.00173862-0.00159778j 0.000132117-0.00388497j -0.000793709-0.00293653j -0.00188934+0.000385646j 
-0.00232956-0.00403917j -0.00128585+0.00101799j -0.000405015-0.000467412j 0.00355595-0.00215636j 0.000117762+0.0032868j -0.00172559+0.000630471j 5.74722e-05-0.00030852j -0.000627006-0.00204126j 0.00322816-0.00338848j -0.0027928+0.00214251j -0.00178346+0.000595442j -0.00109105-0.00168565j -0.00237579+0.000544151j 0.000915984-0.000193739j -0.000701555+0.000108855j 6.28027e-05+0.00076297j 0.000795351-0.00143869j 0.000785418-0.00167147j 0.00233226-0.00301225j -0.00349469-0.00164875j 0.000639354+0.000708735j -0.000323533+0.00462729j -0.00306229+0.00120908j 0.00376539-8.51189e-05j -0.00303467+0.00383746j -0.009378+0.000197697j -0.00239046-0.00160274j -0.00267766-0.0012653j 0.00436098+0.000272975j -0.00625608-0.000523755j 0.000418169-0.000717037j 0.00182893+0.00433096j 0.000477702+0.00142252j -9.98965e-05+0.00158652j 0.00857075-0.00264548j 0.00116023-0.00103958j 0.00354769-0.00408115j -0.00494528-0.00164796j -0.00118605+0.000567449j -0.00251516-0.00442869j -0.0011638+0.00247835j -0.00196593+0.000144767j -0.00160398-0.00276039j -0.00406057+0.00197957j -0.00083905-0.0020831j -0.000488592-0.00398638j 0.000587758-0.000894934j -0.000647426+0.00241665j -0.000568598-1.75693e-05j -0.00276791-0.000163863j 0.00240437-0.00240095j -0.00280953+0.000664881j 0.0030913-0.000584738j -0.000861532-0.00254648j 0.00334687+0.000679226j 0.00170161+0.00105559j -0.00264065+0.00298946j -0.00252178+6.78726e-06j 0.00260015+0.00443266j -0.000560009-0.000411094j 0.000223709-0.00327573j 0.00163252-0.000899063j -0.00296091+0.00234007j -0.00387124-0.00659917j 0.000370274+0.000580007j -0.00455367+0.00212803j -0.00128634-0.0027847j 0.00373199+0.00204212j -0.00253703+0.00184348j -0.00403509+0.0059465j 0.00376696+0.00164512j 0.00180571-0.000367393j 0.000565394+0.00171836j -0.000866155+0.00107703j 0.00187432+0.00125729j -0.000276492+0.00375143j 0.00143575-0.000334918j -0.000955071-0.00013705j 0.00214285-0.00196894j 0.00287367+0.0027136j 3.16582e-05+0.000353036j -0.000534026-0.00111327j -0.0012464-0.00110405j -0.000508024+0.00255769j -0.00243329-0.00187989j 0.000249538-0.00179284j 0.00115404+0.000167443j -0.000282546+0.00257702j 2.75069e-05-0.000784969j -0.00236924-0.00185588j -0.000140893-0.00234036j -0.00219819-0.000688772j -0.000373054+0.000793205j -0.000307974-0.00135077j 0.00105455-0.000327879j 
-0.00104546-0.000856134j -0.00559379+0.00118871j -0.00135918+0.00194432j 0.00243905-0.00156582j -0.000279755+0.000327107j 0.00237504-0.00277145j -0.000383147-9.43863e-05j -0.00351516+0.00705444j -0.00174595-0.00241469j -0.00664513+0.0043966j 0.000161283-0.00187516j -0.000942765-0.00556587j 0.00422078-0.000526221j 0.00404546+0.00108354j -0.00407092+0.000808968j 0.00393437+0.00239895j -0.00199182-0.00461524j -0.0025689-0.00197591j 0.00200273-0.00450352j -0.000330243+0.00268682j -0.00117543-0.00369493j -0.00193082-0.000805015j -0.000740933-0.00932772j 0.00411719+0.00191173j 0.000278012+0.000748348j 0.00572403+0.00493641j 0.00613934+0.000291076j 0.000532474-0.00171299j -0.000161222+0.00230376j 0.00304868-0.0020645j 0.00237661-0.000151276j 0.00119289+0.00364721j 0.00322839-0.00270511j 0.00600449+0.00269957j -0.000580358-0.00445961j 7.06709e-05-0.00032817j 0.00384718-0.00441096j 0.00249476-0.00411782j -0.00270354+0.00239119j 0.00230728-0.00100121j 0.00132613+0.000575444j 0.00322917-0.000866959j -0.0010817+0.00191383j 0.00316342+0.00262133j 0.0102309+0.00397668j 0.0047888-0.000608714j -0.00370259+0.00231022j 0.00114268-0.000191253j 0.00316719-0.00294709j -0.00114197+0.00270914j -0.00202762-0.000313502j -0.000658995+0.00205841j 0.00216573+0.00218377j -0.0076979-0.00376864j -0.000963218+0.00284953j -0.00134942-0.00170191j -0.000652938+0.00460586j 0.000533255-0.00510355j -0.00249957+0.00931409j -0.00173394+0.00702942j -0.00320342+0.00147518j 2.94011e-05+0.000638878j 0.00170014-0.00410056j -0.0039914-0.000420993j -0.00183561-0.00253599j 0.00213799+0.00184233j -0.0064904+0.00562185j -0.00105997+0.00157272j -0.00170467+0.00322984j -0.00565819-0.000963228j -1.7232e-05-0.000529976j -0.00546004-0.00100135j 0.00252016+0.00257076j 0.00201204-0.000130899j -0.00601369+0.000818451j 0.0033791-5.12395e-06j 0.00312456-0.00136651j 0.00442865+0.00247763j -0.0017192-0.000770304j -0.00168807-0.00120071j 0.00035438+0.00144251j -0.00230349-0.00737805j 0.00046318+0.000188024j 0.00117266-0.00202744j -0.00326092-0.00131411j -0.00615157-0.0027556j -0.00339988-0.00244838j -0.0012564+0.000396376j 0.000163941+0.000783056j -7.90519e-05-0.00089112j -0.000541074+0.00308j -0.00657957+0.00124095j -0.00103798-0.00159947j -0.00339446-0.000221675j 0.00110257-0.00283365j 
-0.00370004-0.00199537j 0.0011056-0.000861985j 0.00331994+0.00196655j 0.000428233+0.00282155j -0.000870083+0.000407973j -0.00286271+8.99705e-05j -0.000583406+0.000767341j 0.000626968-0.00426731j 0.00512646+0.000799763j -0.0013445-0.000132502j -0.00168672+0.000993823j -0.000519256-0.000811363j -0.0033832-0.00127867j 5.90017e-05-0.0019757j 0.000385321+0.000643705j -0.00237865+0.000367215j 0.00261754+0.000914524j -0.00166898-0.00080313j -0.000845114+0.00275888j -0.00202737-0.00184167j -0.000833071+0.00290894j -0.00260709+0.00349043j -0.00497842+0.00635049j 0.00207928+0.000625847j -0.0044498+0.00255031j -0.0111719-0.000490366j -0.005215-0.000793709j -0.00306579-0.00091543j 0.0045675+0.000941911j -0.00552243+5.48088e-05j 0.000673091-0.00121091j -0.000724388+0.00322522j -0.00331411+0.00304418j -0.00622575-0.0018474j 0.00935749+0.000474215j 0.00521162-0.00298727j 0.00263233-0.000903043j -0.00044928+0.000868189j -6.41904e-05-0.00415519j -0.00146027-0.00464046j 0.00197085+0.000524256j -0.0051907+0.000259761j 0.000583344+0.0013983j -0.00333628-0.000869166j -0.00354457-0.00360878j -0.00374817-0.00235655j 0.00508785-0.000810556j 0.000458964-0.00141195j -0.00193846-0.00182151j -0.000176589-0.000792903j 0.00446185-0.00192329j 0.000389313-0.00250997j -0.00299204-0.00183334j 0.003422-0.00199822j -0.000839382+0.00174054j 0.00262653-0.00381595j 0.000740119-0.00409312j 0.00359002+0.00110357j 0.00138067-0.00166002j -0.00377196+0.00149076j 0.00349039-0.00270059j 0.00095099-0.00365238j -0.00108326+0.00287277j -0.000400003-0.000239009j -0.00117368-0.00045023j 0.000957893-0.000950092j 0.00459303-0.00304898j 0.00116032-0.00179122j 0.0011084+0.00042438j -0.00199264-0.0011264j -0.000155476-0.000532331j 0.00173896+0.00129088j 0.000754729+0.00122728j 0.001516+0.00120114j 0.00452139-0.00023402j -0.00168467-0.000895409j -0.000290163+0.00170717j -0.00281125+0.00238583j 0.00105097-0.000850523j -0.00103488+0.000229364j 0.00223343+0.000839512j 0.00274585+0.00237063j 0.00259735-0.00426521j 0.000657848+0.000187965j 0.000515374-9.24206e-05j 0.00195571-0.00171757j 0.0013894-0.00318173j 2.62924e-05+0.000308887j 0.001134+0.00115117j -0.000660326-0.000713281j 0.000521064-0.00265838j 0.00342376+0.000959789j -0.00373034+0.00311257j 0.00100818-0.00198332j -0.00163714-0.000512081j 
0.00189389+0.00536476j -0.00477008+0.00526432j 0.000484713+0.000332951j -0.00490278-0.00119372j -0.00221806-0.00147023j -0.00345299+0.00361579j 0.00141869-0.00118882j 0.00442379-0.00679598j 0.00310218+0.0034082j 0.00262443-0.00182125j -0.0027949-0.00267503j -0.000979165+0.000387381j -0.00636033-0.00176048j -0.0050285+0.00124639j 0.00185156-0.00159472j -0.00140178-0.00287646j 0.00161326+0.00326077j -0.00260183+0.00097266j -0.00197156-0.00137525j 0.00297689-0.0042351j -0.00212456+0.00554903j -0.00180873-0.00270378j -0.00129603+0.00703366j -8.13602e-06-0.00183954j 0.00422106+0.00145056j 0.00485721-0.00795017j -0.00618869+0.000496977j -0.00579504+0.00528443j 0.00100609-0.00673845j -0.00602158+0.00505552j -0.00541346+0.00332443j -0.00056539-0.00747996j 0.000241945+0.00193104j 0.0075746+0.00636123j -0.00350168+0.00372832j 0.00470082+0.00425423j 0.00169676-0.00107859j -0.0039336-0.000219285j 0.00511922-0.00051217j -0.00529886+0.00346677j -0.00444469-0.00129831j 0.00236572-0.00302298j -0.00403206-0.000519665j 0.000908694-0.00193625j 0.00298779+0.00650093j -0.00491447-5.03709e-05j 0.00940415+0.00399399j -0.00209053+0.00540218j -0.00413735-0.00306773j -0.00413506+4.6969e-05j 0.00159071+0.00458907j 0.00617483+0.00174043j 0.0104963+0.00265436j 0.00247269+0.000839192j -0.000147856+0.00615242j -0.00109011-0.00444516j 0.000670585+0.0049337j 0.00162463-0.00692123j -0.00932754+0.014507j -0.00512738+0.00259862j -0.00632589-0.00467929j -0.00428376+0.000287911j 0.00326167+0.000897844j -0.00564052+0.000302662j 0.000971171-0.00788267j 0.00254637-0.00306868j -0.00797015+0.00705537j -0.0041888+0.00209667j -0.00634783-0.00132271j -0.00749569-0.00523303j -0.00180548+0.00317648j -0.00424912-0.0041961j -0.00059643+0.00251132j 0.00260803-0.00161705j -0.00920973-0.000881625j 0.00319503+0.000188294j 0.00353226+0.00367111j 0.00191628+0.00627812j 0.0043746+0.000442808j -0.000299438+0.00305394j 0.00286437-0.00288079j 0.00285489-0.00718952j -0.00110418-0.000296971j -0.00354486-0.00305898j -0.000892113-0.000167805j 0.000112197-0.00454591j 0.000366843+0.00238737j -0.000837111-0.000231327j -0.00111225-0.00191649j 0.000142436+0.00025471j 8.43007e-05+0.00274335j -0.00189465-0.00618621j 0.00197285-0.00261433j 0.00126641+0.00350728j 0.00117087+0.000189056j 
