0.0118986-0.0408963j 0.0764835-0.0511033j 0.124647+0.0920636j 0.0113344-0.150109j -0.0807088+0.0220058j -0.240894-0.206458j 0.0319382+0.117688j -0.0730432+0.237937j -0.15615-0.221299j 0.00256733-0.130404j 0.0938148-0.256903j 0.440345+0.0294043j 0.233437-0.0597549j 0.0833119-0.145689j -0.0749302-0.110183j -0.302288-0.475837j -0.255444+0.0458257j 0.385193+0.481883j -0.495281+0.376653j 0.260971+0.031904j -0.0263129+0.574672j -0.475318-0.0754915j 0.315015+0.715563j -0.0109434-0.0740925j 0.214845-0.676419j -0.626239-0.0725114j 0.544914-0.0132336j -0.185426+0.466785j -0.149074+0.0586763j -0.551745+0.121108j 0.123445-0.151911j 0.0260362-0.218238j -0.0787656+0.0971384j -0.136857+0.353318j 0.00268743-0.257906j -0.0943317+0.35368j -0.0381274+0.0146724j 0.363499+0.0962115j -0.326078+0.406013j -0.0167792-0.0272965j 0.639419+0.50031j 0.104708+0.588451j -0.149305+0.702775j 0.0671533+0.0751243j 0.793701-0.569184j 0.366681-0.36913j 0.335731-0.129004j 0.502909-0.53059j 0.0776587+0.0195744j -0.413172-1.1296j 0.066204-0.353095j 1.03788-0.336728j -0.0189386-0.426879j 1.02244+0.0575423j 0.180694-0.737825j 0.520048-0.646825j 0.105809+0.770284j 0.247484+0.0677529j 0.151726-1.05053j -0.216288+0.349058j 1.22462+0.0681065j -0.476988+0.566423j 0.539256+0.988248j -0.246941-0.0630706j 0.193033-0.076868j 0.317668-0.396112j -0.280335+0.334503j -0.471017-0.379037j 0.133407-0.912162j 
-0.119925-0.00239541j -0.313396-0.120503j -0.0484581-0.231478j -0.0208386-0.377307j 0.119365+0.09501j 0.117359+0.0471815j -0.253446+0.0348277j -0.314145+0.229456j 0.282448-0.0230575j 0.0632976+0.184741j -0.269539-0.110656j -0.501514-0.0270263j -0.153359+0.0783097j -0.182419-0.156803j -0.0154976-0.118318j -0.179969+0.00059745j -0.360963+0.592332j -0.678645-0.169157j 0.385295+0.314172j 0.197516+0.548091j 0.00497876+0.695175j 0.15715-0.929114j 0.135723+0.117583j 0.187637+0.470303j 0.66262+0.00596007j -0.17427-0.556903j -0.511757-0.63042j 0.0969043-0.25869j -0.125736-0.107293j 0.112464+0.0365634j -0.00949476+0.430037j -0.284-0.0507992j -0.3211-0.0817911j 0.349165-0.454226j -0.190399-0.296095j 0.104096+0.0604285j -0.0786833+0.00420789j 0.525869+0.279506j 0.0475012-0.384153j 0.333376-0.424635j -0.153783-0.46225j -0.0679882+0.030236j 0.123079-0.124228j -0.0564729+0.069217j 0.740343+0.369766j 0.0874315-0.0338009j 0.0735712-0.0373428j -0.0635776+0.338907j 0.190779+0.294857j -0.746602+0.395955j 0.292193-0.778886j -0.0281174+0.00858666j 0.902816-0.856008j -0.6089+0.374386j -0.439766-0.488238j 0.83888+0.303158j -0.255798+0.29608j 0.849128+0.703032j 0.223693-0.196283j -0.149141+0.389482j 0.352878+0.258794j -1.05881-0.012042j 0.721833-0.612836j -0.780803-0.217938j -0.415868+1.00558j 0.523873-0.0933353j 0.461003+0.836283j 0.487979+0.36439j -0.624849-0.253441j 
-0.0874623-0.220649j -0.0492391-0.25496j -0.135713+0.272823j 0.335875-0.408611j 0.504427-0.0689994j 0.118167+0.0457853j -0.165859+0.0750709j 0.14934+0.411394j -0.195664+0.233576j -0.0357831-0.31703j 0.293496+0.272204j 0.887917+0.140371j -0.255078-0.543409j -0.47363-0.5496j -0.105454-0.493852j 0.653157+0.0858556j 1.07071+0.0189564j 0.211504+0.832656j -0.1155+0.117568j 0.289508+0.146599j 0.817448-1.4792j 0.288224-0.283594j 1.13324+0.848391j -0.691935+0.287541j -0.302486-0.164065j 1.26191-0.429031j 0.310384-1.14313j -0.172085+0.139243j -0.0673263-0.0380509j 0.377441+0.217502j -0.176856+0.135754j -0.062357+0.0170083j -0.324216-0.35865j -0.115212-0.140549j 0.0621851-0.205558j -0.189014-0.146576j 0.0799874-0.00862705j 0.487546+0.375141j 0.151465+0.0740103j -0.242499+0.194937j 0.326916+0.327161j 0.884502-0.0984476j 0.346264-0.144511j -0.0407065-0.0859894j 0.223682-0.674383j 0.302905-0.0475965j 0.055361-0.11537j -0.232212+0.435514j -0.398388-0.678233j 0.0268765+0.41875j -0.483322+0.546616j -0.0201063+0.463171j 0.206609-0.399428j -0.306866-0.0828627j 0.349736+0.669204j 0.453388-0.0426388j 0.401085+0.148499j 0.0334762+0.165224j -0.829148-0.253855j 0.24582+0.152425j -0.309865-0.367051j -0.279883-1.42197j 0.787125-0.355035j -0.183745+0.129833j -0.243514+0.321921j -0.345216-0.0981563j 0.117447+0.740658j 0.471292-0.0467359j -0.395884-0.0496161j 
-0.0433802+0.237473j 0.056675+0.145229j 0.368298-0.374198j -0.379441+0.31964j -0.0275799+0.0875165j 0.589723+0.0562019j -0.188693-0.343291j -0.297537-0.574771j 0.10837-0.409323j 0.205664+0.182676j 0.0246073-0.22451j -0.058362+0.414792j 0.775088+0.399195j 0.203289-0.14754j 0.379447+0.332809j -1.10846-0.101737j -0.837651+0.826962j 0.433137-0.182104j -0.000708164+0.050054j -0.367002+0.120564j -0.00527775-1.35301j -0.238621-0.929131j -0.649249+0.470542j 0.440918+1.60959j 0.915752+0.170702j -1.7712-0.160746j -0.237396+0.979404j 0.289613-0.387999j -0.0730932+0.00907617j -0.289757-0.143473j -0.0196521+0.0723235j -0.341992+0.0351032j 0.0956225+0.202131j -0.513045-0.253676j 0.154838-0.097452j -0.199768-0.124215j -0.108117+0.0383215j -0.091807+0.303102j -0.302842+0.115381j 0.166611-0.162483j 0.454713+0.149612j 0.100402+0.601823j -0.0734654-0.26594j 0.194476-0.0902997j -0.477186-0.221585j -0.224022+0.14244j -0.418454-0.220001j -0.491511-0.525863j -0.0116423-0.378963j -0.605936+0.155578j -0.340492-0.250225j -0.069164+1.23118j 0.550306+0.312028j -0.326063+0.376134j 1.00097+0.449122j -0.353924+0.14507j 0.660772+0.406157j 0.246511-0.501052j -0.784701-0.321069j -0.597365+0.169314j 0.654715+0.0552608j -1.49277-1.3976j 0.20433+0.00301567j -0.0112228+0.0999184j 0.147711-0.000423583j 0.157132-0.576944j -0.185689-0.0947757j -0.0389102+0.199874j 0.0501927-0.0487736j 
-0.334742-0.0336746j -0.333965-0.149692j -0.108994+0.125236j 0.168316-0.111897j 0.383889-0.16415j 0.161583-0.344221j 0.104634-0.347416j 0.243204-0.0902437j -0.0439514-0.234186j -0.0583147+0.0446406j 0.486302+0.40731j 0.142763-0.551729j -0.114585-0.711279j -0.123548-0.458546j 0.188037+0.195712j -0.667163-0.132548j 0.0785882-0.807344j -0.145669-0.148622j 0.109043-0.55565j -0.51211+0.423683j -0.0323965+1.18475j 0.0710807+1.62721j 0.515444-0.0335654j -0.561054-0.483324j -0.103106-0.0840885j -0.291411+0.842808j -0.0622638-0.77573j -0.305509+0.265636j -0.266838-0.0447104j 0.523585-0.0622121j 0.484754+0.289168j -0.0516048-0.0389914j -0.24785+0.170711j -0.381666+0.0139271j 0.290604-0.574189j 0.100233+0.0237946j -0.225553-0.0318114j -0.148986-0.345104j -0.083203+0.585965j 0.360458-0.170147j 0.269305+0.425196j -0.19644-0.48866j -0.577378-0.58197j -0.279637-0.56457j -0.460846+0.182814j 0.390315-0.310165j -0.583497-0.716756j -0.772437-0.105644j 0.545688-0.345416j 0.0934709-0.717055j -0.437271-0.5796j -0.32494-0.268219j 0.712367-0.469667j -0.321437-0.317212j -0.435654-0.920283j -0.459311+0.605852j -0.332421+0.166585j 0.630672-0.00972842j -1.05151+0.373765j 0.270375+1.46519j -1.01384-0.458711j -0.11627-0.83367j -0.142-0.152105j -0.462676+1.41791j -0.15433+0.183038j -0.60379-0.678045j 0.463208-0.123251j -0.313369+0.0875561j 0.257134+0.55103j 
0.122729-0.0329327j 0.297864+0.148957j 0.0225828+0.390897j 0.0750673-0.0433944j 0.035041-0.320873j 0.0497194-0.0915578j -0.184911+0.268616j 0.0432234+0.169759j -0.202272+0.0695278j 0.380887+0.120144j -0.386757+0.195152j 0.339431-0.00931069j 0.362285-0.0495799j 0.206143-0.298819j -0.274154+0.00569722j -0.071215-0.102269j -0.369554-0.416834j -0.164654+0.081895j -0.151131-0.695706j 0.137953+0.608969j -0.0483803+0.0527873j -0.447639+0.157133j -0.347296-0.661747j 0.61989-0.137121j 0.811696+0.651923j 0.00868312-0.0721861j 0.740315-0.881521j 0.172293+0.982672j -0.00733933+0.141649j -0.0849069+0.0602596j 0.332681-0.386133j 0.461863-0.00761215j -0.280816-0.165869j -0.569892+0.185478j -0.116351-0.114773j -0.201881-0.398878j -0.00835103+0.20105j -0.0829355+0.417593j 0.0437129+0.130157j -0.226309-0.541214j -0.455782+0.192159j -0.0330359+0.0592493j 0.483252+0.0496524j 0.463243-0.145661j -0.12134+0.463119j -0.223763-0.107578j 0.199399-0.495688j 0.0100178+0.157668j 0.29498+0.777905j 0.683269-0.129804j 0.354719+0.815498j -0.0983662-0.328771j -0.0302156-0.349838j 0.0465191+0.274055j 0.479712+0.20153j -0.151475+0.758558j 0.102329+0.890395j 0.471257-0.291992j 0.125219-0.349569j 0.152828-1.77111j -0.347847-0.073605j -0.165882+0.371061j -0.614071-0.930121j 0.147215+0.571977j -0.199272+0.90088j 0.592859-0.305512j -0.597829+1.11762j -0.114794-0.313756j 0.444231+0.122337j 
0.0109589-0.0703909j -0.0394399-0.219584j -0.130929-0.175305j 0.158848+0.052274j 0.0727452-0.196914j 0.0965376-0.522561j -0.0875152+0.220247j -0.153982+0.247802j -0.0508845+0.0540204j -0.0982854-0.202819j -0.196045-0.0891048j 0.503198-0.935257j 0.122343-0.551787j -0.478083+0.0922918j -0.180324-0.327935j 0.128441+0.0184833j 1.07826-0.54096j 0.323161-0.772311j 0.350369+0.282863j -0.138627-0.086274j -3.33845+0.199305j -1.41204+0.591746j 1.16012-0.303586j 1.76989-0.41521j -0.0830342-0.447524j -0.45512+0.474544j 0.395114-0.304487j -0.311978-0.140486j -0.070075-0.00221037j 0.0813096+0.182283j -0.171293+0.105792j -0.19336+0.0577244j -0.0940108-0.0304322j -0.254588-0.0114629j 0.109435-0.121216j -0.335078+0.00422892j 0.0653409-0.0358646j 0.22763+0.244635j 0.0240991+0.0453696j -0.120605+0.253276j 0.371728-0.0735318j 0.677015-0.0216894j 0.17501-0.225251j 0.084237+0.0651735j -0.432228-0.417207j -0.0128881+0.0257748j -0.0276042-0.0358617j -0.127701+0.0816631j -0.615591-0.138737j 0.0102904+0.239183j -0.088135+0.662078j 0.585141+0.576899j 0.0683096+0.0883518j -0.272226+0.140494j 1.15341+0.203433j -0.0143194-0.132705j 0.60796-0.257388j -0.101335-0.123301j -0.60163+0.0888038j -0.140578-0.0988709j 0.111134-0.0116152j -1.24175-0.938207j 0.185098-0.309936j -0.173552-0.124429j 0.0903991+0.00937375j -0.098511+0.0133737j -0.00954306+0.191652j 0.143776-0.0345505j -0.149229-0.0498123j 
-0.15207-0.238012j 0.144667-0.378606j 0.278298-0.0634747j -0.0186969+0.0878617j 0.487176+0.440028j 0.697532+0.354746j 0.278262-0.326678j 0.282881+0.0904747j 0.0963443-0.38719j -0.0597886-0.390741j -0.396359+0.620552j 0.304695+0.0869773j 1.07465-0.0180884j 0.441236-0.176888j -0.0883281-0.309918j -0.238257-1.31373j 0.688916-0.741618j 0.429324+0.397739j 0.845864+0.225656j -0.628515-0.692163j -0.582428+0.949821j -0.999218+0.256117j -0.0289472+0.140359j -0.104798-0.735864j 0.359078+0.311691j -1.26148-1.19102j 0.410502+0.13254j 0.0449661-0.436671j -0.0734452-0.0759517j -0.0742122+0.38925j -0.542241-0.0230822j -0.335042-0.106456j -0.0360993-0.229327j 0.0995304-0.486967j 0.169539+0.0930196j -0.292891-0.121527j 0.144088-0.178745j -0.080543+0.149061j 0.0305618-0.0312363j -0.53088+0.710041j -0.564454-0.0497484j 0.782293-0.0598794j 0.392517+0.0543077j 0.176265+0.640414j 0.115072-0.390781j -0.0530944-0.0796381j 0.804967-0.0793114j 0.366921-0.0705241j 0.101308+0.655633j 0.0253652-0.405048j 0.454435+0.559008j 0.152951-1.08667j -0.999908+0.15515j -0.70408-0.152788j -0.145214+0.201017j 0.0914188-0.456141j -0.26446-0.79162j 0.0731841+0.236024j 0.376191-0.0969404j 0.0460915-0.497717j 0.0627288+0.46414j 0.756265-0.0950977j -0.146956-0.336203j -0.694546-0.659329j 0.183713-0.161725j 0.23591+0.124869j -0.120522+0.130041j 0.22238-0.0123176j -0.293-0.369457j 
-0.156951+0.151887j -0.119618+0.0940045j 0.341916+0.0635854j -0.350852-0.230313j -0.190587-0.195246j -0.0119845+0.131792j 0.0491304-0.029841j 0.24715-0.395115j 0.177143+0.15881j -0.141192+0.132162j 0.243255-0.282989j -0.263459-0.315952j -0.348967+0.484398j -0.182738+0.386296j -0.239299+0.239983j 0.00891761-0.542811j -0.674209-0.620286j 0.477271-0.033232j -0.184723-0.0141624j 0.0938282-0.175496j -0.00853886-0.418959j 0.62566-0.58114j 0.0174786-0.907898j -0.466685+0.683396j 0.0419583+0.65942j -0.0318154-1.33449j -1.08039+0.0743613j 0.497159+0.130856j -0.0144242-0.0183966j -0.00862559-0.44592j 0.112938+0.00512425j 0.131272-0.351045j -0.516877+0.445513j 0.221102-0.080107j -0.18554-0.0215377j -0.0743604+0.00698841j -0.0377083-0.0808156j 0.0176688-0.545834j 0.268992-0.309995j 0.343658+0.223613j 0.52235+0.0186023j -0.882271-0.643314j -0.135075-0.255417j -0.301792+0.187878j -0.550085-0.385471j -0.219752-0.545704j -0.228731-0.0936609j 0.737047+0.124623j -0.661308+0.10131j 0.221248-0.721443j 0.751954+0.461812j -0.501005+0.0706761j -0.603927+0.0959095j -0.577053-0.185545j 0.24908+0.469587j 0.038181-0.42027j -0.148623+0.380723j 0.526792+0.315879j -0.181071+0.621389j 0.292892-0.903404j -0.950403+1.43688j -0.505617-1.3292j -0.150164-0.634834j 0.817611-0.129737j 0.0379251+0.637422j 0.13691+1.18461j 0.934312-0.405343j -0.572962-0.356632j 0.297843+0.402785j 
-0.0909711-0.569802j -0.23802-0.475413j -0.494919+0.162518j 0.0892368-0.0215644j 0.204551+0.0730923j 0.0362829+0.18685j 0.668377+0.256035j 0.00765455+0.254209j 0.550489+0.0946211j -0.0763301+0.484592j 0.169461+0.419822j 0.610441-0.0636407j -0.0139138-0.0715722j 0.638051-0.513379j -0.211555+1.11176j 0.041852-0.630751j -0.0372657+0.175888j -0.629011-0.446244j 0.0545836-0.0776547j -0.206588-0.634456j -0.0733728-0.649397j -1.10933-0.20521j -0.201321+0.71856j 0.261842-0.279059j -0.0140647+0.245437j -0.0345643-0.345506j 0.677138-0.52228j -0.624954+0.0705798j 0.144697-0.259974j 0.471372+0.619441j 0.215963+0.275529j 0.589412-0.0722853j -0.0838476-0.0631653j 0.260394+0.233081j 0.107114+0.441388j 0.482828+0.237196j 0.0457732+0.0224458j 0.279977-0.211j -0.207304-0.506201j 0.460595-0.361678j 0.196816+0.0715971j -0.671593+0.0527278j 0.427164-0.154154j 0.257661-0.565469j 0.392099-0.101848j -0.0166523+0.414482j 0.0287756+0.153191j 0.415983-0.344851j -0.311184-0.119935j 0.523084+0.983493j 0.213418-0.730882j -0.125198+0.859913j 0.916759+0.605085j 1.33601+0.0220658j 0.487949-0.00895507j 0.0597138-0.442212j 0.0251065+0.859452j -0.352051+0.368329j 0.196068-0.676537j -0.787301-0.113048j 0.43558-0.511136j 0.26221+0.522916j 0.337856+0.400156j 0.610218-0.37535j -0.369757+0.0617089j 0.231111+0.202443j 0.24266-0.0228172j -0.182455-0.304721j -0.167403+0.399485j 
-0.213572+0.112062j -0.0408736-0.241153j 0.099077-0.34005j 0.376831+0.0543213j -0.215425+0.347442j 0.215321-0.08378j -0.153693+0.0825456j 0.0682995-0.468647j -0.43072+0.0582207j 0.779163-0.174454j 0.639337+0.559812j -0.0469293+0.501705j -0.186122+0.0241603j 0.0516282+0.594232j -0.383243+0.0163524j 0.517781+0.12109j -0.576441-0.29645j -0.679306-0.134504j -1.36642-0.57544j 0.564995+0.0856751j 0.0214962+0.649473j 0.278583+0.273303j 0.367203-0.472628j -0.131081-0.0103602j 0.597978+0.457581j 0.584961+0.0787715j -0.103929+0.530496j 0.326982-0.552869j -0.323601-0.0769218j 0.112384+0.102759j 0.211187+0.676447j -0.43229+0.391827j 0.147142-0.249005j -0.0142374-0.62234j 0.0651175-0.36177j -0.189164+0.28403j 0.451106-0.0103831j -0.218237+0.262695j 0.352264+0.0249491j -0.382864+0.47438j -0.12658+0.69773j -0.458014+0.636286j -0.665468+0.630497j -0.708675-0.326501j 0.571237+0.0102278j 0.0274287-0.364818j -0.435914+0.639174j 0.0733165-0.0152983j -0.375939+0.0216445j 0.630331-0.186326j 1.31412+0.377559j 0.000670989+0.279007j 0.54025+0.0526594j 0.0284784+0.295985j 0.164332-0.589605j 1.16785-0.953888j -0.202546-0.0961237j -0.660685-0.157109j -0.640922+0.259112j 0.0808443+0.0480044j -0.00707028-0.489673j 0.691036-0.16565j -0.813952-0.363588j 0.191187-0.143426j 0.0511835+0.669365j 0.0478251+0.025057j -0.394703-0.0874023j 0.384372+0.575989j -0.243997+0.243845j 
0.0211305-0.0236205j 0.0631004-0.0187628j 0.073569-0.0299282j -0.0771027+0.0790672j 0.144322-0.0142649j 0.320309+0.0245546j -0.0866327-0.0172003j -0.280957-0.103611j 0.0652378-0.135712j 0.0430191-0.0688302j 0.104676-0.245785j 0.636076+0.0910631j 0.259504+0.0876301j -0.126588-0.290348j 0.418133-0.164835j 0.00496013+0.00716538j 0.428418+0.513999j 0.298895+0.0428208j -0.199589+0.353822j 0.227387-0.0521751j -0.482235-2.18128j -0.681207-0.724335j 0.310441+0.679025j 0.593554+1.1317j 0.317779-0.0557011j -0.401512-0.244757j 0.232146+0.233882j -0.0459972-0.157448j 0.0223795-0.0331505j -0.0613812+0.077945j -0.109672-0.101266j -0.10324-0.109697j 0.0842742-0.015599j -0.191732-0.400053j 0.0422565+0.280735j 0.0650272-0.230304j 0.02266+0.000435606j -0.295957+0.408422j -0.108659-0.0164179j 0.0961676-0.0337675j 0.176063+0.554672j -0.142647+0.741878j 0.250445+0.262869j 0.0174266+0.140743j 0.545617-0.443559j -0.112827-0.0877335j 0.0288056-0.117974j -0.0870532-0.278848j 0.335225-0.746831j -0.614696+0.0847295j -0.759292-0.184881j -1.20053+0.925694j -0.187011+0.302534j -0.0891596-0.0312365j -0.214792+1.6721j 0.30727-0.0895577j 0.0737931+1.01428j 0.102216-0.174309j 0.0534904-1.05342j 0.192068-0.554491j 0.367634+0.264706j 0.947492-1.93188j 0.181302+0.532684j 0.121089+0.0767232j -0.0209203-0.00883998j 0.178324-0.139115j -0.33101-0.122028j 0.100544+0.167422j -0.031261-0.16335j 
0.065859+0.22475j 0.115125+0.0677326j -0.0705041-0.178515j 0.323385+0.153539j -0.0742908+0.105023j -0.0180623-0.25798j -0.202271-0.0856086j 0.435183+0.425976j -0.306847+0.522279j 0.686372+0.0811648j -0.286473-0.0067912j -0.0495833+0.378522j 0.366999-0.0123333j 0.0659768-0.135074j -1.07128+0.780606j 0.0538158+0.195262j 0.125735+1.00138j 0.74976+0.578393j 0.283814+0.171203j -1.21615-0.0825411j -0.975693-0.154013j 0.276738-0.543119j 0.314709+0.435264j 0.0162942+0.48838j -0.166351-0.528043j 0.0880708+0.0552521j 0.0924773-0.0856534j 0.106576-0.263049j -0.201367+0.162082j -0.124258-0.101121j -0.00855138-0.208541j -0.0656486+0.145313j -0.0949235-0.364457j 0.363437+0.233967j -0.158997-0.773053j -0.4046-0.396059j 0.000247271+0.275581j -0.21637+0.0532687j 0.634911-0.416108j -1.2372-0.169502j -0.26264+0.178755j 0.198427+0.15236j 0.155989-0.00900532j 0.525968-0.267393j -0.19626-0.973896j 0.0317155+0.77083j -0.374245+0.365798j 0.620016-0.0374565j -0.424313-0.461979j -0.222176+0.023806j 0.638037-0.893087j -0.111168-0.80513j 0.719974+0.832399j -0.462402+0.368954j -0.0950807+1.09602j -1.34015+0.068013j 0.216941+0.192952j 0.493864-0.87917j 0.315739+0.226263j -0.433055+0.987359j 0.220919+0.51466j 0.171439-0.428548j 0.525561-0.365197j 0.0444866+0.242809j 0.654001+0.184119j -0.180234+0.0864633j 0.0707783+0.210659j 0.388731+0.191445j 0.102322-0.255855j 
-0.204033+0.195083j -0.0127711+0.584036j 0.252598+0.655262j -0.0545274-0.191636j -0.0752645+0.46299j -0.0612759+0.466605j 0.264575-0.445155j 0.0073877+0.304985j 0.535713-0.440818j 0.810895-0.51077j -0.189551-0.936749j 0.051191-0.182981j 0.52702+1.44772j -0.0809005-0.261209j 1.3519+0.0365626j 0.724111-0.492745j 1.1367+1.10186j -0.525692+1.48351j -0.157153+1.49008j -0.15303-0.429789j -1.17092-0.458348j -0.536495-0.0984811j 0.461484+0.165198j 0.692726-0.023974j 0.185605+0.0203057j 0.549279-1.48585j -0.284666+0.249534j 0.317231+0.339449j 0.00561392+0.0577159j 0.0314116-0.585581j 0.279864-0.277869j 0.193872-0.0797781j 0.0694545-0.0988879j 0.263954+0.107537j -0.227753-0.0151751j 0.33166-0.126584j 0.0795188+0.101663j -0.0638738-0.230124j -0.0674216-0.143102j -0.243944-0.442628j 0.248672-0.361996j -0.476183+0.741864j -0.160739+0.324636j -0.458351-0.131992j 0.186476-0.010244j 0.042348-0.0513184j -0.225242+0.723824j 0.142982+0.00309629j -0.672064+0.0866106j 0.389297+0.0772483j -0.133228-0.394208j 0.726561+0.270702j 0.607885-0.627261j 0.420552-0.321957j -0.0719748-0.276299j -0.0186576-0.0747376j 0.448645+0.0870039j -0.215779-0.0934268j 0.127604+0.388868j 0.164766+0.302805j -0.172093+0.0243871j -0.0942294+0.596235j 0.109972-0.0454494j 0.720265-0.388695j 0.161931+0.130916j -0.0198294+0.249981j -0.0673107-0.246961j 0.0684976+0.154j 0.286993-0.0608422j 
-0.370068+0.370337j -0.301795+0.331002j 0.132233+0.247896j -0.0471354-0.114466j 0.0778023-0.254404j 0.127103-0.284614j -0.0813985-0.446665j 0.248248-0.210136j -0.0650126-0.146398j 0.14639-0.152155j 0.451765-0.260047j -0.0766515-0.446529j -0.052929-0.147801j -0.460556-0.386356j 0.542679+0.0683947j -0.628091+0.187693j -0.0507606-0.0114028j 0.0929442+0.573944j 0.00939498-0.143801j -0.724651+0.507718j -0.210632+0.0757288j -0.030551+1.0171j 0.562486-0.0932778j -0.580565+0.0835089j 0.149635-0.325176j -0.623754+0.373029j -0.393669-0.558225j 0.0147459+0.456016j -0.244698-0.133995j 0.512299-0.571924j 0.224644+0.314237j 0.00916454-0.18058j -0.351452+0.0454288j -0.290766-0.350395j 0.525001-0.169605j 0.119373-0.209049j -0.194524-0.239091j 0.0839981-0.348828j -0.529288+0.116127j 0.414617+0.0696437j 0.0142768+0.452275j 0.0781015-0.13357j 0.106071-0.770768j 0.121066-0.505231j -0.425586-0.697058j 0.249425+0.0398945j 0.218772-0.828439j -0.275316-0.742451j 0.708+0.277911j 0.790562-0.530601j 0.248481-0.80668j -0.120548-0.163166j 0.725953+0.298363j 0.0189351-0.725885j 0.314079-0.349861j -1.0419-0.549262j -0.167008+0.314043j 0.572427+0.580625j -0.869653-0.794955j -1.16639+0.707292j -0.201564-0.724559j 0.785218-1.12112j 0.144729+0.0354149j -1.3563+0.129583j -0.0593696+0.2775j 0.562499-0.71635j 0.24645+0.260636j -0.387807-0.20575j -0.0830095+0.684388j 
0.365843+0.292522j -0.465582+0.132378j -0.664572-0.271892j 0.0142809-0.466773j 0.534815+0.105701j -0.368063-0.492406j -0.0406374+0.389278j -1.0082+0.023379j 0.0411387+0.683587j -0.83562-0.969459j 0.456462-0.914621j 0.674813+0.0862231j -0.0458027-0.0279509j 0.830397-0.212118j -0.33949+0.548416j -0.417852-0.594939j -0.757782+0.447158j 0.0495012+0.579115j -0.356103+1.70155j 0.148122-0.546822j 1.22759-0.0544605j 0.560052-0.375616j -1.0846-0.599475j -0.0194134-0.00151103j 0.561787-0.940101j 0.0968777-0.566921j 0.896341+0.151707j -0.953607-0.463755j -0.130265+0.168439j 0.11692+0.0813499j 0.464798+0.117469j -0.0405067+0.393642j -0.0468471-0.149263j -0.520783-0.181228j -0.196717-0.230801j 0.0550358+0.206628j 0.0527205-0.205753j 0.161095+0.21355j 0.237185-0.0633409j 0.182357+0.455081j 0.260534+0.302877j 0.225503+0.280691j 0.236966+0.537456j -0.323434+0.324899j 0.116805-0.243166j -0.220463-0.167376j 0.197572+0.251498j -0.0906605+0.00492764j 0.105613+0.117249j -0.098411-0.314181j 0.631083-0.32441j -0.0135114-0.0555919j -0.0368211-0.128054j -0.0483796+0.293587j -0.140362-0.160198j 0.075206-0.610069j -0.240517+0.0384275j -0.243508+0.12788j -0.0648585+0.324247j -0.0139069-0.088859j -0.246183+0.0110881j -0.0113541-0.393538j -0.39912+0.163367j -0.0594722-0.0363848j 0.230877+0.116781j -0.124614+0.00330052j -0.0586447+0.198566j 0.291589+0.0450951j -0.0849994+0.144211j 
0.128746+0.0239693j -0.198075-0.256424j -0.170659+0.131431j 0.298045-0.0375736j -0.0534106-0.433773j -0.193598+0.284775j 0.313537+0.273857j 0.281677-0.307347j 0.155847+0.256808j -0.461685+0.366053j -0.0130145-0.333572j -0.235843+0.419951j 1.48757+0.473814j -0.521261-0.368143j -0.324717-0.0945884j -0.620396+0.0245182j 1.51309+0.14639j 0.0536423-0.162666j 0.0889311-0.136758j -0.295576+0.373469j -0.7157-0.2947j -0.0697659-0.434496j -0.402699-0.269221j -0.201945+0.428122j -0.157382+0.302144j -0.15561-0.0656605j 0.0217838-0.217836j -0.305154+0.00816093j 0.0592782+0.226558j 0.0515131+0.0597395j 0.176095+0.419201j 0.238195-0.112639j -0.242727+0.464877j 0.410959+0.35753j -0.361842+0.640911j 0.141628-0.018502j 0.139453+0.0100389j -0.641909+0.635725j -0.493328-0.189753j 0.818277+0.106109j -0.57261+0.0692218j 0.934701-0.0301227j -0.408758+0.387975j 0.997248-1.02006j 0.0229183-0.572894j -1.07751-0.280385j -0.598563+0.78006j -0.0587655+0.078916j -0.719514+0.41411j 0.647175-0.543321j 0.0393935+0.285183j 1.01982-0.0390961j 0.3311-0.928642j -0.0606502+0.384891j -1.41739+0.136838j 0.390014-0.352237j 0.271952-0.661456j -0.238553+0.412408j -0.729357+1.02827j -0.0118996+0.422906j 0.596448-0.0324548j 0.200817-0.0861041j -0.0497948+0.120355j 0.667475+0.0873698j -0.132028-0.536536j 0.359667+0.0146727j 0.179882-0.110738j -0.0881138-0.230046j -0.0107271+0.133098j 
