-0.00754277-0.0423504j 0.0540604-0.0303974j 0.0435279+0.00561929j -0.00342912+0.10485j 0.0257971+0.0339412j 0.0305173-0.052889j 0.0380605-0.101173j 0.0214726-0.0236768j -0.0499507+0.0873179j -0.0197629-0.170293j 0.0264413-0.0474208j -0.00178229+0.0617999j -0.00169848-0.0593325j -0.0333516-0.0918676j 0.181538-0.147882j -0.110265+0.031142j 0.105307+0.0273595j 0.0365521+0.0178688j 0.0250515+0.190067j -0.0053022+0.138885j 0.0219329+0.00860683j 0.0215762+0.195916j 0.025203+0.224416j 0.0896853+0.0488834j 0.175306+0.000529414j -0.286594+0.0412452j 0.197439-0.117581j 0.0126185+0.0172241j -0.130988+0.14465j 0.132659-0.0188847j -0.0687012-0.324888j 0.0511262+0.0350689j -0.00717946-0.0603609j 0.507989+0.0823545j 0.214025-0.0203012j -0.0317906-0.0120648j -0.267189+0.301174j 0.0770469+0.378426j -0.0489294+0.122508j 0.0147296+0.326719j 0.243191-0.291016j 0.435616-0.109132j -0.461705-0.429556j 0.0312501+0.177944j -0.439469-0.0282228j 0.157078-0.719524j -0.352998+0.124295j -0.0432979-0.179167j -0.480303+0.366941j 0.675077+0.540499j -0.783663-0.28058j 0.152254-0.559648j 
0.284192-0.0251813j 0.146601-0.124041j -0.148367-0.144051j 0.197413+0.345099j -0.00409523+0.0533314j -0.568515+0.449605j 0.128615+0.307384j -0.927552+0.512207j 0.508838-0.00923043j -0.169629+0.245316j 0.98551-0.170079j -0.79319+0.00208724j -0.257819+0.0939336j -0.678299+0.488398j -0.0515565-0.0339977j -1.53303+1.59959j 0.748746-1.28696j 0.507926-0.181565j -1.14999+0.262197j 0.130467-0.220644j -0.12644+0.199837j -1.27005+0.822995j 0.521318+0.199116j -0.95233+1.14134j 0.30544+0.404088j 1.0959-1.11587j 0.914513+0.13869j -0.72781+0.951257j 1.17513-0.612674j 0.790025-0.0750901j -0.741226+1.52588j -0.0843807+1.3647j 0.489398+0.313536j 0.263451-0.606012j -0.541971-0.0376072j 0.55173-1.02618j -0.837499+1.19859j 0.447326-0.32351j -0.531707+0.196704j -0.411165+0.206443j -0.67559-0.0737122j -0.238179+0.662353j -0.219382+0.453004j -0.460576+0.422633j 0.0984871+0.378313j 0.0975053-0.18127j 0.365318-0.446844j -0.193846-0.24556j -0.265309+0.101199j 0.0990872+0.265215j 0.232701+0.120442j 0.0509003-0.157606j 
-0.067281-0.0917808j -0.0465427+0.0439441j -0.0698572+0.10726j -0.0421084-0.0724453j -0.1627-0.167503j -0.162361-0.303118j 0.119386-0.0381802j 0.1685+0.0798747j 0.0658864+0.0187132j -0.234522-0.600951j -0.0514744+0.188646j -0.247331-0.307426j -0.133162+0.13096j -0.152132+0.487911j -0.20455+0.131142j 0.568725-0.306468j 0.517618+0.165496j 0.61779-0.503323j -0.812776+0.128434j -0.0082792-0.290931j -0.740992+0.771292j 0.148294-0.247101j -0.174247+0.453763j 0.0161746-0.716659j -0.349693-0.783191j 0.653423+0.174734j 0.78368-0.177214j 0.578512-0.326586j -0.190617+0.739916j 0.27102-0.10339j -0.42801-0.318252j -0.586648+0.981714j -0.403003+0.180146j 0.0416485-0.82516j -0.23312+0.628556j 0.0473591-0.0746754j -0.745505-0.997568j 0.0800761-0.179985j -0.556593+0.185439j -0.11675+0.120431j 0.188882-0.0861758j -0.24532-0.129492j 0.437183-0.173706j -0.181472-0.0169293j -0.43584-0.107298j 0.0911533+0.202756j -0.110052+0.164338j 0.250944-0.0737911j 0.0895279-0.136673j 0.0234619-0.0570906j 0.00203337+0.00392137j -0.143812-0.0262592j 
-0.0276043-0.111277j -0.226943+0.309379j 0.101475+0.00325664j -0.0694371+0.141332j -0.0421771+0.383953j 0.533989-0.63393j -0.650542+0.0858364j 0.566087-0.307799j -0.471223+0.234525j 0.375595+0.132375j -0.835794+0.784951j 0.263102-0.319824j 0.466927+0.0815595j 0.555052-1.04917j 0.297557-0.983999j 0.981514-1.59227j -1.62397+0.30808j 0.370626-0.0888714j 0.223701-0.520437j 0.624586+0.0977423j 0.120028-0.318372j 0.800869-1.52457j -0.347702+0.102888j 1.34288-1.56344j 0.641734+0.515956j -1.12923-0.343899j 0.110063-0.821934j 0.4439-0.458129j -1.14849+1.301j 0.478762-0.0669284j 1.17114-1.0363j -0.207948-0.106416j -0.464415+0.407327j -0.799975+0.134796j 0.0936165-0.278034j -0.697206+0.878187j 2.21006-0.917711j -0.518308-0.109946j 0.961733-0.591043j 0.381365-0.547895j 0.440465+0.038347j 0.423818-0.0462783j -0.00353102-0.08493j 0.330505-0.241111j 0.654734-0.303285j -0.0184676+0.203382j 0.235351+0.373689j -0.249671+0.120191j 0.258185-0.169517j 0.0342312-0.196244j -0.186065-0.176676j -0.0107166+0.0229845j 
-0.265318-0.26059j -0.339877-0.0114444j 0.250825+0.363741j 0.0308955-0.635844j 0.40606+0.234223j 0.150809-0.397693j 0.243539-0.0677622j 0.183783-0.198175j 0.585638+0.243865j 0.164988-0.211298j 0.778288+0.154055j -0.211942+0.136398j -0.488284-0.389351j -0.450431-0.686094j -0.6028-0.361325j -0.28243-1.41561j 0.115665+1.57021j -0.257084-0.362305j -0.0112724+0.373153j -0.761154-0.520689j -0.365412-0.310708j -1.53681-1.60635j -0.0564666-0.405794j -0.59125-1.38024j 0.264029-0.599445j -0.96123+2.424j -0.84115+0.104345j 1.20874+0.0848424j 1.05928+0.901964j -0.536278-0.867335j -1.06273-2.47455j 0.584128-0.903706j 0.543329+0.0104134j -0.126747+0.482707j 0.0203532+0.398358j 0.62765+1.20821j -1.13362-1.89874j -0.0810267+0.145892j -0.930513-0.555444j -0.387628-0.452216j -0.343323+0.315685j -0.638871-1.03343j 0.359104-0.131203j -0.336363-0.375486j -0.611924-0.85927j -0.372067-0.0113751j 0.165211+0.271613j 0.18068+0.577437j -0.107127-0.013513j 0.0188238-0.458174j 0.0641147-0.223677j -0.258623+0.0858774j 
0.305059+0.0334553j 0.233447+0.318247j 0.093482-0.0872485j 0.119485-0.129823j 0.283364+0.00723214j -0.159558-0.174373j -0.253723+0.115759j -0.33935+0.0795606j 0.855035-0.108979j -0.292203+0.132121j 0.351182-0.674498j -0.809465-0.104189j -0.553375+0.281922j -0.615673+0.269902j 0.552485+0.769908j -0.64431+0.249711j 1.04851-0.211754j 0.183872-0.546617j 0.150303-0.162969j 0.509017+0.750189j -0.147123-0.189595j -1.06567-0.148502j -0.492029+0.434887j -0.0691293+0.344419j -0.737139-0.651794j 0.604467+0.458447j -0.176275-0.260686j 0.178611-0.0661015j 0.170285-0.541507j -0.568301-0.115768j -0.89066+0.157004j -0.60984+0.00488853j 0.338291+0.218751j -0.114236+0.032831j -0.16983-0.172916j 0.4772-0.0675031j -0.7718+0.26493j 0.0115772-0.417214j -0.20827+0.316011j -0.656437-0.196457j -0.233764+0.0738678j -0.350227+0.2124j 0.060247+0.34588j -0.16286+0.0581816j -0.035575+0.597987j -0.200039-0.0105356j 0.290566-0.0999021j 0.186563-0.0748389j 0.109134+0.285082j -0.0468778+0.0241091j 0.21192+0.0942808j -0.0166646+0.0544718j 
0.224413+0.2878j -0.0647667+0.162926j 0.458399-0.392849j -0.113911+0.338304j -0.0387536+0.361392j 0.153197-0.243556j 0.478708+0.322431j 0.0366527+0.197749j 0.673359-0.147721j -0.292513+0.228778j -0.024229-0.197791j 0.148133-0.116271j -0.321079+0.671801j -0.466826+0.522128j -1.03662-0.434842j -0.516282-0.67174j 1.12155-0.0375343j 0.0758258-0.357841j -0.0596517+0.414808j -0.605538-0.306093j -0.415838-0.0791716j -0.00247501+0.479962j 0.408789+0.229293j 0.0985313-0.321612j 0.0359783-0.638038j -0.272828+0.226611j 0.182289+0.524213j 0.535867+0.515821j 0.67019-0.680784j -0.303119+0.445203j -0.536677-0.18632j -0.143104+0.0900634j 0.212556+0.596422j -0.0775398+0.14634j -0.152749+0.0808676j 0.282704-0.0947032j -0.305559+0.243456j 0.45955-0.250193j -0.157007+0.0932353j 0.325933-0.187248j -0.183633+0.183253j 0.0242403+0.264209j 0.426762-0.164067j -0.270781+0.329252j -0.200939+0.26027j 0.0271997+0.343183j 0.147674-0.00202085j -0.0950492+0.237807j -0.0140577+0.280184j -0.220949+0.111135j 0.199164-0.0604441j 0.213187+0.171232j 
-0.0266163+0.199412j 0.606361+0.196743j -0.236775-0.325418j 0.37179+0.416742j 0.121183-0.561037j -0.181813+0.448951j 0.299364+0.410571j 0.319373+0.548825j -0.575272-0.589448j 0.105257-0.244629j -0.473211-0.846721j 0.41861+0.454559j 0.648555+0.367404j -0.062378+1.41171j -0.567122+0.928306j 0.666566+2.69877j -0.570061-0.244164j -0.436347-0.57803j 0.243194+0.559561j 0.538628+0.19435j -0.0996422+0.586822j 1.26528+3.2429j 0.194154+0.337554j 0.228301+1.64388j 0.210831-0.820297j 0.274214-2.04792j 0.00976971-0.754194j -0.793747-0.299258j -0.685107-1.94457j -0.196182-0.0991957j 1.50292+2.57125j 0.343392+0.769468j -0.166215-0.274611j -0.117372-0.0621269j -0.029329+0.120233j -0.69963-1.6238j 0.95678+1.0375j -0.261756+0.0685531j 0.395688+0.676798j 0.189836+0.667993j 0.698983+0.07972j 1.2444+1.01885j 0.0777139+0.312357j 0.706283+0.530496j 0.350828+0.477542j 0.41861+0.0828483j -0.575464-1.03127j -0.038868-0.132145j 0.0699548+0.132229j -0.104428+0.342775j -0.24043+0.242404j 0.160769+0.0224562j 
0.0362619+0.0597015j -0.219581-0.0766234j 0.0353715-0.16933j -0.287094+0.0583589j -0.259153+0.313351j -0.399641-0.139019j -0.150138-0.220697j -0.576958-0.778238j -0.388084+0.611114j -0.129624+0.166216j -0.189237-0.220479j -0.343645-0.645639j 1.05069-0.277713j -0.0348387-0.433749j 0.589734+0.246024j 0.320948+0.190679j 0.199202+0.593575j 0.140684+0.396451j 0.273368+0.271522j -0.269388-0.308019j -0.216266-0.281788j 0.252722-0.275269j 0.315721-0.341537j 0.781264-0.137582j -0.0200256-0.571164j 0.255274-0.71534j -0.185907-0.111518j 0.224821-0.0728533j -0.0164783-0.584286j -0.101938+0.409699j 0.0998172-0.256828j 0.135755-0.22523j 0.557581+0.0959136j -0.295795-0.17014j -0.354449+0.0845113j -0.74819-0.0141457j 0.032658-0.0583359j -0.109305+0.129009j 0.0941858-0.272767j -0.0222955-0.253115j 0.171311+0.330473j 0.155683+0.0523107j -0.293672-0.0564514j -0.176134-0.103256j -0.0550988+0.224839j 0.0420964+0.141271j -0.142296+0.25341j -0.070801-0.234833j -0.0274864-0.221326j 0.030743+0.0650969j 0.0456929-0.0359056j 0.0559917-0.0729241j 
-0.0061234+0.136963j 0.223997-0.129327j -0.165338+0.00828926j 0.0854857+0.0768945j 0.105411-0.176803j -0.372733+0.357905j 0.443431+0.317269j -0.785309-0.0508063j 0.340865-0.600095j -0.225384+0.184694j 0.220167-0.709925j 0.20216+0.781044j 0.0794667+0.186405j -0.480454+0.329984j -0.531518+0.309798j -0.902758+0.22208j 0.78976-1.10458j 1.10944-0.445882j 0.339699+0.861606j -0.991581+0.261384j 0.457314-0.962882j -1.06899+0.252906j -0.316177+0.0804185j -0.00373456+0.974218j -0.0706057-0.0676443j 1.21965+0.199915j 0.0172065+0.229376j 0.720641-0.402581j 0.763277-0.600008j -0.47751+0.467839j -1.27201+0.735102j -0.25058+0.222133j 0.288347-0.172716j 0.435584+0.0307131j 0.0914016+0.477376j 0.89579-0.458523j -1.12725+0.888381j 0.47809+0.0324418j -0.569628+0.0669664j -0.337125+0.382134j -0.24081+0.171387j -0.240255+0.167509j -0.294577-0.237834j -0.0518142+0.314827j -0.191973+0.105184j -0.175909-0.131046j 0.15866-0.458568j -0.0883907-0.230752j -0.277117-0.0449837j -0.0855482+0.0996756j 0.0869203+0.169851j 0.00667156+0.0645145j 
-0.159622-0.330308j 0.0838579-0.445305j 0.0885431+0.0306772j -0.353961-0.195647j -0.14947-0.0403372j -0.313082-0.0501158j 0.414601+0.399714j -0.0156945+0.0363495j -0.170222-0.362645j 0.196787+0.131861j -0.332065+0.393572j 0.0691805+0.570345j 0.157194+0.0227088j 0.126168+0.0184516j 0.259896-1.46482j -0.16487-0.669556j -0.0193285+0.032954j -0.544329+0.123253j -0.668884-0.177528j 0.217569-1.56651j -0.319499-0.0629551j -0.63788+0.119265j 0.819594+0.365595j -0.211944-0.970115j -0.224462+0.855686j -0.0833976+0.214436j -0.642436+0.763768j -0.1502+0.0518347j 0.374922+0.814901j 0.0467322+0.639932j -0.458017-0.532705j 0.0803121+0.40447j 0.271104-0.095047j 0.337444+0.318208j -0.247571+0.191484j 0.293964+0.241386j -0.420054-0.478193j -0.272208+0.412268j -0.0732141-0.433476j -0.134088+0.479653j -0.131683-0.00839966j -0.157778-0.246075j 0.343449-0.24664j -0.353982-0.229364j 0.220466-0.671998j -0.0186443+0.314706j -0.00791745+0.0167827j -0.151644-0.0405904j 0.101942-0.306158j -0.0525974-0.0636039j 0.0929769-0.282303j 0.0183529+0.0104564j 
-0.171869+0.554471j -0.0396029+0.172298j 0.611998+0.204735j -0.338027+0.216496j -0.509888+0.0860899j 0.521699+0.211889j -0.10567+0.681787j 0.0296256+0.355424j 0.492738+0.389803j -0.472987-0.25556j -0.0150121-0.57917j 0.204152+0.254327j -0.637142+0.278862j -0.577822+0.127099j -0.0953165-0.944262j 0.781533-0.341359j 0.367437+0.719859j 0.593111-0.221457j -0.236397+0.321687j 0.159345-0.45815j -0.008563-0.360931j 0.105793+1.02047j -0.20246+0.541041j 0.701683+0.7632j 0.533764-0.496362j -0.239846-0.786954j -0.163062+0.0250928j -0.203047+0.730915j 0.491675-0.306613j -0.736818+0.0192052j 0.456551+0.116896j -0.103013-0.0054725j -0.714079+0.508228j -0.403922-0.111866j -0.16238-0.0635142j -0.0828271-0.226192j 0.156433+0.408208j 0.391424+0.147865j 0.199745+0.282121j 0.432969+0.380955j -0.1524+0.0836249j 0.0364424+0.568209j 0.415632+0.512586j -0.238837+0.182107j -0.205045+0.263356j -0.322918+0.248793j -0.0476336-0.0391471j -0.369585-0.145564j -0.341387+0.186677j -0.248878-0.0976249j 0.0923504+0.239345j -0.0482887+0.39296j 
0.043618+0.066695j -0.156103+0.0716048j 0.0746495+0.164173j -0.018246-0.0291987j 0.302463+0.262894j -0.0379384+0.450522j -0.0654662-0.0667778j -0.551725+1.25142j 0.614238+0.411707j 0.099328-0.0156674j 0.155122+0.574742j -0.530742-0.1111j -1.27695-1.14359j -0.592671-0.343552j 0.0294368-0.713772j -0.87758-0.825306j 0.210125-0.0469809j -0.489177-0.677252j 0.0578614-0.990368j 0.00356602+0.683383j -1.18883+0.0314481j -1.51181-0.517979j -0.218493+0.192783j -0.969109-1.73101j -0.414618+0.237469j -0.399454+0.593917j 0.164253+0.766193j -0.884421-0.455488j 0.33753+0.558457j 0.687522+0.0139632j -1.15157-0.345485j -0.114445-0.0217226j -0.0344081-0.447921j 0.284096+0.141835j 0.299996-0.100318j 0.72407+0.784504j -0.738663-0.453877j 0.343851-0.174229j -0.648299+0.0803787j -0.277586-0.0102156j -0.0494244-0.422214j -0.602756-0.362088j -0.141665+0.573724j -0.341664-0.108166j -0.222641-0.215475j -0.0736218+0.0816277j 0.317451+0.309526j -0.0436026+0.359563j -0.382711+0.345049j -0.0537345-0.143719j 0.122652-0.0859213j -0.0673832+0.0264129j 
-0.0866666+0.0438268j 0.237256+0.437173j -0.32347-0.0850629j 0.391523+0.613472j 0.389131-0.104044j 0.0814371+0.617332j -0.260459+0.564343j -0.0734987+0.44708j 0.709921-0.352928j 0.0620767-0.0378712j -0.164631-0.519167j -0.339889+1.42044j -0.0600628-0.131714j -0.129984+0.778717j -0.438887-0.381919j 0.932967+0.631767j 0.566515-0.893488j 1.0195+0.189275j 0.0667437+0.705663j -0.478368+0.0860954j 0.857698+0.553661j 0.842639+0.935615j -0.656957-0.465505j 0.04133+1.11283j -0.205892+0.295235j -0.57224-0.633177j 0.205559-0.505813j 0.452461+0.276909j -0.970056-0.654519j -0.162078-0.255487j 0.70656+0.948297j -0.126513+0.0141527j -0.364652-0.534413j -0.37841+0.229075j 0.0488265+0.574606j -0.103381+0.12794j 0.445322+0.842663j 0.0282155+0.20057j 0.238826+0.220599j -0.0672396+0.38526j 0.390738+0.020976j 0.693929+0.493904j 0.252472+0.0417654j 0.379306+0.685212j 0.527821+0.297361j 0.279795-0.271504j 0.227216-0.406584j -0.235382-0.0918886j -0.0931396-0.0541061j 0.0564967+0.0519021j -0.310893+0.108977j -0.100409+0.0198011j 
-0.109755+0.494333j 0.352178-0.0468834j -0.248876-0.308952j -0.246825+0.13856j 0.397653-0.0251226j -0.7104+0.642527j -0.0107007+0.262625j -0.303472+0.866118j 0.289593-0.494873j -0.585518-0.0324295j 0.534054-0.999156j -1.16019+0.566098j -0.85778+0.656789j -0.495272-0.286827j -0.613441-0.144288j -1.00141+0.61335j 0.157793-1.13452j -0.18171+0.792041j -0.362936+0.766986j -0.586715+0.232432j 0.0458366-0.0680481j -1.39705+0.750914j 0.0774928+0.0730654j -0.900742+0.708828j -0.0826963-0.0470053j 1.58384+0.359318j 1.00064+0.257116j -0.0380714+0.251586j 1.13759-1.33959j -0.429686+0.0930573j -2.00234+1.3282j 0.30011+0.251071j 0.320726-0.524924j 0.44938-0.330928j -0.364477+0.117876j 0.873409-0.439683j -1.63496+0.762974j 0.388535-0.0915244j -0.380967+0.39387j -0.49297+0.286815j -0.389484+0.157079j -0.317796+0.638117j -0.258708+0.194999j -0.117475+0.511872j -0.238648+0.358115j -0.0780903-0.0410573j 0.358769-0.298511j 0.305799-0.33243j -0.268729+0.319152j -0.350417+0.113681j 0.0458686+0.0659379j 0.0614111+0.11067j 
-0.0193506+0.025428j 0.299881-0.0314397j -0.228-0.319335j -0.141959-0.527326j 0.073966+0.413409j 0.560354-0.237384j 0.291762+0.349776j 0.138016-0.7852j 0.561842-0.292128j -0.0811422-0.0802948j -0.706132+0.448254j 0.326488+0.117726j -0.263067+0.0550814j -0.674345+0.503203j -0.358914-0.156233j -0.117569+0.0845855j 0.104153-0.0455773j 0.0755727-0.196375j -0.622884-0.127367j -0.101696+0.242965j -0.685745-0.00281703j -0.734746+0.392713j -0.0701821+0.24027j -0.366373+0.747566j -0.135149-0.229059j -0.161955-0.1613j 0.00378586-0.200523j -0.0363393+0.339393j 0.307706-0.0828666j 0.0582707+0.112839j -1.1235+0.0599368j -0.00377843+0.0561282j 0.348927-0.210111j 0.413263-0.304069j -0.00442434+0.235754j 0.25232-0.325203j -0.372161+0.445463j 0.00337648+0.213645j -0.132736-0.258637j -0.00598142+0.0873323j -0.120362+0.0859723j -0.248318-0.124647j -0.29697-0.0362045j -0.123512+0.301581j -0.238279+0.146873j 0.106764-0.166263j 0.101364-0.0357235j 0.256536-0.236667j 0.0395612+0.0956381j -0.0782305-0.00639882j 0.0451199+0.0482101j -0.0341155+0.0441796j 
-0.82443+0.368226j 0.342881+0.356371j -0.200797-0.407726j -0.0553233+0.42264j 0.0198921-0.0194859j -0.328101+0.360603j -0.679534-0.305721j -0.727434+0.91499j 0.0893936-1.0288j 0.144554-0.776079j 0.368882-1.11435j -0.554533-0.569492j 0.0234524+0.292483j 0.765569+0.777219j 0.443558-0.0779995j 0.99275+1.66886j -0.333644-2.24108j -1.12486-0.220119j 0.0218119+0.410766j -0.245408+0.25j 0.0436998+0.232008j 0.819898+1.88888j -0.133817+0.128311j 0.961871+1.64154j -0.012936+0.138008j 0.69184-0.992266j 0.888835-0.0209263j -0.0182977-0.165841j -0.0621228-1.57151j -0.403092-0.151442j 0.133164+1.45134j 0.285388+0.981628j 0.0280583-0.621025j -0.105381-0.357999j 0.0530834-0.0780063j -0.544769-0.800681j 0.773254+1.12007j 0.0619958-0.0906282j 0.403756+0.801864j 0.110024+0.426094j 0.217152+0.354609j 0.444947+1.3026j -0.181167+0.0110564j 0.407071+0.938414j 0.428077+0.784168j 0.0694226-0.096815j -0.25035-0.365255j 0.156403-0.0246337j -0.387191-0.00128219j -0.158285-0.119086j -0.219974+0.0432448j -0.0266458+0.171655j 
-0.0428109-0.0905814j 0.232951+0.417445j 0.277468-0.289841j 0.181605-0.527781j -0.30664+0.395355j -0.59766-0.296123j 0.206545+0.624586j -0.0627929+0.539741j -0.726115-0.380378j -0.712822+0.28548j -0.445799-1.04463j -0.199849+0.583818j -0.169124-0.55185j 1.74796+0.239978j 0.0232255-0.254008j 1.13903+1.01467j -0.637807-1.06087j -0.171629+0.230866j -0.364631+0.766723j 0.240129+0.0649993j 1.03188+0.563641j 1.6218+0.651857j -0.101706+0.137816j 1.25181+0.388137j 0.211003-0.330737j -0.860013-1.04489j 0.0570906-0.0464658j -0.188968-0.0305046j -0.519516-0.585644j 0.0336098-0.0957736j 0.910796+0.42954j 0.324539+0.247038j 0.0118791-0.0483306j -0.135096-0.148596j -0.203058-0.200641j -0.829171-0.471621j 1.15747+0.472858j -0.263645+0.0212752j 0.65768+0.691952j 0.35618+0.121438j 0.635009+0.11003j 0.540339+0.387315j -0.280507-0.0279376j 0.352685+0.209511j 0.231651+0.0840793j 0.00215864+0.0345833j -0.145273-0.220872j 0.0708849-0.125614j 0.0610426+0.0930112j 0.0631765-0.110529j -0.0576515+0.0941675j -0.108746+0.0681465j 
0.00380804-0.21468j 0.108345+0.147935j -0.409282+0.894321j -0.449974+0.696462j 0.595158-0.135113j -0.0216456+0.0355244j 0.805739-0.248786j 0.332742+0.0976809j 0.686925-0.508921j -0.401793-0.311351j 0.124765-0.102027j -0.0627222-0.365971j 0.116598+0.133302j 0.841503-0.249159j -0.161706+0.29817j 0.0901479-0.518203j -0.208538-0.236381j -0.0852721-0.54797j 0.211841-0.111581j -0.458889-0.199161j -0.0857026+0.265882j 0.268066-0.0247018j -0.415871-0.360215j -0.0442504+0.048477j -0.242734+0.148166j -0.175704+0.408916j 0.255871+0.0029405j 0.149501-0.190294j -0.237715-0.461403j 0.0777439+0.17671j 0.232327+0.10978j 0.0946388+0.0880345j -0.00443368+0.183922j -0.390382+0.389091j 0.0218053+0.331635j -0.314662-0.207532j 0.440539-0.22499j -0.332747+0.159528j 0.0719339+0.0332061j 0.168947-0.188105j 0.106796-0.092061j -0.0606608-0.0268398j 0.219304+0.374001j 0.0755727-0.155702j 0.0230047-0.0342774j -0.0986685-0.089594j 0.002457+0.0947886j -0.14296-0.0992177j -0.0390508-0.138458j 0.0789453-0.0277781j -0.152654+0.019119j -0.132912-0.075309j 
-0.332475-0.0791294j 0.412762+0.427609j -0.0968752-0.583429j 0.263768-0.208149j -0.241065+0.431259j 0.721681+1.14224j -0.0736872+0.0989096j 1.48267+0.404138j 0.785061+0.26022j 0.563462+0.0412761j -1.44059-1.10448j 0.623946+0.663641j 0.0516315+0.327141j -0.44906-0.238055j 0.158486-0.176103j 0.915434+1.27013j -0.6119-0.877848j 0.320569-0.399983j 0.34588-0.438627j -0.266108+0.0884104j -0.121455-0.814348j 0.194761+0.845371j -0.277453-0.0967759j -0.441742+0.987884j 0.00699341-0.127154j 0.108842-1.11427j 0.752057-0.421768j -0.259327+0.274892j -0.441954-0.857772j -0.115354+0.112136j 0.291701+0.18999j 0.0174434+0.340274j 0.211175-0.0226314j 0.164227-0.0302695j -0.280109+0.364403j -0.149378-0.604015j 0.383697+0.931205j -0.429971-0.109696j 0.884782+0.191768j 0.19969+0.347295j 0.0436016+0.0751606j 0.466782+0.408964j -0.0271119-0.127913j -0.0513271+0.425742j 0.0190945+0.319251j 0.326658+0.065261j -0.241856-0.206415j 0.273786+0.0848019j -0.00586025+0.0848157j 0.0161888-0.065875j -0.130848+0.000144584j -0.0742137+0.0229445j 
0.769057+0.310146j -0.208463+0.18154j 0.259309+0.570451j 1.02309-0.249923j -0.388049-0.105908j 0.576502-0.680253j -0.475996+1.48712j 0.756765-0.14454j -0.0736044-0.154934j -1.21145-0.828269j -0.122494-0.684103j -0.876318+0.387941j 0.300776-0.74109j 0.209841+0.408096j -0.119482-0.575594j -0.228859-0.799155j -0.0887294+0.63942j 0.0598894+0.517082j -0.750424-0.614307j -0.0822514+0.0593067j -0.345682+0.44284j -0.0677726-0.77425j -0.392067+0.00413943j -0.0671265-0.552094j 0.495597-0.135552j -0.215457-0.451318j -0.378423-0.154463j -0.239675-0.219806j -0.0269402+0.617656j 0.0601043+0.304791j 0.0547744-1.0474j 0.235049-0.168924j -0.0454859+0.538747j 0.226685+0.497262j -0.0107659-0.230116j 0.413929+0.193762j -0.408293-0.569522j -0.307339-0.0737151j -0.376572-0.129499j 0.0627888-0.101848j 0.0859606+0.127269j 0.240769-0.668009j -0.102167-0.274149j 0.0644028-0.533922j 0.0951547-0.652852j -0.121125-0.011591j 0.231432+0.340837j 0.310282+0.0741607j -0.0345075+0.33209j 0.054337+0.0794108j 0.0222453+0.164163j 0.00768468-0.180812j 
0.355439+0.0876286j -0.365669-0.198715j 0.42177-0.165997j -0.464408-0.221954j 1.20532-0.353112j 0.138025+0.327485j -0.484649+0.120024j 0.659247+0.0278908j -0.244383-0.48763j 0.54025-0.532197j -0.462984-0.193702j 0.776569-0.304879j -0.420638+0.0134746j -0.0119351-0.31433j -0.0848879-0.218144j 1.60897+0.429905j -0.155767+0.283381j -0.68232-0.295625j 0.352722+0.477692j 0.27532-0.115977j 0.421929-0.240929j 1.05342-0.71482j -0.181838-0.220993j 0.475586+0.081848j 0.310392-0.066806j -0.449607-0.244245j -0.0594142+0.221004j 0.294815+0.0273225j -0.406957-0.00746483j 0.0318824-0.334957j 1.09895-0.027119j 0.0191863+0.123629j -0.0536042+0.0985745j -0.121028+0.0670182j 0.34336+0.138854j -0.41092-0.202034j 0.669285+0.0236143j -0.303229+0.123928j 0.122146-0.137514j 0.131435-0.0281925j 0.16495+0.217891j 0.530477+0.000909411j -0.0768923+0.00644814j -0.0610402-0.0090241j 0.184988+0.0149987j 0.0920807+0.221413j -0.00557027+0.0802496j 0.0817859-0.0858963j 0.167724+0.142956j -0.0864627-0.0996478j 0.140944-0.125303j 0.0773302+0.0669466j 
0.179165+0.0190627j -0.284376+0.197679j -1.58369+0.17419j -1.12254+0.0268516j 0.362886+0.576937j -0.193287+0.0319399j 0.379095+0.769894j -0.161628+0.442316j 1.12752+0.878451j 0.130905-0.951461j 0.748354+0.287141j 0.0659184-0.595266j -0.0470386+0.132343j 0.632279+0.564962j -0.267634+0.0192265j 0.352303-0.57158j 0.282086-0.171945j 0.505078-0.254542j 0.29855-0.151455j -0.104479-0.912869j -0.421305-0.170859j -0.174215-0.259928j 0.174736-0.750788j -0.278805-0.453408j -0.279912-0.0900937j -0.398901+0.418545j 0.0897525+0.381805j 0.173311-0.0394855j 0.690745-0.0899803j -0.264533+0.161831j -0.180932-0.130746j -0.149125+0.139511j -0.28927+0.110805j -0.632781-0.11414j -0.41107+0.0641963j 0.327418-0.151985j 0.169261-0.0319979j -0.259137-0.412422j -0.257006-0.0827747j 0.170745+0.0266716j 0.114604-0.0151387j -0.135217-0.229729j -0.428758+0.367621j 0.19516-0.127925j 0.0380402-0.112408j 0.0343138-0.205095j -0.0758873+0.174844j 0.0764676-0.113865j 0.096259-0.207916j 0.0390996+0.0783117j -0.107936-0.194519j 0.0650116-0.250924j 
