0.0656593-0.103643j 0.0988638+0.0186753j -0.0432616+0.0648805j -0.0304771+0.291974j -0.00956305+0.107553j 0.182485-0.0327493j 0.185267-0.24014j 0.182398+0.00855022j -0.355764+0.0332667j 0.166748-0.336484j -0.0236008-0.0943923j 0.0349661+0.147408j 0.146295-0.0643279j 0.172412-0.165223j 0.510348-0.00259867j 0.0438629-0.0457372j -0.0485817+0.104572j -0.00452377+0.0120814j -0.195284+0.233955j -0.0566908+0.124038j 0.045576+0.0755416j -0.0611754+0.409324j -0.215688+0.298369j 0.156848+0.338956j 0.164945+0.119903j -0.366342-0.648787j 0.290031+0.143683j 0.0435827+0.0330811j -0.513132-0.212934j -0.188509+0.327544j 0.676043-0.10604j 0.0560558+0.0978204j 0.141629-0.182599j -0.274473+0.41614j 0.181071+0.201411j 0.252492-0.151365j -0.422688-0.157529j -0.0818186+0.0298849j 0.128343+0.407477j -0.35211+0.0198749j -0.0498223+0.754653j 0.472902+0.587795j 0.917285+0.0105605j 0.0667119+0.476984j 0.762149-0.292762j 0.751535+1.38325j 0.236554-0.479343j -0.103872+0.530051j 0.292234-0.610425j -0.938312+0.257186j -0.99257-1.64007j 2.40296-0.939874j 
-0.445949-0.270747j 1.80083+1.09756j -1.5861-1.11766j 2.78885+0.165954j -2.94363-0.748923j 5.93023+3.37368j 0.845312-0.632985j 10.1858+2.3738j -9.65122-0.128184j 1.89087+2.51525j -15.9324-4.39572j 7.13133+2.43082j 6.66274+0.880048j 13.1445-0.475949j 5.18379+1.70403j 29.0247+5.0335j -18.3528-2.80339j -0.0473785-0.185791j 7.28614+1.39666j 6.04893+0.549174j 7.37191-0.126398j 30.8946+4.78818j -0.800116-0.407434j 23.1585+1.67387j 1.13856-0.559335j -15.0238-16.3925j -0.0582628-9.03191j 0.794731-0.809991j -22.7052-3.86533j 1.79645+0.0640607j 31.805+4.5174j 5.29827+0.633221j -5.74437-0.74744j -7.35987-0.761451j 1.65968-0.143264j -17.6415-2.9488j 27.5544+3.99024j -5.41146-0.927105j 13.3176+2.79328j 8.14949+1.1924j 7.38718+0.964097j 14.5144+1.94551j 2.30691+0.668882j 9.55342+0.702204j 9.03293+0.852809j 1.08065+0.683051j -7.10231-1.24702j -3.24752-0.327219j 3.32084+0.529634j 2.28186+0.324109j -0.779305-0.338494j 0.260748-0.160374j 
0.138232+0.511322j -1.06807+1.12237j -0.824928-0.321169j -1.90949-0.230933j -0.343555+0.720205j -1.93638+0.843074j -1.6738+2.77832j -3.57799+1.20097j 3.15719+1.67753j 0.602301+0.910725j 4.68136+8.25746e-05j -0.754966-0.440344j -3.08738-0.583464j -4.74054+1.62388j -1.06054-1.74584j -7.43847+0.955621j 6.16084+0.362419j 0.90494+1.21624j -1.61243+0.944552j -1.61689-0.344905j -1.75853-0.679599j -8.87537-0.918392j 1.53338+0.632345j -6.35757-1.03355j -0.405079-0.226987j 4.90356+4.52525j 0.259399+2.32189j -0.680912-0.371011j 7.59968+0.71934j -0.091405-0.664704j -8.88212-0.236341j -2.09658-0.0630728j 2.28247-0.5356j 2.88648-0.781927j -0.384005-0.788073j 5.34036+0.324312j -8.07402+0.505105j 1.9371-0.332039j -3.97043-0.260375j -2.24407+0.29022j -1.93371+0.244777j -3.85528-0.109092j -0.769104-0.873961j -2.5877+0.438779j -2.42567+0.0441436j 0.148307-0.0101952j 2.03321-0.0977131j 0.871068+0.52803j -0.527645+0.203906j -0.715149+0.212038j 0.738356-0.20352j 0.717203+0.243447j 
-0.565093-0.277782j 0.532273+1.37393j -1.01244+0.144315j 1.18872+1.02365j -0.433142-3.94283j 3.89935+1.10493j -0.177024+1.59978j 4.25712+0.314211j -5.38183-2.1397j -0.639293-0.159006j -7.54773-1.37407j 3.56623+0.256977j 4.22689+1.99209j 6.27456+1.51553j 2.47978-0.272276j 15.3546+2.80846j -7.52046-1.92363j -1.87333+0.707524j 4.21616+1.95355j 4.22077+1.4257j 2.71954+0.16801j 14.7356+3.28002j -1.7114-1.55269j 10.769+3.62086j 1.38765+0.35401j -6.02428-9.30604j 0.50614-4.50506j 1.2008-0.30467j -11.1484-3.59261j 0.973839+0.432839j 16.2666+4.62661j 2.51886+1.1137j -2.69427-0.845942j -3.49869-0.976274j 1.75199+0.462877j -8.9108-2.83457j 13.8563+3.8543j -2.93075-0.319899j 6.04043+1.925j 4.11679+1.0959j 3.8195+1.60889j 7.6216+1.79449j 1.40779+0.379399j 5.05443+1.63762j 5.0247+1.14446j 0.898744+0.709293j -3.17046-1.02194j -1.51339-0.845825j 2.15462+0.862458j 0.69666+0.710671j -0.140733-0.597353j 0.858534-0.0684561j 
1.26745+0.247964j -0.671147-0.453786j 0.948069-2.57194j -1.42885+0.765017j -0.614279-2.65833j 0.692292-0.967138j -0.562702+0.312831j 2.27939+0.349003j -0.579957-1.31868j 0.349292+0.704684j -0.186096+1.59918j -1.13568+0.817937j 0.333166-0.875916j 0.849507+0.185485j 0.155596-1.17534j 1.93314-0.16037j -1.20575+1.17603j -0.150326-0.505995j 1.27584-1.34027j 0.519874-0.771115j -0.0250458-0.114344j 2.89223-1.99494j 0.661164-0.497028j 1.20166-1.49914j 0.689781-0.899138j -1.02964+0.93389j -0.238014-1.04362j -0.0676626+0.06823j -0.814971+1.44845j -0.448934+0.180471j 0.492561-1.14547j 0.374307-0.50111j 0.168156+0.684499j -0.33102-0.00701506j 0.319495-0.67947j -0.769638+0.828992j 1.33154-1.05931j -0.0706637+0.247719j 0.534273-0.57776j 0.28989-0.0789376j 0.588677-0.868054j 0.441731-1.34095j 0.211511+0.322902j -0.0735083-0.533811j 0.0855956-0.718633j 0.184538-0.512272j 0.0605293+0.22492j -0.169744-0.0656461j 0.0654379-0.421756j 0.301698-0.54092j -0.245851+0.0868631j -0.601763+0.108203j 
-0.511223-0.490701j 0.652689-0.402639j -1.58743-0.790011j 1.06373+0.957724j -1.20943-0.411182j 3.73275-0.0601863j -0.0753274-0.034714j 4.86534+0.38052j -4.77671-0.133568j 1.21928-0.228318j -8.74286+0.16679j 3.8424+0.51873j 4.70862-0.262404j 7.38605+0.127954j 2.57731-0.178628j 15.756-0.274366j -10.0287-0.19874j -0.945828+0.100504j 4.31383+0.249111j 4.01245+0.596159j 3.0378+0.0314559j 17.6525-0.472917j -0.445544+0.550637j 13.2514-0.511175j 0.898912-0.338062j -10.6806-7.30355j -1.39495-5.54556j 0.892602-0.258564j -13.1753+0.943673j 0.842291+0.24542j 16.9042-1.66964j 2.9664-0.252637j -3.16609+0.75652j -3.34936+0.377117j 1.15524+0.0959472j -9.80079+0.178823j 14.4978-0.57468j -3.63349+0.614669j 7.40357+0.148502j 4.59474+0.144962j 3.6254-0.319085j 8.88993+0.225056j 2.16951+0.196971j 5.22684-1.77201j 5.84386-1.37735j 0.0434022-0.142122j -2.83819+0.729033j -2.44357+0.222727j 0.492226+1.70362j 2.04015-1.27983j -0.783282+1.91804j -4.47884-1.39198j 
-1.64628-1.92495j -1.47583-0.157431j -1.17669-2.20778j -1.45329+1.31492j 1.82806-0.563716j -4.04866-0.576813j 1.571+0.857477j -3.62948+1.412j 4.34053+1.0739j 0.715973-0.933772j 4.0199-0.138444j -3.14449-0.469573j -2.94172-0.45575j -5.2691+0.650225j -1.61344+0.0798152j -11.6044-0.344774j 7.98213-0.636005j 0.607593+1.00177j -2.79748+0.707615j -1.75114+0.97062j -2.18672+0.137835j -12.3154-0.0163636j 0.0416538+0.452921j -9.12883+0.378471j -0.647832+0.141992j 6.73839+5.15107j 1.17485+3.42656j -0.0698809-0.457003j 9.16541-0.700569j 0.441341-0.174899j -11.356+0.825226j -2.23766+0.0948551j 2.69774+0.0749157j 2.86059+0.0761654j -0.703765+0.156185j 6.43588-0.289733j -9.93954+0.207334j 1.50941+0.11167j -4.77192-0.282244j -2.76343-0.255983j -2.96851+0.254077j -5.96471+0.0702193j -0.510808-0.151256j -3.29226-0.150751j -3.61363+0.32656j -0.766327-0.134592j 2.15767+0.316292j 1.31582-0.188164j -1.43957+0.0315822j -0.682581+0.597014j -0.132163+0.873329j 0.19769+0.1807j 
-0.175958-0.174668j -0.581435-0.0253575j -0.277671-0.239739j 0.0238397+0.277741j 0.351169-0.096056j -1.39697+0.048359j 0.126965-0.0749164j -1.33288+0.363122j 1.44582-0.186631j -0.163605+0.0055724j 2.18508-0.183306j -0.813019+0.113093j -1.42476+0.0984687j -2.16411+0.231348j -0.797924+0.239547j -4.52232+0.439237j 2.86871-0.361371j 0.140032+0.0306015j -1.16863+0.0565004j -0.7833-0.108862j -0.822767+0.0705048j -4.9651+0.427213j 0.377443-0.0354841j -3.79501+0.501342j -0.450186-0.0778222j 3.49489+2.11298j 0.419769+1.61376j -0.0884598-0.0357204j 4.06062-0.734169j 0.0168172-0.314899j -5.32768+1.30709j -0.89513+0.190345j 1.17536-0.284364j 1.17763-0.759064j -0.305277-0.0858192j 2.48307-0.756894j -3.8246+1.4569j 1.00315+0.26742j -1.52693+0.439763j -0.978284+0.195913j -1.21301+0.30417j -2.0179-0.07327j -0.416733-0.447187j -2.06424+0.397349j -1.94525+0.0840822j -0.065476+0.403125j 1.10895-0.797485j 0.372428+0.412212j 0.798082+0.751191j -1.27749-0.016358j 1.58299-0.239683j -0.26832+3.29404j 
-0.156972+0.505285j -2.3542-0.44999j 3.22332-0.0375345j -3.14543-0.265388j 3.60449+0.274042j -9.53067-0.699142j 0.936362+0.849718j -12.4024-0.909616j 12.4507+1.17213j -3.47148+0.427054j 20.0578+0.547639j -9.35284-0.336149j -11.4371+0.114318j -18.4528-0.664386j -7.30428-0.200488j -38.0519-0.330697j 24.9578+0.157501j 2.33419-0.0986995j -9.43373-0.211128j -7.57194-1.08864j -7.20807-0.324033j -41.5358-0.00575508j 1.47611-0.176987j -31.5583-0.0121729j -2.16845-0.55702j 23.6693+19.6472j 2.25604+12.5459j -1.47577-0.045788j 31.822+0.0935145j -0.561659+0.0825616j -41.999+0.0259703j -7.14838+0.209246j 8.62692-1.5669j 10.3687-0.566424j -2.3982-0.676723j 24.0166-0.834575j -37.7613+0.647581j 6.7055+0.0286351j -17.3653+1.40121j -11.6101+0.0724418j -8.74296+0.154521j -21.0663+0.946543j -3.36198-0.978539j -11.6394+0.255329j -12.0013+1.5329j -1.14411+0.241635j 7.99782+0.0703677j 3.48954-1.23586j -2.0785-1.12066j -1.97532+2.66035j 1.49406+2.77398j -0.0860476+0.943571j 
2.2959-3.04492j 2.2566-0.036893j -1.44999+0.099653j -1.43697-1.58527j 0.0734824-0.724727j -3.0297+0.47001j 0.163407-0.131406j -1.5174+0.540629j 2.13978-0.928279j 0.2665-0.248718j 3.15876+1.36368j -2.06119-0.46645j -2.38788-0.474312j -3.79587-1.06724j -0.610373-0.119501j -8.44367-1.05764j 5.1608+1.04889j 0.241253+0.241947j -2.38634+0.260431j -1.26047-0.238609j -1.3375-0.260115j -8.16607-0.355856j 0.0777559+0.379583j -6.00101-0.627253j -0.170547-0.12704j 3.84766+3.90507j 0.247117+2.65709j 0.0517989+0.025479j 6.1029+1.03073j -0.250127+0.279762j -8.11749-1.73588j -1.44474-0.305929j 1.56297+0.603871j 2.0254+0.34365j -0.57793-0.291161j 5.0045+1.02294j -7.89844-1.38219j 1.40051-0.0841382j -3.82953-0.211516j -2.40455-0.135635j -2.29387-0.601686j -4.01905-0.349953j -1.06365+0.105019j -2.97472-0.178195j -2.33905+0.006148j -0.458599+0.26733j 1.84048+0.392286j 0.789619-0.0475389j -1.36998-0.565608j -1.18192-0.32972j 0.428964-0.65322j 0.54846+0.364153j 
0.577174-0.810039j 0.327141-0.373319j 0.30754-0.394147j -0.980013+0.353219j 0.798177-0.607123j -2.12822+0.745786j 0.0109359-0.219514j -2.43467+1.03816j 2.58671-1.20164j -0.991316+0.079309j 3.86709-1.25773j -1.97743+0.952603j -2.5007+0.684933j -3.91218+1.00782j -1.49644+0.152375j -8.26956+2.93683j 5.44061-1.84921j 0.566263-0.23685j -1.85752+1.10456j -1.07761+0.873757j -1.34855+0.613514j -8.83809+3.96542j 0.600834+0.257468j -6.42532+2.98503j -0.234425-0.367154j 6.27047+1.94291j 1.95973+2.31802j -0.145503+0.302355j 6.26172-2.67098j -0.167153+0.476163j -7.98664+3.4467j -1.48151+0.711469j 2.48163-0.909638j 2.20038-0.862644j 0.00889411-0.0969653j 4.85288-2.71059j -7.32162+3.38952j 1.14932-0.736549j -3.72562+2.18745j -2.1528+0.643311j -1.72046+1.42899j -4.54779+0.865447j 0.102478-0.22604j -1.82505+1.67416j -2.64418+1.50444j -0.185504+0.210957j 1.23318-1.93128j 0.895382-0.225611j 0.551433+1.31065j -2.40267+1.32239j -1.92419-0.0193119j -0.506452+0.719488j 
0.0126702-0.06513j 0.121104+0.669185j 0.0591135+0.0598247j -0.142937-0.542687j -0.273505-0.599601j 0.245877+0.924891j 0.484102-0.100391j 0.535258+0.871518j -0.611459-1.06724j 0.406791+0.760565j -0.271805-1.05139j -0.357515+0.573906j 0.329736+1.04336j 0.26546+1.53477j 0.630027+0.530714j 0.51881+3.48096j -0.338768-2.14498j 0.250249+0.0660462j -0.185104+1.07177j -0.0217514+0.0302443j -0.068246+0.461523j 1.41983+3.60572j -0.727784-0.0774092j 0.563851+2.72196j 0.361284+0.0690462j 0.820625-2.53069j 1.3064-1.13586j -0.381117-0.0411199j -0.448239-2.78098j 0.600185+0.810637j -0.171589+4.17538j 0.417004+0.87304j -0.396238-0.148576j -0.102978+0.107932j 0.0747055+1.04406j 0.834377-2.29686j 0.929365+4.56141j 0.409317+0.283755j 1.03646+1.48941j 0.302628+0.788466j 0.922864+0.916652j 1.78344+1.37311j 1.6254+1.05196j 0.817193+2.47972j -1.09057+0.84295j -0.0500513+0.542432j 0.498739-1.89486j 0.0139729-1.92011j 1.33294-0.724305j 1.5715+0.679908j 1.73112+1.64092j 0.0864903-2.71675j 
-0.437608-0.168899j -0.644331-0.272031j 0.510696+0.49846j -0.228432-0.633149j 0.598422+0.306924j -1.54546-0.673348j 0.143438+0.654331j -1.64292-0.97419j 1.64645+1.07858j -0.599872-0.0559702j 3.03636+1.642j -1.58196-1.20641j -2.03472-0.665763j -3.15238-1.4789j -0.930498-0.383232j -6.76198-2.74104j 4.33552+1.9557j 0.230077+0.450736j -1.95195-0.647247j -0.942555-0.950271j -1.2254-0.709736j -6.99077-2.59999j -0.121547-0.191008j -5.54801-2.18019j -0.0779568+0.0321388j 2.82247+4.85751j -5.54787e-06+2.42044j -0.165344-0.483596j 5.72405+2.23856j -0.525207+0.262265j -8.24341-3.22442j -1.31269-0.261763j 1.16796+0.657412j 1.45651+0.801198j -0.858018+0.120854j 4.89724+2.32326j -7.74968-1.87733j 0.636626+0.901046j -3.17816-0.341868j -1.94372-0.532747j -1.57045-0.293016j -3.20227-0.313525j -1.09597+1.10441j -2.85422-0.00348454j -2.29969-1.25866j -0.349031+0.0938959j 2.6402+0.783239j 1.68545+0.0379175j 0.425269+0.792383j -0.525893+0.986701j -0.904534+1.72344j 2.0084-0.676727j 
0.762147+0.0779414j -8.91226-0.684453j 16.6086-0.920756j -19.7949-1.74303j 20.0291+1.68409j -51.1952-1.25218j 6.76569+2.39726j -64.8174-1.59927j 65.7364+3.3776j -14.7233-1.13926j 105.109-0.249237j -51.8324-1.50526j -59.1258+0.401852j -96.2597-1.12579j -34.326-0.329138j -202.513+0.153302j 131.693+0.597218j 11.9832+1.00265j -52.8811+0.929361j -43.0013-0.897628j -39.0097-0.0785199j -223.317+1.93633j 4.6669+0.81988j -170.434+2.55892j -8.27529-0.691894j 127.753+101.461j 14.9349+69.0531j -8.5359+0.397132j 171.128-3.48745j -4.16929+0.0750459j -224.502+7.71096j -38.9919+1.14354j 44.0859-2.00992j 53.8837-1.09705j -11.1664+0.376954j 132.412-5.907j -201.613+9.6421j 36.0473-1.34788j -95.7098+5.59818j -59.153+1.63835j -51.7263+4.91977j -104.262+2.99982j -15.5883+2.0394j -66.088+4.60256j -65.713+5.90499j -7.876+3.32382j 50.714-1.51439j 20.7863-2.58858j -20.0371+1.75916j -16.5446-0.409433j 7.84401+0.354954j -0.402847-0.013212j 
0.320434+0.2245j -3.7148-0.226831j 6.86808-0.284361j -8.49696-0.961904j 8.03388+0.243517j -21.3748-0.0947277j 2.34262+1.35027j -26.8328-0.738521j 27.6699+1.18219j -5.83514+0.284837j 43.7039+0.0176276j -22.0203-0.883857j -25.1984+0.154171j -40.6481+0.458524j -15.2667-0.116798j -85.174+0.467328j 55.4246-0.401081j 4.21599-0.0408068j -22.3572+0.108592j -18.1995-0.447756j -16.7041+0.014798j -93.3184+1.25377j 2.05852-0.373049j -71.8728+2.0994j -3.14364-0.308659j 54.5856+42.7637j 6.31289+29.1363j -3.25164+0.167262j 71.7249-2.22109j -2.51978+0.442318j -94.3207+4.94104j -16.4426+1.27039j 18.0379-1.69303j 21.7457-0.763018j -4.11509+0.464367j 56.2562-3.76901j -84.339+4.14936j 13.7573-1.71972j -42.2136+1.81806j -24.2998+0.952481j -22.8861+2.9043j -45.1392+1.6795j -6.12319+3.25072j -26.6391+3.63313j -27.0973+2.6528j -2.24043+1.11028j 21.2513-0.597412j 9.92158+1.20774j -7.81456+2.55703j -4.84478-1.37439j 3.92302-0.337786j -0.112127+0.0317127j 
-0.581459+0.287563j 1.7306-0.241063j -3.48608+0.847088j 4.42725-0.989246j -4.28984+0.685648j 11.4854-2.73643j -1.5923+0.0468131j 14.317-3.79348j -14.9803+3.80667j 3.01786-0.539542j -22.6358+6.28819j 11.2015-2.90899j 12.8849-3.66348j 20.9495-5.29169j 7.63857-2.76985j 43.6092-12.4136j -28.012+8.20106j -2.21518+0.634357j 11.3098-3.36383j 9.49821-3.06811j 8.00192-2.3334j 47.4886-14.2669j -1.25412+0.39232j 35.5329-10.5817j 1.87832-0.642202j -33.052-14.089j -7.61497-14.0608j 1.33872-0.825595j -36.0359+10.4045j 0.159448-1.08053j 47.2746-14.8532j 8.07613-2.67919j -8.4849+3.03167j -10.9595+3.09362j 2.14504-1.38618j -27.7929+9.48035j 42.5202-15.681j -6.72261+2.2717j 19.8369-7.6237j 11.5206-4.14258j 11.5536-4.45769j 20.5433-7.65208j 3.47785-0.686624j 11.7713-5.96429j 13.8937-5.24843j 2.02154-0.941191j -8.70917+4.106j -4.34289+1.23359j 3.41582-1.81228j 3.43104-0.45428j -0.735156+1.1153j -0.133002-0.571235j 
-1.65804-0.591488j 14.8749+1.00678j -27.8174+0.775773j 33.2517+3.59545j -32.6011-3.45882j 86.6793+4.84268j -11.3193-4.501j 109.922+5.23358j -111.065-8.47352j 24.1239+2.25013j -178.866-3.86253j 87.6914+4.01833j 100.818+1.81407j 162.52+6.35387j 59.5214+2.30065j 344.17+7.33232j -223.557-5.13091j -20.3777-1.10562j 90.0503+0.520121j 72.9175+3.04884j 66.6004+0.709387j 379.059+5.38229j -7.45358-2.01881j 289.625+0.632743j 13.9434+1.1874j -213.575-176.909j -22.3991-117.945j 13.9631-1.18951j -289.1+0.861236j 7.57357-0.998192j 380.326-4.67878j 64.9023-0.721264j -73.2235+2.93851j -89.6362-0.105852j 20.7073-1.32258j -224.412+4.68512j 345.388-5.40934j -59.9079+1.37186j 162.76-7.55177j 102.365-0.714939j 87.9049-3.55452j 180.026-3.23762j 24.4526-1.34932j 112.254-7.92499j 110.563-3.81847j 12.1376-4.12285j -88.637+6.20009j -35.1785+2.98506j 34.3531-3.27905j 28.8006+1.02172j -14.9897+0.523172j 1.97452-0.67041j 
-1.48491-0.273419j 13.6419+0.753974j -25.5596+1.07471j 30.7493+2.93178j -30.415-2.035j 80.4278+2.47958j -10.048-3.55333j 101.369+2.33767j -102.921-5.35127j 22.7478+0.899078j -164.551+0.147709j 80.6839+2.33782j 92.9322-0.0561643j 150.862+2.6147j 55.1252+1.34965j 317.421+0.10475j -206.309-0.226785j -18.6936+0.215097j 82.8516-1.04833j 67.3836+1.35544j 61.3477-0.263024j 349.061-3.05498j -7.50682-1.24725j 267.268-4.71084j 12.7675+0.32523j -199.896-159.604j -22.8831-108.567j 12.6856-1.7001j -266.731+6.2683j 7.14077-1.00269j 351.556-12.0682j 60.4702-2.32417j -67.7915+4.68206j -82.3839+2.30577j 19.0583-2.42022j -207.712+8.68117j 317.522-12.6275j -55.2716+3.85087j 149.828-8.50363j 93.7427-3.27733j 82.1299-4.33707j 165.296-5.73584j 24.8415-2.15892j 103.477-11.3451j 101.852-6.70931j 10.4013-4.49339j -80.4805+7.16125j -30.3415+1.24551j 32.8288-4.55457j 24.664-1.31663j -14.0988+0.607328j 1.33357-0.778896j 
0.162104-0.0916145j -4.44192-0.103971j 7.22314-0.381481j -8.74276-0.833285j 9.58656+0.449421j -23.8633-0.265553j 2.67376+0.974613j -30.2202+0.361156j 30.3643+0.94497j -7.19804+0.553665j 48.7003-1.71824j -23.8224-0.165232j -27.6423+0.403456j -44.588+0.669676j -16.3261+0.375964j -94.6703+1.47765j 61.6363-1.17907j 5.42351-0.257471j -25.6793+0.276984j -20.4122-0.748124j -18.2587+0.776327j -104.17+3.77112j 1.77704-0.0846389j -79.46+4.5154j -4.57257-0.615053j 59.8694+44.8565j 7.38871+31.3422j -3.33371+1.08166j 79.0263-3.47726j -2.90375+0.811588j -104.232+5.58455j -17.653+1.30146j 18.7251-1.68249j 25.8028+0.0385474j -6.06413+0.90958j 62.0453-4.56211j -94.3824+5.51222j 16.9326-1.91415j -45.4879+2.88862j -28.9668+2.83251j -22.334+2.52354j -48.56+4.51878j -6.43055-0.633516j -30.619+4.38696j -31.903+4.11602j -2.59556+3.25009j 24.0709-1.38708j 8.50633-1.98443j -11.1178+3.09292j -8.04103-0.731561j 4.96992+0.0418964j -0.187112+0.849123j 
-0.78438+0.211771j 4.71356-0.641504j -8.03514+1.73321j 10.6387-2.07245j -10.4011+2.14346j 26.9744-4.96122j -3.854+0.138616j 34.4921-6.99455j -35.6051+7.12077j 7.81652-1.83927j -54.6137+11.4559j 27.2414-5.61624j 30.9893-6.57734j 49.8737-10.13j 18.5218-4.15281j 105.666-22.9017j -68.6607+15.5413j -6.48638+1.26073j 27.7277-6.19551j 23.1214-5.80048j 20.4154-4.37153j 115.446-27.2257j -2.40007+0.928942j 87.8412-20.365j 4.5387-1.40512j -76.9759-38.3836j -15.8668-34.2208j 4.08445-2.29157j -87.827+21.1849j 1.68885-2.18791j 115.173-29.191j 19.9383-6.29768j -21.9177+7.95078j -26.4708+7.24016j 6.98656-1.91265j -67.0317+18.3163j 102.04-27.1118j -17.4228+5.61913j 49.5911-15.1313j 29.9031-5.83047j 25.2242-7.59313j 53.0208-13.0799j 6.93176-2.12858j 32.556-12.7613j 31.7933-9.72083j 3.27353-2.95544j -27.6066+7.55351j -8.94405+3.02117j 9.94202-3.60117j 9.5455-1.04986j -4.08612+0.733807j 0.337722-0.432299j 
-1.33327-0.287557j 10.2215+0.667223j -19.1596+1.0801j 23.1804+2.11971j -22.9329-1.24339j 60.2184+1.84823j -7.54326-2.70866j 76.3942+1.8306j -77.6051-3.85126j 16.6897+1.33093j -123.835+0.0910706j 60.9809+1.16471j 69.6711-0.155767j 112.631+1.98965j 40.8995+0.865806j 238.354-0.265893j -155.072+0.0449645j -14.4395+0.26066j 61.9098-0.737264j 50.147+1.24535j 45.9877-0.163902j 262.251-2.83077j -5.74789-0.329636j 200.464-3.72096j 10.8981+0.662804j -150.538-119.48j -17.1584-81.779j 9.92679-1.11203j -201.19+6.19288j 6.19266-1.38328j 262.535-8.86796j 44.1626-2.14156j -50.4179+3.13679j -62.239+2.13178j 14.4487-1.29704j -155.124+6.09989j 238.187-9.23127j -40.6857+2.06051j 112.316-7.33573j 71.1568-6.42491j 61.7265-5.43188j 124.769-3.56897j 17.0951-0.829685j 77.3249-6.23925j 75.8025-7.45358j 7.92684-3.0354j -62.1816+3.62737j -22.7645+1.77987j 23.8118-2.16194j 19.8667+0.167862j -10.0711+0.293471j 1.24086-0.461863j 
-0.385474+0.325569j 1.13367+0.119824j -1.41109+0.687667j 1.72617-0.405821j -2.37485-0.0811079j 5.57844-0.611065j -0.621198+0.13836j 7.47039-1.29472j -7.29848+1.18091j 2.46036-0.485781j -11.6715+2.50516j 5.31927-0.886011j 6.29226-1.07865j 10.6345-1.85805j 4.17378-0.788284j 21.4999-3.38287j -14.2185+2.24474j -1.34196+0.482702j 5.74441-0.17773j 4.42629-0.317395j 4.44774-0.77764j 24.6957-4.90673j -0.587246+0.431806j 19.2589-4.28067j 0.710865+0.14697j -16.3782-7.27252j -3.66918-7.08481j 1.21627-0.961578j -17.7766+3.80796j 1.03003+0.0586241j 23.913-5.56274j 4.54894-1.29985j -4.24619+2.81716j -4.94861+0.571105j 1.50791-0.278924j -14.4694+3.09652j 21.4507-5.43655j -4.2316+0.768163j 9.93453-1.99779j 6.49905-0.14207j 5.21631-2.99338j 11.912-4.22973j 0.456973-0.553504j 7.58618-3.21367j 8.13739-0.679414j 2.18318-1.56069j -4.38259+1.44009j -2.18568+1.55466j 3.99243-0.250752j 1.14073+0.302654j -0.839693-0.651335j 0.337406-0.637326j 
-2.75123-1.01463j 22.0218+1.71726j -41.7033+0.892188j 49.4013+5.74347j -48.8709-5.43716j 129.696+8.42643j -15.9059-6.37108j 165.299+9.88865j -167.211-15.0723j 36.1644+3.43712j -268.547-7.4837j 131.591+7.50519j 150.746+4.44412j 244.069+10.9077j 89.002+4.61588j 516.151+16.2869j -335.638-11.3319j -30.5383-1.7136j 134.887+2.33328j 110.449+5.6316j 100.271+2.05458j 569.155+11.4501j -11.7227-3.44102j 434.352+4.94106j 20.6934+2.09851j -317.216-267.629j -31.6808-176.662j 22.766-2.3353j -434.181-3.94792j 12.5191-2.32137j 571.264-0.753514j 99.0441-0.516556j -109.967+4.26338j -135.974+0.323727j 30.4478+0.822157j -338.719+2.70407j 518.4-5.58298j -90.6185+2.22969j 245.011-5.88666j 151.238-3.06801j 132.468-5.56688j 269.924-1.98336j 36.2679-2.31188j 168.181-11.6118j 166.239-8.30102j 18.3606-6.29826j -130.172+6.66899j -50.8615+3.03586j 50.4379-3.77419j 42.7117+1.78728j -22.39+0.479906j 3.18444-0.606517j 
-0.240544-0.275106j 2.72924+0.794514j -5.26341-0.568561j 6.06096+2.42876j -5.66269-2.09095j 15.6978+4.49916j -1.73156-1.84556j 20.0333+5.69029j -19.9371-6.90145j 4.62484+1.83761j -33.1348-7.54597j 15.8899+4.50009j 18.5791+4.40828j 30.0631+7.98374j 10.9862+3.61853j 63.5009+15.2139j -41.3376-10.2552j -3.4548-0.846221j 16.7442+3.78646j 13.6795+4.48441j 12.5598+2.74541j 70.2457+16.5343j -0.969568-0.852444j 54.0449+11.4649j 2.56407+0.217621j -32.9792-41.0619j 0.561611-23.2355j 3.01312+0.489832j -53.3061-10.7907j 1.61963-0.0356835j 71.575+15.0821j 12.541+3.8452j -14.6119-3.34988j -16.861-2.75824j 3.89073+0.985358j -42.8233-8.29435j 65.5726+12.1898j -11.853-2.5207j 30.8246+6.23097j 15.6595+3.42975j 15.6772+2.56909j 34.5589+5.41705j 5.25616+0.660252j 23.2566+3.52536j 19.2172+4.14384j 2.58476+0.397426j -17.3856-1.71675j -6.97225-1.22047j 7.05751+1.07085j 5.18383+0.562411j -3.06065-0.491152j 0.534548+0.100706j 
