-0.00483188-0.00578322j 0.0047064-0.0407168j -0.00661174+0.00333322j -0.00863025+0.0325174j 0.00912955-0.00202361j 0.00184294-0.00426945j -0.00445978-0.0280007j 0.00263779+0.00665056j 0.00996535-0.0283611j -0.00589508-0.00227105j -0.00964265-0.00048366j -0.00447056-0.00433014j 0.00347329-0.0140783j -0.00931635+0.0110163j -0.00654447+0.0131186j -0.00135969-0.0155951j -0.0115326+0.0193762j 0.011073-0.00594272j 0.00437642+0.0520844j 0.00541507-0.0108465j -0.00672197-0.00213737j -0.00218862-0.0206109j -0.00917179-0.007861j 0.000619016-0.0233312j -0.00731058-0.0101579j 0.00063745+0.00786947j -0.000255426+0.00553663j -0.00281006-0.0136402j -0.00774176-0.017022j -0.00119462-0.00960592j -0.00328263-0.0167028j -0.0104754+0.00814276j 0.0359271-0.00680259j -0.00289755-0.0107405j 0.015744-0.00509023j -0.0156757+0.00120686j -0.0245686-0.0440304j 0.02262-0.0164281j 0.00894846+0.00241596j -0.0320613+0.044141j -0.0112419+0.0347679j -0.0432254-0.0107272j 0.00528159+0.00425391j 0.0111364+0.0370861j 0.0114831-0.00210515j 0.00710028+0.00449833j -0.0198784+0.0167537j -0.000631373+0.00878065j -0.0192871+0.0332775j -0.00566119-0.0556812j 0.0177903+0.00985632j -0.0245286+0.0131662j 0.0434145-0.02157j -0.0256948-0.0219713j -0.0012313+0.0273378j -0.0280239+0.0874548j -0.0642412-0.0256087j 0.00659591+0.00044691j 0.011353-0.00831813j -0.0207918-0.044989j 0.00952136-0.0450949j 0.0137534+0.0313115j -0.00876825-0.0209849j -0.0154427+0.0094369j -0.0131622-0.0228197j -0.0158828+0.0167699j -0.00773841+0.000851482j 0.0146185+0.0109263j 0.00432956+0.0147167j 0.00348181-0.000316854j -0.0129593-0.000797449j -0.00514458-0.0162041j 0.00132105+0.00746218j -0.00524682-0.0193513j -0.008664+0.0240317j -0.0207859-0.00627507j -0.00134692+0.0018241j -0.00989273+0.00402241j -0.00722533+0.015045j -0.0203759+0.0319124j -0.00670198-0.00132499j -0.00504105-0.00904574j -0.0129773+0.00453575j 0.0224186-0.0176848j -0.00958375+0.052843j 0.0960314-0.010347j 0.0557073+0.0245644j -0.0117784+0.00609268j -0.00140267+0.0321833j 0.0336507+0.0819397j -0.136174+0.0771892j -0.0664303-0.0578347j 0.0165362-0.138707j 0.0232098-0.216354j -0.0244905-0.425166j 
-0.0933506+0.0726229j 0.0146574-0.314024j 0.0198945-0.0722576j 0.00278939+0.0509514j 0.0471188-0.135951j 0.0602714+0.0239744j -0.036897-0.0468107j 0.00240241+0.0722659j 0.0277404-0.0234799j -0.0192693-0.0462489j -0.0274207-0.0928234j -0.0100328-0.0332818j 0.0062465+0.0316469j -0.0106169-0.0870644j -0.0157507-0.0460823j -0.0112159-0.00708507j -0.0175533-0.0691602j 0.0225863+0.0336494j -0.0158585-0.0254128j 0.0125077-0.0245322j 0.0128085+0.0250833j -0.0228294+0.0357425j 0.00877084+0.0234063j -0.014138+0.0974267j 0.0790156-0.018961j -0.0365996-0.0222789j -0.0185638+0.0287931j 0.0341776-0.0179627j 0.0182172-0.0155926j 0.0113408+0.0015219j -0.0217289-0.0182851j -0.0112745+0.00173562j 0.124381+0.0184306j -0.0989385+0.043532j 0.0418747+0.00949963j -0.108483-0.00293439j -0.0429882-0.100719j 0.00151834-0.0124024j 0.00489622-0.0480997j 0.00415411+0.0817306j 0.00238648-0.139102j -0.15955-0.0321534j 0.0176146-0.00647427j 0.0236476-0.0948236j -0.0861674+0.00991064j 0.00241957-0.0656438j -0.0734199-0.00963311j -0.0604563+0.0106636j -0.0139137-0.0536249j -0.104754+0.0518909j -0.0839307+0.0179252j -0.00250136+0.00254351j 0.155307+0.0289605j -0.121609-0.0111016j 0.00471526-0.00998035j 0.14267+0.000781209j 0.249814+0.0150559j 0.0340607-0.0100515j 0.019469-0.0204824j 0.0779866+0.0194285j 0.0203222-0.0416135j -0.00677919-0.0355591j 0.0303804-0.0234585j -0.085778+0.0312213j -0.0202647+0.0335078j 0.007855-0.0495493j -0.0459319+0.0254418j 0.111226+0.0156433j -0.0403909-0.0368436j -0.0557388+0.00338811j 0.0121074+0.0392834j 0.0145182+0.0168874j -0.0299881-0.0189346j -0.036692-0.00988466j -0.0664392-0.0077521j 0.0119067-0.00346742j -0.0141954+0.01464j -0.058276+0.0124419j -0.0165529+0.0166704j -0.0731728-0.0125043j -0.0794818-0.00621136j -0.0304164-0.0102j 0.0183004+0.00870333j 0.00555794+0.031563j 0.0603419+0.0261052j -0.0685294+0.0314252j -0.0382074-0.0147198j 0.00201788+0.00698845j 0.00314099+0.000158386j -0.018063-0.0323378j 0.0647356+0.0176408j 0.0104752+0.00590912j 0.0128956+0.0309157j -0.0118012+0.0632855j 0.0158411+0.0377428j 
0.0309971+0.167463j -0.0537654+0.153168j -0.00686878-0.0861406j 0.00752607-0.0966851j -0.0398953+0.0154644j 0.0207244-0.0812904j 0.0118089+0.0606527j -0.0160394+0.0184942j -0.0124505+0.0702763j 0.00892255+0.0428353j 0.0183713+0.032177j 0.0104126-0.0134043j 0.0139679-0.0342794j 0.0157939-0.0134524j 0.0104164-0.0298644j 0.00836403-0.0323582j 0.0190547-0.00861559j -0.00602859+0.00807521j 0.0122401-0.0865685j -0.0110489+0.0431659j 0.0161806-0.048309j 0.0094795-0.0499151j 0.0022572+0.0201779j -0.00226991+0.0239584j 0.0225614+0.0930301j -0.0102647-0.0324235j -0.0157661-0.0231171j 0.00875042+0.0478097j 0.00434009+0.0366321j 0.00233612+0.0184603j 0.0314103+0.00589059j 0.0291381-0.0166397j -0.0981094+0.0353293j -0.0452365-0.00875243j -0.0618757-0.0440253j 0.0856721+0.00295874j 0.0522258+0.0517534j -0.0287885+0.0472228j -0.00641918+0.0585221j -0.00642371-0.00959653j 0.0103978-0.041897j 0.148019+0.0191697j -0.0390562-0.00579457j -0.0256376-0.0255415j 0.00758679-0.0130302j -0.020132+0.0268772j 0.0538472-0.0481413j -0.0212269-0.0355245j 0.0092236+0.024095j 0.0510724+0.00415611j -0.0527561-0.0545705j 0.0120128-0.0188109j -0.0357801-0.0171358j 0.0233686-0.00057166j 0.0254206-0.0309899j -0.0379662-0.0123076j 0.0295014+0.0458181j 0.20194-0.00697616j 0.220573-0.0389234j -0.088682-0.0845893j -0.0636842-0.0577966j -0.00248769+0.07337j -0.0591755-0.034387j -0.0701356-0.0260476j -0.0583257-0.0155846j -0.0221349+0.00104592j 0.0201356-0.0175815j -0.0286573+0.0133548j 0.0307011-0.00888148j -0.0024634+0.0246828j -0.0169707-0.00611403j -0.0374753+0.0173679j -0.0198026+0.00556821j -0.0362894-0.00685044j -0.0208847+0.00121435j -0.018572-0.00578203j -0.0503818+0.0129255j 0.00500163-0.000522694j -0.0248256+0.0117061j -0.0466247-0.00774636j -0.0686092+0.0111248j -0.0408379+0.0254627j 0.0348586+0.00503866j -0.0177239-0.0327666j 0.0163848+0.012931j 0.054666+0.0087052j 0.0386125-0.0100803j -0.01309+0.00972271j -0.00117536+0.0213825j 0.0594035+0.007753j 0.0111556+0.0195012j 0.0160148+0.0167603j -0.00498688-0.00181079j 0.018357+0.0395438j 0.00441882-0.0513268j 
-0.031663+0.157087j -0.0434016-0.052101j -0.00108682-0.0393688j -0.0102-0.00636213j 0.0175794+0.0477642j -0.00302715-0.00580456j 0.0327734-0.0323521j -0.0327275+0.0155641j 0.0569282+0.011188j 0.00861564+0.00442325j -0.0236536-0.014412j 0.00199913-0.0074001j 0.0037832+0.000681507j -0.0133769-0.0270974j 0.0003815-0.0359096j 0.0024853-0.0193664j -0.0280933-0.0124978j -0.0264458+0.00813575j -0.016161-0.0296138j 0.0168894+0.0624364j 0.0110338+0.0289979j 0.0163707-0.0907863j -0.00289039+0.00964151j 0.00431256-0.0922811j 0.0220385+0.0180796j -0.0142173+0.0147434j -0.0211706+0.000525266j 0.00790097+0.00217222j 0.00971894+0.0159681j 0.00707936-0.0110627j 0.018281-0.0101644j 0.0125482-0.0256573j -0.000945117+0.0361862j -0.138811-0.0110092j -0.0197005+0.00751278j 0.0080877+0.0254025j 0.0399602-0.0108324j -0.0161306+0.00368991j 0.0117262-0.0198191j 0.0220458+0.0357515j -0.0293306+0.0637688j -0.0680276-0.0122809j 0.00667875-0.00359815j 0.0132556-0.0114781j 0.0366795+0.0146269j 0.0084865+0.00425027j -0.0110711+0.00671386j -0.0250466+0.00087095j -0.0282867-0.036858j -0.0241473+0.0209739j 0.00893282-0.014491j -0.0681055+0.00588551j 0.0423378+0.0038766j -0.0513197-0.00594647j 0.0203557+0.0153089j -0.0359767+0.0140569j -0.0132985+0.00687012j 0.0900613+0.00547052j 0.109285-0.0197019j -0.0223182-0.0776311j -0.062468+0.0537804j -0.0056539-0.0798512j -0.0410895+0.0360036j -0.0718148-0.0454202j 0.0200074+0.0322388j 0.0597292-0.015993j 0.0718645+0.00964476j -0.0350008-0.0263954j -0.014918-0.00696388j 0.00245675-0.0206206j 0.0204398-0.0067834j -0.0482072-0.00715009j -0.0613704+0.0168722j -0.0194232-0.00124213j 0.0993875+0.00717527j 0.0645995+0.00768646j -0.069236-0.00637066j 0.0408619-0.00874578j 0.0540918-0.0150199j 0.0596918+0.00414687j 0.081403-0.00851942j 0.000788827+0.011643j 0.0243492+0.0165638j -0.0307207-0.0243506j -0.0482549-0.0416518j -0.0523864+0.00705761j -0.0317862-0.00378467j -0.00178126+0.00482141j 0.0033703+0.00833548j -0.0550822-0.0176176j 0.074319-0.0208308j 0.0528097+0.00238059j -0.0166834+0.00426337j -0.0278073+0.0104768j 0.0176184+0.0615906j 
-0.00474611-0.040238j 0.0237907-0.0499292j 0.00704867+0.00458685j 0.0142612+0.0212869j 0.00349688-0.0409963j 0.0119742-0.0215098j -0.0086969+0.00426787j 0.0174461+0.016019j -0.00501118-0.0202769j -0.0163942-0.00784207j -0.00788353-0.0131293j 0.00455057+0.0161121j 0.0139911+0.007578j -0.00203339+0.000298244j -0.0118701-0.00607113j -0.00464913-0.0051961j 0.0107779-0.0131296j 0.0103545+0.0207437j 0.00223468-0.00194307j 0.00461262-0.0319912j 0.00582403-0.0323503j -0.00848939+0.027963j 0.00344979-0.0032304j -0.00605045+0.0110347j 0.0015629-0.0144512j 0.000774145-0.0111387j 0.0118423+0.0105829j 0.00643356-0.00199739j -0.0046751-0.0086437j -0.00116805+0.00708814j -0.011506-0.0230767j -0.00779704+0.0200379j 0.0175284-0.0252213j 0.043707+0.00435445j 0.0137809-0.00277353j -0.0202205-0.0293273j -0.0224595-0.00598652j 0.0157534-0.017053j -0.00193951-0.017822j -0.0122388-0.0150658j 0.0107525-0.0353946j -0.0180711-0.00447728j -0.00938013+0.000843455j 0.00340946-0.0172763j -0.0468327-0.000814426j -0.0153714-0.0012304j -0.0116567-0.0142937j -0.0128473-9.65788e-05j 0.00435528+0.0027648j -0.00830976-0.000602494j -0.0175032-0.0122462j 0.0124184-0.0115549j -0.00522278-0.00621461j -0.00343091-0.0111482j 0.00275743-0.0164754j 0.0343022-0.0294207j 0.0706183+0.0156409j -0.0320941-0.0204804j 0.0057012+0.00885183j 0.0198146+0.0196377j 0.00455242-0.0132446j -0.0014172+0.0299273j 0.0204113-0.00142874j 0.00621117+0.00753759j -0.0112999-0.0136015j -0.00697504+0.0100965j -0.00554003-0.00908011j 0.0135793+0.0114038j -0.0547897+0.0180578j -0.0147724-0.00511476j -0.0104331-0.020377j -0.0129565-0.000167529j 0.00261099+0.0184478j -0.0129801+0.0101114j -0.00453221+0.0176336j 0.00431576+0.035543j -0.0223046+0.0198258j 0.0424152-0.0275892j -0.0433858-0.0132452j -0.0453763-0.00721012j -0.0140619-0.0147103j 0.0711694+0.00271458j -0.0168565+0.0176374j 0.0281402-0.0422173j 0.0081724+0.00233075j 0.0426926+0.0462433j -0.00852798-0.00746104j 0.0153675-0.00272603j -0.0113676-0.025472j 0.00984388-0.0189146j -0.0259563+0.0224285j 0.00506793-0.0453455j -0.0203927-0.0383965j 0.000475704-0.0261029j -0.00835761-0.00132331j 
-0.041295+0.0685733j 0.00137975-0.144666j 0.0196536-0.0432826j 0.00994285+0.0187222j 0.018864-0.0697511j 0.0457658-0.0360015j -0.0165707-0.00954871j 0.00471705+0.060678j 0.0137351-0.00102589j -0.0201298+0.000515653j -0.0241186-0.0140446j 0.00168037-0.01901j 0.0173032+0.0264222j -0.00808489-0.0244168j -0.0218463-0.037142j -0.00575219-0.0215738j 0.00224955-0.0286749j -0.00398594+0.0277023j -0.0238746-0.0331411j 0.00620553-0.0138198j 0.0129122-0.0573667j -0.00256853+0.00712138j 0.00978422-0.0297387j -0.00397524+0.00684312j 0.0491816-0.0105809j -0.0251157-0.000579683j -0.010099+0.00425303j 0.0188195+0.00960577j 0.00977206-0.00301771j 0.00815406+0.00535543j -0.0172914-0.0215679j 0.00509847+0.0230731j 0.0496442+0.00346513j -0.0664537+0.0106748j 0.00214817+0.0139352j -0.0416776-0.0234914j -0.0281021-0.00949255j 0.00604044+0.00954217j 0.00740732+0.0379454j -0.00656027+0.0164258j 0.0115246-0.050383j -0.064266-0.0197063j 0.0109886-0.00912082j 0.0142036-0.0509847j -0.0530794-0.00330036j -0.00932064-0.023037j -0.015961-0.000240076j -0.0513233-0.0109534j -0.00318128-0.0207877j -0.043297+0.0198599j -0.0525616+0.0114218j -0.000230247+0.00278875j 0.020655+0.0145228j -0.0286364-0.00318078j 0.00863444+0.00125787j 0.0716584+0.0134j 0.176018+0.0237925j 0.00642231-0.00992346j 0.119217+0.000793552j 0.0199876+0.0115134j -0.0345746+0.00197342j -0.0310837+0.0253495j -0.00876881+0.00104112j -0.0128322+0.0260385j 0.0255591-0.0202021j -0.0182195+0.0101256j 0.030657+0.0201126j 0.00179405+0.0240408j -0.0151213+0.0137378j -0.00832562-0.00588314j -0.0162517+0.0122891j -0.00401425-0.0142069j 0.0597057-0.00171831j 0.0154312-0.0138858j 0.0158679-0.000373845j -0.0117983-0.0135025j 0.0049602-0.00150847j 0.0241408+0.00282429j 0.0088738+0.0243848j 0.0121031-0.00713146j 0.113205+0.0147148j 0.0541647-0.00159615j -0.0329681-0.0383338j 0.0125688-0.0523748j -0.0366341+0.0359657j 0.0290909+0.0118584j 1.71919e-05-0.0319864j 0.0218992-0.0239013j -0.00481279-0.0419432j -0.0504572+0.0364263j -0.0429776-0.0204167j 0.00541909+0.015543j -0.0194314+0.0212158j -0.0071819-0.0574343j -0.0107889-0.00792845j 
0.0288265-0.099728j 0.0336176+0.0432433j -0.00378464+0.0556891j 0.00442274+0.00923669j -0.00817428+0.0485079j -0.0114907-0.0475874j -0.00171176+0.00626877j 0.0359015-0.00504987j -0.0204186-0.00881578j 0.00815952-0.0286031j 0.00576256+0.0202272j -0.000595512+0.0321587j -0.000704531+0.00239553j -0.00135905+0.0388818j -0.0171738+0.014899j -0.00460087+0.000990983j 0.0115191-0.00167161j 0.0334208+0.0208367j 0.0144441+0.0138345j -0.00276729-0.0124579j -0.00534658-0.074345j -0.00270088-0.0244864j -0.00412294+0.0152423j 0.00689608-0.0343574j -0.0471078-0.00197877j 0.0265293-0.00848785j 0.0160725+0.0195174j -0.0121955-0.0143244j -0.00976873+0.024442j -0.00650141+0.00500306j -0.001-0.0578305j -0.020765+0.0114347j 0.00148377-0.0268475j 0.107721-0.0132813j 0.0173616-0.0185617j -0.00225896+0.000247482j 0.00109177+0.0281835j 0.0129487-0.0383118j -0.00986663-0.0104994j -0.00381823-0.0389762j 0.00136042+0.0381802j 0.00288429+0.0117241j -0.0234413+0.000920519j -0.00255023+0.0103146j -0.00305525-0.000679384j -0.0109954+0.0426404j 0.00828288-0.0234019j 0.0197465-0.0321802j 0.00251488+0.0169616j 0.0270642+0.00664449j 0.0365552-0.0309771j 0.0176333-0.0108937j -0.039677-0.0269313j 0.0508323+0.00675927j -0.0166838-0.0421642j -0.0387502-0.0378608j -0.0747688+0.001678j -0.0490749-0.00949941j 0.0324338+0.00283668j -0.0221172-0.00493435j 0.00751986-0.016388j 0.0138634+0.00371669j 0.0234211+0.0036538j -0.0584301-0.00383257j 0.00619101-0.0294597j -0.0262571+0.0129785j -0.0269846+0.0277252j 0.092239+0.0253816j -0.0414336+0.00390395j -0.00824491+0.0219566j -0.0766663+0.00494333j 0.000410784+0.0012249j 0.0112156-0.00879171j -0.0437817-0.00507854j -0.0139168-0.00729225j -0.0276768-0.0247027j -0.0633983+0.00675975j 0.0271883+0.0151749j -0.0169755+0.0146181j -0.0743318-0.0184411j -0.0326023-0.0192887j -0.00274851+0.0084579j 0.0150432-0.00900061j -0.0110148-0.00596839j 0.0286405-0.0122158j 0.0129191-0.023671j -0.00956652+0.0443217j 0.00469383-0.00431531j -0.00630117-0.0141719j 0.0021464-0.0256545j 0.0449834-0.00915357j 0.0656146-0.0449536j -0.0314071-0.0814405j -0.015184+0.0166904j 0.00673561+0.0717408j 
0.0163707-0.0147122j -0.00401341+0.0576492j -0.0102152+0.0152565j -0.00204191-0.00722163j -0.0129862+0.0228509j -0.0151144+0.00536371j 0.00987048+0.00318275j 0.00154855+0.00439838j -0.00420742-0.00512324j 0.00559883+0.0227477j 0.0103881+0.00417153j 0.00302651-0.0277882j -0.00146094+0.0281889j 0.00237969+0.0656179j 0.0136381+0.0103602j 0.0033334+0.00240045j 0.00949739-0.0267129j 0.000115367-0.0135718j 0.0205341+0.00835742j -0.00519029+0.00438096j -0.000488444+0.0178481j -0.00104521-0.00114232j -0.000769567+0.0110159j -0.00204342+0.00246028j -0.00819694-0.00114407j 0.00563505+0.00660144j 0.000323895+0.0212338j -0.00181461+0.0255154j 0.00141445-0.012758j -9.91664e-06-0.00762433j 0.00700049+0.000418708j 0.00105827+0.0106501j -0.0204471-0.00588383j 0.0169132-0.0144197j -0.00903296-0.00702968j 0.0087412+0.00782395j 0.0039673+0.0102544j -0.0104631+0.00357024j -0.00061416-0.00118154j 0.00218162-0.00775676j 0.000421105+0.0361368j 0.0313153+0.00230442j 0.00390231+0.000689234j -0.0113243+0.0176065j 0.0158633+0.00246884j 0.0134782+0.00179998j -0.00529688+0.000786698j 0.0370296+0.00260654j 0.00659605-0.00266336j 0.0181052-0.00275103j 0.0276923+0.00741865j 0.0116595-0.00540508j -0.00626282-0.000793903j 0.0187782+0.00319842j -0.00803538-0.00154831j -0.0225749+0.00688766j -0.0484122+0.000303986j -0.0041166+0.0053683j -0.00454259-0.00467015j -0.0314193-0.0171071j -0.0131515-0.000472762j 0.00128903+0.000855236j 0.0157224-0.00616463j 0.0256598+0.00702751j -0.0176805+0.0165169j 0.0275154-0.0198915j -0.0256549+0.0118172j -0.0154015+0.0136216j -0.00388095+0.00190819j -0.0188316-0.0296814j 0.0384779-0.0178484j 0.00806391-0.0233229j 0.0073467-0.0554774j 0.035504+0.0576432j -0.0496766-0.0318501j 0.0151686-0.0269604j -0.0289632-0.00365921j -0.0257311-0.00281917j 0.0097229+0.00340405j -0.0666453+0.0038415j 6.83296e-05+0.00196809j -0.0274994+0.0138264j 0.0114403+0.00304995j 0.00569957-0.017144j 0.0225492-0.0223278j -0.00695774-0.0139937j 0.00196112-0.00230272j 0.0629876-0.0387954j -0.0177994-0.0914077j 0.00168425-0.00248715j 0.017457-0.00596281j 0.0288402-0.0193963j -0.0128751-0.0304962j -0.00290639+0.00839199j 0.00527381+0.0368805j 
0.0190788+0.00645753j -0.00674198+0.0643449j -0.00273057-0.0196878j 0.00910346-0.0248107j -0.015651-0.0285596j 0.00374603-0.0372937j -0.0022015+0.008952j -0.00597346-0.00384646j -0.019045+0.00937223j 0.000754715+0.0185855j 0.00843605+0.0224014j 0.00254178+0.0170973j 0.00345201-0.0235884j 0.0103521-0.0131875j 0.00888014-0.00499195j 0.00332909-0.00471717j 0.0110568-0.00328483j -0.00521077+0.0233664j 0.0190165-0.000607605j -0.018577+0.00593985j 0.00507082+0.00971868j -0.00514598+0.0472333j 0.0102063-0.0229818j -0.00394581+0.0150714j 0.0207559+0.00710673j -0.00740551-0.0154007j -0.00395704+0.00436759j 0.0073583-0.0204247j 0.00325689+0.00155533j 0.00180698+0.00163412j -0.00204531+0.0157107j 0.0112305+0.00718515j -0.0393964-0.0181471j 0.0257429-0.0132012j -0.0290883-0.0130315j 0.028921-0.0208999j -0.00518827+0.00733587j -0.0141013+0.0460703j 0.000358736+0.00118499j -0.00875373-0.00113649j 0.0113718-0.00610266j 0.0470851-0.00371267j -0.0133551+0.00104882j -0.00190003-0.00718546j 0.00686139-0.00185024j -0.00180438+0.00849964j 0.0135681-0.00824967j 0.00273736+0.00771856j 0.00696239+0.00102694j 0.0207622-0.0192779j -0.00710249-0.0373013j 0.011902+0.0229211j -0.0295819-0.0127344j 0.0175481-0.0261459j 0.00397111+0.0352932j -0.00055067-0.00699134j 0.0253085-0.00592669j 0.0274929+0.00338812j 0.050364+0.0151018j -0.0602205+0.00666321j -0.0397718+0.00989065j -0.0161086+0.0116465j 0.0484711+0.0166598j 0.104988+0.0258344j 0.00234873+0.00633404j 0.0132323-0.00566848j -0.0487988+0.00223673j -0.0309612+0.000342062j 0.036653+0.0183304j -0.012592-0.0346938j -0.0121475+0.011473j 0.0646991-0.0225656j 0.00656995+0.018509j 0.0169423-0.0177246j -0.0830839+0.00361502j 0.0273603+0.0107403j -0.0181442-0.028999j -0.0481208-0.0119741j 0.0374037-0.000826002j -0.0945998+0.00867418j 0.0552154+0.00747405j -0.0183884-0.0480021j 0.00322359-0.0604647j 0.015094+0.0143583j 0.0165833-0.00753918j -0.0166194+0.0225789j -0.00158365-0.0887155j -0.0296302-0.00665626j 0.0177308-0.0105233j -0.0407539+0.0402784j -0.0175543-0.0132259j -0.0238254+0.0258193j 0.00500588+0.0602703j 0.00587663-0.0245671j -0.00806935+0.0114325j 
-0.00492116+0.0183024j -0.00210078-0.012719j 0.000163023-0.00337746j 0.000682825+0.00105631j -0.007966-1.68171e-05j -0.00142001+0.00757599j 0.00492977+0.0017064j 0.00573514+0.00108263j 0.0132577-0.0110536j -0.0118839+0.0135079j -0.000375634-0.0116533j 0.0110932+0.0131708j 0.0149549-0.00811687j 0.00327582-0.017156j 0.00452823-0.0189413j 0.000385362+0.0117514j 0.00756611+0.0083222j -0.00628069+0.00268663j 0.00769007+0.00150193j 0.00536104+0.00490454j 0.00436633+0.00800093j -0.000653314+0.00729325j 0.000140186+0.00913141j -0.00139326-0.00890033j 0.00813424-0.00311313j -0.00607064+0.00198234j -0.00240908-0.0014869j 0.00478071-0.0136166j 0.00313042+0.00815724j 0.00154188+6.07225e-05j 0.000113098-0.00722771j 0.0039178-0.00212288j 0.00291066-0.00554692j -0.0117433-0.00342377j 4.69848e-05+0.000988637j -0.00720898-0.00960038j -0.00488969-0.00454911j -0.00396059+0.00730176j -0.00192101-0.012858j -0.00450036+0.000486021j 0.00645935+0.00641458j 0.0175012+0.000783612j -0.00881357+0.00372417j -0.00676487-0.00676537j -0.0148987+0.00111777j 0.00137016-0.0102637j -0.014975+0.00803661j 0.00940207+0.0152162j 0.000688322+7.0711e-06j 0.00205376-0.0169104j 8.94607e-05-0.00178641j -0.00604663-0.00199882j 0.00366102+0.00420338j -0.0102061-0.00338254j 0.00714945+0.00106578j 0.011956+0.000159576j 0.0255494+0.00266151j -0.00467635-0.00189614j 0.00244344+0.00284134j 0.00152529-0.00724199j -0.00940939+0.00914571j 0.00244163-0.00338009j -0.00467182-0.00013685j 0.0111531+8.4645e-05j -0.0292571+0.00260416j 0.0328562-0.00602428j 0.0117065-0.00223439j -0.0423142-0.00673289j -0.040435-0.00887797j -0.0400548+0.00741318j 0.0213816+0.00505373j 0.00472769+0.012442j -0.0171741+0.0105322j 0.00656775-0.00761238j 0.000350559-0.0208534j 0.00237843-0.00854115j -0.0141853-0.0266399j -0.00162118-0.0145076j -0.0235197-0.0164499j -0.0292898+0.017149j -0.00506339+0.00466624j 0.0271372-0.00441873j -0.00157084+0.0194095j 0.0106469+0.0228539j 0.0143761-0.00906912j 0.013958+0.0148765j -0.002571-0.0320988j -0.0289688+0.0117776j 0.0107236+0.0285611j 0.00487936+0.00832395j -0.00594589+0.00268592j -0.015383+0.00413997j -0.000294845+0.00842371j 0.00566198+0.00327911j -0.00308827-0.009482j 
-0.00529194+0.0154093j 0.000249733-0.0224533j -0.000576888+0.000138184j -0.000699919+0.00671837j 0.00341935+0.00632216j -0.0003128+0.0161831j 0.0128329-0.0144003j 0.00279026-0.0063941j 0.00433555-0.00693537j -0.0100493+0.0160141j -0.0021665-0.0217278j -0.000724852+0.00705211j 0.00797214+0.00528327j -0.000786783+0.0109457j -0.00268753-0.0220299j -0.00366456+0.0156887j 0.00468574-0.00384147j -0.000591976-0.00964085j 0.000547719+0.00520235j 0.00353184+0.00313429j 0.00139737+0.0149419j -0.00378218-0.0194894j -0.000280553-0.00866896j 0.000849605-0.00152451j 0.00166068+0.00647504j -0.00154464+0.00953825j -0.00417171-0.00622275j -0.000662198+0.0063499j 0.000923239+0.00520532j 0.00813794+0.00574325j -0.00119143-0.00284316j -0.00138205-0.0110846j -0.00170478+0.00736931j -0.0111488+0.00555277j 0.000642759+0.0132223j -0.00235278+0.0180644j 0.00418496-0.0115188j 0.00268448-0.00657358j -0.0054056-0.00832209j -4.22072e-05+0.020123j -0.00200408+0.0166887j -0.0233838+0.000819183j -0.0088034+0.00154191j -0.00085075+0.013221j -0.00266511-0.00233503j 0.0072694+0.0101928j -0.0128005+0.00919581j 0.00698449+0.00321579j 0.0027247+0.00472968j -0.00135476-0.0106626j 0.000466883+0.00158082j -0.0044946-0.00509627j 0.00752725+0.00332658j -0.00816429+0.00622996j 0.000659705-0.0123514j 0.0134687-0.0177555j 0.0140974+0.00904814j -0.00132909+0.000220496j -0.0159662-0.00438966j 0.01708-0.000544707j 0.00283669+0.00233294j 0.0042231+0.0145349j -0.0262866+0.000782385j -0.0166115+0.0157863j -0.0222092-0.0209613j 0.0004038+0.0045622j 0.0219628+0.0185857j -0.0412317+0.0263458j -0.01164+0.025689j -0.0080741-0.0326282j 0.0310348-0.0273894j -0.0351195-0.0409994j 0.048808-0.0566291j 0.0365037+0.0509661j -0.0330196-0.0329937j 0.00165923-0.0577693j -0.00953344+0.017214j 0.0106526+0.0198502j -0.000688583+0.0256872j -0.0199504-0.00923426j -0.00204433+0.0226944j -0.0260618+0.061782j 0.010745+0.0531475j -0.00978888-0.0408615j 0.0221975+0.0334476j -0.00890025-0.0354009j 0.00984475+0.0974697j 0.421073-0.141593j -0.156301-0.401888j 0.0560904-0.0529269j -0.0371546+0.0402626j 0.0109726-0.0717623j -0.0128555-0.0394233j 0.00144613+0.00272822j 0.000699737+0.000210522j 
